sequence,v115@HhA8IeC8FeF8CeB8Je0/IvhFxgBdnBCjBzlBXoBWxB,v115@HhA8IeC8FeF8CeB8Je0/IvhF6lBOmBxiBtrBXoBTsB,v115@HhA8IeC8FeF8CeB8Jex/IvhFihB3iBcoBGlB9rBTsB,v115@HhA8IeC8FeF8CeB8Jex/IvhFihBcnBTjBGlB9rB3sB,v115@HhA8IeC8FeF8CeB8Je0/IvhF6lBNmBTjBRsBXsBGsB
OIZLTJS,X,X,O,X,O
OIZLTSJ,X,X,O,X,O
OIZLJTS,O,X,O,X,O
OIZLJST,O,X,O,X,X
OIZLSTJ,X,X,O,X,O
OIZLSJT,O,X,O,X,X
OIZJTLS,O,X,O,X,O
OIZJTSL,O,X,O,O,X
OIZJLTS,O,X,O,X,O
OIZJLST,O,X,O,X,X
OIZJSTL,O,X,O,O,X
OIZJSLT,O,X,O,O,X
OIZSTLJ,X,X,O,O,O
OIZSTJL,O,X,O,O,X
OIZSLTJ,X,X,O,O,O
OIZSLJT,O,X,O,O,X
OIZSJTL,O,X,O,O,X
OIZSJLT,O,X,O,O,X
OLTIJSZ,X,X,O,X,O
OLTIJZS,X,X,O,X,O
OLTISJZ,X,X,X,X,O
OLTISZJ,X,X,O,O,O
OLTIZJS,X,X,O,X,O
OLTIZSJ,X,X,O,X,O
OLTJISZ,X,X,O,O,O
OLTJIZS,X,X,O,X,O
OLTJSIZ,X,O,O,O,X
OLTJSZI,X,O,O,O,X
OLTJZIS,X,X,O,X,O
OLTJZSI,X,O,O,X,X
OLTSIJZ,X,O,X,X,O
OLTSIZJ,X,O,O,O,O
OLTSJIZ,X,O,O,O,X
OLTSJZI,X,O,O,O,X
OLTSZIJ,X,O,O,O,O
OLTSZJI,X,O,O,O,X
OLTZIJS,X,X,O,X,O
OLTZISJ,X,X,O,X,O
OLTZJIS,X,X,O,X,O
OLTZJSI,X,O,O,X,X
OLTZSIJ,X,O,O,X,O
OLTZSJI,X,O,O,X,X
OLITJSZ,X,X,X,X,O
OLITJZS,X,X,O,X,O
OLITSJZ,X,X,X,X,O
OLITSZJ,X,X,O,O,O
OLITZJS,X,X,O,X,O
OLITZSJ,X,X,O,X,O
OLIJTSZ,O,X,O,O,O
OLIJTZS,O,X,O,X,O
OLIJSTZ,O,X,X,O,X
OLIJSZT,O,X,X,O,X
OLIJZTS,O,X,O,X,O
OLIJZST,O,X,O,X,X
OLISTJZ,X,X,X,X,O
OLISTZJ,X,X,X,O,O
OLISJTZ,O,X,X,O,X
OLISJZT,O,X,X,O,X
OLISZTJ,X,X,X,O,O
OLISZJT,O,X,X,O,X
OLIZTJS,X,X,O,X,O
OLIZTSJ,X,X,O,X,O
OLIZJTS,O,X,O,X,O
OLIZJST,O,X,O,X,X
OLIZSTJ,X,X,O,X,O
OLIZSJT,O,X,O,X,X
OLJTISZ,O,X,O,O,O
OLJTIZS,O,X,O,X,O
OLJTSIZ,O,O,O,O,X
OLJTSZI,O,O,O,O,X
OLJTZIS,O,X,O,X,O
OLJTZSI,O,O,O,X,X
OLJITSZ,O,X,O,O,O
OLJITZS,O,X,O,X,O
OLJISTZ,O,X,X,O,X
OLJISZT,O,X,X,O,X
OLJIZTS,O,X,O,X,O
OLJIZST,O,X,O,X,X
OLJSTIZ,O,O,X,O,X
OLJSTZI,O,O,X,O,X
OLJSITZ,O,X,X,O,X
OLJSIZT,O,O,X,O,X
OLJSZTI,O,O,X,O,X
OLJSZIT,O,O,X,O,X
OLJZTIS,O,X,O,X,O
OLJZTSI,O,O,O,X,X
OLJZITS,O,X,O,X,O
OLJZIST,O,X,O,X,X
OLJZSTI,O,O,O,X,X
OLJZSIT,O,O,O,X,X
OLSTIJZ,X,O,X,X,O
OLSTIZJ,X,O,X,O,O
OLSTJIZ,O,O,X,O,X
OLSTJZI,O,O,X,O,X
OLSTZIJ,X,O,X,O,O
OLSTZJI,O,O,X,O,X
OLSITJZ,X,O,X,X,O
OLSITZJ,X,O,X,O,O
OLSIJTZ,O,X,X,O,X
OLSIJZT,O,O,X,O,X
OLSIZTJ,X,O,X,O,O
OLSIZJT,O,O,X,O,X
OLSJTIZ,O,O,X,O,X
OLSJTZI,O,O,X,O,X
OLSJITZ,O,X,X,O,X
OLSJIZT,O,O,X,O,X
OLSJZTI,O,O,X,O,X
OLSJZIT,O,O,X,O,X
OLSZTIJ,X,O,X,O,O
OLSZTJI,O,O,X,O,X
OLSZITJ,X,O,X,O,O
OLSZIJT,O,O,X,O,X
OLSZJTI,O,O,X,O,X
OLSZJIT,O,O,X,O,X
OLZTIJS,X,X,O,X,O
OLZTISJ,X,X,O,X,O
OLZTJIS,X,X,O,X,O
OLZTJSI,X,O,O,X,X
OLZTSIJ,X,O,O,X,O
OLZTSJI,X,O,O,X,X
OLZITJS,X,X,O,X,O
OLZITSJ,X,X,O,X,O
OLZIJTS,O,X,O,X,O
OLZIJST,O,X,O,X,X
OLZISTJ,X,X,O,X,O
OLZISJT,O,X,O,X,X
OLZJTIS,O,X,O,X,O
OLZJTSI,O,O,O,X,X
OLZJITS,O,X,O,X,O
OLZJIST,O,X,O,X,X
OLZJSTI,O,O,O,X,X
OLZJSIT,O,O,O,X,X
OLZSTIJ,X,O,O,X,O
OLZSTJI,O,O,O,X,X
OLZSITJ,X,O,O,X,O
OLZSIJT,O,O,O,X,X
OLZSJTI,O,O,O,X,X
OLZSJIT,O,O,O,X,X
OJTILSZ,O,X,O,O,O
OJTILZS,O,X,O,X,O
OJTISLZ,O,X,O,O,X
OJTISZL,O,X,O,O,X
OJTIZLS,O,X,O,X,O
OJTIZSL,O,X,O,O,X
OJTLISZ,O,X,O,O,O
OJTLIZS,O,X,O,X,O
OJTLSIZ,O,O,O,O,X
OJTLSZI,O,O,O,O,X
OJTLZIS,O,X,O,X,O
OJTLZSI,O,O,O,X,X
OJTSILZ,O,O,O,O,X
OJTSIZL,O,O,O,O,X
OJTSLIZ,O,O,O,O,X
OJTSLZI,O,O,O,O,X
OJTSZIL,O,O,O,O,X
OJTSZLI,O,O,O,O,X
OJTZILS,O,X,O,X,O
OJTZISL,O,X,O,O,X
OJTZLIS,O,X,O,X,O
OJTZLSI,O,O,O,X,X
OJTZSIL,O,O,O,O,X
OJTZSLI,O,O,O,O,X
OJITLSZ,O,X,O,O,O
OJITLZS,O,X,O,X,O
OJITSLZ,O,X,O,O,X
OJITSZL,O,X,O,O,X
OJITZLS,O,X,O,X,O
OJITZSL,O,X,O,O,X
OJILTSZ,O,X,O,O,O
OJILTZS,O,X,O,X,O
OJILSTZ,O,X,X,O,X
OJILSZT,O,X,X,O,X
OJILZTS,O,X,O,X,O
OJILZST,O,X,O,X,X
OJISTLZ,O,X,O,O,X
OJISTZL,O,X,O,O,X
OJISLTZ,O,X,X,O,X
OJISLZT,O,X,X,O,X
OJISZTL,O,X,O,O,X
OJISZLT,O,X,O,O,X
OJIZTLS,O,X,O,X,O
OJIZTSL,O,X,O,O,X
OJIZLTS,O,X,O,X,O
OJIZLST,O,X,O,X,X
OJIZSTL,O,X,O,O,X
OJIZSLT,O,X,O,O,X
OJLTISZ,O,X,O,O,O
OJLTIZS,O,X,O,X,O
OJLTSIZ,O,O,O,O,X
OJLTSZI,O,O,O,O,X
OJLTZIS,O,X,O,X,O
OJLTZSI,O,O,O,X,X
OJLITSZ,O,X,O,O,O
OJLITZS,O,X,O,X,O
OJLISTZ,O,X,X,O,X
OJLISZT,O,X,X,O,X
OJLIZTS,O,X,O,X,O
OJLIZST,O,X,O,X,X
OJLSTIZ,O,O,X,O,X
OJLSTZI,O,O,X,O,X
OJLSITZ,O,X,X,O,X
OJLSIZT,O,O,X,O,X
OJLSZTI,O,O,X,O,X
OJLSZIT,O,O,X,O,X
OJLZTIS,O,X,O,X,O
OJLZTSI,O,O,O,X,X
OJLZITS,O,X,O,X,O
OJLZIST,O,X,O,X,X
OJLZSTI,O,O,O,X,X
OJLZSIT,O,O,O,X,X
OJSTILZ,O,O,O,O,X
OJSTIZL,O,O,O,O,X
OJSTLIZ,O,O,O,O,X
OJSTLZI,O,O,O,O,X
OJSTZIL,O,O,O,O,X
OJSTZLI,O,O,O,O,X
OJSITLZ,O,X,O,O,X
OJSITZL,O,X,O,O,X
OJSILTZ,O,X,X,O,X
OJSILZT,O,O,X,O,X
OJSIZTL,O,X,O,O,X
OJSIZLT,O,O,O,O,X
OJSLTIZ,O,O,X,O,X
OJSLTZI,O,O,X,O,X
OJSLITZ,O,X,X,O,X
OJSLIZT,O,O,X,O,X
OJSLZTI,O,O,X,O,X
OJSLZIT,O,O,X,O,X
OJSZTIL,O,O,O,O,X
OJSZTLI,O,O,O,O,X
OJSZITL,O,X,O,O,X
OJSZILT,O,O,O,O,X
OJSZLTI,O,O,O,O,X
OJSZLIT,O,O,O,O,X
OJZTILS,O,X,O,X,O
OJZTISL,O,X,O,O,X
OJZTLIS,O,X,O,X,O
OJZTLSI,O,O,O,X,X
OJZTSIL,O,O,O,O,X
OJZTSLI,O,O,O,O,X
OJZITLS,O,X,O,X,O
OJZITSL,O,X,O,O,X
OJZILTS,O,X,O,X,O
OJZILST,O,X,O,X,X
OJZISTL,O,X,O,O,X
OJZISLT,O,X,O,O,X
OJZLTIS,O,X,O,X,O
OJZLTSI,O,O,O,X,X
OJZLITS,O,X,O,X,O
OJZLIST,O,X,O,X,X
OJZLSTI,O,O,O,X,X
OJZLSIT,O,O,O,X,X
OJZSTIL,O,O,O,O,X
OJZSTLI,O,O,O,O,X
OJZSITL,O,X,O,O,X
OJZSILT,O,O,O,O,X
OJZSLTI,O,O,O,O,X
OJZSLIT,O,O,O,O,X
OSTILJZ,X,O,X,X,O
OSTILZJ,X,O,O,O,O
OSTIJLZ,O,O,X,O,X
OSTIJZL,O,O,X,O,X
OSTIZLJ,X,O,O,O,O
OSTIZJL,O,O,O,O,X
OSTLIJZ,X,O,X,X,O
OSTLIZJ,X,O,O,O,O
OSTLJIZ,O,O,O,O,X
OSTLJZI,O,O,O,O,X
OSTLZIJ,X,O,O,O,O
OSTLZJI,O,O,O,O,X
OSTJILZ,O,O,O,O,X
OSTJIZL,O,O,O,O,X
OSTJLIZ,O,O,O,O,X
OSTJLZI,O,O,O,O,X
OSTJZIL,O,O,O,O,X
OSTJZLI,O,O,O,O,X
OSTZILJ,X,O,O,O,O
OSTZIJL,O,O,O,O,X
OSTZLIJ,X,O,O,O,O
OSTZLJI,O,O,O,O,X
OSTZJIL,O,O,O,O,X
OSTZJLI,O,O,O,O,X
OSITLJZ,X,O,X,X,O
OSITLZJ,X,O,O,O,O
OSITJLZ,O,O,X,O,X
OSITJZL,O,O,X,O,X
OSITZLJ,X,O,O,O,O
OSITZJL,O,O,O,O,X
OSILTJZ,X,O,X,X,O
OSILTZJ,X,O,X,O,O
OSILJTZ,O,X,X,O,X
OSILJZT,O,O,X,O,X
OSILZTJ,X,O,X,O,O
OSILZJT,O,O,X,O,X
OSIJTLZ,O,X,O,O,X
OSIJTZL,O,X,O,O,X
OSIJLTZ,O,X,X,O,X
OSIJLZT,O,O,X,O,X
OSIJZTL,O,X,O,O,X
OSIJZLT,O,O,O,O,X
OSIZTLJ,X,O,O,O,O
OSIZTJL,O,O,O,O,X
OSIZLTJ,X,O,O,O,O
OSIZLJT,O,O,O,O,X
OSIZJTL,O,X,O,O,X
OSIZJLT,O,O,O,O,X
OSLTIJZ,X,O,X,X,O
OSLTIZJ,X,O,X,O,O
OSLTJIZ,O,O,X,O,X
OSLTJZI,O,O,X,O,X
OSLTZIJ,X,O,X,O,O
OSLTZJI,O,O,X,O,X
OSLITJZ,X,O,X,X,O
OSLITZJ,X,O,X,O,O
OSLIJTZ,O,X,X,O,X
OSLIJZT,O,O,X,O,X
OSLIZTJ,X,O,X,O,O
OSLIZJT,O,O,X,O,X
OSLJTIZ,O,O,X,O,X
OSLJTZI,O,O,X,O,X
OSLJITZ,O,X,X,O,X
OSLJIZT,O,O,X,O,X
OSLJZTI,O,O,X,O,X
OSLJZIT,O,O,X,O,X
OSLZTIJ,X,O,X,O,O
OSLZTJI,O,O,X,O,X
OSLZITJ,X,O,X,O,O
OSLZIJT,O,O,X,O,X
OSLZJTI,O,O,X,O,X
OSLZJIT,O,O,X,O,X
OSJTILZ,O,O,O,O,X
OSJTIZL,O,O,O,O,X
OSJTLIZ,O,O,O,O,X
OSJTLZI,O,O,O,O,X
OSJTZIL,O,O,O,O,X
OSJTZLI,O,O,O,O,X
OSJITLZ,O,X,O,O,X
OSJITZL,O,X,O,O,X
OSJILTZ,O,X,X,O,X
OSJILZT,O,O,X,O,X
OSJIZTL,O,X,O,O,X
OSJIZLT,O,O,O,O,X
OSJLTIZ,O,O,X,O,X
OSJLTZI,O,O,X,O,X
OSJLITZ,O,X,X,O,X
OSJLIZT,O,O,X,O,X
OSJLZTI,O,O,X,O,X
OSJLZIT,O,O,X,O,X
OSJZTIL,O,O,O,O,X
OSJZTLI,O,O,O,O,X
OSJZITL,O,X,O,O,X
OSJZILT,O,O,O,O,X
OSJZLTI,O,O,O,O,X
OSJZLIT,O,O,O,O,X
OSZTILJ,X,O,O,O,O
OSZTIJL,O,O,O,O,X
OSZTLIJ,X,O,O,O,O
OSZTLJI,O,O,O,O,X
OSZTJIL,O,O,O,O,X
OSZTJLI,O,O,O,O,X
OSZITLJ,X,O,O,O,O
OSZITJL,O,O,O,O,X
OSZILTJ,X,O,O,O,O
OSZILJT,O,O,O,O,X
OSZIJTL,O,X,O,O,X
OSZIJLT,O,O,O,O,X
OSZLTIJ,X,O,O,O,O
OSZLTJI,O,O,O,O,X
OSZLITJ,X,O,O,O,O
OSZLIJT,O,O,O,O,X
OSZLJTI,O,O,O,O,X
OSZLJIT,O,O,O,O,X
OSZJTIL,O,O,O,O,X
OSZJTLI,O,O,O,O,X
OSZJITL,O,X,O,O,X
OSZJILT,O,O,O,O,X
OSZJLTI,O,O,O,O,X
OSZJLIT,O,O,O,O,X
OZTILJS,X,X,O,X,O
OZTILSJ,X,X,O,X,O
OZTIJLS,O,X,O,X,O
OZTIJSL,O,X,O,X,X
OZTISLJ,X,X,O,O,O
OZTISJL,O,X,O,O,X
OZTLIJS,X,X,O,X,O
OZTLISJ,X,X,O,X,O
OZTLJIS,X,X,O,X,O
OZTLJSI,X,O,O,X,X
OZTLSIJ,X,O,O,X,O
OZTLSJI,X,O,O,X,X
OZTJILS,O,X,O,X,O
OZTJISL,O,X,O,O,X
OZTJLIS,O,X,O,X,O
OZTJLSI,O,O,O,X,X
OZTJSIL,O,O,O,O,X
OZTJSLI,O,O,O,O,X
OZTSILJ,X,O,O,O,O
OZTSIJL,O,O,O,O,X
OZTSLIJ,X,O,O,O,O
OZTSLJI,O,O,O,O,X
OZTSJIL,O,O,O,O,X
OZTSJLI,O,O,O,O,X
OZITLJS,X,X,O,X,O
OZITLSJ,X,X,O,X,O
OZITJLS,O,X,O,X,O
OZITJSL,O,X,O,X,X
OZITSLJ,X,X,O,O,O
OZITSJL,O,X,O,O,X
OZILTJS,X,X,O,X,O
OZILTSJ,X,X,O,X,O
OZILJTS,O,X,O,X,O
OZILJST,O,X,O,X,X
OZILSTJ,X,X,O,X,O
OZILSJT,O,X,O,X,X
OZIJTLS,O,X,O,X,O
OZIJTSL,O,X,O,O,X
OZIJLTS,O,X,O,X,O
OZIJLST,O,X,O,X,X
OZIJSTL,O,X,O,O,X
OZIJSLT,O,X,O,O,X
OZISTLJ,X,X,O,O,O
OZISTJL,O,X,O,O,X
OZISLTJ,X,X,O,O,O
OZISLJT,O,X,O,O,X
OZISJTL,O,X,O,O,X
OZISJLT,O,X,O,O,X
OZLTIJS,X,X,O,X,O
OZLTISJ,X,X,O,X,O
OZLTJIS,X,X,O,X,O
OZLTJSI,X,O,O,X,X
OZLTSIJ,X,O,O,X,O
OZLTSJI,X,O,O,X,X
OZLITJS,X,X,O,X,O
OZLITSJ,X,X,O,X,O
OZLIJTS,O,X,O,X,O
OZLIJST,O,X,O,X,X
OZLISTJ,X,X,O,X,O
OZLISJT,O,X,O,X,X
OZLJTIS,O,X,O,X,O
OZLJTSI,O,O,O,X,X
OZLJITS,O,X,O,X,O
OZLJIST,O,X,O,X,X
OZLJSTI,O,O,O,X,X
OZLJSIT,O,O,O,X,X
OZLSTIJ,X,O,O,X,O
OZLSTJI,O,O,O,X,X
OZLSITJ,X,O,O,X,O
OZLSIJT,O,O,O,X,X
OZLSJTI,O,O,O,X,X
OZLSJIT,O,O,O,X,X
OZJTILS,O,X,O,X,O
OZJTISL,O,X,O,O,X
OZJTLIS,O,X,O,X,O
OZJTLSI,O,O,O,X,X
OZJTSIL,O,O,O,O,X
OZJTSLI,O,O,O,O,X
OZJITLS,O,X,O,X,O
OZJITSL,O,X,O,O,X
OZJILTS,O,X,O,X,O
OZJILST,O,X,O,X,X
OZJISTL,O,X,O,O,X
OZJISLT,O,X,O,O,X
OZJLTIS,O,X,O,X,O
OZJLTSI,O,O,O,X,X
OZJLITS,O,X,O,X,O
OZJLIST,O,X,O,X,X
OZJLSTI,O,O,O,X,X
OZJLSIT,O,O,O,X,X
OZJSTIL,O,O,O,O,X
OZJSTLI,O,O,O,O,X
OZJSITL,O,X,O,O,X
OZJSILT,O,O,O,O,X
OZJSLTI,O,O,O,O,X
OZJSLIT,O,O,O,O,X
OZSTILJ,X,O,O,O,O
OZSTIJL,O,O,O,O,X
OZSTLIJ,X,O,O,O,O
OZSTLJI,O,O,O,O,X
OZSTJIL,O,O,O,O,X
OZSTJLI,O,O,O,O,X
OZSITLJ,X,O,O,O,O
OZSITJL,O,O,O,O,X
OZSILTJ,X,O,O,O,O
OZSILJT,O,O,O,O,X
OZSIJTL,O,X,O,O,X
OZSIJLT,O,O,O,O,X
OZSLTIJ,X,O,O,O,O
OZSLTJI,O,O,O,O,X
OZSLITJ,X,O,O,O,O
OZSLIJT,O,O,O,O,X
OZSLJTI,O,O,O,O,X
OZSLJIT,O,O,O,O,X
OZSJTIL,O,O,O,O,X
OZSJTLI,O,O,O,O,X
OZSJITL,O,X,O,O,X
OZSJILT,O,O,O,O,X
OZSJLTI,O,O,O,O,X
OZSJLIT,O,O,O,O,X
