sequence,v115@9gA8IeA8IeB8FeA8AeC8CeD8JefFJvhFxgB0iB6oBV?sBzqBGrB,v115@9gA8IeA8IeB8FeA8AeC8CeD8Jez/IvhFUhBFiB6oB3?nBxqBWwB,v115@9gA8IeA8IeB8FeA8AeC8CeD8Jez/IvhF+lB0iB6oBx?rBlrBXrB,v115@9gA8IeA8IeB8FeA8AeC8CeD8Jez/IvhFfmBxiBVsBG?oB0qB6rB,v115@9gA8IeA8IeB8FeA8AeC8CeD8Jez/IvhF0hBxiBGoBl?qBCsBfrB
OTZSLIJ,O,X,X,X,X
OTZSLJI,O,X,X,O,X
OTZSJIL,O,X,X,O,X
OTZSJLI,O,X,X,O,X
OITLJSZ,X,X,O,X,O
OITLJZS,X,X,O,X,O
OITLSJZ,O,O,X,X,X
OITLSZJ,O,O,X,X,X
OITLZJS,X,O,O,X,X
OITLZSJ,O,O,X,X,X
OITJLSZ,X,X,O,X,O
OITJLZS,X,X,O,O,O
OITJSLZ,X,X,X,X,O
OITJSZL,X,X,X,O,X
OITJZLS,X,X,O,O,O
OITJZSL,X,X,X,O,X
OITSLJZ,O,O,X,X,X
OITSLZJ,O,O,X,X,X
OITSJLZ,O,O,X,X,X
OITSJZL,O,O,X,X,X
OITSZLJ,O,O,X,X,X
OITSZJL,O,O,X,X,X
OITZLJS,X,O,O,X,X
OITZLSJ,O,O,X,X,X
OITZJLS,X,O,O,O,X
OITZJSL,X,X,X,O,X
OITZSLJ,O,O,X,X,X
OITZSJL,O,O,X,O,X
OILTJSZ,X,X,O,X,O
OILTJZS,X,X,O,X,O
OILTSJZ,O,O,X,X,X
OILTSZJ,O,O,X,X,X
OILTZJS,X,O,O,X,X
OILTZSJ,O,O,X,X,X
OILJTSZ,X,X,O,X,O
OILJTZS,X,X,O,X,O
OILJSTZ,X,O,O,X,O
OILJSZT,X,O,O,X,X
OILJZTS,X,O,O,X,O
OILJZST,X,O,O,X,X
OILSTJZ,O,O,X,X,X
OILSTZJ,O,O,X,X,X
OILSJTZ,O,O,O,X,X
OILSJZT,O,O,O,X,X
OILSZTJ,O,O,X,X,X
OILSZJT,O,O,O,X,X
OILZTJS,X,O,O,X,X
OILZTSJ,O,O,X,X,X
OILZJTS,X,O,O,X,X
OILZJST,X,O,O,X,X
OILZSTJ,O,O,X,X,X
OILZSJT,O,O,O,X,X
OIJTLSZ,X,X,O,X,O
OIJTLZS,X,X,O,O,O
OIJTSLZ,X,X,X,X,O
OIJTSZL,X,X,X,O,X
OIJTZLS,X,X,O,O,O
OIJTZSL,X,X,X,O,X
OIJLTSZ,X,X,O,X,O
OIJLTZS,X,X,O,O,O
OIJLSTZ,X,O,O,X,O
OIJLSZT,X,O,O,X,X
OIJLZTS,X,O,O,O,O
OIJLZST,X,O,O,X,X
OIJSTLZ,X,O,X,X,O
OIJSTZL,X,O,X,O,X
OIJSLTZ,X,O,O,X,O
OIJSLZT,X,O,O,X,X
OIJSZTL,X,O,X,O,X
OIJSZLT,X,O,O,X,X
OIJZTLS,X,O,O,O,O
OIJZTSL,X,X,X,O,X
OIJZLTS,X,O,O,O,O
OIJZLST,X,O,O,X,X
OIJZSTL,X,O,X,O,X
OIJZSLT,X,O,O,X,X
OISTLJZ,O,O,X,X,X
OISTLZJ,O,O,X,X,X
OISTJLZ,O,O,X,X,X
OISTJZL,O,O,X,X,X
OISTZLJ,O,O,X,X,X
OISTZJL,O,O,X,X,X
OISLTJZ,O,O,X,X,X
OISLTZJ,O,O,X,X,X
OISLJTZ,O,O,O,X,X
OISLJZT,O,O,O,X,X
OISLZTJ,O,O,X,X,X
OISLZJT,O,O,O,X,X
OISJTLZ,O,O,X,X,X
OISJTZL,O,O,X,X,X
OISJLTZ,O,O,O,X,X
OISJLZT,O,O,O,X,X
OISJZTL,X,O,X,X,X
OISJZLT,O,O,O,X,X
OISZTLJ,O,O,X,X,X
OISZTJL,O,O,X,X,X
OISZLTJ,O,O,X,X,X
OISZLJT,O,O,O,X,X
OISZJTL,X,O,X,X,X
OISZJLT,O,O,O,X,X
OIZTLJS,X,O,O,X,X
OIZTLSJ,O,O,X,X,X
OIZTJLS,X,O,O,O,X
OIZTJSL,X,X,X,O,X
OIZTSLJ,O,O,X,X,X
OIZTSJL,O,O,X,O,X
OIZLTJS,X,O,O,X,X
OIZLTSJ,O,O,X,X,X
OIZLJTS,X,O,O,X,X
OIZLJST,X,O,O,X,X
OIZLSTJ,O,O,X,X,X
OIZLSJT,O,O,O,X,X
OIZJTLS,X,O,O,O,X
OIZJTSL,X,X,X,O,X
OIZJLTS,X,O,O,O,X
OIZJLST,X,O,O,X,X
OIZJSTL,X,O,X,O,X
OIZJSLT,X,O,O,X,X
OIZSTLJ,O,O,X,X,X
OIZSTJL,O,O,X,O,X
OIZSLTJ,O,O,X,X,X
OIZSLJT,O,O,O,X,X
OIZSJTL,X,O,X,O,X
OIZSJLT,O,O,O,X,X
OLTIJSZ,X,X,O,X,O
OLTIJZS,X,X,O,X,O
OLTISJZ,O,O,X,X,X
OLTISZJ,O,O,X,X,X
OLTIZJS,X,O,O,X,X
OLTIZSJ,O,O,X,X,X
OLTJISZ,X,X,O,X,O
OLTJIZS,X,X,O,O,O
OLTJSIZ,O,X,X,X,O
OLTJSZI,O,X,X,X,O
OLTJZIS,X,X,O,O,O
OLTJZSI,O,X,X,O,O
OLTSIJZ,O,O,X,X,X
OLTSIZJ,O,O,X,X,X
OLTSJIZ,O,O,X,X,O
OLTSJZI,O,X,X,X,O
OLTSZIJ,O,O,X,X,X
OLTSZJI,O,X,X,X,X
OLTZIJS,X,X,O,X,X
OLTZISJ,O,X,X,X,X
OLTZJIS,X,X,O,O,O
OLTZJSI,O,X,X,O,O
OLTZSIJ,O,X,X,X,X
OLTZSJI,O,X,X,O,X
OLITJSZ,X,X,O,X,O
OLITJZS,X,X,O,X,O
OLITSJZ,O,O,X,X,X
OLITSZJ,O,O,X,X,X
OLITZJS,X,O,O,X,X
OLITZSJ,O,O,X,X,X
OLIJTSZ,X,X,O,X,O
OLIJTZS,X,X,O,X,O
OLIJSTZ,X,O,O,X,O
OLIJSZT,X,O,O,X,X
OLIJZTS,X,O,O,X,O
OLIJZST,X,O,O,X,X
OLISTJZ,O,O,X,X,X
OLISTZJ,O,O,X,X,X
OLISJTZ,O,O,O,X,X
OLISJZT,O,O,O,X,X
OLISZTJ,O,O,X,X,X
OLISZJT,O,O,O,X,X
OLIZTJS,X,O,O,X,X
OLIZTSJ,O,O,X,X,X
OLIZJTS,X,O,O,X,X
OLIZJST,X,O,O,X,X
OLIZSTJ,O,O,X,X,X
OLIZSJT,O,O,O,X,X
OLJTISZ,X,X,O,X,O
OLJTIZS,X,X,O,O,O
OLJTSIZ,O,X,X,X,O
OLJTSZI,O,X,X,X,O
OLJTZIS,X,X,O,O,O
OLJTZSI,O,X,X,O,O
OLJITSZ,X,X,O,X,O
OLJITZS,X,X,O,O,O
OLJISTZ,X,O,O,X,O
OLJISZT,X,O,O,X,X
OLJIZTS,X,O,O,O,O
OLJIZST,X,O,O,X,X
OLJSTIZ,O,O,X,X,O
OLJSTZI,O,X,X,X,O
OLJSITZ,O,O,O,X,O
OLJSIZT,O,O,O,X,X
OLJSZTI,O,X,X,X,X
OLJSZIT,O,X,O,X,X
OLJZTIS,X,X,O,O,O
OLJZTSI,O,X,X,O,O
OLJZITS,X,X,O,O,O
OLJZIST,X,X,O,X,X
OLJZSTI,O,X,X,O,X
OLJZSIT,O,X,O,X,X
OLSTIJZ,O,O,X,X,X
OLSTIZJ,O,O,X,X,X
OLSTJIZ,O,O,X,X,O
OLSTJZI,O,X,X,X,O
OLSTZIJ,O,O,X,X,X
OLSTZJI,O,X,X,X,X
OLSITJZ,O,O,X,X,X
OLSITZJ,O,O,X,X,X
OLSIJTZ,O,O,O,X,X
OLSIJZT,O,O,O,X,X
OLSIZTJ,O,O,X,X,X
OLSIZJT,O,O,O,X,X
OLSJTIZ,O,O,X,X,O
OLSJTZI,O,X,X,X,O
OLSJITZ,O,O,O,X,O
OLSJIZT,O,O,O,X,X
OLSJZTI,O,X,X,X,X
OLSJZIT,O,X,O,X,X
OLSZTIJ,O,O,X,X,X
OLSZTJI,O,X,X,X,X
OLSZITJ,O,O,X,X,X
OLSZIJT,O,O,O,X,X
OLSZJTI,O,X,X,X,X
OLSZJIT,O,X,O,X,X
OLZTIJS,X,X,O,X,X
OLZTISJ,O,X,X,X,X
OLZTJIS,X,X,O,O,O
OLZTJSI,O,X,X,O,O
OLZTSIJ,O,X,X,X,X
OLZTSJI,O,X,X,O,X
OLZITJS,X,O,O,X,X
OLZITSJ,O,O,X,X,X
OLZIJTS,X,O,O,X,X
OLZIJST,X,O,O,X,X
OLZISTJ,O,O,X,X,X
OLZISJT,O,O,O,X,X
OLZJTIS,X,X,O,O,O
OLZJTSI,O,X,X,O,O
OLZJITS,X,X,O,O,O
OLZJIST,X,X,O,X,X
OLZJSTI,O,X,X,O,X
OLZJSIT,O,X,O,X,X
OLZSTIJ,O,O,X,X,X
OLZSTJI,O,X,X,O,X
OLZSITJ,O,O,X,X,X
OLZSIJT,O,O,O,X,X
OLZSJTI,O,X,X,O,X
OLZSJIT,O,X,O,X,X
OJTILSZ,X,X,O,X,O
OJTILZS,X,X,O,O,O
OJTISLZ,X,X,X,X,O
OJTISZL,X,X,X,O,X
OJTIZLS,X,X,O,O,O
OJTIZSL,X,X,X,O,X
OJTLISZ,X,X,O,X,O
OJTLIZS,X,X,O,O,O
OJTLSIZ,O,X,X,X,O
OJTLSZI,O,X,X,X,O
OJTLZIS,X,X,O,O,O
OJTLZSI,O,X,X,O,O
OJTSILZ,O,X,X,X,O
OJTSIZL,O,X,X,O,X
OJTSLIZ,O,X,X,X,O
OJTSLZI,O,X,X,X,O
OJTSZIL,O,X,X,O,X
OJTSZLI,O,X,X,O,X
OJTZILS,X,X,O,O,O
OJTZISL,X,X,X,O,X
OJTZLIS,X,X,O,O,O
OJTZLSI,O,X,X,O,O
OJTZSIL,O,X,X,O,X
OJTZSLI,O,X,X,O,X
OJITLSZ,X,X,O,X,O
OJITLZS,X,X,O,O,O
OJITSLZ,X,X,X,X,O
OJITSZL,X,X,X,O,X
OJITZLS,X,X,O,O,O
OJITZSL,X,X,X,O,X
OJILTSZ,X,X,O,X,O
OJILTZS,X,X,O,O,O
OJILSTZ,X,O,O,X,O
OJILSZT,X,O,O,X,X
OJILZTS,X,O,O,O,O
OJILZST,X,O,O,X,X
OJISTLZ,X,O,X,X,O
OJISTZL,X,O,X,O,X
OJISLTZ,X,O,O,X,O
OJISLZT,X,O,O,X,X
OJISZTL,X,O,X,O,X
OJISZLT,X,O,O,X,X
OJIZTLS,X,O,O,O,O
OJIZTSL,X,X,X,O,X
OJIZLTS,X,O,O,O,O
OJIZLST,X,O,O,X,X
OJIZSTL,X,O,X,O,X
OJIZSLT,X,O,O,X,X
OJLTISZ,X,X,O,X,O
OJLTIZS,X,X,O,O,O
OJLTSIZ,O,X,X,X,O
OJLTSZI,O,X,X,X,O
OJLTZIS,X,X,O,O,O
OJLTZSI,O,X,X,O,O
OJLITSZ,X,X,O,X,O
OJLITZS,X,X,O,O,O
OJLISTZ,X,O,O,X,O
OJLISZT,X,O,O,X,X
OJLIZTS,X,O,O,O,O
OJLIZST,X,O,O,X,X
OJLSTIZ,O,O,X,X,O
OJLSTZI,O,X,X,X,O
OJLSITZ,O,O,O,X,O
OJLSIZT,O,O,O,X,X
OJLSZTI,O,X,X,X,X
OJLSZIT,O,X,O,X,X
OJLZTIS,X,X,O,O,O
OJLZTSI,O,X,X,O,O
OJLZITS,X,X,O,O,O
OJLZIST,X,X,O,X,X
OJLZSTI,O,X,X,O,X
OJLZSIT,O,X,O,X,X
OJSTILZ,O,O,X,X,O
OJSTIZL,O,O,X,O,X
OJSTLIZ,O,O,X,X,O
OJSTLZI,O,X,X,X,O
OJSTZIL,O,X,X,O,X
OJSTZLI,O,X,X,O,X
OJSITLZ,O,O,X,X,O
OJSITZL,O,O,X,O,X
OJSILTZ,O,O,O,X,O
OJSILZT,O,O,O,X,X
OJSIZTL,X,O,X,O,X
OJSIZLT,O,O,O,X,X
OJSLTIZ,O,O,X,X,O
OJSLTZI,O,X,X,X,O
OJSLITZ,O,O,O,X,O
OJSLIZT,O,O,O,X,X
OJSLZTI,O,X,X,X,X
OJSLZIT,O,X,O,X,X
OJSZTIL,O,X,X,O,X
OJSZTLI,O,X,X,O,X
OJSZITL,X,X,X,O,X
OJSZILT,O,X,O,X,X
OJSZLTI,O,X,X,O,X
OJSZLIT,O,X,O,X,X
OJZTILS,X,X,O,O,O
OJZTISL,X,X,X,O,X
OJZTLIS,X,X,O,O,O
OJZTLSI,O,X,X,O,O
OJZTSIL,O,X,X,O,X
OJZTSLI,O,X,X,O,X
OJZITLS,X,X,O,O,O
OJZITSL,X,X,X,O,X
OJZILTS,X,X,O,O,O
OJZILST,X,X,O,X,X
OJZISTL,X,X,X,O,X
OJZISLT,X,X,O,X,X
OJZLTIS,X,X,O,O,O
OJZLTSI,O,X,X,O,O
OJZLITS,X,X,O,O,O
OJZLIST,X,X,O,X,X
OJZLSTI,O,X,X,O,X
OJZLSIT,O,X,O,X,X
OJZSTIL,O,X,X,O,X
OJZSTLI,O,X,X,O,X
OJZSITL,X,X,X,O,X
OJZSILT,O,X,O,X,X
OJZSLTI,O,X,X,O,X
OJZSLIT,O,X,O,X,X
OSTILJZ,O,O,X,X,X
OSTILZJ,O,O,X,X,X
OSTIJLZ,O,O,X,X,X
OSTIJZL,O,O,X,X,X
OSTIZLJ,O,O,X,X,X
OSTIZJL,O,O,X,X,X
OSTLIJZ,O,O,X,X,X
OSTLIZJ,O,O,X,X,X
OSTLJIZ,O,O,X,X,O
OSTLJZI,O,X,X,X,O
OSTLZIJ,O,O,X,X,X
OSTLZJI,O,X,X,X,X
OSTJILZ,O,O,X,X,O
OSTJIZL,O,O,X,O,X
OSTJLIZ,O,O,X,X,O
OSTJLZI,O,X,X,X,O
OSTJZIL,O,X,X,O,X
OSTJZLI,O,X,X,O,X
OSTZILJ,O,O,X,X,X
OSTZIJL,O,O,X,O,X
OSTZLIJ,O,O,X,X,X
OSTZLJI,O,X,X,O,X
OSTZJIL,O,X,X,O,X
OSTZJLI,O,X,X,O,X
OSITLJZ,O,O,X,X,X
OSITLZJ,O,O,X,X,X
OSITJLZ,O,O,X,X,X
OSITJZL,O,O,X,X,X
OSITZLJ,O,O,X,X,X
OSITZJL,O,O,X,X,X
OSILTJZ,O,O,X,X,X
OSILTZJ,O,O,X,X,X
OSILJTZ,O,O,O,X,X
OSILJZT,O,O,O,X,X
OSILZTJ,O,O,X,X,X
OSILZJT,O,O,O,X,X
OSIJTLZ,O,O,X,X,X
OSIJTZL,O,O,X,X,X
OSIJLTZ,O,O,O,X,X
OSIJLZT,O,O,O,X,X
OSIJZTL,X,O,X,X,X
OSIJZLT,O,O,O,X,X
OSIZTLJ,O,O,X,X,X
OSIZTJL,O,O,X,X,X
OSIZLTJ,O,O,X,X,X
OSIZLJT,O,O,O,X,X
OSIZJTL,X,O,X,X,X
OSIZJLT,O,O,O,X,X
OSLTIJZ,O,O,X,X,X
OSLTIZJ,O,O,X,X,X
OSLTJIZ,O,O,X,X,O
OSLTJZI,O,X,X,X,O
OSLTZIJ,O,O,X,X,X
OSLTZJI,O,X,X,X,X
OSLITJZ,O,O,X,X,X
OSLITZJ,O,O,X,X,X
OSLIJTZ,O,O,O,X,X
OSLIJZT,O,O,O,X,X
OSLIZTJ,O,O,X,X,X
OSLIZJT,O,O,O,X,X
OSLJTIZ,O,O,X,X,O
OSLJTZI,O,X,X,X,O
OSLJITZ,O,O,O,X,O
OSLJIZT,O,O,O,X,X
OSLJZTI,O,X,X,X,X
OSLJZIT,O,X,O,X,X
OSLZTIJ,O,O,X,X,X
OSLZTJI,O,X,X,X,X
OSLZITJ,O,O,X,X,X
OSLZIJT,O,O,O,X,X
OSLZJTI,O,X,X,X,X
OSLZJIT,O,X,O,X,X
OSJTILZ,O,O,X,X,O
OSJTIZL,O,O,X,O,X
OSJTLIZ,O,O,X,X,O
OSJTLZI,O,X,X,X,O
OSJTZIL,O,X,X,O,X
OSJTZLI,O,X,X,O,X
OSJITLZ,O,O,X,X,O
OSJITZL,O,O,X,O,X
OSJILTZ,O,O,O,X,O
OSJILZT,O,O,O,X,X
OSJIZTL,X,O,X,O,X
OSJIZLT,O,O,O,X,X
OSJLTIZ,O,O,X,X,O
OSJLTZI,O,X,X,X,O
OSJLITZ,O,O,O,X,O
OSJLIZT,O,O,O,X,X
OSJLZTI,O,X,X,X,X
OSJLZIT,O,X,O,X,X
OSJZTIL,O,X,X,O,X
OSJZTLI,O,X,X,O,X
OSJZITL,X,X,X,O,X
OSJZILT,O,X,O,X,X
OSJZLTI,O,X,X,O,X
OSJZLIT,O,X,O,X,X
OSZTILJ,O,O,X,X,X
OSZTIJL,O,O,X,O,X
OSZTLIJ,O,O,X,X,X
OSZTLJI,O,X,X,O,X
OSZTJIL,O,X,X,O,X
OSZTJLI,O,X,X,O,X
OSZITLJ,O,O,X,X,X
OSZITJL,O,O,X,O,X
OSZILTJ,O,O,X,X,X
OSZILJT,O,O,O,X,X
OSZIJTL,X,O,X,O,X
OSZIJLT,O,O,O,X,X
OSZLTIJ,O,O,X,X,X
OSZLTJI,O,X,X,O,X
OSZLITJ,O,O,X,X,X
OSZLIJT,O,O,O,X,X
OSZLJTI,O,X,X,O,X
OSZLJIT,O,X,O,X,X
OSZJTIL,O,X,X,O,X
OSZJTLI,O,X,X,O,X
OSZJITL,X,X,X,O,X
OSZJILT,O,X,O,X,X
OSZJLTI,O,X,X,O,X
OSZJLIT,O,X,O,X,X
OZTILJS,X,X,O,X,X
OZTILSJ,O,X,X,X,X
OZTIJLS,X,X,O,O,X
OZTIJSL,X,X,X,O,X
OZTISLJ,O,X,X,X,X
OZTISJL,O,X,X,O,X
OZTLIJS,X,X,O,X,X
OZTLISJ,O,X,X,X,X
OZTLJIS,X,X,O,O,O
OZTLJSI,O,X,X,O,O
OZTLSIJ,O,X,X,X,X
OZTLSJI,O,X,X,O,X
OZTJILS,X,X,O,O,O
OZTJISL,X,X,X,O,X
OZTJLIS,X,X,O,O,O
OZTJLSI,O,X,X,O,O
OZTJSIL,O,X,X,O,X
OZTJSLI,O,X,X,O,X
OZTSILJ,O,X,X,X,X
OZTSIJL,O,X,X,O,X
OZTSLIJ,O,X,X,X,X
OZTSLJI,O,X,X,O,X
OZTSJIL,O,X,X,O,X
OZTSJLI,O,X,X,O,X
OZITLJS,X,O,O,X,X
OZITLSJ,O,O,X,X,X
OZITJLS,X,O,O,O,X
OZITJSL,X,X,X,O,X
OZITSLJ,O,O,X,X,X
OZITSJL,O,O,X,O,X
OZILTJS,X,O,O,X,X
OZILTSJ,O,O,X,X,X
OZILJTS,X,O,O,X,X
OZILJST,X,O,O,X,X
OZILSTJ,O,O,X,X,X
OZILSJT,O,O,O,X,X
OZIJTLS,X,O,O,O,X
OZIJTSL,X,X,X,O,X
OZIJLTS,X,O,O,O,X
OZIJLST,X,O,O,X,X
OZIJSTL,X,O,X,O,X
OZIJSLT,X,O,O,X,X
OZISTLJ,O,O,X,X,X
OZISTJL,O,O,X,O,X
OZISLTJ,O,O,X,X,X
OZISLJT,O,O,O,X,X
OZISJTL,X,O,X,O,X
OZISJLT,O,O,O,X,X
OZLTIJS,X,X,O,X,X
OZLTISJ,O,X,X,X,X
OZLTJIS,X,X,O,O,O
OZLTJSI,O,X,X,O,O
OZLTSIJ,O,X,X,X,X
OZLTSJI,O,X,X,O,X
OZLITJS,X,O,O,X,X
OZLITSJ,O,O,X,X,X
OZLIJTS,X,O,O,X,X
OZLIJST,X,O,O,X,X
OZLISTJ,O,O,X,X,X
OZLISJT,O,O,O,X,X
OZLJTIS,X,X,O,O,O
OZLJTSI,O,X,X,O,O
OZLJITS,X,X,O,O,O
OZLJIST,X,X,O,X,X
OZLJSTI,O,X,X,O,X
OZLJSIT,O,X,O,X,X
OZLSTIJ,O,O,X,X,X
OZLSTJI,O,X,X,O,X
OZLSITJ,O,O,X,X,X
OZLSIJT,O,O,O,X,X
OZLSJTI,O,X,X,O,X
OZLSJIT,O,X,O,X,X
OZJTILS,X,X,O,O,O
OZJTISL,X,X,X,O,X
OZJTLIS,X,X,O,O,O
OZJTLSI,O,X,X,O,O
OZJTSIL,O,X,X,O,X
OZJTSLI,O,X,X,O,X
OZJITLS,X,X,O,O,O
OZJITSL,X,X,X,O,X
OZJILTS,X,X,O,O,O
OZJILST,X,X,O,X,X
OZJISTL,X,X,X,O,X
OZJISLT,X,X,O,X,X
OZJLTIS,X,X,O,O,O
OZJLTSI,O,X,X,O,O
OZJLITS,X,X,O,O,O
OZJLIST,X,X,O,X,X
OZJLSTI,O,X,X,O,X
OZJLSIT,O,X,O,X,X
OZJSTIL,O,X,X,O,X
OZJSTLI,O,X,X,O,X
OZJSITL,X,X,X,O,X
OZJSILT,O,X,O,X,X
OZJSLTI,O,X,X,O,X
OZJSLIT,O,X,O,X,X
OZSTILJ,O,O,X,X,X
OZSTIJL,O,O,X,O,X
OZSTLIJ,O,O,X,X,X
OZSTLJI,O,X,X,O,X
OZSTJIL,O,X,X,O,X
OZSTJLI,O,X,X,O,X
OZSITLJ,O,O,X,X,X
OZSITJL,O,O,X,O,X
OZSILTJ,O,O,X,X,X
OZSILJT,O,O,O,X,X
OZSIJTL,X,O,X,O,X
OZSIJLT,O,O,O,X,X
OZSLTIJ,O,O,X,X,X
OZSLTJI,O,X,X,O,X
OZSLITJ,O,O,X,X,X
OZSLIJT,O,O,O,X,X
OZSLJTI,O,X,X,O,X
OZSLJIT,O,X,O,X,X
OZSJTIL,O,X,X,O,X
OZSJTLI,O,X,X,O,X
OZSJITL,X,X,X,O,X
OZSJILT,O,X,O,X,X
OZSJLTI,O,X,X,O,X
OZSJLIT,O,X,O,X,X
