sequence,v115@9gA8IeA8DeA8DeA8DeB8CeB8CeD8KeCAJvhFXhBmiB?5oBdqB0nBzqB,v115@9gA8IeA8DeA8DeA8DeB8CeB8CeD8KetEJvhFXhBTiB?eoB5oBiqB0qB,v115@9gA8IeA8DeA8DeA8DeB8CeB8CeD8KetEJvhFXhBiiB?5oBznB0lB2vB,v115@9gA8IeA8DeA8DeA8DeB8CeB8CeD8KetEJvhFXhBxiB?0nB6tBmqBTqB
ZOLTSIJ,O,X,O,O
ZOLTSJI,O,O,X,O
ZOLITJS,O,X,O,O
ZOLITSJ,O,X,O,O
ZOLIJTS,O,X,O,O
ZOLIJST,O,X,O,O
ZOLISTJ,O,X,O,O
ZOLISJT,O,X,O,O
ZOLJTIS,O,O,O,O
ZOLJTSI,O,O,O,O
ZOLJITS,O,O,O,O
ZOLJIST,O,O,O,O
ZOLJSTI,O,O,O,O
ZOLJSIT,O,O,O,O
ZOLSTIJ,O,X,O,O
ZOLSTJI,O,O,X,O
ZOLSITJ,O,X,O,O
ZOLSIJT,O,X,O,O
ZOLSJTI,O,O,O,O
ZOLSJIT,O,O,O,O
ZOJTILS,O,O,O,X
ZOJTISL,O,O,O,X
ZOJTLIS,O,O,O,O
ZOJTLSI,O,O,O,O
ZOJTSIL,O,O,O,X
ZOJTSLI,O,X,O,O
ZOJITLS,O,O,O,X
ZOJITSL,O,O,O,X
ZOJILTS,O,O,O,X
ZOJILST,O,O,O,X
ZOJISTL,O,O,O,X
ZOJISLT,O,O,O,X
ZOJLTIS,O,O,O,O
ZOJLTSI,O,O,O,O
ZOJLITS,O,O,O,O
ZOJLIST,O,O,O,O
ZOJLSTI,O,O,O,O
ZOJLSIT,O,O,O,O
ZOJSTIL,O,O,O,X
ZOJSTLI,O,X,O,O
ZOJSITL,O,O,O,X
ZOJSILT,O,O,O,X
ZOJSLTI,O,O,O,O
ZOJSLIT,O,O,O,O
ZOSTILJ,O,X,O,X
ZOSTIJL,O,X,X,X
ZOSTLIJ,O,X,O,O
ZOSTLJI,O,X,X,O
ZOSTJIL,O,O,X,X
ZOSTJLI,O,X,X,X
ZOSITLJ,O,X,O,X
ZOSITJL,O,X,X,X
ZOSILTJ,O,X,O,X
ZOSILJT,O,X,O,X
ZOSIJTL,O,X,O,X
ZOSIJLT,O,X,O,X
ZOSLTIJ,O,X,O,O
ZOSLTJI,O,O,X,O
ZOSLITJ,O,X,O,O
ZOSLIJT,O,X,O,O
ZOSLJTI,O,O,O,O
ZOSLJIT,O,O,O,O
ZOSJTIL,O,O,O,X
ZOSJTLI,O,X,O,O
ZOSJITL,O,O,O,X
ZOSJILT,O,O,O,X
ZOSJLTI,O,O,O,O
ZOSJLIT,O,O,O,O
OTILJSZ,O,O,O,X
OTILJZS,O,O,O,X
OTILSJZ,O,O,O,X
OTILSZJ,O,X,O,X
OTILZJS,O,X,O,X
OTILZSJ,O,X,O,X
OTIJLSZ,O,O,O,X
OTIJLZS,O,O,O,X
OTIJSLZ,O,O,O,X
OTIJSZL,O,O,O,X
OTIJZLS,O,O,O,X
OTIJZSL,O,O,O,X
OTISLJZ,O,X,O,X
OTISLZJ,O,X,O,X
OTISJLZ,O,O,O,X
OTISJZL,O,O,O,X
OTISZLJ,O,X,O,X
OTISZJL,O,X,X,X
OTIZLJS,O,X,O,X
OTIZLSJ,O,X,O,X
OTIZJLS,O,X,O,X
OTIZJSL,O,X,O,X
OTIZSLJ,O,X,O,X
OTIZSJL,O,X,X,X
OTLIJSZ,O,O,O,X
OTLIJZS,O,O,O,X
OTLISJZ,O,O,O,X
OTLISZJ,O,X,O,X
OTLIZJS,O,X,O,X
OTLIZSJ,O,X,O,X
OTLJISZ,O,O,O,X
OTLJIZS,O,O,O,X
OTLJSIZ,O,O,O,X
OTLJSZI,O,O,O,O
OTLJZIS,O,O,O,O
OTLJZSI,O,O,O,O
OTLSIJZ,O,O,O,X
OTLSIZJ,O,X,O,X
OTLSJIZ,O,O,O,X
OTLSJZI,O,O,O,X
OTLSZIJ,O,X,O,O
OTLSZJI,O,O,X,O
OTLZIJS,O,X,O,O
OTLZISJ,O,X,O,O
OTLZJIS,O,O,O,O
OTLZJSI,O,O,O,O
OTLZSIJ,O,X,O,O
OTLZSJI,O,O,X,O
OTJILSZ,O,O,O,X
OTJILZS,O,O,O,X
OTJISLZ,O,O,O,X
OTJISZL,O,O,O,X
OTJIZLS,O,O,O,X
OTJIZSL,O,O,O,X
OTJLISZ,O,O,O,X
OTJLIZS,O,O,O,X
OTJLSIZ,O,O,O,X
OTJLSZI,O,O,O,O
OTJLZIS,O,O,O,O
OTJLZSI,O,O,O,O
OTJSILZ,O,O,O,X
OTJSIZL,O,O,O,X
OTJSLIZ,O,O,O,X
OTJSLZI,O,O,O,O
OTJSZIL,O,O,O,X
OTJSZLI,O,X,O,O
OTJZILS,O,O,O,X
OTJZISL,O,O,O,X
OTJZLIS,O,O,O,O
OTJZLSI,O,O,O,O
OTJZSIL,O,O,O,X
OTJZSLI,O,X,O,O
OTSILJZ,O,X,O,X
OTSILZJ,O,X,O,X
OTSIJLZ,O,O,O,X
OTSIJZL,O,O,O,X
OTSIZLJ,O,X,O,X
OTSIZJL,O,X,X,X
OTSLIJZ,O,O,O,X
OTSLIZJ,O,X,O,X
OTSLJIZ,O,O,O,X
OTSLJZI,O,O,O,X
OTSLZIJ,O,X,O,O
OTSLZJI,O,O,X,O
OTSJILZ,O,O,O,X
OTSJIZL,O,O,O,X
OTSJLIZ,O,O,O,X
OTSJLZI,O,O,O,X
OTSJZIL,O,O,O,X
OTSJZLI,O,X,O,X
OTSZILJ,O,X,O,X
OTSZIJL,O,X,X,X
OTSZLIJ,O,X,O,O
OTSZLJI,O,X,X,O
OTSZJIL,O,O,X,X
OTSZJLI,O,X,X,X
OTZILJS,O,X,O,X
OTZILSJ,O,X,O,X
OTZIJLS,O,X,O,X
OTZIJSL,O,X,O,X
OTZISLJ,O,X,O,X
OTZISJL,O,X,X,X
OTZLIJS,O,X,O,O
OTZLISJ,O,X,O,O
OTZLJIS,O,O,O,O
OTZLJSI,O,O,O,O
OTZLSIJ,O,X,O,O
OTZLSJI,O,O,X,O
OTZJILS,O,O,O,X
OTZJISL,O,O,O,X
OTZJLIS,O,O,O,O
OTZJLSI,O,O,O,O
OTZJSIL,O,O,O,X
OTZJSLI,O,X,O,O
OTZSILJ,O,X,O,X
OTZSIJL,O,X,X,X
OTZSLIJ,O,X,O,O
OTZSLJI,O,X,X,O
OTZSJIL,O,O,X,X
OTZSJLI,O,X,X,X
OITLJSZ,O,O,O,X
OITLJZS,O,O,O,X
OITLSJZ,O,O,O,X
OITLSZJ,O,X,O,X
OITLZJS,O,X,O,X
OITLZSJ,O,X,O,X
OITJLSZ,O,O,O,X
OITJLZS,O,O,O,X
OITJSLZ,O,O,O,X
OITJSZL,O,O,O,X
OITJZLS,O,O,O,X
OITJZSL,O,O,O,X
OITSLJZ,O,X,O,X
OITSLZJ,O,X,O,X
OITSJLZ,O,O,O,X
OITSJZL,O,O,O,X
OITSZLJ,O,X,O,X
OITSZJL,O,X,X,X
OITZLJS,O,X,O,X
OITZLSJ,O,X,O,X
OITZJLS,O,X,O,X
OITZJSL,O,X,O,X
OITZSLJ,O,X,O,X
OITZSJL,O,X,X,X
OILTJSZ,O,O,O,X
OILTJZS,O,O,O,X
OILTSJZ,O,O,O,X
OILTSZJ,O,X,O,X
OILTZJS,O,X,O,X
OILTZSJ,O,X,O,X
OILJTSZ,X,O,O,X
OILJTZS,X,O,O,X
OILJSTZ,X,O,O,X
OILJSZT,X,O,O,X
OILJZTS,X,O,O,X
OILJZST,X,O,O,X
OILSTJZ,O,O,O,X
OILSTZJ,O,X,O,X
OILSJTZ,X,O,O,X
OILSJZT,X,O,O,X
OILSZTJ,O,X,O,X
OILSZJT,O,X,O,X
OILZTJS,O,X,O,X
OILZTSJ,O,X,O,X
OILZJTS,O,X,O,X
OILZJST,O,X,O,X
OILZSTJ,O,X,O,X
OILZSJT,O,X,O,X
OIJTLSZ,O,O,O,X
OIJTLZS,O,O,O,X
OIJTSLZ,O,O,O,X
OIJTSZL,O,O,O,X
OIJTZLS,O,O,O,X
OIJTZSL,O,O,O,X
OIJLTSZ,X,O,O,X
OIJLTZS,X,O,O,X
OIJLSTZ,X,O,O,X
OIJLSZT,X,O,O,X
OIJLZTS,X,O,O,X
OIJLZST,X,O,O,X
OIJSTLZ,O,O,O,X
OIJSTZL,O,O,O,X
OIJSLTZ,X,O,O,X
OIJSLZT,X,O,O,X
OIJSZTL,O,O,O,X
OIJSZLT,O,O,O,X
OIJZTLS,O,O,O,X
OIJZTSL,O,O,O,X
OIJZLTS,O,O,O,X
OIJZLST,O,O,O,X
OIJZSTL,O,O,O,X
OIJZSLT,O,O,O,X
OISTLJZ,O,X,O,X
OISTLZJ,O,X,O,X
OISTJLZ,O,O,O,X
OISTJZL,O,O,O,X
OISTZLJ,O,X,O,X
OISTZJL,O,X,X,X
OISLTJZ,O,O,O,X
OISLTZJ,O,X,O,X
OISLJTZ,X,O,O,X
OISLJZT,X,O,O,X
OISLZTJ,O,X,O,X
OISLZJT,O,X,O,X
OISJTLZ,O,O,O,X
OISJTZL,O,O,O,X
OISJLTZ,X,O,O,X
OISJLZT,X,O,O,X
OISJZTL,O,O,O,X
OISJZLT,O,O,O,X
OISZTLJ,O,X,O,X
OISZTJL,O,X,X,X
OISZLTJ,O,X,O,X
OISZLJT,O,X,O,X
OISZJTL,O,X,O,X
OISZJLT,O,X,O,X
OIZTLJS,O,X,O,X
OIZTLSJ,O,X,O,X
OIZTJLS,O,X,O,X
OIZTJSL,O,X,O,X
OIZTSLJ,O,X,O,X
OIZTSJL,O,X,X,X
OIZLTJS,O,X,O,X
OIZLTSJ,O,X,O,X
OIZLJTS,O,X,O,X
OIZLJST,O,X,O,X
OIZLSTJ,O,X,O,X
OIZLSJT,O,X,O,X
OIZJTLS,O,X,O,X
OIZJTSL,O,X,O,X
OIZJLTS,O,X,O,X
OIZJLST,O,X,O,X
OIZJSTL,O,X,O,X
OIZJSLT,O,X,O,X
OIZSTLJ,O,X,O,X
OIZSTJL,O,X,X,X
OIZSLTJ,O,X,O,X
OIZSLJT,O,X,O,X
OIZSJTL,O,X,O,X
OIZSJLT,O,X,O,X
OLTIJSZ,O,O,O,X
OLTIJZS,O,O,O,X
OLTISJZ,O,O,O,X
OLTISZJ,O,X,O,X
OLTIZJS,O,X,O,X
OLTIZSJ,O,X,O,X
OLTJISZ,O,O,O,X
OLTJIZS,O,O,O,X
OLTJSIZ,O,O,O,X
OLTJSZI,O,O,O,O
OLTJZIS,O,O,O,O
OLTJZSI,O,O,O,O
OLTSIJZ,O,O,O,X
OLTSIZJ,O,X,O,X
OLTSJIZ,O,O,O,X
OLTSJZI,O,O,O,X
OLTSZIJ,O,X,O,O
OLTSZJI,O,O,X,O
OLTZIJS,O,X,O,O
OLTZISJ,O,X,O,O
OLTZJIS,O,O,O,O
OLTZJSI,O,O,O,O
OLTZSIJ,O,X,O,O
OLTZSJI,O,O,X,O
OLITJSZ,O,O,O,X
OLITJZS,O,O,O,X
OLITSJZ,O,O,O,X
OLITSZJ,O,X,O,X
OLITZJS,O,X,O,X
OLITZSJ,O,X,O,X
OLIJTSZ,X,O,O,X
OLIJTZS,X,O,O,X
OLIJSTZ,X,O,O,X
OLIJSZT,X,O,O,X
OLIJZTS,X,O,O,X
OLIJZST,X,O,O,X
OLISTJZ,O,O,O,X
OLISTZJ,O,X,O,X
OLISJTZ,X,O,O,X
OLISJZT,X,O,O,X
OLISZTJ,O,X,O,X
OLISZJT,O,X,O,X
OLIZTJS,O,X,O,X
OLIZTSJ,O,X,O,X
OLIZJTS,O,X,O,X
OLIZJST,O,X,O,X
OLIZSTJ,O,X,O,X
OLIZSJT,O,X,O,X
OLJTISZ,X,O,O,X
OLJTIZS,X,O,O,X
OLJTSIZ,X,O,O,X
OLJTSZI,X,O,O,O
OLJTZIS,X,O,O,O
OLJTZSI,X,O,O,O
OLJITSZ,X,O,O,X
OLJITZS,X,O,O,X
OLJISTZ,X,O,O,X
OLJISZT,X,O,O,X
OLJIZTS,X,O,O,X
OLJIZST,X,O,O,X
OLJSTIZ,X,O,O,X
OLJSTZI,X,O,O,O
OLJSITZ,X,O,O,X
OLJSIZT,X,O,O,X
OLJSZTI,X,O,O,O
OLJSZIT,X,O,O,O
OLJZTIS,X,O,O,O
OLJZTSI,X,O,O,O
OLJZITS,X,O,O,O
OLJZIST,X,O,O,O
OLJZSTI,X,O,O,O
OLJZSIT,X,O,O,O
OLSTIJZ,O,O,O,X
OLSTIZJ,O,X,O,X
OLSTJIZ,O,O,O,X
OLSTJZI,O,O,O,X
OLSTZIJ,O,X,O,O
OLSTZJI,O,O,X,O
OLSITJZ,O,O,O,X
OLSITZJ,O,X,O,X
OLSIJTZ,X,O,O,X
OLSIJZT,X,O,O,X
OLSIZTJ,O,X,O,X
OLSIZJT,O,X,O,X
OLSJTIZ,X,O,O,X
OLSJTZI,X,O,O,O
OLSJITZ,X,O,O,X
OLSJIZT,X,O,O,X
OLSJZTI,X,O,O,O
OLSJZIT,X,O,O,O
OLSZTIJ,O,X,O,O
OLSZTJI,O,O,X,O
OLSZITJ,O,X,O,O
OLSZIJT,O,X,O,O
OLSZJTI,O,O,O,O
OLSZJIT,O,O,O,O
OLZTIJS,O,X,O,O
OLZTISJ,O,X,O,O
OLZTJIS,O,O,O,O
OLZTJSI,O,O,O,O
OLZTSIJ,O,X,O,O
OLZTSJI,O,O,X,O
OLZITJS,O,X,O,O
OLZITSJ,O,X,O,O
OLZIJTS,O,X,O,O
OLZIJST,O,X,O,O
OLZISTJ,O,X,O,O
OLZISJT,O,X,O,O
OLZJTIS,O,O,O,O
OLZJTSI,O,O,O,O
OLZJITS,O,O,O,O
OLZJIST,O,O,O,O
OLZJSTI,O,O,O,O
OLZJSIT,O,O,O,O
OLZSTIJ,O,X,O,O
OLZSTJI,O,O,X,O
OLZSITJ,O,X,O,O
OLZSIJT,O,X,O,O
OLZSJTI,O,O,O,O
OLZSJIT,O,O,O,O
OJTILSZ,O,O,O,X
OJTILZS,O,O,O,X
OJTISLZ,O,O,O,X
OJTISZL,O,O,O,X
OJTIZLS,O,O,O,X
OJTIZSL,O,O,O,X
OJTLISZ,O,O,O,X
OJTLIZS,O,O,O,X
OJTLSIZ,O,O,O,X
OJTLSZI,O,O,O,O
OJTLZIS,O,O,O,O
OJTLZSI,O,O,O,O
OJTSILZ,O,O,O,X
OJTSIZL,O,O,O,X
OJTSLIZ,O,O,O,X
OJTSLZI,O,O,O,O
OJTSZIL,O,O,O,X
OJTSZLI,O,X,O,O
OJTZILS,O,O,O,X
OJTZISL,O,O,O,X
OJTZLIS,O,O,O,O
OJTZLSI,O,O,O,O
OJTZSIL,O,O,O,X
OJTZSLI,O,X,O,O
OJITLSZ,O,O,O,X
OJITLZS,O,O,O,X
OJITSLZ,O,O,O,X
OJITSZL,O,O,O,X
OJITZLS,O,O,O,X
OJITZSL,O,O,O,X
OJILTSZ,X,O,O,X
OJILTZS,X,O,O,X
OJILSTZ,X,O,O,X
OJILSZT,X,O,O,X
OJILZTS,X,O,O,X
OJILZST,X,O,O,X
OJISTLZ,O,O,O,X
OJISTZL,O,O,O,X
OJISLTZ,X,O,O,X
OJISLZT,X,O,O,X
OJISZTL,O,O,O,X
OJISZLT,O,O,O,X
OJIZTLS,O,O,O,X
OJIZTSL,O,O,O,X
OJIZLTS,O,O,O,X
OJIZLST,O,O,O,X
OJIZSTL,O,O,O,X
OJIZSLT,O,O,O,X
OJLTISZ,X,O,O,X
OJLTIZS,X,O,O,X
OJLTSIZ,X,O,O,X
OJLTSZI,X,O,O,O
OJLTZIS,X,O,O,O
OJLTZSI,X,O,O,O
OJLITSZ,X,O,O,X
OJLITZS,X,O,O,X
OJLISTZ,X,O,O,X
OJLISZT,X,O,O,X
OJLIZTS,X,O,O,X
OJLIZST,X,O,O,X
OJLSTIZ,X,O,O,X
OJLSTZI,X,O,O,O
OJLSITZ,X,O,O,X
OJLSIZT,X,O,O,X
OJLSZTI,X,O,O,O
OJLSZIT,X,O,O,O
OJLZTIS,X,O,O,O
OJLZTSI,X,O,O,O
OJLZITS,X,O,O,O
OJLZIST,X,O,O,O
OJLZSTI,X,O,O,O
OJLZSIT,X,O,O,O
OJSTILZ,O,O,O,X
OJSTIZL,O,O,O,X
OJSTLIZ,O,O,O,X
OJSTLZI,O,O,O,O
OJSTZIL,O,O,O,X
OJSTZLI,O,X,O,O
OJSITLZ,O,O,O,X
OJSITZL,O,O,O,X
OJSILTZ,X,O,O,X
OJSILZT,X,O,O,X
OJSIZTL,O,O,O,X
OJSIZLT,O,O,O,X
OJSLTIZ,X,O,O,X
OJSLTZI,X,O,O,O
OJSLITZ,X,O,O,X
OJSLIZT,X,O,O,X
OJSLZTI,X,O,O,O
OJSLZIT,X,O,O,O
OJSZTIL,O,O,O,X
OJSZTLI,O,X,O,O
OJSZITL,O,O,O,X
OJSZILT,O,O,O,X
OJSZLTI,O,O,O,O
OJSZLIT,O,O,O,O
OJZTILS,O,O,O,X
OJZTISL,O,O,O,X
OJZTLIS,O,O,O,O
OJZTLSI,O,O,O,O
OJZTSIL,O,O,O,X
OJZTSLI,O,X,O,O
OJZITLS,O,O,O,X
OJZITSL,O,O,O,X
OJZILTS,O,O,O,X
OJZILST,O,O,O,X
OJZISTL,O,O,O,X
OJZISLT,O,O,O,X
OJZLTIS,O,O,O,O
OJZLTSI,O,O,O,O
OJZLITS,O,O,O,O
OJZLIST,O,O,O,O
OJZLSTI,O,O,O,O
OJZLSIT,O,O,O,O
OJZSTIL,O,O,O,X
OJZSTLI,O,X,O,O
OJZSITL,O,O,O,X
OJZSILT,O,O,O,X
OJZSLTI,O,O,O,O
OJZSLIT,O,O,O,O
OSTILJZ,O,X,O,X
OSTILZJ,O,X,O,X
OSTIJLZ,O,O,O,X
OSTIJZL,O,O,O,X
OSTIZLJ,O,X,O,X
OSTIZJL,O,X,X,X
OSTLIJZ,O,O,O,X
OSTLIZJ,O,X,O,X
OSTLJIZ,O,O,O,X
OSTLJZI,O,O,O,X
OSTLZIJ,O,X,O,O
OSTLZJI,O,O,X,O
OSTJILZ,O,O,O,X
OSTJIZL,O,O,O,X
OSTJLIZ,O,O,O,X
OSTJLZI,O,O,O,X
OSTJZIL,O,O,O,X
OSTJZLI,O,X,O,X
OSTZILJ,O,X,O,X
OSTZIJL,O,X,X,X
OSTZLIJ,O,X,O,O
OSTZLJI,O,X,X,O
OSTZJIL,O,O,X,X
OSTZJLI,O,X,X,X
OSITLJZ,O,X,O,X
OSITLZJ,O,X,O,X
OSITJLZ,O,O,O,X
OSITJZL,O,O,O,X
OSITZLJ,O,X,O,X
OSITZJL,O,X,X,X
OSILTJZ,O,O,O,X
OSILTZJ,O,X,O,X
OSILJTZ,X,O,O,X
OSILJZT,X,O,O,X
OSILZTJ,O,X,O,X
OSILZJT,O,X,O,X
OSIJTLZ,O,O,O,X
OSIJTZL,O,O,O,X
OSIJLTZ,X,O,O,X
OSIJLZT,X,O,O,X
OSIJZTL,O,O,O,X
OSIJZLT,O,O,O,X
OSIZTLJ,O,X,O,X
OSIZTJL,O,X,X,X
OSIZLTJ,O,X,O,X
OSIZLJT,O,X,O,X
OSIZJTL,O,X,O,X
OSIZJLT,O,X,O,X
OSLTIJZ,O,O,O,X
OSLTIZJ,O,X,O,X
OSLTJIZ,O,O,O,X
OSLTJZI,O,O,O,X
OSLTZIJ,O,X,O,O
OSLTZJI,O,O,X,O
OSLITJZ,O,O,O,X
OSLITZJ,O,X,O,X
OSLIJTZ,X,O,O,X
OSLIJZT,X,O,O,X
OSLIZTJ,O,X,O,X
OSLIZJT,O,X,O,X
OSLJTIZ,X,O,O,X
OSLJTZI,X,O,O,O
OSLJITZ,X,O,O,X
OSLJIZT,X,O,O,X
OSLJZTI,X,O,O,O
OSLJZIT,X,O,O,O
OSLZTIJ,O,X,O,O
OSLZTJI,O,O,X,O
OSLZITJ,O,X,O,O
OSLZIJT,O,X,O,O
OSLZJTI,O,O,O,O
OSLZJIT,O,O,O,O
OSJTILZ,O,O,O,X
OSJTIZL,O,O,O,X
OSJTLIZ,O,O,O,X
OSJTLZI,O,O,O,O
OSJTZIL,O,O,O,X
OSJTZLI,O,X,O,O
OSJITLZ,O,O,O,X
OSJITZL,O,O,O,X
OSJILTZ,X,O,O,X
OSJILZT,X,O,O,X
OSJIZTL,O,O,O,X
OSJIZLT,O,O,O,X
OSJLTIZ,X,O,O,X
OSJLTZI,X,O,O,O
OSJLITZ,X,O,O,X
OSJLIZT,X,O,O,X
OSJLZTI,X,O,O,O
OSJLZIT,X,O,O,O
OSJZTIL,O,O,O,X
OSJZTLI,O,X,O,O
OSJZITL,O,O,O,X
OSJZILT,O,O,O,X
OSJZLTI,O,O,O,O
OSJZLIT,O,O,O,O
OSZTILJ,O,X,O,X
OSZTIJL,O,X,X,X
OSZTLIJ,O,X,O,O
OSZTLJI,O,X,X,O
OSZTJIL,O,O,X,X
OSZTJLI,O,X,X,X
OSZITLJ,O,X,O,X
OSZITJL,O,X,X,X
OSZILTJ,O,X,O,X
OSZILJT,O,X,O,X
OSZIJTL,O,X,O,X
OSZIJLT,O,X,O,X
OSZLTIJ,O,X,O,O
OSZLTJI,O,O,X,O
OSZLITJ,O,X,O,O
OSZLIJT,O,X,O,O
OSZLJTI,O,O,O,O
OSZLJIT,O,O,O,O
OSZJTIL,O,O,O,X
OSZJTLI,O,X,O,O
OSZJITL,O,O,O,X
OSZJILT,O,O,O,X
OSZJLTI,O,O,O,O
OSZJLIT,O,O,O,O
OZTILJS,O,X,O,X
OZTILSJ,O,X,O,X
OZTIJLS,O,X,O,X
OZTIJSL,O,X,O,X
OZTISLJ,O,X,O,X
OZTISJL,O,X,X,X
OZTLIJS,O,X,O,O
OZTLISJ,O,X,O,O
OZTLJIS,O,O,O,O
OZTLJSI,O,O,O,O
OZTLSIJ,O,X,O,O
OZTLSJI,O,O,X,O
OZTJILS,O,O,O,X
OZTJISL,O,O,O,X
OZTJLIS,O,O,O,O
OZTJLSI,O,O,O,O
OZTJSIL,O,O,O,X
OZTJSLI,O,X,O,O
OZTSILJ,O,X,O,X
OZTSIJL,O,X,X,X
OZTSLIJ,O,X,O,O
OZTSLJI,O,X,X,O
OZTSJIL,O,O,X,X
OZTSJLI,O,X,X,X
OZITLJS,O,X,O,X
OZITLSJ,O,X,O,X
OZITJLS,O,X,O,X
OZITJSL,O,X,O,X
OZITSLJ,O,X,O,X
OZITSJL,O,X,X,X
OZILTJS,O,X,O,X
OZILTSJ,O,X,O,X
OZILJTS,O,X,O,X
OZILJST,O,X,O,X
OZILSTJ,O,X,O,X
OZILSJT,O,X,O,X
OZIJTLS,O,X,O,X
OZIJTSL,O,X,O,X
OZIJLTS,O,X,O,X
OZIJLST,O,X,O,X
OZIJSTL,O,X,O,X
OZIJSLT,O,X,O,X
OZISTLJ,O,X,O,X
OZISTJL,O,X,X,X
OZISLTJ,O,X,O,X
OZISLJT,O,X,O,X
OZISJTL,O,X,O,X
OZISJLT,O,X,O,X
OZLTIJS,O,X,O,O
OZLTISJ,O,X,O,O
OZLTJIS,O,O,O,O
OZLTJSI,O,O,O,O
OZLTSIJ,O,X,O,O
OZLTSJI,O,O,X,O
OZLITJS,O,X,O,O
OZLITSJ,O,X,O,O
OZLIJTS,O,X,O,O
OZLIJST,O,X,O,O
OZLISTJ,O,X,O,O
OZLISJT,O,X,O,O
OZLJTIS,O,O,O,O
OZLJTSI,O,O,O,O
OZLJITS,O,O,O,O
OZLJIST,O,O,O,O
OZLJSTI,O,O,O,O
OZLJSIT,O,O,O,O
OZLSTIJ,O,X,O,O
OZLSTJI,O,O,X,O
OZLSITJ,O,X,O,O
OZLSIJT,O,X,O,O
OZLSJTI,O,O,O,O
OZLSJIT,O,O,O,O
OZJTILS,O,O,O,X
OZJTISL,O,O,O,X
OZJTLIS,O,O,O,O
OZJTLSI,O,O,O,O
OZJTSIL,O,O,O,X
OZJTSLI,O,X,O,O
OZJITLS,O,O,O,X
OZJITSL,O,O,O,X
OZJILTS,O,O,O,X
OZJILST,O,O,O,X
OZJISTL,O,O,O,X
OZJISLT,O,O,O,X
OZJLTIS,O,O,O,O
OZJLTSI,O,O,O,O
OZJLITS,O,O,O,O
OZJLIST,O,O,O,O
OZJLSTI,O,O,O,O
OZJLSIT,O,O,O,O
OZJSTIL,O,O,O,X
OZJSTLI,O,X,O,O
OZJSITL,O,O,O,X
OZJSILT,O,O,O,X
OZJSLTI,O,O,O,O
OZJSLIT,O,O,O,O
OZSTILJ,O,X,O,X
OZSTIJL,O,X,X,X
OZSTLIJ,O,X,O,O
OZSTLJI,O,X,X,O
OZSTJIL,O,O,X,X
OZSTJLI,O,X,X,X
OZSITLJ,O,X,O,X
OZSITJL,O,X,X,X
OZSILTJ,O,X,O,X
OZSILJT,O,X,O,X
OZSIJTL,O,X,O,X
OZSIJLT,O,X,O,X
OZSLTIJ,O,X,O,O
OZSLTJI,O,O,X,O
OZSLITJ,O,X,O,O
OZSLIJT,O,X,O,O
OZSLJTI,O,O,O,O
OZSLJIT,O,O,O,O
OZSJTIL,O,O,O,X
OZSJTLI,O,X,O,O
OZSJITL,O,O,O,X
OZSJILT,O,O,O,X
OZSJLTI,O,O,O,O
OZSJLIT,O,O,O,O
