sequence,v115@9gA8IeA8IeA8DeB8CeA8BeF8KeRAJvhFcmB/nBGlB6?tBFoBzpB,v115@9gA8IeA8IeA8DeB8CeA8BeF8Ke5EJvhFThB/nBOqB6?tB0qBFtB,v115@9gA8IeA8IeA8DeB8CeA8BeF8Ke5EJvhFThB/nB0lB6?tBOqBFtB,v115@9gA8IeA8IeA8DeB8CeA8BeF8Ke5EJvhFcmBTiBOqBX?oBllB6tB,v115@9gA8IeA8IeA8DeB8CeA8BeF8Ke5EJvhFcmBTiBOqB6?tBlqBXtB,v115@9gA8IeA8IeA8DeB8CeA8BeF8KelAJvhFcmBTiBeoB5?oBCqBfqB,v115@9gA8IeA8IeA8DeB8CeA8BeF8KeRAJvhFcmBTiBWqBV?tB6tBXqB
JLIOSZT,X,O,O,O,O,O,X
JLIOZTS,X,X,X,X,O,O,X
JLIOZST,X,O,O,O,O,O,X
JLSTIZO,X,X,X,X,X,X,X
JLSTIOZ,X,O,X,X,X,X,X
JLSTZIO,O,X,X,X,X,X,X
JLSTZOI,O,X,X,X,X,X,X
JLSTOIZ,X,O,X,X,X,X,X
JLSTOZI,X,X,X,X,X,X,X
JLSITZO,X,X,X,X,X,X,X
JLSITOZ,X,O,X,X,X,X,X
JLSIZTO,O,X,X,X,X,O,X
JLSIZOT,O,O,O,O,O,O,X
JLSIOTZ,X,O,X,X,X,X,X
JLSIOZT,X,O,O,O,O,O,X
JLSZTIO,O,X,X,X,X,X,X
JLSZTOI,O,X,X,X,X,X,X
JLSZITO,O,X,X,X,X,O,X
JLSZIOT,O,O,O,O,O,O,X
JLSZOTI,O,X,X,X,X,X,X
JLSZOIT,O,O,O,O,O,O,X
JLSOTIZ,X,O,X,X,X,X,X
JLSOTZI,O,X,X,X,X,X,X
JLSOITZ,X,O,X,X,X,X,X
JLSOIZT,O,O,O,O,O,O,X
JLSOZTI,O,X,X,X,X,X,X
JLSOZIT,O,O,O,O,O,O,X
JLZTISO,O,X,X,X,X,O,O
JLZTIOS,X,X,X,X,O,O,O
JLZTSIO,O,X,X,X,X,X,O
JLZTSOI,O,X,X,X,X,X,O
JLZTOIS,X,X,X,X,O,O,O
JLZTOSI,X,X,X,X,X,X,O
JLZITSO,O,X,X,X,X,O,O
JLZITOS,X,X,X,X,O,O,O
JLZISTO,O,X,X,X,X,O,X
JLZISOT,O,O,O,O,O,O,X
JLZIOTS,X,X,X,X,O,O,O
JLZIOST,O,O,O,O,O,O,X
JLZSTIO,O,X,X,X,X,X,X
JLZSTOI,O,X,X,X,X,X,X
JLZSITO,O,X,X,X,X,O,X
JLZSIOT,O,O,O,O,O,O,X
JLZSOTI,O,X,X,X,X,X,X
JLZSOIT,O,O,O,O,O,O,X
JLZOTIS,O,X,X,X,O,O,O
JLZOTSI,O,X,X,X,X,X,O
JLZOITS,O,X,X,X,O,O,O
JLZOIST,O,O,O,O,O,O,X
JLZOSTI,O,X,X,X,X,X,X
JLZOSIT,O,O,O,O,O,O,X
JLOTISZ,X,O,X,X,X,X,X
JLOTIZS,X,X,X,X,O,O,X
JLOTSIZ,X,O,X,X,X,X,X
JLOTSZI,O,X,X,X,X,X,X
JLOTZIS,O,X,X,X,O,O,O
JLOTZSI,O,X,X,X,X,X,O
JLOITSZ,X,O,X,X,X,X,X
JLOITZS,X,X,X,X,O,O,X
JLOISTZ,X,O,X,X,X,X,X
JLOISZT,O,O,O,O,O,O,X
JLOIZTS,O,X,X,X,O,O,X
JLOIZST,O,O,O,O,O,O,X
JLOSTIZ,X,O,X,X,X,X,X
JLOSTZI,O,X,X,X,X,X,X
JLOSITZ,X,O,X,X,X,X,X
JLOSIZT,O,O,O,O,O,O,X
JLOSZTI,O,X,X,X,X,X,X
JLOSZIT,O,O,O,O,O,O,X
JLOZTIS,O,X,X,X,O,O,O
JLOZTSI,O,X,X,X,X,X,O
JLOZITS,O,X,X,X,O,O,O
JLOZIST,O,O,O,O,O,O,X
JLOZSTI,O,X,X,X,X,X,X
JLOZSIT,O,O,O,O,O,O,X
JSTILZO,X,X,X,X,X,X,X
JSTILOZ,X,O,X,X,X,X,X
JSTIZLO,X,X,X,X,X,X,X
JSTIZOL,X,X,X,O,X,X,X
JSTIOLZ,X,O,X,X,X,X,X
JSTIOZL,X,X,X,O,X,X,X
JSTLIZO,X,X,X,X,X,X,X
JSTLIOZ,X,O,X,X,X,X,X
JSTLZIO,O,X,X,X,X,X,X
JSTLZOI,O,X,X,X,X,X,X
JSTLOIZ,X,O,X,X,X,X,X
JSTLOZI,X,X,X,X,X,X,X
JSTZILO,O,X,X,X,X,X,O
JSTZIOL,X,X,X,O,X,X,O
JSTZLIO,O,X,X,X,X,X,O
JSTZLOI,O,X,X,X,X,X,O
JSTZOIL,X,X,X,O,X,X,O
JSTZOLI,X,X,X,X,X,X,O
JSTOILZ,X,O,X,X,X,X,X
JSTOIZL,X,X,X,O,X,X,X
JSTOLIZ,X,O,X,X,X,X,X
JSTOLZI,X,X,X,X,X,X,X
JSTOZIL,X,X,X,O,X,X,O
JSTOZLI,X,X,X,X,X,X,O
JSITLZO,X,X,X,X,X,X,X
JSITLOZ,X,O,X,X,X,X,X
JSITZLO,X,X,X,X,X,X,X
JSITZOL,X,X,X,O,X,X,X
JSITOLZ,X,O,X,X,X,X,X
JSITOZL,X,X,X,O,X,X,X
JSILTZO,X,X,X,X,X,X,X
JSILTOZ,X,O,X,X,X,X,X
JSILZTO,O,X,X,X,X,O,X
JSILZOT,O,O,O,O,O,O,X
JSILOTZ,X,O,X,X,X,X,X
JSILOZT,X,O,O,O,O,O,X
JSIZTLO,O,X,X,X,X,X,X
JSIZTOL,X,X,X,O,X,X,X
JSIZLTO,O,X,X,X,X,O,X
JSIZLOT,O,O,O,O,O,O,X
JSIZOTL,X,X,X,O,X,X,X
JSIZOLT,O,O,O,O,O,O,X
JSIOTLZ,X,O,X,X,X,X,X
JSIOTZL,X,X,X,O,X,X,X
JSIOLTZ,X,O,X,X,X,X,X
JSIOLZT,X,O,O,O,O,O,X
JSIOZTL,X,X,X,O,X,X,X
JSIOZLT,X,O,O,O,O,O,X
JSLTIZO,X,X,X,X,X,X,X
JSLTIOZ,X,O,X,X,X,X,X
JSLTZIO,O,X,X,X,X,X,X
JSLTZOI,O,X,X,X,X,X,X
JSLTOIZ,X,O,X,X,X,X,X
JSLTOZI,X,X,X,X,X,X,X
JSLITZO,X,X,X,X,X,X,X
JSLITOZ,X,O,X,X,X,X,X
JSLIZTO,O,X,X,X,X,O,X
JSLIZOT,O,O,O,O,O,O,X
JSLIOTZ,X,O,X,X,X,X,X
JSLIOZT,X,O,O,O,O,O,X
JSLZTIO,O,X,X,X,X,X,X
JSLZTOI,O,X,X,X,X,X,X
JSLZITO,O,X,X,X,X,O,X
JSLZIOT,O,O,O,O,O,O,X
JSLZOTI,O,X,X,X,X,X,X
JSLZOIT,O,O,O,O,O,O,X
JSLOTIZ,X,O,X,X,X,X,X
JSLOTZI,O,X,X,X,X,X,X
JSLOITZ,X,O,X,X,X,X,X
JSLOIZT,O,O,O,O,O,O,X
JSLOZTI,O,X,X,X,X,X,X
JSLOZIT,O,O,O,O,O,O,X
JSZTILO,O,X,X,X,X,X,O
JSZTIOL,X,X,X,O,X,X,O
JSZTLIO,O,X,X,X,X,X,O
JSZTLOI,O,X,X,X,X,X,O
JSZTOIL,X,X,X,O,X,X,O
JSZTOLI,X,X,X,X,X,X,O
JSZITLO,O,X,X,X,X,X,O
JSZITOL,X,X,X,O,X,X,O
JSZILTO,O,X,X,X,X,O,X
JSZILOT,O,O,O,O,O,O,X
JSZIOTL,X,X,X,O,X,X,O
JSZIOLT,O,O,O,O,O,O,X
JSZLTIO,O,X,X,X,X,X,X
JSZLTOI,O,X,X,X,X,X,X
JSZLITO,O,X,X,X,X,O,X
JSZLIOT,O,O,O,O,O,O,X
JSZLOTI,O,X,X,X,X,X,X
JSZLOIT,O,O,O,O,O,O,X
JSZOTIL,O,X,X,O,X,X,O
JSZOTLI,O,X,X,X,X,X,O
JSZOITL,O,X,X,O,X,X,O
JSZOILT,O,O,O,O,O,O,X
JSZOLTI,O,X,X,X,X,X,X
JSZOLIT,O,O,O,O,O,O,X
JSOTILZ,X,O,X,X,X,X,X
JSOTIZL,X,X,X,O,X,X,X
JSOTLIZ,X,O,X,X,X,X,X
JSOTLZI,O,X,X,X,X,X,X
JSOTZIL,O,X,X,O,X,X,O
JSOTZLI,O,X,X,X,X,X,O
JSOITLZ,X,O,X,X,X,X,X
JSOITZL,X,X,X,O,X,X,X
JSOILTZ,X,O,X,X,X,X,X
JSOILZT,O,O,O,O,O,O,X
JSOIZTL,O,X,X,O,X,X,X
JSOIZLT,O,O,O,O,O,O,X
JSOLTIZ,X,O,X,X,X,X,X
JSOLTZI,O,X,X,X,X,X,X
JSOLITZ,X,O,X,X,X,X,X
JSOLIZT,O,O,O,O,O,O,X
JSOLZTI,O,X,X,X,X,X,X
JSOLZIT,O,O,O,O,O,O,X
JSOZTIL,O,X,X,O,X,X,O
JSOZTLI,O,X,X,X,X,X,O
JSOZITL,O,X,X,O,X,X,O
JSOZILT,O,O,O,O,O,O,X
JSOZLTI,O,X,X,X,X,X,X
JSOZLIT,O,O,O,O,O,O,X
JZTILSO,O,X,X,X,X,O,O
JZTILOS,X,X,X,X,O,O,O
JZTISLO,O,X,X,X,X,X,O
JZTISOL,X,X,X,O,X,X,O
JZTIOLS,X,X,X,X,O,O,O
JZTIOSL,X,X,X,O,X,X,O
JZTLISO,O,X,X,X,X,O,O
JZTLIOS,X,X,X,X,O,O,O
JZTLSIO,O,X,X,X,X,X,O
JZTLSOI,O,X,X,X,X,X,O
JZTLOIS,X,X,X,X,O,O,O
JZTLOSI,X,X,X,X,X,X,O
JZTSILO,O,X,X,X,X,X,O
JZTSIOL,X,X,X,O,X,X,O
JZTSLIO,O,X,X,X,X,X,O
JZTSLOI,O,X,X,X,X,X,O
JZTSOIL,X,X,X,O,X,X,O
JZTSOLI,X,X,X,X,X,X,O
JZTOILS,X,X,X,X,O,O,O
JZTOISL,X,X,X,O,X,X,O
JZTOLIS,X,X,X,X,O,O,O
JZTOLSI,X,X,X,X,X,X,O
JZTOSIL,X,X,X,O,X,X,O
JZTOSLI,X,X,X,X,X,X,O
JZITLSO,O,X,X,X,X,O,O
JZITLOS,X,X,X,X,O,O,O
JZITSLO,O,X,X,X,X,X,O
JZITSOL,X,X,X,O,X,X,O
JZITOLS,X,X,X,X,O,O,O
JZITOSL,X,X,X,O,X,X,O
JZILTSO,O,X,X,X,X,O,O
JZILTOS,X,X,X,X,O,O,O
JZILSTO,O,X,X,X,X,O,X
JZILSOT,O,O,O,O,O,O,X
JZILOTS,X,X,X,X,O,O,O
JZILOST,O,O,O,O,O,O,X
JZISTLO,O,X,X,X,X,X,O
JZISTOL,X,X,X,O,X,X,O
JZISLTO,O,X,X,X,X,O,X
JZISLOT,O,O,O,O,O,O,X
JZISOTL,X,X,X,O,X,X,O
JZISOLT,O,O,O,O,O,O,X
JZIOTLS,X,X,X,X,O,O,O
JZIOTSL,X,X,X,O,X,X,O
JZIOLTS,X,X,X,X,O,O,O
JZIOLST,O,O,O,O,O,O,X
JZIOSTL,X,X,X,O,X,X,O
JZIOSLT,O,O,O,O,O,O,X
JZLTISO,O,X,X,X,X,O,O
JZLTIOS,X,X,X,X,O,O,O
JZLTSIO,O,X,X,X,X,X,O
JZLTSOI,O,X,X,X,X,X,O
JZLTOIS,X,X,X,X,O,O,O
JZLTOSI,X,X,X,X,X,X,O
JZLITSO,O,X,X,X,X,O,O
JZLITOS,X,X,X,X,O,O,O
JZLISTO,O,X,X,X,X,O,X
JZLISOT,O,O,O,O,O,O,X
JZLIOTS,X,X,X,X,O,O,O
JZLIOST,O,O,O,O,O,O,X
JZLSTIO,O,X,X,X,X,X,X
JZLSTOI,O,X,X,X,X,X,X
JZLSITO,O,X,X,X,X,O,X
JZLSIOT,O,O,O,O,O,O,X
JZLSOTI,O,X,X,X,X,X,X
JZLSOIT,O,O,O,O,O,O,X
JZLOTIS,O,X,X,X,O,O,O
JZLOTSI,O,X,X,X,X,X,O
JZLOITS,O,X,X,X,O,O,O
JZLOIST,O,O,O,O,O,O,X
JZLOSTI,O,X,X,X,X,X,X
JZLOSIT,O,O,O,O,O,O,X
JZSTILO,O,X,X,X,X,X,O
JZSTIOL,X,X,X,O,X,X,O
JZSTLIO,O,X,X,X,X,X,O
JZSTLOI,O,X,X,X,X,X,O
JZSTOIL,X,X,X,O,X,X,O
JZSTOLI,X,X,X,X,X,X,O
JZSITLO,O,X,X,X,X,X,O
JZSITOL,X,X,X,O,X,X,O
JZSILTO,O,X,X,X,X,O,X
JZSILOT,O,O,O,O,O,O,X
JZSIOTL,X,X,X,O,X,X,O
JZSIOLT,O,O,O,O,O,O,X
JZSLTIO,O,X,X,X,X,X,X
JZSLTOI,O,X,X,X,X,X,X
JZSLITO,O,X,X,X,X,O,X
JZSLIOT,O,O,O,O,O,O,X
JZSLOTI,O,X,X,X,X,X,X
JZSLOIT,O,O,O,O,O,O,X
JZSOTIL,O,X,X,O,X,X,O
JZSOTLI,O,X,X,X,X,X,O
JZSOITL,O,X,X,O,X,X,O
JZSOILT,O,O,O,O,O,O,X
JZSOLTI,O,X,X,X,X,X,X
JZSOLIT,O,O,O,O,O,O,X
JZOTILS,O,X,X,X,O,O,O
JZOTISL,O,X,X,O,X,X,O
JZOTLIS,O,X,X,X,O,O,O
JZOTLSI,O,X,X,X,X,X,O
JZOTSIL,O,X,X,O,X,X,O
JZOTSLI,O,X,X,X,X,X,O
JZOITLS,O,X,X,X,O,O,O
JZOITSL,O,X,X,O,X,X,O
JZOILTS,O,X,X,X,O,O,O
JZOILST,O,O,O,O,O,O,X
JZOISTL,O,X,X,O,X,X,O
JZOISLT,O,O,O,O,O,O,X
JZOLTIS,O,X,X,X,O,O,O
JZOLTSI,O,X,X,X,X,X,O
JZOLITS,O,X,X,X,O,O,O
JZOLIST,O,O,O,O,O,O,X
JZOLSTI,O,X,X,X,X,X,X
JZOLSIT,O,O,O,O,O,O,X
JZOSTIL,O,X,X,O,X,X,O
JZOSTLI,O,X,X,X,X,X,O
JZOSITL,O,X,X,O,X,X,O
JZOSILT,O,O,O,O,O,O,X
JZOSLTI,O,X,X,X,X,X,X
JZOSLIT,O,O,O,O,O,O,X
JOTILSZ,X,O,X,X,X,X,X
JOTILZS,X,X,X,X,O,O,X
JOTISLZ,X,O,X,X,X,X,X
JOTISZL,X,X,X,O,X,X,X
JOTIZLS,X,X,X,X,O,O,O
JOTIZSL,X,X,X,O,X,X,O
JOTLISZ,X,O,X,X,X,X,X
JOTLIZS,X,X,X,X,O,O,X
JOTLSIZ,X,O,X,X,X,X,X
JOTLSZI,O,X,X,X,X,X,X
JOTLZIS,O,X,X,X,O,O,O
JOTLZSI,O,X,X,X,X,X,O
JOTSILZ,X,O,X,X,X,X,X
JOTSIZL,X,X,X,O,X,X,X
JOTSLIZ,X,O,X,X,X,X,X
JOTSLZI,O,X,X,X,X,X,X
JOTSZIL,O,X,X,O,X,X,O
JOTSZLI,O,X,X,X,X,X,O
JOTZILS,O,X,X,X,O,O,O
JOTZISL,O,X,X,O,X,X,O
JOTZLIS,O,X,X,X,O,O,O
JOTZLSI,O,X,X,X,X,X,O
JOTZSIL,O,X,X,O,X,X,O
JOTZSLI,O,X,X,X,X,X,O
JOITLSZ,X,O,X,X,X,X,X
JOITLZS,X,X,X,X,O,O,X
JOITSLZ,X,O,X,X,X,X,X
JOITSZL,X,X,X,O,X,X,X
JOITZLS,X,X,X,X,O,O,O
JOITZSL,X,X,X,O,X,X,O
JOILTSZ,X,O,X,X,X,X,X
JOILTZS,X,X,X,X,O,O,X
JOILSTZ,X,O,X,X,X,X,X
JOILSZT,O,O,O,O,O,O,X
JOILZTS,O,X,X,X,O,O,X
JOILZST,O,O,O,O,O,O,X
JOISTLZ,X,O,X,X,X,X,X
JOISTZL,X,X,X,O,X,X,X
JOISLTZ,X,O,X,X,X,X,X
JOISLZT,O,O,O,O,O,O,X
JOISZTL,O,X,X,O,X,X,X
JOISZLT,O,O,O,O,O,O,X
JOIZTLS,O,X,X,X,O,O,O
JOIZTSL,O,X,X,O,X,X,O
JOIZLTS,O,X,X,X,O,O,O
JOIZLST,O,O,O,O,O,O,X
JOIZSTL,O,X,X,O,X,X,O
JOIZSLT,O,O,O,O,O,O,X
JOLTISZ,X,O,X,X,X,X,X
JOLTIZS,X,X,X,X,O,O,X
JOLTSIZ,X,O,X,X,X,X,X
JOLTSZI,O,X,X,X,X,X,X
JOLTZIS,O,X,X,X,O,O,O
JOLTZSI,O,X,X,X,X,X,O
JOLITSZ,X,O,X,X,X,X,X
JOLITZS,X,X,X,X,O,O,X
JOLISTZ,X,O,X,X,X,X,X
JOLISZT,O,O,O,O,O,O,X
JOLIZTS,O,X,X,X,O,O,X
JOLIZST,O,O,O,O,O,O,X
JOLSTIZ,X,O,X,X,X,X,X
JOLSTZI,O,X,X,X,X,X,X
JOLSITZ,X,O,X,X,X,X,X
JOLSIZT,O,O,O,O,O,O,X
JOLSZTI,O,X,X,X,X,X,X
JOLSZIT,O,O,O,O,O,O,X
JOLZTIS,O,X,X,X,O,O,O
JOLZTSI,O,X,X,X,X,X,O
JOLZITS,O,X,X,X,O,O,O
JOLZIST,O,O,O,O,O,O,X
JOLZSTI,O,X,X,X,X,X,X
JOLZSIT,O,O,O,O,O,O,X
JOSTILZ,X,O,X,X,X,X,X
JOSTIZL,X,X,X,O,X,X,X
JOSTLIZ,X,O,X,X,X,X,X
JOSTLZI,O,X,X,X,X,X,X
JOSTZIL,O,X,X,O,X,X,O
JOSTZLI,O,X,X,X,X,X,O
JOSITLZ,X,O,X,X,X,X,X
JOSITZL,X,X,X,O,X,X,X
JOSILTZ,X,O,X,X,X,X,X
JOSILZT,O,O,O,O,O,O,X
JOSIZTL,O,X,X,O,X,X,X
JOSIZLT,O,O,O,O,O,O,X
JOSLTIZ,X,O,X,X,X,X,X
JOSLTZI,O,X,X,X,X,X,X
JOSLITZ,X,O,X,X,X,X,X
JOSLIZT,O,O,O,O,O,O,X
JOSLZTI,O,X,X,X,X,X,X
JOSLZIT,O,O,O,O,O,O,X
JOSZTIL,O,X,X,O,X,X,O
JOSZTLI,O,X,X,X,X,X,O
JOSZITL,O,X,X,O,X,X,O
JOSZILT,O,O,O,O,O,O,X
JOSZLTI,O,X,X,X,X,X,X
JOSZLIT,O,O,O,O,O,O,X
JOZTILS,O,X,X,X,O,O,O
JOZTISL,O,X,X,O,X,X,O
JOZTLIS,O,X,X,X,O,O,O
JOZTLSI,O,X,X,X,X,X,O
JOZTSIL,O,X,X,O,X,X,O
JOZTSLI,O,X,X,X,X,X,O
JOZITLS,O,X,X,X,O,O,O
JOZITSL,O,X,X,O,X,X,O
JOZILTS,O,X,X,X,O,O,O
JOZILST,O,O,O,O,O,O,X
JOZISTL,O,X,X,O,X,X,O
JOZISLT,O,O,O,O,O,O,X
JOZLTIS,O,X,X,X,O,O,O
JOZLTSI,O,X,X,X,X,X,O
JOZLITS,O,X,X,X,O,O,O
JOZLIST,O,O,O,O,O,O,X
JOZLSTI,O,X,X,X,X,X,X
JOZLSIT,O,O,O,O,O,O,X
JOZSTIL,O,X,X,O,X,X,O
JOZSTLI,O,X,X,X,X,X,O
JOZSITL,O,X,X,O,X,X,O
JOZSILT,O,O,O,O,O,O,X
JOZSLTI,O,X,X,X,X,X,X
JOZSLIT,O,O,O,O,O,O,X
STILJZO,X,X,X,X,X,X,X
STILJOZ,X,O,X,X,X,X,X
STILZJO,X,X,X,X,X,X,X
STILZOJ,X,X,O,X,X,X,X
STILOJZ,X,O,X,X,X,X,X
STILOZJ,X,X,O,X,X,X,X
STIJLZO,X,X,X,X,X,X,X
STIJLOZ,X,O,X,X,X,X,X
STIJZLO,X,X,X,X,X,X,X
STIJZOL,X,X,X,O,X,X,X
STIJOLZ,X,O,X,X,X,X,X
STIJOZL,X,X,X,O,X,X,X
STIZLJO,X,X,X,X,X,X,X
STIZLOJ,X,X,O,X,X,X,X
STIZJLO,X,X,X,X,X,X,X
STIZJOL,X,X,X,O,X,X,X
STIZOLJ,X,X,O,X,X,X,X
STIZOJL,X,X,X,O,X,X,X
STIOLJZ,X,O,X,X,X,X,X
STIOLZJ,X,X,O,X,X,X,X
STIOJLZ,X,O,X,X,X,X,X
STIOJZL,X,X,X,O,X,X,X
STIOZLJ,X,X,O,X,X,X,X
STIOZJL,X,X,X,O,X,X,X
STLIJZO,X,X,X,X,X,X,X
STLIJOZ,X,O,X,X,X,X,X
STLIZJO,X,X,X,X,X,X,X
STLIZOJ,X,X,O,X,X,X,X
STLIOJZ,X,O,X,X,X,X,X
STLIOZJ,X,X,O,X,X,X,X
STLJIZO,X,X,X,X,X,X,X
STLJIOZ,X,O,X,X,X,X,X
STLJZIO,O,X,X,X,X,X,X
STLJZOI,O,X,X,X,X,X,X
STLJOIZ,X,O,X,X,X,X,X
STLJOZI,X,X,X,X,X,X,X
STLZIJO,X,X,X,X,X,X,X
STLZIOJ,X,X,O,X,X,X,X
STLZJIO,O,X,X,X,X,X,X
STLZJOI,O,X,X,X,X,X,X
STLZOIJ,X,X,O,X,X,X,X
STLZOJI,O,X,X,X,X,X,X
STLOIJZ,X,O,X,X,X,X,X
STLOIZJ,X,X,O,X,X,X,X
STLOJIZ,X,O,X,X,X,X,X
STLOJZI,O,X,X,X,X,X,X
STLOZIJ,X,X,O,X,X,X,X
STLOZJI,O,X,X,X,X,X,X
STJILZO,X,X,X,X,X,X,X
STJILOZ,X,O,X,X,X,X,X
STJIZLO,X,X,X,X,X,X,X
STJIZOL,X,X,X,O,X,X,X
STJIOLZ,X,O,X,X,X,X,X
STJIOZL,X,X,X,O,X,X,X
STJLIZO,X,X,X,X,X,X,X
STJLIOZ,X,O,X,X,X,X,X
STJLZIO,O,X,X,X,X,X,X
STJLZOI,O,X,X,X,X,X,X
STJLOIZ,X,O,X,X,X,X,X
STJLOZI,X,X,X,X,X,X,X
STJZILO,O,X,X,X,X,X,O
STJZIOL,X,X,X,O,X,X,O
STJZLIO,O,X,X,X,X,X,O
STJZLOI,O,X,X,X,X,X,O
STJZOIL,X,X,X,O,X,X,O
STJZOLI,X,X,X,X,X,X,O
STJOILZ,X,O,X,X,X,X,X
STJOIZL,X,X,X,O,X,X,X
STJOLIZ,X,O,X,X,X,X,X
STJOLZI,X,X,X,X,X,X,X
STJOZIL,X,X,X,O,X,X,O
STJOZLI,X,X,X,X,X,X,O
STZILJO,X,X,X,X,X,X,X
STZILOJ,X,X,O,X,X,X,X
STZIJLO,X,X,X,X,X,X,X
STZIJOL,X,X,X,O,X,X,X
STZIOLJ,X,X,O,X,X,X,X
STZIOJL,X,X,X,O,X,X,X
STZLIJO,X,X,X,X,X,X,X
STZLIOJ,X,X,O,X,X,X,X
STZLJIO,O,X,X,X,X,X,X
STZLJOI,O,X,X,X,X,X,X
STZLOIJ,X,X,O,X,X,X,X
STZLOJI,O,X,X,X,X,X,X
STZJILO,O,X,X,X,X,X,O
STZJIOL,X,X,X,O,X,X,O
STZJLIO,O,X,X,X,X,X,O
STZJLOI,O,X,X,X,X,X,O
STZJOIL,X,X,X,O,X,X,O
STZJOLI,X,X,X,X,X,X,O
STZOILJ,X,X,O,X,X,X,X
STZOIJL,X,X,X,O,X,X,X
STZOLIJ,X,X,O,X,X,X,X
STZOLJI,O,X,X,X,X,X,X
STZOJIL,O,X,X,O,X,X,O
STZOJLI,O,X,X,X,X,X,O
STOILJZ,X,O,X,X,X,X,X
STOILZJ,X,X,O,X,X,X,X
STOIJLZ,X,O,X,X,X,X,X
STOIJZL,X,X,X,O,X,X,X
STOIZLJ,X,X,O,X,X,X,X
STOIZJL,X,X,X,O,X,X,X
STOLIJZ,X,O,X,X,X,X,X
STOLIZJ,X,X,O,X,X,X,X
STOLJIZ,X,O,X,X,X,X,X
STOLJZI,O,X,X,X,X,X,X
STOLZIJ,X,X,O,X,X,X,X
STOLZJI,O,X,X,X,X,X,X
STOJILZ,X,O,X,X,X,X,X
STOJIZL,X,X,X,O,X,X,X
STOJLIZ,X,O,X,X,X,X,X
STOJLZI,O,X,X,X,X,X,X
STOJZIL,O,X,X,O,X,X,O
STOJZLI,O,X,X,X,X,X,O
STOZILJ,X,X,O,X,X,X,X
STOZIJL,X,X,X,O,X,X,X
STOZLIJ,X,X,O,X,X,X,X
STOZLJI,O,X,X,X,X,X,X
STOZJIL,O,X,X,O,X,X,O
STOZJLI,O,X,X,X,X,X,O
SITLJZO,X,X,X,X,X,X,X
SITLJOZ,X,O,X,X,X,X,X
SITLZJO,X,X,X,X,X,X,X
SITLZOJ,X,X,O,X,X,X,X
SITLOJZ,X,O,X,X,X,X,X
SITLOZJ,X,X,O,X,X,X,X
SITJLZO,X,X,X,X,X,X,X
SITJLOZ,X,O,X,X,X,X,X
SITJZLO,X,X,X,X,X,X,X
SITJZOL,X,X,X,O,X,X,X
SITJOLZ,X,O,X,X,X,X,X
SITJOZL,X,X,X,O,X,X,X
SITZLJO,X,X,X,X,X,X,X
SITZLOJ,X,X,O,X,X,X,X
SITZJLO,X,X,X,X,X,X,X
SITZJOL,X,X,X,O,X,X,X
SITZOLJ,X,X,O,X,X,X,X
SITZOJL,X,X,X,O,X,X,X
SITOLJZ,X,O,X,X,X,X,X
SITOLZJ,X,X,O,X,X,X,X
SITOJLZ,X,O,X,X,X,X,X
SITOJZL,X,X,X,O,X,X,X
SITOZLJ,X,X,O,X,X,X,X
SITOZJL,X,X,X,O,X,X,X
SILTJZO,X,X,X,X,X,X,X
SILTJOZ,X,O,X,X,X,X,X
SILTZJO,X,X,X,X,X,X,X
SILTZOJ,X,X,O,X,X,X,X
SILTOJZ,X,O,X,X,X,X,X
SILTOZJ,X,X,O,X,X,X,X
SILJTZO,X,X,X,X,X,X,X
SILJTOZ,X,O,X,X,X,X,X
SILJZTO,O,X,X,X,X,O,X
SILJZOT,O,O,O,O,O,O,X
SILJOTZ,X,O,X,X,X,X,X
SILJOZT,X,O,O,O,O,O,X
SILZTJO,X,X,X,X,X,X,X
SILZTOJ,X,X,O,X,X,X,X
SILZJTO,O,X,X,X,X,O,X
SILZJOT,O,O,O,O,O,O,X
SILZOTJ,X,X,O,X,X,X,X
SILZOJT,O,O,O,O,O,X,X
SILOTJZ,X,O,X,X,X,X,X
SILOTZJ,X,X,O,X,X,X,X
SILOJTZ,X,O,X,X,X,X,X
SILOJZT,O,O,O,O,O,X,X
SILOZTJ,X,X,O,X,X,X,X
SILOZJT,O,O,O,O,O,X,X
SIJTLZO,X,X,X,X,X,X,X
SIJTLOZ,X,O,X,X,X,X,X
SIJTZLO,X,X,X,X,X,X,X
SIJTZOL,X,X,X,O,X,X,X
SIJTOLZ,X,O,X,X,X,X,X
SIJTOZL,X,X,X,O,X,X,X
SIJLTZO,X,X,X,X,X,X,X
SIJLTOZ,X,O,X,X,X,X,X
SIJLZTO,O,X,X,X,X,O,X
SIJLZOT,O,O,O,O,O,O,X
SIJLOTZ,X,O,X,X,X,X,X
SIJLOZT,X,O,O,O,O,O,X
SIJZTLO,O,X,X,X,X,X,X
SIJZTOL,X,X,X,O,X,X,X
SIJZLTO,O,X,X,X,X,O,X
SIJZLOT,O,O,O,O,O,O,X
SIJZOTL,X,X,X,O,X,X,X
SIJZOLT,O,O,O,O,O,O,X
SIJOTLZ,X,O,X,X,X,X,X
SIJOTZL,X,X,X,O,X,X,X
SIJOLTZ,X,O,X,X,X,X,X
SIJOLZT,X,O,O,O,O,O,X
SIJOZTL,X,X,X,O,X,X,X
SIJOZLT,X,O,O,O,O,O,X
SIZTLJO,X,X,X,X,X,X,X
