sequence,v115@RhD8FeH8LeT/IvhFigBfnBxiBUmBFtBGtB,v115@RhD8FeH8LeT/IvhFigBfnBxiBUmBGtBFtB,v115@RhD8FeH8Lei/IvhF8mBGjBRlB3nBFmBTtB,v115@RhD8FeH8LeT/IvhFigBRiBFmBXnBGtBctB,v115@RhD8FeH8LeT/IvhF2lB8mB5oBatBFrB3sB,v115@RhD8FeH8LeT/IvhF2lB8mB5oB3nBFmBatB
ZSTOILJ,O,O,X,X,X,X
ZSTOIJL,O,X,X,X,X,O
ZSTOLIJ,O,O,X,X,X,X
ZSTOLJI,O,O,X,O,X,X
ZSTOJIL,O,O,X,O,X,O
ZSTOJLI,O,O,X,O,X,X
ZSITLJO,O,X,O,X,X,X
ZSITLOJ,O,O,X,X,X,X
ZSITJLO,O,X,O,X,X,X
ZSITJOL,O,X,X,X,X,O
ZSITOLJ,O,O,X,X,X,X
ZSITOJL,O,X,X,X,X,O
ZSILTJO,O,X,O,X,X,X
ZSILTOJ,O,O,X,X,X,X
ZSILJTO,X,O,O,X,X,X
ZSILJOT,O,O,O,X,O,O
ZSILOTJ,O,O,X,X,X,X
ZSILOJT,O,O,O,X,O,O
ZSIJTLO,X,O,O,X,X,X
ZSIJTOL,X,O,X,X,X,O
ZSIJLTO,X,O,O,X,X,X
ZSIJLOT,O,O,O,X,O,O
ZSIJOTL,X,O,X,X,X,O
ZSIJOLT,O,O,O,X,O,O
ZSIOTLJ,O,O,X,X,X,X
ZSIOTJL,O,X,X,X,X,O
ZSIOLTJ,O,O,X,X,X,X
ZSIOLJT,O,O,O,X,O,O
ZSIOJTL,X,O,X,X,X,O
ZSIOJLT,O,O,O,X,O,O
ZSLTIJO,O,X,O,X,X,X
ZSLTIOJ,O,O,X,X,X,X
ZSLTJIO,O,O,O,X,X,X
ZSLTJOI,O,O,X,X,X,X
ZSLTOIJ,O,O,X,X,X,X
ZSLTOJI,O,O,X,X,X,X
ZSLITJO,O,X,O,X,X,X
ZSLITOJ,O,O,X,X,X,X
ZSLIJTO,X,O,O,X,X,X
ZSLIJOT,O,O,O,X,O,O
ZSLIOTJ,O,O,X,X,X,X
ZSLIOJT,O,O,O,X,O,O
ZSLJTIO,O,O,O,X,X,X
ZSLJTOI,O,O,X,X,X,X
ZSLJITO,X,O,O,X,X,X
ZSLJIOT,O,O,O,X,O,O
ZSLJOTI,O,O,X,X,X,X
ZSLJOIT,O,O,O,X,O,O
ZSLOTIJ,O,O,X,X,X,X
ZSLOTJI,O,O,X,X,X,X
ZSLOITJ,O,O,X,X,X,X
ZSLOIJT,O,O,O,X,O,O
ZSLOJTI,O,O,X,X,X,X
ZSLOJIT,O,O,O,X,O,O
ZSJTILO,O,O,O,O,X,X
ZSJTIOL,O,O,X,O,X,O
ZSJTLIO,O,O,O,O,X,X
ZSJTLOI,O,O,X,O,X,X
ZSJTOIL,O,O,X,O,X,O
ZSJTOLI,O,O,X,O,X,X
ZSJITLO,X,O,O,X,X,X
ZSJITOL,X,O,X,X,X,O
ZSJILTO,X,O,O,X,X,X
ZSJILOT,O,O,O,X,O,O
ZSJIOTL,X,O,X,X,X,O
ZSJIOLT,O,O,O,X,O,O
ZSJLTIO,O,O,O,X,X,X
ZSJLTOI,O,O,X,X,X,X
ZSJLITO,X,O,O,X,X,X
ZSJLIOT,O,O,O,X,O,O
ZSJLOTI,O,O,X,X,X,X
ZSJLOIT,O,O,O,X,O,O
ZSJOTIL,O,O,X,O,X,O
ZSJOTLI,O,O,X,O,X,X
ZSJOITL,X,O,X,X,X,O
ZSJOILT,O,O,O,X,O,O
ZSJOLTI,O,O,X,X,X,X
ZSJOLIT,O,O,O,X,O,O
ZSOTILJ,O,O,X,X,X,X
ZSOTIJL,O,X,X,X,X,O
ZSOTLIJ,O,O,X,X,X,X
ZSOTLJI,O,O,X,O,X,X
ZSOTJIL,O,O,X,O,X,O
ZSOTJLI,O,O,X,O,X,X
ZSOITLJ,O,O,X,X,X,X
ZSOITJL,O,X,X,X,X,O
ZSOILTJ,O,O,X,X,X,X
ZSOILJT,O,O,O,X,O,O
ZSOIJTL,X,O,X,X,X,O
ZSOIJLT,O,O,O,X,O,O
ZSOLTIJ,O,O,X,X,X,X
ZSOLTJI,O,O,X,X,X,X
ZSOLITJ,O,O,X,X,X,X
ZSOLIJT,O,O,O,X,O,O
ZSOLJTI,O,O,X,X,X,X
ZSOLJIT,O,O,O,X,O,O
ZSOJTIL,O,O,X,O,X,O
ZSOJTLI,O,O,X,O,X,X
ZSOJITL,X,O,X,X,X,O
ZSOJILT,O,O,O,X,O,O
ZSOJLTI,O,O,X,X,X,X
ZSOJLIT,O,O,O,X,O,O
ZOTILJS,X,X,X,X,O,X
ZOTILSJ,O,X,X,X,X,X
ZOTIJLS,X,X,X,X,O,X
ZOTIJSL,X,X,X,X,X,O
ZOTISLJ,O,X,X,X,X,X
ZOTISJL,O,X,X,X,X,O
ZOTLIJS,X,X,X,X,O,X
ZOTLISJ,O,X,X,X,X,X
ZOTLJIS,X,X,X,X,O,X
ZOTLJSI,O,O,X,O,X,X
ZOTLSIJ,O,O,X,X,X,X
ZOTLSJI,O,O,X,O,X,X
ZOTJILS,X,X,X,X,O,X
ZOTJISL,X,X,X,X,X,O
ZOTJLIS,X,X,X,X,O,X
ZOTJLSI,O,O,X,O,X,X
ZOTJSIL,O,O,X,O,X,O
ZOTJSLI,O,O,X,O,X,X
ZOTSILJ,O,O,X,X,X,X
ZOTSIJL,O,X,X,X,X,O
ZOTSLIJ,O,O,X,X,X,X
ZOTSLJI,O,O,X,O,X,X
ZOTSJIL,O,O,X,O,X,O
ZOTSJLI,O,O,X,O,X,X
ZOITLJS,X,X,X,X,O,X
ZOITLSJ,O,X,X,X,X,X
ZOITJLS,X,X,X,X,O,X
ZOITJSL,X,X,X,X,X,O
ZOITSLJ,O,X,X,X,X,X
ZOITSJL,O,X,X,X,X,O
ZOILTJS,X,X,X,X,O,X
ZOILTSJ,O,X,X,X,X,X
ZOILJTS,X,X,X,X,O,X
ZOILJST,X,O,O,X,O,O
ZOILSTJ,O,O,O,X,X,X
ZOILSJT,O,O,O,X,O,O
ZOIJTLS,X,X,X,X,O,X
ZOIJTSL,X,X,X,X,X,O
ZOIJLTS,X,X,X,X,O,X
ZOIJLST,X,O,O,X,O,O
ZOIJSTL,X,O,O,X,X,O
ZOIJSLT,X,O,O,X,O,O
ZOISTLJ,O,O,O,X,X,X
ZOISTJL,O,X,O,X,X,O
ZOISLTJ,O,O,O,X,X,X
ZOISLJT,O,O,O,X,O,O
ZOISJTL,X,O,O,X,X,O
ZOISJLT,O,O,O,X,O,O
ZOLTIJS,X,X,X,X,O,X
ZOLTISJ,O,X,X,X,X,X
ZOLTJIS,X,X,X,X,O,X
ZOLTJSI,O,O,X,O,X,X
ZOLTSIJ,O,O,X,X,X,X
ZOLTSJI,O,O,X,O,X,X
ZOLITJS,X,X,X,X,O,X
ZOLITSJ,O,X,X,X,X,X
ZOLIJTS,X,X,X,X,O,X
ZOLIJST,X,O,O,X,O,O
ZOLISTJ,O,O,O,X,X,X
ZOLISJT,O,O,O,X,O,O
ZOLJTIS,X,X,X,X,O,X
ZOLJTSI,O,O,X,O,X,X
ZOLJITS,X,X,X,X,O,X
ZOLJIST,X,O,O,X,O,O
ZOLJSTI,O,O,O,X,X,X
ZOLJSIT,O,O,O,X,O,O
ZOLSTIJ,O,O,O,X,X,X
ZOLSTJI,O,O,O,X,X,X
ZOLSITJ,O,O,O,X,X,X
ZOLSIJT,O,O,O,X,O,O
ZOLSJTI,O,O,O,X,X,X
ZOLSJIT,O,O,O,X,O,O
ZOJTILS,X,X,X,X,O,X
ZOJTISL,X,X,X,X,X,O
ZOJTLIS,X,X,X,X,O,X
ZOJTLSI,O,O,X,O,X,X
ZOJTSIL,O,O,X,O,X,O
ZOJTSLI,O,O,X,O,X,X
ZOJITLS,X,X,X,X,O,X
ZOJITSL,X,X,X,X,X,O
ZOJILTS,X,X,X,X,O,X
ZOJILST,X,O,O,X,O,O
ZOJISTL,X,O,O,X,X,O
ZOJISLT,X,O,O,X,O,O
ZOJLTIS,X,X,X,X,O,X
ZOJLTSI,O,O,X,O,X,X
ZOJLITS,X,X,X,X,O,X
ZOJLIST,X,O,O,X,O,O
ZOJLSTI,O,O,O,X,X,X
ZOJLSIT,O,O,O,X,O,O
ZOJSTIL,O,O,O,O,X,O
ZOJSTLI,O,O,O,O,X,X
ZOJSITL,X,O,O,X,X,O
ZOJSILT,O,O,O,X,O,O
ZOJSLTI,O,O,O,X,X,X
ZOJSLIT,O,O,O,X,O,O
ZOSTILJ,O,O,O,X,X,X
ZOSTIJL,O,X,O,X,X,O
ZOSTLIJ,O,O,O,X,X,X
ZOSTLJI,O,O,O,O,X,X
ZOSTJIL,O,O,O,O,X,O
ZOSTJLI,O,O,O,O,X,X
ZOSITLJ,O,O,O,X,X,X
ZOSITJL,O,X,O,X,X,O
ZOSILTJ,O,O,O,X,X,X
ZOSILJT,O,O,O,X,O,O
ZOSIJTL,X,O,O,X,X,O
ZOSIJLT,O,O,O,X,O,O
ZOSLTIJ,O,O,O,X,X,X
ZOSLTJI,O,O,O,X,X,X
ZOSLITJ,O,O,O,X,X,X
ZOSLIJT,O,O,O,X,O,O
ZOSLJTI,O,O,O,X,X,X
ZOSLJIT,O,O,O,X,O,O
ZOSJTIL,O,O,O,O,X,O
ZOSJTLI,O,O,O,O,X,X
ZOSJITL,X,O,O,X,X,O
ZOSJILT,O,O,O,X,O,O
ZOSJLTI,O,O,O,X,X,X
ZOSJLIT,O,O,O,X,O,O
OTILJSZ,X,X,O,O,X,X
OTILJZS,X,X,X,X,O,X
OTILSJZ,O,X,O,O,X,X
OTILSZJ,O,X,O,X,X,X
OTILZJS,X,X,X,X,O,X
OTILZSJ,O,X,X,X,X,X
OTIJLSZ,X,X,O,O,X,X
OTIJLZS,X,X,X,X,O,X
OTIJSLZ,X,X,O,O,X,X
OTIJSZL,X,X,O,O,X,O
OTIJZLS,X,X,X,X,O,X
OTIJZSL,X,X,X,X,X,O
OTISLJZ,O,X,O,O,X,X
OTISLZJ,O,X,O,X,X,X
OTISJLZ,O,X,O,O,X,X
OTISJZL,X,X,O,O,X,O
OTISZLJ,O,X,O,X,X,X
OTISZJL,X,X,O,X,X,O
OTIZLJS,X,X,X,X,O,X
OTIZLSJ,O,X,X,X,X,X
OTIZJLS,X,X,X,X,O,X
OTIZJSL,X,X,X,X,X,O
OTIZSLJ,O,X,X,X,X,X
OTIZSJL,O,X,X,X,X,O
OTLIJSZ,X,X,O,O,X,X
OTLIJZS,X,X,X,X,O,X
OTLISJZ,O,X,O,O,X,X
OTLISZJ,O,X,O,X,X,X
OTLIZJS,X,X,X,X,O,X
OTLIZSJ,O,X,X,X,X,X
OTLJISZ,X,X,O,O,X,X
OTLJIZS,X,X,X,X,O,X
OTLJSIZ,O,O,O,O,X,X
OTLJSZI,X,X,O,O,X,X
OTLJZIS,X,X,X,X,O,X
OTLJZSI,O,O,X,O,X,X
OTLSIJZ,O,O,O,O,X,X
OTLSIZJ,O,O,O,X,X,X
OTLSJIZ,O,O,O,O,X,X
OTLSJZI,X,X,O,O,X,X
OTLSZIJ,O,X,O,X,X,X
OTLSZJI,O,X,O,O,X,X
OTLZIJS,X,X,X,X,O,X
OTLZISJ,O,X,X,X,X,X
OTLZJIS,X,X,X,X,O,X
OTLZJSI,O,O,X,O,X,X
OTLZSIJ,O,O,X,X,X,X
OTLZSJI,O,O,X,O,X,X
OTJILSZ,X,X,O,O,X,X
OTJILZS,X,X,X,X,O,X
OTJISLZ,X,X,O,O,X,X
OTJISZL,X,X,O,O,X,O
OTJIZLS,X,X,X,X,O,X
OTJIZSL,X,X,X,X,X,O
OTJLISZ,X,X,O,O,X,X
OTJLIZS,X,X,X,X,O,X
OTJLSIZ,O,O,O,O,X,X
OTJLSZI,X,X,O,O,X,X
OTJLZIS,X,X,X,X,O,X
OTJLZSI,O,O,X,O,X,X
OTJSILZ,O,O,O,O,X,X
OTJSIZL,X,X,O,O,X,O
OTJSLIZ,O,O,O,O,X,X
OTJSLZI,X,X,O,O,X,X
OTJSZIL,X,X,O,O,X,O
OTJSZLI,X,X,O,O,X,X
OTJZILS,X,X,X,X,O,X
OTJZISL,X,X,X,X,X,O
OTJZLIS,X,X,X,X,O,X
OTJZLSI,O,O,X,O,X,X
OTJZSIL,O,O,X,O,X,O
OTJZSLI,O,O,X,O,X,X
OTSILJZ,O,O,O,O,X,X
OTSILZJ,O,O,O,X,X,X
OTSIJLZ,O,X,O,O,X,X
OTSIJZL,X,X,O,O,X,O
OTSIZLJ,O,X,O,X,X,X
OTSIZJL,X,X,O,X,X,O
OTSLIJZ,O,O,O,O,X,X
OTSLIZJ,O,O,O,X,X,X
OTSLJIZ,O,O,O,O,X,X
OTSLJZI,X,X,O,O,X,X
OTSLZIJ,O,X,O,X,X,X
OTSLZJI,O,X,O,O,X,X
OTSJILZ,O,O,O,O,X,X
OTSJIZL,X,X,O,O,X,O
OTSJLIZ,O,O,O,O,X,X
OTSJLZI,X,X,O,O,X,X
OTSJZIL,X,X,O,O,X,O
OTSJZLI,X,X,O,O,X,X
OTSZILJ,O,X,O,X,X,X
OTSZIJL,O,X,O,X,X,O
OTSZLIJ,O,X,O,X,X,X
OTSZLJI,O,X,O,O,X,X
OTSZJIL,O,X,O,O,X,O
OTSZJLI,O,X,O,O,X,X
OTZILJS,X,X,X,X,O,X
OTZILSJ,O,X,X,X,X,X
OTZIJLS,X,X,X,X,O,X
OTZIJSL,X,X,X,X,X,O
OTZISLJ,O,X,X,X,X,X
OTZISJL,O,X,X,X,X,O
OTZLIJS,X,X,X,X,O,X
OTZLISJ,O,X,X,X,X,X
OTZLJIS,X,X,X,X,O,X
OTZLJSI,O,O,X,O,X,X
OTZLSIJ,O,O,X,X,X,X
OTZLSJI,O,O,X,O,X,X
OTZJILS,X,X,X,X,O,X
OTZJISL,X,X,X,X,X,O
OTZJLIS,X,X,X,X,O,X
OTZJLSI,O,O,X,O,X,X
OTZJSIL,O,O,X,O,X,O
OTZJSLI,O,O,X,O,X,X
OTZSILJ,O,O,X,X,X,X
OTZSIJL,O,X,X,X,X,O
OTZSLIJ,O,O,X,X,X,X
OTZSLJI,O,O,X,O,X,X
OTZSJIL,O,O,X,O,X,O
OTZSJLI,O,O,X,O,X,X
OITLJSZ,X,X,O,O,X,X
OITLJZS,X,X,X,X,O,X
OITLSJZ,O,X,O,O,X,X
OITLSZJ,O,X,O,X,X,X
OITLZJS,X,X,X,X,O,X
OITLZSJ,O,X,X,X,X,X
OITJLSZ,X,X,O,O,X,X
OITJLZS,X,X,X,X,O,X
OITJSLZ,X,X,O,O,X,X
OITJSZL,X,X,O,O,X,O
OITJZLS,X,X,X,X,O,X
OITJZSL,X,X,X,X,X,O
OITSLJZ,O,X,O,O,X,X
OITSLZJ,O,X,O,X,X,X
OITSJLZ,O,X,O,O,X,X
OITSJZL,X,X,O,O,X,O
OITSZLJ,O,X,O,X,X,X
OITSZJL,X,X,O,X,X,O
OITZLJS,X,X,X,X,O,X
OITZLSJ,O,X,X,X,X,X
OITZJLS,X,X,X,X,O,X
OITZJSL,X,X,X,X,X,O
OITZSLJ,O,X,X,X,X,X
OITZSJL,O,X,X,X,X,O
OILTJSZ,X,X,O,O,X,X
OILTJZS,X,X,X,X,O,X
OILTSJZ,O,X,O,O,X,X
OILTSZJ,O,X,O,X,X,X
OILTZJS,X,X,X,X,O,X
OILTZSJ,O,X,X,X,X,X
OILJTSZ,X,X,O,O,X,X
OILJTZS,X,X,X,X,O,X
OILJSTZ,X,O,O,X,X,X
OILJSZT,X,O,O,X,O,O
OILJZTS,X,X,X,X,O,X
OILJZST,X,O,O,X,O,O
OILSTJZ,O,O,O,X,X,X
OILSTZJ,O,O,O,X,X,X
OILSJTZ,O,O,O,X,X,X
OILSJZT,O,O,O,X,O,O
OILSZTJ,O,O,O,X,X,X
OILSZJT,O,O,O,X,O,O
OILZTJS,X,X,X,X,O,X
OILZTSJ,O,X,X,X,X,X
OILZJTS,X,X,X,X,O,X
OILZJST,X,O,O,X,O,O
OILZSTJ,O,O,O,X,X,X
OILZSJT,O,O,O,X,O,O
OIJTLSZ,X,X,O,O,X,X
OIJTLZS,X,X,X,X,O,X
OIJTSLZ,X,X,O,O,X,X
OIJTSZL,X,X,O,O,X,O
OIJTZLS,X,X,X,X,O,X
OIJTZSL,X,X,X,X,X,O
OIJLTSZ,X,X,O,O,X,X
OIJLTZS,X,X,X,X,O,X
OIJLSTZ,X,O,O,X,X,X
OIJLSZT,X,O,O,X,O,O
OIJLZTS,X,X,X,X,O,X
OIJLZST,X,O,O,X,O,O
OIJSTLZ,X,O,O,O,X,X
OIJSTZL,X,X,O,O,X,O
OIJSLTZ,X,O,O,X,X,X
OIJSLZT,X,O,O,X,O,O
OIJSZTL,X,X,O,X,X,O
OIJSZLT,X,O,O,X,O,O
OIJZTLS,X,X,X,X,O,X
OIJZTSL,X,X,X,X,X,O
OIJZLTS,X,X,X,X,O,X
OIJZLST,X,O,O,X,O,O
OIJZSTL,X,O,O,X,X,O
OIJZSLT,X,O,O,X,O,O
OISTLJZ,O,O,O,O,X,X
OISTLZJ,O,O,O,X,X,X
OISTJLZ,O,X,O,O,X,X
OISTJZL,X,X,O,O,X,O
OISTZLJ,O,X,O,X,X,X
OISTZJL,X,X,O,X,X,O
OISLTJZ,O,O,O,X,X,X
OISLTZJ,O,O,O,X,X,X
OISLJTZ,O,O,O,X,X,X
OISLJZT,O,O,O,X,O,O
OISLZTJ,O,O,O,X,X,X
OISLZJT,O,O,O,X,O,O
OISJTLZ,X,O,O,O,X,X
OISJTZL,X,X,O,O,X,O
OISJLTZ,O,O,O,X,X,X
OISJLZT,O,O,O,X,O,O
OISJZTL,X,X,O,X,X,O
OISJZLT,X,O,O,X,O,O
OISZTLJ,X,X,O,X,X,X
OISZTJL,X,X,O,X,X,O
OISZLTJ,O,O,O,X,X,X
OISZLJT,O,O,O,X,O,O
OISZJTL,X,X,O,X,X,O
OISZJLT,X,X,O,X,O,O
OIZTLJS,X,X,X,X,O,X
OIZTLSJ,O,X,X,X,X,X
OIZTJLS,X,X,X,X,O,X
OIZTJSL,X,X,X,X,X,O
OIZTSLJ,O,X,X,X,X,X
OIZTSJL,O,X,X,X,X,O
OIZLTJS,X,X,X,X,O,X
OIZLTSJ,O,X,X,X,X,X
OIZLJTS,X,X,X,X,O,X
OIZLJST,X,O,O,X,O,O
OIZLSTJ,O,O,O,X,X,X
OIZLSJT,O,O,O,X,O,O
OIZJTLS,X,X,X,X,O,X
OIZJTSL,X,X,X,X,X,O
OIZJLTS,X,X,X,X,O,X
OIZJLST,X,O,O,X,O,O
OIZJSTL,X,O,O,X,X,O
OIZJSLT,X,O,O,X,O,O
OIZSTLJ,O,O,O,X,X,X
OIZSTJL,O,X,O,X,X,O
OIZSLTJ,O,O,O,X,X,X
OIZSLJT,O,O,O,X,O,O
OIZSJTL,X,O,O,X,X,O
OIZSJLT,O,O,O,X,O,O
OLTIJSZ,X,X,O,O,X,X
OLTIJZS,X,X,X,X,O,X
OLTISJZ,O,X,O,O,X,X
OLTISZJ,O,X,O,X,X,X
OLTIZJS,X,X,X,X,O,X
OLTIZSJ,O,X,X,X,X,X
OLTJISZ,X,X,O,O,X,X
OLTJIZS,X,X,X,X,O,X
OLTJSIZ,O,O,O,O,X,X
OLTJSZI,X,X,O,O,X,X
OLTJZIS,X,X,X,X,O,X
OLTJZSI,O,O,X,O,X,X
OLTSIJZ,O,O,O,O,X,X
OLTSIZJ,O,O,O,X,X,X
OLTSJIZ,O,O,O,O,X,X
OLTSJZI,X,X,O,O,X,X
OLTSZIJ,O,X,O,X,X,X
OLTSZJI,O,X,O,O,X,X
OLTZIJS,X,X,X,X,O,X
OLTZISJ,O,X,X,X,X,X
OLTZJIS,X,X,X,X,O,X
OLTZJSI,O,O,X,O,X,X
OLTZSIJ,O,O,X,X,X,X
OLTZSJI,O,O,X,O,X,X
OLITJSZ,X,X,O,O,X,X
OLITJZS,X,X,X,X,O,X
OLITSJZ,O,X,O,O,X,X
OLITSZJ,O,X,O,X,X,X
OLITZJS,X,X,X,X,O,X
OLITZSJ,O,X,X,X,X,X
OLIJTSZ,X,X,O,O,X,X
OLIJTZS,X,X,X,X,O,X
OLIJSTZ,X,O,O,X,X,X
OLIJSZT,X,O,O,X,O,O
OLIJZTS,X,X,X,X,O,X
OLIJZST,X,O,O,X,O,O
OLISTJZ,O,O,O,X,X,X
OLISTZJ,O,O,O,X,X,X
OLISJTZ,O,O,O,X,X,X
OLISJZT,O,O,O,X,O,O
OLISZTJ,O,O,O,X,X,X
OLISZJT,O,O,O,X,O,O
OLIZTJS,X,X,X,X,O,X
OLIZTSJ,O,X,X,X,X,X
OLIZJTS,X,X,X,X,O,X
OLIZJST,X,O,O,X,O,O
OLIZSTJ,O,O,O,X,X,X
OLIZSJT,O,O,O,X,O,O
OLJTISZ,X,X,O,O,X,X
OLJTIZS,X,X,X,X,O,X
OLJTSIZ,O,O,O,O,X,X
OLJTSZI,X,X,O,O,X,X
OLJTZIS,X,X,X,X,O,X
OLJTZSI,O,O,X,O,X,X
OLJITSZ,X,X,O,O,X,X
OLJITZS,X,X,X,X,O,X
OLJISTZ,X,O,O,X,X,X
OLJISZT,X,O,O,X,O,O
OLJIZTS,X,X,X,X,O,X
OLJIZST,X,O,O,X,O,O
OLJSTIZ,O,O,O,O,X,X
OLJSTZI,X,X,O,O,X,X
OLJSITZ,O,O,O,X,X,X
OLJSIZT,O,O,O,X,O,O
OLJSZTI,X,O,O,X,X,X
OLJSZIT,X,O,O,X,O,O
OLJZTIS,X,X,X,X,O,X
OLJZTSI,O,O,X,O,X,X
OLJZITS,X,X,X,X,O,X
OLJZIST,X,O,O,X,O,O
OLJZSTI,O,O,O,X,X,X
OLJZSIT,O,O,O,X,O,O
OLSTIJZ,O,O,O,O,X,X
OLSTIZJ,O,O,O,X,X,X
OLSTJIZ,O,O,O,O,X,X
OLSTJZI,X,X,O,O,X,X
OLSTZIJ,O,X,O,X,X,X
OLSTZJI,O,X,O,O,X,X
OLSITJZ,O,O,O,X,X,X
OLSITZJ,O,O,O,X,X,X
OLSIJTZ,O,O,O,X,X,X
OLSIJZT,O,O,O,X,O,O
OLSIZTJ,O,O,O,X,X,X
OLSIZJT,O,O,O,X,O,O
OLSJTIZ,O,O,O,O,X,X
OLSJTZI,X,X,O,O,X,X
OLSJITZ,O,O,O,X,X,X
OLSJIZT,O,O,O,X,O,O
OLSJZTI,X,O,O,X,X,X
OLSJZIT,X,O,O,X,O,O
OLSZTIJ,O,O,O,X,X,X
OLSZTJI,O,O,O,X,X,X
OLSZITJ,O,O,O,X,X,X
OLSZIJT,O,O,O,X,O,O
OLSZJTI,O,O,O,X,X,X
OLSZJIT,O,O,O,X,O,O
OLZTIJS,X,X,X,X,O,X
OLZTISJ,O,X,X,X,X,X
OLZTJIS,X,X,X,X,O,X
OLZTJSI,O,O,X,O,X,X
OLZTSIJ,O,O,X,X,X,X
OLZTSJI,O,O,X,O,X,X
OLZITJS,X,X,X,X,O,X
OLZITSJ,O,X,X,X,X,X
OLZIJTS,X,X,X,X,O,X
OLZIJST,X,O,O,X,O,O
OLZISTJ,O,O,O,X,X,X
OLZISJT,O,O,O,X,O,O
OLZJTIS,X,X,X,X,O,X
OLZJTSI,O,O,X,O,X,X
OLZJITS,X,X,X,X,O,X
OLZJIST,X,O,O,X,O,O
OLZJSTI,O,O,O,X,X,X
OLZJSIT,O,O,O,X,O,O
OLZSTIJ,O,O,O,X,X,X
OLZSTJI,O,O,O,X,X,X
OLZSITJ,O,O,O,X,X,X
OLZSIJT,O,O,O,X,O,O
OLZSJTI,O,O,O,X,X,X
OLZSJIT,O,O,O,X,O,O
OJTILSZ,X,X,O,O,X,X
OJTILZS,X,X,X,X,O,X
OJTISLZ,X,X,O,O,X,X
OJTISZL,X,X,O,O,X,O
OJTIZLS,X,X,X,X,O,X
OJTIZSL,X,X,X,X,X,O
OJTLISZ,X,X,O,O,X,X
OJTLIZS,X,X,X,X,O,X
OJTLSIZ,O,O,O,O,X,X
OJTLSZI,X,X,O,O,X,X
OJTLZIS,X,X,X,X,O,X
OJTLZSI,O,O,X,O,X,X
OJTSILZ,O,O,O,O,X,X
OJTSIZL,X,X,O,O,X,O
OJTSLIZ,O,O,O,O,X,X
OJTSLZI,X,X,O,O,X,X
OJTSZIL,X,X,O,O,X,O
OJTSZLI,X,X,O,O,X,X
OJTZILS,X,X,X,X,O,X
OJTZISL,X,X,X,X,X,O
OJTZLIS,X,X,X,X,O,X
OJTZLSI,O,O,X,O,X,X
OJTZSIL,O,O,X,O,X,O
OJTZSLI,O,O,X,O,X,X
OJITLSZ,X,X,O,O,X,X
OJITLZS,X,X,X,X,O,X
OJITSLZ,X,X,O,O,X,X
OJITSZL,X,X,O,O,X,O
OJITZLS,X,X,X,X,O,X
OJITZSL,X,X,X,X,X,O
OJILTSZ,X,X,O,O,X,X
OJILTZS,X,X,X,X,O,X
OJILSTZ,X,O,O,X,X,X
OJILSZT,X,O,O,X,O,O
OJILZTS,X,X,X,X,O,X
OJILZST,X,O,O,X,O,O
OJISTLZ,X,O,O,O,X,X
OJISTZL,X,X,O,O,X,O
OJISLTZ,X,O,O,X,X,X
OJISLZT,X,O,O,X,O,O
OJISZTL,X,X,O,X,X,O
OJISZLT,X,O,O,X,O,O
OJIZTLS,X,X,X,X,O,X
OJIZTSL,X,X,X,X,X,O
OJIZLTS,X,X,X,X,O,X
OJIZLST,X,O,O,X,O,O
OJIZSTL,X,O,O,X,X,O
OJIZSLT,X,O,O,X,O,O
OJLTISZ,X,X,O,O,X,X
OJLTIZS,X,X,X,X,O,X
OJLTSIZ,O,O,O,O,X,X
OJLTSZI,X,X,O,O,X,X
OJLTZIS,X,X,X,X,O,X
OJLTZSI,O,O,X,O,X,X
OJLITSZ,X,X,O,O,X,X
OJLITZS,X,X,X,X,O,X
OJLISTZ,X,O,O,X,X,X
OJLISZT,X,O,O,X,O,O
OJLIZTS,X,X,X,X,O,X
OJLIZST,X,O,O,X,O,O
OJLSTIZ,O,O,O,O,X,X
OJLSTZI,X,X,O,O,X,X
OJLSITZ,O,O,O,X,X,X
OJLSIZT,O,O,O,X,O,O
OJLSZTI,X,O,O,X,X,X
OJLSZIT,X,O,O,X,O,O
OJLZTIS,X,X,X,X,O,X
OJLZTSI,O,O,X,O,X,X
OJLZITS,X,X,X,X,O,X
OJLZIST,X,O,O,X,O,O
OJLZSTI,O,O,O,X,X,X
OJLZSIT,O,O,O,X,O,O
OJSTILZ,O,O,O,O,X,X
OJSTIZL,X,X,O,O,X,O
OJSTLIZ,O,O,O,O,X,X
OJSTLZI,X,X,O,O,X,X
OJSTZIL,X,X,O,O,X,O
OJSTZLI,X,X,O,O,X,X
OJSITLZ,X,O,O,O,X,X
OJSITZL,X,X,O,O,X,O
OJSILTZ,O,O,O,X,X,X
OJSILZT,O,O,O,X,O,O
OJSIZTL,X,X,O,X,X,O
OJSIZLT,X,O,O,X,O,O
OJSLTIZ,O,O,O,O,X,X
OJSLTZI,X,X,O,O,X,X
OJSLITZ,O,O,O,X,X,X
OJSLIZT,O,O,O,X,O,O
OJSLZTI,X,O,O,X,X,X
OJSLZIT,X,O,O,X,O,O
OJSZTIL,X,O,O,O,X,O
OJSZTLI,X,O,O,O,X,X
OJSZITL,X,O,O,X,X,O
OJSZILT,X,O,O,X,O,O
OJSZLTI,X,O,O,X,X,X
OJSZLIT,X,O,O,X,O,O
OJZTILS,X,X,X,X,O,X
OJZTISL,X,X,X,X,X,O
OJZTLIS,X,X,X,X,O,X
