sequence,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFFjBmlBfsB6?sBctBTqB,v115@9gC8GeB8HeB8HeB8BeB8CeA8Je3AJvhFcmBxiBVsBG?oBTqByxB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFSnBTjBOqB8?qBFsBXtB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFSnBTjB2qBU?sBFtB3qB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeGBJvhFxiBilBToB3?qBFsB0sB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JezBJvhFFjBilB+sBc?tBRrB3qB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFGjBKqBzlBf?sBVtB0sB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeFCJvhFXjBxlBStBU?mBTqB2xB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFmlBfsBlnBc?tBTqBCtB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFTjBWsBiqBX?tBcsBlqB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeuFJvhFFjBKqBxmBc?tB3mBTsB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeuFJvhF1mBXjBKqBc?tBxrBTsB,v115@9gC8GeB8HeB8HeB8BeB8CeA8JeRBJvhFWsBToBiqBc?sBlqBXtB
LTJIZOS,X,O,O,X,X,X,X,X,X,X,X,O,X
LTJIOSZ,X,O,X,X,X,X,O,O,X,X,X,X,X
LTJIOZS,X,O,X,X,X,X,O,O,X,X,X,O,X
LTJSIZO,X,O,O,X,X,X,O,X,X,O,X,X,X
LTJSIOZ,X,O,O,X,X,X,O,O,X,O,X,X,X
LTJSZIO,X,O,O,X,X,X,O,X,X,O,X,X,X
LTJSZOI,X,O,O,X,X,X,O,O,X,O,X,X,X
LTJSOIZ,X,O,O,X,X,X,O,O,X,O,X,X,X
LTJSOZI,X,O,O,X,X,X,O,O,X,O,X,X,X
LTJZISO,O,O,O,O,X,X,X,X,X,X,X,O,X
LTJZIOS,X,O,O,O,X,X,X,X,X,X,O,O,X
LTJZSIO,O,O,O,O,X,X,O,X,X,X,X,O,X
LTJZSOI,O,O,O,O,X,X,O,O,X,X,O,X,X
LTJZOIS,X,O,O,O,X,X,O,O,X,X,O,X,X
LTJZOSI,O,O,O,O,X,X,O,O,X,X,O,X,X
LTJOISZ,X,O,X,X,O,X,O,O,X,X,X,X,O
LTJOIZS,X,O,X,X,X,X,O,O,X,X,O,X,O
LTJOSIZ,X,O,O,X,X,X,O,O,X,X,X,X,O
LTJOSZI,X,O,O,X,X,X,O,O,X,X,X,X,O
LTJOZIS,X,O,O,O,X,X,O,O,X,X,O,X,O
LTJOZSI,X,O,O,O,X,X,O,O,X,X,O,X,O
LTSIJZO,X,X,O,X,X,X,O,X,X,X,X,X,X
LTSIJOZ,X,X,O,X,O,X,O,X,X,X,X,X,X
LTSIZJO,X,O,O,X,X,X,O,X,X,X,X,X,X
LTSIZOJ,X,O,O,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,X,O,X,O,X,O,O,X,X,X,X,X
LTSIOZJ,X,O,O,X,O,X,O,O,X,X,X,X,X
LTSJIZO,X,O,O,X,X,X,O,X,X,O,X,X,X
LTSJIOZ,X,O,O,X,O,X,O,X,X,O,X,X,X
LTSJZIO,X,O,O,X,X,X,O,X,X,O,X,X,X
LTSJZOI,X,O,O,X,O,X,O,X,X,O,X,X,X
LTSJOIZ,X,O,O,X,O,X,O,O,X,O,X,X,X
LTSJOZI,X,O,O,X,O,X,O,X,X,O,X,X,X
LTSZIJO,X,O,O,X,X,X,O,X,X,X,X,X,X
LTSZIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X
LTSZJIO,X,O,O,X,X,X,O,X,X,X,X,X,X
LTSZJOI,X,O,O,X,O,X,O,X,X,X,X,X,X
LTSZOIJ,X,O,O,X,O,X,O,O,X,X,X,X,X
LTSZOJI,X,O,O,X,O,X,O,X,X,X,X,X,X
LTSOIJZ,X,X,O,X,O,X,O,O,X,X,X,X,X
LTSOIZJ,X,O,O,X,O,X,O,O,X,X,X,X,X
LTSOJIZ,X,O,O,X,O,X,O,O,X,O,X,X,X
LTSOJZI,X,O,O,X,O,X,O,X,X,O,X,X,X
LTSOZIJ,X,O,O,X,O,X,O,O,X,X,X,X,X
LTSOZJI,X,O,O,X,O,X,O,X,X,X,X,X,X
LTZIJSO,O,O,O,O,X,X,X,X,X,X,X,O,X
LTZIJOS,X,O,X,O,X,X,X,X,X,X,O,O,X
LTZISJO,O,O,O,X,X,X,X,X,X,X,X,O,X
LTZISOJ,O,O,O,O,X,X,X,X,X,X,X,O,X
LTZIOJS,O,O,X,O,X,X,X,X,X,X,O,O,X
LTZIOSJ,O,O,O,O,X,X,X,X,X,X,O,O,X
LTZJISO,O,O,O,O,X,X,X,X,X,X,X,O,X
LTZJIOS,X,O,O,O,X,X,X,X,X,X,O,O,X
LTZJSIO,O,O,O,O,X,X,O,X,X,X,X,O,X
LTZJSOI,O,O,O,O,X,X,O,X,X,X,O,X,X
LTZJOIS,O,O,O,O,X,X,O,X,X,X,O,X,X
LTZJOSI,O,O,O,O,X,X,O,X,X,X,O,X,X
LTZSIJO,O,O,O,X,X,X,O,X,X,X,X,O,X
LTZSIOJ,O,O,O,O,X,X,X,X,X,X,X,O,X
LTZSJIO,O,O,O,O,X,X,O,X,X,X,X,O,X
LTZSJOI,O,O,O,O,X,X,O,X,X,X,O,X,X
LTZSOIJ,O,O,O,O,X,X,O,X,X,X,O,X,X
LTZSOJI,O,O,O,O,X,X,O,X,X,X,O,X,X
LTZOIJS,O,O,X,O,X,X,O,X,X,X,O,X,X
LTZOISJ,O,O,O,O,X,X,X,X,X,X,O,X,X
LTZOJIS,O,O,X,O,X,X,O,X,X,X,O,X,X
LTZOJSI,O,O,X,O,X,X,O,X,X,X,O,X,X
LTZOSIJ,O,O,O,O,X,X,O,X,X,X,O,X,X
LTZOSJI,O,O,O,O,X,X,O,X,X,X,O,X,X
LTOIJSZ,X,O,X,X,O,X,O,O,X,X,X,X,X
LTOIJZS,X,O,X,X,X,X,O,O,X,X,O,X,X
LTOISJZ,X,X,O,X,O,X,O,O,X,X,X,X,X
LTOISZJ,X,O,O,X,O,X,O,O,X,X,X,X,X
LTOIZJS,X,O,X,X,X,X,O,X,X,X,O,X,X
LTOIZSJ,X,O,X,X,X,X,X,O,X,X,O,X,X
LTOJISZ,X,O,X,X,O,X,O,O,X,X,X,X,O
LTOJIZS,X,O,X,X,X,X,O,O,X,X,O,X,O
LTOJSIZ,X,O,O,X,X,X,O,O,X,X,X,X,O
LTOJSZI,X,O,O,X,X,X,O,O,X,X,X,X,O
LTOJZIS,O,O,O,O,X,X,O,O,X,X,O,X,O
LTOJZSI,O,O,O,O,X,X,O,O,X,X,O,X,O
LTOSIJZ,X,X,O,X,O,X,O,O,X,X,X,X,X
LTOSIZJ,X,O,O,X,O,X,O,O,X,X,X,X,X
LTOSJIZ,X,O,O,X,O,X,O,O,X,X,X,X,X
LTOSJZI,X,O,O,X,O,X,O,X,X,X,X,X,X
LTOSZIJ,X,O,O,X,O,X,O,O,X,X,X,X,X
LTOSZJI,X,O,O,X,O,X,O,X,X,X,X,X,X
LTOZIJS,O,O,X,O,X,X,O,X,X,X,O,X,X
LTOZISJ,O,O,O,O,X,X,X,X,X,X,O,X,X
LTOZJIS,O,O,X,O,X,X,O,X,X,X,O,X,X
LTOZJSI,O,O,X,O,X,X,O,X,X,X,O,X,X
LTOZSIJ,O,O,O,O,X,X,O,X,X,X,O,X,X
LTOZSJI,O,O,O,O,X,X,O,X,X,X,O,X,X
LITJSZO,X,O,X,X,X,X,O,X,X,X,X,O,X
LITJSOZ,X,O,X,X,X,X,O,X,X,X,X,X,X
LITJZSO,X,O,X,X,X,O,X,X,X,X,X,O,X
LITJZOS,X,O,X,X,X,O,X,X,X,X,X,O,X
LITJOSZ,X,O,X,X,X,X,O,X,X,X,X,X,X
LITJOZS,X,O,X,X,X,O,O,X,X,X,X,O,X
LITSJZO,X,X,X,X,X,X,O,X,X,X,X,O,X
LITSJOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LITSZJO,X,O,X,X,X,X,O,X,X,X,X,O,X
LITSZOJ,X,O,X,X,X,X,X,X,X,X,X,O,X
LITSOJZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LITSOZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LITZJSO,X,O,X,X,X,O,X,X,X,X,X,O,X
LITZJOS,X,O,X,X,X,O,X,X,X,X,X,O,X
LITZSJO,X,O,X,X,X,X,X,X,X,X,X,O,X
LITZSOJ,X,O,X,X,X,X,X,X,X,X,X,O,X
LITZOJS,X,O,X,X,X,O,X,X,X,X,X,O,X
LITZOSJ,X,O,X,X,X,X,X,X,X,X,X,O,X
LITOJSZ,X,O,X,X,X,X,O,X,X,X,X,X,X
LITOJZS,X,O,X,X,X,O,O,X,X,X,X,O,X
LITOSJZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LITOSZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LITOZJS,X,O,X,X,X,O,O,X,X,X,X,O,X
LITOZSJ,X,O,X,X,X,X,X,X,X,X,X,O,X
LIJTSZO,X,O,X,X,X,X,X,X,X,X,X,O,X
LIJTSOZ,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJTZSO,X,O,X,X,X,O,X,X,X,X,X,O,X
LIJTZOS,X,O,X,X,X,O,X,X,X,X,X,O,X
LIJTOSZ,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJTOZS,X,O,X,X,X,O,X,O,X,X,X,O,X
LIJSTZO,X,O,X,X,X,X,X,X,X,O,X,O,X
LIJSTOZ,X,O,X,X,X,X,X,O,X,O,X,X,X
LIJSZTO,X,X,X,X,X,O,X,X,X,O,X,O,X
LIJSZOT,X,X,X,X,X,O,X,X,X,O,X,O,X
LIJSOTZ,X,O,X,X,X,X,X,O,X,O,X,X,X
LIJSOZT,X,X,X,X,X,O,X,O,X,O,X,X,X
LIJZTSO,O,O,X,X,X,O,X,X,X,X,X,O,X
LIJZTOS,X,O,X,X,X,O,X,X,X,X,O,O,X
LIJZSTO,X,X,X,X,X,O,X,X,X,X,X,O,X
LIJZSOT,X,X,X,X,X,O,X,X,X,X,X,O,X
LIJZOTS,X,O,X,X,X,O,X,X,X,X,O,O,X
LIJZOST,X,X,X,X,X,O,X,X,X,X,O,O,X
LIJOTSZ,X,O,X,X,X,X,X,O,X,X,X,X,O
LIJOTZS,X,O,X,X,X,O,X,O,X,X,O,O,O
LIJOSTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJOSZT,X,X,X,X,X,O,X,O,X,X,O,X,X
LIJOZTS,X,O,X,X,X,O,X,O,X,X,O,O,O
LIJOZST,X,X,X,X,X,O,X,O,X,X,O,O,X
LISTJZO,X,X,X,X,X,X,O,X,X,X,X,O,X
LISTJOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LISTZJO,X,X,X,X,X,X,O,X,X,X,X,O,X
LISTZOJ,X,X,X,X,X,X,X,X,X,X,X,O,X
LISTOJZ,X,X,X,X,X,X,O,O,X,X,X,X,X
LISTOZJ,X,X,X,X,X,X,O,O,X,X,X,X,X
LISJTZO,X,X,X,X,X,X,O,X,X,O,X,O,X
LISJTOZ,X,X,X,X,X,X,O,X,X,O,X,X,X
LISJZTO,X,X,X,X,X,O,X,X,X,O,X,O,X
LISJZOT,X,X,X,X,X,O,X,X,X,O,X,O,X
LISJOTZ,X,X,X,X,X,X,X,X,X,O,X,X,X
LISJOZT,X,X,X,X,X,O,X,X,X,O,X,X,X
LISZTJO,X,X,X,X,X,X,O,X,X,X,X,O,X
LISZTOJ,X,X,X,X,X,X,X,X,X,X,X,O,X
LISZJTO,X,X,X,X,X,O,X,X,X,X,X,O,X
LISZJOT,X,X,X,X,X,O,X,X,X,X,X,O,X
LISZOTJ,X,X,X,X,X,X,X,X,X,X,X,O,X
LISZOJT,X,X,X,X,X,O,X,X,X,X,X,O,X
LISOTJZ,X,X,X,X,X,X,O,O,X,X,X,X,X
LISOTZJ,X,X,X,X,X,X,O,O,X,X,X,X,X
LISOJTZ,X,X,X,X,X,X,O,O,X,O,X,X,X
LISOJZT,X,X,X,X,X,O,X,X,X,O,X,X,X
LISOZTJ,X,X,X,X,X,X,O,O,X,X,X,X,X
LISOZJT,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZTJSO,O,X,X,X,X,O,X,X,X,X,X,O,X
LIZTJOS,X,X,X,X,X,O,X,X,X,X,O,O,X
LIZTSJO,O,X,X,X,X,X,X,X,X,X,X,O,X
LIZTSOJ,O,X,X,X,X,X,X,X,X,X,X,O,X
LIZTOJS,O,X,X,X,X,O,X,X,X,X,O,O,X
LIZTOSJ,O,X,X,X,X,X,X,X,X,X,O,O,X
LIZJTSO,O,X,X,X,X,O,X,X,X,X,X,O,X
LIZJTOS,X,X,X,X,X,O,X,X,X,X,O,O,X
LIZJSTO,X,X,X,X,X,O,X,X,X,X,X,O,X
LIZJSOT,X,X,X,X,X,O,X,X,X,X,X,O,X
LIZJOTS,X,X,X,X,X,O,X,X,X,X,O,O,X
LIZJOST,X,X,X,X,X,O,X,X,X,X,O,O,X
LIZSTJO,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSJTO,X,X,X,X,X,O,X,X,X,X,X,O,X
LIZSJOT,X,X,X,X,X,O,X,X,X,X,X,O,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSOJT,X,X,X,X,X,O,X,X,X,X,X,O,X
LIZOTJS,O,X,X,X,X,O,X,X,X,X,O,O,X
LIZOTSJ,O,X,X,X,X,X,X,X,X,X,O,O,X
LIZOJTS,O,X,X,X,X,O,X,X,X,X,O,O,X
LIZOJST,X,X,X,X,X,O,X,X,X,X,O,O,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,O,O,X
LIZOSJT,X,X,X,X,X,O,X,X,X,X,O,O,X
LIOTJSZ,X,O,X,X,X,X,O,O,X,X,X,X,X
LIOTJZS,X,O,X,X,X,O,O,O,X,X,O,O,X
LIOTSJZ,X,X,X,X,X,X,O,O,X,X,X,X,X
LIOTSZJ,X,O,X,X,X,X,O,O,X,X,X,X,X
LIOTZJS,X,O,X,X,X,O,O,X,X,X,O,O,X
LIOTZSJ,X,O,X,X,X,X,X,O,X,X,O,O,X
LIOJTSZ,X,O,X,X,X,X,O,O,X,X,X,X,O
LIOJTZS,X,O,X,X,X,O,O,O,X,X,O,O,O
LIOJSTZ,X,O,X,X,X,X,O,O,X,X,X,X,X
LIOJSZT,X,X,X,X,X,O,X,O,X,X,O,X,X
LIOJZTS,O,O,X,X,X,O,X,O,X,X,O,O,O
LIOJZST,X,X,X,X,X,O,X,O,X,X,O,O,X
LIOSTJZ,X,X,X,X,X,X,O,O,X,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,O,O,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,O,O,X,X,X,X,X
LIOSJZT,X,X,X,X,X,O,X,O,X,X,O,X,X
LIOSZTJ,X,X,X,X,X,X,O,O,X,X,O,X,X
LIOSZJT,X,X,X,X,X,O,X,X,X,X,O,X,X
LIOZTJS,O,X,X,X,X,O,O,X,X,X,O,O,X
LIOZTSJ,O,X,X,X,X,X,X,O,X,X,O,O,X
LIOZJTS,O,X,X,X,X,O,X,O,X,X,O,O,X
LIOZJST,X,X,X,X,X,O,X,O,X,X,O,O,X
LIOZSTJ,X,X,X,X,X,X,O,O,X,X,O,O,X
LIOZSJT,X,X,X,X,X,O,X,X,X,X,O,O,X
LJTISZO,X,O,O,X,X,X,O,X,X,X,X,O,X
LJTISOZ,X,O,O,X,X,X,O,O,X,X,X,X,X
LJTIZSO,X,O,O,X,X,X,X,X,X,X,X,O,X
LJTIZOS,X,O,O,X,X,X,X,X,X,X,X,O,X
LJTIOSZ,X,O,X,X,X,X,O,O,X,X,X,X,X
LJTIOZS,X,O,X,X,X,X,O,O,X,X,X,O,X
LJTSIZO,X,O,O,X,X,X,O,X,X,O,X,X,X
LJTSIOZ,X,O,O,X,X,X,O,O,X,O,X,X,X
LJTSZIO,X,O,O,X,X,X,O,X,X,O,X,X,X
LJTSZOI,X,O,O,X,X,X,O,O,X,O,X,X,X
LJTSOIZ,X,O,O,X,X,X,O,O,X,O,X,X,X
LJTSOZI,X,O,O,X,X,X,O,O,X,O,X,X,X
LJTZISO,O,O,O,O,X,X,X,X,X,X,X,O,X
LJTZIOS,X,O,O,O,X,X,X,X,X,X,O,O,X
LJTZSIO,O,O,O,O,X,X,O,X,X,X,X,O,X
LJTZSOI,O,O,O,O,X,X,O,O,X,X,O,X,X
LJTZOIS,X,O,O,O,X,X,O,O,X,X,O,X,X
LJTZOSI,O,O,O,O,X,X,O,O,X,X,O,X,X
LJTOISZ,X,O,X,X,X,X,O,O,X,X,X,X,O
LJTOIZS,X,O,X,X,X,X,O,O,X,X,O,X,O
LJTOSIZ,X,O,O,X,X,X,O,O,X,X,X,X,O
LJTOSZI,X,O,O,X,X,X,O,O,X,X,X,X,O
LJTOZIS,X,O,O,O,X,X,O,O,X,X,O,X,O
LJTOZSI,X,O,O,O,X,X,O,O,X,X,O,X,O
LJITSZO,X,O,X,X,X,X,X,X,X,X,X,O,X
LJITSOZ,X,O,X,X,X,X,X,O,X,X,X,X,X
LJITZSO,X,O,X,X,X,O,X,X,X,X,X,O,X
LJITZOS,X,O,X,X,X,O,X,X,X,X,X,O,X
LJITOSZ,X,O,X,X,X,X,X,O,X,X,X,X,X
LJITOZS,X,O,X,X,X,O,X,O,X,X,X,O,X
LJISTZO,O,O,X,X,X,X,X,X,X,O,X,O,X
LJISTOZ,X,O,X,X,X,X,X,O,X,O,X,X,X
LJISZTO,O,X,X,X,X,O,X,X,X,O,X,O,X
LJISZOT,O,X,X,X,X,O,X,X,X,O,X,O,X
LJISOTZ,X,O,X,X,X,X,X,O,X,O,X,X,X
LJISOZT,O,X,X,X,X,O,X,O,X,O,X,X,X
LJIZTSO,O,O,X,X,X,O,X,X,X,X,X,O,X
LJIZTOS,X,O,X,X,X,O,X,X,X,X,O,O,X
LJIZSTO,O,X,X,X,X,O,X,X,X,X,X,O,X
LJIZSOT,X,X,X,X,X,O,X,X,X,X,X,O,X
LJIZOTS,X,O,X,X,X,O,X,X,X,X,O,O,X
LJIZOST,X,X,X,X,X,O,X,X,X,X,O,O,X
LJIOTSZ,X,O,X,X,X,X,X,O,X,X,X,X,O
LJIOTZS,X,O,X,X,X,O,X,O,X,X,O,O,O
LJIOSTZ,X,O,X,X,X,X,X,O,X,X,X,X,X
LJIOSZT,X,X,X,X,X,O,X,O,X,X,O,X,X
LJIOZTS,X,O,X,X,X,O,X,O,X,X,O,O,O
LJIOZST,X,X,X,X,X,O,X,O,X,X,O,O,X
LJSTIZO,O,O,O,X,X,X,O,X,X,O,X,X,X
LJSTIOZ,X,O,O,X,X,X,O,O,X,O,X,X,X
LJSTZIO,O,O,O,X,X,X,O,X,X,O,X,X,X
LJSTZOI,O,O,O,X,X,X,O,O,X,O,X,X,X
LJSTOIZ,X,O,O,X,X,X,O,O,X,O,X,X,X
LJSTOZI,X,O,O,X,X,X,O,O,X,O,X,X,X
LJSITZO,O,O,X,X,X,X,O,X,X,O,X,O,X
LJSITOZ,X,O,X,X,X,X,O,O,X,O,X,X,X
LJSIZTO,O,X,X,X,X,X,X,X,X,O,X,O,X
LJSIZOT,O,X,X,X,X,X,X,X,X,O,X,O,X
LJSIOTZ,X,O,X,X,X,X,X,O,X,O,X,X,X
LJSIOZT,O,X,X,X,X,X,X,O,X,O,X,X,X
LJSZTIO,O,X,O,X,X,X,X,X,X,O,X,O,X
LJSZTOI,O,X,O,X,X,X,X,O,X,O,O,X,X
LJSZITO,O,X,O,X,X,X,X,X,X,O,X,O,X
LJSZIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
LJSZOTI,O,X,O,X,X,X,X,O,X,O,O,X,X
LJSZOIT,O,X,X,X,X,X,X,O,X,O,O,O,X
LJSOTIZ,X,O,O,X,X,X,O,O,X,O,X,X,O
LJSOTZI,X,O,O,X,X,X,O,O,X,O,X,X,O
LJSOITZ,X,O,X,X,X,X,O,O,X,O,X,X,X
LJSOIZT,O,X,X,X,X,X,X,O,X,O,O,X,X
LJSOZTI,O,X,O,X,X,X,X,O,X,O,O,X,O
LJSOZIT,O,X,X,X,X,X,X,O,X,O,O,X,X
LJZTISO,O,O,O,O,X,O,X,X,X,X,X,O,X
LJZTIOS,X,O,O,O,X,O,X,X,X,X,O,O,X
LJZTSIO,O,O,O,O,X,X,X,X,X,X,X,O,X
LJZTSOI,O,O,O,O,X,X,X,O,X,X,O,X,X
LJZTOIS,O,O,O,O,X,X,X,O,X,X,O,X,X
LJZTOSI,O,O,O,O,X,X,X,O,X,X,O,X,X
LJZITSO,O,O,O,O,X,O,X,X,X,X,X,O,X
LJZITOS,X,O,O,O,X,O,X,X,X,X,O,O,X
LJZISTO,O,X,O,O,X,O,X,X,X,X,X,O,X
LJZISOT,X,X,X,X,X,O,X,X,X,X,X,O,X
LJZIOTS,X,O,X,O,X,O,X,X,X,X,O,O,X
LJZIOST,X,X,X,X,X,O,X,X,X,X,O,O,X
LJZSTIO,O,X,O,O,X,X,X,X,X,O,X,O,X
LJZSTOI,O,X,O,O,X,X,X,O,X,O,O,X,X
LJZSITO,O,X,O,O,X,X,X,X,X,O,X,O,X
LJZSIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
LJZSOTI,O,X,O,X,X,X,X,O,X,O,O,X,X
LJZSOIT,O,X,X,X,X,X,X,O,X,O,O,O,X
LJZOTIS,O,O,X,O,X,X,X,O,X,X,O,X,O
LJZOTSI,O,O,X,O,X,X,X,O,X,X,O,X,O
LJZOITS,O,O,X,O,X,X,X,O,X,X,O,O,O
LJZOIST,X,X,X,X,X,X,X,O,X,X,O,O,X
LJZOSTI,O,X,X,X,X,X,X,O,X,X,O,X,O
LJZOSIT,X,X,X,X,X,X,X,O,X,X,O,O,X
LJOTISZ,X,O,X,X,X,X,O,O,X,X,X,X,O
LJOTIZS,X,O,X,X,X,X,O,O,X,X,O,X,O
LJOTSIZ,X,O,X,X,X,X,O,O,X,X,X,X,O
LJOTSZI,X,O,X,X,X,X,O,O,X,X,X,X,O
LJOTZIS,O,O,X,X,X,X,O,O,X,X,O,X,O
LJOTZSI,O,O,X,X,X,X,O,O,X,X,O,X,O
LJOITSZ,X,O,X,X,X,X,O,O,X,X,X,X,O
LJOITZS,X,O,X,X,X,X,O,O,X,X,O,O,O
LJOISTZ,X,O,X,X,X,X,O,O,X,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,O,X,X,O,X,X
LJOIZTS,O,O,X,X,X,X,X,O,X,X,O,O,O
LJOIZST,X,X,X,X,X,X,X,O,X,X,O,O,X
LJOSTIZ,X,O,X,X,X,X,O,O,X,O,X,X,O
LJOSTZI,X,O,X,X,X,X,O,O,X,O,X,X,O
LJOSITZ,X,O,X,X,X,X,O,O,X,O,X,X,X
LJOSIZT,X,X,X,X,X,X,X,O,X,O,O,X,X
LJOSZTI,O,X,X,X,X,X,X,O,X,O,O,X,O
LJOSZIT,X,X,X,X,X,X,X,O,X,O,O,X,X
LJOZTIS,O,O,X,X,X,X,X,O,X,X,O,X,O
LJOZTSI,O,O,X,X,X,X,X,O,X,X,O,X,O
LJOZITS,O,O,X,X,X,X,X,O,X,X,O,O,O
LJOZIST,X,X,X,X,X,X,X,O,X,X,O,O,X
LJOZSTI,O,X,X,X,X,X,X,O,X,X,O,X,O
LJOZSIT,X,X,X,X,X,X,X,O,X,X,O,O,X
LSTIJZO,X,X,O,X,X,X,O,X,X,X,X,X,X
LSTIJOZ,X,X,O,X,O,X,O,X,X,X,X,X,X
LSTIZJO,O,O,O,X,X,X,O,X,X,X,X,X,X
LSTIZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,X,X,O,X,O,X,O,O,X,X,X,X,X
LSTIOZJ,X,O,O,X,O,X,O,O,X,X,X,X,X
LSTJIZO,O,O,O,X,X,X,O,X,X,O,X,X,X
LSTJIOZ,X,O,O,X,O,X,O,X,X,O,X,X,X
LSTJZIO,O,O,O,X,X,X,O,X,X,O,X,X,X
LSTJZOI,O,O,O,X,O,X,O,X,X,O,X,X,X
LSTJOIZ,X,O,O,X,O,X,O,O,X,O,X,X,X
LSTJOZI,X,O,O,X,O,X,O,X,X,O,X,X,X
LSTZIJO,O,O,O,X,X,X,O,X,X,X,X,X,X
LSTZIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTZJIO,O,O,O,X,X,X,O,X,X,X,X,X,X
LSTZJOI,O,O,O,X,O,X,O,X,X,X,X,X,X
LSTZOIJ,O,O,O,X,O,X,O,O,X,X,X,X,X
LSTZOJI,O,O,O,X,O,X,O,X,X,X,X,X,X
LSTOIJZ,X,X,O,X,O,X,O,O,X,X,X,X,X
LSTOIZJ,O,O,O,X,O,X,O,O,X,X,X,X,X
LSTOJIZ,O,O,O,X,O,X,O,O,X,O,X,X,X
LSTOJZI,O,O,O,X,O,X,O,X,X,O,X,X,X
LSTOZIJ,O,O,O,X,O,X,O,O,X,X,X,X,X
LSTOZJI,O,O,O,X,O,X,O,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,O,X,X,X,X,O,X
LSITJOZ,X,X,X,X,O,X,O,X,X,X,X,X,X
LSITZJO,O,X,X,X,X,X,O,X,X,X,X,O,X
LSITZOJ,O,X,X,X,X,X,X,X,X,X,X,O,X
LSITOJZ,X,X,X,X,O,X,O,O,X,X,X,X,X
LSITOZJ,X,X,X,X,O,X,O,O,X,X,X,X,X
LSIJTZO,O,X,X,X,X,X,O,X,X,O,X,O,X
LSIJTOZ,X,X,X,X,O,X,O,X,X,O,X,X,X
LSIJZTO,O,X,X,X,X,X,X,X,X,O,X,O,X
LSIJZOT,O,X,X,X,X,X,X,X,X,O,X,O,X
LSIJOTZ,X,X,X,X,O,X,X,X,X,O,X,X,X
LSIJOZT,O,X,X,X,O,X,X,X,X,O,X,X,X
LSIZTJO,O,X,X,X,X,X,O,X,X,X,X,O,X
LSIZTOJ,O,X,X,X,X,X,X,X,X,X,X,O,X
LSIZJTO,O,X,X,X,X,X,X,X,X,X,X,O,X
LSIZJOT,O,X,X,X,X,X,X,X,X,X,X,O,X
LSIZOTJ,O,X,X,X,X,X,X,X,X,X,X,O,X
LSIZOJT,O,X,X,X,X,X,X,X,X,X,X,O,X
LSIOTJZ,X,X,X,X,O,X,O,O,X,X,X,X,X
LSIOTZJ,O,X,X,X,O,X,O,O,X,X,X,X,X
LSIOJTZ,O,X,X,X,O,X,O,O,X,O,X,X,X
LSIOJZT,O,X,X,X,O,X,X,X,X,O,X,X,X
LSIOZTJ,O,X,X,X,X,X,O,O,X,X,X,X,X
LSIOZJT,O,X,X,X,O,X,X,X,X,X,X,X,X
LSJTIZO,O,O,O,X,X,X,O,X,X,O,X,X,X
LSJTIOZ,X,O,O,X,O,X,O,O,X,O,X,X,X
LSJTZIO,O,O,O,X,X,X,O,X,X,O,X,X,X
LSJTZOI,O,O,O,X,O,X,O,O,X,O,X,X,X
LSJTOIZ,X,O,O,X,O,X,O,O,X,O,X,X,X
LSJTOZI,X,O,O,X,O,X,O,O,X,O,X,X,X
LSJITZO,O,O,X,X,X,X,O,X,X,O,X,O,X
LSJITOZ,X,O,X,X,O,X,O,O,X,O,X,X,X
LSJIZTO,O,X,X,X,X,X,X,X,X,O,X,O,X
