sequence,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeT/IvhFxgBmiBilBF?nB0pB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jei/IvhFRhBziBFlBm?mB0pB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBVnBaoBm?kB0pBTsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeOEJvhFVlBUhBRiBi?nBzpB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeUBJvhFRiB/pBFlBK?sBznBmpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBTkBeqBF?nB8sBisB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeUBJvhFanBziBxkBl?pB3sBmpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBliBTkBe?qBysBUsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFVmBikBmnB3?nBzpBUsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JexAJvhFmiBTkBilBF?nB3sB0pB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jei/IvhFRhBFlBmmBz?nB0pB3sB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeT/IvhFOlBXhBRnB0?pBisBlsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhBeoBypBF?nB0pBTsB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeKEJvhFUhBRiBFlB2?sB3sBzpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8JeUBJvhFRiB/pBFlBy?sBTsBmpB,v115@GhA8IeA8CeC8CeB8BeC8BeB8Jex/IvhFXhB2pBFnB8?sBzpBisB
JOSITZL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOSILTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSILZT,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSIZTL,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOSIZLT,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JOSLTIZ,X,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
JOSLTZI,X,O,X,O,O,X,X,O,O,O,X,X,O,X,X,X
JOSLITZ,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
JOSLIZT,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
JOSLZTI,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
JOSLZIT,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
JOSZTIL,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
JOSZTLI,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
JOSZITL,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
JOSZILT,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JOSZLTI,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOSZLIT,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZTILS,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
JOZTISL,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
JOZTLIS,X,O,O,O,X,O,X,X,O,X,O,X,X,X,X,O
JOZTLSI,X,O,O,O,X,O,X,X,O,X,O,X,X,X,X,O
JOZTSIL,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
JOZTSLI,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
JOZITLS,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
JOZITSL,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
JOZILTS,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
JOZILST,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZISTL,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZISLT,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZLTIS,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X
JOZLTSI,X,X,O,X,X,O,X,O,O,X,O,X,X,O,X,X
JOZLITS,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
JOZLIST,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZLSTI,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZLSIT,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZSTIL,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
JOZSTLI,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O
JOZSITL,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
JOZSILT,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZSLTI,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
JOZSLIT,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STILJZO,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X
STILJOZ,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
STILZJO,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X
STILZOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
STILOJZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
STILOZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
STIJLZO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STIJLOZ,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
STIJZLO,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
STIJZOL,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STIJOLZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STIJOZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STIZLOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
STIZJLO,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STIZJOL,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STIZOLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STIZOJL,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STIOLJZ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
STIOLZJ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
STIOJLZ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STIOJZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIOZLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STIOZJL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLIJZO,O,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X
STLIJOZ,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
STLIZJO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
STLIZOJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
STLIOJZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
STLIOZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
STLJIZO,O,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X
STLJIOZ,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X
STLJZIO,O,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X
STLJZOI,O,O,O,O,O,X,O,O,O,O,X,O,O,X,O,X
STLJOIZ,O,O,X,O,O,X,O,O,O,O,X,X,X,X,O,X
STLJOZI,O,O,X,O,O,X,O,O,O,O,X,X,O,X,O,X
STLZIJO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
STLZIOJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
STLZJIO,O,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X
STLZJOI,O,O,O,O,O,X,O,O,X,O,X,O,X,X,O,X
STLZOIJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
STLZOJI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
STLOIJZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
STLOIZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
STLOJIZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
STLOJZI,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
STLOZIJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
STLOZJI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
STJILZO,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X
STJILOZ,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
STJIZLO,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
STJIZOL,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
STJIOLZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X
STJLIOZ,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X
STJLZIO,O,O,O,O,X,X,O,O,X,O,X,O,O,X,X,X
STJLZOI,O,O,O,O,O,X,O,O,O,O,X,O,O,X,O,X
STJLOIZ,O,O,X,O,O,X,O,O,O,O,X,X,X,X,O,X
STJLOZI,O,O,X,O,O,X,O,O,O,O,X,X,O,X,O,X
STJZILO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STJZIOL,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O
STJZLIO,O,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X
STJZLOI,O,O,O,O,O,O,O,X,X,O,X,O,O,X,O,O
STJZOIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O
STJZOLI,O,O,O,O,X,O,O,X,X,O,X,O,X,X,X,O
STJOILZ,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
STJOLZI,O,O,X,O,O,X,O,O,O,O,X,X,O,X,X,X
STJOZIL,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
STZILJO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STZILOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
STZIJLO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STZIJOL,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O
STZIOLJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STZLIJO,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
STZLIOJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
STZLJIO,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
STZLJOI,O,O,O,O,O,O,O,X,X,O,X,O,X,X,O,O
STZLOIJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
STZLOJI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
STZJILO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STZJIOL,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O
STZJLIO,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X
STZJLOI,O,O,O,O,O,O,O,X,X,O,X,O,X,X,O,O
STZJOIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O
STZJOLI,O,O,O,O,X,O,O,X,X,O,X,O,X,X,X,O
STZOILJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STZOIJL,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STZOLIJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
STZOLJI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
STZOJIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O
STZOJLI,O,O,O,O,X,O,O,X,X,O,X,O,X,X,X,O
STOILJZ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
STOILZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
STOIJLZ,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STOIJZL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STOIZLJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOIZJL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOLIJZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X
STOLIZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
STOLJIZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X
STOLJZI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X
STOLZIJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
STOLZJI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
STOJILZ,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STOJIZL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STOJLZI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STOJZIL,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
STOZILJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOZIJL,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOZLIJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
STOZLJI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
STOZJIL,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOZJLI,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
SITLJZO,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X
SITLJOZ,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
SITLZJO,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X
SITLZOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
SITLOJZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
SITLOZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
SITJLZO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
SITJLOZ,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SITJZLO,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SITJZOL,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SITJOLZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SITJOZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITZLJO,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
SITZLOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
SITZJLO,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
SITZJOL,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SITZOLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SITZOJL,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SITOLJZ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SITOLZJ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SITOJLZ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SITOJZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITOZLJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILTJZO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
SILTJOZ,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
SILTZJO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
SILTZOJ,O,X,O,O,O,X,O,X,X,O,X,O,X,X,O,X
SILTOJZ,O,X,X,O,O,X,O,O,X,O,X,X,X,X,O,X
SILTOZJ,O,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X
SILJTZO,O,X,X,O,X,X,X,O,X,O,X,O,O,X,X,X
SILJTOZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SILJZTO,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SILJZOT,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SILJOTZ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SILJOZT,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
SILZTJO,O,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X
SILZTOJ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,O,X
SILZJTO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SILZJOT,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SILZOTJ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X
SILZOJT,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SILOTJZ,O,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X
SILOTZJ,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
SILOJTZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SILOJZT,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SILOZTJ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X
SILOZJT,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SIJTLZO,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
SIJTLOZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJTZLO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X
SIJLTOZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJLZTO,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SIJLZOT,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIJLOTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOZT,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SIJZTLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SIJZLTO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJZLOT,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIJZOTL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJZOLT,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
SIJOTLZ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOTZL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLZT,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
SIJOZTL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIJOZLT,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
SIZTLJO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZTLOJ,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X
SIZTJLO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZTJOL,O,O,O,O,X,O,O,X,X,X,X,O,X,X,X,O
SIZTOLJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZTOJL,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SIZLTJO,O,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X
SIZLTOJ,O,X,O,O,O,X,O,X,X,X,X,O,X,X,O,X
SIZLJTO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZLJOT,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SIZLOTJ,O,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X
SIZLOJT,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SIZJTLO,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
SIZJLTO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZJLOT,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SIZJOTL,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
SIZJOLT,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
SIZOTLJ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZOTJL,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SIZOLTJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SIZOLJT,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SIZOJTL,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIZOJLT,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SIOTLJZ,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
SIOTLZJ,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
SIOTJLZ,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
SIOTJZL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTZJL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X
SIOLTZJ,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
SIOLJTZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SIOLJZT,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SIOLZJT,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOJZTL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOJZLT,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SIOZTLJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOZTJL,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SIOZLTJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOZLJT,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SIOZJTL,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIOZJLT,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SLTIJZO,O,O,O,O,X,X,O,O,X,O,X,O,X,X,X,X
SLTIJOZ,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
SLTIZJO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
SLTIZOJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
SLTIOJZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
SLTIOZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
SLTJIZO,O,O,O,O,X,X,O,O,X,O,X,O,O,O,X,X
SLTJIOZ,O,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X
SLTJZIO,O,O,O,O,X,X,O,O,X,O,X,O,O,O,X,X
SLTJZOI,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,X
SLTJOIZ,O,O,X,O,O,X,O,O,O,O,X,X,X,O,O,X
SLTJOZI,O,O,X,O,O,X,O,O,O,O,X,X,O,O,O,X
SLTZIJO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
SLTZIOJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
SLTZJIO,O,O,O,O,X,X,O,O,X,O,X,O,X,O,X,X
SLTZJOI,O,O,O,O,O,X,O,O,X,O,X,O,X,O,O,X
SLTZOIJ,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
SLTZOJI,O,O,O,O,O,X,O,X,X,O,X,O,X,X,O,X
SLTOIJZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
SLTOIZJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
SLTOJIZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
SLTOJZI,O,O,X,O,O,X,O,O,X,O,X,X,X,X,O,X
SLTOZIJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
SLTOZJI,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
SLITJZO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
SLITJOZ,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
SLITZJO,O,X,O,O,X,X,O,O,X,O,X,O,X,X,X,X
SLITZOJ,O,X,O,O,O,X,O,X,X,O,X,O,X,X,O,X
SLITOJZ,O,X,X,O,O,X,O,O,X,O,X,X,X,X,O,X
SLITOZJ,O,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X
SLIJTZO,O,X,X,O,X,X,X,O,X,O,X,O,O,X,X,X
SLIJTOZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SLIJZTO,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SLIJZOT,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SLIJOTZ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SLIJOZT,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X
SLIZTJO,O,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X
SLIZTOJ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,O,X
SLIZJTO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
SLIZJOT,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SLIZOTJ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X
SLIZOJT,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SLIOTJZ,O,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X
SLIOTZJ,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
SLIOJTZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLIOJZT,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SLIOZTJ,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X
SLIOZJT,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SLJTIZO,O,O,X,O,X,X,O,O,X,O,X,O,O,O,X,X
