sequence,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhFxiBFlB8qB6?sBToB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhFTiB6oBRlB8?sBlqB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBUlBGmB/?sBToBVwB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBFlB8qB+?rB/sBTtB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeRBJvhFCjBFlB8qBT?oBGsB3rB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JezBJvhFfoB6oBRlBl?qBGsBUrB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeGBJvhF/nBRlBToB0?qBlrBCtB,v115@9gC8GeA8IeB8HeC8CeA8AeB8JeWHJvhFTjBRlBXnBl?qBCtBUrB
LOZSTIJ,O,O,O,X,X,X,X,X
LOZSTJI,O,O,O,X,X,X,X,X
LOZSITJ,O,O,O,X,O,X,X,X
LOZSIJT,O,O,O,X,O,X,X,X
LOZSJTI,O,O,O,X,X,X,X,X
LOZSJIT,O,O,O,X,O,X,X,X
JTILSZO,X,O,O,X,O,O,X,X
JTILSOZ,X,X,O,X,O,O,X,O
JTILZSO,X,O,X,X,O,X,X,X
JTILZOS,X,O,X,X,O,X,X,O
JTILOSZ,X,X,X,X,O,O,X,O
JTILOZS,X,O,X,X,O,X,X,O
JTISLZO,X,O,O,O,O,O,X,X
JTISLOZ,X,X,O,O,O,O,X,X
JTISZLO,X,O,O,O,X,O,X,X
JTISZOL,X,O,O,O,X,O,X,X
JTISOLZ,X,X,O,O,O,O,X,X
JTISOZL,X,X,O,O,X,O,X,X
JTIZLSO,X,O,X,O,O,X,X,X
JTIZLOS,X,O,X,X,O,X,X,X
JTIZSLO,X,O,O,O,O,O,X,X
JTIZSOL,X,O,O,O,O,O,X,X
JTIZOLS,X,O,X,X,O,X,X,X
JTIZOSL,X,O,X,O,O,O,X,X
JTIOLSZ,X,X,X,X,O,O,X,X
JTIOLZS,X,O,X,X,O,X,X,X
JTIOSLZ,X,X,O,O,O,O,X,X
JTIOSZL,X,X,O,O,X,O,X,X
JTIOZLS,X,O,X,X,O,X,X,X
JTIOZSL,X,O,X,O,O,O,X,X
JTLISZO,O,O,O,X,O,O,X,X
JTLISOZ,X,X,O,X,O,O,X,O
JTLIZSO,O,O,X,X,O,X,X,X
JTLIZOS,O,O,X,X,O,X,X,O
JTLIOSZ,X,X,X,X,O,O,X,O
JTLIOZS,X,O,X,X,O,X,X,O
JTLSIZO,O,O,O,O,O,O,X,X
JTLSIOZ,X,O,O,X,O,O,X,X
JTLSZIO,O,O,O,O,O,O,X,X
JTLSZOI,O,O,X,O,X,O,X,X
JTLSOIZ,O,X,O,O,X,O,X,X
JTLSOZI,O,O,O,O,X,O,X,X
JTLZISO,O,O,X,O,O,X,X,X
JTLZIOS,O,O,X,X,O,X,X,X
JTLZSIO,O,O,X,O,O,X,X,X
JTLZSOI,O,O,X,O,X,X,X,X
JTLZOIS,O,O,X,X,O,X,X,X
JTLZOSI,O,O,X,O,O,X,X,X
JTLOISZ,O,X,X,X,O,X,X,O
JTLOIZS,O,X,X,X,O,X,X,O
JTLOSIZ,O,X,O,O,O,O,X,X
JTLOSZI,O,X,O,O,O,O,X,X
JTLOZIS,O,X,X,X,O,X,X,X
JTLOZSI,O,X,X,O,O,X,X,X
JTSILZO,X,O,O,O,O,O,X,X
JTSILOZ,X,O,O,O,O,O,X,X
JTSIZLO,X,O,O,O,X,O,X,X
JTSIZOL,X,O,O,O,X,O,X,X
JTSIOLZ,X,O,O,O,O,O,X,X
JTSIOZL,X,O,O,O,X,O,X,X
JTSLIZO,O,O,O,O,O,O,X,X
JTSLIOZ,X,O,O,O,O,O,X,X
JTSLZIO,O,O,O,O,O,O,X,X
JTSLZOI,O,O,O,O,X,O,X,X
JTSLOIZ,O,X,O,O,X,O,X,X
JTSLOZI,O,O,O,O,X,O,X,X
JTSZILO,O,O,O,O,O,O,X,X
JTSZIOL,O,O,O,O,O,O,X,X
JTSZLIO,O,O,O,O,O,O,X,X
JTSZLOI,O,O,O,O,X,O,X,X
JTSZOIL,O,O,O,O,O,X,X,X
JTSZOLI,O,O,O,O,O,O,X,X
JTSOILZ,X,X,O,O,O,O,X,X
JTSOIZL,O,X,O,O,X,O,X,X
JTSOLIZ,O,X,O,O,O,O,X,X
JTSOLZI,O,O,O,O,O,O,X,X
JTSOZIL,O,O,O,O,O,X,X,X
JTSOZLI,O,O,O,O,O,O,X,X
JTZILSO,O,O,O,O,O,X,O,X
JTZILOS,O,O,X,X,O,X,O,X
JTZISLO,X,O,O,O,O,O,O,X
JTZISOL,X,O,O,O,O,O,O,X
JTZIOLS,O,O,X,X,O,X,O,X
JTZIOSL,O,O,O,O,O,O,O,X
JTZLISO,O,O,O,O,O,X,X,X
JTZLIOS,O,O,X,X,O,X,X,X
JTZLSIO,O,O,O,O,O,X,X,X
JTZLSOI,O,O,O,O,X,X,X,X
JTZLOIS,O,O,X,X,O,X,X,X
JTZLOSI,O,O,O,O,O,X,X,X
JTZSILO,X,O,O,O,O,O,X,X
JTZSIOL,X,O,O,O,O,O,X,X
JTZSLIO,O,O,O,O,O,O,X,X
JTZSLOI,O,O,O,O,X,O,X,X
JTZSOIL,O,O,O,O,O,X,X,X
JTZSOLI,O,O,O,O,O,O,X,X
JTZOILS,O,O,X,X,O,X,O,X
JTZOISL,O,O,O,O,O,X,O,X
JTZOLIS,O,O,X,X,O,X,X,X
JTZOLSI,O,O,O,O,O,X,X,X
JTZOSIL,O,O,O,O,O,X,X,X
JTZOSLI,O,O,O,O,O,O,X,X
JTOILSZ,O,X,X,X,O,O,X,X
JTOILZS,O,X,X,X,O,X,X,X
JTOISLZ,X,X,O,O,O,O,X,X
JTOISZL,O,X,O,O,X,O,X,X
JTOIZLS,O,X,X,X,O,X,X,X
JTOIZSL,O,X,X,O,O,O,X,X
JTOLISZ,O,X,X,X,O,X,X,X
JTOLIZS,O,X,X,X,O,X,X,X
JTOLSIZ,O,X,O,O,O,O,X,X
JTOLSZI,O,X,O,O,O,O,X,X
JTOLZIS,O,X,X,X,O,X,X,X
JTOLZSI,O,X,X,O,O,X,X,X
JTOSILZ,X,X,O,O,O,O,X,X
JTOSIZL,O,X,O,O,X,O,X,X
JTOSLIZ,O,X,O,O,O,O,X,X
JTOSLZI,O,X,O,O,O,O,X,X
JTOSZIL,O,X,O,O,O,X,X,X
JTOSZLI,O,X,O,O,O,O,X,X
JTOZILS,O,X,X,X,O,X,O,X
JTOZISL,O,X,O,O,O,X,O,X
JTOZLIS,O,X,X,X,O,X,X,X
JTOZLSI,O,X,O,O,O,X,X,X
JTOZSIL,O,X,O,O,O,X,X,X
JTOZSLI,O,X,O,O,O,O,X,X
JITLSZO,X,O,X,X,O,O,X,X
JITLSOZ,X,X,X,X,O,O,X,O
JITLZSO,X,O,X,X,O,X,X,X
JITLZOS,X,O,X,X,O,X,X,O
JITLOSZ,X,X,X,X,O,O,X,O
JITLOZS,X,O,X,X,O,X,X,O
JITSLZO,X,O,X,O,O,O,X,X
JITSLOZ,X,X,X,O,O,O,X,X
JITSZLO,X,O,X,O,X,O,X,X
JITSZOL,X,O,X,O,X,O,X,X
JITSOLZ,X,X,X,O,O,O,X,X
JITSOZL,X,X,X,O,X,O,X,X
JITZLSO,X,O,X,O,O,X,X,X
JITZLOS,X,O,X,X,O,X,X,X
JITZSLO,X,O,X,O,O,O,X,X
JITZSOL,X,O,X,O,O,O,X,X
JITZOLS,X,O,X,X,O,X,X,X
JITZOSL,X,O,X,O,O,O,X,X
JITOLSZ,X,X,X,X,O,O,X,X
JITOLZS,X,O,X,X,O,X,X,X
JITOSLZ,X,X,X,O,O,O,X,X
JITOSZL,X,X,X,O,X,O,X,X
JITOZLS,X,O,X,X,O,X,X,X
JITOZSL,X,O,X,O,O,O,X,X
JILTSZO,X,O,X,X,O,O,X,X
JILTSOZ,X,X,X,X,O,O,X,O
JILTZSO,X,O,X,X,O,X,X,X
JILTZOS,X,O,X,X,O,X,X,O
JILTOSZ,X,X,X,X,O,X,X,O
JILTOZS,X,O,X,X,O,X,X,O
JILSTZO,X,O,X,O,X,O,X,X
JILSTOZ,X,X,X,O,X,O,X,X
JILSZTO,X,O,X,O,X,X,X,X
JILSZOT,X,O,X,O,X,O,X,X
JILSOTZ,X,X,X,O,X,O,X,O
JILSOZT,X,O,X,O,X,O,X,O
JILZTSO,X,O,X,X,O,X,X,X
JILZTOS,X,O,X,X,O,X,X,X
JILZSTO,X,O,X,X,O,X,X,X
JILZSOT,X,O,X,X,O,X,X,X
JILZOTS,X,O,X,X,O,X,X,O
JILZOST,X,O,X,X,O,X,X,O
JILOTSZ,X,X,X,X,X,X,X,O
JILOTZS,X,X,X,X,X,X,X,O
JILOSTZ,X,X,X,X,X,O,X,O
JILOSZT,X,X,X,X,X,O,X,O
JILOZTS,X,O,X,X,X,X,X,O
JILOZST,X,O,X,X,X,X,X,O
JISTLZO,X,O,X,O,X,O,X,X
JISTLOZ,X,X,X,O,X,O,X,X
JISTZLO,X,O,X,O,X,O,X,X
JISTZOL,X,O,X,O,X,O,X,X
JISTOLZ,X,X,X,O,X,O,X,X
JISTOZL,X,X,X,O,X,O,X,X
JISLTZO,X,O,X,O,X,O,X,X
JISLTOZ,X,X,X,O,X,O,X,X
JISLZTO,X,O,X,O,X,X,X,X
JISLZOT,X,O,X,O,X,O,X,X
JISLOTZ,X,X,X,O,X,O,X,X
JISLOZT,X,O,X,O,X,O,X,X
JISZTLO,X,O,X,O,X,X,X,X
JISZTOL,X,O,X,O,X,X,X,X
JISZLTO,X,O,X,O,X,X,X,X
JISZLOT,X,O,X,O,X,O,X,X
JISZOTL,X,O,X,O,X,X,X,X
JISZOLT,X,O,X,O,X,O,X,X
JISOTLZ,X,X,X,O,X,O,X,X
JISOTZL,X,X,X,O,X,X,X,X
JISOLTZ,X,X,X,O,X,O,X,X
JISOLZT,X,O,X,O,X,O,X,X
JISOZTL,X,O,X,O,X,X,X,X
JISOZLT,X,O,X,O,X,O,X,X
JIZTLSO,X,O,X,X,O,X,O,X
JIZTLOS,X,O,X,X,O,X,O,X
JIZTSLO,X,O,X,O,X,X,O,X
JIZTSOL,X,O,X,O,X,X,O,X
JIZTOLS,X,O,X,X,O,X,O,X
JIZTOSL,X,O,X,X,X,X,O,X
JIZLTSO,X,O,X,X,O,X,X,X
JIZLTOS,X,O,X,X,O,X,X,X
JIZLSTO,X,O,X,O,O,X,X,X
JIZLSOT,X,O,X,O,O,X,X,X
JIZLOTS,X,O,X,X,O,X,O,X
JIZLOST,X,O,X,X,O,X,X,X
JIZSTLO,X,O,X,O,X,X,X,X
JIZSTOL,X,O,X,O,X,X,X,X
JIZSLTO,X,O,X,O,O,X,X,X
JIZSLOT,X,O,X,O,O,O,X,X
JIZSOTL,X,O,X,O,X,X,O,X
JIZSOLT,X,O,X,O,O,O,X,X
JIZOTLS,X,O,X,X,O,X,O,X
JIZOTSL,X,X,X,X,X,X,O,X
JIZOLTS,X,O,X,X,O,X,O,X
JIZOLST,X,O,X,X,O,X,X,X
JIZOSTL,X,X,X,O,X,X,O,X
JIZOSLT,X,O,X,O,O,O,X,X
JIOTLSZ,X,X,X,X,O,X,X,X
JIOTLZS,X,X,X,X,O,X,X,X
JIOTSLZ,X,X,X,O,O,O,X,X
JIOTSZL,X,X,X,O,X,X,X,X
JIOTZLS,X,X,X,X,O,X,X,X
JIOTZSL,X,X,X,O,O,X,X,X
JIOLTSZ,X,X,X,X,O,X,X,X
JIOLTZS,X,X,X,X,O,X,X,X
JIOLSTZ,X,X,X,X,X,O,X,X
JIOLSZT,X,X,X,X,X,O,X,X
JIOLZTS,X,O,X,X,O,X,X,X
JIOLZST,X,O,X,X,O,X,X,X
JIOSTLZ,X,X,X,O,X,O,X,X
JIOSTZL,X,X,X,O,X,X,X,X
JIOSLTZ,X,X,X,O,X,O,X,X
JIOSLZT,X,X,X,O,X,O,X,X
JIOSZTL,X,X,X,O,X,X,X,X
JIOSZLT,X,X,X,O,X,O,X,X
JIOZTLS,X,O,X,X,O,X,O,X
JIOZTSL,X,X,X,X,X,X,O,X
JIOZLTS,X,O,X,X,O,X,O,X
JIOZLST,X,O,X,X,O,X,X,X
JIOZSTL,X,X,X,O,X,X,O,X
JIOZSLT,X,O,X,O,O,O,X,X
JLTISZO,O,O,X,X,O,O,X,X
JLTISOZ,X,X,X,X,O,O,X,O
JLTIZSO,O,O,X,X,O,X,X,X
JLTIZOS,O,O,X,X,O,X,X,O
JLTIOSZ,X,X,X,X,O,O,X,O
JLTIOZS,X,O,X,X,O,X,X,O
JLTSIZO,O,O,X,O,O,O,X,X
JLTSIOZ,X,O,X,X,O,O,X,X
JLTSZIO,O,O,X,O,O,O,X,X
JLTSZOI,O,O,X,O,X,O,X,X
JLTSOIZ,O,X,X,O,X,O,X,X
JLTSOZI,O,O,X,O,X,O,X,X
JLTZISO,O,O,X,O,O,X,X,X
JLTZIOS,O,O,X,X,O,X,X,X
JLTZSIO,O,O,X,O,O,X,X,X
JLTZSOI,O,O,X,O,X,X,X,X
JLTZOIS,O,O,X,X,O,X,X,X
JLTZOSI,O,O,X,O,O,X,X,X
JLTOISZ,O,X,X,X,O,X,X,O
JLTOIZS,O,X,X,X,O,X,X,O
JLTOSIZ,O,X,X,O,O,O,X,X
JLTOSZI,O,X,X,O,O,O,X,X
JLTOZIS,O,X,X,X,O,X,X,X
JLTOZSI,O,X,X,O,O,X,X,X
JLITSZO,O,O,X,X,O,O,X,X
JLITSOZ,X,X,X,X,O,O,X,O
JLITZSO,O,O,X,X,O,X,X,X
JLITZOS,O,O,X,X,O,X,X,O
JLITOSZ,X,X,X,X,O,X,X,O
JLITOZS,X,O,X,X,O,X,X,O
JLISTZO,O,O,X,O,X,O,X,X
JLISTOZ,O,X,X,O,X,O,X,X
JLISZTO,O,O,X,O,X,X,X,X
JLISZOT,O,O,X,O,X,O,X,X
JLISOTZ,O,X,X,O,X,O,X,O
JLISOZT,O,O,X,O,X,O,X,O
JLIZTSO,O,O,X,X,O,X,X,X
JLIZTOS,O,O,X,X,O,X,X,X
JLIZSTO,O,O,X,X,O,X,X,X
JLIZSOT,O,O,X,X,O,X,X,X
JLIZOTS,O,O,X,X,O,X,X,O
JLIZOST,O,O,X,X,O,X,X,O
JLIOTSZ,X,X,X,X,X,X,X,O
JLIOTZS,X,X,X,X,X,X,X,O
JLIOSTZ,X,X,X,X,X,O,X,O
JLIOSZT,X,X,X,X,X,O,X,O
JLIOZTS,X,O,X,X,X,X,X,O
JLIOZST,X,O,X,X,X,X,X,O
JLSTIZO,O,O,X,O,O,O,X,X
JLSTIOZ,O,O,X,O,O,O,X,X
JLSTZIO,O,O,X,O,O,O,X,X
JLSTZOI,O,O,X,O,X,O,X,X
JLSTOIZ,O,X,X,O,X,O,X,X
JLSTOZI,O,O,X,O,X,O,X,X
JLSITZO,O,O,X,O,X,O,X,X
JLSITOZ,O,X,X,O,X,O,X,X
JLSIZTO,O,O,X,O,X,X,X,X
JLSIZOT,O,O,X,O,X,O,X,X
JLSIOTZ,O,X,X,O,X,O,X,O
JLSIOZT,O,O,X,O,X,O,X,O
JLSZTIO,O,O,X,O,X,O,X,X
JLSZTOI,O,O,X,O,X,O,X,X
JLSZITO,O,O,X,O,O,X,X,X
JLSZIOT,O,O,X,O,O,O,X,X
JLSZOTI,O,O,X,O,X,O,X,X
JLSZOIT,O,O,X,O,X,O,X,X
JLSOTIZ,O,X,X,O,X,O,X,X
JLSOTZI,O,X,X,O,X,O,X,X
JLSOITZ,O,X,X,O,X,O,X,O
JLSOIZT,O,X,X,O,X,O,X,O
JLSOZTI,O,O,X,O,X,O,X,X
JLSOZIT,O,O,X,O,X,O,X,X
JLZTISO,O,O,X,X,O,X,X,X
JLZTIOS,O,O,X,X,O,X,X,X
JLZTSIO,X,O,X,X,O,X,X,X
JLZTSOI,X,O,X,X,X,X,X,X
JLZTOIS,O,O,X,X,O,X,X,X
JLZTOSI,X,O,X,X,X,X,X,X
JLZITSO,O,O,X,X,O,X,X,X
JLZITOS,O,O,X,X,O,X,X,X
JLZISTO,O,O,X,O,O,X,X,X
JLZISOT,O,O,X,O,O,X,X,X
JLZIOTS,O,O,X,X,O,X,X,O
JLZIOST,O,O,X,X,O,X,X,O
JLZSTIO,X,O,X,O,X,X,X,X
JLZSTOI,X,O,X,X,X,X,X,X
JLZSITO,O,O,X,O,O,X,X,X
JLZSIOT,O,O,X,O,O,X,X,X
JLZSOTI,X,O,X,O,X,X,X,X
JLZSOIT,O,O,X,O,X,X,X,X
JLZOTIS,O,O,X,X,O,X,X,X
JLZOTSI,X,O,X,X,X,X,X,X
JLZOITS,O,O,X,X,O,X,X,O
JLZOIST,O,O,X,X,O,X,X,O
JLZOSTI,X,O,X,O,X,X,X,X
JLZOSIT,O,O,X,O,O,X,X,X
JLOTISZ,O,X,X,X,O,X,X,O
JLOTIZS,O,X,X,X,O,X,X,O
JLOTSIZ,O,X,X,O,O,O,X,X
JLOTSZI,O,X,X,O,O,O,X,X
JLOTZIS,O,X,X,X,O,X,X,X
JLOTZSI,O,X,X,O,O,X,X,X
JLOITSZ,O,X,X,X,O,X,X,O
JLOITZS,O,X,X,X,O,X,X,O
JLOISTZ,O,X,X,X,X,O,X,O
JLOISZT,O,X,X,X,X,O,X,O
JLOIZTS,O,X,X,X,O,X,X,O
JLOIZST,O,X,X,X,O,X,X,O
JLOSTIZ,O,X,X,O,O,O,X,X
JLOSTZI,O,X,X,O,O,O,X,X
JLOSITZ,O,X,X,O,X,O,X,O
JLOSIZT,O,X,X,O,X,O,X,O
JLOSZTI,O,X,X,O,X,O,X,X
JLOSZIT,O,X,X,O,O,O,X,X
JLOZTIS,O,X,X,X,O,X,X,X
JLOZTSI,X,X,X,X,O,X,X,X
JLOZITS,O,X,X,X,O,X,X,O
JLOZIST,O,X,X,X,O,X,X,O
JLOZSTI,X,X,X,O,X,X,X,X
JLOZSIT,O,X,X,O,O,X,X,X
JSTILZO,X,O,O,O,O,O,X,X
JSTILOZ,X,O,O,O,O,O,X,X
JSTIZLO,X,O,O,O,X,O,X,X
JSTIZOL,X,O,O,O,X,O,X,X
JSTIOLZ,X,O,O,O,O,O,X,X
JSTIOZL,X,O,O,O,X,O,X,X
JSTLIZO,O,O,O,O,O,O,X,X
JSTLIOZ,O,O,O,O,O,O,X,X
JSTLZIO,O,O,O,O,O,O,X,X
JSTLZOI,O,O,O,O,X,O,X,X
JSTLOIZ,O,X,O,O,X,O,X,X
JSTLOZI,O,O,O,O,X,O,X,X
JSTZILO,O,O,O,O,O,O,X,X
JSTZIOL,O,O,O,O,O,O,X,X
JSTZLIO,O,O,O,O,O,O,X,X
JSTZLOI,O,O,O,O,X,O,X,X
JSTZOIL,O,O,O,O,O,X,X,X
JSTZOLI,O,O,O,O,O,O,X,X
JSTOILZ,O,X,O,O,O,O,X,X
JSTOIZL,O,X,O,O,X,O,X,X
JSTOLIZ,O,X,O,O,O,O,X,X
JSTOLZI,O,O,O,O,O,O,X,X
JSTOZIL,O,O,O,O,O,X,X,X
JSTOZLI,O,O,O,O,O,O,X,X
JSITLZO,X,O,X,O,X,O,X,X
JSITLOZ,X,X,X,O,X,O,X,X
JSITZLO,X,O,X,O,X,O,X,X
JSITZOL,X,O,X,O,X,O,X,X
JSITOLZ,X,X,X,O,X,O,X,X
JSITOZL,X,X,X,O,X,O,X,X
JSILTZO,O,O,O,O,X,O,X,X
JSILTOZ,O,X,O,O,X,O,X,X
JSILZTO,O,O,O,O,X,X,X,X
JSILZOT,O,O,O,O,X,O,X,X
JSILOTZ,O,X,O,O,X,O,X,X
JSILOZT,O,O,O,O,X,O,X,X
JSIZTLO,X,O,X,O,X,X,X,X
JSIZTOL,X,O,X,O,X,X,X,X
JSIZLTO,X,O,X,O,X,X,X,X
JSIZLOT,X,O,X,O,X,O,X,X
JSIZOTL,X,O,X,O,X,X,X,X
JSIZOLT,X,O,X,O,X,O,X,X
JSIOTLZ,O,X,X,O,X,O,X,X
JSIOTZL,O,X,X,O,X,X,X,X
JSIOLTZ,O,X,O,O,X,O,X,X
JSIOLZT,O,O,O,O,X,O,X,X
JSIOZTL,O,O,X,O,X,X,X,X
JSIOZLT,O,O,X,O,X,O,X,X
JSLTIZO,O,O,O,O,O,O,X,X
JSLTIOZ,O,O,O,O,O,O,X,X
JSLTZIO,O,O,O,O,O,O,X,X
JSLTZOI,O,O,O,O,X,O,X,X
JSLTOIZ,O,X,O,O,X,O,X,X
JSLTOZI,O,O,X,O,X,O,X,X
JSLITZO,O,O,O,O,X,O,X,X
JSLITOZ,O,X,O,O,X,O,X,X
JSLIZTO,O,O,O,O,X,X,X,X
JSLIZOT,O,O,O,O,X,O,X,X
JSLIOTZ,O,X,O,O,X,O,X,X
JSLIOZT,O,O,O,O,X,O,X,X
JSLZTIO,O,O,O,O,X,O,X,X
JSLZTOI,O,O,O,O,X,O,X,X
JSLZITO,O,O,O,O,O,X,X,X
JSLZIOT,O,O,O,O,O,O,X,X
JSLZOTI,O,O,X,O,X,O,X,X
JSLZOIT,O,O,X,O,X,O,X,X
JSLOTIZ,O,X,X,O,X,O,X,X
JSLOTZI,O,X,X,O,X,O,X,X
JSLOITZ,O,X,X,O,X,O,X,X
JSLOIZT,O,X,X,O,X,O,X,X
JSLOZTI,O,O,X,O,X,O,X,X
JSLOZIT,O,O,X,O,X,O,X,X
JSZTILO,X,O,O,O,X,O,X,X
JSZTIOL,X,O,O,O,X,O,X,X
JSZTLIO,O,O,O,O,X,O,X,X
JSZTLOI,O,O,O,O,X,O,X,X
JSZTOIL,O,O,O,O,X,X,X,X
JSZTOLI,O,O,O,O,X,O,X,X
JSZITLO,X,O,X,O,X,X,X,X
JSZITOL,X,O,X,O,X,X,X,X
JSZILTO,O,O,O,O,O,X,X,X
JSZILOT,O,O,O,O,O,O,X,X
JSZIOTL,O,O,X,O,X,X,X,X
JSZIOLT,O,O,O,O,O,O,X,X
JSZLTIO,O,O,O,O,X,O,X,X
JSZLTOI,O,O,O,O,X,O,X,X
JSZLITO,O,O,O,O,O,X,X,X
JSZLIOT,O,O,O,O,O,O,X,X
JSZLOTI,O,O,X,O,X,O,X,X
JSZLOIT,O,O,X,O,X,O,X,X
JSZOTIL,O,O,O,O,X,X,X,X
JSZOTLI,O,O,O,O,X,O,X,X
JSZOITL,O,O,X,O,X,X,X,X
JSZOILT,O,O,O,O,O,O,X,X
JSZOLTI,O,O,O,O,X,O,X,X
JSZOLIT,O,O,O,O,O,O,X,X
JSOTILZ,O,X,O,O,O,O,X,X
JSOTIZL,O,X,O,O,X,O,X,X
JSOTLIZ,O,X,O,O,O,O,X,X
JSOTLZI,O,X,O,O,O,O,X,X
JSOTZIL,O,X,O,O,O,X,X,X
JSOTZLI,O,X,O,O,O,O,X,X
JSOITLZ,O,X,X,O,X,O,X,X
JSOITZL,O,X,X,O,X,X,X,X
JSOILTZ,O,X,O,O,X,O,X,X
JSOILZT,O,X,O,O,X,O,X,X
JSOIZTL,O,X,X,O,X,X,X,X
JSOIZLT,O,X,X,O,X,O,X,X
JSOLTIZ,O,X,O,O,O,O,X,X
JSOLTZI,O,X,O,O,O,O,X,X
JSOLITZ,O,X,O,O,X,O,X,X
JSOLIZT,O,X,O,O,X,O,X,X
JSOLZTI,O,O,O,O,X,O,X,X
JSOLZIT,O,O,O,O,O,O,X,X
JSOZTIL,O,X,O,O,X,X,X,X
JSOZTLI,O,O,O,O,X,O,X,X
JSOZITL,O,X,X,O,X,X,X,X
JSOZILT,O,O,O,O,O,O,X,X
JSOZLTI,O,O,O,O,X,O,X,X
JSOZLIT,O,O,O,O,O,O,X,X
JZTILSO,X,O,X,O,O,X,O,X
JZTILOS,X,O,X,X,O,X,O,X
JZTISLO,X,O,X,O,O,O,O,X
JZTISOL,X,O,X,O,O,O,O,X
JZTIOLS,X,O,X,X,O,X,O,X
JZTIOSL,X,O,X,O,O,O,O,X
JZTLISO,O,O,X,O,O,X,X,X
JZTLIOS,O,O,X,X,O,X,X,X
JZTLSIO,X,O,X,O,O,X,X,X
JZTLSOI,X,O,X,O,X,X,X,X
JZTLOIS,O,O,X,X,O,X,X,X
JZTLOSI,X,O,X,O,O,X,X,X
JZTSILO,X,O,X,O,O,O,X,X
JZTSIOL,X,O,X,O,O,O,X,X
JZTSLIO,X,O,X,O,O,O,X,X
JZTSLOI,X,O,X,O,X,O,X,X
JZTSOIL,X,O,X,O,O,X,X,X
JZTSOLI,X,O,X,O,O,O,X,X
JZTOILS,O,O,X,X,O,X,O,X
JZTOISL,O,O,X,O,O,X,O,X
JZTOLIS,O,O,X,X,O,X,X,X
JZTOLSI,X,O,X,O,O,X,X,X
JZTOSIL,X,O,X,O,O,X,X,X
JZTOSLI,X,O,X,O,O,O,X,X
JZITLSO,X,O,X,X,O,X,O,X
JZITLOS,X,O,X,X,O,X,O,X
JZITSLO,X,O,X,O,X,X,O,X
JZITSOL,X,O,X,O,X,X,O,X
JZITOLS,X,O,X,X,O,X,O,X
JZITOSL,X,O,X,X,X,X,O,X
JZILTSO,O,O,X,X,O,X,X,X
JZILTOS,O,O,X,X,O,X,X,X
JZILSTO,O,O,X,O,O,X,X,X
JZILSOT,O,O,X,O,O,X,X,X
JZILOTS,O,O,X,X,O,X,O,X
JZILOST,O,O,X,X,O,X,X,X
JZISTLO,X,O,X,O,X,X,X,X
JZISTOL,X,O,X,O,X,X,X,X
JZISLTO,X,O,X,O,O,X,X,X
JZISLOT,X,O,X,O,O,O,X,X
JZISOTL,X,O,X,O,X,X,O,X
JZISOLT,X,O,X,O,O,O,X,X
JZIOTLS,O,O,X,X,O,X,O,X
JZIOTSL,O,X,X,X,X,X,O,X
JZIOLTS,O,O,X,X,O,X,O,X
JZIOLST,O,O,X,X,O,X,X,X
JZIOSTL,O,X,X,O,X,X,O,X
JZIOSLT,O,O,X,O,O,O,X,X
JZLTISO,O,O,X,X,O,X,X,X
JZLTIOS,O,O,X,X,O,X,X,X
JZLTSIO,X,O,X,X,O,X,X,X
JZLTSOI,X,O,X,X,X,X,X,X
JZLTOIS,O,O,X,X,O,X,X,X
JZLTOSI,X,O,X,X,X,X,X,X
JZLITSO,O,O,X,X,O,X,X,X
JZLITOS,O,O,X,X,O,X,X,X
JZLISTO,O,O,X,O,O,X,X,X
JZLISOT,O,O,X,O,O,X,X,X
JZLIOTS,O,O,X,X,O,X,X,X
JZLIOST,O,O,X,X,O,X,X,X
JZLSTIO,X,O,X,O,X,X,X,X
JZLSTOI,X,O,X,X,X,X,X,X
JZLSITO,O,O,X,O,O,X,X,X
JZLSIOT,O,O,X,O,O,X,X,X
JZLSOTI,X,O,X,O,X,X,X,X
JZLSOIT,O,O,X,O,X,X,X,X
JZLOTIS,O,O,X,X,O,X,X,X
JZLOTSI,X,O,X,X,X,X,X,X
JZLOITS,O,O,X,X,O,X,X,X
JZLOIST,O,O,X,X,O,X,X,X
JZLOSTI,X,O,X,O,X,X,X,X
JZLOSIT,O,O,X,O,O,X,X,X
JZSTILO,X,O,O,O,X,O,X,X
JZSTIOL,X,O,O,O,X,O,X,X
JZSTLIO,X,O,O,O,X,O,X,X
JZSTLOI,X,O,O,O,X,O,X,X
JZSTOIL,X,O,O,O,X,X,X,X
JZSTOLI,X,O,O,O,X,O,X,X
JZSITLO,X,O,X,O,X,X,X,X
JZSITOL,X,O,X,O,X,X,X,X
JZSILTO,X,O,O,O,O,X,X,X
JZSILOT,X,O,O,O,O,O,X,X
JZSIOTL,X,O,X,O,X,X,X,X
JZSIOLT,X,O,O,O,O,O,X,X
