sequence,v115@JhA8GeD8FeD8CeC8JeT/IvhFxgBOnBXjBStB0rBFrB,v115@JhA8GeD8FeD8CeC8JeT/IvhFlgB6oBmnBxrBcrBXsB,v115@JhA8GeD8FeD8CeC8JeT/IvhFlgB3hBGjBUoBxrBywB,v115@JhA8GeD8FeD8CeC8JeT/IvhFxgBVnBUmBXoBGoBywB,v115@JhA8GeD8FeD8CeC8JeT/IvhFlgBRiB+oB3nB0rBirB,v115@JhA8GeD8FeD8CeC8JeT/IvhFxgBUmBFnBXoBGoBywB
ZJSIOTL,X,X,O,O,O,O
ZJSIOLT,O,X,O,X,O,X
ZJSLTIO,O,X,X,O,O,X
ZJSLTOI,O,X,X,O,O,X
ZJSLITO,O,X,X,X,O,X
ZJSLIOT,O,X,X,X,O,X
ZJSLOTI,O,X,X,O,O,X
ZJSLOIT,O,X,X,X,O,X
ZJSOTIL,X,X,O,O,O,O
ZJSOTLI,X,X,X,O,O,O
ZJSOITL,X,X,O,O,O,O
ZJSOILT,O,X,O,X,O,X
ZJSOLTI,O,X,X,O,O,X
ZJSOLIT,O,X,X,X,O,X
ZJOTILS,O,O,O,X,X,X
ZJOTISL,X,X,O,O,O,O
ZJOTLIS,O,O,O,X,X,X
ZJOTLSI,O,X,X,X,O,X
ZJOTSIL,X,X,O,O,O,O
ZJOTSLI,X,X,X,O,O,O
ZJOITLS,O,O,O,X,X,X
ZJOITSL,X,X,O,O,O,O
ZJOILTS,O,O,O,X,X,X
ZJOILST,O,O,O,X,X,X
ZJOISTL,X,X,O,O,O,O
ZJOISLT,O,X,O,X,O,X
ZJOLTIS,O,O,O,O,X,X
ZJOLTSI,O,X,X,O,O,X
ZJOLITS,O,O,O,O,X,X
ZJOLIST,O,O,O,X,X,X
ZJOLSTI,O,X,X,O,O,X
ZJOLSIT,O,X,X,X,O,X
ZJOSTIL,X,X,O,O,O,O
ZJOSTLI,X,X,X,O,O,O
ZJOSITL,X,X,O,O,O,O
ZJOSILT,O,X,O,X,O,X
ZJOSLTI,O,X,X,O,O,X
ZJOSLIT,O,X,X,X,O,X
ZSTILJO,X,X,O,X,X,X
ZSTILOJ,X,X,O,O,X,O
ZSTIJLO,X,X,O,X,X,X
ZSTIJOL,X,X,O,O,X,O
ZSTIOLJ,X,X,O,O,X,O
ZSTIOJL,X,X,O,O,X,O
ZSTLIJO,X,X,X,O,X,X
ZSTLIOJ,X,X,X,O,X,O
ZSTLJIO,X,X,X,O,X,X
ZSTLJOI,X,X,X,O,X,X
ZSTLOIJ,X,X,X,O,X,O
ZSTLOJI,X,X,X,O,X,O
ZSTJILO,X,X,O,X,O,X
ZSTJIOL,X,X,O,O,O,O
ZSTJLIO,X,X,X,X,O,X
ZSTJLOI,X,X,X,X,O,X
ZSTJOIL,X,X,O,O,O,O
ZSTJOLI,X,X,X,O,O,O
ZSTOILJ,X,X,O,O,X,O
ZSTOIJL,X,X,O,O,X,O
ZSTOLIJ,X,X,X,O,X,O
ZSTOLJI,X,X,X,O,X,O
ZSTOJIL,X,X,O,O,O,O
ZSTOJLI,X,X,X,O,O,O
ZSITLJO,X,X,O,X,X,X
ZSITLOJ,X,X,O,O,X,O
ZSITJLO,X,X,O,X,X,X
ZSITJOL,X,X,O,O,X,O
ZSITOLJ,X,X,O,O,X,O
ZSITOJL,X,X,O,O,X,O
ZSILTJO,O,X,O,O,X,X
ZSILTOJ,O,X,O,O,X,O
ZSILJTO,O,X,O,X,X,X
ZSILJOT,O,X,O,X,X,X
ZSILOTJ,O,X,O,O,X,O
ZSILOJT,O,X,O,X,X,X
ZSIJTLO,X,X,O,X,X,X
ZSIJTOL,X,X,O,O,X,O
ZSIJLTO,O,X,O,X,X,X
ZSIJLOT,O,X,O,X,X,X
ZSIJOTL,X,X,O,O,X,O
ZSIJOLT,O,X,O,X,X,X
ZSIOTLJ,X,X,O,O,X,O
ZSIOTJL,X,X,O,O,X,O
ZSIOLTJ,O,X,O,O,X,O
ZSIOLJT,O,X,O,X,X,X
ZSIOJTL,X,X,O,O,X,O
ZSIOJLT,O,X,O,X,X,X
ZSLTIJO,O,X,X,O,X,X
ZSLTIOJ,O,X,X,O,X,O
ZSLTJIO,O,X,X,O,X,X
ZSLTJOI,O,X,X,O,X,X
ZSLTOIJ,O,X,X,O,X,O
ZSLTOJI,O,X,X,O,X,O
ZSLITJO,O,X,X,O,X,X
ZSLITOJ,O,X,X,O,X,O
ZSLIJTO,O,X,X,X,X,X
ZSLIJOT,O,X,X,X,X,X
ZSLIOTJ,O,X,X,O,X,O
ZSLIOJT,O,X,X,X,X,X
ZSLJTIO,O,X,X,O,X,X
ZSLJTOI,O,X,X,O,X,X
ZSLJITO,O,X,X,X,X,X
ZSLJIOT,O,X,X,X,X,X
ZSLJOTI,O,X,X,O,X,X
ZSLJOIT,O,X,X,X,X,X
ZSLOTIJ,O,X,X,O,X,O
ZSLOTJI,O,X,X,O,X,O
ZSLOITJ,O,X,X,O,X,O
ZSLOIJT,O,X,X,X,X,X
ZSLOJTI,O,X,X,O,X,X
ZSLOJIT,O,X,X,X,X,X
ZSJTILO,X,X,O,X,O,X
ZSJTIOL,X,X,O,O,O,O
ZSJTLIO,X,X,X,X,O,X
ZSJTLOI,X,X,X,X,O,X
ZSJTOIL,X,X,O,O,O,O
ZSJTOLI,X,X,X,O,O,O
ZSJITLO,X,X,O,X,O,X
ZSJITOL,X,X,O,O,O,O
ZSJILTO,O,X,O,X,O,X
ZSJILOT,O,X,O,X,O,X
ZSJIOTL,X,X,O,O,O,O
ZSJIOLT,O,X,O,X,O,X
ZSJLTIO,O,X,X,O,O,X
ZSJLTOI,O,X,X,O,O,X
ZSJLITO,O,X,X,X,O,X
ZSJLIOT,O,X,X,X,O,X
ZSJLOTI,O,X,X,O,O,X
ZSJLOIT,O,X,X,X,O,X
ZSJOTIL,X,X,O,O,O,O
ZSJOTLI,X,X,X,O,O,O
ZSJOITL,X,X,O,O,O,O
ZSJOILT,O,X,O,X,O,X
ZSJOLTI,O,X,X,O,O,X
ZSJOLIT,O,X,X,X,O,X
ZSOTILJ,X,X,O,O,X,O
ZSOTIJL,X,X,O,O,X,O
ZSOTLIJ,X,X,X,O,X,O
ZSOTLJI,X,X,X,O,X,O
ZSOTJIL,X,X,O,O,O,O
ZSOTJLI,X,X,X,O,O,O
ZSOITLJ,X,X,O,O,X,O
ZSOITJL,X,X,O,O,X,O
ZSOILTJ,O,X,O,O,X,O
ZSOILJT,O,X,O,X,X,X
ZSOIJTL,X,X,O,O,X,O
ZSOIJLT,O,X,O,X,X,X
ZSOLTIJ,O,X,X,O,X,O
ZSOLTJI,O,X,X,O,X,O
ZSOLITJ,O,X,X,O,X,O
ZSOLIJT,O,X,X,X,X,X
ZSOLJTI,O,X,X,O,X,X
ZSOLJIT,O,X,X,X,X,X
ZSOJTIL,X,X,O,O,O,O
ZSOJTLI,X,X,X,O,O,O
ZSOJITL,X,X,O,O,O,O
ZSOJILT,O,X,O,X,O,X
ZSOJLTI,O,X,X,O,O,X
ZSOJLIT,O,X,X,X,O,X
ZOTILJS,O,O,O,X,X,X
ZOTILSJ,O,X,O,O,X,O
ZOTIJLS,O,O,O,X,X,X
ZOTIJSL,X,X,O,O,O,O
ZOTISLJ,X,X,O,O,X,O
ZOTISJL,X,X,O,O,X,O
ZOTLIJS,O,O,O,O,X,X
ZOTLISJ,O,X,O,O,X,O
ZOTLJIS,O,O,O,O,X,X
ZOTLJSI,O,X,X,O,O,X
ZOTLSIJ,O,X,X,O,X,O
ZOTLSJI,O,X,X,O,X,O
ZOTJILS,O,O,O,X,X,X
ZOTJISL,X,X,O,O,O,O
ZOTJLIS,O,O,O,X,X,X
ZOTJLSI,O,X,X,X,O,X
ZOTJSIL,X,X,O,O,O,O
ZOTJSLI,X,X,X,O,O,O
ZOTSILJ,X,X,O,O,X,O
ZOTSIJL,X,X,O,O,X,O
ZOTSLIJ,X,X,X,O,X,O
ZOTSLJI,X,X,X,O,X,O
ZOTSJIL,X,X,O,O,O,O
ZOTSJLI,X,X,X,O,O,O
ZOITLJS,O,O,O,X,X,X
ZOITLSJ,O,X,O,O,X,O
ZOITJLS,O,O,O,X,X,X
ZOITJSL,X,X,O,O,O,O
ZOITSLJ,X,X,O,O,X,O
ZOITSJL,X,X,O,O,X,O
ZOILTJS,O,O,O,O,X,X
ZOILTSJ,O,X,O,O,X,O
ZOILJTS,O,O,O,O,X,X
ZOILJST,O,O,O,X,X,X
ZOILSTJ,O,X,O,O,X,O
ZOILSJT,O,X,O,X,X,X
ZOIJTLS,O,O,O,X,X,X
ZOIJTSL,X,X,O,O,O,O
ZOIJLTS,O,O,O,X,X,X
ZOIJLST,O,O,O,X,X,X
ZOIJSTL,X,X,O,O,O,O
ZOIJSLT,O,X,O,X,O,X
ZOISTLJ,X,X,O,O,X,O
ZOISTJL,X,X,O,O,X,O
ZOISLTJ,O,X,O,O,X,O
ZOISLJT,O,X,O,X,X,X
ZOISJTL,X,X,O,O,X,O
ZOISJLT,O,X,O,X,X,X
ZOLTIJS,O,O,O,O,X,X
ZOLTISJ,O,X,O,O,X,O
ZOLTJIS,O,O,O,O,X,X
ZOLTJSI,O,X,X,O,O,X
ZOLTSIJ,O,X,X,O,X,O
ZOLTSJI,O,X,X,O,X,O
ZOLITJS,O,O,O,O,X,X
ZOLITSJ,O,X,O,O,X,O
ZOLIJTS,O,O,O,O,X,X
ZOLIJST,O,O,O,X,X,X
ZOLISTJ,O,X,O,O,X,O
ZOLISJT,O,X,O,X,X,X
ZOLJTIS,O,O,O,O,X,X
ZOLJTSI,O,X,X,O,O,X
ZOLJITS,O,O,O,O,X,X
ZOLJIST,O,O,O,X,X,X
ZOLJSTI,O,X,X,O,O,X
ZOLJSIT,O,X,X,X,O,X
ZOLSTIJ,O,X,X,O,X,O
ZOLSTJI,O,X,X,O,X,O
ZOLSITJ,O,X,X,O,X,O
ZOLSIJT,O,X,X,X,X,X
ZOLSJTI,O,X,X,O,X,X
ZOLSJIT,O,X,X,X,X,X
ZOJTILS,O,O,O,X,X,X
ZOJTISL,X,X,O,O,O,O
ZOJTLIS,O,O,O,X,X,X
ZOJTLSI,O,X,X,X,O,X
ZOJTSIL,X,X,O,O,O,O
ZOJTSLI,X,X,X,O,O,O
ZOJITLS,O,O,O,X,X,X
ZOJITSL,X,X,O,O,O,O
ZOJILTS,O,O,O,X,X,X
ZOJILST,O,O,O,X,X,X
ZOJISTL,X,X,O,O,O,O
ZOJISLT,O,X,O,X,O,X
ZOJLTIS,O,O,O,O,X,X
ZOJLTSI,O,X,X,O,O,X
ZOJLITS,O,O,O,O,X,X
ZOJLIST,O,O,O,X,X,X
ZOJLSTI,O,X,X,O,O,X
ZOJLSIT,O,X,X,X,O,X
ZOJSTIL,X,X,O,O,O,O
ZOJSTLI,X,X,X,O,O,O
ZOJSITL,X,X,O,O,O,O
ZOJSILT,O,X,O,X,O,X
ZOJSLTI,O,X,X,O,O,X
ZOJSLIT,O,X,X,X,O,X
ZOSTILJ,X,X,O,O,X,O
ZOSTIJL,X,X,O,O,X,O
ZOSTLIJ,X,X,X,O,X,O
ZOSTLJI,X,X,X,O,X,O
ZOSTJIL,X,X,O,O,O,O
ZOSTJLI,X,X,X,O,O,O
ZOSITLJ,X,X,O,O,X,O
ZOSITJL,X,X,O,O,X,O
ZOSILTJ,O,X,O,O,X,O
ZOSILJT,O,X,O,X,X,X
ZOSIJTL,X,X,O,O,X,O
ZOSIJLT,O,X,O,X,X,X
ZOSLTIJ,O,X,X,O,X,O
ZOSLTJI,O,X,X,O,X,O
ZOSLITJ,O,X,X,O,X,O
ZOSLIJT,O,X,X,X,X,X
ZOSLJTI,O,X,X,O,X,X
ZOSLJIT,O,X,X,X,X,X
ZOSJTIL,X,X,O,O,O,O
ZOSJTLI,X,X,X,O,O,O
ZOSJITL,X,X,O,O,O,O
ZOSJILT,O,X,O,X,O,X
ZOSJLTI,O,X,X,O,O,X
ZOSJLIT,O,X,X,X,O,X
OTILJSZ,X,O,X,X,X,X
OTILJZS,X,O,X,X,X,X
OTILSJZ,O,O,X,X,X,X
OTILSZJ,X,X,O,X,X,X
OTILZJS,O,O,O,X,X,X
OTILZSJ,O,X,O,X,X,X
OTIJLSZ,X,O,X,X,X,X
OTIJLZS,X,O,X,X,X,X
OTIJSLZ,X,O,X,X,O,X
OTIJSZL,X,X,O,X,O,X
OTIJZLS,X,O,O,X,X,X
OTIJZSL,X,X,O,X,O,X
OTISLJZ,X,O,X,X,X,X
OTISLZJ,X,X,O,X,X,X
OTISJLZ,X,O,X,X,X,X
OTISJZL,X,X,O,X,X,X
OTISZLJ,X,X,O,O,X,O
OTISZJL,X,X,O,O,X,O
OTIZLJS,O,O,O,X,X,X
OTIZLSJ,O,X,O,O,X,O
OTIZJLS,O,O,O,X,X,X
OTIZJSL,X,X,O,O,O,O
OTIZSLJ,X,X,O,O,X,O
OTIZSJL,X,X,O,O,X,O
OTLIJSZ,X,O,X,X,X,X
OTLIJZS,X,O,X,X,X,X
OTLISJZ,O,O,X,X,X,X
OTLISZJ,X,X,O,O,X,X
OTLIZJS,O,O,O,O,X,X
OTLIZSJ,O,X,O,O,X,X
OTLJISZ,X,O,X,X,X,X
OTLJIZS,X,O,X,X,X,X
OTLJSIZ,X,O,X,X,O,X
OTLJSZI,X,X,X,O,O,X
OTLJZIS,X,O,X,O,X,X
OTLJZSI,X,X,X,O,O,X
OTLSIJZ,O,O,X,X,X,X
OTLSIZJ,X,X,X,O,X,X
OTLSJIZ,O,O,X,X,X,X
OTLSJZI,O,X,X,O,X,X
OTLSZIJ,O,X,X,O,X,X
OTLSZJI,O,X,X,O,X,X
OTLZIJS,O,O,O,O,X,X
OTLZISJ,O,X,O,O,X,X
OTLZJIS,O,O,O,O,X,X
OTLZJSI,O,X,X,O,O,X
OTLZSIJ,O,X,X,O,X,X
OTLZSJI,O,X,X,O,X,X
OTJILSZ,X,O,X,X,X,X
OTJILZS,X,O,X,X,X,X
OTJISLZ,X,O,X,X,O,X
OTJISZL,X,X,O,X,O,X
OTJIZLS,X,O,O,X,X,X
OTJIZSL,X,X,O,X,O,X
OTJLISZ,X,O,X,X,X,X
OTJLIZS,X,O,X,X,X,X
OTJLSIZ,X,O,X,X,O,X
OTJLSZI,X,X,X,X,O,X
OTJLZIS,X,O,X,X,X,X
OTJLZSI,X,X,X,X,O,X
OTJSILZ,X,O,X,X,O,X
OTJSIZL,X,X,X,X,O,X
OTJSLIZ,X,O,X,X,O,X
OTJSLZI,X,X,X,X,O,X
OTJSZIL,X,X,X,X,O,X
OTJSZLI,X,X,X,X,O,X
OTJZILS,X,O,O,X,X,X
OTJZISL,X,X,O,X,O,X
OTJZLIS,X,O,O,X,X,X
OTJZLSI,X,X,X,X,O,X
OTJZSIL,X,X,O,X,O,X
OTJZSLI,X,X,X,X,O,X
OTSILJZ,X,O,X,X,X,X
OTSILZJ,X,X,O,O,X,X
OTSIJLZ,X,O,X,X,X,X
OTSIJZL,X,X,O,X,X,X
OTSIZLJ,X,X,O,O,X,O
OTSIZJL,X,X,O,O,X,O
OTSLIJZ,X,O,X,X,X,X
OTSLIZJ,X,X,X,O,X,X
OTSLJIZ,X,O,X,X,X,X
OTSLJZI,X,X,X,O,X,X
OTSLZIJ,X,X,X,O,X,O
OTSLZJI,X,X,X,O,X,O
OTSJILZ,X,O,X,X,O,X
OTSJIZL,X,X,X,X,O,X
OTSJLIZ,X,O,X,X,O,X
OTSJLZI,X,X,X,O,O,X
OTSJZIL,X,X,X,O,O,O
OTSJZLI,X,X,X,O,O,O
OTSZILJ,X,X,O,O,X,O
OTSZIJL,X,X,O,O,X,O
OTSZLIJ,X,X,X,O,X,O
OTSZLJI,X,X,X,O,X,O
OTSZJIL,X,X,O,O,O,O
OTSZJLI,X,X,X,O,O,O
OTZILJS,O,O,O,X,X,X
OTZILSJ,O,X,O,O,X,O
OTZIJLS,O,O,O,X,X,X
OTZIJSL,X,X,O,O,O,O
OTZISLJ,X,X,O,O,X,O
OTZISJL,X,X,O,O,X,O
OTZLIJS,O,O,O,O,X,X
OTZLISJ,O,X,O,O,X,O
OTZLJIS,O,O,O,O,X,X
OTZLJSI,O,X,X,O,O,X
OTZLSIJ,O,X,X,O,X,O
OTZLSJI,O,X,X,O,X,O
OTZJILS,O,O,O,X,X,X
OTZJISL,X,X,O,O,O,O
OTZJLIS,O,O,O,X,X,X
OTZJLSI,O,X,X,X,O,X
OTZJSIL,X,X,O,O,O,O
OTZJSLI,X,X,X,O,O,O
OTZSILJ,X,X,O,O,X,O
OTZSIJL,X,X,O,O,X,O
OTZSLIJ,X,X,X,O,X,O
OTZSLJI,X,X,X,O,X,O
OTZSJIL,X,X,O,O,O,O
OTZSJLI,X,X,X,O,O,O
OITLJSZ,X,O,X,X,X,X
OITLJZS,X,O,X,X,X,X
OITLSJZ,O,O,X,X,X,X
OITLSZJ,X,X,O,X,X,X
OITLZJS,O,O,O,X,X,X
OITLZSJ,O,X,O,X,X,X
OITJLSZ,X,O,X,X,X,X
OITJLZS,X,O,X,X,X,X
OITJSLZ,X,O,X,X,O,X
OITJSZL,X,X,O,X,O,X
OITJZLS,X,O,O,X,X,X
OITJZSL,X,X,O,X,O,X
OITSLJZ,X,O,X,X,X,X
OITSLZJ,X,X,O,X,X,X
OITSJLZ,X,O,X,X,X,X
OITSJZL,X,X,O,X,X,X
OITSZLJ,X,X,O,O,X,O
OITSZJL,X,X,O,O,X,O
OITZLJS,O,O,O,X,X,X
OITZLSJ,O,X,O,O,X,O
OITZJLS,O,O,O,X,X,X
OITZJSL,X,X,O,O,O,O
OITZSLJ,X,X,O,O,X,O
OITZSJL,X,X,O,O,X,O
OILTJSZ,X,O,X,X,X,X
OILTJZS,X,O,X,X,X,X
OILTSJZ,O,O,X,X,X,X
OILTSZJ,X,X,O,O,X,X
OILTZJS,O,O,O,O,X,X
OILTZSJ,O,X,O,O,X,X
OILJTSZ,X,O,X,X,X,X
OILJTZS,X,O,X,X,X,X
OILJSTZ,O,O,X,X,X,X
OILJSZT,O,O,X,X,X,X
OILJZTS,O,O,X,X,X,X
OILJZST,O,O,X,X,X,X
OILSTJZ,O,O,X,X,X,X
OILSTZJ,X,X,O,O,X,X
OILSJTZ,O,O,X,X,X,X
OILSJZT,O,O,X,X,X,X
OILSZTJ,O,X,O,O,X,O
OILSZJT,O,X,O,X,X,X
OILZTJS,O,O,O,O,X,X
OILZTSJ,O,X,O,O,X,O
OILZJTS,O,O,O,O,X,X
OILZJST,O,O,O,X,X,X
OILZSTJ,O,X,O,O,X,O
OILZSJT,O,X,O,X,X,X
OIJTLSZ,X,O,X,X,X,X
OIJTLZS,X,O,X,X,X,X
OIJTSLZ,X,O,X,X,O,X
OIJTSZL,X,X,O,X,O,X
OIJTZLS,X,O,O,X,X,X
OIJTZSL,X,X,O,X,O,X
OIJLTSZ,X,O,X,X,X,X
OIJLTZS,X,O,X,X,X,X
OIJLSTZ,O,O,X,X,X,X
OIJLSZT,O,O,X,X,X,X
OIJLZTS,O,O,X,X,X,X
OIJLZST,O,O,X,X,X,X
OIJSTLZ,X,O,X,X,O,X
OIJSTZL,X,X,O,X,O,X
OIJSLTZ,X,O,X,X,O,X
OIJSLZT,X,O,X,X,O,X
OIJSZTL,X,X,O,O,O,O
OIJSZLT,X,X,O,X,O,X
OIJZTLS,O,O,O,X,X,X
OIJZTSL,X,X,O,O,O,O
OIJZLTS,O,O,O,X,X,X
OIJZLST,O,O,O,X,X,X
OIJZSTL,X,X,O,O,O,O
OIJZSLT,O,X,O,X,O,X
OISTLJZ,X,O,X,X,X,X
OISTLZJ,X,X,O,O,X,X
OISTJLZ,X,O,X,X,X,X
OISTJZL,X,X,O,X,X,X
OISTZLJ,X,X,O,O,X,O
OISTZJL,X,X,O,O,X,O
OISLTJZ,O,O,X,X,X,X
OISLTZJ,X,X,O,O,X,X
OISLJTZ,O,O,X,X,X,X
OISLJZT,O,O,X,X,X,X
OISLZTJ,O,X,O,O,X,O
OISLZJT,O,X,O,X,X,X
OISJTLZ,X,O,X,X,X,X
OISJTZL,X,X,O,X,X,X
OISJLTZ,X,O,X,X,X,X
OISJLZT,X,O,X,X,X,X
OISJZTL,X,X,O,O,X,O
OISJZLT,X,X,O,X,X,X
OISZTLJ,X,X,O,O,X,O
OISZTJL,X,X,O,O,X,O
OISZLTJ,O,X,O,O,X,O
OISZLJT,O,X,O,X,X,X
OISZJTL,X,X,O,O,X,O
OISZJLT,O,X,O,X,X,X
OIZTLJS,O,O,O,X,X,X
OIZTLSJ,O,X,O,O,X,O
OIZTJLS,O,O,O,X,X,X
OIZTJSL,X,X,O,O,O,O
OIZTSLJ,X,X,O,O,X,O
OIZTSJL,X,X,O,O,X,O
OIZLTJS,O,O,O,O,X,X
OIZLTSJ,O,X,O,O,X,O
OIZLJTS,O,O,O,O,X,X
OIZLJST,O,O,O,X,X,X
OIZLSTJ,O,X,O,O,X,O
OIZLSJT,O,X,O,X,X,X
OIZJTLS,O,O,O,X,X,X
OIZJTSL,X,X,O,O,O,O
OIZJLTS,O,O,O,X,X,X
OIZJLST,O,O,O,X,X,X
OIZJSTL,X,X,O,O,O,O
OIZJSLT,O,X,O,X,O,X
OIZSTLJ,X,X,O,O,X,O
OIZSTJL,X,X,O,O,X,O
OIZSLTJ,O,X,O,O,X,O
OIZSLJT,O,X,O,X,X,X
OIZSJTL,X,X,O,O,X,O
OIZSJLT,O,X,O,X,X,X
OLTIJSZ,X,O,X,X,X,X
OLTIJZS,X,O,X,X,X,X
OLTISJZ,O,O,X,X,X,X
OLTISZJ,X,X,O,O,X,X
OLTIZJS,O,O,O,O,X,X
OLTIZSJ,O,X,O,O,X,X
OLTJISZ,X,O,X,X,X,X
OLTJIZS,X,O,X,X,X,X
OLTJSIZ,X,O,X,X,O,X
OLTJSZI,X,X,X,O,O,X
OLTJZIS,X,O,X,O,X,X
OLTJZSI,X,X,X,O,O,X
OLTSIJZ,O,O,X,X,X,X
OLTSIZJ,X,X,X,O,X,X
OLTSJIZ,O,O,X,X,X,X
OLTSJZI,O,X,X,O,X,X
OLTSZIJ,O,X,X,O,X,X
OLTSZJI,O,X,X,O,X,X
OLTZIJS,O,O,O,O,X,X
OLTZISJ,O,X,O,O,X,X
OLTZJIS,O,O,O,O,X,X
OLTZJSI,O,X,X,O,O,X
OLTZSIJ,O,X,X,O,X,X
OLTZSJI,O,X,X,O,X,X
OLITJSZ,X,O,X,X,X,X
OLITJZS,X,O,X,X,X,X
OLITSJZ,O,O,X,X,X,X
OLITSZJ,X,X,O,O,X,X
OLITZJS,O,O,O,O,X,X
OLITZSJ,O,X,O,O,X,X
OLIJTSZ,X,O,X,X,X,X
OLIJTZS,X,O,X,X,X,X
OLIJSTZ,O,O,X,X,X,X
OLIJSZT,O,O,X,X,X,X
OLIJZTS,O,O,X,X,X,X
OLIJZST,O,O,X,X,X,X
OLISTJZ,O,O,X,X,X,X
OLISTZJ,X,X,O,O,X,X
OLISJTZ,O,O,X,X,X,X
OLISJZT,O,O,X,X,X,X
OLISZTJ,O,X,O,O,X,O
OLISZJT,O,X,O,X,X,X
OLIZTJS,O,O,O,O,X,X
OLIZTSJ,O,X,O,O,X,O
OLIZJTS,O,O,O,O,X,X
OLIZJST,O,O,O,X,X,X
OLIZSTJ,O,X,O,O,X,O
OLIZSJT,O,X,O,X,X,X
OLJTISZ,X,O,X,X,X,X
OLJTIZS,X,O,X,X,X,X
OLJTSIZ,X,O,X,X,O,X
OLJTSZI,X,X,X,O,O,X
OLJTZIS,X,O,X,O,X,X
OLJTZSI,X,X,X,O,O,X
OLJITSZ,X,O,X,X,X,X
OLJITZS,X,O,X,X,X,X
OLJISTZ,O,O,X,X,X,X
OLJISZT,O,O,X,X,X,X
OLJIZTS,O,O,X,X,X,X
OLJIZST,O,O,X,X,X,X
OLJSTIZ,O,O,X,X,O,X
OLJSTZI,O,X,X,O,O,X
OLJSITZ,O,O,X,X,O,X
OLJSIZT,O,O,X,X,O,X
OLJSZTI,O,X,X,O,O,X
OLJSZIT,O,X,X,X,O,X
OLJZTIS,O,O,X,O,X,X
OLJZTSI,O,X,X,O,O,X
OLJZITS,O,O,X,O,X,X
OLJZIST,O,O,X,X,X,X
OLJZSTI,O,X,X,O,O,X
OLJZSIT,O,X,X,X,O,X
OLSTIJZ,O,O,X,X,X,X
OLSTIZJ,X,X,X,O,X,X
OLSTJIZ,O,O,X,X,X,X
OLSTJZI,O,X,X,O,X,X
OLSTZIJ,O,X,X,O,X,O
OLSTZJI,O,X,X,O,X,O
OLSITJZ,O,O,X,X,X,X
OLSITZJ,X,X,X,O,X,X
OLSIJTZ,O,O,X,X,X,X
OLSIJZT,O,O,X,X,X,X
OLSIZTJ,O,X,X,O,X,O
OLSIZJT,O,X,X,X,X,X
OLSJTIZ,O,O,X,X,X,X
OLSJTZI,O,X,X,O,X,X
OLSJITZ,O,O,X,X,X,X
OLSJIZT,O,O,X,X,X,X
OLSJZTI,O,X,X,O,X,X
OLSJZIT,O,X,X,X,X,X
OLSZTIJ,O,X,X,O,X,O
OLSZTJI,O,X,X,O,X,O
OLSZITJ,O,X,X,O,X,O
OLSZIJT,O,X,X,X,X,X
OLSZJTI,O,X,X,O,X,X
OLSZJIT,O,X,X,X,X,X
OLZTIJS,O,O,O,O,X,X
OLZTISJ,O,X,O,O,X,O
OLZTJIS,O,O,O,O,X,X
OLZTJSI,O,X,X,O,O,X
OLZTSIJ,O,X,X,O,X,O
OLZTSJI,O,X,X,O,X,O
OLZITJS,O,O,O,O,X,X
OLZITSJ,O,X,O,O,X,O
OLZIJTS,O,O,O,O,X,X
OLZIJST,O,O,O,X,X,X
OLZISTJ,O,X,O,O,X,O
OLZISJT,O,X,O,X,X,X
OLZJTIS,O,O,O,O,X,X
OLZJTSI,O,X,X,O,O,X
OLZJITS,O,O,O,O,X,X
OLZJIST,O,O,O,X,X,X
OLZJSTI,O,X,X,O,O,X
OLZJSIT,O,X,X,X,O,X
OLZSTIJ,O,X,X,O,X,O
OLZSTJI,O,X,X,O,X,O
OLZSITJ,O,X,X,O,X,O
OLZSIJT,O,X,X,X,X,X
OLZSJTI,O,X,X,O,X,X
OLZSJIT,O,X,X,X,X,X
OJTILSZ,X,O,X,X,X,X
OJTILZS,X,O,X,X,X,X
OJTISLZ,X,O,X,X,O,X
OJTISZL,X,X,O,X,O,X
OJTIZLS,X,O,O,X,X,X
OJTIZSL,X,X,O,X,O,X
OJTLISZ,X,O,X,X,X,X
OJTLIZS,X,O,X,X,X,X
OJTLSIZ,X,O,X,X,O,X
OJTLSZI,X,X,X,X,O,X
OJTLZIS,X,O,X,X,X,X
OJTLZSI,X,X,X,X,O,X
OJTSILZ,X,O,X,X,O,X
OJTSIZL,X,X,X,X,O,X
OJTSLIZ,X,O,X,X,O,X
OJTSLZI,X,X,X,X,O,X
OJTSZIL,X,X,X,X,O,X
OJTSZLI,X,X,X,X,O,X
OJTZILS,X,O,O,X,X,X
OJTZISL,X,X,O,X,O,X
OJTZLIS,X,O,O,X,X,X
OJTZLSI,X,X,X,X,O,X
OJTZSIL,X,X,O,X,O,X
OJTZSLI,X,X,X,X,O,X
OJITLSZ,X,O,X,X,X,X
OJITLZS,X,O,X,X,X,X
OJITSLZ,X,O,X,X,O,X
OJITSZL,X,X,O,X,O,X
OJITZLS,X,O,O,X,X,X
OJITZSL,X,X,O,X,O,X
OJILTSZ,X,O,X,X,X,X
OJILTZS,X,O,X,X,X,X
OJILSTZ,O,O,X,X,X,X
OJILSZT,O,O,X,X,X,X
OJILZTS,O,O,X,X,X,X
OJILZST,O,O,X,X,X,X
OJISTLZ,X,O,X,X,O,X
OJISTZL,X,X,O,X,O,X
