sequence,v115@PhC8BeA8DeG8DeA8JeT/IvhFelBChBxiB/rB0sBFsB,v115@PhC8BeA8DeG8DeA8JefGJvhF0hBxiBlkBqsBmkBzrB,v115@PhC8BeA8DeG8DeA8Jem/IvhFzgBxiB0kBqsBlrBfsB,v115@PhC8BeA8DeG8DeA8JeT/IvhFelBfmBxiBFsB6rB0sB,v115@PhC8BeA8DeG8DeA8JeT/IvhFelBChBxrB/sB0rBFtB,v115@PhC8BeA8DeG8DeA8JeT/IvhFUiBxlBXlB2rBSxBFtB,v115@PhC8BeA8DeG8DeA8JezAJvhFCjBlkBUnBmkB3mBRxB,v115@PhC8BeA8DeG8DeA8Jei/IvhFRhBzkBUmBXsBGsBFtB,v115@PhC8BeA8DeG8DeA8JeT/IvhFmgBUiBXlB1rBCoBRxB,v115@PhC8BeA8DeG8DeA8Jem/IvhFzgB0kBFnB3mBCoBRxB
IOZLJTS,O,X,O,X,X,O,O,X,X,O
IOZLJST,O,X,X,X,X,O,X,X,X,X
IOZLSTJ,X,X,X,X,X,O,O,O,X,X
IOZLSJT,O,X,X,X,X,O,X,O,X,X
IOZJTLS,O,X,O,X,O,X,O,X,X,O
IOZJTSL,O,X,X,O,O,X,X,X,X,O
IOZJLTS,O,X,O,X,O,O,O,X,X,O
IOZJLST,O,X,X,X,O,O,X,X,X,X
IOZJSTL,O,X,X,X,O,X,X,X,X,O
IOZJSLT,O,X,X,X,O,O,X,X,X,X
IOZSTLJ,X,X,X,X,X,O,O,O,X,X
IOZSTJL,O,X,X,X,X,X,X,O,X,O
IOZSLTJ,X,X,X,X,X,O,O,O,X,X
IOZSLJT,O,X,X,X,X,O,X,O,X,X
IOZSJTL,O,X,X,X,X,X,X,O,X,O
IOZSJLT,O,X,X,X,X,O,X,O,X,X
LTIJSZO,X,O,X,O,X,X,X,X,X,X
LTIJSOZ,X,X,X,O,X,X,X,X,X,X
LTIJZSO,X,X,X,X,O,X,X,X,X,X
LTIJZOS,X,X,X,X,O,X,O,X,X,X
LTIJOSZ,O,O,X,O,X,X,X,X,X,X
LTIJOZS,O,X,X,X,O,X,O,X,X,X
LTISJZO,X,O,X,O,X,X,X,X,X,X
LTISJOZ,X,X,X,O,X,X,X,X,X,X
LTISZJO,X,O,X,X,X,X,X,X,X,X
LTISZOJ,X,O,X,X,X,X,O,X,X,X
LTISOJZ,X,O,X,X,X,X,X,X,X,X
LTISOZJ,X,O,X,X,X,X,O,X,X,X
LTIZJSO,X,X,O,X,X,X,X,X,X,X
LTIZJOS,X,X,O,X,X,X,O,X,X,X
LTIZSJO,X,O,O,X,X,X,X,X,X,X
LTIZSOJ,X,O,O,X,X,X,O,X,X,X
LTIZOJS,X,X,O,X,X,O,O,X,X,X
LTIZOSJ,X,O,O,X,X,O,O,X,X,X
LTIOJSZ,X,O,X,O,X,X,X,X,X,X
LTIOJZS,X,X,X,X,X,X,O,X,X,X
LTIOSJZ,X,O,X,X,X,X,X,X,X,X
LTIOSZJ,X,O,X,X,X,X,O,X,X,X
LTIOZJS,X,X,O,X,X,O,O,X,X,X
LTIOZSJ,X,O,O,X,X,O,O,X,X,X
LTJISZO,X,O,X,O,X,X,X,X,X,X
LTJISOZ,X,X,X,O,X,X,X,X,X,X
LTJIZSO,X,X,X,X,O,X,X,X,X,X
LTJIZOS,X,X,X,X,O,X,O,X,X,X
LTJIOSZ,O,O,X,O,X,X,X,X,X,X
LTJIOZS,O,X,X,X,O,X,O,X,X,X
LTJSIZO,X,O,X,O,X,X,X,X,X,X
LTJSIOZ,O,X,X,O,X,X,X,X,X,X
LTJSZIO,O,O,X,O,X,X,X,X,X,X
LTJSZOI,O,O,X,O,X,X,X,X,O,X
LTJSOIZ,O,O,X,O,X,X,X,X,X,X
LTJSOZI,O,O,X,O,X,X,X,X,O,X
LTJZISO,X,X,O,X,X,X,X,X,X,X
LTJZIOS,O,X,O,X,X,X,X,X,X,X
LTJZSIO,X,X,O,X,X,X,X,X,X,X
LTJZSOI,X,X,O,X,X,X,X,X,O,X
LTJZOIS,O,X,O,X,X,X,X,X,X,X
LTJZOSI,X,X,O,X,X,X,X,X,X,X
LTJOISZ,O,O,X,O,X,X,X,X,X,X
LTJOIZS,O,X,X,X,O,X,O,X,X,X
LTJOSIZ,O,O,X,O,X,X,X,X,X,X
LTJOSZI,O,O,X,O,X,X,X,X,X,X
LTJOZIS,O,X,O,X,X,X,X,X,X,X
LTJOZSI,X,X,O,X,X,X,X,X,X,X
LTSIJZO,X,O,X,O,X,X,X,X,X,X
LTSIJOZ,O,X,X,O,X,X,X,X,X,X
LTSIZJO,X,O,X,X,X,X,X,X,X,X
LTSIZOJ,X,O,X,X,X,X,O,X,X,X
LTSIOJZ,X,O,X,X,X,X,X,X,X,X
LTSIOZJ,X,O,X,X,X,X,O,X,X,X
LTSJIZO,X,O,X,O,X,X,X,X,X,X
LTSJIOZ,O,X,X,O,X,X,X,X,X,X
LTSJZIO,O,O,X,O,X,X,X,X,X,X
LTSJZOI,O,O,X,O,X,X,X,X,O,X
LTSJOIZ,O,O,X,O,X,X,X,X,X,X
LTSJOZI,O,O,X,O,X,X,X,X,O,X
LTSZIJO,O,O,O,X,X,X,X,X,X,X
LTSZIOJ,X,O,O,X,X,X,X,X,X,X
LTSZJIO,O,O,O,X,X,X,X,X,X,X
LTSZJOI,O,O,O,X,X,X,X,X,O,X
LTSZOIJ,X,O,O,X,X,X,X,X,X,X
LTSZOJI,X,O,O,X,X,X,X,X,O,X
LTSOIJZ,X,O,X,X,X,X,X,X,X,X
LTSOIZJ,X,O,X,X,X,X,O,X,X,X
LTSOJIZ,X,O,X,X,X,X,X,X,X,X
LTSOJZI,X,O,X,X,X,X,X,X,O,X
LTSOZIJ,X,O,O,X,X,X,X,X,X,X
LTSOZJI,X,O,O,X,X,X,X,X,O,X
LTZIJSO,X,X,O,X,X,X,X,X,X,X
LTZIJOS,O,X,O,X,X,X,O,X,X,X
LTZISJO,X,O,O,X,X,X,X,X,X,X
LTZISOJ,X,O,O,X,X,X,O,X,X,X
LTZIOJS,X,X,O,X,X,O,O,X,X,X
LTZIOSJ,X,O,O,X,X,O,O,X,X,X
LTZJISO,X,X,O,X,X,X,X,X,X,X
LTZJIOS,O,X,O,X,X,X,X,X,X,X
LTZJSIO,X,X,O,X,X,X,X,X,X,X
LTZJSOI,X,X,O,X,X,X,X,X,O,X
LTZJOIS,O,X,O,X,X,X,X,X,X,X
LTZJOSI,X,X,O,X,X,X,X,X,X,X
LTZSIJO,X,O,O,X,X,X,X,X,X,X
LTZSIOJ,X,O,O,X,X,X,X,X,X,X
LTZSJIO,X,O,O,X,X,X,X,X,X,X
LTZSJOI,X,O,O,X,X,X,X,X,O,X
LTZSOIJ,X,O,O,X,X,X,X,X,X,X
LTZSOJI,X,O,O,X,X,X,X,X,O,X
LTZOIJS,X,X,O,X,X,O,O,X,X,X
LTZOISJ,X,O,O,X,X,O,O,X,X,X
LTZOJIS,X,X,O,X,X,X,X,X,X,X
LTZOJSI,X,X,O,X,X,X,X,X,X,X
LTZOSIJ,X,O,O,X,X,X,X,X,X,X
LTZOSJI,X,O,O,X,X,X,X,X,X,X
LTOIJSZ,X,O,X,O,X,X,X,X,X,X
LTOIJZS,X,X,X,X,X,X,O,X,X,X
LTOISJZ,X,O,X,X,X,X,X,X,X,X
LTOISZJ,X,O,X,X,X,X,O,X,X,X
LTOIZJS,X,X,O,X,X,O,O,X,X,X
LTOIZSJ,X,O,O,X,X,O,O,X,X,X
LTOJISZ,X,O,X,O,X,X,X,X,X,X
LTOJIZS,X,X,X,X,X,X,O,X,X,X
LTOJSIZ,X,O,X,O,X,X,X,X,X,X
LTOJSZI,X,O,X,O,X,X,X,X,X,X
LTOJZIS,X,X,O,X,X,X,X,X,X,X
LTOJZSI,X,X,O,X,X,X,X,X,X,X
LTOSIJZ,X,O,X,X,X,X,X,X,X,X
LTOSIZJ,X,O,X,X,X,X,O,X,X,X
LTOSJIZ,X,O,X,X,X,X,X,X,X,X
LTOSJZI,X,O,X,X,X,X,X,X,X,X
LTOSZIJ,X,O,O,X,X,X,X,X,X,X
LTOSZJI,X,O,O,X,X,X,X,X,X,X
LTOZIJS,X,X,O,X,X,O,O,X,X,X
LTOZISJ,X,O,O,X,X,O,O,X,X,X
LTOZJIS,X,X,O,X,X,X,X,X,X,X
LTOZJSI,X,X,O,X,X,X,X,X,X,X
LTOZSIJ,X,O,O,X,X,X,X,X,X,X
LTOZSJI,X,O,O,X,X,X,X,X,X,X
LITJSZO,X,O,X,O,X,X,X,X,X,X
LITJSOZ,X,X,X,O,X,X,X,X,X,X
LITJZSO,X,X,X,X,O,X,X,X,X,X
LITJZOS,X,X,X,X,O,X,O,X,X,X
LITJOSZ,O,O,X,O,X,X,X,X,X,X
LITJOZS,O,X,X,X,O,X,O,X,X,X
LITSJZO,X,O,X,O,X,X,X,X,X,X
LITSJOZ,X,X,X,O,X,X,X,X,X,X
LITSZJO,X,O,X,X,X,X,X,X,X,X
LITSZOJ,X,O,X,X,X,X,O,X,X,X
LITSOJZ,X,O,X,X,X,X,X,X,X,X
LITSOZJ,X,O,X,X,X,X,O,X,X,X
LITZJSO,X,X,O,X,X,X,X,X,X,X
LITZJOS,X,X,O,X,X,X,O,X,X,X
LITZSJO,X,O,O,X,X,X,X,X,X,X
LITZSOJ,X,O,O,X,X,X,O,X,X,X
LITZOJS,X,X,O,X,X,O,O,X,X,X
LITZOSJ,X,O,O,X,X,O,O,X,X,X
LITOJSZ,X,O,X,O,X,X,X,X,X,X
LITOJZS,X,X,X,X,X,X,O,X,X,X
LITOSJZ,X,O,X,X,X,X,X,X,X,X
LITOSZJ,X,O,X,X,X,X,O,X,X,X
LITOZJS,X,X,O,X,X,O,O,X,X,X
LITOZSJ,X,O,O,X,X,O,O,X,X,X
LIJTSZO,X,O,X,O,X,X,X,X,X,X
LIJTSOZ,X,X,X,O,X,X,X,X,X,X
LIJTZSO,X,X,X,X,O,X,X,X,X,X
LIJTZOS,X,X,X,X,O,X,X,X,X,X
LIJTOSZ,O,O,X,O,X,X,X,X,X,X
LIJTOZS,O,X,X,X,O,X,X,X,X,X
LIJSTZO,X,O,X,X,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,X,X,X,X,X,X
LIJSZTO,O,O,X,X,O,X,X,X,X,X
LIJSZOT,O,X,X,X,O,X,X,X,X,X
LIJSOTZ,O,X,X,X,X,X,X,X,X,X
LIJSOZT,O,X,X,X,O,X,X,X,X,X
LIJZTSO,X,X,X,X,O,X,X,X,X,X
LIJZTOS,O,X,X,X,O,X,X,X,X,X
LIJZSTO,O,X,X,X,O,X,X,X,X,X
LIJZSOT,O,X,X,X,O,X,X,X,X,X
LIJZOTS,O,X,X,X,O,O,X,X,X,X
LIJZOST,O,X,X,X,O,O,X,X,X,X
LIJOTSZ,O,O,X,O,X,X,X,X,X,X
LIJOTZS,O,X,X,X,O,X,X,X,X,X
LIJOSTZ,O,O,X,X,X,X,X,X,X,X
LIJOSZT,O,O,X,X,O,X,X,X,X,X
LIJOZTS,O,X,X,X,O,O,X,X,X,X
LIJOZST,O,X,X,X,O,O,X,X,X,X
LISTJZO,X,O,X,X,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,X,X,X,X,X
LISTZJO,X,O,X,X,X,X,X,X,X,X
LISTZOJ,X,O,X,X,X,X,X,X,X,X
LISTOJZ,X,O,X,X,X,X,X,X,X,X
LISTOZJ,X,O,X,X,X,X,X,X,X,X
LISJTZO,X,O,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,X,X,X,X
LISJZTO,O,O,X,X,O,X,X,X,X,X
LISJZOT,O,X,X,X,O,X,X,X,X,X
LISJOTZ,O,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,O,X,X,X,X,X
LISZTJO,O,O,X,X,X,X,X,X,X,X
LISZTOJ,X,O,X,X,X,X,X,X,X,X
LISZJTO,O,O,X,X,X,X,X,X,X,X
LISZJOT,O,X,X,X,X,X,X,X,X,X
LISZOTJ,X,O,X,X,X,O,X,X,X,X
LISZOJT,O,X,X,X,X,O,X,X,X,X
LISOTJZ,X,O,X,X,X,X,X,X,X,X
LISOTZJ,X,O,X,X,X,X,X,X,X,X
LISOJTZ,O,O,X,X,X,X,X,X,X,X
LISOJZT,O,O,X,X,X,X,X,X,X,X
LISOZTJ,X,O,X,X,X,O,X,X,X,X
LISOZJT,X,O,X,X,X,O,X,X,X,X
LIZTJSO,X,X,O,X,X,X,X,X,X,X
LIZTJOS,O,X,O,X,X,X,X,X,X,X
LIZTSJO,X,O,O,X,X,X,X,X,X,X
LIZTSOJ,X,O,O,X,X,X,X,X,X,X
LIZTOJS,X,X,O,X,X,O,X,X,X,X
LIZTOSJ,X,O,O,X,X,O,X,X,X,X
LIZJTSO,X,X,O,X,O,X,X,X,X,X
LIZJTOS,O,X,O,X,O,X,X,X,X,X
LIZJSTO,O,X,X,X,O,X,X,X,X,X
LIZJSOT,O,X,X,X,O,X,X,X,X,X
LIZJOTS,O,X,O,X,O,O,X,X,X,X
LIZJOST,O,X,X,X,O,O,X,X,X,X
LIZSTJO,O,O,X,X,X,X,X,X,X,X
LIZSTOJ,X,O,X,X,X,X,X,X,X,X
LIZSJTO,O,O,X,X,X,X,X,X,X,X
LIZSJOT,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,X,X,O,X,X,X,X
LIZSOJT,O,X,X,X,X,O,X,X,X,X
LIZOTJS,X,X,O,X,X,O,X,X,X,X
LIZOTSJ,X,O,O,X,X,O,X,X,X,X
LIZOJTS,O,X,O,X,X,O,X,X,X,X
LIZOJST,O,X,X,X,X,O,X,X,X,X
LIZOSTJ,X,O,X,X,X,O,X,X,X,X
LIZOSJT,O,O,X,X,X,O,X,X,X,X
LIOTJSZ,X,O,X,O,X,X,X,X,X,X
LIOTJZS,X,X,X,X,X,X,O,X,X,X
LIOTSJZ,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,X,O,X,X,X,X,O,X,X,X
LIOTZJS,X,X,O,X,X,O,O,X,X,X
LIOTZSJ,X,O,O,X,X,O,O,X,X,X
LIOJTSZ,O,O,X,O,X,X,X,X,X,X
LIOJTZS,O,X,X,X,O,X,O,X,X,X
LIOJSTZ,O,O,X,X,X,X,X,X,X,X
LIOJSZT,O,O,X,X,O,X,X,X,X,X
LIOJZTS,O,X,X,X,O,O,O,X,X,X
LIOJZST,O,X,X,X,O,O,X,X,X,X
LIOSTJZ,X,O,X,X,X,X,X,X,X,X
LIOSTZJ,X,O,X,X,X,X,O,X,X,X
LIOSJTZ,O,O,X,X,X,X,X,X,X,X
LIOSJZT,O,O,X,X,X,X,X,X,X,X
LIOSZTJ,X,O,X,X,X,O,O,X,X,X
LIOSZJT,X,O,X,X,X,O,X,X,X,X
LIOZTJS,X,X,O,X,X,O,O,X,X,X
LIOZTSJ,X,O,O,X,X,O,O,X,X,X
LIOZJTS,O,X,O,X,X,O,O,X,X,X
LIOZJST,O,X,X,X,X,O,X,X,X,X
LIOZSTJ,X,O,X,X,X,O,O,X,X,X
LIOZSJT,O,O,X,X,X,O,X,X,X,X
LJTISZO,X,O,X,O,X,X,X,X,X,X
LJTISOZ,X,X,X,O,X,X,X,X,X,X
LJTIZSO,X,X,X,X,O,X,X,X,X,X
LJTIZOS,X,X,X,X,O,X,O,X,X,X
LJTIOSZ,O,O,X,O,X,X,X,X,X,X
LJTIOZS,O,X,X,X,O,X,O,X,X,X
LJTSIZO,X,O,X,O,X,X,X,X,X,X
LJTSIOZ,O,X,X,O,X,X,X,X,X,X
LJTSZIO,O,O,X,O,X,X,X,X,X,X
LJTSZOI,O,O,X,O,X,X,X,X,X,X
LJTSOIZ,O,O,X,O,X,X,X,X,X,X
LJTSOZI,O,O,X,O,X,X,X,X,X,X
LJTZISO,X,X,O,X,X,X,X,X,X,X
LJTZIOS,O,X,O,X,X,X,X,X,X,X
LJTZSIO,X,X,O,X,X,X,X,X,X,X
LJTZSOI,X,X,O,X,X,X,X,X,X,X
LJTZOIS,O,X,O,X,X,X,X,X,X,X
LJTZOSI,X,X,O,X,X,X,X,X,X,X
LJTOISZ,O,O,X,O,X,X,X,X,X,X
LJTOIZS,O,X,X,X,O,X,O,X,X,X
LJTOSIZ,O,O,X,O,X,X,X,X,X,X
LJTOSZI,O,O,X,O,X,X,X,X,X,X
LJTOZIS,O,X,O,X,X,X,X,X,X,X
LJTOZSI,X,X,O,X,X,X,X,X,X,X
LJITSZO,X,O,X,O,X,X,X,X,X,X
LJITSOZ,X,X,X,O,X,X,X,X,X,X
LJITZSO,X,X,X,X,O,X,X,X,X,X
LJITZOS,X,X,X,X,O,X,X,X,X,X
LJITOSZ,O,O,X,O,X,X,X,X,X,X
LJITOZS,O,X,X,X,O,X,X,X,X,X
LJISTZO,X,O,X,X,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,X,X,X,X,X
LJISZTO,O,O,X,X,O,X,X,X,X,X
LJISZOT,O,X,X,X,O,X,X,X,X,X
LJISOTZ,O,X,X,X,X,X,X,X,X,X
LJISOZT,O,X,X,X,O,X,X,X,X,X
LJIZTSO,X,X,X,X,O,X,X,X,X,X
LJIZTOS,O,X,X,X,O,X,X,X,X,X
LJIZSTO,O,X,X,X,O,X,X,X,X,X
LJIZSOT,O,X,X,X,O,X,X,X,X,X
LJIZOTS,O,X,X,X,O,O,X,X,X,X
LJIZOST,O,X,X,X,O,O,X,X,X,X
LJIOTSZ,O,O,X,O,X,X,X,X,X,X
LJIOTZS,O,X,X,X,O,X,X,X,X,X
LJIOSTZ,O,O,X,X,X,X,X,X,X,X
LJIOSZT,O,O,X,X,O,X,X,X,X,X
LJIOZTS,O,X,X,X,O,O,X,X,X,X
LJIOZST,O,X,X,X,O,O,X,X,X,X
LJSTIZO,X,O,X,O,X,X,X,X,X,X
LJSTIOZ,O,X,X,O,X,X,X,X,X,X
LJSTZIO,O,O,X,O,X,X,X,X,X,X
LJSTZOI,O,O,X,O,X,X,X,X,X,X
LJSTOIZ,O,O,X,O,X,X,X,X,X,X
LJSTOZI,O,O,X,O,X,X,X,X,X,X
LJSITZO,X,O,X,X,X,X,X,X,X,X
LJSITOZ,O,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,X,X,O,X,X,X,X,X
LJSIZOT,O,X,X,X,O,X,X,X,X,X
LJSIOTZ,O,X,X,X,X,X,X,X,X,X
LJSIOZT,O,X,X,X,O,X,X,X,X,X
LJSZTIO,O,O,X,X,X,X,X,X,X,X
LJSZTOI,O,O,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,X,X,X,X,X,X,X
LJSZIOT,O,X,X,X,X,X,X,X,X,X
LJSZOTI,O,X,X,X,X,X,X,X,X,X
LJSZOIT,O,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,O,X,X,X,X,X,X
LJSOTZI,O,O,X,O,X,X,X,X,X,X
LJSOITZ,O,O,X,X,X,X,X,X,X,X
LJSOIZT,O,O,X,X,O,X,X,X,X,X
LJSOZTI,O,O,X,X,X,X,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,X,X,X
LJZTISO,X,X,O,X,X,X,X,X,X,X
LJZTIOS,O,X,O,X,X,X,X,X,X,X
LJZTSIO,X,X,O,X,X,X,X,X,X,X
LJZTSOI,X,X,O,X,X,X,X,X,X,X
LJZTOIS,O,X,O,X,X,X,X,X,X,X
LJZTOSI,X,X,O,X,X,X,X,X,X,X
LJZITSO,X,X,O,X,O,X,X,X,X,X
LJZITOS,O,X,O,X,O,X,X,X,X,X
LJZISTO,O,X,X,X,O,X,X,X,X,X
LJZISOT,O,X,X,X,O,X,X,X,X,X
LJZIOTS,O,X,O,X,O,O,X,X,X,X
LJZIOST,O,X,X,X,O,O,X,X,X,X
LJZSTIO,O,X,O,X,X,X,X,X,X,X
LJZSTOI,O,X,O,X,X,X,X,X,X,X
LJZSITO,O,X,X,X,X,X,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X,X,X,X
LJZSOTI,O,X,O,X,X,X,X,X,X,X
LJZSOIT,O,X,X,X,X,X,X,X,X,X
LJZOTIS,O,X,O,X,X,X,X,X,X,X
LJZOTSI,X,X,O,X,X,X,X,X,X,X
LJZOITS,O,X,O,X,O,O,X,X,X,X
LJZOIST,O,X,X,X,O,O,X,X,X,X
LJZOSTI,O,X,O,X,X,X,X,X,X,X
LJZOSIT,O,X,X,X,X,X,X,X,X,X
LJOTISZ,O,O,X,O,X,X,X,X,X,X
LJOTIZS,O,X,X,X,O,X,O,X,X,X
LJOTSIZ,O,O,X,O,X,X,X,X,X,X
LJOTSZI,O,O,X,O,X,X,X,X,X,X
LJOTZIS,O,X,O,X,X,X,X,X,X,X
LJOTZSI,X,X,O,X,X,X,X,X,X,X
LJOITSZ,O,O,X,O,X,X,X,X,X,X
LJOITZS,O,X,X,X,O,X,O,X,X,X
LJOISTZ,O,O,X,X,X,X,X,X,X,X
LJOISZT,O,O,X,X,O,X,X,X,X,X
LJOIZTS,O,X,X,X,O,O,O,X,X,X
LJOIZST,O,X,X,X,O,O,X,X,X,X
LJOSTIZ,O,O,X,O,X,X,X,X,X,X
LJOSTZI,O,O,X,O,X,X,X,X,X,X
LJOSITZ,O,O,X,X,X,X,X,X,X,X
LJOSIZT,O,O,X,X,O,X,X,X,X,X
LJOSZTI,O,O,X,X,X,X,X,X,X,X
LJOSZIT,O,O,X,X,X,X,X,X,X,X
LJOZTIS,O,X,O,X,X,X,X,X,X,X
LJOZTSI,X,X,O,X,X,X,X,X,X,X
LJOZITS,O,X,O,X,O,O,X,X,X,X
LJOZIST,O,X,X,X,O,O,X,X,X,X
LJOZSTI,O,X,O,X,X,X,X,X,X,X
LJOZSIT,O,X,X,X,X,X,X,X,X,X
LSTIJZO,X,O,X,O,X,X,X,X,X,X
LSTIJOZ,O,X,X,O,X,X,X,X,X,X
LSTIZJO,X,O,X,X,X,X,X,X,X,X
LSTIZOJ,X,O,X,X,X,X,O,X,X,X
LSTIOJZ,X,O,X,X,X,X,X,X,X,X
LSTIOZJ,X,O,X,X,X,X,O,X,X,X
LSTJIZO,X,O,X,O,X,X,X,X,X,X
LSTJIOZ,O,X,X,O,X,X,X,X,X,X
LSTJZIO,O,O,X,O,X,X,X,X,X,X
LSTJZOI,O,O,X,O,X,X,X,X,O,X
LSTJOIZ,O,O,X,O,X,X,X,X,X,X
LSTJOZI,O,O,X,O,X,X,X,X,O,X
LSTZIJO,O,O,O,X,X,X,X,X,X,X
LSTZIOJ,X,O,O,X,X,X,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X,X,X,X
LSTZJOI,O,O,O,X,X,X,X,X,O,X
LSTZOIJ,X,O,O,X,X,X,X,X,X,X
LSTZOJI,X,O,O,X,X,X,X,X,O,X
LSTOIJZ,X,O,X,X,X,X,X,X,X,X
LSTOIZJ,X,O,X,X,X,X,O,X,X,X
LSTOJIZ,X,O,X,X,X,X,X,X,X,X
LSTOJZI,X,O,X,X,X,X,X,X,O,X
LSTOZIJ,X,O,O,X,X,X,X,X,X,X
LSTOZJI,X,O,O,X,X,X,X,X,O,X
LSITJZO,X,O,X,X,X,X,X,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,X,X
LSITZJO,X,O,X,X,X,X,X,X,X,X
LSITZOJ,X,O,X,X,X,X,X,X,X,X
LSITOJZ,X,O,X,X,X,X,X,X,X,X
LSITOZJ,X,O,X,X,X,X,X,X,X,X
LSIJTZO,X,O,X,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,X,X,X,X
LSIJZTO,O,O,X,X,O,X,X,X,X,X
LSIJZOT,O,X,X,X,O,X,X,X,X,X
LSIJOTZ,O,X,X,X,X,X,X,X,X,X
LSIJOZT,O,X,X,X,O,X,X,X,X,X
LSIZTJO,O,O,X,X,X,X,X,X,X,X
LSIZTOJ,X,O,X,X,X,X,X,X,X,X
LSIZJTO,O,O,X,X,X,X,X,X,X,X
LSIZJOT,O,X,X,X,X,X,X,X,X,X
LSIZOTJ,X,O,X,X,X,O,X,X,X,X
LSIZOJT,O,X,X,X,X,O,X,X,X,X
LSIOTJZ,X,O,X,X,X,X,X,X,X,X
LSIOTZJ,X,O,X,X,X,X,X,X,X,X
LSIOJTZ,O,O,X,X,X,X,X,X,X,X
LSIOJZT,O,O,X,X,X,X,X,X,X,X
LSIOZTJ,X,O,X,X,X,O,X,X,X,X
LSIOZJT,X,O,X,X,X,O,X,X,X,X
LSJTIZO,X,O,X,O,X,X,X,X,X,X
LSJTIOZ,O,X,X,O,X,X,X,X,X,X
LSJTZIO,O,O,X,O,X,X,X,X,X,X
LSJTZOI,O,O,X,O,X,X,X,X,O,X
LSJTOIZ,O,O,X,O,X,X,X,X,X,X
LSJTOZI,O,O,X,O,X,X,X,X,O,X
LSJITZO,X,O,X,X,X,X,X,X,O,X
LSJITOZ,O,X,X,X,X,X,X,X,O,X
LSJIZTO,O,O,X,X,O,X,X,X,X,X
LSJIZOT,O,X,X,X,O,X,X,X,X,X
LSJIOTZ,O,X,X,X,X,X,X,X,O,X
LSJIOZT,O,X,X,X,O,X,X,X,X,X
LSJZTIO,O,O,X,X,X,X,X,X,X,X
LSJZTOI,O,O,X,X,X,X,X,X,X,X
LSJZITO,O,O,X,X,X,X,X,X,X,X
LSJZIOT,O,X,X,X,X,X,X,X,X,X
LSJZOTI,O,X,X,X,X,X,X,X,X,X
LSJZOIT,O,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,X,O,X,X,X,X,X,X
LSJOTZI,O,O,X,O,X,X,X,X,O,X
LSJOITZ,O,O,X,X,X,X,X,X,O,X
LSJOIZT,O,O,X,X,O,X,X,X,X,X
LSJOZTI,O,O,X,X,X,X,X,X,X,X
LSJOZIT,O,O,X,X,X,X,X,X,X,X
LSZTIJO,O,O,O,X,X,X,X,X,X,X
LSZTIOJ,X,O,O,X,X,X,X,X,X,X
LSZTJIO,O,O,O,X,X,X,X,X,X,X
LSZTJOI,O,O,O,X,X,X,X,X,X,X
LSZTOIJ,X,O,O,X,X,X,X,X,X,X
LSZTOJI,X,O,O,X,X,X,X,X,X,X
LSZITJO,O,O,X,X,X,X,X,X,X,X
LSZITOJ,X,O,X,X,X,X,X,X,X,X
LSZIJTO,O,O,X,X,X,X,X,X,X,X
LSZIJOT,O,X,X,X,X,X,X,X,X,X
LSZIOTJ,X,O,X,X,X,O,X,O,X,X
LSZIOJT,O,X,X,X,X,O,X,O,X,X
LSZJTIO,O,O,O,X,X,X,X,X,X,X
LSZJTOI,O,O,O,X,X,X,X,X,X,X
LSZJITO,O,O,X,X,X,X,X,X,X,X
LSZJIOT,O,X,X,X,X,X,X,X,X,X
LSZJOTI,O,X,O,X,X,X,X,X,X,X
LSZJOIT,O,X,X,X,X,X,X,X,X,X
LSZOTIJ,X,O,O,X,X,X,X,O,X,X
LSZOTJI,X,O,O,X,X,X,X,O,X,X
LSZOITJ,X,O,X,X,X,O,X,O,X,X
LSZOIJT,O,O,X,X,X,O,X,O,X,X
LSZOJTI,O,O,O,X,X,X,X,O,X,X
LSZOJIT,O,O,X,X,X,X,X,O,X,X
LSOTIJZ,X,O,X,X,X,X,X,X,X,X
LSOTIZJ,X,O,X,X,X,X,O,X,X,X
LSOTJIZ,X,O,X,X,X,X,X,X,X,X
LSOTJZI,X,O,X,X,X,X,X,X,O,X
LSOTZIJ,X,O,O,X,X,X,X,O,X,X
LSOTZJI,X,O,O,X,X,X,X,O,O,X
LSOITJZ,X,O,X,X,X,X,X,X,X,X
LSOITZJ,X,O,X,X,X,X,O,X,X,X
LSOIJTZ,O,O,X,X,X,X,X,X,X,X
LSOIJZT,O,O,X,X,X,X,X,X,X,X
