sequence,v115@FhB8HeC8HeE8DeB8Je/EJvhFRgBGiBTlB0rBlsBirB,v115@FhB8HeC8HeE8DeB8JeT/IvhFelBqlB/mB0nBFnBxwB,v115@FhB8HeC8HeE8DeB8JeT/IvhFmgBXlBSrB0nBFnBxwB,v115@FhB8HeC8HeE8DeB8JeT/IvhFelBRhBqnBfrBUsBlrB,v115@FhB8HeC8HeE8DeB8JeT/IvhFelBUhBFiBfrBRsBSxB,v115@FhB8HeC8HeE8DeB8JeT/IvhFigBGiB8rBRqB3sBFrB,v115@FhB8HeC8HeE8DeB8JeT/IvhFqnBVqBRmBmlBUsB3rB,v115@FhB8HeC8HeE8DeB8Je/EJvhFRgBTlBOrB0nBCnBVxB,v115@FhB8HeC8HeE8DeB8JeqHJvhFlkBRmBmkBzlBUsB3rB
LTOIZJS,X,X,X,X,X,X,O,X,X
LTOIZSJ,X,X,X,X,X,X,O,X,X
LTOJISZ,X,X,X,X,X,X,O,X,X
LTOJIZS,X,X,X,X,X,X,O,X,X
LTOJSIZ,O,X,X,O,X,X,X,X,X
LTOJSZI,X,X,X,O,X,X,X,X,X
LTOJZIS,X,X,X,X,X,X,O,X,X
LTOJZSI,X,X,X,O,X,X,X,X,X
LTOSIJZ,O,X,X,X,X,X,O,X,X
LTOSIZJ,O,X,X,X,X,X,O,X,X
LTOSJIZ,O,X,X,O,X,X,X,X,X
LTOSJZI,X,X,X,O,X,X,X,X,X
LTOSZIJ,O,X,X,X,X,X,O,X,X
LTOSZJI,O,X,X,O,X,X,X,X,X
LTOZIJS,X,X,X,X,X,X,O,X,O
LTOZISJ,X,X,X,X,X,X,O,X,O
LTOZJIS,X,X,X,X,X,X,O,X,X
LTOZJSI,O,X,X,O,X,X,X,X,X
LTOZSIJ,O,X,X,X,X,X,O,X,X
LTOZSJI,O,X,X,O,X,X,X,X,X
LITJSZO,X,O,O,X,O,X,X,X,X
LITJSOZ,X,O,O,X,O,X,X,X,X
LITJZSO,X,O,O,X,X,X,X,X,X
LITJZOS,X,O,X,X,X,X,X,X,X
LITJOSZ,X,O,X,X,O,X,O,X,X
LITJOZS,X,O,X,X,X,X,O,X,X
LITSJZO,X,O,O,X,O,X,X,X,X
LITSJOZ,X,O,O,X,O,O,X,X,X
LITSZJO,X,O,O,X,O,O,X,X,X
LITSZOJ,X,X,O,X,X,O,X,X,X
LITSOJZ,X,X,O,X,O,O,O,X,X
LITSOZJ,X,X,O,X,X,O,O,X,X
LITZJSO,X,O,O,X,X,X,X,X,O
LITZJOS,X,O,X,X,X,X,O,X,O
LITZSJO,X,O,O,X,X,X,X,X,O
LITZSOJ,X,X,O,X,X,X,O,X,O
LITZOJS,X,X,X,X,X,X,O,X,O
LITZOSJ,X,X,X,X,X,X,O,X,O
LITOJSZ,X,X,X,X,O,X,O,X,X
LITOJZS,X,X,X,X,X,X,O,X,X
LITOSJZ,X,X,X,X,O,O,O,X,X
LITOSZJ,X,X,X,X,X,O,O,X,X
LITOZJS,X,X,X,X,X,X,O,X,X
LITOZSJ,X,X,X,X,X,X,O,X,X
LIJTSZO,X,O,O,X,O,X,X,X,X
LIJTSOZ,X,O,O,X,O,X,X,X,X
LIJTZSO,X,O,O,X,X,X,X,X,X
LIJTZOS,X,O,X,X,X,X,X,X,X
LIJTOSZ,X,O,X,X,O,X,X,X,X
LIJTOZS,X,O,X,X,X,X,X,X,X
LIJSTZO,X,O,O,X,O,X,X,X,X
LIJSTOZ,X,O,O,O,O,O,X,X,X
LIJSZTO,X,O,O,O,O,O,X,X,X
LIJSZOT,X,O,O,O,O,O,X,X,X
LIJSOTZ,X,O,O,O,O,O,X,X,X
LIJSOZT,X,O,O,O,O,O,X,X,X
LIJZTSO,X,O,O,X,X,X,X,X,X
LIJZTOS,X,O,X,X,X,X,X,X,X
LIJZSTO,X,O,O,O,X,X,X,X,X
LIJZSOT,X,O,O,O,X,X,X,X,X
LIJZOTS,X,O,X,X,X,X,X,X,X
LIJZOST,X,O,O,O,X,X,X,X,X
LIJOTSZ,X,O,X,X,O,X,X,X,X
LIJOTZS,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,O,O,O,O,O,X,X,X
LIJOSZT,X,O,O,O,O,O,X,X,X
LIJOZTS,X,O,X,X,X,X,X,X,X
LIJOZST,X,O,O,O,X,X,X,X,X
LISTJZO,X,O,O,X,O,X,X,X,X
LISTJOZ,X,O,O,O,O,O,X,X,X
LISTZJO,X,O,O,X,O,O,X,X,X
LISTZOJ,X,X,O,X,X,O,X,X,X
LISTOJZ,X,X,O,X,O,O,X,X,X
LISTOZJ,X,X,O,X,X,O,X,X,X
LISJTZO,X,O,O,X,O,X,X,X,X
LISJTOZ,X,O,O,O,O,O,X,X,X
LISJZTO,X,O,O,O,O,O,X,X,X
LISJZOT,X,O,O,O,O,O,X,X,X
LISJOTZ,X,O,O,O,O,O,X,X,X
LISJOZT,X,O,O,O,O,O,X,X,X
LISZTJO,X,O,O,O,O,O,X,X,X
LISZTOJ,X,X,O,X,X,O,X,X,X
LISZJTO,X,O,O,O,O,O,X,X,X
LISZJOT,X,O,O,O,O,O,X,X,X
LISZOTJ,X,X,O,X,X,O,X,X,X
LISZOJT,X,O,O,O,X,O,X,X,X
LISOTJZ,X,X,O,X,O,O,X,X,X
LISOTZJ,X,X,O,X,X,O,X,X,X
LISOJTZ,X,O,O,O,O,O,X,X,X
LISOJZT,X,O,O,O,O,O,X,X,X
LISOZTJ,X,X,O,X,X,O,X,X,X
LISOZJT,X,O,O,O,X,O,X,X,X
LIZTJSO,X,O,O,X,X,X,X,X,O
LIZTJOS,X,O,X,X,X,X,O,X,O
LIZTSJO,X,O,O,X,X,X,X,X,O
LIZTSOJ,X,X,O,X,X,X,O,X,O
LIZTOJS,X,X,X,X,X,X,O,X,O
LIZTOSJ,X,X,X,X,X,X,O,X,O
LIZJTSO,X,O,O,X,X,X,X,X,O
LIZJTOS,X,O,X,X,X,X,X,X,O
LIZJSTO,X,O,O,O,X,X,X,X,X
LIZJSOT,X,O,O,O,X,X,X,X,X
LIZJOTS,X,O,X,X,X,X,X,X,X
LIZJOST,X,O,O,O,X,X,X,X,X
LIZSTJO,X,O,O,O,X,O,X,X,O
LIZSTOJ,X,X,O,X,X,O,X,X,O
LIZSJTO,X,O,O,O,X,O,X,X,X
LIZSJOT,X,O,O,O,X,O,X,X,X
LIZSOTJ,X,X,O,X,X,O,X,X,X
LIZSOJT,X,O,O,O,X,O,X,X,X
LIZOTJS,X,X,X,X,X,X,O,X,O
LIZOTSJ,X,X,X,X,X,X,O,X,O
LIZOJTS,X,O,X,X,X,X,X,X,X
LIZOJST,X,O,O,O,X,X,X,X,X
LIZOSTJ,X,X,O,X,X,O,X,X,X
LIZOSJT,X,O,O,O,X,O,X,X,X
LIOTJSZ,X,X,X,X,O,X,O,X,X
LIOTJZS,X,X,X,X,X,X,O,X,X
LIOTSJZ,X,X,X,X,O,O,O,X,X
LIOTSZJ,X,X,X,X,X,O,O,X,X
LIOTZJS,X,X,X,X,X,X,O,X,X
LIOTZSJ,X,X,X,X,X,X,O,X,X
LIOJTSZ,X,O,X,X,O,X,X,X,X
LIOJTZS,X,O,X,X,X,X,X,X,X
LIOJSTZ,X,O,O,O,O,O,X,X,X
LIOJSZT,X,O,O,O,O,O,X,X,X
LIOJZTS,X,O,X,X,X,X,X,X,X
LIOJZST,X,O,O,O,X,X,X,X,X
LIOSTJZ,X,X,O,X,O,O,X,X,X
LIOSTZJ,X,X,O,X,X,O,X,X,X
LIOSJTZ,X,O,O,O,O,O,X,X,X
LIOSJZT,X,O,O,O,O,O,X,X,X
LIOSZTJ,X,X,O,X,X,O,X,X,X
LIOSZJT,X,O,O,O,X,O,X,X,X
LIOZTJS,X,X,X,X,X,X,O,X,X
LIOZTSJ,X,X,X,X,X,X,O,X,X
LIOZJTS,X,O,X,X,X,X,X,X,X
LIOZJST,X,O,O,O,X,X,X,X,X
LIOZSTJ,X,X,O,X,X,O,X,X,X
LIOZSJT,X,O,O,O,X,O,X,X,X
LJTISZO,X,O,O,X,X,X,X,X,X
LJTISOZ,X,O,O,X,X,X,X,X,X
LJTIZSO,X,O,O,X,X,X,X,X,X
LJTIZOS,X,O,X,X,X,X,X,X,X
LJTIOSZ,X,O,X,X,X,X,O,X,X
LJTIOZS,X,O,X,X,X,X,O,X,X
LJTSIZO,X,O,O,X,X,X,X,X,X
LJTSIOZ,X,O,O,O,X,X,X,X,X
LJTSZIO,X,X,X,O,X,X,X,X,X
LJTSZOI,X,O,O,O,X,X,X,X,X
LJTSOIZ,X,O,O,O,X,X,X,X,X
LJTSOZI,X,O,O,O,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,X,X,O
LJTZIOS,X,X,X,X,X,X,O,X,O
LJTZSIO,X,X,X,O,X,X,X,X,X
LJTZSOI,X,O,O,O,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,O,X,X
LJTZOSI,X,O,X,O,X,X,X,X,X
LJTOISZ,X,O,X,X,X,X,O,X,X
LJTOIZS,X,O,X,X,X,X,O,X,X
LJTOSIZ,X,O,X,O,X,X,X,X,X
LJTOSZI,X,O,X,O,X,X,X,X,X
LJTOZIS,X,X,X,X,X,X,O,X,X
LJTOZSI,X,O,X,O,X,X,X,X,X
LJITSZO,X,O,O,X,O,X,X,X,X
LJITSOZ,X,O,O,X,O,X,X,X,X
LJITZSO,X,O,O,X,X,X,X,X,X
LJITZOS,X,O,X,X,X,X,X,X,X
LJITOSZ,X,O,X,X,O,X,X,X,X
LJITOZS,X,O,X,X,X,X,X,X,X
LJISTZO,X,O,O,X,O,X,X,X,X
LJISTOZ,X,O,O,O,O,X,X,X,X
LJISZTO,X,O,O,O,O,X,X,X,X
LJISZOT,X,O,O,O,O,X,X,X,X
LJISOTZ,X,O,O,O,O,X,X,X,X
LJISOZT,X,O,O,O,O,X,X,X,X
LJIZTSO,X,O,O,X,X,X,X,X,X
LJIZTOS,X,O,X,X,X,X,X,X,X
LJIZSTO,X,O,O,O,X,X,X,X,X
LJIZSOT,X,O,O,O,X,X,X,X,X
LJIZOTS,X,O,X,X,X,X,X,X,X
LJIZOST,X,O,O,O,X,X,X,X,X
LJIOTSZ,X,O,X,X,O,X,X,X,X
LJIOTZS,X,O,X,X,X,X,X,X,X
LJIOSTZ,X,O,O,O,O,X,X,X,X
LJIOSZT,X,O,O,O,O,X,X,X,X
LJIOZTS,X,O,X,X,X,X,X,X,X
LJIOZST,X,O,O,O,X,X,X,X,X
LJSTIZO,X,O,O,X,X,X,X,X,X
LJSTIOZ,X,O,O,O,X,X,X,X,X
LJSTZIO,X,X,X,O,X,X,X,X,X
LJSTZOI,X,O,O,O,X,X,X,X,X
LJSTOIZ,X,O,O,O,X,X,X,X,X
LJSTOZI,X,O,O,O,X,X,X,X,X
LJSITZO,X,O,O,X,O,X,X,X,X
LJSITOZ,X,O,O,O,O,X,X,X,X
LJSIZTO,X,O,O,O,O,X,X,X,X
LJSIZOT,X,O,O,O,O,X,X,X,X
LJSIOTZ,X,O,O,O,O,X,X,X,X
LJSIOZT,X,O,O,O,O,X,X,X,X
LJSZTIO,X,X,X,O,X,X,X,X,X
LJSZTOI,X,O,O,O,O,X,X,X,X
LJSZITO,X,O,O,O,O,X,X,X,X
LJSZIOT,X,O,O,O,O,X,X,X,X
LJSZOTI,X,O,O,O,O,X,X,O,X
LJSZOIT,X,O,O,O,O,X,X,O,X
LJSOTIZ,X,O,O,O,X,X,X,X,X
LJSOTZI,X,O,O,O,X,X,X,X,X
LJSOITZ,X,O,O,O,O,X,X,X,X
LJSOIZT,X,O,O,O,O,X,X,O,X
LJSOZTI,X,O,O,O,O,X,X,O,X
LJSOZIT,X,O,O,O,O,X,X,O,X
LJZTISO,X,X,X,X,X,X,X,X,O
LJZTIOS,X,X,X,X,X,X,O,X,O
LJZTSIO,X,X,X,O,X,X,X,X,X
LJZTSOI,X,O,O,O,X,X,X,X,X
LJZTOIS,X,X,X,X,X,X,O,X,X
LJZTOSI,X,O,X,O,X,X,X,X,X
LJZITSO,X,O,O,X,X,X,X,X,O
LJZITOS,X,O,X,X,X,X,X,X,O
LJZISTO,X,O,O,O,X,X,X,X,X
LJZISOT,X,O,O,O,X,X,X,X,X
LJZIOTS,X,O,X,X,X,X,X,X,X
LJZIOST,X,O,O,O,X,X,X,X,X
LJZSTIO,X,X,X,O,X,X,X,X,X
LJZSTOI,X,O,O,O,X,X,X,X,X
LJZSITO,X,O,O,O,X,X,X,X,X
LJZSIOT,X,O,O,O,X,X,X,X,X
LJZSOTI,X,O,O,O,X,X,X,O,X
LJZSOIT,X,O,O,O,X,X,X,O,X
LJZOTIS,X,X,X,X,X,X,O,X,X
LJZOTSI,X,O,X,O,X,X,X,X,X
LJZOITS,X,O,X,X,X,X,X,X,X
LJZOIST,X,O,X,O,X,X,X,X,X
LJZOSTI,X,O,O,O,X,X,X,O,X
LJZOSIT,X,O,O,O,X,X,X,O,X
LJOTISZ,X,O,X,X,X,X,O,X,X
LJOTIZS,X,O,X,X,X,X,O,X,X
LJOTSIZ,X,O,X,O,X,X,X,X,X
LJOTSZI,X,O,X,O,X,X,X,X,X
LJOTZIS,X,X,X,X,X,X,O,X,X
LJOTZSI,X,O,X,O,X,X,X,X,X
LJOITSZ,X,O,X,X,O,X,X,X,X
LJOITZS,X,O,X,X,X,X,X,X,X
LJOISTZ,X,O,O,O,O,X,X,X,X
LJOISZT,X,O,O,O,O,X,X,X,X
LJOIZTS,X,O,X,X,X,X,X,X,X
LJOIZST,X,O,O,O,X,X,X,X,X
LJOSTIZ,X,O,O,O,X,X,X,X,X
LJOSTZI,X,O,O,O,X,X,X,X,X
LJOSITZ,X,O,O,O,O,X,X,X,X
LJOSIZT,X,O,O,O,O,X,X,O,X
LJOSZTI,X,O,O,O,O,X,X,O,X
LJOSZIT,X,O,O,O,O,X,X,O,X
LJOZTIS,X,X,X,X,X,X,O,X,X
LJOZTSI,X,O,X,O,X,X,X,X,X
LJOZITS,X,O,X,X,X,X,X,X,X
LJOZIST,X,O,X,O,X,X,X,X,X
LJOZSTI,X,O,O,O,X,X,X,O,X
LJOZSIT,X,O,O,O,X,X,X,O,X
LSTIJZO,O,O,O,X,X,X,X,X,X
LSTIJOZ,O,O,O,O,X,X,X,X,X
LSTIZJO,O,O,O,X,X,X,X,X,X
LSTIZOJ,X,X,O,X,X,X,X,X,X
LSTIOJZ,X,X,O,X,X,X,O,X,X
LSTIOZJ,X,X,O,X,X,X,O,X,X
LSTJIZO,O,O,O,X,X,X,X,X,X
LSTJIOZ,O,O,O,O,X,X,X,X,X
LSTJZIO,O,X,X,O,X,X,X,X,X
LSTJZOI,O,O,O,O,X,X,X,X,X
LSTJOIZ,O,O,O,O,X,X,X,X,X
LSTJOZI,X,O,O,O,X,X,X,X,X
LSTZIJO,O,X,X,O,X,X,X,X,O
LSTZIOJ,X,X,X,X,X,X,O,X,O
LSTZJIO,O,X,X,O,X,X,X,X,X
LSTZJOI,O,O,O,O,X,X,X,X,X
LSTZOIJ,O,X,X,X,X,X,O,X,X
LSTZOJI,O,X,O,O,X,X,X,X,X
LSTOIJZ,O,X,O,X,X,X,O,X,X
LSTOIZJ,O,X,O,X,X,X,O,X,X
LSTOJIZ,O,X,O,O,X,X,X,X,X
LSTOJZI,X,X,O,O,X,X,X,X,X
LSTOZIJ,O,X,X,X,X,X,O,X,X
LSTOZJI,O,X,O,O,X,X,X,X,X
LSITJZO,O,O,O,X,O,X,X,X,X
LSITJOZ,O,O,O,O,O,O,X,X,X
LSITZJO,O,O,O,X,O,O,X,X,X
LSITZOJ,X,X,O,X,X,O,X,X,X
LSITOJZ,X,X,O,X,O,O,X,X,X
LSITOZJ,X,X,O,X,X,O,X,X,X
LSIJTZO,X,O,O,X,O,X,X,X,X
LSIJTOZ,X,O,O,O,O,O,X,X,X
LSIJZTO,X,O,O,O,O,O,X,X,X
LSIJZOT,X,O,O,O,O,O,X,X,X
LSIJOTZ,X,O,O,O,O,O,X,X,X
LSIJOZT,X,O,O,O,O,O,X,X,X
LSIZTJO,O,O,O,O,O,O,X,X,X
LSIZTOJ,X,X,O,X,X,O,X,X,X
LSIZJTO,X,O,O,O,O,O,X,X,X
LSIZJOT,X,O,O,O,O,O,X,X,X
LSIZOTJ,X,X,O,X,X,O,X,X,X
LSIZOJT,X,O,O,O,X,O,X,X,X
LSIOTJZ,O,X,O,X,O,O,X,X,X
LSIOTZJ,O,X,O,X,X,O,X,X,X
LSIOJTZ,X,O,O,O,O,O,X,X,X
LSIOJZT,X,O,O,O,O,O,X,O,X
LSIOZTJ,O,X,O,X,X,O,X,X,X
LSIOZJT,X,O,O,O,X,O,X,O,X
LSJTIZO,X,O,O,X,X,X,X,X,X
LSJTIOZ,X,O,O,O,X,X,X,X,X
LSJTZIO,X,X,X,O,X,X,X,X,X
LSJTZOI,X,O,O,O,X,X,X,X,X
LSJTOIZ,X,O,O,O,X,X,X,X,X
LSJTOZI,X,O,O,O,X,X,X,X,X
LSJITZO,X,O,O,X,O,X,X,X,X
LSJITOZ,X,O,O,O,O,O,X,X,X
LSJIZTO,X,O,O,O,O,X,X,X,X
LSJIZOT,X,O,O,O,O,O,X,X,X
LSJIOTZ,X,O,O,O,O,O,X,X,X
LSJIOZT,X,O,O,O,O,O,X,X,X
LSJZTIO,X,X,X,O,X,X,X,X,X
LSJZTOI,X,O,O,O,O,X,X,X,X
LSJZITO,X,O,O,O,O,O,X,X,X
LSJZIOT,X,O,O,O,O,O,X,X,X
LSJZOTI,X,O,O,O,O,X,X,O,X
LSJZOIT,X,O,O,O,O,O,X,O,X
LSJOTIZ,X,O,O,O,X,X,X,X,X
LSJOTZI,X,O,O,O,X,X,X,X,X
LSJOITZ,X,O,O,O,O,O,X,X,X
LSJOIZT,X,O,O,O,O,O,X,O,X
LSJOZTI,X,O,O,O,O,X,X,O,X
LSJOZIT,X,O,O,O,O,O,X,O,X
LSZTIJO,O,X,X,O,X,X,X,X,O
LSZTIOJ,X,X,X,X,X,X,O,X,O
LSZTJIO,O,X,X,O,X,X,X,X,X
LSZTJOI,O,O,O,O,O,X,X,O,X
LSZTOIJ,O,X,X,X,X,X,O,X,X
LSZTOJI,O,X,O,O,X,X,X,O,X
LSZITJO,O,O,O,O,O,O,X,X,O
LSZITOJ,X,X,O,X,X,O,X,X,O
LSZIJTO,X,O,O,O,O,O,X,X,X
LSZIJOT,X,O,O,O,O,O,X,X,X
LSZIOTJ,X,X,O,X,X,O,X,X,X
LSZIOJT,X,O,O,O,X,O,X,X,X
LSZJTIO,X,X,X,O,X,X,X,X,X
LSZJTOI,X,O,O,O,O,X,X,X,X
LSZJITO,X,O,O,O,O,O,X,X,X
LSZJIOT,X,O,O,O,O,O,X,X,X
LSZJOTI,X,O,O,O,O,X,X,O,X
LSZJOIT,X,O,O,O,O,O,X,O,X
LSZOTIJ,O,X,X,X,X,X,O,X,X
LSZOTJI,O,X,O,O,X,X,X,O,X
LSZOITJ,O,X,O,X,X,O,X,X,X
LSZOIJT,X,X,O,O,X,O,X,O,X
LSZOJTI,X,O,O,O,X,X,X,O,X
LSZOJIT,X,O,O,O,X,O,X,O,X
LSOTIJZ,O,X,O,X,X,X,O,X,X
LSOTIZJ,O,X,O,X,X,X,O,X,X
LSOTJIZ,O,X,O,O,X,X,X,X,X
LSOTJZI,X,X,O,O,X,X,X,X,X
LSOTZIJ,O,X,X,X,X,X,O,X,X
LSOTZJI,O,X,O,O,X,X,X,X,X
LSOITJZ,O,X,O,X,O,O,X,X,X
LSOITZJ,O,X,O,X,X,O,X,X,X
LSOIJTZ,X,O,O,O,O,O,X,X,X
LSOIJZT,X,O,O,O,O,O,X,O,X
LSOIZTJ,O,X,O,X,X,O,X,X,X
LSOIZJT,X,O,O,O,X,O,X,O,X
LSOJTIZ,X,O,O,O,X,X,X,X,X
LSOJTZI,X,O,O,O,X,X,X,X,X
LSOJITZ,X,O,O,O,O,O,X,X,X
LSOJIZT,X,O,O,O,O,O,X,O,X
LSOJZTI,X,O,O,O,O,X,X,O,X
LSOJZIT,X,O,O,O,O,O,X,O,X
LSOZTIJ,O,X,X,X,X,X,O,X,X
LSOZTJI,O,X,O,O,X,X,X,O,X
LSOZITJ,O,X,O,X,X,O,X,X,X
LSOZIJT,X,X,O,O,X,O,X,O,X
LSOZJTI,X,O,O,O,X,X,X,O,X
LSOZJIT,X,O,O,O,X,O,X,O,X
LZTIJSO,X,X,X,X,X,X,X,X,O
LZTIJOS,X,X,X,X,X,X,O,X,O
LZTISJO,X,X,X,X,X,X,X,X,O
LZTISOJ,X,X,X,X,X,X,O,X,O
LZTIOJS,X,X,X,X,X,X,O,X,O
LZTIOSJ,X,X,X,X,X,X,O,X,O
LZTJISO,X,X,X,X,X,X,X,X,O
LZTJIOS,X,X,X,X,X,X,O,X,O
LZTJSIO,O,X,X,O,X,X,X,X,X
LZTJSOI,O,O,O,O,X,X,X,O,X
LZTJOIS,X,X,X,X,X,X,O,X,X
LZTJOSI,O,O,X,O,X,X,X,O,X
LZTSIJO,O,X,X,O,X,X,X,X,O
LZTSIOJ,X,X,X,X,X,X,O,X,O
LZTSJIO,O,X,X,O,X,X,X,X,X
LZTSJOI,O,O,O,O,X,X,X,O,X
LZTSOIJ,O,X,X,X,X,X,O,X,X
LZTSOJI,O,X,O,O,X,X,X,O,X
LZTOIJS,X,X,X,X,X,X,O,X,O
LZTOISJ,X,X,X,X,X,X,O,X,O
LZTOJIS,X,X,X,X,X,X,O,X,X
LZTOJSI,O,X,X,O,X,X,X,O,X
LZTOSIJ,O,X,X,X,X,X,O,X,X
LZTOSJI,O,X,X,O,X,X,X,O,X
LZITJSO,X,O,O,X,X,X,X,X,O
LZITJOS,X,O,X,X,X,X,O,X,O
LZITSJO,X,O,O,X,X,X,X,X,O
LZITSOJ,X,X,O,X,X,X,O,X,O
LZITOJS,X,X,X,X,X,X,O,X,O
LZITOSJ,X,X,X,X,X,X,O,X,O
LZIJTSO,X,O,O,X,X,X,X,X,O
LZIJTOS,X,O,X,X,X,X,X,X,O
LZIJSTO,X,O,O,O,X,X,X,X,X
LZIJSOT,X,O,O,O,X,X,X,X,X
LZIJOTS,X,O,X,X,X,X,X,X,X
LZIJOST,X,O,O,O,X,X,X,X,X
LZISTJO,X,O,O,O,X,X,X,X,O
LZISTOJ,X,X,O,X,X,X,X,X,O
LZISJTO,X,O,O,O,X,X,X,X,X
LZISJOT,X,O,O,O,X,X,X,X,X
LZISOTJ,X,X,O,X,X,X,X,X,X
LZISOJT,X,O,O,O,X,X,X,X,X
LZIOTJS,X,X,X,X,X,X,O,X,O
LZIOTSJ,X,X,X,X,X,X,O,X,O
LZIOJTS,X,O,X,X,X,X,X,X,X
LZIOJST,X,O,O,O,X,X,X,X,X
LZIOSTJ,X,X,O,X,X,X,X,X,X
LZIOSJT,X,O,O,O,X,X,X,X,X
LZJTISO,X,X,X,X,X,X,X,X,O
LZJTIOS,X,X,X,X,X,X,O,X,O
LZJTSIO,X,X,X,O,X,X,X,X,X
LZJTSOI,X,O,O,O,X,X,X,X,X
LZJTOIS,X,X,X,X,X,X,O,X,X
LZJTOSI,X,O,X,O,X,X,X,X,X
LZJITSO,X,O,O,X,X,X,X,X,O
LZJITOS,X,O,X,X,X,X,X,X,O
LZJISTO,X,O,O,O,X,X,X,X,X
LZJISOT,X,O,O,O,X,X,X,X,X
LZJIOTS,X,O,X,X,X,X,X,X,X
LZJIOST,X,O,O,O,X,X,X,X,X
LZJSTIO,X,X,X,O,X,X,X,X,X
LZJSTOI,X,O,O,O,X,X,X,X,X
LZJSITO,X,O,O,O,X,X,X,X,X
LZJSIOT,X,O,O,O,X,X,X,X,X
LZJSOTI,X,O,O,O,X,X,X,O,X
LZJSOIT,X,O,O,O,X,X,X,O,X
LZJOTIS,X,X,X,X,X,X,O,X,X
LZJOTSI,X,O,X,O,X,X,X,X,X
LZJOITS,X,O,X,X,X,X,X,X,X
LZJOIST,X,O,X,O,X,X,X,X,X
LZJOSTI,X,O,O,O,X,X,X,O,X
LZJOSIT,X,O,O,O,X,X,X,O,X
LZSTIJO,O,X,X,O,X,X,X,X,O
LZSTIOJ,X,X,X,X,X,X,O,X,O
LZSTJIO,O,X,X,O,X,X,X,X,X
LZSTJOI,O,O,O,O,X,X,X,O,X
LZSTOIJ,O,X,X,X,X,X,O,X,X
LZSTOJI,O,X,O,O,X,X,X,O,X
LZSITJO,O,O,O,O,X,X,X,X,O
LZSITOJ,X,X,O,X,X,X,X,X,O
LZSIJTO,X,O,O,O,X,X,X,X,X
LZSIJOT,X,O,O,O,X,X,X,X,X
LZSIOTJ,X,X,O,X,X,X,X,X,X
LZSIOJT,X,O,O,O,X,X,X,X,X
LZSJTIO,X,X,X,O,X,X,X,X,X
LZSJTOI,X,O,O,O,X,X,X,X,X
LZSJITO,X,O,O,O,X,X,X,X,X
LZSJIOT,X,O,O,O,X,X,X,X,X
LZSJOTI,X,O,O,O,X,X,X,O,X
LZSJOIT,X,O,O,O,X,X,X,O,X
LZSOTIJ,O,X,X,X,X,X,O,X,X
LZSOTJI,O,X,O,O,X,X,X,O,X
LZSOITJ,O,X,O,X,X,X,X,X,X
LZSOIJT,X,X,O,O,X,X,X,O,X
LZSOJTI,X,O,O,O,X,X,X,O,X
LZSOJIT,X,O,O,O,X,X,X,O,X
LZOTIJS,X,X,X,X,X,X,O,X,O
LZOTISJ,X,X,X,X,X,X,O,X,O
LZOTJIS,X,X,X,X,X,X,O,X,X
LZOTJSI,O,X,X,O,X,X,X,O,X
LZOTSIJ,O,X,X,X,X,X,O,X,X
LZOTSJI,O,X,X,O,X,X,X,O,X
LZOITJS,X,X,X,X,X,X,O,X,O
LZOITSJ,X,X,X,X,X,X,O,X,O
LZOIJTS,X,O,X,X,X,X,X,X,X
LZOIJST,X,O,X,O,X,X,X,X,X
LZOISTJ,X,X,O,X,X,X,X,X,X
LZOISJT,X,X,O,O,X,X,X,X,X
LZOJTIS,X,X,X,X,X,X,O,X,X
LZOJTSI,X,O,X,O,X,X,X,X,X
LZOJITS,X,O,X,X,X,X,X,X,X
LZOJIST,X,O,X,O,X,X,X,X,X
LZOJSTI,X,O,O,O,X,X,X,O,X
LZOJSIT,X,O,O,O,X,X,X,O,X
LZOSTIJ,O,X,X,X,X,X,O,X,X
LZOSTJI,O,X,O,O,X,X,X,O,X
LZOSITJ,O,X,O,X,X,X,X,X,X
LZOSIJT,X,X,O,O,X,X,X,O,X
LZOSJTI,X,O,O,O,X,X,X,O,X
LZOSJIT,X,O,O,O,X,X,X,O,X
LOTIJSZ,X,X,X,X,X,X,O,X,X
LOTIJZS,X,X,X,X,X,X,O,X,X
LOTISJZ,X,X,X,X,X,X,O,X,X
LOTISZJ,X,X,X,X,X,X,O,X,X
LOTIZJS,X,X,X,X,X,X,O,X,X
LOTIZSJ,X,X,X,X,X,X,O,X,X
LOTJISZ,X,X,X,X,X,X,O,X,X
LOTJIZS,X,X,X,X,X,X,O,X,X
LOTJSIZ,O,X,X,O,X,X,X,X,X
LOTJSZI,X,X,X,O,X,X,X,X,X
LOTJZIS,X,X,X,X,X,X,O,X,X
LOTJZSI,X,X,X,O,X,X,X,X,X
LOTSIJZ,O,X,X,X,X,X,O,X,X
LOTSIZJ,O,X,X,X,X,X,O,X,X
LOTSJIZ,O,X,X,O,X,X,X,X,X
LOTSJZI,X,X,X,O,X,X,X,X,X
LOTSZIJ,O,X,X,X,X,X,O,X,X
LOTSZJI,O,X,X,O,X,X,X,X,X
LOTZIJS,X,X,X,X,X,X,O,X,O
LOTZISJ,X,X,X,X,X,X,O,X,O
LOTZJIS,X,X,X,X,X,X,O,X,X
LOTZJSI,O,X,X,O,X,X,X,X,X
