sequence,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeRAJvhFFiB6oBUlBz?nBXrBGrB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeWFJvhFxgBVnB/rBT?oBCoB0qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8Jez/IvhFUhBFiBXjBS?tBxqBWwB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JefFJvhFxhBTjBlmBW?tBUrB6qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeGAJvhFxhB6oBUlBz?nBXrBlrB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeRAJvhFUiBFlB6rBX?oBGoBzqB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JeCAJvhFFiBTjBWtBx?qB/rB0qB,v115@9gA8IeA8IeB8DeA8CeC8CeD8JefFJvhFTjBRmBWtBC?nBUrBlqB
JTSOIZL,X,O,X,O,X,X,O,O
JTSOLIZ,X,O,X,X,X,O,X,X
JTSOLZI,O,O,X,X,X,O,X,X
JTSOZIL,O,O,X,O,X,X,X,O
JTSOZLI,O,O,X,O,X,X,X,X
JTZILSO,O,X,X,O,X,X,X,X
JTZILOS,O,X,X,O,X,X,X,X
JTZISLO,X,O,X,O,X,X,O,X
JTZISOL,X,O,X,O,X,X,O,O
JTZIOLS,O,X,X,O,X,X,X,X
JTZIOSL,X,O,X,O,X,X,O,O
JTZLISO,O,X,X,O,X,O,X,X
JTZLIOS,O,X,X,O,X,X,X,X
JTZLSIO,O,O,X,O,X,O,X,X
JTZLSOI,X,O,X,O,X,O,X,X
JTZLOIS,X,X,X,O,X,X,X,X
JTZLOSI,X,O,X,O,X,X,X,X
JTZSILO,O,O,X,O,X,X,X,X
JTZSIOL,O,O,X,O,X,X,X,O
JTZSLIO,O,O,X,O,X,O,X,X
JTZSLOI,X,O,X,O,X,O,X,X
JTZSOIL,O,O,X,O,X,X,X,O
JTZSOLI,O,O,X,O,X,X,X,X
JTZOILS,O,X,X,O,X,X,X,X
JTZOISL,X,O,X,O,X,X,O,O
JTZOLIS,O,X,X,O,X,X,X,X
JTZOLSI,O,O,X,O,X,X,X,X
JTZOSIL,O,O,X,O,X,X,X,O
JTZOSLI,O,O,X,O,X,X,X,X
JTOILSZ,X,X,O,X,X,X,O,X
JTOILZS,X,X,O,O,X,X,O,X
JTOISLZ,X,O,X,X,X,X,O,O
JTOISZL,X,O,X,O,X,X,O,O
JTOIZLS,X,X,O,O,X,X,O,X
JTOIZSL,X,X,X,O,X,X,O,X
JTOLISZ,X,X,O,X,X,O,O,X
JTOLIZS,X,X,O,O,X,O,O,X
JTOLSIZ,X,O,O,X,X,O,X,X
JTOLSZI,O,O,X,X,X,O,X,X
JTOLZIS,O,X,X,O,X,O,X,X
JTOLZSI,O,X,X,O,X,O,X,X
JTOSILZ,X,O,X,X,X,X,O,O
JTOSIZL,X,O,X,O,X,X,O,O
JTOSLIZ,X,O,X,X,X,O,X,X
JTOSLZI,O,O,X,X,X,O,X,X
JTOSZIL,O,O,X,O,X,X,X,O
JTOSZLI,O,O,X,O,X,X,X,X
JTOZILS,O,X,X,O,X,X,X,X
JTOZISL,X,O,X,O,X,X,O,O
JTOZLIS,O,X,X,O,X,X,X,X
JTOZLSI,O,O,X,O,X,X,X,X
JTOZSIL,O,O,X,O,X,X,X,O
JTOZSLI,O,O,X,O,X,X,X,X
JITLSZO,X,X,O,X,X,X,O,X
JITLSOZ,X,X,O,X,X,X,O,X
JITLZSO,X,X,O,O,X,X,O,X
JITLZOS,X,X,O,O,X,X,O,X
JITLOSZ,X,X,O,X,X,X,O,X
JITLOZS,X,X,O,O,X,X,O,X
JITSLZO,X,X,X,X,X,X,O,X
JITSLOZ,X,O,X,X,X,X,O,X
JITSZLO,X,X,X,O,X,X,O,X
JITSZOL,X,O,X,O,X,X,O,X
JITSOLZ,X,O,X,X,X,X,O,O
JITSOZL,X,O,X,O,X,X,O,O
JITZLSO,X,X,O,O,X,X,O,X
JITZLOS,X,X,O,O,X,X,O,X
JITZSLO,X,X,X,O,X,X,O,X
JITZSOL,X,X,X,O,X,X,O,X
JITZOLS,X,X,O,O,X,X,O,X
JITZOSL,X,X,X,O,X,X,O,X
JITOLSZ,X,X,O,X,X,X,O,X
JITOLZS,X,X,O,O,X,X,O,X
JITOSLZ,X,O,X,X,X,X,O,O
JITOSZL,X,O,X,O,X,X,O,O
JITOZLS,X,X,O,O,X,X,O,X
JITOZSL,X,X,X,O,X,X,O,X
JILTSZO,X,X,O,X,X,X,O,X
JILTSOZ,X,X,O,X,X,X,O,X
JILTZSO,X,X,O,O,X,X,O,X
JILTZOS,X,X,O,O,X,X,O,X
JILTOSZ,X,X,O,X,X,X,O,X
JILTOZS,X,X,O,O,X,X,O,X
JILSTZO,X,X,O,X,X,X,O,X
JILSTOZ,X,X,O,X,X,X,O,X
JILSZTO,X,X,O,X,X,X,O,X
JILSZOT,X,X,O,X,X,X,O,X
JILSOTZ,X,X,O,X,X,X,O,O
JILSOZT,X,X,O,X,X,X,O,O
JILZTSO,X,X,O,X,X,X,O,X
JILZTOS,X,X,O,X,X,X,O,X
JILZSTO,X,X,O,X,X,X,O,X
JILZSOT,X,X,O,X,X,X,O,X
JILZOTS,X,X,O,X,X,X,O,X
JILZOST,X,X,O,X,X,X,O,X
JILOTSZ,X,X,O,X,X,X,O,X
JILOTZS,X,X,O,O,X,X,O,X
JILOSTZ,X,X,O,X,X,X,O,O
JILOSZT,X,X,O,X,X,X,O,O
JILOZTS,X,X,O,X,X,X,O,X
JILOZST,X,X,O,X,X,X,O,X
JISTLZO,X,X,X,X,X,X,O,X
JISTLOZ,X,O,X,X,X,X,O,X
JISTZLO,X,X,X,O,X,X,O,X
JISTZOL,X,O,X,O,X,X,O,X
JISTOLZ,X,O,X,X,X,X,O,O
JISTOZL,X,O,X,O,X,X,O,O
JISLTZO,X,X,X,X,X,X,O,X
JISLTOZ,X,O,X,X,X,X,O,X
JISLZTO,X,X,X,X,X,X,O,X
JISLZOT,X,X,X,X,X,X,O,X
JISLOTZ,X,O,X,X,X,X,O,O
JISLOZT,X,X,X,X,X,X,O,O
JISZTLO,X,X,X,O,X,X,O,X
JISZTOL,X,O,X,O,X,X,O,O
JISZLTO,X,X,X,X,X,X,O,X
JISZLOT,X,X,X,X,X,X,O,O
JISZOTL,X,O,X,O,X,X,O,O
JISZOLT,X,X,X,X,X,X,O,O
JISOTLZ,X,O,X,X,X,X,O,O
JISOTZL,X,O,X,O,X,X,O,O
JISOLTZ,X,O,X,X,X,X,O,O
JISOLZT,X,X,X,X,X,X,O,O
JISOZTL,X,O,X,O,X,X,O,O
JISOZLT,X,X,X,X,X,X,O,O
JIZTLSO,X,X,O,O,X,X,O,X
JIZTLOS,X,X,O,O,X,X,O,X
JIZTSLO,X,O,X,O,X,X,O,X
JIZTSOL,X,O,X,O,X,X,O,O
JIZTOLS,X,X,O,O,X,X,O,X
JIZTOSL,X,O,X,O,X,X,O,O
JIZLTSO,X,X,O,X,X,X,O,X
JIZLTOS,X,X,O,X,X,X,O,X
JIZLSTO,X,X,O,X,X,X,O,X
JIZLSOT,X,X,O,X,X,X,O,O
JIZLOTS,X,X,O,X,X,X,O,X
JIZLOST,X,X,O,X,X,X,O,O
JIZSTLO,X,O,X,O,X,X,O,X
JIZSTOL,X,O,X,O,X,X,O,O
JIZSLTO,X,O,X,X,X,X,O,X
JIZSLOT,X,O,X,X,X,X,O,O
JIZSOTL,X,O,X,O,X,X,O,O
JIZSOLT,X,O,X,X,X,X,O,O
JIZOTLS,X,X,O,O,X,X,O,X
JIZOTSL,X,O,X,O,X,X,O,O
JIZOLTS,X,X,O,X,X,X,O,X
JIZOLST,X,X,O,X,X,X,O,O
JIZOSTL,X,O,X,O,X,X,O,O
JIZOSLT,X,O,X,X,X,X,O,O
JIOTLSZ,X,X,O,X,X,X,O,X
JIOTLZS,X,X,O,O,X,X,O,X
JIOTSLZ,X,O,X,X,X,X,O,O
JIOTSZL,X,O,X,O,X,X,O,O
JIOTZLS,X,X,O,O,X,X,O,X
JIOTZSL,X,X,X,O,X,X,O,X
JIOLTSZ,X,X,O,X,X,X,O,X
JIOLTZS,X,X,O,O,X,X,O,X
JIOLSTZ,X,X,O,X,X,X,O,O
JIOLSZT,X,X,O,X,X,X,O,O
JIOLZTS,X,X,O,X,X,X,O,X
JIOLZST,X,X,O,X,X,X,O,X
JIOSTLZ,X,O,X,X,X,X,O,O
JIOSTZL,X,O,X,O,X,X,O,O
JIOSLTZ,X,O,X,X,X,X,O,O
JIOSLZT,X,X,X,X,X,X,O,O
JIOSZTL,X,O,X,O,X,X,O,O
JIOSZLT,X,X,X,X,X,X,O,O
JIOZTLS,X,X,O,O,X,X,O,X
JIOZTSL,X,O,X,O,X,X,O,O
JIOZLTS,X,X,O,X,X,X,O,X
JIOZLST,X,X,O,X,X,X,O,O
JIOZSTL,X,O,X,O,X,X,O,O
JIOZSLT,X,O,X,X,X,X,O,O
JLTISZO,X,X,O,X,X,O,O,X
JLTISOZ,X,X,O,X,X,X,O,X
JLTIZSO,X,X,O,O,X,O,O,X
JLTIZOS,X,X,O,O,X,X,O,X
JLTIOSZ,X,X,O,X,X,X,O,X
JLTIOZS,X,X,O,O,X,X,O,X
JLTSIZO,X,X,O,X,X,O,X,X
JLTSIOZ,X,O,O,X,X,X,X,X
JLTSZIO,O,X,X,X,X,O,X,X
JLTSZOI,X,X,X,X,X,O,X,X
JLTSOIZ,X,O,O,X,X,X,X,X
JLTSOZI,X,O,X,X,X,X,X,X
JLTZISO,O,X,X,O,X,O,X,X
JLTZIOS,O,X,X,O,X,X,X,X
JLTZSIO,O,X,X,O,X,O,X,X
JLTZSOI,X,X,X,O,X,O,X,X
JLTZOIS,X,X,X,O,X,X,X,X
JLTZOSI,X,X,X,O,X,X,X,X
JLTOISZ,X,X,O,X,X,X,O,X
JLTOIZS,X,X,O,O,X,X,O,X
JLTOSIZ,X,O,O,X,X,X,X,X
JLTOSZI,X,O,X,X,X,X,X,X
JLTOZIS,X,X,X,O,X,X,X,X
JLTOZSI,X,X,X,O,X,X,X,X
JLITSZO,X,X,O,X,X,X,O,X
JLITSOZ,X,X,O,X,X,X,O,X
JLITZSO,X,X,O,O,X,X,O,X
JLITZOS,X,X,O,O,X,X,O,X
JLITOSZ,X,X,O,X,X,X,O,X
JLITOZS,X,X,O,O,X,X,O,X
JLISTZO,X,X,O,X,X,X,O,X
JLISTOZ,X,X,O,X,X,X,O,X
JLISZTO,X,X,O,X,X,X,O,X
JLISZOT,X,X,O,X,X,X,O,X
JLISOTZ,X,X,O,X,X,X,O,O
JLISOZT,X,X,O,X,X,X,O,O
JLIZTSO,X,X,O,X,X,X,O,X
JLIZTOS,X,X,O,X,X,X,O,X
JLIZSTO,X,X,O,X,X,X,O,X
JLIZSOT,X,X,O,X,X,X,O,X
JLIZOTS,X,X,O,X,X,X,O,X
JLIZOST,X,X,O,X,X,X,O,X
JLIOTSZ,X,X,O,X,X,X,O,X
JLIOTZS,X,X,O,O,X,X,O,X
JLIOSTZ,X,X,O,X,X,X,O,O
JLIOSZT,X,X,O,X,X,X,O,O
JLIOZTS,X,X,O,X,X,X,O,X
JLIOZST,X,X,O,X,X,X,O,X
JLSTIZO,X,X,O,X,X,O,X,X
JLSTIOZ,X,O,O,X,X,X,X,X
JLSTZIO,O,X,X,X,X,O,X,X
JLSTZOI,X,X,X,X,X,O,X,X
JLSTOIZ,X,O,O,X,X,X,X,X
JLSTOZI,X,O,X,X,X,X,X,X
JLSITZO,X,X,O,X,X,X,O,X
JLSITOZ,X,O,O,X,X,X,O,X
JLSIZTO,X,X,O,X,X,X,O,X
JLSIZOT,X,X,O,X,X,X,O,X
JLSIOTZ,X,O,O,X,X,X,O,O
JLSIOZT,X,X,O,X,X,X,O,O
JLSZTIO,O,X,X,O,X,O,X,X
JLSZTOI,X,X,X,O,X,O,X,X
JLSZITO,O,X,X,X,X,X,X,X
JLSZIOT,X,X,X,X,X,X,X,O
JLSZOTI,X,X,X,O,X,X,X,X
JLSZOIT,X,X,X,X,X,X,X,O
JLSOTIZ,X,O,O,X,X,X,X,X
JLSOTZI,X,O,X,X,X,X,X,X
JLSOITZ,X,O,O,X,X,X,O,O
JLSOIZT,X,X,O,X,X,X,O,O
JLSOZTI,X,X,X,O,X,X,X,X
JLSOZIT,X,X,X,X,X,X,X,O
JLZTISO,O,X,X,O,X,O,X,X
JLZTIOS,O,X,X,O,X,X,X,X
JLZTSIO,O,O,X,O,X,O,X,X
JLZTSOI,X,O,X,O,X,O,X,X
JLZTOIS,X,X,X,O,X,X,X,X
JLZTOSI,X,O,X,O,X,X,X,X
JLZITSO,O,X,X,X,X,X,O,X
JLZITOS,O,X,X,X,X,X,O,X
JLZISTO,O,X,X,X,X,X,O,X
JLZISOT,X,X,X,X,X,X,O,O
JLZIOTS,X,X,X,X,X,X,O,X
JLZIOST,X,X,X,X,X,X,O,O
JLZSTIO,O,O,X,O,X,O,X,X
JLZSTOI,X,O,X,O,X,O,X,X
JLZSITO,O,O,X,X,X,X,X,X
JLZSIOT,X,O,X,X,X,X,X,O
JLZSOTI,X,O,X,O,X,X,X,X
JLZSOIT,X,O,X,X,X,X,X,O
JLZOTIS,X,X,X,O,X,X,X,X
JLZOTSI,X,O,X,O,X,X,X,X
JLZOITS,X,X,X,X,X,X,O,X
JLZOIST,X,X,X,X,X,X,O,O
JLZOSTI,X,O,X,O,X,X,X,X
JLZOSIT,X,O,X,X,X,X,X,O
JLOTISZ,X,X,O,X,X,X,O,X
JLOTIZS,X,X,O,O,X,X,O,X
JLOTSIZ,X,O,O,X,X,X,X,X
JLOTSZI,X,O,X,X,X,X,X,X
JLOTZIS,X,X,X,O,X,X,X,X
JLOTZSI,X,X,X,O,X,X,X,X
JLOITSZ,X,X,O,X,X,X,O,X
JLOITZS,X,X,O,O,X,X,O,X
JLOISTZ,X,X,O,X,X,X,O,O
JLOISZT,X,X,O,X,X,X,O,O
JLOIZTS,X,X,O,X,X,X,O,X
JLOIZST,X,X,O,X,X,X,O,X
JLOSTIZ,X,O,O,X,X,X,X,X
JLOSTZI,X,O,X,X,X,X,X,X
JLOSITZ,X,O,O,X,X,X,O,O
JLOSIZT,X,X,O,X,X,X,O,O
JLOSZTI,X,X,X,O,X,X,X,X
JLOSZIT,X,X,X,X,X,X,X,O
JLOZTIS,X,X,X,O,X,X,X,X
JLOZTSI,X,O,X,O,X,X,X,X
JLOZITS,X,X,X,X,X,X,O,X
JLOZIST,X,X,X,X,X,X,O,O
JLOZSTI,X,O,X,O,X,X,X,X
JLOZSIT,X,O,X,X,X,X,X,O
JSTILZO,X,X,X,X,X,X,O,X
JSTILOZ,X,O,X,X,X,X,O,X
JSTIZLO,X,X,X,O,X,X,O,X
JSTIZOL,X,O,X,O,X,X,O,X
JSTIOLZ,X,O,X,X,X,X,O,O
JSTIOZL,X,O,X,O,X,X,O,O
JSTLIZO,X,X,X,X,X,O,X,X
JSTLIOZ,X,O,X,X,X,X,X,X
JSTLZIO,O,X,X,X,X,O,X,X
JSTLZOI,X,X,X,X,X,O,X,X
JSTLOIZ,X,O,X,X,X,X,X,X
JSTLOZI,X,O,X,X,X,X,X,X
JSTZILO,O,X,X,O,X,X,X,X
JSTZIOL,O,O,X,O,X,X,X,O
JSTZLIO,O,X,X,O,X,O,X,X
JSTZLOI,X,X,X,O,X,O,X,X
JSTZOIL,O,O,X,O,X,X,X,O
JSTZOLI,O,O,X,O,X,X,X,X
JSTOILZ,X,O,X,X,X,X,O,O
JSTOIZL,X,O,X,O,X,X,O,O
JSTOLIZ,X,O,X,X,X,O,X,X
JSTOLZI,O,O,X,X,X,O,X,X
JSTOZIL,O,O,X,O,X,X,X,O
JSTOZLI,O,O,X,O,X,X,X,X
JSITLZO,X,X,X,X,X,X,O,X
JSITLOZ,X,O,X,X,X,X,O,X
JSITZLO,X,X,X,O,X,X,O,X
JSITZOL,X,O,X,O,X,X,O,X
JSITOLZ,X,O,X,X,X,X,O,O
JSITOZL,X,O,X,O,X,X,O,O
JSILTZO,X,X,X,X,X,X,O,X
JSILTOZ,X,O,X,X,X,X,O,X
JSILZTO,X,X,X,X,X,X,O,X
JSILZOT,X,X,X,X,X,X,O,X
JSILOTZ,X,O,X,X,X,X,O,O
JSILOZT,X,X,X,X,X,X,O,O
JSIZTLO,X,X,X,O,X,X,O,X
JSIZTOL,X,O,X,O,X,X,O,O
JSIZLTO,X,X,X,X,X,X,O,X
JSIZLOT,X,X,X,X,X,X,O,O
JSIZOTL,X,O,X,O,X,X,O,O
JSIZOLT,X,X,X,X,X,X,O,O
JSIOTLZ,X,O,X,X,X,X,O,O
JSIOTZL,X,O,X,O,X,X,O,O
JSIOLTZ,X,O,X,X,X,X,O,O
JSIOLZT,X,X,X,X,X,X,O,O
JSIOZTL,X,O,X,O,X,X,O,O
JSIOZLT,X,X,X,X,X,X,O,O
JSLTIZO,X,X,X,X,X,O,X,X
JSLTIOZ,X,O,X,X,X,X,X,X
JSLTZIO,O,X,X,X,X,O,X,X
JSLTZOI,X,X,X,X,X,O,X,X
JSLTOIZ,X,O,X,X,X,X,X,X
JSLTOZI,X,O,X,X,X,X,X,X
JSLITZO,X,X,X,X,X,X,O,X
JSLITOZ,X,O,X,X,X,X,O,X
JSLIZTO,X,X,X,X,X,X,O,X
JSLIZOT,X,X,X,X,X,X,O,X
JSLIOTZ,X,O,X,X,X,X,O,O
JSLIOZT,X,X,X,X,X,X,O,O
JSLZTIO,O,X,X,O,X,O,X,X
JSLZTOI,X,X,X,O,X,O,X,X
JSLZITO,O,X,X,X,X,X,X,X
JSLZIOT,X,X,X,X,X,X,X,O
JSLZOTI,X,X,X,O,X,X,X,X
JSLZOIT,X,X,X,X,X,X,X,O
JSLOTIZ,X,O,X,X,X,X,X,X
JSLOTZI,X,O,X,X,X,X,X,X
JSLOITZ,X,O,X,X,X,X,O,O
JSLOIZT,X,X,X,X,X,X,O,O
JSLOZTI,X,X,X,O,X,X,X,X
JSLOZIT,X,X,X,X,X,X,X,O
JSZTILO,O,O,X,O,X,X,X,X
JSZTIOL,O,O,X,O,X,X,X,O
JSZTLIO,O,O,X,O,X,O,X,X
JSZTLOI,X,O,X,O,X,O,X,X
JSZTOIL,O,O,X,O,O,X,X,O
JSZTOLI,O,O,X,O,O,X,X,X
JSZITLO,O,O,X,O,X,X,X,X
JSZITOL,O,O,X,O,X,X,X,O
JSZILTO,O,O,X,X,X,X,X,X
JSZILOT,X,O,X,X,X,X,X,O
JSZIOTL,O,O,X,O,O,X,X,O
JSZIOLT,O,O,X,X,O,X,X,O
JSZLTIO,O,O,X,O,X,O,X,X
JSZLTOI,X,O,X,O,X,O,X,X
JSZLITO,O,O,X,X,X,X,X,X
JSZLIOT,X,O,X,X,X,X,X,O
JSZLOTI,X,O,X,O,O,X,X,X
JSZLOIT,X,O,X,X,O,X,X,O
JSZOTIL,O,O,X,O,O,X,X,O
JSZOTLI,O,O,X,O,O,X,X,X
JSZOITL,O,O,X,O,O,X,X,O
JSZOILT,O,O,X,X,O,X,X,O
JSZOLTI,O,O,X,O,O,X,X,X
JSZOLIT,O,O,X,X,O,X,X,O
JSOTILZ,X,O,X,X,X,X,O,O
JSOTIZL,X,O,X,O,X,X,O,O
JSOTLIZ,X,O,X,X,X,O,X,X
JSOTLZI,O,O,X,X,X,O,X,X
JSOTZIL,O,O,X,O,X,X,X,O
JSOTZLI,O,O,X,O,X,X,X,X
JSOITLZ,X,O,X,X,X,X,O,O
JSOITZL,X,O,X,O,X,X,O,O
JSOILTZ,X,O,X,X,X,X,O,O
JSOILZT,X,X,X,X,O,X,O,O
JSOIZTL,X,O,X,O,O,X,O,O
JSOIZLT,X,X,X,X,O,X,O,O
JSOLTIZ,X,O,X,X,X,O,X,X
JSOLTZI,O,O,X,X,X,O,X,X
JSOLITZ,X,O,X,X,X,X,O,O
JSOLIZT,X,X,X,X,O,X,O,O
JSOLZTI,O,X,X,O,O,O,X,X
JSOLZIT,O,X,X,X,O,X,X,O
JSOZTIL,O,O,X,O,O,X,X,O
JSOZTLI,O,O,X,O,O,X,X,X
JSOZITL,O,O,X,O,O,X,X,O
JSOZILT,O,O,X,X,O,X,X,O
JSOZLTI,O,O,X,O,O,X,X,X
JSOZLIT,O,O,X,X,O,X,X,O
JZTILSO,O,X,X,O,X,X,X,X
JZTILOS,O,X,X,O,X,X,X,X
JZTISLO,X,O,X,O,X,X,O,X
JZTISOL,X,O,X,O,X,X,O,O
JZTIOLS,O,X,X,O,X,X,X,X
JZTIOSL,X,O,X,O,X,X,O,O
JZTLISO,O,X,X,O,X,O,X,X
JZTLIOS,O,X,X,O,X,X,X,X
JZTLSIO,O,O,X,O,X,O,X,X
JZTLSOI,X,O,X,O,X,O,X,X
JZTLOIS,X,X,X,O,X,X,X,X
JZTLOSI,X,O,X,O,X,X,X,X
JZTSILO,O,O,X,O,X,X,X,X
JZTSIOL,O,O,X,O,X,X,X,O
JZTSLIO,O,O,X,O,X,O,X,X
JZTSLOI,X,O,X,O,X,O,X,X
JZTSOIL,O,O,X,O,O,X,X,O
JZTSOLI,O,O,X,O,O,X,X,X
JZTOILS,O,X,X,O,O,X,X,X
JZTOISL,X,O,X,O,X,X,O,O
JZTOLIS,O,X,X,O,O,X,X,X
JZTOLSI,O,O,X,O,O,X,X,X
JZTOSIL,O,O,X,O,O,X,X,O
JZTOSLI,O,O,X,O,O,X,X,X
JZITLSO,O,X,X,O,X,X,O,X
JZITLOS,O,X,X,O,X,X,O,X
JZITSLO,X,O,X,O,X,X,O,X
JZITSOL,X,O,X,O,X,X,O,O
JZITOLS,O,X,X,O,X,X,O,X
JZITOSL,X,O,X,O,X,X,O,O
JZILTSO,O,X,X,X,X,X,O,X
JZILTOS,O,X,X,X,X,X,O,X
JZILSTO,O,X,X,X,X,X,O,X
JZILSOT,X,X,X,X,X,X,O,O
JZILOTS,X,X,X,X,X,X,O,X
JZILOST,X,X,X,X,X,X,O,O
JZISTLO,O,O,X,O,X,X,O,X
JZISTOL,O,O,X,O,X,X,O,O
JZISLTO,O,O,X,X,X,X,O,X
JZISLOT,X,O,X,X,X,X,O,O
JZISOTL,O,O,X,O,O,X,O,O
JZISOLT,O,O,X,X,O,X,O,O
JZIOTLS,O,X,X,O,O,X,O,X
JZIOTSL,X,O,X,O,X,X,O,O
JZIOLTS,O,X,X,X,O,X,O,X
JZIOLST,O,X,X,X,O,X,O,O
JZIOSTL,O,O,X,O,O,X,O,O
JZIOSLT,O,O,X,X,O,X,O,O
JZLTISO,O,X,X,O,X,O,X,X
JZLTIOS,O,X,X,O,X,X,X,X
JZLTSIO,O,O,X,O,X,O,X,X
JZLTSOI,X,O,X,O,X,O,X,X
JZLTOIS,X,X,X,O,X,X,X,X
JZLTOSI,X,O,X,O,X,X,X,X
JZLITSO,O,X,X,X,X,X,O,X
JZLITOS,O,X,X,X,X,X,O,X
JZLISTO,O,X,X,X,X,X,O,X
JZLISOT,X,X,X,X,X,X,O,O
JZLIOTS,X,X,X,X,X,X,O,X
JZLIOST,X,X,X,X,X,X,O,O
JZLSTIO,O,O,X,O,X,O,X,X
JZLSTOI,X,O,X,O,X,O,X,X
JZLSITO,O,O,X,X,X,X,X,X
JZLSIOT,X,O,X,X,X,X,X,O
JZLSOTI,X,O,X,O,O,X,X,X
JZLSOIT,X,O,X,X,O,X,X,O
JZLOTIS,X,X,X,O,O,X,X,X
JZLOTSI,X,O,X,O,O,X,X,X
JZLOITS,X,X,X,X,O,X,O,X
JZLOIST,X,X,X,X,O,X,O,O
JZLOSTI,X,O,X,O,O,X,X,X
JZLOSIT,X,O,X,X,O,X,X,O
JZSTILO,O,O,X,O,X,X,X,X
JZSTIOL,O,O,X,O,X,X,X,O
JZSTLIO,O,O,X,O,X,O,X,X
JZSTLOI,X,O,X,O,X,O,X,X
JZSTOIL,O,O,X,O,O,X,X,O
JZSTOLI,O,O,X,O,O,X,X,X
JZSITLO,O,O,X,O,X,X,X,X
JZSITOL,O,O,X,O,X,X,X,O
JZSILTO,O,O,X,X,X,X,X,X
JZSILOT,X,O,X,X,X,X,X,O
JZSIOTL,O,O,X,O,O,X,X,O
JZSIOLT,O,O,X,X,O,X,X,O
JZSLTIO,O,O,X,O,X,O,X,X
JZSLTOI,X,O,X,O,X,O,X,X
JZSLITO,O,O,X,X,X,X,X,X
JZSLIOT,X,O,X,X,X,X,X,O
JZSLOTI,X,O,X,O,O,X,X,X
JZSLOIT,X,O,X,X,O,X,X,O
JZSOTIL,O,O,X,O,O,X,X,O
JZSOTLI,O,O,X,O,O,X,X,X
JZSOITL,O,O,X,O,O,X,X,O
JZSOILT,O,O,X,X,O,X,X,O
JZSOLTI,O,O,X,O,O,X,X,X
JZSOLIT,O,O,X,X,O,X,X,O
JZOTILS,O,X,X,O,O,X,X,X
JZOTISL,X,O,X,O,X,X,O,O
JZOTLIS,O,X,X,O,O,X,X,X
JZOTLSI,O,O,X,O,O,X,X,X
JZOTSIL,O,O,X,O,O,X,X,O
JZOTSLI,O,O,X,O,O,X,X,X
JZOITLS,O,X,X,O,O,X,O,X
JZOITSL,X,O,X,O,X,X,O,O
JZOILTS,O,X,X,X,O,X,O,X
JZOILST,O,X,X,X,O,X,O,O
JZOISTL,O,O,X,O,O,X,O,O
JZOISLT,O,O,X,X,O,X,O,O
JZOLTIS,O,X,X,O,O,X,X,X
JZOLTSI,O,O,X,O,O,X,X,X
JZOLITS,O,X,X,X,O,X,O,X
JZOLIST,O,X,X,X,O,X,O,O
JZOLSTI,O,O,X,O,O,X,X,X
JZOLSIT,O,O,X,X,O,X,X,O
JZOSTIL,O,O,X,O,O,X,X,O
JZOSTLI,O,O,X,O,O,X,X,X
JZOSITL,O,O,X,O,O,X,X,O
JZOSILT,O,O,X,X,O,X,X,O
JZOSLTI,O,O,X,O,O,X,X,X
JZOSLIT,O,O,X,X,O,X,X,O
JOTILSZ,X,X,O,X,X,X,O,X
JOTILZS,X,X,O,O,X,X,O,X
JOTISLZ,X,O,X,X,X,X,O,O
JOTISZL,X,O,X,O,X,X,O,O
JOTIZLS,X,X,O,O,X,X,O,X
JOTIZSL,X,X,X,O,X,X,O,X
JOTLISZ,X,X,O,X,X,O,O,X
JOTLIZS,X,X,O,O,X,O,O,X
JOTLSIZ,X,O,O,X,X,O,X,X
JOTLSZI,O,O,X,X,X,O,X,X
JOTLZIS,O,X,X,O,X,O,X,X
JOTLZSI,O,X,X,O,X,O,X,X
JOTSILZ,X,O,X,X,X,X,O,O
JOTSIZL,X,O,X,O,X,X,O,O
JOTSLIZ,X,O,X,X,X,O,X,X
JOTSLZI,O,O,X,X,X,O,X,X
JOTSZIL,O,O,X,O,X,X,X,O
JOTSZLI,O,O,X,O,X,X,X,X
JOTZILS,O,X,X,O,X,X,X,X
JOTZISL,X,O,X,O,X,X,O,O
JOTZLIS,O,X,X,O,X,X,X,X
JOTZLSI,O,O,X,O,X,X,X,X
JOTZSIL,O,O,X,O,X,X,X,O
JOTZSLI,O,O,X,O,X,X,X,X
JOITLSZ,X,X,O,X,X,X,O,X
JOITLZS,X,X,O,O,X,X,O,X
JOITSLZ,X,O,X,X,X,X,O,O
JOITSZL,X,O,X,O,X,X,O,O
JOITZLS,X,X,O,O,X,X,O,X
JOITZSL,X,X,X,O,X,X,O,X
JOILTSZ,X,X,O,X,X,X,O,X
JOILTZS,X,X,O,O,X,X,O,X
JOILSTZ,X,X,O,X,X,X,O,O
JOILSZT,X,X,O,X,O,X,O,O
JOILZTS,X,X,O,X,O,X,O,X
JOILZST,X,X,O,X,O,X,O,X
JOISTLZ,X,O,X,X,X,X,O,O
JOISTZL,X,O,X,O,X,X,O,O
