sequence,v115@GhA8IeA8CeB8DeA8AeF8BeA8JecFJvhF/mBRiBOpBi?nBlkBzsB,v115@GhA8IeA8CeB8DeA8AeF8BeA8JecFJvhFThBZoBOpB6?sBlpBXsB,v115@GhA8IeA8CeB8DeA8AeF8BeA8JeTAJvhF/mBZoB0kB6?sBOpBFsB,v115@GhA8IeA8CeB8DeA8AeF8BeA8JecFJvhFThBZoBOpBX?nBlkB6sB,v115@GhA8IeA8CeB8DeA8AeF8BeA8JeTAJvhF/mBZoBOpB6?sB0pBFsB,v115@GhA8IeA8CeB8DeA8AeF8BeA8JeZEJvhFqkBTgB/mBF?iBmsB8sB,v115@GhA8IeA8CeB8DeA8AeF8BeA8JeTAJvhF/mBRiB1pBy?sBOpB0sB
SITLOJZ,X,X,X,X,O,O,O
SITLOZJ,X,X,O,X,X,X,O
SITJLZO,X,X,X,X,X,O,X
SITJLOZ,X,X,X,X,O,O,X
SITJZLO,X,X,X,X,X,X,X
SITJZOL,X,X,X,O,X,X,X
SITJOLZ,X,X,X,X,O,X,X
SITJOZL,X,X,X,O,X,X,X
SITZLJO,X,X,X,X,X,X,X
SITZLOJ,X,X,O,X,X,X,X
SITZJLO,X,X,X,X,X,X,X
SITZJOL,X,X,X,O,X,X,X
SITZOLJ,X,X,O,X,X,X,X
SITZOJL,X,X,X,O,X,X,X
SITOLJZ,X,X,X,X,O,X,O
SITOLZJ,X,X,O,X,X,X,O
SITOJLZ,X,X,X,X,O,X,X
SITOJZL,X,X,X,O,X,X,X
SITOZLJ,X,X,O,X,X,X,X
SITOZJL,X,X,X,O,X,X,X
SILTJZO,O,X,X,X,X,O,O
SILTJOZ,X,X,X,X,O,O,O
SILTZJO,O,X,X,X,X,X,O
SILTZOJ,X,X,O,X,X,X,O
SILTOJZ,X,X,X,X,O,O,O
SILTOZJ,X,X,O,X,X,X,O
SILJTZO,O,X,X,X,X,O,O
SILJTOZ,X,X,X,X,O,O,O
SILJZTO,O,X,X,X,X,O,X
SILJZOT,O,O,O,O,O,O,X
SILJOTZ,X,X,X,X,O,O,O
SILJOZT,O,O,O,O,O,O,X
SILZTJO,O,X,X,X,X,X,O
SILZTOJ,X,X,O,X,X,X,O
SILZJTO,O,X,X,X,X,O,X
SILZJOT,O,O,O,O,O,O,X
SILZOTJ,X,X,O,X,X,X,O
SILZOJT,O,O,O,O,O,O,X
SILOTJZ,X,X,X,X,O,O,O
SILOTZJ,X,X,O,X,X,X,O
SILOJTZ,X,X,X,X,O,O,O
SILOJZT,O,O,O,O,O,O,X
SILOZTJ,X,X,O,X,X,X,O
SILOZJT,O,O,O,O,O,O,X
SIJTLZO,X,X,X,X,X,O,X
SIJTLOZ,X,X,X,X,O,O,X
SIJTZLO,X,X,X,X,X,X,X
SIJTZOL,X,X,X,O,X,X,X
SIJTOLZ,X,X,X,X,O,X,X
SIJTOZL,X,X,X,O,X,X,X
SIJLTZO,O,X,X,X,X,O,X
SIJLTOZ,X,X,X,X,O,O,X
SIJLZTO,O,X,X,X,X,O,X
SIJLZOT,O,O,O,O,O,O,X
SIJLOTZ,X,X,X,X,O,O,X
SIJLOZT,O,O,O,O,O,O,X
SIJZTLO,X,X,X,X,X,X,X
SIJZTOL,X,X,X,O,X,X,X
SIJZLTO,O,X,X,X,X,O,X
SIJZLOT,O,O,O,O,O,O,X
SIJZOTL,X,X,X,O,X,X,X
SIJZOLT,O,O,O,O,O,X,X
SIJOTLZ,X,X,X,X,O,X,X
SIJOTZL,X,X,X,O,X,X,X
SIJOLTZ,O,X,X,X,O,O,X
SIJOLZT,O,O,O,O,O,O,X
SIJOZTL,X,X,X,O,X,X,X
SIJOZLT,O,O,O,O,O,X,X
SIZTLJO,X,X,X,X,X,X,X
SIZTLOJ,X,X,O,X,X,X,X
SIZTJLO,X,X,X,X,X,X,X
SIZTJOL,X,X,X,O,X,X,X
SIZTOLJ,X,X,O,X,X,X,X
SIZTOJL,X,X,X,O,X,X,X
SIZLTJO,O,X,X,X,X,X,X
SIZLTOJ,X,X,O,X,X,X,X
SIZLJTO,O,X,X,X,X,O,X
SIZLJOT,O,O,O,O,O,O,X
SIZLOTJ,X,X,O,X,X,X,X
SIZLOJT,O,O,O,O,O,O,X
SIZJTLO,X,X,X,X,X,X,X
SIZJTOL,X,X,X,O,X,X,X
SIZJLTO,O,X,X,X,X,O,X
SIZJLOT,O,O,O,O,O,O,X
SIZJOTL,X,X,X,O,X,X,X
SIZJOLT,O,O,O,O,O,X,X
SIZOTLJ,X,X,O,X,X,X,X
SIZOTJL,X,X,X,O,X,X,X
SIZOLTJ,O,X,O,X,X,X,X
SIZOLJT,O,O,O,O,O,X,X
SIZOJTL,X,X,X,O,X,X,X
SIZOJLT,O,O,O,O,O,X,X
SIOTLJZ,X,X,X,X,O,X,O
SIOTLZJ,X,X,O,X,X,X,O
SIOTJLZ,X,X,X,X,O,X,X
SIOTJZL,X,X,X,O,X,X,X
SIOTZLJ,X,X,O,X,X,X,X
SIOTZJL,X,X,X,O,X,X,X
SIOLTJZ,O,X,X,X,O,O,O
SIOLTZJ,O,X,O,X,X,X,O
SIOLJTZ,O,X,X,X,O,O,O
SIOLJZT,O,O,O,O,O,O,X
SIOLZTJ,O,X,O,X,X,X,O
SIOLZJT,O,O,O,O,O,O,X
SIOJTLZ,X,X,X,X,O,X,X
SIOJTZL,X,X,X,O,X,X,X
SIOJLTZ,O,X,X,X,O,O,X
SIOJLZT,O,O,O,O,O,O,X
SIOJZTL,X,X,X,O,X,X,X
SIOJZLT,O,O,O,O,O,X,X
SIOZTLJ,X,X,O,X,X,X,X
SIOZTJL,X,X,X,O,X,X,X
SIOZLTJ,O,X,O,X,X,X,X
SIOZLJT,O,O,O,O,O,X,X
SIOZJTL,X,X,X,O,X,X,X
SIOZJLT,O,O,O,O,O,X,X
SLTIJZO,O,X,X,X,X,O,O
SLTIJOZ,X,X,X,X,O,O,O
SLTIZJO,O,X,X,X,X,X,O
SLTIZOJ,X,X,O,X,X,X,O
SLTIOJZ,X,X,X,X,O,O,O
SLTIOZJ,X,X,O,X,X,X,O
SLTJIZO,O,X,X,X,X,O,O
SLTJIOZ,X,X,X,X,O,O,O
SLTJZIO,O,X,X,X,X,X,O
SLTJZOI,O,X,X,X,X,X,O
SLTJOIZ,X,X,X,X,O,O,O
SLTJOZI,X,X,X,X,X,X,O
SLTZIJO,O,X,X,X,X,X,O
SLTZIOJ,X,X,O,X,X,X,O
SLTZJIO,O,X,X,X,X,X,O
SLTZJOI,O,X,X,X,X,X,O
SLTZOIJ,X,X,O,X,X,X,O
SLTZOJI,X,X,X,X,X,X,O
SLTOIJZ,X,X,X,X,O,O,O
SLTOIZJ,X,X,O,X,X,X,O
SLTOJIZ,X,X,X,X,O,O,O
SLTOJZI,X,X,X,X,X,X,O
SLTOZIJ,X,X,O,X,X,X,O
SLTOZJI,X,X,X,X,X,X,O
SLITJZO,O,X,X,X,X,O,O
SLITJOZ,X,X,X,X,O,O,O
SLITZJO,O,X,X,X,X,X,O
SLITZOJ,X,X,O,X,X,X,O
SLITOJZ,X,X,X,X,O,O,O
SLITOZJ,X,X,O,X,X,X,O
SLIJTZO,O,X,X,X,X,O,O
SLIJTOZ,X,X,X,X,O,O,O
SLIJZTO,O,X,X,X,X,O,X
SLIJZOT,O,O,O,O,O,O,X
SLIJOTZ,X,X,X,X,O,O,O
SLIJOZT,O,O,O,O,O,O,X
SLIZTJO,O,X,X,X,X,X,O
SLIZTOJ,X,X,O,X,X,X,O
SLIZJTO,O,X,X,X,X,O,X
SLIZJOT,O,O,O,O,O,O,X
SLIZOTJ,X,X,O,X,X,X,O
SLIZOJT,O,O,O,O,O,O,X
SLIOTJZ,X,X,X,X,O,O,O
SLIOTZJ,X,X,O,X,X,X,O
SLIOJTZ,X,X,X,X,O,O,O
SLIOJZT,O,O,O,O,O,O,X
SLIOZTJ,X,X,O,X,X,X,O
SLIOZJT,O,O,O,O,O,O,X
SLJTIZO,O,X,X,X,X,O,O
SLJTIOZ,X,X,X,X,O,O,O
SLJTZIO,O,X,X,X,X,X,O
SLJTZOI,O,X,X,X,X,X,O
SLJTOIZ,X,X,X,X,O,O,O
SLJTOZI,X,X,X,X,X,X,O
SLJITZO,O,X,X,X,X,O,O
SLJITOZ,X,X,X,X,O,O,O
SLJIZTO,O,X,X,X,X,O,X
SLJIZOT,O,O,O,O,O,O,X
SLJIOTZ,X,X,X,X,O,O,O
SLJIOZT,O,O,O,O,O,O,X
SLJZTIO,O,X,X,X,X,X,X
SLJZTOI,O,X,X,X,X,X,X
SLJZITO,O,X,X,X,X,O,X
SLJZIOT,O,O,O,O,O,O,X
SLJZOTI,O,X,X,X,X,X,X
SLJZOIT,O,O,O,O,O,O,X
SLJOTIZ,O,X,X,X,O,O,O
SLJOTZI,O,X,X,X,X,X,O
SLJOITZ,O,X,X,X,O,O,O
SLJOIZT,O,O,O,O,O,O,X
SLJOZTI,O,X,X,X,X,X,X
SLJOZIT,O,O,O,O,O,O,X
SLZTIJO,O,X,X,X,X,X,O
SLZTIOJ,X,X,O,X,X,X,O
SLZTJIO,O,X,X,X,X,X,O
SLZTJOI,O,X,X,X,X,X,O
SLZTOIJ,X,X,O,X,X,X,O
SLZTOJI,X,X,X,X,X,X,O
SLZITJO,O,X,X,X,X,X,O
SLZITOJ,X,X,O,X,X,X,O
SLZIJTO,O,X,X,X,X,O,X
SLZIJOT,O,O,O,O,O,O,X
SLZIOTJ,X,X,O,X,X,X,O
SLZIOJT,O,O,O,O,O,O,X
SLZJTIO,O,X,X,X,X,X,X
SLZJTOI,O,X,X,X,X,X,X
SLZJITO,O,X,X,X,X,O,X
SLZJIOT,O,O,O,O,O,O,X
SLZJOTI,O,X,X,X,X,X,X
SLZJOIT,O,O,O,O,O,O,X
SLZOTIJ,O,X,O,X,X,X,O
SLZOTJI,O,X,X,X,X,X,O
SLZOITJ,O,X,O,X,X,X,O
SLZOIJT,O,O,O,O,O,O,X
SLZOJTI,O,X,X,X,X,X,X
SLZOJIT,O,O,O,O,O,O,X
SLOTIJZ,O,X,X,X,O,O,O
SLOTIZJ,O,X,O,X,X,X,O
SLOTJIZ,O,X,X,X,O,O,O
SLOTJZI,O,X,X,X,X,X,O
SLOTZIJ,O,X,O,X,X,X,O
SLOTZJI,O,X,X,X,X,X,O
SLOITJZ,O,X,X,X,O,O,O
SLOITZJ,O,X,O,X,X,X,O
SLOIJTZ,O,X,X,X,O,O,O
SLOIJZT,O,O,O,O,O,O,X
SLOIZTJ,O,X,O,X,X,X,O
SLOIZJT,O,O,O,O,O,O,X
SLOJTIZ,O,X,X,X,O,O,O
SLOJTZI,O,X,X,X,X,X,O
SLOJITZ,O,X,X,X,O,O,O
SLOJIZT,O,O,O,O,O,O,X
SLOJZTI,O,X,X,X,X,X,X
SLOJZIT,O,O,O,O,O,O,X
SLOZTIJ,O,X,O,X,X,X,O
SLOZTJI,O,X,X,X,X,X,O
SLOZITJ,O,X,O,X,X,X,O
SLOZIJT,O,O,O,O,O,O,X
SLOZJTI,O,X,X,X,X,X,X
SLOZJIT,O,O,O,O,O,O,X
SJTILZO,X,X,X,X,X,O,X
SJTILOZ,X,X,X,X,O,O,X
SJTIZLO,X,X,X,X,X,X,X
SJTIZOL,X,X,X,O,X,X,X
SJTIOLZ,X,X,X,X,O,X,X
SJTIOZL,X,X,X,O,X,X,X
SJTLIZO,O,X,X,X,X,O,O
SJTLIOZ,X,X,X,X,O,O,O
SJTLZIO,O,X,X,X,X,X,O
SJTLZOI,O,X,X,X,X,X,O
SJTLOIZ,X,X,X,X,O,O,O
SJTLOZI,X,X,X,X,X,X,O
SJTZILO,X,X,X,X,X,X,X
SJTZIOL,X,X,X,O,X,X,X
SJTZLIO,O,X,X,X,X,X,X
SJTZLOI,O,X,X,X,X,X,X
SJTZOIL,X,X,X,O,X,X,X
SJTZOLI,O,X,X,X,X,X,X
SJTOILZ,X,X,X,X,O,X,X
SJTOIZL,X,X,X,O,X,X,X
SJTOLIZ,O,X,X,X,O,O,O
SJTOLZI,O,X,X,X,X,X,O
SJTOZIL,X,X,X,O,X,X,X
SJTOZLI,O,X,X,X,X,X,X
SJITLZO,X,X,X,X,X,O,X
SJITLOZ,X,X,X,X,O,O,X
SJITZLO,X,X,X,X,X,X,X
SJITZOL,X,X,X,O,X,X,X
SJITOLZ,X,X,X,X,O,X,X
SJITOZL,X,X,X,O,X,X,X
SJILTZO,O,X,X,X,X,O,X
SJILTOZ,X,X,X,X,O,O,X
SJILZTO,O,X,X,X,X,O,X
SJILZOT,O,O,O,O,O,O,X
SJILOTZ,X,X,X,X,O,O,X
SJILOZT,O,O,O,O,O,O,X
SJIZTLO,X,X,X,X,X,X,X
SJIZTOL,X,X,X,O,X,X,X
SJIZLTO,O,X,X,X,X,O,X
SJIZLOT,O,O,O,O,O,O,X
SJIZOTL,X,X,X,O,X,X,X
SJIZOLT,O,O,O,O,O,X,X
SJIOTLZ,X,X,X,X,O,X,X
SJIOTZL,X,X,X,O,X,X,X
SJIOLTZ,O,X,X,X,O,O,X
SJIOLZT,O,O,O,O,O,O,X
SJIOZTL,X,X,X,O,X,X,X
SJIOZLT,O,O,O,O,O,X,X
SJLTIZO,O,X,X,X,X,O,O
SJLTIOZ,X,X,X,X,O,O,O
SJLTZIO,O,X,X,X,X,X,O
SJLTZOI,O,X,X,X,X,X,O
SJLTOIZ,X,X,X,X,O,O,O
SJLTOZI,X,X,X,X,X,X,O
SJLITZO,O,X,X,X,X,O,O
SJLITOZ,X,X,X,X,O,O,O
SJLIZTO,O,X,X,X,X,O,X
SJLIZOT,O,O,O,O,O,O,X
SJLIOTZ,X,X,X,X,O,O,O
SJLIOZT,O,O,O,O,O,O,X
SJLZTIO,O,X,X,X,X,X,X
SJLZTOI,O,X,X,X,X,X,X
SJLZITO,O,X,X,X,X,O,X
SJLZIOT,O,O,O,O,O,O,X
SJLZOTI,O,X,X,X,X,X,X
SJLZOIT,O,O,O,O,O,O,X
SJLOTIZ,O,X,X,X,O,O,O
SJLOTZI,O,X,X,X,X,X,O
SJLOITZ,O,X,X,X,O,O,O
SJLOIZT,O,O,O,O,O,O,X
SJLOZTI,O,X,X,X,X,X,X
SJLOZIT,O,O,O,O,O,O,X
SJZTILO,X,X,X,X,X,X,X
SJZTIOL,X,X,X,O,X,X,X
SJZTLIO,O,X,X,X,X,X,X
SJZTLOI,O,X,X,X,X,X,X
SJZTOIL,X,X,X,O,X,X,X
SJZTOLI,O,X,X,X,X,X,X
SJZITLO,X,X,X,X,X,X,X
SJZITOL,X,X,X,O,X,X,X
SJZILTO,O,X,X,X,X,O,X
SJZILOT,O,O,O,O,O,O,X
SJZIOTL,X,X,X,O,X,X,X
SJZIOLT,O,O,O,O,O,X,X
SJZLTIO,O,X,X,X,X,X,X
SJZLTOI,O,X,X,X,X,X,X
SJZLITO,O,X,X,X,X,O,X
SJZLIOT,O,O,O,O,O,O,X
SJZLOTI,O,X,X,X,X,X,X
SJZLOIT,O,O,O,O,O,O,X
SJZOTIL,X,X,X,O,X,X,X
SJZOTLI,O,X,X,X,X,X,X
SJZOITL,X,X,X,O,X,X,X
SJZOILT,O,O,O,O,O,X,X
SJZOLTI,O,X,X,X,X,X,X
SJZOLIT,O,O,O,O,O,O,X
SJOTILZ,X,X,X,X,O,X,X
SJOTIZL,X,X,X,O,X,X,X
SJOTLIZ,O,X,X,X,O,O,O
SJOTLZI,O,X,X,X,X,X,O
SJOTZIL,X,X,X,O,X,X,X
SJOTZLI,O,X,X,X,X,X,X
SJOITLZ,X,X,X,X,O,X,X
SJOITZL,X,X,X,O,X,X,X
SJOILTZ,O,X,X,X,O,O,X
SJOILZT,O,O,O,O,O,O,X
SJOIZTL,X,X,X,O,X,X,X
SJOIZLT,O,O,O,O,O,X,X
SJOLTIZ,O,X,X,X,O,O,O
SJOLTZI,O,X,X,X,X,X,O
SJOLITZ,O,X,X,X,O,O,O
SJOLIZT,O,O,O,O,O,O,X
SJOLZTI,O,X,X,X,X,X,X
SJOLZIT,O,O,O,O,O,O,X
SJOZTIL,X,X,X,O,X,X,X
SJOZTLI,O,X,X,X,X,X,X
SJOZITL,X,X,X,O,X,X,X
SJOZILT,O,O,O,O,O,X,X
SJOZLTI,O,X,X,X,X,X,X
SJOZLIT,O,O,O,O,O,O,X
SZTILJO,X,X,X,X,X,X,X
SZTILOJ,X,X,O,X,X,X,X
SZTIJLO,X,X,X,X,X,X,X
SZTIJOL,X,X,X,O,X,X,X
SZTIOLJ,X,X,O,X,X,X,X
SZTIOJL,X,X,X,O,X,X,X
SZTLIJO,O,X,X,X,X,X,O
SZTLIOJ,X,X,O,X,X,X,O
SZTLJIO,O,X,X,X,X,X,O
SZTLJOI,O,X,X,X,X,X,O
SZTLOIJ,X,X,O,X,X,X,O
SZTLOJI,X,X,X,X,X,X,O
SZTJILO,X,X,X,X,X,X,X
SZTJIOL,X,X,X,O,X,X,X
SZTJLIO,O,X,X,X,X,X,X
SZTJLOI,O,X,X,X,X,X,X
SZTJOIL,X,X,X,O,X,X,X
SZTJOLI,O,X,X,X,X,X,X
SZTOILJ,X,X,O,X,X,X,X
SZTOIJL,X,X,X,O,X,X,X
SZTOLIJ,O,X,O,X,X,X,O
SZTOLJI,O,X,X,X,X,X,O
SZTOJIL,X,X,X,O,X,X,X
SZTOJLI,O,X,X,X,X,X,X
SZITLJO,X,X,X,X,X,X,X
SZITLOJ,X,X,O,X,X,X,X
SZITJLO,X,X,X,X,X,X,X
SZITJOL,X,X,X,O,X,X,X
SZITOLJ,X,X,O,X,X,X,X
SZITOJL,X,X,X,O,X,X,X
SZILTJO,O,X,X,X,X,X,X
SZILTOJ,X,X,O,X,X,X,X
SZILJTO,O,X,X,X,X,O,X
SZILJOT,O,O,O,O,O,O,X
SZILOTJ,X,X,O,X,X,X,X
SZILOJT,O,O,O,O,O,O,X
SZIJTLO,X,X,X,X,X,X,X
SZIJTOL,X,X,X,O,X,X,X
SZIJLTO,O,X,X,X,X,O,X
SZIJLOT,O,O,O,O,O,O,X
SZIJOTL,X,X,X,O,X,X,X
SZIJOLT,O,O,O,O,O,X,X
SZIOTLJ,X,X,O,X,X,X,X
SZIOTJL,X,X,X,O,X,X,X
SZIOLTJ,O,X,O,X,X,X,X
SZIOLJT,O,O,O,O,O,X,X
SZIOJTL,X,X,X,O,X,X,X
SZIOJLT,O,O,O,O,O,X,X
SZLTIJO,O,X,X,X,X,X,O
SZLTIOJ,X,X,O,X,X,X,O
SZLTJIO,O,X,X,X,X,X,O
SZLTJOI,O,X,X,X,X,X,O
SZLTOIJ,X,X,O,X,X,X,O
SZLTOJI,X,X,X,X,X,X,O
SZLITJO,O,X,X,X,X,X,O
SZLITOJ,X,X,O,X,X,X,O
SZLIJTO,O,X,X,X,X,O,X
SZLIJOT,O,O,O,O,O,O,X
SZLIOTJ,X,X,O,X,X,X,O
SZLIOJT,O,O,O,O,O,O,X
SZLJTIO,O,X,X,X,X,X,X
SZLJTOI,O,X,X,X,X,X,X
SZLJITO,O,X,X,X,X,O,X
SZLJIOT,O,O,O,O,O,O,X
SZLJOTI,O,X,X,X,X,X,X
SZLJOIT,O,O,O,O,O,O,X
SZLOTIJ,O,X,O,X,X,X,O
SZLOTJI,O,X,X,X,X,X,O
SZLOITJ,O,X,O,X,X,X,O
SZLOIJT,O,O,O,O,O,O,X
SZLOJTI,O,X,X,X,X,X,X
SZLOJIT,O,O,O,O,O,O,X
SZJTILO,X,X,X,X,X,X,X
SZJTIOL,X,X,X,O,X,X,X
SZJTLIO,O,X,X,X,X,X,X
SZJTLOI,O,X,X,X,X,X,X
SZJTOIL,X,X,X,O,X,X,X
SZJTOLI,O,X,X,X,X,X,X
SZJITLO,X,X,X,X,X,X,X
SZJITOL,X,X,X,O,X,X,X
SZJILTO,O,X,X,X,X,O,X
SZJILOT,O,O,O,O,O,O,X
SZJIOTL,X,X,X,O,X,X,X
SZJIOLT,O,O,O,O,O,X,X
SZJLTIO,O,X,X,X,X,X,X
SZJLTOI,O,X,X,X,X,X,X
SZJLITO,O,X,X,X,X,O,X
SZJLIOT,O,O,O,O,O,O,X
SZJLOTI,O,X,X,X,X,X,X
SZJLOIT,O,O,O,O,O,O,X
SZJOTIL,X,X,X,O,X,X,X
SZJOTLI,O,X,X,X,X,X,X
SZJOITL,X,X,X,O,X,X,X
SZJOILT,O,O,O,O,O,X,X
SZJOLTI,O,X,X,X,X,X,X
SZJOLIT,O,O,O,O,O,O,X
SZOTILJ,X,X,O,X,X,X,X
SZOTIJL,X,X,X,O,X,X,X
SZOTLIJ,O,X,O,X,X,X,O
SZOTLJI,O,X,X,X,X,X,O
SZOTJIL,X,X,X,O,X,X,X
SZOTJLI,O,X,X,X,X,X,X
SZOITLJ,X,X,O,X,X,X,X
SZOITJL,X,X,X,O,X,X,X
SZOILTJ,O,X,O,X,X,X,X
SZOILJT,O,O,O,O,O,X,X
SZOIJTL,X,X,X,O,X,X,X
SZOIJLT,O,O,O,O,O,X,X
SZOLTIJ,O,X,O,X,X,X,O
SZOLTJI,O,X,X,X,X,X,O
SZOLITJ,O,X,O,X,X,X,O
SZOLIJT,O,O,O,O,O,O,X
SZOLJTI,O,X,X,X,X,X,X
SZOLJIT,O,O,O,O,O,O,X
SZOJTIL,X,X,X,O,X,X,X
SZOJTLI,O,X,X,X,X,X,X
SZOJITL,X,X,X,O,X,X,X
SZOJILT,O,O,O,O,O,X,X
SZOJLTI,O,X,X,X,X,X,X
SZOJLIT,O,O,O,O,O,O,X
SOTILJZ,X,X,X,X,O,X,O
SOTILZJ,X,X,O,X,X,X,O
SOTIJLZ,X,X,X,X,O,X,X
SOTIJZL,X,X,X,O,X,X,X
SOTIZLJ,X,X,O,X,X,X,X
SOTIZJL,X,X,X,O,X,X,X
SOTLIJZ,O,X,X,X,O,O,O
SOTLIZJ,O,X,O,X,X,X,O
SOTLJIZ,O,X,X,X,O,O,O
SOTLJZI,O,X,X,X,X,X,O
SOTLZIJ,O,X,O,X,X,X,O
SOTLZJI,O,X,X,X,X,X,O
SOTJILZ,X,X,X,X,O,X,X
SOTJIZL,X,X,X,O,X,X,X
SOTJLIZ,O,X,X,X,O,O,O
SOTJLZI,O,X,X,X,X,X,O
SOTJZIL,X,X,X,O,X,X,X
SOTJZLI,O,X,X,X,X,X,X
SOTZILJ,X,X,O,X,X,X,X
SOTZIJL,X,X,X,O,X,X,X
SOTZLIJ,O,X,O,X,X,X,O
SOTZLJI,O,X,X,X,X,X,O
SOTZJIL,X,X,X,O,X,X,X
SOTZJLI,O,X,X,X,X,X,X
SOITLJZ,X,X,X,X,O,X,O
SOITLZJ,X,X,O,X,X,X,O
SOITJLZ,X,X,X,X,O,X,X
SOITJZL,X,X,X,O,X,X,X
SOITZLJ,X,X,O,X,X,X,X
SOITZJL,X,X,X,O,X,X,X
SOILTJZ,O,X,X,X,O,O,O
SOILTZJ,O,X,O,X,X,X,O
SOILJTZ,O,X,X,X,O,O,O
SOILJZT,O,O,O,O,O,O,X
SOILZTJ,O,X,O,X,X,X,O
SOILZJT,O,O,O,O,O,O,X
SOIJTLZ,X,X,X,X,O,X,X
SOIJTZL,X,X,X,O,X,X,X
SOIJLTZ,O,X,X,X,O,O,X
SOIJLZT,O,O,O,O,O,O,X
SOIJZTL,X,X,X,O,X,X,X
SOIJZLT,O,O,O,O,O,X,X
SOIZTLJ,X,X,O,X,X,X,X
SOIZTJL,X,X,X,O,X,X,X
SOIZLTJ,O,X,O,X,X,X,X
SOIZLJT,O,O,O,O,O,X,X
SOIZJTL,X,X,X,O,X,X,X
SOIZJLT,O,O,O,O,O,X,X
SOLTIJZ,O,X,X,X,O,O,O
SOLTIZJ,O,X,O,X,X,X,O
SOLTJIZ,O,X,X,X,O,O,O
SOLTJZI,O,X,X,X,X,X,O
SOLTZIJ,O,X,O,X,X,X,O
SOLTZJI,O,X,X,X,X,X,O
SOLITJZ,O,X,X,X,O,O,O
SOLITZJ,O,X,O,X,X,X,O
SOLIJTZ,O,X,X,X,O,O,O
SOLIJZT,O,O,O,O,O,O,X
SOLIZTJ,O,X,O,X,X,X,O
SOLIZJT,O,O,O,O,O,O,X
SOLJTIZ,O,X,X,X,O,O,O
SOLJTZI,O,X,X,X,X,X,O
SOLJITZ,O,X,X,X,O,O,O
SOLJIZT,O,O,O,O,O,O,X
SOLJZTI,O,X,X,X,X,X,X
SOLJZIT,O,O,O,O,O,O,X
SOLZTIJ,O,X,O,X,X,X,O
SOLZTJI,O,X,X,X,X,X,O
SOLZITJ,O,X,O,X,X,X,O
SOLZIJT,O,O,O,O,O,O,X
SOLZJTI,O,X,X,X,X,X,X
SOLZJIT,O,O,O,O,O,O,X
SOJTILZ,X,X,X,X,O,X,X
SOJTIZL,X,X,X,O,X,X,X
SOJTLIZ,O,X,X,X,O,O,O
SOJTLZI,O,X,X,X,X,X,O
SOJTZIL,X,X,X,O,X,X,X
SOJTZLI,O,X,X,X,X,X,X
SOJITLZ,X,X,X,X,O,X,X
SOJITZL,X,X,X,O,X,X,X
SOJILTZ,O,X,X,X,O,O,X
SOJILZT,O,O,O,O,O,O,X
SOJIZTL,X,X,X,O,X,X,X
SOJIZLT,O,O,O,O,O,X,X
SOJLTIZ,O,X,X,X,O,O,O
SOJLTZI,O,X,X,X,X,X,O
SOJLITZ,O,X,X,X,O,O,O
SOJLIZT,O,O,O,O,O,O,X
SOJLZTI,O,X,X,X,X,X,X
SOJLZIT,O,O,O,O,O,O,X
SOJZTIL,X,X,X,O,X,X,X
SOJZTLI,O,X,X,X,X,X,X
SOJZITL,X,X,X,O,X,X,X
SOJZILT,O,O,O,O,O,X,X
SOJZLTI,O,X,X,X,X,X,X
SOJZLIT,O,O,O,O,O,O,X
SOZTILJ,X,X,O,X,X,X,X
SOZTIJL,X,X,X,O,X,X,X
SOZTLIJ,O,X,O,X,X,X,O
SOZTLJI,O,X,X,X,X,X,O
SOZTJIL,X,X,X,O,X,X,X
SOZTJLI,O,X,X,X,X,X,X
SOZITLJ,X,X,O,X,X,X,X
SOZITJL,X,X,X,O,X,X,X
SOZILTJ,O,X,O,X,X,X,X
SOZILJT,O,O,O,O,O,X,X
SOZIJTL,X,X,X,O,X,X,X
SOZIJLT,O,O,O,O,O,X,X
SOZLTIJ,O,X,O,X,X,X,O
SOZLTJI,O,X,X,X,X,X,O
SOZLITJ,O,X,O,X,X,X,O
SOZLIJT,O,O,O,O,O,O,X
SOZLJTI,O,X,X,X,X,X,X
SOZLJIT,O,O,O,O,O,O,X
SOZJTIL,X,X,X,O,X,X,X
SOZJTLI,O,X,X,X,X,X,X
SOZJITL,X,X,X,O,X,X,X
SOZJILT,O,O,O,O,O,X,X
SOZJLTI,O,X,X,X,X,X,X
SOZJLIT,O,O,O,O,O,O,X
ZTILJSO,X,X,X,X,X,X,X
ZTILJOS,X,O,X,X,X,X,X
ZTILSJO,X,X,X,X,X,X,X
ZTILSOJ,X,X,O,X,X,X,X
ZTILOJS,X,O,X,X,X,X,X
ZTILOSJ,X,X,O,X,X,X,X
ZTIJLSO,X,X,X,X,X,X,X
ZTIJLOS,X,O,X,X,X,X,X
ZTIJSLO,X,X,X,X,X,X,X
ZTIJSOL,X,X,X,O,X,X,X
ZTIJOLS,X,O,X,X,X,X,X
ZTIJOSL,X,X,X,O,X,X,X
ZTISLJO,X,X,X,X,X,X,X
ZTISLOJ,X,X,O,X,X,X,X
ZTISJLO,X,X,X,X,X,X,X
ZTISJOL,X,X,X,O,X,X,X
ZTISOLJ,X,X,O,X,X,X,X
ZTISOJL,X,X,X,O,X,X,X
ZTIOLJS,X,O,X,X,X,X,X
ZTIOLSJ,X,X,O,X,X,X,X
ZTIOJLS,X,O,X,X,X,X,X
