sequence,v115@LhC8HeB8BeB8DeE8JeT/IvhF/lBRhBunBcoBlpByvB,v115@LhC8HeB8BeB8DeE8Jel/IvhFRhBqnBTjB/pB0lB2vB,v115@LhC8HeB8BeB8DeE8Jei/IvhFRhBGjBfrBznBlpBUqB,v115@LhC8HeB8BeB8DeE8Jel/IvhFRhBunBcoB/pBTlByvB,v115@LhC8HeB8BeB8DeE8Jei/IvhFRhBWoBFlBXoB0pBzqB,v115@LhC8HeB8BeB8DeE8Jei/IvhFRhBunBcoB1pBzqBXqB,v115@LhC8HeB8BeB8DeE8JeWIJvhFxkBTkB0lBXoBVvBirB
LSIZTJO,O,X,X,O,X,X,X
LSIZTOJ,O,O,X,O,X,X,X
LSIZJTO,O,X,X,O,X,X,X
LSIZJOT,O,X,X,O,X,X,X
LSIZOTJ,O,O,X,O,X,X,X
LSIZOJT,O,X,X,O,X,X,X
LSIOTJZ,O,O,O,O,X,X,X
LSIOTZJ,O,O,O,O,X,X,X
LSIOJTZ,X,O,O,O,X,X,X
LSIOJZT,X,O,X,O,X,X,X
LSIOZTJ,O,O,X,O,X,X,X
LSIOZJT,O,X,X,O,X,X,X
LSJTIZO,O,O,O,O,X,X,X
LSJTIOZ,O,O,O,X,X,X,X
LSJTZIO,O,O,O,O,X,X,X
LSJTZOI,O,O,X,O,X,X,X
LSJTOIZ,O,O,O,X,X,X,X
LSJTOZI,O,O,X,X,X,X,X
LSJITZO,O,O,O,O,X,X,X
LSJITOZ,O,O,O,X,X,X,X
LSJIZTO,O,O,X,O,X,X,X
LSJIZOT,O,O,X,O,X,X,X
LSJIOTZ,X,O,X,X,X,X,X
LSJIOZT,X,O,X,X,X,X,X
LSJZTIO,O,O,X,O,X,X,X
LSJZTOI,O,O,X,O,X,X,X
LSJZITO,O,O,X,O,X,X,X
LSJZIOT,O,O,X,O,X,X,X
LSJZOTI,O,O,X,O,X,X,X
LSJZOIT,O,O,X,O,X,X,X
LSJOTIZ,X,O,X,O,X,X,X
LSJOTZI,X,O,X,O,X,X,X
LSJOITZ,X,O,X,O,X,X,X
LSJOIZT,X,O,X,O,X,X,X
LSJOZTI,X,O,X,O,X,X,X
LSJOZIT,X,O,X,O,X,X,X
LSZTIJO,O,X,X,O,X,X,X
LSZTIOJ,O,O,X,O,X,X,X
LSZTJIO,O,O,X,O,X,X,X
LSZTJOI,O,O,X,O,X,X,X
LSZTOIJ,O,O,X,O,X,X,X
LSZTOJI,O,O,X,O,X,X,X
LSZITJO,O,X,X,O,X,X,X
LSZITOJ,O,O,X,O,X,X,X
LSZIJTO,O,X,X,O,X,X,X
LSZIJOT,O,X,X,O,X,X,X
LSZIOTJ,O,O,X,O,X,X,X
LSZIOJT,O,X,X,O,X,X,X
LSZJTIO,O,O,X,O,X,X,X
LSZJTOI,O,O,X,O,X,X,X
LSZJITO,O,O,X,O,X,X,X
LSZJIOT,O,O,X,O,X,X,X
LSZJOTI,O,O,X,O,X,X,X
LSZJOIT,O,O,X,O,X,X,X
LSZOTIJ,O,O,X,O,X,X,X
LSZOTJI,O,O,X,O,X,X,X
LSZOITJ,O,O,X,O,X,X,X
LSZOIJT,O,X,X,O,X,X,X
LSZOJTI,O,O,X,O,X,X,X
LSZOJIT,O,O,X,O,X,X,X
LSOTIJZ,O,O,O,O,X,X,X
LSOTIZJ,O,O,O,O,X,X,X
LSOTJIZ,O,O,O,O,X,X,X
LSOTJZI,O,O,O,O,X,X,X
LSOTZIJ,O,O,O,O,X,X,X
LSOTZJI,O,O,O,O,X,X,X
LSOITJZ,O,O,O,O,X,X,X
LSOITZJ,O,O,O,O,X,X,X
LSOIJTZ,X,O,O,O,X,X,X
LSOIJZT,X,O,X,O,X,X,X
LSOIZTJ,O,O,X,O,X,X,X
LSOIZJT,O,X,X,O,X,X,X
LSOJTIZ,X,O,O,O,X,X,X
LSOJTZI,X,O,O,O,X,X,X
LSOJITZ,X,O,O,O,X,X,X
LSOJIZT,X,O,X,O,X,X,X
LSOJZTI,X,O,X,O,X,X,X
LSOJZIT,X,O,X,O,X,X,X
LSOZTIJ,O,O,X,O,X,X,X
LSOZTJI,O,O,X,O,X,X,X
LSOZITJ,O,O,X,O,X,X,X
LSOZIJT,O,X,X,O,X,X,X
LSOZJTI,O,O,X,O,X,X,X
LSOZJIT,O,O,X,O,X,X,X
LZTIJSO,O,X,X,O,O,X,X
LZTIJOS,O,X,X,O,O,X,X
LZTISJO,O,X,X,O,O,X,X
LZTISOJ,O,X,X,O,X,X,X
LZTIOJS,O,X,X,O,O,X,X
LZTIOSJ,O,X,X,O,X,X,X
LZTJISO,O,X,X,O,O,X,X
LZTJIOS,O,X,X,O,O,X,X
LZTJSIO,O,X,X,O,O,X,X
LZTJSOI,O,X,X,O,O,X,X
LZTJOIS,O,X,X,O,O,X,X
LZTJOSI,O,X,X,O,O,X,X
LZTSIJO,O,X,X,O,O,X,X
LZTSIOJ,O,X,X,O,X,X,X
LZTSJIO,O,X,X,O,O,X,X
LZTSJOI,O,X,X,O,O,X,X
LZTSOIJ,O,X,X,O,X,X,X
LZTSOJI,O,X,X,O,X,X,X
LZTOIJS,O,X,X,O,O,X,X
LZTOISJ,O,X,X,O,X,X,X
LZTOJIS,O,X,X,O,O,X,X
LZTOJSI,O,X,X,O,O,X,X
LZTOSIJ,O,X,X,O,X,X,X
LZTOSJI,O,X,X,O,X,X,X
LZITJSO,O,X,X,O,O,X,X
LZITJOS,O,X,X,O,O,X,X
LZITSJO,O,X,X,O,O,X,X
LZITSOJ,O,X,X,O,X,X,X
LZITOJS,O,X,X,O,O,X,X
LZITOSJ,O,X,X,O,X,X,X
LZIJTSO,O,X,X,O,O,X,X
LZIJTOS,O,X,X,O,O,X,X
LZIJSTO,O,O,X,O,X,X,X
LZIJSOT,O,O,X,O,X,X,X
LZIJOTS,X,X,X,O,X,O,X
LZIJOST,O,O,X,O,X,X,X
LZISTJO,O,X,X,O,X,X,X
LZISTOJ,O,O,X,O,X,X,X
LZISJTO,O,X,X,O,X,X,X
LZISJOT,O,X,X,O,X,X,X
LZISOTJ,O,O,X,O,X,X,X
LZISOJT,O,X,X,O,X,X,X
LZIOTJS,X,X,X,O,X,O,X
LZIOTSJ,X,X,X,O,X,O,X
LZIOJTS,X,X,X,O,X,O,X
LZIOJST,O,O,X,O,X,X,X
LZIOSTJ,O,O,X,O,X,X,X
LZIOSJT,O,X,X,O,X,X,X
LZJTISO,O,O,X,O,O,X,X
LZJTIOS,O,O,X,O,O,X,X
LZJTSIO,O,O,X,O,O,X,X
LZJTSOI,O,O,X,O,O,X,X
LZJTOIS,O,O,X,O,O,X,X
LZJTOSI,O,O,X,O,O,X,X
LZJITSO,O,O,X,O,O,X,X
LZJITOS,O,O,X,O,O,X,X
LZJISTO,O,O,X,O,X,X,X
LZJISOT,O,O,X,O,X,X,X
LZJIOTS,X,O,X,O,X,O,X
LZJIOST,O,O,X,O,X,X,X
LZJSTIO,O,O,X,O,X,X,X
LZJSTOI,O,O,X,O,X,X,X
LZJSITO,O,O,X,O,X,X,X
LZJSIOT,O,O,X,O,X,X,X
LZJSOTI,O,O,X,O,X,X,X
LZJSOIT,O,O,X,O,X,X,X
LZJOTIS,O,O,X,O,X,O,X
LZJOTSI,O,O,X,O,X,O,X
LZJOITS,X,O,X,O,X,O,X
LZJOIST,O,O,X,O,X,X,X
LZJOSTI,O,O,X,O,X,X,X
LZJOSIT,O,O,X,O,X,X,X
LZSTIJO,O,X,X,O,X,X,X
LZSTIOJ,O,O,X,O,X,X,X
LZSTJIO,O,O,X,O,X,X,X
LZSTJOI,O,O,X,O,X,X,X
LZSTOIJ,O,O,X,O,X,X,X
LZSTOJI,O,O,X,O,X,X,X
LZSITJO,O,X,X,O,X,X,X
LZSITOJ,O,O,X,O,X,X,X
LZSIJTO,O,X,X,O,X,X,X
LZSIJOT,O,X,X,O,X,X,X
LZSIOTJ,O,O,X,O,X,X,X
LZSIOJT,O,X,X,O,X,X,X
LZSJTIO,O,O,X,O,X,X,X
LZSJTOI,O,O,X,O,X,X,X
LZSJITO,O,O,X,O,X,X,X
LZSJIOT,O,O,X,O,X,X,X
LZSJOTI,O,O,X,O,X,X,X
LZSJOIT,O,O,X,O,X,X,X
LZSOTIJ,O,O,X,O,X,X,X
LZSOTJI,O,O,X,O,X,X,X
LZSOITJ,O,O,X,O,X,X,X
LZSOIJT,O,X,X,O,X,X,X
LZSOJTI,O,O,X,O,X,X,X
LZSOJIT,O,O,X,O,X,X,X
LZOTIJS,O,X,X,O,X,O,X
LZOTISJ,O,X,X,O,X,O,X
LZOTJIS,O,X,X,O,X,O,X
LZOTJSI,O,X,X,O,X,O,X
LZOTSIJ,O,X,X,O,X,O,X
LZOTSJI,O,X,X,O,X,O,X
LZOITJS,X,X,X,O,X,O,X
LZOITSJ,X,X,X,O,X,O,X
LZOIJTS,X,X,X,O,X,O,X
LZOIJST,O,O,X,O,X,X,X
LZOISTJ,O,O,X,O,X,X,X
LZOISJT,O,X,X,O,X,X,X
LZOJTIS,O,O,X,O,X,O,X
LZOJTSI,O,O,X,O,X,O,X
LZOJITS,X,O,X,O,X,O,X
LZOJIST,O,O,X,O,X,X,X
LZOJSTI,O,O,X,O,X,X,X
LZOJSIT,O,O,X,O,X,X,X
LZOSTIJ,O,O,X,O,X,X,X
LZOSTJI,O,O,X,O,X,X,X
LZOSITJ,O,O,X,O,X,X,X
LZOSIJT,O,X,X,O,X,X,X
LZOSJTI,O,O,X,O,X,X,X
LZOSJIT,O,O,X,O,X,X,X
LOTIJSZ,X,O,O,X,O,X,X
LOTIJZS,X,X,O,X,O,O,X
LOTISJZ,O,O,O,O,O,X,X
LOTISZJ,O,O,X,O,X,O,X
LOTIZJS,O,X,O,O,O,O,X
LOTIZSJ,O,X,X,O,X,O,X
LOTJISZ,X,O,O,X,O,X,X
LOTJIZS,X,X,O,X,O,O,X
LOTJSIZ,O,O,O,X,O,X,X
LOTJSZI,O,O,O,X,O,X,X
LOTJZIS,O,O,O,X,O,O,X
LOTJZSI,O,O,X,X,O,O,X
LOTSIJZ,O,O,O,O,O,X,X
LOTSIZJ,O,O,O,O,X,O,X
LOTSJIZ,O,O,O,O,O,X,X
LOTSJZI,O,O,O,O,O,X,X
LOTSZIJ,O,O,O,O,X,O,X
LOTSZJI,O,O,O,O,X,O,X
LOTZIJS,O,X,O,O,O,O,X
LOTZISJ,O,X,X,O,X,O,X
LOTZJIS,O,X,O,O,O,O,X
LOTZJSI,O,X,X,O,O,O,X
LOTZSIJ,O,X,X,O,X,O,X
LOTZSJI,O,X,X,O,X,O,X
LOITJSZ,X,O,O,X,O,X,X
LOITJZS,X,X,O,X,O,O,X
LOITSJZ,X,O,O,O,O,X,X
LOITSZJ,X,O,X,O,X,O,X
LOITZJS,X,X,O,O,O,O,X
LOITZSJ,X,X,X,O,X,O,X
LOIJTSZ,X,O,O,X,O,X,X
LOIJTZS,X,X,O,X,O,X,X
LOIJSTZ,X,O,O,O,X,X,X
LOIJSZT,X,O,X,O,X,X,X
LOIJZTS,X,O,X,O,O,X,X
LOIJZST,X,O,X,O,X,X,X
LOISTJZ,O,O,O,O,X,X,X
LOISTZJ,O,O,O,O,X,X,X
LOISJTZ,X,O,O,O,X,X,X
LOISJZT,X,O,X,O,X,X,X
LOISZTJ,O,O,X,O,X,X,X
LOISZJT,O,X,X,O,X,X,X
LOIZTJS,X,X,X,O,O,O,X
LOIZTSJ,X,X,X,O,O,O,X
LOIZJTS,X,X,X,O,O,O,X
LOIZJST,O,O,X,O,X,X,X
LOIZSTJ,O,O,X,O,X,X,X
LOIZSJT,O,X,X,O,X,X,X
LOJTISZ,X,O,O,X,O,X,X
LOJTIZS,X,X,O,X,O,X,X
LOJTSIZ,X,O,O,X,O,X,X
LOJTSZI,X,O,O,X,O,X,X
LOJTZIS,X,O,O,X,O,X,X
LOJTZSI,X,O,X,X,O,X,X
LOJITSZ,X,O,O,X,O,X,X
LOJITZS,X,X,O,X,O,X,X
LOJISTZ,X,O,O,O,X,X,X
LOJISZT,X,O,X,O,X,X,X
LOJIZTS,X,O,X,O,O,X,X
LOJIZST,X,O,X,O,X,X,X
LOJSTIZ,X,O,O,O,X,X,X
LOJSTZI,X,O,O,O,X,X,X
LOJSITZ,X,O,O,O,X,X,X
LOJSIZT,X,O,X,O,X,X,X
LOJSZTI,X,O,X,O,X,X,X
LOJSZIT,X,O,X,O,X,X,X
LOJZTIS,X,O,X,O,O,X,X
LOJZTSI,X,O,X,O,O,X,X
LOJZITS,X,O,X,O,O,X,X
LOJZIST,X,O,X,O,X,X,X
LOJZSTI,X,O,X,O,X,X,X
LOJZSIT,X,O,X,O,X,X,X
LOSTIJZ,O,O,O,O,X,X,X
LOSTIZJ,O,O,O,O,X,X,X
LOSTJIZ,O,O,O,O,X,X,X
LOSTJZI,O,O,O,O,X,X,X
LOSTZIJ,O,O,O,O,X,X,X
LOSTZJI,O,O,O,O,X,X,X
LOSITJZ,O,O,O,O,X,X,X
LOSITZJ,O,O,O,O,X,X,X
LOSIJTZ,X,O,O,O,X,X,X
LOSIJZT,X,O,X,O,X,X,X
LOSIZTJ,O,O,X,O,X,X,X
LOSIZJT,O,X,X,O,X,X,X
LOSJTIZ,X,O,O,O,X,X,X
LOSJTZI,X,O,O,O,X,X,X
LOSJITZ,X,O,O,O,X,X,X
LOSJIZT,X,O,X,O,X,X,X
LOSJZTI,X,O,X,O,X,X,X
LOSJZIT,X,O,X,O,X,X,X
LOSZTIJ,O,O,X,O,X,X,X
LOSZTJI,O,O,X,O,X,X,X
LOSZITJ,O,O,X,O,X,X,X
LOSZIJT,O,X,X,O,X,X,X
LOSZJTI,O,O,X,O,X,X,X
LOSZJIT,O,O,X,O,X,X,X
LOZTIJS,O,X,X,O,O,O,X
LOZTISJ,O,X,X,O,O,O,X
LOZTJIS,O,X,X,O,O,O,X
LOZTJSI,O,X,X,O,O,O,X
LOZTSIJ,O,X,X,O,O,O,X
LOZTSJI,O,X,X,O,O,O,X
LOZITJS,X,X,X,O,O,O,X
LOZITSJ,X,X,X,O,O,O,X
LOZIJTS,X,X,X,O,O,O,X
LOZIJST,O,O,X,O,X,X,X
LOZISTJ,O,O,X,O,X,X,X
LOZISJT,O,X,X,O,X,X,X
LOZJTIS,O,O,X,O,O,O,X
LOZJTSI,O,O,X,O,O,O,X
LOZJITS,X,O,X,O,O,O,X
LOZJIST,O,O,X,O,X,X,X
LOZJSTI,O,O,X,O,X,X,X
LOZJSIT,O,O,X,O,X,X,X
LOZSTIJ,O,O,X,O,X,X,X
LOZSTJI,O,O,X,O,X,X,X
LOZSITJ,O,O,X,O,X,X,X
LOZSIJT,O,X,X,O,X,X,X
LOZSJTI,O,O,X,O,X,X,X
LOZSJIT,O,O,X,O,X,X,X
JTILSZO,X,O,O,X,X,X,O
JTILSOZ,X,O,O,X,X,X,O
JTILZSO,X,X,O,X,X,X,O
JTILZOS,X,X,O,X,X,X,O
JTILOSZ,X,O,O,X,X,X,O
JTILOZS,X,X,O,X,X,X,O
JTISLZO,X,O,O,X,X,X,O
JTISLOZ,X,O,O,X,X,X,O
JTISZLO,X,O,O,X,X,X,O
JTISZOL,X,X,X,X,X,X,O
JTISOLZ,X,O,O,X,X,X,O
JTISOZL,X,X,X,X,X,X,O
JTIZLSO,X,X,O,X,O,X,O
JTIZLOS,X,X,O,X,O,X,O
JTIZSLO,X,X,X,X,O,X,O
JTIZSOL,X,X,X,X,X,X,O
JTIZOLS,X,X,X,X,O,X,O
JTIZOSL,X,X,X,X,X,X,O
JTIOLSZ,X,X,O,X,O,X,O
JTIOLZS,X,X,O,X,O,X,O
JTIOSLZ,X,X,O,X,O,X,O
JTIOSZL,X,X,X,X,X,X,O
JTIOZLS,X,X,O,X,O,X,O
JTIOZSL,X,X,X,X,O,X,O
JTLISZO,X,O,O,X,X,X,O
JTLISOZ,X,O,O,X,X,X,O
JTLIZSO,X,X,O,X,X,X,O
JTLIZOS,X,X,O,X,X,X,O
JTLIOSZ,X,O,O,X,X,X,O
JTLIOZS,X,X,O,X,X,X,O
JTLSIZO,X,O,O,X,X,X,X
JTLSIOZ,X,O,O,X,X,X,X
JTLSZIO,X,O,O,X,X,X,X
JTLSZOI,X,O,X,X,X,X,X
JTLSOIZ,X,O,O,X,X,X,X
JTLSOZI,X,O,X,X,X,X,X
JTLZISO,X,O,O,X,X,X,X
JTLZIOS,X,O,O,X,X,X,X
JTLZSIO,X,O,X,X,X,X,X
JTLZSOI,X,O,X,X,X,X,X
JTLZOIS,X,O,X,X,X,X,X
JTLZOSI,X,O,X,X,X,X,X
JTLOISZ,X,O,O,X,X,X,X
JTLOIZS,X,X,O,X,X,X,X
JTLOSIZ,X,O,O,X,X,X,X
JTLOSZI,X,O,X,X,X,X,X
JTLOZIS,X,O,O,X,X,X,X
JTLOZSI,X,O,X,X,X,X,X
JTSILZO,X,O,O,X,X,X,O
JTSILOZ,X,O,O,X,X,X,O
JTSIZLO,O,O,O,X,X,X,O
JTSIZOL,O,O,X,X,X,X,O
JTSIOLZ,X,O,O,X,X,X,O
JTSIOZL,O,O,O,X,X,X,O
JTSLIZO,X,O,O,X,X,X,X
JTSLIOZ,X,O,O,X,X,X,X
JTSLZIO,X,O,O,X,X,X,X
JTSLZOI,X,O,X,X,X,X,X
JTSLOIZ,X,O,O,X,X,X,X
JTSLOZI,X,O,O,X,X,X,X
JTSZILO,O,O,O,X,X,X,X
JTSZIOL,O,O,X,X,X,X,X
JTSZLIO,O,O,O,X,X,X,X
JTSZLOI,O,O,X,X,X,X,X
JTSZOIL,O,O,X,X,X,X,X
JTSZOLI,O,O,X,X,X,X,X
JTSOILZ,X,O,O,X,X,X,X
JTSOIZL,O,O,O,X,X,X,X
JTSOLIZ,X,O,O,X,X,X,X
JTSOLZI,X,O,O,X,X,X,X
JTSOZIL,O,O,O,X,X,X,X
JTSOZLI,O,O,O,X,X,X,X
JTZILSO,X,O,O,X,O,X,O
JTZILOS,X,O,O,X,O,X,O
JTZISLO,O,O,X,X,O,X,O
JTZISOL,O,O,X,X,X,X,O
JTZIOLS,X,X,X,X,O,X,O
JTZIOSL,O,X,X,X,X,X,O
JTZLISO,X,O,O,X,O,X,X
JTZLIOS,X,O,O,X,O,X,X
JTZLSIO,O,O,X,X,O,X,X
JTZLSOI,O,O,X,X,O,X,X
JTZLOIS,X,O,X,X,O,X,X
JTZLOSI,O,O,X,X,O,X,X
JTZSILO,O,O,O,X,O,X,X
JTZSIOL,O,O,X,X,X,X,X
JTZSLIO,O,O,O,X,O,X,X
JTZSLOI,O,O,X,X,O,X,X
JTZSOIL,O,O,X,X,X,X,X
JTZSOLI,O,O,X,X,X,X,X
JTZOILS,X,X,X,X,O,X,X
JTZOISL,O,X,X,X,X,X,X
JTZOLIS,X,O,X,X,O,X,X
JTZOLSI,O,O,X,X,O,X,X
JTZOSIL,O,O,X,X,X,X,X
JTZOSLI,O,O,X,X,X,X,X
JTOILSZ,X,X,O,X,O,X,O
JTOILZS,X,X,O,X,O,X,O
JTOISLZ,X,X,O,X,O,X,O
JTOISZL,X,X,O,X,X,X,O
JTOIZLS,X,X,O,X,O,X,O
JTOIZSL,X,X,X,X,O,X,O
JTOLISZ,X,O,O,X,O,X,X
JTOLIZS,X,X,O,X,O,X,X
JTOLSIZ,X,O,O,X,O,X,X
JTOLSZI,X,O,O,X,O,X,X
JTOLZIS,X,O,O,X,O,X,X
JTOLZSI,X,O,X,X,O,X,X
JTOSILZ,X,O,O,X,O,X,X
JTOSIZL,O,O,O,X,X,X,X
JTOSLIZ,X,O,O,X,O,X,X
JTOSLZI,X,O,O,X,O,X,X
JTOSZIL,O,O,O,X,X,X,X
JTOSZLI,O,O,O,X,X,X,X
JTOZILS,X,X,O,X,O,X,X
JTOZISL,O,X,X,X,O,X,X
JTOZLIS,X,O,O,X,O,X,X
JTOZLSI,O,O,X,X,O,X,X
JTOZSIL,O,O,O,X,O,X,X
JTOZSLI,O,O,O,X,O,X,X
JITLSZO,X,O,O,X,X,X,O
JITLSOZ,X,O,O,X,X,X,O
JITLZSO,X,X,O,X,X,X,O
JITLZOS,X,X,O,X,X,X,O
JITLOSZ,X,O,O,X,X,X,O
JITLOZS,X,X,O,X,X,X,O
JITSLZO,X,O,O,X,X,X,O
JITSLOZ,X,O,O,X,X,X,O
JITSZLO,X,O,O,X,X,X,O
JITSZOL,X,X,X,X,X,X,O
JITSOLZ,X,O,O,X,X,X,O
JITSOZL,X,X,X,X,X,X,O
JITZLSO,X,X,O,X,O,X,O
JITZLOS,X,X,O,X,O,X,O
JITZSLO,X,X,X,X,O,X,O
JITZSOL,X,X,X,X,X,X,O
JITZOLS,X,X,X,X,O,X,O
JITZOSL,X,X,X,X,X,X,O
JITOLSZ,X,X,O,X,O,X,O
JITOLZS,X,X,O,X,O,X,O
JITOSLZ,X,X,O,X,O,X,O
JITOSZL,X,X,X,X,X,X,O
JITOZLS,X,X,O,X,O,X,O
JITOZSL,X,X,X,X,O,X,O
JILTSZO,X,O,O,X,X,X,X
JILTSOZ,X,O,O,X,X,X,X
JILTZSO,X,X,O,X,X,X,X
JILTZOS,X,X,O,X,X,X,X
JILTOSZ,X,O,O,X,X,X,X
JILTOZS,X,X,O,X,X,X,X
JILSTZO,O,O,O,O,X,X,X
JILSTOZ,O,O,O,X,X,X,X
JILSZTO,O,O,X,O,X,X,X
JILSZOT,O,O,X,O,X,X,X
JILSOTZ,X,O,X,X,X,X,X
JILSOZT,X,O,X,X,X,X,X
JILZTSO,O,O,X,O,O,X,X
JILZTOS,X,O,X,O,O,X,X
JILZSTO,O,O,X,O,X,X,X
JILZSOT,O,O,X,O,X,X,X
JILZOTS,X,O,X,O,X,X,X
JILZOST,O,O,X,O,X,X,X
JILOTSZ,X,O,X,X,O,X,X
JILOTZS,X,X,X,X,O,X,X
JILOSTZ,X,O,X,O,X,X,X
JILOSZT,X,O,X,O,X,X,X
JILOZTS,X,O,X,O,O,X,X
JILOZST,X,O,X,O,X,X,X
JISTLZO,X,O,O,X,X,X,X
JISTLOZ,X,O,O,X,X,X,X
JISTZLO,X,O,O,O,X,X,X
JISTZOL,X,O,X,O,X,X,X
JISTOLZ,X,O,O,X,X,X,X
JISTOZL,X,O,O,X,X,X,X
JISLTZO,X,O,O,O,X,X,X
JISLTOZ,X,O,O,X,X,X,X
JISLZTO,X,O,X,O,X,X,X
JISLZOT,X,O,X,O,X,X,X
JISLOTZ,X,O,X,X,X,X,X
JISLOZT,X,O,X,X,X,X,X
JISZTLO,X,O,O,O,O,X,X
JISZTOL,X,O,X,O,X,X,X
JISZLTO,X,O,X,O,X,X,X
JISZLOT,X,O,X,O,X,X,X
JISZOTL,X,O,X,O,X,X,X
JISZOLT,X,O,X,O,X,X,X
JISOTLZ,X,O,O,X,O,X,X
JISOTZL,X,O,O,X,X,X,X
JISOLTZ,X,O,O,X,X,X,X
JISOLZT,X,O,X,X,X,X,X
JISOZTL,X,O,O,X,O,X,X
JISOZLT,X,O,X,X,X,X,X
JIZTLSO,O,O,O,O,O,X,X
JIZTLOS,X,O,O,O,O,X,X
JIZTSLO,X,O,X,O,O,X,X
JIZTSOL,X,O,X,O,X,X,X
JIZTOLS,X,X,X,X,O,O,X
JIZTOSL,X,X,X,X,X,O,X
JIZLTSO,O,O,X,O,O,X,X
JIZLTOS,X,O,X,O,O,X,X
JIZLSTO,O,O,X,O,X,X,X
JIZLSOT,O,O,X,O,X,X,X
JIZLOTS,X,O,X,O,X,O,X
JIZLOST,O,O,X,O,X,X,X
JIZSTLO,X,O,O,O,O,X,X
JIZSTOL,X,O,X,O,X,X,X
JIZSLTO,O,O,X,O,X,X,X
JIZSLOT,O,O,X,O,X,X,X
JIZSOTL,X,O,X,O,X,O,X
JIZSOLT,X,O,X,O,X,X,X
JIZOTLS,X,X,X,X,O,O,X
JIZOTSL,X,X,X,X,O,O,X
JIZOLTS,X,O,X,O,O,O,X
JIZOLST,O,O,X,O,X,X,X
JIZOSTL,X,O,X,O,O,O,X
JIZOSLT,X,O,X,O,X,X,X
JIOTLSZ,X,X,O,X,O,X,X
JIOTLZS,X,X,O,X,O,O,X
JIOTSLZ,X,X,O,X,O,X,X
JIOTSZL,X,X,O,X,X,X,X
JIOTZLS,X,X,O,X,O,O,X
JIOTZSL,X,X,X,X,O,O,X
JIOLTSZ,X,O,O,X,O,X,X
JIOLTZS,X,X,O,X,O,X,X
JIOLSTZ,X,O,O,X,X,X,X
JIOLSZT,X,O,X,X,X,X,X
JIOLZTS,X,O,X,X,O,X,X
JIOLZST,X,O,X,X,X,X,X
JIOSTLZ,X,O,O,X,O,X,X
JIOSTZL,X,O,O,X,X,X,X
JIOSLTZ,X,O,O,X,X,X,X
JIOSLZT,X,O,X,X,X,X,X
JIOSZTL,X,O,O,X,O,X,X
JIOSZLT,X,O,X,X,X,X,X
JIOZTLS,X,X,O,X,O,O,X
JIOZTSL,X,X,X,X,O,O,X
JIOZLTS,X,O,X,X,O,O,X
JIOZLST,X,O,X,X,X,X,X
JIOZSTL,X,O,O,X,O,O,X
JIOZSLT,X,O,X,X,X,X,X
JLTISZO,X,O,O,X,X,X,O
JLTISOZ,X,O,O,X,X,X,O
JLTIZSO,X,X,O,X,X,X,O
JLTIZOS,X,X,O,X,X,X,O
JLTIOSZ,X,O,O,X,X,X,O
JLTIOZS,X,X,O,X,X,X,O
JLTSIZO,O,O,O,X,X,X,X
JLTSIOZ,O,O,O,X,X,X,X
JLTSZIO,O,O,O,X,X,X,X
JLTSZOI,O,O,X,X,X,X,X
JLTSOIZ,O,O,O,X,X,X,X
JLTSOZI,O,O,X,X,X,X,X
JLTZISO,O,O,O,X,X,X,X
JLTZIOS,O,O,O,X,X,X,X
JLTZSIO,O,O,X,X,X,X,X
JLTZSOI,O,O,X,X,X,X,X
JLTZOIS,O,O,X,X,X,X,X
JLTZOSI,O,O,X,X,X,X,X
JLTOISZ,X,O,O,X,X,X,X
JLTOIZS,X,X,O,X,X,X,X
JLTOSIZ,O,O,X,X,X,X,X
JLTOSZI,O,O,X,X,X,X,X
JLTOZIS,O,O,X,X,X,X,X
JLTOZSI,O,O,X,X,X,X,X
JLITSZO,X,O,O,X,X,X,X
JLITSOZ,X,O,O,X,X,X,X
JLITZSO,X,X,O,X,X,X,X
JLITZOS,X,X,O,X,X,X,X
JLITOSZ,X,O,O,X,X,X,X
JLITOZS,X,X,O,X,X,X,X
JLISTZO,O,O,O,O,X,X,X
JLISTOZ,O,O,O,X,X,X,X
JLISZTO,O,O,X,O,X,X,X
JLISZOT,O,O,X,O,X,X,X
JLISOTZ,X,O,X,X,X,X,X
JLISOZT,X,O,X,X,X,X,X
JLIZTSO,O,O,X,O,O,X,X
JLIZTOS,X,O,X,O,O,X,X
JLIZSTO,O,O,X,O,X,X,X
JLIZSOT,O,O,X,O,X,X,X
JLIZOTS,X,O,X,O,X,X,X
JLIZOST,O,O,X,O,X,X,X
JLIOTSZ,X,O,X,X,O,X,X
JLIOTZS,X,X,X,X,O,X,X
JLIOSTZ,X,O,X,O,X,X,X
JLIOSZT,X,O,X,O,X,X,X
JLIOZTS,X,O,X,O,O,X,X
JLIOZST,X,O,X,O,X,X,X
JLSTIZO,O,O,O,O,X,X,X
JLSTIOZ,O,O,O,X,X,X,X
JLSTZIO,O,O,O,O,X,X,X
JLSTZOI,O,O,X,O,X,X,X
JLSTOIZ,O,O,O,X,X,X,X
JLSTOZI,O,O,X,X,X,X,X
JLSITZO,O,O,O,O,X,X,X
JLSITOZ,O,O,O,X,X,X,X
JLSIZTO,O,O,X,O,X,X,X
JLSIZOT,O,O,X,O,X,X,X
JLSIOTZ,X,O,X,X,X,X,X
JLSIOZT,X,O,X,X,X,X,X
