sequence,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhFukB1lB0hB6?nBXqBzrB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je0/IvhFxgBTiBKpBG?mBFqBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jei/IvhF1lBxhBcpBG?nBXqBzrB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF6mBTiB0kBl?lB2uBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhF3gBFiBWqB6?rBcsBzpB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF0hBOpBllBS?sBzpBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeT/IvhFxhBllBurBc?sBipBXqB,v115@FhB8HeB8DeA8CeB8CeB8BeC8JeZEJvhF3gBWqBlmBc?sBzpBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je/EJvhFRgBTlBlmBc?sB2uBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je0/IvhFxgBKpBGmBT?nBFqBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Jex/IvhF0hBllBSsBm?pBTpBXsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je3AJvhFlmBcsBxpBT?pBmpBCsB,v115@FhB8HeB8DeA8CeB8CeB8BeC8Je3AJvhF+nBlmBxpB0?pBipBzrB
ISJZOLT,O,O,X,O,X,X,X,X,X,X,X,X,X
ISJOTLZ,O,O,X,O,X,X,X,X,X,X,X,X,X
ISJOTZL,O,X,O,O,X,X,X,X,X,X,X,X,O
ISJOLTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
ISJOLZT,O,O,X,O,O,X,X,X,X,X,X,X,X
ISJOZTL,O,X,X,O,X,X,X,O,X,X,X,X,X
ISJOZLT,O,O,X,O,X,X,X,X,X,X,X,X,X
ISZTLJO,O,X,O,X,X,X,X,O,X,X,X,X,X
ISZTLOJ,O,X,O,X,X,X,X,X,X,X,X,O,X
ISZTJLO,O,X,O,X,X,X,X,O,X,X,X,X,X
ISZTJOL,O,X,O,X,X,X,X,O,X,X,X,O,X
ISZTOLJ,O,X,O,X,X,X,X,X,X,X,X,O,X
ISZTOJL,O,X,O,X,X,X,X,O,X,X,X,O,X
ISZLTJO,O,X,O,X,O,X,X,X,X,X,X,X,X
ISZLTOJ,O,X,O,X,O,X,X,X,X,X,X,O,X
ISZLJTO,O,X,X,X,O,X,X,X,X,X,X,X,X
ISZLJOT,X,X,X,X,O,X,X,X,X,X,X,X,X
ISZLOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X
ISZLOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
ISZJTLO,O,X,O,X,X,X,X,O,X,X,X,X,O
ISZJTOL,O,X,O,X,X,X,X,O,X,X,X,O,O
ISZJLTO,O,X,X,X,O,X,X,O,X,X,X,X,X
ISZJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X
ISZJOTL,O,X,X,X,X,X,X,O,X,X,X,X,X
ISZJOLT,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZOTLJ,O,X,O,X,X,X,X,X,X,X,X,O,X
ISZOTJL,O,X,O,X,X,X,X,X,X,X,X,O,X
ISZOLTJ,O,X,O,X,X,X,X,X,X,X,X,X,X
ISZOLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZOJTL,O,X,O,X,X,X,X,X,X,X,X,X,X
ISZOJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
ISOTLJZ,O,X,X,O,X,X,X,X,X,X,X,X,X
ISOTLZJ,O,X,O,O,X,X,X,X,X,X,X,X,X
ISOTJLZ,O,X,O,O,X,X,X,X,X,X,X,X,X
ISOTJZL,O,X,O,O,X,X,X,X,X,X,X,X,X
ISOTZLJ,O,X,O,O,X,X,X,X,X,X,X,X,X
ISOTZJL,O,X,O,X,X,X,X,X,X,X,X,X,X
ISOLTJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
ISOLTZJ,O,O,X,O,X,X,X,X,X,X,X,X,X
ISOLJTZ,O,O,X,O,X,X,X,X,X,X,X,X,X
ISOLJZT,O,O,X,O,X,X,X,X,X,X,X,X,X
ISOLZTJ,O,O,X,X,X,X,X,X,X,X,X,X,X
ISOLZJT,O,O,X,X,X,X,X,X,X,X,X,X,X
ISOJTLZ,O,O,O,O,X,X,X,X,X,X,X,X,X
ISOJTZL,O,X,O,O,X,X,X,X,X,X,X,X,O
ISOJLTZ,O,O,O,O,X,X,X,X,X,X,X,X,X
ISOJLZT,O,O,X,O,X,X,X,X,X,X,X,X,X
ISOJZTL,O,X,O,O,X,X,X,X,X,X,X,X,X
ISOJZLT,O,O,X,O,X,X,X,X,X,X,X,X,X
ISOZTLJ,O,X,O,X,X,X,X,X,X,X,X,O,X
ISOZTJL,O,X,O,X,X,X,X,X,X,X,X,O,X
ISOZLTJ,O,X,O,X,X,X,X,X,X,X,X,X,X
ISOZLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
ISOZJTL,O,X,O,X,X,X,X,X,X,X,X,X,X
ISOZJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZTLJSO,O,X,O,X,O,X,O,O,X,X,X,X,X
IZTLJOS,O,X,O,X,O,X,O,X,X,X,X,X,X
IZTLSJO,O,X,O,X,O,X,X,O,X,X,X,X,X
IZTLSOJ,O,X,O,X,O,X,X,X,X,X,X,O,X
IZTLOJS,O,X,O,X,O,X,O,X,X,X,X,X,X
IZTLOSJ,O,X,O,X,O,X,X,X,X,X,X,O,X
IZTJLSO,O,X,O,X,O,X,O,O,X,X,X,X,X
IZTJLOS,O,X,O,X,O,X,O,X,X,X,X,X,X
IZTJSLO,O,X,O,X,X,X,O,O,X,X,X,X,X
IZTJSOL,O,X,X,X,X,X,X,O,O,X,X,O,X
IZTJOLS,O,X,O,X,X,X,O,X,X,X,X,X,X
IZTJOSL,O,X,X,X,X,X,X,O,O,X,X,O,X
IZTSLJO,O,X,O,X,X,X,X,O,X,X,X,X,X
IZTSLOJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IZTSJLO,O,X,X,X,X,X,X,O,X,X,X,X,X
IZTSJOL,O,X,X,X,X,X,X,O,X,X,X,O,X
IZTSOLJ,O,X,X,X,X,X,X,X,X,X,X,O,X
IZTSOJL,O,X,X,X,X,X,X,O,X,X,X,O,X
IZTOLJS,O,X,O,X,X,X,X,X,X,X,X,X,X
IZTOLSJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IZTOJLS,O,X,O,X,X,X,X,X,X,X,X,X,X
IZTOJSL,O,X,O,X,X,X,X,O,O,X,X,O,X
IZTOSLJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IZTOSJL,O,X,X,X,X,X,X,O,X,X,X,O,X
IZLTJSO,O,X,O,X,O,X,O,O,X,X,X,X,X
IZLTJOS,O,X,O,X,O,X,O,X,X,X,X,X,X
IZLTSJO,O,X,O,X,O,X,X,O,X,X,X,X,X
IZLTSOJ,O,X,O,X,O,X,X,X,X,X,X,O,X
IZLTOJS,O,X,O,X,O,X,O,X,X,X,X,X,X
IZLTOSJ,O,X,O,X,O,X,X,X,X,X,X,O,X
IZLJTSO,X,X,O,X,O,X,O,O,X,X,X,X,X
IZLJTOS,X,X,O,X,O,X,O,X,X,X,X,X,X
IZLJSTO,X,X,X,X,O,X,O,O,X,X,X,X,X
IZLJSOT,X,X,X,X,O,X,O,X,X,X,X,X,X
IZLJOTS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZLJOST,X,X,X,X,O,X,O,X,X,X,X,X,X
IZLSTJO,O,X,X,X,O,X,X,X,X,X,X,X,X
IZLSTOJ,O,X,X,X,O,X,X,X,X,X,X,O,X
IZLSJTO,O,X,X,X,O,X,X,X,X,X,X,X,X
IZLSJOT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLSOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLSOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLOTJS,X,X,O,X,O,X,O,X,X,X,X,X,X
IZLOTSJ,X,X,O,X,O,X,X,X,X,X,X,X,X
IZLOJTS,X,X,O,X,O,X,O,X,X,X,X,X,X
IZLOJST,X,X,X,X,O,X,O,X,X,X,X,X,X
IZLOSTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLOSJT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZJTLSO,X,X,O,X,O,X,O,O,X,X,X,X,O
IZJTLOS,X,X,O,X,O,X,O,X,X,X,X,X,X
IZJTSLO,X,X,O,X,X,X,O,O,X,X,X,X,O
IZJTSOL,X,X,X,X,X,X,X,O,O,X,X,O,O
IZJTOLS,X,X,O,X,X,X,O,X,X,X,X,X,X
IZJTOSL,X,X,X,X,X,X,X,O,O,X,X,O,O
IZJLTSO,X,X,O,X,O,X,O,O,X,X,X,X,X
IZJLTOS,X,X,O,X,O,X,O,X,X,X,X,X,X
IZJLSTO,X,X,X,X,O,X,O,O,X,X,X,X,X
IZJLSOT,X,X,X,X,O,X,O,X,X,X,X,X,X
IZJLOTS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZJLOST,X,X,X,X,O,X,O,X,X,X,X,X,X
IZJSTLO,X,X,O,X,X,X,O,O,X,X,X,X,O
IZJSTOL,X,X,X,X,X,X,X,O,O,X,X,O,O
IZJSLTO,X,X,X,X,O,X,O,O,X,X,X,X,X
IZJSLOT,X,X,X,X,O,X,O,X,X,X,X,X,X
IZJSOTL,X,X,X,X,X,X,X,O,O,X,X,X,X
IZJSOLT,X,X,X,X,X,X,X,X,O,X,X,X,X
IZJOTLS,X,X,O,X,X,X,O,X,X,X,X,X,X
IZJOTSL,X,X,X,X,X,X,X,O,O,X,X,X,X
IZJOLTS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZJOLST,X,X,X,X,O,X,O,X,X,X,X,X,X
IZJOSTL,X,X,X,X,X,X,X,O,O,X,X,X,X
IZJOSLT,X,X,X,X,X,X,X,X,O,X,X,X,X
IZSTLJO,O,X,X,X,X,X,X,O,X,X,X,X,X
IZSTLOJ,O,X,X,X,X,X,X,X,X,X,X,O,X
IZSTJLO,O,X,X,X,X,X,X,O,X,X,X,X,X
IZSTJOL,O,X,X,X,X,X,X,O,X,X,X,O,X
IZSTOLJ,O,X,X,X,X,X,X,X,X,X,X,O,X
IZSTOJL,O,X,X,X,X,X,X,O,X,X,X,O,X
IZSLTJO,O,X,X,X,O,X,X,X,X,X,X,X,X
IZSLTOJ,O,X,X,X,O,X,X,X,X,X,X,O,X
IZSLJTO,O,X,X,X,O,X,X,X,X,X,X,X,X
IZSLJOT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZSLOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X
IZSLOJT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZSJTLO,O,X,X,X,X,X,X,O,X,X,X,X,O
IZSJTOL,O,X,X,X,X,X,X,O,X,X,X,O,O
IZSJLTO,O,X,X,X,O,X,X,O,X,X,X,X,X
IZSJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZSJOTL,O,X,X,X,X,X,X,O,X,X,X,X,X
IZSJOLT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSOTLJ,O,X,X,X,X,X,X,X,X,X,X,O,X
IZSOTJL,O,X,X,X,X,X,X,X,X,X,X,O,X
IZSOLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSOLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSOJTL,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSOJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOTLJS,O,X,O,X,X,X,X,X,X,X,X,X,X
IZOTLSJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IZOTJLS,O,X,O,X,X,X,X,X,X,X,X,X,X
IZOTJSL,O,X,O,X,X,X,X,O,O,X,X,O,X
IZOTSLJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IZOTSJL,O,X,X,X,X,X,X,O,X,X,X,O,X
IZOLTJS,O,X,O,X,O,X,X,X,X,X,X,X,X
IZOLTSJ,O,X,O,X,O,X,X,X,X,X,X,X,X
IZOLJTS,O,X,O,X,O,X,X,X,X,X,X,X,X
IZOLJST,O,X,X,X,O,X,X,X,X,X,X,X,X
IZOLSTJ,O,X,X,X,O,X,X,X,X,X,X,X,X
IZOLSJT,O,X,X,X,O,X,X,X,X,X,X,X,X
IZOJTLS,O,X,O,X,X,X,X,X,X,X,X,X,X
IZOJTSL,O,X,O,X,X,X,X,O,O,X,X,X,X
IZOJLTS,O,X,O,X,O,X,X,X,X,X,X,X,X
IZOJLST,O,X,X,X,O,X,X,X,X,X,X,X,X
IZOJSTL,O,X,O,X,X,X,X,O,O,X,X,X,X
IZOJSLT,O,X,X,X,X,X,X,X,O,X,X,X,X
IZOSTLJ,O,X,X,X,X,X,X,X,X,X,X,O,X
IZOSTJL,O,X,X,X,X,X,X,X,X,X,X,O,X
IZOSLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOSLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOSJTL,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOSJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,O,X,X,X,X,O,X,X,X,X,X,X,X
IOTLJZS,O,X,X,X,X,O,X,X,X,X,X,X,X
IOTLSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTLSZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTLZJS,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTLZSJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTJLSZ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTJLZS,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTJSLZ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTJSZL,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTJZLS,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTJZSL,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTSLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTSLZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTSJZL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTSZLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTSZJL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTZLJS,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTZLSJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTZJLS,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTZJSL,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTZSLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTZSJL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
IOLTJZS,O,X,X,X,X,O,X,X,X,O,X,X,X
IOLTSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLTSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLTZJS,O,X,X,X,X,O,X,X,X,O,X,X,X
IOLTZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLJTSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
IOLJTZS,O,X,X,X,X,O,X,X,X,O,X,X,X
IOLJSTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLJSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLJZTS,O,X,X,X,O,O,X,X,X,O,X,X,X
IOLJZST,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLSTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLSTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLSZTJ,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLSZJT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLZTJS,O,X,X,X,O,O,X,X,X,X,X,X,X
IOLZTSJ,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLZJTS,O,X,X,X,O,O,X,X,X,O,X,X,X
IOLZJST,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLZSTJ,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLZSJT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJTLSZ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOJTLZS,O,X,O,X,X,O,X,X,X,X,X,X,X
IOJTSLZ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOJTSZL,O,X,O,X,X,O,X,X,X,X,X,X,O
IOJTZLS,O,X,O,X,X,O,X,X,X,X,X,X,X
IOJTZSL,O,X,O,X,X,O,X,X,X,X,X,X,O
IOJLTSZ,O,X,O,X,X,O,X,X,X,O,X,X,X
IOJLTZS,O,X,O,X,X,O,X,X,X,O,X,X,X
IOJLSTZ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOJLSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJLZTS,O,X,O,X,O,O,X,X,X,O,X,X,X
IOJLZST,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJSTLZ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOJSTZL,O,X,O,X,X,X,X,X,O,X,X,X,O
IOJSLTZ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOJSLZT,O,X,X,X,O,X,X,X,O,X,X,X,X
IOJSZTL,O,X,O,X,X,X,X,O,O,X,X,X,X
IOJSZLT,O,X,X,X,X,X,X,X,O,X,X,X,X
IOJZTLS,O,X,O,X,X,X,X,X,X,X,X,X,X
IOJZTSL,O,X,O,X,X,X,X,O,O,X,X,X,X
IOJZLTS,O,X,O,X,O,X,X,X,X,X,X,X,X
IOJZLST,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJZSTL,O,X,O,X,X,X,X,O,O,X,X,X,X
IOJZSLT,O,X,X,X,X,X,X,X,O,X,X,X,X
IOSTLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSTLZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSTJZL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSTZLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSTZJL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSLTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJZT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSJTZL,O,X,O,X,X,X,X,X,X,X,X,X,O
IOSJLTZ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSJLZT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IOSZTJL,O,X,O,X,X,X,X,X,X,X,X,O,X
IOSZLTJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSZLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSZJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLJS,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IOZTJLS,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZTJSL,O,X,O,X,X,X,X,O,O,X,X,O,X
IOZTSLJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IOZTSJL,O,X,X,X,X,X,X,O,X,X,X,O,X
IOZLTJS,O,X,O,X,O,X,X,X,X,X,X,X,X
IOZLTSJ,O,X,O,X,O,X,X,X,X,X,X,X,X
IOZLJTS,O,X,O,X,O,X,X,X,X,X,X,X,X
IOZLJST,O,X,X,X,O,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,X,X,O,X,X,X,X,X,X,X,X
IOZLSJT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOZJTLS,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZJTSL,O,X,O,X,X,X,X,O,O,X,X,X,X
IOZJLTS,O,X,O,X,O,X,X,X,X,X,X,X,X
IOZJLST,O,X,X,X,O,X,X,X,X,X,X,X,X
IOZJSTL,O,X,O,X,X,X,X,O,O,X,X,X,X
IOZJSLT,O,X,X,X,X,X,X,X,O,X,X,X,X
IOZSTLJ,O,X,X,X,X,X,X,X,X,X,X,O,X
IOZSTJL,O,X,X,X,X,X,X,X,X,X,X,O,X
IOZSLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,O,O,X,O,O,X,X,X,X,O,X,X,X
LTIJSOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
LTIJZSO,O,O,X,O,O,X,X,X,X,O,X,X,X
LTIJZOS,O,O,X,O,O,O,X,X,X,O,O,X,X
LTIJOSZ,O,O,X,O,X,X,X,X,X,O,O,X,X
LTIJOZS,O,O,X,X,X,X,X,X,X,O,O,X,X
LTISJZO,O,O,X,O,O,X,X,X,X,X,X,X,X
LTISJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LTISZJO,O,O,O,X,O,X,X,X,X,X,X,X,X
LTISZOJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LTISOJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LTISOZJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LTIZJSO,O,O,O,X,O,X,O,X,X,O,X,X,X
LTIZJOS,O,O,O,X,O,O,O,X,X,O,O,X,X
LTIZSJO,O,O,O,X,O,X,X,X,X,O,X,X,X
LTIZSOJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LTIZOJS,O,O,O,X,O,O,O,X,X,O,X,X,X
LTIZOSJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LTIOJSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
LTIOJZS,O,X,X,X,X,O,X,X,X,O,X,X,X
LTIOSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X
LTIOSZJ,O,X,X,O,X,X,X,X,X,X,X,X,X
LTIOZJS,O,X,X,X,X,O,O,X,X,O,X,X,X
LTIOZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJISZO,O,O,O,O,O,X,X,X,X,O,X,X,X
LTJISOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
LTJIZSO,O,O,O,O,O,X,X,X,X,O,X,X,X
LTJIZOS,O,O,O,O,O,O,X,X,X,O,O,X,X
LTJIOSZ,O,O,X,O,X,X,X,X,X,O,O,X,X
LTJIOZS,O,O,X,X,X,X,X,X,X,O,O,X,X
LTJSIZO,O,O,O,O,O,X,X,X,X,O,X,X,X
LTJSIOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
LTJSZIO,O,O,O,O,O,X,X,X,X,O,X,X,X
LTJSZOI,O,O,O,O,O,O,X,X,X,O,O,X,X
LTJSOIZ,O,O,X,O,X,X,X,X,X,O,O,X,X
LTJSOZI,O,O,X,O,X,X,X,X,X,O,O,X,X
LTJZISO,O,O,O,O,O,X,O,X,X,O,X,X,X
LTJZIOS,O,O,O,O,O,O,O,X,X,O,O,X,X
LTJZSIO,O,O,O,O,O,X,O,X,X,O,X,X,X
LTJZSOI,O,O,O,O,O,O,O,X,X,O,O,X,X
LTJZOIS,O,O,O,O,O,O,O,X,X,O,O,X,X
LTJZOSI,X,O,O,O,O,O,O,X,X,O,O,X,X
LTJOISZ,O,O,X,O,X,O,X,X,X,O,O,X,X
LTJOIZS,O,O,X,X,X,O,X,X,X,O,O,X,X
LTJOSIZ,O,O,X,O,X,O,X,X,X,O,O,X,X
LTJOSZI,O,O,X,O,X,O,X,X,X,O,O,X,X
LTJOZIS,O,O,X,O,X,O,O,X,X,O,O,X,X
LTJOZSI,O,O,X,O,X,O,O,X,X,O,O,X,X
LTSIJZO,O,O,X,O,O,X,X,X,X,X,X,X,X
LTSIJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LTSIZJO,O,O,O,X,O,X,X,X,X,X,X,X,X
LTSIZOJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LTSIOJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LTSIOZJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LTSJIZO,O,O,O,O,O,X,X,X,X,O,X,X,X
LTSJIOZ,O,O,X,O,X,X,X,X,X,O,X,X,X
LTSJZIO,O,O,O,O,O,X,X,X,X,O,X,X,X
LTSJZOI,O,O,O,O,O,O,X,X,X,O,O,X,X
LTSJOIZ,O,O,X,O,X,X,X,X,X,O,O,X,X
LTSJOZI,O,O,X,O,X,X,X,X,X,O,O,X,X
LTSZIJO,O,O,O,X,O,X,X,X,X,O,X,X,X
LTSZIOJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LTSZJIO,O,O,O,O,O,X,O,X,X,O,X,X,X
LTSZJOI,O,O,O,O,O,O,O,X,X,O,O,X,X
LTSZOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LTSZOJI,O,O,O,O,O,O,O,X,X,O,X,X,X
LTSOIJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LTSOJIZ,O,O,O,O,X,O,X,X,X,O,X,X,X
LTSOJZI,O,O,O,O,X,O,X,X,X,O,X,X,X
LTSOZIJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LTSOZJI,O,O,O,O,X,O,O,X,X,O,X,X,X
LTZIJSO,O,O,O,X,O,X,O,X,X,O,X,X,X
LTZIJOS,O,O,O,X,O,O,O,X,X,O,O,X,X
LTZISJO,O,O,O,X,O,X,X,X,X,O,X,X,X
LTZISOJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LTZIOJS,O,O,O,X,O,O,O,X,X,O,X,X,X
LTZIOSJ,O,O,O,X,O,X,X,X,X,X,X,X,X
LTZJISO,O,O,O,O,O,X,O,X,X,O,X,X,X
LTZJIOS,O,O,O,O,O,O,O,X,X,O,O,X,X
LTZJSIO,O,O,O,O,O,X,O,X,X,O,X,X,X
LTZJSOI,O,O,O,O,O,O,O,X,X,O,O,X,X
LTZJOIS,O,O,O,O,O,O,O,X,X,O,O,X,X
LTZJOSI,X,O,O,O,O,O,O,X,X,O,O,X,X
LTZSIJO,O,O,O,X,O,X,X,X,X,O,X,X,X
LTZSIOJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LTZSJIO,O,O,O,O,O,X,O,X,X,O,X,X,X
LTZSJOI,O,O,O,O,O,O,O,X,X,O,O,X,X
LTZSOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LTZSOJI,O,O,O,O,O,O,O,X,X,O,X,X,X
LTZOIJS,O,O,O,X,O,O,O,X,X,O,X,X,X
LTZOISJ,O,O,O,X,O,X,X,X,X,X,X,X,X
