sequence,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukBzgBfnB0iBKq?BFrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFzfBChB0iBmmBFq?BXrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFCgBOmB0iBXlBzm?B1vB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFFgBXhB0iBWqBzm?ByvB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukB3gB1mB0iBTq?BirB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFukBFhB0iBKqBfr?BzrB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFzfBulB3hB1nBUq?BirB,v115@FhB8IeA8GeC8AeA8CeE8JeZEJvhFGgBKmBfnB0iBzk?B1vB
LIOSTZJ,O,X,X,O,O,O,X,X
LIOSJTZ,O,X,X,O,O,O,X,X
LIOSJZT,O,X,X,O,O,O,X,X
LIOSZTJ,O,X,X,O,O,O,X,X
LIOSZJT,O,X,X,O,O,O,X,X
LIOZTJS,X,X,O,O,O,O,O,X
LIOZTSJ,X,X,O,O,O,O,O,X
LIOZJTS,X,X,X,O,O,O,O,X
LIOZJST,O,X,X,O,O,O,O,X
LIOZSTJ,O,X,X,O,O,O,O,X
LIOZSJT,O,X,X,O,O,O,O,X
LJTISZO,O,O,X,O,O,O,O,X
LJTISOZ,O,O,X,O,O,O,O,X
LJTIZSO,O,O,X,O,O,O,O,X
LJTIZOS,O,O,X,O,O,O,O,X
LJTIOSZ,O,O,X,O,O,O,X,X
LJTIOZS,O,O,X,O,O,O,X,X
LJTSIZO,O,O,X,O,O,O,O,X
LJTSIOZ,O,O,X,O,O,O,O,X
LJTSZIO,O,O,X,O,O,O,O,X
LJTSZOI,O,O,X,O,O,O,O,X
LJTSOIZ,O,O,X,O,O,O,O,X
LJTSOZI,O,O,X,O,O,O,X,X
LJTZISO,O,O,X,O,O,O,O,X
LJTZIOS,O,O,X,O,O,O,O,X
LJTZSIO,O,O,X,O,O,O,O,X
LJTZSOI,O,O,X,O,O,O,O,X
LJTZOIS,O,O,X,O,O,O,O,X
LJTZOSI,O,O,X,O,O,O,O,X
LJTOISZ,O,O,X,O,O,O,X,X
LJTOIZS,O,O,X,O,O,O,X,X
LJTOSIZ,O,O,X,O,O,O,X,X
LJTOSZI,O,O,X,O,O,O,X,X
LJTOZIS,O,O,X,O,O,O,X,X
LJTOZSI,O,O,X,O,O,O,X,X
LJITSZO,O,O,X,O,O,O,O,X
LJITSOZ,O,O,X,O,O,O,O,X
LJITZSO,O,O,X,O,O,O,O,X
LJITZOS,O,O,X,O,O,O,O,X
LJITOSZ,O,O,X,O,O,O,X,X
LJITOZS,O,O,X,O,O,O,X,X
LJISTZO,O,O,X,O,O,O,X,X
LJISTOZ,O,O,X,O,O,O,X,X
LJISZTO,O,O,X,O,O,O,X,X
LJISZOT,O,O,X,O,X,O,X,X
LJISOTZ,O,O,X,O,X,O,X,X
LJISOZT,O,O,X,O,X,O,X,X
LJIZTSO,O,O,X,O,O,O,O,X
LJIZTOS,O,O,X,O,O,O,O,X
LJIZSTO,O,O,X,O,O,O,O,X
LJIZSOT,O,O,X,O,X,O,O,X
LJIZOTS,X,O,X,O,O,O,O,X
LJIZOST,O,O,X,O,O,O,O,X
LJIOTSZ,O,O,X,O,O,O,X,X
LJIOTZS,O,O,X,O,O,O,X,X
LJIOSTZ,O,O,X,O,O,O,X,X
LJIOSZT,O,O,X,O,O,O,X,X
LJIOZTS,X,O,X,O,O,O,X,X
LJIOZST,O,O,X,O,O,O,X,X
LJSTIZO,O,O,X,O,O,O,X,X
LJSTIOZ,O,O,X,O,O,O,X,X
LJSTZIO,O,O,X,O,O,O,X,X
LJSTZOI,O,O,X,O,O,O,X,X
LJSTOIZ,O,O,X,O,O,O,X,X
LJSTOZI,O,O,X,O,O,O,X,X
LJSITZO,O,O,X,O,O,O,X,X
LJSITOZ,O,O,X,O,O,O,X,X
LJSIZTO,O,O,X,O,O,O,X,X
LJSIZOT,O,O,X,O,X,O,X,X
LJSIOTZ,O,O,X,O,X,O,X,X
LJSIOZT,O,O,X,O,X,O,X,X
LJSZTIO,O,O,X,O,O,O,X,X
LJSZTOI,O,O,X,O,O,O,X,X
LJSZITO,O,O,X,O,O,O,X,X
LJSZIOT,O,O,X,O,X,O,X,X
LJSZOTI,O,O,X,O,X,O,X,X
LJSZOIT,O,O,X,O,X,O,X,X
LJSOTIZ,O,O,X,O,X,O,X,X
LJSOTZI,O,O,X,O,X,O,X,X
LJSOITZ,O,O,X,O,X,O,X,X
LJSOIZT,O,O,X,O,X,O,X,X
LJSOZTI,O,O,X,O,X,O,X,X
LJSOZIT,O,O,X,O,X,O,X,X
LJZTISO,O,O,X,O,O,O,O,X
LJZTIOS,O,O,X,O,O,O,O,X
LJZTSIO,O,O,X,O,O,O,O,X
LJZTSOI,O,O,X,O,O,O,O,X
LJZTOIS,O,O,X,O,O,O,O,X
LJZTOSI,O,O,X,O,O,O,O,X
LJZITSO,O,O,X,O,O,O,O,X
LJZITOS,O,O,X,O,O,O,O,X
LJZISTO,O,O,X,O,O,O,O,X
LJZISOT,O,O,X,O,X,O,O,X
LJZIOTS,X,O,X,O,O,O,O,X
LJZIOST,O,O,X,O,O,O,O,X
LJZSTIO,O,O,X,O,O,O,O,X
LJZSTOI,O,O,X,O,O,O,O,X
LJZSITO,O,O,X,O,O,O,O,X
LJZSIOT,O,O,X,O,X,O,O,X
LJZSOTI,O,O,X,O,X,O,O,X
LJZSOIT,O,O,X,O,X,O,O,X
LJZOTIS,X,O,X,O,O,O,O,X
LJZOTSI,X,O,X,O,O,O,O,X
LJZOITS,X,O,X,O,O,O,O,X
LJZOIST,O,O,X,O,O,O,O,X
LJZOSTI,O,O,X,O,O,O,O,X
LJZOSIT,O,O,X,O,O,O,O,X
LJOTISZ,O,O,X,O,O,O,X,X
LJOTIZS,O,O,X,O,O,O,X,X
LJOTSIZ,O,O,X,O,O,O,X,X
LJOTSZI,O,O,X,O,O,O,X,X
LJOTZIS,O,O,X,O,O,O,X,X
LJOTZSI,O,O,X,O,O,O,X,X
LJOITSZ,O,O,X,O,O,O,X,X
LJOITZS,O,O,X,O,O,O,X,X
LJOISTZ,O,O,X,O,O,O,X,X
LJOISZT,O,O,X,O,O,O,X,X
LJOIZTS,X,O,X,O,O,O,X,X
LJOIZST,O,O,X,O,O,O,X,X
LJOSTIZ,O,O,X,O,O,O,X,X
LJOSTZI,O,O,X,O,O,O,X,X
LJOSITZ,O,O,X,O,O,O,X,X
LJOSIZT,O,O,X,O,O,O,X,X
LJOSZTI,O,O,X,O,O,O,X,X
LJOSZIT,O,O,X,O,O,O,X,X
LJOZTIS,X,O,X,O,O,O,X,X
LJOZTSI,X,O,X,O,O,O,X,X
LJOZITS,X,O,X,O,O,O,X,X
LJOZIST,O,O,X,O,O,O,X,X
LJOZSTI,O,O,X,O,O,O,X,X
LJOZSIT,O,O,X,O,O,O,X,X
LSTIJZO,O,O,X,O,O,O,O,O
LSTIJOZ,O,O,X,O,O,O,O,O
LSTIZJO,O,O,X,O,O,O,O,O
LSTIZOJ,O,O,X,O,O,O,O,O
LSTIOJZ,O,O,X,X,O,O,O,O
LSTIOZJ,O,O,X,O,O,O,O,O
LSTJIZO,O,O,X,O,O,O,O,O
LSTJIOZ,O,O,X,O,O,O,O,O
LSTJZIO,O,O,X,O,O,O,O,O
LSTJZOI,O,O,X,O,O,O,O,O
LSTJOIZ,O,O,X,O,O,O,O,O
LSTJOZI,O,O,X,O,O,O,X,O
LSTZIJO,O,O,X,O,O,O,O,O
LSTZIOJ,O,O,X,O,O,O,O,O
LSTZJIO,O,O,X,O,O,O,O,O
LSTZJOI,O,O,X,O,O,O,O,O
LSTZOIJ,O,O,X,O,O,O,O,O
LSTZOJI,O,O,X,X,O,O,O,O
LSTOIJZ,O,O,X,X,O,O,O,O
LSTOIZJ,O,O,X,O,O,O,O,O
LSTOJIZ,O,O,X,X,O,O,O,O
LSTOJZI,O,O,X,X,O,O,X,O
LSTOZIJ,O,O,X,O,O,O,O,O
LSTOZJI,O,O,X,X,O,O,O,O
LSITJZO,O,O,X,O,O,O,O,O
LSITJOZ,O,O,X,O,O,O,O,O
LSITZJO,O,O,X,O,O,O,O,O
LSITZOJ,O,O,X,O,O,O,O,O
LSITOJZ,O,O,X,X,O,O,O,O
LSITOZJ,O,O,X,O,O,O,O,O
LSIJTZO,O,O,X,O,O,O,X,X
LSIJTOZ,O,O,X,O,O,O,X,X
LSIJZTO,O,O,X,O,O,O,X,X
LSIJZOT,O,O,X,O,X,O,X,X
LSIJOTZ,O,O,X,O,X,O,X,X
LSIJOZT,O,O,X,O,X,O,X,X
LSIZTJO,O,O,X,O,O,O,O,O
LSIZTOJ,O,O,X,O,O,O,O,O
LSIZJTO,O,O,X,O,O,O,O,X
LSIZJOT,O,O,X,O,X,O,O,X
LSIZOTJ,O,X,X,O,O,O,O,X
LSIZOJT,O,X,X,O,O,O,O,X
LSIOTJZ,O,X,X,O,O,O,X,X
LSIOTZJ,O,X,X,O,O,O,X,X
LSIOJTZ,O,X,X,O,O,O,X,X
LSIOJZT,O,X,X,O,O,O,X,X
LSIOZTJ,O,X,X,O,O,O,X,X
LSIOZJT,O,X,X,O,O,O,X,X
LSJTIZO,O,O,X,O,O,O,X,X
LSJTIOZ,O,O,X,O,O,O,X,X
LSJTZIO,O,O,X,O,O,O,X,X
LSJTZOI,O,O,X,O,O,O,X,X
LSJTOIZ,O,O,X,O,O,O,X,X
LSJTOZI,O,O,X,O,O,O,X,X
LSJITZO,O,O,X,O,O,O,X,X
LSJITOZ,O,O,X,O,O,O,X,X
LSJIZTO,O,O,X,O,O,O,X,X
LSJIZOT,O,O,X,O,X,O,X,X
LSJIOTZ,O,O,X,O,X,O,X,X
LSJIOZT,O,O,X,O,X,O,X,X
LSJZTIO,O,O,X,O,O,O,X,X
LSJZTOI,O,O,X,O,O,O,X,X
LSJZITO,O,O,X,O,O,O,X,X
LSJZIOT,O,O,X,O,X,O,X,X
LSJZOTI,O,O,X,O,X,O,X,X
LSJZOIT,O,O,X,O,X,O,X,X
LSJOTIZ,O,O,X,O,X,O,X,X
LSJOTZI,O,O,X,O,X,O,X,X
LSJOITZ,O,O,X,O,X,O,X,X
LSJOIZT,O,O,X,O,X,O,X,X
LSJOZTI,O,O,X,O,X,O,X,X
LSJOZIT,O,O,X,O,X,O,X,X
LSZTIJO,O,O,X,O,O,O,O,O
LSZTIOJ,O,O,X,O,O,O,O,O
LSZTJIO,O,O,X,O,O,O,O,O
LSZTJOI,O,O,X,O,O,O,O,O
LSZTOIJ,O,O,X,O,O,O,O,O
LSZTOJI,O,O,X,X,O,O,O,O
LSZITJO,O,O,X,O,O,O,O,O
LSZITOJ,O,O,X,O,O,O,O,O
LSZIJTO,O,O,X,O,O,O,O,X
LSZIJOT,O,O,X,O,X,O,O,X
LSZIOTJ,O,X,X,O,O,O,O,X
LSZIOJT,O,X,X,O,O,O,O,X
LSZJTIO,O,O,X,O,O,O,O,X
LSZJTOI,O,O,X,O,O,O,O,X
LSZJITO,O,O,X,O,O,O,O,X
LSZJIOT,O,O,X,O,X,O,O,X
LSZJOTI,O,O,X,O,X,O,O,X
LSZJOIT,O,O,X,O,X,O,O,X
LSZOTIJ,O,X,X,O,O,O,O,X
LSZOTJI,O,X,X,X,O,O,O,X
LSZOITJ,O,X,X,O,O,O,O,X
LSZOIJT,O,X,X,O,O,O,O,X
LSZOJTI,O,X,X,O,O,O,O,X
LSZOJIT,O,X,X,O,O,O,O,X
LSOTIJZ,O,X,X,O,O,O,X,X
LSOTIZJ,O,X,X,O,O,O,X,X
LSOTJIZ,O,X,X,O,O,O,X,X
LSOTJZI,O,X,X,O,O,O,X,X
LSOTZIJ,O,X,X,O,O,O,X,X
LSOTZJI,O,X,X,O,O,O,X,X
LSOITJZ,O,X,X,O,O,O,X,X
LSOITZJ,O,X,X,O,O,O,X,X
LSOIJTZ,O,X,X,O,O,O,X,X
LSOIJZT,O,X,X,O,O,O,X,X
LSOIZTJ,O,X,X,O,O,O,X,X
LSOIZJT,O,X,X,O,O,O,X,X
LSOJTIZ,O,X,X,O,O,O,X,X
LSOJTZI,O,X,X,O,O,O,X,X
LSOJITZ,O,X,X,O,O,O,X,X
LSOJIZT,O,X,X,O,O,O,X,X
LSOJZTI,O,X,X,O,O,O,X,X
LSOJZIT,O,X,X,O,O,O,X,X
LSOZTIJ,O,X,X,O,O,O,X,X
LSOZTJI,O,X,X,O,O,O,X,X
LSOZITJ,O,X,X,O,O,O,X,X
LSOZIJT,O,X,X,O,O,O,X,X
LSOZJTI,O,X,X,O,O,O,X,X
LSOZJIT,O,X,X,O,O,O,X,X
LZTIJSO,O,O,O,O,O,O,O,X
LZTIJOS,O,O,X,O,O,O,O,X
LZTISJO,O,O,O,O,O,O,O,O
LZTISOJ,O,O,O,O,O,O,O,O
LZTIOJS,O,O,O,X,O,O,O,X
LZTIOSJ,O,O,O,X,O,O,O,O
LZTJISO,O,O,O,O,O,O,O,X
LZTJIOS,O,O,X,O,O,O,O,X
LZTJSIO,O,O,O,O,O,O,O,X
LZTJSOI,O,O,O,O,O,O,O,X
LZTJOIS,O,O,X,O,O,O,O,X
LZTJOSI,O,O,X,O,O,O,O,X
LZTSIJO,O,O,O,O,O,O,O,O
LZTSIOJ,O,O,O,O,O,O,O,O
LZTSJIO,O,O,O,O,O,O,O,O
LZTSJOI,O,O,O,O,O,O,O,O
LZTSOIJ,O,O,O,O,O,O,O,O
LZTSOJI,O,O,O,X,O,O,O,O
LZTOIJS,O,O,O,X,O,O,O,X
LZTOISJ,O,O,O,X,O,O,O,O
LZTOJIS,O,O,O,X,O,O,O,X
LZTOJSI,O,O,O,X,O,O,O,X
LZTOSIJ,O,O,O,X,O,O,O,O
LZTOSJI,O,O,O,X,O,O,O,O
LZITJSO,O,O,O,O,O,O,O,X
LZITJOS,O,O,X,O,O,O,O,X
LZITSJO,O,O,O,O,O,O,O,O
LZITSOJ,O,O,O,O,O,O,O,O
LZITOJS,O,O,O,X,O,O,O,X
LZITOSJ,O,O,O,X,O,O,O,O
LZIJTSO,O,O,X,O,O,O,O,X
LZIJTOS,O,O,X,O,O,O,O,X
LZIJSTO,O,O,X,O,O,O,O,X
LZIJSOT,O,O,X,O,X,O,O,X
LZIJOTS,X,O,X,O,O,O,O,X
LZIJOST,O,O,X,O,O,O,O,X
LZISTJO,O,O,X,O,O,O,O,O
LZISTOJ,O,O,X,O,O,O,O,O
LZISJTO,O,O,X,O,O,O,O,X
LZISJOT,O,O,X,O,X,O,O,X
LZISOTJ,O,X,X,O,O,O,O,X
LZISOJT,O,X,X,O,O,O,O,X
LZIOTJS,X,X,O,O,O,O,O,X
LZIOTSJ,X,X,O,O,O,O,O,X
LZIOJTS,X,X,X,O,O,O,O,X
LZIOJST,O,X,X,O,O,O,O,X
LZIOSTJ,O,X,X,O,O,O,O,X
LZIOSJT,O,X,X,O,O,O,O,X
LZJTISO,O,O,X,O,O,O,O,X
LZJTIOS,O,O,X,O,O,O,O,X
LZJTSIO,O,O,X,O,O,O,O,X
LZJTSOI,O,O,X,O,O,O,O,X
LZJTOIS,O,O,X,O,O,O,O,X
LZJTOSI,O,O,X,O,O,O,O,X
LZJITSO,O,O,X,O,O,O,O,X
LZJITOS,O,O,X,O,O,O,O,X
LZJISTO,O,O,X,O,O,O,O,X
LZJISOT,O,O,X,O,X,O,O,X
LZJIOTS,X,O,X,O,O,O,O,X
LZJIOST,O,O,X,O,O,O,O,X
LZJSTIO,O,O,X,O,O,O,O,X
LZJSTOI,O,O,X,O,O,O,O,X
LZJSITO,O,O,X,O,O,O,O,X
LZJSIOT,O,O,X,O,X,O,O,X
LZJSOTI,O,O,X,O,X,O,O,X
LZJSOIT,O,O,X,O,X,O,O,X
LZJOTIS,X,O,X,O,O,O,O,X
LZJOTSI,X,O,X,O,O,O,O,X
LZJOITS,X,O,X,O,O,O,O,X
LZJOIST,O,O,X,O,O,O,O,X
LZJOSTI,O,O,X,O,O,O,O,X
LZJOSIT,O,O,X,O,O,O,O,X
LZSTIJO,O,O,X,O,O,O,O,O
LZSTIOJ,O,O,X,O,O,O,O,O
LZSTJIO,O,O,X,O,O,O,O,O
LZSTJOI,O,O,X,O,O,O,O,O
LZSTOIJ,O,O,X,O,O,O,O,O
LZSTOJI,O,O,X,X,O,O,O,O
LZSITJO,O,O,X,O,O,O,O,O
LZSITOJ,O,O,X,O,O,O,O,O
LZSIJTO,O,O,X,O,O,O,O,X
LZSIJOT,O,O,X,O,X,O,O,X
LZSIOTJ,O,X,X,O,O,O,O,X
LZSIOJT,O,X,X,O,O,O,O,X
LZSJTIO,O,O,X,O,O,O,O,X
LZSJTOI,O,O,X,O,O,O,O,X
LZSJITO,O,O,X,O,O,O,O,X
LZSJIOT,O,O,X,O,X,O,O,X
LZSJOTI,O,O,X,O,X,O,O,X
LZSJOIT,O,O,X,O,X,O,O,X
LZSOTIJ,O,X,X,O,O,O,O,X
LZSOTJI,O,X,X,X,O,O,O,X
LZSOITJ,O,X,X,O,O,O,O,X
LZSOIJT,O,X,X,O,O,O,O,X
LZSOJTI,O,X,X,O,O,O,O,X
LZSOJIT,O,X,X,O,O,O,O,X
LZOTIJS,X,X,O,O,O,O,O,X
LZOTISJ,X,X,O,O,O,O,O,X
LZOTJIS,X,X,O,O,O,O,O,X
LZOTJSI,X,X,O,O,O,O,O,X
LZOTSIJ,X,X,O,O,O,O,O,X
LZOTSJI,X,X,O,O,O,O,O,X
LZOITJS,X,X,O,O,O,O,O,X
LZOITSJ,X,X,O,O,O,O,O,X
LZOIJTS,X,X,X,O,O,O,O,X
LZOIJST,O,X,X,O,O,O,O,X
LZOISTJ,O,X,X,O,O,O,O,X
LZOISJT,O,X,X,O,O,O,O,X
LZOJTIS,X,X,X,O,O,O,O,X
LZOJTSI,X,X,X,O,O,O,O,X
LZOJITS,X,X,X,O,O,O,O,X
LZOJIST,O,X,X,O,O,O,O,X
LZOJSTI,O,X,X,O,O,O,O,X
LZOJSIT,O,X,X,O,O,O,O,X
LZOSTIJ,O,X,X,O,O,O,O,X
LZOSTJI,O,X,X,O,O,O,O,X
LZOSITJ,O,X,X,O,O,O,O,X
LZOSIJT,O,X,X,O,O,O,O,X
LZOSJTI,O,X,X,O,O,O,O,X
LZOSJIT,O,X,X,O,O,O,O,X
LOTIJSZ,O,X,O,O,O,O,X,X
LOTIJZS,O,X,O,O,O,O,X,X
LOTISJZ,O,X,O,O,O,O,O,X
LOTISZJ,O,X,O,O,O,O,O,X
LOTIZJS,O,X,O,O,O,O,O,X
LOTIZSJ,O,X,O,O,O,O,O,X
LOTJISZ,O,X,O,O,O,O,X,X
LOTJIZS,O,X,O,O,O,O,X,X
LOTJSIZ,O,X,O,O,O,O,X,X
LOTJSZI,O,X,O,O,O,O,X,X
LOTJZIS,O,X,O,O,O,O,X,X
LOTJZSI,O,X,O,O,O,O,X,X
LOTSIJZ,O,X,O,O,O,O,O,X
LOTSIZJ,O,X,O,O,O,O,O,X
LOTSJIZ,O,X,O,O,O,O,O,X
LOTSJZI,O,X,O,O,O,O,X,X
LOTSZIJ,O,X,O,O,O,O,O,X
LOTSZJI,O,X,O,O,O,O,O,X
LOTZIJS,O,X,O,O,O,O,O,X
LOTZISJ,O,X,O,O,O,O,O,X
LOTZJIS,O,X,O,O,O,O,O,X
LOTZJSI,O,X,O,O,O,O,O,X
LOTZSIJ,O,X,O,O,O,O,O,X
LOTZSJI,O,X,O,O,O,O,O,X
LOITJSZ,O,X,O,O,O,O,X,X
LOITJZS,O,X,O,O,O,O,X,X
LOITSJZ,O,X,O,O,O,O,O,X
LOITSZJ,O,X,O,O,O,O,O,X
LOITZJS,O,X,O,O,O,O,O,X
LOITZSJ,O,X,O,O,O,O,O,X
LOIJTSZ,O,X,X,O,O,O,X,X
LOIJTZS,O,X,X,O,O,O,X,X
LOIJSTZ,O,X,X,O,O,O,X,X
LOIJSZT,O,X,X,O,O,O,X,X
LOIJZTS,X,X,X,O,O,O,X,X
LOIJZST,O,X,X,O,O,O,X,X
LOISTJZ,O,X,X,O,O,O,X,X
LOISTZJ,O,X,X,O,O,O,X,X
LOISJTZ,O,X,X,O,O,O,X,X
LOISJZT,O,X,X,O,O,O,X,X
LOISZTJ,O,X,X,O,O,O,X,X
LOISZJT,O,X,X,O,O,O,X,X
LOIZTJS,X,X,O,O,O,O,O,X
LOIZTSJ,X,X,O,O,O,O,O,X
LOIZJTS,X,X,X,O,O,O,O,X
LOIZJST,O,X,X,O,O,O,O,X
LOIZSTJ,O,X,X,O,O,O,O,X
LOIZSJT,O,X,X,O,O,O,O,X
LOJTISZ,O,X,X,O,O,O,X,X
LOJTIZS,O,X,X,O,O,O,X,X
LOJTSIZ,O,X,X,O,O,O,X,X
LOJTSZI,O,X,X,O,O,O,X,X
LOJTZIS,O,X,X,O,O,O,X,X
LOJTZSI,O,X,X,O,O,O,X,X
LOJITSZ,O,X,X,O,O,O,X,X
LOJITZS,O,X,X,O,O,O,X,X
LOJISTZ,O,X,X,O,O,O,X,X
LOJISZT,O,X,X,O,O,O,X,X
LOJIZTS,X,X,X,O,O,O,X,X
LOJIZST,O,X,X,O,O,O,X,X
LOJSTIZ,O,X,X,O,O,O,X,X
LOJSTZI,O,X,X,O,O,O,X,X
LOJSITZ,O,X,X,O,O,O,X,X
LOJSIZT,O,X,X,O,O,O,X,X
LOJSZTI,O,X,X,O,O,O,X,X
LOJSZIT,O,X,X,O,O,O,X,X
LOJZTIS,X,X,X,O,O,O,X,X
LOJZTSI,X,X,X,O,O,O,X,X
LOJZITS,X,X,X,O,O,O,X,X
LOJZIST,O,X,X,O,O,O,X,X
LOJZSTI,O,X,X,O,O,O,X,X
LOJZSIT,O,X,X,O,O,O,X,X
LOSTIJZ,O,X,X,O,O,O,X,X
LOSTIZJ,O,X,X,O,O,O,X,X
LOSTJIZ,O,X,X,O,O,O,X,X
LOSTJZI,O,X,X,O,O,O,X,X
LOSTZIJ,O,X,X,O,O,O,X,X
LOSTZJI,O,X,X,O,O,O,X,X
LOSITJZ,O,X,X,O,O,O,X,X
LOSITZJ,O,X,X,O,O,O,X,X
LOSIJTZ,O,X,X,O,O,O,X,X
LOSIJZT,O,X,X,O,O,O,X,X
LOSIZTJ,O,X,X,O,O,O,X,X
LOSIZJT,O,X,X,O,O,O,X,X
LOSJTIZ,O,X,X,O,O,O,X,X
LOSJTZI,O,X,X,O,O,O,X,X
LOSJITZ,O,X,X,O,O,O,X,X
LOSJIZT,O,X,X,O,O,O,X,X
LOSJZTI,O,X,X,O,O,O,X,X
LOSJZIT,O,X,X,O,O,O,X,X
LOSZTIJ,O,X,X,O,O,O,X,X
LOSZTJI,O,X,X,O,O,O,X,X
LOSZITJ,O,X,X,O,O,O,X,X
LOSZIJT,O,X,X,O,O,O,X,X
LOSZJTI,O,X,X,O,O,O,X,X
LOSZJIT,O,X,X,O,O,O,X,X
LOZTIJS,X,X,O,O,O,O,O,X
LOZTISJ,X,X,O,O,O,O,O,X
LOZTJIS,X,X,O,O,O,O,O,X
LOZTJSI,X,X,O,O,O,O,O,X
LOZTSIJ,X,X,O,O,O,O,O,X
LOZTSJI,X,X,O,O,O,O,O,X
LOZITJS,X,X,O,O,O,O,O,X
LOZITSJ,X,X,O,O,O,O,O,X
LOZIJTS,X,X,X,O,O,O,O,X
LOZIJST,O,X,X,O,O,O,O,X
LOZISTJ,O,X,X,O,O,O,O,X
LOZISJT,O,X,X,O,O,O,O,X
LOZJTIS,X,X,X,O,O,O,O,X
LOZJTSI,X,X,X,O,O,O,O,X
LOZJITS,X,X,X,O,O,O,O,X
LOZJIST,O,X,X,O,O,O,O,X
LOZJSTI,O,X,X,O,O,O,O,X
LOZJSIT,O,X,X,O,O,O,O,X
LOZSTIJ,O,X,X,O,O,O,O,X
LOZSTJI,O,X,X,O,O,O,O,X
LOZSITJ,O,X,X,O,O,O,O,X
LOZSIJT,O,X,X,O,O,O,O,X
LOZSJTI,O,X,X,O,O,O,O,X
LOZSJIT,O,X,X,O,O,O,O,X
JTILSZO,O,O,O,O,O,O,O,O
JTILSOZ,O,O,O,O,O,O,O,O
JTILZSO,O,O,O,O,O,O,O,O
JTILZOS,O,O,X,O,O,O,O,X
JTILOSZ,O,O,X,O,O,O,X,O
JTILOZS,O,O,X,O,O,O,X,O
JTISLZO,O,O,O,O,X,X,O,O
JTISLOZ,O,O,O,X,X,X,O,O
JTISZLO,O,O,O,O,X,X,O,O
JTISZOL,O,O,O,O,X,X,O,O
JTISOLZ,O,O,O,O,X,X,X,O
JTISOZL,O,O,O,O,X,X,O,O
JTIZLSO,O,O,O,O,O,O,O,O
JTIZLOS,X,O,X,O,O,O,O,X
JTIZSLO,O,O,O,O,X,X,O,O
JTIZSOL,X,O,O,O,X,X,O,O
JTIZOLS,X,O,O,O,O,O,O,X
JTIZOSL,X,O,O,O,X,X,O,O
JTIOLSZ,O,O,O,O,O,O,X,O
JTIOLZS,O,O,O,O,O,O,X,O
JTIOSLZ,O,O,O,O,O,X,X,O
JTIOSZL,O,O,O,O,X,X,X,O
JTIOZLS,X,O,O,O,O,O,X,O
JTIOZSL,X,O,O,O,X,X,X,O
JTLISZO,O,O,O,O,O,O,O,O
JTLISOZ,O,O,O,O,O,O,O,O
JTLIZSO,O,O,O,O,O,O,O,O
JTLIZOS,O,O,X,O,O,O,O,X
JTLIOSZ,O,O,X,O,O,O,X,O
JTLIOZS,O,O,X,O,O,O,X,O
JTLSIZO,O,O,O,O,O,O,O,O
JTLSIOZ,O,O,O,O,O,O,O,O
JTLSZIO,O,O,O,O,O,O,O,O
JTLSZOI,O,O,O,O,O,O,O,O
JTLSOIZ,O,O,O,O,O,O,O,O
JTLSOZI,O,O,O,O,O,O,X,O
JTLZISO,O,O,O,O,O,O,O,O
JTLZIOS,O,O,X,O,O,O,O,X
JTLZSIO,O,O,O,O,O,O,O,O
JTLZSOI,O,O,O,O,O,O,O,O
JTLZOIS,O,O,X,O,O,O,O,X
JTLZOSI,O,O,X,O,O,O,O,X
JTLOISZ,O,O,X,O,O,O,X,O
JTLOIZS,O,O,X,O,O,O,X,O
JTLOSIZ,O,O,X,O,O,O,X,O
JTLOSZI,O,O,X,O,O,O,X,O
JTLOZIS,O,O,X,O,O,O,X,O
JTLOZSI,O,O,X,O,O,O,X,O
JTSILZO,O,O,O,O,X,X,O,O
JTSILOZ,O,O,O,X,X,X,O,O
JTSIZLO,O,O,O,O,X,X,O,O
JTSIZOL,O,O,O,O,X,X,O,O
JTSIOLZ,O,O,O,O,X,X,X,O
JTSIOZL,O,O,O,O,X,X,O,O
JTSLIZO,O,O,O,O,X,X,O,O
JTSLIOZ,O,O,O,X,X,X,O,O
JTSLZIO,O,O,O,O,X,X,O,O
JTSLZOI,O,O,O,X,X,X,O,O
JTSLOIZ,O,O,O,X,X,X,O,O
JTSLOZI,O,O,O,X,X,X,X,O
JTSZILO,O,O,O,O,X,X,O,O
JTSZIOL,O,O,O,O,X,X,O,O
JTSZLIO,O,O,O,O,X,X,O,O
JTSZLOI,O,O,O,X,X,X,O,O
JTSZOIL,O,O,O,O,X,X,O,O
JTSZOLI,O,O,O,O,X,X,O,O
JTSOILZ,O,O,O,O,X,X,X,O
JTSOIZL,O,O,O,O,X,X,O,O
JTSOLIZ,O,O,O,O,X,X,X,O
JTSOLZI,O,O,O,O,X,X,X,O
JTSOZIL,O,O,O,O,X,X,X,O
JTSOZLI,O,O,O,O,X,X,X,O
JTZILSO,O,O,O,O,O,O,O,O
JTZILOS,X,O,X,O,O,O,O,X
JTZISLO,O,O,O,O,X,X,O,O
