sequence,v115@HhA8IeC8CeA8CeC8BeD8Ke0/IvhF6lBThB5oBlnBmn?BXrB,v115@HhA8IeC8CeA8CeC8BeD8Ke0/IvhF6lBThB5oBmnBln?BXrB,v115@HhA8IeC8CeA8CeC8BeD8Ke0/IvhFxgB/nBGmB6tBFo?BzqB,v115@HhA8IeC8CeA8CeC8BeD8Ke0/IvhFxgBTiBWrBVtB6t?BXrB,v115@HhA8IeC8CeA8CeC8BeD8Kel/IvhF3gBTiBeoB5oBCr?BcrB,v115@HhA8IeC8CeA8CeC8BeD8Kel/IvhFTiBxlB6tBuqBcr?BXtB,v115@HhA8IeC8CeA8CeC8BeD8Ke0/IvhFxgB/nBToBCrBFr?BGtB
SIZLJTO,O,O,O,X,X,X,X
SIZLJOT,O,O,O,X,X,X,X
SIZLOTJ,O,O,X,X,X,X,O
SIZLOJT,O,O,O,X,X,X,X
SIZJTLO,O,O,O,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X
SIZJLTO,O,O,O,X,X,X,X
SIZJLOT,O,O,O,X,X,X,X
SIZJOTL,O,O,X,X,X,X,X
SIZJOLT,O,O,O,X,X,X,X
SIZOTLJ,O,O,X,X,X,X,X
SIZOTJL,O,O,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,X,O
SIZOLJT,O,O,O,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X
SIZOJLT,O,O,O,X,X,X,X
SIOTLJZ,O,O,X,X,X,O,X
SIOTLZJ,O,O,X,X,X,O,X
SIOTJLZ,O,O,X,X,X,X,X
SIOTJZL,O,O,X,X,X,X,X
SIOTZLJ,O,O,X,X,X,X,X
SIOTZJL,O,O,X,X,X,X,X
SIOLTJZ,O,O,X,X,X,O,O
SIOLTZJ,O,O,X,X,X,O,O
SIOLJTZ,O,O,O,X,X,X,X
SIOLJZT,O,O,O,X,X,X,X
SIOLZTJ,O,O,X,X,X,X,O
SIOLZJT,O,O,O,X,X,X,X
SIOJTLZ,O,O,O,X,X,X,X
SIOJTZL,O,O,O,X,X,X,X
SIOJLTZ,O,O,O,X,X,X,X
SIOJLZT,O,O,O,X,X,X,X
SIOJZTL,O,O,O,X,X,X,X
SIOJZLT,O,O,O,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X
SIOZTJL,O,O,X,X,X,X,X
SIOZLTJ,O,O,X,X,X,X,O
SIOZLJT,O,O,O,X,X,X,X
SIOZJTL,O,O,O,X,X,X,X
SIOZJLT,O,O,O,X,X,X,X
SLTIJZO,O,O,X,X,O,X,X
SLTIJOZ,O,O,X,X,O,X,X
SLTIZJO,O,O,X,X,X,X,X
SLTIZOJ,O,O,X,X,X,X,X
SLTIOJZ,O,O,X,X,X,O,X
SLTIOZJ,O,O,X,X,X,O,X
SLTJIZO,O,O,O,X,O,X,X
SLTJIOZ,O,O,X,X,O,X,X
SLTJZIO,O,O,O,X,X,X,X
SLTJZOI,O,O,O,X,X,X,X
SLTJOIZ,O,O,X,X,O,X,X
SLTJOZI,O,O,X,X,X,X,X
SLTZIJO,O,O,X,X,X,X,X
SLTZIOJ,O,O,X,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X
SLTZJOI,O,O,O,X,X,X,X
SLTZOIJ,O,O,X,X,X,X,O
SLTZOJI,O,O,O,X,X,X,O
SLTOIJZ,O,O,X,X,X,O,O
SLTOIZJ,O,O,X,X,X,O,O
SLTOJIZ,O,O,O,X,O,X,O
SLTOJZI,O,O,O,X,X,X,O
SLTOZIJ,O,O,X,X,X,X,O
SLTOZJI,O,O,O,X,X,X,O
SLITJZO,O,O,X,X,O,X,X
SLITJOZ,O,O,X,X,O,X,X
SLITZJO,O,O,X,X,X,X,X
SLITZOJ,O,O,X,X,X,X,X
SLITOJZ,O,O,X,X,X,O,X
SLITOZJ,O,O,X,X,X,O,X
SLIJTZO,O,O,O,X,O,X,X
SLIJTOZ,O,O,X,X,O,X,X
SLIJZTO,O,O,O,X,O,X,X
SLIJZOT,O,O,O,X,O,X,X
SLIJOTZ,O,O,X,X,O,X,X
SLIJOZT,O,O,O,X,O,X,X
SLIZTJO,O,O,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X
SLIZJTO,O,O,O,X,X,X,X
SLIZJOT,O,O,O,X,X,X,X
SLIZOTJ,O,O,X,X,X,X,O
SLIZOJT,O,O,O,X,X,X,X
SLIOTJZ,O,O,X,X,X,O,O
SLIOTZJ,O,O,X,X,X,O,O
SLIOJTZ,O,O,O,X,X,X,X
SLIOJZT,O,O,O,X,X,X,X
SLIOZTJ,O,O,X,X,X,X,O
SLIOZJT,O,O,O,X,X,X,X
SLJTIZO,O,O,O,X,O,X,X
SLJTIOZ,O,O,X,X,O,X,X
SLJTZIO,O,O,O,X,X,X,X
SLJTZOI,O,O,O,X,X,X,X
SLJTOIZ,O,O,X,X,O,X,X
SLJTOZI,O,O,X,X,X,X,X
SLJITZO,O,O,O,X,O,X,X
SLJITOZ,O,O,X,X,O,X,X
SLJIZTO,O,O,O,X,O,X,X
SLJIZOT,O,O,O,X,O,X,X
SLJIOTZ,O,O,X,X,O,X,X
SLJIOZT,O,O,O,X,O,X,X
SLJZTIO,O,O,O,X,X,X,X
SLJZTOI,O,O,O,X,X,X,X
SLJZITO,O,O,O,X,X,X,X
SLJZIOT,O,O,O,X,X,X,X
SLJZOTI,O,O,O,X,X,X,O
SLJZOIT,O,O,O,X,X,X,X
SLJOTIZ,O,O,O,X,O,X,O
SLJOTZI,O,O,O,X,X,X,O
SLJOITZ,O,O,O,X,O,X,X
SLJOIZT,O,O,O,X,O,X,X
SLJOZTI,O,O,O,X,X,X,O
SLJOZIT,O,O,O,X,X,X,X
SLZTIJO,O,O,X,X,X,X,X
SLZTIOJ,O,O,X,X,X,X,X
SLZTJIO,O,O,O,X,X,X,X
SLZTJOI,O,O,O,X,X,X,X
SLZTOIJ,O,O,X,X,X,X,O
SLZTOJI,O,O,O,X,X,X,O
SLZITJO,O,O,X,X,X,X,X
SLZITOJ,O,O,X,X,X,X,X
SLZIJTO,O,O,O,X,X,X,X
SLZIJOT,O,O,O,X,X,X,X
SLZIOTJ,O,O,X,X,X,X,O
SLZIOJT,O,O,O,X,X,X,X
SLZJTIO,O,O,O,X,X,X,X
SLZJTOI,O,O,O,X,X,X,X
SLZJITO,O,O,O,X,X,X,X
SLZJIOT,O,O,O,X,X,X,X
SLZJOTI,O,O,O,X,X,X,O
SLZJOIT,O,O,O,X,X,X,X
SLZOTIJ,O,O,X,X,X,X,O
SLZOTJI,O,O,O,X,X,X,O
SLZOITJ,O,O,X,X,X,X,O
SLZOIJT,O,O,O,X,X,X,X
SLZOJTI,O,O,O,X,X,X,O
SLZOJIT,O,O,O,X,X,X,X
SLOTIJZ,O,O,X,X,X,O,O
SLOTIZJ,O,O,X,X,X,O,O
SLOTJIZ,O,O,O,X,O,X,O
SLOTJZI,O,O,O,X,X,X,O
SLOTZIJ,O,O,X,X,X,X,O
SLOTZJI,O,O,O,X,X,X,O
SLOITJZ,O,O,X,X,X,O,O
SLOITZJ,O,O,X,X,X,O,O
SLOIJTZ,O,O,O,X,X,X,X
SLOIJZT,O,O,O,X,X,X,X
SLOIZTJ,O,O,X,X,X,X,O
SLOIZJT,O,O,O,X,X,X,X
SLOJTIZ,O,O,O,X,O,X,O
SLOJTZI,O,O,O,X,X,X,O
SLOJITZ,O,O,O,X,O,X,X
SLOJIZT,O,O,O,X,O,X,X
SLOJZTI,O,O,O,X,X,X,O
SLOJZIT,O,O,O,X,X,X,X
SLOZTIJ,O,O,X,X,X,X,O
SLOZTJI,O,O,O,X,X,X,O
SLOZITJ,O,O,X,X,X,X,O
SLOZIJT,O,O,O,X,X,X,X
SLOZJTI,O,O,O,X,X,X,O
SLOZJIT,O,O,O,X,X,X,X
SJTILZO,O,O,O,O,O,X,X
SJTILOZ,O,O,X,O,O,X,X
SJTIZLO,O,O,O,O,X,X,X
SJTIZOL,O,O,X,O,X,X,X
SJTIOLZ,O,O,X,O,O,X,X
SJTIOZL,O,O,X,O,X,X,X
SJTLIZO,O,O,O,O,O,X,X
SJTLIOZ,O,O,X,O,O,X,X
SJTLZIO,O,O,O,O,X,X,X
SJTLZOI,O,O,O,O,X,X,X
SJTLOIZ,O,O,X,O,O,X,X
SJTLOZI,O,O,X,O,X,X,X
SJTZILO,O,O,O,O,X,X,X
SJTZIOL,O,O,X,O,X,X,X
SJTZLIO,O,O,O,O,X,X,X
SJTZLOI,O,O,O,O,X,X,X
SJTZOIL,O,O,X,O,X,X,X
SJTZOLI,O,O,X,O,X,X,X
SJTOILZ,O,O,X,O,O,X,X
SJTOIZL,O,O,X,O,X,X,X
SJTOLIZ,O,O,X,O,O,X,X
SJTOLZI,O,O,X,O,X,X,X
SJTOZIL,O,O,X,O,X,X,X
SJTOZLI,O,O,X,O,X,X,X
SJITLZO,O,O,O,O,O,X,X
SJITLOZ,O,O,X,O,O,X,X
SJITZLO,O,O,O,O,X,X,X
SJITZOL,O,O,X,O,X,X,X
SJITOLZ,O,O,X,O,O,X,X
SJITOZL,O,O,X,O,X,X,X
SJILTZO,O,O,O,X,O,X,X
SJILTOZ,O,O,X,X,O,X,X
SJILZTO,O,O,O,X,O,X,X
SJILZOT,O,O,O,X,O,X,X
SJILOTZ,O,O,X,X,O,X,X
SJILOZT,O,O,O,X,O,X,X
SJIZTLO,O,O,O,O,X,X,X
SJIZTOL,O,O,X,O,X,X,X
SJIZLTO,O,O,O,X,X,X,X
SJIZLOT,O,O,O,X,X,X,X
SJIZOTL,O,O,X,O,X,X,X
SJIZOLT,O,O,O,X,X,X,X
SJIOTLZ,O,O,X,O,O,X,X
SJIOTZL,O,O,X,O,X,X,X
SJIOLTZ,O,O,X,X,O,X,X
SJIOLZT,O,O,O,X,O,X,X
SJIOZTL,O,O,X,O,X,X,X
SJIOZLT,O,O,O,X,X,X,X
SJLTIZO,O,O,O,X,O,X,X
SJLTIOZ,O,O,X,X,O,X,X
SJLTZIO,O,O,O,X,X,X,X
SJLTZOI,O,O,O,X,X,X,X
SJLTOIZ,O,O,X,X,O,X,X
SJLTOZI,O,O,X,X,X,X,X
SJLITZO,O,O,O,X,O,X,X
SJLITOZ,O,O,X,X,O,X,X
SJLIZTO,O,O,O,X,O,X,X
SJLIZOT,O,O,O,X,O,X,X
SJLIOTZ,O,O,X,X,O,X,X
SJLIOZT,O,O,O,X,O,X,X
SJLZTIO,O,O,O,X,X,X,X
SJLZTOI,O,O,O,X,X,X,X
SJLZITO,O,O,O,X,X,X,X
SJLZIOT,O,O,O,X,X,X,X
SJLZOTI,O,O,O,X,X,X,O
SJLZOIT,O,O,O,X,X,X,X
SJLOTIZ,O,O,O,X,O,X,O
SJLOTZI,O,O,O,X,X,X,O
SJLOITZ,O,O,O,X,O,X,X
SJLOIZT,O,O,O,X,O,X,X
SJLOZTI,O,O,O,X,X,X,O
SJLOZIT,O,O,O,X,X,X,X
SJZTILO,O,O,O,O,X,X,X
SJZTIOL,O,O,X,O,X,X,X
SJZTLIO,O,O,O,O,X,X,X
SJZTLOI,O,O,O,O,X,X,X
SJZTOIL,O,O,X,O,X,X,X
SJZTOLI,O,O,X,O,X,X,X
SJZITLO,O,O,O,O,X,X,X
SJZITOL,O,O,X,O,X,X,X
SJZILTO,O,O,O,X,X,X,X
SJZILOT,O,O,O,X,X,X,X
SJZIOTL,O,O,X,O,X,X,X
SJZIOLT,O,O,O,X,X,X,X
SJZLTIO,O,O,O,X,X,X,X
SJZLTOI,O,O,O,X,X,X,X
SJZLITO,O,O,O,X,X,X,X
SJZLIOT,O,O,O,X,X,X,X
SJZLOTI,O,O,O,X,X,X,O
SJZLOIT,O,O,O,X,X,X,X
SJZOTIL,O,O,O,O,X,X,X
SJZOTLI,O,O,O,O,X,X,X
SJZOITL,O,O,O,O,X,X,X
SJZOILT,O,O,O,X,X,X,X
SJZOLTI,O,O,O,X,X,X,O
SJZOLIT,O,O,O,X,X,X,X
SJOTILZ,O,O,O,O,O,X,X
SJOTIZL,O,O,O,O,X,X,X
SJOTLIZ,O,O,O,O,O,X,X
SJOTLZI,O,O,O,O,X,X,X
SJOTZIL,O,O,O,O,X,X,X
SJOTZLI,O,O,O,O,X,X,X
SJOITLZ,O,O,O,O,O,X,X
SJOITZL,O,O,O,O,X,X,X
SJOILTZ,O,O,O,X,O,X,X
SJOILZT,O,O,O,X,O,X,X
SJOIZTL,O,O,O,O,X,X,X
SJOIZLT,O,O,O,X,X,X,X
SJOLTIZ,O,O,O,X,O,X,O
SJOLTZI,O,O,O,X,X,X,O
SJOLITZ,O,O,O,X,O,X,X
SJOLIZT,O,O,O,X,O,X,X
SJOLZTI,O,O,O,X,X,X,O
SJOLZIT,O,O,O,X,X,X,X
SJOZTIL,O,O,O,O,X,X,X
SJOZTLI,O,O,O,O,X,X,X
SJOZITL,O,O,O,O,X,X,X
SJOZILT,O,O,O,X,X,X,X
SJOZLTI,O,O,O,X,X,X,O
SJOZLIT,O,O,O,X,X,X,X
SZTILJO,O,O,X,X,X,X,X
SZTILOJ,O,O,X,X,X,X,X
SZTIJLO,O,O,X,X,X,X,X
SZTIJOL,O,O,X,X,X,X,X
SZTIOLJ,O,O,X,X,X,X,X
SZTIOJL,O,O,X,X,X,X,X
SZTLIJO,O,O,X,X,X,X,X
SZTLIOJ,O,O,X,X,X,X,X
SZTLJIO,O,O,O,X,X,X,X
SZTLJOI,O,O,O,X,X,X,X
SZTLOIJ,O,O,X,X,X,X,O
SZTLOJI,O,O,O,X,X,X,O
SZTJILO,O,O,O,O,X,X,X
SZTJIOL,O,O,X,O,X,X,X
SZTJLIO,O,O,O,O,X,X,X
SZTJLOI,O,O,O,O,X,X,X
SZTJOIL,O,O,X,O,X,X,X
SZTJOLI,O,O,X,O,X,X,X
SZTOILJ,O,O,X,X,X,X,X
SZTOIJL,O,O,X,X,X,X,X
SZTOLIJ,O,O,X,X,X,X,O
SZTOLJI,O,O,O,X,X,X,O
SZTOJIL,O,O,O,O,X,X,X
SZTOJLI,O,O,O,O,X,X,X
SZITLJO,O,O,X,X,X,X,X
SZITLOJ,O,O,X,X,X,X,X
SZITJLO,O,O,X,X,X,X,X
SZITJOL,O,O,X,X,X,X,X
SZITOLJ,O,O,X,X,X,X,X
SZITOJL,O,O,X,X,X,X,X
SZILTJO,O,O,X,X,X,X,X
SZILTOJ,O,O,X,X,X,X,X
SZILJTO,O,O,O,X,X,X,X
SZILJOT,O,O,O,X,X,X,X
SZILOTJ,O,O,X,X,X,X,O
SZILOJT,O,O,O,X,X,X,X
SZIJTLO,O,O,O,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X
SZIJLTO,O,O,O,X,X,X,X
SZIJLOT,O,O,O,X,X,X,X
SZIJOTL,O,O,X,X,X,X,X
SZIJOLT,O,O,O,X,X,X,X
SZIOTLJ,O,O,X,X,X,X,X
SZIOTJL,O,O,X,X,X,X,X
SZIOLTJ,O,O,X,X,X,X,O
SZIOLJT,O,O,O,X,X,X,X
SZIOJTL,O,O,O,X,X,X,X
SZIOJLT,O,O,O,X,X,X,X
SZLTIJO,O,O,X,X,X,X,X
SZLTIOJ,O,O,X,X,X,X,X
SZLTJIO,O,O,O,X,X,X,X
SZLTJOI,O,O,O,X,X,X,X
SZLTOIJ,O,O,X,X,X,X,O
SZLTOJI,O,O,O,X,X,X,O
SZLITJO,O,O,X,X,X,X,X
SZLITOJ,O,O,X,X,X,X,X
SZLIJTO,O,O,O,X,X,X,X
SZLIJOT,O,O,O,X,X,X,X
SZLIOTJ,O,O,X,X,X,X,O
SZLIOJT,O,O,O,X,X,X,X
SZLJTIO,O,O,O,X,X,X,X
SZLJTOI,O,O,O,X,X,X,X
SZLJITO,O,O,O,X,X,X,X
SZLJIOT,O,O,O,X,X,X,X
SZLJOTI,O,O,O,X,X,X,O
SZLJOIT,O,O,O,X,X,X,X
SZLOTIJ,O,O,X,X,X,X,O
SZLOTJI,O,O,O,X,X,X,O
SZLOITJ,O,O,X,X,X,X,O
SZLOIJT,O,O,O,X,X,X,X
SZLOJTI,O,O,O,X,X,X,O
SZLOJIT,O,O,O,X,X,X,X
SZJTILO,O,O,O,O,X,X,X
SZJTIOL,O,O,X,O,X,X,X
SZJTLIO,O,O,O,O,X,X,X
SZJTLOI,O,O,O,O,X,X,X
SZJTOIL,O,O,X,O,X,X,X
SZJTOLI,O,O,X,O,X,X,X
SZJITLO,O,O,O,O,X,X,X
SZJITOL,O,O,X,O,X,X,X
SZJILTO,O,O,O,X,X,X,X
SZJILOT,O,O,O,X,X,X,X
SZJIOTL,O,O,X,O,X,X,X
SZJIOLT,O,O,O,X,X,X,X
SZJLTIO,O,O,O,X,X,X,X
SZJLTOI,O,O,O,X,X,X,X
SZJLITO,O,O,O,X,X,X,X
SZJLIOT,O,O,O,X,X,X,X
SZJLOTI,O,O,O,X,X,X,O
SZJLOIT,O,O,O,X,X,X,X
SZJOTIL,O,O,O,O,X,X,X
SZJOTLI,O,O,O,O,X,X,X
SZJOITL,O,O,O,O,X,X,X
SZJOILT,O,O,O,X,X,X,X
SZJOLTI,O,O,O,X,X,X,O
SZJOLIT,O,O,O,X,X,X,X
SZOTILJ,O,O,X,X,X,X,X
SZOTIJL,O,O,X,X,X,X,X
SZOTLIJ,O,O,X,X,X,X,O
SZOTLJI,O,O,O,X,X,X,O
SZOTJIL,O,O,O,O,X,X,X
SZOTJLI,O,O,O,O,X,X,X
SZOITLJ,O,O,X,X,X,X,X
SZOITJL,O,O,X,X,X,X,X
SZOILTJ,O,O,X,X,X,X,O
SZOILJT,O,O,O,X,X,X,X
SZOIJTL,O,O,O,X,X,X,X
SZOIJLT,O,O,O,X,X,X,X
SZOLTIJ,O,O,X,X,X,X,O
SZOLTJI,O,O,O,X,X,X,O
SZOLITJ,O,O,X,X,X,X,O
SZOLIJT,O,O,O,X,X,X,X
SZOLJTI,O,O,O,X,X,X,O
SZOLJIT,O,O,O,X,X,X,X
SZOJTIL,O,O,O,O,X,X,X
SZOJTLI,O,O,O,O,X,X,X
SZOJITL,O,O,O,O,X,X,X
SZOJILT,O,O,O,X,X,X,X
SZOJLTI,O,O,O,X,X,X,O
SZOJLIT,O,O,O,X,X,X,X
SOTILJZ,O,O,X,X,X,O,X
SOTILZJ,O,O,X,X,X,O,X
SOTIJLZ,O,O,X,X,X,X,X
SOTIJZL,O,O,X,X,X,X,X
SOTIZLJ,O,O,X,X,X,X,X
SOTIZJL,O,O,X,X,X,X,X
SOTLIJZ,O,O,X,X,X,O,O
SOTLIZJ,O,O,X,X,X,O,O
SOTLJIZ,O,O,O,X,O,X,O
SOTLJZI,O,O,O,X,X,X,O
SOTLZIJ,O,O,X,X,X,X,O
SOTLZJI,O,O,O,X,X,X,O
SOTJILZ,O,O,O,O,O,X,X
SOTJIZL,O,O,O,O,X,X,X
SOTJLIZ,O,O,O,O,O,X,X
SOTJLZI,O,O,O,O,X,X,X
SOTJZIL,O,O,O,O,X,X,X
SOTJZLI,O,O,O,O,X,X,X
SOTZILJ,O,O,X,X,X,X,X
SOTZIJL,O,O,X,X,X,X,X
SOTZLIJ,O,O,X,X,X,X,O
SOTZLJI,O,O,O,X,X,X,O
SOTZJIL,O,O,O,O,X,X,X
SOTZJLI,O,O,O,O,X,X,X
SOITLJZ,O,O,X,X,X,O,X
SOITLZJ,O,O,X,X,X,O,X
SOITJLZ,O,O,X,X,X,X,X
SOITJZL,O,O,X,X,X,X,X
SOITZLJ,O,O,X,X,X,X,X
SOITZJL,O,O,X,X,X,X,X
SOILTJZ,O,O,X,X,X,O,O
SOILTZJ,O,O,X,X,X,O,O
SOILJTZ,O,O,O,X,X,X,X
SOILJZT,O,O,O,X,X,X,X
SOILZTJ,O,O,X,X,X,X,O
SOILZJT,O,O,O,X,X,X,X
SOIJTLZ,O,O,O,X,X,X,X
SOIJTZL,O,O,O,X,X,X,X
SOIJLTZ,O,O,O,X,X,X,X
SOIJLZT,O,O,O,X,X,X,X
SOIJZTL,O,O,O,X,X,X,X
SOIJZLT,O,O,O,X,X,X,X
SOIZTLJ,O,O,X,X,X,X,X
SOIZTJL,O,O,X,X,X,X,X
SOIZLTJ,O,O,X,X,X,X,O
SOIZLJT,O,O,O,X,X,X,X
SOIZJTL,O,O,O,X,X,X,X
SOIZJLT,O,O,O,X,X,X,X
SOLTIJZ,O,O,X,X,X,O,O
SOLTIZJ,O,O,X,X,X,O,O
SOLTJIZ,O,O,O,X,O,X,O
SOLTJZI,O,O,O,X,X,X,O
SOLTZIJ,O,O,X,X,X,X,O
SOLTZJI,O,O,O,X,X,X,O
SOLITJZ,O,O,X,X,X,O,O
SOLITZJ,O,O,X,X,X,O,O
SOLIJTZ,O,O,O,X,X,X,X
SOLIJZT,O,O,O,X,X,X,X
SOLIZTJ,O,O,X,X,X,X,O
SOLIZJT,O,O,O,X,X,X,X
SOLJTIZ,O,O,O,X,O,X,O
SOLJTZI,O,O,O,X,X,X,O
SOLJITZ,O,O,O,X,O,X,X
SOLJIZT,O,O,O,X,O,X,X
SOLJZTI,O,O,O,X,X,X,O
SOLJZIT,O,O,O,X,X,X,X
SOLZTIJ,O,O,X,X,X,X,O
SOLZTJI,O,O,O,X,X,X,O
SOLZITJ,O,O,X,X,X,X,O
SOLZIJT,O,O,O,X,X,X,X
SOLZJTI,O,O,O,X,X,X,O
SOLZJIT,O,O,O,X,X,X,X
SOJTILZ,O,O,O,O,O,X,X
SOJTIZL,O,O,O,O,X,X,X
SOJTLIZ,O,O,O,O,O,X,X
SOJTLZI,O,O,O,O,X,X,X
SOJTZIL,O,O,O,O,X,X,X
SOJTZLI,O,O,O,O,X,X,X
SOJITLZ,O,O,O,O,O,X,X
SOJITZL,O,O,O,O,X,X,X
SOJILTZ,O,O,O,X,O,X,X
SOJILZT,O,O,O,X,O,X,X
SOJIZTL,O,O,O,O,X,X,X
SOJIZLT,O,O,O,X,X,X,X
SOJLTIZ,O,O,O,X,O,X,O
SOJLTZI,O,O,O,X,X,X,O
SOJLITZ,O,O,O,X,O,X,X
SOJLIZT,O,O,O,X,O,X,X
SOJLZTI,O,O,O,X,X,X,O
SOJLZIT,O,O,O,X,X,X,X
SOJZTIL,O,O,O,O,X,X,X
SOJZTLI,O,O,O,O,X,X,X
SOJZITL,O,O,O,O,X,X,X
SOJZILT,O,O,O,X,X,X,X
SOJZLTI,O,O,O,X,X,X,O
SOJZLIT,O,O,O,X,X,X,X
SOZTILJ,O,O,X,X,X,X,X
SOZTIJL,O,O,X,X,X,X,X
SOZTLIJ,O,O,X,X,X,X,O
SOZTLJI,O,O,O,X,X,X,O
SOZTJIL,O,O,O,O,X,X,X
SOZTJLI,O,O,O,O,X,X,X
SOZITLJ,O,O,X,X,X,X,X
SOZITJL,O,O,X,X,X,X,X
SOZILTJ,O,O,X,X,X,X,O
SOZILJT,O,O,O,X,X,X,X
SOZIJTL,O,O,O,X,X,X,X
SOZIJLT,O,O,O,X,X,X,X
SOZLTIJ,O,O,X,X,X,X,O
SOZLTJI,O,O,O,X,X,X,O
SOZLITJ,O,O,X,X,X,X,O
SOZLIJT,O,O,O,X,X,X,X
SOZLJTI,O,O,O,X,X,X,O
SOZLJIT,O,O,O,X,X,X,X
SOZJTIL,O,O,O,O,X,X,X
SOZJTLI,O,O,O,O,X,X,X
SOZJITL,O,O,O,O,X,X,X
SOZJILT,O,O,O,X,X,X,X
SOZJLTI,O,O,O,X,X,X,O
SOZJLIT,O,O,O,X,X,X,X
ZTILJSO,O,O,X,X,O,X,X
ZTILJOS,X,X,X,X,O,X,X
ZTILSJO,O,X,X,X,X,X,X
ZTILSOJ,O,X,X,X,X,X,X
ZTILOJS,X,X,X,X,X,O,X
ZTILOSJ,O,X,X,X,X,O,X
ZTIJLSO,O,O,X,O,O,X,X
ZTIJLOS,X,X,X,O,O,X,X
ZTIJSLO,O,O,X,O,X,X,X
ZTIJSOL,O,O,X,O,X,X,X
ZTIJOLS,X,X,X,O,O,X,X
ZTIJOSL,X,X,X,O,X,X,X
ZTISLJO,O,O,X,X,X,X,X
ZTISLOJ,O,O,X,X,X,X,X
ZTISJLO,O,O,X,X,X,X,X
ZTISJOL,O,O,X,X,X,X,X
ZTISOLJ,O,O,X,X,X,X,X
ZTISOJL,O,O,X,X,X,X,X
ZTIOLJS,X,X,X,X,X,O,X
ZTIOLSJ,O,X,X,X,X,O,X
ZTIOJLS,X,X,X,O,X,X,X
ZTIOJSL,X,X,X,O,X,X,X
ZTIOSLJ,O,X,X,X,X,X,X
ZTIOSJL,O,X,X,X,X,X,X
ZTLIJSO,O,O,X,X,O,X,X
ZTLIJOS,X,X,X,X,O,X,X
ZTLISJO,O,X,X,X,X,X,X
ZTLISOJ,O,X,X,X,X,X,X
ZTLIOJS,X,X,X,X,X,O,X
ZTLIOSJ,O,X,X,X,X,O,X
ZTLJISO,O,O,O,O,O,X,X
ZTLJIOS,X,X,X,O,O,X,X
ZTLJSIO,O,O,O,O,X,X,X
ZTLJSOI,O,O,O,O,X,X,X
ZTLJOIS,X,X,X,O,O,X,X
ZTLJOSI,X,X,X,O,X,X,X
ZTLSIJO,O,X,X,X,X,X,X
ZTLSIOJ,O,X,X,X,X,X,X
ZTLSJIO,O,X,O,X,X,X,X
ZTLSJOI,O,X,O,X,X,X,X
ZTLSOIJ,O,X,X,X,X,X,O
ZTLSOJI,O,X,O,X,X,X,O
ZTLOIJS,X,X,X,X,X,O,X
ZTLOISJ,O,X,X,X,X,O,X
ZTLOJIS,X,X,O,O,O,X,X
ZTLOJSI,X,X,O,O,X,X,X
ZTLOSIJ,O,X,X,X,X,X,O
ZTLOSJI,O,X,O,X,X,X,O
ZTJILSO,O,O,O,O,O,X,X
ZTJILOS,X,X,X,O,O,X,X
ZTJISLO,O,O,O,O,X,X,X
ZTJISOL,O,O,X,O,X,X,X
ZTJIOLS,X,X,X,O,O,X,X
ZTJIOSL,X,X,X,O,X,X,X
ZTJLISO,O,O,O,O,O,X,X
ZTJLIOS,X,X,X,O,O,X,X
ZTJLSIO,O,O,O,O,X,X,X
ZTJLSOI,O,O,O,O,X,X,X
ZTJLOIS,X,X,X,O,O,X,X
ZTJLOSI,X,X,X,O,X,X,X
ZTJSILO,O,O,O,O,X,X,X
ZTJSIOL,O,O,X,O,X,X,X
ZTJSLIO,O,O,O,O,X,X,X
ZTJSLOI,O,O,O,O,X,X,X
ZTJSOIL,O,O,X,O,X,X,X
ZTJSOLI,O,O,X,O,X,X,X
ZTJOILS,X,X,X,O,O,X,X
ZTJOISL,X,X,X,O,X,X,X
ZTJOLIS,X,X,X,O,O,X,X
ZTJOLSI,X,X,X,O,X,X,X
ZTJOSIL,X,X,X,O,X,X,X
ZTJOSLI,X,X,X,O,X,X,X
ZTSILJO,O,O,X,X,X,X,X
ZTSILOJ,O,O,X,X,X,X,X
ZTSIJLO,O,O,X,X,X,X,X
ZTSIJOL,O,O,X,X,X,X,X
ZTSIOLJ,O,O,X,X,X,X,X
ZTSIOJL,O,O,X,X,X,X,X
ZTSLIJO,O,O,X,X,X,X,X
ZTSLIOJ,O,O,X,X,X,X,X
ZTSLJIO,O,O,O,X,X,X,X
ZTSLJOI,O,O,O,X,X,X,X
ZTSLOIJ,O,O,X,X,X,X,O
ZTSLOJI,O,O,O,X,X,X,O
ZTSJILO,O,O,O,O,X,X,X
ZTSJIOL,O,O,X,O,X,X,X
ZTSJLIO,O,O,O,O,X,X,X
ZTSJLOI,O,O,O,O,X,X,X
ZTSJOIL,O,O,X,O,X,X,X
ZTSJOLI,O,O,X,O,X,X,X
ZTSOILJ,O,O,X,X,X,X,X
ZTSOIJL,O,O,X,X,X,X,X
ZTSOLIJ,O,O,X,X,X,X,O
ZTSOLJI,O,O,O,X,X,X,O
