sequence,v115@HhA8IeF8DeB8CeC8Lel/IvhF3gBzhBGjBxsByvBUtB,v115@HhA8IeF8DeB8CeC8Le0/IvhFlgBfnBxiBznB+tByvB,v115@HhA8IeF8DeB8CeC8Lel/IvhFymBziB5oBmsBcqBXrB,v115@HhA8IeF8DeB8CeC8Le0/IvhFmgBzhBxsBftB6tB1vB,v115@HhA8IeF8DeB8CeC8Lel/IvhFzgBfnBxiBStB2vBUtB,v115@HhA8IeF8DeB8CeC8Le0/IvhFzgBfnB5oBatBlnB2vB,v115@HhA8IeF8DeB8CeC8Lel/IvhFymBziBxsBcqB+tBXrB,v115@HhA8IeF8DeB8CeC8Lel/IvhFRiBSoBUnBTtBmqB3qB,v115@HhA8IeF8DeB8CeC8Le0/IvhFmgBfnBxiBCoBTtB1vB
LZSOJIT,X,X,X,X,O,O,X,X,O
LZOTIJS,X,X,X,X,X,X,X,O,X
LZOTISJ,X,X,X,X,X,O,X,O,X
LZOTJIS,X,X,X,X,X,X,X,O,X
LZOTJSI,X,X,X,X,X,X,X,O,X
LZOTSIJ,X,X,X,X,O,O,X,O,O
LZOTSJI,X,X,X,X,O,X,X,O,O
LZOITJS,X,X,X,O,X,X,X,O,X
LZOITSJ,X,X,X,O,X,O,X,O,X
LZOIJTS,X,X,X,X,X,X,X,O,X
LZOIJST,X,X,X,X,X,O,X,O,X
LZOISTJ,X,X,X,O,X,O,X,O,O
LZOISJT,X,X,X,O,X,O,X,O,O
LZOJTIS,X,X,X,X,X,X,X,O,X
LZOJTSI,X,X,X,X,X,X,X,O,X
LZOJITS,X,X,X,X,X,X,X,O,X
LZOJIST,X,X,X,X,X,O,X,O,X
LZOJSTI,X,X,X,X,X,X,X,O,O
LZOJSIT,X,X,X,X,X,O,X,O,O
LZOSTIJ,X,X,X,X,O,O,X,O,O
LZOSTJI,X,X,X,X,O,X,X,O,O
LZOSITJ,X,X,X,X,O,O,X,O,O
LZOSIJT,X,X,X,X,O,O,X,O,O
LZOSJTI,X,X,X,X,O,X,X,O,O
LZOSJIT,X,X,X,X,O,O,X,O,O
LOTIJSZ,O,X,O,X,X,X,O,X,X
LOTIJZS,O,X,O,X,X,X,O,X,X
LOTISJZ,O,X,X,X,O,X,X,X,X
LOTISZJ,O,X,X,X,O,O,X,X,X
LOTIZJS,O,X,X,X,X,X,O,O,X
LOTIZSJ,O,X,X,X,X,O,X,O,X
LOTJISZ,X,X,O,X,X,X,X,X,X
LOTJIZS,X,X,O,X,X,X,X,X,X
LOTJSIZ,X,X,O,X,O,X,X,X,X
LOTJSZI,X,X,X,X,O,X,X,X,X
LOTJZIS,X,X,O,X,X,X,X,O,X
LOTJZSI,X,X,X,X,X,X,X,O,X
LOTSIJZ,X,X,X,X,O,X,X,X,O
LOTSIZJ,O,X,X,X,O,O,X,X,O
LOTSJIZ,X,X,X,X,O,X,X,X,O
LOTSJZI,X,X,X,X,O,X,X,X,O
LOTSZIJ,X,X,X,X,O,O,X,O,O
LOTSZJI,X,X,X,X,O,X,X,O,O
LOTZIJS,X,X,X,X,X,X,X,O,X
LOTZISJ,X,X,X,X,X,O,X,O,X
LOTZJIS,X,X,X,X,X,X,X,O,X
LOTZJSI,X,X,X,X,X,X,X,O,X
LOTZSIJ,X,X,X,X,O,O,X,O,O
LOTZSJI,X,X,X,X,O,X,X,O,O
LOITJSZ,O,X,O,O,X,X,O,X,X
LOITJZS,O,X,O,O,X,X,O,X,X
LOITSJZ,O,X,X,O,O,X,X,X,X
LOITSZJ,O,X,X,O,O,O,X,X,X
LOITZJS,O,X,X,O,X,X,O,O,X
LOITZSJ,O,X,X,O,X,O,X,O,X
LOIJTSZ,O,X,O,X,X,X,O,X,X
LOIJTZS,O,X,O,X,X,X,O,X,X
LOIJSTZ,O,X,O,X,X,X,O,X,X
LOIJSZT,O,X,O,X,X,O,O,X,X
LOIJZTS,O,X,O,X,X,X,O,X,X
LOIJZST,O,X,O,X,X,O,O,X,X
LOISTJZ,O,X,X,O,O,X,X,X,O
LOISTZJ,O,X,X,O,O,O,X,X,O
LOISJTZ,O,X,X,O,O,X,X,X,O
LOISJZT,O,X,X,O,X,O,X,X,O
LOISZTJ,O,X,X,O,O,O,X,X,O
LOISZJT,O,X,X,O,O,O,X,X,O
LOIZTJS,O,X,X,O,X,X,O,O,X
LOIZTSJ,O,X,X,O,X,O,X,O,X
LOIZJTS,O,X,X,X,X,X,O,O,X
LOIZJST,O,X,X,X,X,O,O,O,X
LOIZSTJ,O,X,X,O,X,O,X,O,O
LOIZSJT,O,X,X,O,X,O,X,O,O
LOJTISZ,X,X,O,X,X,X,X,X,X
LOJTIZS,X,X,O,X,X,X,X,X,X
LOJTSIZ,X,X,O,X,O,X,X,X,X
LOJTSZI,X,X,X,X,O,X,X,X,X
LOJTZIS,X,X,O,X,X,X,X,O,X
LOJTZSI,X,X,X,X,X,X,X,O,X
LOJITSZ,X,X,O,X,X,X,X,X,X
LOJITZS,X,X,O,X,X,X,X,X,X
LOJISTZ,X,X,O,X,X,X,X,X,X
LOJISZT,X,X,O,X,X,O,X,X,X
LOJIZTS,X,X,O,X,X,X,X,X,X
LOJIZST,X,X,O,X,X,O,X,X,X
LOJSTIZ,X,X,O,X,O,X,X,X,O
LOJSTZI,X,X,X,X,O,X,X,X,O
LOJSITZ,X,X,O,X,O,X,X,X,O
LOJSIZT,X,X,O,X,X,O,X,X,O
LOJSZTI,X,X,X,X,O,X,X,X,O
LOJSZIT,X,X,X,X,O,O,X,X,O
LOJZTIS,X,X,O,X,X,X,X,O,X
LOJZTSI,X,X,X,X,X,X,X,O,X
LOJZITS,X,X,O,X,X,X,X,O,X
LOJZIST,X,X,O,X,X,O,X,O,X
LOJZSTI,X,X,X,X,X,X,X,O,O
LOJZSIT,X,X,X,X,X,O,X,O,O
LOSTIJZ,X,X,X,X,O,X,X,X,O
LOSTIZJ,O,X,X,X,O,O,X,X,O
LOSTJIZ,X,X,X,X,O,X,X,X,O
LOSTJZI,X,X,X,X,O,X,X,X,O
LOSTZIJ,X,X,X,X,O,O,X,O,O
LOSTZJI,X,X,X,X,O,X,X,O,O
LOSITJZ,X,X,X,X,O,X,X,X,O
LOSITZJ,O,X,X,X,O,O,X,X,O
LOSIJTZ,X,X,X,X,O,X,X,X,O
LOSIJZT,X,X,X,X,O,O,X,X,O
LOSIZTJ,O,X,X,X,O,O,X,X,O
LOSIZJT,O,X,X,X,O,O,X,X,O
LOSJTIZ,X,X,X,X,O,X,X,X,O
LOSJTZI,X,X,X,X,O,X,X,X,O
LOSJITZ,X,X,X,X,O,X,X,X,O
LOSJIZT,X,X,X,X,O,O,X,X,O
LOSJZTI,X,X,X,X,O,X,X,X,O
LOSJZIT,X,X,X,X,O,O,X,X,O
LOSZTIJ,X,X,X,X,O,O,X,O,O
LOSZTJI,X,X,X,X,O,X,X,O,O
LOSZITJ,X,X,X,X,O,O,X,O,O
LOSZIJT,X,X,X,X,O,O,X,O,O
LOSZJTI,X,X,X,X,O,X,X,O,O
LOSZJIT,X,X,X,X,O,O,X,O,O
LOZTIJS,X,X,X,X,X,X,X,O,X
LOZTISJ,X,X,X,X,X,O,X,O,X
LOZTJIS,X,X,X,X,X,X,X,O,X
LOZTJSI,X,X,X,X,X,X,X,O,X
LOZTSIJ,X,X,X,X,O,O,X,O,O
LOZTSJI,X,X,X,X,O,X,X,O,O
LOZITJS,X,X,X,O,X,X,X,O,X
LOZITSJ,X,X,X,O,X,O,X,O,X
LOZIJTS,X,X,X,X,X,X,X,O,X
LOZIJST,X,X,X,X,X,O,X,O,X
LOZISTJ,X,X,X,O,X,O,X,O,O
LOZISJT,X,X,X,O,X,O,X,O,O
LOZJTIS,X,X,X,X,X,X,X,O,X
LOZJTSI,X,X,X,X,X,X,X,O,X
LOZJITS,X,X,X,X,X,X,X,O,X
LOZJIST,X,X,X,X,X,O,X,O,X
LOZJSTI,X,X,X,X,X,X,X,O,O
LOZJSIT,X,X,X,X,X,O,X,O,O
LOZSTIJ,X,X,X,X,O,O,X,O,O
LOZSTJI,X,X,X,X,O,X,X,O,O
LOZSITJ,X,X,X,X,O,O,X,O,O
LOZSIJT,X,X,X,X,O,O,X,O,O
LOZSJTI,X,X,X,X,O,X,X,O,O
LOZSJIT,X,X,X,X,O,O,X,O,O
JTILSZO,O,X,O,X,X,X,O,X,X
JTILSOZ,O,X,O,X,X,X,O,X,X
JTILZSO,O,X,O,X,X,X,O,X,X
JTILZOS,O,X,O,X,X,X,O,X,X
JTILOSZ,O,X,O,X,X,X,O,X,X
JTILOZS,O,X,O,X,X,X,O,X,X
JTISLZO,X,O,O,X,X,X,O,X,X
JTISLOZ,X,X,O,X,X,X,O,X,X
JTISZLO,X,O,O,X,X,X,O,X,X
JTISZOL,X,O,O,X,X,X,O,X,X
JTISOLZ,X,O,O,X,X,X,O,X,X
JTISOZL,X,O,O,X,X,X,O,X,X
JTIZLSO,O,X,O,X,X,X,O,X,X
JTIZLOS,O,X,O,X,X,X,O,X,X
JTIZSLO,O,O,O,X,X,X,O,X,X
JTIZSOL,O,O,O,X,X,X,O,X,X
JTIZOLS,O,X,O,X,X,X,O,X,X
JTIZOSL,O,O,O,X,X,X,O,X,X
JTIOLSZ,O,X,O,X,X,X,O,X,X
JTIOLZS,O,X,O,X,X,X,O,X,X
JTIOSLZ,X,O,O,X,X,X,O,X,X
JTIOSZL,X,O,O,X,X,X,O,X,X
JTIOZLS,O,X,O,X,X,X,O,X,X
JTIOZSL,O,O,O,X,X,X,O,X,X
JTLISZO,X,X,O,X,X,X,O,X,X
JTLISOZ,X,X,O,X,X,X,O,X,X
JTLIZSO,X,X,O,X,X,X,O,X,X
JTLIZOS,X,X,O,X,X,X,O,X,X
JTLIOSZ,X,X,O,X,X,X,O,X,X
JTLIOZS,X,X,O,X,X,X,O,X,X
JTLSIZO,X,O,O,X,O,X,X,X,X
JTLSIOZ,X,X,O,X,O,X,X,X,X
JTLSZIO,X,O,X,X,O,X,X,X,X
JTLSZOI,X,O,X,X,O,X,X,X,X
JTLSOIZ,X,O,O,X,O,X,X,X,X
JTLSOZI,X,O,X,X,O,X,X,X,X
JTLZISO,X,X,O,X,X,X,X,X,X
JTLZIOS,X,X,O,X,X,X,X,X,X
JTLZSIO,X,O,X,X,X,X,X,X,X
JTLZSOI,X,O,X,X,X,X,X,X,X
JTLZOIS,X,X,O,X,X,X,X,X,X
JTLZOSI,X,O,X,X,X,X,X,X,X
JTLOISZ,X,X,O,X,X,X,X,X,X
JTLOIZS,X,X,O,X,X,X,X,X,X
JTLOSIZ,X,O,O,X,O,X,X,X,X
JTLOSZI,X,O,X,X,O,X,X,X,X
JTLOZIS,X,X,O,X,X,X,X,X,X
JTLOZSI,X,O,X,X,X,X,X,X,X
JTSILZO,X,O,O,X,X,X,X,X,X
JTSILOZ,X,X,O,X,X,X,X,X,X
JTSIZLO,O,O,O,X,X,X,X,X,X
JTSIZOL,O,O,O,X,X,X,X,X,X
JTSIOLZ,X,O,O,X,O,X,X,X,X
JTSIOZL,O,O,O,X,X,X,X,X,X
JTSLIZO,X,O,O,X,O,X,X,X,X
JTSLIOZ,X,X,O,X,O,X,X,X,X
JTSLZIO,X,O,X,X,O,X,X,X,X
JTSLZOI,X,O,X,X,O,X,X,X,X
JTSLOIZ,X,O,O,X,O,X,X,X,X
JTSLOZI,X,O,X,X,O,X,X,X,X
JTSZILO,X,O,X,X,X,X,X,X,X
JTSZIOL,X,O,X,X,X,X,X,X,X
JTSZLIO,X,O,X,X,X,X,X,X,X
JTSZLOI,X,O,X,X,X,X,X,X,X
JTSZOIL,X,O,X,X,X,X,X,X,X
JTSZOLI,X,O,X,X,X,X,X,X,X
JTSOILZ,X,O,O,X,O,X,X,X,X
JTSOIZL,O,O,O,X,X,X,X,X,X
JTSOLIZ,X,O,O,X,O,X,X,X,X
JTSOLZI,X,O,X,X,O,X,X,X,X
JTSOZIL,X,O,X,X,X,X,X,X,X
JTSOZLI,X,O,X,X,X,X,X,X,X
JTZILSO,X,X,O,X,X,X,X,X,X
JTZILOS,X,X,O,X,X,X,X,X,X
JTZISLO,X,O,O,X,X,X,X,X,X
JTZISOL,X,O,O,X,X,X,X,X,X
JTZIOLS,X,X,O,X,X,X,X,X,X
JTZIOSL,X,O,O,X,X,X,X,X,X
JTZLISO,X,X,O,X,X,X,X,X,X
JTZLIOS,X,X,O,X,X,X,X,X,X
JTZLSIO,X,O,X,X,X,X,X,X,X
JTZLSOI,X,O,X,X,X,X,X,X,X
JTZLOIS,X,X,O,X,X,X,X,X,X
JTZLOSI,X,O,X,X,X,X,X,X,X
JTZSILO,X,O,X,X,X,X,X,X,X
JTZSIOL,X,O,X,X,X,X,X,X,X
JTZSLIO,X,O,X,X,X,X,X,X,X
JTZSLOI,X,O,X,X,X,X,X,X,X
JTZSOIL,X,O,X,X,X,X,X,X,X
JTZSOLI,X,O,X,X,X,X,X,X,X
JTZOILS,X,X,O,X,X,X,X,O,X
JTZOISL,X,O,O,X,X,X,X,O,X
JTZOLIS,X,X,O,X,X,X,X,O,X
JTZOLSI,X,O,X,X,X,X,X,O,X
JTZOSIL,X,O,X,X,X,X,X,O,X
JTZOSLI,X,O,X,X,X,X,X,O,X
JTOILSZ,O,X,O,X,X,X,X,X,X
JTOILZS,O,X,O,X,X,X,X,X,X
JTOISLZ,X,O,O,X,X,X,X,X,X
JTOISZL,X,O,O,X,X,X,X,X,X
JTOIZLS,O,X,O,X,X,X,X,X,X
JTOIZSL,O,O,O,X,X,X,X,X,X
JTOLISZ,X,X,O,X,X,X,X,X,X
JTOLIZS,X,X,O,X,X,X,X,X,X
JTOLSIZ,X,O,O,X,O,X,X,X,X
JTOLSZI,X,O,X,X,O,X,X,X,X
JTOLZIS,X,X,O,X,X,X,X,O,X
JTOLZSI,X,O,X,X,X,X,X,O,X
JTOSILZ,X,O,O,X,O,X,X,X,X
JTOSIZL,O,O,O,X,X,X,X,X,X
JTOSLIZ,X,O,O,X,O,X,X,X,X
JTOSLZI,X,O,X,X,O,X,X,X,X
JTOSZIL,X,O,X,X,X,X,X,X,X
JTOSZLI,X,O,X,X,X,X,X,X,X
JTOZILS,X,X,O,X,X,X,X,O,X
JTOZISL,X,O,O,X,X,X,X,O,X
JTOZLIS,X,X,O,X,X,X,X,O,X
JTOZLSI,X,O,X,X,X,X,X,O,X
JTOZSIL,X,O,X,X,X,X,X,O,X
JTOZSLI,X,O,X,X,X,X,X,O,X
JITLSZO,O,X,O,O,X,X,O,X,X
JITLSOZ,O,X,O,O,X,X,O,X,X
JITLZSO,O,X,O,O,X,X,O,X,X
JITLZOS,O,X,O,O,X,X,O,X,X
JITLOSZ,O,X,O,O,X,X,O,X,X
JITLOZS,O,X,O,O,X,X,O,X,X
JITSLZO,X,O,O,O,X,X,O,X,X
JITSLOZ,X,X,O,O,X,X,O,X,X
JITSZLO,X,O,O,O,X,X,O,X,X
JITSZOL,X,O,O,O,X,X,O,X,X
JITSOLZ,X,O,O,O,X,X,O,X,X
JITSOZL,X,O,O,O,X,X,O,X,X
JITZLSO,O,X,O,O,X,X,O,X,X
JITZLOS,O,X,O,O,X,X,O,X,X
JITZSLO,O,O,O,O,X,X,O,X,X
JITZSOL,O,O,O,O,X,X,O,X,X
JITZOLS,O,X,O,O,X,X,O,X,X
JITZOSL,O,O,O,O,X,X,O,X,X
JITOLSZ,O,X,O,O,X,X,O,X,X
JITOLZS,O,X,O,O,X,X,O,X,X
JITOSLZ,X,O,O,O,X,X,O,X,X
JITOSZL,X,O,O,O,X,X,O,X,X
JITOZLS,O,X,O,O,X,X,O,X,X
JITOZSL,O,O,O,O,X,X,O,X,X
JILTSZO,O,X,O,X,X,X,O,X,X
JILTSOZ,O,X,O,X,X,X,O,X,X
JILTZSO,O,X,O,X,X,X,O,X,X
JILTZOS,O,X,O,X,X,X,O,X,X
JILTOSZ,O,X,O,X,X,X,O,X,X
JILTOZS,O,X,O,X,X,X,O,X,X
JILSTZO,O,X,O,X,X,X,O,X,X
JILSTOZ,O,X,O,X,X,X,O,X,X
JILSZTO,O,X,O,X,X,X,O,X,X
JILSZOT,O,X,O,X,X,O,O,X,X
JILSOTZ,O,X,O,X,X,X,O,X,X
JILSOZT,O,X,O,X,X,O,O,X,X
JILZTSO,O,X,O,X,X,X,O,X,X
JILZTOS,O,X,O,X,X,X,O,X,X
JILZSTO,O,X,O,X,X,X,O,X,X
JILZSOT,O,X,O,X,X,O,O,X,X
JILZOTS,O,X,O,X,X,X,O,X,X
JILZOST,O,X,O,X,X,O,O,X,X
JILOTSZ,O,X,O,X,X,X,O,X,X
JILOTZS,O,X,O,X,X,X,O,X,X
JILOSTZ,O,X,O,X,X,X,O,X,X
JILOSZT,O,X,O,X,X,O,O,X,X
JILOZTS,O,X,O,X,X,X,O,X,X
JILOZST,O,X,O,X,X,O,O,X,X
JISTLZO,X,O,O,O,X,X,O,X,X
JISTLOZ,X,X,O,O,X,X,O,X,X
JISTZLO,X,O,O,O,X,X,O,X,X
JISTZOL,X,O,O,O,X,X,O,X,X
JISTOLZ,X,O,O,O,X,X,O,X,X
JISTOZL,X,O,O,O,X,X,O,X,X
JISLTZO,X,O,O,O,X,X,O,X,X
JISLTOZ,X,X,O,O,X,X,O,X,X
JISLZTO,X,O,O,X,X,X,O,X,X
JISLZOT,X,X,O,O,X,O,O,X,X
JISLOTZ,X,X,O,O,X,X,O,X,X
JISLOZT,X,X,O,O,X,O,O,X,X
JISZTLO,X,O,O,X,X,X,O,X,X
JISZTOL,X,O,O,X,X,X,O,X,X
JISZLTO,X,O,O,X,X,X,O,X,X
JISZLOT,X,X,O,O,X,O,O,X,X
JISZOTL,X,O,O,O,X,X,O,X,X
JISZOLT,X,O,O,O,X,O,O,X,X
JISOTLZ,X,O,O,O,X,X,O,X,X
JISOTZL,X,O,O,O,X,X,O,X,X
JISOLTZ,X,O,O,O,X,X,O,X,X
JISOLZT,X,O,O,O,X,O,O,X,X
JISOZTL,X,O,O,O,X,X,O,X,X
JISOZLT,X,O,O,O,X,O,O,X,X
JIZTLSO,O,X,O,X,X,X,O,X,X
JIZTLOS,O,X,O,X,X,X,O,X,X
JIZTSLO,O,O,O,X,X,X,O,X,X
JIZTSOL,O,O,O,X,X,X,O,X,X
JIZTOLS,O,X,O,X,X,X,O,X,X
JIZTOSL,O,O,O,X,X,X,O,X,X
JIZLTSO,O,X,O,X,X,X,O,X,X
JIZLTOS,O,X,O,X,X,X,O,X,X
JIZLSTO,O,X,O,X,X,X,O,X,X
JIZLSOT,O,X,O,X,X,O,O,X,X
JIZLOTS,O,X,O,X,X,X,O,X,X
JIZLOST,O,X,O,X,X,O,O,X,X
JIZSTLO,O,O,O,X,X,X,O,X,X
JIZSTOL,O,O,O,X,X,X,O,X,X
JIZSLTO,O,O,O,X,X,X,O,X,X
JIZSLOT,O,X,O,O,X,O,O,X,X
JIZSOTL,O,O,O,O,X,X,O,X,X
JIZSOLT,O,O,O,O,X,O,O,X,X
JIZOTLS,O,X,O,O,X,X,O,X,X
JIZOTSL,O,O,O,O,X,X,O,X,X
JIZOLTS,O,X,O,X,X,X,O,X,X
JIZOLST,O,X,O,X,X,O,O,X,X
JIZOSTL,O,O,O,O,X,X,O,X,X
JIZOSLT,O,O,O,O,X,O,O,X,X
JIOTLSZ,O,X,O,O,X,X,O,X,X
JIOTLZS,O,X,O,O,X,X,O,X,X
JIOTSLZ,X,O,O,O,X,X,O,X,X
JIOTSZL,X,O,O,O,X,X,O,X,X
JIOTZLS,O,X,O,O,X,X,O,X,X
JIOTZSL,O,O,O,O,X,X,O,X,X
JIOLTSZ,O,X,O,X,X,X,O,X,X
JIOLTZS,O,X,O,X,X,X,O,X,X
JIOLSTZ,O,X,O,X,X,X,O,X,X
JIOLSZT,O,X,O,X,X,O,O,X,X
JIOLZTS,O,X,O,X,X,X,O,X,X
JIOLZST,O,X,O,X,X,O,O,X,X
JIOSTLZ,X,O,O,O,X,X,O,X,X
JIOSTZL,X,O,O,O,X,X,O,X,X
JIOSLTZ,X,O,O,O,X,X,O,X,X
JIOSLZT,X,O,O,O,X,O,O,X,X
JIOSZTL,X,O,O,O,X,X,O,X,X
JIOSZLT,X,O,O,O,X,O,O,X,X
JIOZTLS,O,X,O,O,X,X,O,X,X
JIOZTSL,O,O,O,O,X,X,O,X,X
JIOZLTS,O,X,O,X,X,X,O,X,X
JIOZLST,O,X,O,X,X,O,O,X,X
JIOZSTL,O,O,O,O,X,X,O,X,X
JIOZSLT,O,O,O,O,X,O,O,X,X
JLTISZO,X,X,O,X,X,X,O,X,X
JLTISOZ,X,X,O,X,X,X,O,X,X
JLTIZSO,X,X,O,X,X,X,O,X,X
JLTIZOS,X,X,O,X,X,X,O,X,X
JLTIOSZ,X,X,O,X,X,X,O,X,X
JLTIOZS,X,X,O,X,X,X,O,X,X
JLTSIZO,X,O,O,X,O,X,X,X,X
JLTSIOZ,X,X,O,X,O,X,X,X,X
JLTSZIO,X,O,X,X,O,X,X,X,X
JLTSZOI,X,O,X,X,O,X,X,X,X
JLTSOIZ,X,O,O,X,O,X,X,X,X
JLTSOZI,X,O,X,X,O,X,X,X,X
JLTZISO,X,X,O,X,X,X,X,X,X
JLTZIOS,X,X,O,X,X,X,X,X,X
JLTZSIO,X,O,X,X,X,X,X,X,X
JLTZSOI,X,O,X,X,X,X,X,X,X
JLTZOIS,X,X,O,X,X,X,X,X,X
JLTZOSI,X,O,X,X,X,X,X,X,X
JLTOISZ,X,X,O,X,X,X,X,X,X
JLTOIZS,X,X,O,X,X,X,X,X,X
JLTOSIZ,X,O,O,X,O,X,X,X,X
JLTOSZI,X,O,X,X,O,X,X,X,X
JLTOZIS,X,X,O,X,X,X,X,X,X
JLTOZSI,X,O,X,X,X,X,X,X,X
JLITSZO,X,X,O,X,X,X,O,X,X
JLITSOZ,X,X,O,X,X,X,O,X,X
JLITZSO,X,X,O,X,X,X,O,X,X
JLITZOS,X,X,O,X,X,X,O,X,X
JLITOSZ,X,X,O,X,X,X,O,X,X
JLITOZS,X,X,O,X,X,X,O,X,X
JLISTZO,X,X,O,X,X,X,O,X,X
JLISTOZ,X,X,O,X,X,X,O,X,X
JLISZTO,X,X,O,X,X,X,O,X,X
JLISZOT,X,X,O,X,X,O,O,X,X
JLISOTZ,X,X,O,X,X,X,O,X,X
JLISOZT,X,X,O,X,X,O,O,X,X
JLIZTSO,X,X,O,X,X,X,O,X,X
JLIZTOS,X,X,O,X,X,X,O,X,X
JLIZSTO,X,X,O,X,X,X,O,X,X
JLIZSOT,X,X,O,X,X,O,O,X,X
JLIZOTS,X,X,O,X,X,X,O,X,X
JLIZOST,X,X,O,X,X,O,O,X,X
JLIOTSZ,X,X,O,X,X,X,O,X,X
JLIOTZS,X,X,O,X,X,X,O,X,X
JLIOSTZ,X,X,O,X,X,X,O,X,X
JLIOSZT,X,X,O,X,X,O,O,X,X
JLIOZTS,X,X,O,X,X,X,O,X,X
JLIOZST,X,X,O,X,X,O,O,X,X
JLSTIZO,X,O,O,X,O,X,X,X,X
JLSTIOZ,X,X,O,X,O,X,X,X,X
JLSTZIO,X,O,X,X,O,X,X,X,X
JLSTZOI,X,O,X,X,O,X,X,X,X
JLSTOIZ,X,O,O,X,O,X,X,X,X
JLSTOZI,X,O,X,X,O,X,X,X,X
JLSITZO,X,O,O,X,O,X,X,X,X
JLSITOZ,X,X,O,X,O,X,X,X,X
JLSIZTO,X,O,O,X,O,X,X,X,X
JLSIZOT,X,X,O,X,O,O,X,X,X
JLSIOTZ,X,X,O,X,O,X,X,X,X
JLSIOZT,X,X,O,X,O,O,X,X,X
JLSZTIO,X,O,X,X,O,X,X,X,X
JLSZTOI,X,O,X,X,O,X,X,X,X
JLSZITO,X,O,X,X,O,X,X,X,X
JLSZIOT,X,X,X,X,O,O,X,X,X
JLSZOTI,X,O,X,X,O,X,X,X,X
JLSZOIT,X,O,X,X,O,O,X,X,X
JLSOTIZ,X,O,O,X,O,X,X,X,X
JLSOTZI,X,O,X,X,O,X,X,X,X
JLSOITZ,X,O,O,X,O,X,X,X,X
JLSOIZT,X,O,O,X,O,O,X,X,X
JLSOZTI,X,O,X,X,O,X,X,X,X
JLSOZIT,X,O,X,X,O,O,X,X,X
JLZTISO,X,X,O,X,X,X,X,X,X
JLZTIOS,X,X,O,X,X,X,X,X,X
JLZTSIO,X,O,X,X,X,X,X,X,X
JLZTSOI,X,O,X,X,X,X,X,X,X
JLZTOIS,X,X,O,X,X,X,X,X,X
JLZTOSI,X,O,X,X,X,X,X,X,X
JLZITSO,X,X,O,X,X,X,X,X,X
JLZITOS,X,X,O,X,X,X,X,X,X
JLZISTO,X,X,O,X,X,X,X,X,X
JLZISOT,X,X,O,X,X,O,X,X,X
JLZIOTS,X,X,O,X,X,X,X,X,X
JLZIOST,X,X,O,X,X,O,X,X,X
JLZSTIO,X,O,X,X,X,X,X,X,X
JLZSTOI,X,O,X,X,X,X,X,X,X
JLZSITO,X,O,X,X,X,X,X,X,X
JLZSIOT,X,X,X,X,X,O,X,X,X
JLZSOTI,X,O,X,X,X,X,X,X,X
JLZSOIT,X,O,X,X,X,O,X,X,X
JLZOTIS,X,X,O,X,X,X,X,X,X
JLZOTSI,X,O,X,X,X,X,X,X,X
JLZOITS,X,X,O,X,X,X,X,X,X
JLZOIST,X,X,O,X,X,O,X,X,X
JLZOSTI,X,O,X,X,X,X,X,X,X
JLZOSIT,X,O,X,X,X,O,X,X,X
JLOTISZ,X,X,O,X,X,X,X,X,X
JLOTIZS,X,X,O,X,X,X,X,X,X
JLOTSIZ,X,O,O,X,O,X,X,X,X
JLOTSZI,X,O,X,X,O,X,X,X,X
JLOTZIS,X,X,O,X,X,X,X,X,X
JLOTZSI,X,O,X,X,X,X,X,X,X
JLOITSZ,X,X,O,X,X,X,X,X,X
JLOITZS,X,X,O,X,X,X,X,X,X
JLOISTZ,X,X,O,X,X,X,X,X,X
JLOISZT,X,X,O,X,X,O,X,X,X
JLOIZTS,X,X,O,X,X,X,X,X,X
JLOIZST,X,X,O,X,X,O,X,X,X
JLOSTIZ,X,O,O,X,O,X,X,X,X
JLOSTZI,X,O,X,X,O,X,X,X,X
JLOSITZ,X,O,O,X,O,X,X,X,X
JLOSIZT,X,O,O,X,X,O,X,X,X
JLOSZTI,X,O,X,X,O,X,X,X,X
JLOSZIT,X,O,X,X,O,O,X,X,X
JLOZTIS,X,X,O,X,X,X,X,X,X
JLOZTSI,X,O,X,X,X,X,X,X,X
JLOZITS,X,X,O,X,X,X,X,X,X
JLOZIST,X,X,O,X,X,O,X,X,X
JLOZSTI,X,O,X,X,X,X,X,X,X
JLOZSIT,X,O,X,X,X,O,X,X,X
JSTILZO,X,O,O,X,X,X,X,X,X
JSTILOZ,X,X,O,X,X,X,X,X,X
JSTIZLO,O,O,O,X,X,X,X,X,X
JSTIZOL,O,O,O,X,X,X,X,X,X
JSTIOLZ,X,O,O,X,O,X,X,X,X
JSTIOZL,O,O,O,X,X,X,X,X,X
JSTLIZO,X,O,O,X,O,X,X,X,X
JSTLIOZ,X,X,O,X,O,X,X,X,X
JSTLZIO,X,O,X,X,O,X,X,X,X
JSTLZOI,X,O,X,X,O,X,X,X,X
JSTLOIZ,X,O,O,X,O,X,X,X,X
JSTLOZI,X,O,X,X,O,X,X,X,X
JSTZILO,X,O,X,X,X,X,X,X,X
JSTZIOL,X,O,X,X,X,X,X,X,X
JSTZLIO,X,O,X,X,X,X,X,X,X
JSTZLOI,X,O,X,X,X,X,X,X,X
JSTZOIL,X,O,X,X,X,X,X,X,X
JSTZOLI,X,O,X,X,X,X,X,X,X
JSTOILZ,X,O,O,X,O,X,X,X,X
JSTOIZL,O,O,O,X,X,X,X,X,X
