sequence,v115@NhA8HeC8BeA8BeG8Jei/IvhFRhBziB+oBFlBXmB0pB,v115@NhA8HeC8BeA8BeG8JeKEJvhFzfBRhBGjBFmBUoBXqB,v115@NhA8HeC8BeA8BeG8JeKEJvhFRhBGjBFlBXmBUoBzpB,v115@NhA8HeC8BeA8BeG8Jex/IvhFlhBSoBTkBmlBUoBXqB,v115@NhA8HeC8BeA8BeG8JeOEJvhFlhBfoB6oBRlB0lBzpB,v115@NhA8HeC8BeA8BeG8JelAJvhF3hBziB+oBikBRqB0pB
OJSILTZ,O,X,X,O,O,O
OJSILZT,O,X,X,O,O,O
OJSIZTL,O,X,X,O,O,O
OJSIZLT,O,X,X,O,O,O
OJSLTIZ,O,X,X,O,O,O
OJSLTZI,O,X,X,O,O,O
OJSLITZ,O,X,X,O,O,O
OJSLIZT,O,X,X,O,O,O
OJSLZTI,O,X,X,O,O,O
OJSLZIT,O,X,X,O,O,X
OJSZTIL,O,X,X,O,O,O
OJSZTLI,O,X,X,O,O,O
OJSZITL,O,X,X,O,O,O
OJSZILT,O,X,X,O,O,O
OJSZLTI,O,X,X,O,O,O
OJSZLIT,O,X,X,O,O,X
OJZTILS,O,X,X,O,X,X
OJZTISL,O,X,X,X,O,X
OJZTLIS,O,X,X,O,X,X
OJZTLSI,O,X,X,O,X,X
OJZTSIL,O,X,X,X,O,X
OJZTSLI,O,X,X,X,O,X
OJZITLS,O,X,X,O,X,O
OJZITSL,O,X,X,X,O,O
OJZILTS,O,X,X,O,X,O
OJZILST,O,X,X,X,X,O
OJZISTL,O,X,X,X,O,O
OJZISLT,O,X,X,X,O,O
OJZLTIS,O,X,X,O,X,X
OJZLTSI,O,X,X,O,X,O
OJZLITS,O,X,X,O,X,X
OJZLIST,O,X,X,X,X,X
OJZLSTI,O,X,X,X,X,O
OJZLSIT,O,X,X,X,X,X
OJZSTIL,O,X,X,X,O,O
OJZSTLI,O,X,X,X,O,O
OJZSITL,O,X,X,X,O,O
OJZSILT,O,X,X,X,O,O
OJZSLTI,O,X,X,X,O,O
OJZSLIT,O,X,X,X,O,X
OSTILJZ,O,O,X,O,O,O
OSTILZJ,X,O,X,X,O,X
OSTIJLZ,O,X,X,O,O,O
OSTIJZL,O,X,X,O,O,O
OSTIZLJ,X,O,X,X,O,X
OSTIZJL,X,O,X,X,O,X
OSTLIJZ,O,O,X,O,O,X
OSTLIZJ,X,O,X,X,O,X
OSTLJIZ,O,O,X,O,O,O
OSTLJZI,O,O,X,O,O,O
OSTLZIJ,X,O,X,X,O,X
OSTLZJI,X,O,X,X,O,X
OSTJILZ,O,X,X,O,O,O
OSTJIZL,O,X,X,O,O,O
OSTJLIZ,O,X,X,O,O,O
OSTJLZI,O,X,X,O,O,O
OSTJZIL,O,X,X,O,O,O
OSTJZLI,O,X,X,O,O,O
OSTZILJ,X,O,X,X,O,X
OSTZIJL,X,O,X,X,O,X
OSTZLIJ,X,O,X,X,O,X
OSTZLJI,X,O,X,X,O,X
OSTZJIL,X,O,X,X,O,X
OSTZJLI,X,O,X,X,O,X
OSITLJZ,O,X,X,O,O,O
OSITLZJ,X,X,X,X,O,X
OSITJLZ,O,X,X,O,O,O
OSITJZL,O,X,X,O,O,O
OSITZLJ,X,X,X,X,O,X
OSITZJL,X,X,X,X,O,X
OSILTJZ,X,X,X,O,O,O
OSILTZJ,X,O,O,X,O,X
OSILJTZ,X,X,X,O,O,O
OSILJZT,X,O,X,O,O,O
OSILZTJ,X,O,O,X,O,X
OSILZJT,X,O,O,O,O,X
OSIJTLZ,O,X,X,O,O,O
OSIJTZL,O,X,X,O,O,O
OSIJLTZ,O,X,X,O,O,O
OSIJLZT,O,X,X,O,O,O
OSIJZTL,O,X,X,O,O,O
OSIJZLT,O,X,X,O,O,O
OSIZTLJ,O,X,X,X,O,X
OSIZTJL,O,X,X,X,O,X
OSIZLTJ,X,O,O,X,O,X
OSIZLJT,O,O,O,O,O,X
OSIZJTL,O,X,X,O,O,X
OSIZJLT,O,O,O,O,O,X
OSLTIJZ,X,O,X,O,O,X
OSLTIZJ,X,O,O,X,O,X
OSLTJIZ,X,O,X,O,O,O
OSLTJZI,X,O,X,O,O,O
OSLTZIJ,X,O,O,X,O,X
OSLTZJI,X,O,O,X,O,X
OSLITJZ,X,O,X,O,O,X
OSLITZJ,X,O,O,X,O,X
OSLIJTZ,X,X,X,O,O,X
OSLIJZT,X,O,X,O,O,X
OSLIZTJ,X,O,O,X,O,X
OSLIZJT,X,O,O,O,O,X
OSLJTIZ,X,O,X,O,O,O
OSLJTZI,X,O,X,O,O,O
OSLJITZ,X,X,X,O,O,O
OSLJIZT,X,O,X,O,O,X
OSLJZTI,X,O,X,O,O,O
OSLJZIT,X,O,X,O,O,X
OSLZTIJ,X,O,O,X,O,X
OSLZTJI,X,O,O,X,O,X
OSLZITJ,X,O,O,X,O,X
OSLZIJT,X,O,O,O,O,X
OSLZJTI,X,O,O,O,O,X
OSLZJIT,X,O,O,O,O,X
OSJTILZ,O,X,X,O,O,O
OSJTIZL,O,X,X,O,O,O
OSJTLIZ,O,X,X,O,O,O
OSJTLZI,O,X,X,O,O,O
OSJTZIL,O,X,X,O,O,O
OSJTZLI,O,X,X,O,O,O
OSJITLZ,O,X,X,O,O,O
OSJITZL,O,X,X,O,O,O
OSJILTZ,O,X,X,O,O,O
OSJILZT,O,X,X,O,O,O
OSJIZTL,O,X,X,O,O,O
OSJIZLT,O,X,X,O,O,O
OSJLTIZ,O,X,X,O,O,O
OSJLTZI,O,X,X,O,O,O
OSJLITZ,O,X,X,O,O,O
OSJLIZT,O,X,X,O,O,O
OSJLZTI,O,X,X,O,O,O
OSJLZIT,O,X,X,O,O,X
OSJZTIL,O,X,X,O,O,O
OSJZTLI,O,X,X,O,O,O
OSJZITL,O,X,X,O,O,O
OSJZILT,O,X,X,O,O,O
OSJZLTI,O,X,X,O,O,O
OSJZLIT,O,X,X,O,O,X
OSZTILJ,O,O,X,X,O,X
OSZTIJL,O,O,X,X,O,X
OSZTLIJ,O,O,X,X,O,X
OSZTLJI,O,O,X,X,O,X
OSZTJIL,O,O,X,X,O,X
OSZTJLI,O,O,X,X,O,X
OSZITLJ,O,X,X,X,O,X
OSZITJL,O,X,X,X,O,X
OSZILTJ,X,O,O,X,O,X
OSZILJT,O,O,O,O,O,X
OSZIJTL,O,X,X,O,O,X
OSZIJLT,O,O,O,O,O,X
OSZLTIJ,X,O,O,X,O,X
OSZLTJI,X,O,O,X,O,X
OSZLITJ,X,O,O,X,O,X
OSZLIJT,O,O,O,O,O,X
OSZLJTI,O,O,O,O,O,X
OSZLJIT,O,O,O,O,O,X
OSZJTIL,O,O,X,O,O,X
OSZJTLI,O,O,X,O,O,X
OSZJITL,O,X,X,O,O,X
OSZJILT,O,O,O,O,O,X
OSZJLTI,O,O,O,O,O,X
OSZJLIT,O,O,O,O,O,X
OZTILJS,O,O,X,X,X,X
OZTILSJ,X,O,X,X,X,X
OZTIJLS,O,O,X,X,X,X
OZTIJSL,O,O,X,X,O,X
OZTISLJ,X,O,X,X,O,X
OZTISJL,X,O,X,X,O,X
OZTLIJS,O,O,X,X,X,X
OZTLISJ,X,O,X,X,X,X
OZTLJIS,O,O,X,O,X,X
OZTLJSI,O,O,X,O,X,X
OZTLSIJ,O,O,X,X,X,X
OZTLSJI,O,O,X,X,X,X
OZTJILS,O,O,X,O,X,X
OZTJISL,O,O,X,X,O,X
OZTJLIS,O,O,X,O,X,X
OZTJLSI,O,O,X,O,X,X
OZTJSIL,O,O,X,X,O,X
OZTJSLI,O,O,X,X,O,X
OZTSILJ,O,O,X,X,O,X
OZTSIJL,O,O,X,X,O,X
OZTSLIJ,O,O,X,X,O,X
OZTSLJI,O,O,X,X,O,X
OZTSJIL,O,O,X,X,O,X
OZTSJLI,O,O,X,X,O,X
OZITLJS,O,O,X,X,X,X
OZITLSJ,X,O,X,X,X,X
OZITJLS,O,O,X,X,X,X
OZITJSL,O,O,X,X,O,X
OZITSLJ,X,O,X,X,O,X
OZITSJL,X,O,X,X,O,X
OZILTJS,X,O,X,X,X,X
OZILTSJ,X,O,X,X,X,X
OZILJTS,O,O,X,O,X,X
OZILJST,O,O,O,X,X,X
OZILSTJ,X,O,O,X,X,X
OZILSJT,X,O,O,X,X,X
OZIJTLS,O,O,X,O,X,X
OZIJTSL,O,O,X,X,O,X
OZIJLTS,O,O,X,O,X,X
OZIJLST,O,O,O,X,X,X
OZIJSTL,O,X,X,X,O,X
OZIJSLT,O,O,O,X,O,X
OZISTLJ,O,X,X,X,O,X
OZISTJL,O,X,X,X,O,X
OZISLTJ,X,O,O,X,O,X
OZISLJT,O,O,O,X,O,X
OZISJTL,O,X,X,X,O,X
OZISJLT,O,O,O,X,O,X
OZLTIJS,O,O,X,X,X,X
OZLTISJ,X,O,X,X,X,X
OZLTJIS,O,O,X,O,X,X
OZLTJSI,O,O,O,O,X,X
OZLTSIJ,O,O,O,X,X,X
OZLTSJI,O,O,O,X,X,X
OZLITJS,X,O,X,X,X,X
OZLITSJ,X,O,X,X,X,X
OZLIJTS,O,O,X,O,X,X
OZLIJST,O,O,O,X,X,X
OZLISTJ,X,O,O,X,X,X
OZLISJT,X,O,O,X,X,X
OZLJTIS,O,O,X,O,X,X
OZLJTSI,O,O,O,O,X,X
OZLJITS,O,O,X,O,X,X
OZLJIST,O,O,O,X,X,X
OZLJSTI,O,O,O,X,X,X
OZLJSIT,O,O,O,X,X,X
OZLSTIJ,X,O,O,X,X,X
OZLSTJI,X,O,O,X,X,X
OZLSITJ,X,O,O,X,X,X
OZLSIJT,O,O,O,X,X,X
OZLSJTI,O,O,O,X,X,X
OZLSJIT,O,O,O,X,X,X
OZJTILS,O,O,X,O,X,X
OZJTISL,O,O,X,X,O,X
OZJTLIS,O,O,X,O,X,X
OZJTLSI,O,O,X,O,X,X
OZJTSIL,O,O,X,X,O,X
OZJTSLI,O,O,X,X,O,X
OZJITLS,O,O,X,O,X,X
OZJITSL,O,O,X,X,O,X
OZJILTS,O,O,X,O,X,X
OZJILST,O,O,O,X,X,X
OZJISTL,O,X,X,X,O,X
OZJISLT,O,O,O,X,O,X
OZJLTIS,O,O,X,O,X,X
OZJLTSI,O,O,O,O,X,X
OZJLITS,O,O,X,O,X,X
OZJLIST,O,O,O,X,X,X
OZJLSTI,O,O,O,X,X,X
OZJLSIT,O,O,O,X,X,X
OZJSTIL,O,O,X,X,O,X
OZJSTLI,O,O,X,X,O,X
OZJSITL,O,X,X,X,O,X
OZJSILT,O,O,O,X,O,X
OZJSLTI,O,O,O,X,O,X
OZJSLIT,O,O,O,X,O,X
OZSTILJ,O,O,X,X,O,X
OZSTIJL,O,O,X,X,O,X
OZSTLIJ,O,O,X,X,O,X
OZSTLJI,O,O,X,X,O,X
OZSTJIL,O,O,X,X,O,X
OZSTJLI,O,O,X,X,O,X
OZSITLJ,O,X,X,X,O,X
OZSITJL,O,X,X,X,O,X
OZSILTJ,X,O,O,X,O,X
OZSILJT,O,O,O,X,O,X
OZSIJTL,O,X,X,X,O,X
OZSIJLT,O,O,O,X,O,X
OZSLTIJ,X,O,O,X,O,X
OZSLTJI,X,O,O,X,O,X
OZSLITJ,X,O,O,X,O,X
OZSLIJT,O,O,O,X,O,X
OZSLJTI,O,O,O,X,O,X
OZSLJIT,O,O,O,X,O,X
OZSJTIL,O,O,X,X,O,X
OZSJTLI,O,O,X,X,O,X
OZSJITL,O,X,X,X,O,X
OZSJILT,O,O,O,X,O,X
OZSJLTI,O,O,O,X,O,X
OZSJLIT,O,O,O,X,O,X
