sequence,v115@IhB8HeB8FeD8CeD8JeOEJvhFlgBRiBcoBXmBTnBSwB,v115@IhB8HeB8FeD8CeD8JeOEJvhFxgBXiBTjB1sBCrBUrB,v115@IhB8HeB8FeD8CeD8JeOEJvhFlgBSnBTjB8qBRsB3rB,v115@IhB8HeB8FeD8CeD8JeOEJvhF0gBxiBFnBXoBCrBTrB,v115@IhB8HeB8FeD8CeD8JeOEJvhF0gBxiBFnBXoB6rBzqB,v115@IhB8HeB8FeD8CeD8JeOEJvhFxgBTjBCmBXnB0nBVwB
LZOJTIS,O,X,O,X,X,X
LZOJTSI,O,X,X,O,X,X
LZOJITS,O,X,O,X,X,X
LZOJIST,O,X,O,X,X,X
LZOJSTI,O,X,X,O,X,X
LZOJSIT,O,X,X,X,X,X
LZOSTIJ,O,X,X,O,X,X
LZOSTJI,O,X,X,O,X,X
LZOSITJ,O,X,X,X,X,X
LZOSIJT,O,X,X,X,X,X
LZOSJTI,O,X,X,O,X,X
LZOSJIT,O,X,X,X,X,X
LOTIJSZ,X,O,X,X,X,O
LOTIJZS,O,O,X,X,X,O
LOTISJZ,X,O,X,X,X,O
LOTISZJ,X,O,X,X,X,O
LOTIZJS,O,O,X,X,X,O
LOTIZSJ,O,O,X,X,X,O
LOTJISZ,X,O,X,X,X,O
LOTJIZS,O,O,X,X,X,O
LOTJSIZ,O,O,X,O,O,O
LOTJSZI,O,O,X,O,O,O
LOTJZIS,O,O,O,X,X,O
LOTJZSI,O,O,X,O,O,O
LOTSIJZ,O,O,X,O,O,O
LOTSIZJ,O,O,X,O,O,O
LOTSJIZ,O,O,X,O,O,O
LOTSJZI,O,O,X,O,O,O
LOTSZIJ,O,O,X,O,O,O
LOTSZJI,O,O,X,O,O,O
LOTZIJS,O,O,O,X,X,O
LOTZISJ,O,O,O,X,X,O
LOTZJIS,O,O,O,X,X,O
LOTZJSI,O,O,X,O,O,O
LOTZSIJ,O,O,X,O,O,O
LOTZSJI,O,O,X,O,O,O
LOITJSZ,X,O,X,X,X,X
LOITJZS,O,O,O,X,X,X
LOITSJZ,X,O,X,X,X,X
LOITSZJ,X,O,X,X,X,X
LOITZJS,O,O,O,X,X,X
LOITZSJ,O,O,O,X,X,X
LOIJTSZ,X,O,X,X,X,X
LOIJTZS,O,O,O,X,X,X
LOIJSTZ,O,X,X,X,X,X
LOIJSZT,O,X,O,X,X,X
LOIJZTS,O,X,O,X,X,X
LOIJZST,O,X,O,X,X,X
LOISTJZ,O,X,X,X,X,X
LOISTZJ,O,X,X,X,X,X
LOISJTZ,O,X,X,X,X,X
LOISJZT,O,X,O,X,X,X
LOISZTJ,O,X,O,X,X,X
LOISZJT,O,X,O,X,X,X
LOIZTJS,O,X,O,X,X,X
LOIZTSJ,O,X,O,X,X,X
LOIZJTS,O,X,O,X,X,X
LOIZJST,O,X,O,X,X,X
LOIZSTJ,O,X,O,X,X,X
LOIZSJT,O,X,O,X,X,X
LOJTISZ,X,O,X,X,X,O
LOJTIZS,O,O,X,X,X,O
LOJTSIZ,O,O,X,O,O,O
LOJTSZI,O,O,X,O,O,O
LOJTZIS,O,O,O,X,X,O
LOJTZSI,O,O,X,O,O,O
LOJITSZ,X,O,X,X,X,X
LOJITZS,O,O,O,X,X,X
LOJISTZ,O,X,X,X,X,X
LOJISZT,O,X,O,X,X,X
LOJIZTS,O,X,O,X,X,X
LOJIZST,O,X,O,X,X,X
LOJSTIZ,O,X,X,O,O,O
LOJSTZI,O,X,X,O,O,O
LOJSITZ,O,X,X,X,O,X
LOJSIZT,O,X,X,X,X,X
LOJSZTI,O,X,X,O,O,X
LOJSZIT,O,X,X,X,X,X
LOJZTIS,O,X,O,X,X,X
LOJZTSI,O,X,X,O,O,X
LOJZITS,O,X,O,X,X,X
LOJZIST,O,X,O,X,X,X
LOJZSTI,O,X,X,O,O,X
LOJZSIT,O,X,X,X,X,X
LOSTIJZ,O,X,X,O,O,O
LOSTIZJ,O,X,X,O,O,O
LOSTJIZ,O,X,X,O,O,O
LOSTJZI,O,X,X,O,O,O
LOSTZIJ,O,X,X,O,O,O
LOSTZJI,O,X,X,O,O,O
LOSITJZ,O,X,X,X,O,X
LOSITZJ,O,X,X,X,O,X
LOSIJTZ,O,X,X,X,O,X
LOSIJZT,O,X,X,X,X,X
LOSIZTJ,O,X,X,X,X,X
LOSIZJT,O,X,X,X,X,X
LOSJTIZ,O,X,X,O,O,O
LOSJTZI,O,X,X,O,O,O
LOSJITZ,O,X,X,X,O,X
LOSJIZT,O,X,X,X,X,X
LOSJZTI,O,X,X,O,O,X
LOSJZIT,O,X,X,X,X,X
LOSZTIJ,O,X,X,O,O,X
LOSZTJI,O,X,X,O,O,X
LOSZITJ,O,X,X,X,X,X
LOSZIJT,O,X,X,X,X,X
LOSZJTI,O,X,X,O,O,X
LOSZJIT,O,X,X,X,X,X
LOZTIJS,O,X,O,X,X,X
LOZTISJ,O,X,O,X,X,X
LOZTJIS,O,X,O,X,X,X
LOZTJSI,O,X,X,O,O,X
LOZTSIJ,O,X,X,O,O,X
LOZTSJI,O,X,X,O,O,X
LOZITJS,O,X,O,X,X,X
LOZITSJ,O,X,O,X,X,X
LOZIJTS,O,X,O,X,X,X
LOZIJST,O,X,O,X,X,X
LOZISTJ,O,X,O,X,X,X
LOZISJT,O,X,O,X,X,X
LOZJTIS,O,X,O,X,X,X
LOZJTSI,O,X,X,O,O,X
LOZJITS,O,X,O,X,X,X
LOZJIST,O,X,O,X,X,X
LOZJSTI,O,X,X,O,O,X
LOZJSIT,O,X,X,X,X,X
LOZSTIJ,O,X,X,O,O,X
LOZSTJI,O,X,X,O,O,X
LOZSITJ,O,X,X,X,X,X
LOZSIJT,O,X,X,X,X,X
LOZSJTI,O,X,X,O,O,X
LOZSJIT,O,X,X,X,X,X
JTILSZO,X,O,X,O,X,O
JTILSOZ,X,O,X,O,X,O
JTILZSO,O,O,O,O,X,O
JTILZOS,O,O,O,X,X,O
JTILOSZ,X,O,X,X,X,O
JTILOZS,O,O,O,X,X,O
JTISLZO,X,O,X,O,O,O
JTISLOZ,X,O,X,O,O,O
JTISZLO,X,X,X,O,O,X
JTISZOL,X,O,X,O,O,X
JTISOLZ,X,O,X,O,O,O
JTISOZL,X,O,X,O,O,X
JTIZLSO,O,O,O,X,X,X
JTIZLOS,O,O,O,X,X,X
JTIZSLO,O,X,O,O,O,X
JTIZSOL,O,O,O,O,O,X
JTIZOLS,O,O,O,X,X,X
JTIZOSL,O,O,O,X,X,X
JTIOLSZ,X,O,X,X,X,O
JTIOLZS,X,O,O,X,X,O
JTIOSLZ,X,O,X,X,O,O
JTIOSZL,X,O,X,X,O,X
JTIOZLS,O,O,O,X,X,X
JTIOZSL,O,O,O,X,O,X
JTLISZO,X,O,X,O,X,O
JTLISOZ,X,O,X,O,X,O
JTLIZSO,O,O,X,O,X,O
JTLIZOS,O,O,X,X,X,O
JTLIOSZ,X,O,X,X,X,O
JTLIOZS,O,O,X,X,X,O
JTLSIZO,O,O,X,O,O,O
JTLSIOZ,O,O,X,O,O,O
JTLSZIO,O,O,X,O,O,O
JTLSZOI,O,O,X,O,O,O
JTLSOIZ,O,O,X,O,O,O
JTLSOZI,O,O,X,O,O,O
JTLZISO,O,O,O,O,X,O
JTLZIOS,O,O,O,X,X,O
JTLZSIO,O,O,X,O,O,O
JTLZSOI,O,O,X,O,O,O
JTLZOIS,O,O,O,X,X,O
JTLZOSI,O,O,X,O,X,O
JTLOISZ,X,O,X,X,X,O
JTLOIZS,O,O,X,X,X,O
JTLOSIZ,O,O,X,O,O,O
JTLOSZI,O,O,X,O,O,O
JTLOZIS,O,O,O,X,X,O
JTLOZSI,O,O,X,O,O,O
JTSILZO,X,O,X,O,O,O
JTSILOZ,X,O,X,O,O,O
JTSIZLO,X,X,X,O,O,X
JTSIZOL,X,O,X,O,O,X
JTSIOLZ,X,O,X,O,O,O
JTSIOZL,X,O,X,O,O,X
JTSLIZO,X,O,X,O,O,O
JTSLIOZ,X,O,X,O,O,O
JTSLZIO,O,O,X,O,O,O
JTSLZOI,O,O,X,O,O,O
JTSLOIZ,X,O,X,O,O,O
JTSLOZI,O,O,X,O,O,O
JTSZILO,O,X,O,O,O,X
JTSZIOL,O,O,O,O,O,X
JTSZLIO,O,O,X,O,O,O
JTSZLOI,O,O,X,O,O,O
JTSZOIL,O,O,O,O,O,X
JTSZOLI,X,O,X,O,O,O
JTSOILZ,X,O,X,O,O,O
JTSOIZL,X,O,X,O,O,X
JTSOLIZ,X,O,X,O,O,O
JTSOLZI,X,O,X,O,O,O
JTSOZIL,O,O,O,O,O,X
JTSOZLI,X,O,X,O,O,O
JTZILSO,O,O,O,X,X,X
JTZILOS,O,O,O,X,X,X
JTZISLO,O,X,O,O,O,X
JTZISOL,O,O,O,O,O,X
JTZIOLS,O,O,O,X,X,X
JTZIOSL,O,O,O,X,X,X
JTZLISO,O,O,O,O,X,O
JTZLIOS,O,O,O,X,X,O
JTZLSIO,O,O,X,O,O,O
JTZLSOI,O,O,X,O,O,O
JTZLOIS,O,O,O,X,X,O
JTZLOSI,O,O,X,O,X,O
JTZSILO,O,X,O,O,O,X
JTZSIOL,O,O,O,O,O,X
JTZSLIO,O,O,X,O,O,O
JTZSLOI,O,O,X,O,O,O
JTZSOIL,O,O,O,O,O,X
JTZSOLI,X,O,X,O,O,O
JTZOILS,O,O,O,X,X,X
JTZOISL,O,O,O,X,O,X
JTZOLIS,O,O,O,X,X,O
JTZOLSI,O,O,X,X,O,O
JTZOSIL,O,O,O,O,O,X
JTZOSLI,X,O,X,O,O,O
JTOILSZ,X,O,X,X,X,O
JTOILZS,X,O,O,X,X,O
JTOISLZ,X,O,X,X,O,O
JTOISZL,X,O,X,X,O,X
JTOIZLS,O,O,O,X,X,X
JTOIZSL,O,O,O,X,O,X
JTOLISZ,X,O,X,X,X,O
JTOLIZS,O,O,X,X,X,O
JTOLSIZ,O,O,X,O,O,O
JTOLSZI,O,O,X,O,O,O
JTOLZIS,O,O,O,X,X,O
JTOLZSI,O,O,X,O,O,O
JTOSILZ,X,O,X,O,O,O
JTOSIZL,X,O,X,O,O,X
JTOSLIZ,X,O,X,O,O,O
JTOSLZI,X,O,X,O,O,O
JTOSZIL,O,O,O,O,O,X
JTOSZLI,X,O,X,O,O,O
JTOZILS,O,O,O,X,X,X
JTOZISL,O,O,O,X,O,X
JTOZLIS,O,O,O,X,X,O
JTOZLSI,O,O,X,X,O,O
JTOZSIL,O,O,O,O,O,X
JTOZSLI,X,O,X,O,O,O
JITLSZO,X,O,X,O,X,O
JITLSOZ,X,O,X,O,X,O
JITLZSO,O,O,O,O,X,O
JITLZOS,O,O,O,X,X,O
JITLOSZ,X,O,X,X,X,O
JITLOZS,O,O,O,X,X,O
JITSLZO,X,O,X,O,O,O
JITSLOZ,X,O,X,O,O,O
JITSZLO,X,X,X,O,O,X
JITSZOL,X,O,X,O,O,X
JITSOLZ,X,O,X,O,O,O
JITSOZL,X,O,X,O,O,X
JITZLSO,O,O,O,X,X,X
JITZLOS,O,O,O,X,X,X
JITZSLO,O,X,O,O,O,X
JITZSOL,O,O,O,O,O,X
JITZOLS,O,O,O,X,X,X
JITZOSL,O,O,O,X,X,X
JITOLSZ,X,O,X,X,X,O
JITOLZS,X,O,O,X,X,O
JITOSLZ,X,O,X,X,O,O
JITOSZL,X,O,X,X,O,X
JITOZLS,O,O,O,X,X,X
JITOZSL,O,O,O,X,O,X
JILTSZO,X,O,X,O,X,X
JILTSOZ,X,O,X,O,X,X
JILTZSO,O,O,O,O,X,X
JILTZOS,O,O,O,X,X,X
JILTOSZ,X,O,X,X,X,X
JILTOZS,O,O,O,X,X,X
JILSTZO,O,O,X,O,X,X
JILSTOZ,O,O,X,O,X,X
JILSZTO,O,X,O,O,X,X
JILSZOT,O,X,O,X,X,X
JILSOTZ,O,X,X,X,X,X
JILSOZT,O,X,O,X,X,X
JILZTSO,O,O,O,O,X,X
JILZTOS,O,O,O,X,X,X
JILZSTO,O,X,O,O,X,X
JILZSOT,O,X,O,X,X,X
JILZOTS,O,X,O,X,X,X
JILZOST,O,X,O,X,X,X
JILOTSZ,X,O,X,X,X,X
JILOTZS,O,O,O,X,X,X
JILOSTZ,O,X,X,X,X,X
JILOSZT,O,X,O,X,X,X
JILOZTS,O,X,O,X,X,X
JILOZST,O,X,O,X,X,X
JISTLZO,X,O,X,O,O,O
JISTLOZ,X,O,X,O,O,O
JISTZLO,X,X,X,O,O,X
JISTZOL,X,O,X,O,O,X
JISTOLZ,X,O,X,O,O,O
JISTOZL,X,O,X,O,O,X
JISLTZO,X,O,X,O,O,X
JISLTOZ,X,O,X,O,O,X
JISLZTO,X,X,O,O,X,X
JISLZOT,X,X,O,X,X,X
JISLOTZ,X,X,X,X,O,X
JISLOZT,X,X,O,X,X,X
JISZTLO,X,X,O,O,O,X
JISZTOL,X,X,O,O,O,X
JISZLTO,X,X,O,O,X,X
JISZLOT,X,X,O,X,X,X
JISZOTL,X,X,O,X,O,X
JISZOLT,X,X,O,X,X,X
JISOTLZ,X,O,X,O,O,O
JISOTZL,X,O,X,O,O,X
JISOLTZ,X,X,X,X,O,X
JISOLZT,X,X,O,X,X,X
JISOZTL,X,X,O,X,O,X
JISOZLT,X,X,O,X,X,X
JIZTLSO,O,O,O,X,X,X
JIZTLOS,O,O,O,X,X,X
JIZTSLO,O,X,O,O,O,X
JIZTSOL,O,O,O,O,O,X
JIZTOLS,O,O,O,X,X,X
JIZTOSL,O,O,O,X,X,X
JIZLTSO,O,O,O,O,X,X
JIZLTOS,O,O,O,X,X,X
JIZLSTO,O,X,O,O,X,X
JIZLSOT,O,X,O,X,X,X
JIZLOTS,O,X,O,X,X,X
JIZLOST,O,X,O,X,X,X
JIZSTLO,O,X,O,O,O,X
JIZSTOL,O,X,O,O,O,X
JIZSLTO,O,X,O,O,X,X
JIZSLOT,O,X,O,X,X,X
JIZSOTL,O,X,O,X,X,X
JIZSOLT,O,X,O,X,X,X
JIZOTLS,O,O,O,X,X,X
JIZOTSL,O,O,O,X,X,X
JIZOLTS,O,X,O,X,X,X
JIZOLST,O,X,O,X,X,X
JIZOSTL,O,X,O,X,X,X
JIZOSLT,O,X,O,X,X,X
JIOTLSZ,X,O,X,X,X,O
JIOTLZS,X,O,O,X,X,O
JIOTSLZ,X,O,X,X,O,O
JIOTSZL,X,O,X,X,O,X
JIOTZLS,O,O,O,X,X,X
JIOTZSL,O,O,O,X,O,X
JIOLTSZ,X,O,X,X,X,X
JIOLTZS,O,O,O,X,X,X
JIOLSTZ,O,X,X,X,X,X
JIOLSZT,O,X,O,X,X,X
JIOLZTS,O,X,O,X,X,X
JIOLZST,O,X,O,X,X,X
JIOSTLZ,X,O,X,X,O,O
JIOSTZL,X,O,X,X,O,X
JIOSLTZ,X,X,X,X,O,X
JIOSLZT,X,X,O,X,X,X
JIOSZTL,X,X,O,X,O,X
JIOSZLT,X,X,O,X,X,X
JIOZTLS,O,O,O,X,X,X
JIOZTSL,O,O,O,X,O,X
JIOZLTS,O,X,O,X,X,X
JIOZLST,O,X,O,X,X,X
JIOZSTL,O,X,O,X,O,X
JIOZSLT,O,X,O,X,X,X
JLTISZO,X,O,X,O,X,O
JLTISOZ,X,O,X,O,X,O
JLTIZSO,O,O,X,O,X,O
JLTIZOS,O,O,X,X,X,O
JLTIOSZ,X,O,X,X,X,O
JLTIOZS,O,O,X,X,X,O
JLTSIZO,O,O,X,O,O,O
JLTSIOZ,O,O,X,O,O,O
JLTSZIO,O,O,X,O,O,O
JLTSZOI,O,O,X,O,O,O
JLTSOIZ,O,O,X,O,O,O
JLTSOZI,O,O,X,O,O,O
JLTZISO,O,O,O,O,X,O
JLTZIOS,O,O,O,X,X,O
JLTZSIO,O,O,X,O,O,O
JLTZSOI,O,O,X,O,O,O
JLTZOIS,O,O,O,X,X,O
JLTZOSI,O,O,X,O,X,O
JLTOISZ,X,O,X,X,X,O
JLTOIZS,O,O,X,X,X,O
JLTOSIZ,O,O,X,O,O,O
JLTOSZI,O,O,X,O,O,O
JLTOZIS,O,O,O,X,X,O
JLTOZSI,O,O,X,O,O,O
JLITSZO,X,O,X,O,X,X
JLITSOZ,X,O,X,O,X,X
JLITZSO,O,O,O,O,X,X
JLITZOS,O,O,O,X,X,X
JLITOSZ,X,O,X,X,X,X
JLITOZS,O,O,O,X,X,X
JLISTZO,O,O,X,O,X,X
JLISTOZ,O,O,X,O,X,X
JLISZTO,O,X,O,O,X,X
JLISZOT,O,X,O,X,X,X
JLISOTZ,O,X,X,X,X,X
JLISOZT,O,X,O,X,X,X
JLIZTSO,O,O,O,O,X,X
JLIZTOS,O,O,O,X,X,X
JLIZSTO,O,X,O,O,X,X
JLIZSOT,O,X,O,X,X,X
JLIZOTS,O,X,O,X,X,X
JLIZOST,O,X,O,X,X,X
JLIOTSZ,X,O,X,X,X,X
JLIOTZS,O,O,O,X,X,X
JLIOSTZ,O,X,X,X,X,X
JLIOSZT,O,X,O,X,X,X
JLIOZTS,O,X,O,X,X,X
JLIOZST,O,X,O,X,X,X
JLSTIZO,O,O,X,O,O,O
JLSTIOZ,O,O,X,O,O,O
JLSTZIO,O,O,X,O,O,O
JLSTZOI,O,O,X,O,O,O
JLSTOIZ,O,O,X,O,O,O
JLSTOZI,O,O,X,O,O,O
JLSITZO,O,O,X,O,O,X
JLSITOZ,O,O,X,O,O,X
JLSIZTO,O,X,X,O,X,X
JLSIZOT,O,X,X,X,X,X
JLSIOTZ,O,X,X,X,O,X
JLSIOZT,O,X,X,X,X,X
JLSZTIO,O,X,X,O,O,X
JLSZTOI,O,X,X,O,O,X
JLSZITO,O,X,X,O,X,X
JLSZIOT,O,X,X,X,X,X
JLSZOTI,O,X,X,O,X,X
JLSZOIT,O,X,X,X,X,X
JLSOTIZ,O,X,X,O,O,O
JLSOTZI,O,X,X,O,O,O
JLSOITZ,O,X,X,X,O,X
JLSOIZT,O,X,X,X,X,X
JLSOZTI,O,X,X,O,O,X
JLSOZIT,O,X,X,X,X,X
JLZTISO,O,O,O,O,X,X
JLZTIOS,O,O,O,X,X,X
JLZTSIO,O,O,X,O,O,X
JLZTSOI,O,O,X,O,O,X
JLZTOIS,O,O,O,X,X,X
JLZTOSI,O,O,X,O,X,X
JLZITSO,O,O,O,O,X,X
JLZITOS,O,O,O,X,X,X
JLZISTO,O,X,O,O,X,X
JLZISOT,O,X,O,X,X,X
JLZIOTS,O,X,O,X,X,X
JLZIOST,O,X,O,X,X,X
JLZSTIO,O,X,X,O,O,X
JLZSTOI,O,X,X,O,O,X
JLZSITO,O,X,X,O,X,X
JLZSIOT,O,X,X,X,X,X
JLZSOTI,O,X,X,O,X,X
JLZSOIT,O,X,X,X,X,X
JLZOTIS,O,X,O,X,X,X
JLZOTSI,O,X,X,O,X,X
JLZOITS,O,X,O,X,X,X
JLZOIST,O,X,O,X,X,X
JLZOSTI,O,X,X,O,X,X
JLZOSIT,O,X,X,X,X,X
JLOTISZ,X,O,X,X,X,O
JLOTIZS,O,O,X,X,X,O
JLOTSIZ,O,O,X,O,O,O
JLOTSZI,O,O,X,O,O,O
JLOTZIS,O,O,O,X,X,O
JLOTZSI,O,O,X,O,O,O
JLOITSZ,X,O,X,X,X,X
JLOITZS,O,O,O,X,X,X
JLOISTZ,O,X,X,X,X,X
JLOISZT,O,X,O,X,X,X
JLOIZTS,O,X,O,X,X,X
JLOIZST,O,X,O,X,X,X
JLOSTIZ,O,X,X,O,O,O
JLOSTZI,O,X,X,O,O,O
JLOSITZ,O,X,X,X,O,X
JLOSIZT,O,X,X,X,X,X
JLOSZTI,O,X,X,O,O,X
JLOSZIT,O,X,X,X,X,X
JLOZTIS,O,X,O,X,X,X
JLOZTSI,O,X,X,O,O,X
JLOZITS,O,X,O,X,X,X
JLOZIST,O,X,O,X,X,X
JLOZSTI,O,X,X,O,O,X
JLOZSIT,O,X,X,X,X,X
JSTILZO,X,O,X,O,O,O
JSTILOZ,X,O,X,O,O,O
JSTIZLO,X,X,X,O,O,X
JSTIZOL,X,O,X,O,O,X
JSTIOLZ,X,O,X,O,O,O
JSTIOZL,X,O,X,O,O,X
JSTLIZO,X,O,X,O,O,O
JSTLIOZ,X,O,X,O,O,O
JSTLZIO,O,O,X,O,O,O
JSTLZOI,O,O,X,O,O,O
JSTLOIZ,X,O,X,O,O,O
JSTLOZI,O,O,X,O,O,O
JSTZILO,O,X,O,O,O,X
JSTZIOL,O,O,O,O,O,X
JSTZLIO,O,O,X,O,O,O
JSTZLOI,O,O,X,O,O,O
JSTZOIL,O,O,O,O,O,X
JSTZOLI,X,O,X,O,O,O
JSTOILZ,X,O,X,O,O,O
JSTOIZL,X,O,X,O,O,X
JSTOLIZ,X,O,X,O,O,O
JSTOLZI,X,O,X,O,O,O
JSTOZIL,O,O,O,O,O,X
JSTOZLI,X,O,X,O,O,O
JSITLZO,X,O,X,O,O,O
JSITLOZ,X,O,X,O,O,O
JSITZLO,X,X,X,O,O,X
JSITZOL,X,O,X,O,O,X
JSITOLZ,X,O,X,O,O,O
JSITOZL,X,O,X,O,O,X
JSILTZO,X,O,X,O,O,X
JSILTOZ,X,O,X,O,O,X
JSILZTO,X,X,O,O,X,X
JSILZOT,X,X,O,X,X,X
JSILOTZ,X,X,X,X,O,X
JSILOZT,X,X,O,X,X,X
JSIZTLO,X,X,O,O,O,X
JSIZTOL,X,X,O,O,O,X
JSIZLTO,X,X,O,O,X,X
JSIZLOT,X,X,O,X,X,X
JSIZOTL,X,X,O,X,O,X
JSIZOLT,X,X,O,X,X,X
JSIOTLZ,X,O,X,O,O,O
JSIOTZL,X,O,X,O,O,X
JSIOLTZ,X,X,X,X,O,X
JSIOLZT,X,X,O,X,X,X
JSIOZTL,X,X,O,X,O,X
JSIOZLT,X,X,O,X,X,X
JSLTIZO,O,O,X,O,O,O
JSLTIOZ,O,O,X,O,O,O
JSLTZIO,O,O,X,O,O,O
JSLTZOI,O,O,X,O,O,O
JSLTOIZ,O,O,X,O,O,O
JSLTOZI,O,O,X,O,O,O
JSLITZO,O,O,X,O,O,X
JSLITOZ,O,O,X,O,O,X
JSLIZTO,O,X,X,O,X,X
JSLIZOT,O,X,X,X,X,X
JSLIOTZ,O,X,X,X,O,X
JSLIOZT,O,X,X,X,X,X
JSLZTIO,O,X,X,O,O,X
JSLZTOI,O,X,X,O,O,X
JSLZITO,O,X,X,O,X,X
JSLZIOT,O,X,X,X,X,X
JSLZOTI,O,X,X,O,X,X
JSLZOIT,O,X,X,X,X,X
JSLOTIZ,O,X,X,O,O,O
JSLOTZI,O,X,X,O,O,O
JSLOITZ,O,X,X,X,O,X
JSLOIZT,O,X,X,X,X,X
JSLOZTI,O,X,X,O,O,X
JSLOZIT,O,X,X,X,X,X
JSZTILO,O,X,O,O,O,X
JSZTIOL,O,X,O,O,O,X
JSZTLIO,O,X,X,O,O,O
JSZTLOI,O,X,X,O,O,O
JSZTOIL,O,X,O,O,O,X
JSZTOLI,X,X,X,O,O,O
JSZITLO,O,X,O,O,O,X
JSZITOL,O,X,O,O,O,X
JSZILTO,O,X,O,O,X,X
JSZILOT,O,X,O,X,X,X
JSZIOTL,O,X,O,X,O,X
JSZIOLT,O,X,O,X,X,X
JSZLTIO,O,X,X,O,O,X
JSZLTOI,O,X,X,O,O,X
JSZLITO,O,X,X,O,X,X
JSZLIOT,O,X,X,X,X,X
JSZLOTI,O,X,X,O,X,X
JSZLOIT,O,X,X,X,X,X
JSZOTIL,O,X,O,O,O,X
JSZOTLI,X,X,X,O,O,O
JSZOITL,O,X,O,X,O,X
JSZOILT,O,X,O,X,X,X
JSZOLTI,O,X,X,O,O,X
JSZOLIT,O,X,X,X,X,X
JSOTILZ,X,O,X,O,O,O
JSOTIZL,X,O,X,O,O,X
JSOTLIZ,X,O,X,O,O,O
JSOTLZI,X,O,X,O,O,O
JSOTZIL,O,O,O,O,O,X
JSOTZLI,X,O,X,O,O,O
JSOITLZ,X,O,X,O,O,O
JSOITZL,X,O,X,O,O,X
JSOILTZ,X,X,X,X,O,X
JSOILZT,X,X,O,X,X,X
JSOIZTL,X,X,O,X,O,X
JSOIZLT,X,X,O,X,X,X
JSOLTIZ,O,X,X,O,O,O
JSOLTZI,O,X,X,O,O,O
JSOLITZ,O,X,X,X,O,X
JSOLIZT,O,X,X,X,X,X
JSOLZTI,O,X,X,O,O,X
JSOLZIT,O,X,X,X,X,X
JSOZTIL,O,X,O,O,O,X
JSOZTLI,X,X,X,O,O,O
JSOZITL,O,X,O,X,O,X
JSOZILT,O,X,O,X,X,X
JSOZLTI,O,X,X,O,O,X
JSOZLIT,O,X,X,X,X,X
JZTILSO,O,O,O,X,X,X
JZTILOS,O,O,O,X,X,X
JZTISLO,O,X,O,O,O,X
JZTISOL,O,O,O,O,O,X
JZTIOLS,O,O,O,X,X,X
JZTIOSL,O,O,O,X,X,X
JZTLISO,O,O,O,O,X,O
JZTLIOS,O,O,O,X,X,O
JZTLSIO,O,O,X,O,O,O
JZTLSOI,O,O,X,O,O,O
JZTLOIS,O,O,O,X,X,O
JZTLOSI,O,O,X,O,X,O
JZTSILO,O,X,O,O,O,X
JZTSIOL,O,O,O,O,O,X
JZTSLIO,O,O,X,O,O,O
JZTSLOI,O,O,X,O,O,O
JZTSOIL,O,O,O,O,O,X
JZTSOLI,X,O,X,O,O,O
JZTOILS,O,O,O,X,X,X
JZTOISL,O,O,O,X,O,X
JZTOLIS,O,O,O,X,X,O
JZTOLSI,O,O,X,X,O,O
JZTOSIL,O,O,O,O,O,X
JZTOSLI,X,O,X,O,O,O
JZITLSO,O,O,O,X,X,X
JZITLOS,O,O,O,X,X,X
JZITSLO,O,X,O,O,O,X
JZITSOL,O,O,O,O,O,X
JZITOLS,O,O,O,X,X,X
JZITOSL,O,O,O,X,X,X
JZILTSO,O,O,O,O,X,X
JZILTOS,O,O,O,X,X,X
JZILSTO,O,X,O,O,X,X
JZILSOT,O,X,O,X,X,X
JZILOTS,O,X,O,X,X,X
JZILOST,O,X,O,X,X,X
JZISTLO,O,X,O,O,O,X
JZISTOL,O,X,O,O,O,X
JZISLTO,O,X,O,O,X,X
JZISLOT,O,X,O,X,X,X
JZISOTL,O,X,O,X,X,X
JZISOLT,O,X,O,X,X,X
JZIOTLS,O,O,O,X,X,X
JZIOTSL,O,O,O,X,X,X
JZIOLTS,O,X,O,X,X,X
JZIOLST,O,X,O,X,X,X
JZIOSTL,O,X,O,X,X,X
JZIOSLT,O,X,O,X,X,X
JZLTISO,O,O,O,O,X,X
JZLTIOS,O,O,O,X,X,X
JZLTSIO,O,O,X,O,O,X
JZLTSOI,O,O,X,O,O,X
JZLTOIS,O,O,O,X,X,X
JZLTOSI,O,O,X,O,X,X
JZLITSO,O,O,O,O,X,X
JZLITOS,O,O,O,X,X,X
JZLISTO,O,X,O,O,X,X
JZLISOT,O,X,O,X,X,X
JZLIOTS,O,X,O,X,X,X
JZLIOST,O,X,O,X,X,X
JZLSTIO,O,X,X,O,O,X
JZLSTOI,O,X,X,O,O,X
JZLSITO,O,X,X,O,X,X
JZLSIOT,O,X,X,X,X,X
JZLSOTI,O,X,X,O,X,X
JZLSOIT,O,X,X,X,X,X
JZLOTIS,O,X,O,X,X,X
JZLOTSI,O,X,X,O,X,X
JZLOITS,O,X,O,X,X,X
JZLOIST,O,X,O,X,X,X
JZLOSTI,O,X,X,O,X,X
JZLOSIT,O,X,X,X,X,X
JZSTILO,O,X,O,O,O,X
JZSTIOL,O,X,O,O,O,X
JZSTLIO,O,X,X,O,O,O
JZSTLOI,O,X,X,O,O,O
JZSTOIL,O,X,O,O,O,X
JZSTOLI,X,X,X,O,O,O
JZSITLO,O,X,O,O,O,X
JZSITOL,O,X,O,O,O,X
