sequence,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKlBzgBRiBcoBFn?BXrB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKmBfnBxiBTlBFo?B0qB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFxgBliBcoB/qBar?BzrB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKlBRiBcoBFmBXn?BzqB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFxgBliBcoBTlByr?BXrB,v115@IhA8IeA8EeA8AeD8BeE8JeOEJvhFKlBRhB3iBcoB1r?BzqB
ZJOLSTI,O,O,O,O,O,O
ZJOLSIT,O,X,O,O,O,O
ZJOSTIL,O,O,O,X,O,O
ZJOSTLI,O,O,O,X,O,O
ZJOSITL,X,X,O,X,O,X
ZJOSILT,O,X,O,O,O,O
ZJOSLTI,O,O,O,O,O,O
ZJOSLIT,O,X,O,O,O,O
ZSTILJO,O,O,O,O,X,O
ZSTILOJ,O,O,O,O,X,O
ZSTIJLO,O,O,O,O,X,O
ZSTIJOL,O,O,O,X,X,O
ZSTIOLJ,O,O,O,O,X,O
ZSTIOJL,O,O,O,X,X,O
ZSTLIJO,O,O,O,O,X,O
ZSTLIOJ,O,O,O,O,X,O
ZSTLJIO,O,O,O,O,X,O
ZSTLJOI,O,O,O,O,O,O
ZSTLOIJ,O,O,O,O,O,O
ZSTLOJI,O,O,O,O,O,O
ZSTJILO,O,O,O,O,X,O
ZSTJIOL,O,O,O,X,X,O
ZSTJLIO,O,O,O,O,X,O
ZSTJLOI,O,O,O,O,O,O
ZSTJOIL,O,O,O,X,O,O
ZSTJOLI,O,O,O,X,O,O
ZSTOILJ,O,O,O,O,X,O
ZSTOIJL,O,O,O,X,O,O
ZSTOLIJ,O,O,O,O,O,O
ZSTOLJI,O,O,O,O,O,O
ZSTOJIL,O,O,O,X,O,O
ZSTOJLI,O,O,O,X,O,O
ZSITLJO,O,X,O,O,X,O
ZSITLOJ,O,X,O,O,X,O
ZSITJLO,O,X,O,O,X,O
ZSITJOL,O,X,O,X,X,O
ZSITOLJ,O,X,O,O,X,O
ZSITOJL,O,X,O,X,X,O
ZSILTJO,O,X,O,O,X,O
ZSILTOJ,O,X,O,O,X,O
ZSILJTO,O,X,O,O,X,O
ZSILJOT,O,X,O,O,X,O
ZSILOTJ,O,X,O,O,X,X
ZSILOJT,O,X,O,O,X,O
ZSIJTLO,O,X,O,O,X,O
ZSIJTOL,O,X,O,X,X,O
ZSIJLTO,O,X,O,O,X,O
ZSIJLOT,O,X,O,O,X,O
ZSIJOTL,X,X,O,X,X,X
ZSIJOLT,O,X,O,O,X,O
ZSIOTLJ,O,X,O,O,X,X
ZSIOTJL,O,X,O,X,X,X
ZSIOLTJ,O,X,O,O,X,X
ZSIOLJT,O,X,O,O,X,O
ZSIOJTL,X,X,O,X,X,X
ZSIOJLT,O,X,O,O,X,O
ZSLTIJO,O,O,O,O,X,O
ZSLTIOJ,O,O,O,O,X,O
ZSLTJIO,O,O,O,O,X,O
ZSLTJOI,O,O,O,O,O,O
ZSLTOIJ,O,O,O,O,O,O
ZSLTOJI,O,O,O,O,O,O
ZSLITJO,O,X,O,O,X,O
ZSLITOJ,O,X,O,O,X,O
ZSLIJTO,O,X,O,O,X,O
ZSLIJOT,O,X,O,O,X,O
ZSLIOTJ,O,X,O,O,X,X
ZSLIOJT,O,X,O,O,X,O
ZSLJTIO,O,O,O,O,X,O
ZSLJTOI,O,O,O,O,O,O
ZSLJITO,O,X,O,O,X,O
ZSLJIOT,O,X,O,O,X,O
ZSLJOTI,O,O,O,O,O,O
ZSLJOIT,O,X,O,O,O,O
ZSLOTIJ,O,O,O,O,O,O
ZSLOTJI,O,O,O,O,O,O
ZSLOITJ,O,X,O,O,O,X
ZSLOIJT,O,X,O,O,O,O
ZSLOJTI,O,O,O,O,O,O
ZSLOJIT,O,X,O,O,O,O
ZSJTILO,O,O,O,O,X,O
ZSJTIOL,O,O,O,X,X,O
ZSJTLIO,O,O,O,O,X,O
ZSJTLOI,O,O,O,O,O,O
ZSJTOIL,O,O,O,X,O,O
ZSJTOLI,O,O,O,X,O,O
ZSJITLO,O,X,O,O,X,O
ZSJITOL,O,X,O,X,X,O
ZSJILTO,O,X,O,O,X,O
ZSJILOT,O,X,O,O,X,O
ZSJIOTL,X,X,O,X,X,X
ZSJIOLT,O,X,O,O,X,O
ZSJLTIO,O,O,O,O,X,O
ZSJLTOI,O,O,O,O,O,O
ZSJLITO,O,X,O,O,X,O
ZSJLIOT,O,X,O,O,X,O
ZSJLOTI,O,O,O,O,O,O
ZSJLOIT,O,X,O,O,O,O
ZSJOTIL,O,O,O,X,O,O
ZSJOTLI,O,O,O,X,O,O
ZSJOITL,X,X,O,X,O,X
ZSJOILT,O,X,O,O,O,O
ZSJOLTI,O,O,O,O,O,O
ZSJOLIT,O,X,O,O,O,O
ZSOTILJ,O,O,O,O,X,O
ZSOTIJL,O,O,O,X,O,O
ZSOTLIJ,O,O,O,O,O,O
ZSOTLJI,O,O,O,O,O,O
ZSOTJIL,O,O,O,X,O,O
ZSOTJLI,O,O,O,X,O,O
ZSOITLJ,O,X,O,O,X,X
ZSOITJL,O,X,O,X,O,X
ZSOILTJ,O,X,O,O,O,X
ZSOILJT,O,X,O,O,O,O
ZSOIJTL,X,X,O,X,O,X
ZSOIJLT,O,X,O,O,O,O
ZSOLTIJ,O,O,O,O,O,O
ZSOLTJI,O,O,O,O,O,O
ZSOLITJ,O,X,O,O,O,X
ZSOLIJT,O,X,O,O,O,O
ZSOLJTI,O,O,O,O,O,O
ZSOLJIT,O,X,O,O,O,O
ZSOJTIL,O,O,O,X,O,O
ZSOJTLI,O,O,O,X,O,O
ZSOJITL,X,X,O,X,O,X
ZSOJILT,O,X,O,O,O,O
ZSOJLTI,O,O,O,O,O,O
ZSOJLIT,O,X,O,O,O,O
ZOTILJS,O,X,O,X,O,O
ZOTILSJ,O,X,X,X,O,O
ZOTIJLS,O,X,O,X,O,O
ZOTIJSL,O,O,O,X,O,O
ZOTISLJ,O,O,O,X,X,O
ZOTISJL,O,O,O,X,O,O
ZOTLIJS,O,X,O,X,O,O
ZOTLISJ,O,X,X,X,O,O
ZOTLJIS,O,X,O,X,O,O
ZOTLJSI,O,O,O,X,O,O
ZOTLSIJ,O,O,O,X,O,O
ZOTLSJI,O,O,O,X,O,O
ZOTJILS,O,X,O,X,O,O
ZOTJISL,O,O,O,X,O,O
ZOTJLIS,O,X,O,X,O,O
ZOTJLSI,O,O,O,X,O,O
ZOTJSIL,O,O,O,X,O,O
ZOTJSLI,O,O,O,X,O,O
ZOTSILJ,O,O,O,X,X,O
ZOTSIJL,O,O,O,X,O,O
ZOTSLIJ,O,O,O,X,O,O
ZOTSLJI,O,O,O,X,O,O
ZOTSJIL,O,O,O,X,O,O
ZOTSJLI,O,O,O,X,O,O
ZOITLJS,O,X,O,X,O,X
ZOITLSJ,O,X,X,X,O,X
ZOITJLS,O,X,O,X,O,X
ZOITJSL,O,X,O,X,O,X
ZOITSLJ,O,X,O,X,X,X
ZOITSJL,O,X,O,X,O,X
ZOILTJS,O,X,O,X,O,X
ZOILTSJ,O,X,X,X,O,X
ZOILJTS,O,X,O,X,O,X
ZOILJST,O,X,X,O,O,X
ZOILSTJ,O,X,X,O,O,X
ZOILSJT,O,X,X,O,O,X
ZOIJTLS,O,X,O,X,O,X
ZOIJTSL,O,X,O,X,O,X
ZOIJLTS,O,X,O,X,O,X
ZOIJLST,O,X,X,O,O,X
ZOIJSTL,X,X,O,X,O,X
ZOIJSLT,O,X,O,O,O,X
ZOISTLJ,O,X,O,O,X,X
ZOISTJL,X,X,O,X,O,X
ZOISLTJ,O,X,O,O,O,X
ZOISLJT,O,X,O,O,O,X
ZOISJTL,X,X,O,X,O,X
ZOISJLT,O,X,O,O,O,X
ZOLTIJS,O,X,O,X,O,O
ZOLTISJ,O,X,X,X,O,O
ZOLTJIS,O,X,O,X,O,O
ZOLTJSI,O,O,O,O,O,O
ZOLTSIJ,O,O,O,O,O,O
ZOLTSJI,O,O,O,O,O,O
ZOLITJS,O,X,O,X,O,X
ZOLITSJ,O,X,X,X,O,X
ZOLIJTS,O,X,O,X,O,X
ZOLIJST,O,X,X,O,O,X
ZOLISTJ,O,X,X,O,O,X
ZOLISJT,O,X,X,O,O,X
ZOLJTIS,O,X,O,X,O,O
ZOLJTSI,O,O,O,O,O,O
ZOLJITS,O,X,O,X,O,X
ZOLJIST,O,X,X,O,O,X
ZOLJSTI,O,O,O,O,O,O
ZOLJSIT,O,X,O,O,O,O
ZOLSTIJ,O,O,O,O,O,O
ZOLSTJI,O,O,O,O,O,O
ZOLSITJ,O,X,O,O,O,X
ZOLSIJT,O,X,O,O,O,O
ZOLSJTI,O,O,O,O,O,O
ZOLSJIT,O,X,O,O,O,O
ZOJTILS,O,X,O,X,O,O
ZOJTISL,O,O,O,X,O,O
ZOJTLIS,O,X,O,X,O,O
ZOJTLSI,O,O,O,X,O,O
ZOJTSIL,O,O,O,X,O,O
ZOJTSLI,O,O,O,X,O,O
ZOJITLS,O,X,O,X,O,X
ZOJITSL,O,X,O,X,O,X
ZOJILTS,O,X,O,X,O,X
ZOJILST,O,X,X,O,O,X
ZOJISTL,X,X,O,X,O,X
ZOJISLT,O,X,O,O,O,X
ZOJLTIS,O,X,O,X,O,O
ZOJLTSI,O,O,O,O,O,O
ZOJLITS,O,X,O,X,O,X
ZOJLIST,O,X,X,O,O,X
ZOJLSTI,O,O,O,O,O,O
ZOJLSIT,O,X,O,O,O,O
ZOJSTIL,O,O,O,X,O,O
ZOJSTLI,O,O,O,X,O,O
ZOJSITL,X,X,O,X,O,X
ZOJSILT,O,X,O,O,O,O
ZOJSLTI,O,O,O,O,O,O
ZOJSLIT,O,X,O,O,O,O
ZOSTILJ,O,O,O,O,X,O
ZOSTIJL,O,O,O,X,O,O
ZOSTLIJ,O,O,O,O,O,O
ZOSTLJI,O,O,O,O,O,O
ZOSTJIL,O,O,O,X,O,O
ZOSTJLI,O,O,O,X,O,O
ZOSITLJ,O,X,O,O,X,X
ZOSITJL,O,X,O,X,O,X
ZOSILTJ,O,X,O,O,O,X
ZOSILJT,O,X,O,O,O,O
ZOSIJTL,X,X,O,X,O,X
ZOSIJLT,O,X,O,O,O,O
ZOSLTIJ,O,O,O,O,O,O
ZOSLTJI,O,O,O,O,O,O
ZOSLITJ,O,X,O,O,O,X
ZOSLIJT,O,X,O,O,O,O
ZOSLJTI,O,O,O,O,O,O
ZOSLJIT,O,X,O,O,O,O
ZOSJTIL,O,O,O,X,O,O
ZOSJTLI,O,O,O,X,O,O
ZOSJITL,X,X,O,X,O,X
ZOSJILT,O,X,O,O,O,O
ZOSJLTI,O,O,O,O,O,O
ZOSJLIT,O,X,O,O,O,O
OTILJSZ,X,O,X,X,X,X
OTILJZS,X,X,X,X,O,O
OTILSJZ,X,O,X,X,X,X
OTILSZJ,X,O,X,X,X,X
OTILZJS,X,X,X,X,O,O
OTILZSJ,X,X,X,X,O,O
OTIJLSZ,X,O,X,X,X,X
OTIJLZS,X,X,X,X,O,O
OTIJSLZ,X,O,X,X,X,X
OTIJSZL,X,O,X,X,X,X
OTIJZLS,X,X,O,X,O,O
OTIJZSL,X,O,O,X,O,O
OTISLJZ,X,O,X,X,X,X
OTISLZJ,X,O,X,X,X,X
OTISJLZ,X,O,X,X,X,X
OTISJZL,X,O,X,X,X,X
OTISZLJ,X,O,X,X,X,X
OTISZJL,X,O,X,X,X,X
OTIZLJS,X,X,O,X,O,O
OTIZLSJ,X,X,X,X,O,O
OTIZJLS,X,X,O,X,O,O
OTIZJSL,X,O,O,X,O,O
OTIZSLJ,X,O,X,X,X,O
OTIZSJL,X,O,O,X,O,O
OTLIJSZ,X,O,X,X,X,X
OTLIJZS,O,X,X,X,O,O
OTLISJZ,X,O,X,X,X,X
OTLISZJ,X,O,X,X,X,X
OTLIZJS,O,X,X,X,O,O
OTLIZSJ,O,X,X,X,O,O
OTLJISZ,X,O,X,X,X,X
OTLJIZS,O,X,X,X,O,O
OTLJSIZ,O,O,X,X,X,X
OTLJSZI,O,O,X,X,X,X
OTLJZIS,O,X,X,X,O,O
OTLJZSI,O,O,X,X,O,O
OTLSIJZ,O,O,X,X,X,X
OTLSIZJ,O,O,X,X,X,X
OTLSJIZ,O,O,X,X,X,X
OTLSJZI,O,O,X,X,X,X
OTLSZIJ,O,O,X,X,X,X
OTLSZJI,O,O,X,X,X,X
OTLZIJS,O,X,X,X,O,O
OTLZISJ,O,X,X,X,O,O
OTLZJIS,O,X,X,X,O,O
OTLZJSI,O,O,X,X,O,O
OTLZSIJ,O,O,X,X,O,O
OTLZSJI,O,O,X,X,O,O
OTJILSZ,X,O,X,X,X,X
OTJILZS,X,X,X,X,O,O
OTJISLZ,X,O,X,X,X,X
OTJISZL,X,O,X,X,X,X
OTJIZLS,X,X,O,X,O,O
OTJIZSL,X,O,O,X,O,O
OTJLISZ,X,O,X,X,X,X
OTJLIZS,O,X,X,X,O,O
OTJLSIZ,O,O,X,X,X,X
OTJLSZI,O,O,X,X,X,X
OTJLZIS,O,X,X,X,O,O
OTJLZSI,O,O,X,X,O,O
OTJSILZ,X,O,X,X,X,X
OTJSIZL,X,O,O,X,X,X
OTJSLIZ,O,O,O,X,X,X
OTJSLZI,O,O,O,X,X,X
OTJSZIL,O,O,O,X,X,X
OTJSZLI,O,O,O,X,X,X
OTJZILS,O,X,O,X,O,O
OTJZISL,O,O,O,X,O,O
OTJZLIS,O,X,O,X,O,O
OTJZLSI,O,O,O,X,O,O
OTJZSIL,O,O,O,X,O,O
OTJZSLI,O,O,O,X,O,O
OTSILJZ,O,O,X,X,X,X
OTSILZJ,O,O,X,X,X,X
OTSIJLZ,X,O,X,X,X,X
OTSIJZL,X,O,O,X,X,X
OTSIZLJ,O,O,O,X,X,X
OTSIZJL,O,O,O,X,X,X
OTSLIJZ,O,O,O,X,X,X
OTSLIZJ,O,O,O,X,X,X
OTSLJIZ,O,O,O,X,X,X
OTSLJZI,O,O,O,X,X,X
OTSLZIJ,O,O,O,X,X,X
OTSLZJI,O,O,O,X,X,X
OTSJILZ,X,O,X,X,X,X
OTSJIZL,X,O,O,X,X,X
OTSJLIZ,O,O,O,X,X,X
OTSJLZI,O,O,O,X,X,X
OTSJZIL,O,O,O,X,X,X
OTSJZLI,O,O,O,X,X,X
OTSZILJ,O,O,O,X,X,X
OTSZIJL,O,O,O,X,X,X
OTSZLIJ,O,O,O,X,X,X
OTSZLJI,O,O,O,X,X,X
OTSZJIL,O,O,O,X,X,X
OTSZJLI,O,O,O,X,X,X
OTZILJS,O,X,O,X,O,O
OTZILSJ,O,X,X,X,O,O
OTZIJLS,O,X,O,X,O,O
OTZIJSL,O,O,O,X,O,O
OTZISLJ,O,O,O,X,X,O
OTZISJL,O,O,O,X,O,O
OTZLIJS,O,X,O,X,O,O
OTZLISJ,O,X,X,X,O,O
OTZLJIS,O,X,O,X,O,O
OTZLJSI,O,O,O,X,O,O
OTZLSIJ,O,O,O,X,O,O
OTZLSJI,O,O,O,X,O,O
OTZJILS,O,X,O,X,O,O
OTZJISL,O,O,O,X,O,O
OTZJLIS,O,X,O,X,O,O
OTZJLSI,O,O,O,X,O,O
OTZJSIL,O,O,O,X,O,O
OTZJSLI,O,O,O,X,O,O
OTZSILJ,O,O,O,X,X,O
OTZSIJL,O,O,O,X,O,O
OTZSLIJ,O,O,O,X,O,O
OTZSLJI,O,O,O,X,O,O
OTZSJIL,O,O,O,X,O,O
OTZSJLI,O,O,O,X,O,O
OITLJSZ,X,O,X,X,X,X
OITLJZS,X,X,X,X,O,X
OITLSJZ,X,O,X,X,X,X
OITLSZJ,X,O,X,X,X,X
OITLZJS,X,X,X,X,O,X
OITLZSJ,X,X,X,X,O,X
OITJLSZ,X,O,X,X,X,X
OITJLZS,X,X,X,X,O,X
OITJSLZ,X,O,X,X,X,X
OITJSZL,X,O,X,X,X,X
OITJZLS,X,X,O,X,O,X
OITJZSL,X,O,O,X,O,X
OITSLJZ,X,O,X,X,X,X
OITSLZJ,X,O,X,X,X,X
OITSJLZ,X,O,X,X,X,X
OITSJZL,X,O,X,X,X,X
OITSZLJ,X,O,X,X,X,X
OITSZJL,X,O,X,X,X,X
OITZLJS,X,X,O,X,O,X
OITZLSJ,X,X,X,X,O,X
OITZJLS,X,X,O,X,O,X
OITZJSL,X,O,O,X,O,X
OITZSLJ,X,O,X,X,X,X
OITZSJL,X,O,O,X,O,X
OILTJSZ,X,O,X,X,X,X
OILTJZS,X,X,X,X,O,X
OILTSJZ,X,O,X,X,X,X
OILTSZJ,X,O,X,X,X,X
OILTZJS,X,X,X,X,O,X
OILTZSJ,X,X,X,X,O,X
OILJTSZ,X,O,X,X,X,X
OILJTZS,X,X,X,X,O,X
OILJSTZ,X,O,X,X,X,X
OILJSZT,X,X,X,X,O,X
OILJZTS,X,X,O,X,O,X
OILJZST,X,X,X,X,O,X
OILSTJZ,X,O,X,X,X,X
OILSTZJ,X,O,X,X,X,X
OILSJTZ,X,O,X,X,X,X
OILSJZT,X,X,X,X,O,X
OILSZTJ,X,X,X,X,O,X
OILSZJT,X,X,X,X,O,X
OILZTJS,X,X,O,X,O,X
OILZTSJ,X,X,X,X,O,X
OILZJTS,X,X,O,X,O,X
OILZJST,X,X,X,X,O,X
OILZSTJ,X,X,X,X,O,X
OILZSJT,X,X,X,X,O,X
OIJTLSZ,X,O,X,X,X,X
OIJTLZS,X,X,X,X,O,X
OIJTSLZ,X,O,X,X,X,X
OIJTSZL,X,O,X,X,X,X
OIJTZLS,X,X,O,X,O,X
OIJTZSL,X,O,O,X,O,X
OIJLTSZ,X,O,X,X,X,X
OIJLTZS,X,X,X,X,O,X
OIJLSTZ,X,O,X,X,X,X
OIJLSZT,X,X,X,X,O,X
OIJLZTS,X,X,O,X,O,X
OIJLZST,X,X,X,X,O,X
OIJSTLZ,X,O,X,X,X,X
OIJSTZL,X,O,O,X,X,X
OIJSLTZ,X,O,O,X,X,X
OIJSLZT,X,X,O,X,O,X
OIJSZTL,X,X,O,X,O,X
OIJSZLT,X,X,O,X,O,X
OIJZTLS,X,X,O,X,O,X
OIJZTSL,X,X,O,X,O,X
OIJZLTS,X,X,O,X,O,X
OIJZLST,X,X,X,X,O,X
OIJZSTL,X,X,O,X,O,X
OIJZSLT,X,X,O,X,O,X
OISTLJZ,X,O,X,X,X,X
OISTLZJ,X,O,X,X,X,X
OISTJLZ,X,O,X,X,X,X
OISTJZL,X,O,O,X,X,X
OISTZLJ,X,O,O,X,X,X
OISTZJL,X,O,O,X,X,X
OISLTJZ,X,O,O,X,X,X
OISLTZJ,X,O,O,X,X,X
OISLJTZ,X,O,O,X,X,X
OISLJZT,X,X,O,X,O,X
OISLZTJ,X,X,O,X,O,X
OISLZJT,X,X,O,X,O,X
OISJTLZ,X,O,X,X,X,X
OISJTZL,X,O,O,X,X,X
OISJLTZ,X,O,O,X,X,X
OISJLZT,X,X,O,X,O,X
OISJZTL,X,X,O,X,O,X
OISJZLT,X,X,O,X,O,X
OISZTLJ,X,X,O,X,X,X
OISZTJL,X,X,O,X,O,X
OISZLTJ,X,X,O,X,O,X
OISZLJT,X,X,O,X,O,X
OISZJTL,X,X,O,X,O,X
OISZJLT,X,X,O,X,O,X
OIZTLJS,X,X,O,X,O,X
OIZTLSJ,X,X,X,X,O,X
OIZTJLS,X,X,O,X,O,X
OIZTJSL,X,X,O,X,O,X
OIZTSLJ,X,X,O,X,X,X
OIZTSJL,X,X,O,X,O,X
OIZLTJS,X,X,O,X,O,X
OIZLTSJ,X,X,X,X,O,X
OIZLJTS,X,X,O,X,O,X
OIZLJST,X,X,X,X,O,X
OIZLSTJ,X,X,X,X,O,X
OIZLSJT,X,X,X,X,O,X
OIZJTLS,X,X,O,X,O,X
OIZJTSL,X,X,O,X,O,X
OIZJLTS,X,X,O,X,O,X
OIZJLST,X,X,X,X,O,X
OIZJSTL,X,X,O,X,O,X
OIZJSLT,X,X,O,X,O,X
OIZSTLJ,X,X,O,X,X,X
OIZSTJL,X,X,O,X,O,X
OIZSLTJ,X,X,O,X,O,X
OIZSLJT,X,X,O,X,O,X
OIZSJTL,X,X,O,X,O,X
OIZSJLT,X,X,O,X,O,X
OLTIJSZ,X,O,X,X,X,X
OLTIJZS,O,X,X,X,O,O
OLTISJZ,X,O,X,X,X,X
OLTISZJ,X,O,X,X,X,X
OLTIZJS,O,X,X,X,O,O
OLTIZSJ,O,X,X,X,O,O
OLTJISZ,X,O,X,X,X,X
OLTJIZS,O,X,X,X,O,O
OLTJSIZ,O,O,X,X,X,X
OLTJSZI,O,O,X,O,X,X
OLTJZIS,O,X,X,X,O,O
OLTJZSI,O,O,X,O,O,O
OLTSIJZ,O,O,X,X,X,X
OLTSIZJ,O,O,X,X,X,X
OLTSJIZ,O,O,X,X,X,X
OLTSJZI,O,O,X,O,X,X
OLTSZIJ,O,O,X,O,X,X
OLTSZJI,O,O,X,O,X,X
OLTZIJS,O,X,X,X,O,O
OLTZISJ,O,X,X,X,O,O
OLTZJIS,O,X,X,X,O,O
OLTZJSI,O,O,X,O,O,O
OLTZSIJ,O,O,X,O,O,O
OLTZSJI,O,O,X,O,O,O
OLITJSZ,X,O,X,X,X,X
OLITJZS,O,X,X,X,O,X
OLITSJZ,X,O,X,X,X,X
OLITSZJ,X,O,X,X,X,X
OLITZJS,O,X,X,X,O,X
OLITZSJ,O,X,X,X,O,X
OLIJTSZ,X,O,X,X,X,X
OLIJTZS,O,X,X,X,O,X
OLIJSTZ,X,O,X,X,X,X
OLIJSZT,X,X,X,X,O,X
OLIJZTS,O,X,O,X,O,X
OLIJZST,O,X,X,X,O,X
OLISTJZ,X,O,X,X,X,X
OLISTZJ,X,O,X,X,X,X
OLISJTZ,X,O,X,X,X,X
OLISJZT,X,X,X,X,O,X
OLISZTJ,X,X,X,X,O,X
OLISZJT,X,X,X,X,O,X
OLIZTJS,O,X,O,X,O,X
OLIZTSJ,O,X,X,X,O,X
OLIZJTS,O,X,O,X,O,X
OLIZJST,O,X,X,X,O,X
OLIZSTJ,X,X,X,X,O,X
OLIZSJT,O,X,X,X,O,X
OLJTISZ,X,O,X,X,X,X
OLJTIZS,O,X,X,X,O,O
OLJTSIZ,O,O,X,X,X,X
OLJTSZI,O,O,X,O,X,X
OLJTZIS,O,X,X,X,O,O
OLJTZSI,O,O,X,O,O,O
OLJITSZ,X,O,X,X,X,X
OLJITZS,O,X,X,X,O,X
OLJISTZ,X,O,X,X,X,X
OLJISZT,X,X,X,X,O,X
OLJIZTS,O,X,O,X,O,X
OLJIZST,O,X,X,X,O,X
OLJSTIZ,O,O,O,X,X,X
OLJSTZI,O,O,O,O,X,X
OLJSITZ,O,O,O,X,X,X
OLJSIZT,O,X,O,X,O,X
OLJSZTI,O,O,O,O,O,X
OLJSZIT,O,X,O,O,O,X
OLJZTIS,O,X,O,X,O,O
OLJZTSI,O,O,O,O,O,O
OLJZITS,O,X,O,X,O,X
OLJZIST,O,X,X,O,O,X
OLJZSTI,O,O,O,O,O,O
OLJZSIT,O,X,O,O,O,O
OLSTIJZ,O,O,O,X,X,X
OLSTIZJ,O,O,O,X,X,X
OLSTJIZ,O,O,O,X,X,X
OLSTJZI,O,O,O,O,X,X
OLSTZIJ,O,O,O,O,X,X
OLSTZJI,O,O,O,O,X,X
OLSITJZ,O,O,O,X,X,X
OLSITZJ,O,O,O,X,X,X
OLSIJTZ,O,O,O,X,X,X
OLSIJZT,O,X,O,X,O,X
OLSIZTJ,O,X,O,X,O,X
OLSIZJT,O,X,O,X,O,X
OLSJTIZ,O,O,O,X,X,X
OLSJTZI,O,O,O,O,X,X
OLSJITZ,O,O,O,X,X,X
OLSJIZT,O,X,O,X,O,X
OLSJZTI,O,O,O,O,O,X
OLSJZIT,O,X,O,O,O,X
OLSZTIJ,O,O,O,O,O,X
OLSZTJI,O,O,O,O,O,X
OLSZITJ,O,X,O,O,O,X
OLSZIJT,O,X,O,O,O,X
OLSZJTI,O,O,O,O,O,X
OLSZJIT,O,X,O,O,O,X
OLZTIJS,O,X,O,X,O,O
OLZTISJ,O,X,X,X,O,O
OLZTJIS,O,X,O,X,O,O
OLZTJSI,O,O,O,O,O,O
OLZTSIJ,O,O,O,O,O,O
OLZTSJI,O,O,O,O,O,O
OLZITJS,O,X,O,X,O,X
OLZITSJ,O,X,X,X,O,X
OLZIJTS,O,X,O,X,O,X
OLZIJST,O,X,X,O,O,X
OLZISTJ,O,X,X,O,O,X
OLZISJT,O,X,X,O,O,X
OLZJTIS,O,X,O,X,O,O
OLZJTSI,O,O,O,O,O,O
OLZJITS,O,X,O,X,O,X
OLZJIST,O,X,X,O,O,X
OLZJSTI,O,O,O,O,O,O
OLZJSIT,O,X,O,O,O,O
OLZSTIJ,O,O,O,O,O,O
OLZSTJI,O,O,O,O,O,O
OLZSITJ,O,X,O,O,O,X
OLZSIJT,O,X,O,O,O,O
OLZSJTI,O,O,O,O,O,O
OLZSJIT,O,X,O,O,O,O
OJTILSZ,X,O,X,X,X,X
OJTILZS,X,X,X,X,O,O
OJTISLZ,X,O,X,X,X,X
OJTISZL,X,O,X,X,X,X
OJTIZLS,X,X,O,X,O,O
OJTIZSL,X,O,O,X,O,O
OJTLISZ,X,O,X,X,X,X
OJTLIZS,O,X,X,X,O,O
OJTLSIZ,O,O,X,X,X,X
OJTLSZI,O,O,X,X,X,X
OJTLZIS,O,X,X,X,O,O
OJTLZSI,O,O,X,X,O,O
OJTSILZ,X,O,X,X,X,X
OJTSIZL,X,O,O,X,X,X
OJTSLIZ,O,O,O,X,X,X
OJTSLZI,O,O,O,X,X,X
OJTSZIL,O,O,O,X,X,X
OJTSZLI,O,O,O,X,X,X
OJTZILS,O,X,O,X,O,O
OJTZISL,O,O,O,X,O,O
OJTZLIS,O,X,O,X,O,O
OJTZLSI,O,O,O,X,O,O
OJTZSIL,O,O,O,X,O,O
OJTZSLI,O,O,O,X,O,O
OJITLSZ,X,O,X,X,X,X
OJITLZS,X,X,X,X,O,X
OJITSLZ,X,O,X,X,X,X
OJITSZL,X,O,X,X,X,X
OJITZLS,X,X,O,X,O,X
OJITZSL,X,O,O,X,O,X
OJILTSZ,X,O,X,X,X,X
OJILTZS,X,X,X,X,O,X
OJILSTZ,X,O,X,X,X,X
OJILSZT,X,X,X,X,O,X
OJILZTS,X,X,O,X,O,X
OJILZST,X,X,X,X,O,X
OJISTLZ,X,O,X,X,X,X
OJISTZL,X,O,O,X,X,X
OJISLTZ,X,O,O,X,X,X
OJISLZT,X,X,O,X,O,X
OJISZTL,X,X,O,X,O,X
OJISZLT,X,X,O,X,O,X
OJIZTLS,X,X,O,X,O,X
OJIZTSL,X,X,O,X,O,X
OJIZLTS,X,X,O,X,O,X
OJIZLST,X,X,X,X,O,X
OJIZSTL,X,X,O,X,O,X
OJIZSLT,X,X,O,X,O,X
OJLTISZ,X,O,X,X,X,X
OJLTIZS,O,X,X,X,O,O
OJLTSIZ,O,O,X,X,X,X
OJLTSZI,O,O,X,O,X,X
OJLTZIS,O,X,X,X,O,O
OJLTZSI,O,O,X,O,O,O
OJLITSZ,X,O,X,X,X,X
OJLITZS,O,X,X,X,O,X
OJLISTZ,X,O,X,X,X,X
OJLISZT,X,X,X,X,O,X
OJLIZTS,O,X,O,X,O,X
OJLIZST,O,X,X,X,O,X
OJLSTIZ,O,O,O,X,X,X
OJLSTZI,O,O,O,O,X,X
OJLSITZ,O,O,O,X,X,X
OJLSIZT,O,X,O,X,O,X
OJLSZTI,O,O,O,O,O,X
OJLSZIT,O,X,O,O,O,X
OJLZTIS,O,X,O,X,O,O
OJLZTSI,O,O,O,O,O,O
