sequence,v115@GhA8IeA8CeC8CeB8BeD8BeA8Jex/IvhFXhBVnBaoBT?kBeqB0sB,v115@GhA8IeA8CeC8CeB8BeD8BeA8JeKEJvhFUhBGiBZoBF?lB/sBzpB,v115@GhA8IeA8CeC8CeB8BeD8BeA8Jex/IvhFXhBliBikBU?nBetBzpB,v115@GhA8IeA8CeC8CeB8BeD8BeA8Jex/IvhFXhBmiBypBF?nBzsB0pB,v115@GhA8IeA8CeC8CeB8BeD8BeA8JeUBJvhFRiB/pBFlBi?nBzsBmpB,v115@GhA8IeA8CeC8CeB8BeD8BeA8JeT/IvhFXhBZoBUnBl?pBOqB6sB,v115@GhA8IeA8CeC8CeB8BeD8BeA8Jex/IvhFVmBUiBikBe?tB3nBzpB,v115@GhA8IeA8CeC8CeB8BeD8BeA8JeOFJvhFXhBZoBTkBF?nB6sB0pB
JTSOLIZ,O,X,O,X,X,X,O,O
JTSOLZI,O,X,O,X,X,X,O,X
JTSOZIL,O,X,O,X,X,O,X,O
JTSOZLI,O,X,O,X,X,X,O,X
JTZILSO,O,X,O,X,X,O,O,X
JTZILOS,O,X,O,X,X,O,O,X
JTZISLO,O,X,O,X,X,O,X,X
JTZISOL,O,X,O,X,X,O,X,X
JTZIOLS,O,X,O,X,X,O,O,X
JTZIOSL,O,X,O,X,X,O,X,X
JTZLISO,O,X,O,X,X,X,O,X
JTZLIOS,O,X,O,X,X,X,O,X
JTZLSIO,O,X,O,X,X,X,O,X
JTZLSOI,O,X,O,X,X,X,O,X
JTZLOIS,O,X,O,X,X,X,O,X
JTZLOSI,O,X,O,X,X,X,O,X
JTZSILO,O,X,O,X,X,O,X,X
JTZSIOL,O,X,O,X,X,O,X,X
JTZSLIO,O,X,O,X,X,X,O,X
JTZSLOI,O,X,O,X,X,X,O,X
JTZSOIL,O,X,O,X,X,O,X,X
JTZSOLI,O,X,O,X,X,X,O,X
JTZOILS,O,X,O,X,X,O,O,X
JTZOISL,O,X,O,X,X,O,X,X
JTZOLIS,O,X,O,X,X,X,O,X
JTZOLSI,O,X,O,X,X,X,O,X
JTZOSIL,O,X,O,X,X,O,X,X
JTZOSLI,O,X,O,X,X,X,O,X
JTOILSZ,O,X,O,X,X,X,O,X
JTOILZS,O,X,O,X,X,X,O,X
JTOISLZ,O,X,O,X,X,X,X,O
JTOISZL,O,X,O,X,X,O,X,O
JTOIZLS,O,X,X,X,X,O,O,X
JTOIZSL,O,X,X,X,X,O,X,X
JTOLISZ,O,X,O,X,X,X,O,X
JTOLIZS,O,X,O,X,X,X,O,X
JTOLSIZ,O,X,O,X,X,X,O,X
JTOLSZI,O,X,O,X,X,X,O,X
JTOLZIS,O,X,O,X,X,X,O,X
JTOLZSI,O,X,O,X,X,X,O,X
JTOSILZ,O,X,O,X,X,X,X,O
JTOSIZL,O,X,O,X,X,O,X,O
JTOSLIZ,O,X,O,X,X,X,O,O
JTOSLZI,O,X,O,X,X,X,O,X
JTOSZIL,O,X,O,X,X,O,X,O
JTOSZLI,O,X,O,X,X,X,O,X
JTOZILS,O,X,O,X,X,O,O,X
JTOZISL,O,X,O,X,X,O,X,X
JTOZLIS,O,X,O,X,X,X,O,X
JTOZLSI,O,X,O,X,X,X,O,X
JTOZSIL,O,X,O,X,X,O,X,X
JTOZSLI,O,X,O,X,X,X,O,X
JITLSZO,O,X,O,X,X,X,O,X
JITLSOZ,O,X,O,X,X,X,X,X
JITLZSO,O,X,O,X,X,X,O,X
JITLZOS,O,X,X,X,X,X,O,X
JITLOSZ,O,X,O,X,X,X,X,X
JITLOZS,O,X,X,X,X,X,O,X
JITSLZO,O,X,O,X,X,X,X,X
JITSLOZ,O,X,O,X,X,X,X,O
JITSZLO,O,X,O,X,X,O,X,X
JITSZOL,O,X,O,X,X,O,X,O
JITSOLZ,O,X,O,X,X,X,X,O
JITSOZL,O,X,O,X,X,O,X,O
JITZLSO,O,X,X,X,X,O,O,X
JITZLOS,O,X,X,X,X,O,O,X
JITZSLO,O,X,X,X,X,O,X,X
JITZSOL,O,X,X,X,X,O,X,X
JITZOLS,O,X,X,X,X,O,O,X
JITZOSL,O,X,X,X,X,O,X,X
JITOLSZ,O,X,O,X,X,X,O,X
JITOLZS,O,X,O,X,X,X,O,X
JITOSLZ,O,X,O,X,X,X,X,O
JITOSZL,O,X,O,X,X,O,X,O
JITOZLS,O,X,X,X,X,O,O,X
JITOZSL,O,X,X,X,X,O,X,X
JILTSZO,O,O,O,X,X,X,O,X
JILTSOZ,O,O,O,X,X,X,X,X
JILTZSO,O,O,O,X,X,X,O,X
JILTZOS,O,X,O,X,X,X,O,X
JILTOSZ,O,X,O,X,X,X,X,X
JILTOZS,X,X,X,X,X,X,O,X
JILSTZO,O,O,O,X,X,X,O,X
JILSTOZ,O,O,O,X,X,X,X,X
JILSZTO,O,O,O,X,X,X,X,X
JILSZOT,X,O,O,X,X,X,X,X
JILSOTZ,X,O,O,X,X,X,X,X
JILSOZT,X,O,O,X,X,X,X,X
JILZTSO,O,O,O,X,X,X,O,X
JILZTOS,O,X,O,X,X,X,O,X
JILZSTO,O,O,O,X,X,X,X,X
JILZSOT,X,O,O,X,X,X,X,X
JILZOTS,O,X,O,X,X,X,X,X
JILZOST,X,X,O,X,X,X,X,X
JILOTSZ,X,X,O,X,X,X,X,X
JILOTZS,X,X,X,X,X,X,O,X
JILOSTZ,X,X,O,X,X,X,X,X
JILOSZT,X,X,O,X,X,X,X,X
JILOZTS,X,X,O,X,X,X,X,X
JILOZST,X,X,O,X,X,X,X,X
JISTLZO,O,O,O,X,X,X,X,X
JISTLOZ,O,O,O,X,X,X,X,O
JISTZLO,O,O,O,X,X,O,X,X
JISTZOL,O,X,O,X,X,O,X,O
JISTOLZ,O,X,O,X,X,X,X,O
JISTOZL,O,X,O,X,X,O,X,O
JISLTZO,O,O,O,X,X,X,X,X
JISLTOZ,O,O,O,X,X,X,X,O
JISLZTO,O,O,O,X,X,X,X,X
JISLZOT,X,O,O,X,X,X,X,X
JISLOTZ,X,O,O,X,X,X,X,O
JISLOZT,X,O,O,X,X,X,X,X
JISZTLO,O,O,O,X,X,O,X,X
JISZTOL,O,X,O,X,X,O,X,O
JISZLTO,O,O,O,X,X,X,X,X
JISZLOT,X,O,O,X,X,X,X,X
JISZOTL,O,X,O,X,X,X,X,O
JISZOLT,O,O,O,X,X,X,X,X
JISOTLZ,O,X,O,X,X,X,X,O
JISOTZL,O,X,O,X,X,X,X,O
JISOLTZ,O,O,O,X,X,X,X,O
JISOLZT,O,O,O,X,X,X,X,X
JISOZTL,O,X,O,X,X,X,X,O
JISOZLT,O,O,O,X,X,X,X,X
JIZTLSO,O,X,O,X,X,O,X,X
JIZTLOS,O,X,O,X,X,O,X,X
JIZTSLO,O,X,O,X,X,O,X,X
JIZTSOL,O,X,O,X,X,O,X,X
JIZTOLS,O,X,O,X,X,O,X,X
JIZTOSL,O,X,O,X,X,O,X,X
JIZLTSO,O,O,O,X,X,X,X,X
JIZLTOS,O,X,O,X,X,X,X,X
JIZLSTO,O,O,O,X,X,X,X,X
JIZLSOT,X,O,O,X,X,X,X,X
JIZLOTS,O,X,O,X,X,X,X,X
JIZLOST,O,X,O,X,X,X,X,X
JIZSTLO,O,O,O,X,X,O,X,X
JIZSTOL,O,X,O,X,X,O,X,X
JIZSLTO,O,O,O,X,X,X,X,X
JIZSLOT,X,O,O,X,X,X,X,X
JIZSOTL,O,X,O,X,X,X,X,X
JIZSOLT,O,O,O,X,X,X,X,X
JIZOTLS,O,X,O,X,X,X,X,X
JIZOTSL,O,X,O,X,X,X,X,X
JIZOLTS,O,X,O,X,X,X,X,X
JIZOLST,O,X,O,X,X,X,X,X
JIZOSTL,O,X,O,X,X,X,X,X
JIZOSLT,O,X,O,X,X,X,X,X
JIOTLSZ,O,X,O,X,X,X,O,X
JIOTLZS,O,X,O,X,X,X,O,X
JIOTSLZ,O,X,O,X,X,X,X,O
JIOTSZL,O,X,O,X,X,X,X,O
JIOTZLS,O,X,X,X,X,X,O,X
JIOTZSL,O,X,X,X,X,X,X,X
JIOLTSZ,O,X,O,X,X,X,O,X
JIOLTZS,O,X,O,X,X,X,O,X
JIOLSTZ,O,X,O,X,X,X,O,X
JIOLSZT,O,X,O,X,X,X,X,X
JIOLZTS,O,X,O,X,X,X,O,X
JIOLZST,O,X,O,X,X,X,X,X
JIOSTLZ,O,X,O,X,X,X,X,O
JIOSTZL,O,X,O,X,X,X,X,O
JIOSLTZ,O,X,O,X,X,X,X,O
JIOSLZT,O,X,O,X,X,X,X,X
JIOSZTL,O,X,O,X,X,X,X,O
JIOSZLT,O,X,O,X,X,X,X,X
JIOZTLS,O,X,O,X,X,X,X,X
JIOZTSL,O,X,O,X,X,X,X,X
JIOZLTS,O,X,O,X,X,X,X,X
JIOZLST,O,X,O,X,X,X,X,X
JIOZSTL,O,X,O,X,X,X,X,X
JIOZSLT,O,X,O,X,X,X,X,X
JLTISZO,O,O,O,X,X,X,O,X
JLTISOZ,O,O,O,X,X,X,X,X
JLTIZSO,O,O,O,X,X,X,O,X
JLTIZOS,O,X,O,X,X,X,O,X
JLTIOSZ,O,X,O,X,X,X,X,X
JLTIOZS,O,X,X,X,X,X,O,X
JLTSIZO,O,O,O,X,X,X,O,X
JLTSIOZ,O,O,O,X,X,X,X,X
JLTSZIO,O,O,O,X,X,X,O,X
JLTSZOI,O,O,O,X,X,X,O,X
JLTSOIZ,O,O,O,X,X,X,X,X
JLTSOZI,O,O,O,X,X,X,X,X
JLTZISO,O,O,O,X,X,X,O,X
JLTZIOS,O,X,O,X,X,X,O,X
JLTZSIO,O,O,O,X,X,X,O,X
JLTZSOI,O,O,O,X,X,X,O,X
JLTZOIS,O,X,O,X,X,X,O,X
JLTZOSI,O,X,O,X,X,X,O,X
JLTOISZ,O,X,O,X,X,X,O,X
JLTOIZS,O,X,O,X,X,X,O,X
JLTOSIZ,O,X,O,X,X,X,O,X
JLTOSZI,O,X,O,X,X,X,O,X
JLTOZIS,O,X,O,X,X,X,O,X
JLTOZSI,O,X,O,X,X,X,O,X
JLITSZO,O,O,O,X,X,X,O,X
JLITSOZ,O,O,O,X,X,X,X,X
JLITZSO,O,O,O,X,X,X,O,X
JLITZOS,O,X,O,X,X,X,O,X
JLITOSZ,O,X,O,X,X,X,X,X
JLITOZS,X,X,X,X,X,X,O,X
JLISTZO,O,O,O,X,X,X,O,X
JLISTOZ,O,O,O,X,X,X,X,X
JLISZTO,O,O,O,X,X,X,X,X
JLISZOT,X,O,O,X,X,X,X,X
JLISOTZ,X,O,O,O,X,X,X,X
JLISOZT,X,O,O,O,X,X,X,X
JLIZTSO,O,O,O,X,X,X,O,X
JLIZTOS,O,X,O,X,X,X,O,X
JLIZSTO,O,O,O,X,X,X,X,X
JLIZSOT,X,O,O,X,X,X,X,X
JLIZOTS,O,X,O,X,X,X,X,X
JLIZOST,X,X,O,X,X,X,X,X
JLIOTSZ,X,X,O,O,X,X,X,X
JLIOTZS,X,X,X,O,X,X,O,X
JLIOSTZ,X,X,O,O,X,X,X,X
JLIOSZT,X,X,O,O,X,X,X,X
JLIOZTS,X,X,O,O,X,X,X,X
JLIOZST,X,X,O,O,X,X,X,X
JLSTIZO,O,O,O,X,X,X,O,X
JLSTIOZ,O,O,O,X,X,X,X,X
JLSTZIO,O,O,O,X,X,X,O,X
JLSTZOI,O,O,O,X,O,X,O,X
JLSTOIZ,O,O,O,X,X,X,X,X
JLSTOZI,O,O,O,X,X,X,X,X
JLSITZO,O,O,O,X,X,X,O,X
JLSITOZ,O,O,O,X,X,X,X,X
JLSIZTO,O,O,O,X,X,X,X,X
JLSIZOT,X,O,O,X,X,X,X,X
JLSIOTZ,X,O,O,O,X,X,X,X
JLSIOZT,X,O,O,O,X,X,X,X
JLSZTIO,O,O,O,X,X,X,X,X
JLSZTOI,O,O,O,X,O,X,X,X
JLSZITO,O,O,O,X,X,X,X,X
JLSZIOT,X,O,O,X,X,X,X,X
JLSZOTI,O,O,O,X,X,X,X,X
JLSZOIT,O,O,O,X,X,X,X,X
JLSOTIZ,O,O,O,O,X,X,X,X
JLSOTZI,O,O,O,O,X,X,X,X
JLSOITZ,O,O,O,O,X,X,X,X
JLSOIZT,O,O,O,O,X,X,X,X
JLSOZTI,O,O,O,X,X,X,X,X
JLSOZIT,O,O,O,O,X,X,X,X
JLZTISO,O,O,O,X,X,X,O,X
JLZTIOS,O,X,O,X,X,X,O,X
JLZTSIO,O,O,O,X,X,X,O,X
JLZTSOI,O,O,O,X,X,X,O,X
JLZTOIS,O,X,O,X,X,X,O,X
JLZTOSI,O,X,O,X,X,X,O,X
JLZITSO,O,O,O,X,X,X,O,X
JLZITOS,O,X,O,X,X,X,O,X
JLZISTO,O,O,O,X,X,X,X,X
JLZISOT,X,O,O,X,X,X,X,X
JLZIOTS,O,X,O,X,X,X,X,X
JLZIOST,O,X,O,X,X,X,X,X
JLZSTIO,O,O,O,X,X,X,X,X
JLZSTOI,O,O,O,X,O,X,X,X
JLZSITO,O,O,O,X,X,X,X,X
JLZSIOT,X,O,O,X,X,X,X,X
JLZSOTI,O,O,O,X,X,X,X,X
JLZSOIT,O,O,O,X,X,X,X,X
JLZOTIS,O,X,O,X,X,X,X,X
JLZOTSI,O,X,O,X,X,X,X,X
JLZOITS,O,X,O,X,X,X,X,X
JLZOIST,O,X,O,X,X,X,X,X
JLZOSTI,O,X,O,X,X,X,X,X
JLZOSIT,O,X,O,X,X,X,X,X
JLOTISZ,O,X,O,O,X,X,O,X
JLOTIZS,O,X,O,O,X,X,O,X
JLOTSIZ,O,X,O,O,X,X,O,X
JLOTSZI,O,X,O,O,X,X,O,X
JLOTZIS,O,X,O,O,X,X,O,X
JLOTZSI,O,X,O,O,X,X,O,X
JLOITSZ,O,X,O,O,X,X,O,X
JLOITZS,O,X,O,O,X,X,O,X
JLOISTZ,O,X,O,O,X,X,O,X
JLOISZT,O,X,O,O,X,X,X,X
JLOIZTS,O,X,O,O,X,X,O,X
JLOIZST,O,X,O,O,X,X,X,X
JLOSTIZ,O,X,O,O,X,X,O,X
JLOSTZI,O,X,O,O,X,X,O,X
JLOSITZ,O,X,O,O,X,X,O,X
JLOSIZT,O,X,O,O,X,X,X,X
JLOSZTI,O,X,O,X,X,X,X,X
JLOSZIT,O,X,O,O,X,X,X,X
JLOZTIS,O,X,O,X,X,X,O,X
JLOZTSI,O,X,O,X,X,X,O,X
JLOZITS,O,X,O,O,X,X,O,X
JLOZIST,O,X,O,O,X,X,X,X
JLOZSTI,O,X,O,X,X,X,X,X
JLOZSIT,O,X,O,O,X,X,X,X
JSTILZO,O,O,O,X,X,X,X,X
JSTILOZ,O,O,O,X,X,X,X,O
JSTIZLO,O,O,O,X,X,O,X,X
JSTIZOL,O,X,O,X,X,O,X,O
JSTIOLZ,O,X,O,X,X,X,X,O
JSTIOZL,O,X,O,X,X,O,X,O
JSTLIZO,O,O,O,X,X,X,O,X
JSTLIOZ,O,O,O,X,X,X,X,O
JSTLZIO,O,O,O,X,X,X,O,X
JSTLZOI,O,O,O,X,O,X,O,X
JSTLOIZ,O,O,O,X,X,X,X,O
JSTLOZI,O,O,O,X,X,X,X,X
JSTZILO,O,O,O,X,X,O,X,X
JSTZIOL,O,X,O,X,X,O,X,O
JSTZLIO,O,O,O,X,X,X,O,X
JSTZLOI,O,O,O,X,O,X,O,X
JSTZOIL,O,X,O,X,X,O,X,O
JSTZOLI,O,X,O,X,O,X,O,X
JSTOILZ,O,X,O,X,X,X,X,O
JSTOIZL,O,X,O,X,X,O,X,O
JSTOLIZ,O,X,O,X,O,X,O,O
JSTOLZI,O,X,O,X,O,X,O,X
JSTOZIL,O,X,O,X,X,O,X,O
JSTOZLI,O,X,O,X,O,X,O,X
JSITLZO,O,O,O,X,X,X,X,X
JSITLOZ,O,O,O,X,X,X,X,O
JSITZLO,O,O,O,X,X,O,X,X
JSITZOL,O,X,O,X,X,O,X,O
JSITOLZ,O,X,O,X,X,X,X,O
JSITOZL,O,X,O,X,X,O,X,O
JSILTZO,O,O,O,X,X,X,X,X
JSILTOZ,O,O,O,X,X,X,X,O
JSILZTO,O,O,O,X,X,X,X,X
JSILZOT,X,O,O,X,X,X,X,X
JSILOTZ,X,O,O,X,X,X,X,O
JSILOZT,X,O,O,X,X,X,X,X
JSIZTLO,O,O,O,X,X,O,X,X
JSIZTOL,O,X,O,X,X,O,X,O
JSIZLTO,O,O,O,X,X,X,X,X
JSIZLOT,X,O,O,X,X,X,X,X
JSIZOTL,O,X,O,X,X,X,X,O
JSIZOLT,O,O,O,X,X,X,X,X
JSIOTLZ,O,X,O,O,X,X,X,O
JSIOTZL,O,X,O,O,X,X,X,O
JSIOLTZ,O,O,O,O,X,X,X,O
JSIOLZT,O,O,O,O,X,X,X,X
JSIOZTL,O,X,O,O,X,X,X,O
JSIOZLT,O,O,O,O,X,X,X,X
JSLTIZO,O,O,O,X,X,X,O,X
JSLTIOZ,O,O,O,X,X,X,X,O
JSLTZIO,O,O,O,X,X,X,O,X
JSLTZOI,O,O,O,X,O,X,O,X
JSLTOIZ,O,O,O,X,X,X,X,O
JSLTOZI,O,O,O,X,X,X,X,X
JSLITZO,O,O,O,X,X,X,O,X
JSLITOZ,O,O,O,X,X,X,X,O
JSLIZTO,O,O,O,X,X,X,X,X
JSLIZOT,X,O,O,X,X,X,X,X
JSLIOTZ,X,O,O,O,X,X,X,O
JSLIOZT,X,O,O,O,X,X,X,X
JSLZTIO,O,O,O,X,X,X,X,X
JSLZTOI,O,O,O,X,O,X,X,X
JSLZITO,O,O,O,X,X,X,X,X
JSLZIOT,X,O,O,X,X,X,X,X
JSLZOTI,O,O,O,X,X,X,X,X
JSLZOIT,O,O,O,X,X,X,X,X
JSLOTIZ,O,O,O,O,X,X,X,O
JSLOTZI,O,O,O,O,X,X,X,X
JSLOITZ,O,O,O,O,X,X,X,O
JSLOIZT,O,O,O,O,X,X,X,X
JSLOZTI,O,O,O,X,X,X,X,X
JSLOZIT,O,O,O,O,X,X,X,X
JSZTILO,O,O,O,X,X,O,X,X
JSZTIOL,O,X,O,X,X,O,X,O
JSZTLIO,O,O,O,X,X,X,X,X
JSZTLOI,O,O,O,X,O,X,X,X
JSZTOIL,O,X,O,X,X,O,X,O
JSZTOLI,O,X,O,X,O,X,X,X
JSZITLO,O,O,O,X,X,O,X,X
JSZITOL,O,X,O,X,X,O,X,O
JSZILTO,O,O,O,X,X,X,X,X
JSZILOT,X,O,O,X,X,X,X,X
JSZIOTL,O,X,O,X,X,X,X,O
JSZIOLT,O,O,O,X,X,X,X,X
JSZLTIO,O,O,O,X,X,X,X,X
JSZLTOI,O,O,O,X,O,X,X,X
JSZLITO,O,O,O,X,X,X,X,X
JSZLIOT,X,O,O,X,X,X,X,X
JSZLOTI,O,O,O,X,X,X,X,X
JSZLOIT,O,O,O,X,X,X,X,X
JSZOTIL,O,X,O,X,X,X,X,O
JSZOTLI,O,X,O,X,O,X,X,X
JSZOITL,O,X,O,X,X,X,X,O
JSZOILT,O,O,O,X,X,X,X,X
JSZOLTI,O,O,O,X,O,X,X,X
JSZOLIT,O,O,O,X,O,X,X,X
JSOTILZ,O,X,O,O,X,X,X,O
JSOTIZL,O,X,O,O,X,X,X,O
JSOTLIZ,O,X,O,O,O,X,O,O
JSOTLZI,O,X,O,O,O,X,O,X
JSOTZIL,O,X,O,O,X,X,X,O
JSOTZLI,O,X,O,O,O,X,O,X
JSOITLZ,O,X,O,O,X,X,X,O
JSOITZL,O,X,O,O,X,X,X,O
JSOILTZ,O,O,O,O,X,X,X,O
JSOILZT,O,O,O,O,X,X,X,X
JSOIZTL,O,X,O,O,X,X,X,O
JSOIZLT,O,O,O,O,X,X,X,X
JSOLTIZ,O,O,O,O,O,X,O,O
JSOLTZI,O,O,O,O,O,X,O,X
JSOLITZ,O,O,O,O,O,X,O,O
JSOLIZT,O,O,O,O,O,X,X,X
JSOLZTI,O,O,O,X,O,X,X,X
JSOLZIT,O,O,O,O,O,X,X,X
JSOZTIL,O,X,O,X,X,X,X,O
JSOZTLI,O,X,O,X,O,X,X,X
JSOZITL,O,X,O,O,X,X,X,O
JSOZILT,O,O,O,O,X,X,X,X
JSOZLTI,O,O,O,X,O,X,X,X
JSOZLIT,O,O,O,O,O,X,X,X
JZTILSO,O,X,O,X,X,O,O,X
JZTILOS,O,X,O,X,X,O,O,X
JZTISLO,O,X,O,X,X,O,X,X
JZTISOL,O,X,O,X,X,O,X,X
JZTIOLS,O,X,O,X,X,O,O,X
JZTIOSL,O,X,O,X,X,O,X,X
JZTLISO,O,X,O,X,X,X,O,X
JZTLIOS,O,X,O,X,X,X,O,X
JZTLSIO,O,X,O,X,X,X,O,X
JZTLSOI,O,X,O,X,X,X,O,X
JZTLOIS,O,X,O,X,X,X,O,X
JZTLOSI,O,X,O,X,X,X,O,X
JZTSILO,O,X,O,X,X,O,X,X
JZTSIOL,O,X,O,X,X,O,X,X
JZTSLIO,O,X,O,X,X,X,O,X
JZTSLOI,O,X,O,X,X,X,O,X
JZTSOIL,O,X,O,X,X,O,X,X
JZTSOLI,O,X,O,X,X,X,O,X
JZTOILS,O,X,O,X,X,O,O,X
JZTOISL,O,X,O,X,X,O,X,X
JZTOLIS,O,X,O,X,X,X,O,X
JZTOLSI,O,X,O,X,X,X,O,X
JZTOSIL,O,X,O,X,X,O,X,X
JZTOSLI,O,X,O,X,X,X,O,X
JZITLSO,O,X,O,X,X,O,X,X
JZITLOS,O,X,O,X,X,O,X,X
JZITSLO,O,X,O,X,X,O,X,X
JZITSOL,O,X,O,X,X,O,X,X
JZITOLS,O,X,O,X,X,O,X,X
JZITOSL,O,X,O,X,X,O,X,X
JZILTSO,O,O,O,X,X,X,X,X
JZILTOS,O,X,O,X,X,X,X,X
JZILSTO,O,O,O,X,X,X,X,X
JZILSOT,X,O,O,X,X,X,X,X
JZILOTS,O,X,O,X,X,X,X,X
JZILOST,O,X,O,X,X,X,X,X
JZISTLO,O,O,O,X,X,O,X,X
JZISTOL,O,X,O,X,X,O,X,X
JZISLTO,O,O,O,X,X,X,X,X
JZISLOT,X,O,O,X,X,X,X,X
JZISOTL,O,X,O,X,X,X,X,X
JZISOLT,O,O,O,X,X,X,X,X
JZIOTLS,O,X,O,X,X,X,X,X
JZIOTSL,O,X,O,X,X,X,X,X
JZIOLTS,O,X,O,X,X,X,X,X
JZIOLST,O,X,O,X,X,X,X,X
JZIOSTL,O,X,O,X,X,X,X,X
JZIOSLT,O,X,O,X,X,X,X,X
JZLTISO,O,O,O,X,X,X,O,X
JZLTIOS,O,X,O,X,X,X,O,X
JZLTSIO,O,O,O,X,X,X,O,X
JZLTSOI,O,O,O,X,X,X,O,X
JZLTOIS,O,X,O,X,X,X,O,X
JZLTOSI,O,X,O,X,X,X,O,X
JZLITSO,O,O,O,X,X,X,O,X
JZLITOS,O,X,O,X,X,X,O,X
JZLISTO,O,O,O,X,X,X,X,X
JZLISOT,X,O,O,X,X,X,X,X
JZLIOTS,O,X,O,X,X,X,X,X
JZLIOST,O,X,O,X,X,X,X,X
JZLSTIO,O,O,O,X,X,X,X,X
JZLSTOI,O,O,O,X,O,X,X,X
JZLSITO,O,O,O,X,X,X,X,X
JZLSIOT,X,O,O,X,X,X,X,X
JZLSOTI,O,O,O,X,X,X,X,X
JZLSOIT,O,O,O,X,X,X,X,X
JZLOTIS,O,X,O,X,X,X,X,X
JZLOTSI,O,X,O,X,X,X,X,X
JZLOITS,O,X,O,X,X,X,X,X
JZLOIST,O,X,O,X,X,X,X,X
JZLOSTI,O,X,O,X,X,X,X,X
JZLOSIT,O,X,O,X,X,X,X,X
JZSTILO,O,O,O,X,X,O,X,X
JZSTIOL,O,X,O,X,X,O,X,X
JZSTLIO,O,O,O,X,X,X,X,X
JZSTLOI,O,O,O,X,O,X,X,X
JZSTOIL,O,X,O,X,X,O,X,X
JZSTOLI,O,X,O,X,O,X,X,X
JZSITLO,O,O,O,X,X,O,X,X
JZSITOL,O,X,O,X,X,O,X,X
JZSILTO,O,O,O,X,X,X,X,X
JZSILOT,X,O,O,X,X,X,X,X
JZSIOTL,O,X,O,X,X,X,X,X
JZSIOLT,O,O,O,X,X,X,X,X
JZSLTIO,O,O,O,X,X,X,X,X
JZSLTOI,O,O,O,X,O,X,X,X
JZSLITO,O,O,O,X,X,X,X,X
JZSLIOT,X,O,O,X,X,X,X,X
JZSLOTI,O,O,O,X,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X,X
JZSOTIL,O,X,O,X,X,X,X,X
JZSOTLI,O,X,O,X,O,X,X,X
JZSOITL,O,X,O,X,X,X,X,X
JZSOILT,O,O,O,X,X,X,X,X
JZSOLTI,O,O,O,X,O,X,X,X
JZSOLIT,O,O,O,X,O,X,X,X
JZOTILS,O,X,O,X,X,X,O,X
JZOTISL,O,X,O,X,X,X,X,X
JZOTLIS,O,X,O,X,X,X,O,X
JZOTLSI,O,X,O,X,X,X,O,X
JZOTSIL,O,X,O,X,X,X,X,X
JZOTSLI,O,X,O,X,X,X,O,X
JZOITLS,O,X,O,X,X,X,X,X
JZOITSL,O,X,O,X,X,X,X,X
JZOILTS,O,X,O,X,X,X,X,X
JZOILST,O,X,O,X,X,X,X,X
JZOISTL,O,X,O,X,X,X,X,X
JZOISLT,O,X,O,X,X,X,X,X
JZOLTIS,O,X,O,X,X,X,O,X
JZOLTSI,O,X,O,X,X,X,O,X
JZOLITS,O,X,O,X,X,X,O,X
JZOLIST,O,X,O,X,O,X,X,X
JZOLSTI,O,X,O,X,O,X,X,X
JZOLSIT,O,X,O,X,O,X,X,X
JZOSTIL,O,X,O,X,X,X,X,X
JZOSTLI,O,X,O,X,O,X,X,X
JZOSITL,O,X,O,X,X,X,X,X
JZOSILT,O,X,O,X,X,X,X,X
JZOSLTI,O,X,O,X,O,X,X,X
JZOSLIT,O,X,O,X,O,X,X,X
JOTILSZ,O,X,O,O,X,X,O,X
JOTILZS,O,X,O,O,X,X,O,X
JOTISLZ,O,X,O,O,X,X,X,O
JOTISZL,O,X,O,O,X,X,X,O
JOTIZLS,O,X,X,X,X,X,O,X
JOTIZSL,O,X,X,X,X,X,X,X
JOTLISZ,O,X,O,O,X,X,O,X
JOTLIZS,O,X,O,O,X,X,O,X
JOTLSIZ,O,X,O,O,X,X,O,X
JOTLSZI,O,X,O,O,X,X,O,X
JOTLZIS,O,X,O,O,X,X,O,X
JOTLZSI,O,X,O,O,X,X,O,X
JOTSILZ,O,X,O,O,X,X,X,O
JOTSIZL,O,X,O,O,X,X,X,O
JOTSLIZ,O,X,O,O,X,X,O,O
JOTSLZI,O,X,O,O,X,X,O,X
JOTSZIL,O,X,O,O,X,X,X,O
JOTSZLI,O,X,O,O,X,X,O,X
JOTZILS,O,X,O,X,X,X,O,X
JOTZISL,O,X,O,X,X,X,X,X
JOTZLIS,O,X,O,O,X,X,O,X
JOTZLSI,O,X,O,O,X,X,O,X
JOTZSIL,O,X,O,O,X,X,X,X
JOTZSLI,O,X,O,O,X,X,O,X
JOITLSZ,O,X,O,X,X,X,O,X
JOITLZS,O,X,O,X,X,X,O,X
JOITSLZ,O,X,O,X,X,X,X,O
JOITSZL,O,X,O,X,X,X,X,O
JOITZLS,O,X,X,X,X,X,O,X
JOITZSL,O,X,X,X,X,X,X,X
JOILTSZ,O,X,O,O,X,X,O,X
JOILTZS,O,X,O,O,X,X,O,X
JOILSTZ,O,X,O,O,X,X,O,X
JOILSZT,O,X,O,O,X,X,X,X
JOILZTS,O,X,O,O,X,X,O,X
JOILZST,O,X,O,O,X,X,X,X
JOISTLZ,O,X,O,O,X,X,X,O
JOISTZL,O,X,O,O,X,X,X,O
JOISLTZ,O,X,O,O,X,X,X,O
