sequence,v115@KhA8EeA8AeC8BeA8BeA8AeA8DeD8JeZEJvhFzfBFhB?XjBurB0nByvB,v115@KhA8EeA8AeC8BeA8BeA8AeA8DeD8JeZEJvhFzfBumB?FjBKrB0nB3qB,v115@KhA8EeA8AeC8BeA8BeA8AeA8DeD8JeZEJvhFzfBFhB?0iBurBXoByvB,v115@KhA8EeA8AeC8BeA8BeA8AeA8DeD8JeZEJvhFzfBUhB?1nBurBXoByvB
SZLJIOT,O,O,X,X
SZLJOTI,O,O,X,X
SZLJOIT,O,O,X,X
SZLOTIJ,X,O,X,X
SZLOTJI,X,O,X,X
SZLOITJ,X,O,X,X
SZLOIJT,O,O,X,X
SZLOJTI,O,O,X,X
SZLOJIT,O,O,X,X
SZJTILO,X,X,X,X
SZJTIOL,O,X,X,X
SZJTLIO,X,X,X,X
SZJTLOI,X,X,X,X
SZJTOIL,O,X,X,X
SZJTOLI,X,X,X,X
SZJITLO,X,X,X,X
SZJITOL,O,X,X,X
SZJILTO,X,X,X,X
SZJILOT,X,X,X,X
SZJIOTL,O,X,X,X
SZJIOLT,X,X,X,X
SZJLTIO,X,X,X,X
SZJLTOI,X,X,X,X
SZJLITO,X,X,X,X
SZJLIOT,X,X,X,X
SZJLOTI,X,X,X,X
SZJLOIT,X,X,X,X
SZJOTIL,O,X,X,X
SZJOTLI,X,X,X,X
SZJOITL,O,X,X,X
SZJOILT,X,X,X,X
SZJOLTI,X,X,X,X
SZJOLIT,X,X,X,X
SZOTILJ,X,O,X,O
SZOTIJL,X,X,X,O
SZOTLIJ,X,O,X,X
SZOTLJI,X,O,X,X
SZOTJIL,X,X,X,X
SZOTJLI,X,X,X,X
SZOITLJ,X,O,X,O
SZOITJL,X,X,X,O
SZOILTJ,X,O,X,X
SZOILJT,O,O,X,X
SZOIJTL,O,X,X,X
SZOIJLT,X,X,X,X
SZOLTIJ,X,O,X,X
SZOLTJI,X,O,X,X
SZOLITJ,X,O,X,X
SZOLIJT,O,O,X,X
SZOLJTI,O,O,X,X
SZOLJIT,O,O,X,X
SZOJTIL,O,X,X,X
SZOJTLI,X,X,X,X
SZOJITL,O,X,X,X
SZOJILT,X,X,X,X
SZOJLTI,X,X,X,X
SZOJLIT,X,X,X,X
SOTILJZ,O,X,X,X
SOTILZJ,X,X,X,O
SOTIJLZ,O,X,X,X
SOTIJZL,O,X,X,X
SOTIZLJ,X,X,X,O
SOTIZJL,X,X,X,O
SOTLIJZ,O,X,X,X
SOTLIZJ,X,X,X,O
SOTLJIZ,O,X,X,X
SOTLJZI,O,X,X,X
SOTLZIJ,X,X,X,O
SOTLZJI,X,X,X,X
SOTJILZ,O,X,X,X
SOTJIZL,O,X,X,X
SOTJLIZ,O,X,X,X
SOTJLZI,X,X,X,X
SOTJZIL,O,X,X,X
SOTJZLI,X,X,X,X
SOTZILJ,X,X,X,O
SOTZIJL,X,X,X,O
SOTZLIJ,X,X,X,X
SOTZLJI,X,X,X,X
SOTZJIL,X,X,X,X
SOTZJLI,X,X,X,X
SOITLJZ,O,X,X,X
SOITLZJ,X,X,X,O
SOITJLZ,O,X,X,X
SOITJZL,O,X,X,X
SOITZLJ,X,X,X,O
SOITZJL,X,X,X,O
SOILTJZ,O,X,X,X
SOILTZJ,X,X,X,O
SOILJTZ,O,X,O,X
SOILJZT,O,O,O,X
SOILZTJ,X,O,X,O
SOILZJT,O,O,X,X
SOIJTLZ,O,X,X,X
SOIJTZL,O,X,O,X
SOIJLTZ,O,X,X,X
SOIJLZT,O,X,X,X
SOIJZTL,O,X,O,X
SOIJZLT,X,X,X,X
SOIZTLJ,X,O,X,O
SOIZTJL,X,X,X,O
SOIZLTJ,X,O,X,X
SOIZLJT,O,O,X,X
SOIZJTL,O,X,X,X
SOIZJLT,X,X,X,X
SOLTIJZ,O,X,X,X
SOLTIZJ,X,X,X,O
SOLTJIZ,O,X,X,X
SOLTJZI,O,X,X,X
SOLTZIJ,X,X,X,O
SOLTZJI,X,X,X,X
SOLITJZ,O,X,X,X
SOLITZJ,X,X,X,O
SOLIJTZ,O,X,O,X
SOLIJZT,O,O,O,X
SOLIZTJ,X,O,X,O
SOLIZJT,O,O,X,X
SOLJTIZ,O,X,O,X
SOLJTZI,O,X,O,X
SOLJITZ,O,X,O,X
SOLJIZT,O,O,O,X
SOLJZTI,O,O,O,X
SOLJZIT,O,O,O,X
SOLZTIJ,X,O,X,O
SOLZTJI,X,O,X,X
SOLZITJ,X,O,X,O
SOLZIJT,O,O,X,X
SOLZJTI,O,O,X,X
SOLZJIT,O,O,X,X
SOJTILZ,O,X,X,X
SOJTIZL,O,X,O,X
SOJTLIZ,O,X,X,X
SOJTLZI,X,X,X,X
SOJTZIL,O,X,O,X
SOJTZLI,X,X,X,X
SOJITLZ,O,X,X,X
SOJITZL,O,X,O,X
SOJILTZ,O,X,X,X
SOJILZT,O,X,X,X
SOJIZTL,O,X,O,X
SOJIZLT,X,X,X,X
SOJLTIZ,O,X,X,X
SOJLTZI,O,X,X,X
SOJLITZ,O,X,X,X
SOJLIZT,O,X,X,X
SOJLZTI,O,X,X,X
SOJLZIT,O,X,X,X
SOJZTIL,O,X,O,X
SOJZTLI,X,X,X,X
SOJZITL,O,X,O,X
SOJZILT,X,X,X,X
SOJZLTI,X,X,X,X
SOJZLIT,X,X,X,X
SOZTILJ,X,O,X,O
SOZTIJL,X,X,X,O
SOZTLIJ,X,O,X,X
SOZTLJI,X,O,X,X
SOZTJIL,X,X,X,X
SOZTJLI,X,X,X,X
SOZITLJ,X,O,X,O
SOZITJL,X,X,X,O
SOZILTJ,X,O,X,X
SOZILJT,O,O,X,X
SOZIJTL,O,X,X,X
SOZIJLT,X,X,X,X
SOZLTIJ,X,O,X,X
SOZLTJI,X,O,X,X
SOZLITJ,X,O,X,X
SOZLIJT,O,O,X,X
SOZLJTI,O,O,X,X
SOZLJIT,O,O,X,X
SOZJTIL,O,X,X,X
SOZJTLI,X,X,X,X
SOZJITL,O,X,X,X
SOZJILT,X,X,X,X
SOZJLTI,X,X,X,X
SOZJLIT,X,X,X,X
ZTILJSO,X,O,X,X
ZTILJOS,X,O,X,O
ZTILSJO,X,O,X,X
ZTILSOJ,X,O,X,O
ZTILOJS,X,O,X,O
ZTILOSJ,X,O,X,O
ZTIJLSO,X,O,X,X
ZTIJLOS,X,O,X,X
ZTIJSLO,X,X,X,X
ZTIJSOL,X,X,X,X
ZTIJOLS,X,O,X,O
ZTIJOSL,X,X,X,O
ZTISLJO,X,O,X,X
ZTISLOJ,X,O,X,X
ZTISJLO,X,X,X,X
ZTISJOL,X,X,X,X
ZTISOLJ,X,O,X,O
ZTISOJL,X,X,X,O
ZTIOLJS,X,O,X,O
ZTIOLSJ,X,O,X,O
ZTIOJLS,X,O,X,O
ZTIOJSL,X,X,X,O
ZTIOSLJ,X,O,X,O
ZTIOSJL,X,X,X,O
ZTLIJSO,X,O,X,X
ZTLIJOS,X,O,X,O
ZTLISJO,X,O,X,X
ZTLISOJ,X,O,X,O
ZTLIOJS,X,O,X,O
ZTLIOSJ,X,O,X,O
ZTLJISO,X,O,X,X
ZTLJIOS,X,O,X,O
ZTLJSIO,X,O,X,X
ZTLJSOI,X,O,X,X
ZTLJOIS,X,O,X,O
ZTLJOSI,X,O,X,X
ZTLSIJO,X,O,X,X
ZTLSIOJ,X,O,X,O
ZTLSJIO,X,O,X,X
ZTLSJOI,X,O,X,X
ZTLSOIJ,X,O,X,O
ZTLSOJI,X,O,X,X
ZTLOIJS,X,O,X,O
ZTLOISJ,X,O,X,O
ZTLOJIS,X,O,X,O
ZTLOJSI,X,O,X,X
ZTLOSIJ,X,O,X,O
ZTLOSJI,X,O,X,X
ZTJILSO,X,O,X,X
ZTJILOS,X,O,X,X
ZTJISLO,X,X,X,X
ZTJISOL,X,X,X,X
ZTJIOLS,X,O,X,O
ZTJIOSL,X,X,X,O
ZTJLISO,X,O,X,X
ZTJLIOS,X,O,X,X
ZTJLSIO,X,O,X,X
ZTJLSOI,X,O,X,X
ZTJLOIS,X,O,X,X
ZTJLOSI,X,O,X,X
ZTJSILO,X,X,X,X
ZTJSIOL,X,X,X,X
ZTJSLIO,X,X,X,X
ZTJSLOI,X,X,X,X
ZTJSOIL,X,X,X,X
ZTJSOLI,X,X,X,X
ZTJOILS,X,O,X,O
ZTJOISL,X,X,X,O
ZTJOLIS,X,O,X,X
ZTJOLSI,X,O,X,X
ZTJOSIL,X,X,X,X
ZTJOSLI,X,X,X,X
ZTSILJO,X,O,X,X
ZTSILOJ,X,O,X,X
ZTSIJLO,X,X,X,X
ZTSIJOL,X,X,X,X
ZTSIOLJ,X,O,X,O
ZTSIOJL,X,X,X,O
ZTSLIJO,X,O,X,X
ZTSLIOJ,X,O,X,X
ZTSLJIO,X,O,X,X
ZTSLJOI,X,O,X,X
ZTSLOIJ,X,O,X,X
ZTSLOJI,X,O,X,X
ZTSJILO,X,X,X,X
ZTSJIOL,X,X,X,X
ZTSJLIO,X,X,X,X
ZTSJLOI,X,X,X,X
ZTSJOIL,X,X,X,X
ZTSJOLI,X,X,X,X
ZTSOILJ,X,O,X,O
ZTSOIJL,X,X,X,O
ZTSOLIJ,X,O,X,X
ZTSOLJI,X,O,X,X
ZTSOJIL,X,X,X,X
ZTSOJLI,X,X,X,X
ZTOILJS,X,O,X,O
ZTOILSJ,X,O,X,O
ZTOIJLS,X,O,X,O
ZTOIJSL,X,X,X,O
ZTOISLJ,X,O,X,O
ZTOISJL,X,X,X,O
ZTOLIJS,X,O,X,O
ZTOLISJ,X,O,X,O
ZTOLJIS,X,O,X,O
ZTOLJSI,X,O,X,X
ZTOLSIJ,X,O,X,O
ZTOLSJI,X,O,X,X
ZTOJILS,X,O,X,O
ZTOJISL,X,X,X,O
ZTOJLIS,X,O,X,X
ZTOJLSI,X,O,X,X
ZTOJSIL,X,X,X,X
ZTOJSLI,X,X,X,X
ZTOSILJ,X,O,X,O
ZTOSIJL,X,X,X,O
ZTOSLIJ,X,O,X,X
ZTOSLJI,X,O,X,X
ZTOSJIL,X,X,X,X
ZTOSJLI,X,X,X,X
ZITLJSO,X,O,X,X
ZITLJOS,X,O,X,O
ZITLSJO,X,O,X,X
ZITLSOJ,X,O,X,O
ZITLOJS,X,O,X,O
ZITLOSJ,X,O,X,O
ZITJLSO,X,O,X,X
ZITJLOS,X,O,X,X
ZITJSLO,X,X,X,X
ZITJSOL,X,X,X,X
ZITJOLS,X,O,X,O
ZITJOSL,X,X,X,O
ZITSLJO,X,O,X,X
ZITSLOJ,X,O,X,X
ZITSJLO,X,X,X,X
ZITSJOL,X,X,X,X
ZITSOLJ,X,O,X,O
ZITSOJL,X,X,X,O
ZITOLJS,X,O,X,O
ZITOLSJ,X,O,X,O
ZITOJLS,X,O,X,O
ZITOJSL,X,X,X,O
ZITOSLJ,X,O,X,O
ZITOSJL,X,X,X,O
ZILTJSO,X,O,X,X
ZILTJOS,X,O,X,O
ZILTSJO,X,O,X,X
ZILTSOJ,X,O,X,O
ZILTOJS,X,O,X,O
ZILTOSJ,X,O,X,O
ZILJTSO,O,O,O,X
ZILJTOS,O,O,O,O
ZILJSTO,O,O,O,X
ZILJSOT,O,O,O,X
ZILJOTS,O,O,O,O
ZILJOST,O,O,O,X
ZILSTJO,X,O,X,X
ZILSTOJ,X,O,X,O
ZILSJTO,O,O,X,X
ZILSJOT,O,O,X,X
ZILSOTJ,X,O,X,O
ZILSOJT,O,O,X,X
ZILOTJS,X,O,X,O
ZILOTSJ,X,O,X,O
ZILOJTS,O,O,O,O
ZILOJST,O,O,O,X
ZILOSTJ,X,O,X,O
ZILOSJT,O,O,X,X
ZIJTLSO,X,O,X,X
ZIJTLOS,X,O,O,X
ZIJTSLO,X,X,X,X
ZIJTSOL,O,X,O,X
ZIJTOLS,X,O,O,O
ZIJTOSL,O,X,O,O
ZIJLTSO,X,O,X,X
ZIJLTOS,X,O,O,X
ZIJLSTO,X,O,X,X
ZIJLSOT,X,O,X,X
ZIJLOTS,X,O,O,X
ZIJLOST,X,O,X,X
ZIJSTLO,X,X,X,X
ZIJSTOL,O,X,O,X
ZIJSLTO,X,X,X,X
ZIJSLOT,X,X,X,X
ZIJSOTL,O,X,O,X
ZIJSOLT,X,X,X,X
ZIJOTLS,X,O,O,O
ZIJOTSL,O,X,O,O
ZIJOLTS,X,O,O,X
ZIJOLST,X,O,X,X
ZIJOSTL,O,X,O,X
ZIJOSLT,X,X,X,X
ZISTLJO,X,O,X,X
ZISTLOJ,X,O,X,X
ZISTJLO,X,X,X,X
ZISTJOL,X,X,X,X
ZISTOLJ,X,O,X,O
ZISTOJL,X,X,X,O
ZISLTJO,X,O,X,X
ZISLTOJ,X,O,X,X
ZISLJTO,O,O,X,X
ZISLJOT,O,O,X,X
ZISLOTJ,X,O,X,X
ZISLOJT,O,O,X,X
ZISJTLO,X,X,X,X
ZISJTOL,O,X,X,X
ZISJLTO,X,X,X,X
ZISJLOT,X,X,X,X
ZISJOTL,O,X,X,X
ZISJOLT,X,X,X,X
ZISOTLJ,X,O,X,O
ZISOTJL,X,X,X,O
ZISOLTJ,X,O,X,X
ZISOLJT,O,O,X,X
ZISOJTL,O,X,X,X
ZISOJLT,X,X,X,X
ZIOTLJS,X,O,X,O
ZIOTLSJ,X,O,X,O
ZIOTJLS,X,O,X,O
ZIOTJSL,X,X,X,O
ZIOTSLJ,X,O,X,O
ZIOTSJL,X,X,X,O
ZIOLTJS,X,O,X,O
ZIOLTSJ,X,O,X,O
ZIOLJTS,O,O,O,O
ZIOLJST,O,O,O,X
ZIOLSTJ,X,O,X,O
ZIOLSJT,O,O,X,X
ZIOJTLS,X,O,O,O
ZIOJTSL,O,X,O,O
ZIOJLTS,X,O,O,X
ZIOJLST,X,O,X,X
ZIOJSTL,O,X,O,X
ZIOJSLT,X,X,X,X
ZIOSTLJ,X,O,X,O
ZIOSTJL,X,X,X,O
ZIOSLTJ,X,O,X,X
ZIOSLJT,O,O,X,X
ZIOSJTL,O,X,X,X
ZIOSJLT,X,X,X,X
ZLTIJSO,X,O,X,X
ZLTIJOS,X,O,X,O
ZLTISJO,X,O,X,X
ZLTISOJ,X,O,X,O
ZLTIOJS,X,O,X,O
ZLTIOSJ,X,O,X,O
ZLTJISO,X,O,X,X
ZLTJIOS,X,O,X,O
ZLTJSIO,X,O,X,X
ZLTJSOI,X,O,X,X
ZLTJOIS,X,O,X,O
ZLTJOSI,X,O,X,X
ZLTSIJO,X,O,X,X
ZLTSIOJ,X,O,X,O
ZLTSJIO,X,O,X,X
ZLTSJOI,X,O,X,X
ZLTSOIJ,X,O,X,O
ZLTSOJI,X,O,X,X
ZLTOIJS,X,O,X,O
ZLTOISJ,X,O,X,O
ZLTOJIS,X,O,X,O
ZLTOJSI,X,O,X,X
ZLTOSIJ,X,O,X,O
ZLTOSJI,X,O,X,X
ZLITJSO,X,O,X,X
ZLITJOS,X,O,X,O
ZLITSJO,X,O,X,X
ZLITSOJ,X,O,X,O
ZLITOJS,X,O,X,O
ZLITOSJ,X,O,X,O
ZLIJTSO,O,O,O,X
ZLIJTOS,O,O,O,O
ZLIJSTO,O,O,O,X
ZLIJSOT,O,O,O,X
ZLIJOTS,O,O,O,O
ZLIJOST,O,O,O,X
ZLISTJO,X,O,X,X
ZLISTOJ,X,O,X,O
ZLISJTO,O,O,X,X
ZLISJOT,O,O,X,X
ZLISOTJ,X,O,X,O
ZLISOJT,O,O,X,X
ZLIOTJS,X,O,X,O
ZLIOTSJ,X,O,X,O
ZLIOJTS,O,O,O,O
ZLIOJST,O,O,O,X
ZLIOSTJ,X,O,X,O
ZLIOSJT,O,O,X,X
ZLJTISO,O,O,O,X
ZLJTIOS,O,O,O,O
ZLJTSIO,O,O,O,X
ZLJTSOI,O,O,O,X
ZLJTOIS,O,O,O,O
ZLJTOSI,O,O,O,X
ZLJITSO,O,O,O,X
ZLJITOS,O,O,O,O
ZLJISTO,O,O,O,X
ZLJISOT,O,O,O,X
ZLJIOTS,O,O,O,O
ZLJIOST,O,O,O,X
ZLJSTIO,O,O,O,X
ZLJSTOI,O,O,O,X
ZLJSITO,O,O,O,X
ZLJSIOT,O,O,O,X
ZLJSOTI,O,O,O,X
ZLJSOIT,O,O,O,X
ZLJOTIS,O,O,O,O
ZLJOTSI,O,O,O,X
ZLJOITS,O,O,O,O
ZLJOIST,O,O,O,X
ZLJOSTI,O,O,O,X
ZLJOSIT,O,O,O,X
ZLSTIJO,X,O,X,X
ZLSTIOJ,X,O,X,O
ZLSTJIO,X,O,X,X
ZLSTJOI,X,O,X,X
ZLSTOIJ,X,O,X,O
ZLSTOJI,X,O,X,X
ZLSITJO,X,O,X,X
ZLSITOJ,X,O,X,O
ZLSIJTO,O,O,X,X
ZLSIJOT,O,O,X,X
ZLSIOTJ,X,O,X,O
ZLSIOJT,O,O,X,X
ZLSJTIO,O,O,X,X
ZLSJTOI,O,O,X,X
ZLSJITO,O,O,X,X
ZLSJIOT,O,O,X,X
ZLSJOTI,O,O,X,X
ZLSJOIT,O,O,X,X
ZLSOTIJ,X,O,X,O
ZLSOTJI,X,O,X,X
ZLSOITJ,X,O,X,O
ZLSOIJT,O,O,X,X
ZLSOJTI,O,O,X,X
ZLSOJIT,O,O,X,X
ZLOTIJS,X,O,X,O
ZLOTISJ,X,O,X,O
ZLOTJIS,X,O,X,O
ZLOTJSI,X,O,X,X
ZLOTSIJ,X,O,X,O
ZLOTSJI,X,O,X,X
ZLOITJS,X,O,X,O
ZLOITSJ,X,O,X,O
ZLOIJTS,O,O,O,O
ZLOIJST,O,O,O,X
ZLOISTJ,X,O,X,O
ZLOISJT,O,O,X,X
ZLOJTIS,O,O,O,O
ZLOJTSI,O,O,O,X
ZLOJITS,O,O,O,O
ZLOJIST,O,O,O,X
ZLOJSTI,O,O,O,X
ZLOJSIT,O,O,O,X
ZLOSTIJ,X,O,X,O
ZLOSTJI,X,O,X,X
ZLOSITJ,X,O,X,O
ZLOSIJT,O,O,X,X
ZLOSJTI,O,O,X,X
ZLOSJIT,O,O,X,X
ZJTILSO,X,O,X,X
ZJTILOS,X,O,O,X
ZJTISLO,X,X,X,X
ZJTISOL,O,X,O,X
ZJTIOLS,X,O,O,O
ZJTIOSL,O,X,O,O
ZJTLISO,X,O,X,X
ZJTLIOS,X,O,O,X
ZJTLSIO,X,O,X,X
ZJTLSOI,X,O,X,X
ZJTLOIS,X,O,O,X
ZJTLOSI,X,O,X,X
ZJTSILO,X,X,X,X
ZJTSIOL,O,X,O,X
ZJTSLIO,X,X,X,X
ZJTSLOI,X,X,X,X
ZJTSOIL,O,X,O,X
ZJTSOLI,X,X,X,X
ZJTOILS,X,O,O,O
ZJTOISL,O,X,O,O
ZJTOLIS,X,O,O,X
ZJTOLSI,X,O,X,X
ZJTOSIL,O,X,O,X
ZJTOSLI,X,X,X,X
ZJITLSO,X,O,X,X
ZJITLOS,X,O,O,X
ZJITSLO,X,X,X,X
ZJITSOL,O,X,O,X
ZJITOLS,X,O,O,O
ZJITOSL,O,X,O,O
ZJILTSO,X,O,X,X
ZJILTOS,X,O,O,X
ZJILSTO,X,O,X,X
ZJILSOT,X,O,X,X
ZJILOTS,X,O,O,X
ZJILOST,X,O,X,X
ZJISTLO,X,X,X,X
ZJISTOL,O,X,O,X
ZJISLTO,X,X,X,X
ZJISLOT,X,X,X,X
ZJISOTL,O,X,O,X
ZJISOLT,X,X,X,X
ZJIOTLS,X,O,O,O
ZJIOTSL,O,X,O,O
ZJIOLTS,X,O,O,X
ZJIOLST,X,O,X,X
ZJIOSTL,O,X,O,X
ZJIOSLT,X,X,X,X
ZJLTISO,X,O,X,X
ZJLTIOS,X,O,O,X
ZJLTSIO,X,O,X,X
ZJLTSOI,X,O,X,X
ZJLTOIS,X,O,O,X
ZJLTOSI,X,O,X,X
ZJLITSO,X,O,X,X
ZJLITOS,X,O,O,X
ZJLISTO,X,O,X,X
ZJLISOT,X,O,X,X
ZJLIOTS,X,O,O,X
ZJLIOST,X,O,X,X
ZJLSTIO,X,O,X,X
ZJLSTOI,X,O,X,X
ZJLSITO,X,O,X,X
ZJLSIOT,X,O,X,X
ZJLSOTI,X,O,X,X
ZJLSOIT,X,O,X,X
ZJLOTIS,X,O,O,X
ZJLOTSI,X,O,X,X
ZJLOITS,X,O,O,X
ZJLOIST,X,O,X,X
ZJLOSTI,X,O,X,X
ZJLOSIT,X,O,X,X
ZJSTILO,X,X,X,X
ZJSTIOL,O,X,O,X
ZJSTLIO,X,X,X,X
ZJSTLOI,X,X,X,X
ZJSTOIL,O,X,O,X
ZJSTOLI,X,X,X,X
ZJSITLO,X,X,X,X
ZJSITOL,O,X,O,X
ZJSILTO,X,X,X,X
ZJSILOT,X,X,X,X
ZJSIOTL,O,X,O,X
ZJSIOLT,X,X,X,X
ZJSLTIO,X,X,X,X
ZJSLTOI,X,X,X,X
ZJSLITO,X,X,X,X
ZJSLIOT,X,X,X,X
ZJSLOTI,X,X,X,X
ZJSLOIT,X,X,X,X
ZJSOTIL,O,X,O,X
ZJSOTLI,X,X,X,X
ZJSOITL,O,X,O,X
ZJSOILT,X,X,X,X
ZJSOLTI,X,X,X,X
ZJSOLIT,X,X,X,X
ZJOTILS,X,O,O,O
ZJOTISL,O,X,O,O
ZJOTLIS,X,O,O,X
ZJOTLSI,X,O,X,X
ZJOTSIL,O,X,O,X
ZJOTSLI,X,X,X,X
ZJOITLS,X,O,O,O
ZJOITSL,O,X,O,O
ZJOILTS,X,O,O,X
ZJOILST,X,O,X,X
ZJOISTL,O,X,O,X
ZJOISLT,X,X,X,X
ZJOLTIS,X,O,O,X
ZJOLTSI,X,O,X,X
ZJOLITS,X,O,O,X
ZJOLIST,X,O,X,X
ZJOLSTI,X,O,X,X
ZJOLSIT,X,O,X,X
ZJOSTIL,O,X,O,X
ZJOSTLI,X,X,X,X
ZJOSITL,O,X,O,X
ZJOSILT,X,X,X,X
ZJOSLTI,X,X,X,X
ZJOSLIT,X,X,X,X
ZSTILJO,X,O,X,X
ZSTILOJ,X,O,X,X
ZSTIJLO,X,X,X,X
ZSTIJOL,X,X,X,X
ZSTIOLJ,X,O,X,O
ZSTIOJL,X,X,X,O
ZSTLIJO,X,O,X,X
ZSTLIOJ,X,O,X,X
ZSTLJIO,X,O,X,X
ZSTLJOI,X,O,X,X
ZSTLOIJ,X,O,X,X
ZSTLOJI,X,O,X,X
ZSTJILO,X,X,X,X
ZSTJIOL,X,X,X,X
ZSTJLIO,X,X,X,X
ZSTJLOI,X,X,X,X
ZSTJOIL,X,X,X,X
ZSTJOLI,X,X,X,X
ZSTOILJ,X,O,X,O
ZSTOIJL,X,X,X,O
ZSTOLIJ,X,O,X,X
ZSTOLJI,X,O,X,X
ZSTOJIL,X,X,X,X
ZSTOJLI,X,X,X,X
ZSITLJO,X,O,X,X
ZSITLOJ,X,O,X,X
ZSITJLO,X,X,X,X
ZSITJOL,X,X,X,X
ZSITOLJ,X,O,X,O
ZSITOJL,X,X,X,O
ZSILTJO,X,O,X,X
ZSILTOJ,X,O,X,X
ZSILJTO,O,O,X,X
ZSILJOT,O,O,X,X
ZSILOTJ,X,O,X,X
ZSILOJT,O,O,X,X
ZSIJTLO,X,X,X,X
ZSIJTOL,O,X,X,X
ZSIJLTO,X,X,X,X
ZSIJLOT,X,X,X,X
ZSIJOTL,O,X,X,X
ZSIJOLT,X,X,X,X
ZSIOTLJ,X,O,X,O
ZSIOTJL,X,X,X,O
ZSIOLTJ,X,O,X,X
ZSIOLJT,O,O,X,X
ZSIOJTL,O,X,X,X
ZSIOJLT,X,X,X,X
ZSLTIJO,X,O,X,X
ZSLTIOJ,X,O,X,X
ZSLTJIO,X,O,X,X
ZSLTJOI,X,O,X,X
ZSLTOIJ,X,O,X,X
ZSLTOJI,X,O,X,X
ZSLITJO,X,O,X,X
ZSLITOJ,X,O,X,X
ZSLIJTO,O,O,X,X
ZSLIJOT,O,O,X,X
ZSLIOTJ,X,O,X,X
ZSLIOJT,O,O,X,X
ZSLJTIO,O,O,X,X
ZSLJTOI,O,O,X,X
ZSLJITO,O,O,X,X
ZSLJIOT,O,O,X,X
ZSLJOTI,O,O,X,X
ZSLJOIT,O,O,X,X
ZSLOTIJ,X,O,X,X
ZSLOTJI,X,O,X,X
ZSLOITJ,X,O,X,X
ZSLOIJT,O,O,X,X
ZSLOJTI,O,O,X,X
ZSLOJIT,O,O,X,X
ZSJTILO,X,X,X,X
ZSJTIOL,O,X,X,X
ZSJTLIO,X,X,X,X
ZSJTLOI,X,X,X,X
ZSJTOIL,O,X,X,X
ZSJTOLI,X,X,X,X
ZSJITLO,X,X,X,X
ZSJITOL,O,X,X,X
ZSJILTO,X,X,X,X
ZSJILOT,X,X,X,X
ZSJIOTL,O,X,X,X
ZSJIOLT,X,X,X,X
ZSJLTIO,X,X,X,X
ZSJLTOI,X,X,X,X
ZSJLITO,X,X,X,X
ZSJLIOT,X,X,X,X
ZSJLOTI,X,X,X,X
ZSJLOIT,X,X,X,X
ZSJOTIL,O,X,X,X
ZSJOTLI,X,X,X,X
ZSJOITL,O,X,X,X
ZSJOILT,X,X,X,X
ZSJOLTI,X,X,X,X
ZSJOLIT,X,X,X,X
ZSOTILJ,X,O,X,O
ZSOTIJL,X,X,X,O
ZSOTLIJ,X,O,X,X
ZSOTLJI,X,O,X,X
ZSOTJIL,X,X,X,X
ZSOTJLI,X,X,X,X
ZSOITLJ,X,O,X,O
ZSOITJL,X,X,X,O
ZSOILTJ,X,O,X,X
ZSOILJT,O,O,X,X
ZSOIJTL,O,X,X,X
ZSOIJLT,X,X,X,X
ZSOLTIJ,X,O,X,X
ZSOLTJI,X,O,X,X
ZSOLITJ,X,O,X,X
ZSOLIJT,O,O,X,X
ZSOLJTI,O,O,X,X
ZSOLJIT,O,O,X,X
ZSOJTIL,O,X,X,X
ZSOJTLI,X,X,X,X
ZSOJITL,O,X,X,X
ZSOJILT,X,X,X,X
ZSOJLTI,X,X,X,X
ZSOJLIT,X,X,X,X
ZOTILJS,X,O,X,O
ZOTILSJ,X,O,X,O
ZOTIJLS,X,O,X,O
ZOTIJSL,X,X,X,O
ZOTISLJ,X,O,X,O
ZOTISJL,X,X,X,O
ZOTLIJS,X,O,X,O
ZOTLISJ,X,O,X,O
ZOTLJIS,X,O,X,O
ZOTLJSI,X,O,X,X
ZOTLSIJ,X,O,X,O
ZOTLSJI,X,O,X,X
ZOTJILS,X,O,X,O
ZOTJISL,X,X,X,O
ZOTJLIS,X,O,X,X
ZOTJLSI,X,O,X,X
ZOTJSIL,X,X,X,X
ZOTJSLI,X,X,X,X
ZOTSILJ,X,O,X,O
ZOTSIJL,X,X,X,O
ZOTSLIJ,X,O,X,X
ZOTSLJI,X,O,X,X
ZOTSJIL,X,X,X,X
ZOTSJLI,X,X,X,X
ZOITLJS,X,O,X,O
ZOITLSJ,X,O,X,O
ZOITJLS,X,O,X,O
ZOITJSL,X,X,X,O
ZOITSLJ,X,O,X,O
ZOITSJL,X,X,X,O
ZOILTJS,X,O,X,O
ZOILTSJ,X,O,X,O
ZOILJTS,O,O,O,O
ZOILJST,O,O,O,X
ZOILSTJ,X,O,X,O
ZOILSJT,O,O,X,X
ZOIJTLS,X,O,O,O
ZOIJTSL,O,X,O,O
ZOIJLTS,X,O,O,X
ZOIJLST,X,O,X,X
ZOIJSTL,O,X,O,X
ZOIJSLT,X,X,X,X
ZOISTLJ,X,O,X,O
ZOISTJL,X,X,X,O
ZOISLTJ,X,O,X,X
ZOISLJT,O,O,X,X
ZOISJTL,O,X,X,X
ZOISJLT,X,X,X,X
ZOLTIJS,X,O,X,O
ZOLTISJ,X,O,X,O
ZOLTJIS,X,O,X,O
ZOLTJSI,X,O,X,X
