sequence,v115@+gA8IeA8IeD8FeC8CeC8JeZEJvhFTgB/mBUiBGjBVt?BywB,v115@+gA8IeA8IeD8FeC8CeC8JeZEJvhFTgBihBGjBUoBFs?B3rB,v115@+gA8IeA8IeD8FeC8CeC8JeZEJvhFigBFiBTjBfsBWt?BUrB,v115@+gA8IeA8IeD8FeC8CeC8JeZEJvhFTgBFiBXjB0mBSt?B2wB,v115@+gA8IeA8IeD8FeC8CeC8JeZEJvhFTgB/mBFiB8nB+o?BywB
SITJOLZ,O,X,O,X,X
SITJOZL,O,X,O,X,O
SITZLJO,O,O,O,X,X
SITZLOJ,O,O,X,X,X
SITZJLO,O,O,O,X,X
SITZJOL,O,O,O,X,X
SITZOLJ,O,O,X,X,X
SITZOJL,O,O,X,X,X
SITOLJZ,O,X,O,X,X
SITOLZJ,O,O,X,X,X
SITOJLZ,O,X,O,X,X
SITOJZL,O,X,O,X,O
SITOZLJ,O,O,X,X,X
SITOZJL,O,O,X,X,X
SILTJZO,O,X,O,X,X
SILTJOZ,O,X,O,X,X
SILTZJO,O,O,O,O,X
SILTZOJ,O,O,X,O,X
SILTOJZ,O,X,O,X,X
SILTOZJ,O,O,X,O,X
SILJTZO,X,X,O,X,X
SILJTOZ,X,X,O,X,X
SILJZTO,X,X,O,O,O
SILJZOT,X,X,O,O,O
SILJOTZ,X,X,O,X,X
SILJOZT,X,X,O,O,O
SILZTJO,O,X,O,O,X
SILZTOJ,O,X,X,O,X
SILZJTO,X,X,O,O,X
SILZJOT,X,O,O,O,X
SILZOTJ,O,X,X,O,X
SILZOJT,X,O,X,O,X
SILOTJZ,O,X,O,X,X
SILOTZJ,O,O,X,O,X
SILOJTZ,X,X,O,X,X
SILOJZT,X,X,O,O,O
SILOZTJ,O,X,X,O,X
SILOZJT,X,O,X,O,X
SIJTLZO,O,X,O,X,X
SIJTLOZ,O,X,O,X,X
SIJTZLO,O,X,O,X,O
SIJTZOL,O,X,O,X,O
SIJTOLZ,O,X,O,X,X
SIJTOZL,O,X,O,X,O
SIJLTZO,X,X,O,X,X
SIJLTOZ,X,X,O,X,X
SIJLZTO,X,X,O,X,O
SIJLZOT,X,X,O,X,O
SIJLOTZ,X,X,O,X,X
SIJLOZT,X,X,O,X,O
SIJZTLO,O,X,O,X,O
SIJZTOL,O,X,O,X,O
SIJZLTO,X,X,O,X,O
SIJZLOT,X,X,O,X,O
SIJZOTL,O,X,O,X,O
SIJZOLT,X,X,O,X,O
SIJOTLZ,O,X,O,X,X
SIJOTZL,O,X,O,X,O
SIJOLTZ,X,X,O,X,X
SIJOLZT,X,X,O,X,O
SIJOZTL,O,X,O,X,O
SIJOZLT,X,X,O,X,O
SIZTLJO,O,O,O,O,X
SIZTLOJ,O,O,X,O,X
SIZTJLO,O,O,O,X,X
SIZTJOL,O,O,O,X,X
SIZTOLJ,O,O,X,O,X
SIZTOJL,O,O,X,X,X
SIZLTJO,O,X,O,O,X
SIZLTOJ,O,X,X,O,X
SIZLJTO,X,X,O,O,X
SIZLJOT,X,O,O,O,X
SIZLOTJ,O,X,X,O,X
SIZLOJT,X,O,X,O,X
SIZJTLO,O,O,O,X,O
SIZJTOL,O,O,O,X,O
SIZJLTO,X,X,O,X,O
SIZJLOT,X,O,O,X,O
SIZJOTL,O,O,O,X,O
SIZJOLT,X,O,O,X,O
SIZOTLJ,O,O,X,O,X
SIZOTJL,O,O,X,X,X
SIZOLTJ,O,X,X,O,X
SIZOLJT,X,O,X,O,X
SIZOJTL,O,O,X,X,O
SIZOJLT,X,O,X,X,O
SIOTLJZ,O,X,O,X,X
SIOTLZJ,O,O,X,X,X
SIOTJLZ,O,X,O,X,X
SIOTJZL,O,X,O,X,O
SIOTZLJ,O,O,X,X,X
SIOTZJL,O,O,X,X,X
SIOLTJZ,O,X,O,X,X
SIOLTZJ,O,O,X,O,X
SIOLJTZ,X,X,O,X,X
SIOLJZT,X,X,O,O,O
SIOLZTJ,O,X,X,O,X
SIOLZJT,X,O,X,O,X
SIOJTLZ,O,X,O,X,X
SIOJTZL,O,X,O,X,O
SIOJLTZ,X,X,O,X,X
SIOJLZT,X,X,O,X,O
SIOJZTL,O,X,O,X,O
SIOJZLT,X,X,O,X,O
SIOZTLJ,O,O,X,O,X
SIOZTJL,O,O,X,X,X
SIOZLTJ,O,X,X,O,X
SIOZLJT,X,O,X,O,X
SIOZJTL,O,O,X,X,O
SIOZJLT,X,O,X,X,O
SLTIJZO,O,X,O,X,X
SLTIJOZ,O,X,O,X,X
SLTIZJO,O,O,O,O,X
SLTIZOJ,O,O,X,O,X
SLTIOJZ,O,X,O,X,X
SLTIOZJ,O,O,X,O,X
SLTJIZO,O,X,O,X,X
SLTJIOZ,O,X,O,X,X
SLTJZIO,O,X,O,X,X
SLTJZOI,O,X,O,X,X
SLTJOIZ,O,X,O,X,X
SLTJOZI,O,X,O,X,X
SLTZIJO,O,O,O,O,X
SLTZIOJ,O,O,X,O,X
SLTZJIO,O,O,O,O,X
SLTZJOI,O,O,O,O,X
SLTZOIJ,O,O,X,O,X
SLTZOJI,O,O,X,O,X
SLTOIJZ,O,X,O,X,X
SLTOIZJ,O,O,X,O,X
SLTOJIZ,O,X,O,X,X
SLTOJZI,O,X,O,X,X
SLTOZIJ,O,O,X,O,X
SLTOZJI,O,O,X,O,X
SLITJZO,O,X,O,X,X
SLITJOZ,O,X,O,X,X
SLITZJO,O,O,O,O,X
SLITZOJ,O,O,X,O,X
SLITOJZ,O,X,O,X,X
SLITOZJ,O,O,X,O,X
SLIJTZO,X,X,O,X,X
SLIJTOZ,X,X,O,X,X
SLIJZTO,X,X,O,O,O
SLIJZOT,X,X,O,O,O
SLIJOTZ,X,X,O,X,X
SLIJOZT,X,X,O,O,O
SLIZTJO,O,X,O,O,X
SLIZTOJ,O,X,X,O,X
SLIZJTO,X,X,O,O,X
SLIZJOT,X,O,O,O,X
SLIZOTJ,O,X,X,O,X
SLIZOJT,X,O,X,O,X
SLIOTJZ,O,X,O,X,X
SLIOTZJ,O,O,X,O,X
SLIOJTZ,X,X,O,X,X
SLIOJZT,X,X,O,O,O
SLIOZTJ,O,X,X,O,X
SLIOZJT,X,O,X,O,X
SLJTIZO,X,X,O,X,X
SLJTIOZ,X,X,O,X,X
SLJTZIO,X,X,O,X,X
SLJTZOI,X,X,O,X,X
SLJTOIZ,X,X,O,X,X
SLJTOZI,X,X,O,X,X
SLJITZO,X,X,O,X,X
SLJITOZ,X,X,O,X,X
SLJIZTO,X,X,O,O,O
SLJIZOT,X,X,O,O,O
SLJIOTZ,X,X,O,X,X
SLJIOZT,X,X,O,O,O
SLJZTIO,X,X,O,O,O
SLJZTOI,X,X,O,O,O
SLJZITO,X,X,O,O,O
SLJZIOT,X,X,O,O,O
SLJZOTI,X,X,O,O,O
SLJZOIT,X,X,O,O,O
SLJOTIZ,X,X,O,X,X
SLJOTZI,X,X,O,X,X
SLJOITZ,X,X,O,X,X
SLJOIZT,X,X,O,O,O
SLJOZTI,X,X,O,O,O
SLJOZIT,X,X,O,O,O
SLZTIJO,O,X,O,O,X
SLZTIOJ,O,X,X,O,X
SLZTJIO,O,X,O,O,X
SLZTJOI,O,X,O,O,X
SLZTOIJ,O,X,X,O,X
SLZTOJI,O,X,X,O,X
SLZITJO,O,X,O,O,X
SLZITOJ,O,X,X,O,X
SLZIJTO,X,X,O,O,X
SLZIJOT,X,O,O,O,X
SLZIOTJ,O,X,X,O,X
SLZIOJT,X,O,X,O,X
SLZJTIO,X,X,O,O,X
SLZJTOI,X,X,O,O,X
SLZJITO,X,X,O,O,X
SLZJIOT,X,O,O,O,X
SLZJOTI,X,X,O,O,X
SLZJOIT,X,O,O,O,X
SLZOTIJ,O,X,X,O,X
SLZOTJI,O,X,X,O,X
SLZOITJ,O,X,X,O,X
SLZOIJT,X,O,X,O,X
SLZOJTI,X,X,X,O,X
SLZOJIT,X,O,X,O,X
SLOTIJZ,O,X,O,X,X
SLOTIZJ,O,O,X,O,X
SLOTJIZ,O,X,O,X,X
SLOTJZI,O,X,O,X,X
SLOTZIJ,O,O,X,O,X
SLOTZJI,O,O,X,O,X
SLOITJZ,O,X,O,X,X
SLOITZJ,O,O,X,O,X
SLOIJTZ,X,X,O,X,X
SLOIJZT,X,X,O,O,O
SLOIZTJ,O,X,X,O,X
SLOIZJT,X,O,X,O,X
SLOJTIZ,X,X,O,X,X
SLOJTZI,X,X,O,X,X
SLOJITZ,X,X,O,X,X
SLOJIZT,X,X,O,O,O
SLOJZTI,X,X,O,O,O
SLOJZIT,X,X,O,O,O
SLOZTIJ,O,X,X,O,X
SLOZTJI,O,X,X,O,X
SLOZITJ,O,X,X,O,X
SLOZIJT,X,O,X,O,X
SLOZJTI,X,X,X,O,X
SLOZJIT,X,O,X,O,X
SJTILZO,O,X,O,X,X
SJTILOZ,O,X,O,X,X
SJTIZLO,O,X,O,X,O
SJTIZOL,O,X,O,X,O
SJTIOLZ,O,X,O,X,X
SJTIOZL,O,X,O,X,O
SJTLIZO,O,X,O,X,X
SJTLIOZ,O,X,O,X,X
SJTLZIO,O,X,O,X,X
SJTLZOI,O,X,O,X,X
SJTLOIZ,O,X,O,X,X
SJTLOZI,O,X,O,X,X
SJTZILO,O,X,O,X,O
SJTZIOL,O,X,O,X,O
SJTZLIO,O,X,O,X,O
SJTZLOI,O,X,O,X,O
SJTZOIL,O,X,O,X,O
SJTZOLI,O,X,O,X,O
SJTOILZ,O,X,O,X,X
SJTOIZL,O,X,O,X,O
SJTOLIZ,O,X,O,X,X
SJTOLZI,O,X,O,X,X
SJTOZIL,O,X,O,X,O
SJTOZLI,O,X,O,X,O
SJITLZO,O,X,O,X,X
SJITLOZ,O,X,O,X,X
SJITZLO,O,X,O,X,O
SJITZOL,O,X,O,X,O
SJITOLZ,O,X,O,X,X
SJITOZL,O,X,O,X,O
SJILTZO,X,X,O,X,X
SJILTOZ,X,X,O,X,X
SJILZTO,X,X,O,X,O
SJILZOT,X,X,O,X,O
SJILOTZ,X,X,O,X,X
SJILOZT,X,X,O,X,O
SJIZTLO,O,X,O,X,O
SJIZTOL,O,X,O,X,O
SJIZLTO,X,X,O,X,O
SJIZLOT,X,X,O,X,O
SJIZOTL,O,X,O,X,O
SJIZOLT,X,X,O,X,O
SJIOTLZ,O,X,O,X,X
SJIOTZL,O,X,O,X,O
SJIOLTZ,X,X,O,X,X
SJIOLZT,X,X,O,X,O
SJIOZTL,O,X,O,X,O
SJIOZLT,X,X,O,X,O
SJLTIZO,X,X,O,X,X
SJLTIOZ,X,X,O,X,X
SJLTZIO,X,X,O,X,X
SJLTZOI,X,X,O,X,X
SJLTOIZ,X,X,O,X,X
SJLTOZI,X,X,O,X,X
SJLITZO,X,X,O,X,X
SJLITOZ,X,X,O,X,X
SJLIZTO,X,X,O,X,O
SJLIZOT,X,X,O,X,O
SJLIOTZ,X,X,O,X,X
SJLIOZT,X,X,O,X,O
SJLZTIO,X,X,O,X,O
SJLZTOI,X,X,O,X,O
SJLZITO,X,X,O,X,O
SJLZIOT,X,X,O,X,O
SJLZOTI,X,X,O,X,O
SJLZOIT,X,X,O,X,O
SJLOTIZ,X,X,O,X,X
SJLOTZI,X,X,O,X,X
SJLOITZ,X,X,O,X,X
SJLOIZT,X,X,O,X,O
SJLOZTI,X,X,O,X,O
SJLOZIT,X,X,O,X,O
SJZTILO,O,X,O,X,O
SJZTIOL,O,X,O,X,O
SJZTLIO,O,X,O,X,O
SJZTLOI,O,X,O,X,O
SJZTOIL,O,X,O,X,O
SJZTOLI,O,X,O,X,O
SJZITLO,O,X,O,X,O
SJZITOL,O,X,O,X,O
SJZILTO,X,X,O,X,O
SJZILOT,X,X,O,X,O
SJZIOTL,O,X,O,X,O
SJZIOLT,X,X,O,X,O
SJZLTIO,X,X,O,X,O
SJZLTOI,X,X,O,X,O
SJZLITO,X,X,O,X,O
SJZLIOT,X,X,O,X,O
SJZLOTI,X,X,O,X,O
SJZLOIT,X,X,O,X,O
SJZOTIL,O,X,O,X,O
SJZOTLI,O,X,O,X,O
SJZOITL,O,X,O,X,O
SJZOILT,X,X,O,X,O
SJZOLTI,X,X,O,X,O
SJZOLIT,X,X,O,X,O
SJOTILZ,O,X,O,X,X
SJOTIZL,O,X,O,X,O
SJOTLIZ,O,X,O,X,X
SJOTLZI,O,X,O,X,X
SJOTZIL,O,X,O,X,O
SJOTZLI,O,X,O,X,O
SJOITLZ,O,X,O,X,X
SJOITZL,O,X,O,X,O
SJOILTZ,X,X,O,X,X
SJOILZT,X,X,O,X,O
SJOIZTL,O,X,O,X,O
SJOIZLT,X,X,O,X,O
SJOLTIZ,X,X,O,X,X
SJOLTZI,X,X,O,X,X
SJOLITZ,X,X,O,X,X
SJOLIZT,X,X,O,X,O
SJOLZTI,X,X,O,X,O
SJOLZIT,X,X,O,X,O
SJOZTIL,O,X,O,X,O
SJOZTLI,O,X,O,X,O
SJOZITL,O,X,O,X,O
SJOZILT,X,X,O,X,O
SJOZLTI,X,X,O,X,O
SJOZLIT,X,X,O,X,O
SZTILJO,O,O,O,O,X
SZTILOJ,O,O,X,O,X
SZTIJLO,O,O,O,X,X
SZTIJOL,O,O,O,X,X
SZTIOLJ,O,O,X,O,X
SZTIOJL,O,O,X,X,X
SZTLIJO,O,O,O,O,X
SZTLIOJ,O,O,X,O,X
SZTLJIO,O,O,O,O,X
SZTLJOI,O,O,O,O,X
SZTLOIJ,O,O,X,O,X
SZTLOJI,O,O,X,O,X
SZTJILO,O,O,O,X,X
SZTJIOL,O,O,O,X,X
SZTJLIO,O,O,O,X,X
SZTJLOI,O,O,O,X,X
SZTJOIL,O,O,O,X,X
SZTJOLI,O,O,O,X,X
SZTOILJ,O,O,X,O,X
SZTOIJL,O,O,X,X,X
SZTOLIJ,O,O,X,O,X
SZTOLJI,O,O,X,O,X
SZTOJIL,O,O,X,X,X
SZTOJLI,O,O,X,X,X
SZITLJO,O,O,O,O,X
SZITLOJ,O,O,X,O,X
SZITJLO,O,O,O,X,X
SZITJOL,O,O,O,X,X
SZITOLJ,O,O,X,O,X
SZITOJL,O,O,X,X,X
SZILTJO,O,X,O,O,X
SZILTOJ,O,X,X,O,X
SZILJTO,X,X,O,O,X
SZILJOT,X,O,O,O,X
SZILOTJ,O,X,X,O,X
SZILOJT,X,O,X,O,X
SZIJTLO,O,O,O,X,O
SZIJTOL,O,O,O,X,O
SZIJLTO,X,X,O,X,O
SZIJLOT,X,O,O,X,O
SZIJOTL,O,O,O,X,O
SZIJOLT,X,O,O,X,O
SZIOTLJ,O,O,X,O,X
SZIOTJL,O,O,X,X,X
SZIOLTJ,O,X,X,O,X
SZIOLJT,X,O,X,O,X
SZIOJTL,O,O,X,X,O
SZIOJLT,X,O,X,X,O
SZLTIJO,O,X,O,O,X
SZLTIOJ,O,X,X,O,X
SZLTJIO,O,X,O,O,X
SZLTJOI,O,X,O,O,X
SZLTOIJ,O,X,X,O,X
SZLTOJI,O,X,X,O,X
SZLITJO,O,X,O,O,X
SZLITOJ,O,X,X,O,X
SZLIJTO,X,X,O,O,X
SZLIJOT,X,O,O,O,X
SZLIOTJ,O,X,X,O,X
SZLIOJT,X,O,X,O,X
SZLJTIO,X,X,O,O,X
SZLJTOI,X,X,O,O,X
SZLJITO,X,X,O,O,X
SZLJIOT,X,O,O,O,X
SZLJOTI,X,X,O,O,X
SZLJOIT,X,O,O,O,X
SZLOTIJ,O,X,X,O,X
SZLOTJI,O,X,X,O,X
SZLOITJ,O,X,X,O,X
SZLOIJT,X,O,X,O,X
SZLOJTI,X,X,X,O,X
SZLOJIT,X,O,X,O,X
SZJTILO,O,O,O,X,O
SZJTIOL,O,O,O,X,O
SZJTLIO,O,O,O,X,O
SZJTLOI,O,O,O,X,O
SZJTOIL,O,O,O,X,O
SZJTOLI,O,O,O,X,O
SZJITLO,O,O,O,X,O
SZJITOL,O,O,O,X,O
SZJILTO,X,X,O,X,O
SZJILOT,X,O,O,X,O
SZJIOTL,O,O,O,X,O
SZJIOLT,X,O,O,X,O
SZJLTIO,X,X,O,X,O
SZJLTOI,X,X,O,X,O
SZJLITO,X,X,O,X,O
SZJLIOT,X,O,O,X,O
SZJLOTI,X,X,O,X,O
SZJLOIT,X,O,O,X,O
SZJOTIL,O,O,O,X,O
SZJOTLI,O,O,O,X,O
SZJOITL,O,O,O,X,O
SZJOILT,X,O,O,X,O
SZJOLTI,X,X,O,X,O
SZJOLIT,X,O,O,X,O
SZOTILJ,O,O,X,O,X
SZOTIJL,O,O,X,X,X
SZOTLIJ,O,O,X,O,X
SZOTLJI,O,O,X,O,X
SZOTJIL,O,O,X,X,X
SZOTJLI,O,O,X,X,X
SZOITLJ,O,O,X,O,X
SZOITJL,O,O,X,X,X
SZOILTJ,O,X,X,O,X
SZOILJT,X,O,X,O,X
SZOIJTL,O,O,X,X,O
SZOIJLT,X,O,X,X,O
SZOLTIJ,O,X,X,O,X
SZOLTJI,O,X,X,O,X
SZOLITJ,O,X,X,O,X
SZOLIJT,X,O,X,O,X
SZOLJTI,X,X,X,O,X
SZOLJIT,X,O,X,O,X
SZOJTIL,O,O,X,X,O
SZOJTLI,O,O,X,X,O
SZOJITL,O,O,X,X,O
SZOJILT,X,O,X,X,O
SZOJLTI,X,X,X,X,O
SZOJLIT,X,O,X,X,O
SOTILJZ,O,X,O,X,X
SOTILZJ,O,O,X,X,X
SOTIJLZ,O,X,O,X,X
SOTIJZL,O,X,O,X,O
SOTIZLJ,O,O,X,X,X
SOTIZJL,O,O,X,X,X
SOTLIJZ,O,X,O,X,X
SOTLIZJ,O,O,X,X,X
SOTLJIZ,O,X,O,X,X
SOTLJZI,O,X,O,X,X
SOTLZIJ,O,O,X,X,X
SOTLZJI,O,O,X,X,X
SOTJILZ,O,X,O,X,X
SOTJIZL,O,X,O,X,O
SOTJLIZ,O,X,O,X,X
SOTJLZI,O,X,O,X,X
SOTJZIL,O,X,O,X,O
SOTJZLI,O,X,O,X,O
SOTZILJ,O,O,X,X,X
SOTZIJL,O,O,X,X,X
SOTZLIJ,O,O,X,X,X
SOTZLJI,O,O,X,X,X
SOTZJIL,O,O,X,X,X
SOTZJLI,O,O,X,X,X
SOITLJZ,O,X,O,X,X
SOITLZJ,O,O,X,X,X
SOITJLZ,O,X,O,X,X
SOITJZL,O,X,O,X,O
SOITZLJ,O,O,X,X,X
SOITZJL,O,O,X,X,X
SOILTJZ,O,X,O,X,X
SOILTZJ,O,O,X,O,X
SOILJTZ,X,X,O,X,X
SOILJZT,X,X,O,O,O
SOILZTJ,O,X,X,O,X
SOILZJT,X,O,X,O,X
SOIJTLZ,O,X,O,X,X
SOIJTZL,O,X,O,X,O
SOIJLTZ,X,X,O,X,X
SOIJLZT,X,X,O,X,O
SOIJZTL,O,X,O,X,O
SOIJZLT,X,X,O,X,O
SOIZTLJ,O,O,X,O,X
SOIZTJL,O,O,X,X,X
SOIZLTJ,O,X,X,O,X
SOIZLJT,X,O,X,O,X
SOIZJTL,O,O,X,X,O
SOIZJLT,X,O,X,X,O
SOLTIJZ,O,X,O,X,X
SOLTIZJ,O,O,X,O,X
SOLTJIZ,O,X,O,X,X
SOLTJZI,O,X,O,X,X
SOLTZIJ,O,O,X,O,X
SOLTZJI,O,O,X,O,X
SOLITJZ,O,X,O,X,X
SOLITZJ,O,O,X,O,X
SOLIJTZ,X,X,O,X,X
SOLIJZT,X,X,O,O,O
SOLIZTJ,O,X,X,O,X
SOLIZJT,X,O,X,O,X
SOLJTIZ,X,X,O,X,X
SOLJTZI,X,X,O,X,X
SOLJITZ,X,X,O,X,X
SOLJIZT,X,X,O,O,O
SOLJZTI,X,X,O,O,O
SOLJZIT,X,X,O,O,O
SOLZTIJ,O,X,X,O,X
SOLZTJI,O,X,X,O,X
SOLZITJ,O,X,X,O,X
SOLZIJT,X,O,X,O,X
SOLZJTI,X,X,X,O,X
SOLZJIT,X,O,X,O,X
SOJTILZ,O,X,O,X,X
SOJTIZL,O,X,O,X,O
SOJTLIZ,O,X,O,X,X
SOJTLZI,O,X,O,X,X
SOJTZIL,O,X,O,X,O
SOJTZLI,O,X,O,X,O
SOJITLZ,O,X,O,X,X
SOJITZL,O,X,O,X,O
SOJILTZ,X,X,O,X,X
SOJILZT,X,X,O,X,O
SOJIZTL,O,X,O,X,O
SOJIZLT,X,X,O,X,O
SOJLTIZ,X,X,O,X,X
SOJLTZI,X,X,O,X,X
SOJLITZ,X,X,O,X,X
SOJLIZT,X,X,O,X,O
SOJLZTI,X,X,O,X,O
SOJLZIT,X,X,O,X,O
SOJZTIL,O,X,O,X,O
SOJZTLI,O,X,O,X,O
SOJZITL,O,X,O,X,O
SOJZILT,X,X,O,X,O
SOJZLTI,X,X,O,X,O
SOJZLIT,X,X,O,X,O
SOZTILJ,O,O,X,O,X
SOZTIJL,O,O,X,X,X
SOZTLIJ,O,O,X,O,X
SOZTLJI,O,O,X,O,X
SOZTJIL,O,O,X,X,X
SOZTJLI,O,O,X,X,X
SOZITLJ,O,O,X,O,X
SOZITJL,O,O,X,X,X
SOZILTJ,O,X,X,O,X
SOZILJT,X,O,X,O,X
SOZIJTL,O,O,X,X,O
SOZIJLT,X,O,X,X,O
SOZLTIJ,O,X,X,O,X
SOZLTJI,O,X,X,O,X
SOZLITJ,O,X,X,O,X
SOZLIJT,X,O,X,O,X
SOZLJTI,X,X,X,O,X
SOZLJIT,X,O,X,O,X
SOZJTIL,O,O,X,X,O
SOZJTLI,O,O,X,X,O
SOZJITL,O,O,X,X,O
SOZJILT,X,O,X,X,O
SOZJLTI,X,X,X,X,O
SOZJLIT,X,O,X,X,O
ZTILJSO,O,O,X,O,X
ZTILJOS,O,O,X,O,X
ZTILSJO,O,O,X,O,X
ZTILSOJ,O,O,X,O,X
ZTILOJS,O,O,X,O,X
ZTILOSJ,O,O,X,O,X
ZTIJLSO,O,O,X,O,X
ZTIJLOS,O,O,X,O,X
ZTIJSLO,O,O,X,X,X
ZTIJSOL,O,O,X,X,X
ZTIJOLS,O,O,X,O,X
ZTIJOSL,O,O,X,X,X
ZTISLJO,O,O,X,O,X
ZTISLOJ,O,O,X,O,X
ZTISJLO,O,O,X,X,X
ZTISJOL,O,O,X,X,X
ZTISOLJ,O,O,X,O,X
ZTISOJL,O,O,X,X,X
ZTIOLJS,O,O,X,O,X
ZTIOLSJ,O,O,X,O,X
ZTIOJLS,O,O,X,O,X
ZTIOJSL,O,O,X,X,X
ZTIOSLJ,O,O,X,O,X
ZTIOSJL,O,O,X,X,X
ZTLIJSO,O,O,X,O,X
ZTLIJOS,O,O,X,O,X
ZTLISJO,O,O,X,O,X
ZTLISOJ,O,O,X,O,X
ZTLIOJS,O,O,X,O,X
ZTLIOSJ,O,O,X,O,X
ZTLJISO,O,O,X,O,X
ZTLJIOS,O,O,X,O,X
ZTLJSIO,O,O,X,O,X
ZTLJSOI,O,O,X,O,X
ZTLJOIS,O,O,X,O,X
ZTLJOSI,O,O,X,O,X
ZTLSIJO,O,O,X,O,X
ZTLSIOJ,O,O,X,O,X
ZTLSJIO,O,O,X,O,X
ZTLSJOI,O,O,X,O,X
ZTLSOIJ,O,O,X,O,X
ZTLSOJI,O,O,X,O,X
ZTLOIJS,O,O,X,O,X
ZTLOISJ,O,O,X,O,X
ZTLOJIS,O,O,X,O,X
ZTLOJSI,O,O,X,O,X
ZTLOSIJ,O,O,X,O,X
ZTLOSJI,O,O,X,O,X
ZTJILSO,O,O,X,O,X
ZTJILOS,O,O,X,O,X
ZTJISLO,O,O,X,X,X
ZTJISOL,O,O,X,X,X
ZTJIOLS,O,O,X,O,X
ZTJIOSL,O,O,X,X,X
ZTJLISO,O,O,X,O,X
ZTJLIOS,O,O,X,O,X
ZTJLSIO,O,O,X,O,X
ZTJLSOI,O,O,X,O,X
ZTJLOIS,O,O,X,O,X
ZTJLOSI,O,O,X,O,X
ZTJSILO,O,O,X,X,X
ZTJSIOL,O,O,X,X,X
ZTJSLIO,O,O,X,X,X
ZTJSLOI,O,O,X,X,X
ZTJSOIL,O,O,X,X,X
ZTJSOLI,O,O,X,X,X
ZTJOILS,O,O,X,O,X
ZTJOISL,O,O,X,X,X
ZTJOLIS,O,O,X,O,X
ZTJOLSI,O,O,X,O,X
ZTJOSIL,O,O,X,X,X
ZTJOSLI,O,O,X,X,X
ZTSILJO,O,O,X,O,X
ZTSILOJ,O,O,X,O,X
ZTSIJLO,O,O,X,X,X
ZTSIJOL,O,O,X,X,X
ZTSIOLJ,O,O,X,O,X
ZTSIOJL,O,O,X,X,X
ZTSLIJO,O,O,X,O,X
ZTSLIOJ,O,O,X,O,X
ZTSLJIO,O,O,X,O,X
ZTSLJOI,O,O,X,O,X
ZTSLOIJ,O,O,X,O,X
ZTSLOJI,O,O,X,O,X
ZTSJILO,O,O,X,X,X
ZTSJIOL,O,O,X,X,X
ZTSJLIO,O,O,X,X,X
ZTSJLOI,O,O,X,X,X
ZTSJOIL,O,O,X,X,X
ZTSJOLI,O,O,X,X,X
ZTSOILJ,O,O,X,O,X
ZTSOIJL,O,O,X,X,X
ZTSOLIJ,O,O,X,O,X
ZTSOLJI,O,O,X,O,X
ZTSOJIL,O,O,X,X,X
ZTSOJLI,O,O,X,X,X
ZTOILJS,O,O,X,O,X
ZTOILSJ,O,O,X,O,X
ZTOIJLS,O,O,X,O,X
ZTOIJSL,O,O,X,X,X
ZTOISLJ,O,O,X,O,X
ZTOISJL,O,O,X,X,X
ZTOLIJS,O,O,X,O,X
ZTOLISJ,O,O,X,O,X
ZTOLJIS,O,O,X,O,X
ZTOLJSI,O,O,X,O,X
ZTOLSIJ,O,O,X,O,X
ZTOLSJI,O,O,X,O,X
ZTOJILS,O,O,X,O,X
ZTOJISL,O,O,X,X,X
ZTOJLIS,O,O,X,O,X
ZTOJLSI,O,O,X,O,X
ZTOJSIL,O,O,X,X,X
ZTOJSLI,O,O,X,X,X
ZTOSILJ,O,O,X,O,X
ZTOSIJL,O,O,X,X,X
ZTOSLIJ,O,O,X,O,X
ZTOSLJI,O,O,X,O,X
ZTOSJIL,O,O,X,X,X
ZTOSJLI,O,O,X,X,X
ZITLJSO,O,O,X,O,X
ZITLJOS,O,O,X,O,X
ZITLSJO,O,O,X,O,X
ZITLSOJ,O,O,X,O,X
ZITLOJS,O,O,X,O,X
ZITLOSJ,O,O,X,O,X
ZITJLSO,O,O,X,O,X
ZITJLOS,O,O,X,O,X
ZITJSLO,O,O,X,X,X
ZITJSOL,O,O,X,X,X
ZITJOLS,O,O,X,O,X
ZITJOSL,O,O,X,X,X
ZITSLJO,O,O,X,O,X
ZITSLOJ,O,O,X,O,X
ZITSJLO,O,O,X,X,X
ZITSJOL,O,O,X,X,X
ZITSOLJ,O,O,X,O,X
ZITSOJL,O,O,X,X,X
ZITOLJS,O,O,X,O,X
ZITOLSJ,O,O,X,O,X
ZITOJLS,O,O,X,O,X
ZITOJSL,O,O,X,X,X
ZITOSLJ,O,O,X,O,X
ZITOSJL,O,O,X,X,X
ZILTJSO,X,O,X,O,X
ZILTJOS,X,O,X,O,X
ZILTSJO,X,O,X,O,X
ZILTSOJ,X,O,X,O,X
ZILTOJS,X,O,X,O,X
ZILTOSJ,X,O,X,O,X
ZILJTSO,X,O,X,O,X
ZILJTOS,X,O,O,O,X
ZILJSTO,X,X,O,O,X
ZILJSOT,X,O,O,O,X
ZILJOTS,X,O,O,O,X
ZILJOST,X,O,O,O,X
ZILSTJO,X,X,O,O,X
ZILSTOJ,X,X,X,O,X
ZILSJTO,X,X,O,O,X
ZILSJOT,X,O,O,O,X
ZILSOTJ,X,X,X,O,X
ZILSOJT,X,O,X,O,X
ZILOTJS,X,O,X,O,X
ZILOTSJ,X,O,X,O,X
ZILOJTS,X,O,X,O,X
