sequence,v115@9gC8GeA8IeB8HeC8CeC8KeSFJvhFlhBziB5oB/rB2s?B0qB,v115@9gC8GeA8IeB8HeC8CeC8KeSFJvhFThBmiB5oB0nBlq?B3rB,v115@9gC8GeA8IeB8HeC8CeC8KeGBJvhFiiB5oBFlB8qBzn?B3rB,v115@9gC8GeA8IeB8HeC8CeC8KezAJvhFumB3iB5oBUlBys?BVwB,v115@9gC8GeA8IeB8HeC8CeC8KezAJvhFCiBeoB5oBUlBXn?BVwB,v115@9gC8GeA8IeB8HeC8CeC8KeGBJvhFTiBRlB6tBXoB0q?BlrB,v115@9gC8GeA8IeB8HeC8CeC8KeGBJvhFTiBRlBXoB6tB0q?BlrB
JLSTOIZ,O,X,X,O,X,X,X
JLSTOZI,O,X,X,O,X,X,X
JLSITZO,O,X,X,O,X,X,X
JLSITOZ,O,X,X,O,X,X,X
JLSIZTO,O,O,X,O,X,X,X
JLSIZOT,O,O,X,X,X,X,X
JLSIOTZ,O,X,X,X,X,X,X
JLSIOZT,O,O,X,X,X,X,X
JLSZTIO,O,O,X,O,X,X,X
JLSZTOI,O,O,X,O,X,X,X
JLSZITO,O,O,X,O,X,X,X
JLSZIOT,O,O,X,X,X,X,X
JLSZOTI,O,O,X,X,X,X,X
JLSZOIT,O,O,X,X,X,X,X
JLSOTIZ,O,X,X,X,X,X,X
JLSOTZI,O,X,X,X,X,X,X
JLSOITZ,O,X,X,X,X,X,X
JLSOIZT,O,O,X,X,X,X,X
JLSOZTI,O,O,X,X,X,X,X
JLSOZIT,O,O,X,X,X,X,X
JLZTISO,O,O,X,O,X,O,X
JLZTIOS,O,O,X,O,X,O,X
JLZTSIO,O,O,X,O,X,X,X
JLZTSOI,O,O,X,O,X,X,X
JLZTOIS,O,O,X,O,X,X,X
JLZTOSI,O,O,X,O,X,X,X
JLZITSO,O,O,X,O,X,O,X
JLZITOS,O,O,X,O,X,O,X
JLZISTO,O,O,X,O,X,O,X
JLZISOT,O,O,X,X,X,X,X
JLZIOTS,O,O,X,X,X,O,X
JLZIOST,O,O,X,X,X,X,X
JLZSTIO,O,O,X,O,X,X,X
JLZSTOI,O,O,X,O,X,X,X
JLZSITO,O,O,X,O,X,X,X
JLZSIOT,O,O,X,X,X,X,X
JLZSOTI,O,O,X,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X
JLZOTIS,O,O,X,X,X,X,X
JLZOTSI,O,O,X,X,X,X,X
JLZOITS,O,O,X,X,X,X,X
JLZOIST,O,O,X,X,X,X,X
JLZOSTI,O,O,X,X,X,X,X
JLZOSIT,O,O,X,X,X,X,X
JLOTISZ,O,X,X,X,X,X,X
JLOTIZS,O,X,X,X,X,X,X
JLOTSIZ,O,X,X,X,X,X,X
JLOTSZI,O,X,X,X,X,X,X
JLOTZIS,O,X,X,X,X,X,X
JLOTZSI,O,X,X,X,X,X,X
JLOITSZ,O,X,X,X,X,X,X
JLOITZS,O,X,X,X,X,X,X
JLOISTZ,O,X,X,X,X,X,X
JLOISZT,O,X,X,X,X,X,X
JLOIZTS,O,X,X,X,X,X,X
JLOIZST,O,X,X,X,X,X,X
JLOSTIZ,O,X,X,X,X,X,X
JLOSTZI,O,X,X,X,X,X,X
JLOSITZ,O,X,X,X,X,X,X
JLOSIZT,O,X,X,X,X,X,X
JLOSZTI,O,X,X,X,X,X,X
JLOSZIT,O,X,X,X,X,X,X
JLOZTIS,O,X,X,X,X,X,X
JLOZTSI,O,X,X,X,X,X,X
JLOZITS,O,X,X,X,X,X,X
JLOZIST,O,X,X,X,X,X,X
JLOZSTI,O,X,X,X,X,X,X
JLOZSIT,O,X,X,X,X,X,X
JSTILZO,O,O,O,X,O,X,X
JSTILOZ,O,O,O,X,O,X,O
JSTIZLO,O,O,O,X,O,X,X
JSTIZOL,O,O,O,X,O,X,O
JSTIOLZ,O,O,O,X,O,X,O
JSTIOZL,O,O,O,X,O,X,O
JSTLIZO,O,O,O,X,O,X,X
JSTLIOZ,O,O,O,X,O,X,X
JSTLZIO,O,O,O,X,O,X,X
JSTLZOI,O,O,O,X,O,X,X
JSTLOIZ,O,O,X,X,O,X,X
JSTLOZI,O,O,X,X,O,X,X
JSTZILO,O,O,O,X,O,X,O
JSTZIOL,O,O,O,X,O,X,O
JSTZLIO,O,O,O,X,O,X,X
JSTZLOI,O,O,O,X,O,X,X
JSTZOIL,O,O,O,X,O,X,X
JSTZOLI,O,O,O,X,O,X,X
JSTOILZ,O,O,O,X,O,X,O
JSTOIZL,O,O,O,X,O,X,O
JSTOLIZ,O,O,O,X,O,X,X
JSTOLZI,O,O,O,X,O,X,X
JSTOZIL,O,O,O,X,O,X,X
JSTOZLI,O,O,O,X,O,X,X
JSITLZO,O,O,O,X,O,X,X
JSITLOZ,O,O,O,X,O,X,O
JSITZLO,O,O,O,X,O,X,X
JSITZOL,O,O,O,X,O,X,O
JSITOLZ,O,O,O,X,O,X,O
JSITOZL,O,O,O,X,O,X,O
JSILTZO,O,X,O,X,X,X,X
JSILTOZ,O,X,O,X,X,X,X
JSILZTO,O,O,O,X,X,X,X
JSILZOT,O,O,O,X,X,X,X
JSILOTZ,O,X,O,X,X,X,O
JSILOZT,O,O,O,X,X,X,O
JSIZTLO,O,O,O,X,X,X,O
JSIZTOL,O,O,O,X,X,X,O
JSIZLTO,O,O,O,X,X,X,X
JSIZLOT,O,O,O,X,X,X,O
JSIZOTL,O,O,O,X,X,X,O
JSIZOLT,O,O,O,X,X,X,O
JSIOTLZ,O,X,O,X,X,X,O
JSIOTZL,O,X,O,X,X,X,X
JSIOLTZ,O,X,O,X,X,X,O
JSIOLZT,O,O,O,X,X,X,O
JSIOZTL,O,O,O,X,X,X,X
JSIOZLT,O,O,O,X,X,X,O
JSLTIZO,O,X,O,X,X,X,X
JSLTIOZ,O,X,O,X,X,X,X
JSLTZIO,O,X,O,X,X,X,X
JSLTZOI,O,X,O,X,X,X,X
JSLTOIZ,O,X,X,X,X,X,X
JSLTOZI,O,X,X,X,X,X,X
JSLITZO,O,X,O,X,X,X,X
JSLITOZ,O,X,O,X,X,X,X
JSLIZTO,O,O,O,X,X,X,X
JSLIZOT,O,O,O,X,X,X,X
JSLIOTZ,O,X,O,X,X,X,X
JSLIOZT,O,O,O,X,X,X,X
JSLZTIO,O,O,O,X,X,X,X
JSLZTOI,O,O,X,X,X,X,X
JSLZITO,O,O,O,X,X,X,X
JSLZIOT,O,O,O,X,X,X,X
JSLZOTI,O,O,X,X,X,X,X
JSLZOIT,O,O,O,X,X,X,X
JSLOTIZ,O,X,O,X,X,X,X
JSLOTZI,O,X,X,X,X,X,X
JSLOITZ,O,X,O,X,X,X,X
JSLOIZT,O,O,O,X,X,X,X
JSLOZTI,O,O,X,X,X,X,X
JSLOZIT,O,O,O,X,X,X,X
JSZTILO,O,O,O,X,X,X,O
JSZTIOL,O,O,O,X,X,X,O
JSZTLIO,O,O,O,X,X,X,X
JSZTLOI,O,O,X,X,X,X,X
JSZTOIL,O,O,O,X,X,X,X
JSZTOLI,O,O,O,X,X,X,X
JSZITLO,O,O,O,X,X,X,O
JSZITOL,O,O,O,X,X,X,O
JSZILTO,O,O,O,X,X,X,X
JSZILOT,O,O,O,X,X,X,O
JSZIOTL,O,O,O,X,X,X,O
JSZIOLT,O,O,O,X,X,X,O
JSZLTIO,O,O,O,X,X,X,X
JSZLTOI,O,O,X,X,X,X,X
JSZLITO,O,O,O,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X
JSZLOTI,O,O,O,X,X,X,X
JSZLOIT,O,O,O,X,X,X,X
JSZOTIL,O,O,O,X,X,X,X
JSZOTLI,O,O,O,X,X,X,X
JSZOITL,O,O,O,X,X,X,O
JSZOILT,O,O,O,X,X,X,O
JSZOLTI,O,O,O,X,X,X,X
JSZOLIT,O,O,O,X,X,X,X
JSOTILZ,O,X,O,X,X,X,O
JSOTIZL,O,X,O,X,X,X,O
JSOTLIZ,O,X,O,X,X,X,X
JSOTLZI,O,X,O,X,X,X,X
JSOTZIL,O,X,O,X,X,X,X
JSOTZLI,O,X,O,X,X,X,X
JSOITLZ,O,X,O,X,X,X,O
JSOITZL,O,X,O,X,X,X,X
JSOILTZ,O,X,O,X,X,X,O
JSOILZT,O,O,O,X,X,X,O
JSOIZTL,O,O,O,X,X,X,X
JSOIZLT,O,O,O,X,X,X,O
JSOLTIZ,O,X,O,X,X,X,X
JSOLTZI,O,X,O,X,X,X,X
JSOLITZ,O,X,O,X,X,X,X
JSOLIZT,O,O,O,X,X,X,X
JSOLZTI,O,O,O,X,X,X,X
JSOLZIT,O,O,O,X,X,X,X
JSOZTIL,O,O,O,X,X,X,X
JSOZTLI,O,O,O,X,X,X,X
JSOZITL,O,O,O,X,X,X,O
JSOZILT,O,O,O,X,X,X,O
JSOZLTI,O,O,O,X,X,X,X
JSOZLIT,O,O,O,X,X,X,X
JZTILSO,O,O,X,X,O,O,O
JZTILOS,O,O,X,X,O,O,O
JZTISLO,O,O,X,X,O,O,O
JZTISOL,O,O,X,X,O,O,O
JZTIOLS,O,O,O,X,O,O,O
JZTIOSL,O,O,X,X,O,O,O
JZTLISO,O,O,X,X,O,O,X
JZTLIOS,O,O,X,X,O,O,X
JZTLSIO,O,O,X,X,O,X,X
JZTLSOI,O,O,X,X,O,X,X
JZTLOIS,O,O,X,X,O,X,X
JZTLOSI,O,O,X,X,O,X,X
JZTSILO,O,O,X,X,O,X,O
JZTSIOL,O,O,X,X,O,X,O
JZTSLIO,O,O,X,X,O,X,X
JZTSLOI,O,O,X,X,O,X,X
JZTSOIL,O,O,X,X,O,X,X
JZTSOLI,O,O,X,X,O,X,X
JZTOILS,O,O,O,X,O,X,X
JZTOISL,O,O,X,X,O,X,X
JZTOLIS,O,O,O,X,O,X,X
JZTOLSI,O,O,X,X,O,X,X
JZTOSIL,O,O,X,X,O,X,X
JZTOSLI,O,O,X,X,O,X,X
JZITLSO,O,O,X,X,O,O,O
JZITLOS,O,O,X,X,O,O,O
JZITSLO,O,O,X,X,O,O,O
JZITSOL,O,O,X,X,O,O,O
JZITOLS,O,O,O,X,O,O,O
JZITOSL,O,O,X,X,O,O,O
JZILTSO,O,O,X,O,X,O,X
JZILTOS,O,O,X,O,X,O,X
JZILSTO,O,O,X,O,X,O,X
JZILSOT,O,O,X,X,X,X,O
JZILOTS,O,O,O,X,X,O,X
JZILOST,O,O,O,X,X,X,X
JZISTLO,O,O,X,X,X,X,O
JZISTOL,O,O,X,X,X,X,O
JZISLTO,O,O,X,X,X,O,X
JZISLOT,O,O,X,X,X,X,O
JZISOTL,O,O,X,X,X,X,O
JZISOLT,O,O,O,X,X,X,O
JZIOTLS,O,O,O,X,X,X,X
JZIOTSL,O,O,X,X,X,X,X
JZIOLTS,O,O,O,X,X,O,X
JZIOLST,O,O,O,X,X,X,X
JZIOSTL,O,O,O,X,X,X,O
JZIOSLT,O,O,O,X,X,X,O
JZLTISO,O,O,X,O,X,O,X
JZLTIOS,O,O,X,O,X,O,X
JZLTSIO,O,O,X,O,X,X,X
JZLTSOI,O,O,X,O,X,X,X
JZLTOIS,O,O,X,O,X,X,X
JZLTOSI,O,O,X,O,X,X,X
JZLITSO,O,O,X,O,X,O,X
JZLITOS,O,O,X,O,X,O,X
JZLISTO,O,O,X,O,X,O,X
JZLISOT,O,O,X,X,X,X,X
JZLIOTS,O,O,O,X,X,O,X
JZLIOST,O,O,O,X,X,X,X
JZLSTIO,O,O,X,O,X,X,X
JZLSTOI,O,O,X,O,X,X,X
JZLSITO,O,O,X,O,X,X,X
JZLSIOT,O,O,X,X,X,X,X
JZLSOTI,O,O,X,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X
JZLOTIS,O,O,O,X,X,X,X
JZLOTSI,O,O,X,X,X,X,X
JZLOITS,O,O,O,X,X,X,X
JZLOIST,O,O,O,X,X,X,X
JZLOSTI,O,O,X,X,X,X,X
JZLOSIT,O,O,O,X,X,X,X
JZSTILO,O,O,X,X,X,X,O
JZSTIOL,O,O,X,X,X,X,O
JZSTLIO,O,O,X,X,X,X,X
JZSTLOI,O,O,X,X,X,X,X
JZSTOIL,O,O,X,X,X,X,X
JZSTOLI,O,O,X,X,X,X,X
JZSITLO,O,O,X,X,X,X,O
JZSITOL,O,O,X,X,X,X,O
JZSILTO,O,O,X,X,X,X,X
JZSILOT,O,O,X,X,X,X,O
JZSIOTL,O,O,X,X,X,X,O
JZSIOLT,O,O,O,X,X,X,O
JZSLTIO,O,O,X,X,X,X,X
JZSLTOI,O,O,X,X,X,X,X
JZSLITO,O,O,X,X,X,X,X
JZSLIOT,O,O,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X
JZSOTIL,O,O,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,X
JZSOITL,O,O,X,X,X,X,O
JZSOILT,O,O,O,X,X,X,O
JZSOLTI,O,O,X,X,X,X,X
JZSOLIT,O,O,O,X,X,X,X
JZOTILS,O,O,O,X,X,X,X
JZOTISL,O,O,X,X,X,X,X
JZOTLIS,O,O,O,X,X,X,X
JZOTLSI,O,O,X,X,X,X,X
JZOTSIL,O,O,X,X,X,X,X
JZOTSLI,O,O,X,X,X,X,X
JZOITLS,O,O,O,X,X,X,X
JZOITSL,O,O,X,X,X,X,X
JZOILTS,O,O,O,X,X,X,X
JZOILST,O,O,O,X,X,X,X
JZOISTL,O,O,O,X,X,X,X
JZOISLT,O,O,O,X,X,X,X
JZOLTIS,O,O,O,X,X,X,X
JZOLTSI,O,O,X,X,X,X,X
JZOLITS,O,O,O,X,X,X,X
JZOLIST,O,O,O,X,X,X,X
JZOLSTI,O,O,X,X,X,X,X
JZOLSIT,O,O,O,X,X,X,X
JZOSTIL,O,O,O,X,X,X,X
JZOSTLI,O,O,O,X,X,X,X
JZOSITL,O,O,O,X,X,X,X
JZOSILT,O,O,O,X,X,X,X
JZOSLTI,O,O,O,X,X,X,X
JZOSLIT,O,O,O,X,X,X,X
JOTILSZ,O,X,O,X,O,X,X
JOTILZS,O,X,O,X,X,X,X
JOTISLZ,O,X,O,X,O,X,X
JOTISZL,O,X,O,X,O,X,X
JOTIZLS,O,X,O,X,O,X,X
JOTIZSL,O,X,O,X,O,X,X
JOTLISZ,O,X,O,X,O,X,X
JOTLIZS,O,X,O,X,X,X,X
JOTLSIZ,O,X,O,X,O,X,X
JOTLSZI,O,X,O,X,O,X,X
JOTLZIS,O,X,O,X,X,X,X
JOTLZSI,O,X,O,X,X,X,X
JOTSILZ,O,X,O,X,O,X,X
JOTSIZL,O,X,O,X,O,X,X
JOTSLIZ,O,X,O,X,O,X,X
JOTSLZI,O,X,O,X,O,X,X
JOTSZIL,O,X,O,X,O,X,X
JOTSZLI,O,X,O,X,O,X,X
JOTZILS,O,X,O,X,O,X,X
JOTZISL,O,X,O,X,O,X,X
JOTZLIS,O,X,O,X,O,X,X
JOTZLSI,O,X,O,X,O,X,X
JOTZSIL,O,X,O,X,O,X,X
JOTZSLI,O,X,O,X,O,X,X
JOITLSZ,O,X,O,X,O,X,X
JOITLZS,O,X,O,X,X,X,X
JOITSLZ,O,X,O,X,O,X,X
JOITSZL,O,X,O,X,O,X,X
JOITZLS,O,X,O,X,O,X,X
JOITZSL,O,X,O,X,O,X,X
JOILTSZ,O,X,O,X,X,X,X
JOILTZS,O,X,O,X,X,X,X
JOILSTZ,O,X,O,X,X,X,X
JOILSZT,O,X,O,X,X,X,X
JOILZTS,O,X,O,X,X,X,X
JOILZST,O,X,O,X,X,X,X
JOISTLZ,O,X,O,X,X,X,X
JOISTZL,O,X,O,X,X,X,X
JOISLTZ,O,X,O,X,X,X,X
JOISLZT,O,X,O,X,X,X,X
JOISZTL,O,X,O,X,X,X,X
JOISZLT,O,X,O,X,X,X,X
JOIZTLS,O,X,O,X,X,X,X
JOIZTSL,O,X,X,X,X,X,X
JOIZLTS,O,X,O,X,X,X,X
JOIZLST,O,X,O,X,X,X,X
JOIZSTL,O,X,O,X,X,X,X
JOIZSLT,O,X,O,X,X,X,X
JOLTISZ,O,X,O,X,X,X,X
JOLTIZS,O,X,O,X,X,X,X
JOLTSIZ,O,X,O,X,X,X,X
JOLTSZI,O,X,O,X,X,X,X
JOLTZIS,O,X,O,X,X,X,X
JOLTZSI,O,X,O,X,X,X,X
JOLITSZ,O,X,O,X,X,X,X
JOLITZS,O,X,O,X,X,X,X
JOLISTZ,O,X,O,X,X,X,X
JOLISZT,O,X,O,X,X,X,X
JOLIZTS,O,X,O,X,X,X,X
JOLIZST,O,X,O,X,X,X,X
JOLSTIZ,O,X,O,X,X,X,X
JOLSTZI,O,X,O,X,X,X,X
JOLSITZ,O,X,O,X,X,X,X
JOLSIZT,O,X,O,X,X,X,X
JOLSZTI,O,X,O,X,X,X,X
JOLSZIT,O,X,O,X,X,X,X
JOLZTIS,O,X,O,X,X,X,X
JOLZTSI,O,X,X,X,X,X,X
JOLZITS,O,X,O,X,X,X,X
JOLZIST,O,X,O,X,X,X,X
JOLZSTI,O,X,X,X,X,X,X
JOLZSIT,O,X,O,X,X,X,X
JOSTILZ,O,X,O,X,X,X,X
JOSTIZL,O,X,O,X,X,X,X
JOSTLIZ,O,X,O,X,X,X,X
JOSTLZI,O,X,O,X,X,X,X
JOSTZIL,O,X,O,X,X,X,X
JOSTZLI,O,X,O,X,X,X,X
JOSITLZ,O,X,O,X,X,X,X
JOSITZL,O,X,O,X,X,X,X
JOSILTZ,O,X,O,X,X,X,X
JOSILZT,O,X,O,X,X,X,X
JOSIZTL,O,X,O,X,X,X,X
JOSIZLT,O,X,O,X,X,X,X
JOSLTIZ,O,X,O,X,X,X,X
JOSLTZI,O,X,O,X,X,X,X
JOSLITZ,O,X,O,X,X,X,X
JOSLIZT,O,X,O,X,X,X,X
JOSLZTI,O,X,O,X,X,X,X
JOSLZIT,O,X,O,X,X,X,X
JOSZTIL,O,X,O,X,X,X,X
JOSZTLI,O,X,O,X,X,X,X
JOSZITL,O,X,O,X,X,X,X
JOSZILT,O,X,O,X,X,X,X
JOSZLTI,O,X,O,X,X,X,X
JOSZLIT,O,X,O,X,X,X,X
JOZTILS,O,X,O,X,X,X,X
JOZTISL,O,X,X,X,X,X,X
JOZTLIS,O,X,O,X,X,X,X
JOZTLSI,O,X,X,X,X,X,X
JOZTSIL,O,X,X,X,X,X,X
JOZTSLI,O,X,X,X,X,X,X
JOZITLS,O,X,O,X,X,X,X
JOZITSL,O,X,X,X,X,X,X
JOZILTS,O,X,O,X,X,X,X
JOZILST,O,X,O,X,X,X,X
JOZISTL,O,X,O,X,X,X,X
JOZISLT,O,X,O,X,X,X,X
JOZLTIS,O,X,O,X,X,X,X
JOZLTSI,O,X,X,X,X,X,X
JOZLITS,O,X,O,X,X,X,X
JOZLIST,O,X,O,X,X,X,X
JOZLSTI,O,X,X,X,X,X,X
JOZLSIT,O,X,O,X,X,X,X
JOZSTIL,O,X,O,X,X,X,X
JOZSTLI,O,X,O,X,X,X,X
JOZSITL,O,X,O,X,X,X,X
JOZSILT,O,X,O,X,X,X,X
JOZSLTI,O,X,O,X,X,X,X
JOZSLIT,O,X,O,X,X,X,X
STILJZO,O,O,O,O,O,X,X
STILJOZ,O,O,O,O,O,O,O
STILZJO,O,O,O,O,O,X,X
STILZOJ,X,O,O,O,O,X,X
STILOJZ,O,O,O,O,O,O,O
STILOZJ,X,O,O,O,X,X,X
STIJLZO,O,O,O,O,O,X,X
STIJLOZ,O,O,O,O,O,O,O
STIJZLO,O,O,O,O,O,X,X
STIJZOL,O,O,O,O,O,X,O
STIJOLZ,O,O,O,O,O,O,O
STIJOZL,O,O,O,X,O,X,O
STIZLJO,O,O,O,O,O,X,O
STIZLOJ,X,O,O,O,O,X,O
STIZJLO,O,O,O,O,O,X,O
STIZJOL,O,O,O,O,O,X,O
STIZOLJ,X,O,O,O,O,X,O
STIZOJL,X,O,O,O,O,X,O
STIOLJZ,O,O,O,O,O,O,O
STIOLZJ,X,O,O,O,X,X,X
STIOJLZ,O,O,O,O,O,O,O
STIOJZL,O,O,O,X,O,X,O
STIOZLJ,X,O,O,X,X,X,X
STIOZJL,X,O,O,X,X,X,O
STLIJZO,O,O,O,O,O,X,X
STLIJOZ,O,O,O,O,O,O,O
STLIZJO,O,O,O,O,O,X,X
STLIZOJ,X,O,O,O,O,X,X
STLIOJZ,O,O,O,O,O,O,O
STLIOZJ,X,O,O,O,X,X,X
STLJIZO,O,O,O,O,O,X,X
STLJIOZ,O,O,O,O,O,X,X
STLJZIO,O,O,O,O,O,X,X
STLJZOI,O,O,O,O,O,X,X
STLJOIZ,O,O,X,O,O,X,X
STLJOZI,O,O,X,O,O,X,X
STLZIJO,O,O,O,O,O,O,O
STLZIOJ,X,O,O,O,O,O,O
STLZJIO,O,O,O,O,O,X,X
STLZJOI,O,O,O,O,O,X,X
STLZOIJ,X,O,O,O,O,X,X
STLZOJI,X,O,O,O,O,X,X
STLOIJZ,O,O,O,O,O,O,O
STLOIZJ,X,O,O,O,X,X,X
STLOJIZ,O,O,O,O,O,X,X
STLOJZI,O,O,O,O,O,X,X
STLOZIJ,X,O,O,O,O,X,X
STLOZJI,X,O,O,O,O,X,X
STJILZO,O,O,O,O,O,X,X
STJILOZ,O,O,O,O,O,X,O
STJIZLO,O,O,O,O,O,X,X
STJIZOL,O,O,O,O,O,X,O
STJIOLZ,O,O,O,O,O,X,O
STJIOZL,O,O,O,X,O,X,O
STJLIZO,O,O,O,O,O,X,X
STJLIOZ,O,O,O,O,O,X,X
STJLZIO,O,O,O,O,O,X,X
STJLZOI,O,O,O,O,O,X,X
STJLOIZ,O,O,X,O,O,X,X
STJLOZI,O,O,X,O,O,X,X
STJZILO,O,O,O,O,O,X,O
STJZIOL,O,O,O,O,O,X,O
STJZLIO,O,O,O,O,O,X,X
STJZLOI,O,O,O,O,O,X,X
STJZOIL,O,O,O,O,O,X,X
STJZOLI,O,O,O,O,O,X,X
STJOILZ,O,O,O,O,O,X,O
STJOIZL,O,O,O,X,O,X,O
STJOLIZ,O,O,O,O,O,X,X
STJOLZI,O,O,O,O,O,X,X
STJOZIL,O,O,O,X,O,X,X
STJOZLI,O,O,O,X,O,X,X
STZILJO,O,O,O,O,O,O,O
STZILOJ,X,O,O,O,O,O,O
STZIJLO,O,O,O,O,O,O,O
STZIJOL,O,O,O,O,O,O,O
STZIOLJ,X,O,O,O,O,O,O
STZIOJL,X,O,O,O,O,O,O
STZLIJO,O,O,O,O,O,O,O
STZLIOJ,X,O,O,O,O,O,O
STZLJIO,O,O,O,O,O,X,X
STZLJOI,O,O,O,O,O,X,X
STZLOIJ,X,O,O,O,O,X,X
STZLOJI,X,O,O,O,O,X,X
STZJILO,O,O,O,O,O,X,O
STZJIOL,O,O,O,O,O,X,O
STZJLIO,O,O,O,O,O,X,X
STZJLOI,O,O,O,O,O,X,X
STZJOIL,O,O,O,O,O,X,X
STZJOLI,O,O,O,O,O,X,X
STZOILJ,X,O,O,O,O,X,O
STZOIJL,X,O,O,O,O,X,O
STZOLIJ,X,O,O,O,O,X,X
STZOLJI,X,O,O,O,O,X,X
STZOJIL,X,O,O,O,O,X,X
STZOJLI,X,O,O,O,O,X,X
STOILJZ,O,O,O,O,O,O,O
STOILZJ,X,O,O,O,X,X,X
STOIJLZ,O,O,O,O,O,O,O
STOIJZL,O,O,O,X,O,X,O
STOIZLJ,X,O,O,X,X,X,X
STOIZJL,X,O,O,X,X,X,O
STOLIJZ,O,O,O,O,O,O,O
STOLIZJ,X,O,O,O,X,X,X
STOLJIZ,O,O,O,O,O,X,X
STOLJZI,O,O,O,O,O,X,X
STOLZIJ,X,O,O,O,O,X,X
STOLZJI,X,O,O,O,O,X,X
STOJILZ,O,O,O,O,O,X,O
STOJIZL,O,O,O,X,O,X,O
STOJLIZ,O,O,O,O,O,X,X
STOJLZI,O,O,O,O,O,X,X
STOJZIL,O,O,O,X,O,X,X
STOJZLI,O,O,O,X,O,X,X
STOZILJ,X,O,O,X,O,X,O
STOZIJL,X,O,O,X,O,X,O
STOZLIJ,X,O,O,X,O,X,X
STOZLJI,X,O,O,X,O,X,X
STOZJIL,X,O,O,X,O,X,X
STOZJLI,X,O,O,X,O,X,X
SITLJZO,O,O,O,O,X,X,X
SITLJOZ,O,O,O,O,X,O,O
SITLZJO,O,O,O,O,X,X,X
SITLZOJ,X,O,O,O,X,X,X
SITLOJZ,O,O,O,O,X,O,O
SITLOZJ,X,O,O,O,X,X,X
SITJLZO,O,O,O,O,O,X,X
SITJLOZ,O,O,O,O,O,O,O
SITJZLO,O,O,O,O,O,X,X
SITJZOL,O,O,O,O,O,X,O
SITJOLZ,O,O,O,O,O,O,O
SITJOZL,O,O,O,X,O,X,O
SITZLJO,O,O,O,O,X,X,O
SITZLOJ,X,O,O,O,X,X,O
SITZJLO,O,O,O,O,O,X,O
SITZJOL,O,O,O,O,O,X,O
SITZOLJ,X,O,O,O,X,X,O
SITZOJL,X,O,O,O,O,X,O
SITOLJZ,O,O,O,O,X,O,O
SITOLZJ,X,O,O,O,X,X,X
SITOJLZ,O,O,O,O,O,O,O
SITOJZL,O,O,O,X,O,X,O
SITOZLJ,X,O,O,X,X,X,X
SITOZJL,X,O,O,X,X,X,O
SILTJZO,O,O,O,O,X,X,X
SILTJOZ,O,O,O,O,X,O,O
SILTZJO,O,O,O,O,X,X,X
SILTZOJ,X,O,O,O,X,X,X
SILTOJZ,O,O,O,O,X,O,O
SILTOZJ,X,O,O,O,X,X,X
SILJTZO,O,X,O,O,X,X,X
SILJTOZ,O,X,O,O,X,O,X
SILJZTO,O,O,O,O,X,X,X
SILJZOT,O,O,O,X,X,X,X
SILJOTZ,O,X,O,X,X,X,O
SILJOZT,O,O,O,X,X,X,O
SILZTJO,O,O,O,O,X,O,O
SILZTOJ,O,O,O,O,X,O,O
SILZJTO,O,O,O,O,X,O,X
SILZJOT,O,O,O,X,X,X,O
SILZOTJ,O,O,O,O,X,X,X
SILZOJT,O,O,O,X,X,X,O
SILOTJZ,O,X,O,O,X,X,X
SILOTZJ,X,O,O,O,X,X,X
SILOJTZ,O,X,O,X,X,X,O
SILOJZT,O,O,O,X,X,X,O
SILOZTJ,X,O,O,O,X,X,X
SILOZJT,X,O,O,X,X,X,X
SIJTLZO,O,O,O,X,O,X,X
SIJTLOZ,O,O,O,X,O,X,O
SIJTZLO,O,O,O,X,O,X,X
SIJTZOL,O,O,O,X,O,X,O
SIJTOLZ,O,O,O,X,O,X,O
SIJTOZL,O,O,O,X,O,X,O
SIJLTZO,O,X,O,X,X,X,X
SIJLTOZ,O,X,O,X,X,O,X
SIJLZTO,O,O,O,X,X,X,X
SIJLZOT,O,O,O,X,X,X,X
SIJLOTZ,O,X,O,X,X,X,O
SIJLOZT,O,O,O,X,X,X,O
SIJZTLO,O,O,O,X,X,X,O
SIJZTOL,O,O,O,X,X,X,O
SIJZLTO,O,O,O,X,X,X,X
SIJZLOT,O,O,O,X,X,X,O
SIJZOTL,O,O,O,X,X,X,O
SIJZOLT,O,O,O,X,X,X,O
SIJOTLZ,O,X,O,X,X,X,O
SIJOTZL,O,X,O,X,X,X,X
SIJOLTZ,O,X,O,X,X,X,O
SIJOLZT,O,O,O,X,X,X,O
SIJOZTL,O,O,O,X,X,X,X
SIJOZLT,O,O,O,X,X,X,O
SIZTLJO,O,O,O,X,X,O,O
SIZTLOJ,O,O,O,X,X,O,O
SIZTJLO,O,O,O,X,X,O,O
SIZTJOL,O,O,O,X,X,O,O
SIZTOLJ,O,O,O,X,X,O,O
SIZTOJL,O,O,O,X,X,O,O
SIZLTJO,O,O,O,O,X,O,O
SIZLTOJ,O,O,O,O,X,O,O
SIZLJTO,O,O,O,O,X,O,X
SIZLJOT,O,O,O,X,X,X,O
