sequence,v115@PhA8AeA8BeB8CeA8AeE8BeB8Kem/IvhFzgBliB5oB0?kBCsBfsB,v115@PhA8AeA8BeB8CeA8AeE8BeB8KezAJvhF3iB5oBlkBq?rBmpBUsB,v115@PhA8AeA8BeB8CeA8AeE8BeB8KezAJvhF3iB5oBmkBq?rBlpBUsB,v115@PhA8AeA8BeB8CeA8AeE8BeB8Kei/IvhFWmB3iB5oBz?kBVsB0rB,v115@PhA8AeA8BeB8CeA8AeE8BeB8KezAJvhFUiB5oBmkBq?rBlpB3sB
OISJLZT,X,X,O,O,O
OISJZTL,X,X,X,X,X
OISJZLT,X,X,X,O,X
OISZTLJ,X,X,X,X,X
OISZTJL,X,X,X,X,X
OISZLTJ,O,X,X,X,X
OISZLJT,O,X,X,O,X
OISZJTL,X,X,X,X,X
OISZJLT,O,X,X,O,X
OIZTLJS,O,X,X,X,X
OIZTLSJ,O,O,X,X,X
OIZTJLS,O,X,X,X,X
OIZTJSL,X,X,X,X,X
OIZTSLJ,X,X,X,X,X
OIZTSJL,X,X,X,X,X
OIZLTJS,O,X,X,X,O
OIZLTSJ,O,O,X,X,X
OIZLJTS,O,X,X,X,O
OIZLJST,O,X,O,O,O
OIZLSTJ,O,O,X,X,X
OIZLSJT,O,X,O,O,O
OIZJTLS,O,X,X,X,X
OIZJTSL,X,X,X,X,X
OIZJLTS,O,X,X,X,O
OIZJLST,O,X,O,O,O
OIZJSTL,X,X,X,X,X
OIZJSLT,O,X,X,O,X
OIZSTLJ,X,X,X,X,X
OIZSTJL,X,X,X,X,X
OIZSLTJ,O,X,X,X,X
OIZSLJT,O,X,X,O,X
OIZSJTL,X,X,X,X,X
OIZSJLT,O,X,X,O,X
OLTIJSZ,X,O,O,O,X
OLTIJZS,X,X,X,X,O
OLTISJZ,X,O,O,O,X
OLTISZJ,X,O,X,X,X
OLTIZJS,O,X,X,X,O
OLTIZSJ,O,O,X,X,X
OLTJISZ,X,O,O,O,X
OLTJIZS,X,X,X,X,O
OLTJSIZ,X,O,O,O,X
OLTJSZI,X,X,X,X,X
OLTJZIS,X,X,X,X,O
OLTJZSI,X,X,X,X,X
OLTSIJZ,X,O,O,O,X
OLTSIZJ,X,O,X,X,X
OLTSJIZ,X,O,O,O,X
OLTSJZI,X,X,X,X,X
OLTSZIJ,X,O,X,X,X
OLTSZJI,X,X,X,X,X
OLTZIJS,O,X,X,X,O
OLTZISJ,O,O,X,X,X
OLTZJIS,O,X,X,X,O
OLTZJSI,X,X,X,X,X
OLTZSIJ,X,O,X,X,X
OLTZSJI,X,X,X,X,X
OLITJSZ,X,O,O,O,X
OLITJZS,X,X,X,X,O
OLITSJZ,X,O,O,O,X
OLITSZJ,X,O,X,X,X
OLITZJS,O,X,X,X,O
OLITZSJ,O,O,X,X,X
OLIJTSZ,X,O,O,O,X
OLIJTZS,X,X,X,X,O
OLIJSTZ,X,O,O,O,X
OLIJSZT,X,X,O,O,O
OLIJZTS,O,X,X,X,O
OLIJZST,O,X,O,O,O
OLISTJZ,X,O,O,O,X
OLISTZJ,X,O,X,X,X
OLISJTZ,X,O,O,O,X
OLISJZT,X,X,O,O,O
OLISZTJ,O,O,X,X,X
OLISZJT,O,X,O,O,O
OLIZTJS,O,X,X,X,O
OLIZTSJ,O,O,X,X,X
OLIZJTS,O,X,X,X,O
OLIZJST,O,X,O,O,O
OLIZSTJ,O,O,X,X,X
OLIZSJT,O,X,O,O,O
OLJTISZ,X,O,O,O,X
OLJTIZS,X,X,X,X,O
OLJTSIZ,X,O,O,O,X
OLJTSZI,X,X,X,X,X
OLJTZIS,X,X,X,X,O
OLJTZSI,X,X,X,X,X
OLJITSZ,X,O,O,O,X
OLJITZS,X,X,X,X,O
OLJISTZ,X,O,O,O,X
OLJISZT,X,X,O,O,O
OLJIZTS,O,X,X,X,O
OLJIZST,O,X,O,O,O
OLJSTIZ,X,O,O,O,X
OLJSTZI,X,X,X,X,X
OLJSITZ,X,O,O,O,X
OLJSIZT,X,X,O,O,O
OLJSZTI,X,X,X,X,X
OLJSZIT,X,X,O,O,O
OLJZTIS,O,X,X,X,O
OLJZTSI,X,X,X,X,X
OLJZITS,O,X,X,X,O
OLJZIST,O,X,O,O,O
OLJZSTI,X,X,X,X,X
OLJZSIT,O,X,O,O,O
OLSTIJZ,X,O,O,O,X
OLSTIZJ,X,O,X,X,X
OLSTJIZ,X,O,O,O,X
OLSTJZI,X,X,X,X,X
OLSTZIJ,X,O,X,X,X
OLSTZJI,X,X,X,X,X
OLSITJZ,X,O,O,O,X
OLSITZJ,X,O,X,X,X
OLSIJTZ,X,O,O,O,X
OLSIJZT,X,X,O,O,O
OLSIZTJ,O,O,X,X,X
OLSIZJT,O,X,O,O,O
OLSJTIZ,X,O,O,O,X
OLSJTZI,X,X,X,X,X
OLSJITZ,X,O,O,O,X
OLSJIZT,X,X,O,O,O
OLSJZTI,X,X,X,X,X
OLSJZIT,X,X,O,O,O
OLSZTIJ,X,O,X,X,X
OLSZTJI,X,X,X,X,X
OLSZITJ,O,O,X,X,X
OLSZIJT,O,X,O,O,O
OLSZJTI,X,X,X,X,X
OLSZJIT,O,X,O,O,O
OLZTIJS,O,X,X,X,O
OLZTISJ,O,O,X,X,X
OLZTJIS,O,X,X,X,O
OLZTJSI,X,X,X,X,X
OLZTSIJ,X,O,X,X,X
OLZTSJI,X,X,X,X,X
OLZITJS,O,X,X,X,O
OLZITSJ,O,O,X,X,X
OLZIJTS,O,X,X,X,O
OLZIJST,O,X,O,O,O
OLZISTJ,O,O,X,X,X
OLZISJT,O,X,O,O,O
OLZJTIS,O,X,X,X,O
OLZJTSI,X,X,X,X,X
OLZJITS,O,X,X,X,O
OLZJIST,O,X,O,O,O
OLZJSTI,X,X,X,X,X
OLZJSIT,O,X,O,O,O
OLZSTIJ,X,O,X,X,X
OLZSTJI,X,X,X,X,X
OLZSITJ,O,O,X,X,X
OLZSIJT,O,X,O,O,O
OLZSJTI,X,X,X,X,X
OLZSJIT,O,X,O,O,O
OJTILSZ,X,O,O,O,X
OJTILZS,X,X,X,X,O
OJTISLZ,X,X,X,O,X
OJTISZL,X,X,X,X,X
OJTIZLS,X,X,X,X,X
OJTIZSL,X,X,X,X,X
OJTLISZ,X,O,O,O,X
OJTLIZS,X,X,X,X,O
OJTLSIZ,X,O,O,O,X
OJTLSZI,X,X,X,X,X
OJTLZIS,X,X,X,X,O
OJTLZSI,X,X,X,X,X
OJTSILZ,X,X,X,O,X
OJTSIZL,X,X,X,X,X
OJTSLIZ,X,X,X,O,X
OJTSLZI,X,X,X,X,X
OJTSZIL,X,X,X,X,X
OJTSZLI,X,X,X,X,X
OJTZILS,X,X,X,X,X
OJTZISL,X,X,X,X,X
OJTZLIS,X,X,X,X,X
OJTZLSI,X,X,X,X,X
OJTZSIL,X,X,X,X,X
OJTZSLI,X,X,X,X,X
OJITLSZ,X,O,O,O,X
OJITLZS,X,X,X,X,O
OJITSLZ,X,X,X,O,X
OJITSZL,X,X,X,X,X
OJITZLS,X,X,X,X,X
OJITZSL,X,X,X,X,X
OJILTSZ,X,O,O,O,X
OJILTZS,X,X,X,X,O
OJILSTZ,X,O,O,O,X
OJILSZT,X,X,O,O,O
OJILZTS,O,X,X,X,O
OJILZST,O,X,O,O,O
OJISTLZ,X,X,X,O,X
OJISTZL,X,X,X,X,X
OJISLTZ,X,X,O,O,X
OJISLZT,X,X,O,O,O
OJISZTL,X,X,X,X,X
OJISZLT,X,X,X,O,X
OJIZTLS,O,X,X,X,X
OJIZTSL,X,X,X,X,X
OJIZLTS,O,X,X,X,O
OJIZLST,O,X,O,O,O
OJIZSTL,X,X,X,X,X
OJIZSLT,O,X,X,O,X
OJLTISZ,X,O,O,O,X
OJLTIZS,X,X,X,X,O
OJLTSIZ,X,O,O,O,X
OJLTSZI,X,X,X,X,X
OJLTZIS,X,X,X,X,O
OJLTZSI,X,X,X,X,X
OJLITSZ,X,O,O,O,X
OJLITZS,X,X,X,X,O
OJLISTZ,X,O,O,O,X
OJLISZT,X,X,O,O,O
OJLIZTS,O,X,X,X,O
OJLIZST,O,X,O,O,O
OJLSTIZ,X,O,O,O,X
OJLSTZI,X,X,X,X,X
OJLSITZ,X,O,O,O,X
OJLSIZT,X,X,O,O,O
OJLSZTI,X,X,X,X,X
OJLSZIT,X,X,O,O,O
OJLZTIS,O,X,X,X,O
OJLZTSI,X,X,X,X,X
OJLZITS,O,X,X,X,O
OJLZIST,O,X,O,O,O
OJLZSTI,X,X,X,X,X
OJLZSIT,O,X,O,O,O
OJSTILZ,X,X,X,O,X
OJSTIZL,X,X,X,X,X
OJSTLIZ,X,X,X,O,X
OJSTLZI,X,X,X,X,X
OJSTZIL,X,X,X,X,X
OJSTZLI,X,X,X,X,X
OJSITLZ,X,X,X,O,X
OJSITZL,X,X,X,X,X
OJSILTZ,X,X,O,O,X
OJSILZT,X,X,O,O,O
OJSIZTL,X,X,X,X,X
OJSIZLT,X,X,X,O,X
OJSLTIZ,X,X,O,O,X
OJSLTZI,X,X,X,X,X
OJSLITZ,X,X,O,O,X
OJSLIZT,X,X,O,O,O
OJSLZTI,X,X,X,X,X
OJSLZIT,X,X,O,O,O
OJSZTIL,X,X,X,X,X
OJSZTLI,X,X,X,X,X
OJSZITL,X,X,X,X,X
OJSZILT,X,X,X,O,X
OJSZLTI,X,X,X,X,X
OJSZLIT,X,X,X,O,X
OJZTILS,O,X,X,X,X
OJZTISL,X,X,X,X,X
OJZTLIS,O,X,X,X,X
OJZTLSI,X,X,X,X,X
OJZTSIL,X,X,X,X,X
OJZTSLI,X,X,X,X,X
OJZITLS,O,X,X,X,X
OJZITSL,X,X,X,X,X
OJZILTS,O,X,X,X,O
OJZILST,O,X,O,O,O
OJZISTL,X,X,X,X,X
OJZISLT,O,X,X,O,X
OJZLTIS,O,X,X,X,O
OJZLTSI,X,X,X,X,X
OJZLITS,O,X,X,X,O
OJZLIST,O,X,O,O,O
OJZLSTI,X,X,X,X,X
OJZLSIT,O,X,O,O,O
OJZSTIL,X,X,X,X,X
OJZSTLI,X,X,X,X,X
OJZSITL,X,X,X,X,X
OJZSILT,O,X,X,O,X
OJZSLTI,X,X,X,X,X
OJZSLIT,O,X,X,O,X
OSTILJZ,X,O,X,O,X
OSTILZJ,X,O,X,X,X
OSTIJLZ,X,X,X,O,X
OSTIJZL,X,X,X,X,X
OSTIZLJ,X,X,X,X,X
OSTIZJL,X,X,X,X,X
OSTLIJZ,X,O,X,O,X
OSTLIZJ,X,O,X,X,X
OSTLJIZ,X,O,X,O,X
OSTLJZI,X,X,X,X,X
OSTLZIJ,X,O,X,X,X
OSTLZJI,X,X,X,X,X
OSTJILZ,X,X,X,O,X
OSTJIZL,X,X,X,X,X
OSTJLIZ,X,X,X,O,X
OSTJLZI,X,X,X,X,X
OSTJZIL,X,X,X,X,X
OSTJZLI,X,X,X,X,X
OSTZILJ,X,X,X,X,X
OSTZIJL,X,X,X,X,X
OSTZLIJ,X,X,X,X,X
OSTZLJI,X,X,X,X,X
OSTZJIL,X,X,X,X,X
OSTZJLI,X,X,X,X,X
OSITLJZ,X,O,X,O,X
OSITLZJ,X,O,X,X,X
OSITJLZ,X,X,X,O,X
OSITJZL,X,X,X,X,X
OSITZLJ,X,X,X,X,X
OSITZJL,X,X,X,X,X
OSILTJZ,X,O,O,O,X
OSILTZJ,X,O,X,X,X
OSILJTZ,X,O,O,O,X
OSILJZT,X,X,O,O,O
OSILZTJ,O,O,X,X,X
OSILZJT,O,X,O,O,O
OSIJTLZ,X,X,X,O,X
OSIJTZL,X,X,X,X,X
OSIJLTZ,X,X,O,O,X
OSIJLZT,X,X,O,O,O
OSIJZTL,X,X,X,X,X
OSIJZLT,X,X,X,O,X
OSIZTLJ,X,X,X,X,X
OSIZTJL,X,X,X,X,X
OSIZLTJ,O,X,X,X,X
OSIZLJT,O,X,X,O,X
OSIZJTL,X,X,X,X,X
OSIZJLT,O,X,X,O,X
OSLTIJZ,X,O,O,O,X
OSLTIZJ,X,O,X,X,X
OSLTJIZ,X,O,O,O,X
OSLTJZI,X,X,X,X,X
OSLTZIJ,X,O,X,X,X
OSLTZJI,X,X,X,X,X
OSLITJZ,X,O,O,O,X
OSLITZJ,X,O,X,X,X
OSLIJTZ,X,O,O,O,X
OSLIJZT,X,X,O,O,O
OSLIZTJ,O,O,X,X,X
OSLIZJT,O,X,O,O,O
OSLJTIZ,X,O,O,O,X
OSLJTZI,X,X,X,X,X
OSLJITZ,X,O,O,O,X
OSLJIZT,X,X,O,O,O
OSLJZTI,X,X,X,X,X
OSLJZIT,X,X,O,O,O
OSLZTIJ,X,O,X,X,X
OSLZTJI,X,X,X,X,X
OSLZITJ,O,O,X,X,X
OSLZIJT,O,X,O,O,O
OSLZJTI,X,X,X,X,X
OSLZJIT,O,X,O,O,O
OSJTILZ,X,X,X,O,X
OSJTIZL,X,X,X,X,X
OSJTLIZ,X,X,X,O,X
OSJTLZI,X,X,X,X,X
OSJTZIL,X,X,X,X,X
OSJTZLI,X,X,X,X,X
OSJITLZ,X,X,X,O,X
OSJITZL,X,X,X,X,X
OSJILTZ,X,X,O,O,X
OSJILZT,X,X,O,O,O
OSJIZTL,X,X,X,X,X
OSJIZLT,X,X,X,O,X
OSJLTIZ,X,X,O,O,X
OSJLTZI,X,X,X,X,X
OSJLITZ,X,X,O,O,X
OSJLIZT,X,X,O,O,O
OSJLZTI,X,X,X,X,X
OSJLZIT,X,X,O,O,O
OSJZTIL,X,X,X,X,X
OSJZTLI,X,X,X,X,X
OSJZITL,X,X,X,X,X
OSJZILT,X,X,X,O,X
OSJZLTI,X,X,X,X,X
OSJZLIT,X,X,X,O,X
OSZTILJ,X,X,X,X,X
OSZTIJL,X,X,X,X,X
OSZTLIJ,X,X,X,X,X
OSZTLJI,X,X,X,X,X
OSZTJIL,X,X,X,X,X
OSZTJLI,X,X,X,X,X
OSZITLJ,X,X,X,X,X
OSZITJL,X,X,X,X,X
OSZILTJ,O,X,X,X,X
OSZILJT,O,X,X,O,X
OSZIJTL,X,X,X,X,X
OSZIJLT,O,X,X,O,X
OSZLTIJ,X,X,X,X,X
OSZLTJI,X,X,X,X,X
OSZLITJ,O,X,X,X,X
OSZLIJT,O,X,X,O,X
OSZLJTI,X,X,X,X,X
OSZLJIT,O,X,X,O,X
OSZJTIL,X,X,X,X,X
OSZJTLI,X,X,X,X,X
OSZJITL,X,X,X,X,X
OSZJILT,O,X,X,O,X
OSZJLTI,X,X,X,X,X
OSZJLIT,O,X,X,O,X
OZTILJS,O,X,X,X,X
OZTILSJ,O,O,X,X,X
OZTIJLS,O,X,X,X,X
OZTIJSL,X,X,X,X,X
OZTISLJ,X,X,X,X,X
OZTISJL,X,X,X,X,X
OZTLIJS,O,X,X,X,X
OZTLISJ,O,O,X,X,X
OZTLJIS,O,X,X,X,X
OZTLJSI,X,X,X,X,X
OZTLSIJ,X,O,X,X,X
OZTLSJI,X,X,X,X,X
OZTJILS,O,X,X,X,X
OZTJISL,X,X,X,X,X
OZTJLIS,O,X,X,X,X
OZTJLSI,X,X,X,X,X
OZTJSIL,X,X,X,X,X
OZTJSLI,X,X,X,X,X
OZTSILJ,X,X,X,X,X
OZTSIJL,X,X,X,X,X
OZTSLIJ,X,X,X,X,X
OZTSLJI,X,X,X,X,X
OZTSJIL,X,X,X,X,X
OZTSJLI,X,X,X,X,X
OZITLJS,O,X,X,X,X
OZITLSJ,O,O,X,X,X
OZITJLS,O,X,X,X,X
OZITJSL,X,X,X,X,X
OZITSLJ,X,X,X,X,X
OZITSJL,X,X,X,X,X
OZILTJS,O,X,X,X,O
OZILTSJ,O,O,X,X,X
OZILJTS,O,X,X,X,O
OZILJST,O,X,O,O,O
OZILSTJ,O,O,X,X,X
OZILSJT,O,X,O,O,O
OZIJTLS,O,X,X,X,X
OZIJTSL,X,X,X,X,X
OZIJLTS,O,X,X,X,O
OZIJLST,O,X,O,O,O
OZIJSTL,X,X,X,X,X
OZIJSLT,O,X,X,O,X
OZISTLJ,X,X,X,X,X
OZISTJL,X,X,X,X,X
OZISLTJ,O,X,X,X,X
OZISLJT,O,X,X,O,X
OZISJTL,X,X,X,X,X
OZISJLT,O,X,X,O,X
OZLTIJS,O,X,X,X,O
OZLTISJ,O,O,X,X,X
OZLTJIS,O,X,X,X,O
OZLTJSI,X,X,X,X,X
OZLTSIJ,X,O,X,X,X
OZLTSJI,X,X,X,X,X
OZLITJS,O,X,X,X,O
OZLITSJ,O,O,X,X,X
OZLIJTS,O,X,X,X,O
OZLIJST,O,X,O,O,O
OZLISTJ,O,O,X,X,X
OZLISJT,O,X,O,O,O
OZLJTIS,O,X,X,X,O
OZLJTSI,X,X,X,X,X
OZLJITS,O,X,X,X,O
OZLJIST,O,X,O,O,O
OZLJSTI,X,X,X,X,X
OZLJSIT,O,X,O,O,O
OZLSTIJ,X,O,X,X,X
OZLSTJI,X,X,X,X,X
OZLSITJ,O,O,X,X,X
OZLSIJT,O,X,O,O,O
OZLSJTI,X,X,X,X,X
OZLSJIT,O,X,O,O,O
OZJTILS,O,X,X,X,X
OZJTISL,X,X,X,X,X
OZJTLIS,O,X,X,X,X
OZJTLSI,X,X,X,X,X
OZJTSIL,X,X,X,X,X
OZJTSLI,X,X,X,X,X
OZJITLS,O,X,X,X,X
OZJITSL,X,X,X,X,X
OZJILTS,O,X,X,X,O
OZJILST,O,X,O,O,O
OZJISTL,X,X,X,X,X
OZJISLT,O,X,X,O,X
OZJLTIS,O,X,X,X,O
OZJLTSI,X,X,X,X,X
OZJLITS,O,X,X,X,O
OZJLIST,O,X,O,O,O
OZJLSTI,X,X,X,X,X
OZJLSIT,O,X,O,O,O
OZJSTIL,X,X,X,X,X
OZJSTLI,X,X,X,X,X
OZJSITL,X,X,X,X,X
OZJSILT,O,X,X,O,X
OZJSLTI,X,X,X,X,X
OZJSLIT,O,X,X,O,X
OZSTILJ,X,X,X,X,X
OZSTIJL,X,X,X,X,X
OZSTLIJ,X,X,X,X,X
OZSTLJI,X,X,X,X,X
OZSTJIL,X,X,X,X,X
OZSTJLI,X,X,X,X,X
OZSITLJ,X,X,X,X,X
OZSITJL,X,X,X,X,X
OZSILTJ,O,X,X,X,X
OZSILJT,O,X,X,O,X
OZSIJTL,X,X,X,X,X
OZSIJLT,O,X,X,O,X
OZSLTIJ,X,X,X,X,X
OZSLTJI,X,X,X,X,X
OZSLITJ,O,X,X,X,X
OZSLIJT,O,X,X,O,X
OZSLJTI,X,X,X,X,X
OZSLJIT,O,X,X,O,X
OZSJTIL,X,X,X,X,X
OZSJTLI,X,X,X,X,X
OZSJITL,X,X,X,X,X
OZSJILT,O,X,X,O,X
OZSJLTI,X,X,X,X,X
OZSJLIT,O,X,X,O,X
