sequence,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgBVnBaoB5oBzp?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhFOlBxiBFnBXoB0p?BSyB,v115@BhB8GeB8HeC8DeA8BeD8MeXAJvhFxiB2pBFnB6tBzs?B0pB,v115@BhB8GeB8HeC8DeA8BeD8Mex/IvhFTjB/pBaqBFnBGt?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgBxiBUnBFoBzp?BSyB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB/pBFnB6tBOq?BzsB,v115@BhB8GeB8HeC8DeA8BeD8MeOFJvhFxiBTkBFnBXoBSy?B0pB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhF5oBypBFnB8sBXq?BmsB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB2pBFnB6tBzs?BXqB,v115@BhB8GeB8HeC8DeA8BeD8MeT/IvhFxiBypBFnB8sB+t?BXqB,v115@BhB8GeB8HeC8DeA8BeD8Mex/IvhFXiBTkBeqBFoB6t?B0sB,v115@BhB8GeB8HeC8DeA8BeD8MeOEJvhFXgB5oBUnBatBzp?BlsB,v115@BhB8GeB8HeC8DeA8BeD8MemCJvhF5oBikBFnBXlBzs?B0pB,v115@BhB8GeB8HeC8DeA8BeD8MeXAJvhFxiB2pBFnBCtBTt?B0pB,v115@BhB8GeB8HeC8DeA8BeD8Me0/IvhFxiB2pBFnBCtBTt?BXqB,v115@BhB8GeB8HeC8DeA8BeD8MexCJvhFikBFnBToBXlBWy?B0pB
ZIJLSOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJLOTS,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZIJLOST,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIJSTLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJSTOL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZIJSLTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJSLOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJSOTL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZIJSOLT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZIJOTLS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZIJOTSL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZIJOLTS,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZIJOLST,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZIJOSTL,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZIJOSLT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZISTLJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISTLOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZISTJLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISTJOL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZISTOLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISTOJL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISLTJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISLTOJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZISLJTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISLJOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISLOTJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZISLOJT,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZISJTLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISJTOL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZISJLTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISJOTL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZISJOLT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZISOTLJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISOTJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZISOLTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISOLJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZISOJTL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZISOJLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOTLJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
ZIOTLSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZIOTJLS,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X
ZIOTJSL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOTSLJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOTSJL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOLTJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
ZIOLTSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZIOLJTS,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZIOLJST,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOLSTJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZIOLSJT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOJTLS,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOJTSL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOJLTS,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOJLST,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOJSTL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOJSLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOSTLJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOSTJL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOSLTJ,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOSLJT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOSJTL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZIOSJLT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLTIJSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLTIJOS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLTISJO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLTISOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLTIOJS,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLTIOSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLTJISO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLTJIOS,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X
ZLTJSIO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZLTJSOI,O,O,O,X,O,X,O,X,O,X,O,X,X,O,O,X
ZLTJOIS,O,O,X,X,O,X,X,O,O,X,O,X,X,O,O,O
ZLTJOSI,O,O,X,X,O,X,O,X,O,X,O,X,X,O,O,O
ZLTSIJO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZLTSIOJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
ZLTSJIO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZLTSJOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X
ZLTSOIJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
ZLTSOJI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZLTOIJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
ZLTOISJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLTOJIS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
ZLTOJSI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZLTOSIJ,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X
ZLTOSJI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZLITJSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLITJOS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLITSJO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLITSOJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLITOJS,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLITOSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLIJTSO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLIJTOS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLIJSTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLIJSOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLIJOTS,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLIJOST,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLISTJO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLISTOJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLISJTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLISJOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLISOTJ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLISOJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLIOTJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
ZLIOTSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLIOJTS,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLIOJST,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLIOSTJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLIOSJT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLJTISO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLJTIOS,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLJTSIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZLJTSOI,O,O,O,X,O,X,O,X,O,O,O,X,X,O,O,X
ZLJTOIS,O,O,X,X,O,X,X,O,O,O,O,X,X,O,O,O
ZLJTOSI,O,O,X,X,O,X,O,X,O,O,O,X,X,O,O,O
ZLJITSO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZLJITOS,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
ZLJISTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJISOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJIOTS,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X
ZLJIOST,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLJSTIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZLJSTOI,O,O,O,X,O,X,O,X,O,O,O,X,X,O,O,X
ZLJSITO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJSIOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJSOTI,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X
ZLJSOIT,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLJOTIS,X,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O
ZLJOTSI,X,O,X,X,O,X,O,X,O,O,O,O,X,X,O,O
ZLJOITS,X,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X
ZLJOIST,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZLJOSTI,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
ZLJOSIT,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZLSTIJO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZLSTIOJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
ZLSTJIO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZLSTJOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X
ZLSTOIJ,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X
ZLSTOJI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZLSITJO,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLSITOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZLSIJTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLSIJOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLSIOTJ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLSIOJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLSJTIO,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZLSJTOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X
ZLSJITO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLSJIOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLSJOTI,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZLSJOIT,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLSOTIJ,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X
ZLSOTJI,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
ZLSOITJ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLSOIJT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLSOJTI,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZLSOJIT,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLOTIJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
ZLOTISJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLOTJIS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
ZLOTJSI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZLOTSIJ,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X
ZLOTSJI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZLOITJS,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
ZLOITSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLOIJTS,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLOIJST,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLOISTJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLOISJT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLOJTIS,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X
ZLOJTSI,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X
ZLOJITS,O,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X
ZLOJIST,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLOJSTI,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X
ZLOJSIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLOSTIJ,O,O,X,X,O,X,O,O,X,X,X,O,X,X,X,X
ZLOSTJI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZLOSITJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
ZLOSIJT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZLOSJTI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZLOSJIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZJTILSO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJTILOS,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X
ZJTISLO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJTISOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJTIOLS,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X
ZJTIOSL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJTLISO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJTLIOS,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
ZJTLSIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZJTLSOI,O,O,O,X,O,X,O,X,O,O,O,X,X,O,O,X
ZJTLOIS,O,O,X,X,O,X,X,O,O,O,O,X,X,O,O,O
ZJTLOSI,O,O,X,X,O,X,O,X,O,O,O,X,X,O,O,O
ZJTSILO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJTSIOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJTSLIO,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZJTSLOI,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X
ZJTSOIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJTSOLI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
ZJTOILS,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,O
ZJTOISL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJTOLIS,O,O,O,X,O,X,X,X,O,O,O,X,X,X,O,O
ZJTOLSI,O,O,O,X,O,X,O,X,O,O,O,X,X,X,O,O
ZJTOSIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJTOSLI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
ZJITLSO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJITLOS,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X
ZJITSLO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJITSOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJITOLS,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X
ZJITOSL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJILTSO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJILTOS,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
ZJILSTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJILSOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJILOTS,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
ZJILOST,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZJISTLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJISTOL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJISLTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJISLOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJISOTL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJISOLT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJIOTLS,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
ZJIOTSL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJIOLTS,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
ZJIOLST,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJIOSTL,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJIOSLT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJLTISO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJLTIOS,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
ZJLTSIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZJLTSOI,O,O,O,X,O,X,O,X,O,O,O,X,X,O,O,X
ZJLTOIS,O,O,X,X,O,X,X,O,O,O,O,X,X,O,O,O
ZJLTOSI,O,O,X,X,O,X,O,X,O,O,O,X,X,O,O,O
ZJLITSO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJLITOS,O,O,X,X,O,X,X,O,O,O,X,X,X,X,O,X
ZJLISTO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLISOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLIOTS,X,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X
ZJLIOST,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZJLSTIO,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZJLSTOI,O,O,O,X,O,X,O,X,O,O,O,X,X,O,O,X
ZJLSITO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLSIOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLSOTI,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X
ZJLSOIT,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJLOTIS,X,O,X,X,O,X,X,O,O,O,O,O,X,X,O,O
ZJLOTSI,X,O,X,X,O,X,O,X,O,O,O,O,X,X,O,O
ZJLOITS,X,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X
ZJLOIST,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJLOSTI,X,O,X,X,O,X,O,X,O,O,O,O,X,X,X,X
ZJLOSIT,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJSTILO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJSTIOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJSTLIO,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZJSTLOI,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X
ZJSTOIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJSTOLI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
ZJSITLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSITOL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJSILTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSILOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSIOTL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJSIOLT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJSLTIO,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
ZJSLTOI,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X
ZJSLITO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSLIOT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSLOTI,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
ZJSLOIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJSOTIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJSOTLI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
ZJSOITL,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJSOILT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJSOLTI,X,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
ZJSOLIT,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZJOTILS,O,O,X,X,O,X,X,X,O,O,O,O,X,X,X,O
ZJOTISL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJOTLIS,O,O,O,X,O,X,X,X,O,O,O,O,X,X,O,O
ZJOTLSI,O,O,O,X,O,X,O,X,O,O,O,O,X,X,O,O
ZJOTSIL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJOTSLI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X
ZJOITLS,O,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X
ZJOITSL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJOILTS,O,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X
ZJOILST,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJOISTL,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJOISLT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJOLTIS,O,O,O,X,O,X,X,X,O,O,O,O,X,X,O,O
ZJOLTSI,O,O,O,X,O,X,O,X,O,O,O,O,X,X,O,O
ZJOLITS,O,O,X,X,O,X,X,X,O,O,O,O,X,X,X,X
ZJOLIST,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJOLSTI,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X,X
ZJOLSIT,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJOSTIL,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJOSTLI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X
ZJOSITL,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJOSILT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZJOSLTI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X
ZJOSLIT,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
ZSTILJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTILOJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZSTIJLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSTIJOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSTIOLJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTIOJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSTLIJO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSTLIOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZSTLJIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSTLJOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
ZSTLOIJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZSTLOJI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTJILO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSTJIOL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSTJLIO,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSTJLOI,O,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X
ZSTJOIL,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZSTJOLI,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X
ZSTOILJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTOIJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
