sequence,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhFxgBXiBVqBUmB2u?BywB,v115@FhB8GeC8GeC8CeA8CeC8JeZEJvhFUgBFhBXiBqpBmq?BzrB,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhF0gBxhBVqB3mB2u?BywB,v115@FhB8GeC8GeC8CeA8CeC8JeZFJvhFzgBFiBOpBfsB6p?BUrB,v115@FhB8GeC8GeC8CeA8CeC8JeT/IvhFxhBllBcrBesBip?BXqB,v115@FhB8GeC8GeC8CeA8CeC8Je2EJvhFRgBFiBcqBKrBfs?BTpB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBOpBllBzpBir?BXsB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhFThBOnBKpBfqB0l?B1wB,v115@FhB8GeC8GeC8CeA8CeC8JeZEJvhF0hBfqBllBOsBTr?BCqB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBKpBfqBllBOs?BTrB,v115@FhB8GeC8GeC8CeA8CeC8Jex/IvhF0hBllBmpBirBTp?BXsB
LJZIOST,X,O,X,O,O,O,X,X,X,X,X
LJZSTIO,O,O,O,O,O,O,X,X,X,X,X
LJZSTOI,O,O,O,O,O,O,O,X,X,X,O
LJZSITO,O,O,O,O,O,O,X,X,X,X,X
LJZSIOT,O,O,X,O,O,O,X,X,X,X,X
LJZSOTI,O,O,X,O,O,O,X,X,X,X,X
LJZSOIT,O,O,X,O,O,O,X,X,X,X,X
LJZOTIS,O,O,O,X,O,O,O,X,X,X,O
LJZOTSI,O,O,O,X,O,O,O,X,X,X,O
LJZOITS,X,O,O,X,O,O,O,X,X,X,X
LJZOIST,X,O,X,O,O,O,X,X,X,X,X
LJZOSTI,O,O,X,O,O,O,O,X,X,X,X
LJZOSIT,O,O,X,O,O,O,X,X,X,X,X
LJOTISZ,O,O,O,X,X,X,O,X,X,X,O
LJOTIZS,O,O,O,X,O,X,O,X,X,X,O
LJOTSIZ,O,O,O,X,X,X,O,X,X,X,O
LJOTSZI,O,O,O,X,X,X,O,X,X,X,O
LJOTZIS,O,O,O,X,O,X,O,X,X,X,O
LJOTZSI,O,O,O,X,O,X,O,X,X,X,O
LJOITSZ,O,O,O,X,X,X,O,X,X,X,X
LJOITZS,O,O,O,X,O,X,O,X,X,X,X
LJOISTZ,O,O,O,X,X,X,X,X,X,X,X
LJOISZT,O,O,X,X,O,X,X,X,X,X,X
LJOIZTS,X,O,O,X,O,X,O,X,X,X,X
LJOIZST,X,O,X,X,O,X,X,X,X,X,X
LJOSTIZ,O,O,O,X,X,X,O,X,X,O,X
LJOSTZI,O,O,O,X,X,O,O,X,X,O,X
LJOSITZ,O,O,O,X,X,X,X,X,X,X,X
LJOSIZT,O,O,X,X,O,X,X,X,X,X,X
LJOSZTI,O,O,X,X,O,O,O,X,X,O,X
LJOSZIT,O,O,X,X,O,O,X,X,X,X,X
LJOZTIS,O,O,O,X,O,O,O,X,X,X,O
LJOZTSI,O,O,O,X,O,O,O,X,X,X,O
LJOZITS,X,O,O,X,O,O,O,X,X,X,X
LJOZIST,X,O,X,X,O,O,X,X,X,X,X
LJOZSTI,O,O,X,X,O,O,O,X,X,O,X
LJOZSIT,O,O,X,X,O,O,X,X,X,X,X
LSTIJZO,O,O,O,O,X,X,X,O,X,O,X
LSTIJOZ,O,O,O,X,X,X,X,O,X,O,X
LSTIZJO,O,O,O,O,X,O,X,O,X,O,X
LSTIZOJ,O,O,O,O,X,O,X,O,X,O,X
LSTIOJZ,O,X,O,X,X,X,X,O,X,O,X
LSTIOZJ,O,O,O,X,X,O,X,O,O,O,X
LSTJIZO,O,O,O,O,X,X,X,O,X,O,X
LSTJIOZ,O,O,O,X,X,X,X,O,X,O,X
LSTJZIO,O,O,O,X,X,O,X,O,X,O,X
LSTJZOI,O,O,O,X,X,O,O,O,X,O,O
LSTJOIZ,O,O,O,X,X,X,X,O,X,O,O
LSTJOZI,O,O,O,X,X,O,X,O,X,O,O
LSTZIJO,O,O,O,X,X,O,X,O,X,O,X
LSTZIOJ,O,O,O,X,X,O,X,O,X,O,X
LSTZJIO,O,O,O,X,X,O,X,O,X,O,X
LSTZJOI,O,O,O,X,X,O,O,O,X,O,O
LSTZOIJ,O,O,O,X,X,O,X,O,X,O,X
LSTZOJI,O,X,O,X,X,O,O,O,X,O,X
LSTOIJZ,O,X,O,X,X,X,X,O,X,O,X
LSTOIZJ,O,O,O,X,X,O,X,O,O,O,X
LSTOJIZ,O,X,O,X,X,X,O,O,X,O,X
LSTOJZI,O,X,O,X,X,O,O,O,X,O,X
LSTOZIJ,O,O,O,X,X,O,X,O,O,O,X
LSTOZJI,O,X,O,X,X,O,O,O,X,O,X
LSITJZO,O,O,O,O,X,X,X,O,X,O,X
LSITJOZ,O,O,O,X,X,X,X,O,X,O,X
LSITZJO,O,O,O,O,X,O,X,O,X,O,X
LSITZOJ,O,O,O,O,X,O,X,O,X,O,X
LSITOJZ,O,X,O,X,X,X,X,O,X,O,X
LSITOZJ,O,O,O,X,X,O,X,O,O,O,X
LSIJTZO,O,O,O,O,X,X,X,O,X,O,X
LSIJTOZ,O,O,O,X,X,X,X,O,X,O,X
LSIJZTO,O,O,O,O,O,X,X,O,X,X,X
LSIJZOT,O,O,X,O,O,X,X,X,X,X,X
LSIJOTZ,O,O,O,X,X,X,X,X,X,X,X
LSIJOZT,O,O,X,X,O,X,X,X,X,X,X
LSIZTJO,O,O,O,O,X,O,X,O,X,O,X
LSIZTOJ,O,O,O,O,X,O,X,O,X,O,X
LSIZJTO,O,O,O,O,X,O,X,O,X,X,X
LSIZJOT,O,O,X,O,X,O,X,X,X,X,X
LSIZOTJ,O,O,O,O,X,O,X,O,X,X,X
LSIZOJT,X,O,X,O,X,O,X,X,X,X,X
LSIOTJZ,O,O,O,X,X,X,X,O,X,O,X
LSIOTZJ,O,O,O,X,X,O,X,O,O,O,X
LSIOJTZ,O,O,O,X,X,X,X,X,X,X,X
LSIOJZT,O,O,X,X,O,X,X,X,X,X,X
LSIOZTJ,O,O,O,X,X,O,X,O,O,O,X
LSIOZJT,X,O,X,X,X,O,X,X,X,X,X
LSJTIZO,O,O,O,O,X,X,X,O,X,O,X
LSJTIOZ,O,O,O,X,X,X,X,O,X,O,X
LSJTZIO,O,O,O,X,X,O,X,O,X,O,X
LSJTZOI,O,O,O,X,X,O,O,O,X,O,O
LSJTOIZ,O,O,O,X,X,X,X,O,X,O,O
LSJTOZI,O,O,O,X,X,O,X,O,X,O,O
LSJITZO,O,O,O,O,X,X,X,O,X,O,X
LSJITOZ,O,O,O,X,X,X,X,O,X,O,X
LSJIZTO,O,O,O,O,O,X,X,O,X,X,X
LSJIZOT,O,O,X,O,O,X,X,X,X,X,X
LSJIOTZ,O,O,O,X,X,X,X,X,X,X,X
LSJIOZT,O,O,X,X,O,X,X,X,X,X,X
LSJZTIO,O,O,O,X,O,O,X,O,X,X,X
LSJZTOI,O,O,O,X,O,O,O,O,X,X,O
LSJZITO,O,O,O,X,O,O,X,O,X,X,X
LSJZIOT,O,O,X,X,O,O,X,X,X,X,X
LSJZOTI,O,O,X,X,O,O,X,X,X,X,X
LSJZOIT,O,O,X,X,O,O,X,X,X,X,X
LSJOTIZ,O,O,O,X,X,X,X,X,X,O,X
LSJOTZI,O,O,O,X,X,O,X,X,X,O,X
LSJOITZ,O,O,O,X,X,X,X,X,X,X,X
LSJOIZT,O,O,X,X,O,X,X,X,X,X,X
LSJOZTI,O,O,X,X,O,O,X,X,X,O,X
LSJOZIT,O,O,X,X,O,O,X,X,X,X,X
LSZTIJO,O,O,O,X,X,O,X,O,X,O,X
LSZTIOJ,O,O,O,X,X,O,X,O,X,O,X
LSZTJIO,O,O,O,X,X,O,X,O,X,O,X
LSZTJOI,O,O,O,X,X,O,O,O,X,O,O
LSZTOIJ,O,O,O,X,X,O,X,O,X,O,X
LSZTOJI,O,X,O,X,X,O,O,O,X,O,X
LSZITJO,O,O,O,X,X,O,X,O,X,O,X
LSZITOJ,O,O,O,X,X,O,X,O,X,O,X
LSZIJTO,O,O,O,X,X,O,X,O,X,X,X
LSZIJOT,O,O,X,X,X,O,X,X,X,X,X
LSZIOTJ,O,O,O,X,X,O,X,O,X,X,X
LSZIOJT,X,O,X,X,X,O,X,X,X,X,X
LSZJTIO,O,O,O,X,X,O,X,O,X,X,X
LSZJTOI,O,O,O,X,X,O,O,O,X,X,O
LSZJITO,O,O,O,X,X,O,X,O,X,X,X
LSZJIOT,O,O,X,X,X,O,X,X,X,X,X
LSZJOTI,O,O,X,X,X,O,X,X,X,X,X
LSZJOIT,O,O,X,X,X,O,X,X,X,X,X
LSZOTIJ,O,O,O,X,X,O,X,O,X,O,X
LSZOTJI,O,O,O,X,X,O,O,O,X,O,X
LSZOITJ,O,O,O,X,X,O,X,O,X,O,X
LSZOIJT,X,O,X,X,X,O,X,X,X,X,X
LSZOJTI,X,O,X,X,X,O,O,X,X,O,X
LSZOJIT,X,O,X,X,X,O,X,X,X,X,X
LSOTIJZ,O,O,O,X,X,X,X,O,X,O,X
LSOTIZJ,O,O,O,X,X,O,X,O,O,O,X
LSOTJIZ,O,O,O,X,X,X,O,O,X,O,X
LSOTJZI,O,O,O,X,X,O,O,O,X,O,X
LSOTZIJ,O,O,O,X,X,O,X,O,O,O,X
LSOTZJI,O,O,O,X,X,O,O,O,X,O,X
LSOITJZ,O,O,O,X,X,X,X,O,X,O,X
LSOITZJ,O,O,O,X,X,O,X,O,O,O,X
LSOIJTZ,O,O,O,X,X,X,X,X,X,X,X
LSOIJZT,O,O,X,X,O,X,X,X,X,X,X
LSOIZTJ,O,O,O,X,X,O,X,O,O,O,X
LSOIZJT,X,O,X,X,X,O,X,X,X,X,X
LSOJTIZ,O,O,O,X,X,X,O,X,X,O,X
LSOJTZI,O,O,O,X,X,O,O,X,X,O,X
LSOJITZ,O,O,O,X,X,X,X,X,X,X,X
LSOJIZT,O,O,X,X,O,X,X,X,X,X,X
LSOJZTI,O,O,X,X,O,O,O,X,X,O,X
LSOJZIT,O,O,X,X,O,O,X,X,X,X,X
LSOZTIJ,O,O,O,X,X,O,X,O,O,O,X
LSOZTJI,O,O,O,X,X,O,O,O,X,O,X
LSOZITJ,O,O,O,X,X,O,X,O,O,O,X
LSOZIJT,X,O,X,X,X,O,X,X,X,X,X
LSOZJTI,X,O,X,X,X,O,O,X,X,O,X
LSOZJIT,X,O,X,X,X,O,X,X,X,X,X
LZTIJSO,O,O,O,X,X,O,X,O,X,X,X
LZTIJOS,O,O,O,X,X,X,O,O,X,X,O
LZTISJO,O,O,O,X,X,O,X,O,X,X,X
LZTISOJ,O,O,O,X,X,O,X,O,X,X,X
LZTIOJS,O,O,O,X,X,X,O,O,X,X,X
LZTIOSJ,O,O,O,X,X,X,X,X,X,X,X
LZTJISO,O,O,O,X,X,O,X,O,X,X,X
LZTJIOS,O,O,O,X,X,X,O,O,X,X,O
LZTJSIO,O,O,O,X,X,O,X,O,X,X,X
LZTJSOI,O,O,O,X,X,O,O,O,X,X,O
LZTJOIS,O,O,O,X,X,X,O,O,X,X,O
LZTJOSI,O,O,O,X,X,X,O,O,X,X,O
LZTSIJO,O,O,O,X,X,O,X,O,X,X,X
LZTSIOJ,O,O,O,X,X,O,X,O,X,X,X
LZTSJIO,O,O,O,X,X,O,X,O,X,X,X
LZTSJOI,O,O,O,X,X,O,O,O,X,X,O
LZTSOIJ,O,O,O,X,X,O,X,O,X,X,X
LZTSOJI,O,X,O,X,X,O,O,O,X,X,X
LZTOIJS,O,O,O,X,X,O,O,O,X,X,X
LZTOISJ,O,O,O,X,X,O,X,X,X,X,X
LZTOJIS,O,O,O,X,X,O,O,O,X,X,O
LZTOJSI,O,O,O,X,X,O,O,O,X,X,O
LZTOSIJ,O,O,O,X,X,O,X,O,X,X,X
LZTOSJI,O,O,O,X,X,O,O,O,X,X,X
LZITJSO,O,O,O,X,X,O,X,O,X,X,X
LZITJOS,O,O,O,X,X,X,O,O,X,X,O
LZITSJO,O,O,O,X,X,O,X,O,X,X,X
LZITSOJ,O,O,O,X,X,O,X,O,X,X,X
LZITOJS,O,O,O,X,X,X,O,O,X,X,X
LZITOSJ,O,O,O,X,X,X,X,X,X,X,X
LZIJTSO,O,O,O,X,O,O,X,X,X,X,X
LZIJTOS,O,O,O,X,O,X,O,X,X,X,O
LZIJSTO,O,O,O,O,O,O,X,X,X,X,X
LZIJSOT,X,O,X,O,O,O,X,X,X,X,X
LZIJOTS,X,O,O,X,O,X,X,X,X,X,X
LZIJOST,X,O,X,O,O,O,X,X,X,X,X
LZISTJO,O,O,O,O,X,O,X,O,X,O,X
LZISTOJ,O,O,O,O,X,O,X,O,X,O,X
LZISJTO,O,O,O,O,X,O,X,O,X,X,X
LZISJOT,X,O,X,O,X,O,X,X,X,X,X
LZISOTJ,O,O,O,O,X,O,X,O,X,X,X
LZISOJT,X,O,X,O,X,O,X,X,X,X,X
LZIOTJS,O,O,X,X,X,O,O,X,X,X,X
LZIOTSJ,O,O,X,X,X,O,X,X,X,X,X
LZIOJTS,X,O,X,X,O,O,O,X,X,X,X
LZIOJST,X,O,X,O,O,O,X,X,X,X,X
LZIOSTJ,O,O,X,O,X,O,X,X,X,X,X
LZIOSJT,X,O,X,O,X,O,X,X,X,X,X
LZJTISO,O,O,O,X,O,O,X,X,X,X,X
LZJTIOS,O,O,O,X,O,X,O,X,X,X,O
LZJTSIO,O,O,O,X,O,O,X,X,X,X,X
LZJTSOI,O,O,O,X,O,O,O,X,X,X,O
LZJTOIS,O,O,O,X,O,X,O,X,X,X,O
LZJTOSI,O,O,O,X,O,X,O,X,X,X,O
LZJITSO,O,O,O,X,O,O,X,X,X,X,X
LZJITOS,O,O,O,X,O,X,O,X,X,X,O
LZJISTO,O,O,O,O,O,O,X,X,X,X,X
LZJISOT,X,O,X,O,O,O,X,X,X,X,X
LZJIOTS,X,O,O,X,O,X,X,X,X,X,X
LZJIOST,X,O,X,O,O,O,X,X,X,X,X
LZJSTIO,O,O,O,O,O,O,X,X,X,X,X
LZJSTOI,O,O,O,O,O,O,O,X,X,X,O
LZJSITO,O,O,O,O,O,O,X,X,X,X,X
LZJSIOT,O,O,X,O,O,O,X,X,X,X,X
LZJSOTI,O,O,X,O,O,O,X,X,X,X,X
LZJSOIT,O,O,X,O,O,O,X,X,X,X,X
LZJOTIS,O,O,O,X,O,O,O,X,X,X,O
LZJOTSI,O,O,O,X,O,O,O,X,X,X,O
LZJOITS,X,O,O,X,O,O,O,X,X,X,X
LZJOIST,X,O,X,O,O,O,X,X,X,X,X
LZJOSTI,O,O,X,O,O,O,O,X,X,X,X
LZJOSIT,O,O,X,O,O,O,X,X,X,X,X
LZSTIJO,O,O,O,O,X,O,X,O,X,O,X
LZSTIOJ,O,O,O,O,X,O,X,O,X,O,X
LZSTJIO,O,O,O,O,X,O,X,O,X,O,X
LZSTJOI,O,O,O,O,X,O,O,O,X,O,O
LZSTOIJ,O,O,O,O,X,O,X,O,X,O,X
LZSTOJI,O,X,O,O,X,O,O,O,X,O,X
LZSITJO,O,O,O,O,X,O,X,O,X,O,X
LZSITOJ,O,O,O,O,X,O,X,O,X,O,X
LZSIJTO,O,O,O,O,X,O,X,O,X,X,X
LZSIJOT,O,O,X,O,X,O,X,X,X,X,X
LZSIOTJ,O,O,O,O,X,O,X,O,X,X,X
LZSIOJT,X,O,X,O,X,O,X,X,X,X,X
LZSJTIO,O,O,O,O,X,O,X,O,X,X,X
LZSJTOI,O,O,O,O,X,O,O,O,X,X,O
LZSJITO,O,O,O,O,X,O,X,O,X,X,X
LZSJIOT,O,O,X,O,X,O,X,X,X,X,X
LZSJOTI,O,O,X,O,X,O,X,X,X,X,X
LZSJOIT,O,O,X,O,X,O,X,X,X,X,X
LZSOTIJ,O,O,O,O,X,O,X,O,X,O,X
LZSOTJI,O,O,O,O,X,O,O,O,X,O,X
LZSOITJ,O,O,O,O,X,O,X,O,X,O,X
LZSOIJT,X,O,X,O,X,O,X,X,X,X,X
LZSOJTI,X,O,X,O,X,O,O,X,X,O,X
LZSOJIT,X,O,X,O,X,O,X,X,X,X,X
LZOTIJS,O,O,X,X,X,O,O,X,X,X,X
LZOTISJ,O,O,X,X,X,O,X,X,X,X,X
LZOTJIS,O,O,X,X,X,O,O,X,X,X,O
LZOTJSI,O,O,X,X,X,O,O,X,X,X,O
LZOTSIJ,O,O,X,X,X,O,X,X,X,O,X
LZOTSJI,O,O,X,X,X,O,O,X,X,O,X
LZOITJS,O,O,X,X,X,O,O,X,X,X,X
LZOITSJ,O,O,X,X,X,O,X,X,X,X,X
LZOIJTS,X,O,X,X,O,O,O,X,X,X,X
LZOIJST,X,O,X,O,O,O,X,X,X,X,X
LZOISTJ,O,O,X,O,X,O,X,X,X,O,X
LZOISJT,X,O,X,O,X,O,X,X,X,X,X
LZOJTIS,X,O,X,X,O,O,O,X,X,X,O
LZOJTSI,X,O,X,X,O,O,O,X,X,X,O
LZOJITS,X,O,X,X,O,O,O,X,X,X,X
LZOJIST,X,O,X,O,O,O,X,X,X,X,X
LZOJSTI,X,O,X,O,O,O,O,X,X,O,X
LZOJSIT,X,O,X,O,O,O,X,X,X,X,X
LZOSTIJ,O,O,X,O,X,O,X,X,X,O,X
LZOSTJI,O,O,X,O,X,O,O,X,X,O,X
LZOSITJ,O,O,X,O,X,O,X,X,X,O,X
LZOSIJT,X,O,X,O,X,O,X,X,X,X,X
LZOSJTI,X,O,X,O,X,O,O,X,X,O,X
LZOSJIT,X,O,X,O,X,O,X,X,X,X,X
LOTIJSZ,O,O,O,X,X,X,O,O,X,X,X
LOTIJZS,O,O,O,X,O,X,O,O,X,X,X
LOTISJZ,O,O,O,X,X,X,X,O,X,X,X
LOTISZJ,O,O,O,X,X,X,X,O,X,X,X
LOTIZJS,O,O,O,X,X,X,O,O,X,X,X
LOTIZSJ,O,O,O,X,X,X,X,X,X,X,X
LOTJISZ,O,O,O,X,X,X,O,O,X,X,O
LOTJIZS,O,O,O,X,O,X,O,O,X,X,O
LOTJSIZ,O,O,O,X,X,X,O,O,X,X,O
LOTJSZI,O,O,O,X,X,X,O,O,X,X,O
LOTJZIS,O,O,O,X,O,X,O,O,X,X,O
LOTJZSI,O,O,O,X,O,X,O,O,X,X,O
LOTSIJZ,O,O,O,X,X,X,X,O,X,O,X
LOTSIZJ,O,O,O,X,X,O,X,O,O,O,X
LOTSJIZ,O,O,O,X,X,X,O,O,X,O,X
LOTSJZI,O,O,O,X,X,O,O,O,X,O,X
LOTSZIJ,O,O,O,X,X,O,X,O,O,O,X
LOTSZJI,O,O,O,X,X,O,O,O,X,O,X
LOTZIJS,O,O,O,X,X,O,O,O,X,X,X
LOTZISJ,O,O,O,X,X,O,X,X,X,X,X
LOTZJIS,O,O,O,X,X,O,O,O,X,X,O
LOTZJSI,O,O,O,X,X,O,O,O,X,X,O
LOTZSIJ,O,O,O,X,X,O,X,O,O,O,X
LOTZSJI,O,O,O,X,X,O,O,O,X,O,X
LOITJSZ,X,O,O,X,X,X,O,O,X,X,X
LOITJZS,X,O,O,X,O,X,O,O,X,X,X
LOITSJZ,X,O,X,X,X,X,X,O,X,X,X
LOITSZJ,X,O,O,X,X,X,X,O,X,X,X
LOITZJS,X,O,O,X,X,X,O,O,X,X,X
LOITZSJ,X,O,O,X,X,X,X,X,X,X,X
LOIJTSZ,X,O,O,X,X,X,O,X,X,X,X
LOIJTZS,X,O,O,X,O,X,O,X,X,X,X
LOIJSTZ,X,O,O,X,X,X,X,X,X,X,X
LOIJSZT,X,O,X,X,O,X,X,X,X,X,X
LOIJZTS,X,O,O,X,O,X,O,X,X,X,X
LOIJZST,X,O,X,X,O,X,X,X,X,X,X
LOISTJZ,X,O,O,X,X,X,X,O,X,O,X
LOISTZJ,X,O,O,X,X,O,X,O,O,O,X
LOISJTZ,X,O,O,X,X,X,X,X,X,X,X
LOISJZT,X,O,X,X,O,X,X,X,X,X,X
LOISZTJ,X,O,O,X,X,O,X,O,O,O,X
LOISZJT,X,O,X,X,X,O,X,X,X,X,X
LOIZTJS,X,O,X,X,X,O,O,X,X,X,X
LOIZTSJ,X,O,X,X,X,O,X,X,X,X,X
LOIZJTS,X,O,X,X,O,O,O,X,X,X,X
LOIZJST,X,O,X,X,O,O,X,X,X,X,X
LOIZSTJ,X,O,X,X,X,O,X,X,O,O,X
LOIZSJT,X,O,X,X,X,O,X,X,X,X,X
LOJTISZ,O,O,O,X,X,X,O,X,X,X,O
LOJTIZS,O,O,O,X,O,X,O,X,X,X,O
LOJTSIZ,O,O,O,X,X,X,O,X,X,X,O
LOJTSZI,O,O,O,X,X,X,O,X,X,X,O
LOJTZIS,O,O,O,X,O,X,O,X,X,X,O
LOJTZSI,O,O,O,X,O,X,O,X,X,X,O
LOJITSZ,O,O,O,X,X,X,O,X,X,X,X
LOJITZS,O,O,O,X,O,X,O,X,X,X,X
LOJISTZ,O,O,O,X,X,X,X,X,X,X,X
LOJISZT,O,O,X,X,O,X,X,X,X,X,X
LOJIZTS,X,O,O,X,O,X,O,X,X,X,X
LOJIZST,X,O,X,X,O,X,X,X,X,X,X
LOJSTIZ,O,O,O,X,X,X,O,X,X,O,X
LOJSTZI,O,O,O,X,X,O,O,X,X,O,X
LOJSITZ,O,O,O,X,X,X,X,X,X,X,X
LOJSIZT,O,O,X,X,O,X,X,X,X,X,X
LOJSZTI,O,O,X,X,O,O,O,X,X,O,X
LOJSZIT,O,O,X,X,O,O,X,X,X,X,X
LOJZTIS,O,O,O,X,O,O,O,X,X,X,O
LOJZTSI,O,O,O,X,O,O,O,X,X,X,O
LOJZITS,X,O,O,X,O,O,O,X,X,X,X
LOJZIST,X,O,X,X,O,O,X,X,X,X,X
LOJZSTI,O,O,X,X,O,O,O,X,X,O,X
LOJZSIT,O,O,X,X,O,O,X,X,X,X,X
LOSTIJZ,O,O,O,X,X,X,X,O,X,O,X
LOSTIZJ,O,O,O,X,X,O,X,O,O,O,X
LOSTJIZ,O,O,O,X,X,X,O,O,X,O,X
LOSTJZI,O,O,O,X,X,O,O,O,X,O,X
LOSTZIJ,O,O,O,X,X,O,X,O,O,O,X
LOSTZJI,O,O,O,X,X,O,O,O,X,O,X
LOSITJZ,O,O,O,X,X,X,X,O,X,O,X
LOSITZJ,O,O,O,X,X,O,X,O,O,O,X
LOSIJTZ,O,O,O,X,X,X,X,X,X,X,X
LOSIJZT,O,O,X,X,O,X,X,X,X,X,X
LOSIZTJ,O,O,O,X,X,O,X,O,O,O,X
LOSIZJT,X,O,X,X,X,O,X,X,X,X,X
LOSJTIZ,O,O,O,X,X,X,O,X,X,O,X
LOSJTZI,O,O,O,X,X,O,O,X,X,O,X
LOSJITZ,O,O,O,X,X,X,X,X,X,X,X
LOSJIZT,O,O,X,X,O,X,X,X,X,X,X
LOSJZTI,O,O,X,X,O,O,O,X,X,O,X
LOSJZIT,O,O,X,X,O,O,X,X,X,X,X
LOSZTIJ,O,O,O,X,X,O,X,O,O,O,X
LOSZTJI,O,O,O,X,X,O,O,O,X,O,X
LOSZITJ,O,O,O,X,X,O,X,O,O,O,X
LOSZIJT,X,O,X,X,X,O,X,X,X,X,X
LOSZJTI,X,O,X,X,X,O,O,X,X,O,X
LOSZJIT,X,O,X,X,X,O,X,X,X,X,X
LOZTIJS,O,O,X,X,X,O,O,X,X,X,X
LOZTISJ,O,O,X,X,X,O,X,X,X,X,X
LOZTJIS,O,O,X,X,X,O,O,X,X,X,O
LOZTJSI,O,O,X,X,X,O,O,X,X,X,O
LOZTSIJ,O,O,X,X,X,O,X,X,O,O,X
LOZTSJI,O,O,X,X,X,O,O,X,X,O,X
LOZITJS,O,O,X,X,X,O,O,X,X,X,X
LOZITSJ,O,O,X,X,X,O,X,X,X,X,X
LOZIJTS,X,O,X,X,O,O,O,X,X,X,X
LOZIJST,X,O,X,X,O,O,X,X,X,X,X
LOZISTJ,O,O,X,X,X,O,X,X,O,O,X
LOZISJT,X,O,X,X,X,O,X,X,X,X,X
LOZJTIS,X,O,X,X,O,O,O,X,X,X,O
LOZJTSI,X,O,X,X,O,O,O,X,X,X,O
LOZJITS,X,O,X,X,O,O,O,X,X,X,X
LOZJIST,X,O,X,X,O,O,X,X,X,X,X
LOZJSTI,X,O,X,X,O,O,O,X,X,O,X
LOZJSIT,X,O,X,X,O,O,X,X,X,X,X
LOZSTIJ,O,O,X,X,X,O,X,X,O,O,X
LOZSTJI,O,O,X,X,X,O,O,X,X,O,X
LOZSITJ,O,O,X,X,X,O,X,X,O,O,X
LOZSIJT,X,O,X,X,X,O,X,X,X,X,X
LOZSJTI,X,O,X,X,X,O,O,X,X,O,X
LOZSJIT,X,O,X,X,X,O,X,X,X,X,X
JTILSZO,O,O,O,O,X,X,X,O,X,X,X
JTILSOZ,O,O,O,X,X,X,X,O,X,X,X
JTILZSO,O,O,O,X,O,X,X,O,X,X,X
JTILZOS,O,O,O,X,O,X,O,O,X,X,O
JTILOSZ,O,O,O,X,X,X,X,O,X,X,O
JTILOZS,O,O,O,X,O,X,X,O,X,X,O
JTISLZO,O,O,X,O,X,X,X,X,X,X,X
JTISLOZ,O,O,X,X,X,X,X,X,X,X,X
JTISZLO,O,X,X,O,X,X,X,X,X,X,X
JTISZOL,O,X,O,O,X,X,X,X,X,X,X
JTISOLZ,O,X,X,X,X,X,X,X,X,X,X
JTISOZL,O,X,O,O,X,X,X,X,X,X,X
JTIZLSO,O,X,O,X,O,X,X,X,X,X,X
JTIZLOS,O,X,O,X,O,X,O,X,X,X,X
JTIZSLO,O,X,X,O,O,X,X,X,X,X,X
JTIZSOL,O,X,O,O,X,X,X,X,X,X,X
JTIZOLS,O,X,O,X,O,X,O,X,X,X,X
JTIZOSL,O,X,O,O,X,X,O,X,X,X,X
JTIOLSZ,O,X,O,X,X,X,X,O,X,X,X
JTIOLZS,O,X,O,X,X,X,X,O,X,X,X
JTIOSLZ,O,X,X,X,X,X,X,X,X,X,X
JTIOSZL,O,X,O,O,X,X,X,X,X,X,X
JTIOZLS,O,X,O,X,X,X,X,X,X,X,X
JTIOZSL,O,X,O,X,X,X,X,X,X,X,X
JTLISZO,O,O,O,O,X,X,X,O,X,X,X
JTLISOZ,O,O,O,X,X,X,X,O,X,X,X
JTLIZSO,O,O,O,X,O,X,X,O,X,X,X
JTLIZOS,O,O,O,X,O,X,O,O,X,X,O
JTLIOSZ,O,O,O,X,X,X,X,O,X,X,O
JTLIOZS,O,O,O,X,O,X,X,O,X,X,O
JTLSIZO,O,O,O,O,X,X,X,O,X,X,X
JTLSIOZ,O,O,O,X,X,X,X,O,X,X,X
JTLSZIO,O,O,O,X,X,X,X,O,X,X,X
JTLSZOI,O,O,O,X,X,X,O,O,X,X,O
JTLSOIZ,O,O,O,X,X,X,X,O,X,X,O
JTLSOZI,O,O,O,X,X,X,X,O,X,X,O
JTLZISO,O,O,O,X,O,X,X,O,X,X,X
JTLZIOS,O,O,O,X,O,X,O,O,X,X,O
JTLZSIO,O,O,O,X,O,X,X,O,X,X,X
JTLZSOI,O,O,O,X,O,X,O,O,X,X,O
JTLZOIS,O,O,O,X,O,X,O,O,X,X,O
JTLZOSI,O,O,O,X,O,X,O,O,X,X,O
JTLOISZ,O,O,O,X,X,X,O,O,X,X,O
JTLOIZS,O,O,O,X,O,X,O,O,X,X,O
JTLOSIZ,O,O,O,X,X,X,O,O,X,X,O
JTLOSZI,O,O,O,X,X,X,O,O,X,X,O
JTLOZIS,O,O,O,X,O,X,O,O,X,X,O
JTLOZSI,O,O,O,X,O,X,O,O,X,X,O
JTSILZO,O,O,X,O,X,X,X,X,X,X,X
JTSILOZ,O,O,X,X,X,X,X,X,X,X,X
