sequence,v115@IhB8FeD8EeD8FeB8Jei/IvhFfmB0hBxiBusB1vBzrB,v115@IhB8FeD8EeD8FeB8Jei/IvhFFhBxiB+qB3nBTrBUsB,v115@IhB8FeD8EeD8FeB8Jei/IvhFUhBFiBXjBWrBTsBxvB,v115@IhB8FeD8EeD8FeB8Jei/IvhFRhBFjBzmB+sBUrB3qB,v115@IhB8FeD8EeD8FeB8Jei/IvhFWmBxiBlnB3qBUsBTrB,v115@IhB8FeD8EeD8FeB8Jei/IvhFzgBxiBlnB3qBUsB+rB,v115@IhB8FeD8EeD8FeB8Jei/IvhFUhBFjB+qBTnB3mBxwB,v115@IhB8FeD8EeD8FeB8Jei/IvhFxhBXjBlmBUrBTsB+qB,v115@IhB8FeD8EeD8FeB8Jei/IvhFzhBFjB+sBRrBUrB3qB
LTOISZJ,O,X,X,X,X,X,X,X,X
LTOIZJS,X,X,X,X,X,X,O,X,X
LTOIZSJ,O,X,X,X,O,O,X,X,X
LTOJISZ,O,O,X,O,X,X,O,X,O
LTOJIZS,O,O,X,O,X,X,O,X,O
LTOJSIZ,O,O,X,O,X,X,X,X,X
LTOJSZI,O,O,X,O,X,X,X,X,X
LTOJZIS,O,O,X,O,X,X,X,X,X
LTOJZSI,O,O,X,O,X,X,X,X,X
LTOSIJZ,O,O,O,X,X,X,X,X,X
LTOSIZJ,O,X,O,X,X,X,X,X,X
LTOSJIZ,O,O,X,X,X,X,X,X,X
LTOSJZI,O,O,X,X,O,X,X,X,X
LTOSZIJ,O,X,X,X,X,X,X,O,X
LTOSZJI,O,X,X,X,X,X,X,O,X
LTOZIJS,X,X,X,X,X,X,X,O,X
LTOZISJ,O,X,X,X,O,O,X,O,X
LTOZJIS,O,X,X,O,X,X,X,O,X
LTOZJSI,O,X,X,O,X,X,X,O,X
LTOZSIJ,O,X,X,X,O,O,X,O,X
LTOZSJI,O,X,X,X,O,O,X,O,X
LITJSZO,O,X,O,X,X,X,X,X,O
LITJSOZ,O,O,O,X,X,X,O,X,O
LITJZSO,O,X,O,X,O,O,X,X,O
LITJZOS,O,O,O,O,X,X,O,X,O
LITJOSZ,O,O,O,O,X,X,O,X,O
LITJOZS,O,O,O,O,X,X,O,X,O
LITSJZO,O,X,O,X,O,X,X,X,X
LITSJOZ,O,O,O,X,X,X,O,X,X
LITSZJO,O,X,O,X,O,O,X,X,X
LITSZOJ,O,X,X,X,O,O,X,X,X
LITSOJZ,O,O,O,X,X,X,O,X,X
LITSOZJ,O,X,X,X,X,X,X,X,X
LITZJSO,O,X,X,X,O,O,X,X,X
LITZJOS,O,X,X,O,X,X,O,X,X
LITZSJO,O,X,X,X,O,O,X,X,X
LITZSOJ,O,X,X,X,O,O,X,X,X
LITZOJS,X,X,X,X,X,X,O,X,X
LITZOSJ,O,X,X,X,O,O,X,X,X
LITOJSZ,O,O,O,X,X,X,O,X,X
LITOJZS,O,O,O,X,X,X,O,X,X
LITOSJZ,O,X,O,X,X,X,O,X,X
LITOSZJ,O,X,O,X,X,X,X,X,X
LITOZJS,X,X,O,X,X,X,O,X,X
LITOZSJ,O,X,O,X,O,O,X,X,X
LIJTSZO,O,X,O,X,X,X,X,X,O
LIJTSOZ,O,O,O,X,X,X,O,X,O
LIJTZSO,O,X,O,X,O,O,X,X,O
LIJTZOS,O,O,O,O,X,X,O,X,O
LIJTOSZ,O,O,O,O,X,X,O,X,O
LIJTOZS,O,O,O,O,X,X,O,X,O
LIJSTZO,O,X,O,X,X,X,X,X,O
LIJSTOZ,O,O,O,X,X,X,O,X,O
LIJSZTO,X,X,O,X,X,X,X,X,O
LIJSZOT,X,O,O,X,X,X,O,X,O
LIJSOTZ,O,O,O,X,X,X,O,X,O
LIJSOZT,X,O,O,X,X,X,O,X,O
LIJZTSO,O,X,O,X,X,X,X,X,O
LIJZTOS,O,O,O,O,X,X,O,X,O
LIJZSTO,X,X,O,X,X,X,X,X,O
LIJZSOT,X,O,O,X,X,X,O,X,O
LIJZOTS,O,O,O,O,X,X,O,X,O
LIJZOST,X,X,O,O,X,X,O,X,O
LIJOTSZ,O,O,O,O,X,X,O,X,O
LIJOTZS,O,O,O,O,X,X,O,X,O
LIJOSTZ,O,O,O,O,X,X,O,X,O
LIJOSZT,X,O,O,X,X,X,O,X,O
LIJOZTS,O,O,O,O,X,X,O,X,O
LIJOZST,X,X,O,O,X,X,O,X,O
LISTJZO,O,X,O,X,O,X,X,X,X
LISTJOZ,O,O,O,X,X,X,O,X,X
LISTZJO,O,X,O,X,O,O,X,X,X
LISTZOJ,O,X,X,X,O,O,X,X,X
LISTOJZ,O,O,O,X,X,X,O,X,X
LISTOZJ,O,X,X,X,X,X,X,X,X
LISJTZO,O,X,O,X,O,X,X,X,X
LISJTOZ,O,O,O,X,X,X,O,X,X
LISJZTO,X,X,O,X,O,X,X,X,X
LISJZOT,X,O,O,X,X,X,O,X,X
LISJOTZ,O,O,O,X,X,X,O,X,X
LISJOZT,X,O,O,X,X,X,O,X,X
LISZTJO,X,X,O,X,O,O,X,X,X
LISZTOJ,X,X,X,X,O,O,X,X,X
LISZJTO,X,X,O,X,O,X,X,X,X
LISZJOT,X,O,O,X,X,X,X,X,X
LISZOTJ,X,X,X,X,X,O,X,X,X
LISZOJT,X,O,X,X,X,X,X,X,X
LISOTJZ,O,O,O,X,X,X,O,X,X
LISOTZJ,O,X,O,X,X,X,X,X,X
LISOJTZ,X,O,O,X,X,X,O,X,X
LISOJZT,X,O,O,X,X,X,O,X,X
LISOZTJ,X,X,O,X,X,O,X,O,X
LISOZJT,X,O,O,X,X,X,X,X,X
LIZTJSO,O,X,X,X,O,O,X,X,X
LIZTJOS,O,X,X,O,X,X,O,X,X
LIZTSJO,O,X,X,X,O,O,X,X,X
LIZTSOJ,O,X,X,X,O,O,X,X,X
LIZTOJS,X,X,X,X,X,X,O,X,X
LIZTOSJ,O,X,X,X,O,O,X,X,X
LIZJTSO,O,X,O,X,X,X,X,X,X
LIZJTOS,O,O,O,O,X,X,O,X,X
LIZJSTO,X,X,O,X,X,X,X,X,X
LIZJSOT,X,O,O,X,X,X,O,X,X
LIZJOTS,O,O,O,O,X,X,O,X,X
LIZJOST,X,X,O,O,X,X,O,X,X
LIZSTJO,X,X,O,X,O,O,X,X,X
LIZSTOJ,X,X,X,X,O,O,X,X,X
LIZSJTO,X,X,O,X,O,X,X,X,X
LIZSJOT,X,O,O,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,O,X,X,X
LIZSOJT,X,O,X,X,X,X,X,X,X
LIZOTJS,X,X,O,O,X,X,O,O,X
LIZOTSJ,O,X,O,X,X,X,X,O,X
LIZOJTS,X,O,O,O,X,X,O,X,X
LIZOJST,X,X,O,O,X,X,O,X,X
LIZOSTJ,X,X,O,X,X,X,X,O,X
LIZOSJT,X,X,O,O,X,X,X,X,X
LIOTJSZ,O,O,O,X,X,X,O,X,X
LIOTJZS,O,O,O,X,X,X,O,X,X
LIOTSJZ,O,X,O,X,X,X,O,X,X
LIOTSZJ,O,X,O,X,X,X,X,X,X
LIOTZJS,X,X,O,X,X,X,O,X,X
LIOTZSJ,O,X,O,X,O,O,X,X,X
LIOJTSZ,O,O,O,X,X,X,O,X,X
LIOJTZS,O,O,O,X,X,X,O,X,X
LIOJSTZ,O,O,O,X,X,X,O,X,X
LIOJSZT,X,O,O,X,X,X,O,X,X
LIOJZTS,O,O,O,X,X,X,O,X,X
LIOJZST,X,X,O,X,X,X,O,X,X
LIOSTJZ,O,O,O,X,X,X,O,X,X
LIOSTZJ,O,X,O,X,X,X,X,X,X
LIOSJTZ,X,O,O,X,X,X,O,X,X
LIOSJZT,X,O,O,X,X,X,O,X,X
LIOSZTJ,X,X,O,X,X,X,X,O,X
LIOSZJT,X,O,O,X,X,X,X,X,X
LIOZTJS,X,X,O,X,X,X,O,O,X
LIOZTSJ,O,X,O,X,X,X,X,O,X
LIOZJTS,X,O,O,X,X,X,O,X,X
LIOZJST,X,X,O,X,X,X,O,X,X
LIOZSTJ,X,X,O,X,X,X,X,O,X
LIOZSJT,X,X,O,X,X,X,X,X,X
LJTISZO,O,X,X,X,X,X,X,X,O
LJTISOZ,O,O,X,X,X,X,O,X,O
LJTIZSO,O,X,X,X,O,O,X,X,O
LJTIZOS,O,O,X,O,X,X,O,X,O
LJTIOSZ,O,O,X,O,X,X,O,X,O
LJTIOZS,O,O,X,O,X,X,O,X,O
LJTSIZO,O,X,X,X,O,X,X,X,O
LJTSIOZ,O,O,X,X,X,X,O,X,O
LJTSZIO,O,X,X,X,O,X,X,X,X
LJTSZOI,O,X,X,O,O,X,X,X,X
LJTSOIZ,O,O,X,O,X,X,X,X,X
LJTSOZI,O,O,X,O,O,X,X,X,X
LJTZISO,O,X,X,X,O,O,X,X,O
LJTZIOS,O,O,X,O,X,X,O,X,O
LJTZSIO,O,X,X,X,O,O,X,X,X
LJTZSOI,O,X,X,O,O,O,X,X,X
LJTZOIS,O,O,X,O,X,X,X,X,X
LJTZOSI,O,O,X,O,X,X,X,X,X
LJTOISZ,O,O,X,O,X,X,O,X,O
LJTOIZS,O,O,X,O,X,X,O,X,O
LJTOSIZ,O,O,X,O,X,X,X,X,X
LJTOSZI,O,O,X,O,X,X,X,X,X
LJTOZIS,O,O,X,O,X,X,X,X,X
LJTOZSI,O,O,X,O,X,X,X,X,X
LJITSZO,O,X,O,X,X,X,X,X,O
LJITSOZ,O,O,O,X,X,X,O,X,O
LJITZSO,O,X,O,X,O,O,X,X,O
LJITZOS,O,O,O,O,X,X,O,X,O
LJITOSZ,O,O,O,O,X,X,O,X,O
LJITOZS,O,O,O,O,X,X,O,X,O
LJISTZO,O,X,O,X,X,X,X,X,O
LJISTOZ,O,O,O,X,X,X,O,X,O
LJISZTO,X,X,O,X,X,X,X,X,O
LJISZOT,X,O,O,X,X,X,O,X,O
LJISOTZ,O,O,O,X,X,X,O,X,O
LJISOZT,X,O,O,X,X,X,O,X,O
LJIZTSO,O,X,O,X,X,X,X,X,O
LJIZTOS,O,O,O,O,X,X,O,X,O
LJIZSTO,X,X,O,X,X,X,X,X,O
LJIZSOT,X,O,O,X,X,X,O,X,O
LJIZOTS,O,O,O,O,X,X,O,X,O
LJIZOST,X,X,O,O,X,X,O,X,O
LJIOTSZ,O,O,O,O,X,X,O,X,O
LJIOTZS,O,O,O,O,X,X,O,X,O
LJIOSTZ,O,O,O,O,X,X,O,X,O
LJIOSZT,X,O,O,X,X,X,O,X,O
LJIOZTS,O,O,O,O,X,X,O,X,O
LJIOZST,X,X,O,O,X,X,O,X,O
LJSTIZO,O,X,O,X,O,X,X,X,O
LJSTIOZ,O,O,O,X,X,X,O,X,O
LJSTZIO,O,X,X,X,O,X,X,X,X
LJSTZOI,O,X,X,O,O,X,X,X,X
LJSTOIZ,O,O,X,O,X,X,X,X,X
LJSTOZI,O,O,X,O,O,X,X,X,X
LJSITZO,O,X,O,X,O,X,X,X,O
LJSITOZ,O,O,O,X,X,X,O,X,O
LJSIZTO,X,X,O,X,O,X,X,X,O
LJSIZOT,X,O,O,X,X,X,O,X,O
LJSIOTZ,O,O,O,X,X,X,O,X,O
LJSIOZT,X,O,O,X,X,X,O,X,O
LJSZTIO,X,X,X,X,O,O,X,X,X
LJSZTOI,X,X,X,O,O,O,X,X,X
LJSZITO,X,X,X,X,O,X,X,X,X
LJSZIOT,X,O,X,X,X,X,O,X,X
LJSZOTI,X,O,X,O,O,O,X,X,X
LJSZOIT,X,O,X,O,X,X,X,X,X
LJSOTIZ,O,O,X,O,X,X,X,X,X
LJSOTZI,O,O,X,O,O,X,X,X,X
LJSOITZ,O,O,O,O,X,X,X,X,X
LJSOIZT,X,O,O,X,X,X,X,X,X
LJSOZTI,X,O,X,O,O,O,X,O,X
LJSOZIT,X,O,X,O,X,X,X,X,X
LJZTISO,O,X,X,X,O,O,X,X,O
LJZTIOS,O,O,X,O,X,X,O,X,O
LJZTSIO,O,X,X,X,O,O,X,X,X
LJZTSOI,O,X,X,O,O,O,X,X,X
LJZTOIS,O,O,X,O,X,X,X,X,X
LJZTOSI,O,O,X,O,X,X,X,X,X
LJZITSO,O,X,X,X,X,X,X,X,O
LJZITOS,O,O,X,O,X,X,O,X,O
LJZISTO,X,X,X,X,X,X,X,X,O
LJZISOT,X,O,X,X,X,X,O,X,O
LJZIOTS,O,O,X,O,X,X,O,X,O
LJZIOST,X,X,X,O,X,X,O,X,O
LJZSTIO,X,X,X,X,O,O,X,X,X
LJZSTOI,X,X,X,O,O,O,X,X,X
LJZSITO,X,X,X,X,O,X,X,X,X
LJZSIOT,X,O,X,X,X,X,O,X,X
LJZSOTI,X,O,X,O,O,O,X,X,X
LJZSOIT,X,O,X,O,X,X,X,X,X
LJZOTIS,O,O,X,O,X,X,X,O,X
LJZOTSI,O,O,X,O,X,X,X,O,X
LJZOITS,O,O,X,O,X,X,O,X,X
LJZOIST,X,X,X,O,X,X,O,X,X
LJZOSTI,X,O,X,O,X,X,X,O,X
LJZOSIT,X,O,X,O,X,X,X,X,X
LJOTISZ,O,O,X,O,X,X,O,X,O
LJOTIZS,O,O,X,O,X,X,O,X,O
LJOTSIZ,O,O,X,O,X,X,X,X,X
LJOTSZI,O,O,X,O,X,X,X,X,X
LJOTZIS,O,O,X,O,X,X,X,X,X
LJOTZSI,O,O,X,O,X,X,X,X,X
LJOITSZ,O,O,X,O,X,X,O,X,O
LJOITZS,O,O,X,O,X,X,O,X,O
LJOISTZ,O,O,X,O,X,X,O,X,O
LJOISZT,X,O,X,X,X,X,O,X,O
LJOIZTS,O,O,X,O,X,X,O,X,O
LJOIZST,X,X,X,O,X,X,O,X,O
LJOSTIZ,O,O,X,O,X,X,X,X,X
LJOSTZI,O,O,X,O,X,X,X,X,X
LJOSITZ,O,O,O,O,X,X,X,X,X
LJOSIZT,X,O,O,X,X,X,X,X,X
LJOSZTI,X,O,X,O,X,X,X,O,X
LJOSZIT,X,O,X,O,X,X,X,X,X
LJOZTIS,O,O,X,O,X,X,X,O,X
LJOZTSI,O,O,X,O,X,X,X,O,X
LJOZITS,O,O,X,O,X,X,O,X,X
LJOZIST,X,X,X,O,X,X,O,X,X
LJOZSTI,X,O,X,O,X,X,X,O,X
LJOZSIT,X,O,X,O,X,X,X,X,X
LSTIJZO,O,X,O,X,O,X,X,X,X
LSTIJOZ,O,O,O,X,X,X,O,X,X
LSTIZJO,O,X,O,X,O,O,X,X,X
LSTIZOJ,O,X,X,X,O,O,X,X,X
LSTIOJZ,O,O,O,X,X,X,O,X,X
LSTIOZJ,O,X,X,X,X,X,X,X,X
LSTJIZO,O,X,O,X,O,X,X,X,O
LSTJIOZ,O,O,O,X,X,X,O,X,O
LSTJZIO,O,X,X,X,O,X,X,X,X
LSTJZOI,O,X,X,O,O,X,X,X,X
LSTJOIZ,O,O,X,O,X,X,X,X,X
LSTJOZI,O,O,X,O,O,X,X,X,X
LSTZIJO,O,X,O,X,O,O,X,X,X
LSTZIOJ,O,X,X,X,O,O,X,X,X
LSTZJIO,O,X,X,X,O,O,X,X,X
LSTZJOI,O,X,X,O,O,O,X,X,X
LSTZOIJ,O,X,X,X,O,O,X,X,X
LSTZOJI,O,X,X,X,O,O,X,X,X
LSTOIJZ,O,O,O,X,X,X,X,X,X
LSTOIZJ,O,X,O,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,X,X,X,X
LSTOJZI,O,O,X,X,O,X,X,X,X
LSTOZIJ,O,X,X,X,X,O,X,O,X
LSTOZJI,O,X,X,X,X,O,X,O,X
LSITJZO,O,X,O,X,O,X,X,X,X
LSITJOZ,O,O,O,X,X,X,O,X,X
LSITZJO,O,X,O,X,O,O,X,X,X
LSITZOJ,O,X,X,X,O,O,X,X,X
LSITOJZ,O,O,O,X,X,X,O,X,X
LSITOZJ,O,X,X,X,X,X,X,X,X
LSIJTZO,O,X,O,X,O,X,X,X,X
LSIJTOZ,O,O,O,X,X,X,O,X,X
LSIJZTO,X,X,O,X,O,X,X,X,X
LSIJZOT,X,O,O,X,X,X,O,X,X
LSIJOTZ,O,O,O,X,X,X,O,X,X
LSIJOZT,X,O,O,X,X,X,O,X,X
LSIZTJO,X,X,O,X,O,O,X,X,X
LSIZTOJ,X,X,X,X,O,O,X,X,X
LSIZJTO,X,X,O,X,O,X,X,X,X
LSIZJOT,X,O,O,X,X,X,X,X,X
LSIZOTJ,X,X,X,X,X,O,X,X,X
LSIZOJT,X,O,X,X,X,X,X,X,X
LSIOTJZ,O,O,O,X,X,X,O,X,X
LSIOTZJ,O,X,O,X,X,X,X,X,X
LSIOJTZ,X,O,O,X,X,X,O,X,X
LSIOJZT,X,O,O,X,X,X,O,X,X
LSIOZTJ,X,X,O,X,X,O,X,O,X
LSIOZJT,X,O,O,X,X,X,X,X,X
LSJTIZO,O,X,O,X,O,X,X,X,O
LSJTIOZ,O,O,O,X,X,X,O,X,O
LSJTZIO,O,X,X,X,O,X,X,X,X
LSJTZOI,O,X,X,O,O,X,X,X,X
LSJTOIZ,O,O,X,O,X,X,X,X,X
LSJTOZI,O,O,X,O,O,X,X,X,X
LSJITZO,O,X,O,X,O,X,X,X,O
LSJITOZ,O,O,O,X,X,X,O,X,O
LSJIZTO,X,X,O,X,O,X,X,X,O
LSJIZOT,X,O,O,X,X,X,O,X,O
LSJIOTZ,O,O,O,X,X,X,O,X,O
LSJIOZT,X,O,O,X,X,X,O,X,O
LSJZTIO,X,X,X,X,O,O,X,X,X
LSJZTOI,X,X,X,O,O,O,X,X,X
LSJZITO,X,X,X,X,O,X,X,X,X
LSJZIOT,X,O,X,X,X,X,O,X,X
LSJZOTI,X,O,X,O,O,O,X,X,X
LSJZOIT,X,O,X,O,X,X,X,X,X
LSJOTIZ,O,O,X,O,X,X,X,X,X
LSJOTZI,O,O,X,O,O,X,X,X,X
LSJOITZ,O,O,O,O,X,X,X,X,X
LSJOIZT,X,O,O,X,X,X,X,X,X
LSJOZTI,X,O,X,O,O,O,X,O,X
LSJOZIT,X,O,X,O,X,X,X,X,X
LSZTIJO,X,X,O,X,O,O,X,X,X
LSZTIOJ,X,X,X,X,O,O,X,X,X
LSZTJIO,X,X,X,X,O,O,X,X,X
LSZTJOI,X,X,X,O,O,O,X,X,X
LSZTOIJ,X,X,X,X,O,O,X,X,X
LSZTOJI,X,X,X,X,O,O,X,X,X
LSZITJO,X,X,O,X,O,O,X,X,X
LSZITOJ,X,X,X,X,O,O,X,X,X
LSZIJTO,X,X,O,X,O,X,X,X,X
LSZIJOT,X,O,O,X,X,X,X,X,X
LSZIOTJ,X,X,X,X,X,O,X,X,X
LSZIOJT,X,O,X,X,X,X,X,X,X
LSZJTIO,X,X,X,X,O,O,X,X,X
LSZJTOI,X,X,X,O,O,O,X,X,X
LSZJITO,X,X,X,X,O,X,X,X,X
LSZJIOT,X,O,X,X,X,X,X,X,X
LSZJOTI,X,O,X,O,O,O,X,X,X
LSZJOIT,X,O,X,O,X,X,X,X,X
LSZOTIJ,X,X,X,X,O,O,X,O,X
LSZOTJI,X,X,X,X,O,O,X,O,X
LSZOITJ,X,X,O,X,X,O,X,O,X
LSZOIJT,X,O,O,O,X,X,X,X,X
LSZOJTI,X,O,X,O,O,O,X,O,X
LSZOJIT,X,O,X,O,X,X,X,X,X
LSOTIJZ,O,O,O,X,X,X,X,X,X
LSOTIZJ,O,X,O,X,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,X,X,X,X
LSOTJZI,O,O,X,X,O,X,X,X,X
LSOTZIJ,O,X,X,X,X,O,X,O,X
LSOTZJI,O,X,X,X,X,O,X,O,X
LSOITJZ,O,O,O,X,X,X,X,X,X
LSOITZJ,O,X,O,X,X,X,X,X,X
LSOIJTZ,X,O,O,X,X,X,X,X,X
LSOIJZT,X,O,O,X,X,X,X,X,X
LSOIZTJ,X,X,O,X,X,O,X,O,X
LSOIZJT,X,O,O,X,X,X,X,X,X
LSOJTIZ,O,O,X,X,X,X,X,X,X
LSOJTZI,O,O,X,X,O,X,X,X,X
LSOJITZ,O,O,O,X,X,X,X,X,X
LSOJIZT,X,O,O,X,X,X,X,X,X
LSOJZTI,X,O,X,X,O,O,X,O,X
LSOJZIT,X,O,X,X,X,X,X,X,X
LSOZTIJ,X,X,X,X,O,O,X,O,X
LSOZTJI,X,X,X,X,O,O,X,O,X
LSOZITJ,X,X,O,X,X,O,X,O,X
LSOZIJT,X,O,O,X,X,X,X,X,X
LSOZJTI,X,O,X,X,O,O,X,O,X
LSOZJIT,X,O,X,X,X,X,X,X,X
LZTIJSO,O,X,X,X,O,O,X,X,X
LZTIJOS,O,X,X,O,X,X,O,X,X
LZTISJO,O,X,X,X,O,O,X,X,X
LZTISOJ,O,X,X,X,O,O,X,X,X
LZTIOJS,X,X,X,X,X,X,O,X,X
LZTIOSJ,O,X,X,X,O,O,X,X,X
LZTJISO,O,X,X,X,O,O,X,X,O
LZTJIOS,O,X,X,O,X,X,O,X,O
LZTJSIO,O,X,X,X,O,O,X,X,X
LZTJSOI,O,X,X,O,O,O,X,X,X
LZTJOIS,O,X,X,O,X,X,X,X,X
LZTJOSI,O,X,X,O,X,X,X,X,X
LZTSIJO,O,X,X,X,O,O,X,X,X
LZTSIOJ,O,X,X,X,O,O,X,X,X
LZTSJIO,O,X,X,X,O,O,X,X,X
LZTSJOI,O,X,X,O,O,O,X,X,X
LZTSOIJ,O,X,X,X,O,O,X,X,X
LZTSOJI,O,X,X,X,O,O,X,X,X
LZTOIJS,X,X,X,O,X,X,X,O,X
LZTOISJ,O,X,X,X,O,O,X,O,X
LZTOJIS,O,X,X,O,X,X,X,O,X
LZTOJSI,O,X,X,O,X,X,X,O,X
LZTOSIJ,O,X,X,X,O,O,X,O,X
LZTOSJI,O,X,X,X,O,O,X,O,X
LZITJSO,O,X,X,X,O,O,X,X,X
LZITJOS,O,X,X,O,X,X,O,X,X
LZITSJO,O,X,X,X,O,O,X,X,X
LZITSOJ,O,X,X,X,O,O,X,X,X
LZITOJS,X,X,X,X,X,X,O,X,X
LZITOSJ,O,X,X,X,O,O,X,X,X
LZIJTSO,O,X,O,X,X,X,X,X,X
LZIJTOS,O,O,O,O,X,X,O,X,X
LZIJSTO,X,X,O,X,X,X,X,X,X
LZIJSOT,X,O,O,X,X,X,O,X,X
LZIJOTS,O,O,O,O,X,X,O,X,X
LZIJOST,X,X,O,O,X,X,O,X,X
LZISTJO,X,X,O,X,O,O,X,X,X
LZISTOJ,X,X,X,X,O,O,X,X,X
LZISJTO,X,X,O,X,O,X,X,X,X
LZISJOT,X,O,O,X,X,X,X,X,X
LZISOTJ,X,X,X,X,X,O,X,X,X
LZISOJT,X,O,X,X,X,X,X,X,X
LZIOTJS,X,X,O,O,X,X,O,O,X
LZIOTSJ,O,X,O,X,X,X,X,O,X
LZIOJTS,X,O,O,O,X,X,O,X,X
LZIOJST,X,X,O,O,X,X,O,X,X
LZIOSTJ,X,X,O,X,X,X,X,O,X
LZIOSJT,X,X,O,O,X,X,X,X,X
LZJTISO,O,X,X,X,O,O,X,X,O
LZJTIOS,O,O,X,O,X,X,O,X,O
LZJTSIO,O,X,X,X,O,O,X,X,X
LZJTSOI,O,X,X,O,O,O,X,X,X
LZJTOIS,O,O,X,O,X,X,X,X,X
LZJTOSI,O,O,X,O,X,X,X,X,X
LZJITSO,O,X,X,X,X,X,X,X,O
LZJITOS,O,O,X,O,X,X,O,X,O
LZJISTO,X,X,X,X,X,X,X,X,O
LZJISOT,X,O,X,X,X,X,O,X,O
LZJIOTS,O,O,X,O,X,X,O,X,O
LZJIOST,X,X,X,O,X,X,O,X,O
LZJSTIO,X,X,X,X,O,O,X,X,X
LZJSTOI,X,X,X,O,O,O,X,X,X
LZJSITO,X,X,X,X,O,X,X,X,X
LZJSIOT,X,O,X,X,X,X,O,X,X
LZJSOTI,X,O,X,O,O,O,X,X,X
LZJSOIT,X,O,X,O,X,X,X,X,X
LZJOTIS,O,O,X,O,X,X,X,O,X
LZJOTSI,O,O,X,O,X,X,X,O,X
LZJOITS,O,O,X,O,X,X,O,X,X
LZJOIST,X,X,X,O,X,X,O,X,X
LZJOSTI,X,O,X,O,X,X,X,O,X
LZJOSIT,X,O,X,O,X,X,X,X,X
LZSTIJO,X,X,O,X,O,O,X,X,X
LZSTIOJ,X,X,X,X,O,O,X,X,X
LZSTJIO,X,X,X,X,O,O,X,X,X
LZSTJOI,X,X,X,O,O,O,X,X,X
LZSTOIJ,X,X,X,X,O,O,X,X,X
LZSTOJI,X,X,X,X,O,O,X,X,X
LZSITJO,X,X,O,X,O,O,X,X,X
LZSITOJ,X,X,X,X,O,O,X,X,X
LZSIJTO,X,X,O,X,O,X,X,X,X
LZSIJOT,X,O,O,X,X,X,X,X,X
LZSIOTJ,X,X,X,X,X,O,X,X,X
LZSIOJT,X,O,X,X,X,X,X,X,X
LZSJTIO,X,X,X,X,O,O,X,X,X
LZSJTOI,X,X,X,O,O,O,X,X,X
LZSJITO,X,X,X,X,O,X,X,X,X
LZSJIOT,X,O,X,X,X,X,X,X,X
LZSJOTI,X,O,X,O,O,O,X,X,X
LZSJOIT,X,O,X,O,X,X,X,X,X
LZSOTIJ,X,X,X,X,O,O,X,O,X
LZSOTJI,X,X,X,X,O,O,X,O,X
LZSOITJ,X,X,O,X,X,O,X,O,X
LZSOIJT,X,O,O,O,X,X,X,X,X
LZSOJTI,X,O,X,O,O,O,X,O,X
LZSOJIT,X,O,X,O,X,X,X,X,X
LZOTIJS,X,X,X,O,X,X,X,O,X
LZOTISJ,O,X,X,X,O,O,X,O,X
LZOTJIS,O,X,X,O,X,X,X,O,X
LZOTJSI,O,X,X,O,X,X,X,O,X
LZOTSIJ,O,X,X,X,O,O,X,O,X
LZOTSJI,O,X,X,X,O,O,X,O,X
LZOITJS,X,X,X,O,X,X,X,O,X
LZOITSJ,O,X,X,X,X,X,X,O,X
LZOIJTS,X,O,X,O,X,X,X,X,X
LZOIJST,X,X,X,O,X,X,X,X,X
LZOISTJ,X,X,X,X,X,X,X,O,X
LZOISJT,X,X,X,O,X,X,X,X,X
LZOJTIS,O,O,X,O,X,X,X,O,X
LZOJTSI,O,O,X,O,X,X,X,O,X
LZOJITS,O,O,X,O,X,X,X,X,X
LZOJIST,X,X,X,O,X,X,X,X,X
LZOJSTI,X,O,X,O,X,X,X,O,X
LZOJSIT,X,O,X,O,X,X,X,X,X
LZOSTIJ,X,X,X,X,O,O,X,O,X
LZOSTJI,X,X,X,X,O,O,X,O,X
LZOSITJ,X,X,O,X,X,O,X,O,X
LZOSIJT,X,O,O,O,X,X,X,X,X
LZOSJTI,X,O,X,O,O,O,X,O,X
LZOSJIT,X,O,X,O,X,X,X,X,X
LOTIJSZ,O,O,X,X,X,X,O,X,X
LOTIJZS,O,O,X,X,X,X,O,X,X
LOTISJZ,O,X,X,X,X,X,O,X,X
LOTISZJ,O,X,X,X,X,X,X,X,X
LOTIZJS,X,X,X,X,X,X,O,X,X
LOTIZSJ,O,X,X,X,O,O,X,X,X
LOTJISZ,O,O,X,O,X,X,O,X,O
LOTJIZS,O,O,X,O,X,X,O,X,O
LOTJSIZ,O,O,X,O,X,X,X,X,X
LOTJSZI,O,O,X,O,X,X,X,X,X
LOTJZIS,O,O,X,O,X,X,X,X,X
LOTJZSI,O,O,X,O,X,X,X,X,X
LOTSIJZ,O,O,O,X,X,X,X,X,X
LOTSIZJ,O,X,O,X,X,X,X,X,X
LOTSJIZ,O,O,X,X,X,X,X,X,X
LOTSJZI,O,O,X,X,O,X,X,X,X
LOTSZIJ,O,X,X,X,X,X,X,O,X
LOTSZJI,O,X,X,X,X,X,X,O,X
LOTZIJS,X,X,X,X,X,X,X,O,X
LOTZISJ,O,X,X,X,O,O,X,O,X
LOTZJIS,O,X,X,O,X,X,X,O,X
