sequence,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8KeT/IvhFlgB5oB?imBGqB3rBUsB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8KeT/IvhFlgB5oB?imBGqBUsB3rB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFGgBKmB?zhB5oB0qBVxB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFzgBumB?5oBKsBUlBVwB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFGgB5oB?TmBKsB0qBlrB,v115@EhB8CeA8DeB8AeA8FeB8AeC8EeA8Ke/EJvhFGgBymB?5oBlqBUsBTrB
ZJSOLTI,O,O,X,X,O,X
ZJSOLIT,O,O,X,X,O,X
ZJOTILS,X,O,X,X,X,X
ZJOTISL,O,O,X,X,X,X
ZJOTLIS,X,O,X,X,X,X
ZJOTLSI,X,O,X,X,X,X
ZJOTSIL,O,O,X,X,X,X
ZJOTSLI,O,O,X,X,X,X
ZJOITLS,X,O,X,X,X,X
ZJOITSL,O,O,X,X,X,X
ZJOILTS,X,O,X,X,X,X
ZJOILST,X,O,X,X,X,X
ZJOISTL,O,O,X,X,X,X
ZJOISLT,O,O,X,X,X,X
ZJOLTIS,X,O,X,X,X,X
ZJOLTSI,X,O,X,X,X,X
ZJOLITS,X,O,X,X,X,X
ZJOLIST,X,O,X,X,X,X
ZJOLSTI,X,O,X,X,X,X
ZJOLSIT,X,O,X,X,X,X
ZJOSTIL,O,O,X,X,X,X
ZJOSTLI,O,O,X,X,X,X
ZJOSITL,O,O,X,X,X,X
ZJOSILT,O,O,X,X,X,X
ZJOSLTI,O,O,X,X,X,X
ZJOSLIT,O,O,X,X,X,X
ZSTILJO,X,X,O,O,O,O
ZSTILOJ,X,X,O,O,O,O
ZSTIJLO,X,X,O,X,O,O
ZSTIJOL,X,X,O,X,X,O
ZSTIOLJ,X,X,O,O,X,O
ZSTIOJL,X,X,O,X,X,O
ZSTLIJO,X,X,O,O,O,O
ZSTLIOJ,X,X,O,O,O,O
ZSTLJIO,X,X,O,O,O,O
ZSTLJOI,X,X,O,O,O,O
ZSTLOIJ,X,X,O,O,O,O
ZSTLOJI,X,X,O,O,O,O
ZSTJILO,X,X,O,X,O,O
ZSTJIOL,X,X,O,X,X,O
ZSTJLIO,X,X,O,X,O,O
ZSTJLOI,X,X,O,X,O,O
ZSTJOIL,X,X,O,X,X,O
ZSTJOLI,X,X,O,X,X,O
ZSTOILJ,X,X,O,O,X,O
ZSTOIJL,X,X,O,X,X,O
ZSTOLIJ,X,X,O,O,X,O
ZSTOLJI,X,X,O,O,X,O
ZSTOJIL,X,X,O,X,X,O
ZSTOJLI,X,X,O,X,X,O
ZSITLJO,X,X,O,O,O,O
ZSITLOJ,X,X,O,O,O,O
ZSITJLO,X,X,O,X,O,O
ZSITJOL,X,X,O,X,X,O
ZSITOLJ,X,X,O,O,X,O
ZSITOJL,X,X,O,X,X,O
ZSILTJO,X,X,X,O,O,O
ZSILTOJ,X,X,X,O,O,O
ZSILJTO,O,O,X,X,O,X
ZSILJOT,O,O,X,X,O,X
ZSILOTJ,X,X,X,X,O,X
ZSILOJT,O,O,X,X,O,X
ZSIJTLO,O,O,O,X,O,O
ZSIJTOL,O,O,O,X,X,O
ZSIJLTO,O,O,X,X,O,X
ZSIJLOT,O,O,X,X,O,X
ZSIJOTL,O,O,X,X,X,X
ZSIJOLT,O,O,X,X,O,X
ZSIOTLJ,X,X,X,X,X,O
ZSIOTJL,X,X,X,X,X,O
ZSIOLTJ,X,X,X,X,O,X
ZSIOLJT,O,O,X,X,O,X
ZSIOJTL,O,O,X,X,X,X
ZSIOJLT,O,O,X,X,O,X
ZSLTIJO,X,X,X,O,O,O
ZSLTIOJ,X,X,X,O,O,O
ZSLTJIO,X,X,X,O,O,O
ZSLTJOI,X,X,X,O,O,O
ZSLTOIJ,X,X,X,O,O,O
ZSLTOJI,X,X,X,O,O,O
ZSLITJO,X,X,X,O,O,O
ZSLITOJ,X,X,X,O,O,O
ZSLIJTO,O,O,X,X,O,X
ZSLIJOT,O,O,X,X,O,X
ZSLIOTJ,X,X,X,X,O,X
ZSLIOJT,O,O,X,X,O,X
ZSLJTIO,O,O,X,X,O,X
ZSLJTOI,O,O,X,X,O,X
ZSLJITO,O,O,X,X,O,X
ZSLJIOT,O,O,X,X,O,X
ZSLJOTI,O,O,X,X,O,X
ZSLJOIT,O,O,X,X,O,X
ZSLOTIJ,X,X,X,X,O,X
ZSLOTJI,X,X,X,X,O,X
ZSLOITJ,X,X,X,X,O,X
ZSLOIJT,O,O,X,X,O,X
ZSLOJTI,O,O,X,X,O,X
ZSLOJIT,O,O,X,X,O,X
ZSJTILO,O,O,O,X,O,O
ZSJTIOL,O,O,O,X,X,O
ZSJTLIO,O,O,O,X,O,O
ZSJTLOI,O,O,O,X,O,O
ZSJTOIL,O,O,O,X,X,O
ZSJTOLI,O,O,O,X,X,O
ZSJITLO,O,O,O,X,O,O
ZSJITOL,O,O,O,X,X,O
ZSJILTO,O,O,X,X,O,X
ZSJILOT,O,O,X,X,O,X
ZSJIOTL,O,O,X,X,X,X
ZSJIOLT,O,O,X,X,O,X
ZSJLTIO,O,O,X,X,O,X
ZSJLTOI,O,O,X,X,O,X
ZSJLITO,O,O,X,X,O,X
ZSJLIOT,O,O,X,X,O,X
ZSJLOTI,O,O,X,X,O,X
ZSJLOIT,O,O,X,X,O,X
ZSJOTIL,O,O,X,X,X,X
ZSJOTLI,O,O,X,X,X,X
ZSJOITL,O,O,X,X,X,X
ZSJOILT,O,O,X,X,O,X
ZSJOLTI,O,O,X,X,O,X
ZSJOLIT,O,O,X,X,O,X
ZSOTILJ,X,X,X,X,X,O
ZSOTIJL,X,X,X,X,X,O
ZSOTLIJ,X,X,X,X,X,O
ZSOTLJI,X,X,X,X,X,O
ZSOTJIL,X,X,X,X,X,O
ZSOTJLI,X,X,X,X,X,O
ZSOITLJ,X,X,X,X,X,O
ZSOITJL,X,X,X,X,X,O
ZSOILTJ,X,X,X,X,O,X
ZSOILJT,O,O,X,X,O,X
ZSOIJTL,O,O,X,X,X,X
ZSOIJLT,O,O,X,X,O,X
ZSOLTIJ,X,X,X,X,O,X
ZSOLTJI,X,X,X,X,O,X
ZSOLITJ,X,X,X,X,O,X
ZSOLIJT,O,O,X,X,O,X
ZSOLJTI,O,O,X,X,O,X
ZSOLJIT,O,O,X,X,O,X
ZSOJTIL,O,O,X,X,X,X
ZSOJTLI,O,O,X,X,X,X
ZSOJITL,O,O,X,X,X,X
ZSOJILT,O,O,X,X,O,X
ZSOJLTI,O,O,X,X,O,X
ZSOJLIT,O,O,X,X,O,X
ZOTILJS,X,O,X,X,X,X
ZOTILSJ,X,X,X,X,X,O
ZOTIJLS,X,O,X,X,X,X
ZOTIJSL,O,O,X,X,X,X
ZOTISLJ,X,X,X,X,X,O
ZOTISJL,X,X,X,X,X,O
ZOTLIJS,X,O,X,X,X,X
ZOTLISJ,X,X,X,X,X,O
ZOTLJIS,X,O,X,X,X,X
ZOTLJSI,X,O,X,X,X,X
ZOTLSIJ,X,X,X,X,X,O
ZOTLSJI,X,X,X,X,X,O
ZOTJILS,X,O,X,X,X,X
ZOTJISL,O,O,X,X,X,X
ZOTJLIS,X,O,X,X,X,X
ZOTJLSI,X,O,X,X,X,X
ZOTJSIL,O,O,X,X,X,X
ZOTJSLI,O,O,X,X,X,X
ZOTSILJ,X,X,X,X,X,O
ZOTSIJL,X,X,X,X,X,O
ZOTSLIJ,X,X,X,X,X,O
ZOTSLJI,X,X,X,X,X,O
ZOTSJIL,X,X,X,X,X,O
ZOTSJLI,X,X,X,X,X,O
ZOITLJS,X,O,X,X,X,X
ZOITLSJ,X,X,X,X,X,O
ZOITJLS,X,O,X,X,X,X
ZOITJSL,O,O,X,X,X,X
ZOITSLJ,X,X,X,X,X,O
ZOITSJL,X,X,X,X,X,O
ZOILTJS,X,O,X,X,X,X
ZOILTSJ,X,X,X,X,O,X
ZOILJTS,X,O,X,X,X,X
ZOILJST,X,O,X,X,O,X
ZOILSTJ,X,X,X,X,O,X
ZOILSJT,X,O,X,X,O,X
ZOIJTLS,X,O,X,X,X,X
ZOIJTSL,O,O,X,X,X,X
ZOIJLTS,X,O,X,X,X,X
ZOIJLST,X,O,X,X,X,X
ZOIJSTL,O,O,X,X,X,X
ZOIJSLT,O,O,X,X,X,X
ZOISTLJ,X,X,X,X,X,O
ZOISTJL,X,X,X,X,X,O
ZOISLTJ,X,X,X,X,O,X
ZOISLJT,O,O,X,X,O,X
ZOISJTL,O,O,X,X,X,X
ZOISJLT,O,O,X,X,O,X
ZOLTIJS,X,O,X,X,X,X
ZOLTISJ,X,X,X,X,O,X
ZOLTJIS,X,O,X,X,X,X
ZOLTJSI,X,O,X,X,X,X
ZOLTSIJ,X,X,X,X,O,X
ZOLTSJI,X,X,X,X,O,X
ZOLITJS,X,O,X,X,X,X
ZOLITSJ,X,X,X,X,O,X
ZOLIJTS,X,O,X,X,X,X
ZOLIJST,X,O,X,X,O,X
ZOLISTJ,X,X,X,X,O,X
ZOLISJT,X,O,X,X,O,X
ZOLJTIS,X,O,X,X,X,X
ZOLJTSI,X,O,X,X,X,X
ZOLJITS,X,O,X,X,X,X
ZOLJIST,X,O,X,X,O,X
ZOLJSTI,X,O,X,X,O,X
ZOLJSIT,X,O,X,X,O,X
ZOLSTIJ,X,X,X,X,O,X
ZOLSTJI,X,X,X,X,O,X
ZOLSITJ,X,X,X,X,O,X
ZOLSIJT,X,O,X,X,O,X
ZOLSJTI,X,O,X,X,O,X
ZOLSJIT,X,O,X,X,O,X
ZOJTILS,X,O,X,X,X,X
ZOJTISL,O,O,X,X,X,X
ZOJTLIS,X,O,X,X,X,X
ZOJTLSI,X,O,X,X,X,X
ZOJTSIL,O,O,X,X,X,X
ZOJTSLI,O,O,X,X,X,X
ZOJITLS,X,O,X,X,X,X
ZOJITSL,O,O,X,X,X,X
ZOJILTS,X,O,X,X,X,X
ZOJILST,X,O,X,X,X,X
ZOJISTL,O,O,X,X,X,X
ZOJISLT,O,O,X,X,X,X
ZOJLTIS,X,O,X,X,X,X
ZOJLTSI,X,O,X,X,X,X
ZOJLITS,X,O,X,X,X,X
ZOJLIST,X,O,X,X,X,X
ZOJLSTI,X,O,X,X,X,X
ZOJLSIT,X,O,X,X,X,X
ZOJSTIL,O,O,X,X,X,X
ZOJSTLI,O,O,X,X,X,X
ZOJSITL,O,O,X,X,X,X
ZOJSILT,O,O,X,X,X,X
ZOJSLTI,O,O,X,X,X,X
ZOJSLIT,O,O,X,X,X,X
ZOSTILJ,X,X,X,X,X,O
ZOSTIJL,X,X,X,X,X,O
ZOSTLIJ,X,X,X,X,X,O
ZOSTLJI,X,X,X,X,X,O
ZOSTJIL,X,X,X,X,X,O
ZOSTJLI,X,X,X,X,X,O
ZOSITLJ,X,X,X,X,X,O
ZOSITJL,X,X,X,X,X,O
ZOSILTJ,X,X,X,X,O,X
ZOSILJT,O,O,X,X,O,X
ZOSIJTL,O,O,X,X,X,X
ZOSIJLT,O,O,X,X,O,X
ZOSLTIJ,X,X,X,X,O,X
ZOSLTJI,X,X,X,X,O,X
ZOSLITJ,X,X,X,X,O,X
ZOSLIJT,O,O,X,X,O,X
ZOSLJTI,O,O,X,X,O,X
ZOSLJIT,O,O,X,X,O,X
ZOSJTIL,O,O,X,X,X,X
ZOSJTLI,O,O,X,X,X,X
ZOSJITL,O,O,X,X,X,X
ZOSJILT,O,O,X,X,O,X
ZOSJLTI,O,O,X,X,O,X
ZOSJLIT,O,O,X,X,O,X
OTILJSZ,O,X,O,O,X,X
OTILJZS,X,O,X,O,X,X
OTILSJZ,X,X,O,O,X,X
OTILSZJ,X,X,O,O,X,X
OTILZJS,X,X,O,O,X,X
OTILZSJ,X,X,O,O,X,X
OTIJLSZ,O,X,O,O,X,X
OTIJLZS,X,O,X,O,X,X
OTIJSLZ,O,X,O,O,X,X
OTIJSZL,O,O,O,X,X,X
OTIJZLS,X,O,O,X,X,X
OTIJZSL,O,O,O,X,X,X
OTISLJZ,O,X,O,O,X,X
OTISLZJ,X,X,O,O,X,X
OTISJLZ,O,X,O,O,X,X
OTISJZL,O,O,O,X,X,O
OTISZLJ,X,X,O,O,X,O
OTISZJL,X,X,O,X,X,O
OTIZLJS,X,O,O,O,X,X
OTIZLSJ,X,X,O,O,X,O
OTIZJLS,X,O,O,X,X,X
OTIZJSL,O,O,O,X,X,X
OTIZSLJ,X,X,O,O,X,O
OTIZSJL,X,X,O,X,X,O
OTLIJSZ,O,X,O,O,X,X
OTLIJZS,X,O,X,O,X,X
OTLISJZ,X,X,O,O,X,X
OTLISZJ,X,X,O,O,X,X
OTLIZJS,X,X,O,O,X,X
OTLIZSJ,X,X,O,O,X,X
OTLJISZ,O,X,O,O,X,X
OTLJIZS,X,O,X,O,X,X
OTLJSIZ,O,X,O,O,X,X
OTLJSZI,O,X,O,O,X,X
OTLJZIS,X,O,X,O,X,X
OTLJZSI,X,O,X,O,X,X
OTLSIJZ,X,X,O,O,X,X
OTLSIZJ,X,X,O,O,X,X
OTLSJIZ,X,X,O,O,X,X
OTLSJZI,X,X,O,O,X,X
OTLSZIJ,X,X,O,O,X,X
OTLSZJI,X,X,O,O,X,X
OTLZIJS,X,X,O,O,X,X
OTLZISJ,X,X,O,O,X,X
OTLZJIS,X,X,O,O,X,X
OTLZJSI,X,X,O,O,X,X
OTLZSIJ,X,X,O,O,X,X
OTLZSJI,X,X,O,O,X,X
OTJILSZ,O,X,O,O,X,X
OTJILZS,X,O,X,O,X,X
OTJISLZ,O,X,O,O,X,X
OTJISZL,O,O,O,X,X,X
OTJIZLS,X,O,O,X,X,X
OTJIZSL,O,O,O,X,X,X
OTJLISZ,O,X,O,O,X,X
OTJLIZS,X,O,X,O,X,X
OTJLSIZ,O,X,O,O,X,X
OTJLSZI,O,X,O,O,X,X
OTJLZIS,X,O,X,O,X,X
OTJLZSI,X,O,X,O,X,X
OTJSILZ,O,X,O,O,X,X
OTJSIZL,O,O,O,X,X,X
OTJSLIZ,O,X,O,O,X,X
OTJSLZI,O,X,O,O,X,X
OTJSZIL,O,O,O,X,X,X
OTJSZLI,O,O,O,X,X,X
OTJZILS,X,O,O,X,X,X
OTJZISL,O,O,O,X,X,X
OTJZLIS,X,O,O,X,X,X
OTJZLSI,X,O,O,X,X,X
OTJZSIL,O,O,O,X,X,X
OTJZSLI,O,O,O,X,X,X
OTSILJZ,O,X,O,O,X,X
OTSILZJ,X,X,O,O,X,X
OTSIJLZ,O,X,O,O,X,X
OTSIJZL,O,O,O,X,X,O
OTSIZLJ,X,X,O,O,X,O
OTSIZJL,X,X,O,X,X,O
OTSLIJZ,O,X,O,O,X,X
OTSLIZJ,X,X,O,O,X,X
OTSLJIZ,O,X,O,O,X,X
OTSLJZI,O,X,O,O,X,X
OTSLZIJ,X,X,O,O,X,X
OTSLZJI,X,X,O,O,X,X
OTSJILZ,O,X,O,O,X,X
OTSJIZL,O,O,O,X,X,O
OTSJLIZ,O,X,O,O,X,X
OTSJLZI,O,X,O,O,X,X
OTSJZIL,O,O,O,X,X,O
OTSJZLI,O,O,O,X,X,O
OTSZILJ,X,X,O,O,X,O
OTSZIJL,X,X,O,X,X,O
OTSZLIJ,X,X,O,O,X,O
OTSZLJI,X,X,O,O,X,O
OTSZJIL,X,X,O,X,X,O
OTSZJLI,X,X,O,X,X,O
OTZILJS,X,O,O,O,X,X
OTZILSJ,X,X,O,O,X,O
OTZIJLS,X,O,O,X,X,X
OTZIJSL,O,O,O,X,X,X
OTZISLJ,X,X,O,O,X,O
OTZISJL,X,X,O,X,X,O
OTZLIJS,X,O,O,O,X,X
OTZLISJ,X,X,O,O,X,O
OTZLJIS,X,O,O,O,X,X
OTZLJSI,X,O,O,O,X,X
OTZLSIJ,X,X,O,O,X,O
OTZLSJI,X,X,O,O,X,O
OTZJILS,X,O,O,X,X,X
OTZJISL,O,O,O,X,X,X
OTZJLIS,X,O,O,X,X,X
OTZJLSI,X,O,O,X,X,X
OTZJSIL,O,O,O,X,X,X
OTZJSLI,O,O,O,X,X,X
OTZSILJ,X,X,O,O,X,O
OTZSIJL,X,X,O,X,X,O
OTZSLIJ,X,X,O,O,X,O
OTZSLJI,X,X,O,O,X,O
OTZSJIL,X,X,O,X,X,O
OTZSJLI,X,X,O,X,X,O
OITLJSZ,O,X,O,O,X,X
OITLJZS,X,O,X,O,X,X
OITLSJZ,X,X,O,O,X,X
OITLSZJ,X,X,O,O,X,X
OITLZJS,X,X,O,O,X,X
OITLZSJ,X,X,O,O,X,X
OITJLSZ,O,X,O,O,X,X
OITJLZS,X,O,X,O,X,X
OITJSLZ,O,X,O,O,X,X
OITJSZL,O,O,O,X,X,X
OITJZLS,X,O,O,X,X,X
OITJZSL,O,O,O,X,X,X
OITSLJZ,O,X,O,O,X,X
OITSLZJ,X,X,O,O,X,X
OITSJLZ,O,X,O,O,X,X
OITSJZL,O,O,O,X,X,O
OITSZLJ,X,X,O,O,X,O
OITSZJL,X,X,O,X,X,O
OITZLJS,X,O,O,O,X,X
OITZLSJ,X,X,O,O,X,O
OITZJLS,X,O,O,X,X,X
OITZJSL,O,O,O,X,X,X
OITZSLJ,X,X,O,O,X,O
OITZSJL,X,X,O,X,X,O
OILTJSZ,O,X,X,O,X,X
OILTJZS,X,O,X,O,X,X
OILTSJZ,X,X,X,O,X,X
OILTSZJ,X,X,X,O,X,X
OILTZJS,X,X,X,O,X,X
OILTZSJ,X,X,X,O,X,X
OILJTSZ,O,X,X,X,X,X
OILJTZS,X,O,X,X,X,X
OILJSTZ,O,X,X,X,X,X
OILJSZT,O,X,X,X,X,X
OILJZTS,X,O,X,X,X,X
OILJZST,X,O,X,X,X,X
OILSTJZ,O,X,X,O,X,X
OILSTZJ,X,X,X,O,X,X
OILSJTZ,O,X,X,X,X,X
OILSJZT,O,X,X,X,O,X
OILSZTJ,X,X,X,X,O,X
OILSZJT,O,X,X,X,O,X
OILZTJS,X,O,X,X,X,X
OILZTSJ,X,X,X,X,O,X
OILZJTS,X,O,X,X,X,X
OILZJST,X,O,X,X,O,X
OILZSTJ,X,X,X,X,O,X
OILZSJT,X,O,X,X,O,X
OIJTLSZ,O,X,X,X,X,X
OIJTLZS,X,O,X,X,X,X
OIJTSLZ,O,X,X,X,X,X
OIJTSZL,O,O,X,X,X,X
OIJTZLS,X,O,X,X,X,X
OIJTZSL,O,O,X,X,X,X
OIJLTSZ,O,X,X,X,X,X
OIJLTZS,X,O,X,X,X,X
OIJLSTZ,O,X,X,X,X,X
OIJLSZT,O,X,X,X,X,X
OIJLZTS,X,O,X,X,X,X
OIJLZST,X,O,X,X,X,X
OIJSTLZ,O,X,X,X,X,X
OIJSTZL,O,O,X,X,X,X
OIJSLTZ,O,X,X,X,X,X
OIJSLZT,O,X,X,X,X,X
OIJSZTL,O,O,X,X,X,X
OIJSZLT,O,O,X,X,X,X
OIJZTLS,X,O,X,X,X,X
OIJZTSL,O,O,X,X,X,X
OIJZLTS,X,O,X,X,X,X
OIJZLST,X,O,X,X,X,X
OIJZSTL,O,O,X,X,X,X
OIJZSLT,O,O,X,X,X,X
OISTLJZ,O,X,O,O,X,X
OISTLZJ,X,X,O,O,X,X
OISTJLZ,O,X,O,O,X,X
OISTJZL,O,O,O,X,X,O
OISTZLJ,X,X,O,O,X,O
OISTZJL,X,X,O,X,X,O
OISLTJZ,O,X,X,O,X,X
OISLTZJ,X,X,X,O,X,X
OISLJTZ,O,X,X,X,X,X
OISLJZT,O,X,X,X,O,X
OISLZTJ,X,X,X,X,O,X
OISLZJT,O,X,X,X,O,X
OISJTLZ,O,X,O,X,X,X
OISJTZL,O,O,O,X,X,O
OISJLTZ,O,X,X,X,X,X
OISJLZT,O,X,X,X,O,X
OISJZTL,O,O,X,X,X,X
OISJZLT,O,O,X,X,O,X
OISZTLJ,X,X,X,X,X,O
OISZTJL,X,X,X,X,X,O
OISZLTJ,X,X,X,X,O,X
OISZLJT,O,O,X,X,O,X
OISZJTL,O,O,X,X,X,X
OISZJLT,O,O,X,X,O,X
OIZTLJS,X,O,X,X,X,X
OIZTLSJ,X,X,X,X,X,O
OIZTJLS,X,O,X,X,X,X
OIZTJSL,O,O,X,X,X,X
OIZTSLJ,X,X,X,X,X,O
OIZTSJL,X,X,X,X,X,O
OIZLTJS,X,O,X,X,X,X
OIZLTSJ,X,X,X,X,O,X
OIZLJTS,X,O,X,X,X,X
OIZLJST,X,O,X,X,O,X
OIZLSTJ,X,X,X,X,O,X
OIZLSJT,X,O,X,X,O,X
OIZJTLS,X,O,X,X,X,X
OIZJTSL,O,O,X,X,X,X
OIZJLTS,X,O,X,X,X,X
OIZJLST,X,O,X,X,X,X
OIZJSTL,O,O,X,X,X,X
OIZJSLT,O,O,X,X,X,X
OIZSTLJ,X,X,X,X,X,O
OIZSTJL,X,X,X,X,X,O
OIZSLTJ,X,X,X,X,O,X
OIZSLJT,O,O,X,X,O,X
OIZSJTL,O,O,X,X,X,X
OIZSJLT,O,O,X,X,O,X
OLTIJSZ,O,X,X,O,X,X
OLTIJZS,X,O,X,O,X,X
OLTISJZ,X,X,X,O,X,X
OLTISZJ,X,X,X,O,X,X
OLTIZJS,X,X,X,O,X,X
OLTIZSJ,X,X,X,O,X,X
OLTJISZ,O,X,X,O,X,X
OLTJIZS,X,O,X,O,X,X
OLTJSIZ,O,X,X,O,X,X
OLTJSZI,O,X,X,O,X,X
OLTJZIS,X,O,X,O,X,X
OLTJZSI,X,O,X,O,X,X
OLTSIJZ,X,X,X,O,X,X
OLTSIZJ,X,X,X,O,X,X
OLTSJIZ,X,X,X,O,X,X
OLTSJZI,X,X,X,O,X,X
OLTSZIJ,X,X,X,O,X,X
OLTSZJI,X,X,X,O,X,X
OLTZIJS,X,X,X,O,X,X
OLTZISJ,X,X,X,O,X,X
OLTZJIS,X,X,X,O,X,X
OLTZJSI,X,X,X,O,X,X
OLTZSIJ,X,X,X,O,X,X
OLTZSJI,X,X,X,O,X,X
OLITJSZ,O,X,X,O,X,X
OLITJZS,X,O,X,O,X,X
OLITSJZ,X,X,X,O,X,X
OLITSZJ,X,X,X,O,X,X
OLITZJS,X,X,X,O,X,X
OLITZSJ,X,X,X,O,X,X
OLIJTSZ,O,X,X,X,X,X
OLIJTZS,X,O,X,X,X,X
OLIJSTZ,O,X,X,X,X,X
OLIJSZT,O,X,X,X,X,X
OLIJZTS,X,O,X,X,X,X
OLIJZST,X,O,X,X,X,X
OLISTJZ,O,X,X,O,X,X
OLISTZJ,X,X,X,O,X,X
OLISJTZ,O,X,X,X,X,X
OLISJZT,O,X,X,X,O,X
OLISZTJ,X,X,X,X,O,X
OLISZJT,O,X,X,X,O,X
OLIZTJS,X,O,X,X,X,X
OLIZTSJ,X,X,X,X,O,X
OLIZJTS,X,O,X,X,X,X
OLIZJST,X,O,X,X,O,X
OLIZSTJ,X,X,X,X,O,X
OLIZSJT,X,O,X,X,O,X
OLJTISZ,O,X,X,X,X,X
OLJTIZS,X,O,X,X,X,X
OLJTSIZ,O,X,X,X,X,X
OLJTSZI,O,X,X,X,X,X
OLJTZIS,X,O,X,X,X,X
OLJTZSI,X,O,X,X,X,X
OLJITSZ,O,X,X,X,X,X
OLJITZS,X,O,X,X,X,X
OLJISTZ,O,X,X,X,X,X
OLJISZT,O,X,X,X,X,X
OLJIZTS,X,O,X,X,X,X
OLJIZST,X,O,X,X,X,X
OLJSTIZ,O,X,X,X,X,X
OLJSTZI,O,X,X,X,X,X
OLJSITZ,O,X,X,X,X,X
OLJSIZT,O,X,X,X,X,X
OLJSZTI,O,X,X,X,X,X
OLJSZIT,O,X,X,X,X,X
OLJZTIS,X,O,X,X,X,X
OLJZTSI,X,O,X,X,X,X
OLJZITS,X,O,X,X,X,X
OLJZIST,X,O,X,X,X,X
OLJZSTI,X,O,X,X,X,X
OLJZSIT,X,O,X,X,X,X
OLSTIJZ,O,X,X,O,X,X
OLSTIZJ,X,X,X,O,X,X
OLSTJIZ,O,X,X,O,X,X
OLSTJZI,O,X,X,O,X,X
OLSTZIJ,X,X,X,O,X,X
OLSTZJI,X,X,X,O,X,X
OLSITJZ,O,X,X,O,X,X
OLSITZJ,X,X,X,O,X,X
OLSIJTZ,O,X,X,X,X,X
OLSIJZT,O,X,X,X,O,X
OLSIZTJ,X,X,X,X,O,X
OLSIZJT,O,X,X,X,O,X
OLSJTIZ,O,X,X,X,X,X
OLSJTZI,O,X,X,X,X,X
OLSJITZ,O,X,X,X,X,X
OLSJIZT,O,X,X,X,O,X
OLSJZTI,O,X,X,X,O,X
OLSJZIT,O,X,X,X,O,X
OLSZTIJ,X,X,X,X,O,X
OLSZTJI,X,X,X,X,O,X
OLSZITJ,X,X,X,X,O,X
OLSZIJT,O,X,X,X,O,X
OLSZJTI,O,X,X,X,O,X
OLSZJIT,O,X,X,X,O,X
OLZTIJS,X,O,X,X,X,X
OLZTISJ,X,X,X,X,O,X
OLZTJIS,X,O,X,X,X,X
OLZTJSI,X,O,X,X,X,X
OLZTSIJ,X,X,X,X,O,X
OLZTSJI,X,X,X,X,O,X
OLZITJS,X,O,X,X,X,X
OLZITSJ,X,X,X,X,O,X
OLZIJTS,X,O,X,X,X,X
OLZIJST,X,O,X,X,O,X
OLZISTJ,X,X,X,X,O,X
OLZISJT,X,O,X,X,O,X
OLZJTIS,X,O,X,X,X,X
OLZJTSI,X,O,X,X,X,X
OLZJITS,X,O,X,X,X,X
OLZJIST,X,O,X,X,O,X
OLZJSTI,X,O,X,X,O,X
OLZJSIT,X,O,X,X,O,X
OLZSTIJ,X,X,X,X,O,X
OLZSTJI,X,X,X,X,O,X
OLZSITJ,X,X,X,X,O,X
OLZSIJT,X,O,X,X,O,X
OLZSJTI,X,O,X,X,O,X
OLZSJIT,X,O,X,X,O,X
OJTILSZ,O,X,X,X,X,X
OJTILZS,X,O,X,X,X,X
OJTISLZ,O,X,X,X,X,X
OJTISZL,O,O,X,X,X,X
OJTIZLS,X,O,X,X,X,X
OJTIZSL,O,O,X,X,X,X
OJTLISZ,O,X,X,X,X,X
OJTLIZS,X,O,X,X,X,X
OJTLSIZ,O,X,X,X,X,X
OJTLSZI,O,X,X,X,X,X
OJTLZIS,X,O,X,X,X,X
OJTLZSI,X,O,X,X,X,X
OJTSILZ,O,X,X,X,X,X
OJTSIZL,O,O,X,X,X,X
OJTSLIZ,O,X,X,X,X,X
OJTSLZI,O,X,X,X,X,X
OJTSZIL,O,O,X,X,X,X
OJTSZLI,O,O,X,X,X,X
OJTZILS,X,O,X,X,X,X
OJTZISL,O,O,X,X,X,X
OJTZLIS,X,O,X,X,X,X
OJTZLSI,X,O,X,X,X,X
OJTZSIL,O,O,X,X,X,X
OJTZSLI,O,O,X,X,X,X
OJITLSZ,O,X,X,X,X,X
OJITLZS,X,O,X,X,X,X
OJITSLZ,O,X,X,X,X,X
OJITSZL,O,O,X,X,X,X
OJITZLS,X,O,X,X,X,X
OJITZSL,O,O,X,X,X,X
OJILTSZ,O,X,X,X,X,X
OJILTZS,X,O,X,X,X,X
OJILSTZ,O,X,X,X,X,X
OJILSZT,O,X,X,X,X,X
OJILZTS,X,O,X,X,X,X
OJILZST,X,O,X,X,X,X
OJISTLZ,O,X,X,X,X,X
OJISTZL,O,O,X,X,X,X
OJISLTZ,O,X,X,X,X,X
OJISLZT,O,X,X,X,X,X
OJISZTL,O,O,X,X,X,X
OJISZLT,O,O,X,X,X,X
OJIZTLS,X,O,X,X,X,X
OJIZTSL,O,O,X,X,X,X
OJIZLTS,X,O,X,X,X,X
OJIZLST,X,O,X,X,X,X
OJIZSTL,O,O,X,X,X,X
