sequence,v115@NhA8IeB8AeD8BeE8JeOEJvhFxgBliBcoBzkBCmBXrB,v115@NhA8IeB8AeD8BeE8Je0/IvhF6lBThBxiB2pBFoBXrB,v115@NhA8IeB8AeD8BeE8JeOEJvhFXgB6mBliBcoBRqBzqB,v115@NhA8IeB8AeD8BeE8JeKEJvhFGgBThBxiBUlBFoBXrB,v115@NhA8IeB8AeD8BeE8JeOEJvhF0gBxiBzkBSrBFoBXrB,v115@NhA8IeB8AeD8BeE8JeOEJvhFXhBxiBzkBSrBFoB0qB,v115@NhA8IeB8AeD8BeE8JeKEJvhFflBThBxiBWrBFoB0qB
SIJTLZO,X,O,O,X,X,X,X
SIJTLOZ,X,O,X,X,X,X,X
SIJTZLO,X,O,O,X,X,X,X
SIJTZOL,X,O,O,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,X
SIJTOZL,X,O,X,X,X,X,X
SIJLTZO,O,O,O,X,X,X,X
SIJLTOZ,X,O,X,X,X,X,X
SIJLZTO,O,O,O,O,X,X,X
SIJLZOT,O,O,O,O,X,X,X
SIJLOTZ,X,O,X,X,X,X,X
SIJLOZT,O,O,O,O,X,X,X
SIJZTLO,O,O,O,X,X,X,X
SIJZTOL,O,O,O,X,X,X,X
SIJZLTO,O,O,O,X,X,X,X
SIJZLOT,O,O,O,X,X,X,X
SIJZOTL,O,O,O,X,X,X,X
SIJZOLT,O,O,O,X,X,X,X
SIJOTLZ,X,O,X,X,X,X,X
SIJOTZL,O,O,X,X,X,X,X
SIJOLTZ,O,O,X,X,X,X,X
SIJOLZT,O,O,O,O,X,X,X
SIJOZTL,O,O,O,X,X,X,X
SIJOZLT,O,O,O,X,X,X,X
SIZTLJO,O,X,O,X,X,X,X
SIZTLOJ,O,X,O,X,X,X,X
SIZTJLO,O,X,O,X,X,X,X
SIZTJOL,O,X,O,X,X,X,X
SIZTOLJ,O,X,O,X,X,X,X
SIZTOJL,O,X,O,X,X,X,X
SIZLTJO,O,X,O,O,X,X,X
SIZLTOJ,O,X,O,O,X,X,X
SIZLJTO,O,O,O,O,X,X,X
SIZLJOT,O,O,O,O,X,X,X
SIZLOTJ,O,X,O,O,X,X,X
SIZLOJT,O,O,O,O,X,X,X
SIZJTLO,O,O,O,X,X,X,X
SIZJTOL,O,O,O,X,X,X,X
SIZJLTO,O,O,O,X,X,X,X
SIZJLOT,O,O,O,X,X,X,X
SIZJOTL,O,O,O,X,X,X,X
SIZJOLT,O,O,O,X,X,X,X
SIZOTLJ,O,X,O,X,X,X,X
SIZOTJL,O,X,O,X,X,X,X
SIZOLTJ,O,X,O,O,X,X,X
SIZOLJT,O,O,O,O,X,X,X
SIZOJTL,O,O,O,X,X,X,X
SIZOJLT,O,O,O,X,X,X,X
SIOTLJZ,X,O,X,O,X,X,X
SIOTLZJ,X,O,X,O,X,X,X
SIOTJLZ,X,O,X,O,X,X,X
SIOTJZL,O,O,X,X,X,X,X
SIOTZLJ,O,O,X,O,X,X,X
SIOTZJL,O,O,X,X,X,X,X
SIOLTJZ,O,O,X,O,X,X,X
SIOLTZJ,O,O,X,O,X,X,X
SIOLJTZ,O,O,X,X,X,X,X
SIOLJZT,O,O,O,O,X,X,X
SIOLZTJ,O,X,O,O,X,X,X
SIOLZJT,O,O,O,O,X,X,X
SIOJTLZ,X,O,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X
SIOJLTZ,O,O,X,X,X,X,X
SIOJLZT,O,O,O,O,X,X,X
SIOJZTL,O,O,O,X,X,X,X
SIOJZLT,O,O,O,X,X,X,X
SIOZTLJ,O,X,O,X,X,X,X
SIOZTJL,O,X,O,X,X,X,X
SIOZLTJ,O,X,O,O,X,X,X
SIOZLJT,O,O,O,O,X,X,X
SIOZJTL,O,O,O,X,X,X,X
SIOZJLT,O,O,O,X,X,X,X
SLTIJZO,O,O,X,O,X,X,O
SLTIJOZ,X,O,X,O,X,O,O
SLTIZJO,O,O,X,O,X,X,O
SLTIZOJ,O,O,X,O,O,O,X
SLTIOJZ,O,O,X,O,O,O,O
SLTIOZJ,O,O,X,O,O,O,X
SLTJIZO,O,O,X,O,X,X,O
SLTJIOZ,X,O,X,O,X,O,O
SLTJZIO,O,O,X,O,X,X,O
SLTJZOI,O,O,X,O,X,X,O
SLTJOIZ,X,O,X,O,X,O,O
SLTJOZI,X,O,X,O,X,O,O
SLTZIJO,O,O,X,O,X,X,O
SLTZIOJ,O,O,X,O,O,O,X
SLTZJIO,O,O,X,O,X,X,O
SLTZJOI,O,O,X,O,X,X,O
SLTZOIJ,O,O,X,O,O,O,X
SLTZOJI,O,O,X,O,O,O,X
SLTOIJZ,O,O,X,O,O,O,O
SLTOIZJ,O,O,X,O,O,O,X
SLTOJIZ,O,O,X,O,O,O,O
SLTOJZI,O,O,X,O,O,O,O
SLTOZIJ,O,O,X,O,O,O,X
SLTOZJI,O,O,X,O,O,O,X
SLITJZO,O,O,O,O,X,X,O
SLITJOZ,X,O,X,O,X,O,O
SLITZJO,O,O,O,O,X,X,O
SLITZOJ,O,O,O,O,X,O,X
SLITOJZ,O,O,X,O,X,O,O
SLITOZJ,O,O,X,O,X,O,X
SLIJTZO,O,O,O,X,X,X,O
SLIJTOZ,X,O,X,X,X,X,O
SLIJZTO,O,O,O,O,X,X,X
SLIJZOT,O,O,O,O,X,X,X
SLIJOTZ,O,O,X,X,X,X,O
SLIJOZT,O,O,O,O,X,X,X
SLIZTJO,O,X,O,O,X,X,X
SLIZTOJ,O,X,O,O,X,X,X
SLIZJTO,O,O,O,O,X,X,X
SLIZJOT,O,O,O,O,X,X,X
SLIZOTJ,O,X,O,O,X,X,X
SLIZOJT,O,O,O,O,X,X,X
SLIOTJZ,O,O,X,O,X,O,X
SLIOTZJ,O,O,X,O,X,O,X
SLIOJTZ,O,O,X,X,X,O,X
SLIOJZT,O,O,O,O,X,X,X
SLIOZTJ,O,X,O,O,X,X,X
SLIOZJT,O,O,O,O,X,X,X
SLJTIZO,O,O,X,O,X,X,O
SLJTIOZ,X,O,X,O,X,O,O
SLJTZIO,O,O,X,O,X,X,O
SLJTZOI,O,O,X,O,X,X,O
SLJTOIZ,X,O,X,O,X,O,O
SLJTOZI,X,O,X,O,X,O,O
SLJITZO,O,O,O,X,X,X,O
SLJITOZ,X,O,X,X,X,X,O
SLJIZTO,O,O,O,O,X,X,X
SLJIZOT,O,O,O,O,X,X,X
SLJIOTZ,O,O,X,X,X,X,O
SLJIOZT,O,O,O,O,X,X,X
SLJZTIO,O,O,O,O,X,X,O
SLJZTOI,O,O,X,O,X,X,O
SLJZITO,O,O,O,O,X,X,X
SLJZIOT,O,O,O,O,X,X,X
SLJZOTI,O,O,X,O,X,X,O
SLJZOIT,O,O,X,O,X,X,X
SLJOTIZ,O,O,X,O,X,O,O
SLJOTZI,O,O,X,O,X,O,O
SLJOITZ,O,O,X,X,X,O,O
SLJOIZT,O,O,X,O,X,X,X
SLJOZTI,O,O,X,O,X,O,O
SLJOZIT,O,O,X,O,X,X,X
SLZTIJO,O,O,O,O,X,X,O
SLZTIOJ,O,O,O,O,O,O,X
SLZTJIO,O,O,O,O,X,X,O
SLZTJOI,O,O,X,O,X,X,O
SLZTOIJ,O,O,X,O,O,O,X
SLZTOJI,O,O,X,O,O,O,X
SLZITJO,O,X,O,O,X,X,X
SLZITOJ,O,X,O,O,X,X,X
SLZIJTO,O,O,O,O,X,X,X
SLZIJOT,O,O,O,O,X,X,X
SLZIOTJ,O,X,O,O,X,X,X
SLZIOJT,O,O,O,O,X,X,X
SLZJTIO,O,O,O,O,X,X,O
SLZJTOI,O,O,X,O,X,X,O
SLZJITO,O,O,O,O,X,X,X
SLZJIOT,O,O,O,O,X,X,X
SLZJOTI,O,O,X,O,X,X,O
SLZJOIT,O,O,X,O,X,X,X
SLZOTIJ,O,O,X,O,O,O,X
SLZOTJI,O,O,X,O,O,O,X
SLZOITJ,O,X,X,O,X,X,X
SLZOIJT,O,O,X,O,X,X,X
SLZOJTI,O,O,X,O,O,O,X
SLZOJIT,O,O,X,O,X,X,X
SLOTIJZ,O,O,X,O,O,O,O
SLOTIZJ,O,O,X,O,O,O,X
SLOTJIZ,O,O,X,O,O,O,O
SLOTJZI,O,O,X,O,O,O,O
SLOTZIJ,O,O,X,O,O,O,X
SLOTZJI,O,O,X,O,O,O,X
SLOITJZ,O,O,X,O,X,O,X
SLOITZJ,O,O,X,O,X,O,X
SLOIJTZ,O,O,X,X,X,O,X
SLOIJZT,O,O,X,O,X,X,X
SLOIZTJ,O,X,X,O,X,X,X
SLOIZJT,O,O,X,O,X,X,X
SLOJTIZ,O,O,X,O,O,O,O
SLOJTZI,O,O,X,O,O,O,O
SLOJITZ,O,O,X,X,X,O,O
SLOJIZT,O,O,X,O,X,X,X
SLOJZTI,O,O,X,O,O,O,O
SLOJZIT,O,O,X,O,X,X,X
SLOZTIJ,O,O,X,O,O,O,X
SLOZTJI,O,O,X,O,O,O,X
SLOZITJ,O,X,X,O,X,X,X
SLOZIJT,O,O,X,O,X,X,X
SLOZJTI,O,O,X,O,O,O,X
SLOZJIT,O,O,X,O,X,X,X
SJTILZO,X,O,X,O,X,X,O
SJTILOZ,X,O,X,O,X,X,O
SJTIZLO,X,O,X,X,X,X,X
SJTIZOL,X,O,X,X,X,X,X
SJTIOLZ,X,O,X,O,O,O,O
SJTIOZL,X,O,X,X,O,X,X
SJTLIZO,O,O,X,O,X,X,O
SJTLIOZ,X,O,X,O,X,X,O
SJTLZIO,O,O,X,O,X,X,O
SJTLZOI,O,O,X,O,X,X,O
SJTLOIZ,X,O,X,O,X,X,O
SJTLOZI,X,O,X,O,X,X,O
SJTZILO,O,O,X,X,X,X,X
SJTZIOL,O,O,X,X,X,X,X
SJTZLIO,O,O,X,X,X,X,X
SJTZLOI,O,O,X,X,X,X,X
SJTZOIL,O,O,X,X,X,X,X
SJTZOLI,O,O,X,X,X,X,X
SJTOILZ,X,O,X,O,O,O,O
SJTOIZL,O,O,X,X,O,X,X
SJTOLIZ,O,O,X,O,O,O,O
SJTOLZI,O,O,X,O,O,O,O
SJTOZIL,O,O,X,X,O,X,X
SJTOZLI,O,O,X,X,O,X,X
SJITLZO,X,O,O,X,X,X,X
SJITLOZ,X,O,X,X,X,X,X
SJITZLO,X,O,O,X,X,X,X
SJITZOL,X,O,O,X,X,X,X
SJITOLZ,X,O,X,X,X,X,X
SJITOZL,X,O,X,X,X,X,X
SJILTZO,O,O,O,X,X,X,X
SJILTOZ,X,O,X,X,X,X,X
SJILZTO,O,O,O,O,X,X,X
SJILZOT,O,O,O,O,X,X,X
SJILOTZ,X,O,X,X,X,X,X
SJILOZT,O,O,O,O,X,X,X
SJIZTLO,O,O,O,X,X,X,X
SJIZTOL,O,O,O,X,X,X,X
SJIZLTO,O,O,O,X,X,X,X
SJIZLOT,O,O,O,X,X,X,X
SJIZOTL,O,O,O,X,X,X,X
SJIZOLT,O,O,O,X,X,X,X
SJIOTLZ,X,O,X,X,X,X,X
SJIOTZL,O,O,X,X,X,X,X
SJIOLTZ,O,O,X,X,X,X,X
SJIOLZT,O,O,O,O,X,X,X
SJIOZTL,O,O,O,X,X,X,X
SJIOZLT,O,O,O,X,X,X,X
SJLTIZO,O,O,X,O,X,X,O
SJLTIOZ,X,O,X,O,X,X,O
SJLTZIO,O,O,X,O,X,X,O
SJLTZOI,O,O,X,O,X,X,O
SJLTOIZ,X,O,X,O,X,X,O
SJLTOZI,X,O,X,O,X,X,O
SJLITZO,O,O,O,X,X,X,O
SJLITOZ,X,O,X,X,X,X,O
SJLIZTO,O,O,O,O,X,X,X
SJLIZOT,O,O,O,O,X,X,X
SJLIOTZ,O,O,X,X,X,X,O
SJLIOZT,O,O,O,O,X,X,X
SJLZTIO,O,O,O,O,X,X,O
SJLZTOI,O,O,X,O,X,X,O
SJLZITO,O,O,O,O,X,X,X
SJLZIOT,O,O,O,O,X,X,X
SJLZOTI,O,O,X,O,X,X,O
SJLZOIT,O,O,X,O,X,X,X
SJLOTIZ,O,O,X,O,X,X,O
SJLOTZI,O,O,X,O,X,X,O
SJLOITZ,O,O,X,X,X,X,O
SJLOIZT,O,O,X,O,X,X,X
SJLOZTI,O,O,X,O,X,X,O
SJLOZIT,O,O,X,O,X,X,X
SJZTILO,O,O,O,X,X,X,X
SJZTIOL,O,O,O,X,X,X,X
SJZTLIO,O,O,O,X,X,X,X
SJZTLOI,O,O,X,X,X,X,X
SJZTOIL,O,O,X,X,X,X,X
SJZTOLI,O,O,X,X,X,X,X
SJZITLO,O,O,O,X,X,X,X
SJZITOL,O,O,O,X,X,X,X
SJZILTO,O,O,O,X,X,X,X
SJZILOT,O,O,O,X,X,X,X
SJZIOTL,O,O,O,X,X,X,X
SJZIOLT,O,O,O,X,X,X,X
SJZLTIO,O,O,O,X,X,X,X
SJZLTOI,O,O,X,X,X,X,X
SJZLITO,O,O,O,X,X,X,X
SJZLIOT,O,O,O,X,X,X,X
SJZLOTI,O,O,X,X,X,X,X
SJZLOIT,O,O,X,X,X,X,X
SJZOTIL,O,O,X,X,X,X,X
SJZOTLI,O,O,X,X,X,X,X
SJZOITL,O,O,X,X,X,X,X
SJZOILT,O,O,X,X,X,X,X
SJZOLTI,O,O,X,X,X,X,X
SJZOLIT,O,O,X,X,X,X,X
SJOTILZ,X,O,X,O,O,O,O
SJOTIZL,O,O,X,X,O,X,X
SJOTLIZ,O,O,X,O,O,O,O
SJOTLZI,O,O,X,O,O,O,O
SJOTZIL,O,O,X,X,O,X,X
SJOTZLI,O,O,X,X,O,X,X
SJOITLZ,X,O,X,X,X,X,X
SJOITZL,O,O,X,X,X,X,X
SJOILTZ,O,O,X,X,X,X,X
SJOILZT,O,O,X,O,X,X,X
SJOIZTL,O,O,X,X,X,X,X
SJOIZLT,O,O,X,X,X,X,X
SJOLTIZ,O,O,X,O,O,O,O
SJOLTZI,O,O,X,O,O,O,O
SJOLITZ,O,O,X,X,X,O,O
SJOLIZT,O,O,X,O,X,X,X
SJOLZTI,O,O,X,O,O,O,O
SJOLZIT,O,O,X,O,X,X,X
SJOZTIL,O,O,X,X,O,X,X
SJOZTLI,O,O,X,X,O,X,X
SJOZITL,O,O,X,X,X,X,X
SJOZILT,O,O,X,X,X,X,X
SJOZLTI,O,O,X,X,O,X,X
SJOZLIT,O,O,X,X,X,X,X
SZTILJO,O,O,O,O,X,X,X
SZTILOJ,O,O,O,O,X,X,X
SZTIJLO,O,O,O,X,X,X,X
SZTIJOL,O,O,O,X,X,X,X
SZTIOLJ,O,O,O,O,X,X,X
SZTIOJL,O,O,O,X,X,X,X
SZTLIJO,O,O,O,O,X,X,X
SZTLIOJ,O,O,O,O,X,X,X
SZTLJIO,O,O,O,O,X,X,X
SZTLJOI,O,O,X,O,X,X,X
SZTLOIJ,O,O,X,O,X,X,X
SZTLOJI,O,O,X,O,X,X,X
SZTJILO,O,O,O,X,X,X,X
SZTJIOL,O,O,O,X,X,X,X
SZTJLIO,O,O,O,X,X,X,X
SZTJLOI,O,O,X,X,X,X,X
SZTJOIL,O,O,X,X,X,X,X
SZTJOLI,O,O,X,X,X,X,X
SZTOILJ,O,O,X,O,X,X,X
SZTOIJL,O,O,X,X,X,X,X
SZTOLIJ,O,O,X,O,X,X,X
SZTOLJI,O,O,X,O,X,X,X
SZTOJIL,O,O,X,X,X,X,X
SZTOJLI,O,O,X,X,X,X,X
SZITLJO,O,X,O,X,X,X,X
SZITLOJ,O,X,O,X,X,X,X
SZITJLO,O,X,O,X,X,X,X
SZITJOL,O,X,O,X,X,X,X
SZITOLJ,O,X,O,X,X,X,X
SZITOJL,O,X,O,X,X,X,X
SZILTJO,O,X,O,O,X,X,X
SZILTOJ,O,X,O,O,X,X,X
SZILJTO,O,O,O,O,X,X,X
SZILJOT,O,O,O,O,X,X,X
SZILOTJ,O,X,O,O,X,X,X
SZILOJT,O,O,O,O,X,X,X
SZIJTLO,O,O,O,X,X,X,X
SZIJTOL,O,O,O,X,X,X,X
SZIJLTO,O,O,O,X,X,X,X
SZIJLOT,O,O,O,X,X,X,X
SZIJOTL,O,O,O,X,X,X,X
SZIJOLT,O,O,O,X,X,X,X
SZIOTLJ,O,X,O,X,X,X,X
SZIOTJL,O,X,O,X,X,X,X
SZIOLTJ,O,X,O,O,X,X,X
SZIOLJT,O,O,O,O,X,X,X
SZIOJTL,O,O,O,X,X,X,X
SZIOJLT,O,O,O,X,X,X,X
SZLTIJO,O,O,O,O,X,X,X
SZLTIOJ,O,O,O,O,X,X,X
SZLTJIO,O,O,O,O,X,X,X
SZLTJOI,O,O,X,O,X,X,X
SZLTOIJ,O,O,X,O,X,X,X
SZLTOJI,O,O,X,O,X,X,X
SZLITJO,O,X,O,O,X,X,X
SZLITOJ,O,X,O,O,X,X,X
SZLIJTO,O,O,O,O,X,X,X
SZLIJOT,O,O,O,O,X,X,X
SZLIOTJ,O,X,O,O,X,X,X
SZLIOJT,O,O,O,O,X,X,X
SZLJTIO,O,O,O,O,X,X,X
SZLJTOI,O,O,X,O,X,X,X
SZLJITO,O,O,O,O,X,X,X
SZLJIOT,O,O,O,O,X,X,X
SZLJOTI,O,O,X,O,X,X,X
SZLJOIT,O,O,X,O,X,X,X
SZLOTIJ,O,O,X,O,X,X,X
SZLOTJI,O,O,X,O,X,X,X
SZLOITJ,O,X,X,O,X,X,X
SZLOIJT,O,O,X,O,X,X,X
SZLOJTI,O,O,X,O,X,X,X
SZLOJIT,O,O,X,O,X,X,X
SZJTILO,O,O,O,X,X,X,X
SZJTIOL,O,O,O,X,X,X,X
SZJTLIO,O,O,O,X,X,X,X
SZJTLOI,O,O,X,X,X,X,X
SZJTOIL,O,O,X,X,X,X,X
SZJTOLI,O,O,X,X,X,X,X
SZJITLO,O,O,O,X,X,X,X
SZJITOL,O,O,O,X,X,X,X
SZJILTO,O,O,O,X,X,X,X
SZJILOT,O,O,O,X,X,X,X
SZJIOTL,O,O,O,X,X,X,X
SZJIOLT,O,O,O,X,X,X,X
SZJLTIO,O,O,O,X,X,X,X
SZJLTOI,O,O,X,X,X,X,X
SZJLITO,O,O,O,X,X,X,X
SZJLIOT,O,O,O,X,X,X,X
SZJLOTI,O,O,X,X,X,X,X
SZJLOIT,O,O,X,X,X,X,X
SZJOTIL,O,O,X,X,X,X,X
SZJOTLI,O,O,X,X,X,X,X
SZJOITL,O,O,X,X,X,X,X
SZJOILT,O,O,X,X,X,X,X
SZJOLTI,O,O,X,X,X,X,X
SZJOLIT,O,O,X,X,X,X,X
SZOTILJ,O,O,X,O,X,X,X
SZOTIJL,O,O,X,X,X,X,X
SZOTLIJ,O,O,X,O,X,X,X
SZOTLJI,O,O,X,O,X,X,X
SZOTJIL,O,O,X,X,X,X,X
SZOTJLI,O,O,X,X,X,X,X
SZOITLJ,O,X,X,X,X,X,X
SZOITJL,O,X,X,X,X,X,X
SZOILTJ,O,X,X,O,X,X,X
SZOILJT,O,O,X,O,X,X,X
SZOIJTL,O,O,X,X,X,X,X
SZOIJLT,O,O,X,X,X,X,X
SZOLTIJ,O,O,X,O,X,X,X
SZOLTJI,O,O,X,O,X,X,X
SZOLITJ,O,X,X,O,X,X,X
SZOLIJT,O,O,X,O,X,X,X
SZOLJTI,O,O,X,O,X,X,X
SZOLJIT,O,O,X,O,X,X,X
SZOJTIL,O,O,X,X,X,X,X
SZOJTLI,O,O,X,X,X,X,X
SZOJITL,O,O,X,X,X,X,X
SZOJILT,O,O,X,X,X,X,X
SZOJLTI,O,O,X,X,X,X,X
SZOJLIT,O,O,X,X,X,X,X
SOTILJZ,X,O,X,O,O,O,X
SOTILZJ,X,O,X,O,O,O,X
SOTIJLZ,X,O,X,O,O,O,X
SOTIJZL,O,O,X,X,O,X,X
SOTIZLJ,O,O,X,O,O,X,X
SOTIZJL,O,O,X,X,O,X,X
SOTLIJZ,O,O,X,O,O,O,X
SOTLIZJ,O,O,X,O,O,O,X
SOTLJIZ,O,O,X,O,O,O,X
SOTLJZI,O,O,X,O,O,O,X
SOTLZIJ,O,O,X,O,O,O,X
SOTLZJI,O,O,X,O,O,O,X
SOTJILZ,X,O,X,O,O,O,X
SOTJIZL,O,O,X,X,O,X,X
SOTJLIZ,O,O,X,O,O,O,X
SOTJLZI,O,O,X,O,O,O,X
SOTJZIL,O,O,X,X,O,X,X
SOTJZLI,O,O,X,X,O,X,X
SOTZILJ,O,O,X,O,O,X,X
SOTZIJL,O,O,X,X,O,X,X
SOTZLIJ,O,O,X,O,O,X,X
SOTZLJI,O,O,X,O,O,X,X
SOTZJIL,O,O,X,X,O,X,X
SOTZJLI,O,O,X,X,O,X,X
SOITLJZ,X,O,X,O,X,X,X
SOITLZJ,X,O,X,O,X,X,X
SOITJLZ,X,O,X,O,X,X,X
SOITJZL,O,O,X,X,X,X,X
SOITZLJ,O,O,X,O,X,X,X
SOITZJL,O,O,X,X,X,X,X
SOILTJZ,O,O,X,O,X,X,X
SOILTZJ,O,O,X,O,X,X,X
SOILJTZ,O,O,X,X,X,X,X
SOILJZT,O,O,X,O,X,X,X
SOILZTJ,O,X,X,O,X,X,X
SOILZJT,O,O,X,O,X,X,X
SOIJTLZ,X,O,X,X,X,X,X
SOIJTZL,O,O,X,X,X,X,X
SOIJLTZ,O,O,X,X,X,X,X
SOIJLZT,O,O,X,O,X,X,X
SOIJZTL,O,O,X,X,X,X,X
SOIJZLT,O,O,X,X,X,X,X
SOIZTLJ,O,X,X,X,X,X,X
SOIZTJL,O,X,X,X,X,X,X
SOIZLTJ,O,X,X,O,X,X,X
SOIZLJT,O,O,X,O,X,X,X
SOIZJTL,O,O,X,X,X,X,X
SOIZJLT,O,O,X,X,X,X,X
SOLTIJZ,O,O,X,O,O,O,X
SOLTIZJ,O,O,X,O,O,O,X
SOLTJIZ,O,O,X,O,O,O,X
SOLTJZI,O,O,X,O,O,O,X
SOLTZIJ,O,O,X,O,O,O,X
SOLTZJI,O,O,X,O,O,O,X
SOLITJZ,O,O,X,O,X,O,X
SOLITZJ,O,O,X,O,X,O,X
SOLIJTZ,O,O,X,X,X,O,X
SOLIJZT,O,O,X,O,X,X,X
SOLIZTJ,O,X,X,O,X,X,X
SOLIZJT,O,O,X,O,X,X,X
SOLJTIZ,O,O,X,O,O,O,X
SOLJTZI,O,O,X,O,O,O,X
SOLJITZ,O,O,X,X,X,O,X
SOLJIZT,O,O,X,O,X,X,X
SOLJZTI,O,O,X,O,O,O,X
SOLJZIT,O,O,X,O,X,X,X
SOLZTIJ,O,O,X,O,O,O,X
SOLZTJI,O,O,X,O,O,O,X
SOLZITJ,O,X,X,O,X,X,X
SOLZIJT,O,O,X,O,X,X,X
SOLZJTI,O,O,X,O,O,O,X
SOLZJIT,O,O,X,O,X,X,X
SOJTILZ,X,O,X,O,O,O,X
SOJTIZL,O,O,X,X,O,X,X
SOJTLIZ,O,O,X,O,O,O,X
SOJTLZI,O,O,X,O,O,O,X
SOJTZIL,O,O,X,X,O,X,X
SOJTZLI,O,O,X,X,O,X,X
SOJITLZ,X,O,X,X,X,X,X
SOJITZL,O,O,X,X,X,X,X
SOJILTZ,O,O,X,X,X,X,X
SOJILZT,O,O,X,O,X,X,X
SOJIZTL,O,O,X,X,X,X,X
SOJIZLT,O,O,X,X,X,X,X
SOJLTIZ,O,O,X,O,O,O,X
SOJLTZI,O,O,X,O,O,O,X
SOJLITZ,O,O,X,X,X,O,X
SOJLIZT,O,O,X,O,X,X,X
SOJLZTI,O,O,X,O,O,O,X
SOJLZIT,O,O,X,O,X,X,X
SOJZTIL,O,O,X,X,O,X,X
SOJZTLI,O,O,X,X,O,X,X
SOJZITL,O,O,X,X,X,X,X
SOJZILT,O,O,X,X,X,X,X
SOJZLTI,O,O,X,X,O,X,X
SOJZLIT,O,O,X,X,X,X,X
SOZTILJ,O,O,X,O,O,X,X
SOZTIJL,O,O,X,X,O,X,X
SOZTLIJ,O,O,X,O,O,X,X
SOZTLJI,O,O,X,O,O,X,X
SOZTJIL,O,O,X,X,O,X,X
SOZTJLI,O,O,X,X,O,X,X
SOZITLJ,O,X,X,X,X,X,X
SOZITJL,O,X,X,X,X,X,X
SOZILTJ,O,X,X,O,X,X,X
SOZILJT,O,O,X,O,X,X,X
SOZIJTL,O,O,X,X,X,X,X
SOZIJLT,O,O,X,X,X,X,X
SOZLTIJ,O,O,X,O,O,X,X
SOZLTJI,O,O,X,O,O,X,X
SOZLITJ,O,X,X,O,X,X,X
SOZLIJT,O,O,X,O,X,X,X
SOZLJTI,O,O,X,O,O,X,X
SOZLJIT,O,O,X,O,X,X,X
SOZJTIL,O,O,X,X,O,X,X
SOZJTLI,O,O,X,X,O,X,X
SOZJITL,O,O,X,X,X,X,X
SOZJILT,O,O,X,X,X,X,X
SOZJLTI,O,O,X,X,O,X,X
SOZJLIT,O,O,X,X,X,X,X
ZTILJSO,X,X,O,O,X,X,O
ZTILJOS,X,X,O,O,O,X,O
ZTILSJO,X,X,O,O,X,X,O
ZTILSOJ,X,X,O,O,O,O,X
ZTILOJS,X,X,O,O,O,O,X
ZTILOSJ,X,X,O,O,O,O,X
ZTIJLSO,X,O,O,X,X,X,O
ZTIJLOS,X,O,O,X,X,X,O
ZTIJSLO,O,O,O,X,X,X,X
ZTIJSOL,O,O,O,X,X,X,X
ZTIJOLS,O,O,O,X,O,O,O
ZTIJOSL,O,O,O,X,O,X,X
ZTISLJO,O,O,O,O,X,X,X
ZTISLOJ,O,O,O,O,X,X,X
ZTISJLO,O,O,O,X,X,X,X
ZTISJOL,O,O,O,X,X,X,X
ZTISOLJ,O,O,O,O,X,X,X
ZTISOJL,O,O,O,X,X,X,X
ZTIOLJS,O,X,O,X,O,O,X
ZTIOLSJ,X,X,O,X,O,O,X
ZTIOJLS,O,X,O,X,O,O,X
ZTIOJSL,O,X,O,X,O,X,X
ZTIOSLJ,O,X,O,X,O,X,X
ZTIOSJL,O,X,O,X,O,X,X
ZTLIJSO,X,X,O,O,X,X,O
ZTLIJOS,X,X,O,O,O,X,O
ZTLISJO,X,X,O,O,X,X,O
ZTLISOJ,X,X,O,O,O,O,X
ZTLIOJS,X,X,O,O,O,O,X
ZTLIOSJ,X,X,O,O,O,O,X
ZTLJISO,X,X,O,O,X,X,O
ZTLJIOS,X,X,O,O,O,X,O
ZTLJSIO,O,X,O,O,X,X,O
ZTLJSOI,O,X,X,O,X,X,O
ZTLJOIS,O,X,O,O,O,X,O
ZTLJOSI,O,X,X,O,O,X,O
ZTLSIJO,O,X,O,O,X,X,O
ZTLSIOJ,O,X,O,O,O,O,X
ZTLSJIO,O,X,O,O,X,X,O
ZTLSJOI,O,X,X,O,X,X,O
ZTLSOIJ,O,X,X,O,O,O,X
ZTLSOJI,O,X,X,O,O,O,X
ZTLOIJS,O,X,O,O,O,O,X
ZTLOISJ,X,X,O,O,O,O,X
ZTLOJIS,O,X,O,O,O,O,X
ZTLOJSI,O,X,X,O,O,O,X
ZTLOSIJ,O,X,X,O,O,O,X
ZTLOSJI,O,X,X,O,O,O,X
ZTJILSO,X,O,O,X,X,X,O
ZTJILOS,X,O,O,X,X,X,O
ZTJISLO,O,O,O,X,X,X,X
ZTJISOL,O,O,O,X,X,X,X
ZTJIOLS,O,O,O,X,O,O,O
ZTJIOSL,O,O,O,X,O,X,X
ZTJLISO,X,O,O,X,X,X,O
ZTJLIOS,X,O,O,X,X,X,O
ZTJLSIO,O,O,O,X,X,X,O
ZTJLSOI,O,O,X,X,X,X,O
ZTJLOIS,O,O,O,X,X,X,O
ZTJLOSI,O,O,X,X,X,X,O
ZTJSILO,O,O,O,X,X,X,X
ZTJSIOL,O,O,O,X,X,X,X
ZTJSLIO,O,O,O,X,X,X,X
ZTJSLOI,O,O,X,X,X,X,X
ZTJSOIL,O,O,X,X,X,X,X
