sequence,v115@QhA8AeA8EeC8CeG8JexBJvhFXjBOpByqBzmBcqBlpB,v115@QhA8AeA8EeC8CeG8JeZEJvhFfmBFjBUlBCnBmmBzpB,v115@QhA8AeA8EeC8CeG8JeZEJvhFWmBFjBUlBXnBimBzpB,v115@QhA8AeA8EeC8CeG8JeT/IvhFKlBXjBRmBUmBFnB2uB,v115@QhA8AeA8EeC8CeG8JeZEJvhFUhBOnBXjBFlBSrBzpB,v115@QhA8AeA8EeC8CeG8Jel/IvhFThBOnBXjBKpBxqBcqB,v115@QhA8AeA8EeC8CeG8JeFDJvhFOpBxlBXnBTlBimB0pB,v115@QhA8AeA8EeC8CeG8JecEJvhFFjBxlBXnBTlBimB2uB
JOLIZTS,O,X,X,X,X,O,X,X
JOLIZST,O,X,X,O,X,O,X,X
JOLSTIZ,O,X,X,O,X,X,X,X
JOLSTZI,O,X,X,X,X,X,X,X
JOLSITZ,O,X,X,O,X,O,X,X
JOLSIZT,O,X,X,O,X,O,X,X
JOLSZTI,O,X,X,X,X,X,X,X
JOLSZIT,O,X,X,O,X,X,X,X
JOLZTIS,O,X,X,X,X,X,X,X
JOLZTSI,O,X,X,X,X,X,X,X
JOLZITS,O,X,X,X,X,X,X,X
JOLZIST,O,X,X,O,X,X,X,X
JOLZSTI,O,X,X,X,X,X,X,X
JOLZSIT,O,X,X,O,X,X,X,X
JOSTILZ,O,X,X,X,X,X,O,X
JOSTIZL,X,X,X,X,O,X,O,X
JOSTLIZ,O,X,X,O,X,X,X,X
JOSTLZI,O,X,X,X,X,X,X,X
JOSTZIL,X,X,X,X,O,X,X,X
JOSTZLI,X,X,X,X,X,X,X,X
JOSITLZ,O,X,X,X,X,X,O,X
JOSITZL,X,X,X,X,O,X,O,X
JOSILTZ,O,X,X,O,X,X,X,X
JOSILZT,O,X,X,O,X,X,X,X
JOSIZTL,X,X,X,X,X,X,X,X
JOSIZLT,O,X,X,X,X,X,X,X
JOSLTIZ,O,X,X,O,X,X,X,X
JOSLTZI,O,X,X,X,X,X,X,X
JOSLITZ,O,X,X,O,X,O,X,X
JOSLIZT,O,X,X,O,X,O,X,X
JOSLZTI,O,X,X,X,X,X,X,X
JOSLZIT,O,X,X,O,X,X,X,X
JOSZTIL,X,X,X,X,X,X,X,X
JOSZTLI,X,X,X,X,X,X,X,X
JOSZITL,X,X,X,X,X,X,X,X
JOSZILT,O,X,X,X,X,X,X,X
JOSZLTI,O,X,X,X,X,X,X,X
JOSZLIT,O,X,X,O,X,X,X,X
JOZTILS,X,X,X,X,X,X,X,X
JOZTISL,X,X,X,X,X,X,X,X
JOZTLIS,X,X,X,X,X,X,X,X
JOZTLSI,X,X,X,X,X,X,X,X
JOZTSIL,X,X,X,X,X,X,X,X
JOZTSLI,X,X,X,X,X,X,X,X
JOZITLS,X,X,X,X,X,X,X,X
JOZITSL,X,X,X,X,X,X,X,X
JOZILTS,O,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,X,X
JOZISTL,X,X,X,X,X,X,X,X
JOZISLT,O,X,X,X,X,X,X,X
JOZLTIS,O,X,X,X,X,X,X,X
JOZLTSI,O,X,X,X,X,X,X,X
JOZLITS,O,X,X,X,X,X,X,X
JOZLIST,O,X,X,O,X,X,X,X
JOZLSTI,O,X,X,X,X,X,X,X
JOZLSIT,O,X,X,O,X,X,X,X
JOZSTIL,X,X,X,X,X,X,X,X
JOZSTLI,X,X,X,X,X,X,X,X
JOZSITL,X,X,X,X,X,X,X,X
JOZSILT,O,X,X,X,X,X,X,X
JOZSLTI,O,X,X,X,X,X,X,X
JOZSLIT,O,X,X,O,X,X,X,X
STILJZO,X,O,O,X,O,X,O,X
STILJOZ,X,X,X,X,X,X,O,X
STILZJO,X,O,O,X,O,X,X,O
STILZOJ,X,O,X,X,X,X,X,O
STILOJZ,X,X,X,X,X,X,X,X
STILOZJ,X,O,X,X,X,X,X,X
STIJLZO,X,O,O,X,O,X,O,X
STIJLOZ,X,X,X,X,X,X,O,X
STIJZLO,X,O,O,X,O,X,O,O
STIJZOL,X,X,O,X,O,X,O,O
STIJOLZ,O,X,X,X,X,X,O,X
STIJOZL,X,X,O,X,O,X,O,X
STIZLJO,X,O,O,X,O,X,X,O
STIZLOJ,X,O,X,X,X,X,X,O
STIZJLO,X,O,O,X,O,X,O,O
STIZJOL,X,X,O,X,O,X,O,O
STIZOLJ,X,O,X,X,X,X,X,O
STIZOJL,X,X,O,X,O,X,X,O
STIOLJZ,O,X,X,X,X,X,X,X
STIOLZJ,X,O,X,X,X,X,X,X
STIOJLZ,O,X,X,X,X,X,O,X
STIOJZL,X,X,O,X,O,X,O,X
STIOZLJ,X,O,X,X,X,X,X,O
STIOZJL,X,X,O,X,O,X,X,O
STLIJZO,X,O,O,X,O,O,O,X
STLIJOZ,X,X,X,O,X,O,O,X
STLIZJO,X,O,O,X,O,X,X,O
STLIZOJ,X,O,X,X,X,X,X,O
STLIOJZ,X,X,X,O,X,O,X,X
STLIOZJ,X,O,X,O,X,X,X,X
STLJIZO,X,O,O,X,O,O,O,X
STLJIOZ,X,X,X,O,X,O,O,X
STLJZIO,X,X,X,X,O,X,X,X
STLJZOI,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,O,X,X,X,X
STLJOZI,O,X,X,X,X,X,X,X
STLZIJO,X,O,O,X,O,X,X,O
STLZIOJ,X,O,X,X,X,X,X,O
STLZJIO,X,O,O,X,O,X,X,X
STLZJOI,X,X,X,X,X,X,X,X
STLZOIJ,X,O,X,X,X,X,X,X
STLZOJI,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,O,X,X,X,X
STLOIZJ,X,O,X,O,X,X,X,X
STLOJIZ,O,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,X,X,X,X
STLOZIJ,X,X,X,X,X,X,X,X
STLOZJI,X,X,X,X,X,X,X,X
STJILZO,X,O,O,X,O,X,O,X
STJILOZ,X,X,X,X,X,X,O,X
STJIZLO,X,O,O,X,O,X,O,O
STJIZOL,X,X,O,X,O,X,O,O
STJIOLZ,O,X,X,X,X,X,O,X
STJIOZL,X,X,O,X,O,X,O,X
STJLIZO,X,O,O,X,O,O,O,X
STJLIOZ,X,X,X,O,X,O,O,X
STJLZIO,X,X,X,X,O,X,X,X
STJLZOI,X,X,X,X,X,X,X,X
STJLOIZ,O,X,X,O,X,X,X,X
STJLOZI,O,X,X,X,X,X,X,X
STJZILO,X,X,O,X,O,X,O,O
STJZIOL,X,X,O,X,O,X,O,O
STJZLIO,X,X,O,X,O,X,X,X
STJZLOI,X,X,X,X,X,X,X,X
STJZOIL,X,X,O,X,O,X,X,X
STJZOLI,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,X,X,X,O,X
STJOIZL,X,X,O,X,O,X,O,X
STJOLIZ,O,X,X,O,X,X,X,X
STJOLZI,O,X,X,X,X,X,X,X
STJOZIL,X,X,X,X,O,X,X,X
STJOZLI,X,X,X,X,X,X,X,X
STZILJO,X,O,O,X,O,X,X,O
STZILOJ,X,O,X,X,X,X,X,O
STZIJLO,X,O,O,X,O,X,O,O
STZIJOL,X,X,O,X,O,X,O,O
STZIOLJ,X,O,X,X,X,X,X,O
STZIOJL,X,X,O,X,O,X,X,O
STZLIJO,X,O,O,X,O,X,X,O
STZLIOJ,X,O,X,X,X,X,X,O
STZLJIO,X,O,O,X,O,X,X,X
STZLJOI,X,X,X,X,X,X,X,X
STZLOIJ,X,O,X,X,X,X,X,X
STZLOJI,X,X,X,X,X,X,X,X
STZJILO,X,O,O,X,O,X,O,O
STZJIOL,X,X,O,X,O,X,O,O
STZJLIO,X,O,O,X,O,X,X,X
STZJLOI,X,X,X,X,X,X,X,X
STZJOIL,X,X,O,X,O,X,X,X
STZJOLI,X,X,X,X,X,X,X,X
STZOILJ,X,O,X,X,X,X,X,O
STZOIJL,X,X,O,X,O,X,X,O
STZOLIJ,X,O,X,X,X,X,X,X
STZOLJI,X,X,X,X,X,X,X,X
STZOJIL,X,X,O,X,O,X,X,X
STZOJLI,X,X,X,X,X,X,X,X
STOILJZ,O,X,X,X,X,X,X,X
STOILZJ,X,O,X,X,X,X,X,X
STOIJLZ,O,X,X,X,X,X,O,X
STOIJZL,X,X,O,X,O,X,O,X
STOIZLJ,X,O,X,X,X,X,X,O
STOIZJL,X,X,O,X,O,X,X,O
STOLIJZ,O,X,X,O,X,X,X,X
STOLIZJ,X,O,X,O,X,X,X,X
STOLJIZ,O,X,X,X,X,X,X,X
STOLJZI,O,X,X,X,X,X,X,X
STOLZIJ,X,X,X,X,X,X,X,X
STOLZJI,X,X,X,X,X,X,X,X
STOJILZ,O,X,X,X,X,X,O,X
STOJIZL,X,X,O,X,O,X,O,X
STOJLIZ,O,X,X,O,X,X,X,X
STOJLZI,O,X,X,X,X,X,X,X
STOJZIL,X,X,X,X,O,X,X,X
STOJZLI,X,X,X,X,X,X,X,X
STOZILJ,X,X,X,X,X,X,X,O
STOZIJL,X,X,O,X,O,X,X,O
STOZLIJ,X,X,X,X,X,X,X,X
STOZLJI,X,X,X,X,X,X,X,X
STOZJIL,X,X,O,X,O,X,X,X
STOZJLI,X,X,X,X,X,X,X,X
SITLJZO,X,O,O,X,O,X,O,X
SITLJOZ,X,X,X,X,X,X,O,X
SITLZJO,X,O,O,X,O,X,X,O
SITLZOJ,X,O,X,X,X,X,X,O
SITLOJZ,X,X,X,X,X,X,X,X
SITLOZJ,X,O,X,X,X,X,X,X
SITJLZO,X,O,O,X,O,X,O,X
SITJLOZ,X,X,X,X,X,X,O,X
SITJZLO,X,O,O,X,O,X,O,O
SITJZOL,X,X,O,X,O,X,O,O
SITJOLZ,O,X,X,X,X,X,O,X
SITJOZL,X,X,O,X,O,X,O,X
SITZLJO,X,O,O,X,O,X,X,O
SITZLOJ,X,O,X,X,X,X,X,O
SITZJLO,X,O,O,X,O,X,O,O
SITZJOL,X,X,O,X,O,X,O,O
SITZOLJ,X,O,X,X,X,X,X,O
SITZOJL,X,X,O,X,O,X,X,O
SITOLJZ,O,X,X,X,X,X,X,X
SITOLZJ,X,O,X,X,X,X,X,X
SITOJLZ,O,X,X,X,X,X,O,X
SITOJZL,X,X,O,X,O,X,O,X
SITOZLJ,X,O,X,X,X,X,X,O
SITOZJL,X,X,O,X,O,X,X,O
SILTJZO,X,O,O,X,O,O,O,X
SILTJOZ,X,X,X,O,X,O,O,X
SILTZJO,X,O,O,X,O,X,X,O
SILTZOJ,X,O,X,X,X,X,X,O
SILTOJZ,X,X,X,O,X,O,X,X
SILTOZJ,X,O,X,O,X,X,X,X
SILJTZO,X,O,O,X,O,O,O,X
SILJTOZ,X,X,X,O,X,O,O,X
SILJZTO,X,O,O,X,X,O,X,X
SILJZOT,X,X,X,O,X,O,X,X
SILJOTZ,O,X,X,O,X,O,X,X
SILJOZT,O,X,X,O,X,O,X,X
SILZTJO,X,O,O,X,X,X,X,O
SILZTOJ,X,O,X,X,X,X,X,O
SILZJTO,X,O,O,X,X,O,X,X
SILZJOT,X,X,X,O,X,O,X,X
SILZOTJ,X,O,X,O,X,X,X,X
SILZOJT,X,X,X,O,X,O,X,X
SILOTJZ,O,X,X,O,X,O,X,X
SILOTZJ,X,O,X,O,X,X,X,X
SILOJTZ,O,X,X,O,X,O,X,X
SILOJZT,O,X,X,O,X,O,X,X
SILOZTJ,X,O,X,O,X,X,X,X
SILOZJT,O,X,X,O,X,O,X,X
SIJTLZO,X,O,O,X,O,X,O,X
SIJTLOZ,X,X,X,X,X,X,O,X
SIJTZLO,X,O,O,X,O,X,O,O
SIJTZOL,X,X,O,X,O,X,O,O
SIJTOLZ,O,X,X,X,X,X,O,X
SIJTOZL,X,X,O,X,O,X,O,X
SIJLTZO,X,O,O,X,O,O,O,X
SIJLTOZ,X,X,X,O,X,O,O,X
SIJLZTO,X,O,O,X,X,O,X,X
SIJLZOT,X,X,X,O,X,O,X,X
SIJLOTZ,O,X,X,O,X,O,X,X
SIJLOZT,O,X,X,O,X,O,X,X
SIJZTLO,X,O,O,X,O,X,O,O
SIJZTOL,X,X,O,X,O,X,O,O
SIJZLTO,X,O,O,X,X,X,X,X
SIJZLOT,X,X,X,X,X,X,X,X
SIJZOTL,X,X,O,X,X,X,X,X
SIJZOLT,O,X,X,X,X,X,X,X
SIJOTLZ,O,X,X,X,X,X,O,X
SIJOTZL,X,X,O,X,O,X,O,X
SIJOLTZ,O,X,X,O,X,X,X,X
SIJOLZT,O,X,X,O,X,X,X,X
SIJOZTL,X,X,O,X,X,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X
SIZTLJO,X,O,O,X,O,X,X,O
SIZTLOJ,X,O,X,X,X,X,X,O
SIZTJLO,X,O,O,X,O,X,O,O
SIZTJOL,X,X,O,X,O,X,O,O
SIZTOLJ,X,O,X,X,X,X,X,O
SIZTOJL,X,X,O,X,O,X,X,O
SIZLTJO,X,O,O,X,X,X,X,O
SIZLTOJ,X,O,X,X,X,X,X,O
SIZLJTO,X,O,O,X,X,X,X,X
SIZLJOT,X,X,X,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,X,X
SIZLOJT,X,X,X,X,X,X,X,X
SIZJTLO,X,O,O,X,O,X,O,O
SIZJTOL,X,X,O,X,O,X,O,O
SIZJLTO,X,O,O,X,X,X,X,X
SIZJLOT,X,X,X,X,X,X,X,X
SIZJOTL,X,X,O,X,X,X,X,X
SIZJOLT,O,X,X,X,X,X,X,X
SIZOTLJ,X,O,X,X,X,X,X,O
SIZOTJL,X,X,O,X,X,X,X,O
SIZOLTJ,X,O,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X
SIZOJTL,X,X,O,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X,X
SIOTLJZ,O,X,X,X,X,X,X,X
SIOTLZJ,X,O,X,X,X,X,X,X
SIOTJLZ,O,X,X,X,X,X,O,X
SIOTJZL,X,X,O,X,O,X,O,X
SIOTZLJ,X,O,X,X,X,X,X,O
SIOTZJL,X,X,O,X,O,X,X,O
SIOLTJZ,O,X,X,O,X,X,X,X
SIOLTZJ,X,O,X,O,X,X,X,X
SIOLJTZ,O,X,X,O,X,X,X,X
SIOLJZT,O,X,X,O,X,X,X,X
SIOLZTJ,X,O,X,O,X,X,X,X
SIOLZJT,O,X,X,O,X,X,X,X
SIOJTLZ,O,X,X,X,X,X,O,X
SIOJTZL,X,X,O,X,O,X,O,X
SIOJLTZ,O,X,X,O,X,X,X,X
SIOJLZT,O,X,X,O,X,X,X,X
SIOJZTL,X,X,O,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,X,X,X,X,O
SIOZTJL,X,X,O,X,X,X,X,O
SIOZLTJ,X,O,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X
SIOZJTL,X,X,O,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X,X,X
SLTIJZO,X,O,O,X,O,O,O,X
SLTIJOZ,X,X,X,O,X,O,O,X
SLTIZJO,X,O,O,X,O,X,X,O
SLTIZOJ,X,O,X,X,X,X,X,O
SLTIOJZ,X,X,X,O,X,O,X,X
SLTIOZJ,X,O,X,O,X,X,X,X
SLTJIZO,X,O,O,X,O,O,O,X
SLTJIOZ,X,X,X,O,X,O,O,X
SLTJZIO,X,X,X,X,O,X,X,X
SLTJZOI,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,O,X,X,X,X
SLTJOZI,O,X,X,X,X,X,X,X
SLTZIJO,X,O,O,X,O,X,X,O
SLTZIOJ,X,O,X,X,X,X,X,O
SLTZJIO,X,O,O,X,O,X,X,X
SLTZJOI,X,X,X,X,X,X,X,X
SLTZOIJ,X,O,X,X,X,X,X,X
SLTZOJI,X,X,X,X,X,X,X,X
SLTOIJZ,O,X,X,O,X,X,X,X
SLTOIZJ,X,O,X,O,X,X,X,X
SLTOJIZ,O,X,X,X,X,X,X,X
SLTOJZI,O,X,X,X,X,X,X,X
SLTOZIJ,X,X,X,X,X,X,X,X
SLTOZJI,X,X,X,X,X,X,X,X
SLITJZO,X,O,O,X,O,O,O,X
SLITJOZ,X,X,X,O,X,O,O,X
SLITZJO,X,O,O,X,O,X,X,O
SLITZOJ,X,O,X,X,X,X,X,O
SLITOJZ,X,X,X,O,X,O,X,X
SLITOZJ,X,O,X,O,X,X,X,X
SLIJTZO,X,O,O,X,O,O,O,X
SLIJTOZ,X,X,X,O,X,O,O,X
SLIJZTO,X,O,O,X,X,O,X,X
SLIJZOT,X,X,X,O,X,O,X,X
SLIJOTZ,O,X,X,O,X,O,X,X
SLIJOZT,O,X,X,O,X,O,X,X
SLIZTJO,X,O,O,X,X,X,X,O
SLIZTOJ,X,O,X,X,X,X,X,O
SLIZJTO,X,O,O,X,X,O,X,X
SLIZJOT,X,X,X,O,X,O,X,X
SLIZOTJ,X,O,X,O,X,X,X,X
SLIZOJT,X,X,X,O,X,O,X,X
SLIOTJZ,O,X,X,O,X,O,X,X
SLIOTZJ,X,O,X,O,X,X,X,X
SLIOJTZ,O,X,X,O,X,O,X,X
SLIOJZT,O,X,X,O,X,O,X,X
SLIOZTJ,X,O,X,O,X,X,X,X
SLIOZJT,O,X,X,O,X,O,X,X
SLJTIZO,X,O,O,X,O,O,O,X
SLJTIOZ,X,X,X,O,X,O,O,X
SLJTZIO,X,X,X,X,O,X,X,X
SLJTZOI,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,O,X,X,X,X
SLJTOZI,O,X,X,X,X,X,X,X
SLJITZO,X,O,O,X,O,O,O,X
SLJITOZ,X,X,X,O,X,O,O,X
SLJIZTO,X,O,O,X,X,O,X,X
SLJIZOT,X,X,X,O,X,O,X,X
SLJIOTZ,O,X,X,O,X,O,X,X
SLJIOZT,O,X,X,O,X,O,X,X
SLJZTIO,X,X,X,X,X,X,X,X
SLJZTOI,X,X,X,X,X,X,X,X
SLJZITO,X,X,X,X,X,O,X,X
SLJZIOT,X,X,X,O,X,O,X,X
SLJZOTI,O,X,X,X,X,X,X,X
SLJZOIT,O,X,X,O,X,X,X,X
SLJOTIZ,O,X,X,O,X,X,X,X
SLJOTZI,O,X,X,X,X,X,X,X
SLJOITZ,O,X,X,O,X,O,X,X
SLJOIZT,O,X,X,O,X,O,X,X
SLJOZTI,O,X,X,X,X,X,X,X
SLJOZIT,O,X,X,O,X,X,X,X
SLZTIJO,X,O,O,X,X,X,X,O
SLZTIOJ,X,O,X,X,X,X,X,O
SLZTJIO,X,O,O,X,X,X,X,X
SLZTJOI,X,X,X,X,X,X,X,X
SLZTOIJ,X,O,X,X,X,X,X,X
SLZTOJI,X,X,X,X,X,X,X,X
SLZITJO,X,O,O,X,X,X,X,O
SLZITOJ,X,O,X,X,X,X,X,O
SLZIJTO,X,O,O,X,X,O,X,X
SLZIJOT,X,X,X,O,X,O,X,X
SLZIOTJ,X,O,X,O,X,X,X,X
SLZIOJT,X,X,X,O,X,O,X,X
SLZJTIO,X,O,O,X,X,X,X,X
SLZJTOI,X,X,X,X,X,X,X,X
SLZJITO,X,O,O,X,X,O,X,X
SLZJIOT,X,X,X,O,X,O,X,X
SLZJOTI,O,X,X,X,X,X,X,X
SLZJOIT,O,X,X,O,X,X,X,X
SLZOTIJ,X,O,X,X,X,X,X,X
SLZOTJI,X,X,X,X,X,X,X,X
SLZOITJ,X,O,X,O,X,X,X,X
SLZOIJT,O,X,X,O,X,X,X,X
SLZOJTI,O,X,X,X,X,X,X,X
SLZOJIT,O,X,X,X,X,X,X,X
SLOTIJZ,O,X,X,O,X,X,X,X
SLOTIZJ,X,O,X,O,X,X,X,X
SLOTJIZ,O,X,X,X,X,X,X,X
SLOTJZI,O,X,X,X,X,X,X,X
SLOTZIJ,X,X,X,X,X,X,X,X
SLOTZJI,X,X,X,X,X,X,X,X
SLOITJZ,O,X,X,O,X,O,X,X
SLOITZJ,X,O,X,O,X,X,X,X
SLOIJTZ,O,X,X,O,X,O,X,X
SLOIJZT,O,X,X,O,X,O,X,X
SLOIZTJ,X,O,X,O,X,X,X,X
SLOIZJT,O,X,X,O,X,O,X,X
SLOJTIZ,O,X,X,O,X,X,X,X
SLOJTZI,O,X,X,X,X,X,X,X
SLOJITZ,O,X,X,O,X,O,X,X
SLOJIZT,O,X,X,O,X,O,X,X
SLOJZTI,O,X,X,X,X,X,X,X
SLOJZIT,O,X,X,O,X,X,X,X
SLOZTIJ,X,X,X,X,X,X,X,X
SLOZTJI,X,X,X,X,X,X,X,X
SLOZITJ,X,X,X,O,X,X,X,X
SLOZIJT,O,X,X,O,X,X,X,X
SLOZJTI,O,X,X,X,X,X,X,X
SLOZJIT,O,X,X,X,X,X,X,X
SJTILZO,X,O,O,X,O,X,O,X
SJTILOZ,X,X,X,X,X,X,O,X
SJTIZLO,X,O,O,X,O,X,O,O
SJTIZOL,X,X,O,X,O,X,O,O
SJTIOLZ,O,X,X,X,X,X,O,X
SJTIOZL,X,X,O,X,O,X,O,X
SJTLIZO,X,O,O,X,O,O,O,X
SJTLIOZ,X,X,X,O,X,O,O,X
SJTLZIO,X,X,X,X,O,X,X,X
SJTLZOI,X,X,X,X,X,X,X,X
SJTLOIZ,O,X,X,O,X,X,X,X
SJTLOZI,O,X,X,X,X,X,X,X
SJTZILO,X,X,O,X,O,X,O,O
SJTZIOL,X,X,O,X,O,X,O,O
SJTZLIO,X,X,O,X,O,X,X,X
SJTZLOI,X,X,X,X,X,X,X,X
SJTZOIL,X,X,O,X,O,X,X,X
SJTZOLI,X,X,X,X,X,X,X,X
SJTOILZ,O,X,X,X,X,X,O,X
SJTOIZL,X,X,O,X,O,X,O,X
SJTOLIZ,O,X,X,O,X,X,X,X
SJTOLZI,O,X,X,X,X,X,X,X
SJTOZIL,X,X,X,X,O,X,X,X
SJTOZLI,X,X,X,X,X,X,X,X
SJITLZO,X,O,O,X,O,X,O,X
SJITLOZ,X,X,X,X,X,X,O,X
SJITZLO,X,O,O,X,O,X,O,O
SJITZOL,X,X,O,X,O,X,O,O
SJITOLZ,O,X,X,X,X,X,O,X
SJITOZL,X,X,O,X,O,X,O,X
SJILTZO,X,O,O,X,O,O,O,X
SJILTOZ,X,X,X,O,X,O,O,X
SJILZTO,X,O,O,X,X,O,X,X
SJILZOT,X,X,X,O,X,O,X,X
SJILOTZ,O,X,X,O,X,O,X,X
SJILOZT,O,X,X,O,X,O,X,X
SJIZTLO,X,O,O,X,O,X,O,O
SJIZTOL,X,X,O,X,O,X,O,O
SJIZLTO,X,O,O,X,X,X,X,X
SJIZLOT,X,X,X,X,X,X,X,X
SJIZOTL,X,X,O,X,X,X,X,X
SJIZOLT,O,X,X,X,X,X,X,X
SJIOTLZ,O,X,X,X,X,X,O,X
SJIOTZL,X,X,O,X,O,X,O,X
SJIOLTZ,O,X,X,O,X,X,X,X
SJIOLZT,O,X,X,O,X,X,X,X
SJIOZTL,X,X,O,X,X,X,X,X
SJIOZLT,O,X,X,X,X,X,X,X
SJLTIZO,X,O,O,X,O,O,O,X
SJLTIOZ,X,X,X,O,X,O,O,X
SJLTZIO,X,X,X,X,O,X,X,X
SJLTZOI,X,X,X,X,X,X,X,X
SJLTOIZ,O,X,X,O,X,X,X,X
SJLTOZI,O,X,X,X,X,X,X,X
SJLITZO,X,O,O,X,O,O,O,X
SJLITOZ,X,X,X,O,X,O,O,X
SJLIZTO,X,O,O,X,X,O,X,X
SJLIZOT,X,X,X,O,X,O,X,X
SJLIOTZ,O,X,X,O,X,O,X,X
SJLIOZT,O,X,X,O,X,O,X,X
SJLZTIO,X,X,X,X,X,X,X,X
SJLZTOI,X,X,X,X,X,X,X,X
SJLZITO,X,X,X,X,X,O,X,X
SJLZIOT,X,X,X,O,X,O,X,X
SJLZOTI,O,X,X,X,X,X,X,X
SJLZOIT,O,X,X,O,X,X,X,X
SJLOTIZ,O,X,X,O,X,X,X,X
SJLOTZI,O,X,X,X,X,X,X,X
SJLOITZ,O,X,X,O,X,O,X,X
SJLOIZT,O,X,X,O,X,O,X,X
SJLOZTI,O,X,X,X,X,X,X,X
SJLOZIT,O,X,X,O,X,X,X,X
SJZTILO,X,X,O,X,O,X,O,O
SJZTIOL,X,X,O,X,O,X,O,O
SJZTLIO,X,X,O,X,O,X,X,X
SJZTLOI,X,X,X,X,X,X,X,X
SJZTOIL,X,X,O,X,O,X,X,X
SJZTOLI,X,X,X,X,X,X,X,X
SJZITLO,X,X,O,X,O,X,O,O
SJZITOL,X,X,O,X,O,X,O,O
SJZILTO,X,X,O,X,X,X,X,X
SJZILOT,X,X,X,X,X,X,X,X
SJZIOTL,X,X,O,X,X,X,X,X
SJZIOLT,O,X,X,X,X,X,X,X
SJZLTIO,X,X,O,X,X,X,X,X
SJZLTOI,X,X,X,X,X,X,X,X
SJZLITO,X,X,O,X,X,O,X,X
SJZLIOT,X,X,X,O,X,O,X,X
SJZLOTI,O,X,X,X,X,X,X,X
SJZLOIT,O,X,X,O,X,X,X,X
SJZOTIL,X,X,O,X,X,X,X,X
SJZOTLI,X,X,X,X,X,X,X,X
SJZOITL,X,X,O,X,X,X,X,X
SJZOILT,O,X,X,X,X,X,X,X
SJZOLTI,O,X,X,X,X,X,X,X
SJZOLIT,O,X,X,O,X,X,X,X
SJOTILZ,O,X,X,X,X,X,O,X
SJOTIZL,X,X,O,X,O,X,O,X
SJOTLIZ,O,X,X,O,X,X,X,X
SJOTLZI,O,X,X,X,X,X,X,X
SJOTZIL,X,X,X,X,O,X,X,X
SJOTZLI,X,X,X,X,X,X,X,X
SJOITLZ,O,X,X,X,X,X,O,X
SJOITZL,X,X,O,X,O,X,O,X
SJOILTZ,O,X,X,O,X,X,X,X
SJOILZT,O,X,X,O,X,X,X,X
SJOIZTL,X,X,O,X,X,X,X,X
SJOIZLT,O,X,X,X,X,X,X,X
SJOLTIZ,O,X,X,O,X,X,X,X
SJOLTZI,O,X,X,X,X,X,X,X
SJOLITZ,O,X,X,O,X,O,X,X
SJOLIZT,O,X,X,O,X,O,X,X
SJOLZTI,O,X,X,X,X,X,X,X
SJOLZIT,O,X,X,O,X,X,X,X
SJOZTIL,X,X,X,X,X,X,X,X
SJOZTLI,X,X,X,X,X,X,X,X
SJOZITL,X,X,X,X,X,X,X,X
SJOZILT,O,X,X,X,X,X,X,X
SJOZLTI,O,X,X,X,X,X,X,X
SJOZLIT,O,X,X,O,X,X,X,X
SZTILJO,X,O,O,X,O,X,X,O
SZTILOJ,X,O,X,X,X,X,X,O
SZTIJLO,X,O,O,X,O,X,O,O
SZTIJOL,X,X,O,X,O,X,O,O
SZTIOLJ,X,O,X,X,X,X,X,O
SZTIOJL,X,X,O,X,O,X,X,O
SZTLIJO,X,O,O,X,O,X,X,O
SZTLIOJ,X,O,X,X,X,X,X,O
SZTLJIO,X,O,O,X,O,X,X,X
SZTLJOI,X,X,X,X,X,X,X,X
SZTLOIJ,X,O,X,X,X,X,X,X
SZTLOJI,X,X,X,X,X,X,X,X
SZTJILO,X,O,O,X,O,X,O,O
SZTJIOL,X,X,O,X,O,X,O,O
SZTJLIO,X,O,O,X,O,X,X,X
SZTJLOI,X,X,X,X,X,X,X,X
SZTJOIL,X,X,O,X,O,X,X,X
SZTJOLI,X,X,X,X,X,X,X,X
SZTOILJ,X,O,X,X,X,X,X,O
SZTOIJL,X,X,O,X,O,X,X,O
SZTOLIJ,X,O,X,X,X,X,X,X
SZTOLJI,X,X,X,X,X,X,X,X
SZTOJIL,X,X,O,X,O,X,X,X
SZTOJLI,X,X,X,X,X,X,X,X
SZITLJO,X,O,O,X,O,X,X,O
SZITLOJ,X,O,X,X,X,X,X,O
SZITJLO,X,O,O,X,O,X,O,O
SZITJOL,X,X,O,X,O,X,O,O
SZITOLJ,X,O,X,X,X,X,X,O
