sequence,v115@9gA8IeA8GeA8AeB8FeE8EeB8Jez/IvhFRhBGjBfsB6?sBlqBUrB,v115@9gA8IeA8GeA8AeB8FeE8EeB8Jez/IvhFChB/nBGjB0?mBlqBxwB,v115@9gA8IeA8GeA8AeB8FeE8EeB8Jez/IvhFRhBGjBFmBX?nB0qBSxB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JeRAJvhFUiBGjBFlBX?mBSwBTsB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JeCAJvhFlhBGjB/qBU?mBTnBxwB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JefFJvhFlgBzhBGjB8?qBSsBxwB,v115@9gA8IeA8GeA8AeB8FeE8EeB8JeCAJvhF/nBGjBxlBl?qBUsBTrB
LSITJOZ,O,X,O,O,O,O,X
LSITZJO,O,X,O,O,O,O,X
LSITZOJ,O,X,O,O,O,O,X
LSITOJZ,O,X,O,O,O,O,X
LSITOZJ,O,X,O,O,O,O,X
LSIJTZO,O,X,O,O,O,O,X
LSIJTOZ,O,X,O,O,O,O,X
LSIJZTO,O,X,O,O,O,O,X
LSIJZOT,O,X,O,O,O,O,X
LSIJOTZ,O,X,O,O,O,O,X
LSIJOZT,O,X,O,O,O,O,X
LSIZTJO,O,X,O,O,O,O,X
LSIZTOJ,O,X,O,O,O,O,X
LSIZJTO,O,X,O,O,O,O,X
LSIZJOT,O,X,O,O,O,O,X
LSIZOTJ,X,X,O,O,O,O,X
LSIZOJT,O,X,O,O,O,O,X
LSIOTJZ,O,X,O,O,O,O,X
LSIOTZJ,O,X,O,O,O,O,X
LSIOJTZ,O,X,O,O,O,O,X
LSIOJZT,O,X,O,O,O,O,X
LSIOZTJ,X,X,O,O,O,O,X
LSIOZJT,O,X,O,O,O,O,X
LSJTIZO,O,X,O,O,O,X,X
LSJTIOZ,O,X,O,O,O,X,X
LSJTZIO,O,X,O,O,O,X,X
LSJTZOI,O,X,O,O,O,X,X
LSJTOIZ,O,X,O,O,X,X,X
LSJTOZI,O,X,O,O,X,X,X
LSJITZO,O,X,O,O,O,O,X
LSJITOZ,O,X,O,O,O,O,X
LSJIZTO,O,X,O,O,O,O,X
LSJIZOT,O,X,O,O,O,O,X
LSJIOTZ,O,X,O,O,O,O,X
LSJIOZT,O,X,O,O,O,O,X
LSJZTIO,O,X,O,O,O,X,X
LSJZTOI,O,X,O,O,O,X,X
LSJZITO,O,X,O,O,O,X,X
LSJZIOT,O,X,O,O,O,X,X
LSJZOTI,O,X,O,O,O,X,X
LSJZOIT,O,X,O,O,X,X,X
LSJOTIZ,O,X,O,O,X,X,X
LSJOTZI,O,X,O,O,X,X,X
LSJOITZ,O,X,O,O,O,X,X
LSJOIZT,O,X,O,O,O,X,X
LSJOZTI,O,X,O,O,O,X,X
LSJOZIT,O,X,O,O,X,X,X
LSZTIJO,O,X,O,O,O,O,O
LSZTIOJ,O,X,O,O,O,O,O
LSZTJIO,O,X,O,O,O,X,O
LSZTJOI,O,X,O,O,O,X,O
LSZTOIJ,O,X,O,O,O,X,O
LSZTOJI,O,X,O,O,O,X,O
LSZITJO,O,X,O,O,O,O,O
LSZITOJ,O,X,O,O,O,O,O
LSZIJTO,O,X,O,O,O,O,O
LSZIJOT,O,X,O,O,O,O,X
LSZIOTJ,X,X,O,O,O,O,X
LSZIOJT,O,X,O,O,O,O,X
LSZJTIO,O,X,O,O,O,X,O
LSZJTOI,O,X,O,O,O,X,O
LSZJITO,O,X,O,O,O,X,O
LSZJIOT,O,X,O,O,O,X,X
LSZJOTI,O,X,O,O,O,X,O
LSZJOIT,O,X,O,O,X,X,X
LSZOTIJ,O,X,O,O,O,X,O
LSZOTJI,O,X,O,O,O,X,O
LSZOITJ,X,X,O,O,O,X,X
LSZOIJT,O,X,O,O,O,X,X
LSZOJTI,O,X,O,O,O,X,O
LSZOJIT,O,X,O,O,X,X,X
LSOTIJZ,O,X,O,O,X,X,X
LSOTIZJ,O,X,O,O,X,X,X
LSOTJIZ,O,X,O,O,X,X,X
LSOTJZI,O,X,O,O,X,X,X
LSOTZIJ,O,X,O,O,X,X,X
LSOTZJI,O,X,O,O,X,X,X
LSOITJZ,O,X,O,O,O,X,X
LSOITZJ,O,X,O,O,O,X,X
LSOIJTZ,O,X,O,O,O,X,X
LSOIJZT,O,X,O,O,O,X,X
LSOIZTJ,X,X,O,O,O,X,X
LSOIZJT,O,X,O,O,O,X,X
LSOJTIZ,O,X,O,O,X,X,X
LSOJTZI,O,X,O,O,X,X,X
LSOJITZ,O,X,O,O,O,X,X
LSOJIZT,O,X,O,O,O,X,X
LSOJZTI,O,X,O,O,O,X,X
LSOJZIT,O,X,O,O,X,X,X
LSOZTIJ,O,X,O,O,O,X,X
LSOZTJI,O,X,O,O,O,X,X
LSOZITJ,X,X,O,O,O,X,X
LSOZIJT,O,X,O,O,O,X,X
LSOZJTI,O,X,O,O,O,X,X
LSOZJIT,O,X,O,O,X,X,X
LZTIJSO,X,X,O,X,X,X,O
LZTIJOS,O,X,O,X,X,X,X
LZTISJO,X,X,O,X,X,X,O
LZTISOJ,X,X,O,X,X,X,O
LZTIOJS,O,X,O,O,X,X,X
LZTIOSJ,X,X,O,O,X,X,O
LZTJISO,X,X,O,X,X,X,O
LZTJIOS,O,X,O,X,X,X,X
LZTJSIO,O,X,O,O,X,X,O
LZTJSOI,O,X,O,O,X,X,O
LZTJOIS,O,X,O,X,X,X,X
LZTJOSI,O,X,O,X,X,X,X
LZTSIJO,O,X,O,O,X,X,O
LZTSIOJ,O,X,O,O,X,X,O
LZTSJIO,O,X,O,O,X,X,O
LZTSJOI,O,X,O,O,X,X,O
LZTSOIJ,O,X,O,O,X,X,O
LZTSOJI,O,X,O,O,X,X,O
LZTOIJS,O,X,O,O,X,X,X
LZTOISJ,X,X,O,O,X,X,O
LZTOJIS,O,X,O,O,X,X,X
LZTOJSI,O,X,O,O,X,X,X
LZTOSIJ,O,X,O,O,X,X,O
LZTOSJI,O,X,O,O,X,X,O
LZITJSO,X,X,O,X,X,O,O
LZITJOS,O,X,O,X,X,O,X
LZITSJO,X,X,O,X,X,O,O
LZITSOJ,X,X,O,X,X,O,O
LZITOJS,O,X,O,X,X,O,X
LZITOSJ,X,X,O,X,X,O,O
LZIJTSO,X,X,O,X,X,O,X
LZIJTOS,O,X,O,X,X,O,X
LZIJSTO,O,X,O,X,O,O,X
LZIJSOT,O,X,O,X,O,O,X
LZIJOTS,O,X,O,X,O,O,X
LZIJOST,O,X,O,X,O,O,X
LZISTJO,O,X,O,X,O,O,O
LZISTOJ,O,X,O,X,O,O,O
LZISJTO,O,X,O,X,O,O,O
LZISJOT,O,X,O,X,O,O,X
LZISOTJ,X,X,O,X,O,O,X
LZISOJT,O,X,O,X,O,O,X
LZIOTJS,X,X,O,X,O,O,X
LZIOTSJ,X,X,O,X,X,O,X
LZIOJTS,O,X,O,X,O,O,X
LZIOJST,O,X,O,X,O,O,X
LZIOSTJ,X,X,O,X,O,O,X
LZIOSJT,X,X,O,X,O,O,X
LZJTISO,X,X,O,X,X,X,O
LZJTIOS,O,X,O,X,X,X,X
LZJTSIO,O,X,O,O,X,X,O
LZJTSOI,O,X,O,O,X,X,O
LZJTOIS,O,X,O,X,X,X,X
LZJTOSI,O,X,O,X,X,X,X
LZJITSO,X,X,O,X,X,X,X
LZJITOS,O,X,O,X,X,X,X
LZJISTO,O,X,O,X,O,X,X
LZJISOT,O,X,O,X,O,X,X
LZJIOTS,O,X,O,X,O,X,X
LZJIOST,O,X,O,X,O,X,X
LZJSTIO,O,X,O,O,O,X,O
LZJSTOI,O,X,O,O,O,X,O
LZJSITO,O,X,O,O,O,X,O
LZJSIOT,O,X,O,O,O,X,X
LZJSOTI,O,X,O,O,O,X,O
LZJSOIT,O,X,O,O,X,X,X
LZJOTIS,O,X,O,X,X,X,X
LZJOTSI,O,X,O,X,X,X,X
LZJOITS,O,X,O,X,X,X,X
LZJOIST,O,X,O,X,X,X,X
LZJOSTI,O,X,O,X,X,X,X
LZJOSIT,O,X,O,X,X,X,X
LZSTIJO,O,X,O,O,O,O,O
LZSTIOJ,O,X,O,O,O,O,O
LZSTJIO,O,X,O,O,O,X,O
LZSTJOI,O,X,O,O,O,X,O
LZSTOIJ,O,X,O,O,O,X,O
LZSTOJI,O,X,O,O,O,X,O
LZSITJO,O,X,O,O,O,O,O
LZSITOJ,O,X,O,O,O,O,O
LZSIJTO,O,X,O,O,O,O,O
LZSIJOT,O,X,O,O,O,O,X
LZSIOTJ,X,X,O,O,O,O,X
LZSIOJT,O,X,O,O,O,O,X
LZSJTIO,O,X,O,O,O,X,O
LZSJTOI,O,X,O,O,O,X,O
LZSJITO,O,X,O,O,O,X,O
LZSJIOT,O,X,O,O,O,X,X
LZSJOTI,O,X,O,O,O,X,O
LZSJOIT,O,X,O,O,X,X,X
LZSOTIJ,O,X,O,O,O,X,O
LZSOTJI,O,X,O,O,O,X,O
LZSOITJ,X,X,O,O,O,X,X
LZSOIJT,O,X,O,O,O,X,X
LZSOJTI,O,X,O,O,O,X,O
LZSOJIT,O,X,O,O,X,X,X
LZOTIJS,O,X,O,O,X,X,X
LZOTISJ,X,X,O,O,X,X,O
LZOTJIS,O,X,O,O,X,X,X
LZOTJSI,O,X,O,O,X,X,X
LZOTSIJ,O,X,O,O,X,X,O
LZOTSJI,O,X,O,O,X,X,O
LZOITJS,X,X,O,O,X,X,X
LZOITSJ,X,X,O,O,X,X,X
LZOIJTS,O,X,O,O,X,X,X
LZOIJST,O,X,O,O,X,X,X
LZOISTJ,X,X,O,O,X,X,X
LZOISJT,X,X,O,O,X,X,X
LZOJTIS,O,X,O,O,X,X,X
LZOJTSI,O,X,O,O,X,X,X
LZOJITS,O,X,O,O,X,X,X
LZOJIST,O,X,O,O,X,X,X
LZOJSTI,O,X,O,O,X,X,X
LZOJSIT,O,X,O,O,X,X,X
LZOSTIJ,O,X,O,O,X,X,O
LZOSTJI,O,X,O,O,X,X,O
LZOSITJ,X,X,O,O,X,X,X
LZOSIJT,O,X,O,O,X,X,X
LZOSJTI,O,X,O,O,X,X,O
LZOSJIT,O,X,O,O,X,X,X
LOTIJSZ,O,O,X,O,X,X,X
LOTIJZS,O,O,X,O,X,X,X
LOTISJZ,O,O,X,O,X,X,X
LOTISZJ,O,O,X,O,X,X,X
LOTIZJS,O,O,X,O,X,X,X
LOTIZSJ,X,O,X,O,X,X,O
LOTJISZ,O,O,X,O,X,X,X
LOTJIZS,O,O,X,O,X,X,X
LOTJSIZ,O,X,O,O,X,X,X
LOTJSZI,O,X,O,O,X,X,X
LOTJZIS,O,O,O,O,X,X,X
LOTJZSI,O,O,O,O,X,X,X
LOTSIJZ,O,O,O,O,X,X,X
LOTSIZJ,O,O,O,O,X,X,X
LOTSJIZ,O,X,O,O,X,X,X
LOTSJZI,O,X,O,O,X,X,X
LOTSZIJ,O,O,O,O,X,X,X
LOTSZJI,O,O,O,O,X,X,X
LOTZIJS,O,O,O,O,X,X,X
LOTZISJ,X,O,O,O,X,X,O
LOTZJIS,O,O,O,O,X,X,X
LOTZJSI,O,O,O,O,X,X,X
LOTZSIJ,O,O,O,O,X,X,O
LOTZSJI,O,O,O,O,X,X,O
LOITJSZ,O,O,X,O,O,X,X
LOITJZS,O,O,X,O,O,X,X
LOITSJZ,O,O,X,O,O,X,X
LOITSZJ,O,O,X,O,O,X,X
LOITZJS,O,O,X,O,O,X,X
LOITZSJ,X,O,X,O,X,X,X
LOIJTSZ,O,O,X,O,O,X,X
LOIJTZS,O,X,X,O,O,X,X
LOIJSTZ,O,O,O,O,O,X,X
LOIJSZT,O,O,O,O,O,X,X
LOIJZTS,O,X,O,O,O,X,X
LOIJZST,O,X,O,O,O,X,X
LOISTJZ,O,O,O,O,O,X,X
LOISTZJ,O,O,O,O,O,X,X
LOISJTZ,O,O,O,O,O,X,X
LOISJZT,O,O,O,O,O,X,X
LOISZTJ,X,O,O,O,O,X,X
LOISZJT,O,O,O,O,O,X,X
LOIZTJS,X,X,O,O,O,X,X
LOIZTSJ,X,O,O,O,X,X,X
LOIZJTS,O,X,O,O,O,X,X
LOIZJST,O,O,O,O,O,X,X
LOIZSTJ,X,O,O,O,O,X,X
LOIZSJT,X,O,O,O,O,X,X
LOJTISZ,O,X,X,O,X,X,X
LOJTIZS,O,X,X,O,X,X,X
LOJTSIZ,O,X,O,O,X,X,X
LOJTSZI,O,X,O,O,X,X,X
LOJTZIS,O,X,O,O,X,X,X
LOJTZSI,O,X,O,O,X,X,X
LOJITSZ,O,O,X,O,O,X,X
LOJITZS,O,X,X,O,O,X,X
LOJISTZ,O,O,O,O,O,X,X
LOJISZT,O,O,O,O,O,X,X
LOJIZTS,O,X,O,O,O,X,X
LOJIZST,O,X,O,O,O,X,X
LOJSTIZ,O,X,O,O,X,X,X
LOJSTZI,O,X,O,O,X,X,X
LOJSITZ,O,X,O,O,O,X,X
LOJSIZT,O,X,O,O,O,X,X
LOJSZTI,O,X,O,O,O,X,X
LOJSZIT,O,X,O,O,X,X,X
LOJZTIS,O,X,O,O,X,X,X
LOJZTSI,O,X,O,O,X,X,X
LOJZITS,O,X,O,O,X,X,X
LOJZIST,O,X,O,O,X,X,X
LOJZSTI,O,X,O,O,X,X,X
LOJZSIT,O,X,O,O,X,X,X
LOSTIJZ,O,X,O,O,X,X,X
LOSTIZJ,O,X,O,O,X,X,X
LOSTJIZ,O,X,O,O,X,X,X
LOSTJZI,O,X,O,O,X,X,X
LOSTZIJ,O,X,O,O,X,X,X
LOSTZJI,O,X,O,O,X,X,X
LOSITJZ,O,X,O,O,O,X,X
LOSITZJ,O,X,O,O,O,X,X
LOSIJTZ,O,X,O,O,O,X,X
LOSIJZT,O,X,O,O,O,X,X
LOSIZTJ,X,X,O,O,O,X,X
LOSIZJT,O,X,O,O,O,X,X
LOSJTIZ,O,X,O,O,X,X,X
LOSJTZI,O,X,O,O,X,X,X
LOSJITZ,O,X,O,O,O,X,X
LOSJIZT,O,X,O,O,O,X,X
LOSJZTI,O,X,O,O,O,X,X
LOSJZIT,O,X,O,O,X,X,X
LOSZTIJ,O,X,O,O,O,X,X
LOSZTJI,O,X,O,O,O,X,X
LOSZITJ,X,X,O,O,O,X,X
LOSZIJT,O,X,O,O,O,X,X
LOSZJTI,O,X,O,O,O,X,X
LOSZJIT,O,X,O,O,X,X,X
LOZTIJS,O,X,O,O,X,X,X
LOZTISJ,X,X,O,O,X,X,O
LOZTJIS,O,X,O,O,X,X,X
LOZTJSI,O,X,O,O,X,X,X
LOZTSIJ,O,X,O,O,X,X,O
LOZTSJI,O,X,O,O,X,X,O
LOZITJS,X,X,O,O,X,X,X
LOZITSJ,X,X,O,O,X,X,X
LOZIJTS,O,X,O,O,X,X,X
LOZIJST,O,X,O,O,X,X,X
LOZISTJ,X,X,O,O,X,X,X
LOZISJT,X,X,O,O,X,X,X
LOZJTIS,O,X,O,O,X,X,X
LOZJTSI,O,X,O,O,X,X,X
LOZJITS,O,X,O,O,X,X,X
LOZJIST,O,X,O,O,X,X,X
LOZJSTI,O,X,O,O,X,X,X
LOZJSIT,O,X,O,O,X,X,X
LOZSTIJ,O,X,O,O,X,X,O
LOZSTJI,O,X,O,O,X,X,O
LOZSITJ,X,X,O,O,X,X,X
LOZSIJT,O,X,O,O,X,X,X
LOZSJTI,O,X,O,O,X,X,O
LOZSJIT,O,X,O,O,X,X,X
JTILSZO,O,O,X,O,O,O,X
JTILSOZ,O,O,X,O,O,O,X
JTILZSO,X,O,X,X,X,O,O
JTILZOS,O,O,X,X,X,O,X
JTILOSZ,O,O,X,O,O,O,X
JTILOZS,O,O,X,O,O,O,X
JTISLZO,X,O,X,X,O,O,X
JTISLOZ,O,O,X,X,O,O,X
JTISZLO,X,O,X,X,O,O,X
JTISZOL,O,O,X,X,O,O,X
JTISOLZ,O,O,X,X,O,X,X
JTISOZL,O,O,X,O,O,X,X
JTIZLSO,X,O,X,X,O,O,O
JTIZLOS,X,O,X,X,X,O,X
JTIZSLO,X,O,X,X,O,O,O
JTIZSOL,X,O,X,X,O,O,O
JTIZOLS,X,O,X,O,X,X,X
JTIZOSL,X,O,X,O,O,X,X
JTIOLSZ,O,O,X,O,O,X,X
JTIOLZS,O,O,X,O,O,X,X
JTIOSLZ,O,O,X,X,O,X,X
JTIOSZL,O,O,X,O,O,X,X
JTIOZLS,X,O,X,O,O,X,X
JTIOZSL,X,O,X,O,O,X,X
JTLISZO,O,O,X,O,O,X,X
JTLISOZ,O,O,X,O,O,X,X
JTLIZSO,X,O,X,X,X,X,O
JTLIZOS,O,O,X,X,X,X,X
JTLIOSZ,O,O,X,O,O,X,X
JTLIOZS,O,O,X,O,O,X,X
JTLSIZO,O,X,O,O,O,X,X
JTLSIOZ,O,X,O,O,O,X,X
JTLSZIO,O,X,O,O,O,X,X
JTLSZOI,O,X,O,O,O,X,X
JTLSOIZ,O,X,O,O,X,X,X
JTLSOZI,O,X,O,O,X,X,X
JTLZISO,X,O,O,X,X,X,O
JTLZIOS,O,O,O,X,X,X,X
JTLZSIO,O,O,O,O,X,X,O
JTLZSOI,O,O,O,O,X,X,O
JTLZOIS,O,O,O,X,X,X,X
JTLZOSI,O,O,O,X,X,X,X
JTLOISZ,O,O,X,O,X,X,X
JTLOIZS,O,O,X,O,X,X,X
JTLOSIZ,O,X,O,O,X,X,X
JTLOSZI,O,X,O,O,X,X,X
JTLOZIS,O,O,O,O,X,X,X
JTLOZSI,O,O,O,O,X,X,X
JTSILZO,X,X,X,X,O,O,X
JTSILOZ,O,X,X,X,O,O,X
JTSIZLO,X,X,X,X,O,O,X
JTSIZOL,O,X,X,X,O,O,X
JTSIOLZ,O,X,X,X,O,X,X
JTSIOZL,O,X,X,O,O,X,X
JTSLIZO,O,X,X,O,O,X,X
JTSLIOZ,O,X,X,O,O,X,X
JTSLZIO,O,X,X,O,O,X,X
JTSLZOI,O,X,X,O,O,X,X
JTSLOIZ,O,X,X,O,X,X,X
JTSLOZI,O,X,X,O,X,X,X
JTSZILO,X,X,X,X,O,X,X
JTSZIOL,O,X,X,X,X,X,X
JTSZLIO,X,X,X,X,O,X,X
JTSZLOI,X,X,X,X,O,X,X
JTSZOIL,O,X,X,X,X,X,X
JTSZOLI,X,X,X,X,O,X,X
JTSOILZ,O,X,X,X,X,X,X
JTSOIZL,O,X,X,O,X,X,X
JTSOLIZ,O,X,X,O,X,X,X
JTSOLZI,O,X,X,O,X,X,X
JTSOZIL,O,X,X,O,X,X,X
JTSOZLI,X,X,X,O,X,X,X
JTZILSO,X,O,O,X,X,X,O
JTZILOS,X,O,O,X,X,X,X
JTZISLO,X,O,X,X,X,X,O
JTZISOL,X,O,O,X,X,X,O
JTZIOLS,X,O,O,O,X,X,X
JTZIOSL,X,O,O,O,X,X,X
JTZLISO,X,O,O,X,X,X,O
JTZLIOS,O,O,O,X,X,X,X
JTZLSIO,O,O,O,O,X,X,O
JTZLSOI,O,O,O,O,X,X,O
JTZLOIS,O,O,O,X,X,X,X
JTZLOSI,O,O,O,X,X,X,X
JTZSILO,X,O,X,X,X,X,O
JTZSIOL,O,O,O,X,X,X,O
JTZSLIO,X,O,O,X,X,X,O
JTZSLOI,X,O,O,X,X,X,O
JTZSOIL,O,O,O,X,X,X,O
JTZSOLI,X,O,O,X,X,X,O
JTZOILS,X,O,O,O,X,X,X
JTZOISL,X,O,O,O,X,X,X
JTZOLIS,O,O,O,O,X,X,X
JTZOLSI,O,O,O,O,X,X,X
JTZOSIL,O,O,O,O,X,X,X
JTZOSLI,X,O,O,O,X,X,X
JTOILSZ,O,O,X,O,X,X,X
JTOILZS,O,O,X,O,X,X,X
JTOISLZ,O,O,X,X,X,X,X
JTOISZL,O,O,X,O,X,X,X
JTOIZLS,X,O,X,O,X,X,X
JTOIZSL,X,O,X,O,X,X,X
JTOLISZ,O,O,X,O,X,X,X
JTOLIZS,O,O,X,O,X,X,X
JTOLSIZ,O,X,O,O,X,X,X
JTOLSZI,O,X,O,O,X,X,X
JTOLZIS,O,O,O,O,X,X,X
JTOLZSI,O,O,O,O,X,X,X
JTOSILZ,O,X,X,X,X,X,X
JTOSIZL,O,X,X,O,X,X,X
JTOSLIZ,O,X,X,O,X,X,X
JTOSLZI,O,X,X,O,X,X,X
JTOSZIL,O,X,X,O,X,X,X
JTOSZLI,X,X,X,O,X,X,X
JTOZILS,X,O,O,O,X,X,X
JTOZISL,X,O,O,O,X,X,X
JTOZLIS,O,O,O,O,X,X,X
JTOZLSI,O,O,O,O,X,X,X
JTOZSIL,O,O,O,O,X,X,X
JTOZSLI,X,O,O,O,X,X,X
JITLSZO,O,O,X,O,O,O,X
JITLSOZ,O,O,X,O,O,O,X
JITLZSO,X,O,X,X,X,O,X
JITLZOS,O,O,X,X,X,O,X
JITLOSZ,O,O,X,X,O,O,X
JITLOZS,O,O,X,O,O,O,X
JITSLZO,X,O,X,X,O,O,X
JITSLOZ,O,O,X,X,O,O,X
JITSZLO,X,O,X,X,O,O,X
JITSZOL,O,O,X,X,O,O,X
JITSOLZ,O,O,X,X,O,X,X
JITSOZL,O,O,X,O,O,X,X
JITZLSO,X,O,X,X,O,O,X
JITZLOS,X,O,X,X,X,O,X
JITZSLO,X,O,X,X,O,O,X
JITZSOL,X,O,X,X,O,O,X
JITZOLS,X,O,X,O,X,X,X
JITZOSL,X,O,X,O,O,X,X
JITOLSZ,O,O,X,O,O,X,X
JITOLZS,O,O,X,O,O,X,X
JITOSLZ,O,O,X,X,O,X,X
JITOSZL,O,O,X,O,O,X,X
JITOZLS,X,O,X,O,O,X,X
JITOZSL,X,O,X,O,O,X,X
JILTSZO,O,O,X,O,O,O,X
JILTSOZ,O,O,X,O,O,O,X
JILTZSO,X,X,X,X,X,O,X
JILTZOS,O,X,X,X,X,O,X
JILTOSZ,O,O,X,X,O,O,X
JILTOZS,O,X,X,X,O,O,X
JILSTZO,O,O,O,O,O,O,X
JILSTOZ,O,O,O,O,O,O,X
JILSZTO,O,O,O,O,O,O,X
JILSZOT,O,O,O,O,O,O,X
JILSOTZ,O,O,O,X,O,O,X
JILSOZT,O,O,O,O,O,O,X
JILZTSO,X,X,O,X,O,O,X
JILZTOS,O,X,O,X,X,O,X
JILZSTO,O,X,O,X,O,O,X
JILZSOT,O,X,O,X,O,O,X
JILZOTS,O,X,O,X,O,O,X
JILZOST,O,X,O,X,O,O,X
JILOTSZ,O,O,X,X,O,O,X
JILOTZS,O,X,X,X,O,O,X
JILOSTZ,O,O,O,X,O,O,X
JILOSZT,O,O,O,X,O,O,X
JILOZTS,O,X,O,X,O,O,X
JILOZST,O,X,O,X,O,O,X
JISTLZO,X,O,X,X,O,O,X
JISTLOZ,O,O,X,X,O,O,X
JISTZLO,X,O,X,X,O,O,X
JISTZOL,O,O,X,X,O,O,X
JISTOLZ,O,O,X,X,O,X,X
JISTOZL,O,O,X,X,O,X,X
JISLTZO,X,O,X,X,O,O,X
JISLTOZ,O,O,X,X,O,O,X
JISLZTO,X,O,X,X,O,O,X
JISLZOT,X,O,X,X,O,O,X
JISLOTZ,O,O,X,X,O,O,X
JISLOZT,O,O,X,X,O,O,X
JISZTLO,X,O,X,X,O,O,X
JISZTOL,O,O,X,X,O,O,X
JISZLTO,X,O,X,X,O,O,X
JISZLOT,X,O,X,X,O,O,X
JISZOTL,O,O,X,X,O,O,X
JISZOLT,O,O,X,X,O,O,X
JISOTLZ,O,O,X,X,O,X,X
JISOTZL,O,O,X,X,O,X,X
JISOLTZ,O,O,X,X,O,O,X
JISOLZT,O,O,X,X,O,O,X
JISOZTL,O,O,X,X,O,O,X
JISOZLT,O,O,X,X,O,O,X
JIZTLSO,X,O,O,X,O,O,X
JIZTLOS,X,O,O,X,X,O,X
JIZTSLO,X,O,X,X,O,O,X
JIZTSOL,X,O,O,X,O,O,X
JIZTOLS,X,O,O,X,X,X,X
JIZTOSL,X,O,O,X,O,X,X
JIZLTSO,X,X,O,X,O,O,X
JIZLTOS,X,X,O,X,X,O,X
JIZLSTO,X,O,O,X,O,O,X
JIZLSOT,X,O,O,X,O,O,X
JIZLOTS,X,X,O,X,O,O,X
JIZLOST,X,O,O,X,O,O,X
JIZSTLO,X,O,X,X,O,O,X
JIZSTOL,X,O,X,X,O,O,X
JIZSLTO,X,O,X,X,O,O,X
JIZSLOT,X,O,X,X,O,O,X
JIZSOTL,X,O,X,X,O,O,X
JIZSOLT,X,O,X,X,O,O,X
JIZOTLS,X,X,O,X,O,X,X
JIZOTSL,X,O,O,X,O,X,X
JIZOLTS,X,X,O,X,O,O,X
JIZOLST,X,O,O,X,O,O,X
JIZOSTL,X,O,X,X,O,O,X
JIZOSLT,X,O,X,X,O,O,X
JIOTLSZ,O,O,X,O,O,X,X
JIOTLZS,O,O,X,O,O,X,X
JIOTSLZ,O,O,X,X,O,X,X
JIOTSZL,O,O,X,O,O,X,X
JIOTZLS,X,O,X,O,O,X,X
JIOTZSL,X,O,X,O,O,X,X
JIOLTSZ,O,O,X,O,O,O,X
JIOLTZS,O,X,X,O,O,O,X
JIOLSTZ,O,O,O,O,O,O,X
JIOLSZT,O,O,O,O,O,O,X
JIOLZTS,O,X,O,O,O,O,X
JIOLZST,O,X,O,O,O,O,X
JIOSTLZ,O,O,X,X,O,X,X
JIOSTZL,O,O,X,X,O,X,X
JIOSLTZ,O,O,X,X,O,O,X
JIOSLZT,O,O,X,X,O,O,X
JIOSZTL,O,O,X,X,O,O,X
JIOSZLT,O,O,X,X,O,O,X
JIOZTLS,X,X,O,O,O,X,X
JIOZTSL,X,O,O,O,O,X,X
JIOZLTS,X,X,O,O,O,O,X
JIOZLST,X,O,O,O,O,O,X
JIOZSTL,X,O,X,X,O,O,X
JIOZSLT,X,O,X,X,O,O,X
JLTISZO,O,X,X,O,O,X,X
JLTISOZ,O,X,X,O,O,X,X
JLTIZSO,X,X,X,X,X,X,O
JLTIZOS,O,X,X,X,X,X,X
JLTIOSZ,O,X,X,O,O,X,X
JLTIOZS,O,X,X,O,O,X,X
JLTSIZO,O,X,O,O,O,X,X
JLTSIOZ,O,X,O,O,O,X,X
JLTSZIO,O,X,O,O,O,X,X
JLTSZOI,O,X,O,O,O,X,X
JLTSOIZ,O,X,O,O,X,X,X
JLTSOZI,O,X,O,O,X,X,X
JLTZISO,X,X,O,X,X,X,O
JLTZIOS,O,X,O,X,X,X,X
JLTZSIO,O,X,O,O,X,X,O
JLTZSOI,O,X,O,O,X,X,O
JLTZOIS,O,X,O,X,X,X,X
JLTZOSI,O,X,O,X,X,X,X
JLTOISZ,O,X,X,O,X,X,X
JLTOIZS,O,X,X,O,X,X,X
JLTOSIZ,O,X,O,O,X,X,X
JLTOSZI,O,X,O,O,X,X,X
JLTOZIS,O,X,O,O,X,X,X
JLTOZSI,O,X,O,O,X,X,X
JLITSZO,O,O,X,O,O,O,X
JLITSOZ,O,O,X,O,O,O,X
JLITZSO,X,X,X,X,X,O,X
JLITZOS,O,X,X,X,X,O,X
JLITOSZ,O,O,X,X,O,O,X
JLITOZS,O,X,X,X,O,O,X
JLISTZO,O,O,O,O,O,O,X
JLISTOZ,O,O,O,O,O,O,X
JLISZTO,O,O,O,O,O,O,X
JLISZOT,O,O,O,O,O,O,X
JLISOTZ,O,O,O,X,O,O,X
JLISOZT,O,O,O,O,O,O,X
JLIZTSO,X,X,O,X,O,O,X
JLIZTOS,O,X,O,X,X,O,X
JLIZSTO,O,X,O,X,O,O,X
JLIZSOT,O,X,O,X,O,O,X
JLIZOTS,O,X,O,X,O,O,X
JLIZOST,O,X,O,X,O,O,X
JLIOTSZ,O,O,X,X,O,O,X
JLIOTZS,O,X,X,X,O,O,X
JLIOSTZ,O,O,O,X,O,O,X
JLIOSZT,O,O,O,X,O,O,X
