sequence,v115@ChB8IeB8GeC8BeA8DeD8Ke0/IvhFaoB5oB/pBFmBTq?BmqB,v115@ChB8IeB8GeC8BeA8DeD8KeT/IvhFaoB5oB/qBFmB0p?BmqB,v115@ChB8IeB8GeC8BeA8DeD8KeUBJvhFaoB5oB/pBFlBzq?BmpB,v115@ChB8IeB8GeC8BeA8DeD8KeT/IvhFlgBaoB5oB/qBOr?B0pB,v115@ChB8IeB8GeC8BeA8DeD8Kel/IvhFUhBaoB5oB/pBOq?BzqB,v115@ChB8IeB8GeC8BeA8DeD8Ke0/IvhFlgBaoB5oB/pBOr?BTqB,v115@ChB8IeB8GeC8BeA8DeD8KeOEJvhF8kBaoB5oBFmBXq?BzqB,v115@ChB8IeB8GeC8BeA8DeD8KeaIJvhF5oBTkB/qBFmB0p?BmqB,v115@ChB8IeB8GeC8BeA8DeD8KeKEJvhFRgBGjBFmB/tB0q?BzpB,v115@ChB8IeB8GeC8BeA8DeD8KeyEJvhFGjBFmB/tBxpB0p?BzqB,v115@ChB8IeB8GeC8BeA8DeD8Kex/IvhF/pBUlBFmBToByv?BGtB
SILJTZO,O,O,X,O,O,O,O,X,X,O,X
SILJTOZ,X,X,X,O,O,O,X,O,X,O,X
SILJZTO,O,O,X,O,O,O,O,X,O,O,X
SILJZOT,O,O,X,O,O,O,O,X,X,X,X
SILJOTZ,O,X,O,O,O,O,X,O,X,O,X
SILJOZT,O,X,O,O,O,O,X,X,X,X,X
SILZTJO,O,O,X,O,O,O,O,X,O,O,X
SILZTOJ,O,O,X,O,O,O,O,O,O,X,X
SILZJTO,O,O,X,O,O,O,O,X,O,O,X
SILZJOT,O,O,X,O,O,O,O,X,X,X,X
SILZOTJ,O,O,O,O,O,O,O,O,X,X,X
SILZOJT,O,O,O,O,O,O,O,X,X,X,X
SILOTJZ,O,X,O,X,O,O,X,O,X,O,X
SILOTZJ,O,O,O,O,O,O,O,O,X,X,X
SILOJTZ,O,X,O,X,O,O,X,O,X,O,X
SILOJZT,O,X,O,X,O,O,X,X,X,X,X
SILOZTJ,O,O,O,O,O,O,O,O,X,X,X
SILOZJT,O,O,O,O,O,O,O,X,X,X,X
SIJTLZO,O,O,X,O,O,O,O,X,X,O,X
SIJTLOZ,X,X,X,O,O,O,X,O,X,O,X
SIJTZLO,O,O,X,O,O,O,O,X,O,O,X
SIJTZOL,X,O,X,O,O,O,O,X,X,X,X
SIJTOLZ,X,X,X,O,O,O,X,O,X,O,X
SIJTOZL,X,X,X,O,O,O,X,X,X,X,X
SIJLTZO,O,O,X,O,O,O,O,X,X,O,X
SIJLTOZ,X,X,X,O,O,O,X,O,X,O,X
SIJLZTO,O,O,X,O,O,O,O,X,O,O,X
SIJLZOT,O,O,X,O,O,O,O,X,X,X,X
SIJLOTZ,O,X,O,O,O,O,X,O,X,O,X
SIJLOZT,O,X,O,O,O,O,X,X,X,X,X
SIJZTLO,O,O,X,O,O,O,O,X,O,O,X
SIJZTOL,X,O,X,O,O,O,O,X,X,X,X
SIJZLTO,O,O,X,O,O,O,O,X,O,O,X
SIJZLOT,O,O,X,O,O,O,O,X,X,X,X
SIJZOTL,O,O,X,O,O,O,O,X,X,X,X
SIJZOLT,O,O,X,O,O,O,O,X,X,X,X
SIJOTLZ,O,X,O,O,O,O,X,O,X,O,X
SIJOTZL,O,X,O,O,O,O,X,X,X,X,X
SIJOLTZ,O,X,O,O,O,O,X,O,X,O,X
SIJOLZT,O,X,O,O,O,O,X,X,X,X,X
SIJOZTL,O,X,O,O,O,O,X,X,X,X,X
SIJOZLT,O,X,O,O,O,O,X,X,X,X,X
SIZTLJO,O,O,X,O,O,O,O,X,O,O,X
SIZTLOJ,O,O,X,O,O,O,O,O,O,X,O
SIZTJLO,O,O,X,O,O,O,O,X,O,O,X
SIZTJOL,X,O,X,O,O,O,O,X,X,X,O
SIZTOLJ,O,O,X,O,O,O,O,O,X,X,O
SIZTOJL,O,O,X,O,O,O,O,X,X,X,O
SIZLTJO,O,O,X,O,O,O,O,X,O,O,X
SIZLTOJ,O,O,X,O,O,O,O,O,O,X,X
SIZLJTO,O,O,X,O,O,O,O,X,O,O,X
SIZLJOT,O,O,X,O,O,O,O,X,X,X,X
SIZLOTJ,O,O,O,O,O,O,O,O,X,X,X
SIZLOJT,O,O,O,O,O,O,O,X,X,X,X
SIZJTLO,O,O,X,O,O,O,O,X,O,O,X
SIZJTOL,X,O,X,O,O,O,O,X,X,X,X
SIZJLTO,O,O,X,O,O,O,O,X,O,O,X
SIZJLOT,O,O,X,O,O,O,O,X,X,X,X
SIZJOTL,O,O,X,O,O,O,O,X,X,X,X
SIZJOLT,O,O,X,O,O,O,O,X,X,X,X
SIZOTLJ,O,O,O,O,O,O,O,O,X,X,O
SIZOTJL,O,O,O,O,O,O,O,X,X,X,O
SIZOLTJ,O,O,O,O,O,O,O,O,X,X,X
SIZOLJT,O,O,O,O,O,O,O,X,X,X,X
SIZOJTL,O,O,O,O,O,O,O,X,X,X,X
SIZOJLT,O,O,O,O,O,O,O,X,X,X,X
SIOTLJZ,O,X,O,X,O,O,X,O,X,O,X
SIOTLZJ,O,O,O,O,O,O,O,O,X,X,X
SIOTJLZ,O,X,O,X,O,O,X,O,X,O,X
SIOTJZL,O,X,O,X,O,O,X,X,X,X,X
SIOTZLJ,O,O,O,O,O,O,O,O,X,X,O
SIOTZJL,O,O,O,O,O,O,O,X,X,X,O
SIOLTJZ,O,X,O,X,O,O,X,O,X,O,X
SIOLTZJ,O,O,O,O,O,O,O,O,X,X,X
SIOLJTZ,O,X,O,X,O,O,X,O,X,O,X
SIOLJZT,O,X,O,X,O,O,X,X,X,X,X
SIOLZTJ,O,O,O,O,O,O,O,O,X,X,X
SIOLZJT,O,O,O,O,O,O,O,X,X,X,X
SIOJTLZ,O,X,O,X,O,O,X,O,X,O,X
SIOJTZL,O,X,O,X,O,O,X,X,X,X,X
SIOJLTZ,O,X,O,X,O,O,X,O,X,O,X
SIOJLZT,O,X,O,X,O,O,X,X,X,X,X
SIOJZTL,O,X,O,X,O,O,X,X,X,X,X
SIOJZLT,O,X,O,X,O,O,X,X,X,X,X
SIOZTLJ,O,O,O,O,O,O,O,O,X,X,O
SIOZTJL,O,O,O,O,O,O,O,X,X,X,O
SIOZLTJ,O,O,O,O,O,O,O,O,X,X,X
SIOZLJT,O,O,O,O,O,O,O,X,X,X,X
SIOZJTL,O,O,O,O,O,O,O,X,X,X,X
SIOZJLT,O,O,O,O,O,O,O,X,X,X,X
SLTIJZO,O,O,X,O,O,O,O,X,X,O,X
SLTIJOZ,X,X,X,X,O,O,X,O,X,O,X
SLTIZJO,O,O,X,O,O,O,O,X,X,O,X
SLTIZOJ,O,O,X,O,O,O,O,O,X,X,X
SLTIOJZ,O,X,O,X,O,O,X,O,X,O,X
SLTIOZJ,O,O,O,O,O,O,O,O,X,X,X
SLTJIZO,O,O,X,O,O,O,O,X,X,O,X
SLTJIOZ,X,X,X,X,O,O,X,O,X,O,X
SLTJZIO,O,O,X,O,O,O,O,X,O,X,X
SLTJZOI,X,O,X,O,O,O,O,X,O,X,X
SLTJOIZ,X,X,X,X,O,O,X,O,X,X,X
SLTJOZI,X,X,X,X,O,O,X,X,X,X,X
SLTZIJO,O,O,X,O,O,O,O,X,O,X,X
SLTZIOJ,O,O,X,O,O,O,O,O,O,X,O
SLTZJIO,O,O,X,O,O,O,O,X,O,X,X
SLTZJOI,X,O,X,O,O,O,O,X,O,X,X
SLTZOIJ,O,O,X,O,O,O,O,O,O,X,O
SLTZOJI,O,O,X,O,O,O,O,X,O,X,O
SLTOIJZ,O,X,O,X,O,O,X,O,X,X,X
SLTOIZJ,O,O,O,O,O,O,O,O,X,X,X
SLTOJIZ,O,X,O,X,O,O,X,O,X,X,X
SLTOJZI,O,X,O,X,O,O,X,X,X,X,X
SLTOZIJ,O,O,O,O,O,O,O,O,X,X,O
SLTOZJI,O,O,O,O,O,O,O,X,X,X,O
SLITJZO,O,O,X,O,O,O,O,X,X,O,X
SLITJOZ,X,X,X,X,O,O,X,O,X,O,X
SLITZJO,O,O,X,O,O,O,O,X,X,O,X
SLITZOJ,O,O,X,O,O,O,O,O,X,X,X
SLITOJZ,O,X,O,X,O,O,X,O,X,O,X
SLITOZJ,O,O,O,O,O,O,O,O,X,X,X
SLIJTZO,O,O,X,O,O,O,O,X,X,O,X
SLIJTOZ,X,X,X,O,O,O,X,O,X,O,X
SLIJZTO,O,O,X,O,O,O,O,X,O,O,X
SLIJZOT,O,O,X,O,O,O,O,X,X,X,X
SLIJOTZ,O,X,O,O,O,O,X,O,X,O,X
SLIJOZT,O,X,O,O,O,O,X,X,X,X,X
SLIZTJO,O,O,X,O,O,O,O,X,O,O,X
SLIZTOJ,O,O,X,O,O,O,O,O,O,X,X
SLIZJTO,O,O,X,O,O,O,O,X,O,O,X
SLIZJOT,O,O,X,O,O,O,O,X,X,X,X
SLIZOTJ,O,O,O,O,O,O,O,O,X,X,X
SLIZOJT,O,O,O,O,O,O,O,X,X,X,X
SLIOTJZ,O,X,O,X,O,O,X,O,X,O,X
SLIOTZJ,O,O,O,O,O,O,O,O,X,X,X
SLIOJTZ,O,X,O,X,O,O,X,O,X,O,X
SLIOJZT,O,X,O,X,O,O,X,X,X,X,X
SLIOZTJ,O,O,O,O,O,O,O,O,X,X,X
SLIOZJT,O,O,O,O,O,O,O,X,X,X,X
SLJTIZO,O,O,X,O,O,O,O,X,X,O,X
SLJTIOZ,X,X,X,O,O,O,X,O,X,O,X
SLJTZIO,O,O,X,O,O,O,O,X,O,X,X
SLJTZOI,X,O,X,O,O,O,O,X,O,X,X
SLJTOIZ,X,X,X,O,O,O,X,O,X,X,X
SLJTOZI,X,X,X,O,O,O,X,X,X,X,X
SLJITZO,O,O,X,O,O,O,O,X,X,O,X
SLJITOZ,X,X,X,O,O,O,X,O,X,O,X
SLJIZTO,O,O,X,O,O,O,O,X,O,O,X
SLJIZOT,O,O,X,O,O,O,O,X,X,X,X
SLJIOTZ,O,X,O,O,O,O,X,O,X,O,X
SLJIOZT,O,X,O,O,O,O,X,X,X,X,X
SLJZTIO,O,O,X,O,O,O,O,X,O,X,X
SLJZTOI,X,O,X,O,O,O,O,X,O,X,X
SLJZITO,O,O,X,O,O,O,O,X,O,X,X
SLJZIOT,O,O,X,O,O,O,O,X,X,X,X
SLJZOTI,O,O,X,O,O,O,O,X,O,X,X
SLJZOIT,O,O,X,O,O,O,O,X,X,X,X
SLJOTIZ,O,X,O,O,O,O,X,O,X,X,X
SLJOTZI,O,X,O,O,O,O,X,X,X,X,X
SLJOITZ,O,X,O,O,O,O,X,O,X,X,X
SLJOIZT,O,X,O,O,O,O,X,X,X,X,X
SLJOZTI,O,X,O,O,O,O,X,X,O,X,X
SLJOZIT,O,X,O,O,O,O,X,X,X,X,X
SLZTIJO,O,O,X,O,O,O,O,X,O,X,X
SLZTIOJ,O,O,X,O,O,O,O,O,O,X,O
SLZTJIO,O,O,X,O,O,O,O,X,O,X,X
SLZTJOI,X,O,X,O,O,O,O,X,O,X,X
SLZTOIJ,O,O,X,O,O,O,O,O,O,X,O
SLZTOJI,O,O,X,O,O,O,O,X,O,X,O
SLZITJO,O,O,X,O,O,O,O,X,O,X,X
SLZITOJ,O,O,X,O,O,O,O,O,O,X,X
SLZIJTO,O,O,X,O,O,O,O,X,O,X,X
SLZIJOT,O,O,X,O,O,O,O,X,X,X,X
SLZIOTJ,O,O,O,O,O,O,O,O,X,X,X
SLZIOJT,O,O,O,O,O,O,O,X,X,X,X
SLZJTIO,O,O,X,O,O,O,O,X,O,X,X
SLZJTOI,X,O,X,O,O,O,O,X,O,X,X
SLZJITO,O,O,X,O,O,O,O,X,O,X,X
SLZJIOT,O,O,X,O,O,O,O,X,X,X,X
SLZJOTI,O,O,X,O,O,O,O,X,O,X,X
SLZJOIT,O,O,X,O,O,O,O,X,X,X,X
SLZOTIJ,O,O,O,O,O,O,O,O,O,X,O
SLZOTJI,O,O,O,O,O,O,O,X,O,X,O
SLZOITJ,O,O,O,O,O,O,O,O,X,X,X
SLZOIJT,O,O,O,O,O,O,O,X,X,X,X
SLZOJTI,O,O,O,O,O,O,O,X,O,X,X
SLZOJIT,O,O,O,O,O,O,O,X,X,X,X
SLOTIJZ,O,X,O,X,O,O,X,O,X,X,X
SLOTIZJ,O,O,O,O,O,O,O,O,X,X,X
SLOTJIZ,O,X,O,X,O,O,X,O,X,X,X
SLOTJZI,O,X,O,X,O,O,X,X,X,X,X
SLOTZIJ,O,O,O,O,O,O,O,O,X,X,O
SLOTZJI,O,O,O,O,O,O,O,X,X,X,O
SLOITJZ,O,X,O,X,O,O,X,O,X,X,X
SLOITZJ,O,O,O,O,O,O,O,O,X,X,X
SLOIJTZ,O,X,O,X,O,O,X,O,X,X,X
SLOIJZT,O,X,O,X,O,O,X,X,X,X,X
SLOIZTJ,O,O,O,O,O,O,O,O,X,X,X
SLOIZJT,O,O,O,O,O,O,O,X,X,X,X
SLOJTIZ,O,X,O,X,O,O,X,O,X,X,X
SLOJTZI,O,X,O,X,O,O,X,X,X,X,X
SLOJITZ,O,X,O,X,O,O,X,O,X,X,X
SLOJIZT,O,X,O,X,O,O,X,X,X,X,X
SLOJZTI,O,X,O,X,O,O,X,X,O,X,X
SLOJZIT,O,X,O,X,O,O,X,X,X,X,X
SLOZTIJ,O,O,O,O,O,O,O,O,O,X,O
SLOZTJI,O,O,O,O,O,O,O,X,O,X,O
SLOZITJ,O,O,O,O,O,O,O,O,X,X,X
SLOZIJT,O,O,O,O,O,O,O,X,X,X,X
SLOZJTI,O,O,O,O,O,O,O,X,O,X,X
SLOZJIT,O,O,O,O,O,O,O,X,X,X,X
SJTILZO,O,O,X,O,O,O,O,X,X,O,X
SJTILOZ,X,X,X,O,O,O,X,O,X,O,X
SJTIZLO,O,O,X,O,O,O,O,X,O,O,X
SJTIZOL,X,O,X,O,O,O,O,X,X,X,X
SJTIOLZ,X,X,X,O,O,O,X,O,X,O,X
SJTIOZL,X,X,X,O,O,O,X,X,X,X,X
SJTLIZO,O,O,X,O,O,O,O,X,X,O,X
SJTLIOZ,X,X,X,O,O,O,X,O,X,O,X
SJTLZIO,O,O,X,O,O,O,O,X,O,X,X
SJTLZOI,X,O,X,O,O,O,O,X,O,X,X
SJTLOIZ,X,X,X,O,O,O,X,O,X,X,X
SJTLOZI,X,X,X,O,O,O,X,X,X,X,X
SJTZILO,O,O,X,O,O,O,O,X,O,O,X
SJTZIOL,X,O,X,O,O,O,O,X,X,X,O
SJTZLIO,O,O,X,O,O,O,O,X,O,X,X
SJTZLOI,X,O,X,O,O,O,O,X,O,X,X
SJTZOIL,X,O,X,O,O,O,O,X,X,X,O
SJTZOLI,X,O,X,O,O,O,O,X,O,X,O
SJTOILZ,X,X,X,O,O,O,X,O,X,O,X
SJTOIZL,X,X,X,O,O,O,X,X,X,X,X
SJTOLIZ,X,X,X,O,O,O,X,O,X,X,X
SJTOLZI,X,X,X,O,O,O,X,X,X,X,X
SJTOZIL,X,X,X,O,O,O,X,X,X,X,O
SJTOZLI,X,X,X,O,O,O,X,X,O,X,O
SJITLZO,O,O,X,O,O,O,O,X,X,O,X
SJITLOZ,X,X,X,O,O,O,X,O,X,O,X
SJITZLO,O,O,X,O,O,O,O,X,O,O,X
SJITZOL,X,O,X,O,O,O,O,X,X,X,X
SJITOLZ,X,X,X,O,O,O,X,O,X,O,X
SJITOZL,X,X,X,O,O,O,X,X,X,X,X
SJILTZO,O,O,X,O,O,O,O,X,X,O,X
SJILTOZ,X,X,X,O,O,O,X,O,X,O,X
SJILZTO,O,O,X,O,O,O,O,X,O,O,X
SJILZOT,O,O,X,O,O,O,O,X,X,X,X
SJILOTZ,O,X,O,O,O,O,X,O,X,O,X
SJILOZT,O,X,O,O,O,O,X,X,X,X,X
SJIZTLO,O,O,X,O,O,O,O,X,O,O,X
SJIZTOL,X,O,X,O,O,O,O,X,X,X,X
SJIZLTO,O,O,X,O,O,O,O,X,O,O,X
SJIZLOT,O,O,X,O,O,O,O,X,X,X,X
SJIZOTL,O,O,X,O,O,O,O,X,X,X,X
SJIZOLT,O,O,X,O,O,O,O,X,X,X,X
SJIOTLZ,O,X,O,O,O,O,X,O,X,O,X
SJIOTZL,O,X,O,O,O,O,X,X,X,X,X
SJIOLTZ,O,X,O,O,O,O,X,O,X,O,X
SJIOLZT,O,X,O,O,O,O,X,X,X,X,X
SJIOZTL,O,X,O,O,O,O,X,X,X,X,X
SJIOZLT,O,X,O,O,O,O,X,X,X,X,X
SJLTIZO,O,O,X,O,O,O,O,X,X,O,X
SJLTIOZ,X,X,X,O,O,O,X,O,X,O,X
SJLTZIO,O,O,X,O,O,O,O,X,O,X,X
SJLTZOI,X,O,X,O,O,O,O,X,O,X,X
SJLTOIZ,X,X,X,O,O,O,X,O,X,X,X
SJLTOZI,X,X,X,O,O,O,X,X,X,X,X
SJLITZO,O,O,X,O,O,O,O,X,X,O,X
SJLITOZ,X,X,X,O,O,O,X,O,X,O,X
SJLIZTO,O,O,X,O,O,O,O,X,O,O,X
SJLIZOT,O,O,X,O,O,O,O,X,X,X,X
SJLIOTZ,O,X,O,O,O,O,X,O,X,O,X
SJLIOZT,O,X,O,O,O,O,X,X,X,X,X
SJLZTIO,O,O,X,O,O,O,O,X,O,X,X
SJLZTOI,X,O,X,O,O,O,O,X,O,X,X
SJLZITO,O,O,X,O,O,O,O,X,O,X,X
SJLZIOT,O,O,X,O,O,O,O,X,X,X,X
SJLZOTI,O,O,X,O,O,O,O,X,O,X,X
SJLZOIT,O,O,X,O,O,O,O,X,X,X,X
SJLOTIZ,O,X,O,O,O,O,X,O,X,X,X
SJLOTZI,O,X,O,O,O,O,X,X,X,X,X
SJLOITZ,O,X,O,O,O,O,X,O,X,X,X
SJLOIZT,O,X,O,O,O,O,X,X,X,X,X
SJLOZTI,O,X,O,O,O,O,X,X,O,X,X
SJLOZIT,O,X,O,O,O,O,X,X,X,X,X
SJZTILO,O,O,X,O,O,O,O,X,O,O,X
SJZTIOL,X,O,X,O,O,O,O,X,X,X,O
SJZTLIO,O,O,X,O,O,O,O,X,O,X,X
SJZTLOI,X,O,X,O,O,O,O,X,O,X,X
SJZTOIL,X,O,X,O,O,O,O,X,X,X,O
SJZTOLI,X,O,X,O,O,O,O,X,O,X,O
SJZITLO,O,O,X,O,O,O,O,X,O,O,X
SJZITOL,X,O,X,O,O,O,O,X,X,X,X
SJZILTO,O,O,X,O,O,O,O,X,O,O,X
SJZILOT,O,O,X,O,O,O,O,X,X,X,X
SJZIOTL,O,O,X,O,O,O,O,X,X,X,X
SJZIOLT,O,O,X,O,O,O,O,X,X,X,X
SJZLTIO,O,O,X,O,O,O,O,X,O,X,X
SJZLTOI,X,O,X,O,O,O,O,X,O,X,X
SJZLITO,O,O,X,O,O,O,O,X,O,X,X
SJZLIOT,O,O,X,O,O,O,O,X,X,X,X
SJZLOTI,O,O,X,O,O,O,O,X,O,X,X
SJZLOIT,O,O,X,O,O,O,O,X,X,X,X
SJZOTIL,O,O,X,O,O,O,O,X,X,X,O
SJZOTLI,O,O,X,O,O,O,O,X,O,X,O
SJZOITL,O,O,X,O,O,O,O,X,X,X,X
SJZOILT,O,O,X,O,O,O,O,X,X,X,X
SJZOLTI,O,O,X,O,O,O,O,X,O,X,X
SJZOLIT,O,O,X,O,O,O,O,X,X,X,X
SJOTILZ,O,X,O,O,O,O,X,O,X,O,X
SJOTIZL,O,X,O,O,O,O,X,X,X,X,X
SJOTLIZ,O,X,O,O,O,O,X,O,X,X,X
SJOTLZI,O,X,O,O,O,O,X,X,X,X,X
SJOTZIL,O,X,O,O,O,O,X,X,X,X,O
SJOTZLI,O,X,O,O,O,O,X,X,O,X,O
SJOITLZ,O,X,O,O,O,O,X,O,X,O,X
SJOITZL,O,X,O,O,O,O,X,X,X,X,X
SJOILTZ,O,X,O,O,O,O,X,O,X,O,X
SJOILZT,O,X,O,O,O,O,X,X,X,X,X
SJOIZTL,O,X,O,O,O,O,X,X,X,X,X
SJOIZLT,O,X,O,O,O,O,X,X,X,X,X
SJOLTIZ,O,X,O,O,O,O,X,O,X,X,X
SJOLTZI,O,X,O,O,O,O,X,X,X,X,X
SJOLITZ,O,X,O,O,O,O,X,O,X,X,X
SJOLIZT,O,X,O,O,O,O,X,X,X,X,X
SJOLZTI,O,X,O,O,O,O,X,X,O,X,X
SJOLZIT,O,X,O,O,O,O,X,X,X,X,X
SJOZTIL,O,X,O,O,O,O,X,X,X,X,O
SJOZTLI,O,X,O,O,O,O,X,X,O,X,O
SJOZITL,O,X,O,O,O,O,X,X,X,X,X
SJOZILT,O,X,O,O,O,O,X,X,X,X,X
SJOZLTI,O,X,O,O,O,O,X,X,O,X,X
SJOZLIT,O,X,O,O,O,O,X,X,X,X,X
SZTILJO,O,O,X,O,O,O,O,X,O,O,X
SZTILOJ,O,O,X,O,O,O,O,O,O,X,O
SZTIJLO,O,O,X,O,O,O,O,X,O,O,X
SZTIJOL,X,O,X,O,O,O,O,X,X,X,O
SZTIOLJ,O,O,X,O,O,O,O,O,X,X,O
SZTIOJL,O,O,X,O,O,O,O,X,X,X,O
SZTLIJO,O,O,X,O,O,O,O,X,O,X,X
SZTLIOJ,O,O,X,O,O,O,O,O,O,X,O
SZTLJIO,O,O,X,O,O,O,O,X,O,X,X
SZTLJOI,X,O,X,O,O,O,O,X,O,X,X
SZTLOIJ,O,O,X,O,O,O,O,O,O,X,O
SZTLOJI,O,O,X,O,O,O,O,X,O,X,O
SZTJILO,O,O,X,O,O,O,O,X,O,O,X
SZTJIOL,X,O,X,O,O,O,O,X,X,X,O
SZTJLIO,O,O,X,O,O,O,O,X,O,X,X
SZTJLOI,X,O,X,O,O,O,O,X,O,X,X
SZTJOIL,X,O,X,O,O,O,O,X,X,X,O
SZTJOLI,X,O,X,O,O,O,O,X,O,X,O
SZTOILJ,O,O,X,O,O,O,O,O,X,X,O
SZTOIJL,O,O,X,O,O,O,O,X,X,X,O
SZTOLIJ,O,O,X,O,O,O,O,O,O,X,O
SZTOLJI,O,O,X,O,O,O,O,X,O,X,O
SZTOJIL,O,O,X,O,O,O,O,X,X,X,O
SZTOJLI,O,O,X,O,O,O,O,X,O,X,O
SZITLJO,O,O,X,O,O,O,O,X,O,O,X
SZITLOJ,O,O,X,O,O,O,O,O,O,X,O
SZITJLO,O,O,X,O,O,O,O,X,O,O,X
SZITJOL,X,O,X,O,O,O,O,X,X,X,O
SZITOLJ,O,O,X,O,O,O,O,O,X,X,O
SZITOJL,O,O,X,O,O,O,O,X,X,X,O
SZILTJO,O,O,X,O,O,O,O,X,O,O,X
SZILTOJ,O,O,X,O,O,O,O,O,O,X,X
SZILJTO,O,O,X,O,O,O,O,X,O,O,X
SZILJOT,O,O,X,O,O,O,O,X,X,X,X
SZILOTJ,O,O,O,O,O,O,O,O,X,X,X
SZILOJT,O,O,O,O,O,O,O,X,X,X,X
SZIJTLO,O,O,X,O,O,O,O,X,O,O,X
SZIJTOL,X,O,X,O,O,O,O,X,X,X,X
SZIJLTO,O,O,X,O,O,O,O,X,O,O,X
SZIJLOT,O,O,X,O,O,O,O,X,X,X,X
SZIJOTL,O,O,X,O,O,O,O,X,X,X,X
SZIJOLT,O,O,X,O,O,O,O,X,X,X,X
SZIOTLJ,O,O,O,O,O,O,O,O,X,X,O
SZIOTJL,O,O,O,O,O,O,O,X,X,X,O
SZIOLTJ,O,O,O,O,O,O,O,O,X,X,X
SZIOLJT,O,O,O,O,O,O,O,X,X,X,X
SZIOJTL,O,O,O,O,O,O,O,X,X,X,X
SZIOJLT,O,O,O,O,O,O,O,X,X,X,X
SZLTIJO,O,O,X,O,O,O,O,X,O,X,X
SZLTIOJ,O,O,X,O,O,O,O,O,O,X,O
SZLTJIO,O,O,X,O,O,O,O,X,O,X,X
SZLTJOI,X,O,X,O,O,O,O,X,O,X,X
SZLTOIJ,O,O,X,O,O,O,O,O,O,X,O
SZLTOJI,O,O,X,O,O,O,O,X,O,X,O
SZLITJO,O,O,X,O,O,O,O,X,O,X,X
SZLITOJ,O,O,X,O,O,O,O,O,O,X,X
SZLIJTO,O,O,X,O,O,O,O,X,O,X,X
SZLIJOT,O,O,X,O,O,O,O,X,X,X,X
SZLIOTJ,O,O,O,O,O,O,O,O,X,X,X
SZLIOJT,O,O,O,O,O,O,O,X,X,X,X
SZLJTIO,O,O,X,O,O,O,O,X,O,X,X
SZLJTOI,X,O,X,O,O,O,O,X,O,X,X
SZLJITO,O,O,X,O,O,O,O,X,O,X,X
SZLJIOT,O,O,X,O,O,O,O,X,X,X,X
SZLJOTI,O,O,X,O,O,O,O,X,O,X,X
SZLJOIT,O,O,X,O,O,O,O,X,X,X,X
SZLOTIJ,O,O,O,O,O,O,O,O,O,X,O
SZLOTJI,O,O,O,O,O,O,O,X,O,X,O
SZLOITJ,O,O,O,O,O,O,O,O,X,X,X
SZLOIJT,O,O,O,O,O,O,O,X,X,X,X
SZLOJTI,O,O,O,O,O,O,O,X,O,X,X
SZLOJIT,O,O,O,O,O,O,O,X,X,X,X
SZJTILO,O,O,X,O,O,O,O,X,O,O,X
SZJTIOL,X,O,X,O,O,O,O,X,X,X,O
SZJTLIO,O,O,X,O,O,O,O,X,O,X,X
SZJTLOI,X,O,X,O,O,O,O,X,O,X,X
SZJTOIL,X,O,X,O,O,O,O,X,X,X,O
SZJTOLI,X,O,X,O,O,O,O,X,O,X,O
SZJITLO,O,O,X,O,O,O,O,X,O,O,X
SZJITOL,X,O,X,O,O,O,O,X,X,X,X
SZJILTO,O,O,X,O,O,O,O,X,O,O,X
SZJILOT,O,O,X,O,O,O,O,X,X,X,X
SZJIOTL,O,O,X,O,O,O,O,X,X,X,X
SZJIOLT,O,O,X,O,O,O,O,X,X,X,X
SZJLTIO,O,O,X,O,O,O,O,X,O,X,X
SZJLTOI,X,O,X,O,O,O,O,X,O,X,X
SZJLITO,O,O,X,O,O,O,O,X,O,X,X
SZJLIOT,O,O,X,O,O,O,O,X,X,X,X
SZJLOTI,O,O,X,O,O,O,O,X,O,X,X
SZJLOIT,O,O,X,O,O,O,O,X,X,X,X
SZJOTIL,O,O,X,O,O,O,O,X,X,X,O
SZJOTLI,O,O,X,O,O,O,O,X,O,X,O
SZJOITL,O,O,X,O,O,O,O,X,X,X,X
SZJOILT,O,O,X,O,O,O,O,X,X,X,X
SZJOLTI,O,O,X,O,O,O,O,X,O,X,X
SZJOLIT,O,O,X,O,O,O,O,X,X,X,X
SZOTILJ,O,O,O,O,O,O,O,O,X,X,O
SZOTIJL,O,O,O,O,O,O,O,X,X,X,O
SZOTLIJ,O,O,O,O,O,O,O,O,O,X,O
SZOTLJI,O,O,O,O,O,O,O,X,O,X,O
SZOTJIL,O,O,O,O,O,O,O,X,X,X,O
SZOTJLI,O,O,O,O,O,O,O,X,O,X,O
SZOITLJ,O,O,O,O,O,O,O,O,X,X,O
SZOITJL,O,O,O,O,O,O,O,X,X,X,O
SZOILTJ,O,O,O,O,O,O,O,O,X,X,X
SZOILJT,O,O,O,O,O,O,O,X,X,X,X
SZOIJTL,O,O,O,O,O,O,O,X,X,X,X
SZOIJLT,O,O,O,O,O,O,O,X,X,X,X
SZOLTIJ,O,O,O,O,O,O,O,O,O,X,O
SZOLTJI,O,O,O,O,O,O,O,X,O,X,O
SZOLITJ,O,O,O,O,O,O,O,O,X,X,X
SZOLIJT,O,O,O,O,O,O,O,X,X,X,X
SZOLJTI,O,O,O,O,O,O,O,X,O,X,X
SZOLJIT,O,O,O,O,O,O,O,X,X,X,X
SZOJTIL,O,O,O,O,O,O,O,X,X,X,O
SZOJTLI,O,O,O,O,O,O,O,X,O,X,O
SZOJITL,O,O,O,O,O,O,O,X,X,X,X
