sequence,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFUhBGiBZoBF?lB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFigBGiBZoBF?mB/sB0qB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFGiBZoBUlBF?mB/sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jex/IvhFXhBVnBaoBm?kBzqB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhF0gBZoB2qBF?nB6sBXrB,v115@GhA8IeC8CeA8CeD8BeB8BeA8Jei/IvhFRiBFlBXmBm?nB0sBzqB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFlgBRiB/qBO?rBysB0sB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFxgB/qBarBF?nB8sBmsB,v115@GhA8IeC8CeA8CeD8BeB8BeA8JeT/IvhFilBRnB0lBl?sBXrBmsB
LTZSJOI,O,O,O,O,X,O,X,X,X
LTZSOIJ,O,O,O,O,X,X,X,X,X
LTZSOJI,O,O,O,O,X,O,X,X,X
LTZOIJS,X,X,X,O,X,X,X,X,O
LTZOISJ,O,O,O,O,X,X,X,X,O
LTZOJIS,X,X,X,O,X,O,X,X,X
LTZOJSI,X,X,X,O,X,O,X,X,X
LTZOSIJ,O,O,O,O,X,X,X,X,X
LTZOSJI,O,O,O,O,X,O,X,X,X
LTOIJSZ,X,O,X,O,X,X,O,X,X
LTOIJZS,X,X,X,O,O,X,X,X,O
LTOISJZ,O,O,X,O,X,X,O,X,X
LTOISZJ,O,O,X,O,X,X,O,X,O
LTOIZJS,X,X,X,X,X,X,X,X,O
LTOIZSJ,O,O,X,X,X,X,X,X,O
LTOJISZ,X,O,X,O,X,X,O,X,X
LTOJIZS,X,X,X,O,O,X,X,X,O
LTOJSIZ,X,O,X,O,X,X,O,X,X
LTOJSZI,X,O,X,O,X,X,O,X,X
LTOJZIS,X,X,X,O,O,X,X,X,X
LTOJZSI,X,X,X,O,X,X,X,X,X
LTOSIJZ,O,O,X,O,X,X,O,X,X
LTOSIZJ,O,O,X,O,X,X,O,X,O
LTOSJIZ,O,O,X,O,X,X,O,X,X
LTOSJZI,O,O,X,O,X,X,O,X,X
LTOSZIJ,O,O,X,O,X,X,O,X,X
LTOSZJI,O,O,X,O,X,O,X,X,X
LTOZIJS,X,X,X,O,X,X,X,X,O
LTOZISJ,O,O,X,O,X,X,X,X,O
LTOZJIS,X,X,X,O,X,O,X,X,X
LTOZJSI,X,X,X,O,X,O,X,X,X
LTOZSIJ,O,O,X,O,X,X,X,X,X
LTOZSJI,O,O,X,O,X,O,X,X,X
LITJSZO,O,O,X,X,X,X,O,X,X
LITJSOZ,O,O,X,X,X,X,O,X,X
LITJZSO,O,X,X,X,X,X,X,X,X
LITJZOS,X,X,X,X,O,X,X,X,X
LITJOSZ,X,O,X,X,X,X,O,X,X
LITJOZS,X,X,X,X,O,X,X,X,O
LITSJZO,O,O,O,X,X,X,X,X,X
LITSJOZ,O,O,X,X,X,X,O,X,X
LITSZJO,O,O,O,X,X,O,X,X,X
LITSZOJ,O,O,O,X,X,X,O,X,X
LITSOJZ,O,O,X,X,X,X,O,X,X
LITSOZJ,O,O,X,X,X,X,O,X,O
LITZJSO,O,X,O,X,X,O,X,X,X
LITZJOS,X,X,X,X,X,O,X,X,X
LITZSJO,O,O,O,X,X,O,X,X,X
LITZSOJ,O,O,O,X,X,X,X,X,X
LITZOJS,X,X,X,X,X,X,X,X,O
LITZOSJ,O,O,O,X,X,X,X,X,O
LITOJSZ,X,O,X,X,X,X,O,X,X
LITOJZS,X,X,X,X,O,X,X,X,O
LITOSJZ,O,O,X,X,X,X,O,X,X
LITOSZJ,O,O,X,X,X,X,O,X,O
LITOZJS,X,X,X,X,X,X,X,X,O
LITOZSJ,O,O,X,X,X,X,X,X,O
LIJTSZO,O,X,X,X,X,X,O,X,X
LIJTSOZ,O,X,X,X,X,X,O,X,X
LIJTZSO,O,X,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,O,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,O,X,X
LIJTOZS,X,X,X,X,O,X,X,X,X
LIJSTZO,O,X,O,X,X,X,O,X,X
LIJSTOZ,O,X,X,X,X,X,O,X,X
LIJSZTO,O,X,O,X,X,X,O,X,X
LIJSZOT,O,X,O,X,X,X,O,X,X
LIJSOTZ,O,X,X,X,X,X,O,X,X
LIJSOZT,O,X,O,X,X,X,O,X,X
LIJZTSO,X,X,O,X,X,X,X,X,X
LIJZTOS,X,X,X,X,O,X,X,X,X
LIJZSTO,O,X,O,X,X,X,O,X,X
LIJZSOT,O,X,O,X,X,X,O,X,X
LIJZOTS,X,X,X,X,O,X,X,X,X
LIJZOST,X,X,X,X,X,X,O,X,X
LIJOTSZ,X,X,X,X,X,X,O,X,X
LIJOTZS,X,X,X,X,O,X,X,X,O
LIJOSTZ,O,X,X,X,X,X,O,X,X
LIJOSZT,O,X,X,X,X,X,O,X,X
LIJOZTS,X,X,X,X,O,X,X,X,O
LIJOZST,O,X,X,X,X,X,O,X,X
LISTJZO,O,O,O,X,X,X,X,X,X
LISTJOZ,O,O,X,X,X,X,O,X,X
LISTZJO,O,O,O,X,X,X,X,X,X
LISTZOJ,O,O,O,X,X,X,O,X,X
LISTOJZ,O,O,X,X,X,X,O,X,X
LISTOZJ,O,O,X,X,X,X,O,X,X
LISJTZO,O,O,O,X,X,X,O,X,X
LISJTOZ,O,O,X,X,X,X,O,X,X
LISJZTO,O,O,O,X,X,X,O,X,X
LISJZOT,O,O,O,X,X,X,O,X,X
LISJOTZ,O,O,X,X,X,X,O,X,X
LISJOZT,O,O,O,X,X,X,O,X,X
LISZTJO,O,O,O,X,X,X,X,X,X
LISZTOJ,O,O,O,X,X,X,O,X,X
LISZJTO,O,O,O,X,X,X,X,X,X
LISZJOT,O,O,O,X,X,X,X,X,X
LISZOTJ,O,O,O,X,X,X,O,X,X
LISZOJT,O,O,O,X,X,X,X,X,X
LISOTJZ,O,O,X,X,X,X,O,X,X
LISOTZJ,O,O,X,X,X,X,O,X,O
LISOJTZ,O,O,X,X,X,X,O,X,X
LISOJZT,O,O,O,X,X,X,O,X,X
LISOZTJ,O,O,O,X,X,X,O,X,O
LISOZJT,O,O,O,X,X,X,X,X,X
LIZTJSO,O,O,O,X,X,O,X,X,X
LIZTJOS,X,O,X,X,X,O,X,X,X
LIZTSJO,O,O,O,X,X,O,X,X,X
LIZTSOJ,O,O,O,X,X,X,X,X,X
LIZTOJS,X,O,X,X,X,X,X,X,X
LIZTOSJ,O,O,O,X,X,X,X,X,X
LIZJTSO,X,X,O,X,X,O,X,X,X
LIZJTOS,X,X,X,X,X,O,X,X,X
LIZJSTO,O,O,O,X,X,O,O,X,X
LIZJSOT,O,O,O,X,X,X,O,X,X
LIZJOTS,X,X,X,X,X,O,X,X,X
LIZJOST,X,O,X,X,X,X,O,X,X
LIZSTJO,O,O,O,X,X,X,X,X,X
LIZSTOJ,O,O,O,X,X,X,O,X,X
LIZSJTO,O,O,O,X,X,X,X,X,X
LIZSJOT,O,O,O,X,X,X,X,X,X
LIZSOTJ,O,O,O,X,X,X,O,X,X
LIZSOJT,O,O,O,X,X,X,X,X,X
LIZOTJS,X,O,X,X,X,X,X,X,O
LIZOTSJ,O,O,O,X,X,X,X,X,O
LIZOJTS,X,X,X,X,X,X,X,X,O
LIZOJST,O,O,X,X,X,X,O,X,X
LIZOSTJ,O,O,O,X,X,X,O,X,O
LIZOSJT,O,O,O,X,X,X,X,X,X
LIOTJSZ,O,O,X,X,X,X,O,X,X
LIOTJZS,O,X,X,X,O,X,X,X,O
LIOTSJZ,O,O,X,X,X,X,O,X,X
LIOTSZJ,O,O,X,X,X,X,O,X,O
LIOTZJS,O,X,X,X,X,X,X,X,O
LIOTZSJ,O,O,X,X,X,X,X,X,O
LIOJTSZ,X,X,X,X,X,X,O,X,X
LIOJTZS,X,X,X,X,O,X,X,X,O
LIOJSTZ,O,X,X,X,X,X,O,X,X
LIOJSZT,O,X,X,X,X,X,O,X,X
LIOJZTS,X,X,X,X,O,X,X,X,O
LIOJZST,O,X,X,X,X,X,O,X,X
LIOSTJZ,O,O,X,X,X,X,O,X,X
LIOSTZJ,O,O,X,X,X,X,O,X,O
LIOSJTZ,O,O,X,X,X,X,O,X,X
LIOSJZT,O,O,O,X,X,X,O,X,X
LIOSZTJ,O,O,O,X,X,X,O,X,O
LIOSZJT,O,O,O,X,X,X,X,X,X
LIOZTJS,O,O,X,X,X,X,X,X,O
LIOZTSJ,O,O,O,X,X,X,X,X,O
LIOZJTS,X,X,X,X,X,X,X,X,O
LIOZJST,O,O,X,X,X,X,O,X,X
LIOZSTJ,O,O,O,X,X,X,O,X,O
LIOZSJT,O,O,O,X,X,X,X,X,X
LJTISZO,O,X,X,O,X,X,O,X,X
LJTISOZ,O,X,X,O,X,X,O,X,X
LJTIZSO,O,X,X,O,X,X,X,X,X
LJTIZOS,X,X,X,O,O,X,X,X,X
LJTIOSZ,X,X,X,O,X,X,O,X,X
LJTIOZS,X,X,X,O,O,X,X,X,O
LJTSIZO,O,X,X,O,X,X,O,X,X
LJTSIOZ,O,X,X,O,X,X,O,X,X
LJTSZIO,O,X,X,O,X,O,O,X,X
LJTSZOI,O,X,X,O,X,O,O,X,X
LJTSOIZ,O,X,X,O,X,X,O,X,X
LJTSOZI,O,X,X,O,X,X,O,X,X
LJTZISO,O,X,X,O,X,O,X,X,X
LJTZIOS,X,X,X,O,O,O,X,X,X
LJTZSIO,O,X,X,O,X,O,X,X,X
LJTZSOI,O,X,X,O,X,O,X,X,X
LJTZOIS,X,X,X,O,O,O,X,X,X
LJTZOSI,X,X,X,O,X,O,X,X,X
LJTOISZ,X,X,X,O,X,X,O,X,X
LJTOIZS,X,X,X,O,O,X,X,X,O
LJTOSIZ,X,X,X,O,X,X,O,X,X
LJTOSZI,X,X,X,O,X,X,O,X,X
LJTOZIS,X,X,X,O,O,X,X,X,X
LJTOZSI,X,X,X,O,X,X,X,X,X
LJITSZO,O,X,X,O,X,X,O,X,X
LJITSOZ,O,X,X,O,X,X,O,X,X
LJITZSO,O,X,X,O,X,X,X,X,X
LJITZOS,X,X,X,O,O,X,X,X,X
LJITOSZ,X,X,X,O,X,X,O,X,X
LJITOZS,X,X,X,X,O,X,X,X,X
LJISTZO,O,X,O,X,X,X,O,X,X
LJISTOZ,O,X,X,X,X,X,O,X,X
LJISZTO,O,X,O,X,X,X,O,X,X
LJISZOT,O,X,O,X,X,X,O,X,X
LJISOTZ,O,X,X,X,X,X,O,X,X
LJISOZT,O,X,O,X,X,X,O,X,X
LJIZTSO,X,X,O,O,X,X,X,X,X
LJIZTOS,X,X,X,O,O,X,X,X,X
LJIZSTO,O,X,O,O,X,X,O,X,X
LJIZSOT,O,X,O,X,X,X,O,X,X
LJIZOTS,X,X,X,O,O,X,X,X,X
LJIZOST,X,X,X,X,X,X,O,X,X
LJIOTSZ,X,X,X,X,X,X,O,X,X
LJIOTZS,X,X,X,X,O,X,X,X,O
LJIOSTZ,O,X,X,X,X,X,O,X,X
LJIOSZT,O,X,X,X,X,X,O,X,X
LJIOZTS,X,X,X,X,O,X,X,X,O
LJIOZST,O,X,X,X,X,X,O,X,X
LJSTIZO,O,X,O,X,X,X,O,X,X
LJSTIOZ,O,X,X,X,X,X,O,X,X
LJSTZIO,O,X,O,X,X,X,O,X,X
LJSTZOI,O,X,O,X,X,X,O,X,X
LJSTOIZ,O,X,X,X,X,X,O,X,X
LJSTOZI,O,X,X,X,X,X,O,X,X
LJSITZO,O,X,O,X,X,X,O,X,X
LJSITOZ,O,X,X,X,X,X,O,X,X
LJSIZTO,O,X,O,X,X,X,O,X,X
LJSIZOT,O,X,O,X,X,X,O,X,X
LJSIOTZ,O,X,X,X,X,X,O,X,X
LJSIOZT,O,X,O,X,X,X,O,X,X
LJSZTIO,O,X,O,X,X,X,O,X,X
LJSZTOI,O,X,O,X,X,X,O,X,X
LJSZITO,O,X,O,X,X,X,O,X,X
LJSZIOT,O,X,O,X,X,X,O,X,X
LJSZOTI,O,X,O,X,X,X,O,X,X
LJSZOIT,O,X,O,X,X,X,O,X,X
LJSOTIZ,O,X,X,X,X,X,O,X,X
LJSOTZI,O,X,X,X,X,X,O,X,X
LJSOITZ,O,X,X,X,X,X,O,X,X
LJSOIZT,O,X,O,X,X,X,O,X,X
LJSOZTI,O,X,O,X,X,X,O,X,X
LJSOZIT,O,X,O,X,X,X,O,X,X
LJZTISO,X,X,O,O,X,O,X,X,X
LJZTIOS,X,X,X,O,O,O,X,X,X
LJZTSIO,X,X,O,O,X,O,X,X,X
LJZTSOI,X,X,O,O,X,O,X,X,X
LJZTOIS,X,X,X,O,O,O,X,X,X
LJZTOSI,X,X,X,O,X,O,X,X,X
LJZITSO,X,X,O,O,X,O,X,X,X
LJZITOS,X,X,X,O,O,O,X,X,X
LJZISTO,O,X,O,O,X,O,O,X,X
LJZISOT,O,X,O,X,X,X,O,X,X
LJZIOTS,X,X,X,O,O,O,X,X,X
LJZIOST,X,X,X,O,X,X,O,X,X
LJZSTIO,O,X,O,O,X,O,O,X,X
LJZSTOI,X,X,O,O,X,O,O,X,X
LJZSITO,O,X,O,O,X,O,O,X,X
LJZSIOT,O,X,O,X,X,X,O,X,X
LJZSOTI,X,X,O,O,X,X,O,X,X
LJZSOIT,O,X,O,O,X,X,O,X,X
LJZOTIS,X,X,X,O,O,O,X,X,X
LJZOTSI,X,X,X,O,X,O,X,X,X
LJZOITS,X,X,X,O,O,O,X,X,X
LJZOIST,X,X,X,O,X,X,O,X,X
LJZOSTI,X,X,X,O,X,X,O,X,X
LJZOSIT,X,X,X,O,X,X,O,X,X
LJOTISZ,X,X,X,O,X,X,O,X,X
LJOTIZS,X,X,X,O,O,X,X,X,O
LJOTSIZ,X,X,X,O,X,X,O,X,X
LJOTSZI,X,X,X,O,X,X,O,X,X
LJOTZIS,X,X,X,O,O,X,X,X,X
LJOTZSI,X,X,X,O,X,X,X,X,X
LJOITSZ,X,X,X,O,X,X,O,X,X
LJOITZS,X,X,X,O,O,X,X,X,O
LJOISTZ,O,X,X,O,X,X,O,X,X
LJOISZT,O,X,X,O,X,X,O,X,X
LJOIZTS,X,X,X,O,O,X,X,X,O
LJOIZST,O,X,X,O,X,X,O,X,X
LJOSTIZ,O,X,X,O,X,X,O,X,X
LJOSTZI,O,X,X,O,X,X,O,X,X
LJOSITZ,O,X,X,O,X,X,O,X,X
LJOSIZT,O,X,X,O,X,X,O,X,X
LJOSZTI,O,X,X,O,X,X,O,X,X
LJOSZIT,O,X,X,O,X,X,O,X,X
LJOZTIS,X,X,X,O,O,X,X,X,X
LJOZTSI,X,X,X,O,X,X,X,X,X
LJOZITS,X,X,X,O,O,X,X,X,X
LJOZIST,O,X,X,O,X,X,O,X,X
LJOZSTI,O,X,X,O,X,X,O,X,X
LJOZSIT,O,X,X,O,X,X,O,X,X
LSTIJZO,O,O,O,X,X,X,X,X,X
LSTIJOZ,O,O,X,X,X,X,O,X,X
LSTIZJO,O,O,O,X,X,O,X,O,X
LSTIZOJ,O,O,O,X,X,X,O,O,X
LSTIOJZ,O,O,X,X,X,X,O,X,X
LSTIOZJ,O,O,X,X,X,X,O,O,O
LSTJIZO,O,O,O,X,X,X,O,X,X
LSTJIOZ,O,O,X,X,X,X,O,X,X
LSTJZIO,O,O,O,X,X,O,O,X,X
LSTJZOI,O,O,O,X,X,O,O,X,X
LSTJOIZ,O,O,X,X,X,X,O,X,X
LSTJOZI,O,O,X,X,X,X,O,X,X
LSTZIJO,O,O,O,X,X,O,X,O,X
LSTZIOJ,O,O,O,X,X,X,O,O,X
LSTZJIO,O,O,O,X,X,O,X,O,X
LSTZJOI,O,O,O,X,X,O,X,O,X
LSTZOIJ,O,O,O,X,X,X,O,O,X
LSTZOJI,O,O,O,X,X,O,X,O,X
LSTOIJZ,O,O,X,X,X,X,O,X,X
LSTOIZJ,O,O,X,X,X,X,O,O,O
LSTOJIZ,O,O,X,X,X,X,O,X,X
LSTOJZI,O,O,X,X,X,X,O,X,X
LSTOZIJ,O,O,X,X,X,X,O,O,X
LSTOZJI,O,O,X,X,X,O,X,O,X
LSITJZO,O,O,O,X,X,X,X,X,X
LSITJOZ,O,O,X,X,X,X,O,X,X
LSITZJO,O,O,O,X,X,X,X,O,X
LSITZOJ,O,O,O,X,X,X,O,O,X
LSITOJZ,O,O,X,X,X,X,O,X,X
LSITOZJ,O,O,X,X,X,X,O,O,X
LSIJTZO,O,O,O,X,X,X,O,X,X
LSIJTOZ,O,O,X,X,X,X,O,X,X
LSIJZTO,O,O,O,X,X,X,O,O,X
LSIJZOT,O,O,O,X,X,X,O,O,X
LSIJOTZ,O,O,X,X,X,X,O,X,X
LSIJOZT,O,O,O,X,X,X,O,O,X
LSIZTJO,O,O,O,X,X,X,X,O,X
LSIZTOJ,O,O,O,X,X,X,O,O,X
LSIZJTO,O,O,O,X,X,X,X,O,X
LSIZJOT,O,O,O,X,X,X,X,O,X
LSIZOTJ,O,O,O,X,X,X,O,O,X
LSIZOJT,O,O,O,X,X,X,X,O,X
LSIOTJZ,O,O,X,X,X,X,O,X,X
LSIOTZJ,O,O,X,X,X,X,O,O,O
LSIOJTZ,O,O,X,X,X,X,O,X,X
LSIOJZT,O,O,O,X,X,X,O,O,X
LSIOZTJ,O,O,O,X,X,X,O,O,O
LSIOZJT,O,O,O,X,X,X,X,O,X
LSJTIZO,O,O,O,X,X,X,O,X,X
LSJTIOZ,O,O,X,X,X,X,O,X,X
LSJTZIO,O,O,O,X,X,X,O,X,X
LSJTZOI,O,O,O,X,X,X,O,X,X
LSJTOIZ,O,O,X,X,X,X,O,X,X
LSJTOZI,O,O,X,X,X,X,O,X,X
LSJITZO,O,O,O,X,X,X,O,X,X
LSJITOZ,O,O,X,X,X,X,O,X,X
LSJIZTO,O,O,O,X,X,X,O,O,X
LSJIZOT,O,O,O,X,X,X,O,O,X
LSJIOTZ,O,O,X,X,X,X,O,X,X
LSJIOZT,O,O,O,X,X,X,O,O,X
LSJZTIO,O,O,O,X,X,X,O,O,X
LSJZTOI,O,O,O,X,X,X,O,O,X
LSJZITO,O,O,O,X,X,X,O,O,X
LSJZIOT,O,O,O,X,X,X,O,O,X
LSJZOTI,O,O,O,X,X,X,O,O,X
LSJZOIT,O,O,O,X,X,X,O,O,X
LSJOTIZ,O,O,X,X,X,X,O,X,X
LSJOTZI,O,O,X,X,X,X,O,X,X
LSJOITZ,O,O,X,X,X,X,O,X,X
LSJOIZT,O,O,O,X,X,X,O,O,X
LSJOZTI,O,O,O,X,X,X,O,O,X
LSJOZIT,O,O,O,X,X,X,O,O,X
LSZTIJO,O,O,O,X,X,O,X,O,X
LSZTIOJ,O,O,O,X,X,X,O,O,X
LSZTJIO,O,O,O,X,X,O,X,O,X
LSZTJOI,O,O,O,X,X,O,X,O,X
LSZTOIJ,O,O,O,X,X,X,O,O,X
LSZTOJI,O,O,O,X,X,O,X,O,X
LSZITJO,O,O,O,X,X,X,X,O,X
LSZITOJ,O,O,O,X,X,X,O,O,X
LSZIJTO,O,O,O,X,X,X,X,O,X
LSZIJOT,O,O,O,X,X,X,X,O,X
LSZIOTJ,O,O,O,X,X,X,O,O,X
LSZIOJT,O,O,O,X,X,X,X,O,X
LSZJTIO,O,O,O,X,X,O,O,O,X
LSZJTOI,O,O,O,X,X,O,O,O,X
LSZJITO,O,O,O,X,X,O,O,O,X
LSZJIOT,O,O,O,X,X,X,O,O,X
LSZJOTI,O,O,O,X,X,X,O,O,X
LSZJOIT,O,O,O,X,X,X,O,O,X
LSZOTIJ,O,O,O,X,X,X,O,O,X
LSZOTJI,O,O,O,X,X,X,X,O,X
LSZOITJ,O,O,O,X,X,X,O,O,X
LSZOIJT,O,O,O,X,X,X,X,O,X
LSZOJTI,O,O,O,X,X,X,O,O,X
LSZOJIT,O,O,O,X,X,X,O,O,X
LSOTIJZ,O,O,X,X,X,X,O,X,X
LSOTIZJ,O,O,X,X,X,X,O,O,O
LSOTJIZ,O,O,X,X,X,X,O,X,X
LSOTJZI,O,O,X,X,X,X,O,X,X
LSOTZIJ,O,O,X,X,X,X,O,O,X
LSOTZJI,O,O,X,X,X,X,X,O,X
LSOITJZ,O,O,X,X,X,X,O,X,X
LSOITZJ,O,O,X,X,X,X,O,O,O
LSOIJTZ,O,O,X,X,X,X,O,X,X
LSOIJZT,O,O,O,X,X,X,O,O,X
LSOIZTJ,O,O,O,X,X,X,O,O,O
LSOIZJT,O,O,O,X,X,X,X,O,X
LSOJTIZ,O,O,X,X,X,X,O,X,X
LSOJTZI,O,O,X,X,X,X,O,X,X
LSOJITZ,O,O,X,X,X,X,O,X,X
LSOJIZT,O,O,O,X,X,X,O,O,X
LSOJZTI,O,O,O,X,X,X,O,O,X
LSOJZIT,O,O,O,X,X,X,O,O,X
LSOZTIJ,O,O,O,X,X,X,O,O,X
LSOZTJI,O,O,O,X,X,X,X,O,X
LSOZITJ,O,O,O,X,X,X,O,O,X
LSOZIJT,O,O,O,X,X,X,X,O,X
LSOZJTI,O,O,O,X,X,X,O,O,X
LSOZJIT,O,O,O,X,X,X,O,O,X
LZTIJSO,O,O,O,O,X,O,X,X,X
LZTIJOS,X,O,X,O,X,O,X,X,X
LZTISJO,O,O,O,O,X,O,X,X,X
LZTISOJ,O,O,O,O,X,X,X,X,X
LZTIOJS,X,O,X,O,X,X,X,X,O
LZTIOSJ,O,O,O,O,X,X,X,X,O
LZTJISO,O,O,O,O,X,O,X,X,X
LZTJIOS,X,O,X,O,X,O,X,X,X
LZTJSIO,O,O,O,O,X,O,X,X,X
LZTJSOI,O,O,O,O,X,O,X,X,X
LZTJOIS,X,O,X,O,X,O,X,X,X
LZTJOSI,X,O,X,O,X,O,X,X,X
LZTSIJO,O,O,O,O,X,O,X,O,X
LZTSIOJ,O,O,O,O,X,X,X,O,X
LZTSJIO,O,O,O,O,X,O,X,O,X
LZTSJOI,O,O,O,O,X,O,X,O,X
LZTSOIJ,O,O,O,O,X,X,X,O,X
LZTSOJI,O,O,O,O,X,O,X,O,X
LZTOIJS,X,O,X,O,X,X,X,X,O
LZTOISJ,O,O,O,O,X,X,X,X,O
LZTOJIS,X,O,X,O,X,O,X,X,X
LZTOJSI,X,O,X,O,X,O,X,X,X
LZTOSIJ,O,O,O,O,X,X,X,O,X
LZTOSJI,O,O,O,O,X,O,X,O,X
LZITJSO,O,O,O,O,X,O,X,X,X
LZITJOS,X,O,X,O,X,O,X,X,X
LZITSJO,O,O,O,O,X,O,X,X,X
LZITSOJ,O,O,O,O,X,X,X,X,X
LZITOJS,X,O,X,O,X,X,X,X,X
LZITOSJ,O,O,O,O,X,X,X,X,X
LZIJTSO,X,X,O,O,X,O,X,X,X
LZIJTOS,X,X,X,O,X,O,X,X,X
LZIJSTO,O,O,O,O,X,O,O,X,X
LZIJSOT,O,O,O,X,X,X,O,X,X
LZIJOTS,X,X,X,O,X,O,X,X,X
LZIJOST,X,O,X,O,X,X,O,X,X
LZISTJO,O,O,O,X,X,X,X,X,X
LZISTOJ,O,O,O,X,X,X,O,X,X
LZISJTO,O,O,O,X,X,X,X,X,X
LZISJOT,O,O,O,X,X,X,X,X,X
LZISOTJ,O,O,O,X,X,X,O,X,X
LZISOJT,O,O,O,X,X,X,X,X,X
LZIOTJS,X,O,X,O,X,X,X,X,O
LZIOTSJ,O,O,O,O,X,X,X,X,O
LZIOJTS,X,X,X,O,X,X,X,X,O
LZIOJST,O,O,X,O,X,X,O,X,X
LZIOSTJ,O,O,O,X,X,X,O,X,O
LZIOSJT,O,O,O,X,X,X,X,X,X
LZJTISO,X,X,O,O,X,O,X,X,X
LZJTIOS,X,X,X,O,X,O,X,X,X
LZJTSIO,X,X,O,O,X,O,X,X,X
LZJTSOI,X,X,O,O,X,O,X,X,X
LZJTOIS,X,X,X,O,X,O,X,X,X
LZJTOSI,X,X,X,O,X,O,X,X,X
LZJITSO,X,X,O,O,X,O,X,X,X
LZJITOS,X,X,X,O,X,O,X,X,X
LZJISTO,O,O,O,O,X,O,O,X,X
LZJISOT,O,O,O,X,X,X,O,X,X
LZJIOTS,X,X,X,O,X,O,X,X,X
LZJIOST,X,O,X,O,X,X,O,X,X
LZJSTIO,O,O,O,O,X,O,O,X,X
LZJSTOI,X,O,O,O,X,O,O,X,X
LZJSITO,O,O,O,O,X,O,O,X,X
LZJSIOT,O,O,O,X,X,X,O,X,X
LZJSOTI,X,O,O,O,X,X,O,X,X
LZJSOIT,O,O,O,O,X,X,O,X,X
LZJOTIS,X,X,X,O,X,O,X,X,X
LZJOTSI,X,X,X,O,X,O,X,X,X
LZJOITS,X,X,X,O,X,O,X,X,X
LZJOIST,X,O,X,O,X,X,O,X,X
LZJOSTI,X,O,X,O,X,X,O,X,X
LZJOSIT,X,O,X,O,X,X,O,X,X
LZSTIJO,O,O,O,O,X,O,X,O,X
LZSTIOJ,O,O,O,O,X,X,O,O,X
LZSTJIO,O,O,O,O,X,O,X,O,X
LZSTJOI,O,O,O,O,X,O,X,O,X
LZSTOIJ,O,O,O,O,X,X,O,O,X
LZSTOJI,O,O,O,O,X,O,X,O,X
LZSITJO,O,O,O,X,X,X,X,O,X
LZSITOJ,O,O,O,X,X,X,O,O,X
LZSIJTO,O,O,O,X,X,X,X,O,X
LZSIJOT,O,O,O,X,X,X,X,O,X
LZSIOTJ,O,O,O,X,X,X,O,O,X
LZSIOJT,O,O,O,X,X,X,X,O,X
LZSJTIO,O,O,O,O,X,O,O,O,X
LZSJTOI,O,O,O,O,X,O,O,O,X
LZSJITO,O,O,O,O,X,O,O,O,X
LZSJIOT,O,O,O,X,X,X,O,O,X
LZSJOTI,O,O,O,O,X,X,O,O,X
LZSJOIT,O,O,O,O,X,X,O,O,X
LZSOTIJ,O,O,O,O,X,X,O,O,X
LZSOTJI,O,O,O,O,X,X,X,O,X
LZSOITJ,O,O,O,X,X,X,O,O,X
LZSOIJT,O,O,O,X,X,X,X,O,X
LZSOJTI,O,O,O,O,X,X,O,O,X
LZSOJIT,O,O,O,O,X,X,O,O,X
LZOTIJS,X,O,X,O,X,X,X,X,O
LZOTISJ,O,O,O,O,X,X,X,X,O
LZOTJIS,X,O,X,O,X,O,X,X,X
LZOTJSI,X,O,X,O,X,O,X,X,X
LZOTSIJ,O,O,O,O,X,X,X,O,X
LZOTSJI,O,O,O,O,X,O,X,O,X
LZOITJS,X,O,X,O,X,X,X,X,O
LZOITSJ,O,O,O,O,X,X,X,X,O
LZOIJTS,X,X,X,O,X,X,X,X,O
LZOIJST,O,O,X,O,X,X,O,X,X
LZOISTJ,O,O,O,X,X,X,O,X,O
LZOISJT,O,O,O,X,X,X,X,X,X
LZOJTIS,X,X,X,O,X,O,X,X,X
LZOJTSI,X,X,X,O,X,O,X,X,X
LZOJITS,X,X,X,O,X,O,X,X,X
LZOJIST,O,O,X,O,X,X,O,X,X
LZOJSTI,O,O,X,O,X,X,O,X,X
LZOJSIT,O,O,X,O,X,X,O,X,X
LZOSTIJ,O,O,O,O,X,X,O,O,X
LZOSTJI,O,O,O,O,X,X,X,O,X
LZOSITJ,O,O,O,O,X,X,O,O,X
LZOSIJT,O,O,O,X,X,X,X,O,X
LZOSJTI,O,O,O,O,X,X,O,O,X
LZOSJIT,O,O,O,O,X,X,O,O,X
LOTIJSZ,O,O,X,O,X,X,O,X,X
LOTIJZS,O,X,X,O,O,X,X,X,O
LOTISJZ,O,O,X,O,X,X,O,X,X
LOTISZJ,O,O,X,O,X,X,O,X,O
LOTIZJS,O,X,X,X,X,X,X,X,O
LOTIZSJ,O,O,X,X,X,X,X,X,O
