sequence,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhFCjBllB3mBT?oB2vB0sB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je3AJvhF1mB0iB6oB2?vBRrBzsB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JezAJvhFfnBxiBKqBu?sBctBFrB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhFziB+oBilB3?mB1vB0sB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je3AJvhF1mBxiBusBc?tBTqBirB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JezAJvhFGjBKqBRnBU?nBFrBXtB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je8GJvhFWoBKqBzlBx?sBFrBXtB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeXDJvhFxlBVsBctBa?rBTqBGsB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhFGjBTlB0mBl?nByvBXtB,v115@9gC8GeB8HeB8HeB8CeB8BeA8JeRBJvhF+oBKqBfrB0?mBlnBzsB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je1FJvhF3mBTqBxsBu?sBctBirB,v115@9gC8GeB8HeB8HeB8CeB8BeA8Je3BJvhFOqBlnBctBR?rBzqBCtB
JOZLSIT,O,O,X,O,O,X,X,X,X,X,X,X
JOZSTIL,O,X,X,O,X,X,X,O,X,X,X,X
JOZSTLI,O,X,X,O,X,X,X,X,X,X,X,X
JOZSITL,O,O,X,O,X,X,X,X,X,X,X,X
JOZSILT,O,O,X,O,O,X,X,X,X,X,X,X
JOZSLTI,O,X,X,O,O,X,X,X,X,X,X,X
JOZSLIT,O,O,X,O,O,X,X,X,X,X,X,X
STILJZO,X,X,X,O,X,O,X,X,O,X,X,X
STILJOZ,X,X,O,O,X,O,X,X,O,X,X,X
STILZJO,O,X,X,O,X,O,X,X,O,X,X,X
STILZOJ,O,X,O,X,X,O,X,X,O,X,X,X
STILOJZ,O,X,O,X,X,O,X,X,O,X,X,X
STILOZJ,O,X,O,X,X,O,X,X,X,X,X,X
STIJLZO,X,X,X,O,X,O,X,X,O,X,X,X
STIJLOZ,X,X,X,O,X,O,X,X,O,X,X,X
STIJZLO,O,X,X,O,X,X,X,X,O,X,X,X
STIJZOL,O,X,X,O,X,X,X,X,O,X,X,X
STIJOLZ,O,X,X,O,X,X,X,X,O,X,X,X
STIJOZL,X,X,X,O,X,X,X,X,O,X,X,X
STIZLJO,O,X,X,O,X,X,X,X,O,X,X,X
STIZLOJ,O,X,X,X,X,X,X,O,X,X,X,X
STIZJLO,O,X,X,O,X,X,X,X,O,X,X,X
STIZJOL,O,X,X,O,X,X,X,O,O,X,X,X
STIZOLJ,O,X,X,X,X,X,X,O,X,X,X,X
STIZOJL,O,X,X,O,X,X,X,O,O,X,X,X
STIOLJZ,O,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,X,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,X,O,X,X,X,X,O,X,X,X
STIOJZL,X,X,X,O,X,X,X,X,O,X,X,X
STIOZLJ,O,X,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,X,X,O,X,X,X,X,X,X,X,X
STLIJZO,X,X,X,O,X,O,X,X,O,X,X,X
STLIJOZ,X,X,O,O,X,O,X,X,O,X,X,X
STLIZJO,O,X,O,O,X,O,X,X,O,X,X,X
STLIZOJ,O,X,O,O,X,O,X,X,O,X,X,X
STLIOJZ,O,X,O,O,X,O,X,X,O,X,X,X
STLIOZJ,O,X,O,O,X,O,X,X,X,X,X,X
STLJIZO,X,X,X,O,X,O,X,X,O,X,X,X
STLJIOZ,X,X,O,O,X,O,X,X,O,X,X,X
STLJZIO,X,X,O,O,X,O,X,X,O,X,X,X
STLJZOI,X,X,O,O,X,O,X,X,O,X,X,X
STLJOIZ,X,X,O,O,X,O,X,X,O,X,X,X
STLJOZI,X,X,O,O,X,O,X,X,O,X,X,X
STLZIJO,O,X,O,O,X,O,X,X,O,X,X,X
STLZIOJ,O,X,O,O,X,O,X,X,O,X,X,X
STLZJIO,O,X,O,O,X,O,X,X,O,X,X,X
STLZJOI,X,X,O,O,X,O,X,X,O,X,X,X
STLZOIJ,O,X,O,O,X,O,X,X,O,X,X,X
STLZOJI,O,X,O,O,X,O,X,X,O,X,X,X
STLOIJZ,O,X,O,O,X,O,X,X,O,X,X,X
STLOIZJ,O,X,O,O,X,O,X,X,X,X,X,X
STLOJIZ,O,X,O,O,X,O,X,X,O,X,X,X
STLOJZI,X,X,O,O,X,O,X,X,O,X,X,X
STLOZIJ,O,X,O,O,X,O,X,X,O,X,X,X
STLOZJI,X,X,O,O,X,O,X,X,O,X,X,X
STJILZO,O,X,X,O,X,O,X,X,O,X,X,X
STJILOZ,O,X,X,O,X,O,X,X,O,X,X,X
STJIZLO,O,X,X,O,X,X,X,X,O,X,X,X
STJIZOL,O,X,X,O,X,X,X,X,O,X,X,X
STJIOLZ,O,X,X,O,X,X,X,X,O,X,X,X
STJIOZL,O,X,X,O,X,X,X,X,O,X,X,X
STJLIZO,O,X,X,O,X,O,X,X,O,X,X,X
STJLIOZ,O,X,X,O,X,O,X,X,O,X,X,X
STJLZIO,O,X,X,O,X,O,X,X,O,X,X,X
STJLZOI,O,X,X,O,X,O,X,X,O,X,X,X
STJLOIZ,O,X,X,O,X,O,X,X,O,X,X,X
STJLOZI,O,X,X,O,X,O,X,X,O,X,X,X
STJZILO,O,X,X,O,X,X,X,X,O,X,X,X
STJZIOL,O,X,X,O,X,X,X,X,O,X,X,X
STJZLIO,O,X,X,O,X,X,X,X,O,X,X,X
STJZLOI,O,X,X,O,X,X,X,X,O,X,X,X
STJZOIL,O,X,X,O,X,X,X,X,O,X,X,X
STJZOLI,O,X,X,O,X,X,X,X,X,X,X,X
STJOILZ,O,X,X,O,X,X,X,X,O,X,X,X
STJOIZL,O,X,X,O,X,X,X,X,O,X,X,X
STJOLIZ,O,X,X,O,X,X,X,X,O,X,X,X
STJOLZI,O,X,X,O,X,X,X,X,O,X,X,X
STJOZIL,O,X,X,O,X,X,X,X,O,X,X,X
STJOZLI,O,X,X,O,X,X,X,X,X,X,X,X
STZILJO,O,X,O,O,X,X,X,X,O,X,X,X
STZILOJ,O,X,O,X,X,X,X,O,X,X,X,X
STZIJLO,O,X,X,O,X,X,X,X,O,X,X,X
STZIJOL,O,X,X,O,X,X,X,O,O,X,X,X
STZIOLJ,O,X,X,X,X,X,X,O,X,X,X,X
STZIOJL,O,X,X,O,X,X,X,O,O,X,X,X
STZLIJO,O,X,O,O,X,X,X,X,O,X,X,X
STZLIOJ,O,X,O,O,X,X,X,O,O,X,X,X
STZLJIO,O,X,O,O,X,X,X,X,O,X,X,X
STZLJOI,O,X,O,O,X,X,X,X,O,X,X,X
STZLOIJ,O,X,O,O,X,X,X,O,O,X,X,X
STZLOJI,O,X,O,O,X,X,X,X,O,X,X,X
STZJILO,O,X,O,O,X,X,X,X,O,X,X,X
STZJIOL,O,X,X,O,X,X,X,O,O,X,X,X
STZJLIO,O,X,O,O,X,X,X,X,O,X,X,X
STZJLOI,O,X,O,O,X,X,X,X,O,X,X,X
STZJOIL,O,X,X,O,X,X,X,O,O,X,X,X
STZJOLI,O,X,X,O,X,X,X,X,X,X,X,X
STZOILJ,O,X,X,X,X,X,X,O,X,X,X,X
STZOIJL,O,X,X,O,X,X,X,O,O,X,X,X
STZOLIJ,O,X,X,X,X,X,X,O,X,X,X,X
STZOLJI,O,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,O,X,X,X,O,O,X,X,X
STZOJLI,O,X,X,O,X,X,X,X,X,X,X,X
STOILJZ,O,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,X,O,X,X,X,X,O,X,X,X
STOIJZL,X,X,X,O,X,X,X,X,O,X,X,X
STOIZLJ,O,X,X,X,X,X,X,O,X,X,X,X
STOIZJL,O,X,X,O,X,X,X,O,X,X,X,X
STOLIJZ,O,X,X,X,X,X,X,X,O,X,X,X
STOLIZJ,O,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,X,X,X,X,X,X,X,O,X,X,X
STOLJZI,O,X,X,X,X,X,X,X,O,X,X,X
STOLZIJ,O,X,X,X,X,X,X,X,O,X,X,X
STOLZJI,X,X,X,X,X,X,X,X,O,X,X,X
STOJILZ,O,X,X,O,X,X,X,X,O,X,X,X
STOJIZL,O,X,X,O,X,X,X,X,O,X,X,X
STOJLIZ,O,X,X,O,X,X,X,X,O,X,X,X
STOJLZI,O,X,X,X,X,X,X,X,O,X,X,X
STOJZIL,O,X,X,O,X,X,X,X,O,X,X,X
STOJZLI,O,X,X,O,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,X,X,X,O,X,X,X,X
STOZIJL,O,X,X,O,X,X,X,O,O,X,X,X
STOZLIJ,O,X,X,X,X,X,X,O,X,X,X,X
STOZLJI,O,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,O,X,X,X,O,O,X,X,X
STOZJLI,O,X,X,O,X,X,X,X,X,X,X,X
SITLJZO,X,O,X,O,X,O,X,X,O,X,X,X
SITLJOZ,X,X,O,O,X,O,X,X,O,X,X,X
SITLZJO,O,O,X,O,X,O,X,X,O,X,X,X
SITLZOJ,O,O,O,X,X,O,X,X,O,X,X,X
SITLOJZ,O,O,O,X,X,O,X,X,O,X,X,X
SITLOZJ,O,O,O,X,X,O,X,X,X,X,X,X
SITJLZO,X,O,X,O,X,O,X,X,O,X,X,X
SITJLOZ,X,X,X,O,X,O,X,X,O,X,X,X
SITJZLO,O,O,X,O,X,X,X,X,O,X,X,X
SITJZOL,O,X,X,O,X,X,X,X,O,X,X,X
SITJOLZ,O,O,X,O,X,X,X,X,O,X,X,X
SITJOZL,X,O,X,O,X,X,X,X,O,X,X,X
SITZLJO,O,O,X,O,X,X,X,X,O,X,X,X
SITZLOJ,O,O,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,O,X,O,X,X,X,X,O,X,X,X
SITZJOL,O,X,X,O,X,X,X,X,O,X,X,X
SITZOLJ,O,O,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,X,O,X,X,X,X,O,X,X,X
SITOLJZ,O,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,O,X,X,X,X,O,X,X,X
SITOJZL,X,O,X,O,X,X,X,X,O,X,X,X
SITOZLJ,O,O,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,O,X,O,X,X,X,X,X,X,X,X
SILTJZO,X,O,X,X,X,O,X,X,O,X,X,X
SILTJOZ,X,X,O,X,X,O,X,X,O,X,X,X
SILTZJO,X,O,O,X,X,O,X,X,O,X,X,X
SILTZOJ,X,O,O,X,X,O,X,X,O,X,X,X
SILTOJZ,X,O,O,X,X,O,X,X,O,X,X,X
SILTOZJ,X,O,O,X,X,O,X,X,X,X,X,X
SILJTZO,X,O,X,X,X,O,X,X,O,X,X,X
SILJTOZ,X,X,O,X,X,O,X,X,O,X,X,X
SILJZTO,X,X,X,X,X,O,X,X,O,X,X,X
SILJZOT,X,X,X,O,X,X,O,X,O,X,X,X
SILJOTZ,X,X,X,O,X,O,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,O,X,X,X,X,X
SILZTJO,O,O,O,X,X,O,X,X,O,X,X,X
SILZTOJ,O,O,O,X,X,O,X,X,O,X,X,X
SILZJTO,O,X,O,X,X,O,X,X,O,X,X,X
SILZJOT,O,X,O,O,X,X,O,X,O,X,X,X
SILZOTJ,O,X,O,X,X,X,X,X,O,X,X,X
SILZOJT,O,X,X,X,X,X,O,X,O,X,X,X
SILOTJZ,O,O,O,X,X,O,X,X,X,X,X,X
SILOTZJ,O,O,O,X,X,O,X,X,X,X,X,X
SILOJTZ,O,O,X,X,X,O,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,O,X,X,X,X,X
SILOZTJ,O,O,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,X,X,X,X,O,X,X,X,X,X
SIJTLZO,O,O,X,O,X,O,X,X,O,X,X,X
SIJTLOZ,O,X,X,O,X,O,X,X,O,X,X,X
SIJTZLO,O,O,X,O,X,X,X,X,O,X,X,X
SIJTZOL,O,X,X,O,X,X,X,X,O,X,X,X
SIJTOLZ,O,O,X,O,X,X,X,X,O,X,X,X
SIJTOZL,O,O,X,O,X,X,X,X,O,X,X,X
SIJLTZO,X,O,X,X,X,O,X,X,O,X,X,X
SIJLTOZ,X,X,O,X,X,O,X,X,O,X,X,X
SIJLZTO,O,X,X,X,X,O,X,X,O,X,X,X
SIJLZOT,O,X,X,O,X,X,O,X,O,X,X,X
SIJLOTZ,O,X,X,O,X,O,X,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,O,X,X,X,X,X
SIJZTLO,O,X,X,O,X,X,X,X,O,X,X,X
SIJZTOL,O,X,X,O,X,X,X,X,O,X,X,X
SIJZLTO,O,X,X,X,X,O,X,X,O,X,X,X
SIJZLOT,O,X,X,O,X,X,O,X,O,X,X,X
SIJZOTL,O,X,X,O,X,X,X,X,O,X,X,X
SIJZOLT,O,X,X,O,X,X,X,X,O,X,X,X
SIJOTLZ,O,O,X,O,X,X,X,X,X,X,X,X
SIJOTZL,O,O,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,O,O,X,O,X,O,X,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,O,X,X,O,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,O,X,X,X,X,X,X,X,X
SIZTLJO,O,O,O,O,X,X,X,X,O,X,X,X
SIZTLOJ,O,O,O,X,X,X,X,X,X,X,X,X
SIZTJLO,O,O,X,O,X,X,X,X,O,X,X,X
SIZTJOL,O,X,X,O,X,X,X,X,O,X,X,X
SIZTOLJ,O,O,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,O,X,O,X,X,X,X,O,X,X,X
SIZLTJO,O,O,O,X,X,O,X,X,O,X,X,X
SIZLTOJ,O,O,O,X,X,O,X,X,X,X,X,X
SIZLJTO,O,X,O,X,X,O,X,X,O,X,X,X
SIZLJOT,O,X,O,O,X,X,O,X,O,X,X,X
SIZLOTJ,O,X,O,X,X,X,X,X,X,X,X,X
SIZLOJT,O,X,X,X,X,X,O,X,X,X,X,X
SIZJTLO,O,X,O,O,X,X,X,X,O,X,X,X
SIZJTOL,O,X,X,O,X,X,X,X,O,X,X,X
SIZJLTO,O,X,O,X,X,O,X,X,O,X,X,X
SIZJLOT,O,X,O,O,X,X,O,X,O,X,X,X
SIZJOTL,O,X,X,O,X,X,X,X,O,X,X,X
SIZJOLT,O,X,O,O,X,X,X,X,O,X,X,X
SIZOTLJ,O,O,X,X,X,X,X,X,X,X,X,X
SIZOTJL,O,O,X,X,X,X,X,X,O,X,X,X
SIZOLTJ,O,O,O,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,O,X,X,X,X,O,X,X,X
SIZOJLT,O,X,X,O,X,X,X,X,O,X,X,X
SIOTLJZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,X,X,X,O,X
SIOTJLZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOTJZL,X,O,X,X,X,X,X,X,X,X,O,X
SIOTZLJ,O,O,X,X,X,X,X,X,X,X,O,X
SIOTZJL,X,O,X,X,X,X,X,X,X,X,O,X
SIOLTJZ,O,O,O,X,X,O,X,X,X,X,X,X
SIOLTZJ,O,O,O,X,X,O,X,X,X,X,O,X
SIOLJTZ,O,O,X,X,X,O,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,X,X,X,X,X,X,X,O,X
SIOLZJT,O,X,X,X,X,X,X,X,X,X,O,X
SIOJTLZ,O,O,X,O,X,X,X,X,X,X,X,X
SIOJTZL,O,O,X,O,X,X,X,X,X,X,O,X
SIOJLTZ,O,O,X,O,X,O,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,X,X,O,X,X,X,X,X,X,O,X
SIOJZLT,O,X,X,O,X,X,X,X,X,X,O,X
SIOZTLJ,O,O,X,X,X,X,X,X,X,X,O,X
SIOZTJL,X,O,X,X,X,X,X,X,X,X,O,X
SIOZLTJ,O,O,X,X,X,X,X,X,X,X,O,X
SIOZLJT,O,X,X,X,X,X,X,X,X,X,O,X
SIOZJTL,X,X,X,O,X,X,X,X,X,X,O,X
SIOZJLT,O,X,X,O,X,X,X,X,X,X,O,X
SLTIJZO,X,X,X,O,O,O,X,X,O,O,X,X
SLTIJOZ,X,X,O,O,X,O,X,X,O,X,X,X
SLTIZJO,O,X,O,O,O,O,X,X,O,O,X,X
SLTIZOJ,O,X,O,X,O,O,X,X,O,X,X,X
SLTIOJZ,O,X,O,X,X,O,X,X,O,X,X,X
SLTIOZJ,O,X,O,X,O,O,X,X,X,X,X,X
SLTJIZO,X,X,X,O,O,O,X,X,O,O,X,X
SLTJIOZ,X,X,O,O,X,O,X,X,O,X,X,X
SLTJZIO,X,X,O,O,O,O,X,X,O,O,X,X
SLTJZOI,X,X,O,O,O,O,X,X,O,O,X,X
SLTJOIZ,X,X,O,O,X,O,X,X,O,X,X,X
SLTJOZI,X,X,O,X,X,O,X,X,O,O,X,X
SLTZIJO,O,X,O,O,O,O,X,X,O,O,X,X
SLTZIOJ,O,X,O,X,O,O,X,X,O,X,X,X
SLTZJIO,O,X,O,O,O,O,X,X,O,O,X,X
SLTZJOI,X,X,O,O,O,O,X,X,O,O,X,X
SLTZOIJ,O,X,O,X,O,O,X,X,O,X,X,X
SLTZOJI,O,X,O,X,O,O,X,X,O,X,X,X
SLTOIJZ,O,X,O,X,X,O,X,X,O,X,X,X
SLTOIZJ,O,X,O,X,O,O,X,X,X,X,X,X
SLTOJIZ,O,X,O,X,X,O,X,X,O,X,X,X
SLTOJZI,X,X,O,X,X,O,X,X,O,X,X,X
SLTOZIJ,O,X,O,X,O,O,X,X,O,X,X,X
SLTOZJI,X,X,O,X,O,O,X,X,O,X,X,X
SLITJZO,X,O,X,X,X,O,X,X,O,O,X,X
SLITJOZ,X,X,O,X,X,O,X,X,O,X,X,X
SLITZJO,X,O,O,X,X,O,X,X,O,O,X,X
SLITZOJ,X,O,O,X,X,O,X,X,O,X,X,X
SLITOJZ,X,X,O,X,X,O,X,X,O,X,X,X
SLITOZJ,X,O,O,X,X,O,X,X,X,X,X,X
SLIJTZO,X,O,X,X,X,O,X,X,O,O,X,X
SLIJTOZ,X,X,O,X,X,O,X,X,O,X,X,X
SLIJZTO,X,X,X,X,X,O,X,X,O,O,X,X
SLIJZOT,X,X,X,O,X,X,O,X,O,O,X,X
SLIJOTZ,X,X,X,O,X,O,X,X,X,X,X,X
SLIJOZT,X,X,X,X,X,X,O,X,X,O,X,X
SLIZTJO,O,O,O,X,X,O,X,X,O,O,X,X
SLIZTOJ,O,O,O,X,X,O,X,X,O,X,X,X
SLIZJTO,O,X,O,X,X,O,X,X,O,O,X,X
SLIZJOT,O,X,O,O,X,X,O,X,O,O,X,X
SLIZOTJ,O,X,O,X,X,X,X,X,O,X,X,X
SLIZOJT,O,X,X,X,X,X,O,X,O,O,X,X
SLIOTJZ,O,X,O,X,X,O,X,X,X,X,X,X
SLIOTZJ,O,O,O,X,X,O,X,X,X,X,X,X
SLIOJTZ,O,X,X,X,X,O,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,O,X,X,O,X,X
SLIOZTJ,O,X,X,X,X,X,X,X,X,X,X,X
SLIOZJT,O,X,X,X,X,X,O,X,X,O,X,X
SLJTIZO,O,O,X,O,X,O,X,X,O,O,X,X
SLJTIOZ,O,O,O,O,X,O,X,X,O,X,X,X
SLJTZIO,O,X,O,O,X,O,X,X,O,O,X,X
SLJTZOI,O,X,O,O,X,O,X,X,O,O,X,X
SLJTOIZ,O,O,O,O,X,O,X,X,O,X,X,X
SLJTOZI,O,X,O,X,X,O,X,X,O,O,X,X
SLJITZO,X,O,X,X,X,O,X,X,O,O,X,X
SLJITOZ,X,O,O,X,X,O,X,X,O,X,X,X
SLJIZTO,O,O,X,X,X,O,X,X,O,O,X,X
SLJIZOT,O,X,X,O,X,X,X,X,O,O,X,X
SLJIOTZ,O,O,X,O,X,O,X,X,X,X,X,X
SLJIOZT,O,O,X,X,X,X,X,X,X,O,X,X
SLJZTIO,O,X,O,O,X,O,X,X,O,O,X,X
SLJZTOI,O,X,O,O,X,O,X,X,O,O,X,X
SLJZITO,O,O,O,X,X,O,X,X,O,O,X,X
SLJZIOT,O,X,O,O,X,X,X,X,O,O,X,X
SLJZOTI,O,X,O,O,X,X,X,X,X,O,X,X
SLJZOIT,O,O,O,O,X,X,X,X,O,O,X,X
SLJOTIZ,O,O,X,O,X,O,X,X,O,X,X,X
SLJOTZI,O,X,X,X,X,O,X,X,O,O,X,X
SLJOITZ,O,O,X,O,X,O,X,X,X,X,X,X
SLJOIZT,O,O,X,X,X,X,X,X,X,O,X,X
SLJOZTI,O,X,X,X,X,X,X,X,X,O,X,X
SLJOZIT,O,O,X,X,X,X,X,X,O,O,X,X
SLZTIJO,O,X,O,O,O,O,X,X,O,O,X,X
SLZTIOJ,O,X,O,X,O,O,X,X,O,X,X,X
SLZTJIO,O,X,O,O,O,O,X,X,O,O,X,X
SLZTJOI,O,X,O,O,O,O,X,X,O,O,X,X
SLZTOIJ,O,X,O,X,O,O,X,X,O,X,X,X
SLZTOJI,O,X,O,X,O,O,X,X,O,X,X,X
SLZITJO,O,X,O,X,O,O,X,X,O,O,X,X
SLZITOJ,O,X,O,X,O,O,X,X,O,X,X,X
SLZIJTO,O,X,O,X,X,O,X,X,O,O,X,X
SLZIJOT,O,X,O,O,X,X,O,X,O,O,X,X
SLZIOTJ,O,X,O,X,X,X,X,X,O,X,X,X
SLZIOJT,O,X,X,X,X,X,O,X,O,O,X,X
SLZJTIO,O,X,O,O,O,O,X,X,O,O,X,X
SLZJTOI,O,X,O,O,O,O,X,X,O,O,X,X
SLZJITO,O,X,O,X,O,O,X,X,O,O,X,X
SLZJIOT,O,X,O,O,X,X,X,X,O,O,X,X
SLZJOTI,O,X,O,O,X,X,X,X,X,O,X,X
SLZJOIT,O,X,O,O,X,X,X,X,O,O,X,X
SLZOTIJ,O,X,O,X,X,X,X,X,O,X,X,X
SLZOTJI,O,X,O,X,X,X,X,X,O,X,X,X
SLZOITJ,O,X,O,X,X,X,X,X,O,X,X,X
SLZOIJT,O,X,X,X,X,X,O,X,O,O,X,X
SLZOJTI,O,X,O,X,X,X,X,X,X,O,X,X
SLZOJIT,O,X,O,X,X,X,X,X,O,O,X,X
SLOTIJZ,O,X,O,X,X,O,X,X,O,X,X,X
SLOTIZJ,O,X,O,X,X,O,X,X,X,X,X,X
SLOTJIZ,O,X,O,X,X,O,X,X,O,X,X,X
SLOTJZI,O,X,O,X,X,O,X,X,O,X,X,X
SLOTZIJ,O,X,O,X,X,O,X,X,O,X,X,X
SLOTZJI,X,X,O,X,X,O,X,X,O,X,X,X
SLOITJZ,O,O,O,X,X,O,X,X,X,X,X,X
SLOITZJ,O,O,O,X,X,O,X,X,X,X,X,X
SLOIJTZ,O,O,X,X,X,O,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,O,X,X,O,X,X
SLOIZTJ,O,O,X,X,X,X,X,X,X,X,X,X
SLOIZJT,O,X,X,X,X,X,O,X,X,O,X,X
SLOJTIZ,O,O,X,X,X,O,X,X,O,X,X,X
SLOJTZI,O,X,X,X,X,O,X,X,O,O,X,X
SLOJITZ,O,O,X,X,X,O,X,X,X,X,X,X
SLOJIZT,O,O,X,X,X,X,X,X,X,O,X,X
SLOJZTI,O,X,X,X,X,X,X,X,X,O,X,X
SLOJZIT,O,O,X,X,X,X,X,X,O,O,X,X
SLOZTIJ,O,X,O,X,X,X,X,X,O,X,X,X
SLOZTJI,X,X,O,X,X,X,X,X,O,X,X,X
SLOZITJ,O,O,O,X,X,X,X,X,O,X,X,X
SLOZIJT,O,X,X,X,X,X,O,X,O,O,X,X
SLOZJTI,O,X,O,X,X,X,X,X,X,O,X,X
SLOZJIT,O,O,O,X,X,X,X,X,O,O,X,X
SJTILZO,O,O,X,O,X,O,X,X,O,X,X,X
SJTILOZ,O,O,X,O,X,O,X,X,O,X,X,X
SJTIZLO,O,O,X,O,X,X,X,X,O,X,X,X
SJTIZOL,O,O,X,O,X,X,X,X,O,X,X,X
SJTIOLZ,O,O,X,O,X,X,X,X,O,X,X,X
SJTIOZL,O,O,X,O,X,X,X,X,O,X,X,X
SJTLIZO,O,O,X,O,X,O,X,X,O,O,X,X
SJTLIOZ,O,O,X,O,X,O,X,X,O,X,X,X
SJTLZIO,O,X,X,O,X,O,X,X,O,O,X,X
SJTLZOI,O,X,X,O,X,O,X,X,O,O,X,X
SJTLOIZ,O,O,X,O,X,O,X,X,O,X,X,X
SJTLOZI,O,X,X,O,X,O,X,X,O,O,X,X
SJTZILO,O,X,X,O,X,X,X,X,O,X,X,X
SJTZIOL,O,X,X,O,X,X,X,X,O,X,X,X
SJTZLIO,O,X,X,O,X,X,X,X,O,X,X,X
SJTZLOI,O,X,X,O,X,X,X,X,O,X,X,X
SJTZOIL,O,X,X,O,X,X,X,X,O,X,X,X
SJTZOLI,O,X,X,O,X,X,X,X,X,X,X,X
SJTOILZ,O,X,X,O,X,X,X,X,O,X,X,X
SJTOIZL,O,X,X,O,X,X,X,X,O,X,X,X
SJTOLIZ,O,O,X,O,X,X,X,X,O,X,X,X
SJTOLZI,O,X,X,O,X,X,X,X,O,X,X,X
SJTOZIL,O,X,X,O,X,X,X,X,O,X,X,X
SJTOZLI,O,X,X,O,X,X,X,X,X,X,X,X
SJITLZO,O,O,X,O,X,O,X,X,O,X,X,X
SJITLOZ,O,O,X,O,X,O,X,X,O,X,X,X
SJITZLO,O,O,X,O,X,X,X,X,O,X,X,O
SJITZOL,O,O,X,O,X,X,X,X,O,X,X,O
SJITOLZ,O,O,X,O,X,X,X,X,O,X,X,X
SJITOZL,O,O,X,O,X,X,X,X,O,X,X,X
SJILTZO,X,O,X,X,X,O,X,X,O,X,X,X
SJILTOZ,X,O,O,X,X,O,X,X,O,X,X,X
SJILZTO,O,O,X,X,X,O,X,X,O,X,X,O
SJILZOT,O,X,X,O,X,X,X,X,O,X,X,X
SJILOTZ,O,O,X,O,X,O,X,X,X,X,X,X
SJILOZT,O,O,X,X,X,X,X,X,X,X,X,X
SJIZTLO,O,O,X,O,X,X,X,X,O,X,X,O
SJIZTOL,O,O,X,O,X,X,X,X,O,X,X,O
SJIZLTO,O,O,X,X,X,O,X,X,O,X,X,O
SJIZLOT,O,X,X,O,X,X,X,X,O,X,X,X
SJIZOTL,O,O,X,O,X,X,X,X,O,X,X,O
SJIZOLT,O,O,X,O,X,X,X,X,O,X,X,X
SJIOTLZ,O,O,X,O,X,X,X,X,X,X,X,X
SJIOTZL,O,O,X,O,X,X,X,X,X,X,X,X
SJIOLTZ,O,O,X,O,X,O,X,X,X,X,X,X
SJIOLZT,O,O,X,X,X,X,X,X,X,X,X,X
SJIOZTL,O,O,X,O,X,X,X,X,X,X,X,O
SJIOZLT,O,O,X,O,X,X,X,X,X,X,X,X
SJLTIZO,O,O,X,O,X,O,X,X,O,O,X,X
SJLTIOZ,O,O,O,O,X,O,X,X,O,X,X,X
SJLTZIO,O,X,O,O,X,O,X,X,O,O,X,X
SJLTZOI,O,X,O,O,X,O,X,X,O,O,X,X
