sequence,v115@HhA8IeB8CeA8DeB8BeF8Jex/IvhFThB0iB6oBFlB2s?B3qB,v115@HhA8IeB8CeA8DeB8BeF8Jex/IvhFThBKnBGjBFlBUo?B3qB,v115@HhA8IeB8CeA8DeB8BeF8Jel/IvhFRhBfoB6oBmlBUn?BTqB,v115@HhA8IeB8CeA8DeB8BeF8Jel/IvhFclBxmBToBmmBCo?B3qB
ZOLJSTI,O,O,O,X
ZOLJSIT,O,O,O,X
ZOLSTIJ,O,O,O,X
ZOLSTJI,O,O,O,X
ZOLSITJ,X,O,O,X
ZOLSIJT,O,O,O,X
ZOLSJTI,O,O,O,X
ZOLSJIT,O,O,O,X
ZOJTILS,O,O,O,X
ZOJTISL,O,X,O,X
ZOJTLIS,O,O,O,X
ZOJTLSI,O,O,O,X
ZOJTSIL,O,X,O,X
ZOJTSLI,O,X,O,X
ZOJITLS,O,O,O,X
ZOJITSL,O,X,O,X
ZOJILTS,O,O,O,X
ZOJILST,O,O,O,X
ZOJISTL,O,X,O,X
ZOJISLT,O,O,O,X
ZOJLTIS,O,O,O,X
ZOJLTSI,O,O,O,X
ZOJLITS,O,O,O,X
ZOJLIST,O,O,O,X
ZOJLSTI,O,O,O,X
ZOJLSIT,O,O,O,X
ZOJSTIL,O,O,O,X
ZOJSTLI,O,O,O,X
ZOJSITL,O,X,O,X
ZOJSILT,O,O,O,X
ZOJSLTI,O,O,O,X
ZOJSLIT,O,O,O,X
ZOSTILJ,O,O,O,O
ZOSTIJL,O,O,O,O
ZOSTLIJ,O,O,O,O
ZOSTLJI,O,O,O,X
ZOSTJIL,O,O,O,O
ZOSTJLI,O,O,O,X
ZOSITLJ,X,X,O,O
ZOSITJL,X,X,O,O
ZOSILTJ,X,O,O,O
ZOSILJT,O,O,O,X
ZOSIJTL,O,X,O,O
ZOSIJLT,O,O,O,X
ZOSLTIJ,O,O,O,O
ZOSLTJI,O,O,O,X
ZOSLITJ,X,O,O,O
ZOSLIJT,O,O,O,X
ZOSLJTI,O,O,O,X
ZOSLJIT,O,O,O,X
ZOSJTIL,O,O,O,O
ZOSJTLI,O,O,O,X
ZOSJITL,O,X,O,O
ZOSJILT,O,O,O,X
ZOSJLTI,O,O,O,X
ZOSJLIT,O,O,O,X
OTILJSZ,O,X,X,X
OTILJZS,O,O,X,X
OTILSJZ,O,X,X,X
OTILSZJ,X,O,X,X
OTILZJS,O,O,X,X
OTILZSJ,X,O,X,X
OTIJLSZ,O,X,X,X
OTIJLZS,O,O,X,X
OTIJSLZ,O,X,X,X
OTIJSZL,O,X,X,X
OTIJZLS,O,X,X,X
OTIJZSL,O,X,X,X
OTISLJZ,O,X,X,X
OTISLZJ,X,O,X,X
OTISJLZ,O,X,X,X
OTISJZL,O,X,X,X
OTISZLJ,X,X,X,O
OTISZJL,X,X,X,O
OTIZLJS,O,O,X,X
OTIZLSJ,X,O,O,X
OTIZJLS,O,O,O,X
OTIZJSL,O,X,O,X
OTIZSLJ,X,X,O,X
OTIZSJL,X,X,O,X
OTLIJSZ,O,X,X,X
OTLIJZS,O,O,X,X
OTLISJZ,O,X,X,X
OTLISZJ,X,O,X,X
OTLIZJS,O,O,X,X
OTLIZSJ,X,O,X,X
OTLJISZ,O,X,O,X
OTLJIZS,O,O,X,X
OTLJSIZ,O,X,O,X
OTLJSZI,O,X,O,X
OTLJZIS,O,O,X,X
OTLJZSI,O,O,O,X
OTLSIJZ,O,O,X,X
OTLSIZJ,O,O,X,X
OTLSJIZ,O,O,O,X
OTLSJZI,O,O,O,X
OTLSZIJ,O,O,X,X
OTLSZJI,O,O,X,X
OTLZIJS,O,O,X,X
OTLZISJ,X,O,O,X
OTLZJIS,O,O,O,X
OTLZJSI,O,O,O,X
OTLZSIJ,X,O,O,X
OTLZSJI,X,O,O,X
OTJILSZ,O,X,O,X
OTJILZS,O,O,O,X
OTJISLZ,O,X,O,X
OTJISZL,O,X,O,X
OTJIZLS,O,X,O,X
OTJIZSL,O,X,O,X
OTJLISZ,O,X,O,X
OTJLIZS,O,O,O,X
OTJLSIZ,O,X,O,X
OTJLSZI,O,X,O,X
OTJLZIS,O,O,O,X
OTJLZSI,O,O,O,X
OTJSILZ,O,X,O,X
OTJSIZL,O,X,O,X
OTJSLIZ,O,X,O,X
OTJSLZI,O,X,O,X
OTJSZIL,O,X,O,X
OTJSZLI,O,X,O,X
OTJZILS,O,X,O,X
OTJZISL,O,X,O,X
OTJZLIS,O,X,O,X
OTJZLSI,O,X,O,X
OTJZSIL,O,X,O,X
OTJZSLI,O,X,O,X
OTSILJZ,O,O,X,X
OTSILZJ,O,O,X,X
OTSIJLZ,O,O,X,X
OTSIJZL,O,X,X,X
OTSIZLJ,O,O,X,O
OTSIZJL,O,X,X,O
OTSLIJZ,O,O,X,X
OTSLIZJ,O,O,X,X
OTSLJIZ,O,O,O,X
OTSLJZI,O,O,O,X
OTSLZIJ,O,O,X,X
OTSLZJI,O,O,X,X
OTSJILZ,O,O,O,X
OTSJIZL,O,X,O,X
OTSJLIZ,O,O,O,X
OTSJLZI,O,O,O,X
OTSJZIL,O,X,O,X
OTSJZLI,O,X,O,X
OTSZILJ,O,O,O,O
OTSZIJL,O,X,O,O
OTSZLIJ,O,O,O,O
OTSZLJI,O,O,O,X
OTSZJIL,O,X,O,O
OTSZJLI,O,X,O,X
OTZILJS,O,O,X,X
OTZILSJ,X,O,O,X
OTZIJLS,O,O,O,X
OTZIJSL,O,X,O,X
OTZISLJ,X,X,O,X
OTZISJL,X,X,O,X
OTZLIJS,O,O,X,X
OTZLISJ,X,O,O,X
OTZLJIS,O,O,O,X
OTZLJSI,O,O,O,X
OTZLSIJ,X,O,O,X
OTZLSJI,X,O,O,X
OTZJILS,O,O,O,X
OTZJISL,O,X,O,X
OTZJLIS,O,O,O,X
OTZJLSI,O,O,O,X
OTZJSIL,O,X,O,X
OTZJSLI,O,X,O,X
OTZSILJ,X,X,O,X
OTZSIJL,X,X,O,X
OTZSLIJ,X,X,O,X
OTZSLJI,X,X,O,X
OTZSJIL,X,X,O,X
OTZSJLI,X,X,O,X
OITLJSZ,O,X,X,X
OITLJZS,O,O,X,X
OITLSJZ,O,X,X,X
OITLSZJ,X,O,X,X
OITLZJS,O,O,X,X
OITLZSJ,X,O,X,X
OITJLSZ,O,X,X,X
OITJLZS,O,O,X,X
OITJSLZ,O,X,X,X
OITJSZL,O,X,X,X
OITJZLS,O,X,X,X
OITJZSL,O,X,X,X
OITSLJZ,O,X,X,X
OITSLZJ,X,O,X,X
OITSJLZ,O,X,X,X
OITSJZL,O,X,X,X
OITSZLJ,X,X,X,O
OITSZJL,X,X,X,O
OITZLJS,O,O,X,X
OITZLSJ,X,O,O,X
OITZJLS,O,O,O,X
OITZJSL,O,X,O,X
OITZSLJ,X,X,O,X
OITZSJL,X,X,O,X
OILTJSZ,O,X,X,X
OILTJZS,O,O,X,X
OILTSJZ,O,X,X,X
OILTSZJ,X,O,X,X
OILTZJS,O,O,X,X
OILTZSJ,X,O,X,X
OILJTSZ,O,X,O,X
OILJTZS,O,X,X,X
OILJSTZ,O,X,O,X
OILJSZT,O,X,O,X
OILJZTS,O,O,X,X
OILJZST,O,O,X,X
OILSTJZ,O,O,X,X
OILSTZJ,O,O,X,X
OILSJTZ,O,X,O,X
OILSJZT,O,O,O,X
OILSZTJ,X,O,X,O
OILSZJT,O,O,X,X
OILZTJS,X,O,X,X
OILZTSJ,X,O,X,X
OILZJTS,O,O,X,X
OILZJST,O,O,X,X
OILZSTJ,X,O,X,X
OILZSJT,X,O,X,X
OIJTLSZ,O,X,O,X
OIJTLZS,O,X,O,X
OIJTSLZ,O,X,O,X
OIJTSZL,O,X,O,X
OIJTZLS,O,X,O,X
OIJTZSL,O,X,O,X
OIJLTSZ,O,X,O,X
OIJLTZS,O,X,O,X
OIJLSTZ,O,X,O,X
OIJLSZT,O,X,O,X
OIJLZTS,O,O,O,X
OIJLZST,O,O,O,X
OIJSTLZ,O,X,O,X
OIJSTZL,O,X,O,X
OIJSLTZ,O,X,O,X
OIJSLZT,O,X,O,X
OIJSZTL,O,X,O,O
OIJSZLT,O,X,O,X
OIJZTLS,O,X,O,X
OIJZTSL,O,X,O,X
OIJZLTS,O,X,O,X
OIJZLST,O,X,O,X
OIJZSTL,O,X,O,X
OIJZSLT,O,X,O,X
OISTLJZ,O,O,X,X
OISTLZJ,O,O,X,X
OISTJLZ,O,O,X,X
OISTJZL,O,X,X,X
OISTZLJ,O,O,X,O
OISTZJL,O,X,X,O
OISLTJZ,O,O,X,X
OISLTZJ,O,O,X,X
OISLJTZ,O,X,O,X
OISLJZT,O,O,O,X
OISLZTJ,X,O,X,O
OISLZJT,O,O,X,X
OISJTLZ,O,X,O,X
OISJTZL,O,X,O,X
OISJLTZ,O,X,O,X
OISJLZT,O,O,O,X
OISJZTL,O,X,O,O
OISJZLT,O,X,O,X
OISZTLJ,X,X,X,O
OISZTJL,X,X,X,O
OISZLTJ,X,O,X,O
OISZLJT,O,O,X,X
OISZJTL,O,X,X,O
OISZJLT,O,O,X,X
OIZTLJS,X,O,X,X
OIZTLSJ,X,O,O,X
OIZTJLS,X,O,O,X
OIZTJSL,X,X,O,X
OIZTSLJ,X,X,O,X
OIZTSJL,X,X,O,X
OIZLTJS,X,O,X,X
OIZLTSJ,X,O,O,X
OIZLJTS,O,O,O,X
OIZLJST,O,O,O,X
OIZLSTJ,X,O,O,X
OIZLSJT,X,O,O,X
OIZJTLS,O,O,O,X
OIZJTSL,X,X,O,X
OIZJLTS,O,O,O,X
OIZJLST,O,O,O,X
OIZJSTL,X,X,O,X
OIZJSLT,O,O,O,X
OIZSTLJ,X,X,O,O
OIZSTJL,X,X,O,O
OIZSLTJ,X,O,O,O
OIZSLJT,X,O,O,X
OIZSJTL,X,X,O,O
OIZSJLT,X,O,O,X
OLTIJSZ,O,X,X,X
OLTIJZS,O,O,X,X
OLTISJZ,O,X,X,X
OLTISZJ,X,O,X,X
OLTIZJS,O,O,X,X
OLTIZSJ,X,O,X,X
OLTJISZ,O,X,O,X
OLTJIZS,O,O,X,X
OLTJSIZ,O,X,O,X
OLTJSZI,O,X,O,X
OLTJZIS,O,O,X,X
OLTJZSI,O,O,O,X
OLTSIJZ,O,O,X,X
OLTSIZJ,O,O,X,X
OLTSJIZ,O,O,O,X
OLTSJZI,O,O,O,X
OLTSZIJ,O,O,X,X
OLTSZJI,O,O,X,X
OLTZIJS,O,O,X,X
OLTZISJ,X,O,O,X
OLTZJIS,O,O,O,X
OLTZJSI,O,O,O,X
OLTZSIJ,X,O,O,X
OLTZSJI,X,O,O,X
OLITJSZ,O,X,X,X
OLITJZS,O,O,X,X
OLITSJZ,O,X,X,X
OLITSZJ,X,O,X,X
OLITZJS,O,O,X,X
OLITZSJ,X,O,X,X
OLIJTSZ,O,X,O,X
OLIJTZS,O,X,X,X
OLIJSTZ,O,X,O,X
OLIJSZT,O,X,O,X
OLIJZTS,O,O,X,X
OLIJZST,O,O,X,X
OLISTJZ,O,O,X,X
OLISTZJ,O,O,X,X
OLISJTZ,O,X,O,X
OLISJZT,O,O,O,X
OLISZTJ,X,O,X,O
OLISZJT,O,O,X,X
OLIZTJS,X,O,X,X
OLIZTSJ,X,O,X,X
OLIZJTS,O,O,X,X
OLIZJST,O,O,X,X
OLIZSTJ,X,O,X,X
OLIZSJT,X,O,X,X
OLJTISZ,O,X,O,X
OLJTIZS,O,O,O,X
OLJTSIZ,O,X,O,X
OLJTSZI,O,X,O,X
OLJTZIS,O,O,O,X
OLJTZSI,O,O,O,X
OLJITSZ,O,X,O,X
OLJITZS,O,X,O,X
OLJISTZ,O,X,O,X
OLJISZT,O,X,O,X
OLJIZTS,O,O,O,X
OLJIZST,O,O,O,X
OLJSTIZ,O,O,O,X
OLJSTZI,O,O,O,X
OLJSITZ,O,X,O,X
OLJSIZT,O,O,O,X
OLJSZTI,O,O,O,X
OLJSZIT,O,O,O,X
OLJZTIS,O,O,O,X
OLJZTSI,O,O,O,X
OLJZITS,O,O,O,X
OLJZIST,O,O,O,X
OLJZSTI,O,O,O,X
OLJZSIT,O,O,O,X
OLSTIJZ,O,O,X,X
OLSTIZJ,O,O,X,X
OLSTJIZ,O,O,O,X
OLSTJZI,O,O,O,X
OLSTZIJ,O,O,X,X
OLSTZJI,O,O,X,X
OLSITJZ,O,O,X,X
OLSITZJ,O,O,X,X
OLSIJTZ,O,X,O,X
OLSIJZT,O,O,O,X
OLSIZTJ,X,O,X,O
OLSIZJT,O,O,X,X
OLSJTIZ,O,O,O,X
OLSJTZI,O,O,O,X
OLSJITZ,O,X,O,X
OLSJIZT,O,O,O,X
OLSJZTI,O,O,O,X
OLSJZIT,O,O,O,X
OLSZTIJ,O,O,X,O
OLSZTJI,O,O,X,X
OLSZITJ,X,O,X,O
OLSZIJT,O,O,X,X
OLSZJTI,O,O,O,X
OLSZJIT,O,O,O,X
OLZTIJS,O,O,X,X
OLZTISJ,X,O,O,X
OLZTJIS,O,O,O,X
OLZTJSI,O,O,O,X
OLZTSIJ,X,O,O,X
OLZTSJI,X,O,O,X
OLZITJS,X,O,X,X
OLZITSJ,X,O,O,X
OLZIJTS,O,O,O,X
OLZIJST,O,O,O,X
OLZISTJ,X,O,O,X
OLZISJT,X,O,O,X
OLZJTIS,O,O,O,X
OLZJTSI,O,O,O,X
OLZJITS,O,O,O,X
OLZJIST,O,O,O,X
OLZJSTI,O,O,O,X
OLZJSIT,O,O,O,X
OLZSTIJ,O,O,O,X
OLZSTJI,O,O,O,X
OLZSITJ,X,O,O,X
OLZSIJT,O,O,O,X
OLZSJTI,O,O,O,X
OLZSJIT,O,O,O,X
OJTILSZ,O,X,O,X
OJTILZS,O,O,O,X
OJTISLZ,O,X,O,X
OJTISZL,O,X,O,X
OJTIZLS,O,X,O,X
OJTIZSL,O,X,O,X
OJTLISZ,O,X,O,X
OJTLIZS,O,O,O,X
OJTLSIZ,O,X,O,X
OJTLSZI,O,X,O,X
OJTLZIS,O,O,O,X
OJTLZSI,O,O,O,X
OJTSILZ,O,X,O,X
OJTSIZL,O,X,O,X
OJTSLIZ,O,X,O,X
OJTSLZI,O,X,O,X
OJTSZIL,O,X,O,X
OJTSZLI,O,X,O,X
OJTZILS,O,X,O,X
OJTZISL,O,X,O,X
OJTZLIS,O,X,O,X
OJTZLSI,O,X,O,X
OJTZSIL,O,X,O,X
OJTZSLI,O,X,O,X
OJITLSZ,O,X,O,X
OJITLZS,O,X,O,X
OJITSLZ,O,X,O,X
OJITSZL,O,X,O,X
OJITZLS,O,X,O,X
OJITZSL,O,X,O,X
OJILTSZ,O,X,O,X
OJILTZS,O,X,O,X
OJILSTZ,O,X,O,X
OJILSZT,O,X,O,X
OJILZTS,O,O,O,X
OJILZST,O,O,O,X
OJISTLZ,O,X,O,X
OJISTZL,O,X,O,X
OJISLTZ,O,X,O,X
OJISLZT,O,X,O,X
OJISZTL,O,X,O,O
OJISZLT,O,X,O,X
OJIZTLS,O,X,O,X
OJIZTSL,O,X,O,X
OJIZLTS,O,X,O,X
OJIZLST,O,X,O,X
OJIZSTL,O,X,O,X
OJIZSLT,O,X,O,X
OJLTISZ,O,X,O,X
OJLTIZS,O,O,O,X
OJLTSIZ,O,X,O,X
OJLTSZI,O,X,O,X
OJLTZIS,O,O,O,X
OJLTZSI,O,O,O,X
OJLITSZ,O,X,O,X
OJLITZS,O,X,O,X
OJLISTZ,O,X,O,X
OJLISZT,O,X,O,X
OJLIZTS,O,O,O,X
OJLIZST,O,O,O,X
OJLSTIZ,O,O,O,X
OJLSTZI,O,O,O,X
OJLSITZ,O,X,O,X
OJLSIZT,O,O,O,X
OJLSZTI,O,O,O,X
OJLSZIT,O,O,O,X
OJLZTIS,O,O,O,X
OJLZTSI,O,O,O,X
OJLZITS,O,O,O,X
OJLZIST,O,O,O,X
OJLZSTI,O,O,O,X
OJLZSIT,O,O,O,X
OJSTILZ,O,O,O,X
OJSTIZL,O,X,O,X
OJSTLIZ,O,O,O,X
OJSTLZI,O,O,O,X
OJSTZIL,O,X,O,X
OJSTZLI,O,X,O,X
OJSITLZ,O,X,O,X
OJSITZL,O,X,O,X
OJSILTZ,O,X,O,X
OJSILZT,O,O,O,X
OJSIZTL,O,X,O,O
OJSIZLT,O,X,O,X
OJSLTIZ,O,O,O,X
OJSLTZI,O,O,O,X
OJSLITZ,O,X,O,X
OJSLIZT,O,O,O,X
OJSLZTI,O,O,O,X
OJSLZIT,O,O,O,X
OJSZTIL,O,X,O,O
OJSZTLI,O,X,O,X
OJSZITL,O,X,O,O
OJSZILT,O,X,O,X
OJSZLTI,O,X,O,X
OJSZLIT,O,X,O,X
OJZTILS,O,X,O,X
OJZTISL,O,X,O,X
OJZTLIS,O,X,O,X
OJZTLSI,O,X,O,X
OJZTSIL,O,X,O,X
OJZTSLI,O,X,O,X
OJZITLS,O,X,O,X
OJZITSL,O,X,O,X
OJZILTS,O,X,O,X
OJZILST,O,X,O,X
OJZISTL,O,X,O,X
OJZISLT,O,X,O,X
OJZLTIS,O,X,O,X
OJZLTSI,O,X,O,X
OJZLITS,O,X,O,X
OJZLIST,O,X,O,X
OJZLSTI,O,X,O,X
OJZLSIT,O,X,O,X
OJZSTIL,O,X,O,X
OJZSTLI,O,X,O,X
OJZSITL,O,X,O,X
OJZSILT,O,X,O,X
OJZSLTI,O,X,O,X
OJZSLIT,O,X,O,X
OSTILJZ,O,O,X,X
OSTILZJ,O,O,X,X
OSTIJLZ,O,O,X,X
OSTIJZL,O,X,X,X
OSTIZLJ,O,O,X,O
OSTIZJL,O,O,X,O
OSTLIJZ,O,O,X,X
OSTLIZJ,O,O,X,X
OSTLJIZ,O,O,O,X
OSTLJZI,O,O,O,X
OSTLZIJ,O,O,X,X
OSTLZJI,O,O,X,X
OSTJILZ,O,O,O,X
OSTJIZL,O,X,O,X
OSTJLIZ,O,O,O,X
OSTJLZI,O,O,O,X
OSTJZIL,O,X,O,X
OSTJZLI,O,X,O,X
OSTZILJ,O,O,O,O
OSTZIJL,O,O,O,O
OSTZLIJ,O,O,O,O
OSTZLJI,O,O,O,X
OSTZJIL,O,O,O,O
OSTZJLI,O,O,O,X
OSITLJZ,O,O,X,X
OSITLZJ,O,O,X,X
OSITJLZ,O,O,X,X
OSITJZL,O,X,X,X
OSITZLJ,O,O,X,O
OSITZJL,O,X,X,O
OSILTJZ,O,O,X,X
OSILTZJ,O,O,X,X
OSILJTZ,O,X,O,X
OSILJZT,O,O,O,X
OSILZTJ,X,O,X,O
OSILZJT,O,O,X,X
OSIJTLZ,O,X,O,X
OSIJTZL,O,X,O,X
OSIJLTZ,O,X,O,X
OSIJLZT,O,O,O,X
OSIJZTL,O,X,O,O
OSIJZLT,O,X,O,X
OSIZTLJ,X,X,X,O
OSIZTJL,X,X,X,O
OSIZLTJ,X,O,X,O
OSIZLJT,O,O,X,X
OSIZJTL,O,X,X,O
OSIZJLT,O,O,X,X
OSLTIJZ,O,O,X,X
OSLTIZJ,O,O,X,X
OSLTJIZ,O,O,O,X
OSLTJZI,O,O,O,X
OSLTZIJ,O,O,X,X
OSLTZJI,O,O,X,X
OSLITJZ,O,O,X,X
OSLITZJ,O,O,X,X
OSLIJTZ,O,X,O,X
OSLIJZT,O,O,O,X
OSLIZTJ,X,O,X,O
OSLIZJT,O,O,X,X
OSLJTIZ,O,O,O,X
OSLJTZI,O,O,O,X
OSLJITZ,O,X,O,X
OSLJIZT,O,O,O,X
OSLJZTI,O,O,O,X
OSLJZIT,O,O,O,X
OSLZTIJ,O,O,X,O
OSLZTJI,O,O,X,X
OSLZITJ,X,O,X,O
OSLZIJT,O,O,X,X
OSLZJTI,O,O,O,X
OSLZJIT,O,O,O,X
OSJTILZ,O,O,O,X
OSJTIZL,O,X,O,X
OSJTLIZ,O,O,O,X
OSJTLZI,O,O,O,X
OSJTZIL,O,X,O,X
OSJTZLI,O,X,O,X
OSJITLZ,O,X,O,X
OSJITZL,O,X,O,X
OSJILTZ,O,X,O,X
OSJILZT,O,O,O,X
OSJIZTL,O,X,O,O
OSJIZLT,O,X,O,X
OSJLTIZ,O,O,O,X
OSJLTZI,O,O,O,X
OSJLITZ,O,X,O,X
OSJLIZT,O,O,O,X
OSJLZTI,O,O,O,X
OSJLZIT,O,O,O,X
OSJZTIL,O,X,O,O
OSJZTLI,O,X,O,X
OSJZITL,O,X,O,O
OSJZILT,O,X,O,X
OSJZLTI,O,X,O,X
OSJZLIT,O,X,O,X
OSZTILJ,O,O,O,O
OSZTIJL,O,O,O,O
OSZTLIJ,O,O,O,O
OSZTLJI,O,O,O,X
OSZTJIL,O,O,O,O
OSZTJLI,O,O,O,X
OSZITLJ,X,X,O,O
OSZITJL,X,X,O,O
OSZILTJ,X,O,O,O
OSZILJT,O,O,O,X
OSZIJTL,O,X,O,O
OSZIJLT,O,O,O,X
OSZLTIJ,O,O,O,O
OSZLTJI,O,O,O,X
OSZLITJ,X,O,O,O
OSZLIJT,O,O,O,X
OSZLJTI,O,O,O,X
OSZLJIT,O,O,O,X
OSZJTIL,O,O,O,O
OSZJTLI,O,O,O,X
OSZJITL,O,X,O,O
OSZJILT,O,O,O,X
OSZJLTI,O,O,O,X
OSZJLIT,O,O,O,X
OZTILJS,O,O,X,X
OZTILSJ,X,O,O,X
OZTIJLS,O,O,O,X
OZTIJSL,O,X,O,X
OZTISLJ,X,X,O,X
OZTISJL,X,X,O,X
OZTLIJS,O,O,X,X
OZTLISJ,X,O,O,X
OZTLJIS,O,O,O,X
OZTLJSI,O,O,O,X
OZTLSIJ,X,O,O,X
OZTLSJI,X,O,O,X
OZTJILS,O,O,O,X
OZTJISL,O,X,O,X
OZTJLIS,O,O,O,X
OZTJLSI,O,O,O,X
OZTJSIL,O,X,O,X
OZTJSLI,O,X,O,X
OZTSILJ,X,X,O,X
OZTSIJL,X,X,O,X
OZTSLIJ,X,X,O,X
OZTSLJI,X,X,O,X
OZTSJIL,X,X,O,X
OZTSJLI,X,X,O,X
OZITLJS,X,O,X,X
OZITLSJ,X,O,O,X
OZITJLS,X,O,O,X
OZITJSL,X,X,O,X
OZITSLJ,X,X,O,X
OZITSJL,X,X,O,X
OZILTJS,X,O,X,X
OZILTSJ,X,O,O,X
OZILJTS,O,O,O,X
OZILJST,O,O,O,X
OZILSTJ,X,O,O,X
OZILSJT,X,O,O,X
OZIJTLS,O,O,O,X
OZIJTSL,X,X,O,X
OZIJLTS,O,O,O,X
OZIJLST,O,O,O,X
OZIJSTL,X,X,O,X
OZIJSLT,O,O,O,X
OZISTLJ,X,X,O,O
OZISTJL,X,X,O,O
OZISLTJ,X,O,O,O
OZISLJT,X,O,O,X
OZISJTL,X,X,O,O
OZISJLT,X,O,O,X
OZLTIJS,O,O,X,X
OZLTISJ,X,O,O,X
OZLTJIS,O,O,O,X
OZLTJSI,O,O,O,X
OZLTSIJ,X,O,O,X
OZLTSJI,X,O,O,X
OZLITJS,X,O,X,X
OZLITSJ,X,O,O,X
OZLIJTS,O,O,O,X
OZLIJST,O,O,O,X
OZLISTJ,X,O,O,X
OZLISJT,X,O,O,X
OZLJTIS,O,O,O,X
OZLJTSI,O,O,O,X
OZLJITS,O,O,O,X
OZLJIST,O,O,O,X
OZLJSTI,O,O,O,X
OZLJSIT,O,O,O,X
OZLSTIJ,O,O,O,X
OZLSTJI,O,O,O,X
OZLSITJ,X,O,O,X
OZLSIJT,O,O,O,X
OZLSJTI,O,O,O,X
OZLSJIT,O,O,O,X
OZJTILS,O,O,O,X
OZJTISL,O,X,O,X
OZJTLIS,O,O,O,X
OZJTLSI,O,O,O,X
OZJTSIL,O,X,O,X
OZJTSLI,O,X,O,X
OZJITLS,O,O,O,X
OZJITSL,O,X,O,X
OZJILTS,O,O,O,X
OZJILST,O,O,O,X
OZJISTL,O,X,O,X
OZJISLT,O,O,O,X
OZJLTIS,O,O,O,X
OZJLTSI,O,O,O,X
OZJLITS,O,O,O,X
OZJLIST,O,O,O,X
OZJLSTI,O,O,O,X
OZJLSIT,O,O,O,X
OZJSTIL,O,O,O,X
OZJSTLI,O,O,O,X
OZJSITL,O,X,O,X
OZJSILT,O,O,O,X
OZJSLTI,O,O,O,X
OZJSLIT,O,O,O,X
OZSTILJ,O,O,O,O
OZSTIJL,O,O,O,O
OZSTLIJ,O,O,O,O
OZSTLJI,O,O,O,X
OZSTJIL,O,O,O,O
OZSTJLI,O,O,O,X
OZSITLJ,X,X,O,O
OZSITJL,X,X,O,O
OZSILTJ,X,O,O,O
OZSILJT,O,O,O,X
OZSIJTL,O,X,O,O
OZSIJLT,O,O,O,X
OZSLTIJ,O,O,O,O
OZSLTJI,O,O,O,X
OZSLITJ,X,O,O,O
OZSLIJT,O,O,O,X
OZSLJTI,O,O,O,X
OZSLJIT,O,O,O,X
OZSJTIL,O,O,O,O
OZSJTLI,O,O,O,X
OZSJITL,O,X,O,O
OZSJILT,O,O,O,X
OZSJLTI,O,O,O,X
OZSJLIT,O,O,O,X
