sequence,v115@XhD8BeH8Jex/IvhF8lBGiBTjB3mBlpBipB,v115@XhD8BeH8Jex/IvhF8lBGiBTjB3mBipBlpB,v115@XhD8BeH8Jei/IvhFfmBGjBUlBRnBlmBTpB,v115@XhD8BeH8JeRAJvhFGiBTjB0lBlmBipB/pB,v115@XhD8BeH8JeZEJvhFfmBSnBTjBupBUqBlrB,v115@XhD8BeH8JeZEJvhFfmBSnBTjBUlBupBlrB
JZSOLTI,O,O,X,X,X,X
JZSOLIT,O,O,O,X,O,O
JZOTILS,O,O,O,O,X,X
JZOTISL,O,O,O,X,X,X
JZOTLIS,O,O,O,O,X,X
JZOTLSI,X,X,O,O,X,X
JZOTSIL,O,X,O,X,X,X
JZOTSLI,O,X,O,O,X,X
JZOITLS,O,O,O,X,X,X
JZOITSL,O,O,O,X,X,X
JZOILTS,O,O,O,X,X,X
JZOILST,O,O,O,X,O,O
JZOISTL,O,O,O,X,X,X
JZOISLT,O,O,O,X,O,O
JZOLTIS,O,O,O,O,X,X
JZOLTSI,X,X,O,O,X,X
JZOLITS,O,O,O,X,X,X
JZOLIST,O,O,O,X,O,O
JZOLSTI,X,O,O,X,X,X
JZOLSIT,X,O,O,X,O,O
JZOSTIL,O,O,O,X,X,X
JZOSTLI,O,O,O,X,X,X
JZOSITL,O,O,O,X,X,X
JZOSILT,O,O,O,X,O,O
JZOSLTI,O,O,O,X,X,X
JZOSLIT,O,O,O,X,O,O
JOTILSZ,X,X,X,X,O,X
JOTILZS,X,X,O,O,X,X
JOTISLZ,X,X,X,X,O,X
JOTISZL,O,X,X,X,X,X
JOTIZLS,O,X,O,O,X,X
JOTIZSL,O,X,O,X,X,X
JOTLISZ,X,X,X,X,O,X
JOTLIZS,X,X,O,O,X,X
JOTLSIZ,X,X,X,X,O,X
JOTLSZI,O,O,X,O,X,X
JOTLZIS,O,O,O,O,X,X
JOTLZSI,X,X,O,O,X,X
JOTSILZ,X,X,X,X,O,X
JOTSIZL,O,X,X,X,X,X
JOTSLIZ,X,X,X,X,O,X
JOTSLZI,O,O,X,O,X,X
JOTSZIL,O,O,X,X,X,X
JOTSZLI,O,O,X,O,X,X
JOTZILS,O,O,O,O,X,X
JOTZISL,O,O,O,X,X,X
JOTZLIS,O,O,O,O,X,X
JOTZLSI,X,X,O,O,X,X
JOTZSIL,O,X,O,X,X,X
JOTZSLI,O,X,O,O,X,X
JOITLSZ,X,X,X,X,O,X
JOITLZS,X,X,O,O,X,X
JOITSLZ,X,X,X,X,O,X
JOITSZL,O,X,X,X,X,X
JOITZLS,O,X,O,O,X,X
JOITZSL,O,X,O,X,X,X
JOILTSZ,X,X,X,X,O,X
JOILTZS,X,X,O,O,X,X
JOILSTZ,X,X,X,X,O,X
JOILSZT,X,O,O,X,O,O
JOILZTS,X,O,O,X,X,X
JOILZST,X,O,O,X,O,O
JOISTLZ,X,X,X,X,O,X
JOISTZL,O,X,X,X,X,X
JOISLTZ,X,X,X,X,O,X
JOISLZT,X,O,O,X,O,O
JOISZTL,O,O,O,X,X,X
JOISZLT,O,O,O,X,O,O
JOIZTLS,O,O,O,X,X,X
JOIZTSL,O,O,O,X,X,X
JOIZLTS,O,O,O,X,X,X
JOIZLST,O,O,O,X,O,O
JOIZSTL,O,O,O,X,X,X
JOIZSLT,O,O,O,X,O,O
JOLTISZ,X,X,X,X,O,X
JOLTIZS,X,X,O,O,X,X
JOLTSIZ,X,X,X,X,O,X
JOLTSZI,O,O,X,O,X,X
JOLTZIS,O,O,O,O,X,X
JOLTZSI,X,X,O,O,X,X
JOLITSZ,X,X,X,X,O,X
JOLITZS,X,X,O,O,X,X
JOLISTZ,X,X,X,X,O,X
JOLISZT,X,O,O,X,O,O
JOLIZTS,X,O,O,X,X,X
JOLIZST,X,O,O,X,O,O
JOLSTIZ,X,X,X,X,O,X
JOLSTZI,O,O,X,O,X,X
JOLSITZ,X,X,X,X,O,X
JOLSIZT,X,O,O,X,O,O
JOLSZTI,O,O,O,X,X,X
JOLSZIT,O,O,O,X,O,O
JOLZTIS,O,O,O,O,X,X
JOLZTSI,X,X,O,O,X,X
JOLZITS,O,O,O,X,X,X
JOLZIST,O,O,O,X,O,O
JOLZSTI,X,O,O,X,X,X
JOLZSIT,X,O,O,X,O,O
JOSTILZ,X,X,X,X,O,X
JOSTIZL,O,X,X,X,X,X
JOSTLIZ,X,X,X,X,O,X
JOSTLZI,O,O,X,O,X,X
JOSTZIL,O,O,X,X,X,X
JOSTZLI,O,O,X,O,X,X
JOSITLZ,X,X,X,X,O,X
JOSITZL,O,X,X,X,X,X
JOSILTZ,X,X,X,X,O,X
JOSILZT,X,O,O,X,O,O
JOSIZTL,O,O,O,X,X,X
JOSIZLT,O,O,O,X,O,O
JOSLTIZ,X,X,X,X,O,X
JOSLTZI,O,O,X,O,X,X
JOSLITZ,X,X,X,X,O,X
JOSLIZT,X,O,O,X,O,O
JOSLZTI,O,O,O,X,X,X
JOSLZIT,O,O,O,X,O,O
JOSZTIL,O,O,O,X,X,X
JOSZTLI,O,O,O,X,X,X
JOSZITL,O,O,O,X,X,X
JOSZILT,O,O,O,X,O,O
JOSZLTI,O,O,O,X,X,X
JOSZLIT,O,O,O,X,O,O
JOZTILS,O,O,O,O,X,X
JOZTISL,O,O,O,X,X,X
JOZTLIS,O,O,O,O,X,X
JOZTLSI,X,X,O,O,X,X
JOZTSIL,O,X,O,X,X,X
JOZTSLI,O,X,O,O,X,X
JOZITLS,O,O,O,X,X,X
JOZITSL,O,O,O,X,X,X
JOZILTS,O,O,O,X,X,X
JOZILST,O,O,O,X,O,O
JOZISTL,O,O,O,X,X,X
JOZISLT,O,O,O,X,O,O
JOZLTIS,O,O,O,O,X,X
JOZLTSI,X,X,O,O,X,X
JOZLITS,O,O,O,X,X,X
JOZLIST,O,O,O,X,O,O
JOZLSTI,X,O,O,X,X,X
JOZLSIT,X,O,O,X,O,O
JOZSTIL,O,O,O,X,X,X
JOZSTLI,O,O,O,X,X,X
JOZSITL,O,O,O,X,X,X
JOZSILT,O,O,O,X,O,O
JOZSLTI,O,O,O,X,X,X
JOZSLIT,O,O,O,X,O,O
STILJZO,X,X,X,X,X,X
STILJOZ,X,X,X,X,O,X
STILZJO,X,X,X,X,X,X
STILZOJ,X,X,X,X,X,O
STILOJZ,X,X,X,X,O,X
STILOZJ,X,X,X,X,X,O
STIJLZO,X,X,X,X,X,X
STIJLOZ,X,X,X,X,O,X
STIJZLO,O,X,O,X,X,X
STIJZOL,O,X,X,X,X,X
STIJOLZ,X,X,X,X,O,X
STIJOZL,O,X,X,X,X,X
STIZLJO,O,X,O,X,X,X
STIZLOJ,O,X,X,X,X,O
STIZJLO,O,X,O,X,X,X
STIZJOL,O,X,X,X,X,X
STIZOLJ,O,X,X,X,X,O
STIZOJL,O,X,X,X,X,X
STIOLJZ,X,X,X,X,O,X
STIOLZJ,X,X,X,X,X,O
STIOJLZ,X,X,X,X,O,X
STIOJZL,O,X,X,X,X,X
STIOZLJ,O,X,X,X,X,O
STIOZJL,O,X,X,X,X,X
STLIJZO,X,X,X,X,X,X
STLIJOZ,X,X,X,X,O,X
STLIZJO,X,X,X,X,X,X
STLIZOJ,X,X,X,X,X,O
STLIOJZ,X,X,X,X,O,X
STLIOZJ,X,X,X,X,X,O
STLJIZO,X,X,X,X,X,X
STLJIOZ,X,X,X,X,O,X
STLJZIO,O,O,X,O,X,X
STLJZOI,O,O,X,O,X,X
STLJOIZ,X,X,X,X,O,X
STLJOZI,O,O,X,O,X,X
STLZIJO,O,O,X,O,X,X
STLZIOJ,O,O,X,O,X,O
STLZJIO,O,O,X,O,X,X
STLZJOI,O,O,X,O,X,X
STLZOIJ,O,O,X,O,X,O
STLZOJI,O,O,X,O,X,X
STLOIJZ,X,X,X,X,O,X
STLOIZJ,X,X,X,X,X,O
STLOJIZ,X,X,X,X,O,X
STLOJZI,O,O,X,O,X,X
STLOZIJ,O,O,X,O,X,O
STLOZJI,O,O,X,O,X,X
STJILZO,X,X,X,X,X,X
STJILOZ,X,X,X,X,O,X
STJIZLO,O,X,O,X,X,X
STJIZOL,O,X,X,X,X,X
STJIOLZ,X,X,X,X,O,X
STJIOZL,O,X,X,X,X,X
STJLIZO,X,X,X,X,X,X
STJLIOZ,X,X,X,X,O,X
STJLZIO,O,O,X,O,X,X
STJLZOI,O,O,X,O,X,X
STJLOIZ,X,X,X,X,O,X
STJLOZI,O,O,X,O,X,X
STJZILO,O,X,O,X,X,X
STJZIOL,O,O,X,X,X,X
STJZLIO,O,O,O,O,X,X
STJZLOI,O,O,X,O,X,X
STJZOIL,O,O,X,X,X,X
STJZOLI,O,O,X,O,X,X
STJOILZ,X,X,X,X,O,X
STJOIZL,O,X,X,X,X,X
STJOLIZ,X,X,X,X,O,X
STJOLZI,O,O,X,O,X,X
STJOZIL,O,O,X,X,X,X
STJOZLI,O,O,X,O,X,X
STZILJO,O,X,O,X,X,X
STZILOJ,O,X,X,X,X,O
STZIJLO,O,X,O,X,X,X
STZIJOL,O,O,X,X,X,X
STZIOLJ,O,X,X,X,X,O
STZIOJL,O,O,X,X,X,X
STZLIJO,O,O,O,O,X,X
STZLIOJ,O,O,X,O,X,O
STZLJIO,O,O,O,O,X,X
STZLJOI,O,O,X,O,X,X
STZLOIJ,O,O,X,O,X,O
STZLOJI,O,O,X,O,X,X
STZJILO,O,X,O,X,X,X
STZJIOL,O,O,X,X,X,X
STZJLIO,O,O,O,O,X,X
STZJLOI,O,O,X,O,X,X
STZJOIL,O,O,X,X,X,X
STZJOLI,O,O,X,O,X,X
STZOILJ,O,X,X,X,X,O
STZOIJL,O,O,X,X,X,X
STZOLIJ,O,O,X,O,X,O
STZOLJI,O,O,X,O,X,X
STZOJIL,O,O,X,X,X,X
STZOJLI,O,O,X,O,X,X
STOILJZ,X,X,X,X,O,X
STOILZJ,X,X,X,X,X,O
STOIJLZ,X,X,X,X,O,X
STOIJZL,O,X,X,X,X,X
STOIZLJ,O,X,X,X,X,O
STOIZJL,O,X,X,X,X,X
STOLIJZ,X,X,X,X,O,X
STOLIZJ,X,X,X,X,X,O
STOLJIZ,X,X,X,X,O,X
STOLJZI,O,O,X,O,X,X
STOLZIJ,O,O,X,O,X,O
STOLZJI,O,O,X,O,X,X
STOJILZ,X,X,X,X,O,X
STOJIZL,O,X,X,X,X,X
STOJLIZ,X,X,X,X,O,X
STOJLZI,O,O,X,O,X,X
STOJZIL,O,O,X,X,X,X
STOJZLI,O,O,X,O,X,X
STOZILJ,O,X,X,X,X,O
STOZIJL,O,O,X,X,X,X
STOZLIJ,O,O,X,O,X,O
STOZLJI,O,O,X,O,X,X
STOZJIL,O,O,X,X,X,X
STOZJLI,O,O,X,O,X,X
SITLJZO,X,X,X,X,X,X
SITLJOZ,X,X,X,X,O,X
SITLZJO,X,X,X,X,X,X
SITLZOJ,X,X,X,X,X,O
SITLOJZ,X,X,X,X,O,X
SITLOZJ,X,X,X,X,X,O
SITJLZO,X,X,X,X,X,X
SITJLOZ,X,X,X,X,O,X
SITJZLO,O,X,O,X,X,X
SITJZOL,O,X,X,X,X,X
SITJOLZ,X,X,X,X,O,X
SITJOZL,O,X,X,X,X,X
SITZLJO,O,X,O,X,X,X
SITZLOJ,O,X,X,X,X,O
SITZJLO,O,X,O,X,X,X
SITZJOL,O,X,X,X,X,X
SITZOLJ,O,X,X,X,X,O
SITZOJL,O,X,X,X,X,X
SITOLJZ,X,X,X,X,O,X
SITOLZJ,X,X,X,X,X,O
SITOJLZ,X,X,X,X,O,X
SITOJZL,O,X,X,X,X,X
SITOZLJ,O,X,X,X,X,O
SITOZJL,O,X,X,X,X,X
SILTJZO,X,X,X,X,X,X
SILTJOZ,X,X,X,X,O,X
SILTZJO,X,X,X,X,X,X
SILTZOJ,X,X,X,X,X,O
SILTOJZ,X,X,X,X,O,X
SILTOZJ,X,X,X,X,X,O
SILJTZO,X,X,X,X,X,X
SILJTOZ,X,X,X,X,O,X
SILJZTO,X,O,O,X,X,X
SILJZOT,X,O,O,X,O,O
SILJOTZ,X,X,X,X,O,X
SILJOZT,X,O,X,X,O,O
SILZTJO,X,O,O,X,X,X
SILZTOJ,X,O,X,X,X,O
SILZJTO,X,O,O,X,X,X
SILZJOT,X,O,O,X,O,O
SILZOTJ,X,O,X,X,X,O
SILZOJT,X,O,O,X,O,O
SILOTJZ,X,X,X,X,O,X
SILOTZJ,X,X,X,X,X,O
SILOJTZ,X,X,X,X,O,X
SILOJZT,X,O,X,X,O,O
SILOZTJ,X,O,X,X,X,O
SILOZJT,X,O,X,X,O,O
SIJTLZO,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,O,X
SIJTZLO,O,X,O,X,X,X
SIJTZOL,O,X,X,X,X,X
SIJTOLZ,X,X,X,X,O,X
SIJTOZL,O,X,X,X,X,X
SIJLTZO,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,O,X
SIJLZTO,X,O,O,X,X,X
SIJLZOT,X,O,O,X,O,O
SIJLOTZ,X,X,X,X,O,X
SIJLOZT,X,O,X,X,O,O
SIJZTLO,O,X,O,X,X,X
SIJZTOL,O,O,X,X,X,X
SIJZLTO,X,O,O,X,X,X
SIJZLOT,O,O,O,X,O,O
SIJZOTL,O,O,X,X,X,X
SIJZOLT,O,O,O,X,O,O
SIJOTLZ,X,X,X,X,O,X
SIJOTZL,O,X,X,X,X,X
SIJOLTZ,X,X,X,X,O,X
SIJOLZT,X,O,O,X,O,O
SIJOZTL,O,O,O,X,X,X
SIJOZLT,O,O,O,X,O,O
SIZTLJO,O,X,O,X,X,X
SIZTLOJ,O,X,X,X,X,O
SIZTJLO,O,X,O,X,X,X
SIZTJOL,O,O,X,X,X,X
SIZTOLJ,O,X,X,X,X,O
SIZTOJL,O,O,X,X,X,X
SIZLTJO,X,O,O,X,X,X
SIZLTOJ,X,O,X,X,X,O
SIZLJTO,X,O,O,X,X,X
SIZLJOT,O,O,O,X,O,O
SIZLOTJ,X,O,X,X,X,O
SIZLOJT,O,O,O,X,O,O
SIZJTLO,O,X,O,X,X,X
SIZJTOL,O,O,X,X,X,X
SIZJLTO,X,O,O,X,X,X
SIZJLOT,O,O,O,X,O,O
SIZJOTL,O,O,X,X,X,X
SIZJOLT,O,O,O,X,O,O
SIZOTLJ,O,X,X,X,X,O
SIZOTJL,O,O,X,X,X,X
SIZOLTJ,X,O,X,X,X,O
SIZOLJT,O,O,O,X,O,O
SIZOJTL,O,O,X,X,X,X
SIZOJLT,O,O,O,X,O,O
SIOTLJZ,X,X,X,X,O,X
SIOTLZJ,X,X,X,X,X,O
SIOTJLZ,X,X,X,X,O,X
SIOTJZL,O,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,O
SIOTZJL,O,X,X,X,X,X
SIOLTJZ,X,X,X,X,O,X
SIOLTZJ,X,X,X,X,X,O
SIOLJTZ,X,X,X,X,O,X
SIOLJZT,X,O,O,X,O,O
SIOLZTJ,X,O,O,X,X,O
SIOLZJT,X,O,O,X,O,O
SIOJTLZ,X,X,X,X,O,X
SIOJTZL,O,X,X,X,X,X
SIOJLTZ,X,X,X,X,O,X
SIOJLZT,X,O,O,X,O,O
SIOJZTL,O,O,O,X,X,X
SIOJZLT,O,O,O,X,O,O
SIOZTLJ,O,X,O,X,X,O
SIOZTJL,O,O,O,X,X,X
SIOZLTJ,X,O,O,X,X,O
SIOZLJT,O,O,O,X,O,O
SIOZJTL,O,O,O,X,X,X
SIOZJLT,O,O,O,X,O,O
SLTIJZO,X,X,X,X,X,X
SLTIJOZ,X,X,X,X,O,X
SLTIZJO,X,X,X,X,X,X
SLTIZOJ,X,X,X,X,X,O
SLTIOJZ,X,X,X,X,O,X
SLTIOZJ,X,X,X,X,X,O
SLTJIZO,X,X,X,X,X,X
SLTJIOZ,X,X,X,X,O,X
SLTJZIO,O,O,X,O,X,X
SLTJZOI,O,O,X,O,X,X
SLTJOIZ,X,X,X,X,O,X
SLTJOZI,O,O,X,O,X,X
SLTZIJO,O,O,X,O,X,X
SLTZIOJ,O,O,X,O,X,O
SLTZJIO,O,O,X,O,X,X
SLTZJOI,O,O,X,O,X,X
SLTZOIJ,O,O,X,O,X,O
SLTZOJI,O,O,X,O,X,X
SLTOIJZ,X,X,X,X,O,X
SLTOIZJ,X,X,X,X,X,O
SLTOJIZ,X,X,X,X,O,X
SLTOJZI,O,O,X,O,X,X
SLTOZIJ,O,O,X,O,X,O
SLTOZJI,O,O,X,O,X,X
SLITJZO,X,X,X,X,X,X
SLITJOZ,X,X,X,X,O,X
SLITZJO,X,X,X,X,X,X
SLITZOJ,X,X,X,X,X,O
SLITOJZ,X,X,X,X,O,X
SLITOZJ,X,X,X,X,X,O
SLIJTZO,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,O,X
SLIJZTO,X,O,O,X,X,X
SLIJZOT,X,O,O,X,O,O
SLIJOTZ,X,X,X,X,O,X
SLIJOZT,X,O,X,X,O,O
SLIZTJO,X,O,O,X,X,X
SLIZTOJ,X,O,X,X,X,O
SLIZJTO,X,O,O,X,X,X
SLIZJOT,X,O,O,X,O,O
SLIZOTJ,X,O,X,X,X,O
SLIZOJT,X,O,O,X,O,O
SLIOTJZ,X,X,X,X,O,X
SLIOTZJ,X,X,X,X,X,O
SLIOJTZ,X,X,X,X,O,X
SLIOJZT,X,O,X,X,O,O
SLIOZTJ,X,O,X,X,X,O
SLIOZJT,X,O,X,X,O,O
SLJTIZO,X,X,X,X,X,X
SLJTIOZ,X,X,X,X,O,X
SLJTZIO,O,O,X,O,X,X
SLJTZOI,O,O,X,O,X,X
SLJTOIZ,X,X,X,X,O,X
SLJTOZI,O,O,X,O,X,X
SLJITZO,X,X,X,X,X,X
SLJITOZ,X,X,X,X,O,X
SLJIZTO,X,O,O,X,X,X
SLJIZOT,X,O,O,X,O,O
SLJIOTZ,X,X,X,X,O,X
SLJIOZT,X,O,X,X,O,O
SLJZTIO,O,O,O,X,X,X
SLJZTOI,O,O,X,X,X,X
SLJZITO,X,O,O,X,X,X
SLJZIOT,O,O,O,X,O,O
SLJZOTI,O,O,X,X,X,X
SLJZOIT,O,O,O,X,O,O
SLJOTIZ,X,X,X,X,O,X
SLJOTZI,O,O,X,O,X,X
SLJOITZ,X,X,X,X,O,X
SLJOIZT,X,O,X,X,O,O
SLJOZTI,O,O,X,X,X,X
SLJOZIT,O,O,X,X,O,O
SLZTIJO,O,O,O,O,X,X
SLZTIOJ,O,O,X,O,X,O
SLZTJIO,O,O,O,O,X,X
SLZTJOI,O,O,X,O,X,X
SLZTOIJ,O,O,X,O,X,O
SLZTOJI,O,O,X,O,X,X
SLZITJO,X,O,O,X,X,X
SLZITOJ,X,O,X,X,X,O
SLZIJTO,X,O,O,X,X,X
SLZIJOT,O,O,O,X,O,O
SLZIOTJ,X,O,X,X,X,O
SLZIOJT,O,O,O,X,O,O
SLZJTIO,O,O,O,X,X,X
SLZJTOI,O,O,X,X,X,X
SLZJITO,X,O,O,X,X,X
SLZJIOT,O,O,O,X,O,O
SLZJOTI,O,O,X,X,X,X
SLZJOIT,O,O,O,X,O,O
SLZOTIJ,O,O,X,O,X,O
SLZOTJI,O,O,X,O,X,X
SLZOITJ,X,O,X,X,X,O
SLZOIJT,O,O,O,X,O,O
SLZOJTI,O,O,X,X,X,X
SLZOJIT,O,O,O,X,O,O
SLOTIJZ,X,X,X,X,O,X
SLOTIZJ,X,X,X,X,X,O
SLOTJIZ,X,X,X,X,O,X
SLOTJZI,O,O,X,O,X,X
SLOTZIJ,O,O,X,O,X,O
SLOTZJI,O,O,X,O,X,X
SLOITJZ,X,X,X,X,O,X
SLOITZJ,X,X,X,X,X,O
SLOIJTZ,X,X,X,X,O,X
SLOIJZT,X,O,X,X,O,O
SLOIZTJ,X,O,X,X,X,O
SLOIZJT,X,O,X,X,O,O
SLOJTIZ,X,X,X,X,O,X
SLOJTZI,O,O,X,O,X,X
SLOJITZ,X,X,X,X,O,X
SLOJIZT,X,O,X,X,O,O
SLOJZTI,O,O,X,X,X,X
SLOJZIT,O,O,X,X,O,O
SLOZTIJ,O,O,X,O,X,O
SLOZTJI,O,O,X,O,X,X
SLOZITJ,X,O,X,X,X,O
SLOZIJT,O,O,X,X,O,O
SLOZJTI,O,O,X,X,X,X
SLOZJIT,O,O,X,X,O,O
SJTILZO,X,X,X,X,X,X
SJTILOZ,X,X,X,X,O,X
SJTIZLO,O,X,O,X,X,X
SJTIZOL,O,X,X,X,X,X
SJTIOLZ,X,X,X,X,O,X
SJTIOZL,O,X,X,X,X,X
SJTLIZO,X,X,X,X,X,X
SJTLIOZ,X,X,X,X,O,X
SJTLZIO,O,O,X,O,X,X
SJTLZOI,O,O,X,O,X,X
SJTLOIZ,X,X,X,X,O,X
SJTLOZI,O,O,X,O,X,X
SJTZILO,O,X,O,X,X,X
SJTZIOL,O,O,X,X,X,X
SJTZLIO,O,O,O,O,X,X
SJTZLOI,O,O,X,O,X,X
SJTZOIL,O,O,X,X,X,X
SJTZOLI,O,O,X,O,X,X
SJTOILZ,X,X,X,X,O,X
SJTOIZL,O,X,X,X,X,X
SJTOLIZ,X,X,X,X,O,X
SJTOLZI,O,O,X,O,X,X
SJTOZIL,O,O,X,X,X,X
SJTOZLI,O,O,X,O,X,X
SJITLZO,X,X,X,X,X,X
SJITLOZ,X,X,X,X,O,X
SJITZLO,O,X,O,X,X,X
SJITZOL,O,X,X,X,X,X
SJITOLZ,X,X,X,X,O,X
SJITOZL,O,X,X,X,X,X
SJILTZO,X,X,X,X,X,X
SJILTOZ,X,X,X,X,O,X
SJILZTO,X,O,O,X,X,X
SJILZOT,X,O,O,X,O,O
SJILOTZ,X,X,X,X,O,X
SJILOZT,X,O,X,X,O,O
SJIZTLO,O,X,O,X,X,X
SJIZTOL,O,O,X,X,X,X
SJIZLTO,X,O,O,X,X,X
SJIZLOT,O,O,O,X,O,O
SJIZOTL,O,O,X,X,X,X
SJIZOLT,O,O,O,X,O,O
SJIOTLZ,X,X,X,X,O,X
SJIOTZL,O,X,X,X,X,X
SJIOLTZ,X,X,X,X,O,X
SJIOLZT,X,O,O,X,O,O
SJIOZTL,O,O,O,X,X,X
SJIOZLT,O,O,O,X,O,O
SJLTIZO,X,X,X,X,X,X
SJLTIOZ,X,X,X,X,O,X
SJLTZIO,O,O,X,O,X,X
SJLTZOI,O,O,X,O,X,X
SJLTOIZ,X,X,X,X,O,X
SJLTOZI,O,O,X,O,X,X
SJLITZO,X,X,X,X,X,X
SJLITOZ,X,X,X,X,O,X
SJLIZTO,X,O,O,X,X,X
SJLIZOT,X,O,O,X,O,O
SJLIOTZ,X,X,X,X,O,X
SJLIOZT,X,O,X,X,O,O
SJLZTIO,O,O,O,X,X,X
SJLZTOI,O,O,X,X,X,X
SJLZITO,X,O,O,X,X,X
SJLZIOT,O,O,O,X,O,O
SJLZOTI,O,O,X,X,X,X
SJLZOIT,O,O,O,X,O,O
SJLOTIZ,X,X,X,X,O,X
SJLOTZI,O,O,X,O,X,X
SJLOITZ,X,X,X,X,O,X
SJLOIZT,X,O,X,X,O,O
SJLOZTI,O,O,X,X,X,X
SJLOZIT,O,O,X,X,O,O
SJZTILO,O,X,O,X,X,X
SJZTIOL,O,O,X,X,X,X
SJZTLIO,O,O,O,X,X,X
SJZTLOI,O,O,X,X,X,X
SJZTOIL,O,O,X,X,X,X
SJZTOLI,O,O,X,X,X,X
SJZITLO,O,X,O,X,X,X
SJZITOL,O,O,X,X,X,X
SJZILTO,X,O,O,X,X,X
SJZILOT,O,O,O,X,O,O
SJZIOTL,O,O,X,X,X,X
SJZIOLT,O,O,O,X,O,O
SJZLTIO,O,O,O,X,X,X
SJZLTOI,O,O,X,X,X,X
SJZLITO,X,O,O,X,X,X
SJZLIOT,O,O,O,X,O,O
SJZLOTI,O,O,X,X,X,X
SJZLOIT,O,O,O,X,O,O
SJZOTIL,O,O,X,X,X,X
SJZOTLI,O,O,X,X,X,X
SJZOITL,O,O,X,X,X,X
SJZOILT,O,O,O,X,O,O
SJZOLTI,O,O,X,X,X,X
SJZOLIT,O,O,O,X,O,O
SJOTILZ,X,X,X,X,O,X
SJOTIZL,O,X,X,X,X,X
SJOTLIZ,X,X,X,X,O,X
SJOTLZI,O,O,X,O,X,X
SJOTZIL,O,O,X,X,X,X
SJOTZLI,O,O,X,O,X,X
SJOITLZ,X,X,X,X,O,X
SJOITZL,O,X,X,X,X,X
SJOILTZ,X,X,X,X,O,X
SJOILZT,X,O,O,X,O,O
SJOIZTL,O,O,O,X,X,X
SJOIZLT,O,O,O,X,O,O
SJOLTIZ,X,X,X,X,O,X
SJOLTZI,O,O,X,O,X,X
SJOLITZ,X,X,X,X,O,X
SJOLIZT,X,O,O,X,O,O
SJOLZTI,O,O,O,X,X,X
SJOLZIT,O,O,O,X,O,O
SJOZTIL,O,O,O,X,X,X
SJOZTLI,O,O,O,X,X,X
SJOZITL,O,O,O,X,X,X
SJOZILT,O,O,O,X,O,O
SJOZLTI,O,O,O,X,X,X
SJOZLIT,O,O,O,X,O,O
SZTILJO,O,X,O,X,X,X
SZTILOJ,O,X,X,X,X,O
SZTIJLO,O,X,O,X,X,X
SZTIJOL,O,O,X,X,X,X
SZTIOLJ,O,X,X,X,X,O
SZTIOJL,O,O,X,X,X,X
SZTLIJO,O,O,O,O,X,X
SZTLIOJ,O,O,X,O,X,O
SZTLJIO,O,O,O,O,X,X
SZTLJOI,O,O,X,O,X,X
SZTLOIJ,O,O,X,O,X,O
SZTLOJI,O,O,X,O,X,X
SZTJILO,O,X,O,X,X,X
SZTJIOL,O,O,X,X,X,X
SZTJLIO,O,O,O,O,X,X
SZTJLOI,O,O,X,O,X,X
SZTJOIL,O,O,X,X,X,X
SZTJOLI,O,O,X,O,X,X
SZTOILJ,O,X,X,X,X,O
SZTOIJL,O,O,X,X,X,X
SZTOLIJ,O,O,X,O,X,O
SZTOLJI,O,O,X,O,X,X
SZTOJIL,O,O,X,X,X,X
SZTOJLI,O,O,X,O,X,X
SZITLJO,O,X,O,X,X,X
SZITLOJ,O,X,X,X,X,O
SZITJLO,O,X,O,X,X,X
SZITJOL,O,O,X,X,X,X
SZITOLJ,O,X,X,X,X,O
SZITOJL,O,O,X,X,X,X
SZILTJO,X,O,O,X,X,X
SZILTOJ,X,O,X,X,X,O
SZILJTO,X,O,O,X,X,X
SZILJOT,O,O,O,X,O,O
SZILOTJ,X,O,X,X,X,O
SZILOJT,O,O,O,X,O,O
SZIJTLO,O,X,O,X,X,X
SZIJTOL,O,O,X,X,X,X
SZIJLTO,X,O,O,X,X,X
SZIJLOT,O,O,O,X,O,O
SZIJOTL,O,O,X,X,X,X
SZIJOLT,O,O,O,X,O,O
SZIOTLJ,O,X,X,X,X,O
SZIOTJL,O,O,X,X,X,X
SZIOLTJ,X,O,X,X,X,O
SZIOLJT,O,O,O,X,O,O
SZIOJTL,O,O,X,X,X,X
SZIOJLT,O,O,O,X,O,O
SZLTIJO,O,O,O,O,X,X
SZLTIOJ,O,O,X,O,X,O
SZLTJIO,O,O,O,O,X,X
SZLTJOI,O,O,X,O,X,X
SZLTOIJ,O,O,X,O,X,O
SZLTOJI,O,O,X,O,X,X
SZLITJO,X,O,O,X,X,X
SZLITOJ,X,O,X,X,X,O
SZLIJTO,X,O,O,X,X,X
SZLIJOT,O,O,O,X,O,O
SZLIOTJ,X,O,X,X,X,O
SZLIOJT,O,O,O,X,O,O
SZLJTIO,O,O,O,X,X,X
SZLJTOI,O,O,X,X,X,X
SZLJITO,X,O,O,X,X,X
SZLJIOT,O,O,O,X,O,O
SZLJOTI,O,O,X,X,X,X
SZLJOIT,O,O,O,X,O,O
SZLOTIJ,O,O,X,O,X,O
SZLOTJI,O,O,X,O,X,X
