sequence,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBXjBllBu?rBctBTsB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBTjBllBu?rBcsBXtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBFiBXjB0?mBStBRxB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBfoB6oBl?mBUnBRxB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhF0hBxiBllBW?tBzrBXtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhF3hBGlBlnBc?tBzrBCtB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFTjBGlBlmBc?sBXtBCsB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeCAJvhFxhBXjBllBc?tBGsBzrB,v115@9gA8IeA8IeC8AeA8EeE8DeA8Jez/IvhFulBRiBSoBV?sBXtB0rB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFfoB6oBGlBl?mB0sBzrB,v115@9gA8IeA8IeC8AeA8EeE8DeA8JeRAJvhFGlBlmBcsBT?oBCsBXtB
IZLJSTO,O,O,O,O,X,X,X,O,X,X,X
IZLJSOT,O,O,O,O,X,X,X,O,X,X,X
IZLJOTS,X,X,O,O,X,X,X,X,X,X,X
IZLJOST,O,O,O,O,X,X,X,X,X,X,X
IZLSTJO,O,O,O,O,X,X,X,O,X,X,X
IZLSTOJ,O,O,O,O,X,X,X,O,X,X,X
IZLSJTO,O,O,O,O,X,X,X,O,X,X,X
IZLSJOT,O,O,O,O,X,X,X,O,X,X,X
IZLSOTJ,O,O,O,O,X,X,X,O,X,X,X
IZLSOJT,O,O,O,O,X,X,X,O,X,X,X
IZLOTJS,X,X,O,O,X,X,X,X,X,X,X
IZLOTSJ,X,X,O,O,X,X,X,X,X,X,X
IZLOJTS,O,X,O,O,X,X,X,X,X,X,X
IZLOJST,O,X,O,O,X,X,X,X,X,X,X
IZLOSTJ,O,O,O,O,X,X,X,X,X,X,X
IZLOSJT,O,O,O,O,X,X,X,X,X,X,X
IZJTLSO,O,O,O,O,X,X,O,O,X,O,X
IZJTLOS,O,O,O,O,X,X,X,O,X,X,O
IZJTSLO,O,O,O,O,X,X,O,O,X,O,X
IZJTSOL,O,O,O,O,X,X,O,O,X,O,O
IZJTOLS,O,O,O,O,X,O,X,O,X,X,O
IZJTOSL,O,O,O,O,X,O,O,O,X,O,O
IZJLTSO,O,O,O,O,X,X,O,X,X,O,X
IZJLTOS,O,O,O,O,X,X,X,X,X,X,O
IZJLSTO,O,O,O,O,X,X,O,O,X,O,X
IZJLSOT,O,O,O,O,X,X,O,O,X,O,X
IZJLOTS,X,X,O,O,X,O,X,X,X,X,O
IZJLOST,O,O,O,O,X,O,X,X,X,X,X
IZJSTLO,O,O,O,O,X,X,O,O,X,O,X
IZJSTOL,O,O,O,O,X,X,O,O,X,O,O
IZJSLTO,O,O,O,O,X,X,O,O,X,O,X
IZJSLOT,O,O,O,O,X,X,O,O,X,O,X
IZJSOTL,O,O,O,O,X,O,O,O,X,O,O
IZJSOLT,O,O,O,O,X,O,O,O,X,O,X
IZJOTLS,O,O,O,O,X,O,X,X,X,X,O
IZJOTSL,O,O,O,O,X,O,O,X,X,O,O
IZJOLTS,X,X,O,O,X,O,X,X,X,X,O
IZJOLST,O,O,O,O,X,O,X,X,X,X,X
IZJOSTL,O,O,O,O,X,O,O,X,X,O,O
IZJOSLT,O,O,O,O,X,O,O,X,X,O,X
IZSTLJO,O,O,O,O,X,X,X,O,X,O,X
IZSTLOJ,O,O,O,O,X,X,X,O,X,X,X
IZSTJLO,O,O,O,O,X,X,O,O,X,O,X
IZSTJOL,O,O,O,O,X,X,O,O,X,O,X
IZSTOLJ,O,O,O,O,X,X,X,O,X,X,X
IZSTOJL,O,O,O,O,X,X,O,X,X,X,X
IZSLTJO,O,O,O,O,X,X,X,O,X,O,X
IZSLTOJ,O,O,O,O,X,X,X,O,X,X,X
IZSLJTO,O,O,O,O,X,X,X,O,X,O,X
IZSLJOT,O,O,O,O,X,X,X,O,X,O,X
IZSLOTJ,O,O,O,O,X,X,X,O,X,X,X
IZSLOJT,O,O,O,O,X,X,X,O,X,X,X
IZSJTLO,O,O,O,O,X,X,O,O,X,O,X
IZSJTOL,O,O,O,O,X,X,O,O,X,O,X
IZSJLTO,O,O,O,O,X,X,O,O,X,O,X
IZSJLOT,O,O,O,O,X,X,O,O,X,O,X
IZSJOTL,O,O,O,O,X,X,O,O,X,O,X
IZSJOLT,O,O,O,O,X,X,O,O,X,O,X
IZSOTLJ,O,O,O,O,X,X,X,O,X,X,X
IZSOTJL,O,O,O,O,X,X,O,X,X,X,X
IZSOLTJ,O,O,O,O,X,X,X,O,X,X,X
IZSOLJT,O,O,O,O,X,X,X,O,X,X,X
IZSOJTL,O,O,O,O,X,X,O,O,X,X,X
IZSOJLT,O,O,O,O,X,X,O,O,X,X,X
IZOTLJS,O,X,O,O,X,X,X,X,X,X,X
IZOTLSJ,O,O,O,O,X,X,X,X,X,X,X
IZOTJLS,O,X,O,O,X,O,X,X,X,X,O
IZOTJSL,O,X,O,O,X,O,X,X,X,X,O
IZOTSLJ,O,O,O,O,X,X,X,X,X,X,X
IZOTSJL,O,O,O,O,X,O,X,X,X,X,X
IZOLTJS,X,X,O,O,X,X,X,X,X,X,X
IZOLTSJ,X,X,O,O,X,X,X,X,X,X,X
IZOLJTS,O,X,O,O,X,X,X,X,X,X,X
IZOLJST,O,X,O,O,X,X,X,X,X,X,X
IZOLSTJ,O,O,O,O,X,X,X,X,X,X,X
IZOLSJT,O,O,O,O,X,X,X,X,X,X,X
IZOJTLS,O,X,O,O,X,O,X,X,X,X,O
IZOJTSL,O,X,O,O,X,O,X,X,X,X,O
IZOJLTS,O,X,O,O,X,O,X,X,X,X,O
IZOJLST,O,X,O,O,X,O,X,X,X,X,X
IZOJSTL,O,X,O,O,X,O,X,X,X,X,O
IZOJSLT,O,X,O,O,X,O,X,X,X,X,X
IZOSTLJ,O,O,O,O,X,X,X,X,X,X,X
IZOSTJL,O,O,O,O,X,O,X,X,X,X,X
IZOSLTJ,O,O,O,O,X,X,X,X,X,X,X
IZOSLJT,O,O,O,O,X,X,X,X,X,X,X
IZOSJTL,O,O,O,O,X,O,X,X,X,X,X
IZOSJLT,O,O,O,O,X,O,X,X,X,X,X
IOTLJSZ,O,X,O,O,O,X,X,X,X,X,X
IOTLJZS,O,X,O,O,O,X,X,X,X,X,X
IOTLSJZ,X,X,O,O,X,X,X,X,X,X,X
IOTLSZJ,O,X,O,O,X,X,X,X,X,X,X
IOTLZJS,O,X,O,O,O,X,X,X,X,X,X
IOTLZSJ,O,X,O,O,O,X,X,X,X,X,X
IOTJLSZ,O,X,O,O,O,X,X,X,X,X,X
IOTJLZS,O,X,O,O,O,X,X,X,X,X,X
IOTJSLZ,O,X,X,O,O,X,X,X,X,X,X
IOTJSZL,O,X,X,O,O,X,X,X,X,X,X
IOTJZLS,O,X,O,O,O,X,X,X,X,X,X
IOTJZSL,O,X,O,O,O,X,X,X,X,X,X
IOTSLJZ,X,X,X,O,X,X,X,X,X,X,X
IOTSLZJ,O,X,X,O,X,X,X,X,X,X,X
IOTSJLZ,X,X,X,O,X,X,X,X,X,X,X
IOTSJZL,X,X,X,O,X,X,X,X,X,X,X
IOTSZLJ,O,X,X,O,X,X,X,X,X,X,X
IOTSZJL,O,X,X,O,X,X,X,X,X,X,X
IOTZLJS,O,X,O,O,O,X,X,X,X,X,X
IOTZLSJ,O,X,O,O,O,X,X,X,X,X,X
IOTZJLS,O,X,O,O,O,X,X,X,X,X,X
IOTZJSL,O,X,O,O,O,X,X,X,X,X,X
IOTZSLJ,O,X,O,O,O,X,X,X,X,X,X
IOTZSJL,O,X,O,O,X,X,X,X,X,X,X
IOLTJSZ,X,X,O,O,X,X,X,X,X,X,X
IOLTJZS,X,X,O,O,X,X,X,X,X,X,X
IOLTSJZ,X,X,O,O,X,X,X,X,X,X,X
IOLTSZJ,X,X,O,O,X,X,X,X,X,X,X
IOLTZJS,X,X,O,O,X,X,X,X,X,X,X
IOLTZSJ,X,X,O,O,X,X,X,X,X,X,X
IOLJTSZ,X,X,O,O,O,X,X,X,X,X,X
IOLJTZS,O,X,O,O,O,X,X,X,X,X,X
IOLJSTZ,X,X,O,O,O,X,X,X,X,X,X
IOLJSZT,O,X,O,O,O,X,X,X,X,X,X
IOLJZTS,O,X,O,O,O,X,X,X,X,X,X
IOLJZST,O,X,O,O,O,X,X,X,X,X,X
IOLSTJZ,X,X,O,O,X,X,X,X,X,X,X
IOLSTZJ,X,X,O,O,X,X,X,X,X,X,X
IOLSJTZ,X,X,O,O,X,X,X,X,X,X,X
IOLSJZT,X,X,O,O,X,X,X,X,X,X,X
IOLSZTJ,X,X,O,O,X,X,X,X,X,X,X
IOLSZJT,X,X,O,O,X,X,X,X,X,X,X
IOLZTJS,X,X,O,O,O,X,X,X,X,X,X
IOLZTSJ,X,X,O,O,O,X,X,X,X,X,X
IOLZJTS,O,X,O,O,O,X,X,X,X,X,X
IOLZJST,O,X,O,O,O,X,X,X,X,X,X
IOLZSTJ,O,X,O,O,O,X,X,X,X,X,X
IOLZSJT,O,X,O,O,O,X,X,X,X,X,X
IOJTLSZ,O,X,O,O,O,X,X,X,X,X,X
IOJTLZS,O,X,O,O,O,X,X,X,X,X,X
IOJTSLZ,O,X,X,O,O,X,X,X,X,X,X
IOJTSZL,O,X,X,O,O,O,X,X,X,X,X
IOJTZLS,O,X,O,O,O,O,X,X,X,X,O
IOJTZSL,O,X,O,O,O,O,X,X,X,X,O
IOJLTSZ,O,X,O,O,O,X,X,X,X,X,X
IOJLTZS,O,X,O,O,O,X,X,X,X,X,X
IOJLSTZ,X,X,O,O,O,X,X,X,X,X,X
IOJLSZT,O,X,O,O,O,O,X,X,X,X,X
IOJLZTS,O,X,O,O,O,O,X,X,X,X,O
IOJLZST,O,X,O,O,O,O,X,X,X,X,X
IOJSTLZ,O,X,X,O,O,X,X,X,O,X,X
IOJSTZL,O,X,X,O,O,O,X,X,O,X,X
IOJSLTZ,X,X,O,O,O,X,X,X,O,X,X
IOJSLZT,O,X,O,O,O,O,X,X,O,X,X
IOJSZTL,O,X,O,O,O,O,X,X,X,X,O
IOJSZLT,O,X,O,O,O,O,X,X,X,X,X
IOJZTLS,O,X,O,O,O,O,X,X,X,X,O
IOJZTSL,O,X,O,O,O,O,X,X,X,X,O
IOJZLTS,O,X,O,O,O,O,X,X,X,X,O
IOJZLST,O,X,O,O,O,O,X,X,X,X,X
IOJZSTL,O,X,O,O,O,O,X,X,X,X,O
IOJZSLT,O,X,O,O,O,O,X,X,X,X,X
IOSTLJZ,X,X,X,O,X,X,X,X,O,X,X
IOSTLZJ,X,X,X,O,X,X,X,X,O,X,X
IOSTJLZ,X,X,X,O,X,X,X,X,O,X,X
IOSTJZL,X,X,X,O,X,X,X,X,O,X,X
IOSTZLJ,X,X,X,O,X,X,X,X,O,X,X
IOSTZJL,X,X,X,O,X,X,X,X,O,X,X
IOSLTJZ,X,X,O,O,X,X,X,X,O,X,X
IOSLTZJ,X,X,O,O,X,X,X,X,O,X,X
IOSLJTZ,X,X,O,O,X,X,X,X,O,X,X
IOSLJZT,X,X,O,O,X,X,X,X,O,X,X
IOSLZTJ,X,X,O,O,X,X,X,X,O,X,X
IOSLZJT,X,X,O,O,X,X,X,X,O,X,X
IOSJTLZ,X,X,X,O,X,X,X,X,O,X,X
IOSJTZL,X,X,X,O,X,O,X,X,O,X,X
IOSJLTZ,X,X,O,O,X,X,X,X,O,X,X
IOSJLZT,X,X,O,O,X,O,X,X,O,X,X
IOSJZTL,X,X,O,O,X,O,X,X,X,X,X
IOSJZLT,X,X,O,O,X,O,X,X,X,X,X
IOSZTLJ,X,X,O,O,X,X,X,X,X,X,X
IOSZTJL,X,X,O,O,X,O,X,X,X,X,X
IOSZLTJ,X,X,O,O,X,X,X,X,X,X,X
IOSZLJT,X,X,O,O,X,X,X,X,X,X,X
IOSZJTL,X,X,O,O,X,O,X,X,X,X,X
IOSZJLT,X,X,O,O,X,O,X,X,X,X,X
IOZTLJS,O,X,O,O,O,X,X,X,X,X,X
IOZTLSJ,O,X,O,O,O,X,X,X,X,X,X
IOZTJLS,O,X,O,O,O,O,X,X,X,X,O
IOZTJSL,O,X,O,O,O,O,X,X,X,X,O
IOZTSLJ,O,X,O,O,O,X,X,X,X,X,X
IOZTSJL,O,X,O,O,X,O,X,X,X,X,X
IOZLTJS,X,X,O,O,O,X,X,X,X,X,X
IOZLTSJ,X,X,O,O,O,X,X,X,X,X,X
IOZLJTS,O,X,O,O,O,X,X,X,X,X,X
IOZLJST,O,X,O,O,O,X,X,X,X,X,X
IOZLSTJ,O,X,O,O,O,X,X,X,X,X,X
IOZLSJT,O,X,O,O,O,X,X,X,X,X,X
IOZJTLS,O,X,O,O,O,O,X,X,X,X,O
IOZJTSL,O,X,O,O,O,O,X,X,X,X,O
IOZJLTS,O,X,O,O,O,O,X,X,X,X,O
IOZJLST,O,X,O,O,O,O,X,X,X,X,X
IOZJSTL,O,X,O,O,O,O,X,X,X,X,O
IOZJSLT,O,X,O,O,O,O,X,X,X,X,X
IOZSTLJ,O,X,O,O,O,X,X,X,X,X,X
IOZSTJL,O,X,O,O,X,O,X,X,X,X,X
IOZSLTJ,O,X,O,O,O,X,X,X,X,X,X
IOZSLJT,O,X,O,O,O,X,X,X,X,X,X
IOZSJTL,O,X,O,O,X,O,X,X,X,X,X
IOZSJLT,O,X,O,O,X,O,X,X,X,X,X
LTIJSZO,O,O,X,O,X,X,X,O,X,X,X
LTIJSOZ,O,O,X,O,X,X,X,X,X,X,X
LTIJZSO,O,O,X,O,X,X,X,O,X,X,X
LTIJZOS,O,O,X,O,X,X,X,O,X,X,X
LTIJOSZ,O,X,X,O,O,X,X,X,X,X,X
LTIJOZS,O,O,X,O,O,X,X,O,X,X,X
LTISJZO,O,O,X,O,X,X,X,O,X,X,X
LTISJOZ,O,O,X,O,X,X,X,X,X,X,X
LTISZJO,O,O,X,O,X,X,X,O,X,X,X
LTISZOJ,O,O,X,O,X,X,X,O,X,X,X
LTISOJZ,X,O,X,O,X,X,X,X,X,X,X
LTISOZJ,O,O,X,O,X,X,X,X,X,X,X
LTIZJSO,O,O,X,O,X,X,X,O,X,X,X
LTIZJOS,O,O,X,O,O,X,X,O,X,X,X
LTIZSJO,O,O,X,O,X,X,X,O,X,X,X
LTIZSOJ,O,O,X,O,O,X,X,O,X,X,X
LTIZOJS,O,X,X,O,O,X,X,X,X,X,X
LTIZOSJ,O,O,X,O,O,X,X,O,X,X,X
LTIOJSZ,O,X,X,O,O,X,X,X,X,X,X
LTIOJZS,O,O,X,O,O,X,X,O,X,X,X
LTIOSJZ,X,O,X,O,X,X,X,X,X,X,X
LTIOSZJ,O,O,X,O,X,X,X,X,X,X,X
LTIOZJS,O,X,X,O,O,X,X,X,X,X,X
LTIOZSJ,O,O,X,O,O,X,X,O,X,X,X
LTJISZO,O,O,O,O,X,X,X,O,X,X,X
LTJISOZ,O,O,O,O,X,X,X,X,X,X,X
LTJIZSO,O,O,O,O,X,X,O,O,X,O,X
LTJIZOS,O,O,O,O,X,X,X,O,X,X,O
LTJIOSZ,O,X,O,O,O,X,X,X,X,X,X
LTJIOZS,O,O,O,O,O,X,X,O,X,X,X
LTJSIZO,O,O,O,X,X,X,X,O,X,X,X
LTJSIOZ,O,O,O,X,X,X,X,X,X,X,X
LTJSZIO,O,O,O,X,X,X,X,O,X,X,X
LTJSZOI,O,O,O,X,X,X,X,O,X,X,X
LTJSOIZ,O,O,O,X,O,X,X,X,X,X,X
LTJSOZI,O,O,O,X,O,X,X,X,X,X,X
LTJZISO,O,O,O,X,X,X,O,O,X,O,X
LTJZIOS,O,O,O,X,O,X,X,O,X,X,O
LTJZSIO,O,O,O,X,X,X,O,O,X,O,X
LTJZSOI,O,O,O,X,X,X,O,O,X,O,X
LTJZOIS,O,O,O,X,O,X,X,O,X,X,O
LTJZOSI,O,O,O,X,O,X,X,O,X,X,O
LTJOISZ,O,X,O,O,O,X,X,X,X,X,X
LTJOIZS,O,O,O,O,O,X,X,O,X,X,X
LTJOSIZ,O,X,O,X,O,X,X,X,X,X,X
LTJOSZI,O,X,O,X,O,X,X,X,X,X,X
LTJOZIS,O,O,O,X,O,X,X,O,X,X,X
LTJOZSI,O,O,O,X,O,X,X,O,X,X,X
LTSIJZO,O,O,X,X,X,X,X,O,X,X,X
LTSIJOZ,O,O,O,X,X,X,X,X,X,X,X
LTSIZJO,O,O,X,X,X,X,X,O,X,X,X
LTSIZOJ,O,O,X,X,X,X,X,O,X,X,X
LTSIOJZ,X,O,O,X,X,X,X,X,X,X,X
LTSIOZJ,O,O,X,X,X,X,X,X,X,X,X
LTSJIZO,O,O,O,X,X,X,X,O,X,X,X
LTSJIOZ,O,O,O,X,X,X,X,X,X,X,X
LTSJZIO,O,O,O,X,X,X,X,O,X,X,X
LTSJZOI,O,O,O,X,X,X,X,O,X,X,X
LTSJOIZ,O,O,O,X,O,X,X,X,X,X,X
LTSJOZI,O,O,O,X,O,X,X,X,X,X,X
LTSZIJO,O,O,O,X,X,X,X,O,X,X,X
LTSZIOJ,O,O,O,X,O,X,X,O,X,X,X
LTSZJIO,O,O,O,X,X,X,X,O,X,X,X
LTSZJOI,O,O,O,X,X,X,X,O,X,X,X
LTSZOIJ,O,O,O,X,O,X,X,O,X,X,X
LTSZOJI,O,O,O,X,O,X,X,O,X,X,X
LTSOIJZ,X,O,O,X,X,X,X,X,X,X,X
LTSOIZJ,O,O,O,X,X,X,X,X,X,X,X
LTSOJIZ,O,O,O,X,O,X,X,X,X,X,X
LTSOJZI,O,O,O,X,O,X,X,X,X,X,X
LTSOZIJ,O,O,O,X,O,X,X,X,X,X,X
LTSOZJI,O,O,O,X,O,X,X,X,X,X,X
LTZIJSO,O,O,O,X,X,X,X,O,X,X,X
LTZIJOS,O,O,O,X,O,X,X,O,X,X,X
LTZISJO,O,O,O,X,X,X,X,O,X,X,X
LTZISOJ,O,O,O,X,O,X,X,O,X,X,X
LTZIOJS,O,X,O,X,O,X,X,X,X,X,X
LTZIOSJ,O,O,O,X,O,X,X,O,X,X,X
LTZJISO,O,O,O,X,X,X,O,O,X,O,X
LTZJIOS,O,O,O,X,O,X,X,O,X,X,O
LTZJSIO,O,O,O,X,X,X,O,O,X,O,X
LTZJSOI,O,O,O,X,X,X,O,O,X,O,X
LTZJOIS,O,O,O,X,O,X,X,O,X,X,O
LTZJOSI,O,O,O,X,O,X,X,O,X,X,O
LTZSIJO,O,O,O,X,X,X,X,O,X,O,X
LTZSIOJ,O,O,O,X,O,X,X,O,X,X,X
LTZSJIO,O,O,O,X,X,X,O,O,X,O,X
LTZSJOI,O,O,O,X,X,X,O,O,X,O,X
LTZSOIJ,O,O,O,X,O,X,X,O,X,X,X
LTZSOJI,O,O,O,X,O,X,O,O,X,O,X
LTZOIJS,O,X,O,X,O,X,X,X,X,X,X
LTZOISJ,O,O,O,X,O,X,X,O,X,X,X
LTZOJIS,O,O,O,X,O,X,X,O,X,X,O
LTZOJSI,O,O,O,X,O,X,X,O,X,X,O
LTZOSIJ,O,O,O,X,O,X,X,O,X,X,X
LTZOSJI,O,O,O,X,O,X,X,O,X,X,X
LTOIJSZ,O,X,O,O,O,X,X,X,X,X,X
LTOIJZS,O,O,O,O,O,X,X,O,X,X,X
LTOISJZ,X,O,O,O,X,X,X,X,X,X,X
LTOISZJ,O,O,O,O,X,X,X,X,X,X,X
LTOIZJS,O,X,O,O,O,X,X,X,X,X,X
LTOIZSJ,O,O,O,O,O,X,X,O,X,X,X
LTOJISZ,O,X,O,O,O,X,X,X,X,X,X
LTOJIZS,O,O,O,O,O,X,X,O,X,X,X
LTOJSIZ,O,X,O,X,O,X,X,X,X,X,X
LTOJSZI,O,X,O,X,O,X,X,X,X,X,X
LTOJZIS,O,O,O,X,O,X,X,O,X,X,X
LTOJZSI,O,O,O,X,O,X,X,O,X,X,X
LTOSIJZ,X,O,O,X,X,X,X,X,X,X,X
LTOSIZJ,O,O,O,X,X,X,X,X,X,X,X
LTOSJIZ,O,O,O,X,O,X,X,X,X,X,X
LTOSJZI,O,O,O,X,O,X,X,X,X,X,X
LTOSZIJ,O,O,O,X,O,X,X,X,X,X,X
LTOSZJI,O,O,O,X,O,X,X,X,X,X,X
LTOZIJS,O,X,O,X,O,X,X,X,X,X,X
LTOZISJ,O,O,O,X,O,X,X,O,X,X,X
LTOZJIS,O,O,O,X,O,X,X,O,X,X,X
LTOZJSI,O,O,O,X,O,X,X,O,X,X,X
LTOZSIJ,O,O,O,X,O,X,X,O,X,X,X
LTOZSJI,O,O,O,X,O,X,X,O,X,X,X
LITJSZO,X,X,O,O,X,X,X,X,X,X,X
LITJSOZ,X,X,O,O,X,X,X,X,X,X,X
LITJZSO,X,X,O,O,X,X,X,X,X,X,X
LITJZOS,X,X,O,O,X,X,X,X,X,X,X
LITJOSZ,X,X,O,O,X,X,X,X,X,X,X
LITJOZS,X,X,O,O,X,X,X,X,X,X,X
LITSJZO,X,X,O,O,X,X,X,X,X,X,X
LITSJOZ,X,X,O,O,X,X,X,X,X,X,X
LITSZJO,X,X,O,O,X,X,X,X,X,X,X
LITSZOJ,X,X,O,O,X,X,X,X,X,X,X
LITSOJZ,X,X,O,O,X,X,X,X,X,X,X
LITSOZJ,X,X,O,O,X,X,X,X,X,X,X
LITZJSO,X,X,O,O,X,X,X,X,X,X,X
LITZJOS,X,X,O,O,X,X,X,X,X,X,X
LITZSJO,X,X,O,O,X,X,X,X,X,X,X
LITZSOJ,X,X,O,O,X,X,X,X,X,X,X
LITZOJS,X,X,O,O,X,X,X,X,X,X,X
LITZOSJ,X,X,O,O,X,X,X,X,X,X,X
LITOJSZ,X,X,O,O,X,X,X,X,X,X,X
LITOJZS,X,X,O,O,X,X,X,X,X,X,X
LITOSJZ,X,X,O,O,X,X,X,X,X,X,X
LITOSZJ,X,X,O,O,X,X,X,X,X,X,X
LITOZJS,X,X,O,O,X,X,X,X,X,X,X
LITOZSJ,X,X,O,O,X,X,X,X,X,X,X
LIJTSZO,X,X,O,O,X,X,X,X,X,X,X
LIJTSOZ,X,X,O,O,X,X,X,X,X,X,X
LIJTZSO,O,O,O,O,X,X,X,X,X,X,X
LIJTZOS,X,X,O,O,X,X,X,X,X,X,X
LIJTOSZ,X,X,O,O,X,X,X,X,X,X,X
LIJTOZS,O,X,O,O,X,X,X,X,X,X,X
LIJSTZO,X,X,O,O,X,X,X,X,X,X,X
LIJSTOZ,X,X,O,O,X,X,X,X,X,X,X
LIJSZTO,O,O,O,O,X,X,X,X,X,X,X
LIJSZOT,O,O,O,O,X,X,X,X,X,X,X
LIJSOTZ,X,X,O,O,X,X,X,X,X,X,X
LIJSOZT,O,X,O,O,X,X,X,X,X,X,X
LIJZTSO,O,O,O,O,X,X,X,X,X,X,X
LIJZTOS,X,X,O,O,X,X,X,X,X,X,X
LIJZSTO,O,O,O,O,X,X,X,O,X,X,X
LIJZSOT,O,O,O,O,X,X,X,O,X,X,X
LIJZOTS,O,X,O,O,X,X,X,X,X,X,X
LIJZOST,O,O,O,O,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,O,O,X,X,X,X,X,X
LIJOTZS,O,X,O,O,O,X,X,X,X,X,X
LIJOSTZ,X,X,O,O,O,X,X,X,X,X,X
LIJOSZT,O,X,O,O,O,X,X,X,X,X,X
LIJOZTS,O,X,O,O,O,X,X,X,X,X,X
LIJOZST,O,O,O,O,O,X,X,X,X,X,X
LISTJZO,X,X,O,O,X,X,X,X,X,X,X
LISTJOZ,X,X,O,O,X,X,X,X,X,X,X
LISTZJO,X,X,O,O,X,X,X,X,X,X,X
LISTZOJ,X,X,O,O,X,X,X,X,X,X,X
LISTOJZ,X,X,O,O,X,X,X,X,X,X,X
LISTOZJ,X,X,O,O,X,X,X,X,X,X,X
LISJTZO,X,X,O,O,X,X,X,X,X,X,X
LISJTOZ,X,X,O,O,X,X,X,X,X,X,X
LISJZTO,X,X,O,O,X,X,X,X,X,X,X
LISJZOT,X,X,O,O,X,X,X,X,X,X,X
LISJOTZ,X,X,O,O,X,X,X,X,X,X,X
LISJOZT,X,X,O,O,X,X,X,X,X,X,X
LISZTJO,X,X,O,O,X,X,X,X,X,X,X
LISZTOJ,X,O,O,O,X,X,X,X,X,X,X
LISZJTO,X,O,O,O,X,X,X,X,X,X,X
LISZJOT,X,O,O,O,X,X,X,X,X,X,X
LISZOTJ,X,O,O,O,X,X,X,X,X,X,X
LISZOJT,X,O,O,O,X,X,X,X,X,X,X
LISOTJZ,X,X,O,O,X,X,X,X,X,X,X
LISOTZJ,X,X,O,O,X,X,X,X,X,X,X
LISOJTZ,X,X,O,O,X,X,X,X,X,X,X
LISOJZT,X,X,O,O,X,X,X,X,X,X,X
LISOZTJ,X,O,O,O,X,X,X,X,X,X,X
LISOZJT,X,O,O,O,X,X,X,X,X,X,X
LIZTJSO,X,X,O,O,X,X,X,X,X,X,X
LIZTJOS,X,X,O,O,X,X,X,X,X,X,X
LIZTSJO,X,X,O,O,X,X,X,X,X,X,X
LIZTSOJ,X,O,O,O,X,X,X,X,X,X,X
LIZTOJS,X,X,O,O,X,X,X,X,X,X,X
LIZTOSJ,X,X,O,O,X,X,X,X,X,X,X
LIZJTSO,O,O,O,O,X,X,X,X,X,X,X
LIZJTOS,X,X,O,O,X,X,X,X,X,X,X
LIZJSTO,O,O,O,O,X,X,X,O,X,X,X
LIZJSOT,O,O,O,O,X,X,X,O,X,X,X
LIZJOTS,X,X,O,O,X,X,X,X,X,X,X
LIZJOST,O,O,O,O,X,X,X,X,X,X,X
LIZSTJO,O,X,O,O,X,X,X,O,X,X,X
LIZSTOJ,O,O,O,O,X,X,X,O,X,X,X
LIZSJTO,O,O,O,O,X,X,X,O,X,X,X
LIZSJOT,O,O,O,O,X,X,X,O,X,X,X
LIZSOTJ,O,O,O,O,X,X,X,O,X,X,X
LIZSOJT,O,O,O,O,X,X,X,O,X,X,X
LIZOTJS,X,X,O,O,X,X,X,X,X,X,X
LIZOTSJ,X,X,O,O,X,X,X,X,X,X,X
LIZOJTS,O,X,O,O,X,X,X,X,X,X,X
LIZOJST,O,X,O,O,X,X,X,X,X,X,X
LIZOSTJ,O,O,O,O,X,X,X,X,X,X,X
LIZOSJT,O,O,O,O,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,O,X,X,X,X,X,X,X
LIOTJZS,X,X,O,O,X,X,X,X,X,X,X
LIOTSJZ,X,X,O,O,X,X,X,X,X,X,X
LIOTSZJ,X,X,O,O,X,X,X,X,X,X,X
LIOTZJS,X,X,O,O,X,X,X,X,X,X,X
LIOTZSJ,X,X,O,O,X,X,X,X,X,X,X
LIOJTSZ,X,X,O,O,O,X,X,X,X,X,X
LIOJTZS,O,X,O,O,O,X,X,X,X,X,X
LIOJSTZ,X,X,O,O,O,X,X,X,X,X,X
LIOJSZT,O,X,O,O,O,X,X,X,X,X,X
LIOJZTS,O,X,O,O,O,X,X,X,X,X,X
LIOJZST,O,X,O,O,O,X,X,X,X,X,X
LIOSTJZ,X,X,O,O,X,X,X,X,X,X,X
LIOSTZJ,X,X,O,O,X,X,X,X,X,X,X
LIOSJTZ,X,X,O,O,X,X,X,X,X,X,X
LIOSJZT,X,X,O,O,X,X,X,X,X,X,X
LIOSZTJ,X,X,O,O,X,X,X,X,X,X,X
LIOSZJT,X,X,O,O,X,X,X,X,X,X,X
LIOZTJS,X,X,O,O,O,X,X,X,X,X,X
LIOZTSJ,X,X,O,O,O,X,X,X,X,X,X
