sequence,v115@BhA8IeC8FeB8FeE8CeA8JeZEJvhFCgBGiBTjBXlBUs?BFtB,v115@BhA8IeC8FeB8FeE8CeA8JeTAJvhFRiBSoBOpB0kBFs?BXtB,v115@BhA8IeC8FeB8FeE8CeA8JeTAJvhFRiBSoB0kBOpBFs?BXtB,v115@BhA8IeC8FeB8FeE8CeA8JeZEJvhFqkBTgBXjBctBGs?BFsB,v115@BhA8IeC8FeB8FeE8CeA8JeTAJvhF6oB1pBRsBOpBft?BUsB,v115@BhA8IeC8FeB8FeE8CeA8Jex/IvhFOpBXlBSsBToBUs?BFtB
ZJOLSTI,X,X,X,O,X,O
ZJOLSIT,X,X,X,O,X,O
ZJOSTIL,O,X,X,X,X,X
ZJOSTLI,O,X,X,O,X,X
ZJOSITL,O,X,X,X,X,X
ZJOSILT,O,O,O,O,X,O
ZJOSLTI,O,O,O,O,X,O
ZJOSLIT,O,O,O,O,X,O
ZSTILJO,O,X,O,X,X,X
ZSTILOJ,O,X,O,O,X,X
ZSTIJLO,O,X,O,X,X,X
ZSTIJOL,O,X,O,X,X,X
ZSTIOLJ,O,X,O,X,X,X
ZSTIOJL,O,X,O,X,X,X
ZSTLIJO,O,X,O,X,X,X
ZSTLIOJ,O,X,O,O,X,X
ZSTLJIO,O,X,O,X,X,X
ZSTLJOI,O,X,O,X,X,X
ZSTLOIJ,O,X,O,O,X,X
ZSTLOJI,O,X,O,X,X,X
ZSTJILO,O,X,O,X,X,X
ZSTJIOL,O,X,O,X,X,X
ZSTJLIO,O,X,O,X,X,X
ZSTJLOI,O,X,O,X,X,X
ZSTJOIL,O,X,O,X,X,X
ZSTJOLI,O,X,O,X,X,X
ZSTOILJ,O,X,O,X,X,X
ZSTOIJL,O,X,O,X,X,X
ZSTOLIJ,O,X,O,O,X,X
ZSTOLJI,O,X,O,X,X,X
ZSTOJIL,O,X,O,X,X,X
ZSTOJLI,O,X,O,X,X,X
ZSITLJO,O,X,X,X,X,X
ZSITLOJ,O,X,O,O,X,X
ZSITJLO,O,X,X,X,X,X
ZSITJOL,O,X,X,X,X,X
ZSITOLJ,O,X,O,X,X,X
ZSITOJL,O,X,X,X,X,X
ZSILTJO,O,X,X,X,X,X
ZSILTOJ,O,X,O,O,X,X
ZSILJTO,O,X,X,O,X,X
ZSILJOT,O,O,O,O,X,X
ZSILOTJ,O,X,O,O,X,X
ZSILOJT,O,O,O,O,X,X
ZSIJTLO,O,X,X,O,X,X
ZSIJTOL,O,X,X,X,X,X
ZSIJLTO,O,X,X,O,X,X
ZSIJLOT,O,O,O,O,X,X
ZSIJOTL,O,X,X,X,X,X
ZSIJOLT,O,O,O,O,X,X
ZSIOTLJ,O,X,O,X,X,X
ZSIOTJL,O,X,X,X,X,X
ZSIOLTJ,O,X,O,O,X,X
ZSIOLJT,O,O,O,O,X,X
ZSIOJTL,O,X,X,X,X,X
ZSIOJLT,O,O,O,X,X,X
ZSLTIJO,O,X,X,X,X,X
ZSLTIOJ,O,X,O,O,X,X
ZSLTJIO,O,X,X,X,X,X
ZSLTJOI,O,X,X,X,X,X
ZSLTOIJ,O,X,O,O,X,X
ZSLTOJI,O,X,O,X,X,X
ZSLITJO,O,X,X,X,X,X
ZSLITOJ,O,X,O,O,X,X
ZSLIJTO,O,X,X,O,X,X
ZSLIJOT,O,O,O,O,X,X
ZSLIOTJ,O,X,O,O,X,X
ZSLIOJT,O,O,O,O,X,X
ZSLJTIO,O,X,X,O,X,X
ZSLJTOI,O,X,X,O,X,X
ZSLJITO,O,X,X,O,X,X
ZSLJIOT,O,O,O,O,X,O
ZSLJOTI,O,O,O,O,X,O
ZSLJOIT,O,O,O,O,X,O
ZSLOTIJ,O,X,O,O,X,X
ZSLOTJI,O,X,O,X,X,X
ZSLOITJ,O,X,O,O,X,X
ZSLOIJT,O,O,O,O,X,X
ZSLOJTI,O,O,O,O,X,O
ZSLOJIT,O,O,O,O,X,O
ZSJTILO,O,X,X,O,X,X
ZSJTIOL,O,X,X,X,X,X
ZSJTLIO,O,X,X,O,X,X
ZSJTLOI,O,X,X,O,X,X
ZSJTOIL,O,X,X,X,X,X
ZSJTOLI,O,X,X,O,X,X
ZSJITLO,O,X,X,O,X,X
ZSJITOL,O,X,X,X,X,X
ZSJILTO,O,X,X,O,X,X
ZSJILOT,O,O,O,O,X,O
ZSJIOTL,O,X,X,X,X,X
ZSJIOLT,O,O,O,O,X,O
ZSJLTIO,O,X,X,O,X,X
ZSJLTOI,O,X,X,O,X,X
ZSJLITO,O,X,X,O,X,X
ZSJLIOT,O,O,O,O,X,O
ZSJLOTI,O,O,O,O,X,O
ZSJLOIT,O,O,O,O,X,O
ZSJOTIL,O,X,X,X,X,X
ZSJOTLI,O,X,X,O,X,X
ZSJOITL,O,X,X,X,X,X
ZSJOILT,O,O,O,O,X,O
ZSJOLTI,O,O,O,O,X,O
ZSJOLIT,O,O,O,O,X,O
ZSOTILJ,O,X,O,X,X,X
ZSOTIJL,O,X,O,X,X,X
ZSOTLIJ,O,X,O,O,X,X
ZSOTLJI,O,X,O,X,X,X
ZSOTJIL,O,X,O,X,X,X
ZSOTJLI,O,X,O,X,X,X
ZSOITLJ,O,X,O,X,X,X
ZSOITJL,O,X,X,X,X,X
ZSOILTJ,O,X,O,O,X,X
ZSOILJT,O,O,O,O,X,X
ZSOIJTL,O,X,X,X,X,X
ZSOIJLT,O,O,O,X,X,X
ZSOLTIJ,O,X,O,O,X,X
ZSOLTJI,O,X,O,X,X,X
ZSOLITJ,O,X,O,O,X,X
ZSOLIJT,O,O,O,O,X,X
ZSOLJTI,O,O,O,O,X,O
ZSOLJIT,O,O,O,O,X,O
ZSOJTIL,O,X,X,X,X,X
ZSOJTLI,O,X,X,O,X,X
ZSOJITL,O,X,X,X,X,X
ZSOJILT,O,O,O,O,X,O
ZSOJLTI,O,O,O,O,X,O
ZSOJLIT,O,O,O,O,X,O
ZOTILJS,O,O,O,X,O,X
ZOTILSJ,O,X,O,X,O,X
ZOTIJLS,O,O,O,X,X,X
ZOTIJSL,O,X,X,X,X,X
ZOTISLJ,O,X,O,X,X,X
ZOTISJL,O,X,O,X,X,X
ZOTLIJS,O,O,O,O,O,X
ZOTLISJ,O,X,O,O,O,X
ZOTLJIS,O,O,O,O,X,X
ZOTLJSI,O,O,O,O,X,X
ZOTLSIJ,O,X,O,O,X,X
ZOTLSJI,O,X,O,X,X,X
ZOTJILS,O,O,O,X,X,X
ZOTJISL,O,X,X,X,X,X
ZOTJLIS,O,O,O,O,X,X
ZOTJLSI,O,O,O,O,X,X
ZOTJSIL,O,O,O,X,X,X
ZOTJSLI,O,O,O,O,X,X
ZOTSILJ,O,O,O,X,X,X
ZOTSIJL,O,O,O,X,X,X
ZOTSLIJ,O,O,O,O,X,X
ZOTSLJI,O,O,O,X,X,X
ZOTSJIL,O,O,O,X,X,X
ZOTSJLI,O,O,O,X,X,X
ZOITLJS,O,X,O,X,O,X
ZOITLSJ,O,X,O,X,O,X
ZOITJLS,O,X,O,X,X,X
ZOITJSL,O,X,X,X,X,X
ZOITSLJ,O,X,O,X,X,X
ZOITSJL,O,X,O,X,X,X
ZOILTJS,X,X,X,O,O,X
ZOILTSJ,X,X,X,O,O,X
ZOILJTS,X,X,X,O,X,X
ZOILJST,X,X,X,O,X,X
ZOILSTJ,X,X,X,O,X,X
ZOILSJT,X,X,X,O,X,X
ZOIJTLS,O,X,X,X,X,X
ZOIJTSL,O,X,X,X,X,X
ZOIJLTS,X,X,X,O,X,X
ZOIJLST,X,X,X,O,X,X
ZOIJSTL,O,X,X,X,X,X
ZOIJSLT,O,X,X,O,X,X
ZOISTLJ,O,X,O,X,X,X
ZOISTJL,O,X,X,X,X,X
ZOISLTJ,O,X,O,O,X,X
ZOISLJT,O,X,O,O,X,X
ZOISJTL,O,X,X,X,X,X
ZOISJLT,O,X,O,X,X,X
ZOLTIJS,X,X,O,O,O,X
ZOLTISJ,X,X,O,O,O,X
ZOLTJIS,X,X,O,O,X,X
ZOLTJSI,X,X,O,O,X,X
ZOLTSIJ,X,X,O,O,X,X
ZOLTSJI,X,X,O,X,X,X
ZOLITJS,X,X,X,O,O,X
ZOLITSJ,X,X,X,O,O,X
ZOLIJTS,X,X,X,O,X,X
ZOLIJST,X,X,X,O,X,X
ZOLISTJ,X,X,X,O,X,X
ZOLISJT,X,X,X,O,X,X
ZOLJTIS,X,X,X,O,X,X
ZOLJTSI,X,X,X,O,X,X
ZOLJITS,X,X,X,O,X,X
ZOLJIST,X,X,X,O,X,X
ZOLJSTI,X,X,X,O,X,O
ZOLJSIT,X,X,X,O,X,O
ZOLSTIJ,X,X,O,O,X,X
ZOLSTJI,X,X,O,X,X,X
ZOLSITJ,X,X,O,O,X,X
ZOLSIJT,X,X,O,O,X,X
ZOLSJTI,X,X,O,O,X,O
ZOLSJIT,X,X,O,O,X,O
ZOJTILS,O,O,O,X,X,X
ZOJTISL,O,X,X,X,X,X
ZOJTLIS,O,O,O,O,X,X
ZOJTLSI,O,O,O,O,X,X
ZOJTSIL,O,O,O,X,X,X
ZOJTSLI,O,O,O,O,X,X
ZOJITLS,O,X,X,X,X,X
ZOJITSL,O,X,X,X,X,X
ZOJILTS,X,X,X,O,X,X
ZOJILST,X,X,X,O,X,X
ZOJISTL,O,X,X,X,X,X
ZOJISLT,O,X,X,O,X,X
ZOJLTIS,X,X,X,O,X,X
ZOJLTSI,X,X,X,O,X,X
ZOJLITS,X,X,X,O,X,X
ZOJLIST,X,X,X,O,X,X
ZOJLSTI,X,X,X,O,X,O
ZOJLSIT,X,X,X,O,X,O
ZOJSTIL,O,X,X,X,X,X
ZOJSTLI,O,X,X,O,X,X
ZOJSITL,O,X,X,X,X,X
ZOJSILT,O,O,O,O,X,O
ZOJSLTI,O,O,O,O,X,O
ZOJSLIT,O,O,O,O,X,O
ZOSTILJ,O,X,O,X,X,X
ZOSTIJL,O,X,O,X,X,X
ZOSTLIJ,O,X,O,O,X,X
ZOSTLJI,O,X,O,X,X,X
ZOSTJIL,O,X,O,X,X,X
ZOSTJLI,O,X,O,X,X,X
ZOSITLJ,O,X,O,X,X,X
ZOSITJL,O,X,X,X,X,X
ZOSILTJ,O,X,O,O,X,X
ZOSILJT,O,O,O,O,X,X
ZOSIJTL,O,X,X,X,X,X
ZOSIJLT,O,O,O,X,X,X
ZOSLTIJ,O,X,O,O,X,X
ZOSLTJI,O,X,O,X,X,X
ZOSLITJ,O,X,O,O,X,X
ZOSLIJT,O,O,O,O,X,X
ZOSLJTI,O,O,O,O,X,O
ZOSLJIT,O,O,O,O,X,O
ZOSJTIL,O,X,X,X,X,X
ZOSJTLI,O,X,X,O,X,X
ZOSJITL,O,X,X,X,X,X
ZOSJILT,O,O,O,O,X,O
ZOSJLTI,O,O,O,O,X,O
ZOSJLIT,O,O,O,O,X,O
OTILJSZ,O,O,X,X,O,X
OTILJZS,X,O,O,X,O,X
OTILSJZ,O,O,X,X,O,X
OTILSZJ,O,X,O,X,O,X
OTILZJS,X,O,O,X,O,X
OTILZSJ,X,X,O,X,O,X
OTIJLSZ,O,O,X,X,O,X
OTIJLZS,X,O,O,X,O,X
OTIJSLZ,O,O,X,X,X,X
OTIJSZL,O,O,X,X,X,X
OTIJZLS,X,O,O,X,X,X
OTIJZSL,O,X,X,X,X,X
OTISLJZ,O,O,O,X,O,X
OTISLZJ,O,O,O,X,O,X
OTISJLZ,O,O,O,X,X,X
OTISJZL,O,O,O,X,X,X
OTISZLJ,O,O,O,X,X,X
OTISZJL,O,O,O,X,X,X
OTIZLJS,X,O,O,X,O,X
OTIZLSJ,X,X,O,X,O,X
OTIZJLS,X,O,O,X,X,X
OTIZJSL,O,X,X,X,X,X
OTIZSLJ,O,X,O,X,X,X
OTIZSJL,O,X,O,X,X,X
OTLIJSZ,O,O,X,X,O,X
OTLIJZS,X,O,O,O,O,X
OTLISJZ,O,O,X,X,O,X
OTLISZJ,O,X,O,X,O,X
OTLIZJS,X,O,O,O,O,X
OTLIZSJ,X,X,O,O,O,X
OTLJISZ,O,O,X,X,O,X
OTLJIZS,X,O,O,O,O,X
OTLJSIZ,O,O,X,X,X,O
OTLJSZI,O,O,X,X,X,O
OTLJZIS,X,O,O,O,X,X
OTLJZSI,X,O,O,O,X,X
OTLSIJZ,O,O,O,X,O,X
OTLSIZJ,O,O,O,X,O,X
OTLSJIZ,O,O,O,X,X,O
OTLSJZI,O,O,O,X,X,O
OTLSZIJ,O,O,O,X,X,X
OTLSZJI,O,O,O,X,X,X
OTLZIJS,X,O,O,O,O,X
OTLZISJ,X,X,O,O,O,X
OTLZJIS,X,O,O,O,X,X
OTLZJSI,X,O,O,O,X,X
OTLZSIJ,X,X,O,O,X,X
OTLZSJI,X,X,O,X,X,X
OTJILSZ,O,O,X,X,O,X
OTJILZS,X,O,O,X,O,X
OTJISLZ,O,O,X,X,X,X
OTJISZL,O,O,X,X,X,X
OTJIZLS,X,O,O,X,X,X
OTJIZSL,O,X,X,X,X,X
OTJLISZ,O,O,X,X,O,X
OTJLIZS,X,O,O,O,O,X
OTJLSIZ,O,O,X,X,X,O
OTJLSZI,O,O,X,X,X,O
OTJLZIS,X,O,O,O,X,X
OTJLZSI,X,O,O,O,X,X
OTJSILZ,O,O,O,X,X,O
OTJSIZL,O,O,O,X,X,X
OTJSLIZ,O,O,O,X,X,O
OTJSLZI,O,O,O,X,X,O
OTJSZIL,O,O,O,X,X,X
OTJSZLI,O,O,O,X,X,X
OTJZILS,X,O,O,X,X,X
OTJZISL,O,X,X,X,X,X
OTJZLIS,X,O,O,O,X,X
OTJZLSI,X,O,O,O,X,X
OTJZSIL,O,O,O,X,X,X
OTJZSLI,O,O,O,O,X,X
OTSILJZ,O,O,O,X,O,X
OTSILZJ,O,O,O,X,O,X
OTSIJLZ,O,O,O,X,X,X
OTSIJZL,O,O,O,X,X,X
OTSIZLJ,O,O,O,X,X,X
OTSIZJL,O,O,O,X,X,X
OTSLIJZ,O,O,O,X,O,X
OTSLIZJ,O,O,O,X,O,X
OTSLJIZ,O,O,O,X,X,O
OTSLJZI,O,O,O,X,X,O
OTSLZIJ,O,O,O,X,X,X
OTSLZJI,O,O,O,X,X,X
OTSJILZ,O,O,O,X,X,O
OTSJIZL,O,O,O,X,X,X
OTSJLIZ,O,O,O,X,X,O
OTSJLZI,O,O,O,X,X,O
OTSJZIL,O,O,O,X,X,X
OTSJZLI,O,O,O,X,X,X
OTSZILJ,O,O,O,X,X,X
OTSZIJL,O,O,O,X,X,X
OTSZLIJ,O,O,O,X,X,X
OTSZLJI,O,O,O,X,X,X
OTSZJIL,O,O,O,X,X,X
OTSZJLI,O,O,O,X,X,X
OTZILJS,X,O,O,X,O,X
OTZILSJ,X,X,O,X,O,X
OTZIJLS,X,O,O,X,X,X
OTZIJSL,O,X,X,X,X,X
OTZISLJ,O,X,O,X,X,X
OTZISJL,O,X,O,X,X,X
OTZLIJS,X,O,O,O,O,X
OTZLISJ,X,X,O,O,O,X
OTZLJIS,X,O,O,O,X,X
OTZLJSI,X,O,O,O,X,X
OTZLSIJ,X,X,O,O,X,X
OTZLSJI,X,X,O,X,X,X
OTZJILS,X,O,O,X,X,X
OTZJISL,O,X,X,X,X,X
OTZJLIS,X,O,O,O,X,X
OTZJLSI,X,O,O,O,X,X
OTZJSIL,O,O,O,X,X,X
OTZJSLI,O,O,O,O,X,X
OTZSILJ,O,O,O,X,X,X
OTZSIJL,O,O,O,X,X,X
OTZSLIJ,O,O,O,O,X,X
OTZSLJI,O,O,O,X,X,X
OTZSJIL,O,O,O,X,X,X
OTZSJLI,O,O,O,X,X,X
OITLJSZ,O,O,X,X,O,X
OITLJZS,X,O,O,X,O,X
OITLSJZ,O,O,X,X,O,X
OITLSZJ,O,X,O,X,O,X
OITLZJS,X,O,O,X,O,X
OITLZSJ,X,X,O,X,O,X
OITJLSZ,O,O,X,X,O,X
OITJLZS,X,O,O,X,O,X
OITJSLZ,O,O,X,X,X,X
OITJSZL,O,O,X,X,X,X
OITJZLS,X,O,O,X,X,X
OITJZSL,O,X,X,X,X,X
OITSLJZ,O,O,O,X,O,X
OITSLZJ,O,O,O,X,O,X
OITSJLZ,O,O,O,X,X,X
OITSJZL,O,O,O,X,X,X
OITSZLJ,O,O,O,X,X,X
OITSZJL,O,O,O,X,X,X
OITZLJS,X,O,O,X,O,X
OITZLSJ,X,X,O,X,O,X
OITZJLS,X,O,O,X,X,X
OITZJSL,O,X,X,X,X,X
OITZSLJ,O,X,O,X,X,X
OITZSJL,O,X,O,X,X,X
OILTJSZ,X,X,X,X,O,X
OILTJZS,X,X,X,O,O,X
OILTSJZ,X,X,X,X,O,X
OILTSZJ,X,X,X,X,O,X
OILTZJS,X,X,X,O,O,X
OILTZSJ,X,X,X,O,O,X
OILJTSZ,X,X,X,X,O,X
OILJTZS,X,X,X,O,O,X
OILJSTZ,X,X,X,X,X,O
OILJSZT,X,X,X,O,X,O
OILJZTS,X,X,X,O,X,X
OILJZST,X,X,X,O,X,X
OILSTJZ,X,X,X,X,O,X
OILSTZJ,X,X,X,X,O,X
OILSJTZ,X,X,X,X,X,O
OILSJZT,X,X,X,O,X,O
OILSZTJ,X,X,X,O,X,X
OILSZJT,X,X,X,O,X,X
OILZTJS,X,X,X,O,O,X
OILZTSJ,X,X,X,O,O,X
OILZJTS,X,X,X,O,X,X
OILZJST,X,X,X,O,X,X
OILZSTJ,X,X,X,O,X,X
OILZSJT,X,X,X,O,X,X
OIJTLSZ,O,O,X,X,O,X
OIJTLZS,X,O,X,X,O,X
OIJTSLZ,O,O,X,X,X,X
OIJTSZL,O,O,X,X,X,X
OIJTZLS,X,O,X,X,X,X
OIJTZSL,O,X,X,X,X,X
OIJLTSZ,X,X,X,X,O,X
OIJLTZS,X,X,X,O,O,X
OIJLSTZ,X,X,X,X,X,O
OIJLSZT,X,X,X,O,X,O
OIJLZTS,X,X,X,O,X,X
OIJLZST,X,X,X,O,X,X
OIJSTLZ,O,O,X,X,X,O
OIJSTZL,O,X,X,X,X,X
OIJSLTZ,O,O,X,X,X,O
OIJSLZT,O,O,X,X,X,O
OIJSZTL,O,X,X,X,X,X
OIJSZLT,O,O,X,X,X,O
OIJZTLS,O,X,X,X,X,X
OIJZTSL,O,X,X,X,X,X
OIJZLTS,X,X,X,O,X,X
OIJZLST,X,X,X,O,X,X
OIJZSTL,O,X,X,X,X,X
OIJZSLT,O,X,X,O,X,X
OISTLJZ,O,O,X,X,O,X
OISTLZJ,O,X,O,X,O,X
OISTJLZ,O,O,X,X,X,X
OISTJZL,O,X,X,X,X,X
OISTZLJ,O,X,O,X,X,X
OISTZJL,O,X,X,X,X,X
OISLTJZ,O,O,X,X,O,X
OISLTZJ,O,X,O,X,O,X
OISLJTZ,O,O,X,X,X,O
OISLJZT,O,O,O,X,X,O
OISLZTJ,O,X,O,X,X,X
OISLZJT,O,O,O,X,X,X
OISJTLZ,O,O,X,X,X,O
OISJTZL,O,X,X,X,X,X
OISJLTZ,O,O,X,X,X,O
OISJLZT,O,O,O,X,X,O
OISJZTL,O,X,X,X,X,X
OISJZLT,O,O,O,X,X,O
OISZTLJ,O,X,O,X,X,X
OISZTJL,O,X,X,X,X,X
OISZLTJ,O,X,O,X,X,X
OISZLJT,O,O,O,X,X,X
OISZJTL,O,X,X,X,X,X
OISZJLT,O,O,O,X,X,X
OIZTLJS,O,X,O,X,O,X
OIZTLSJ,O,X,O,X,O,X
OIZTJLS,O,X,O,X,X,X
OIZTJSL,O,X,X,X,X,X
OIZTSLJ,O,X,O,X,X,X
OIZTSJL,O,X,O,X,X,X
OIZLTJS,X,X,X,O,O,X
OIZLTSJ,X,X,X,O,O,X
OIZLJTS,X,X,X,O,X,X
OIZLJST,X,X,X,O,X,X
OIZLSTJ,X,X,X,O,X,X
OIZLSJT,X,X,X,O,X,X
OIZJTLS,O,X,X,X,X,X
OIZJTSL,O,X,X,X,X,X
OIZJLTS,X,X,X,O,X,X
OIZJLST,X,X,X,O,X,X
OIZJSTL,O,X,X,X,X,X
OIZJSLT,O,X,X,O,X,X
OIZSTLJ,O,X,O,X,X,X
OIZSTJL,O,X,X,X,X,X
OIZSLTJ,O,X,O,O,X,X
OIZSLJT,O,X,O,O,X,X
OIZSJTL,O,X,X,X,X,X
OIZSJLT,O,X,O,X,X,X
OLTIJSZ,X,O,X,X,O,X
OLTIJZS,X,O,O,O,O,X
OLTISJZ,X,O,X,X,O,X
OLTISZJ,X,X,O,X,O,X
OLTIZJS,X,O,O,O,O,X
OLTIZSJ,X,X,O,O,O,X
OLTJISZ,X,O,X,X,O,X
OLTJIZS,X,O,O,O,O,X
OLTJSIZ,X,O,X,X,X,O
OLTJSZI,X,O,X,X,X,O
OLTJZIS,X,O,O,O,X,X
OLTJZSI,X,O,O,O,X,X
OLTSIJZ,X,O,O,X,O,X
OLTSIZJ,X,O,O,X,O,X
OLTSJIZ,X,O,O,X,X,O
OLTSJZI,X,O,O,X,X,O
OLTSZIJ,X,O,O,X,X,X
OLTSZJI,X,O,O,X,X,X
OLTZIJS,X,O,O,O,O,X
OLTZISJ,X,X,O,O,O,X
OLTZJIS,X,O,O,O,X,X
OLTZJSI,X,O,O,O,X,X
OLTZSIJ,X,X,O,O,X,X
OLTZSJI,X,X,O,X,X,X
OLITJSZ,X,X,X,X,O,X
OLITJZS,X,X,X,O,O,X
OLITSJZ,X,X,X,X,O,X
OLITSZJ,X,X,X,X,O,X
OLITZJS,X,X,X,O,O,X
OLITZSJ,X,X,X,O,O,X
OLIJTSZ,X,X,X,X,O,X
OLIJTZS,X,X,X,O,O,X
OLIJSTZ,X,X,X,X,X,O
OLIJSZT,X,X,X,O,X,O
OLIJZTS,X,X,X,O,X,X
OLIJZST,X,X,X,O,X,X
OLISTJZ,X,X,X,X,O,X
OLISTZJ,X,X,X,X,O,X
OLISJTZ,X,X,X,X,X,O
OLISJZT,X,X,X,O,X,O
OLISZTJ,X,X,X,O,X,X
OLISZJT,X,X,X,O,X,X
OLIZTJS,X,X,X,O,O,X
OLIZTSJ,X,X,X,O,O,X
OLIZJTS,X,X,X,O,X,X
OLIZJST,X,X,X,O,X,X
OLIZSTJ,X,X,X,O,X,X
OLIZSJT,X,X,X,O,X,X
OLJTISZ,X,O,X,X,O,X
OLJTIZS,X,O,X,O,O,X
OLJTSIZ,X,O,X,X,X,O
OLJTSZI,X,O,X,X,X,O
OLJTZIS,X,O,X,O,X,X
OLJTZSI,X,O,X,O,X,X
OLJITSZ,X,X,X,X,O,X
OLJITZS,X,X,X,O,O,X
OLJISTZ,X,X,X,X,X,O
OLJISZT,X,X,X,O,X,O
OLJIZTS,X,X,X,O,X,X
OLJIZST,X,X,X,O,X,X
OLJSTIZ,X,O,X,X,X,O
OLJSTZI,X,O,X,X,X,O
OLJSITZ,X,O,X,X,X,O
OLJSIZT,X,O,X,O,X,O
OLJSZTI,X,O,X,O,X,O
OLJSZIT,X,O,X,O,X,O
OLJZTIS,X,X,X,O,X,X
OLJZTSI,X,X,X,O,X,X
OLJZITS,X,X,X,O,X,X
OLJZIST,X,X,X,O,X,X
OLJZSTI,X,X,X,O,X,O
OLJZSIT,X,X,X,O,X,O
OLSTIJZ,X,O,X,X,O,X
OLSTIZJ,X,X,O,X,O,X
OLSTJIZ,X,O,X,X,X,O
OLSTJZI,X,O,X,X,X,O
OLSTZIJ,X,X,O,X,X,X
OLSTZJI,X,X,O,X,X,X
OLSITJZ,X,O,X,X,O,X
OLSITZJ,X,X,O,X,O,X
OLSIJTZ,X,O,X,X,X,O
OLSIJZT,X,O,O,O,X,O
OLSIZTJ,X,X,O,O,X,X
OLSIZJT,X,O,O,O,X,X
OLSJTIZ,X,O,X,X,X,O
OLSJTZI,X,O,X,X,X,O
OLSJITZ,X,O,X,X,X,O
OLSJIZT,X,O,O,O,X,O
OLSJZTI,X,O,O,O,X,O
OLSJZIT,X,O,O,O,X,O
OLSZTIJ,X,X,O,O,X,X
OLSZTJI,X,X,O,X,X,X
OLSZITJ,X,X,O,O,X,X
OLSZIJT,X,O,O,O,X,X
OLSZJTI,X,O,O,O,X,O
OLSZJIT,X,O,O,O,X,O
OLZTIJS,X,X,O,O,O,X
OLZTISJ,X,X,O,O,O,X
OLZTJIS,X,X,O,O,X,X
OLZTJSI,X,X,O,O,X,X
OLZTSIJ,X,X,O,O,X,X
OLZTSJI,X,X,O,X,X,X
OLZITJS,X,X,X,O,O,X
OLZITSJ,X,X,X,O,O,X
OLZIJTS,X,X,X,O,X,X
OLZIJST,X,X,X,O,X,X
OLZISTJ,X,X,X,O,X,X
OLZISJT,X,X,X,O,X,X
OLZJTIS,X,X,X,O,X,X
OLZJTSI,X,X,X,O,X,X
OLZJITS,X,X,X,O,X,X
OLZJIST,X,X,X,O,X,X
OLZJSTI,X,X,X,O,X,O
OLZJSIT,X,X,X,O,X,O
OLZSTIJ,X,X,O,O,X,X
OLZSTJI,X,X,O,X,X,X
OLZSITJ,X,X,O,O,X,X
OLZSIJT,X,X,O,O,X,X
OLZSJTI,X,X,O,O,X,O
OLZSJIT,X,X,O,O,X,O
OJTILSZ,O,O,X,X,O,X
OJTILZS,X,O,O,X,O,X
OJTISLZ,O,O,X,X,X,X
OJTISZL,O,O,X,X,X,X
OJTIZLS,X,O,O,X,X,X
OJTIZSL,O,X,X,X,X,X
OJTLISZ,O,O,X,X,O,X
OJTLIZS,X,O,O,O,O,X
OJTLSIZ,O,O,X,X,X,O
OJTLSZI,O,O,X,X,X,O
OJTLZIS,X,O,O,O,X,X
OJTLZSI,X,O,O,O,X,X
OJTSILZ,O,O,O,X,X,O
OJTSIZL,O,O,O,X,X,X
OJTSLIZ,O,O,O,X,X,O
OJTSLZI,O,O,O,X,X,O
OJTSZIL,O,O,O,X,X,X
OJTSZLI,O,O,O,X,X,X
OJTZILS,X,O,O,X,X,X
OJTZISL,O,X,X,X,X,X
OJTZLIS,X,O,O,O,X,X
OJTZLSI,X,O,O,O,X,X
OJTZSIL,O,O,O,X,X,X
OJTZSLI,O,O,O,O,X,X
OJITLSZ,O,O,X,X,O,X
OJITLZS,X,O,X,X,O,X
OJITSLZ,O,O,X,X,X,X
OJITSZL,O,O,X,X,X,X
OJITZLS,X,O,X,X,X,X
OJITZSL,O,X,X,X,X,X
OJILTSZ,X,X,X,X,O,X
OJILTZS,X,X,X,O,O,X
OJILSTZ,X,X,X,X,X,O
OJILSZT,X,X,X,O,X,O
OJILZTS,X,X,X,O,X,X
OJILZST,X,X,X,O,X,X
OJISTLZ,O,O,X,X,X,O
OJISTZL,O,X,X,X,X,X
OJISLTZ,O,O,X,X,X,O
OJISLZT,O,O,X,X,X,O
OJISZTL,O,X,X,X,X,X
OJISZLT,O,O,X,X,X,O
OJIZTLS,O,X,X,X,X,X
OJIZTSL,O,X,X,X,X,X
OJIZLTS,X,X,X,O,X,X
OJIZLST,X,X,X,O,X,X
OJIZSTL,O,X,X,X,X,X
OJIZSLT,O,X,X,O,X,X
OJLTISZ,X,O,X,X,O,X
OJLTIZS,X,O,X,O,O,X
OJLTSIZ,X,O,X,X,X,O
OJLTSZI,X,O,X,X,X,O
OJLTZIS,X,O,X,O,X,X
OJLTZSI,X,O,X,O,X,X
OJLITSZ,X,X,X,X,O,X
OJLITZS,X,X,X,O,O,X
OJLISTZ,X,X,X,X,X,O
OJLISZT,X,X,X,O,X,O
OJLIZTS,X,X,X,O,X,X
OJLIZST,X,X,X,O,X,X
OJLSTIZ,X,O,X,X,X,O
OJLSTZI,X,O,X,X,X,O
OJLSITZ,X,O,X,X,X,O
OJLSIZT,X,O,X,O,X,O
OJLSZTI,X,O,X,O,X,O
OJLSZIT,X,O,X,O,X,O
OJLZTIS,X,X,X,O,X,X
OJLZTSI,X,X,X,O,X,X
