sequence,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFxgBmiB/pBarBFn?BTqB,v115@GhA8IeA8EeA8AeD8DeE8JeT/IvhFxgBmiB/qBarBFn?B0pB,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFlgBanBziB2pBXm?BRvB,v115@GhA8IeA8EeA8AeD8DeE8JeOEJvhF8kBanBziBFmB3l?BRvB,v115@GhA8IeA8EeA8AeD8DeE8Jex/IvhFXhBmiBypBFnBzq?B0pB,v115@GhA8IeA8EeA8AeD8DeE8JeUBJvhFRiB/pBFlBinBzq?BmpB,v115@GhA8IeA8EeA8AeD8DeE8JeT/IvhFRiB/qBFmBinB0p?BmqB,v115@GhA8IeA8EeA8AeD8DeE8Je0/IvhFxgBmiB/pBFnBiq?BzqB,v115@GhA8IeA8EeA8AeD8DeE8Je2EJvhFRgBanBziB1qB0p?BXrB,v115@GhA8IeA8EeA8AeD8DeE8JeOEJvhF8kBRiBFmBinBXq?BzqB,v115@GhA8IeA8EeA8AeD8DeE8JeRCJvhFTkB/qBFmBinB0p?BmqB
LJZIOST,O,X,O,O,X,O,O,X,O,X,X
LJZSTIO,O,O,O,X,X,X,O,O,O,X,X
LJZSTOI,X,O,O,X,X,X,O,X,O,X,X
LJZSITO,O,O,O,X,X,X,O,O,X,X,X
LJZSIOT,O,O,O,X,X,X,O,O,O,X,X
LJZSOTI,X,O,O,X,X,X,O,X,O,X,X
LJZSOIT,O,O,O,X,X,X,O,O,O,X,X
LJZOTIS,X,X,O,X,X,X,X,X,O,X,X
LJZOTSI,X,X,O,X,X,X,X,X,O,X,X
LJZOITS,X,X,O,O,O,X,X,X,O,X,X
LJZOIST,O,X,O,O,O,O,O,X,O,X,X
LJZOSTI,O,O,O,X,X,O,O,X,O,X,X
LJZOSIT,O,O,O,X,O,O,O,X,O,X,X
LJOTISZ,O,X,O,O,O,X,X,X,X,X,X
LJOTIZS,O,X,O,O,O,X,X,X,X,X,X
LJOTSIZ,O,X,O,X,O,X,X,X,X,X,X
LJOTSZI,O,X,O,X,O,X,X,X,X,X,X
LJOTZIS,O,X,O,X,O,X,X,X,X,X,X
LJOTZSI,O,X,O,X,O,X,X,X,X,X,X
LJOITSZ,O,X,O,O,O,X,X,X,X,X,X
LJOITZS,O,X,O,O,O,X,X,X,X,X,X
LJOISTZ,O,X,O,O,O,O,X,X,X,X,O
LJOISZT,O,O,O,O,O,O,X,X,X,X,X
LJOIZTS,X,X,O,O,O,X,X,X,X,X,X
LJOIZST,O,X,O,O,O,O,X,X,X,X,X
LJOSTIZ,O,X,O,X,O,O,X,X,X,X,O
LJOSTZI,O,X,O,X,O,O,X,X,X,X,O
LJOSITZ,O,X,O,O,O,O,X,X,X,X,O
LJOSIZT,O,O,O,O,O,O,X,X,X,X,X
LJOSZTI,O,O,O,X,X,O,X,X,X,X,X
LJOSZIT,O,O,O,X,O,O,X,O,X,X,X
LJOZTIS,X,X,O,X,X,X,X,X,O,X,X
LJOZTSI,X,X,O,X,X,X,X,X,O,X,X
LJOZITS,X,X,O,O,O,X,X,X,O,X,X
LJOZIST,O,X,O,O,O,O,X,X,O,X,X
LJOZSTI,O,X,O,X,X,O,X,X,O,X,X
LJOZSIT,O,X,O,X,O,O,X,X,O,X,X
LSTIJZO,O,O,O,O,X,X,O,O,X,O,X
LSTIJOZ,O,O,O,O,X,X,X,O,X,X,O
LSTIZJO,O,O,O,O,X,X,O,O,X,O,X
LSTIZOJ,O,O,O,O,X,X,O,O,X,O,O
LSTIOJZ,O,O,O,O,X,O,X,O,X,X,O
LSTIOZJ,O,O,O,O,X,O,O,O,X,O,O
LSTJIZO,O,O,O,X,X,X,O,O,X,O,X
LSTJIOZ,O,O,O,X,X,X,X,O,X,X,O
LSTJZIO,O,O,O,X,X,X,O,O,X,O,X
LSTJZOI,O,O,O,X,X,X,O,O,X,O,X
LSTJOIZ,O,O,O,X,O,X,X,O,X,X,O
LSTJOZI,O,O,O,X,O,X,X,O,X,X,O
LSTZIJO,O,O,O,X,X,X,O,O,X,O,X
LSTZIOJ,O,O,O,X,X,X,O,O,X,O,O
LSTZJIO,O,O,O,X,X,X,O,O,X,O,X
LSTZJOI,O,O,O,X,X,X,O,O,X,O,X
LSTZOIJ,O,O,O,X,X,X,O,O,X,O,O
LSTZOJI,O,O,O,X,X,X,O,O,X,O,O
LSTOIJZ,O,O,O,O,O,O,X,O,X,X,O
LSTOIZJ,O,O,O,O,O,O,O,O,X,O,O
LSTOJIZ,O,O,O,X,O,O,X,O,X,X,O
LSTOJZI,O,O,O,X,O,O,X,O,X,X,O
LSTOZIJ,O,O,O,X,O,O,O,O,X,O,O
LSTOZJI,O,O,O,X,O,O,O,O,X,O,O
LSITJZO,O,O,O,O,X,X,O,O,X,O,X
LSITJOZ,O,O,O,O,X,X,X,O,X,X,O
LSITZJO,O,O,O,O,X,X,O,O,X,O,X
LSITZOJ,O,O,O,O,X,X,O,O,X,O,O
LSITOJZ,O,O,O,O,X,O,X,O,X,X,O
LSITOZJ,O,O,O,O,X,O,O,O,X,O,O
LSIJTZO,O,O,O,O,X,X,O,X,X,O,X
LSIJTOZ,O,O,O,O,X,X,X,X,X,X,O
LSIJZTO,O,O,O,O,X,X,O,O,X,O,X
LSIJZOT,O,O,O,O,X,X,O,O,X,O,X
LSIJOTZ,O,X,O,O,X,O,X,X,X,X,O
LSIJOZT,O,O,O,O,X,O,X,X,X,X,X
LSIZTJO,O,O,O,O,X,X,O,O,X,O,X
LSIZTOJ,O,O,O,O,X,X,O,O,X,O,O
LSIZJTO,O,O,O,O,X,X,O,O,X,O,X
LSIZJOT,O,O,O,O,X,X,O,O,X,O,X
LSIZOTJ,O,O,O,O,X,O,O,O,X,O,O
LSIZOJT,O,O,O,O,X,O,O,O,X,O,X
LSIOTJZ,O,O,O,O,X,O,X,X,X,X,O
LSIOTZJ,O,O,O,O,X,O,O,X,X,O,O
LSIOJTZ,O,X,O,O,X,O,X,X,X,X,O
LSIOJZT,O,O,O,O,X,O,X,X,X,X,X
LSIOZTJ,O,O,O,O,X,O,O,X,X,O,O
LSIOZJT,O,O,O,O,X,O,O,X,X,O,X
LSJTIZO,O,O,O,X,X,X,O,O,X,O,X
LSJTIOZ,O,O,O,X,X,X,X,O,X,X,O
LSJTZIO,O,O,O,X,X,X,O,O,X,O,X
LSJTZOI,O,O,O,X,X,X,O,O,X,O,X
LSJTOIZ,O,O,O,X,X,X,X,O,X,X,O
LSJTOZI,O,O,O,X,X,X,X,O,X,X,O
LSJITZO,O,O,O,O,X,X,O,X,X,O,X
LSJITOZ,O,O,O,O,X,X,X,X,X,X,O
LSJIZTO,O,O,O,O,X,X,O,O,X,O,X
LSJIZOT,O,O,O,O,X,X,O,O,X,O,X
LSJIOTZ,O,X,O,O,X,O,X,X,X,X,O
LSJIOZT,O,O,O,O,X,O,X,X,X,X,X
LSJZTIO,O,O,O,X,X,X,O,O,X,O,X
LSJZTOI,O,O,O,X,X,X,O,O,X,O,X
LSJZITO,O,O,O,X,X,X,O,O,X,O,X
LSJZIOT,O,O,O,X,X,X,O,O,X,O,X
LSJZOTI,O,O,O,X,X,X,O,X,X,O,X
LSJZOIT,O,O,O,X,X,X,O,O,X,O,X
LSJOTIZ,O,X,O,X,O,O,X,X,X,X,O
LSJOTZI,O,X,O,X,X,O,X,X,X,X,O
LSJOITZ,O,X,O,O,O,O,X,X,X,X,O
LSJOIZT,O,O,O,O,O,O,X,X,X,X,X
LSJOZTI,O,O,O,X,X,O,X,X,X,X,X
LSJOZIT,O,O,O,X,O,O,X,O,X,X,X
LSZTIJO,O,O,O,X,X,X,O,O,O,O,X
LSZTIOJ,O,O,O,X,X,X,O,O,O,O,O
LSZTJIO,O,O,O,X,X,X,O,O,O,O,X
LSZTJOI,O,O,O,X,X,X,O,O,O,O,X
LSZTOIJ,O,O,O,X,X,X,O,O,O,O,O
LSZTOJI,O,O,O,X,X,X,O,O,O,O,O
LSZITJO,O,O,O,X,X,X,O,O,X,O,X
LSZITOJ,O,O,O,X,X,X,O,O,X,O,O
LSZIJTO,O,O,O,X,X,X,O,O,X,O,X
LSZIJOT,O,O,O,X,X,X,O,O,X,O,X
LSZIOTJ,O,O,O,X,X,O,O,O,X,O,O
LSZIOJT,O,O,O,X,X,O,O,O,X,O,X
LSZJTIO,O,O,O,X,X,X,O,O,O,O,X
LSZJTOI,O,O,O,X,X,X,O,O,O,O,X
LSZJITO,O,O,O,X,X,X,O,O,X,O,X
LSZJIOT,O,O,O,X,X,X,O,O,O,O,X
LSZJOTI,O,O,O,X,X,X,O,X,O,O,X
LSZJOIT,O,O,O,X,X,X,O,O,O,O,X
LSZOTIJ,O,O,O,X,X,O,O,O,O,O,O
LSZOTJI,O,O,O,X,X,O,O,O,O,O,O
LSZOITJ,O,O,O,X,X,O,O,O,X,O,O
LSZOIJT,O,O,O,X,X,O,O,O,X,O,X
LSZOJTI,O,O,O,X,X,O,O,X,O,O,X
LSZOJIT,O,O,O,X,X,O,O,O,O,O,X
LSOTIJZ,O,O,O,O,O,O,X,O,X,X,O
LSOTIZJ,O,O,O,O,O,O,O,O,X,O,O
LSOTJIZ,O,O,O,X,O,O,X,O,X,X,O
LSOTJZI,O,O,O,X,O,O,X,O,X,X,O
LSOTZIJ,O,O,O,X,O,O,O,O,X,O,O
LSOTZJI,O,O,O,X,O,O,O,O,X,O,O
LSOITJZ,O,O,O,O,O,O,X,X,X,X,O
LSOITZJ,O,O,O,O,O,O,O,X,X,O,O
LSOIJTZ,O,X,O,O,O,O,X,X,X,X,O
LSOIJZT,O,O,O,O,O,O,X,X,X,X,X
LSOIZTJ,O,O,O,O,O,O,O,X,X,O,O
LSOIZJT,O,O,O,O,O,O,O,X,X,O,X
LSOJTIZ,O,X,O,X,O,O,X,X,X,X,O
LSOJTZI,O,X,O,X,O,O,X,X,X,X,O
LSOJITZ,O,X,O,O,O,O,X,X,X,X,O
LSOJIZT,O,O,O,O,O,O,X,X,X,X,X
LSOJZTI,O,O,O,X,X,O,X,X,X,X,X
LSOJZIT,O,O,O,X,O,O,X,O,X,X,X
LSOZTIJ,O,O,O,X,O,O,O,O,O,O,O
LSOZTJI,O,O,O,X,O,O,O,O,O,O,O
LSOZITJ,O,O,O,X,O,O,O,O,X,O,O
LSOZIJT,O,O,O,X,O,O,O,O,X,O,X
LSOZJTI,O,O,O,X,X,O,O,X,O,O,X
LSOZJIT,O,O,O,X,O,O,O,O,O,O,X
LZTIJSO,O,O,X,O,X,X,X,O,O,X,X
LZTIJOS,O,O,X,O,X,X,X,X,O,X,X
LZTISJO,O,O,X,O,X,X,O,O,O,O,X
LZTISOJ,O,O,X,O,X,X,O,O,O,O,O
LZTIOJS,O,O,X,O,X,X,X,X,O,X,X
LZTIOSJ,O,X,X,O,X,O,O,X,O,X,X
LZTJISO,O,O,X,X,X,X,X,O,O,X,X
LZTJIOS,O,O,X,X,X,X,X,X,O,X,X
LZTJSIO,O,O,X,X,X,X,X,O,O,X,X
LZTJSOI,O,O,X,X,X,X,X,O,O,X,X
LZTJOIS,O,O,X,X,O,X,X,X,O,X,X
LZTJOSI,O,O,X,X,O,X,X,X,O,X,X
LZTSIJO,O,O,X,X,X,X,O,O,O,O,X
LZTSIOJ,O,O,X,X,X,X,O,O,O,O,O
LZTSJIO,O,O,X,X,X,X,O,O,O,O,X
LZTSJOI,O,O,X,X,X,X,O,O,O,O,X
LZTSOIJ,O,O,X,X,X,X,O,O,O,O,O
LZTSOJI,O,O,X,X,X,X,O,O,O,O,O
LZTOIJS,O,O,X,O,O,X,X,X,O,X,X
LZTOISJ,O,X,X,O,O,O,O,X,O,X,X
LZTOJIS,O,O,X,X,O,X,X,X,O,X,X
LZTOJSI,O,O,X,X,O,X,X,X,O,X,X
LZTOSIJ,O,O,X,X,O,O,O,X,O,X,X
LZTOSJI,O,O,X,X,O,O,O,X,O,X,X
LZITJSO,O,O,X,O,X,X,X,X,O,X,X
LZITJOS,O,X,X,O,X,X,X,X,O,X,X
LZITSJO,O,O,X,O,X,X,O,X,O,O,X
LZITSOJ,O,O,X,O,X,X,O,X,O,O,O
LZITOJS,O,X,X,O,X,X,X,X,O,X,X
LZITOSJ,O,X,X,O,X,O,O,X,O,X,X
LZIJTSO,X,X,O,O,X,X,X,X,O,X,X
LZIJTOS,X,X,O,O,X,X,X,X,O,X,X
LZIJSTO,O,O,O,O,X,X,O,X,X,X,X
LZIJSOT,O,O,O,O,X,X,O,X,O,X,X
LZIJOTS,X,X,O,O,X,X,X,X,O,X,X
LZIJOST,O,X,O,O,X,O,O,X,O,X,X
LZISTJO,O,O,O,O,X,X,O,X,X,O,X
LZISTOJ,O,O,O,O,X,X,O,X,X,O,O
LZISJTO,O,O,O,O,X,X,O,X,X,O,X
LZISJOT,O,O,O,O,X,X,O,X,X,O,X
LZISOTJ,O,O,O,O,X,O,O,X,X,O,O
LZISOJT,O,O,O,O,X,O,O,X,X,O,X
LZIOTJS,O,X,X,O,X,X,X,X,O,X,X
LZIOTSJ,O,X,X,O,X,O,O,X,O,X,X
LZIOJTS,X,X,O,O,X,X,X,X,O,X,X
LZIOJST,O,X,O,O,X,O,O,X,O,X,X
LZIOSTJ,O,X,O,O,X,O,O,X,X,X,O
LZIOSJT,O,X,O,O,X,O,O,X,X,X,X
LZJTISO,X,X,O,X,X,X,X,X,O,X,X
LZJTIOS,X,X,O,X,X,X,X,X,O,X,X
LZJTSIO,X,X,O,X,X,X,X,X,O,X,X
LZJTSOI,X,X,O,X,X,X,X,X,O,X,X
LZJTOIS,X,X,O,X,X,X,X,X,O,X,X
LZJTOSI,X,X,O,X,X,X,X,X,O,X,X
LZJITSO,X,X,O,O,X,X,X,X,O,X,X
LZJITOS,X,X,O,O,X,X,X,X,O,X,X
LZJISTO,O,O,O,O,X,X,O,X,X,X,X
LZJISOT,O,O,O,O,X,X,O,X,O,X,X
LZJIOTS,X,X,O,O,X,X,X,X,O,X,X
LZJIOST,O,X,O,O,X,O,O,X,O,X,X
LZJSTIO,O,O,O,X,X,X,O,O,O,X,X
LZJSTOI,X,O,O,X,X,X,O,X,O,X,X
LZJSITO,O,O,O,X,X,X,O,O,X,X,X
LZJSIOT,O,O,O,X,X,X,O,O,O,X,X
LZJSOTI,X,O,O,X,X,X,O,X,O,X,X
LZJSOIT,O,O,O,X,X,X,O,O,O,X,X
LZJOTIS,X,X,O,X,X,X,X,X,O,X,X
LZJOTSI,X,X,O,X,X,X,X,X,O,X,X
LZJOITS,X,X,O,O,O,X,X,X,O,X,X
LZJOIST,O,X,O,O,O,O,O,X,O,X,X
LZJOSTI,O,O,O,X,X,O,O,X,O,X,X
LZJOSIT,O,O,O,X,O,O,O,X,O,X,X
LZSTIJO,O,O,O,X,X,X,O,O,O,O,X
LZSTIOJ,O,O,O,X,X,X,O,O,O,O,O
LZSTJIO,O,O,O,X,X,X,O,O,O,O,X
LZSTJOI,O,O,O,X,X,X,O,O,O,O,X
LZSTOIJ,O,O,O,X,X,X,O,O,O,O,O
LZSTOJI,O,O,O,X,X,X,O,O,O,O,O
LZSITJO,O,O,O,X,X,X,O,O,X,O,X
LZSITOJ,O,O,O,X,X,X,O,O,X,O,O
LZSIJTO,O,O,O,X,X,X,O,O,X,O,X
LZSIJOT,O,O,O,X,X,X,O,O,X,O,X
LZSIOTJ,O,O,O,X,X,O,O,O,X,O,O
LZSIOJT,O,O,O,X,X,O,O,O,X,O,X
LZSJTIO,O,O,O,X,X,X,O,O,O,O,X
LZSJTOI,O,O,O,X,X,X,O,O,O,O,X
LZSJITO,O,O,O,X,X,X,O,O,X,O,X
LZSJIOT,O,O,O,X,X,X,O,O,O,O,X
LZSJOTI,X,O,O,X,X,X,O,X,O,O,X
LZSJOIT,O,O,O,X,X,X,O,O,O,O,X
LZSOTIJ,O,O,O,X,X,O,O,O,O,O,O
LZSOTJI,O,O,O,X,X,O,O,O,O,O,O
LZSOITJ,O,O,O,X,X,O,O,O,X,O,O
LZSOIJT,O,O,O,X,X,O,O,O,X,O,X
LZSOJTI,X,O,O,X,X,O,O,X,O,O,X
LZSOJIT,O,O,O,X,X,O,O,O,O,O,X
LZOTIJS,O,O,X,O,O,X,X,X,O,X,X
LZOTISJ,O,X,X,O,O,O,O,X,O,X,X
LZOTJIS,O,O,X,X,O,X,X,X,O,X,X
LZOTJSI,O,O,X,X,O,X,X,X,O,X,X
LZOTSIJ,O,O,X,X,O,O,O,X,O,X,X
LZOTSJI,O,O,X,X,O,O,O,X,O,X,X
LZOITJS,O,X,X,O,O,X,X,X,O,X,X
LZOITSJ,O,X,X,O,O,O,O,X,O,X,X
LZOIJTS,X,X,O,O,O,X,X,X,O,X,X
LZOIJST,O,X,O,O,O,O,O,X,O,X,X
LZOISTJ,O,X,O,O,O,O,O,X,X,X,O
LZOISJT,O,X,O,O,O,O,O,X,X,X,X
LZOJTIS,X,X,O,X,X,X,X,X,O,X,X
LZOJTSI,X,X,O,X,X,X,X,X,O,X,X
LZOJITS,X,X,O,O,O,X,X,X,O,X,X
LZOJIST,O,X,O,O,O,O,O,X,O,X,X
LZOJSTI,O,O,O,X,X,O,O,X,O,X,X
LZOJSIT,O,O,O,X,O,O,O,X,O,X,X
LZOSTIJ,O,O,O,X,O,O,O,X,O,X,O
LZOSTJI,O,O,O,X,O,O,O,X,O,X,O
LZOSITJ,O,O,O,X,O,O,O,X,X,X,O
LZOSIJT,O,O,O,X,O,O,O,X,X,X,X
LZOSJTI,O,O,O,X,X,O,O,X,O,X,X
LZOSJIT,O,O,O,X,O,O,O,X,O,X,X
LOTIJSZ,O,O,O,O,O,X,X,O,X,X,X
LOTIJZS,O,X,O,O,O,X,X,X,X,X,X
LOTISJZ,O,O,O,O,O,O,X,O,X,X,O
LOTISZJ,O,O,O,O,O,O,O,O,X,O,O
LOTIZJS,O,X,X,O,O,X,X,X,X,X,X
LOTIZSJ,O,X,X,O,O,O,X,X,X,X,X
LOTJISZ,O,O,O,O,O,X,X,O,X,X,X
LOTJIZS,O,X,O,O,O,X,X,X,X,X,X
LOTJSIZ,O,O,O,X,O,X,X,O,X,X,X
LOTJSZI,O,O,O,X,O,X,X,O,X,X,X
LOTJZIS,O,X,O,X,O,X,X,X,X,X,X
LOTJZSI,O,X,O,X,O,X,X,X,X,X,X
LOTSIJZ,O,O,O,O,O,O,X,O,X,X,O
LOTSIZJ,O,O,O,O,O,O,O,O,X,O,O
LOTSJIZ,O,O,O,X,O,O,X,O,X,X,O
LOTSJZI,O,O,O,X,O,O,X,O,X,X,O
LOTSZIJ,O,O,O,X,O,O,O,O,X,O,O
LOTSZJI,O,O,O,X,O,O,O,O,X,O,O
LOTZIJS,O,X,X,O,O,X,X,X,O,X,X
LOTZISJ,O,X,X,O,O,O,X,X,O,X,X
LOTZJIS,O,X,X,X,O,X,X,X,O,X,X
LOTZJSI,O,X,X,X,O,X,X,X,O,X,X
LOTZSIJ,O,X,X,X,O,O,X,X,O,X,X
LOTZSJI,O,X,X,X,O,O,X,X,O,X,X
LOITJSZ,O,O,O,O,O,X,X,X,X,X,X
LOITJZS,O,X,O,O,O,X,X,X,X,X,X
LOITSJZ,O,O,O,O,O,O,X,X,X,X,O
LOITSZJ,O,O,O,O,O,O,O,X,X,O,O
LOITZJS,O,X,X,O,O,X,X,X,X,X,X
LOITZSJ,O,X,X,O,O,O,X,X,X,X,X
LOIJTSZ,O,X,O,O,O,X,X,X,X,X,X
LOIJTZS,O,X,O,O,O,X,X,X,X,X,X
LOIJSTZ,O,X,O,O,O,O,X,X,X,X,O
LOIJSZT,O,O,O,O,O,O,X,X,X,X,X
LOIJZTS,X,X,O,O,O,X,X,X,X,X,X
LOIJZST,O,X,O,O,O,O,X,X,X,X,X
LOISTJZ,O,O,O,O,O,O,X,X,X,X,O
LOISTZJ,O,O,O,O,O,O,O,X,X,O,O
LOISJTZ,O,X,O,O,O,O,X,X,X,X,O
LOISJZT,O,O,O,O,O,O,X,X,X,X,X
LOISZTJ,O,O,O,O,O,O,O,X,X,O,O
LOISZJT,O,O,O,O,O,O,O,X,X,O,X
LOIZTJS,O,X,X,O,O,X,X,X,O,X,X
LOIZTSJ,O,X,X,O,O,O,O,X,O,X,X
LOIZJTS,X,X,O,O,O,X,X,X,O,X,X
LOIZJST,O,X,O,O,O,O,O,X,O,X,X
LOIZSTJ,O,X,O,O,O,O,O,X,X,X,O
LOIZSJT,O,X,O,O,O,O,O,X,X,X,X
LOJTISZ,O,X,O,O,O,X,X,X,X,X,X
LOJTIZS,O,X,O,O,O,X,X,X,X,X,X
LOJTSIZ,O,X,O,X,O,X,X,X,X,X,X
LOJTSZI,O,X,O,X,O,X,X,X,X,X,X
LOJTZIS,O,X,O,X,O,X,X,X,X,X,X
LOJTZSI,O,X,O,X,O,X,X,X,X,X,X
LOJITSZ,O,X,O,O,O,X,X,X,X,X,X
LOJITZS,O,X,O,O,O,X,X,X,X,X,X
LOJISTZ,O,X,O,O,O,O,X,X,X,X,O
LOJISZT,O,O,O,O,O,O,X,X,X,X,X
LOJIZTS,X,X,O,O,O,X,X,X,X,X,X
LOJIZST,O,X,O,O,O,O,X,X,X,X,X
LOJSTIZ,O,X,O,X,O,O,X,X,X,X,O
LOJSTZI,O,X,O,X,O,O,X,X,X,X,O
LOJSITZ,O,X,O,O,O,O,X,X,X,X,O
LOJSIZT,O,O,O,O,O,O,X,X,X,X,X
LOJSZTI,O,O,O,X,X,O,X,X,X,X,X
LOJSZIT,O,O,O,X,O,O,X,O,X,X,X
LOJZTIS,X,X,O,X,X,X,X,X,O,X,X
LOJZTSI,X,X,O,X,X,X,X,X,O,X,X
LOJZITS,X,X,O,O,O,X,X,X,O,X,X
LOJZIST,O,X,O,O,O,O,X,X,O,X,X
LOJZSTI,O,X,O,X,X,O,X,X,O,X,X
LOJZSIT,O,X,O,X,O,O,X,X,O,X,X
LOSTIJZ,O,O,O,O,O,O,X,O,X,X,O
LOSTIZJ,O,O,O,O,O,O,O,O,X,O,O
LOSTJIZ,O,O,O,X,O,O,X,O,X,X,O
LOSTJZI,O,O,O,X,O,O,X,O,X,X,O
LOSTZIJ,O,O,O,X,O,O,O,O,X,O,O
LOSTZJI,O,O,O,X,O,O,O,O,X,O,O
LOSITJZ,O,O,O,O,O,O,X,X,X,X,O
LOSITZJ,O,O,O,O,O,O,O,X,X,O,O
LOSIJTZ,O,X,O,O,O,O,X,X,X,X,O
LOSIJZT,O,O,O,O,O,O,X,X,X,X,X
LOSIZTJ,O,O,O,O,O,O,O,X,X,O,O
LOSIZJT,O,O,O,O,O,O,O,X,X,O,X
LOSJTIZ,O,X,O,X,O,O,X,X,X,X,O
LOSJTZI,O,X,O,X,O,O,X,X,X,X,O
LOSJITZ,O,X,O,O,O,O,X,X,X,X,O
LOSJIZT,O,O,O,O,O,O,X,X,X,X,X
LOSJZTI,O,O,O,X,X,O,X,X,X,X,X
LOSJZIT,O,O,O,X,O,O,X,O,X,X,X
LOSZTIJ,O,O,O,X,O,O,O,O,O,O,O
LOSZTJI,O,O,O,X,O,O,O,O,O,O,O
LOSZITJ,O,O,O,X,O,O,O,O,X,O,O
LOSZIJT,O,O,O,X,O,O,O,O,X,O,X
LOSZJTI,O,O,O,X,X,O,O,X,O,O,X
LOSZJIT,O,O,O,X,O,O,O,O,O,O,X
LOZTIJS,O,X,X,O,O,X,X,X,O,X,X
LOZTISJ,O,X,X,O,O,O,O,X,O,X,X
LOZTJIS,O,X,X,X,O,X,X,X,O,X,X
LOZTJSI,O,X,X,X,O,X,X,X,O,X,X
LOZTSIJ,O,X,X,X,O,O,O,X,O,X,X
LOZTSJI,O,X,X,X,O,O,O,X,O,X,X
LOZITJS,O,X,X,O,O,X,X,X,O,X,X
LOZITSJ,O,X,X,O,O,O,O,X,O,X,X
LOZIJTS,X,X,O,O,O,X,X,X,O,X,X
LOZIJST,O,X,O,O,O,O,O,X,O,X,X
LOZISTJ,O,X,O,O,O,O,O,X,X,X,O
LOZISJT,O,X,O,O,O,O,O,X,X,X,X
LOZJTIS,X,X,O,X,X,X,X,X,O,X,X
LOZJTSI,X,X,O,X,X,X,X,X,O,X,X
LOZJITS,X,X,O,O,O,X,X,X,O,X,X
LOZJIST,O,X,O,O,O,O,O,X,O,X,X
LOZJSTI,O,X,O,X,X,O,O,X,O,X,X
LOZJSIT,O,X,O,X,O,O,O,X,O,X,X
LOZSTIJ,O,X,O,X,O,O,O,X,O,X,O
LOZSTJI,O,X,O,X,O,O,O,X,O,X,O
LOZSITJ,O,X,O,X,O,O,O,X,X,X,O
LOZSIJT,O,X,O,X,O,O,O,X,X,X,X
LOZSJTI,O,X,O,X,X,O,O,X,O,X,X
LOZSJIT,O,X,O,X,O,O,O,X,O,X,X
JTILSZO,O,O,X,O,X,X,X,O,X,X,X
JTILSOZ,O,O,X,O,X,X,X,O,X,X,X
JTILZSO,O,O,X,O,X,X,X,O,X,X,X
JTILZOS,O,O,X,O,X,X,X,X,X,X,X
JTILOSZ,O,O,X,O,O,X,X,O,X,X,X
JTILOZS,O,X,X,O,O,X,X,X,X,X,X
JTISLZO,O,O,X,O,X,X,X,O,X,X,X
JTISLOZ,O,O,X,O,O,X,X,O,X,X,X
JTISZLO,O,O,X,O,X,X,X,O,X,X,X
JTISZOL,O,O,X,O,O,X,X,O,X,X,X
JTISOLZ,O,X,X,O,O,X,X,X,X,X,X
JTISOZL,O,O,X,O,O,X,X,O,X,X,X
JTIZLSO,O,O,X,O,X,X,X,O,X,X,X
JTIZLOS,O,O,X,O,X,X,X,X,X,X,X
JTIZSLO,O,O,X,O,X,X,X,O,X,X,X
JTIZSOL,O,O,X,O,X,X,X,O,X,X,X
JTIZOLS,X,O,X,O,X,X,X,X,X,X,X
JTIZOSL,O,O,X,O,X,X,X,X,X,X,X
JTIOLSZ,O,O,X,O,O,X,X,O,X,X,X
JTIOLZS,O,X,X,O,O,X,X,X,X,X,X
JTIOSLZ,O,X,X,O,O,X,X,X,X,X,X
JTIOSZL,O,O,X,O,O,X,X,O,X,X,X
JTIOZLS,X,O,X,O,X,X,X,X,X,X,X
JTIOZSL,O,O,X,O,X,X,X,X,X,X,X
JTLISZO,O,O,O,O,X,X,O,O,X,O,X
JTLISOZ,O,O,O,O,X,X,X,O,X,X,O
JTLIZSO,O,O,O,O,X,X,X,O,X,X,X
JTLIZOS,O,O,O,O,X,X,X,X,X,X,X
JTLIOSZ,O,O,O,O,O,X,X,O,X,X,X
JTLIOZS,O,X,O,O,O,X,X,X,X,X,X
JTLSIZO,O,O,O,X,X,X,O,O,X,O,X
JTLSIOZ,O,O,O,X,O,X,X,O,X,X,O
JTLSZIO,O,O,O,X,X,X,O,O,X,O,X
JTLSZOI,O,O,O,X,X,X,O,O,X,O,X
JTLSOIZ,O,O,O,X,O,X,X,O,X,X,O
JTLSOZI,O,O,O,X,O,X,X,O,X,X,O
JTLZISO,O,O,O,X,X,X,X,O,X,X,X
JTLZIOS,O,O,O,X,X,X,X,X,X,X,X
JTLZSIO,O,O,O,X,X,X,X,O,X,X,X
JTLZSOI,O,O,O,X,X,X,X,O,X,X,X
JTLZOIS,O,O,O,X,O,X,X,X,X,X,X
JTLZOSI,O,O,O,X,O,X,X,X,X,X,X
JTLOISZ,O,O,O,O,O,X,X,O,X,X,X
JTLOIZS,O,X,O,O,O,X,X,X,X,X,X
JTLOSIZ,O,O,O,X,O,X,X,O,X,X,X
JTLOSZI,O,O,O,X,O,X,X,O,X,X,X
JTLOZIS,O,X,O,X,O,X,X,X,X,X,X
JTLOZSI,O,X,O,X,O,X,X,X,X,X,X
JTSILZO,O,O,O,X,X,X,X,O,X,X,X
JTSILOZ,O,O,O,X,O,X,X,O,X,X,X
