sequence,v115@HhB8HeA8HeG8BeB8Jex/IvhFcnBTjBVqBGmBimB3sB,v115@HhB8HeA8HeG8BeB8Jex/IvhF3iBcoBVqBGmBimBTsB,v115@HhB8HeA8HeG8BeB8Jex/IvhF0hBSoBXlBVrBmnBTsB,v115@HhB8HeA8HeG8BeB8Jex/IvhF2mBliBcoBXlBSrBTsB,v115@HhB8HeA8HeG8BeB8Je/FJvhFamBumBxnB0kBFoBTsB,v115@HhB8HeA8HeG8BeB8JeRCJvhFSoBmlBzmB0kBllB3sB,v115@HhB8HeA8HeG8BeB8JeRCJvhFcoBmlBCnBlkB3lBTsB,v115@HhB8HeA8HeG8BeB8JeqGJvhFllBxnB0kBmlBXoBTsB
LIOZJTS,X,X,X,X,X,O,X,X
LIOZJST,X,X,X,X,O,O,X,X
LIOZSTJ,X,O,X,O,X,X,X,X
LIOZSJT,X,X,X,O,O,X,X,X
LJTISZO,X,X,X,X,O,X,X,O
LJTISOZ,X,X,X,X,O,X,X,O
LJTIZSO,X,X,X,X,X,X,X,O
LJTIZOS,X,X,X,X,X,X,X,O
LJTIOSZ,X,X,X,X,X,X,X,O
LJTIOZS,X,X,X,X,X,X,X,O
LJTSIZO,X,X,O,X,O,X,X,X
LJTSIOZ,X,X,X,X,O,X,X,X
LJTSZIO,X,X,O,X,X,X,X,X
LJTSZOI,X,X,O,X,X,X,X,X
LJTSOIZ,X,X,X,X,O,O,X,X
LJTSOZI,X,X,X,X,X,O,X,X
LJTZISO,X,X,X,X,X,X,O,X
LJTZIOS,X,X,X,X,X,X,O,X
LJTZSIO,X,X,O,X,X,X,O,X
LJTZSOI,X,X,O,X,X,X,O,X
LJTZOIS,X,X,X,X,X,X,O,X
LJTZOSI,X,X,X,X,X,X,O,X
LJTOISZ,X,X,X,X,O,O,X,X
LJTOIZS,X,X,X,X,X,O,X,X
LJTOSIZ,X,X,X,X,O,O,X,X
LJTOSZI,X,X,X,X,X,O,X,X
LJTOZIS,X,X,X,X,X,O,X,X
LJTOZSI,X,X,X,X,X,O,X,X
LJITSZO,X,X,X,X,O,X,X,O
LJITSOZ,X,X,X,X,O,X,X,O
LJITZSO,X,X,X,X,X,X,X,O
LJITZOS,X,X,X,X,X,X,X,O
LJITOSZ,X,X,X,X,X,X,X,O
LJITOZS,X,X,X,X,X,X,X,O
LJISTZO,X,X,O,X,O,X,X,X
LJISTOZ,X,X,X,X,O,X,X,X
LJISZTO,X,X,X,X,O,X,X,X
LJISZOT,X,X,X,X,O,X,X,X
LJISOTZ,X,X,X,X,O,O,X,X
LJISOZT,X,X,X,X,O,O,X,X
LJIZTSO,X,X,X,X,X,X,O,X
LJIZTOS,X,X,X,X,X,X,O,X
LJIZSTO,X,X,X,X,O,X,O,X
LJIZSOT,X,X,X,X,O,X,O,X
LJIZOTS,X,X,X,X,X,X,O,X
LJIZOST,X,X,X,X,X,X,O,X
LJIOTSZ,X,X,X,X,O,O,X,X
LJIOTZS,X,X,X,X,X,O,X,X
LJIOSTZ,X,X,X,X,O,O,X,X
LJIOSZT,X,X,X,X,O,O,X,X
LJIOZTS,X,X,X,X,X,O,X,X
LJIOZST,X,X,X,X,O,O,X,X
LJSTIZO,X,X,O,X,O,X,X,X
LJSTIOZ,X,X,X,X,O,X,X,X
LJSTZIO,X,X,O,X,X,X,X,X
LJSTZOI,X,X,O,X,X,X,X,X
LJSTOIZ,X,X,X,X,O,O,X,X
LJSTOZI,X,X,X,X,X,O,X,X
LJSITZO,X,X,O,X,O,X,X,X
LJSITOZ,X,X,X,X,O,X,X,X
LJSIZTO,X,X,X,X,O,X,X,X
LJSIZOT,X,X,X,X,O,X,X,X
LJSIOTZ,X,X,X,X,O,O,X,X
LJSIOZT,X,X,X,X,O,O,X,X
LJSZTIO,X,X,X,X,X,X,O,X
LJSZTOI,X,X,X,X,X,X,O,X
LJSZITO,X,X,X,X,O,X,O,X
LJSZIOT,X,X,X,X,O,X,O,X
LJSZOTI,X,X,X,X,X,O,O,X
LJSZOIT,X,X,X,X,O,O,O,X
LJSOTIZ,X,X,X,X,O,O,X,X
LJSOTZI,X,X,X,X,X,O,X,X
LJSOITZ,X,X,X,X,O,O,X,X
LJSOIZT,X,X,X,X,O,O,X,X
LJSOZTI,X,X,X,X,X,O,X,X
LJSOZIT,X,X,X,X,O,O,X,X
LJZTISO,X,X,X,X,X,X,O,X
LJZTIOS,X,X,X,X,X,X,O,X
LJZTSIO,X,X,X,X,X,X,O,X
LJZTSOI,X,X,X,X,X,X,O,X
LJZTOIS,X,X,X,X,X,X,O,X
LJZTOSI,X,X,X,X,X,X,O,X
LJZITSO,X,X,X,X,X,X,O,X
LJZITOS,X,X,X,X,X,X,O,X
LJZISTO,X,X,X,X,O,X,O,X
LJZISOT,X,X,X,X,O,X,O,X
LJZIOTS,X,X,X,X,X,X,O,X
LJZIOST,X,X,X,X,X,X,O,X
LJZSTIO,X,X,X,X,X,X,O,X
LJZSTOI,X,X,X,X,X,X,O,X
LJZSITO,X,X,X,X,O,X,O,X
LJZSIOT,X,X,X,X,O,X,O,X
LJZSOTI,X,X,X,X,X,O,O,X
LJZSOIT,X,X,X,X,O,O,O,X
LJZOTIS,X,X,X,X,X,O,O,X
LJZOTSI,X,X,X,X,X,O,O,X
LJZOITS,X,X,X,X,X,O,O,X
LJZOIST,X,X,X,X,O,O,O,X
LJZOSTI,X,X,X,X,X,O,O,X
LJZOSIT,X,X,X,X,O,O,O,X
LJOTISZ,X,X,X,X,O,O,X,X
LJOTIZS,X,X,X,X,X,O,X,X
LJOTSIZ,X,X,X,X,O,O,X,X
LJOTSZI,X,X,X,X,X,O,X,X
LJOTZIS,X,X,X,X,X,O,O,X
LJOTZSI,X,X,X,X,X,O,O,X
LJOITSZ,X,X,X,X,O,O,X,X
LJOITZS,X,X,X,X,X,O,X,X
LJOISTZ,X,X,X,X,O,O,X,X
LJOISZT,X,X,X,X,O,O,X,X
LJOIZTS,X,X,X,X,X,O,O,X
LJOIZST,X,X,X,X,O,O,O,X
LJOSTIZ,X,X,X,X,O,O,X,X
LJOSTZI,X,X,X,X,X,O,X,X
LJOSITZ,X,X,X,X,O,O,X,X
LJOSIZT,X,X,X,X,O,O,X,X
LJOSZTI,X,X,X,X,X,O,O,X
LJOSZIT,X,X,X,X,O,O,O,X
LJOZTIS,X,X,X,X,X,O,O,X
LJOZTSI,X,X,X,X,X,O,O,X
LJOZITS,X,X,X,X,X,O,O,X
LJOZIST,X,X,X,X,O,O,O,X
LJOZSTI,X,X,X,X,X,O,O,X
LJOZSIT,X,X,X,X,O,O,O,X
LSTIJZO,O,X,O,X,O,X,X,O
LSTIJOZ,O,X,X,X,O,X,X,O
LSTIZJO,O,X,O,X,X,X,X,O
LSTIZOJ,O,X,O,X,X,X,X,O
LSTIOJZ,O,X,O,X,X,O,X,O
LSTIOZJ,O,X,O,X,X,X,X,O
LSTJIZO,O,X,O,X,O,X,X,X
LSTJIOZ,O,X,X,X,O,X,X,X
LSTJZIO,O,X,O,X,X,X,X,X
LSTJZOI,O,X,O,X,X,X,X,X
LSTJOIZ,O,X,X,X,O,O,X,X
LSTJOZI,O,X,X,X,X,O,X,X
LSTZIJO,O,X,O,X,X,X,X,X
LSTZIOJ,O,X,O,X,X,X,X,X
LSTZJIO,O,X,O,X,X,X,X,X
LSTZJOI,O,X,O,X,X,X,X,X
LSTZOIJ,O,X,O,X,X,X,X,X
LSTZOJI,O,X,O,X,X,X,X,X
LSTOIJZ,O,X,O,X,O,O,X,X
LSTOIZJ,O,X,O,X,X,X,X,X
LSTOJIZ,O,X,O,X,O,O,X,X
LSTOJZI,O,X,O,X,X,O,X,X
LSTOZIJ,O,X,O,X,X,X,X,X
LSTOZJI,O,X,O,X,X,X,X,X
LSITJZO,O,X,O,X,O,X,X,O
LSITJOZ,O,X,X,X,O,X,X,O
LSITZJO,O,X,O,X,X,X,X,O
LSITZOJ,O,X,O,X,X,X,X,O
LSITOJZ,O,X,O,X,X,O,X,O
LSITOZJ,O,X,O,X,X,X,X,O
LSIJTZO,X,X,O,X,O,X,X,X
LSIJTOZ,X,X,X,X,O,X,X,X
LSIJZTO,X,X,X,X,O,X,X,X
LSIJZOT,X,X,X,X,O,X,X,X
LSIJOTZ,X,X,X,X,O,O,X,X
LSIJOZT,X,X,X,X,O,O,X,X
LSIZTJO,O,X,O,X,X,X,X,X
LSIZTOJ,O,X,O,X,X,X,X,X
LSIZJTO,X,X,X,X,O,X,X,X
LSIZJOT,X,X,X,X,O,X,X,X
LSIZOTJ,O,X,X,O,X,X,X,X
LSIZOJT,X,X,X,O,X,O,X,X
LSIOTJZ,O,X,X,X,O,O,X,X
LSIOTZJ,O,X,O,X,X,X,X,X
LSIOJTZ,X,X,X,X,O,O,X,X
LSIOJZT,X,X,X,O,O,O,X,X
LSIOZTJ,O,X,X,O,X,X,X,X
LSIOZJT,X,X,X,O,O,O,X,X
LSJTIZO,X,X,O,X,O,X,X,X
LSJTIOZ,X,X,X,X,O,X,X,X
LSJTZIO,X,X,O,X,X,X,X,X
LSJTZOI,X,X,O,X,X,X,X,X
LSJTOIZ,X,X,X,X,O,O,X,X
LSJTOZI,X,X,X,X,X,O,X,X
LSJITZO,X,X,O,X,O,X,X,X
LSJITOZ,X,X,X,X,O,X,X,X
LSJIZTO,X,X,X,X,O,X,X,X
LSJIZOT,X,X,X,X,O,X,X,X
LSJIOTZ,X,X,X,X,O,O,X,X
LSJIOZT,X,X,X,X,O,O,X,X
LSJZTIO,X,X,X,X,X,X,O,X
LSJZTOI,X,X,X,X,X,X,O,X
LSJZITO,X,X,X,X,O,X,O,X
LSJZIOT,X,X,X,X,O,X,O,X
LSJZOTI,X,X,X,X,X,O,O,X
LSJZOIT,X,X,X,X,O,O,O,X
LSJOTIZ,X,X,X,X,O,O,X,X
LSJOTZI,X,X,X,X,X,O,X,X
LSJOITZ,X,X,X,X,O,O,X,X
LSJOIZT,X,X,X,X,O,O,X,X
LSJOZTI,X,X,X,X,X,O,X,X
LSJOZIT,X,X,X,X,O,O,X,X
LSZTIJO,O,X,O,X,X,X,X,X
LSZTIOJ,O,X,O,X,X,X,X,X
LSZTJIO,O,X,O,X,X,X,X,X
LSZTJOI,O,X,O,X,X,X,X,X
LSZTOIJ,O,X,O,X,X,X,X,X
LSZTOJI,O,X,O,X,X,X,X,X
LSZITJO,O,X,O,X,X,X,X,X
LSZITOJ,O,X,O,X,X,X,X,X
LSZIJTO,X,X,X,X,O,X,O,X
LSZIJOT,X,X,X,X,O,X,O,X
LSZIOTJ,O,X,X,O,X,X,X,X
LSZIOJT,X,X,X,O,X,O,X,X
LSZJTIO,X,X,X,X,X,X,O,X
LSZJTOI,X,X,X,X,X,X,O,X
LSZJITO,X,X,X,X,O,X,O,X
LSZJIOT,X,X,X,X,O,X,O,X
LSZJOTI,X,X,X,X,X,O,O,X
LSZJOIT,X,X,X,X,O,O,O,X
LSZOTIJ,O,X,X,O,X,X,X,X
LSZOTJI,O,X,X,O,X,X,X,X
LSZOITJ,O,X,X,O,X,X,X,X
LSZOIJT,X,X,X,O,O,O,X,X
LSZOJTI,X,X,X,O,X,O,X,X
LSZOJIT,X,X,X,O,O,O,X,X
LSOTIJZ,O,X,X,X,O,O,X,X
LSOTIZJ,O,X,O,X,X,X,X,X
LSOTJIZ,O,X,X,X,O,O,X,X
LSOTJZI,O,X,X,X,X,O,X,X
LSOTZIJ,O,X,O,X,X,X,X,X
LSOTZJI,O,X,O,X,X,X,X,X
LSOITJZ,O,X,X,X,O,O,X,X
LSOITZJ,O,X,O,X,X,X,X,X
LSOIJTZ,X,X,X,X,O,O,X,X
LSOIJZT,X,X,X,O,O,O,X,X
LSOIZTJ,O,X,X,O,X,X,X,X
LSOIZJT,X,X,X,O,O,O,X,X
LSOJTIZ,X,X,X,X,O,O,X,X
LSOJTZI,X,X,X,X,X,O,X,X
LSOJITZ,X,X,X,X,O,O,X,X
LSOJIZT,X,X,X,O,O,O,X,X
LSOJZTI,X,X,X,O,X,O,X,X
LSOJZIT,X,X,X,O,O,O,X,X
LSOZTIJ,O,X,X,O,X,X,X,X
LSOZTJI,O,X,X,O,X,X,X,X
LSOZITJ,O,X,X,O,X,X,X,X
LSOZIJT,X,X,X,O,O,O,X,X
LSOZJTI,X,X,X,O,X,O,X,X
LSOZJIT,X,X,X,O,O,O,X,X
LZTIJSO,X,O,X,X,X,X,O,O
LZTIJOS,X,O,X,X,X,X,O,O
LZTISJO,X,O,O,X,X,X,X,O
LZTISOJ,X,X,O,X,X,X,X,O
LZTIOJS,X,O,X,X,X,X,X,O
LZTIOSJ,X,O,X,X,X,X,X,O
LZTJISO,X,O,X,X,X,X,O,X
LZTJIOS,X,O,X,X,X,X,O,X
LZTJSIO,X,O,O,X,X,X,O,X
LZTJSOI,X,O,O,X,X,X,O,X
LZTJOIS,X,O,X,X,X,X,O,X
LZTJOSI,X,O,X,X,X,X,O,X
LZTSIJO,X,O,O,X,X,X,X,X
LZTSIOJ,X,X,O,X,X,X,X,X
LZTSJIO,X,O,O,X,X,X,X,X
LZTSJOI,X,O,O,X,X,X,X,X
LZTSOIJ,X,X,O,X,X,X,X,X
LZTSOJI,X,X,O,X,X,X,X,X
LZTOIJS,X,O,X,X,X,X,X,X
LZTOISJ,X,O,X,X,X,X,X,X
LZTOJIS,X,O,X,X,X,X,X,X
LZTOJSI,X,O,X,X,X,X,X,X
LZTOSIJ,X,O,O,X,X,X,X,X
LZTOSJI,X,O,O,X,X,X,X,X
LZITJSO,X,O,X,X,X,X,O,O
LZITJOS,X,O,X,X,X,X,O,O
LZITSJO,X,O,X,X,X,X,X,O
LZITSOJ,X,X,X,X,X,X,X,O
LZITOJS,X,O,X,X,X,X,X,O
LZITOSJ,X,O,X,X,X,X,X,O
LZIJTSO,X,X,X,X,X,X,O,X
LZIJTOS,X,X,X,X,X,X,O,X
LZIJSTO,X,X,X,X,O,X,O,X
LZIJSOT,X,X,X,X,O,X,O,X
LZIJOTS,X,X,X,X,X,X,O,X
LZIJOST,X,X,X,X,X,X,O,X
LZISTJO,X,O,O,X,X,X,X,X
LZISTOJ,X,X,O,X,X,X,X,X
LZISJTO,X,X,X,X,O,X,O,X
LZISJOT,X,X,X,X,O,X,O,X
LZISOTJ,X,X,X,O,X,X,X,X
LZISOJT,X,X,X,O,X,O,X,X
LZIOTJS,X,O,X,X,X,X,O,X
LZIOTSJ,X,O,X,O,X,X,X,X
LZIOJTS,X,X,X,X,X,O,O,X
LZIOJST,X,X,X,X,X,O,O,X
LZIOSTJ,X,O,X,O,X,X,X,X
LZIOSJT,X,X,X,O,X,X,O,X
LZJTISO,X,X,X,X,X,X,O,X
LZJTIOS,X,X,X,X,X,X,O,X
LZJTSIO,X,X,X,X,X,X,O,X
LZJTSOI,X,X,X,X,X,X,O,X
LZJTOIS,X,X,X,X,X,X,O,X
LZJTOSI,X,X,X,X,X,X,O,X
LZJITSO,X,X,X,X,X,X,O,X
LZJITOS,X,X,X,X,X,X,O,X
LZJISTO,X,X,X,X,O,X,O,X
LZJISOT,X,X,X,X,O,X,O,X
LZJIOTS,X,X,X,X,X,X,O,X
LZJIOST,X,X,X,X,X,X,O,X
LZJSTIO,X,X,X,X,X,X,O,X
LZJSTOI,X,X,X,X,X,X,O,X
LZJSITO,X,X,X,X,O,X,O,X
LZJSIOT,X,X,X,X,O,X,O,X
LZJSOTI,X,X,X,X,X,O,O,X
LZJSOIT,X,X,X,X,O,O,O,X
LZJOTIS,X,X,X,X,X,O,O,X
LZJOTSI,X,X,X,X,X,O,O,X
LZJOITS,X,X,X,X,X,O,O,X
LZJOIST,X,X,X,X,O,O,O,X
LZJOSTI,X,X,X,X,X,O,O,X
LZJOSIT,X,X,X,X,O,O,O,X
LZSTIJO,X,O,O,X,X,X,X,X
LZSTIOJ,X,X,O,X,X,X,X,X
LZSTJIO,X,O,O,X,X,X,X,X
LZSTJOI,X,O,O,X,X,X,X,X
LZSTOIJ,X,X,O,X,X,X,X,X
LZSTOJI,X,X,O,X,X,X,X,X
LZSITJO,X,O,O,X,X,X,X,X
LZSITOJ,X,X,O,X,X,X,X,X
LZSIJTO,X,X,X,X,O,X,O,X
LZSIJOT,X,X,X,X,O,X,O,X
LZSIOTJ,X,X,X,O,X,X,X,X
LZSIOJT,X,X,X,O,X,O,X,X
LZSJTIO,X,X,X,X,X,X,O,X
LZSJTOI,X,X,X,X,X,X,O,X
LZSJITO,X,X,X,X,O,X,O,X
LZSJIOT,X,X,X,X,O,X,O,X
LZSJOTI,X,X,X,X,X,O,O,X
LZSJOIT,X,X,X,X,O,O,O,X
LZSOTIJ,X,X,X,O,X,X,X,X
LZSOTJI,X,X,X,O,X,X,X,X
LZSOITJ,X,X,X,O,X,X,X,X
LZSOIJT,X,X,X,O,O,O,X,X
LZSOJTI,X,X,X,O,X,O,X,X
LZSOJIT,X,X,X,O,O,O,X,X
LZOTIJS,X,O,X,X,X,X,O,X
LZOTISJ,X,O,X,O,X,X,X,X
LZOTJIS,X,O,X,X,X,X,O,X
LZOTJSI,X,O,X,O,X,X,O,X
LZOTSIJ,X,O,X,O,X,X,X,X
LZOTSJI,X,O,X,O,X,X,X,X
LZOITJS,X,O,X,X,X,X,O,X
LZOITSJ,X,O,X,O,X,X,X,X
LZOIJTS,X,X,X,X,X,O,O,X
LZOIJST,X,X,X,X,O,O,O,X
LZOISTJ,X,O,X,O,X,X,X,X
LZOISJT,X,X,X,O,O,X,O,X
LZOJTIS,X,X,X,X,X,O,O,X
LZOJTSI,X,X,X,O,X,O,O,X
LZOJITS,X,X,X,X,X,O,O,X
LZOJIST,X,X,X,X,O,O,O,X
LZOJSTI,X,X,X,O,X,O,O,X
LZOJSIT,X,X,X,O,O,O,O,X
LZOSTIJ,X,O,X,O,X,X,X,X
LZOSTJI,X,O,X,O,X,X,X,X
LZOSITJ,X,O,X,O,X,X,X,X
LZOSIJT,X,X,X,O,O,X,O,X
LZOSJTI,X,X,X,O,X,X,O,X
LZOSJIT,X,X,X,O,O,X,O,X
LOTIJSZ,O,X,X,X,O,O,X,O
LOTIJZS,X,O,X,X,X,O,X,O
LOTISJZ,O,X,O,X,O,X,X,O
LOTISZJ,O,X,O,X,X,X,X,O
LOTIZJS,X,O,X,X,X,X,X,O
LOTIZSJ,X,O,O,X,X,X,X,O
LOTJISZ,O,X,X,X,O,O,X,X
LOTJIZS,X,O,X,X,X,O,X,X
LOTJSIZ,O,X,O,X,O,O,X,X
LOTJSZI,O,X,O,X,X,O,X,X
LOTJZIS,X,O,X,X,X,O,O,X
LOTJZSI,X,O,O,X,X,O,O,X
LOTSIJZ,O,X,O,X,O,X,X,X
LOTSIZJ,O,X,O,X,X,X,X,X
LOTSJIZ,O,X,O,X,O,X,X,X
LOTSJZI,O,X,O,X,X,X,X,X
LOTSZIJ,O,X,O,X,X,X,X,X
LOTSZJI,O,X,O,X,X,X,X,X
LOTZIJS,X,O,X,X,X,X,O,X
LOTZISJ,X,O,O,X,X,X,X,X
LOTZJIS,X,O,X,X,X,X,O,X
LOTZJSI,X,O,O,X,X,X,O,X
LOTZSIJ,X,O,O,X,X,X,X,X
LOTZSJI,X,O,O,X,X,X,X,X
LOITJSZ,O,X,X,X,O,O,X,O
LOITJZS,X,O,X,X,X,O,X,O
LOITSJZ,O,X,O,X,O,X,X,O
LOITSZJ,O,X,O,X,X,X,X,O
LOITZJS,X,O,X,X,X,X,X,O
LOITZSJ,X,O,O,X,X,X,X,O
LOIJTSZ,X,X,X,X,O,O,X,X
LOIJTZS,X,X,X,X,X,O,X,X
LOIJSTZ,X,X,X,X,O,O,X,X
LOIJSZT,X,X,X,X,O,O,X,X
LOIJZTS,X,X,X,X,X,O,O,X
LOIJZST,X,X,X,X,O,O,O,X
LOISTJZ,O,X,X,X,O,O,X,X
LOISTZJ,O,X,O,X,X,X,X,X
LOISJTZ,X,X,X,X,O,O,X,X
LOISJZT,X,X,X,O,O,O,X,X
LOISZTJ,O,X,X,O,X,X,X,X
LOISZJT,X,X,X,O,O,O,X,X
LOIZTJS,X,O,X,X,X,X,O,X
LOIZTSJ,X,O,O,O,X,X,X,X
LOIZJTS,X,X,X,X,X,O,O,X
LOIZJST,X,X,X,X,O,O,O,X
LOIZSTJ,X,O,X,O,X,X,X,X
LOIZSJT,X,X,X,O,O,X,O,X
LOJTISZ,X,X,X,X,O,O,X,X
LOJTIZS,X,X,X,X,X,O,X,X
LOJTSIZ,X,X,O,X,O,O,X,X
LOJTSZI,X,X,O,X,X,O,X,X
LOJTZIS,X,X,X,X,X,O,O,X
LOJTZSI,X,X,O,X,X,O,O,X
LOJITSZ,X,X,X,X,O,O,X,X
LOJITZS,X,X,X,X,X,O,X,X
LOJISTZ,X,X,X,X,O,O,X,X
LOJISZT,X,X,X,X,O,O,X,X
LOJIZTS,X,X,X,X,X,O,O,X
LOJIZST,X,X,X,X,O,O,O,X
LOJSTIZ,X,X,X,X,O,O,X,X
LOJSTZI,X,X,X,X,X,O,X,X
LOJSITZ,X,X,X,X,O,O,X,X
LOJSIZT,X,X,X,O,O,O,X,X
LOJSZTI,X,X,X,O,X,O,O,X
LOJSZIT,X,X,X,O,O,O,O,X
LOJZTIS,X,X,X,X,X,O,O,X
LOJZTSI,X,X,O,O,X,O,O,X
LOJZITS,X,X,X,X,X,O,O,X
LOJZIST,X,X,X,X,O,O,O,X
LOJZSTI,X,X,X,O,X,O,O,X
LOJZSIT,X,X,X,O,O,O,O,X
LOSTIJZ,O,X,O,X,O,O,X,X
LOSTIZJ,O,X,O,X,X,X,X,X
LOSTJIZ,O,X,O,X,O,O,X,X
LOSTJZI,O,X,O,X,X,O,X,X
LOSTZIJ,O,X,O,X,X,X,X,X
LOSTZJI,O,X,O,X,X,X,X,X
LOSITJZ,O,X,X,X,O,O,X,X
LOSITZJ,O,X,O,X,X,X,X,X
LOSIJTZ,X,X,X,X,O,O,X,X
LOSIJZT,X,X,X,O,O,O,X,X
LOSIZTJ,O,X,X,O,X,X,X,X
LOSIZJT,X,X,X,O,O,O,X,X
LOSJTIZ,X,X,X,X,O,O,X,X
LOSJTZI,X,X,X,X,X,O,X,X
LOSJITZ,X,X,X,X,O,O,X,X
LOSJIZT,X,X,X,O,O,O,X,X
LOSJZTI,X,X,X,O,X,O,O,X
LOSJZIT,X,X,X,O,O,O,O,X
LOSZTIJ,O,X,O,O,X,X,X,X
LOSZTJI,O,X,O,O,X,X,X,X
LOSZITJ,O,X,X,O,X,X,X,X
LOSZIJT,X,X,X,O,O,O,O,X
LOSZJTI,X,X,X,O,X,O,O,X
LOSZJIT,X,X,X,O,O,O,O,X
LOZTIJS,X,O,X,X,X,X,O,X
LOZTISJ,X,O,O,O,X,X,X,X
LOZTJIS,X,O,X,X,X,X,O,X
LOZTJSI,X,O,O,O,X,X,O,X
LOZTSIJ,X,O,O,O,X,X,X,X
LOZTSJI,X,O,O,O,X,X,X,X
LOZITJS,X,O,X,X,X,X,O,X
LOZITSJ,X,O,O,O,X,X,X,X
LOZIJTS,X,X,X,X,X,O,O,X
LOZIJST,X,X,X,X,O,O,O,X
LOZISTJ,X,O,X,O,X,X,X,X
LOZISJT,X,X,X,O,O,X,O,X
LOZJTIS,X,X,X,X,X,O,O,X
LOZJTSI,X,X,O,O,X,O,O,X
LOZJITS,X,X,X,X,X,O,O,X
LOZJIST,X,X,X,X,O,O,O,X
LOZJSTI,X,X,X,O,X,O,O,X
LOZJSIT,X,X,X,O,O,O,O,X
LOZSTIJ,X,O,O,O,X,X,X,X
LOZSTJI,X,O,O,O,X,X,X,X
LOZSITJ,X,O,X,O,X,X,X,X
LOZSIJT,X,X,X,O,O,X,O,X
LOZSJTI,X,X,X,O,X,X,O,X
LOZSJIT,X,X,X,O,O,X,O,X
JTILSZO,O,X,X,X,O,X,X,O
JTILSOZ,O,X,X,X,O,X,X,O
JTILZSO,X,O,X,X,X,X,X,O
JTILZOS,X,O,X,X,X,X,X,O
JTILOSZ,O,X,X,X,X,X,X,O
JTILOZS,X,O,X,X,X,X,X,O
JTISLZO,O,X,X,X,O,X,X,X
JTISLOZ,O,X,X,X,O,X,X,X
JTISZLO,O,O,X,X,X,X,X,X
JTISZOL,O,O,X,X,X,X,X,X
JTISOLZ,O,X,X,X,X,X,X,X
JTISOZL,O,O,X,X,X,X,X,X
JTIZLSO,X,O,X,X,X,X,X,X
JTIZLOS,X,O,X,X,X,X,X,X
JTIZSLO,O,O,X,X,X,X,X,X
JTIZSOL,O,O,X,X,X,X,X,X
JTIZOLS,X,O,X,X,X,X,X,X
JTIZOSL,O,O,X,X,X,X,X,X
JTIOLSZ,O,X,X,X,X,X,X,X
JTIOLZS,X,O,X,X,X,X,X,X
JTIOSLZ,O,X,X,X,X,X,X,X
JTIOSZL,O,O,X,X,X,X,X,X
JTIOZLS,X,O,X,X,X,X,X,X
JTIOZSL,O,O,X,X,X,X,X,X
JTLISZO,O,X,X,X,O,X,X,O
JTLISOZ,O,X,X,X,O,X,X,O
JTLIZSO,X,O,X,X,X,X,X,O
JTLIZOS,X,O,X,X,X,X,X,O
JTLIOSZ,O,X,X,X,X,X,X,O
JTLIOZS,X,O,X,X,X,X,X,O
JTLSIZO,O,X,O,X,O,X,X,X
JTLSIOZ,O,X,X,X,O,X,X,X
JTLSZIO,O,X,O,X,X,X,X,X
JTLSZOI,O,X,O,X,X,X,X,X
JTLSOIZ,O,X,X,X,O,O,X,X
JTLSOZI,O,X,X,X,X,O,X,X
JTLZISO,X,O,X,X,X,X,O,X
JTLZIOS,X,O,X,X,X,X,O,X
JTLZSIO,X,O,O,X,X,X,O,X
JTLZSOI,X,O,O,X,X,X,O,X
JTLZOIS,X,O,X,X,X,X,O,X
JTLZOSI,X,O,X,X,X,X,O,X
JTLOISZ,O,X,X,X,O,O,X,X
JTLOIZS,X,O,X,X,X,O,X,X
JTLOSIZ,O,X,X,X,O,O,X,X
JTLOSZI,O,X,X,X,X,O,X,X
JTLOZIS,X,O,X,X,X,O,X,X
JTLOZSI,X,O,X,X,X,O,X,X
JTSILZO,O,X,O,X,O,X,X,X
JTSILOZ,O,X,X,X,O,X,X,X
JTSIZLO,O,O,O,X,X,X,X,X
JTSIZOL,O,O,X,X,X,X,X,X
JTSIOLZ,O,X,O,X,X,X,X,X
JTSIOZL,O,O,O,X,X,X,X,X
JTSLIZO,O,X,O,X,O,X,X,X
JTSLIOZ,O,X,X,X,O,X,X,X
JTSLZIO,O,X,O,X,X,X,X,X
JTSLZOI,O,X,O,X,X,X,X,X
JTSLOIZ,O,X,X,X,O,O,X,X
JTSLOZI,O,X,X,X,X,O,X,X
JTSZILO,O,O,O,X,X,X,X,X
JTSZIOL,O,O,X,X,X,X,X,X
JTSZLIO,O,O,O,X,X,X,X,X
JTSZLOI,O,O,O,X,X,X,X,X
JTSZOIL,O,O,X,X,X,X,X,X
JTSZOLI,O,O,X,X,X,X,X,X
JTSOILZ,O,X,O,X,O,O,X,X
JTSOIZL,O,O,O,X,X,X,X,X
JTSOLIZ,O,X,O,X,O,O,X,X
JTSOLZI,O,X,O,X,X,O,X,X
JTSOZIL,O,O,O,X,X,X,X,X
JTSOZLI,O,O,O,X,X,X,X,X
JTZILSO,X,O,X,X,X,X,X,X
JTZILOS,X,O,X,X,X,X,X,X
JTZISLO,O,O,X,X,X,X,X,X
JTZISOL,O,O,X,X,X,X,X,X
JTZIOLS,X,O,X,X,X,X,X,X
JTZIOSL,O,O,X,X,X,X,X,X
JTZLISO,X,O,X,X,X,X,O,X
JTZLIOS,X,O,X,X,X,X,O,X
JTZLSIO,X,O,O,X,X,X,O,X
JTZLSOI,X,O,O,X,X,X,O,X
JTZLOIS,X,O,X,X,X,X,O,X
JTZLOSI,X,O,X,X,X,X,O,X
