sequence,v115@GhC8FeD8FeC8GeB8Jex/IvhF0hBliBmlBXqBSwBTsB,v115@GhC8FeD8FeC8GeB8Jex/IvhFlhB3iBeqBCrBTsBUrB,v115@GhC8FeD8FeC8GeB8Jex/IvhFOmBliBzmB0qBSxBXqB,v115@GhC8FeD8FeC8GeB8Jex/IvhFThBiiB+sB0qBlrBXqB,v115@GhC8FeD8FeC8GeB8Jex/IvhFKmBzhBunB0qBVxBXqB,v115@GhC8FeD8FeC8GeB8JeRBJvhF3iBOqB0mBzqBSxBlpB,v115@GhC8FeD8FeC8GeB8JeTAJvhFlhB3iByqBGsB0pBRwB,v115@GhC8FeD8FeC8GeB8JeRCJvhF/qBFmB6sBzrB0pBmqB
JTZSILO,X,X,O,O,O,X,O,X
JTZSIOL,X,X,X,O,X,X,X,X
JTZSLIO,X,X,X,O,O,X,X,X
JTZSLOI,X,X,X,O,O,X,X,X
JTZSOIL,X,X,X,O,X,X,X,X
JTZSOLI,X,X,X,O,O,X,X,X
JTZOILS,X,X,O,O,O,X,X,X
JTZOISL,X,X,X,O,X,X,X,X
JTZOLIS,X,X,X,O,O,X,X,X
JTZOLSI,X,X,X,O,O,X,X,X
JTZOSIL,X,X,X,O,X,X,X,X
JTZOSLI,X,X,X,O,O,X,X,X
JTOILSZ,O,O,X,O,O,X,O,X
JTOILZS,O,O,X,O,O,X,O,X
JTOISLZ,O,O,X,O,X,X,O,X
JTOISZL,O,O,X,X,X,X,X,X
JTOIZLS,O,X,X,O,O,X,X,X
JTOIZSL,O,X,X,O,X,X,X,X
JTOLISZ,O,O,X,O,O,X,X,X
JTOLIZS,O,O,X,O,O,X,X,X
JTOLSIZ,O,O,X,O,O,X,X,X
JTOLSZI,O,O,X,O,O,O,X,X
JTOLZIS,O,O,X,O,O,O,X,X
JTOLZSI,O,O,X,O,O,O,X,X
JTOSILZ,O,O,X,O,X,X,O,X
JTOSIZL,O,O,X,X,X,X,X,X
JTOSLIZ,O,O,X,O,O,X,X,X
JTOSLZI,O,O,X,O,O,O,X,X
JTOSZIL,O,O,X,O,X,X,X,X
JTOSZLI,O,O,X,O,O,X,X,X
JTOZILS,O,X,X,O,O,X,X,X
JTOZISL,O,X,X,O,X,X,X,X
JTOZLIS,O,X,X,O,O,O,X,X
JTOZLSI,O,X,X,O,O,O,X,X
JTOZSIL,O,X,X,O,X,X,X,X
JTOZSLI,X,X,X,O,O,X,X,X
JITLSZO,O,X,X,X,X,X,O,X
JITLSOZ,X,X,X,O,O,X,O,X
JITLZSO,O,X,O,O,O,X,O,X
JITLZOS,O,X,O,O,O,X,O,X
JITLOSZ,X,O,O,O,O,X,O,X
JITLOZS,O,O,O,O,O,X,O,X
JITSLZO,O,X,X,X,X,X,O,X
JITSLOZ,O,O,X,O,O,X,O,X
JITSZLO,O,X,X,X,O,X,O,X
JITSZOL,O,O,X,X,X,X,X,X
JITSOLZ,O,O,X,O,X,X,O,X
JITSOZL,O,O,X,X,X,X,X,X
JITZLSO,X,X,O,O,O,X,O,X
JITZLOS,X,X,O,O,O,X,O,X
JITZSLO,X,X,O,O,O,X,O,X
JITZSOL,X,X,X,O,X,X,X,X
JITZOLS,X,X,O,O,O,X,X,X
JITZOSL,X,X,X,O,X,X,X,X
JITOLSZ,O,O,X,O,O,X,O,X
JITOLZS,O,O,X,O,O,X,O,X
JITOSLZ,O,O,X,O,X,X,O,X
JITOSZL,O,O,X,X,X,X,X,X
JITOZLS,O,X,X,O,O,X,X,X
JITOZSL,O,X,X,O,X,X,X,X
JILTSZO,O,X,X,X,X,X,O,X
JILTSOZ,X,X,X,O,O,X,O,X
JILTZSO,O,X,O,O,O,X,O,X
JILTZOS,O,X,O,O,O,X,O,X
JILTOSZ,O,O,O,O,O,X,O,X
JILTOZS,O,O,O,O,O,X,O,X
JILSTZO,O,X,X,X,X,X,O,X
JILSTOZ,X,O,X,O,X,X,O,X
JILSZTO,O,X,X,O,X,X,O,X
JILSZOT,X,X,X,X,X,O,O,X
JILSOTZ,O,O,X,X,X,X,O,X
JILSOZT,O,O,X,X,X,X,O,X
JILZTSO,O,X,O,O,X,X,O,X
JILZTOS,O,X,O,O,X,X,O,X
JILZSTO,O,X,O,O,X,X,O,X
JILZSOT,X,X,X,X,X,O,O,X
JILZOTS,O,O,O,O,X,X,O,X
JILZOST,O,O,O,X,X,X,O,X
JILOTSZ,O,O,O,O,X,X,O,X
JILOTZS,O,O,O,O,X,X,O,X
JILOSTZ,O,O,O,X,X,X,O,O
JILOSZT,O,O,X,X,X,X,O,X
JILOZTS,O,O,O,O,X,X,O,X
JILOZST,O,O,X,X,X,X,O,X
JISTLZO,O,X,X,X,X,X,O,X
JISTLOZ,O,O,X,O,O,X,O,X
JISTZLO,O,X,X,X,O,X,O,X
JISTZOL,O,O,X,X,X,X,X,X
JISTOLZ,O,O,X,O,X,X,O,X
JISTOZL,O,O,X,X,X,X,X,X
JISLTZO,O,X,X,X,X,X,O,X
JISLTOZ,O,O,X,O,X,X,O,X
JISLZTO,O,X,X,O,X,X,O,X
JISLZOT,O,X,X,X,X,O,O,X
JISLOTZ,O,O,X,X,X,X,O,X
JISLOZT,O,O,X,X,X,X,O,X
JISZTLO,O,X,X,O,X,X,O,X
JISZTOL,O,O,X,O,X,X,X,X
JISZLTO,O,X,X,O,X,X,O,X
JISZLOT,O,X,X,X,X,X,O,X
JISZOTL,O,O,X,X,X,X,X,X
JISZOLT,O,O,X,X,X,X,X,X
JISOTLZ,O,O,X,X,X,X,O,X
JISOTZL,O,O,X,X,X,X,X,X
JISOLTZ,O,O,X,X,X,X,O,X
JISOLZT,O,O,X,X,X,O,O,X
JISOZTL,O,O,X,X,X,X,X,X
JISOZLT,O,O,X,X,X,X,X,X
JIZTLSO,X,X,O,O,O,X,O,X
JIZTLOS,X,X,O,O,O,X,O,X
JIZTSLO,X,X,O,O,O,X,O,X
JIZTSOL,X,X,X,O,X,X,X,X
JIZTOLS,X,X,O,O,O,X,X,X
JIZTOSL,X,X,X,O,X,X,X,X
JIZLTSO,X,X,O,O,O,X,O,X
JIZLTOS,X,X,O,O,O,X,O,X
JIZLSTO,X,X,O,O,X,X,O,X
JIZLSOT,X,X,X,X,X,X,O,X
JIZLOTS,X,O,O,O,X,X,O,X
JIZLOST,X,O,O,X,X,X,O,X
JIZSTLO,X,X,O,O,X,X,O,X
JIZSTOL,X,O,X,O,X,X,X,X
JIZSLTO,X,X,O,O,X,X,O,X
JIZSLOT,X,X,X,X,X,X,O,X
JIZSOTL,X,O,X,X,X,X,X,X
JIZSOLT,X,O,X,X,X,X,X,X
JIZOTLS,X,X,O,O,X,X,X,X
JIZOTSL,X,X,X,O,X,X,X,X
JIZOLTS,X,O,O,O,X,X,X,X
JIZOLST,X,O,X,X,X,X,X,X
JIZOSTL,X,O,X,X,X,X,X,X
JIZOSLT,X,O,X,X,X,X,X,X
JIOTLSZ,O,O,X,O,O,X,O,X
JIOTLZS,O,O,X,O,O,X,O,X
JIOTSLZ,O,O,X,O,X,X,O,X
JIOTSZL,O,O,X,X,X,X,X,X
JIOTZLS,O,X,X,O,O,X,X,X
JIOTZSL,O,X,X,X,X,X,X,X
JIOLTSZ,O,O,X,O,X,X,O,X
JIOLTZS,O,O,X,O,X,X,O,X
JIOLSTZ,O,O,X,X,X,X,O,X
JIOLSZT,O,O,X,X,X,O,O,X
JIOLZTS,O,O,X,O,X,O,O,X
JIOLZST,O,O,X,X,X,O,O,X
JIOSTLZ,O,O,X,X,X,X,O,X
JIOSTZL,O,O,X,X,X,X,X,X
JIOSLTZ,O,O,X,X,X,X,O,X
JIOSLZT,O,O,X,X,X,O,O,X
JIOSZTL,O,O,X,X,X,X,X,X
JIOSZLT,O,O,X,X,X,X,X,X
JIOZTLS,O,X,X,O,X,X,X,X
JIOZTSL,O,X,X,O,X,X,X,X
JIOZLTS,X,O,X,O,X,O,X,X
JIOZLST,X,O,X,X,X,O,X,X
JIOZSTL,X,O,X,X,X,X,X,X
JIOZSLT,X,O,X,X,X,X,X,X
JLTISZO,O,X,X,X,X,X,O,X
JLTISOZ,X,X,X,O,O,X,O,X
JLTIZSO,O,X,O,O,O,X,O,X
JLTIZOS,O,X,O,O,O,X,O,X
JLTIOSZ,O,O,O,O,O,X,O,X
JLTIOZS,O,O,O,O,O,X,O,X
JLTSIZO,O,X,X,X,X,X,O,X
JLTSIOZ,X,X,X,O,O,X,O,X
JLTSZIO,O,X,X,O,O,X,X,X
JLTSZOI,O,X,X,O,O,O,X,X
JLTSOIZ,X,X,X,O,O,X,X,X
JLTSOZI,X,X,X,O,O,X,X,X
JLTZISO,O,X,O,O,O,X,X,X
JLTZIOS,O,X,O,O,O,X,X,X
JLTZSIO,O,X,O,O,O,X,X,X
JLTZSOI,O,X,X,O,O,O,X,X
JLTZOIS,O,X,O,O,O,X,X,X
JLTZOSI,O,X,O,O,O,X,X,X
JLTOISZ,O,O,O,O,O,X,X,X
JLTOIZS,O,O,O,O,O,X,X,X
JLTOSIZ,O,O,O,O,O,X,X,X
JLTOSZI,O,O,O,O,O,X,X,X
JLTOZIS,O,O,O,O,O,X,X,X
JLTOZSI,O,O,O,O,O,X,X,X
JLITSZO,O,X,X,X,X,X,O,X
JLITSOZ,X,X,X,O,O,X,O,X
JLITZSO,O,X,O,O,O,X,O,X
JLITZOS,O,X,O,O,O,X,O,X
JLITOSZ,O,O,O,O,O,X,O,X
JLITOZS,O,O,O,O,O,X,O,X
JLISTZO,O,X,X,X,X,X,O,X
JLISTOZ,X,O,X,O,X,X,O,X
JLISZTO,O,X,X,O,X,X,O,X
JLISZOT,X,X,X,X,X,O,O,X
JLISOTZ,O,O,X,X,X,X,O,X
JLISOZT,O,O,X,X,X,X,O,X
JLIZTSO,O,X,O,O,X,X,O,X
JLIZTOS,O,X,O,O,X,X,O,X
JLIZSTO,O,X,O,O,X,X,O,X
JLIZSOT,X,X,X,X,X,O,O,X
JLIZOTS,O,O,O,O,X,X,O,X
JLIZOST,O,O,O,X,X,X,O,X
JLIOTSZ,O,O,O,O,X,X,O,X
JLIOTZS,O,O,O,O,X,X,O,X
JLIOSTZ,O,O,O,X,X,X,O,O
JLIOSZT,O,O,X,X,X,X,O,X
JLIOZTS,O,O,O,O,X,X,O,X
JLIOZST,O,O,X,X,X,X,O,X
JLSTIZO,O,X,X,X,X,X,O,X
JLSTIOZ,X,O,X,O,X,X,O,X
JLSTZIO,O,X,X,O,X,X,X,X
JLSTZOI,O,X,X,O,X,O,X,X
JLSTOIZ,X,X,X,O,X,X,X,O
JLSTOZI,X,X,X,O,X,X,X,O
JLSITZO,O,X,X,X,X,X,O,X
JLSITOZ,X,O,X,O,X,X,O,X
JLSIZTO,O,X,X,O,X,X,O,X
JLSIZOT,X,X,X,X,X,O,O,X
JLSIOTZ,O,O,X,X,X,X,O,X
JLSIOZT,O,O,X,X,X,X,O,X
JLSZTIO,O,X,X,O,X,X,X,X
JLSZTOI,O,X,X,O,X,O,X,X
JLSZITO,O,X,X,O,X,X,X,X
JLSZIOT,X,X,X,X,X,O,X,X
JLSZOTI,X,X,X,X,X,O,X,X
JLSZOIT,X,X,X,X,X,O,X,X
JLSOTIZ,O,O,X,X,X,X,X,O
JLSOTZI,O,O,X,X,X,O,X,O
JLSOITZ,O,O,X,X,X,X,X,O
JLSOIZT,O,O,X,X,X,O,X,X
JLSOZTI,O,O,X,X,X,O,X,X
JLSOZIT,O,O,X,X,X,O,X,X
JLZTISO,O,X,O,O,X,X,X,X
JLZTIOS,O,X,O,O,X,X,X,X
JLZTSIO,O,X,O,O,X,X,X,X
JLZTSOI,O,X,X,O,X,O,X,X
JLZTOIS,O,X,O,O,X,X,X,X
JLZTOSI,O,X,O,O,X,X,X,X
JLZITSO,O,X,O,O,X,X,X,X
JLZITOS,O,X,O,O,X,X,X,X
JLZISTO,O,X,O,O,X,X,X,X
JLZISOT,X,X,X,X,X,O,X,X
JLZIOTS,O,O,O,O,X,X,X,X
JLZIOST,O,O,O,X,X,X,X,X
JLZSTIO,O,X,O,O,X,X,X,X
JLZSTOI,O,X,X,O,X,O,X,X
JLZSITO,O,X,O,O,X,X,X,X
JLZSIOT,X,X,X,X,X,O,X,X
JLZSOTI,X,X,X,X,X,O,X,X
JLZSOIT,X,X,X,X,X,O,X,X
JLZOTIS,O,O,O,O,X,O,X,X
JLZOTSI,O,O,O,O,X,O,X,X
JLZOITS,O,O,O,O,X,O,X,X
JLZOIST,O,O,O,X,X,O,X,X
JLZOSTI,O,O,O,X,X,O,X,X
JLZOSIT,O,O,O,X,X,O,X,X
JLOTISZ,O,O,O,O,X,X,X,X
JLOTIZS,O,O,O,O,X,X,X,X
JLOTSIZ,O,O,O,O,X,X,X,X
JLOTSZI,O,O,O,O,X,O,X,X
JLOTZIS,O,O,O,O,X,O,X,X
JLOTZSI,O,O,O,O,X,O,X,X
JLOITSZ,O,O,O,O,X,X,X,X
JLOITZS,O,O,O,O,X,X,X,X
JLOISTZ,O,O,O,X,X,X,X,O
JLOISZT,O,O,X,X,X,O,X,X
JLOIZTS,O,O,O,O,X,O,X,X
JLOIZST,O,O,O,X,X,O,X,X
JLOSTIZ,O,O,O,X,X,X,X,O
JLOSTZI,O,O,O,X,X,O,X,O
JLOSITZ,O,O,O,X,X,X,X,O
JLOSIZT,O,O,X,X,X,O,X,X
JLOSZTI,O,O,O,X,X,O,X,X
JLOSZIT,O,O,O,X,X,O,X,X
JLOZTIS,O,O,O,O,X,O,X,X
JLOZTSI,O,O,O,O,X,O,X,X
JLOZITS,O,O,O,O,X,O,X,X
JLOZIST,O,O,O,X,X,O,X,X
JLOZSTI,O,O,O,X,X,O,X,X
JLOZSIT,O,O,O,X,X,O,X,X
JSTILZO,O,X,X,X,X,X,O,X
JSTILOZ,O,O,X,O,O,X,O,X
JSTIZLO,O,X,X,X,O,X,O,X
JSTIZOL,O,O,X,X,X,X,X,X
JSTIOLZ,O,O,X,O,X,X,O,X
JSTIOZL,O,O,X,X,X,X,X,X
JSTLIZO,O,X,X,X,X,X,O,X
JSTLIOZ,O,O,X,O,O,X,O,X
JSTLZIO,O,X,X,O,O,X,X,X
JSTLZOI,O,X,X,O,O,O,X,X
JSTLOIZ,O,X,X,O,O,X,X,O
JSTLOZI,O,X,X,O,O,X,X,O
JSTZILO,O,X,X,O,O,X,O,X
JSTZIOL,O,O,X,O,X,X,X,X
JSTZLIO,O,X,X,O,O,X,X,X
JSTZLOI,O,X,X,O,O,X,X,X
JSTZOIL,O,X,X,O,X,X,X,X
JSTZOLI,X,X,X,O,O,X,X,X
JSTOILZ,O,O,X,O,X,X,O,X
JSTOIZL,O,O,X,X,X,X,X,X
JSTOLIZ,O,O,X,O,O,X,X,O
JSTOLZI,O,O,X,O,O,O,X,O
JSTOZIL,O,O,X,O,X,X,X,X
JSTOZLI,O,O,X,O,O,X,X,X
JSITLZO,O,X,X,X,X,X,O,X
JSITLOZ,O,O,X,O,O,X,O,X
JSITZLO,O,X,X,X,O,X,O,X
JSITZOL,O,O,X,X,X,X,X,X
JSITOLZ,O,O,X,O,X,X,O,X
JSITOZL,O,O,X,X,X,X,X,X
JSILTZO,O,X,X,X,X,X,O,X
JSILTOZ,O,O,X,O,X,X,O,X
JSILZTO,O,X,X,O,X,X,O,X
JSILZOT,O,X,X,X,X,O,O,X
JSILOTZ,O,O,X,X,X,X,O,X
JSILOZT,O,O,X,X,X,X,O,X
JSIZTLO,O,X,X,O,X,X,O,X
JSIZTOL,O,O,X,O,X,X,X,X
JSIZLTO,O,X,X,O,X,X,O,X
JSIZLOT,O,X,X,X,X,X,O,X
JSIZOTL,O,O,X,X,X,X,X,X
JSIZOLT,O,O,X,X,X,X,X,X
JSIOTLZ,O,O,X,X,X,X,O,X
JSIOTZL,O,O,X,X,X,X,X,X
JSIOLTZ,O,O,X,X,X,X,O,X
JSIOLZT,O,O,X,X,X,O,O,X
JSIOZTL,O,O,X,X,X,X,X,X
JSIOZLT,O,O,X,X,X,X,X,X
JSLTIZO,O,X,X,X,X,X,O,X
JSLTIOZ,O,O,X,O,X,X,O,X
JSLTZIO,O,X,X,O,X,X,X,X
JSLTZOI,O,X,X,O,X,O,X,X
JSLTOIZ,O,X,X,O,X,X,X,O
JSLTOZI,O,X,X,O,X,X,X,O
JSLITZO,O,X,X,X,X,X,O,X
JSLITOZ,O,O,X,O,X,X,O,X
JSLIZTO,O,X,X,O,X,X,O,X
JSLIZOT,O,X,X,X,X,O,O,X
JSLIOTZ,O,O,X,X,X,X,O,X
JSLIOZT,O,O,X,X,X,X,O,X
JSLZTIO,O,X,X,O,X,X,X,X
JSLZTOI,O,X,X,O,X,O,X,X
JSLZITO,O,X,X,O,X,X,X,X
JSLZIOT,O,X,X,X,X,O,X,X
JSLZOTI,O,X,X,X,X,O,X,X
JSLZOIT,O,X,X,X,X,O,X,X
JSLOTIZ,O,O,X,X,X,X,X,O
JSLOTZI,O,O,X,X,X,O,X,O
JSLOITZ,O,O,X,X,X,X,X,O
JSLOIZT,O,O,X,X,X,O,X,X
JSLOZTI,O,O,X,X,X,O,X,X
JSLOZIT,O,O,X,X,X,O,X,X
JSZTILO,O,X,X,O,X,X,O,X
JSZTIOL,O,O,X,O,X,X,X,X
JSZTLIO,O,X,X,O,X,X,X,X
JSZTLOI,O,X,X,O,X,X,X,X
JSZTOIL,O,X,X,O,X,X,X,X
JSZTOLI,X,X,X,O,X,X,X,X
JSZITLO,O,X,X,O,X,X,O,X
JSZITOL,O,O,X,O,X,X,X,X
JSZILTO,O,X,X,O,X,X,O,X
JSZILOT,O,X,X,X,X,X,O,X
JSZIOTL,O,O,X,X,X,X,X,X
JSZIOLT,O,O,X,X,X,X,X,X
JSZLTIO,O,X,X,O,X,X,X,X
JSZLTOI,O,X,X,O,X,O,X,X
JSZLITO,O,X,X,O,X,X,X,X
JSZLIOT,O,X,X,X,X,O,X,X
JSZLOTI,O,X,X,X,X,O,X,X
JSZLOIT,O,X,X,X,X,O,X,X
JSZOTIL,O,O,X,X,X,X,X,X
JSZOTLI,O,O,X,X,X,X,X,X
JSZOITL,O,O,X,X,X,X,X,X
JSZOILT,O,O,X,X,X,X,X,X
JSZOLTI,O,O,X,X,X,O,X,X
JSZOLIT,O,O,X,X,X,O,X,X
JSOTILZ,O,O,X,X,X,X,O,X
JSOTIZL,O,O,X,X,X,X,X,X
JSOTLIZ,O,O,X,X,X,X,X,O
JSOTLZI,O,O,X,X,X,O,X,O
JSOTZIL,O,O,X,X,X,X,X,X
JSOTZLI,O,O,X,X,X,X,X,X
JSOITLZ,O,O,X,X,X,X,O,X
JSOITZL,O,O,X,X,X,X,X,X
JSOILTZ,O,O,X,X,X,X,O,X
JSOILZT,O,O,X,X,X,O,O,X
JSOIZTL,O,O,X,X,X,X,X,X
JSOIZLT,O,O,X,X,X,X,X,X
JSOLTIZ,O,O,X,X,X,X,X,O
JSOLTZI,O,O,X,X,X,O,X,O
JSOLITZ,O,O,X,X,X,X,X,O
JSOLIZT,O,O,X,X,X,O,X,X
JSOLZTI,O,O,X,X,X,O,X,X
JSOLZIT,O,O,X,X,X,O,X,X
JSOZTIL,O,O,X,X,X,X,X,X
JSOZTLI,O,O,X,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,X,X
JSOZILT,O,O,X,X,X,X,X,X
JSOZLTI,O,O,X,X,X,O,X,X
JSOZLIT,O,O,X,X,X,O,X,X
JZTILSO,X,X,O,O,O,X,O,X
JZTILOS,X,X,O,O,O,X,O,X
JZTISLO,X,X,O,O,O,X,O,X
JZTISOL,X,X,X,O,X,X,X,X
JZTIOLS,X,X,O,O,O,X,X,X
JZTIOSL,X,X,X,O,X,X,X,X
JZTLISO,X,X,O,O,O,X,X,X
JZTLIOS,X,X,O,O,O,X,X,X
JZTLSIO,X,X,O,O,O,X,X,X
JZTLSOI,X,X,X,O,O,X,X,X
JZTLOIS,X,X,O,O,O,X,X,X
JZTLOSI,X,X,O,O,O,X,X,X
JZTSILO,X,X,O,O,O,X,O,X
JZTSIOL,X,X,X,O,X,X,X,X
JZTSLIO,X,X,X,O,O,X,X,X
JZTSLOI,X,X,X,O,O,X,X,X
JZTSOIL,X,X,X,O,X,X,X,X
JZTSOLI,X,X,X,O,O,X,X,X
JZTOILS,X,X,O,O,O,X,X,X
JZTOISL,X,X,X,O,X,X,X,X
JZTOLIS,X,X,X,O,O,X,X,X
JZTOLSI,X,X,X,O,O,X,X,X
JZTOSIL,X,X,X,O,X,X,X,X
JZTOSLI,X,X,X,O,O,X,X,X
JZITLSO,X,X,O,O,O,X,O,X
JZITLOS,X,X,O,O,O,X,O,X
JZITSLO,X,X,O,O,O,X,O,X
JZITSOL,X,X,X,O,X,X,X,X
JZITOLS,X,X,O,O,O,X,X,X
JZITOSL,X,X,X,O,X,X,X,X
JZILTSO,X,X,O,O,O,X,O,X
JZILTOS,X,X,O,O,O,X,O,X
JZILSTO,X,X,O,O,X,X,O,X
JZILSOT,X,X,X,X,X,X,O,X
JZILOTS,X,O,O,O,X,X,O,X
JZILOST,X,O,O,X,X,X,O,X
JZISTLO,X,X,O,O,X,X,O,X
JZISTOL,X,O,X,O,X,X,X,X
JZISLTO,X,X,O,O,X,X,O,X
JZISLOT,X,X,X,X,X,X,O,X
JZISOTL,X,O,X,X,X,X,X,X
JZISOLT,X,O,X,X,X,X,X,X
JZIOTLS,X,X,O,O,X,X,X,X
JZIOTSL,X,X,X,O,X,X,X,X
JZIOLTS,X,O,O,O,X,X,X,X
JZIOLST,X,O,X,X,X,X,X,X
JZIOSTL,X,O,X,X,X,X,X,X
JZIOSLT,X,O,X,X,X,X,X,X
JZLTISO,X,X,O,O,O,X,X,X
JZLTIOS,X,X,O,O,O,X,X,X
JZLTSIO,X,X,O,O,O,X,X,X
JZLTSOI,X,X,X,O,O,O,X,X
JZLTOIS,X,X,O,O,O,X,X,X
JZLTOSI,X,X,O,O,O,X,X,X
JZLITSO,X,X,O,O,O,X,X,X
JZLITOS,X,X,O,O,O,X,X,X
JZLISTO,X,X,O,O,X,X,X,X
JZLISOT,X,X,X,X,X,O,X,X
JZLIOTS,X,O,O,O,X,X,X,X
JZLIOST,X,O,O,X,X,X,X,X
JZLSTIO,X,X,O,O,X,X,X,X
JZLSTOI,X,X,X,O,X,O,X,X
JZLSITO,X,X,O,O,X,X,X,X
JZLSIOT,X,X,X,X,X,O,X,X
JZLSOTI,X,X,X,X,X,O,X,X
JZLSOIT,X,X,X,X,X,O,X,X
JZLOTIS,X,O,O,O,X,X,X,X
JZLOTSI,X,O,O,O,X,X,X,X
JZLOITS,X,O,O,O,X,X,X,X
JZLOIST,X,O,O,X,X,X,X,X
JZLOSTI,X,O,O,X,X,O,X,X
JZLOSIT,X,O,O,X,X,O,X,X
JZSTILO,X,X,O,O,X,X,O,X
JZSTIOL,X,O,X,O,X,X,X,X
JZSTLIO,X,X,X,O,X,X,X,X
JZSTLOI,X,X,X,O,X,X,X,X
JZSTOIL,X,X,X,O,X,X,X,X
JZSTOLI,X,X,X,O,X,X,X,X
JZSITLO,X,X,O,O,X,X,O,X
JZSITOL,X,O,X,O,X,X,X,X
JZSILTO,X,X,O,O,X,X,O,X
JZSILOT,X,X,X,X,X,X,O,X
JZSIOTL,X,O,X,X,X,X,X,X
JZSIOLT,X,O,X,X,X,X,X,X
JZSLTIO,X,X,O,O,X,X,X,X
JZSLTOI,X,X,X,O,X,O,X,X
JZSLITO,X,X,O,O,X,X,X,X
JZSLIOT,X,X,X,X,X,O,X,X
JZSLOTI,X,X,X,X,X,O,X,X
JZSLOIT,X,X,X,X,X,O,X,X
JZSOTIL,X,O,X,X,X,X,X,X
JZSOTLI,X,O,X,X,X,X,X,X
JZSOITL,X,O,X,X,X,X,X,X
JZSOILT,X,O,X,X,X,X,X,X
JZSOLTI,X,O,X,X,X,O,X,X
JZSOLIT,X,O,X,X,X,O,X,X
JZOTILS,X,X,O,O,X,X,X,X
JZOTISL,X,X,X,O,X,X,X,X
JZOTLIS,X,X,X,O,X,O,X,X
JZOTLSI,X,X,X,O,X,O,X,X
JZOTSIL,X,X,X,O,X,X,X,X
JZOTSLI,X,X,X,O,X,X,X,X
JZOITLS,X,X,O,O,X,X,X,X
JZOITSL,X,X,X,O,X,X,X,X
JZOILTS,X,O,O,O,X,O,X,X
JZOILST,X,O,X,X,X,O,X,X
JZOISTL,X,O,X,X,X,X,X,X
JZOISLT,X,O,X,X,X,X,X,X
JZOLTIS,X,O,O,O,X,O,X,X
JZOLTSI,X,O,X,O,X,O,X,X
JZOLITS,X,O,O,O,X,O,X,X
JZOLIST,X,O,X,X,X,O,X,X
JZOLSTI,X,O,X,X,X,O,X,X
JZOLSIT,X,O,X,X,X,O,X,X
JZOSTIL,X,O,X,X,X,X,X,X
JZOSTLI,X,O,X,X,X,X,X,X
JZOSITL,X,O,X,X,X,X,X,X
JZOSILT,X,O,X,X,X,X,X,X
JZOSLTI,X,O,X,X,X,O,X,X
JZOSLIT,X,O,X,X,X,O,X,X
JOTILSZ,O,O,X,O,O,X,O,X
JOTILZS,O,O,X,O,O,X,O,X
JOTISLZ,O,O,X,O,X,X,O,X
JOTISZL,O,O,X,X,X,X,X,X
JOTIZLS,O,X,X,O,O,X,X,X
JOTIZSL,O,X,X,O,X,X,X,X
JOTLISZ,O,O,X,O,O,X,X,X
JOTLIZS,O,O,X,O,O,X,X,X
JOTLSIZ,O,O,X,O,O,X,X,X
JOTLSZI,O,O,X,O,O,O,X,X
JOTLZIS,O,O,X,O,O,O,X,X
JOTLZSI,O,O,X,O,O,O,X,X
JOTSILZ,O,O,X,O,X,X,O,X
JOTSIZL,O,O,X,X,X,X,X,X
JOTSLIZ,O,O,X,O,O,X,X,X
JOTSLZI,O,O,X,O,O,O,X,X
JOTSZIL,O,O,X,O,X,X,X,X
JOTSZLI,O,O,X,O,O,X,X,X
JOTZILS,O,X,X,O,O,X,X,X
JOTZISL,O,X,X,O,X,X,X,X
JOTZLIS,O,X,X,O,O,O,X,X
JOTZLSI,O,X,X,O,O,O,X,X
JOTZSIL,O,X,X,O,X,X,X,X
JOTZSLI,X,X,X,O,O,X,X,X
JOITLSZ,O,O,X,O,O,X,O,X
JOITLZS,O,O,X,O,O,X,O,X
JOITSLZ,O,O,X,O,X,X,O,X
JOITSZL,O,O,X,X,X,X,X,X
JOITZLS,O,X,X,O,O,X,X,X
JOITZSL,O,X,X,X,X,X,X,X
JOILTSZ,O,O,X,O,X,X,O,X
JOILTZS,O,O,X,O,X,X,O,X
JOILSTZ,O,O,X,X,X,X,O,X
JOILSZT,O,O,X,X,X,O,O,X
JOILZTS,O,O,X,O,X,O,O,X
JOILZST,O,O,X,X,X,O,O,X
JOISTLZ,O,O,X,X,X,X,O,X
JOISTZL,O,O,X,X,X,X,X,X
JOISLTZ,O,O,X,X,X,X,O,X
JOISLZT,O,O,X,X,X,O,O,X
JOISZTL,O,O,X,X,X,X,X,X
JOISZLT,O,O,X,X,X,X,X,X
JOIZTLS,O,X,X,O,X,X,X,X
JOIZTSL,O,X,X,O,X,X,X,X
JOIZLTS,X,O,X,O,X,O,X,X
JOIZLST,X,O,X,X,X,O,X,X
JOIZSTL,X,O,X,X,X,X,X,X
JOIZSLT,X,O,X,X,X,X,X,X
JOLTISZ,O,O,X,O,X,X,X,X
JOLTIZS,O,O,X,O,X,X,X,X
JOLTSIZ,O,O,X,O,X,X,X,X
JOLTSZI,O,O,X,O,X,O,X,X
JOLTZIS,O,O,X,O,X,O,X,X
JOLTZSI,O,O,X,O,X,O,X,X
JOLITSZ,O,O,X,O,X,X,X,X
JOLITZS,O,O,X,O,X,X,X,X
JOLISTZ,O,O,X,X,X,X,X,O
JOLISZT,O,O,X,X,X,O,X,X
