sequence,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeCAJvhF0hBmiB?5oBXlBtsBzrB,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeqEJvhFTgB0hB?doB5oBGsBXsB,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeqEJvhFTgB0hB?xiB3nB9tBWxB,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeGAJvhF0hBxiB?zkB9tBCsB3sB,v115@9gA8IeA8CeA8EeA8BeB8EeE8CeA8KeCAJvhF0hBdoB?5oBXlBTnBWxB
ZIJLOTS,X,O,O,O,X
ZIJLOST,X,O,O,O,X
ZIJSTLO,O,O,X,O,O
ZIJSTOL,O,X,X,O,O
ZIJSLTO,O,O,X,O,O
ZIJSLOT,X,O,O,O,O
ZIJSOTL,X,X,X,O,O
ZIJSOLT,X,X,X,O,O
ZIJOTLS,X,O,X,O,X
ZIJOTSL,X,X,X,O,O
ZIJOLTS,X,O,O,O,X
ZIJOLST,X,O,O,O,X
ZIJOSTL,X,X,X,O,O
ZIJOSLT,X,X,X,O,O
ZISTLJO,O,X,X,X,O
ZISTLOJ,O,O,X,X,O
ZISTJLO,O,X,X,X,O
ZISTJOL,O,X,X,X,O
ZISTOLJ,O,X,X,X,O
ZISTOJL,O,X,X,X,X
ZISLTJO,O,X,X,X,O
ZISLTOJ,O,O,X,X,O
ZISLJTO,O,O,X,X,O
ZISLJOT,X,O,X,X,O
ZISLOTJ,O,O,O,X,O
ZISLOJT,O,O,O,X,O
ZISJTLO,O,O,X,O,O
ZISJTOL,O,X,X,O,O
ZISJLTO,O,O,X,O,O
ZISJLOT,X,O,X,O,O
ZISJOTL,X,X,X,O,O
ZISJOLT,X,X,X,O,O
ZISOTLJ,O,X,X,X,O
ZISOTJL,O,X,X,X,X
ZISOLTJ,O,X,X,X,O
ZISOLJT,O,X,X,X,O
ZISOJTL,O,X,X,O,O
ZISOJLT,O,X,X,O,O
ZIOTLJS,O,O,X,O,X
ZIOTLSJ,O,O,X,O,X
ZIOTJLS,O,X,X,O,X
ZIOTJSL,O,X,X,O,X
ZIOTSLJ,O,X,X,X,O
ZIOTSJL,O,X,X,O,X
ZIOLTJS,O,O,O,O,X
ZIOLTSJ,O,O,O,O,X
ZIOLJTS,X,O,O,O,X
ZIOLJST,X,O,O,O,X
ZIOLSTJ,O,O,O,X,X
ZIOLSJT,O,O,O,O,X
ZIOJTLS,O,O,X,O,X
ZIOJTSL,O,X,X,O,O
ZIOJLTS,X,O,X,O,X
ZIOJLST,X,O,X,O,X
ZIOJSTL,O,X,X,O,O
ZIOJSLT,O,X,X,O,O
ZIOSTLJ,O,X,X,X,O
ZIOSTJL,O,X,X,X,X
ZIOSLTJ,O,X,X,X,O
ZIOSLJT,O,X,X,X,O
ZIOSJTL,O,X,X,O,O
ZIOSJLT,O,X,X,O,O
ZLTIJSO,O,O,O,O,X
ZLTIJOS,X,O,O,O,X
ZLTISJO,O,X,O,O,O
ZLTISOJ,O,O,O,O,O
ZLTIOJS,X,O,O,O,X
ZLTIOSJ,X,O,O,O,X
ZLTJISO,O,O,O,O,X
ZLTJIOS,X,O,O,O,X
ZLTJSIO,O,O,O,O,X
ZLTJSOI,O,O,O,X,X
ZLTJOIS,X,O,O,O,X
ZLTJOSI,X,O,O,O,X
ZLTSIJO,O,X,O,O,O
ZLTSIOJ,O,O,O,O,O
ZLTSJIO,O,X,O,O,O
ZLTSJOI,O,X,O,X,X
ZLTSOIJ,O,O,O,O,O
ZLTSOJI,O,X,O,O,X
ZLTOIJS,X,O,O,O,X
ZLTOISJ,X,O,O,O,X
ZLTOJIS,X,O,O,O,X
ZLTOJSI,X,O,O,O,X
ZLTOSIJ,X,O,O,O,X
ZLTOSJI,X,X,O,O,X
ZLITJSO,O,O,O,O,X
ZLITJOS,X,O,O,O,X
ZLITSJO,O,X,O,O,O
ZLITSOJ,O,O,O,O,O
ZLITOJS,X,O,O,O,X
ZLITOSJ,X,O,O,O,X
ZLIJTSO,X,O,O,O,O
ZLIJTOS,X,O,O,O,X
ZLIJSTO,X,O,X,O,O
ZLIJSOT,X,O,O,O,O
ZLIJOTS,X,O,O,O,X
ZLIJOST,X,O,O,O,X
ZLISTJO,O,X,X,X,O
ZLISTOJ,O,O,X,X,O
ZLISJTO,O,O,X,O,O
ZLISJOT,X,O,X,O,O
ZLISOTJ,O,O,O,X,O
ZLISOJT,X,O,O,O,O
ZLIOTJS,X,O,O,O,X
ZLIOTSJ,X,O,O,O,X
ZLIOJTS,X,O,O,O,X
ZLIOJST,X,O,O,O,X
ZLIOSTJ,X,O,O,X,X
ZLIOSJT,X,O,O,O,X
ZLJTISO,X,O,O,O,O
ZLJTIOS,X,O,O,O,X
ZLJTSIO,X,O,O,O,O
ZLJTSOI,X,O,O,X,O
ZLJTOIS,X,O,O,O,X
ZLJTOSI,X,O,O,O,X
ZLJITSO,X,O,O,O,O
ZLJITOS,X,O,O,O,X
ZLJISTO,X,O,X,O,O
ZLJISOT,X,O,O,O,O
ZLJIOTS,X,O,O,O,X
ZLJIOST,X,O,O,O,X
ZLJSTIO,X,O,O,O,O
ZLJSTOI,X,O,O,X,O
ZLJSITO,X,O,X,O,O
ZLJSIOT,X,O,O,O,O
ZLJSOTI,X,O,O,X,O
ZLJSOIT,X,O,O,X,O
ZLJOTIS,X,O,O,O,X
ZLJOTSI,X,O,O,O,X
ZLJOITS,X,O,O,O,X
ZLJOIST,X,O,O,O,X
ZLJOSTI,X,O,O,O,X
ZLJOSIT,X,O,O,O,X
ZLSTIJO,O,X,O,O,O
ZLSTIOJ,O,O,O,O,O
ZLSTJIO,O,X,O,O,O
ZLSTJOI,O,X,O,X,O
ZLSTOIJ,O,O,O,O,O
ZLSTOJI,O,X,O,O,X
ZLSITJO,O,X,X,X,O
ZLSITOJ,O,O,X,X,O
ZLSIJTO,O,O,X,O,O
ZLSIJOT,X,O,X,O,O
ZLSIOTJ,O,O,O,X,O
ZLSIOJT,X,O,O,O,O
ZLSJTIO,O,O,O,O,O
ZLSJTOI,O,O,O,X,O
ZLSJITO,O,O,X,O,O
ZLSJIOT,X,O,O,O,O
ZLSJOTI,X,O,O,X,O
ZLSJOIT,X,O,O,X,O
ZLSOTIJ,O,O,O,O,O
ZLSOTJI,O,X,O,O,X
ZLSOITJ,O,O,O,X,O
ZLSOIJT,X,O,O,O,O
ZLSOJTI,X,O,O,O,O
ZLSOJIT,X,O,O,O,O
ZLOTIJS,X,O,O,O,X
ZLOTISJ,X,O,O,O,X
ZLOTJIS,X,O,O,O,X
ZLOTJSI,X,O,O,O,X
ZLOTSIJ,X,O,O,O,X
ZLOTSJI,X,X,O,O,X
ZLOITJS,X,O,O,O,X
ZLOITSJ,X,O,O,O,X
ZLOIJTS,X,O,O,O,X
ZLOIJST,X,O,O,O,X
ZLOISTJ,X,O,O,X,X
ZLOISJT,X,O,O,O,X
ZLOJTIS,X,O,O,O,X
ZLOJTSI,X,O,O,O,X
ZLOJITS,X,O,O,O,X
ZLOJIST,X,O,O,O,X
ZLOJSTI,X,O,O,O,X
ZLOJSIT,X,O,O,O,X
ZLOSTIJ,X,O,O,O,X
ZLOSTJI,X,X,O,O,X
ZLOSITJ,X,O,O,X,X
ZLOSIJT,X,O,O,O,X
ZLOSJTI,X,O,O,O,X
ZLOSJIT,X,O,O,O,X
ZJTILSO,O,O,O,O,O
ZJTILOS,X,O,O,O,X
ZJTISLO,O,O,O,O,O
ZJTISOL,O,X,O,O,O
ZJTIOLS,X,O,O,O,X
ZJTIOSL,O,X,X,O,O
ZJTLISO,O,O,O,O,O
ZJTLIOS,X,O,O,O,X
ZJTLSIO,O,O,O,O,O
ZJTLSOI,O,O,O,X,O
ZJTLOIS,X,O,O,O,X
ZJTLOSI,X,O,O,O,X
ZJTSILO,O,O,O,O,O
ZJTSIOL,O,X,O,O,O
ZJTSLIO,O,O,O,O,O
ZJTSLOI,O,O,O,X,O
ZJTSOIL,O,X,O,X,O
ZJTSOLI,O,X,O,X,O
ZJTOILS,X,O,O,O,X
ZJTOISL,O,X,X,O,O
ZJTOLIS,X,O,O,O,X
ZJTOLSI,X,O,O,O,X
ZJTOSIL,O,X,O,O,O
ZJTOSLI,O,X,O,O,O
ZJITLSO,O,O,O,O,O
ZJITLOS,X,O,O,O,X
ZJITSLO,O,O,O,O,O
ZJITSOL,O,X,O,O,O
ZJITOLS,X,O,O,O,X
ZJITOSL,O,X,X,O,O
ZJILTSO,X,O,O,O,O
ZJILTOS,X,O,O,O,X
ZJILSTO,X,O,X,O,O
ZJILSOT,X,O,O,O,O
ZJILOTS,X,O,O,O,X
ZJILOST,X,O,O,O,X
ZJISTLO,O,O,X,O,O
ZJISTOL,O,X,X,O,O
ZJISLTO,O,O,X,O,O
ZJISLOT,X,O,O,O,O
ZJISOTL,X,X,X,O,O
ZJISOLT,X,X,X,O,O
ZJIOTLS,X,O,X,O,X
ZJIOTSL,X,X,X,O,O
ZJIOLTS,X,O,O,O,X
ZJIOLST,X,O,O,O,X
ZJIOSTL,X,X,X,O,O
ZJIOSLT,X,X,X,O,O
ZJLTISO,X,O,O,O,O
ZJLTIOS,X,O,O,O,X
ZJLTSIO,X,O,O,O,O
ZJLTSOI,X,O,O,X,O
ZJLTOIS,X,O,O,O,X
ZJLTOSI,X,O,O,O,X
ZJLITSO,X,O,O,O,O
ZJLITOS,X,O,O,O,X
ZJLISTO,X,O,X,O,O
ZJLISOT,X,O,O,O,O
ZJLIOTS,X,O,O,O,X
ZJLIOST,X,O,O,O,X
ZJLSTIO,X,O,O,O,O
ZJLSTOI,X,O,O,X,O
ZJLSITO,X,O,X,O,O
ZJLSIOT,X,O,O,O,O
ZJLSOTI,X,O,O,X,O
ZJLSOIT,X,O,O,X,O
ZJLOTIS,X,O,O,O,X
ZJLOTSI,X,O,O,O,X
ZJLOITS,X,O,O,O,X
ZJLOIST,X,O,O,O,X
ZJLOSTI,X,O,O,O,X
ZJLOSIT,X,O,O,O,X
ZJSTILO,O,O,O,O,O
ZJSTIOL,O,X,O,O,O
ZJSTLIO,O,O,O,O,O
ZJSTLOI,O,O,O,X,O
ZJSTOIL,O,X,O,X,O
ZJSTOLI,O,X,O,X,O
ZJSITLO,O,O,X,O,O
ZJSITOL,O,X,X,O,O
ZJSILTO,O,O,X,O,O
ZJSILOT,X,O,O,O,O
ZJSIOTL,X,X,X,O,O
ZJSIOLT,X,X,X,O,O
ZJSLTIO,O,O,O,O,O
ZJSLTOI,O,O,O,X,O
ZJSLITO,O,O,X,O,O
ZJSLIOT,X,O,O,O,O
ZJSLOTI,X,O,O,X,O
ZJSLOIT,X,O,O,X,O
ZJSOTIL,X,X,X,X,O
ZJSOTLI,X,X,X,X,O
ZJSOITL,X,X,X,X,O
ZJSOILT,X,X,X,X,O
ZJSOLTI,X,X,X,X,O
ZJSOLIT,X,X,X,X,O
ZJOTILS,X,O,O,O,X
ZJOTISL,X,X,X,O,O
ZJOTLIS,X,O,O,O,X
ZJOTLSI,X,O,O,O,X
ZJOTSIL,X,X,O,O,O
ZJOTSLI,X,X,O,O,O
ZJOITLS,X,O,X,O,X
ZJOITSL,X,X,X,O,O
ZJOILTS,X,O,O,O,X
ZJOILST,X,O,O,O,X
ZJOISTL,X,X,X,O,O
ZJOISLT,X,X,X,O,O
ZJOLTIS,X,O,O,O,X
ZJOLTSI,X,O,O,O,X
ZJOLITS,X,O,O,O,X
ZJOLIST,X,O,O,O,X
ZJOLSTI,X,O,O,O,X
ZJOLSIT,X,O,O,O,X
ZJOSTIL,X,X,X,O,O
ZJOSTLI,X,X,X,O,O
ZJOSITL,X,X,X,O,O
ZJOSILT,X,X,X,O,O
ZJOSLTI,X,X,X,O,O
ZJOSLIT,X,X,X,O,O
ZSTILJO,O,X,O,X,O
ZSTILOJ,O,O,O,X,O
ZSTIJLO,O,X,O,O,O
ZSTIJOL,O,X,X,O,O
ZSTIOLJ,O,X,O,X,O
ZSTIOJL,O,X,X,O,X
ZSTLIJO,O,X,O,O,O
ZSTLIOJ,O,O,O,O,O
ZSTLJIO,O,X,O,O,O
ZSTLJOI,O,X,O,X,O
ZSTLOIJ,O,O,O,O,O
ZSTLOJI,O,X,O,O,X
ZSTJILO,O,X,O,O,O
ZSTJIOL,O,X,O,O,O
ZSTJLIO,O,X,O,O,O
ZSTJLOI,O,X,O,X,O
ZSTJOIL,O,X,O,X,O
ZSTJOLI,O,X,O,X,O
ZSTOILJ,O,X,O,X,O
ZSTOIJL,O,X,X,O,X
ZSTOLIJ,O,X,O,O,O
ZSTOLJI,O,X,O,O,X
ZSTOJIL,O,X,X,O,X
ZSTOJLI,O,X,X,O,X
ZSITLJO,O,X,X,X,O
ZSITLOJ,O,O,X,X,O
ZSITJLO,O,X,X,X,O
ZSITJOL,O,X,X,X,O
ZSITOLJ,O,X,X,X,O
ZSITOJL,O,X,X,X,X
ZSILTJO,O,X,X,X,O
ZSILTOJ,O,O,X,X,O
ZSILJTO,O,O,X,X,O
ZSILJOT,X,O,X,X,O
ZSILOTJ,O,O,O,X,O
ZSILOJT,O,O,O,X,O
ZSIJTLO,O,O,X,O,O
ZSIJTOL,O,X,X,O,O
ZSIJLTO,O,O,X,O,O
ZSIJLOT,X,O,X,O,O
ZSIJOTL,X,X,X,O,O
ZSIJOLT,X,X,X,O,O
ZSIOTLJ,O,X,X,X,O
ZSIOTJL,O,X,X,X,X
ZSIOLTJ,O,X,X,X,O
ZSIOLJT,O,X,X,X,O
ZSIOJTL,O,X,X,O,O
ZSIOJLT,O,X,X,O,O
ZSLTIJO,O,X,O,O,O
ZSLTIOJ,O,O,O,O,O
ZSLTJIO,O,X,O,O,O
ZSLTJOI,O,X,O,X,O
ZSLTOIJ,O,O,O,O,O
ZSLTOJI,O,X,O,O,X
ZSLITJO,O,X,X,X,O
ZSLITOJ,O,O,X,X,O
ZSLIJTO,O,O,X,O,O
ZSLIJOT,X,O,X,O,O
ZSLIOTJ,O,O,O,X,O
ZSLIOJT,O,O,O,O,O
ZSLJTIO,O,O,O,O,O
ZSLJTOI,O,O,O,X,O
ZSLJITO,O,O,X,O,O
ZSLJIOT,X,O,O,O,O
ZSLJOTI,X,O,O,X,O
ZSLJOIT,X,O,O,X,O
ZSLOTIJ,O,O,O,O,O
ZSLOTJI,O,X,O,O,X
ZSLOITJ,O,O,O,X,O
ZSLOIJT,O,O,O,O,O
ZSLOJTI,O,O,O,O,O
ZSLOJIT,O,O,O,O,O
ZSJTILO,O,O,O,O,O
ZSJTIOL,O,X,O,O,O
ZSJTLIO,O,O,O,O,O
ZSJTLOI,O,O,O,X,O
ZSJTOIL,O,X,O,X,O
ZSJTOLI,O,X,O,X,O
ZSJITLO,O,O,X,O,O
ZSJITOL,O,X,X,O,O
ZSJILTO,O,O,X,O,O
ZSJILOT,X,O,O,O,O
ZSJIOTL,X,X,X,O,O
ZSJIOLT,X,X,X,O,O
ZSJLTIO,O,O,O,O,O
ZSJLTOI,O,O,O,X,O
ZSJLITO,O,O,X,O,O
ZSJLIOT,X,O,O,O,O
ZSJLOTI,X,O,O,X,O
ZSJLOIT,X,O,O,X,O
ZSJOTIL,X,X,X,X,O
ZSJOTLI,X,X,X,X,O
ZSJOITL,X,X,X,X,O
ZSJOILT,X,X,X,X,O
ZSJOLTI,X,X,X,X,O
ZSJOLIT,X,X,X,X,O
ZSOTILJ,O,X,X,X,O
ZSOTIJL,O,X,X,O,X
ZSOTLIJ,O,X,X,O,O
ZSOTLJI,O,X,X,O,X
ZSOTJIL,O,X,X,O,X
ZSOTJLI,O,X,X,O,X
ZSOITLJ,O,X,X,X,O
ZSOITJL,O,X,X,X,X
ZSOILTJ,O,X,X,X,O
ZSOILJT,O,X,X,X,O
ZSOIJTL,O,X,X,O,O
ZSOIJLT,O,X,X,O,O
ZSOLTIJ,O,X,X,O,O
ZSOLTJI,O,X,X,O,X
ZSOLITJ,O,X,X,X,O
ZSOLIJT,O,X,X,O,O
ZSOLJTI,O,X,X,O,O
ZSOLJIT,O,X,X,O,O
ZSOJTIL,O,X,X,O,O
ZSOJTLI,O,X,X,O,O
ZSOJITL,O,X,X,O,O
ZSOJILT,O,X,X,O,O
ZSOJLTI,O,X,X,O,O
ZSOJLIT,O,X,X,O,O
ZOTILJS,O,O,O,O,X
ZOTILSJ,O,O,O,O,X
ZOTIJLS,O,X,X,O,X
ZOTIJSL,O,X,X,O,X
ZOTISLJ,O,X,X,X,O
ZOTISJL,O,X,X,O,X
ZOTLIJS,O,O,O,O,X
ZOTLISJ,O,O,O,O,X
ZOTLJIS,O,O,O,O,X
ZOTLJSI,O,X,O,O,X
ZOTLSIJ,O,O,O,O,X
ZOTLSJI,O,X,O,O,X
ZOTJILS,O,X,O,O,X
ZOTJISL,O,X,X,O,X
ZOTJLIS,O,X,O,O,X
ZOTJLSI,O,X,O,O,X
ZOTJSIL,O,X,O,O,X
ZOTJSLI,O,X,O,O,X
ZOTSILJ,O,X,O,X,O
ZOTSIJL,O,X,X,O,X
ZOTSLIJ,O,X,O,O,O
ZOTSLJI,O,X,O,O,X
ZOTSJIL,O,X,X,O,X
ZOTSJLI,O,X,X,O,X
ZOITLJS,O,O,X,O,X
ZOITLSJ,O,O,X,O,X
ZOITJLS,O,X,X,O,X
ZOITJSL,O,X,X,O,X
ZOITSLJ,O,X,X,X,O
ZOITSJL,O,X,X,O,X
ZOILTJS,O,O,O,O,X
ZOILTSJ,O,O,O,O,X
ZOILJTS,X,O,O,O,X
ZOILJST,X,O,O,O,X
ZOILSTJ,O,O,O,X,X
ZOILSJT,O,O,O,O,X
ZOIJTLS,O,O,X,O,X
ZOIJTSL,O,X,X,O,O
ZOIJLTS,X,O,X,O,X
ZOIJLST,X,O,X,O,X
ZOIJSTL,O,X,X,O,O
ZOIJSLT,O,X,X,O,O
ZOISTLJ,O,X,X,X,O
ZOISTJL,O,X,X,X,X
ZOISLTJ,O,X,X,X,O
ZOISLJT,O,X,X,X,O
ZOISJTL,O,X,X,O,O
ZOISJLT,O,X,X,O,O
ZOLTIJS,O,O,O,O,X
ZOLTISJ,O,O,O,O,X
ZOLTJIS,O,O,O,O,X
ZOLTJSI,O,O,O,O,X
ZOLTSIJ,O,O,O,O,X
ZOLTSJI,O,X,O,O,X
ZOLITJS,O,O,O,O,X
ZOLITSJ,O,O,O,O,X
ZOLIJTS,X,O,O,O,X
ZOLIJST,X,O,O,O,X
ZOLISTJ,O,O,O,X,X
ZOLISJT,O,O,O,O,X
ZOLJTIS,X,O,O,O,X
ZOLJTSI,X,O,O,O,X
ZOLJITS,X,O,O,O,X
ZOLJIST,X,O,O,O,X
ZOLJSTI,X,O,O,O,X
ZOLJSIT,X,O,O,O,X
ZOLSTIJ,O,O,O,O,X
ZOLSTJI,O,X,O,O,X
ZOLSITJ,O,O,O,X,X
ZOLSIJT,O,O,O,O,X
ZOLSJTI,O,O,O,O,X
ZOLSJIT,O,O,O,O,X
ZOJTILS,O,O,O,O,X
ZOJTISL,O,X,X,O,O
ZOJTLIS,O,O,O,O,X
ZOJTLSI,O,O,O,O,X
ZOJTSIL,O,X,O,O,O
ZOJTSLI,O,X,O,O,O
ZOJITLS,O,O,X,O,X
ZOJITSL,O,X,X,O,O
ZOJILTS,X,O,O,O,X
ZOJILST,X,O,O,O,X
ZOJISTL,O,X,X,O,O
ZOJISLT,O,X,X,O,O
ZOJLTIS,X,O,O,O,X
ZOJLTSI,X,O,O,O,X
ZOJLITS,X,O,O,O,X
ZOJLIST,X,O,O,O,X
ZOJLSTI,X,O,O,O,X
ZOJLSIT,X,O,O,O,X
ZOJSTIL,O,X,X,O,O
ZOJSTLI,O,X,X,O,O
ZOJSITL,O,X,X,O,O
ZOJSILT,O,X,X,O,O
ZOJSLTI,O,X,X,O,O
ZOJSLIT,O,X,X,O,O
ZOSTILJ,O,X,X,X,O
ZOSTIJL,O,X,X,O,X
ZOSTLIJ,O,X,X,O,O
ZOSTLJI,O,X,X,O,X
ZOSTJIL,O,X,X,O,X
ZOSTJLI,O,X,X,O,X
ZOSITLJ,O,X,X,X,O
ZOSITJL,O,X,X,X,X
ZOSILTJ,O,X,X,X,O
ZOSILJT,O,X,X,X,O
ZOSIJTL,O,X,X,O,O
ZOSIJLT,O,X,X,O,O
ZOSLTIJ,O,X,X,O,O
ZOSLTJI,O,X,X,O,X
ZOSLITJ,O,X,X,X,O
ZOSLIJT,O,X,X,O,O
ZOSLJTI,O,X,X,O,O
ZOSLJIT,O,X,X,O,O
ZOSJTIL,O,X,X,O,O
ZOSJTLI,O,X,X,O,O
ZOSJITL,O,X,X,O,O
ZOSJILT,O,X,X,O,O
ZOSJLTI,O,X,X,O,O
ZOSJLIT,O,X,X,O,O
OTILJSZ,O,O,O,O,X
OTILJZS,O,O,O,O,X
OTILSJZ,O,O,O,O,X
OTILSZJ,O,O,O,O,X
OTILZJS,O,O,O,O,X
OTILZSJ,O,O,O,O,X
OTIJLSZ,O,O,O,O,X
OTIJLZS,O,O,O,O,X
OTIJSLZ,O,X,X,O,O
OTIJSZL,O,X,X,O,O
OTIJZLS,O,O,O,O,X
OTIJZSL,O,X,X,O,O
OTISLJZ,O,X,X,O,O
OTISLZJ,O,X,X,O,O
OTISJLZ,O,X,X,O,O
OTISJZL,O,X,X,O,O
OTISZLJ,O,X,X,X,O
OTISZJL,O,X,X,O,X
OTIZLJS,O,O,O,O,X
OTIZLSJ,O,O,O,O,X
OTIZJLS,O,X,X,O,X
OTIZJSL,O,X,X,O,X
OTIZSLJ,O,X,X,X,O
OTIZSJL,O,X,X,O,X
OTLIJSZ,O,O,O,O,X
OTLIJZS,O,O,O,O,X
OTLISJZ,O,O,O,O,X
OTLISZJ,O,O,O,O,X
OTLIZJS,O,O,O,O,X
OTLIZSJ,O,O,O,O,X
OTLJISZ,O,O,O,O,X
OTLJIZS,O,O,O,O,X
OTLJSIZ,O,O,O,O,X
OTLJSZI,O,O,O,O,X
OTLJZIS,O,O,O,O,X
OTLJZSI,O,O,O,O,X
OTLSIJZ,O,O,O,O,X
OTLSIZJ,O,O,O,O,X
OTLSJIZ,O,O,O,O,X
OTLSJZI,O,O,O,O,X
OTLSZIJ,O,O,O,O,X
OTLSZJI,O,X,O,O,X
OTLZIJS,O,O,O,O,X
OTLZISJ,O,O,O,O,X
OTLZJIS,O,O,O,O,X
OTLZJSI,O,O,O,O,X
OTLZSIJ,O,O,O,O,X
OTLZSJI,O,X,O,O,X
OTJILSZ,O,O,O,O,X
OTJILZS,O,O,O,O,X
OTJISLZ,O,X,X,O,O
OTJISZL,O,X,X,O,O
OTJIZLS,O,O,O,O,X
OTJIZSL,O,X,X,O,O
OTJLISZ,O,O,O,O,X
OTJLIZS,O,O,O,O,X
OTJLSIZ,O,O,O,O,X
OTJLSZI,O,O,O,O,X
OTJLZIS,O,O,O,O,X
OTJLZSI,O,O,O,O,X
OTJSILZ,O,X,O,O,O
OTJSIZL,O,X,O,O,O
OTJSLIZ,O,X,O,O,O
OTJSLZI,O,X,O,O,O
OTJSZIL,O,X,O,O,O
OTJSZLI,O,X,O,O,O
OTJZILS,O,O,O,O,X
OTJZISL,O,X,X,O,O
OTJZLIS,O,O,O,O,X
OTJZLSI,O,O,O,O,X
OTJZSIL,O,X,O,O,O
OTJZSLI,O,X,O,O,O
OTSILJZ,O,X,O,O,O
OTSILZJ,O,X,O,O,O
OTSIJLZ,O,X,X,O,O
OTSIJZL,O,X,X,O,O
OTSIZLJ,O,X,O,X,O
OTSIZJL,O,X,X,O,X
OTSLIJZ,O,X,O,O,O
OTSLIZJ,O,X,O,O,O
OTSLJIZ,O,X,O,O,O
OTSLJZI,O,X,O,O,O
OTSLZIJ,O,X,O,O,O
OTSLZJI,O,X,O,O,X
OTSJILZ,O,X,O,O,O
OTSJIZL,O,X,O,O,O
OTSJLIZ,O,X,O,O,O
OTSJLZI,O,X,O,O,O
OTSJZIL,O,X,O,O,O
OTSJZLI,O,X,O,O,O
OTSZILJ,O,X,O,X,O
OTSZIJL,O,X,X,O,X
OTSZLIJ,O,X,O,O,O
OTSZLJI,O,X,O,O,X
OTSZJIL,O,X,X,O,X
OTSZJLI,O,X,X,O,X
OTZILJS,O,O,O,O,X
OTZILSJ,O,O,O,O,X
OTZIJLS,O,X,X,O,X
OTZIJSL,O,X,X,O,X
OTZISLJ,O,X,X,X,O
OTZISJL,O,X,X,O,X
OTZLIJS,O,O,O,O,X
OTZLISJ,O,O,O,O,X
OTZLJIS,O,O,O,O,X
OTZLJSI,O,X,O,O,X
OTZLSIJ,O,O,O,O,X
OTZLSJI,O,X,O,O,X
OTZJILS,O,X,O,O,X
OTZJISL,O,X,X,O,X
OTZJLIS,O,X,O,O,X
OTZJLSI,O,X,O,O,X
OTZJSIL,O,X,O,O,X
OTZJSLI,O,X,O,O,X
OTZSILJ,O,X,O,X,O
OTZSIJL,O,X,X,O,X
OTZSLIJ,O,X,O,O,O
OTZSLJI,O,X,O,O,X
OTZSJIL,O,X,X,O,X
OTZSJLI,O,X,X,O,X
OITLJSZ,O,O,X,O,X
OITLJZS,O,O,X,O,X
OITLSJZ,O,O,X,O,X
OITLSZJ,O,O,X,O,X
OITLZJS,O,O,X,O,X
OITLZSJ,O,O,X,O,X
OITJLSZ,O,O,X,O,X
OITJLZS,O,O,X,O,X
OITJSLZ,O,X,X,O,O
OITJSZL,O,X,X,O,O
OITJZLS,O,O,X,O,X
OITJZSL,O,X,X,O,O
OITSLJZ,O,X,X,O,O
OITSLZJ,O,X,X,O,O
OITSJLZ,O,X,X,O,O
OITSJZL,O,X,X,O,O
OITSZLJ,O,X,X,X,O
OITSZJL,O,X,X,O,X
OITZLJS,O,O,X,O,X
OITZLSJ,O,O,X,O,X
OITZJLS,O,X,X,O,X
OITZJSL,O,X,X,O,X
OITZSLJ,O,X,X,X,O
OITZSJL,O,X,X,O,X
OILTJSZ,O,O,X,O,X
OILTJZS,O,O,X,O,X
OILTSJZ,O,O,X,O,X
OILTSZJ,O,O,X,O,X
OILTZJS,O,O,X,O,X
OILTZSJ,O,O,X,O,X
OILJTSZ,X,O,X,O,X
OILJTZS,X,O,X,O,X
OILJSTZ,X,O,X,X,X
OILJSZT,X,O,X,X,X
OILJZTS,X,O,X,O,X
OILJZST,X,O,X,O,X
OILSTJZ,O,O,X,X,X
OILSTZJ,O,O,X,X,X
OILSJTZ,O,O,X,X,X
OILSJZT,O,O,X,X,X
OILSZTJ,O,O,X,X,X
OILSZJT,O,O,X,X,X
OILZTJS,O,O,X,O,X
OILZTSJ,O,O,X,O,X
OILZJTS,X,O,X,O,X
OILZJST,X,O,X,O,X
OILZSTJ,O,O,X,X,X
OILZSJT,O,O,X,O,X
OIJTLSZ,O,O,X,O,X
OIJTLZS,O,O,X,O,X
OIJTSLZ,O,X,X,O,O
OIJTSZL,O,X,X,O,O
OIJTZLS,O,O,X,O,X
OIJTZSL,O,X,X,O,O
OIJLTSZ,X,O,X,O,X
OIJLTZS,X,O,X,O,X
OIJLSTZ,X,O,X,X,X
OIJLSZT,X,O,X,X,X
OIJLZTS,X,O,X,O,X
OIJLZST,X,O,X,O,X
OIJSTLZ,O,X,X,X,O
OIJSTZL,O,X,X,X,O
OIJSLTZ,O,X,X,X,O
OIJSLZT,O,X,X,X,O
OIJSZTL,O,X,X,X,O
OIJSZLT,O,X,X,X,O
OIJZTLS,O,O,X,O,X
OIJZTSL,O,X,X,O,O
OIJZLTS,X,O,X,O,X
OIJZLST,X,O,X,O,X
OIJZSTL,O,X,X,O,O
OIJZSLT,O,X,X,O,O
OISTLJZ,O,X,X,X,O
OISTLZJ,O,X,X,X,O
OISTJLZ,O,X,X,X,O
OISTJZL,O,X,X,X,O
OISTZLJ,O,X,X,X,O
