sequence,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFCgBXhBVnB8pBGr?BTsB,v115@EhC8HeB8HeB8BeC8CeB8Je2EJvhFRgBUiB3lB1rBTp?BSxB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFzfBfmBlhB8rB+s?BCqB,v115@EhC8HeB8HeB8BeC8CeB8Jex/IvhF8lBzhBikB+sB3p?BlrB,v115@EhC8HeB8HeB8BeC8CeB8Jex/IvhFlhBOpB8pBzlBXn?BSxB,v115@EhC8HeB8HeB8BeC8CeB8Jei/IvhFRhBFlBXmB8rB+s?BTpB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFChBVnBupB/rBUl?BTsB,v115@EhC8HeB8HeB8BeC8CeB8JeXAJvhF8lBzhBlpBxrBOp?BSxB,v115@EhC8HeB8HeB8BeC8CeB8JeZEJvhFfmBlhBUlB6sBup?BzrB
LTZOJIS,X,O,X,X,O,X,X,X,X
LTZOJSI,X,O,X,X,O,X,X,X,X
LTZOSIJ,X,O,X,X,O,X,X,X,X
LTZOSJI,X,O,X,X,O,X,X,X,X
LTOIJSZ,X,O,O,X,O,X,X,X,X
LTOIJZS,X,O,O,X,O,O,X,X,X
LTOISJZ,X,O,O,X,O,X,X,X,X
LTOISZJ,X,O,X,X,O,X,X,X,O
LTOIZJS,X,O,X,X,O,X,X,X,X
LTOIZSJ,X,O,X,X,O,X,X,X,X
LTOJISZ,X,O,O,X,O,X,X,X,X
LTOJIZS,X,O,O,X,O,O,X,X,X
LTOJSIZ,X,O,O,X,X,X,X,X,X
LTOJSZI,X,O,O,X,X,X,X,X,X
LTOJZIS,X,O,O,X,O,O,X,X,X
LTOJZSI,X,O,O,X,O,O,X,X,X
LTOSIJZ,X,O,O,X,O,X,X,X,X
LTOSIZJ,X,O,X,X,O,X,X,X,O
LTOSJIZ,X,O,O,X,O,X,X,X,X
LTOSJZI,X,O,O,X,O,X,X,X,X
LTOSZIJ,X,O,X,X,O,X,X,X,O
LTOSZJI,X,O,X,X,O,X,X,X,X
LTOZIJS,X,O,X,X,O,X,X,X,X
LTOZISJ,X,O,X,X,O,X,X,X,X
LTOZJIS,X,O,X,X,O,X,X,X,X
LTOZJSI,X,O,X,X,O,X,X,X,X
LTOZSIJ,X,O,X,X,O,X,X,X,X
LTOZSJI,X,O,X,X,O,X,X,X,X
LITJSZO,X,X,O,X,X,X,X,X,O
LITJSOZ,X,X,O,X,X,X,X,X,X
LITJZSO,X,X,O,X,X,X,X,X,X
LITJZOS,X,X,O,X,X,X,X,X,X
LITJOSZ,X,X,O,X,X,X,X,X,X
LITJOZS,X,X,O,X,X,X,X,X,X
LITSJZO,X,O,O,X,X,X,X,X,O
LITSJOZ,X,O,O,X,X,X,X,X,X
LITSZJO,X,O,X,X,X,X,X,X,O
LITSZOJ,X,O,X,X,X,X,X,X,O
LITSOJZ,X,O,O,X,X,X,X,X,X
LITSOZJ,X,O,X,X,X,X,X,X,O
LITZJSO,X,X,X,X,X,X,X,O,X
LITZJOS,X,X,X,X,X,X,X,O,X
LITZSJO,X,O,X,X,X,X,X,O,O
LITZSOJ,X,O,X,X,X,X,X,O,O
LITZOJS,X,O,X,X,X,X,X,O,X
LITZOSJ,X,O,X,X,X,X,X,O,X
LITOJSZ,X,O,O,X,X,X,X,X,X
LITOJZS,X,O,O,X,X,X,X,X,X
LITOSJZ,X,O,O,X,X,X,X,X,X
LITOSZJ,X,O,X,X,X,X,X,X,O
LITOZJS,X,O,X,X,X,X,X,O,X
LITOZSJ,X,O,X,X,X,X,X,O,X
LIJTSZO,O,X,O,X,X,X,X,X,O
LIJTSOZ,X,X,O,X,X,X,X,X,X
LIJTZSO,O,X,O,X,X,X,X,X,X
LIJTZOS,O,X,O,X,X,X,X,X,X
LIJTOSZ,X,X,O,X,X,X,X,X,X
LIJTOZS,X,X,O,X,X,X,X,X,X
LIJSTZO,X,X,O,X,X,X,O,X,O
LIJSTOZ,X,X,O,X,X,X,O,X,X
LIJSZTO,X,X,O,X,X,X,X,X,O
LIJSZOT,X,X,O,X,X,X,X,X,X
LIJSOTZ,X,X,O,X,X,X,X,X,X
LIJSOZT,X,X,O,X,X,X,X,X,X
LIJZTSO,O,X,O,X,X,X,X,X,X
LIJZTOS,O,X,O,X,X,X,X,X,X
LIJZSTO,O,X,O,X,X,X,X,X,O
LIJZSOT,X,X,O,X,X,X,X,X,X
LIJZOTS,O,X,O,X,X,X,X,X,X
LIJZOST,X,X,O,X,X,X,X,X,X
LIJOTSZ,X,X,O,X,X,X,O,X,X
LIJOTZS,X,X,O,X,X,X,X,X,X
LIJOSTZ,X,X,O,X,X,X,X,X,X
LIJOSZT,X,X,O,X,X,X,X,X,X
LIJOZTS,X,X,O,X,X,X,X,X,X
LIJOZST,X,X,O,X,X,X,X,X,X
LISTJZO,X,X,O,X,X,X,O,X,O
LISTJOZ,X,X,O,X,X,X,O,X,X
LISTZJO,X,X,X,X,O,X,O,X,O
LISTZOJ,X,X,X,X,O,X,X,X,O
LISTOJZ,X,X,O,X,O,X,O,X,X
LISTOZJ,X,X,X,X,O,X,X,X,O
LISJTZO,X,X,O,X,X,X,O,X,O
LISJTOZ,X,X,O,X,X,X,O,X,X
LISJZTO,X,X,O,X,X,X,X,X,O
LISJZOT,X,X,O,X,X,X,X,X,X
LISJOTZ,X,X,O,X,X,X,X,X,X
LISJOZT,X,X,O,X,X,X,X,X,X
LISZTJO,X,X,X,X,O,X,X,X,O
LISZTOJ,X,X,X,X,O,X,X,X,O
LISZJTO,X,X,O,X,O,X,X,X,O
LISZJOT,X,X,O,X,O,X,X,X,X
LISZOTJ,X,X,X,X,O,X,X,X,O
LISZOJT,X,X,O,X,O,X,X,X,X
LISOTJZ,X,X,O,X,O,X,X,X,X
LISOTZJ,X,X,X,X,O,X,X,X,O
LISOJTZ,X,X,O,X,O,X,X,X,X
LISOJZT,X,X,O,X,X,X,X,X,X
LISOZTJ,X,X,X,X,O,X,X,X,O
LISOZJT,X,X,O,X,O,X,X,X,X
LIZTJSO,O,X,X,X,X,X,X,O,X
LIZTJOS,O,X,X,X,X,X,X,O,X
LIZTSJO,X,O,X,X,O,X,X,O,O
LIZTSOJ,X,O,X,X,O,X,X,O,O
LIZTOJS,O,O,X,X,O,X,X,O,X
LIZTOSJ,O,O,X,X,O,X,X,O,X
LIZJTSO,O,X,O,X,O,X,X,X,X
LIZJTOS,O,X,O,X,O,X,X,X,X
LIZJSTO,O,X,O,X,O,X,X,X,O
LIZJSOT,X,X,O,X,O,X,X,X,X
LIZJOTS,O,X,O,X,O,X,X,X,X
LIZJOST,O,X,O,X,O,X,X,X,X
LIZSTJO,X,X,X,X,O,X,X,X,O
LIZSTOJ,X,X,X,X,O,X,X,X,O
LIZSJTO,O,X,O,X,O,X,X,X,O
LIZSJOT,X,X,O,X,O,X,X,X,X
LIZSOTJ,O,X,X,X,O,X,X,X,O
LIZSOJT,O,X,O,X,O,X,X,X,X
LIZOTJS,O,O,X,X,O,X,X,O,X
LIZOTSJ,O,O,X,X,O,X,X,O,X
LIZOJTS,O,O,O,X,O,X,X,X,X
LIZOJST,O,O,O,X,O,X,X,X,X
LIZOSTJ,O,X,X,X,O,X,X,X,O
LIZOSJT,O,X,O,X,O,X,X,X,X
LIOTJSZ,O,O,O,X,O,X,O,X,X
LIOTJZS,O,O,O,X,O,X,X,X,X
LIOTSJZ,O,O,O,X,O,X,O,X,X
LIOTSZJ,O,O,X,X,O,X,O,X,O
LIOTZJS,O,O,X,X,O,X,X,O,X
LIOTZSJ,O,O,X,X,O,X,X,O,X
LIOJTSZ,O,O,O,X,O,X,O,X,X
LIOJTZS,O,O,O,X,O,X,X,X,X
LIOJSTZ,X,O,O,X,O,X,X,X,X
LIOJSZT,X,O,O,X,X,X,X,X,X
LIOJZTS,O,O,O,X,X,X,X,X,X
LIOJZST,O,O,O,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,O,X,X,X,X
LIOSTZJ,X,X,X,X,O,X,X,X,O
LIOSJTZ,X,X,O,X,O,X,X,X,X
LIOSJZT,X,X,O,X,X,X,X,X,X
LIOSZTJ,X,X,X,X,O,X,X,X,O
LIOSZJT,X,X,O,X,O,X,X,X,X
LIOZTJS,O,O,X,X,O,X,X,O,X
LIOZTSJ,O,O,X,X,O,X,X,O,X
LIOZJTS,O,O,O,X,O,X,X,X,X
LIOZJST,O,O,O,X,O,X,X,X,X
LIOZSTJ,O,X,X,X,O,X,X,X,O
LIOZSJT,O,X,O,X,O,X,X,X,X
LJTISZO,O,X,O,X,X,O,X,X,O
LJTISOZ,X,X,O,X,X,X,X,X,X
LJTIZSO,O,X,O,X,X,O,X,X,X
LJTIZOS,O,X,O,X,X,O,X,X,X
LJTIOSZ,X,X,O,X,X,X,X,X,X
LJTIOZS,X,X,O,X,X,O,X,X,X
LJTSIZO,O,O,O,O,X,O,X,X,O
LJTSIOZ,X,O,O,O,X,X,X,X,X
LJTSZIO,O,O,O,O,X,O,X,X,O
LJTSZOI,O,O,O,O,X,O,X,X,X
LJTSOIZ,X,O,O,O,X,X,X,X,X
LJTSOZI,X,O,O,O,X,X,X,X,X
LJTZISO,O,X,O,X,X,O,X,X,X
LJTZIOS,O,X,O,O,X,O,X,X,X
LJTZSIO,O,O,O,O,X,O,X,X,X
LJTZSOI,O,O,O,O,X,O,X,X,X
LJTZOIS,O,O,O,O,X,O,X,X,X
LJTZOSI,O,O,O,O,X,O,X,X,X
LJTOISZ,X,O,O,X,X,X,X,X,X
LJTOIZS,X,O,O,X,X,O,X,X,X
LJTOSIZ,X,O,O,O,X,X,X,X,X
LJTOSZI,X,O,O,O,X,X,X,X,X
LJTOZIS,X,O,O,O,X,O,X,X,X
LJTOZSI,X,O,O,O,X,O,X,X,X
LJITSZO,O,X,O,X,X,X,X,X,O
LJITSOZ,X,X,O,X,X,X,X,X,X
LJITZSO,O,X,O,X,X,X,X,X,X
LJITZOS,O,X,O,X,X,X,X,X,X
LJITOSZ,X,X,O,X,X,X,X,X,X
LJITOZS,X,X,O,X,X,X,X,X,X
LJISTZO,X,X,O,X,X,X,O,X,O
LJISTOZ,X,X,O,X,X,X,O,X,X
LJISZTO,X,X,O,X,X,X,X,X,O
LJISZOT,X,X,O,X,X,X,X,X,X
LJISOTZ,X,X,O,X,X,X,X,X,X
LJISOZT,X,X,O,X,X,X,X,X,X
LJIZTSO,O,X,O,X,X,X,X,X,X
LJIZTOS,O,X,O,X,X,X,X,X,X
LJIZSTO,O,X,O,X,X,X,X,X,O
LJIZSOT,X,X,O,X,X,X,X,X,X
LJIZOTS,O,X,O,X,X,X,X,X,X
LJIZOST,X,X,O,X,X,X,X,X,X
LJIOTSZ,X,X,O,X,X,X,O,X,X
LJIOTZS,X,X,O,X,X,X,X,X,X
LJIOSTZ,X,X,O,X,X,X,X,X,X
LJIOSZT,X,X,O,X,X,X,X,X,X
LJIOZTS,X,X,O,X,X,X,X,X,X
LJIOZST,X,X,O,X,X,X,X,X,X
LJSTIZO,X,X,O,O,X,X,O,X,O
LJSTIOZ,X,X,O,O,X,X,O,X,X
LJSTZIO,X,X,O,O,O,X,O,X,O
LJSTZOI,X,X,O,O,O,X,X,X,X
LJSTOIZ,X,X,O,O,O,X,O,X,X
LJSTOZI,X,X,O,O,O,X,X,X,X
LJSITZO,X,X,O,O,X,X,O,X,O
LJSITOZ,X,X,O,O,X,X,O,X,X
LJSIZTO,X,X,O,O,X,X,X,X,O
LJSIZOT,X,X,O,O,X,X,X,X,X
LJSIOTZ,X,X,O,X,X,X,X,X,X
LJSIOZT,X,X,O,O,X,X,X,X,X
LJSZTIO,X,X,O,O,O,X,X,X,O
LJSZTOI,X,X,O,O,O,X,X,X,X
LJSZITO,X,X,O,O,O,X,X,X,O
LJSZIOT,X,X,O,O,O,X,X,X,X
LJSZOTI,X,X,O,O,O,X,X,X,X
LJSZOIT,X,X,O,O,O,X,X,X,X
LJSOTIZ,X,X,O,O,O,X,X,X,X
LJSOTZI,X,X,O,O,O,X,X,X,X
LJSOITZ,X,X,O,X,O,X,X,X,X
LJSOIZT,X,X,O,O,X,X,X,X,X
LJSOZTI,X,X,O,O,O,X,X,X,X
LJSOZIT,X,X,O,O,O,X,X,X,X
LJZTISO,O,X,O,X,O,O,X,X,X
LJZTIOS,O,X,O,O,O,O,X,X,X
LJZTSIO,O,O,O,O,O,O,X,X,X
LJZTSOI,O,O,O,O,O,O,X,X,X
LJZTOIS,O,O,O,O,O,O,X,X,X
LJZTOSI,O,O,O,O,O,O,X,X,X
LJZITSO,O,X,O,X,O,O,X,X,X
LJZITOS,O,X,O,O,O,O,X,X,X
LJZISTO,O,X,O,X,O,O,X,X,O
LJZISOT,X,X,O,X,O,O,X,X,X
LJZIOTS,O,X,O,X,O,O,X,X,X
LJZIOST,X,X,O,X,O,O,X,X,X
LJZSTIO,O,X,O,O,O,O,X,X,O
LJZSTOI,O,X,O,O,O,O,X,X,X
LJZSITO,O,X,O,O,O,O,X,X,O
LJZSIOT,X,X,O,O,O,O,X,X,X
LJZSOTI,X,X,O,O,O,O,X,X,X
LJZSOIT,X,X,O,O,O,O,X,X,X
LJZOTIS,O,O,O,X,O,O,X,X,X
LJZOTSI,O,O,O,X,O,O,X,X,X
LJZOITS,O,O,O,X,O,O,X,X,X
LJZOIST,X,O,O,X,O,O,X,X,X
LJZOSTI,X,O,O,X,O,O,X,X,X
LJZOSIT,X,O,O,X,O,O,X,X,X
LJOTISZ,X,O,O,X,O,O,O,X,X
LJOTIZS,X,O,O,X,O,O,X,X,X
LJOTSIZ,X,O,O,X,X,O,O,X,X
LJOTSZI,X,O,O,X,X,O,O,X,X
LJOTZIS,X,O,O,X,O,O,X,X,X
LJOTZSI,X,O,O,X,O,O,X,X,X
LJOITSZ,X,O,O,X,O,O,O,X,X
LJOITZS,X,O,O,X,O,O,X,X,X
LJOISTZ,X,O,O,X,O,X,X,X,X
LJOISZT,X,O,O,X,X,X,X,X,X
LJOIZTS,X,O,O,X,X,O,X,X,X
LJOIZST,X,O,O,X,X,O,X,X,X
LJOSTIZ,X,O,O,X,O,O,X,X,X
LJOSTZI,X,O,O,X,O,O,X,X,X
LJOSITZ,X,O,O,X,O,X,X,X,X
LJOSIZT,X,O,O,X,X,X,X,X,X
LJOSZTI,X,O,O,X,O,O,X,X,X
LJOSZIT,X,O,O,X,O,O,X,X,X
LJOZTIS,X,O,O,X,O,O,X,X,X
LJOZTSI,X,O,O,X,O,O,X,X,X
LJOZITS,X,O,O,X,O,O,X,X,X
LJOZIST,X,O,O,X,O,O,X,X,X
LJOZSTI,X,O,O,X,O,O,X,X,X
LJOZSIT,X,O,O,X,O,O,X,X,X
LSTIJZO,X,O,O,O,X,X,O,X,O
LSTIJOZ,X,O,O,X,X,X,O,X,X
LSTIZJO,X,O,X,O,O,X,O,X,O
LSTIZOJ,X,O,X,X,O,X,X,X,O
LSTIOJZ,X,O,O,X,O,X,O,X,X
LSTIOZJ,X,O,X,X,O,X,X,X,O
LSTJIZO,X,O,O,O,X,X,O,X,O
LSTJIOZ,X,O,O,O,X,X,O,X,X
LSTJZIO,X,O,O,O,O,X,O,X,O
LSTJZOI,X,O,O,O,O,X,X,X,X
LSTJOIZ,X,O,O,O,O,X,O,X,X
LSTJOZI,X,O,O,O,O,X,X,X,X
LSTZIJO,X,O,X,O,O,X,O,X,O
LSTZIOJ,X,O,X,X,O,X,X,X,O
LSTZJIO,X,O,X,O,O,X,O,X,O
LSTZJOI,X,O,X,O,O,X,X,X,X
LSTZOIJ,X,O,X,X,O,X,X,X,O
LSTZOJI,X,O,X,X,O,X,X,X,X
LSTOIJZ,X,O,O,X,O,X,O,X,X
LSTOIZJ,X,O,X,X,O,X,X,X,O
LSTOJIZ,X,O,O,X,O,X,O,X,X
LSTOJZI,X,O,O,X,O,X,X,X,X
LSTOZIJ,X,O,X,X,O,X,X,X,O
LSTOZJI,X,O,X,X,O,X,X,X,X
LSITJZO,X,O,O,O,X,X,O,X,O
LSITJOZ,X,X,O,X,X,X,O,X,X
LSITZJO,X,O,X,O,O,X,O,X,O
LSITZOJ,X,X,X,X,O,X,X,X,O
LSITOJZ,X,X,O,X,O,X,O,X,X
LSITOZJ,X,X,X,X,O,X,X,X,O
LSIJTZO,X,O,O,O,X,X,O,X,O
LSIJTOZ,X,X,O,O,X,X,O,X,X
LSIJZTO,X,X,O,O,X,X,X,X,O
LSIJZOT,X,X,O,O,X,X,X,X,X
LSIJOTZ,X,X,O,X,X,X,X,X,X
LSIJOZT,X,X,O,O,X,X,X,X,X
LSIZTJO,X,X,X,O,O,X,X,X,O
LSIZTOJ,X,X,X,X,O,X,X,X,O
LSIZJTO,X,X,O,O,O,X,X,X,O
LSIZJOT,X,X,O,O,O,X,X,X,X
LSIZOTJ,X,X,X,X,O,X,X,X,O
LSIZOJT,X,X,O,O,O,X,X,X,X
LSIOTJZ,X,X,O,X,O,X,X,X,X
LSIOTZJ,X,X,X,X,O,X,X,X,O
LSIOJTZ,X,X,O,X,O,X,X,X,X
LSIOJZT,X,X,O,O,X,X,X,X,X
LSIOZTJ,X,X,X,X,O,X,X,X,O
LSIOZJT,X,X,O,O,O,X,X,X,X
LSJTIZO,X,O,O,O,X,X,O,X,O
LSJTIOZ,X,X,O,O,X,X,O,X,X
LSJTZIO,X,O,O,O,O,X,O,X,O
LSJTZOI,X,X,O,O,O,X,X,X,X
LSJTOIZ,X,X,O,O,O,X,O,X,X
LSJTOZI,X,X,O,O,O,X,X,X,X
LSJITZO,X,O,O,O,X,X,O,X,O
LSJITOZ,X,X,O,O,X,X,O,X,X
LSJIZTO,X,X,O,O,X,X,X,X,O
LSJIZOT,X,X,O,O,X,X,X,X,X
LSJIOTZ,X,X,O,X,X,X,X,X,X
LSJIOZT,X,X,O,O,X,X,X,X,X
LSJZTIO,X,X,O,O,O,X,X,X,O
LSJZTOI,X,X,O,O,O,X,X,X,X
LSJZITO,X,X,O,O,O,X,X,X,O
LSJZIOT,X,X,O,O,O,X,X,X,X
LSJZOTI,X,X,O,O,O,X,X,X,X
LSJZOIT,X,X,O,O,O,X,X,X,X
LSJOTIZ,X,X,O,O,O,X,X,X,X
LSJOTZI,X,X,O,O,O,X,X,X,X
LSJOITZ,X,X,O,X,O,X,X,X,X
LSJOIZT,X,X,O,O,X,X,X,X,X
LSJOZTI,X,X,O,O,O,X,X,X,X
LSJOZIT,X,X,O,O,O,X,X,X,X
LSZTIJO,X,O,X,O,O,X,X,X,O
LSZTIOJ,X,O,X,X,O,X,X,X,O
LSZTJIO,X,O,X,O,O,X,X,X,O
LSZTJOI,X,O,X,O,O,X,X,X,X
LSZTOIJ,X,O,X,X,O,X,X,X,O
LSZTOJI,X,O,X,X,O,X,X,X,X
LSZITJO,X,X,X,O,O,X,X,X,O
LSZITOJ,X,X,X,X,O,X,X,X,O
LSZIJTO,X,X,O,O,O,X,X,X,O
LSZIJOT,X,X,O,O,O,X,X,X,X
LSZIOTJ,X,X,X,X,O,X,X,X,O
LSZIOJT,X,X,O,O,O,X,X,X,X
LSZJTIO,X,X,O,O,O,X,X,X,O
LSZJTOI,X,X,O,O,O,X,X,X,X
LSZJITO,X,X,O,O,O,X,X,X,O
LSZJIOT,X,X,O,O,O,X,X,X,X
LSZJOTI,X,X,O,O,O,X,X,X,X
LSZJOIT,X,X,O,O,O,X,X,X,X
LSZOTIJ,X,O,X,X,O,X,X,X,O
LSZOTJI,X,O,X,X,O,X,X,X,X
LSZOITJ,X,X,X,X,O,X,X,X,O
LSZOIJT,X,X,O,O,O,X,X,X,X
LSZOJTI,X,O,O,O,O,X,X,X,X
LSZOJIT,X,O,O,O,O,X,X,X,X
LSOTIJZ,X,O,O,X,O,X,X,X,X
LSOTIZJ,X,O,X,X,O,X,X,X,O
LSOTJIZ,X,O,O,X,O,X,X,X,X
LSOTJZI,X,O,O,X,O,X,X,X,X
LSOTZIJ,X,O,X,X,O,X,X,X,O
LSOTZJI,X,O,X,X,O,X,X,X,X
LSOITJZ,X,O,O,X,O,X,X,X,X
LSOITZJ,X,O,X,X,O,X,X,X,O
LSOIJTZ,X,O,O,X,O,X,X,X,X
LSOIJZT,X,X,O,O,X,X,X,X,X
LSOIZTJ,X,X,X,X,O,X,X,X,O
LSOIZJT,X,X,O,O,O,X,X,X,X
LSOJTIZ,X,O,O,O,O,X,X,X,X
LSOJTZI,X,O,O,O,O,X,X,X,X
LSOJITZ,X,O,O,X,O,X,X,X,X
LSOJIZT,X,O,O,O,X,X,X,X,X
LSOJZTI,X,O,O,O,O,X,X,X,X
LSOJZIT,X,O,O,O,O,X,X,X,X
LSOZTIJ,X,O,X,X,O,X,X,X,O
LSOZTJI,X,O,X,X,O,X,X,X,X
LSOZITJ,X,X,X,X,O,X,X,X,O
LSOZIJT,X,X,O,O,O,X,X,X,X
LSOZJTI,X,O,O,O,O,X,X,X,X
LSOZJIT,X,O,O,O,O,X,X,X,X
LZTIJSO,O,X,X,X,X,X,X,O,X
LZTIJOS,O,X,X,X,X,X,X,O,X
LZTISJO,X,O,X,X,O,X,X,O,O
LZTISOJ,X,O,X,X,O,X,X,O,O
LZTIOJS,O,O,X,X,O,X,X,O,X
LZTIOSJ,O,O,X,X,O,X,X,O,X
LZTJISO,O,X,X,X,O,X,X,X,X
LZTJIOS,O,X,X,X,O,X,X,X,X
LZTJSIO,O,O,X,X,O,X,X,X,X
LZTJSOI,O,O,X,X,O,X,X,X,X
LZTJOIS,O,O,X,X,O,X,X,X,X
LZTJOSI,O,O,X,X,O,X,X,X,X
LZTSIJO,X,O,X,X,O,X,X,O,O
LZTSIOJ,X,O,X,X,O,X,X,O,O
LZTSJIO,X,O,X,X,O,X,X,X,O
LZTSJOI,X,O,X,X,O,X,X,X,X
LZTSOIJ,X,O,X,X,O,X,X,X,O
LZTSOJI,X,O,X,X,O,X,X,X,X
LZTOIJS,O,O,X,X,O,X,X,X,X
LZTOISJ,O,O,X,X,O,X,X,X,X
LZTOJIS,O,O,X,X,O,X,X,X,X
LZTOJSI,O,O,X,X,O,X,X,X,X
LZTOSIJ,O,O,X,X,O,X,X,X,X
LZTOSJI,O,O,X,X,O,X,X,X,X
LZITJSO,O,X,X,X,X,X,X,O,X
LZITJOS,O,X,X,X,X,X,X,O,X
LZITSJO,X,O,X,X,O,X,X,O,O
LZITSOJ,X,O,X,X,O,X,X,O,O
LZITOJS,O,O,X,X,O,X,X,O,X
LZITOSJ,O,O,X,X,O,X,X,O,X
LZIJTSO,O,X,O,X,O,X,X,X,X
LZIJTOS,O,X,O,O,O,X,X,X,X
LZIJSTO,O,X,O,X,O,X,X,X,O
LZIJSOT,X,X,O,X,O,X,X,X,X
LZIJOTS,O,X,O,X,O,X,X,X,X
LZIJOST,O,X,O,X,O,X,X,X,X
LZISTJO,X,X,X,X,O,X,X,X,O
LZISTOJ,X,X,X,X,O,X,X,X,O
LZISJTO,O,X,O,X,O,X,X,X,O
LZISJOT,X,X,O,X,O,X,X,X,X
LZISOTJ,O,X,X,X,O,X,X,X,O
LZISOJT,O,X,O,X,O,X,X,X,X
LZIOTJS,O,O,X,X,O,X,X,O,X
LZIOTSJ,O,O,X,X,O,X,X,O,X
LZIOJTS,O,O,O,X,O,X,X,X,X
LZIOJST,O,O,O,X,O,X,X,X,X
LZIOSTJ,O,X,X,X,O,X,X,X,O
LZIOSJT,O,X,O,X,O,X,X,X,X
LZJTISO,O,X,O,X,O,X,X,X,X
LZJTIOS,O,X,O,O,O,X,X,X,X
LZJTSIO,O,O,O,O,O,X,X,X,X
LZJTSOI,O,O,O,O,O,X,X,X,X
LZJTOIS,O,O,O,O,O,X,X,X,X
LZJTOSI,O,O,O,O,O,X,X,X,X
LZJITSO,O,X,O,X,O,X,X,X,X
LZJITOS,O,X,O,O,O,X,X,X,X
LZJISTO,O,X,O,X,O,X,X,X,O
LZJISOT,X,X,O,X,O,X,X,X,X
LZJIOTS,O,X,O,X,O,X,X,X,X
LZJIOST,O,X,O,X,O,X,X,X,X
LZJSTIO,O,X,O,O,O,X,X,X,O
LZJSTOI,O,X,O,O,O,X,X,X,X
LZJSITO,O,X,O,O,O,X,X,X,O
LZJSIOT,X,X,O,O,O,X,X,X,X
LZJSOTI,X,X,O,O,O,X,X,X,X
LZJSOIT,X,X,O,O,O,X,X,X,X
LZJOTIS,O,O,O,X,O,X,X,X,X
LZJOTSI,O,O,O,X,O,X,X,X,X
LZJOITS,O,O,O,X,O,X,X,X,X
LZJOIST,O,O,O,X,O,X,X,X,X
LZJOSTI,O,O,O,X,O,X,X,X,X
LZJOSIT,O,O,O,X,O,X,X,X,X
LZSTIJO,X,O,X,O,O,X,X,X,O
LZSTIOJ,X,O,X,X,O,X,X,X,O
LZSTJIO,X,O,X,O,O,X,X,X,O
LZSTJOI,X,O,X,O,O,X,X,X,X
LZSTOIJ,X,O,X,X,O,X,X,X,O
LZSTOJI,X,O,X,X,O,X,X,X,X
LZSITJO,X,X,X,O,O,X,X,X,O
LZSITOJ,X,X,X,X,O,X,X,X,O
LZSIJTO,O,X,O,O,O,X,X,X,O
LZSIJOT,X,X,O,O,O,X,X,X,X
LZSIOTJ,O,X,X,X,O,X,X,X,O
LZSIOJT,O,X,O,O,O,X,X,X,X
LZSJTIO,O,X,O,O,O,X,X,X,O
LZSJTOI,O,X,O,O,O,X,X,X,X
LZSJITO,O,X,O,O,O,X,X,X,O
LZSJIOT,X,X,O,O,O,X,X,X,X
LZSJOTI,X,X,O,O,O,X,X,X,X
LZSJOIT,X,X,O,O,O,X,X,X,X
LZSOTIJ,O,O,X,X,O,X,X,X,O
LZSOTJI,O,O,X,X,O,X,X,X,X
LZSOITJ,O,X,X,X,O,X,X,X,O
LZSOIJT,O,X,O,O,O,X,X,X,X
LZSOJTI,O,O,O,O,O,X,X,X,X
LZSOJIT,O,O,O,O,O,X,X,X,X
LZOTIJS,O,O,X,X,O,X,X,X,X
LZOTISJ,O,O,X,X,O,X,X,X,X
LZOTJIS,O,O,X,X,O,X,X,X,X
LZOTJSI,O,O,X,X,O,X,X,X,X
LZOTSIJ,O,O,X,X,O,X,X,X,X
LZOTSJI,O,O,X,X,O,X,X,X,X
LZOITJS,O,O,X,X,O,X,X,X,X
LZOITSJ,O,O,X,X,O,X,X,X,X
LZOIJTS,O,O,O,X,O,X,X,X,X
LZOIJST,O,O,O,X,O,X,X,X,X
LZOISTJ,O,X,X,X,O,X,X,X,O
LZOISJT,O,X,O,X,O,X,X,X,X
LZOJTIS,O,O,O,X,O,X,X,X,X
LZOJTSI,O,O,O,X,O,X,X,X,X
LZOJITS,O,O,O,X,O,X,X,X,X
LZOJIST,O,O,O,X,O,X,X,X,X
LZOJSTI,O,O,O,X,O,X,X,X,X
LZOJSIT,O,O,O,X,O,X,X,X,X
LZOSTIJ,O,O,X,X,O,X,X,X,O
LZOSTJI,O,O,X,X,O,X,X,X,X
LZOSITJ,O,X,X,X,O,X,X,X,O
LZOSIJT,O,X,O,X,O,X,X,X,X
LZOSJTI,O,O,O,X,O,X,X,X,X
LZOSJIT,O,O,O,X,O,X,X,X,X
LOTIJSZ,O,O,O,X,O,O,O,X,X
LOTIJZS,O,O,O,X,O,O,X,X,X
LOTISJZ,O,O,O,X,O,O,O,X,X
LOTISZJ,O,O,X,X,O,X,O,X,O
LOTIZJS,O,O,X,X,O,O,X,X,X
LOTIZSJ,O,O,X,X,O,X,X,X,X
LOTJISZ,O,O,O,X,O,O,O,X,X
LOTJIZS,O,O,O,X,O,O,X,X,X
LOTJSIZ,O,O,O,X,X,O,O,X,X
LOTJSZI,O,O,O,X,X,O,O,X,X
LOTJZIS,O,O,O,X,O,O,X,X,X
LOTJZSI,O,O,O,X,O,O,X,X,X
