sequence,v115@KhA8HeC8EeG8BeA8JeKEJvhFzfBRhBGjB0mBlnBXtB,v115@KhA8HeC8EeG8BeA8Jei/IvhFRhBziB+oB3kBlmB0sB,v115@KhA8HeC8EeG8BeA8Jei/IvhFRhB+oB3kB0mBlnBzsB,v115@KhA8HeC8EeG8BeA8Je2EJvhFFhBxiBCnBToB3kB0sB,v115@KhA8HeC8EeG8BeA8JeOEJvhF8kBFhB6oBRnBXnBzsB,v115@KhA8HeC8EeG8BeA8JeKEJvhFzfBUhBFiBGoBRsBXtB
OJISTZL,X,O,X,X,X,X
OJISLTZ,X,O,X,O,X,X
OJISLZT,X,O,O,X,X,X
OJISZTL,X,O,O,X,X,X
OJISZLT,X,O,O,X,X,X
OJIZTLS,X,X,X,X,O,X
OJIZTSL,X,O,O,X,O,X
OJIZLTS,X,X,X,O,O,X
OJIZLST,X,O,X,X,O,X
OJIZSTL,X,O,O,X,O,X
OJIZSLT,X,O,O,X,O,X
OJLTISZ,X,O,X,O,X,X
OJLTIZS,X,X,X,O,O,O
OJLTSIZ,X,O,X,O,X,X
OJLTSZI,X,O,X,O,X,O
OJLTZIS,X,X,X,O,O,O
OJLTZSI,X,X,X,O,O,O
OJLITSZ,X,X,X,O,X,X
OJLITZS,X,X,X,O,O,O
OJLISTZ,X,O,X,O,X,X
OJLISZT,X,O,X,X,X,X
OJLIZTS,X,X,X,O,O,O
OJLIZST,X,X,X,X,O,X
OJLSTIZ,X,O,X,O,X,X
OJLSTZI,X,O,X,O,X,O
OJLSITZ,X,O,X,O,X,X
OJLSIZT,X,O,X,X,X,X
OJLSZTI,X,O,X,X,X,O
OJLSZIT,X,O,X,X,X,X
OJLZTIS,X,X,X,O,O,O
OJLZTSI,X,X,X,O,O,O
OJLZITS,X,X,X,O,O,O
OJLZIST,X,X,X,O,O,X
OJLZSTI,X,X,X,O,O,O
OJLZSIT,X,X,X,O,O,X
OJSTILZ,X,O,X,X,X,X
OJSTIZL,X,O,X,X,X,X
OJSTLIZ,X,O,X,O,X,X
OJSTLZI,X,O,O,O,X,X
OJSTZIL,X,O,O,X,X,X
OJSTZLI,X,O,O,X,X,X
OJSITLZ,X,O,X,X,X,X
OJSITZL,X,O,X,X,X,X
OJSILTZ,X,O,X,O,X,X
OJSILZT,X,O,O,X,X,X
OJSIZTL,X,O,O,X,X,X
OJSIZLT,X,O,O,X,X,X
OJSLTIZ,X,O,X,O,X,X
OJSLTZI,X,O,O,O,X,X
OJSLITZ,X,O,X,O,X,X
OJSLIZT,X,O,O,X,X,X
OJSLZTI,X,O,O,X,X,X
OJSLZIT,X,O,O,X,X,X
OJSZTIL,X,O,O,X,X,X
OJSZTLI,X,O,O,X,X,X
OJSZITL,X,O,O,X,X,X
OJSZILT,X,O,O,X,X,X
OJSZLTI,X,O,O,X,X,X
OJSZLIT,X,O,O,X,X,X
OJZTILS,X,O,X,O,O,X
OJZTISL,X,O,O,X,O,X
OJZTLIS,X,O,X,O,O,O
OJZTLSI,X,O,X,O,O,O
OJZTSIL,X,O,O,X,O,X
OJZTSLI,X,O,O,X,O,X
OJZITLS,X,O,X,O,O,X
OJZITSL,X,O,O,X,O,X
OJZILTS,X,X,X,O,O,X
OJZILST,X,O,X,O,O,X
OJZISTL,X,O,O,X,O,X
OJZISLT,X,O,O,O,O,X
OJZLTIS,X,O,X,O,O,O
OJZLTSI,X,O,X,O,O,O
OJZLITS,X,X,X,O,O,O
OJZLIST,X,O,X,O,O,X
OJZLSTI,X,O,X,O,O,O
OJZLSIT,X,O,X,O,O,X
OJZSTIL,X,O,O,X,O,X
OJZSTLI,X,O,O,X,O,X
OJZSITL,X,O,O,X,O,X
OJZSILT,X,O,O,O,O,X
OJZSLTI,X,O,O,O,O,X
OJZSLIT,X,O,O,O,O,X
OSTILJZ,O,O,X,X,X,X
OSTILZJ,O,O,X,X,O,X
OSTIJLZ,O,O,X,X,X,X
OSTIJZL,X,O,X,X,X,X
OSTIZLJ,X,O,X,X,O,X
OSTIZJL,X,O,X,X,O,X
OSTLIJZ,O,O,X,O,X,X
OSTLIZJ,O,O,X,X,O,X
OSTLJIZ,O,O,X,O,X,X
OSTLJZI,O,O,X,O,X,X
OSTLZIJ,O,O,X,X,O,X
OSTLZJI,O,O,X,X,O,X
OSTJILZ,O,O,X,X,X,X
OSTJIZL,X,O,X,X,X,X
OSTJLIZ,O,O,X,O,X,X
OSTJLZI,O,O,X,O,X,X
OSTJZIL,O,O,X,X,X,X
OSTJZLI,O,O,X,X,X,X
OSTZILJ,O,O,X,X,O,X
OSTZIJL,O,O,X,X,O,X
OSTZLIJ,O,O,X,X,O,X
OSTZLJI,O,O,X,X,O,X
OSTZJIL,O,O,X,X,O,X
OSTZJLI,O,O,X,X,O,X
OSITLJZ,O,O,X,X,X,X
OSITLZJ,O,O,X,X,O,X
OSITJLZ,O,O,X,X,X,X
OSITJZL,X,O,X,X,X,X
OSITZLJ,X,O,X,X,O,X
OSITZJL,X,O,X,X,O,X
OSILTJZ,O,O,X,O,X,X
OSILTZJ,O,O,X,X,O,X
OSILJTZ,O,O,X,O,X,X
OSILJZT,O,O,O,X,X,X
OSILZTJ,O,X,X,X,O,X
OSILZJT,O,O,O,X,O,X
OSIJTLZ,X,O,X,X,X,X
OSIJTZL,X,O,X,X,X,X
OSIJLTZ,O,O,X,O,X,X
OSIJLZT,O,O,O,X,X,X
OSIJZTL,X,O,O,X,X,X
OSIJZLT,X,O,O,X,X,X
OSIZTLJ,O,X,X,X,O,X
OSIZTJL,O,X,X,X,O,X
OSIZLTJ,O,X,X,X,O,X
OSIZLJT,O,O,O,X,O,X
OSIZJTL,X,O,O,X,O,X
OSIZJLT,O,O,O,X,O,X
OSLTIJZ,O,O,X,O,X,X
OSLTIZJ,O,O,X,X,O,X
OSLTJIZ,O,O,X,O,X,X
OSLTJZI,O,O,X,O,X,X
OSLTZIJ,O,O,X,X,O,X
OSLTZJI,O,O,X,X,O,X
OSLITJZ,O,O,X,O,X,X
OSLITZJ,O,O,X,X,O,X
OSLIJTZ,O,O,X,O,X,X
OSLIJZT,O,O,O,X,X,X
OSLIZTJ,O,X,X,X,O,X
OSLIZJT,O,O,O,X,O,X
OSLJTIZ,O,O,X,O,X,X
OSLJTZI,O,O,O,O,X,X
OSLJITZ,O,O,X,O,X,X
OSLJIZT,O,O,O,X,X,X
OSLJZTI,O,O,O,X,X,X
OSLJZIT,O,O,O,X,X,X
OSLZTIJ,O,O,X,X,O,X
OSLZTJI,O,O,X,X,O,X
OSLZITJ,O,X,X,X,O,X
OSLZIJT,O,O,O,X,O,X
OSLZJTI,O,O,O,X,O,X
OSLZJIT,O,O,O,X,O,X
OSJTILZ,O,O,X,X,X,X
OSJTIZL,X,O,X,X,X,X
OSJTLIZ,O,O,X,O,X,X
OSJTLZI,O,O,O,O,X,X
OSJTZIL,O,O,O,X,X,X
OSJTZLI,O,O,O,X,X,X
OSJITLZ,X,O,X,X,X,X
OSJITZL,X,O,X,X,X,X
OSJILTZ,O,O,X,O,X,X
OSJILZT,O,O,O,X,X,X
OSJIZTL,X,O,O,X,X,X
OSJIZLT,X,O,O,X,X,X
OSJLTIZ,O,O,X,O,X,X
OSJLTZI,O,O,O,O,X,X
OSJLITZ,O,O,X,O,X,X
OSJLIZT,O,O,O,X,X,X
OSJLZTI,O,O,O,X,X,X
OSJLZIT,O,O,O,X,X,X
OSJZTIL,X,O,O,X,X,X
OSJZTLI,X,O,O,X,X,X
OSJZITL,X,O,O,X,X,X
OSJZILT,O,O,O,X,X,X
OSJZLTI,O,O,O,X,X,X
OSJZLIT,O,O,O,X,X,X
OSZTILJ,O,O,X,X,O,X
OSZTIJL,O,O,X,X,O,X
OSZTLIJ,O,O,X,X,O,X
OSZTLJI,O,O,X,X,O,X
OSZTJIL,O,O,X,X,O,X
OSZTJLI,O,O,X,X,O,X
OSZITLJ,O,X,X,X,O,X
OSZITJL,O,X,X,X,O,X
OSZILTJ,O,X,X,X,O,X
OSZILJT,O,O,O,X,O,X
OSZIJTL,X,O,O,X,O,X
OSZIJLT,O,O,O,X,O,X
OSZLTIJ,O,O,X,X,O,X
OSZLTJI,O,O,X,X,O,X
OSZLITJ,O,X,X,X,O,X
OSZLIJT,O,O,O,X,O,X
OSZLJTI,O,O,O,X,O,X
OSZLJIT,O,O,O,X,O,X
OSZJTIL,X,O,O,X,O,X
OSZJTLI,X,O,O,X,O,X
OSZJITL,X,O,O,X,O,X
OSZJILT,O,O,O,X,O,X
OSZJLTI,O,O,O,X,O,X
OSZJLIT,O,O,O,X,O,X
OZTILJS,O,X,X,O,O,O
OZTILSJ,O,X,X,O,O,O
OZTIJLS,O,O,X,O,O,O
OZTIJSL,X,O,X,X,O,X
OZTISLJ,X,O,X,X,O,X
OZTISJL,X,O,X,X,O,X
OZTLIJS,O,X,X,O,O,O
OZTLISJ,O,X,X,O,O,O
OZTLJIS,O,X,X,O,O,O
OZTLJSI,O,X,X,O,O,O
OZTLSIJ,O,X,X,O,O,O
OZTLSJI,O,X,X,O,O,O
OZTJILS,O,O,X,O,O,X
OZTJISL,X,O,X,X,O,X
OZTJLIS,O,O,X,O,O,O
OZTJLSI,O,O,X,O,O,O
OZTJSIL,X,O,X,X,O,X
OZTJSLI,X,O,X,X,O,X
OZTSILJ,X,O,X,X,O,X
OZTSIJL,X,O,X,X,O,X
OZTSLIJ,X,O,X,X,O,X
OZTSLJI,X,O,X,X,O,X
OZTSJIL,X,O,X,X,O,X
OZTSJLI,X,O,X,X,O,X
OZITLJS,O,X,X,O,O,O
OZITLSJ,O,X,X,O,O,O
OZITJLS,O,X,X,O,O,O
OZITJSL,X,X,X,X,O,X
OZITSLJ,X,X,X,X,O,X
OZITSJL,X,X,X,X,O,X
OZILTJS,O,X,X,O,O,O
OZILTSJ,O,X,X,O,O,O
OZILJTS,O,X,X,O,O,O
OZILJST,O,X,X,O,O,O
OZILSTJ,O,X,X,O,O,O
OZILSJT,O,X,X,O,O,O
OZIJTLS,X,X,X,O,O,O
OZIJTSL,X,O,O,X,O,X
OZIJLTS,X,X,X,O,O,O
OZIJLST,X,O,X,O,O,O
OZIJSTL,X,O,O,X,O,X
OZIJSLT,X,O,O,O,O,X
OZISTLJ,O,X,X,X,O,X
OZISTJL,O,X,X,X,O,X
OZISLTJ,O,X,X,O,O,X
OZISLJT,O,O,O,O,O,X
OZISJTL,X,O,O,X,O,X
OZISJLT,O,O,O,O,O,X
OZLTIJS,O,X,X,O,O,O
OZLTISJ,O,X,X,O,O,O
OZLTJIS,O,X,X,O,O,O
OZLTJSI,O,X,X,O,O,O
OZLTSIJ,O,X,X,O,O,O
OZLTSJI,O,X,X,O,O,O
OZLITJS,O,X,X,O,O,O
OZLITSJ,O,X,X,O,O,O
OZLIJTS,O,X,X,O,O,O
OZLIJST,O,X,X,O,O,O
OZLISTJ,O,X,X,O,O,O
OZLISJT,O,X,X,O,O,O
OZLJTIS,O,X,X,O,O,O
OZLJTSI,O,X,X,O,O,O
OZLJITS,O,X,X,O,O,O
OZLJIST,O,X,X,O,O,O
OZLJSTI,O,X,X,O,O,O
OZLJSIT,O,X,X,O,O,X
OZLSTIJ,O,X,X,O,O,O
OZLSTJI,O,X,X,O,O,O
OZLSITJ,O,X,X,O,O,O
OZLSIJT,O,X,X,O,O,O
OZLSJTI,O,X,X,O,O,O
OZLSJIT,O,X,X,O,O,X
OZJTILS,X,O,X,O,O,X
OZJTISL,X,O,O,X,O,X
OZJTLIS,X,O,X,O,O,O
OZJTLSI,X,O,X,O,O,O
OZJTSIL,X,O,O,X,O,X
OZJTSLI,X,O,O,X,O,X
OZJITLS,X,O,X,O,O,X
OZJITSL,X,O,O,X,O,X
OZJILTS,X,X,X,O,O,X
OZJILST,X,O,X,O,O,X
OZJISTL,X,O,O,X,O,X
OZJISLT,X,O,O,O,O,X
OZJLTIS,X,O,X,O,O,O
OZJLTSI,X,O,X,O,O,O
OZJLITS,X,X,X,O,O,O
OZJLIST,X,O,X,O,O,X
OZJLSTI,X,O,X,O,O,O
OZJLSIT,X,O,X,O,O,X
OZJSTIL,X,O,O,X,O,X
OZJSTLI,X,O,O,X,O,X
OZJSITL,X,O,O,X,O,X
OZJSILT,X,O,O,O,O,X
OZJSLTI,X,O,O,O,O,X
OZJSLIT,X,O,O,O,O,X
OZSTILJ,O,O,X,X,O,X
OZSTIJL,O,O,X,X,O,X
OZSTLIJ,O,O,X,X,O,X
OZSTLJI,O,O,X,X,O,X
OZSTJIL,O,O,X,X,O,X
OZSTJLI,O,O,X,X,O,X
OZSITLJ,O,X,X,X,O,X
OZSITJL,O,X,X,X,O,X
OZSILTJ,O,X,X,O,O,X
OZSILJT,O,O,O,O,O,X
OZSIJTL,X,O,O,X,O,X
OZSIJLT,O,O,O,O,O,X
OZSLTIJ,O,O,X,O,O,X
OZSLTJI,O,O,X,O,O,X
OZSLITJ,O,X,X,O,O,X
OZSLIJT,O,O,O,O,O,X
OZSLJTI,O,O,O,O,O,X
OZSLJIT,O,O,O,O,O,X
OZSJTIL,X,O,O,X,O,X
OZSJTLI,X,O,O,X,O,X
OZSJITL,X,O,O,X,O,X
OZSJILT,O,O,O,O,O,X
OZSJLTI,O,O,O,O,O,X
OZSJLIT,O,O,O,O,O,X
