sequence,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFRhBziBOqB8qBFs?B3rB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFclBmhBziBXmBFs?BxvB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFRhBziB0lBlmB2v?BXsB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhF3gBRiB0mBlnBTq?B2wB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFFhBXiB8nBTlBmr?BxvB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFzgBFiB8nB2qBfs?BxvB,v115@GhA8AeA8GeC8FeD8EeC8Jei/IvhFclBmiBxmBTmB1v?BXsB
SIZLOTJ,X,O,X,X,O,O,X
SIZLOJT,X,O,X,X,O,O,X
SIZJTLO,X,O,X,X,O,O,O
SIZJTOL,X,O,X,X,O,O,O
SIZJLTO,X,O,X,X,O,O,X
SIZJLOT,X,O,X,X,O,O,X
SIZJOTL,X,O,X,X,O,O,X
SIZJOLT,X,O,X,X,O,O,X
SIZOTLJ,X,O,X,X,O,O,X
SIZOTJL,X,O,X,X,O,O,X
SIZOLTJ,X,O,X,X,O,O,X
SIZOLJT,X,O,X,X,O,O,X
SIZOJTL,X,O,X,X,O,O,X
SIZOJLT,X,O,X,X,O,O,X
SIOTLJZ,X,O,O,X,X,X,X
SIOTLZJ,X,O,O,X,O,X,X
SIOTJLZ,X,O,O,X,X,X,X
SIOTJZL,X,O,O,X,X,X,O
SIOTZLJ,X,O,O,X,O,X,O
SIOTZJL,X,O,X,X,O,X,O
SIOLTJZ,X,X,O,X,X,X,X
SIOLTZJ,X,O,O,X,O,X,X
SIOLJTZ,X,X,O,X,O,O,X
SIOLJZT,X,O,O,X,O,O,X
SIOLZTJ,X,O,X,X,O,O,X
SIOLZJT,X,O,X,X,O,O,X
SIOJTLZ,X,X,O,X,O,O,X
SIOJTZL,X,O,O,X,O,O,O
SIOJLTZ,X,X,O,X,O,O,X
SIOJLZT,X,O,O,X,O,O,X
SIOJZTL,X,O,O,X,O,O,X
SIOJZLT,X,O,O,X,O,O,X
SIOZTLJ,X,O,X,X,O,O,X
SIOZTJL,X,O,X,X,O,O,X
SIOZLTJ,X,O,X,X,O,O,X
SIOZLJT,X,O,X,X,O,O,X
SIOZJTL,X,O,X,X,O,O,X
SIOZJLT,X,O,X,X,O,O,X
SLTIJZO,X,X,O,X,X,X,O
SLTIJOZ,X,X,O,X,X,X,X
SLTIZJO,X,X,X,X,X,X,O
SLTIZOJ,X,X,O,X,X,X,O
SLTIOJZ,X,X,O,O,X,X,X
SLTIOZJ,X,X,O,O,X,X,X
SLTJIZO,X,X,O,X,X,X,O
SLTJIOZ,O,X,O,X,X,X,X
SLTJZIO,O,X,O,O,X,X,O
SLTJZOI,O,X,O,O,X,X,O
SLTJOIZ,O,X,O,X,X,X,X
SLTJOZI,O,X,O,X,X,X,X
SLTZIJO,X,X,X,X,X,X,O
SLTZIOJ,O,X,O,X,X,X,O
SLTZJIO,X,X,O,X,X,X,O
SLTZJOI,X,X,O,X,X,X,O
SLTZOIJ,O,X,O,X,X,X,O
SLTZOJI,X,X,O,X,X,X,O
SLTOIJZ,X,X,O,O,X,X,X
SLTOIZJ,X,X,O,O,X,X,X
SLTOJIZ,O,X,O,O,X,X,X
SLTOJZI,O,X,O,O,X,X,X
SLTOZIJ,O,X,O,O,X,X,X
SLTOZJI,X,X,O,O,X,X,X
SLITJZO,X,X,O,X,X,O,O
SLITJOZ,X,X,O,X,X,O,X
SLITZJO,X,O,X,X,X,O,O
SLITZOJ,X,O,O,X,X,O,O
SLITOJZ,X,X,O,X,X,X,X
SLITOZJ,X,O,O,X,X,X,X
SLIJTZO,X,X,O,X,O,O,O
SLIJTOZ,X,X,O,X,X,O,X
SLIJZTO,X,X,O,X,O,O,X
SLIJZOT,X,X,O,X,O,O,X
SLIJOTZ,X,X,O,X,X,O,X
SLIJOZT,X,X,O,X,X,O,X
SLIZTJO,X,O,X,X,O,O,X
SLIZTOJ,X,O,X,X,O,O,X
SLIZJTO,X,O,X,X,O,O,X
SLIZJOT,X,O,X,X,O,O,X
SLIZOTJ,X,O,X,X,O,O,X
SLIZOJT,X,O,X,X,O,O,X
SLIOTJZ,X,X,O,X,X,X,X
SLIOTZJ,X,O,O,X,O,X,X
SLIOJTZ,X,X,O,X,O,O,X
SLIOJZT,X,X,O,X,O,O,X
SLIOZTJ,X,O,X,X,O,O,X
SLIOZJT,X,O,X,X,O,O,X
SLJTIZO,X,X,O,X,X,X,O
SLJTIOZ,O,X,O,X,X,X,X
SLJTZIO,O,X,O,O,O,X,O
SLJTZOI,O,X,O,O,O,X,O
SLJTOIZ,O,X,O,X,X,X,X
SLJTOZI,O,X,O,X,X,X,X
SLJITZO,X,X,O,X,X,X,O
SLJITOZ,O,X,O,X,X,X,X
SLJIZTO,O,X,O,X,X,X,X
SLJIZOT,O,X,O,X,X,X,X
SLJIOTZ,O,X,O,X,X,X,X
SLJIOZT,O,X,O,X,X,X,X
SLJZTIO,O,X,O,O,O,X,X
SLJZTOI,O,X,O,O,O,X,X
SLJZITO,O,X,O,O,O,X,X
SLJZIOT,O,X,O,O,X,X,X
SLJZOTI,O,X,O,O,O,X,X
SLJZOIT,O,X,O,O,X,X,X
SLJOTIZ,O,X,O,X,X,X,X
SLJOTZI,O,X,O,X,X,X,X
SLJOITZ,O,X,O,X,X,X,X
SLJOIZT,O,X,O,X,X,X,X
SLJOZTI,O,X,O,X,X,X,X
SLJOZIT,O,X,O,X,X,X,X
SLZTIJO,X,X,X,X,O,O,X
SLZTIOJ,O,X,O,X,O,O,X
SLZTJIO,X,X,O,X,O,X,X
SLZTJOI,X,X,O,X,O,X,X
SLZTOIJ,O,X,O,X,O,X,X
SLZTOJI,X,X,O,X,O,X,X
SLZITJO,X,X,X,X,O,O,X
SLZITOJ,O,X,X,X,O,O,X
SLZIJTO,X,X,X,X,O,O,X
SLZIJOT,X,X,X,X,O,O,X
SLZIOTJ,O,X,X,X,O,O,X
SLZIOJT,O,X,X,X,O,O,X
SLZJTIO,X,X,O,X,O,X,X
SLZJTOI,X,X,O,X,O,X,X
SLZJITO,X,X,O,X,O,X,X
SLZJIOT,X,X,O,X,O,X,X
SLZJOTI,X,X,O,X,O,X,X
SLZJOIT,X,X,O,X,X,X,X
SLZOTIJ,O,X,O,X,O,X,X
SLZOTJI,X,X,O,X,O,X,X
SLZOITJ,O,X,X,X,O,X,X
SLZOIJT,O,X,X,X,O,X,X
SLZOJTI,X,X,O,X,O,X,X
SLZOJIT,X,X,O,X,X,X,X
SLOTIJZ,X,X,O,O,X,X,X
SLOTIZJ,X,X,O,O,X,X,X
SLOTJIZ,O,X,O,O,X,X,X
SLOTJZI,O,X,O,O,X,X,X
SLOTZIJ,O,X,O,O,X,X,X
SLOTZJI,X,X,O,O,X,X,X
SLOITJZ,X,X,O,O,X,X,X
SLOITZJ,X,O,O,O,X,X,X
SLOIJTZ,X,X,O,O,X,X,X
SLOIJZT,X,X,O,O,X,X,X
SLOIZTJ,X,O,X,X,X,X,X
SLOIZJT,X,O,X,X,X,X,X
SLOJTIZ,O,X,O,O,X,X,X
SLOJTZI,O,X,O,O,X,X,X
SLOJITZ,O,X,O,O,X,X,X
SLOJIZT,O,X,O,O,X,X,X
SLOJZTI,O,X,O,O,X,X,X
SLOJZIT,O,X,O,O,X,X,X
SLOZTIJ,O,X,O,O,X,X,X
SLOZTJI,X,X,O,O,X,X,X
SLOZITJ,O,X,X,X,X,X,X
SLOZIJT,O,X,X,X,X,X,X
SLOZJTI,X,X,O,O,X,X,X
SLOZJIT,X,X,O,O,X,X,X
SJTILZO,X,X,O,X,O,X,O
SJTILOZ,O,X,O,X,X,X,X
SJTIZLO,X,X,O,X,O,X,O
SJTIZOL,X,X,O,X,O,X,O
SJTIOLZ,O,X,O,O,X,X,X
SJTIOZL,X,X,O,O,X,X,O
SJTLIZO,X,X,O,X,X,X,O
SJTLIOZ,O,X,O,X,X,X,X
SJTLZIO,O,X,O,O,O,X,O
SJTLZOI,O,X,O,O,O,X,O
SJTLOIZ,O,X,O,X,X,X,X
SJTLOZI,O,X,O,X,X,X,X
SJTZILO,O,X,O,O,O,X,O
SJTZIOL,O,X,O,O,O,X,O
SJTZLIO,O,X,O,O,O,X,O
SJTZLOI,O,X,O,O,O,X,O
SJTZOIL,O,X,O,O,O,X,O
SJTZOLI,O,X,O,O,O,X,O
SJTOILZ,O,X,O,O,X,X,X
SJTOIZL,X,X,O,O,X,X,O
SJTOLIZ,O,X,O,O,X,X,X
SJTOLZI,O,X,O,O,X,X,X
SJTOZIL,O,X,O,O,X,X,O
SJTOZLI,O,X,O,O,X,X,O
SJITLZO,X,X,O,X,O,O,O
SJITLOZ,O,X,O,X,X,O,X
SJITZLO,X,X,O,X,O,O,O
SJITZOL,X,X,O,X,O,O,O
SJITOLZ,O,X,O,X,X,O,X
SJITOZL,X,X,O,X,X,O,O
SJILTZO,X,X,O,X,O,O,O
SJILTOZ,O,X,O,X,X,O,X
SJILZTO,O,X,O,X,O,O,X
SJILZOT,O,X,O,X,O,O,X
SJILOTZ,O,X,O,X,X,O,X
SJILOZT,O,X,O,X,X,O,X
SJIZTLO,O,X,O,X,O,O,O
SJIZTOL,O,X,O,X,O,O,O
SJIZLTO,O,X,O,X,O,O,X
SJIZLOT,O,X,O,X,O,O,X
SJIZOTL,X,X,O,X,O,O,X
SJIZOLT,O,X,O,X,O,O,X
SJIOTLZ,X,X,O,X,O,O,X
SJIOTZL,X,X,O,X,O,O,O
SJIOLTZ,O,X,O,X,O,O,X
SJIOLZT,O,X,O,X,O,O,X
SJIOZTL,X,X,O,X,O,O,X
SJIOZLT,X,X,O,X,O,O,X
SJLTIZO,X,X,O,X,X,X,O
SJLTIOZ,O,X,O,X,X,X,X
SJLTZIO,O,X,O,O,O,X,O
SJLTZOI,O,X,O,O,O,X,O
SJLTOIZ,O,X,O,X,X,X,X
SJLTOZI,O,X,O,X,X,X,X
SJLITZO,X,X,O,X,X,X,O
SJLITOZ,O,X,O,X,X,X,X
SJLIZTO,O,X,O,X,X,X,X
SJLIZOT,O,X,O,X,X,X,X
SJLIOTZ,O,X,O,X,X,X,X
SJLIOZT,O,X,O,X,X,X,X
SJLZTIO,O,X,O,O,O,X,X
SJLZTOI,O,X,O,O,O,X,X
SJLZITO,O,X,O,O,O,X,X
SJLZIOT,O,X,O,O,X,X,X
SJLZOTI,O,X,O,O,O,X,X
SJLZOIT,O,X,O,O,X,X,X
SJLOTIZ,O,X,O,X,X,X,X
SJLOTZI,O,X,O,X,X,X,X
SJLOITZ,O,X,O,X,X,X,X
SJLOIZT,O,X,O,X,X,X,X
SJLOZTI,O,X,O,X,X,X,X
SJLOZIT,O,X,O,X,X,X,X
SJZTILO,O,X,O,O,O,O,O
SJZTIOL,O,X,O,O,O,O,O
SJZTLIO,O,X,O,O,O,X,O
SJZTLOI,O,X,O,O,O,X,O
SJZTOIL,O,X,O,O,O,X,O
SJZTOLI,O,X,O,O,O,X,O
SJZITLO,O,X,O,O,O,O,O
SJZITOL,O,X,O,O,O,O,O
SJZILTO,O,X,O,O,O,O,X
SJZILOT,O,X,O,O,O,O,X
SJZIOTL,X,X,O,O,O,O,X
SJZIOLT,O,X,O,O,O,O,X
SJZLTIO,O,X,O,O,O,X,X
SJZLTOI,O,X,O,O,O,X,X
SJZLITO,O,X,O,O,O,X,X
SJZLIOT,O,X,O,O,O,X,X
SJZLOTI,O,X,O,O,O,X,X
SJZLOIT,O,X,O,O,X,X,X
SJZOTIL,O,X,O,O,O,X,X
SJZOTLI,O,X,O,O,O,X,X
SJZOITL,X,X,O,O,O,X,X
SJZOILT,O,X,O,O,O,X,X
SJZOLTI,O,X,O,O,O,X,X
SJZOLIT,O,X,O,O,X,X,X
SJOTILZ,O,X,O,O,X,X,X
SJOTIZL,X,X,O,O,X,X,O
SJOTLIZ,O,X,O,O,X,X,X
SJOTLZI,O,X,O,O,X,X,X
SJOTZIL,O,X,O,O,X,X,O
SJOTZLI,O,X,O,O,X,X,O
SJOITLZ,X,X,O,O,X,X,X
SJOITZL,X,X,O,O,X,X,O
SJOILTZ,O,X,O,O,X,X,X
SJOILZT,O,X,O,O,X,X,X
SJOIZTL,X,X,O,O,X,X,X
SJOIZLT,X,X,O,O,X,X,X
SJOLTIZ,O,X,O,O,X,X,X
SJOLTZI,O,X,O,O,X,X,X
SJOLITZ,O,X,O,O,X,X,X
SJOLIZT,O,X,O,O,X,X,X
SJOLZTI,O,X,O,O,X,X,X
SJOLZIT,O,X,O,O,X,X,X
SJOZTIL,O,X,O,O,X,X,X
SJOZTLI,O,X,O,O,X,X,X
SJOZITL,X,X,O,O,X,X,X
SJOZILT,O,X,O,O,X,X,X
SJOZLTI,O,X,O,O,X,X,X
SJOZLIT,O,X,O,O,X,X,X
SZTILJO,X,X,X,X,O,O,O
SZTILOJ,O,X,O,X,O,O,O
SZTIJLO,X,X,X,X,O,O,O
SZTIJOL,X,X,X,X,O,O,O
SZTIOLJ,O,X,O,X,O,O,O
SZTIOJL,X,X,X,X,O,O,O
SZTLIJO,X,X,X,X,O,O,O
SZTLIOJ,O,X,O,X,O,O,O
SZTLJIO,X,X,O,X,O,X,O
SZTLJOI,X,X,O,X,O,X,O
SZTLOIJ,O,X,O,X,O,X,O
SZTLOJI,X,X,O,X,O,X,O
SZTJILO,O,X,O,X,O,O,O
SZTJIOL,O,X,O,X,O,O,O
SZTJLIO,O,X,O,X,O,X,O
SZTJLOI,O,X,O,X,O,X,O
SZTJOIL,O,X,O,X,O,X,O
SZTJOLI,O,X,O,X,O,X,O
SZTOILJ,O,X,O,X,O,O,O
SZTOIJL,X,X,X,X,X,O,O
SZTOLIJ,O,X,O,X,O,X,O
SZTOLJI,X,X,O,X,O,X,O
SZTOJIL,O,X,O,X,X,X,O
SZTOJLI,O,X,O,X,X,X,O
SZITLJO,X,X,X,X,O,O,O
SZITLOJ,O,X,X,X,O,O,O
SZITJLO,X,X,X,X,O,O,O
SZITJOL,X,X,X,X,O,O,O
SZITOLJ,O,X,X,X,O,O,O
SZITOJL,X,X,X,X,O,O,O
SZILTJO,X,X,X,X,O,O,X
SZILTOJ,O,X,X,X,O,O,X
SZILJTO,X,X,X,X,O,O,X
SZILJOT,X,X,X,X,O,O,X
SZILOTJ,O,X,X,X,O,O,X
SZILOJT,O,X,X,X,O,O,X
SZIJTLO,X,X,X,X,O,O,O
SZIJTOL,X,X,X,X,O,O,O
SZIJLTO,X,X,X,X,O,O,X
SZIJLOT,X,X,X,X,O,O,X
SZIJOTL,X,X,X,X,O,O,X
SZIJOLT,X,X,X,X,O,O,X
SZIOTLJ,X,X,X,X,O,O,X
SZIOTJL,X,X,X,X,O,O,X
SZIOLTJ,O,X,X,X,O,O,X
SZIOLJT,O,X,X,X,O,O,X
SZIOJTL,X,X,X,X,O,O,X
SZIOJLT,X,X,X,X,O,O,X
SZLTIJO,X,X,X,X,O,O,X
SZLTIOJ,O,X,O,X,O,O,X
SZLTJIO,X,X,O,X,O,X,X
SZLTJOI,X,X,O,X,O,X,X
SZLTOIJ,O,X,O,X,O,X,X
SZLTOJI,X,X,O,X,O,X,X
SZLITJO,X,X,X,X,O,O,X
SZLITOJ,O,X,X,X,O,O,X
SZLIJTO,X,X,X,X,O,O,X
SZLIJOT,X,X,X,X,O,O,X
SZLIOTJ,O,X,X,X,O,O,X
SZLIOJT,O,X,X,X,O,O,X
SZLJTIO,X,X,O,X,O,X,X
SZLJTOI,X,X,O,X,O,X,X
SZLJITO,X,X,O,X,O,X,X
SZLJIOT,X,X,O,X,O,X,X
SZLJOTI,X,X,O,X,O,X,X
SZLJOIT,X,X,O,X,X,X,X
SZLOTIJ,O,X,O,X,O,X,X
SZLOTJI,X,X,O,X,O,X,X
SZLOITJ,O,X,X,X,O,X,X
SZLOIJT,O,X,X,X,O,X,X
SZLOJTI,X,X,O,X,O,X,X
SZLOJIT,X,X,O,X,X,X,X
SZJTILO,O,X,O,X,O,O,O
SZJTIOL,O,X,O,X,O,O,O
SZJTLIO,O,X,O,X,O,X,O
SZJTLOI,O,X,O,X,O,X,O
SZJTOIL,O,X,O,X,O,X,O
SZJTOLI,O,X,O,X,O,X,O
SZJITLO,O,X,O,X,O,O,O
SZJITOL,O,X,O,X,O,O,O
SZJILTO,O,X,O,X,O,O,X
SZJILOT,O,X,O,X,O,O,X
SZJIOTL,X,X,O,X,O,O,X
SZJIOLT,O,X,O,X,O,O,X
SZJLTIO,O,X,O,X,O,X,X
SZJLTOI,O,X,O,X,O,X,X
SZJLITO,O,X,O,X,O,X,X
SZJLIOT,O,X,O,X,O,X,X
SZJLOTI,O,X,O,X,O,X,X
SZJLOIT,O,X,O,X,X,X,X
SZJOTIL,O,X,O,X,O,X,X
SZJOTLI,O,X,O,X,O,X,X
SZJOITL,X,X,O,X,O,X,X
SZJOILT,O,X,O,X,O,X,X
SZJOLTI,O,X,O,X,O,X,X
SZJOLIT,O,X,O,X,X,X,X
SZOTILJ,O,X,O,X,O,O,X
SZOTIJL,X,X,X,X,X,O,X
SZOTLIJ,O,X,O,X,O,X,X
SZOTLJI,X,X,O,X,O,X,X
SZOTJIL,O,X,O,X,X,X,X
SZOTJLI,O,X,O,X,X,X,X
SZOITLJ,X,X,X,X,O,O,X
SZOITJL,X,X,X,X,O,O,X
SZOILTJ,O,X,X,X,O,O,X
SZOILJT,O,X,X,X,O,O,X
SZOIJTL,X,X,X,X,O,O,X
SZOIJLT,X,X,X,X,O,O,X
SZOLTIJ,O,X,O,X,O,X,X
SZOLTJI,X,X,O,X,O,X,X
SZOLITJ,O,X,X,X,O,X,X
SZOLIJT,O,X,X,X,O,X,X
SZOLJTI,X,X,O,X,O,X,X
SZOLJIT,X,X,O,X,X,X,X
SZOJTIL,O,X,O,X,O,X,X
SZOJTLI,O,X,O,X,O,X,X
SZOJITL,X,X,O,X,O,X,X
SZOJILT,O,X,O,X,O,X,X
SZOJLTI,O,X,O,X,O,X,X
SZOJLIT,O,X,O,X,X,X,X
SOTILJZ,X,O,O,O,X,X,X
SOTILZJ,X,O,O,O,X,X,X
SOTIJLZ,X,O,O,O,X,X,X
SOTIJZL,X,O,O,O,X,X,O
SOTIZLJ,X,O,O,O,X,X,O
SOTIZJL,X,O,X,X,X,X,O
SOTLIJZ,X,O,O,O,X,X,X
SOTLIZJ,X,O,O,O,X,X,X
SOTLJIZ,O,O,O,O,X,X,X
SOTLJZI,O,O,O,O,X,X,X
SOTLZIJ,O,O,O,O,X,X,X
SOTLZJI,X,O,O,O,X,X,X
SOTJILZ,O,O,O,O,X,X,X
SOTJIZL,X,O,O,O,X,X,O
SOTJLIZ,O,O,O,O,X,X,X
SOTJLZI,O,O,O,O,X,X,X
SOTJZIL,O,O,O,O,X,X,O
SOTJZLI,O,O,O,O,X,X,O
SOTZILJ,O,O,O,O,X,X,O
SOTZIJL,X,O,X,X,X,X,O
SOTZLIJ,O,O,O,O,X,X,O
SOTZLJI,X,O,O,O,X,X,O
SOTZJIL,O,O,O,O,X,X,O
SOTZJLI,O,O,O,O,X,X,O
SOITLJZ,X,O,O,O,X,X,X
SOITLZJ,X,O,O,O,X,X,X
SOITJLZ,X,O,O,O,X,X,X
SOITJZL,X,O,O,O,X,X,O
SOITZLJ,X,O,O,O,X,X,O
SOITZJL,X,O,X,X,X,X,O
SOILTJZ,X,X,O,O,X,X,X
SOILTZJ,X,O,O,O,X,X,X
SOILJTZ,X,X,O,O,X,O,X
SOILJZT,X,O,O,O,X,O,X
SOILZTJ,X,O,X,X,X,O,X
SOILZJT,X,O,X,X,X,O,X
SOIJTLZ,X,X,O,O,X,O,X
SOIJTZL,X,O,O,O,X,O,O
SOIJLTZ,X,X,O,O,X,O,X
SOIJLZT,X,O,O,O,X,O,X
SOIJZTL,X,O,O,O,X,O,X
SOIJZLT,X,O,O,O,X,O,X
SOIZTLJ,X,O,X,X,X,O,X
SOIZTJL,X,O,X,X,X,O,X
SOIZLTJ,X,O,X,X,X,O,X
SOIZLJT,X,O,X,X,X,O,X
SOIZJTL,X,O,X,X,X,O,X
SOIZJLT,X,O,X,X,X,O,X
SOLTIJZ,X,X,O,O,X,X,X
SOLTIZJ,X,X,O,O,X,X,X
SOLTJIZ,O,X,O,O,X,X,X
SOLTJZI,O,X,O,O,X,X,X
SOLTZIJ,O,X,O,O,X,X,X
SOLTZJI,X,X,O,O,X,X,X
SOLITJZ,X,X,O,O,X,X,X
SOLITZJ,X,O,O,O,X,X,X
SOLIJTZ,X,X,O,O,X,X,X
SOLIJZT,X,X,O,O,X,X,X
SOLIZTJ,X,O,X,X,X,X,X
SOLIZJT,X,O,X,X,X,X,X
SOLJTIZ,O,X,O,O,X,X,X
SOLJTZI,O,X,O,O,X,X,X
SOLJITZ,O,X,O,O,X,X,X
SOLJIZT,O,X,O,O,X,X,X
SOLJZTI,O,X,O,O,X,X,X
SOLJZIT,O,X,O,O,X,X,X
SOLZTIJ,O,X,O,O,X,X,X
SOLZTJI,X,X,O,O,X,X,X
SOLZITJ,O,X,X,X,X,X,X
SOLZIJT,O,X,X,X,X,X,X
SOLZJTI,X,X,O,O,X,X,X
SOLZJIT,X,X,O,O,X,X,X
SOJTILZ,O,X,O,O,X,X,X
SOJTIZL,X,X,O,O,X,X,O
SOJTLIZ,O,X,O,O,X,X,X
SOJTLZI,O,X,O,O,X,X,X
SOJTZIL,O,X,O,O,X,X,O
SOJTZLI,O,X,O,O,X,X,O
SOJITLZ,X,X,O,O,X,X,X
SOJITZL,X,X,O,O,X,X,O
SOJILTZ,O,X,O,O,X,X,X
SOJILZT,O,X,O,O,X,X,X
SOJIZTL,X,X,O,O,X,X,X
SOJIZLT,X,X,O,O,X,X,X
SOJLTIZ,O,X,O,O,X,X,X
SOJLTZI,O,X,O,O,X,X,X
SOJLITZ,O,X,O,O,X,X,X
SOJLIZT,O,X,O,O,X,X,X
SOJLZTI,O,X,O,O,X,X,X
SOJLZIT,O,X,O,O,X,X,X
SOJZTIL,O,X,O,O,X,X,X
SOJZTLI,O,X,O,O,X,X,X
SOJZITL,X,X,O,O,X,X,X
SOJZILT,O,X,O,O,X,X,X
SOJZLTI,O,X,O,O,X,X,X
SOJZLIT,O,X,O,O,X,X,X
SOZTILJ,O,X,O,O,X,O,X
SOZTIJL,X,X,X,X,X,O,X
SOZTLIJ,O,X,O,O,X,X,X
SOZTLJI,X,X,O,O,X,X,X
SOZTJIL,O,X,O,O,X,X,X
SOZTJLI,O,X,O,O,X,X,X
SOZITLJ,X,X,X,X,X,O,X
SOZITJL,X,X,X,X,X,O,X
SOZILTJ,O,X,X,X,X,O,X
SOZILJT,O,X,X,X,X,O,X
SOZIJTL,X,X,X,X,X,O,X
SOZIJLT,X,X,X,X,X,O,X
SOZLTIJ,O,X,O,O,X,X,X
SOZLTJI,X,X,O,O,X,X,X
SOZLITJ,O,X,X,X,X,X,X
SOZLIJT,O,X,X,X,X,X,X
SOZLJTI,X,X,O,O,X,X,X
SOZLJIT,X,X,O,O,X,X,X
SOZJTIL,O,X,O,O,X,X,X
SOZJTLI,O,X,O,O,X,X,X
SOZJITL,X,X,O,O,X,X,X
SOZJILT,O,X,O,O,X,X,X
SOZJLTI,O,X,O,O,X,X,X
SOZJLIT,O,X,O,O,X,X,X
ZTILJSO,X,O,X,X,O,O,O
ZTILJOS,O,O,X,X,O,O,X
ZTILSJO,X,O,X,X,O,O,O
ZTILSOJ,O,O,X,X,O,O,O
ZTILOJS,O,O,X,X,O,X,X
ZTILOSJ,O,O,X,O,O,X,X
ZTIJLSO,O,O,X,X,O,O,O
ZTIJLOS,O,O,X,X,O,O,X
ZTIJSLO,O,O,X,X,O,O,O
ZTIJSOL,O,O,X,X,O,O,O
ZTIJOLS,O,O,X,O,O,O,X
ZTIJOSL,O,O,X,O,O,O,X
ZTISLJO,X,O,X,X,O,O,O
ZTISLOJ,O,O,X,X,O,O,O
ZTISJLO,X,O,X,X,O,O,O
ZTISJOL,X,O,X,X,O,O,O
ZTISOLJ,O,O,X,X,O,O,O
ZTISOJL,X,O,X,X,O,O,O
ZTIOLJS,O,O,X,X,O,X,X
ZTIOLSJ,O,O,X,O,O,X,X
ZTIOJLS,O,O,X,X,O,X,X
ZTIOJSL,O,O,X,X,O,X,X
ZTIOSLJ,O,O,X,O,O,X,X
ZTIOSJL,X,O,X,X,O,X,X
ZTLIJSO,X,X,X,X,O,O,O
ZTLIJOS,O,X,X,X,O,O,X
ZTLISJO,X,X,X,X,O,O,O
ZTLISOJ,O,X,X,X,O,O,O
ZTLIOJS,O,X,X,X,O,X,X
ZTLIOSJ,O,X,X,O,O,X,X
ZTLJISO,O,X,X,O,O,X,O
ZTLJIOS,O,X,X,O,X,X,X
ZTLJSIO,O,X,X,O,O,X,O
ZTLJSOI,O,X,X,O,O,X,O
ZTLJOIS,O,X,X,O,X,X,X
ZTLJOSI,O,X,X,O,O,X,O
ZTLSIJO,X,X,X,X,O,O,O
ZTLSIOJ,O,X,X,X,O,O,O
ZTLSJIO,X,X,X,X,O,X,O
ZTLSJOI,X,X,X,X,O,X,O
ZTLSOIJ,O,X,X,X,O,X,O
ZTLSOJI,X,X,X,X,O,X,O
ZTLOIJS,O,X,X,X,X,X,X
ZTLOISJ,O,X,X,O,X,X,X
ZTLOJIS,O,X,X,O,X,X,X
ZTLOJSI,O,X,X,O,X,X,O
ZTLOSIJ,O,X,X,O,X,X,O
ZTLOSJI,X,X,X,O,X,X,O
ZTJILSO,O,O,X,O,O,X,O
ZTJILOS,O,O,X,O,O,X,X
ZTJISLO,O,O,X,O,O,X,O
ZTJISOL,O,O,X,O,O,X,O
ZTJIOLS,O,O,X,O,O,X,X
ZTJIOSL,O,O,X,O,O,X,X
ZTJLISO,O,X,X,O,O,X,O
ZTJLIOS,O,X,X,O,O,X,X
ZTJLSIO,O,X,X,O,O,X,O
ZTJLSOI,O,X,X,O,O,X,O
ZTJLOIS,O,X,X,O,X,X,X
ZTJLOSI,O,X,X,O,O,X,O
ZTJSILO,O,O,X,O,O,O,O
ZTJSIOL,O,O,X,O,O,O,O
ZTJSLIO,O,O,X,O,O,X,O
ZTJSLOI,O,O,X,O,O,X,O
ZTJSOIL,O,O,X,O,O,X,O
ZTJSOLI,O,O,X,O,O,X,O
ZTJOILS,O,O,X,O,O,X,X
ZTJOISL,O,O,X,O,O,X,X
ZTJOLIS,O,X,X,O,X,X,X
ZTJOLSI,O,X,X,O,O,X,O
ZTJOSIL,O,O,X,O,O,X,O
ZTJOSLI,O,O,X,O,O,X,O
ZTSILJO,X,O,X,X,O,O,O
ZTSILOJ,O,O,X,X,O,O,O
ZTSIJLO,X,O,X,X,O,O,O
ZTSIJOL,X,O,X,X,O,O,O
ZTSIOLJ,O,O,X,X,O,O,O
ZTSIOJL,X,O,X,X,O,O,O
ZTSLIJO,X,O,X,X,O,O,O
ZTSLIOJ,O,O,X,X,O,O,O
ZTSLJIO,X,O,X,X,O,X,O
ZTSLJOI,X,O,X,X,O,X,O
ZTSLOIJ,O,O,X,X,O,X,O
ZTSLOJI,X,O,X,X,O,X,O
ZTSJILO,O,O,X,X,O,O,O
ZTSJIOL,O,O,X,X,O,O,O
ZTSJLIO,O,O,X,X,O,X,O
ZTSJLOI,O,O,X,X,O,X,O
ZTSJOIL,O,O,X,X,O,X,O
ZTSJOLI,O,O,X,X,O,X,O
ZTSOILJ,O,O,X,X,O,O,O
ZTSOIJL,X,O,X,X,X,O,O
ZTSOLIJ,O,O,X,X,O,X,O
ZTSOLJI,X,O,X,X,O,X,O
ZTSOJIL,O,O,X,X,X,X,O
ZTSOJLI,O,O,X,X,X,X,O
