sequence,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeUAJvhFRhB1nB?6oBXmB2vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0hBxiB?3lBGoByvBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0iB6oB?RmBXmB2vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0hBxiB?zlBCoB2vBXtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeaFJvhFfmB0hB?xiBGoB1vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeRAJvhF3hBOqB?lnBctBzqBCtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeUAJvhF3hBxnB?zlB2vBCtBFtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeRAJvhF3hB+oB?lnBiqB0qBzsB
LIOTSJZ,X,X,X,X,O,X,X,X
LIOTSZJ,X,X,O,X,O,X,X,X
LIOTZJS,X,O,O,X,X,X,X,X
LIOTZSJ,X,O,O,X,X,X,X,X
LIOJTSZ,X,O,O,X,O,X,X,X
LIOJTZS,X,O,O,X,O,X,X,X
LIOJSTZ,X,O,O,X,O,X,X,X
LIOJSZT,X,O,O,X,X,X,O,X
LIOJZTS,X,O,O,X,O,X,X,X
LIOJZST,X,O,O,X,X,X,O,X
LIOSTJZ,X,O,X,X,X,X,X,X
LIOSTZJ,X,O,O,X,X,X,X,X
LIOSJTZ,X,O,O,X,X,X,X,X
LIOSJZT,X,O,O,X,X,X,O,X
LIOSZTJ,X,O,O,X,X,X,X,X
LIOSZJT,X,O,O,X,X,X,O,X
LIOZTJS,X,O,O,X,X,X,X,X
LIOZTSJ,X,O,O,X,X,X,X,X
LIOZJTS,X,O,O,X,X,X,X,X
LIOZJST,X,O,O,X,X,X,O,X
LIOZSTJ,X,O,O,X,X,X,X,X
LIOZSJT,X,O,O,X,X,X,O,X
LJTISZO,O,O,O,X,O,X,O,O
LJTISOZ,O,O,X,X,O,X,X,X
LJTIZSO,O,O,O,X,O,X,O,O
LJTIZOS,O,O,O,X,X,X,X,O
LJTIOSZ,X,X,O,X,O,X,X,X
LJTIOZS,O,O,O,X,X,X,X,X
LJTSIZO,O,O,O,O,O,X,O,O
LJTSIOZ,O,O,X,O,O,X,X,X
LJTSZIO,O,O,X,O,O,X,O,O
LJTSZOI,O,O,X,O,O,X,X,O
LJTSOIZ,O,O,X,O,O,X,X,X
LJTSOZI,O,O,X,O,O,X,X,O
LJTZISO,O,O,O,O,O,X,O,O
LJTZIOS,O,O,O,O,X,X,X,O
LJTZSIO,O,O,X,O,O,X,O,O
LJTZSOI,O,O,X,O,O,X,X,O
LJTZOIS,O,O,X,X,X,X,X,O
LJTZOSI,O,O,X,X,X,X,X,O
LJTOISZ,X,O,O,X,O,X,X,X
LJTOIZS,O,O,O,X,O,X,X,X
LJTOSIZ,O,O,O,X,O,X,X,X
LJTOSZI,O,O,O,X,O,X,X,O
LJTOZIS,O,O,O,X,O,X,X,O
LJTOZSI,O,O,O,X,O,X,X,O
LJITSZO,O,O,O,X,O,X,O,O
LJITSOZ,O,O,X,X,O,X,X,X
LJITZSO,O,O,O,X,O,X,O,O
LJITZOS,O,O,O,X,X,X,X,O
LJITOSZ,X,X,O,X,O,X,X,X
LJITOZS,O,O,O,X,X,X,X,X
LJISTZO,O,O,O,X,O,X,O,O
LJISTOZ,O,O,X,X,O,X,X,X
LJISZTO,O,O,O,X,X,X,O,X
LJISZOT,X,O,X,X,X,X,O,X
LJISOTZ,X,O,X,X,X,X,X,X
LJISOZT,X,O,X,X,X,X,O,X
LJIZTSO,O,O,O,X,O,X,O,X
LJIZTOS,O,O,O,X,X,X,X,X
LJIZSTO,O,O,O,X,X,X,O,X
LJIZSOT,X,O,X,X,X,X,O,X
LJIZOTS,X,O,O,X,X,X,X,X
LJIZOST,X,O,X,X,X,X,O,X
LJIOTSZ,X,X,O,X,O,X,X,X
LJIOTZS,X,O,O,X,X,X,X,X
LJIOSTZ,X,O,O,X,X,X,X,X
LJIOSZT,X,O,O,X,X,X,O,X
LJIOZTS,X,O,O,X,X,X,X,X
LJIOZST,X,O,O,X,X,X,O,X
LJSTIZO,O,O,O,O,O,X,O,O
LJSTIOZ,O,O,X,O,O,X,X,X
LJSTZIO,O,O,X,O,O,X,O,O
LJSTZOI,O,O,X,O,O,X,X,O
LJSTOIZ,O,O,X,O,O,X,X,X
LJSTOZI,O,O,X,O,O,X,X,O
LJSITZO,O,O,O,O,O,X,O,O
LJSITOZ,O,O,X,O,O,X,X,X
LJSIZTO,O,O,O,O,X,X,O,X
LJSIZOT,O,O,X,O,X,X,O,X
LJSIOTZ,O,O,X,O,X,X,X,X
LJSIOZT,O,O,X,O,X,X,O,X
LJSZTIO,O,O,X,O,X,X,O,O
LJSZTOI,O,O,X,O,X,O,X,O
LJSZITO,O,O,X,O,X,X,O,X
LJSZIOT,O,O,X,O,X,X,O,X
LJSZOTI,O,O,X,O,X,X,X,X
LJSZOIT,O,O,X,O,X,X,O,X
LJSOTIZ,O,O,X,O,X,X,X,X
LJSOTZI,O,O,X,O,X,X,X,O
LJSOITZ,O,O,X,O,X,X,X,X
LJSOIZT,O,O,X,O,X,X,O,X
LJSOZTI,O,O,X,O,X,X,X,X
LJSOZIT,O,O,X,O,X,X,O,X
LJZTISO,O,O,O,O,O,X,O,O
LJZTIOS,O,O,O,O,X,X,X,O
LJZTSIO,O,O,X,O,O,X,O,O
LJZTSOI,O,O,X,O,O,O,X,O
LJZTOIS,O,O,X,X,X,X,X,O
LJZTOSI,O,O,X,X,X,X,X,O
LJZITSO,O,O,O,O,O,X,O,X
LJZITOS,O,O,O,O,X,X,X,X
LJZISTO,O,O,O,X,X,X,O,X
LJZISOT,X,O,X,X,X,X,O,X
LJZIOTS,O,O,O,X,X,X,X,X
LJZIOST,X,O,X,X,X,X,O,X
LJZSTIO,O,O,X,O,X,X,O,O
LJZSTOI,O,O,X,O,X,O,X,O
LJZSITO,O,O,X,O,X,X,O,X
LJZSIOT,O,O,X,O,X,X,O,X
LJZSOTI,O,O,X,O,X,X,X,X
LJZSOIT,O,O,X,O,X,X,O,X
LJZOTIS,O,O,X,X,X,X,X,X
LJZOTSI,O,O,X,X,X,X,X,X
LJZOITS,O,O,X,X,X,X,X,X
LJZOIST,X,O,X,X,X,X,O,X
LJZOSTI,O,O,X,X,X,X,X,X
LJZOSIT,O,O,X,X,X,X,O,X
LJOTISZ,O,O,O,X,O,X,X,X
LJOTIZS,O,O,O,X,O,X,X,X
LJOTSIZ,O,O,O,O,O,X,X,X
LJOTSZI,O,O,O,O,O,X,X,O
LJOTZIS,O,O,O,O,O,X,X,O
LJOTZSI,O,O,O,O,O,X,X,O
LJOITSZ,O,O,O,X,O,X,X,X
LJOITZS,O,O,O,X,O,X,X,X
LJOISTZ,X,O,O,X,O,X,X,X
LJOISZT,X,O,O,X,X,X,O,X
LJOIZTS,O,O,O,X,O,X,X,X
LJOIZST,X,O,O,X,X,X,O,X
LJOSTIZ,O,O,O,O,O,X,X,X
LJOSTZI,O,O,O,O,O,X,X,O
LJOSITZ,O,O,O,O,O,X,X,X
LJOSIZT,O,O,O,O,X,X,O,X
LJOSZTI,O,O,O,O,X,X,X,X
LJOSZIT,O,O,O,O,X,X,O,X
LJOZTIS,O,O,O,O,O,X,X,X
LJOZTSI,O,O,O,O,O,X,X,X
LJOZITS,O,O,O,O,O,X,X,X
LJOZIST,X,O,O,X,X,X,O,X
LJOZSTI,O,O,O,O,X,X,X,X
LJOZSIT,O,O,O,O,X,X,O,X
LSTIJZO,O,O,X,O,O,X,O,X
LSTIJOZ,O,O,X,O,O,X,X,X
LSTIZJO,O,O,O,O,O,X,O,X
LSTIZOJ,O,O,O,O,O,X,X,X
LSTIOJZ,X,O,X,O,O,X,X,X
LSTIOZJ,O,O,X,O,O,X,X,X
LSTJIZO,O,O,O,O,O,X,O,O
LSTJIOZ,O,O,X,O,O,X,X,X
LSTJZIO,O,O,X,O,O,X,O,O
LSTJZOI,O,O,X,O,O,X,X,O
LSTJOIZ,O,O,X,O,O,X,X,X
LSTJOZI,O,O,X,O,O,X,X,O
LSTZIJO,O,O,X,O,O,X,O,X
LSTZIOJ,O,O,X,O,O,X,X,X
LSTZJIO,O,O,X,O,O,X,X,X
LSTZJOI,O,O,X,O,O,X,X,X
LSTZOIJ,O,O,X,O,O,X,X,X
LSTZOJI,X,O,X,X,O,X,X,X
LSTOIJZ,X,O,X,O,O,X,X,X
LSTOIZJ,O,O,X,O,O,X,X,X
LSTOJIZ,O,O,X,O,O,X,X,X
LSTOJZI,O,O,X,O,O,X,X,X
LSTOZIJ,O,O,X,O,O,X,X,X
LSTOZJI,X,O,X,X,O,X,X,X
LSITJZO,O,O,X,O,X,X,O,X
LSITJOZ,O,O,X,O,X,X,X,X
LSITZJO,O,O,O,O,X,X,O,X
LSITZOJ,O,O,O,O,X,X,X,X
LSITOJZ,X,O,X,O,X,X,X,X
LSITOZJ,O,O,X,O,X,X,X,X
LSIJTZO,O,O,O,O,X,X,O,O
LSIJTOZ,O,O,X,O,X,X,X,X
LSIJZTO,O,O,O,O,X,X,O,X
LSIJZOT,X,O,X,O,X,X,O,X
LSIJOTZ,X,O,X,O,X,X,X,X
LSIJOZT,X,O,X,O,X,X,O,X
LSIZTJO,O,O,O,O,X,X,O,X
LSIZTOJ,O,O,O,O,X,X,X,X
LSIZJTO,X,O,O,O,X,X,O,X
LSIZJOT,X,O,X,O,X,X,O,X
LSIZOTJ,O,O,X,O,X,X,X,X
LSIZOJT,X,O,X,O,X,X,O,X
LSIOTJZ,O,O,X,O,X,X,X,X
LSIOTZJ,O,O,X,O,X,X,X,X
LSIOJTZ,X,O,X,O,X,X,X,X
LSIOJZT,X,O,X,O,X,X,O,X
LSIOZTJ,O,O,X,O,X,X,X,X
LSIOZJT,X,O,X,O,X,X,O,X
LSJTIZO,O,O,O,O,O,X,O,O
LSJTIOZ,O,O,X,O,O,X,X,X
LSJTZIO,O,O,X,O,O,X,O,O
LSJTZOI,O,O,X,O,O,X,X,O
LSJTOIZ,O,O,X,O,O,X,X,X
LSJTOZI,O,O,X,O,O,X,X,O
LSJITZO,O,O,O,O,O,X,O,O
LSJITOZ,O,O,X,O,O,X,X,X
LSJIZTO,O,O,O,O,X,X,O,X
LSJIZOT,O,O,X,O,X,X,O,X
LSJIOTZ,O,O,X,O,X,X,X,X
LSJIOZT,O,O,X,O,X,X,O,X
LSJZTIO,O,O,X,O,X,X,O,O
LSJZTOI,O,O,X,O,X,O,X,O
LSJZITO,O,O,X,O,X,X,O,X
LSJZIOT,O,O,X,O,X,X,O,X
LSJZOTI,O,O,X,O,X,X,X,X
LSJZOIT,O,O,X,O,X,X,O,X
LSJOTIZ,O,O,X,O,X,X,X,X
LSJOTZI,O,O,X,O,X,X,X,O
LSJOITZ,O,O,X,O,X,X,X,X
LSJOIZT,O,O,X,O,X,X,O,X
LSJOZTI,O,O,X,O,X,X,X,X
LSJOZIT,O,O,X,O,X,X,O,X
LSZTIJO,O,O,X,O,X,X,O,X
LSZTIOJ,O,O,X,O,X,X,X,X
LSZTJIO,O,O,X,O,X,X,X,X
LSZTJOI,O,O,X,O,X,O,X,X
LSZTOIJ,O,O,X,O,X,X,X,X
LSZTOJI,X,O,X,X,X,O,X,X
LSZITJO,O,O,X,O,X,X,O,X
LSZITOJ,O,O,X,O,X,X,X,X
LSZIJTO,X,O,X,O,X,X,O,X
LSZIJOT,X,O,X,O,X,X,O,X
LSZIOTJ,O,O,X,O,X,X,X,X
LSZIOJT,X,O,X,O,X,X,O,X
LSZJTIO,O,O,X,O,X,X,O,O
LSZJTOI,O,O,X,O,X,O,X,O
LSZJITO,O,O,X,O,X,X,O,X
LSZJIOT,X,O,X,O,X,X,O,X
LSZJOTI,O,O,X,O,X,X,X,X
LSZJOIT,X,O,X,O,X,X,O,X
LSZOTIJ,O,O,X,O,X,X,X,X
LSZOTJI,O,O,X,X,X,O,X,X
LSZOITJ,O,O,X,O,X,X,X,X
LSZOIJT,X,O,X,O,X,X,O,X
LSZOJTI,X,O,X,O,X,O,X,X
LSZOJIT,X,O,X,O,X,O,X,X
LSOTIJZ,O,O,X,O,O,X,X,X
LSOTIZJ,O,O,X,O,O,X,X,X
LSOTJIZ,O,O,X,O,O,X,X,X
LSOTJZI,O,O,X,O,O,X,X,X
LSOTZIJ,O,O,X,O,O,X,X,X
LSOTZJI,O,O,X,X,O,X,X,X
LSOITJZ,O,O,X,O,X,X,X,X
LSOITZJ,O,O,X,O,X,X,X,X
LSOIJTZ,X,O,X,O,X,X,X,X
LSOIJZT,X,O,X,O,X,X,O,X
LSOIZTJ,O,O,X,O,X,X,X,X
LSOIZJT,X,O,X,O,X,X,O,X
LSOJTIZ,O,O,X,O,O,X,X,X
LSOJTZI,O,O,X,O,O,X,X,O
LSOJITZ,O,O,X,O,O,X,X,X
LSOJIZT,O,O,X,O,X,O,O,X
LSOJZTI,O,O,X,O,X,O,X,X
LSOJZIT,O,O,X,O,X,O,O,X
LSOZTIJ,O,O,X,O,X,X,X,X
LSOZTJI,O,O,X,X,X,O,X,X
LSOZITJ,O,O,X,O,X,X,X,X
LSOZIJT,X,O,X,O,X,X,O,X
LSOZJTI,X,O,X,O,X,O,X,X
LSOZJIT,X,O,X,O,X,O,X,X
LZTIJSO,O,O,O,O,X,X,O,X
LZTIJOS,O,O,O,O,X,X,X,X
LZTISJO,O,O,O,O,X,X,O,X
LZTISOJ,O,O,O,O,X,X,X,X
LZTIOJS,O,O,O,X,X,X,X,X
LZTIOSJ,O,O,O,X,X,X,X,X
LZTJISO,O,O,O,X,O,X,O,X
LZTJIOS,O,O,O,X,X,X,X,X
LZTJSIO,O,O,X,X,O,X,O,X
LZTJSOI,O,O,X,X,O,O,X,X
LZTJOIS,O,O,X,X,X,X,X,X
LZTJOSI,O,O,X,X,X,X,X,X
LZTSIJO,O,O,X,O,O,X,O,X
LZTSIOJ,O,O,X,O,O,X,X,X
LZTSJIO,O,O,X,O,O,X,X,X
LZTSJOI,O,O,X,X,O,O,X,X
LZTSOIJ,O,O,X,O,O,X,X,X
LZTSOJI,X,O,X,X,O,O,X,X
LZTOIJS,O,O,X,X,X,X,X,X
LZTOISJ,O,O,X,X,X,X,X,X
LZTOJIS,O,O,X,X,O,O,X,X
LZTOJSI,O,O,X,X,O,O,X,X
LZTOSIJ,O,O,X,X,O,X,X,X
LZTOSJI,X,O,X,X,O,O,X,X
LZITJSO,O,O,O,O,X,X,O,X
LZITJOS,O,O,O,O,X,X,X,X
LZITSJO,O,O,O,O,X,X,O,X
LZITSOJ,O,O,O,O,X,X,X,X
LZITOJS,O,O,O,X,X,X,X,X
LZITOSJ,O,O,O,X,X,X,X,X
LZIJTSO,O,O,O,O,X,X,O,X
LZIJTOS,O,O,O,O,X,X,X,X
LZIJSTO,O,O,O,X,X,X,O,X
LZIJSOT,X,O,X,X,X,X,O,X
LZIJOTS,X,O,O,X,X,X,X,X
LZIJOST,X,O,X,X,X,X,O,X
LZISTJO,O,O,O,X,X,X,O,X
LZISTOJ,O,O,O,X,X,X,X,X
LZISJTO,X,O,O,X,X,X,O,X
LZISJOT,X,O,X,X,X,X,O,X
LZISOTJ,X,O,X,X,X,X,X,X
LZISOJT,X,O,X,X,X,X,O,X
LZIOTJS,O,O,O,X,X,X,X,X
LZIOTSJ,O,O,O,X,X,X,X,X
LZIOJTS,X,O,O,X,X,X,X,X
LZIOJST,X,O,X,X,X,X,O,X
LZIOSTJ,X,O,X,X,X,X,X,X
LZIOSJT,X,O,X,X,X,X,O,X
LZJTISO,O,O,O,O,O,X,O,O
LZJTIOS,O,O,O,O,X,X,X,O
LZJTSIO,O,O,X,O,O,X,O,O
LZJTSOI,O,O,X,O,O,O,X,O
LZJTOIS,O,O,X,X,X,X,X,O
LZJTOSI,O,O,X,X,X,X,X,O
LZJITSO,O,O,O,O,O,X,O,X
LZJITOS,O,O,O,O,X,X,X,X
LZJISTO,O,O,O,X,X,X,O,X
LZJISOT,X,O,X,X,X,X,O,X
LZJIOTS,O,O,O,X,X,X,X,X
LZJIOST,X,O,X,X,X,X,O,X
LZJSTIO,O,O,X,O,X,X,O,O
LZJSTOI,O,O,X,O,X,O,X,O
LZJSITO,O,O,X,O,X,X,O,X
LZJSIOT,O,O,X,O,X,X,O,X
LZJSOTI,O,O,X,O,X,X,X,X
LZJSOIT,O,O,X,O,X,X,O,X
LZJOTIS,O,O,X,X,X,X,X,X
LZJOTSI,O,O,X,X,X,X,X,X
LZJOITS,O,O,X,X,X,X,X,X
LZJOIST,X,O,X,X,X,X,O,X
LZJOSTI,O,O,X,X,X,X,X,X
LZJOSIT,O,O,X,X,X,X,O,X
LZSTIJO,O,O,X,O,X,X,O,X
LZSTIOJ,O,O,X,O,X,X,X,X
LZSTJIO,O,O,X,O,X,X,X,X
LZSTJOI,O,O,X,O,X,O,X,X
LZSTOIJ,O,O,X,O,X,X,X,X
LZSTOJI,X,O,X,X,X,O,X,X
LZSITJO,O,O,X,O,X,X,O,X
LZSITOJ,O,O,X,O,X,X,X,X
LZSIJTO,X,O,X,O,X,X,O,X
LZSIJOT,X,O,X,O,X,X,O,X
LZSIOTJ,O,O,X,O,X,X,X,X
LZSIOJT,X,O,X,O,X,X,O,X
LZSJTIO,O,O,X,O,X,X,O,O
LZSJTOI,O,O,X,O,X,O,X,O
LZSJITO,O,O,X,O,X,X,O,X
LZSJIOT,X,O,X,O,X,X,O,X
LZSJOTI,O,O,X,O,X,X,X,X
LZSJOIT,X,O,X,O,X,X,O,X
LZSOTIJ,O,O,X,O,X,X,X,X
LZSOTJI,O,O,X,X,X,O,X,X
LZSOITJ,O,O,X,O,X,X,X,X
LZSOIJT,X,O,X,O,X,X,O,X
LZSOJTI,X,O,X,O,X,O,X,X
LZSOJIT,X,O,X,O,X,O,X,X
LZOTIJS,O,O,X,X,X,X,X,X
LZOTISJ,O,O,X,X,X,X,X,X
LZOTJIS,O,O,X,X,O,O,X,X
LZOTJSI,O,O,X,X,O,O,X,X
LZOTSIJ,O,O,X,X,O,X,X,X
LZOTSJI,O,O,X,X,O,O,X,X
LZOITJS,O,O,X,X,X,X,X,X
LZOITSJ,O,O,X,X,X,X,X,X
LZOIJTS,O,O,X,X,X,X,X,X
LZOIJST,X,O,X,X,X,X,O,X
LZOISTJ,X,O,X,X,X,X,X,X
LZOISJT,X,O,X,X,X,X,O,X
LZOJTIS,O,O,X,X,O,O,X,X
LZOJTSI,O,O,X,X,O,O,X,X
LZOJITS,O,O,X,X,O,O,X,X
LZOJIST,X,O,X,X,X,O,O,X
LZOJSTI,O,O,X,X,X,O,X,X
LZOJSIT,O,O,X,X,X,O,O,X
LZOSTIJ,O,O,X,X,X,X,X,X
LZOSTJI,O,O,X,X,X,O,X,X
LZOSITJ,O,O,X,X,X,X,X,X
LZOSIJT,X,O,X,X,X,X,O,X
LZOSJTI,O,O,X,X,X,O,X,X
LZOSJIT,X,O,X,X,X,O,X,X
LOTIJSZ,O,O,O,X,O,X,X,X
LOTIJZS,O,O,O,X,O,X,X,X
LOTISJZ,O,X,X,X,O,X,X,X
LOTISZJ,O,X,O,X,O,X,X,X
LOTIZJS,O,O,O,X,X,X,X,X
LOTIZSJ,O,O,O,X,X,X,X,X
LOTJISZ,O,O,O,X,O,X,X,X
LOTJIZS,O,O,O,X,O,X,X,X
LOTJSIZ,O,O,O,X,O,X,X,X
LOTJSZI,O,O,O,X,O,X,X,X
LOTJZIS,O,O,O,X,O,X,X,X
LOTJZSI,O,O,O,X,O,X,X,X
LOTSIJZ,O,O,X,X,O,X,X,X
LOTSIZJ,O,O,O,X,O,X,X,X
LOTSJIZ,O,O,O,X,O,X,X,X
LOTSJZI,O,O,O,X,O,X,X,X
LOTSZIJ,O,O,O,X,O,X,X,X
LOTSZJI,O,O,O,X,O,X,X,X
LOTZIJS,O,O,O,X,X,X,X,X
LOTZISJ,O,O,O,X,X,X,X,X
LOTZJIS,O,O,O,X,O,X,X,X
LOTZJSI,O,O,O,X,O,X,X,X
LOTZSIJ,O,O,O,X,O,X,X,X
LOTZSJI,O,O,O,X,O,X,X,X
LOITJSZ,O,O,O,X,O,X,X,X
LOITJZS,O,O,O,X,O,X,X,X
LOITSJZ,O,X,X,X,O,X,X,X
LOITSZJ,O,X,O,X,O,X,X,X
LOITZJS,O,O,O,X,X,X,X,X
LOITZSJ,O,O,O,X,X,X,X,X
LOIJTSZ,O,O,O,X,O,X,X,X
LOIJTZS,O,O,O,X,O,X,X,X
LOIJSTZ,X,O,O,X,O,X,X,X
LOIJSZT,X,O,O,X,X,X,O,X
LOIJZTS,O,O,O,X,O,X,X,X
LOIJZST,X,O,O,X,X,X,O,X
LOISTJZ,X,O,X,X,X,X,X,X
LOISTZJ,X,O,O,X,X,X,X,X
LOISJTZ,X,O,O,X,X,X,X,X
LOISJZT,X,O,O,X,X,X,O,X
LOISZTJ,X,O,O,X,X,X,X,X
LOISZJT,X,O,O,X,X,X,O,X
LOIZTJS,O,O,O,X,X,X,X,X
LOIZTSJ,O,O,O,X,X,X,X,X
LOIZJTS,O,O,O,X,X,X,X,X
LOIZJST,X,O,O,X,X,X,O,X
LOIZSTJ,X,O,O,X,X,X,X,X
LOIZSJT,X,O,O,X,X,X,O,X
LOJTISZ,O,O,O,X,O,X,X,X
LOJTIZS,O,O,O,X,O,X,X,X
LOJTSIZ,O,O,O,X,O,X,X,X
LOJTSZI,O,O,O,X,O,X,X,O
LOJTZIS,O,O,O,X,O,X,X,O
LOJTZSI,O,O,O,X,O,X,X,O
LOJITSZ,O,O,O,X,O,X,X,X
LOJITZS,O,O,O,X,O,X,X,X
LOJISTZ,X,O,O,X,O,X,X,X
LOJISZT,X,O,O,X,X,O,O,X
LOJIZTS,O,O,O,X,O,O,X,X
LOJIZST,X,O,O,X,X,O,O,X
LOJSTIZ,O,O,O,X,O,X,X,X
LOJSTZI,O,O,O,X,O,X,X,O
LOJSITZ,O,O,O,X,O,X,X,X
LOJSIZT,O,O,O,X,X,O,O,X
LOJSZTI,O,O,O,X,X,O,X,X
LOJSZIT,O,O,O,X,X,O,O,X
LOJZTIS,O,O,O,X,O,O,X,X
LOJZTSI,O,O,O,X,O,O,X,X
LOJZITS,O,O,O,X,O,O,X,X
LOJZIST,X,O,O,X,X,O,O,X
LOJZSTI,O,O,O,X,X,O,X,X
LOJZSIT,O,O,O,X,X,O,O,X
LOSTIJZ,O,O,X,X,O,X,X,X
LOSTIZJ,O,O,O,X,O,X,X,X
LOSTJIZ,O,O,O,X,O,X,X,X
LOSTJZI,O,O,O,X,O,X,X,X
LOSTZIJ,O,O,O,X,O,X,X,X
LOSTZJI,O,O,O,X,O,X,X,X
LOSITJZ,O,O,X,X,X,X,X,X
LOSITZJ,O,O,O,X,X,X,X,X
LOSIJTZ,X,O,O,X,X,X,X,X
LOSIJZT,X,O,O,X,X,X,O,X
LOSIZTJ,O,O,O,X,X,X,X,X
LOSIZJT,X,O,O,X,X,X,O,X
LOSJTIZ,O,O,O,X,O,X,X,X
LOSJTZI,O,O,O,X,O,X,X,O
LOSJITZ,O,O,O,X,O,X,X,X
LOSJIZT,O,O,O,X,X,O,O,X
LOSJZTI,O,O,O,X,X,O,X,X
LOSJZIT,O,O,O,X,X,O,O,X
LOSZTIJ,O,O,O,X,X,X,X,X
LOSZTJI,O,O,O,X,X,O,X,X
LOSZITJ,O,O,O,X,X,X,X,X
LOSZIJT,X,O,O,X,X,X,O,X
LOSZJTI,O,O,O,X,X,O,X,X
LOSZJIT,X,O,O,X,X,O,X,X
LOZTIJS,O,O,O,X,X,X,X,X
LOZTISJ,O,O,O,X,X,X,X,X
LOZTJIS,O,O,O,X,O,O,X,X
LOZTJSI,O,O,O,X,O,O,X,X
LOZTSIJ,O,O,O,X,O,X,X,X
LOZTSJI,O,O,O,X,O,O,X,X
LOZITJS,O,O,O,X,X,X,X,X
LOZITSJ,O,O,O,X,X,X,X,X
LOZIJTS,O,O,O,X,X,X,X,X
LOZIJST,X,O,O,X,X,X,O,X
LOZISTJ,X,O,O,X,X,X,X,X
LOZISJT,X,O,O,X,X,X,O,X
LOZJTIS,O,O,O,X,O,O,X,X
LOZJTSI,O,O,O,X,O,O,X,X
LOZJITS,O,O,O,X,O,O,X,X
LOZJIST,X,O,O,X,X,O,O,X
LOZJSTI,O,O,O,X,X,O,X,X
LOZJSIT,O,O,O,X,X,O,O,X
LOZSTIJ,O,O,O,X,X,X,X,X
LOZSTJI,O,O,O,X,X,O,X,X
LOZSITJ,O,O,O,X,X,X,X,X
LOZSIJT,X,O,O,X,X,X,O,X
LOZSJTI,O,O,O,X,X,O,X,X
LOZSJIT,X,O,O,X,X,O,X,X
JTILSZO,O,O,O,X,O,X,X,O
JTILSOZ,O,O,X,X,O,X,X,X
JTILZSO,O,O,O,X,O,X,X,O
JTILZOS,O,O,O,X,X,X,X,O
JTILOSZ,X,X,O,X,O,X,X,X
JTILOZS,O,O,O,X,X,X,X,X
JTISLZO,O,X,O,O,O,X,X,O
JTISLOZ,O,X,X,O,O,X,X,X
JTISZLO,O,O,O,O,O,X,O,X
JTISZOL,O,X,X,O,O,X,O,X
JTISOLZ,O,X,O,X,O,X,X,X
JTISOZL,O,X,O,X,O,X,X,X
JTIZLSO,O,O,O,O,O,X,X,X
JTIZLOS,O,O,O,O,X,X,X,X
JTIZSLO,O,O,O,O,O,X,O,X
JTIZSOL,O,X,X,O,O,X,O,X
JTIZOLS,O,O,O,O,X,X,X,X
JTIZOSL,X,X,O,O,X,X,X,X
JTIOLSZ,X,X,O,X,O,X,X,X
JTIOLZS,O,X,O,X,X,X,X,X
JTIOSLZ,X,X,O,X,O,X,X,X
JTIOSZL,X,X,O,X,O,X,X,X
JTIOZLS,O,O,O,X,X,X,X,X
JTIOZSL,X,X,O,X,X,X,X,X
JTLISZO,O,O,O,X,O,X,O,O
JTLISOZ,O,O,X,X,O,X,X,X
JTLIZSO,O,O,O,X,O,X,O,O
JTLIZOS,O,O,O,X,X,X,X,O
JTLIOSZ,X,X,O,X,O,X,X,X
JTLIOZS,O,O,O,X,X,X,X,X
JTLSIZO,O,O,O,O,O,X,O,O
JTLSIOZ,O,O,X,O,O,X,X,X
JTLSZIO,O,O,X,O,O,X,O,O
JTLSZOI,O,O,X,O,O,X,X,O
JTLSOIZ,O,O,X,O,O,X,X,X
JTLSOZI,O,O,X,O,O,X,X,O
JTLZISO,O,O,O,O,O,X,O,O
JTLZIOS,O,O,O,O,X,X,X,O
JTLZSIO,O,O,X,O,O,X,O,O
JTLZSOI,O,O,X,O,O,X,X,O
JTLZOIS,O,O,X,X,X,X,X,O
JTLZOSI,O,X,X,X,X,X,X,O
JTLOISZ,X,X,O,X,O,X,X,X
JTLOIZS,O,O,O,X,O,X,X,X
JTLOSIZ,O,X,O,X,O,X,X,X
JTLOSZI,O,X,O,X,O,X,X,O
JTLOZIS,O,O,O,X,O,X,X,O
JTLOZSI,O,X,O,X,O,X,X,O
JTSILZO,O,X,O,O,O,X,X,O
JTSILOZ,O,X,X,O,O,X,X,X
JTSIZLO,O,O,O,O,O,X,O,X
JTSIZOL,O,X,X,O,O,X,O,X
JTSIOLZ,O,X,O,X,O,X,X,X
JTSIOZL,O,X,O,X,O,X,X,X
JTSLIZO,O,X,O,O,O,X,O,O
JTSLIOZ,O,X,X,O,O,X,X,X
JTSLZIO,O,X,X,O,O,X,O,O
JTSLZOI,O,X,X,O,O,X,X,O
JTSLOIZ,O,X,X,O,O,X,X,X
JTSLOZI,O,X,X,O,O,X,X,O
JTSZILO,O,O,X,O,O,X,O,X
