sequence,v115@KhA8FeA8AeB8FeE8BeC8Je/EJvhFFgBxhB6oBmmBzn?B0rB,v115@KhA8FeA8AeB8FeE8BeC8Jex/IvhFThBOnBXjBlkBSt?B0rB,v115@KhA8FeA8AeB8FeE8BeC8Je/EJvhFFgBOmB0iB6oBRs?BzrB,v115@KhA8FeA8AeB8FeE8BeC8Jex/IvhFThBiiB+oBlkB3n?B0rB,v115@KhA8FeA8AeB8FeE8BeC8Jex/IvhFXiB6oBlkB2rBzn?B0rB,v115@KhA8FeA8AeB8FeE8BeC8Jex/IvhF0hB6oBlkB2rBzn?BXsB,v115@KhA8FeA8AeB8FeE8BeC8Jex/IvhFThB8nB+oBlkByr?BXsB
ZOLTJIS,O,O,X,O,O,O,X
ZOLTJSI,O,O,X,O,O,O,X
ZOLTSIJ,O,O,X,X,O,X,X
ZOLTSJI,O,O,X,X,O,X,X
ZOLITJS,X,O,X,X,X,X,X
ZOLITSJ,O,O,X,X,X,X,X
ZOLIJTS,O,O,X,X,X,X,X
ZOLIJST,O,O,X,O,X,X,X
ZOLISTJ,O,O,X,X,X,X,X
ZOLISJT,O,O,X,X,X,X,X
ZOLJTIS,O,O,X,O,O,O,X
ZOLJTSI,O,O,X,O,O,O,X
ZOLJITS,O,O,X,X,X,O,X
ZOLJIST,O,O,X,O,X,X,X
ZOLJSTI,O,O,X,O,O,O,X
ZOLJSIT,O,O,X,O,X,X,X
ZOLSTIJ,O,O,X,X,O,X,X
ZOLSTJI,O,O,X,X,O,X,X
ZOLSITJ,O,O,X,X,X,X,X
ZOLSIJT,O,O,X,X,X,X,X
ZOLSJTI,O,O,X,X,O,X,X
ZOLSJIT,O,O,X,X,X,X,X
ZOJTILS,O,O,X,O,O,O,X
ZOJTISL,O,O,X,O,O,O,X
ZOJTLIS,O,O,X,O,O,O,X
ZOJTLSI,O,O,X,O,O,O,X
ZOJTSIL,O,O,X,O,O,O,X
ZOJTSLI,O,O,X,O,O,O,X
ZOJITLS,O,O,X,O,X,O,X
ZOJITSL,O,O,X,O,X,O,X
ZOJILTS,O,O,X,X,X,O,X
ZOJILST,O,O,X,O,X,X,X
ZOJISTL,O,X,X,O,X,X,X
ZOJISLT,O,O,X,O,X,X,X
ZOJLTIS,O,O,X,O,O,O,X
ZOJLTSI,O,O,X,O,O,O,X
ZOJLITS,O,O,X,X,X,O,X
ZOJLIST,O,O,X,O,X,X,X
ZOJLSTI,O,O,X,O,O,O,X
ZOJLSIT,O,O,X,O,X,X,X
ZOJSTIL,O,O,X,O,O,O,X
ZOJSTLI,O,O,X,O,O,O,X
ZOJSITL,O,X,X,O,X,X,X
ZOJSILT,O,O,X,O,X,X,X
ZOJSLTI,O,O,X,O,O,O,X
ZOJSLIT,O,O,X,O,X,X,X
ZOSTILJ,O,O,X,X,O,X,X
ZOSTIJL,O,O,X,O,O,X,X
ZOSTLIJ,O,O,X,X,O,X,X
ZOSTLJI,O,O,X,X,O,X,X
ZOSTJIL,O,O,X,O,O,X,X
ZOSTJLI,O,O,X,O,O,X,X
ZOSITLJ,O,X,X,X,X,X,X
ZOSITJL,O,X,X,X,X,X,X
ZOSILTJ,O,O,X,X,X,X,X
ZOSILJT,O,O,X,X,X,X,X
ZOSIJTL,O,X,X,O,X,X,X
ZOSIJLT,O,O,X,O,X,X,X
ZOSLTIJ,O,O,X,X,O,X,X
ZOSLTJI,O,O,X,X,O,X,X
ZOSLITJ,O,O,X,X,X,X,X
ZOSLIJT,O,O,X,X,X,X,X
ZOSLJTI,O,O,X,X,O,X,X
ZOSLJIT,O,O,X,X,X,X,X
ZOSJTIL,O,O,X,O,O,X,X
ZOSJTLI,O,O,X,O,O,X,X
ZOSJITL,O,X,X,O,X,X,X
ZOSJILT,O,O,X,O,X,X,X
ZOSJLTI,O,O,X,O,O,X,X
ZOSJLIT,O,O,X,O,X,X,X
OTILJSZ,X,X,X,X,O,O,O
OTILJZS,X,X,X,X,O,O,O
OTILSJZ,O,O,X,X,O,O,O
OTILSZJ,O,O,X,X,O,X,X
OTILZJS,X,O,X,X,O,O,O
OTILZSJ,X,O,X,X,O,X,X
OTIJLSZ,X,X,X,X,O,O,O
OTIJLZS,X,X,X,X,O,O,O
OTIJSLZ,X,X,X,O,O,O,X
OTIJSZL,X,X,X,O,O,O,X
OTIJZLS,X,X,X,O,O,O,O
OTIJZSL,X,X,X,O,O,O,X
OTISLJZ,O,X,X,X,O,O,X
OTISLZJ,O,X,X,X,O,X,X
OTISJLZ,O,X,X,X,O,O,X
OTISJZL,X,X,X,X,O,O,X
OTISZLJ,O,X,X,X,O,X,X
OTISZJL,X,X,X,X,O,X,X
OTIZLJS,X,O,X,O,O,O,X
OTIZLSJ,X,O,X,X,O,X,X
OTIZJLS,X,O,X,O,O,O,X
OTIZJSL,X,O,X,O,O,O,X
OTIZSLJ,X,O,X,X,O,X,X
OTIZSJL,X,O,X,O,O,X,X
OTLIJSZ,X,X,X,X,O,O,O
OTLIJZS,X,X,X,X,O,O,O
OTLISJZ,O,O,X,X,O,O,O
OTLISZJ,O,O,X,X,O,X,X
OTLIZJS,X,O,X,X,O,O,O
OTLIZSJ,X,O,X,X,O,X,X
OTLJISZ,X,X,X,X,O,O,O
OTLJIZS,X,X,X,X,O,O,O
OTLJSIZ,X,X,X,X,O,O,O
OTLJSZI,X,X,X,X,O,O,O
OTLJZIS,X,X,X,X,O,O,O
OTLJZSI,X,X,X,X,O,O,O
OTLSIJZ,O,O,X,X,O,O,O
OTLSIZJ,O,O,X,X,O,X,X
OTLSJIZ,O,O,X,X,O,O,O
OTLSJZI,O,O,X,X,O,O,O
OTLSZIJ,O,O,X,X,O,X,X
OTLSZJI,O,O,X,X,O,X,X
OTLZIJS,X,O,X,X,O,O,O
OTLZISJ,O,O,X,X,O,X,X
OTLZJIS,O,O,X,X,O,O,O
OTLZJSI,O,O,X,X,O,O,O
OTLZSIJ,O,O,X,X,O,X,X
OTLZSJI,O,O,X,X,O,X,X
OTJILSZ,X,X,X,X,O,O,O
OTJILZS,X,X,X,X,O,O,O
OTJISLZ,X,X,X,O,O,O,X
OTJISZL,X,X,X,O,O,O,X
OTJIZLS,X,X,X,O,O,O,O
OTJIZSL,X,X,X,O,O,O,X
OTJLISZ,X,X,X,X,O,O,O
OTJLIZS,X,X,X,X,O,O,O
OTJLSIZ,X,X,X,X,O,O,O
OTJLSZI,X,X,X,X,O,O,O
OTJLZIS,X,X,X,X,O,O,O
OTJLZSI,X,X,X,X,O,O,O
OTJSILZ,X,X,X,O,O,O,X
OTJSIZL,X,X,X,O,O,O,X
OTJSLIZ,X,X,X,O,O,O,X
OTJSLZI,X,X,X,O,O,O,X
OTJSZIL,X,X,X,O,O,O,X
OTJSZLI,X,X,X,O,O,O,X
OTJZILS,X,X,X,O,O,O,O
OTJZISL,X,X,X,O,O,O,X
OTJZLIS,X,X,X,O,O,O,O
OTJZLSI,X,X,X,O,O,O,O
OTJZSIL,X,X,X,O,O,O,X
OTJZSLI,X,X,X,O,O,O,X
OTSILJZ,O,X,X,X,O,O,X
OTSILZJ,O,X,X,X,O,X,X
OTSIJLZ,O,X,X,X,O,O,X
OTSIJZL,X,X,X,X,O,O,X
OTSIZLJ,O,X,X,X,O,X,X
OTSIZJL,O,X,X,X,O,X,X
OTSLIJZ,O,X,X,X,O,O,X
OTSLIZJ,O,X,X,X,O,X,X
OTSLJIZ,O,X,X,X,O,O,X
OTSLJZI,O,X,X,X,O,O,X
OTSLZIJ,O,X,X,X,O,X,X
OTSLZJI,O,X,X,X,O,X,X
OTSJILZ,O,X,X,X,O,O,X
OTSJIZL,X,X,X,X,O,O,X
OTSJLIZ,O,X,X,X,O,O,X
OTSJLZI,O,X,X,X,O,O,X
OTSJZIL,O,X,X,X,O,O,X
OTSJZLI,O,X,X,X,O,O,X
OTSZILJ,O,X,X,X,O,X,X
OTSZIJL,O,X,X,X,O,X,X
OTSZLIJ,O,X,X,X,O,X,X
OTSZLJI,O,X,X,X,O,X,X
OTSZJIL,O,X,X,X,O,X,X
OTSZJLI,O,X,X,X,O,X,X
OTZILJS,X,O,X,O,O,O,X
OTZILSJ,O,O,X,X,O,X,X
OTZIJLS,X,O,X,O,O,O,X
OTZIJSL,X,O,X,O,O,O,X
OTZISLJ,O,O,X,X,O,X,X
OTZISJL,O,O,X,O,O,X,X
OTZLIJS,X,O,X,O,O,O,X
OTZLISJ,O,O,X,X,O,X,X
OTZLJIS,O,O,X,O,O,O,X
OTZLJSI,O,O,X,O,O,O,X
OTZLSIJ,O,O,X,X,O,X,X
OTZLSJI,O,O,X,X,O,X,X
OTZJILS,O,O,X,O,O,O,X
OTZJISL,O,O,X,O,O,O,X
OTZJLIS,O,O,X,O,O,O,X
OTZJLSI,O,O,X,O,O,O,X
OTZJSIL,O,O,X,O,O,O,X
OTZJSLI,O,O,X,O,O,O,X
OTZSILJ,O,O,X,X,O,X,X
OTZSIJL,O,O,X,O,O,X,X
OTZSLIJ,O,O,X,X,O,X,X
OTZSLJI,O,O,X,X,O,X,X
OTZSJIL,O,O,X,O,O,X,X
OTZSJLI,O,O,X,O,O,X,X
OITLJSZ,X,X,X,X,O,O,X
OITLJZS,X,X,X,X,O,O,X
OITLSJZ,O,X,X,X,O,O,X
OITLSZJ,O,X,X,X,O,X,X
OITLZJS,X,X,X,X,O,O,X
OITLZSJ,X,X,X,X,O,X,X
OITJLSZ,X,X,X,X,O,O,X
OITJLZS,X,X,X,X,O,O,X
OITJSLZ,X,X,X,X,O,O,X
OITJSZL,X,X,X,X,O,O,X
OITJZLS,X,X,X,X,O,O,X
OITJZSL,X,X,X,X,O,O,X
OITSLJZ,O,X,X,X,O,O,X
OITSLZJ,O,X,X,X,O,X,X
OITSJLZ,O,X,X,X,O,O,X
OITSJZL,X,X,X,X,O,O,X
OITSZLJ,O,X,X,X,O,X,X
OITSZJL,X,X,X,X,O,X,X
OITZLJS,X,X,X,X,O,O,X
OITZLSJ,X,X,X,X,O,X,X
OITZJLS,X,X,X,X,O,O,X
OITZJSL,X,X,X,X,O,O,X
OITZSLJ,X,X,X,X,O,X,X
OITZSJL,X,X,X,X,O,X,X
OILTJSZ,X,X,X,X,O,O,X
OILTJZS,X,X,X,X,O,O,X
OILTSJZ,O,X,X,X,O,O,X
OILTSZJ,O,X,X,X,O,X,X
OILTZJS,X,X,X,X,O,O,X
OILTZSJ,X,X,X,X,O,X,X
OILJTSZ,X,X,X,X,O,O,X
OILJTZS,X,X,X,X,O,O,X
OILJSTZ,O,X,O,X,O,X,X
OILJSZT,X,X,O,X,X,X,X
OILJZTS,X,X,X,X,X,O,X
OILJZST,X,X,O,X,X,X,X
OILSTJZ,O,X,O,X,O,X,X
OILSTZJ,O,X,O,X,O,X,X
OILSJTZ,O,X,O,X,O,X,X
OILSJZT,X,O,O,X,X,X,X
OILSZTJ,O,O,O,X,X,X,X
OILSZJT,O,O,O,X,X,X,X
OILZTJS,X,O,X,X,X,X,X
OILZTSJ,O,O,X,X,X,X,X
OILZJTS,O,O,X,X,X,X,X
OILZJST,O,O,O,X,X,X,X
OILZSTJ,O,O,O,X,X,X,X
OILZSJT,O,O,O,X,X,X,X
OIJTLSZ,X,X,X,X,O,O,X
OIJTLZS,X,X,X,X,O,O,X
OIJTSLZ,X,X,X,X,O,O,X
OIJTSZL,X,X,X,X,O,O,X
OIJTZLS,X,X,X,X,O,O,X
OIJTZSL,X,X,X,X,O,O,X
OIJLTSZ,X,X,X,X,O,O,X
OIJLTZS,X,X,X,X,O,O,X
OIJLSTZ,O,X,O,X,O,X,X
OIJLSZT,X,X,O,X,X,X,X
OIJLZTS,X,X,X,X,X,O,X
OIJLZST,X,X,O,X,X,X,X
OIJSTLZ,O,X,O,X,O,X,X
OIJSTZL,X,X,O,X,O,X,X
OIJSLTZ,O,X,O,X,O,X,X
OIJSLZT,X,X,O,O,X,X,X
OIJSZTL,X,X,O,O,X,X,X
OIJSZLT,X,X,O,O,X,X,X
OIJZTLS,X,X,X,X,X,O,X
OIJZTSL,X,X,X,O,X,O,X
OIJZLTS,X,X,X,X,X,O,X
OIJZLST,X,X,O,O,X,X,X
OIJZSTL,X,X,O,O,X,X,X
OIJZSLT,X,X,O,O,X,X,X
OISTLJZ,O,X,O,X,O,X,X
OISTLZJ,O,X,O,X,O,X,X
OISTJLZ,O,X,O,X,O,X,X
OISTJZL,X,X,O,X,O,X,X
OISTZLJ,O,X,O,X,O,X,X
OISTZJL,O,X,O,X,O,X,X
OISLTJZ,O,X,O,X,O,X,X
OISLTZJ,O,X,O,X,O,X,X
OISLJTZ,O,X,O,X,O,X,X
OISLJZT,X,X,O,X,X,X,X
OISLZTJ,O,X,O,X,X,X,X
OISLZJT,O,X,O,X,X,X,X
OISJTLZ,O,X,O,X,O,X,X
OISJTZL,X,X,O,X,O,X,X
OISJLTZ,O,X,O,X,O,X,X
OISJLZT,X,X,O,X,X,X,X
OISJZTL,X,X,O,X,X,X,X
OISJZLT,X,X,O,X,X,X,X
OISZTLJ,O,X,O,X,X,X,X
OISZTJL,O,X,O,X,X,X,X
OISZLTJ,O,X,O,X,X,X,X
OISZLJT,O,X,O,X,X,X,X
OISZJTL,O,X,O,X,X,X,X
OISZJLT,O,X,O,X,X,X,X
OIZTLJS,X,O,X,X,X,X,X
OIZTLSJ,O,O,X,X,X,X,X
OIZTJLS,X,O,X,X,X,X,X
OIZTJSL,X,X,X,O,X,X,X
OIZTSLJ,O,X,X,X,X,X,X
OIZTSJL,O,X,X,X,X,X,X
OIZLTJS,X,O,X,X,X,X,X
OIZLTSJ,O,O,X,X,X,X,X
OIZLJTS,O,O,X,X,X,X,X
OIZLJST,O,O,O,O,X,X,X
OIZLSTJ,O,O,O,X,X,X,X
OIZLSJT,O,O,O,X,X,X,X
OIZJTLS,O,O,X,X,X,X,X
OIZJTSL,O,X,X,O,X,X,X
OIZJLTS,O,O,X,X,X,X,X
OIZJLST,O,O,O,O,X,X,X
OIZJSTL,O,X,O,O,X,X,X
OIZJSLT,O,O,O,O,X,X,X
OIZSTLJ,O,X,O,X,X,X,X
OIZSTJL,O,X,O,X,X,X,X
OIZSLTJ,O,O,O,X,X,X,X
OIZSLJT,O,O,O,X,X,X,X
OIZSJTL,O,X,O,O,X,X,X
OIZSJLT,O,O,O,O,X,X,X
OLTIJSZ,X,X,X,X,O,O,O
OLTIJZS,X,X,X,X,O,O,O
OLTISJZ,O,O,X,X,O,O,O
OLTISZJ,O,O,X,X,O,X,X
OLTIZJS,X,O,X,X,O,O,O
OLTIZSJ,X,O,X,X,O,X,X
OLTJISZ,X,X,X,X,O,O,O
OLTJIZS,X,X,X,X,O,O,O
OLTJSIZ,X,X,X,X,O,O,O
OLTJSZI,X,X,X,X,O,O,O
OLTJZIS,X,X,X,X,O,O,O
OLTJZSI,X,X,X,X,O,O,O
OLTSIJZ,O,O,X,X,O,O,O
OLTSIZJ,O,O,X,X,O,X,X
OLTSJIZ,O,O,X,X,O,O,O
OLTSJZI,O,O,X,X,O,O,O
OLTSZIJ,O,O,X,X,O,X,X
OLTSZJI,O,O,X,X,O,X,X
OLTZIJS,X,O,X,X,O,O,O
OLTZISJ,O,O,X,X,O,X,X
OLTZJIS,O,O,X,X,O,O,O
OLTZJSI,O,O,X,X,O,O,O
OLTZSIJ,O,O,X,X,O,X,X
OLTZSJI,O,O,X,X,O,X,X
OLITJSZ,X,X,X,X,O,O,O
OLITJZS,X,X,X,X,O,O,O
OLITSJZ,O,X,X,X,O,O,O
OLITSZJ,O,X,X,X,O,X,X
OLITZJS,X,X,X,X,O,O,O
OLITZSJ,X,X,X,X,O,X,X
OLIJTSZ,X,X,X,X,O,O,O
OLIJTZS,X,X,X,X,O,O,O
OLIJSTZ,O,X,O,X,O,X,X
OLIJSZT,X,X,O,X,X,X,X
OLIJZTS,X,X,X,X,X,O,O
OLIJZST,X,X,O,X,X,X,X
OLISTJZ,O,X,O,X,O,X,X
OLISTZJ,O,X,O,X,O,X,X
OLISJTZ,O,X,O,X,O,X,X
OLISJZT,X,O,O,X,X,X,X
OLISZTJ,O,O,O,X,X,X,X
OLISZJT,O,O,O,X,X,X,X
OLIZTJS,X,O,X,X,X,X,X
OLIZTSJ,O,O,X,X,X,X,X
OLIZJTS,O,O,X,X,X,X,X
OLIZJST,O,O,O,X,X,X,X
OLIZSTJ,O,O,O,X,X,X,X
OLIZSJT,O,O,O,X,X,X,X
OLJTISZ,X,X,X,X,O,O,O
OLJTIZS,X,X,X,X,O,O,O
OLJTSIZ,X,X,X,X,O,O,O
OLJTSZI,X,X,X,X,O,O,O
OLJTZIS,X,X,X,X,O,O,O
OLJTZSI,X,X,X,X,O,O,O
OLJITSZ,X,X,X,X,O,O,O
OLJITZS,X,X,X,X,O,O,O
OLJISTZ,O,X,O,X,O,X,X
OLJISZT,X,X,O,X,X,X,X
OLJIZTS,X,X,X,X,X,O,O
OLJIZST,X,X,O,X,X,X,X
OLJSTIZ,O,X,O,X,O,O,O
OLJSTZI,O,X,X,X,O,O,O
OLJSITZ,O,X,O,X,O,X,X
OLJSIZT,X,X,O,X,X,X,X
OLJSZTI,O,X,X,X,O,O,O
OLJSZIT,O,X,X,X,X,X,X
OLJZTIS,O,X,X,X,O,O,O
OLJZTSI,O,X,X,X,O,O,O
OLJZITS,O,X,X,X,X,O,O
OLJZIST,O,X,X,X,X,X,X
OLJZSTI,O,X,X,X,O,O,O
OLJZSIT,O,X,X,X,X,X,X
OLSTIJZ,O,O,O,X,O,O,O
OLSTIZJ,O,O,O,X,O,X,X
OLSTJIZ,O,O,O,X,O,O,O
OLSTJZI,O,O,X,X,O,O,O
OLSTZIJ,O,O,X,X,O,X,X
OLSTZJI,O,O,X,X,O,X,X
OLSITJZ,O,X,O,X,O,X,X
OLSITZJ,O,X,O,X,O,X,X
OLSIJTZ,O,X,O,X,O,X,X
OLSIJZT,X,O,O,X,X,X,X
OLSIZTJ,O,O,O,X,X,X,X
OLSIZJT,O,O,O,X,X,X,X
OLSJTIZ,O,O,O,X,O,O,O
OLSJTZI,O,O,X,X,O,O,O
OLSJITZ,O,X,O,X,O,X,X
OLSJIZT,X,O,O,X,X,X,X
OLSJZTI,O,O,X,X,O,O,O
OLSJZIT,O,O,X,X,X,X,X
OLSZTIJ,O,O,X,X,O,X,X
OLSZTJI,O,O,X,X,O,X,X
OLSZITJ,O,O,X,X,X,X,X
OLSZIJT,O,O,X,X,X,X,X
OLSZJTI,O,O,X,X,O,X,X
OLSZJIT,O,O,X,X,X,X,X
OLZTIJS,X,O,X,X,O,O,O
OLZTISJ,O,O,X,X,O,X,X
OLZTJIS,O,O,X,X,O,O,O
OLZTJSI,O,O,X,X,O,O,O
OLZTSIJ,O,O,X,X,O,X,X
OLZTSJI,O,O,X,X,O,X,X
OLZITJS,X,O,X,X,X,X,X
OLZITSJ,O,O,X,X,X,X,X
OLZIJTS,O,O,X,X,X,X,X
OLZIJST,O,O,X,X,X,X,X
OLZISTJ,O,O,X,X,X,X,X
OLZISJT,O,O,X,X,X,X,X
OLZJTIS,O,O,X,X,O,O,O
OLZJTSI,O,O,X,X,O,O,O
OLZJITS,O,O,X,X,X,O,O
OLZJIST,O,O,X,X,X,X,X
OLZJSTI,O,O,X,X,O,O,O
OLZJSIT,O,O,X,X,X,X,X
OLZSTIJ,O,O,X,X,O,X,X
OLZSTJI,O,O,X,X,O,X,X
OLZSITJ,O,O,X,X,X,X,X
OLZSIJT,O,O,X,X,X,X,X
OLZSJTI,O,O,X,X,O,X,X
OLZSJIT,O,O,X,X,X,X,X
OJTILSZ,X,X,X,X,O,O,O
OJTILZS,X,X,X,X,O,O,O
OJTISLZ,X,X,X,O,O,O,X
OJTISZL,X,X,X,O,O,O,X
OJTIZLS,X,X,X,O,O,O,O
OJTIZSL,X,X,X,O,O,O,X
OJTLISZ,X,X,X,X,O,O,O
OJTLIZS,X,X,X,X,O,O,O
OJTLSIZ,X,X,X,X,O,O,O
OJTLSZI,X,X,X,X,O,O,O
OJTLZIS,X,X,X,X,O,O,O
OJTLZSI,X,X,X,X,O,O,O
OJTSILZ,X,X,X,O,O,O,X
OJTSIZL,X,X,X,O,O,O,X
OJTSLIZ,X,X,X,O,O,O,X
OJTSLZI,X,X,X,O,O,O,X
OJTSZIL,X,X,X,O,O,O,X
OJTSZLI,X,X,X,O,O,O,X
OJTZILS,X,X,X,O,O,O,O
OJTZISL,X,X,X,O,O,O,X
OJTZLIS,X,X,X,O,O,O,O
OJTZLSI,X,X,X,O,O,O,O
OJTZSIL,X,X,X,O,O,O,X
OJTZSLI,X,X,X,O,O,O,X
OJITLSZ,X,X,X,X,O,O,X
OJITLZS,X,X,X,X,O,O,X
OJITSLZ,X,X,X,X,O,O,X
OJITSZL,X,X,X,X,O,O,X
OJITZLS,X,X,X,X,O,O,X
OJITZSL,X,X,X,X,O,O,X
OJILTSZ,X,X,X,X,O,O,X
OJILTZS,X,X,X,X,O,O,X
OJILSTZ,O,X,O,X,O,X,X
OJILSZT,X,X,O,X,X,X,X
OJILZTS,X,X,X,X,X,O,X
OJILZST,X,X,O,X,X,X,X
OJISTLZ,O,X,O,X,O,X,X
OJISTZL,X,X,O,X,O,X,X
OJISLTZ,O,X,O,X,O,X,X
OJISLZT,X,X,O,O,X,X,X
OJISZTL,X,X,O,O,X,X,X
OJISZLT,X,X,O,O,X,X,X
OJIZTLS,X,X,X,X,X,O,X
OJIZTSL,X,X,X,O,X,O,X
OJIZLTS,X,X,X,X,X,O,X
OJIZLST,X,X,O,O,X,X,X
OJIZSTL,X,X,O,O,X,X,X
OJIZSLT,X,X,O,O,X,X,X
OJLTISZ,X,X,X,X,O,O,O
OJLTIZS,X,X,X,X,O,O,O
OJLTSIZ,X,X,X,X,O,O,O
OJLTSZI,X,X,X,X,O,O,O
OJLTZIS,X,X,X,X,O,O,O
OJLTZSI,X,X,X,X,O,O,O
OJLITSZ,X,X,X,X,O,O,O
OJLITZS,X,X,X,X,O,O,O
OJLISTZ,O,X,O,X,O,X,X
OJLISZT,X,X,O,X,X,X,X
OJLIZTS,X,X,X,X,X,O,O
OJLIZST,X,X,O,X,X,X,X
OJLSTIZ,O,X,O,X,O,O,O
OJLSTZI,O,X,X,X,O,O,O
OJLSITZ,O,X,O,X,O,X,X
OJLSIZT,X,X,O,X,X,X,X
OJLSZTI,O,X,X,X,O,O,O
OJLSZIT,O,X,X,X,X,X,X
OJLZTIS,O,X,X,X,O,O,O
OJLZTSI,O,X,X,X,O,O,O
OJLZITS,O,X,X,X,X,O,O
OJLZIST,O,X,X,X,X,X,X
OJLZSTI,O,X,X,X,O,O,O
OJLZSIT,O,X,X,X,X,X,X
OJSTILZ,O,X,O,O,O,O,X
OJSTIZL,X,X,O,O,O,O,X
OJSTLIZ,O,X,O,O,O,O,X
OJSTLZI,O,X,X,O,O,O,X
OJSTZIL,O,X,X,O,O,O,X
OJSTZLI,O,X,X,O,O,O,X
OJSITLZ,O,X,O,X,O,X,X
OJSITZL,X,X,O,X,O,X,X
OJSILTZ,O,X,O,X,O,X,X
OJSILZT,X,X,O,O,X,X,X
OJSIZTL,X,X,O,O,X,X,X
OJSIZLT,X,X,O,O,X,X,X
OJSLTIZ,O,X,O,O,O,O,X
OJSLTZI,O,X,X,O,O,O,X
OJSLITZ,O,X,O,X,O,X,X
OJSLIZT,X,X,O,O,X,X,X
OJSLZTI,O,X,X,O,O,O,X
OJSLZIT,O,X,X,O,X,X,X
OJSZTIL,O,X,X,O,O,O,X
OJSZTLI,O,X,X,O,O,O,X
OJSZITL,O,X,X,O,X,X,X
OJSZILT,O,X,X,O,X,X,X
OJSZLTI,O,X,X,O,O,O,X
OJSZLIT,O,X,X,O,X,X,X
OJZTILS,O,X,X,O,O,O,O
OJZTISL,O,X,X,O,O,O,X
OJZTLIS,O,X,X,O,O,O,O
OJZTLSI,O,X,X,O,O,O,O
OJZTSIL,O,X,X,O,O,O,X
OJZTSLI,O,X,X,O,O,O,X
OJZITLS,O,X,X,O,X,O,X
OJZITSL,O,X,X,O,X,O,X
OJZILTS,O,X,X,X,X,O,X
OJZILST,O,X,X,O,X,X,X
OJZISTL,O,X,X,O,X,X,X
OJZISLT,O,X,X,O,X,X,X
OJZLTIS,O,X,X,O,O,O,O
OJZLTSI,O,X,X,O,O,O,O
OJZLITS,O,X,X,X,X,O,O
OJZLIST,O,X,X,O,X,X,X
OJZLSTI,O,X,X,O,O,O,O
OJZLSIT,O,X,X,O,X,X,X
OJZSTIL,O,X,X,O,O,O,X
OJZSTLI,O,X,X,O,O,O,X
OJZSITL,O,X,X,O,X,X,X
OJZSILT,O,X,X,O,X,X,X
OJZSLTI,O,X,X,O,O,O,X
OJZSLIT,O,X,X,O,X,X,X
OSTILJZ,O,X,O,X,O,O,X
OSTILZJ,O,X,O,X,O,X,X
OSTIJLZ,O,X,O,X,O,O,X
OSTIJZL,X,X,O,X,O,O,X
OSTIZLJ,O,X,O,X,O,X,X
OSTIZJL,O,X,O,X,O,X,X
OSTLIJZ,O,X,O,X,O,O,X
OSTLIZJ,O,X,O,X,O,X,X
OSTLJIZ,O,X,O,X,O,O,X
OSTLJZI,O,X,X,X,O,O,X
OSTLZIJ,O,X,X,X,O,X,X
OSTLZJI,O,X,X,X,O,X,X
OSTJILZ,O,X,O,X,O,O,X
OSTJIZL,X,X,O,X,O,O,X
OSTJLIZ,O,X,O,X,O,O,X
OSTJLZI,O,X,X,X,O,O,X
OSTJZIL,O,X,X,X,O,O,X
OSTJZLI,O,X,X,X,O,O,X
OSTZILJ,O,X,X,X,O,X,X
OSTZIJL,O,X,X,X,O,X,X
OSTZLIJ,O,X,X,X,O,X,X
OSTZLJI,O,X,X,X,O,X,X
OSTZJIL,O,X,X,X,O,X,X
OSTZJLI,O,X,X,X,O,X,X
OSITLJZ,O,X,O,X,O,X,X
OSITLZJ,O,X,O,X,O,X,X
OSITJLZ,O,X,O,X,O,X,X
OSITJZL,X,X,O,X,O,X,X
OSITZLJ,O,X,O,X,O,X,X
OSITZJL,O,X,O,X,O,X,X
OSILTJZ,O,X,O,X,O,X,X
OSILTZJ,O,X,O,X,O,X,X
OSILJTZ,O,X,O,X,O,X,X
OSILJZT,X,X,O,X,X,X,X
OSILZTJ,O,X,O,X,X,X,X
OSILZJT,O,X,O,X,X,X,X
OSIJTLZ,O,X,O,X,O,X,X
OSIJTZL,X,X,O,X,O,X,X
OSIJLTZ,O,X,O,X,O,X,X
OSIJLZT,X,X,O,X,X,X,X
OSIJZTL,X,X,O,X,X,X,X
OSIJZLT,X,X,O,X,X,X,X
OSIZTLJ,O,X,O,X,X,X,X
OSIZTJL,O,X,O,X,X,X,X
OSIZLTJ,O,X,O,X,X,X,X
OSIZLJT,O,X,O,X,X,X,X
OSIZJTL,O,X,O,X,X,X,X
OSIZJLT,O,X,O,X,X,X,X
OSLTIJZ,O,X,O,X,O,O,X
OSLTIZJ,O,X,O,X,O,X,X
OSLTJIZ,O,X,O,X,O,O,X
OSLTJZI,O,X,X,X,O,O,X
OSLTZIJ,O,X,X,X,O,X,X
OSLTZJI,O,X,X,X,O,X,X
OSLITJZ,O,X,O,X,O,X,X
OSLITZJ,O,X,O,X,O,X,X
OSLIJTZ,O,X,O,X,O,X,X
OSLIJZT,X,X,O,X,X,X,X
OSLIZTJ,O,X,O,X,X,X,X
OSLIZJT,O,X,O,X,X,X,X
OSLJTIZ,O,X,O,X,O,O,X
OSLJTZI,O,X,X,X,O,O,X
OSLJITZ,O,X,O,X,O,X,X
OSLJIZT,X,X,O,X,X,X,X
OSLJZTI,O,X,X,X,O,O,X
OSLJZIT,O,X,X,X,X,X,X
OSLZTIJ,O,X,X,X,O,X,X
OSLZTJI,O,X,X,X,O,X,X
OSLZITJ,O,X,X,X,X,X,X
