sequence,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhB6oBXmBm?nBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBynB+oBX?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeiAJvhFzhBGjBUoBR?qBFsB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8Je/FJvhFRhBziB+oBi?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeeFJvhFChBxiBlmBc?sBToB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JexAJvhFXiB6oBllBz?nBUqBmrB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JezBJvhFfoB6oBRqBF?sBOqB8qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBVrBasBG?oBXoBUqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeyFJvhFUiBGjBfsBV?tBRqBTqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JemAJvhFUiBFjBfsBS?tBRqBTqB
JIZOLTS,O,O,O,X,O,O,X,X,X,X
JIZOLST,O,O,X,O,X,O,X,X,X,X
JIZOSTL,O,O,X,O,O,O,X,X,X,X
JIZOSLT,O,O,X,O,X,O,X,X,X,X
JIOTLSZ,X,X,X,X,X,O,X,X,X,X
JIOTLZS,X,X,X,O,O,O,X,X,X,X
JIOTSLZ,X,X,X,X,X,O,X,X,X,X
JIOTSZL,X,X,X,X,X,O,X,X,X,X
JIOTZLS,X,X,X,O,O,O,X,X,X,X
JIOTZSL,X,X,X,O,O,O,X,X,X,X
JIOLTSZ,X,X,X,X,X,O,X,O,X,O
JIOLTZS,X,X,X,X,X,O,X,O,X,X
JIOLSTZ,O,X,X,X,X,O,X,X,X,O
JIOLSZT,O,X,X,X,X,O,X,X,X,O
JIOLZTS,O,X,X,X,O,O,X,X,X,X
JIOLZST,O,X,X,O,X,O,X,X,X,X
JIOSTLZ,O,X,X,X,X,O,X,X,X,X
JIOSTZL,X,X,X,X,X,O,X,X,X,X
JIOSLTZ,O,X,X,X,X,O,X,X,X,O
JIOSLZT,O,X,X,X,X,O,X,X,X,O
JIOSZTL,O,X,X,X,O,O,X,X,X,O
JIOSZLT,O,X,X,X,X,O,X,X,X,O
JIOZTLS,O,X,X,O,O,O,X,X,X,X
JIOZTSL,X,X,X,O,O,O,X,X,X,X
JIOZLTS,O,X,X,X,O,O,X,X,X,X
JIOZLST,O,X,X,O,X,O,X,X,X,X
JIOZSTL,O,X,X,O,O,O,X,X,X,X
JIOZSLT,O,X,X,O,X,O,X,X,X,X
JLTISZO,O,O,X,X,X,O,X,O,X,O
JLTISOZ,O,O,X,X,X,O,X,O,X,O
JLTIZSO,O,O,X,O,O,O,X,O,X,O
JLTIZOS,O,O,X,O,O,X,X,O,X,X
JLTIOSZ,O,O,X,X,X,O,X,O,X,O
JLTIOZS,O,O,X,O,O,O,X,O,X,X
JLTSIZO,O,O,X,X,X,O,X,O,X,O
JLTSIOZ,O,O,X,X,X,O,X,O,X,O
JLTSZIO,O,O,X,O,O,O,X,O,X,O
JLTSZOI,O,O,X,O,O,O,X,O,X,X
JLTSOIZ,O,O,X,X,X,O,X,O,X,X
JLTSOZI,O,O,X,O,O,O,X,O,X,X
JLTZISO,O,O,X,O,O,O,X,O,X,X
JLTZIOS,O,O,X,O,O,O,X,O,X,X
JLTZSIO,O,O,X,O,O,O,X,O,X,X
JLTZSOI,O,O,X,O,O,O,X,O,X,X
JLTZOIS,O,O,X,O,O,O,X,O,X,X
JLTZOSI,O,O,X,O,O,O,X,O,X,X
JLTOISZ,O,O,X,X,X,O,X,O,X,X
JLTOIZS,O,O,X,O,O,O,X,O,X,X
JLTOSIZ,O,O,X,X,X,O,X,O,X,X
JLTOSZI,O,O,X,O,O,O,X,O,X,X
JLTOZIS,O,O,X,O,O,O,X,O,X,X
JLTOZSI,O,O,X,O,O,O,X,O,X,X
JLITSZO,O,O,X,X,X,O,X,O,X,O
JLITSOZ,O,O,X,X,X,O,X,O,X,O
JLITZSO,O,O,X,X,X,O,X,O,X,O
JLITZOS,O,O,X,X,X,X,X,O,X,X
JLITOSZ,X,X,X,X,X,O,X,O,X,O
JLITOZS,X,X,X,X,X,X,X,O,X,X
JLISTZO,O,O,X,X,X,O,O,O,X,O
JLISTOZ,O,O,X,X,X,O,O,O,X,O
JLISZTO,O,O,X,X,X,O,X,X,X,O
JLISZOT,O,O,X,X,X,O,X,X,X,O
JLISOTZ,O,O,X,X,X,O,X,X,X,O
JLISOZT,O,O,X,X,X,O,X,X,X,O
JLIZTSO,O,O,X,X,X,O,X,O,X,O
JLIZTOS,O,O,X,X,X,O,X,O,X,X
JLIZSTO,O,O,X,O,X,O,X,X,X,O
JLIZSOT,O,O,X,O,X,O,X,X,X,O
JLIZOTS,O,O,X,X,X,X,X,X,X,X
JLIZOST,O,O,X,O,X,X,X,X,X,X
JLIOTSZ,X,X,X,X,X,X,X,O,X,O
JLIOTZS,X,X,X,X,X,X,X,O,X,X
JLIOSTZ,O,O,X,X,X,X,X,X,X,O
JLIOSZT,O,O,X,X,X,X,X,X,X,O
JLIOZTS,O,O,X,X,X,X,X,X,X,X
JLIOZST,O,O,X,O,X,X,X,X,X,X
JLSTIZO,O,O,X,X,X,O,O,O,X,O
JLSTIOZ,O,O,X,X,X,O,O,O,X,O
JLSTZIO,O,O,X,X,X,O,X,O,X,O
JLSTZOI,O,O,X,X,X,O,X,O,X,X
JLSTOIZ,O,O,X,X,X,O,O,O,X,X
JLSTOZI,O,O,X,X,X,O,X,O,X,X
JLSITZO,O,O,X,X,X,O,O,O,X,O
JLSITOZ,O,O,X,X,X,O,O,O,X,O
JLSIZTO,O,O,X,X,X,O,X,X,X,O
JLSIZOT,O,O,X,X,X,O,X,X,X,O
JLSIOTZ,O,O,X,X,X,O,X,X,X,O
JLSIOZT,O,O,X,X,X,O,X,X,X,O
JLSZTIO,O,O,X,O,X,O,X,X,X,O
JLSZTOI,O,O,X,O,X,O,X,X,X,X
JLSZITO,O,O,X,O,X,O,X,X,X,O
JLSZIOT,O,O,X,O,X,O,X,X,X,O
JLSZOTI,O,O,X,O,X,O,X,X,X,X
JLSZOIT,O,O,X,O,X,O,X,X,X,X
JLSOTIZ,O,O,X,X,X,O,X,X,X,X
JLSOTZI,O,O,X,X,X,O,X,X,X,X
JLSOITZ,O,O,X,X,X,O,X,X,X,X
JLSOIZT,O,O,X,X,X,O,X,X,X,X
JLSOZTI,O,O,X,O,X,O,X,X,X,X
JLSOZIT,O,O,X,O,X,O,X,X,X,X
JLZTISO,O,O,X,O,O,O,X,O,X,X
JLZTIOS,O,O,X,O,O,O,X,O,X,X
JLZTSIO,O,O,X,O,O,O,X,O,X,X
JLZTSOI,O,O,X,O,O,O,X,O,X,X
JLZTOIS,O,O,X,O,O,O,X,O,X,X
JLZTOSI,O,O,X,O,O,O,X,O,X,X
JLZITSO,O,O,X,X,O,O,X,O,X,X
JLZITOS,O,O,X,X,O,O,X,O,X,X
JLZISTO,O,O,X,O,X,O,X,X,X,X
JLZISOT,O,O,X,O,X,O,X,X,X,X
JLZIOTS,O,O,X,X,X,X,X,X,X,X
JLZIOST,O,O,X,O,X,X,X,X,X,X
JLZSTIO,O,O,X,O,X,O,X,X,X,X
JLZSTOI,O,O,X,O,X,O,X,X,X,X
JLZSITO,O,O,X,O,X,O,X,X,X,X
JLZSIOT,O,O,X,O,X,O,X,X,X,X
JLZSOTI,O,O,X,O,X,O,X,X,X,X
JLZSOIT,O,O,X,O,X,O,X,X,X,X
JLZOTIS,O,O,X,O,O,O,X,O,X,X
JLZOTSI,O,O,X,O,O,O,X,O,X,X
JLZOITS,O,O,X,X,O,O,X,X,X,X
JLZOIST,O,O,X,O,X,O,X,X,X,X
JLZOSTI,O,O,X,O,X,O,X,X,X,X
JLZOSIT,O,O,X,O,X,O,X,X,X,X
JLOTISZ,X,X,X,X,X,O,X,O,X,X
JLOTIZS,X,X,X,O,O,O,X,O,X,X
JLOTSIZ,X,X,X,X,X,O,X,O,X,X
JLOTSZI,X,X,X,O,O,O,X,O,X,X
JLOTZIS,X,X,X,O,O,O,X,O,X,X
JLOTZSI,X,X,X,O,O,O,X,O,X,X
JLOITSZ,X,X,X,X,X,O,X,O,X,X
JLOITZS,X,X,X,X,X,O,X,O,X,X
JLOISTZ,O,O,X,X,X,O,X,X,X,X
JLOISZT,O,O,X,X,X,O,X,X,X,X
JLOIZTS,O,O,X,X,O,O,X,X,X,X
JLOIZST,O,O,X,O,X,O,X,X,X,X
JLOSTIZ,O,O,X,X,X,O,X,X,X,X
JLOSTZI,O,O,X,X,X,O,X,X,X,X
JLOSITZ,O,O,X,X,X,O,X,X,X,X
JLOSIZT,O,O,X,X,X,O,X,X,X,X
JLOSZTI,O,O,X,O,X,O,X,X,X,X
JLOSZIT,O,O,X,O,X,O,X,X,X,X
JLOZTIS,O,O,X,O,O,O,X,X,X,X
JLOZTSI,O,O,X,O,O,O,X,X,X,X
JLOZITS,O,O,X,X,O,O,X,X,X,X
JLOZIST,O,O,X,O,X,O,X,X,X,X
JLOZSTI,O,O,X,O,X,O,X,X,X,X
JLOZSIT,O,O,X,O,X,O,X,X,X,X
JSTILZO,O,O,X,X,O,O,O,X,O,X
JSTILOZ,O,O,X,X,O,O,O,X,O,X
JSTIZLO,O,O,X,X,X,O,X,X,O,X
JSTIZOL,O,O,X,X,X,O,X,X,O,X
JSTIOLZ,O,O,X,X,O,O,O,X,O,X
JSTIOZL,O,O,X,X,X,O,X,X,O,X
JSTLIZO,O,O,X,X,O,O,O,O,O,X
JSTLIOZ,O,O,X,X,O,O,O,O,O,X
JSTLZIO,O,O,X,O,O,O,X,O,O,X
JSTLZOI,O,O,X,O,O,O,X,O,X,X
JSTLOIZ,O,O,X,X,O,O,O,O,X,X
JSTLOZI,O,O,X,O,O,O,X,O,X,X
JSTZILO,O,O,X,O,O,O,X,X,O,X
JSTZIOL,O,O,X,O,O,O,X,X,O,X
JSTZLIO,O,O,X,O,O,O,X,O,O,X
JSTZLOI,O,O,X,O,O,O,X,O,X,X
JSTZOIL,O,O,X,O,O,O,X,X,O,X
JSTZOLI,O,O,X,O,O,O,X,O,X,X
JSTOILZ,O,O,X,X,O,O,O,X,O,X
JSTOIZL,O,O,X,X,O,O,X,X,O,X
JSTOLIZ,O,O,X,X,O,O,O,O,X,X
JSTOLZI,O,O,X,O,O,O,X,O,X,X
JSTOZIL,O,O,X,O,O,O,X,X,O,X
JSTOZLI,O,O,X,O,O,O,X,X,X,X
JSITLZO,O,O,X,X,O,O,O,X,O,O
JSITLOZ,O,O,X,X,O,O,O,X,O,O
JSITZLO,O,O,X,X,X,O,X,X,O,O
JSITZOL,O,O,X,X,X,O,X,X,O,O
JSITOLZ,O,O,X,X,O,O,O,X,O,X
JSITOZL,O,O,X,X,X,O,X,X,O,X
JSILTZO,O,O,X,X,O,O,O,O,O,O
JSILTOZ,O,O,X,X,O,O,O,O,O,O
JSILZTO,O,O,X,X,O,O,X,X,O,O
JSILZOT,O,O,X,X,O,O,X,X,X,O
JSILOTZ,O,O,X,X,O,O,X,X,X,O
JSILOZT,O,O,X,X,O,O,X,X,X,O
JSIZTLO,O,O,X,X,O,O,X,X,O,O
JSIZTOL,O,O,X,X,O,O,X,X,O,O
JSIZLTO,O,O,X,X,O,O,X,X,O,O
JSIZLOT,O,O,X,X,O,O,X,X,X,O
JSIZOTL,O,O,X,X,O,O,X,X,X,O
JSIZOLT,O,O,X,X,O,O,X,X,X,O
JSIOTLZ,O,O,X,X,O,O,X,X,X,X
JSIOTZL,O,O,X,X,O,O,X,X,X,X
JSIOLTZ,O,O,X,X,O,O,X,X,X,O
JSIOLZT,O,O,X,X,O,O,X,X,X,O
JSIOZTL,O,O,X,X,O,O,X,X,X,O
JSIOZLT,O,O,X,X,O,O,X,X,X,O
JSLTIZO,O,O,X,X,O,O,O,O,X,O
JSLTIOZ,O,O,X,X,O,O,O,O,X,O
JSLTZIO,O,O,X,X,O,O,X,O,X,O
JSLTZOI,O,O,X,X,O,O,X,O,X,X
JSLTOIZ,O,O,X,X,O,O,O,O,X,X
JSLTOZI,O,O,X,X,O,O,X,O,X,X
JSLITZO,O,O,X,X,O,O,O,O,X,O
JSLITOZ,O,O,X,X,O,O,O,O,X,O
JSLIZTO,O,O,X,X,O,O,X,X,X,O
JSLIZOT,O,O,X,X,O,O,X,X,X,O
JSLIOTZ,O,O,X,X,O,O,X,X,X,O
JSLIOZT,O,O,X,X,O,O,X,X,X,O
JSLZTIO,O,O,X,O,O,O,X,X,X,O
JSLZTOI,O,O,X,O,O,O,X,X,X,X
JSLZITO,O,O,X,O,O,O,X,X,X,O
JSLZIOT,O,O,X,O,O,O,X,X,X,O
JSLZOTI,O,O,X,O,O,O,X,X,X,X
JSLZOIT,O,O,X,O,O,O,X,X,X,X
JSLOTIZ,O,O,X,X,O,O,X,X,X,X
JSLOTZI,O,O,X,X,O,O,X,X,X,X
JSLOITZ,O,O,X,X,O,O,X,X,X,X
JSLOIZT,O,O,X,X,O,O,X,X,X,X
JSLOZTI,O,O,X,O,O,O,X,X,X,X
JSLOZIT,O,O,X,O,O,O,X,X,X,X
JSZTILO,O,O,X,O,O,O,X,X,O,O
JSZTIOL,O,O,X,O,O,O,X,X,O,O
JSZTLIO,O,O,X,O,O,O,X,O,O,X
JSZTLOI,O,O,X,O,O,O,X,O,X,X
JSZTOIL,O,O,X,O,O,O,X,X,O,X
JSZTOLI,O,O,X,O,O,O,X,O,X,X
JSZITLO,O,O,X,O,O,O,X,X,O,O
JSZITOL,O,O,X,O,O,O,X,X,O,O
JSZILTO,O,O,X,O,O,O,X,X,O,O
JSZILOT,O,O,X,O,O,O,X,X,X,O
JSZIOTL,O,O,X,O,O,O,X,X,X,O
JSZIOLT,O,O,X,O,O,O,X,X,X,O
JSZLTIO,O,O,X,O,O,O,X,X,X,O
JSZLTOI,O,O,X,O,O,O,X,X,X,X
JSZLITO,O,O,X,O,O,O,X,X,X,O
JSZLIOT,O,O,X,O,O,O,X,X,X,O
JSZLOTI,O,O,X,O,O,O,X,X,X,X
JSZLOIT,O,O,X,O,O,O,X,X,X,X
JSZOTIL,O,O,X,O,O,O,X,X,X,X
JSZOTLI,O,O,X,O,O,O,X,O,X,X
JSZOITL,O,O,X,O,O,O,X,X,X,X
JSZOILT,O,O,X,O,O,O,X,X,X,X
JSZOLTI,O,O,X,O,O,O,X,X,X,X
JSZOLIT,O,O,X,O,O,O,X,X,X,X
JSOTILZ,O,O,X,X,O,O,X,X,X,X
JSOTIZL,O,O,X,X,O,O,X,X,X,X
JSOTLIZ,O,O,X,X,O,O,X,X,X,X
JSOTLZI,O,O,X,O,O,O,X,X,X,X
JSOTZIL,O,O,X,O,O,O,X,X,X,X
JSOTZLI,O,O,X,O,O,O,X,X,X,X
JSOITLZ,O,O,X,X,O,O,X,X,X,X
JSOITZL,O,O,X,X,O,O,X,X,X,X
JSOILTZ,O,O,X,X,O,O,X,X,X,X
JSOILZT,O,O,X,X,O,O,X,X,X,X
JSOIZTL,O,O,X,X,O,O,X,X,X,X
JSOIZLT,O,O,X,X,O,O,X,X,X,X
JSOLTIZ,O,O,X,X,O,O,X,X,X,X
JSOLTZI,O,O,X,X,O,O,X,X,X,X
JSOLITZ,O,O,X,X,O,O,X,X,X,X
JSOLIZT,O,O,X,X,O,O,X,X,X,X
JSOLZTI,O,O,X,O,O,O,X,X,X,X
JSOLZIT,O,O,X,O,O,O,X,X,X,X
JSOZTIL,O,O,X,O,O,O,X,X,X,X
JSOZTLI,O,O,X,O,O,O,X,X,X,X
JSOZITL,O,O,X,O,O,O,X,X,X,X
JSOZILT,O,O,X,O,O,O,X,X,X,X
JSOZLTI,O,O,X,O,O,O,X,X,X,X
JSOZLIT,O,O,X,O,O,O,X,X,X,X
JZTILSO,O,O,O,O,O,O,X,O,X,X
JZTILOS,O,O,O,O,O,O,X,O,X,X
JZTISLO,O,O,O,O,O,O,X,X,X,X
JZTISOL,O,O,O,O,O,O,X,X,X,X
JZTIOLS,O,O,O,O,O,O,X,O,X,X
JZTIOSL,O,X,O,O,O,O,X,X,X,X
JZTLISO,O,O,O,O,O,O,X,O,X,X
JZTLIOS,O,O,O,O,O,O,X,O,X,X
JZTLSIO,O,O,X,O,O,O,X,O,X,X
JZTLSOI,O,O,X,O,O,O,X,O,X,X
JZTLOIS,O,O,O,O,O,O,X,O,X,X
JZTLOSI,O,O,X,O,O,O,X,O,X,X
JZTSILO,O,O,O,O,O,O,X,X,X,X
JZTSIOL,O,O,O,O,O,O,X,X,X,X
JZTSLIO,O,O,X,O,O,O,X,O,X,X
JZTSLOI,O,O,X,O,O,O,X,O,X,X
JZTSOIL,O,O,O,O,O,O,X,X,X,X
JZTSOLI,O,O,X,O,O,O,X,O,X,X
JZTOILS,O,O,O,O,O,O,X,O,X,X
JZTOISL,O,X,O,O,O,O,X,X,X,X
JZTOLIS,O,O,O,O,O,O,X,O,X,X
JZTOLSI,O,O,X,O,O,O,X,O,X,X
JZTOSIL,O,O,O,O,O,O,X,X,X,X
JZTOSLI,O,O,X,O,O,O,X,O,X,X
JZITLSO,O,O,O,O,O,O,X,O,X,X
JZITLOS,O,O,O,O,O,O,X,O,X,X
JZITSLO,O,O,O,O,O,O,X,X,X,X
JZITSOL,O,O,O,O,O,O,X,X,X,X
JZITOLS,O,O,O,O,O,O,X,O,X,X
JZITOSL,X,X,O,O,O,O,X,X,X,X
JZILTSO,O,O,O,X,O,O,X,O,X,X
JZILTOS,O,O,O,X,O,O,X,O,X,X
JZILSTO,O,O,O,O,X,O,X,X,X,X
JZILSOT,O,O,X,O,X,O,X,X,X,X
JZILOTS,O,O,O,X,X,X,X,X,X,X
JZILOST,O,O,X,O,X,X,X,X,X,X
JZISTLO,O,O,O,O,O,O,X,X,X,X
JZISTOL,O,O,O,O,O,O,X,X,X,X
JZISLTO,O,O,O,O,O,O,X,X,X,X
JZISLOT,O,O,X,O,O,O,X,X,X,X
JZISOTL,O,O,X,O,O,O,X,X,X,X
JZISOLT,O,O,X,O,O,O,X,X,X,X
JZIOTLS,O,O,O,O,O,O,X,O,X,X
JZIOTSL,O,X,O,O,O,O,X,X,X,X
JZIOLTS,O,O,O,X,O,O,X,X,X,X
JZIOLST,O,O,X,O,X,O,X,X,X,X
JZIOSTL,O,O,X,O,O,O,X,X,X,X
JZIOSLT,O,O,X,O,X,O,X,X,X,X
JZLTISO,O,O,O,O,O,O,X,O,X,X
JZLTIOS,O,O,O,O,O,O,X,O,X,X
JZLTSIO,O,O,X,O,O,O,X,O,X,X
JZLTSOI,O,O,X,O,O,O,X,O,X,X
JZLTOIS,O,O,O,O,O,O,X,O,X,X
JZLTOSI,O,O,X,O,O,O,X,O,X,X
JZLITSO,O,O,O,X,O,O,X,O,X,X
JZLITOS,O,O,O,X,O,O,X,O,X,X
JZLISTO,O,O,O,O,X,O,X,X,X,X
JZLISOT,O,O,X,O,X,O,X,X,X,X
JZLIOTS,O,O,O,X,X,X,X,X,X,X
JZLIOST,O,O,X,O,X,X,X,X,X,X
JZLSTIO,O,O,X,O,X,O,X,X,X,X
JZLSTOI,O,O,X,O,X,O,X,X,X,X
JZLSITO,O,O,X,O,X,O,X,X,X,X
JZLSIOT,O,O,X,O,X,O,X,X,X,X
JZLSOTI,O,O,X,O,X,O,X,X,X,X
JZLSOIT,O,O,X,O,X,O,X,X,X,X
JZLOTIS,O,O,X,O,O,O,X,O,X,X
JZLOTSI,O,O,X,O,O,O,X,O,X,X
JZLOITS,O,O,X,X,O,O,X,X,X,X
JZLOIST,O,O,X,O,X,O,X,X,X,X
JZLOSTI,O,O,X,O,X,O,X,X,X,X
JZLOSIT,O,O,X,O,X,O,X,X,X,X
JZSTILO,O,O,O,O,O,O,X,X,X,X
JZSTIOL,O,O,O,O,O,O,X,X,X,X
JZSTLIO,O,O,X,O,O,O,X,O,X,X
JZSTLOI,O,O,X,O,O,O,X,O,X,X
JZSTOIL,O,O,O,O,O,O,X,X,X,X
JZSTOLI,O,O,X,O,O,O,X,O,X,X
JZSITLO,O,O,O,O,O,O,X,X,X,X
JZSITOL,O,O,O,O,O,O,X,X,X,X
JZSILTO,O,O,O,O,O,O,X,X,X,X
JZSILOT,O,O,X,O,O,O,X,X,X,X
JZSIOTL,O,O,X,O,O,O,X,X,X,X
JZSIOLT,O,O,X,O,O,O,X,X,X,X
JZSLTIO,O,O,X,O,O,O,X,X,X,X
JZSLTOI,O,O,X,O,O,O,X,X,X,X
JZSLITO,O,O,X,O,O,O,X,X,X,X
JZSLIOT,O,O,X,O,O,O,X,X,X,X
JZSLOTI,O,O,X,O,O,O,X,X,X,X
JZSLOIT,O,O,X,O,O,O,X,X,X,X
JZSOTIL,O,O,X,O,O,O,X,X,X,X
JZSOTLI,O,O,X,O,O,O,X,O,X,X
JZSOITL,O,O,X,O,O,O,X,X,X,X
JZSOILT,O,O,X,O,O,O,X,X,X,X
JZSOLTI,O,O,X,O,O,O,X,X,X,X
JZSOLIT,O,O,X,O,O,O,X,X,X,X
JZOTILS,O,O,O,O,O,O,X,O,X,X
JZOTISL,O,X,O,O,O,O,X,X,X,X
JZOTLIS,O,O,O,O,O,O,X,O,X,X
JZOTLSI,O,O,X,O,O,O,X,O,X,X
JZOTSIL,O,O,O,O,O,O,X,X,X,X
JZOTSLI,O,O,X,O,O,O,X,O,X,X
JZOITLS,O,O,O,O,O,O,X,O,X,X
JZOITSL,O,X,O,O,O,O,X,X,X,X
JZOILTS,O,O,O,X,O,O,X,X,X,X
JZOILST,O,O,X,O,X,O,X,X,X,X
JZOISTL,O,O,X,O,O,O,X,X,X,X
JZOISLT,O,O,X,O,O,O,X,X,X,X
JZOLTIS,O,O,X,O,O,O,X,O,X,X
JZOLTSI,O,O,X,O,O,O,X,O,X,X
JZOLITS,O,O,X,X,O,O,X,X,X,X
JZOLIST,O,O,X,O,X,O,X,X,X,X
JZOLSTI,O,O,X,O,X,O,X,X,X,X
JZOLSIT,O,O,X,O,X,O,X,X,X,X
JZOSTIL,O,O,X,O,O,O,X,X,X,X
JZOSTLI,O,O,X,O,O,O,X,O,X,X
JZOSITL,O,O,X,O,O,O,X,X,X,X
JZOSILT,O,O,X,O,O,O,X,X,X,X
JZOSLTI,O,O,X,O,O,O,X,X,X,X
JZOSLIT,O,O,X,O,O,O,X,X,X,X
JOTILSZ,X,X,X,X,X,O,X,O,X,X
JOTILZS,X,X,X,O,O,O,X,O,X,X
JOTISLZ,X,X,X,X,X,O,X,X,X,X
JOTISZL,X,X,X,X,X,O,X,X,X,X
JOTIZLS,X,X,X,O,O,O,X,X,X,X
JOTIZSL,X,X,X,O,O,O,X,X,X,X
JOTLISZ,X,O,X,X,X,O,X,O,X,X
JOTLIZS,X,O,X,O,O,O,X,O,X,X
JOTLSIZ,X,O,X,X,X,O,X,O,X,X
JOTLSZI,X,O,X,O,O,O,X,O,X,X
JOTLZIS,X,O,X,O,O,O,X,O,X,X
JOTLZSI,X,O,X,O,O,O,X,O,X,X
JOTSILZ,X,O,X,X,O,O,X,X,X,X
JOTSIZL,X,O,X,X,X,O,X,X,X,X
JOTSLIZ,X,O,X,X,O,O,X,O,X,X
JOTSLZI,X,O,X,O,O,O,X,O,X,X
JOTSZIL,X,O,X,O,X,O,X,X,X,X
JOTSZLI,X,O,X,O,O,O,X,X,X,X
JOTZILS,X,O,X,O,O,O,X,O,X,X
JOTZISL,X,X,X,O,O,O,X,X,X,X
JOTZLIS,X,O,X,O,O,O,X,O,X,X
JOTZLSI,X,O,X,O,O,O,X,O,X,X
JOTZSIL,X,O,X,O,O,O,X,X,X,X
JOTZSLI,X,O,X,O,O,O,X,O,X,X
JOITLSZ,X,X,X,X,X,O,X,X,X,X
JOITLZS,X,X,X,O,O,O,X,X,X,X
JOITSLZ,X,X,X,X,X,O,X,X,X,X
JOITSZL,X,X,X,X,X,O,X,X,X,X
JOITZLS,X,X,X,O,O,O,X,X,X,X
JOITZSL,X,X,X,O,O,O,X,X,X,X
JOILTSZ,X,X,X,X,X,O,X,O,X,X
JOILTZS,X,X,X,X,X,O,X,O,X,X
JOILSTZ,O,X,X,X,X,O,X,X,X,X
JOILSZT,O,X,X,X,X,O,X,X,X,X
JOILZTS,O,X,X,X,O,O,X,X,X,X
JOILZST,O,X,X,O,X,O,X,X,X,X
JOISTLZ,O,X,X,X,O,O,X,X,X,X
JOISTZL,X,X,X,X,O,O,X,X,X,X
JOISLTZ,O,X,X,X,O,O,X,X,X,X
JOISLZT,O,X,X,X,O,O,X,X,X,X
JOISZTL,O,X,X,X,O,O,X,X,X,X
JOISZLT,O,X,X,X,O,O,X,X,X,X
JOIZTLS,O,X,X,O,O,O,X,X,X,X
JOIZTSL,X,X,X,O,O,O,X,X,X,X
JOIZLTS,O,X,X,X,O,O,X,X,X,X
JOIZLST,O,X,X,O,X,O,X,X,X,X
JOIZSTL,O,X,X,O,O,O,X,X,X,X
JOIZSLT,O,X,X,O,O,O,X,X,X,X
JOLTISZ,X,X,X,X,X,O,X,O,X,X
JOLTIZS,X,X,X,O,O,O,X,O,X,X
JOLTSIZ,X,X,X,X,X,O,X,O,X,X
JOLTSZI,X,X,X,O,O,O,X,O,X,X
JOLTZIS,X,X,X,O,O,O,X,O,X,X
JOLTZSI,X,X,X,O,O,O,X,O,X,X
JOLITSZ,X,X,X,X,X,O,X,O,X,X
JOLITZS,X,X,X,X,X,O,X,O,X,X
JOLISTZ,O,O,X,X,X,O,X,X,X,X
JOLISZT,O,O,X,X,X,O,X,X,X,X
JOLIZTS,O,O,X,X,O,O,X,X,X,X
JOLIZST,O,O,X,O,X,O,X,X,X,X
JOLSTIZ,O,O,X,X,X,O,X,X,X,X
JOLSTZI,O,O,X,X,X,O,X,X,X,X
JOLSITZ,O,O,X,X,X,O,X,X,X,X
JOLSIZT,O,O,X,X,X,O,X,X,X,X
JOLSZTI,O,O,X,O,X,O,X,X,X,X
JOLSZIT,O,O,X,O,X,O,X,X,X,X
JOLZTIS,O,O,X,O,O,O,X,X,X,X
JOLZTSI,O,O,X,O,O,O,X,X,X,X
JOLZITS,O,O,X,X,O,O,X,X,X,X
JOLZIST,O,O,X,O,X,O,X,X,X,X
JOLZSTI,O,O,X,O,X,O,X,X,X,X
JOLZSIT,O,O,X,O,X,O,X,X,X,X
JOSTILZ,O,O,X,X,O,O,X,X,X,X
JOSTIZL,X,O,X,X,O,O,X,X,X,X
JOSTLIZ,O,O,X,X,O,O,X,X,X,X
JOSTLZI,O,O,X,O,O,O,X,X,X,X
JOSTZIL,X,O,X,O,O,O,X,X,X,X
JOSTZLI,X,O,X,O,O,O,X,X,X,X
JOSITLZ,O,O,X,X,O,O,X,X,X,X
JOSITZL,X,O,X,X,O,O,X,X,X,X
JOSILTZ,O,O,X,X,O,O,X,X,X,X
JOSILZT,O,O,X,X,O,O,X,X,X,X
JOSIZTL,O,O,X,X,O,O,X,X,X,X
JOSIZLT,O,O,X,X,O,O,X,X,X,X
JOSLTIZ,O,O,X,X,O,O,X,X,X,X
JOSLTZI,O,O,X,X,O,O,X,X,X,X
JOSLITZ,O,O,X,X,O,O,X,X,X,X
JOSLIZT,O,O,X,X,O,O,X,X,X,X
JOSLZTI,O,O,X,O,O,O,X,X,X,X
JOSLZIT,O,O,X,O,O,O,X,X,X,X
JOSZTIL,O,O,X,O,O,O,X,X,X,X
JOSZTLI,O,O,X,O,O,O,X,X,X,X
JOSZITL,O,O,X,O,O,O,X,X,X,X
JOSZILT,O,O,X,O,O,O,X,X,X,X
JOSZLTI,O,O,X,O,O,O,X,X,X,X
JOSZLIT,O,O,X,O,O,O,X,X,X,X
