sequence,v115@FhB8HeB8HeE8DeC8JeOEJvhF6lBxhBzkBcsBXrBlrB,v115@FhB8HeB8HeE8DeC8Je0/IvhFlgB2pBxmBCnBzqBXsB,v115@FhB8HeB8HeE8DeC8JeKEJvhFzfB+lBxhBcsBXrBlrB,v115@FhB8HeB8HeE8DeC8Je0/IvhFxgBTiB2pBFrBXsBCrB,v115@FhB8HeB8HeE8DeC8Jei/IvhFFhBTiBcrBxpBXsBGqB,v115@FhB8HeB8HeE8DeC8JeKEJvhFzfBUhB1qBXnBGnBRwB,v115@FhB8HeB8HeE8DeC8JeT/IvhF1mB6nBxpBmrB/qBUrB,v115@FhB8HeB8HeE8DeC8Jex/IvhFXiBTkBSsBlqBmqB0rB,v115@FhB8HeB8HeE8DeC8JeOEJvhF8kBFmBTnB3lBCnBRwB,v115@FhB8HeB8HeE8DeC8Je3/IvhFTiBxlB2pBUrBFsBCrB,v115@FhB8HeB8HeE8DeC8Jex/IvhF0hBTkBSsBmqBlqBXsB
LJTOSZI,X,X,O,X,X,X,X,O,X,X,O
LJTOZIS,X,X,O,X,X,O,X,O,X,X,O
LJTOZSI,X,X,O,X,X,X,X,O,X,X,O
LJITSZO,X,X,X,X,X,O,O,X,X,X,X
LJITSOZ,X,X,X,X,X,O,O,X,X,X,X
LJITZSO,X,X,X,X,X,O,O,X,X,X,X
LJITZOS,X,X,X,X,X,O,O,X,O,X,X
LJITOSZ,X,X,X,X,X,O,O,X,X,X,X
LJITOZS,X,X,X,X,X,O,O,X,O,X,X
LJISTZO,X,X,X,X,X,O,O,X,X,X,X
LJISTOZ,X,X,X,X,X,O,O,X,X,X,X
LJISZTO,X,X,O,X,X,X,O,X,X,X,X
LJISZOT,X,X,O,X,X,X,O,X,X,X,X
LJISOTZ,X,X,X,X,X,X,O,X,X,X,X
LJISOZT,X,X,O,X,X,X,O,X,X,X,X
LJIZTSO,X,X,X,X,X,X,O,X,X,X,X
LJIZTOS,X,X,O,X,X,X,O,X,O,X,X
LJIZSTO,X,X,O,X,X,X,O,X,X,X,X
LJIZSOT,X,X,O,X,X,X,O,X,X,X,X
LJIZOTS,X,X,O,X,X,X,O,X,O,X,O
LJIZOST,X,X,O,X,X,X,O,X,X,X,X
LJIOTSZ,X,X,X,X,X,O,O,X,X,X,O
LJIOTZS,X,X,X,X,X,O,O,X,O,X,O
LJIOSTZ,X,X,X,X,X,X,O,X,X,X,X
LJIOSZT,X,X,O,X,X,X,O,X,X,X,X
LJIOZTS,X,X,O,X,X,X,O,X,O,X,X
LJIOZST,X,X,O,X,X,X,O,X,X,X,X
LJSTIZO,X,X,X,O,X,X,O,X,X,X,X
LJSTIOZ,X,X,X,O,X,X,O,X,X,X,X
LJSTZIO,O,X,O,O,X,X,X,X,X,X,X
LJSTZOI,X,X,O,O,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,O,X,X,X,O,X,X,X
LJSTOZI,X,X,O,O,X,X,X,O,X,X,X
LJSITZO,X,O,X,X,X,X,O,X,X,X,X
LJSITOZ,X,X,X,X,X,X,O,X,X,X,X
LJSIZTO,O,O,O,X,X,X,O,X,X,X,X
LJSIZOT,O,X,O,X,X,X,O,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,O,X,X,X,X
LJSIOZT,X,X,O,X,X,X,O,X,X,X,X
LJSZTIO,O,O,O,O,X,X,X,X,X,X,X
LJSZTOI,X,X,O,O,X,X,X,X,X,X,X
LJSZITO,O,O,O,O,X,X,X,X,X,X,X
LJSZIOT,O,X,O,O,X,X,X,X,X,X,X
LJSZOTI,O,O,O,O,X,X,X,X,X,X,O
LJSZOIT,O,O,O,O,X,X,X,X,X,X,X
LJSOTIZ,X,O,X,O,X,X,X,O,X,X,O
LJSOTZI,O,O,O,O,X,X,X,O,X,X,O
LJSOITZ,X,O,X,X,X,X,X,X,X,X,X
LJSOIZT,O,O,O,X,X,X,X,X,X,X,X
LJSOZTI,O,O,O,O,X,X,X,X,X,X,X
LJSOZIT,O,O,O,O,X,X,X,X,X,X,X
LJZTISO,X,X,X,O,X,X,O,X,X,X,X
LJZTIOS,X,X,O,X,X,X,O,X,X,X,X
LJZTSIO,X,O,O,O,X,X,X,X,X,X,X
LJZTSOI,X,X,O,O,X,X,X,X,X,X,X
LJZTOIS,X,O,O,X,X,X,X,X,X,X,O
LJZTOSI,X,O,O,X,X,X,X,X,X,X,O
LJZITSO,X,X,X,O,X,X,O,X,X,X,X
LJZITOS,X,X,O,X,X,X,O,X,O,X,X
LJZISTO,O,X,O,O,X,X,O,X,X,X,X
LJZISOT,O,X,O,O,X,X,O,X,X,X,X
LJZIOTS,O,X,O,X,X,X,O,X,O,X,O
LJZIOST,O,X,O,X,X,X,O,X,X,X,X
LJZSTIO,O,O,O,O,X,X,X,X,X,X,X
LJZSTOI,X,X,O,O,X,X,X,X,X,X,X
LJZSITO,O,O,O,O,X,X,X,X,X,X,X
LJZSIOT,O,X,O,O,X,X,X,X,X,X,X
LJZSOTI,O,O,O,O,X,X,X,X,X,X,O
LJZSOIT,O,O,O,O,X,X,X,X,X,X,X
LJZOTIS,O,O,O,X,X,X,X,X,X,X,O
LJZOTSI,O,O,O,X,X,X,X,X,X,X,O
LJZOITS,O,O,O,X,X,X,X,X,O,X,O
LJZOIST,O,X,O,X,X,X,X,X,X,X,X
LJZOSTI,O,O,O,X,X,X,X,X,X,X,O
LJZOSIT,O,O,O,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,X,X,O,O,O,X,X,O
LJOTIZS,X,O,X,X,X,O,O,O,X,X,O
LJOTSIZ,X,O,X,X,X,X,X,O,X,X,O
LJOTSZI,O,O,O,X,X,X,X,O,X,X,O
LJOTZIS,O,O,O,X,X,O,X,O,X,X,O
LJOTZSI,O,O,O,X,X,X,X,O,X,X,O
LJOITSZ,X,X,X,X,X,O,O,O,X,X,O
LJOITZS,X,O,X,X,X,O,O,O,X,X,O
LJOISTZ,X,X,X,X,X,X,O,X,X,X,X
LJOISZT,O,X,O,X,X,X,O,X,X,X,X
LJOIZTS,O,O,O,X,X,X,O,X,X,X,X
LJOIZST,O,X,O,X,X,X,O,X,X,X,X
LJOSTIZ,X,O,X,X,X,X,X,O,X,X,O
LJOSTZI,O,O,O,X,X,X,X,O,X,X,O
LJOSITZ,X,O,X,X,X,X,X,X,X,X,X
LJOSIZT,O,O,O,X,X,X,X,X,X,X,X
LJOSZTI,O,O,O,X,X,X,X,X,X,X,X
LJOSZIT,O,O,O,X,X,X,X,X,X,X,X
LJOZTIS,O,O,O,X,X,X,X,X,X,X,O
LJOZTSI,O,O,O,X,X,X,X,X,X,X,O
LJOZITS,O,O,O,X,X,X,X,X,O,X,O
LJOZIST,O,X,O,X,X,X,X,X,X,X,X
LJOZSTI,O,O,O,X,X,X,X,X,X,X,O
LJOZSIT,O,O,O,X,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,O,X,X,X,X,X
LSTIJOZ,X,X,X,X,X,O,X,X,X,X,X
LSTIZJO,X,X,X,X,X,O,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,O,X,X,X,X,X
LSTIOJZ,X,X,X,X,X,O,X,O,X,X,X
LSTIOZJ,X,X,X,X,X,O,X,O,X,X,X
LSTJIZO,X,X,X,O,X,X,X,X,X,X,X
LSTJIOZ,X,X,X,O,X,X,X,X,X,X,X
LSTJZIO,O,X,O,O,X,X,X,X,X,X,X
LSTJZOI,X,X,O,O,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,O,X,X,X,O,X,X,X
LSTJOZI,X,X,O,O,X,X,X,O,X,X,X
LSTZIJO,O,X,O,X,X,O,X,X,X,X,X
LSTZIOJ,O,X,X,X,X,O,X,X,X,X,X
LSTZJIO,O,X,O,X,X,X,X,X,X,X,X
LSTZJOI,X,X,O,X,X,X,X,X,X,X,X
LSTZOIJ,O,X,X,X,X,O,X,O,X,X,X
LSTZOJI,O,X,O,X,X,X,X,O,X,X,X
LSTOIJZ,X,X,X,X,X,O,X,O,X,X,X
LSTOIZJ,X,X,X,X,X,O,X,O,X,X,X
LSTOJIZ,X,X,X,O,X,X,X,O,X,X,X
LSTOJZI,O,X,O,O,X,X,X,O,X,X,X
LSTOZIJ,O,X,X,X,X,O,X,O,X,X,X
LSTOZJI,O,X,O,X,X,X,X,O,X,X,X
LSITJZO,X,O,X,X,X,O,X,X,X,X,X
LSITJOZ,X,X,X,X,X,O,X,X,X,X,X
LSITZJO,X,X,X,X,O,O,X,X,X,X,X
LSITZOJ,X,X,X,X,O,O,X,X,X,X,X
LSITOJZ,X,X,X,X,X,O,X,O,X,X,X
LSITOZJ,X,X,X,X,O,O,X,O,X,X,X
LSIJTZO,X,O,X,X,X,O,O,X,X,X,X
LSIJTOZ,X,X,X,X,X,O,O,X,X,X,X
LSIJZTO,O,O,O,X,O,X,O,X,X,X,X
LSIJZOT,O,X,O,X,O,X,O,X,X,X,X
LSIJOTZ,X,X,X,X,X,X,O,X,X,X,X
LSIJOZT,X,X,O,X,O,X,O,X,X,X,X
LSIZTJO,O,X,O,X,O,O,X,X,X,X,X
LSIZTOJ,O,X,X,X,O,O,X,X,X,X,X
LSIZJTO,O,X,O,X,O,X,X,X,X,X,X
LSIZJOT,O,X,O,X,O,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,O,X,X,X,X,X,X
LSIZOJT,O,X,O,X,O,X,X,X,X,X,X
LSIOTJZ,X,X,X,X,X,O,X,O,X,X,X
LSIOTZJ,X,X,X,X,O,O,X,O,X,X,X
LSIOJTZ,X,X,X,X,X,X,O,X,X,X,X
LSIOJZT,O,X,O,X,O,X,O,X,X,X,X
LSIOZTJ,O,X,X,X,O,X,X,X,X,X,X
LSIOZJT,O,X,O,X,O,X,X,X,X,X,X
LSJTIZO,X,X,X,O,X,X,O,X,X,X,X
LSJTIOZ,X,X,X,O,X,X,O,X,X,X,X
LSJTZIO,O,X,O,O,X,X,X,X,X,X,X
LSJTZOI,X,X,O,O,X,X,X,X,X,X,X
LSJTOIZ,X,X,X,O,X,X,X,O,X,X,X
LSJTOZI,X,X,O,O,X,X,X,O,X,X,X
LSJITZO,X,O,X,X,X,X,O,X,X,X,X
LSJITOZ,X,X,X,X,X,X,O,X,X,X,X
LSJIZTO,O,O,O,X,X,X,O,X,X,X,X
LSJIZOT,O,X,O,X,X,X,O,X,X,X,X
LSJIOTZ,X,X,X,X,X,X,O,X,X,X,X
LSJIOZT,X,X,O,X,X,X,O,X,X,X,X
LSJZTIO,O,O,O,O,X,X,X,X,X,X,X
LSJZTOI,X,X,O,O,X,X,X,X,X,X,X
LSJZITO,O,O,O,O,X,X,X,X,X,X,X
LSJZIOT,O,X,O,O,X,X,X,X,X,X,X
LSJZOTI,O,O,O,O,X,X,X,X,X,X,O
LSJZOIT,O,O,O,O,X,X,X,X,X,X,X
LSJOTIZ,X,O,X,O,X,X,X,O,X,X,O
LSJOTZI,O,O,O,O,X,X,X,O,X,X,O
LSJOITZ,X,O,X,X,X,X,X,X,X,X,X
LSJOIZT,O,O,O,X,X,X,X,X,X,X,X
LSJOZTI,O,O,O,O,X,X,X,X,X,X,X
LSJOZIT,O,O,O,O,X,X,X,X,X,X,X
LSZTIJO,O,X,O,X,O,X,X,X,X,X,X
LSZTIOJ,O,X,X,X,O,X,X,X,X,X,X
LSZTJIO,O,X,O,X,X,X,X,X,X,X,X
LSZTJOI,X,X,O,X,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,X,O,X,X,O,X,X,X
LSZTOJI,O,X,O,X,X,X,X,O,X,X,X
LSZITJO,O,X,O,X,O,X,X,X,X,X,X
LSZITOJ,O,X,X,X,O,X,X,X,X,X,X
LSZIJTO,O,X,O,X,O,X,X,X,X,X,X
LSZIJOT,O,X,O,X,O,X,X,X,X,X,X
LSZIOTJ,O,X,X,X,O,X,X,X,X,X,X
LSZIOJT,O,X,O,X,O,X,X,X,X,X,X
LSZJTIO,O,X,O,X,X,X,X,X,X,X,X
LSZJTOI,X,X,O,X,X,X,X,X,X,X,X
LSZJITO,O,X,O,X,X,X,X,X,X,X,X
LSZJIOT,O,X,O,X,X,X,X,X,X,X,X
LSZJOTI,O,X,O,X,X,X,X,X,X,X,O
LSZJOIT,O,X,O,X,X,X,X,X,X,X,X
LSZOTIJ,O,X,X,X,O,X,X,O,X,X,X
LSZOTJI,O,X,O,X,X,X,X,O,X,X,X
LSZOITJ,O,X,X,X,O,X,X,X,X,X,X
LSZOIJT,O,X,O,X,O,X,X,X,X,X,X
LSZOJTI,O,X,O,X,X,X,X,X,X,X,O
LSZOJIT,O,X,O,X,X,X,X,X,X,X,X
LSOTIJZ,X,O,X,X,X,O,X,O,X,X,X
LSOTIZJ,X,X,X,X,X,O,X,O,X,X,X
LSOTJIZ,X,O,X,O,X,X,X,O,X,X,X
LSOTJZI,O,O,O,O,X,X,X,O,X,X,X
LSOTZIJ,O,X,X,X,X,O,X,O,X,X,X
LSOTZJI,O,X,O,X,X,X,X,O,X,X,X
LSOITJZ,X,O,X,X,X,O,X,O,X,X,X
LSOITZJ,X,X,X,X,O,O,X,O,X,X,X
LSOIJTZ,X,O,X,X,X,X,X,X,X,X,X
LSOIJZT,O,O,O,X,O,X,X,X,X,X,X
LSOIZTJ,O,X,X,X,O,X,X,X,X,X,X
LSOIZJT,O,X,O,X,O,X,X,X,X,X,X
LSOJTIZ,X,O,X,O,X,X,X,O,X,X,O
LSOJTZI,O,O,O,O,X,X,X,O,X,X,O
LSOJITZ,X,O,X,X,X,X,X,X,X,X,X
LSOJIZT,O,O,O,X,X,X,X,X,X,X,X
LSOJZTI,O,O,O,O,X,X,X,X,X,X,X
LSOJZIT,O,O,O,O,X,X,X,X,X,X,X
LSOZTIJ,O,X,X,X,O,X,X,O,X,X,X
LSOZTJI,O,X,O,X,X,X,X,O,X,X,X
LSOZITJ,O,X,X,X,O,X,X,X,X,X,X
LSOZIJT,O,X,O,X,O,X,X,X,X,X,X
LSOZJTI,O,X,O,X,X,X,X,X,X,X,O
LSOZJIT,O,X,O,X,X,X,X,X,X,X,X
LZTIJSO,X,X,X,X,O,O,X,X,X,X,X
LZTIJOS,X,X,O,X,X,O,X,X,X,X,X
LZTISJO,X,X,O,X,O,O,X,X,X,X,X
LZTISOJ,X,X,X,X,O,O,X,X,X,O,X
LZTIOJS,X,X,X,X,X,O,X,X,X,X,X
LZTIOSJ,X,X,X,X,O,O,X,X,X,O,X
LZTJISO,X,X,X,X,X,O,X,X,X,X,X
LZTJIOS,X,X,O,X,X,O,X,X,X,X,X
LZTJSIO,X,X,O,X,X,X,X,X,X,X,X
LZTJSOI,X,X,O,X,X,X,X,X,X,X,X
LZTJOIS,X,X,O,X,X,O,X,X,X,X,O
LZTJOSI,X,X,O,X,X,X,X,X,X,X,O
LZTSIJO,X,X,O,X,O,O,X,X,X,X,X
LZTSIOJ,X,X,X,X,O,O,X,X,X,X,X
LZTSJIO,X,X,O,X,X,X,X,X,X,X,X
LZTSJOI,X,X,O,X,X,X,X,X,X,X,X
LZTSOIJ,X,X,X,X,O,O,X,O,X,X,X
LZTSOJI,X,X,O,X,X,X,X,O,X,X,X
LZTOIJS,X,X,X,X,X,O,X,O,X,X,X
LZTOISJ,X,X,X,X,X,O,X,O,X,O,X
LZTOJIS,X,X,O,X,X,O,X,O,X,X,O
LZTOJSI,X,X,O,X,X,X,X,O,X,X,O
LZTOSIJ,X,X,X,X,X,O,X,O,X,X,X
LZTOSJI,X,X,O,X,X,X,X,O,X,X,X
LZITJSO,X,X,X,X,O,O,X,X,X,X,X
LZITJOS,X,X,O,X,X,O,X,X,O,X,X
LZITSJO,X,X,O,X,O,O,X,X,X,X,X
LZITSOJ,X,X,X,X,O,O,X,X,X,O,X
LZITOJS,X,X,X,X,X,O,X,X,O,X,X
LZITOSJ,X,X,X,X,O,O,X,X,X,O,X
LZIJTSO,X,X,X,X,O,X,O,X,X,X,X
LZIJTOS,X,X,O,X,X,X,O,X,O,X,X
LZIJSTO,O,X,O,X,O,X,O,X,X,X,X
LZIJSOT,O,X,O,X,O,X,O,X,X,X,X
LZIJOTS,O,X,O,X,X,X,O,X,O,X,O
LZIJOST,O,X,O,X,X,X,O,X,X,X,X
LZISTJO,O,X,O,X,O,O,X,X,X,X,X
LZISTOJ,O,X,X,X,O,O,X,X,X,O,X
LZISJTO,O,X,O,X,O,X,X,X,X,X,X
LZISJOT,O,X,O,X,O,X,X,X,X,X,X
LZISOTJ,O,X,X,X,O,X,X,X,X,X,X
LZISOJT,O,X,O,X,O,X,X,X,X,X,X
LZIOTJS,O,X,X,X,X,O,X,X,O,X,X
LZIOTSJ,X,X,X,X,O,O,X,X,X,X,X
LZIOJTS,O,X,O,X,X,X,O,X,O,X,O
LZIOJST,O,X,O,X,X,X,O,X,X,X,X
LZIOSTJ,X,X,X,X,O,X,X,X,X,X,X
LZIOSJT,O,X,O,X,O,X,X,X,X,X,X
LZJTISO,X,X,X,X,X,X,O,X,X,X,X
LZJTIOS,X,X,O,X,X,X,O,X,X,X,X
LZJTSIO,X,X,O,X,X,X,X,X,X,X,X
LZJTSOI,X,X,O,X,X,X,X,X,X,X,X
LZJTOIS,X,X,O,X,X,X,X,X,X,X,O
LZJTOSI,X,X,O,X,X,X,X,X,X,X,O
LZJITSO,X,X,X,X,X,X,O,X,X,X,X
LZJITOS,X,X,O,X,X,X,O,X,O,X,X
LZJISTO,O,X,O,X,X,X,O,X,X,X,X
LZJISOT,O,X,O,X,X,X,O,X,X,X,X
LZJIOTS,O,X,O,X,X,X,O,X,O,X,O
LZJIOST,O,X,O,X,X,X,O,X,X,X,X
LZJSTIO,O,X,O,X,X,X,X,X,X,X,X
LZJSTOI,X,X,O,X,X,X,X,X,X,X,X
LZJSITO,O,X,O,X,X,X,X,X,X,X,X
LZJSIOT,O,X,O,X,X,X,X,X,X,X,X
LZJSOTI,O,X,O,X,X,X,X,X,X,X,O
LZJSOIT,O,X,O,X,X,X,X,X,X,X,X
LZJOTIS,O,X,O,X,X,X,X,X,X,X,O
LZJOTSI,O,X,O,X,X,X,X,X,X,X,O
LZJOITS,O,X,O,X,X,X,X,X,O,X,O
LZJOIST,O,X,O,X,X,X,X,X,X,X,X
LZJOSTI,O,X,O,X,X,X,X,X,X,X,O
LZJOSIT,O,X,O,X,X,X,X,X,X,X,X
LZSTIJO,O,X,O,X,O,X,X,X,X,X,X
LZSTIOJ,O,X,X,X,O,X,X,X,X,X,X
LZSTJIO,O,X,O,X,X,X,X,X,X,X,X
LZSTJOI,X,X,O,X,X,X,X,X,X,X,X
LZSTOIJ,O,X,X,X,O,X,X,O,X,X,X
LZSTOJI,O,X,O,X,X,X,X,O,X,X,X
LZSITJO,O,X,O,X,O,X,X,X,X,X,X
LZSITOJ,O,X,X,X,O,X,X,X,X,X,X
LZSIJTO,O,X,O,X,O,X,X,X,X,X,X
LZSIJOT,O,X,O,X,O,X,X,X,X,X,X
LZSIOTJ,O,X,X,X,O,X,X,X,X,X,X
LZSIOJT,O,X,O,X,O,X,X,X,X,X,X
LZSJTIO,O,X,O,X,X,X,X,X,X,X,X
LZSJTOI,X,X,O,X,X,X,X,X,X,X,X
LZSJITO,O,X,O,X,X,X,X,X,X,X,X
LZSJIOT,O,X,O,X,X,X,X,X,X,X,X
LZSJOTI,O,X,O,X,X,X,X,X,X,X,O
LZSJOIT,O,X,O,X,X,X,X,X,X,X,X
LZSOTIJ,O,X,X,X,O,X,X,O,X,X,X
LZSOTJI,O,X,O,X,X,X,X,O,X,X,X
LZSOITJ,O,X,X,X,O,X,X,X,X,X,X
LZSOIJT,O,X,O,X,O,X,X,X,X,X,X
LZSOJTI,O,X,O,X,X,X,X,X,X,X,O
LZSOJIT,O,X,O,X,X,X,X,X,X,X,X
LZOTIJS,O,X,X,X,X,O,X,O,X,X,X
LZOTISJ,X,X,X,X,X,O,X,O,X,X,X
LZOTJIS,O,X,O,X,X,O,X,O,X,X,O
LZOTJSI,O,X,O,X,X,X,X,O,X,X,O
LZOTSIJ,O,X,X,X,X,O,X,O,X,X,X
LZOTSJI,O,X,O,X,X,X,X,O,X,X,X
LZOITJS,O,X,X,X,X,O,X,O,O,X,X
LZOITSJ,X,X,X,X,X,O,X,O,X,X,X
LZOIJTS,O,X,O,X,X,X,X,X,O,X,O
LZOIJST,O,X,O,X,X,X,X,X,X,X,X
LZOISTJ,O,X,X,X,X,X,X,X,X,X,X
LZOISJT,O,X,O,X,X,X,X,X,X,X,X
LZOJTIS,O,X,O,X,X,X,X,X,X,X,O
LZOJTSI,O,X,O,X,X,X,X,X,X,X,O
LZOJITS,O,X,O,X,X,X,X,X,O,X,O
LZOJIST,O,X,O,X,X,X,X,X,X,X,X
LZOJSTI,O,X,O,X,X,X,X,X,X,X,O
LZOJSIT,O,X,O,X,X,X,X,X,X,X,X
LZOSTIJ,O,X,X,X,X,X,X,O,X,X,X
LZOSTJI,O,X,O,X,X,X,X,O,X,X,X
LZOSITJ,O,X,X,X,X,X,X,X,X,X,X
LZOSIJT,O,X,O,X,X,X,X,X,X,X,X
LZOSJTI,O,X,O,X,X,X,X,X,X,X,O
LZOSJIT,O,X,O,X,X,X,X,X,X,X,X
LOTIJSZ,X,X,X,X,X,O,X,O,X,X,X
LOTIJZS,X,O,X,X,X,O,X,O,X,X,X
LOTISJZ,X,X,X,X,X,O,X,O,X,X,X
LOTISZJ,X,X,X,X,X,O,X,O,X,X,X
LOTIZJS,X,X,X,X,X,O,X,O,X,X,X
LOTIZSJ,X,X,X,X,X,O,X,O,X,X,X
LOTJISZ,X,X,X,X,X,O,X,O,X,X,O
LOTJIZS,X,O,X,X,X,O,X,O,X,X,O
LOTJSIZ,X,O,X,X,X,X,X,O,X,X,O
LOTJSZI,O,O,O,X,X,X,X,O,X,X,O
LOTJZIS,O,O,O,X,X,O,X,O,X,X,O
LOTJZSI,O,O,O,X,X,X,X,O,X,X,O
LOTSIJZ,X,O,X,X,X,O,X,O,X,X,X
LOTSIZJ,X,X,X,X,X,O,X,O,X,X,X
LOTSJIZ,X,O,X,X,X,X,X,O,X,X,X
LOTSJZI,O,O,O,X,X,X,X,O,X,X,X
LOTSZIJ,O,X,X,X,X,O,X,O,X,X,X
LOTSZJI,O,X,O,X,X,X,X,O,X,X,X
LOTZIJS,O,X,X,X,X,O,X,O,X,X,X
LOTZISJ,X,X,X,X,X,O,X,O,X,X,X
LOTZJIS,O,X,O,X,X,O,X,O,X,X,O
LOTZJSI,O,X,O,X,X,X,X,O,X,X,O
LOTZSIJ,O,X,X,X,X,O,X,O,X,X,X
LOTZSJI,O,X,O,X,X,X,X,O,X,X,X
LOITJSZ,X,X,X,X,X,O,O,O,X,X,X
LOITJZS,X,O,X,X,X,O,O,O,X,X,X
LOITSJZ,X,X,X,X,X,O,X,O,X,X,X
LOITSZJ,X,X,X,X,X,O,X,O,X,X,X
LOITZJS,X,X,X,X,X,O,X,O,X,X,X
LOITZSJ,X,X,X,X,X,O,X,O,X,X,X
LOIJTSZ,X,X,X,X,X,O,O,O,X,X,O
LOIJTZS,X,O,X,X,X,O,O,O,X,X,O
LOIJSTZ,X,X,X,X,X,X,O,X,X,X,X
LOIJSZT,O,X,O,X,X,X,O,X,X,X,X
LOIJZTS,O,O,O,X,X,X,O,X,X,X,X
LOIJZST,O,X,O,X,X,X,O,X,X,X,X
LOISTJZ,X,X,X,X,X,O,X,O,X,X,X
LOISTZJ,X,X,X,X,X,O,X,O,X,X,X
LOISJTZ,X,X,X,X,X,X,O,X,X,X,X
LOISJZT,O,X,O,X,X,X,O,X,X,X,X
LOISZTJ,O,X,X,X,X,X,X,X,X,X,X
LOISZJT,O,X,O,X,X,X,X,X,X,X,X
LOIZTJS,O,X,X,X,X,O,X,O,X,X,X
LOIZTSJ,X,X,X,X,X,O,X,O,X,X,X
LOIZJTS,O,X,O,X,X,X,O,X,X,X,O
LOIZJST,O,X,O,X,X,X,O,X,X,X,X
LOIZSTJ,O,X,X,X,X,X,X,X,X,X,X
LOIZSJT,O,X,O,X,X,X,X,X,X,X,X
LOJTISZ,X,X,X,X,X,O,O,O,X,X,O
LOJTIZS,X,O,X,X,X,O,O,O,X,X,O
LOJTSIZ,X,O,X,X,X,X,X,O,X,X,O
LOJTSZI,O,O,O,X,X,X,X,O,X,X,O
LOJTZIS,O,O,O,X,X,O,X,O,X,X,O
LOJTZSI,O,O,O,X,X,X,X,O,X,X,O
LOJITSZ,X,X,X,X,X,O,O,O,X,X,O
LOJITZS,X,O,X,X,X,O,O,O,X,X,O
LOJISTZ,X,X,X,X,X,X,O,X,X,X,X
LOJISZT,O,X,O,X,X,X,O,X,X,X,X
LOJIZTS,O,O,O,X,X,X,O,X,X,X,X
LOJIZST,O,X,O,X,X,X,O,X,X,X,X
LOJSTIZ,X,O,X,X,X,X,X,O,X,X,O
LOJSTZI,O,O,O,X,X,X,X,O,X,X,O
LOJSITZ,X,O,X,X,X,X,X,X,X,X,X
LOJSIZT,O,O,O,X,X,X,X,X,X,X,X
LOJSZTI,O,O,O,X,X,X,X,X,X,X,X
LOJSZIT,O,O,O,X,X,X,X,X,X,X,X
LOJZTIS,O,O,O,X,X,X,X,X,X,X,O
LOJZTSI,O,O,O,X,X,X,X,X,X,X,O
LOJZITS,O,O,O,X,X,X,X,X,O,X,O
LOJZIST,O,X,O,X,X,X,X,X,X,X,X
LOJZSTI,O,O,O,X,X,X,X,X,X,X,O
LOJZSIT,O,O,O,X,X,X,X,X,X,X,X
LOSTIJZ,X,O,X,X,X,O,X,O,X,X,X
LOSTIZJ,X,X,X,X,X,O,X,O,X,X,X
LOSTJIZ,X,O,X,X,X,X,X,O,X,X,X
LOSTJZI,O,O,O,X,X,X,X,O,X,X,X
LOSTZIJ,O,X,X,X,X,O,X,O,X,X,X
LOSTZJI,O,X,O,X,X,X,X,O,X,X,X
LOSITJZ,X,O,X,X,X,O,X,O,X,X,X
LOSITZJ,X,X,X,X,X,O,X,O,X,X,X
LOSIJTZ,X,O,X,X,X,X,X,X,X,X,X
LOSIJZT,O,O,O,X,X,X,X,X,X,X,X
LOSIZTJ,O,X,X,X,X,X,X,X,X,X,X
LOSIZJT,O,X,O,X,X,X,X,X,X,X,X
LOSJTIZ,X,O,X,X,X,X,X,O,X,X,O
LOSJTZI,O,O,O,X,X,X,X,O,X,X,O
LOSJITZ,X,O,X,X,X,X,X,X,X,X,X
LOSJIZT,O,O,O,X,X,X,X,X,X,X,X
LOSJZTI,O,O,O,X,X,X,X,X,X,X,X
LOSJZIT,O,O,O,X,X,X,X,X,X,X,X
LOSZTIJ,O,X,X,X,X,X,X,O,X,X,X
LOSZTJI,O,X,O,X,X,X,X,O,X,X,X
LOSZITJ,O,X,X,X,X,X,X,X,X,X,X
LOSZIJT,O,X,O,X,X,X,X,X,X,X,X
LOSZJTI,O,X,O,X,X,X,X,X,X,X,O
LOSZJIT,O,X,O,X,X,X,X,X,X,X,X
LOZTIJS,O,X,X,X,X,O,X,O,X,X,X
LOZTISJ,X,X,X,X,X,O,X,O,X,X,X
LOZTJIS,O,X,O,X,X,O,X,O,X,X,O
LOZTJSI,O,X,O,X,X,X,X,O,X,X,O
LOZTSIJ,O,X,X,X,X,O,X,O,X,X,X
LOZTSJI,O,X,O,X,X,X,X,O,X,X,X
LOZITJS,O,X,X,X,X,O,X,O,O,X,X
LOZITSJ,X,X,X,X,X,O,X,O,X,X,X
LOZIJTS,O,X,O,X,X,X,X,X,O,X,O
LOZIJST,O,X,O,X,X,X,X,X,X,X,X
LOZISTJ,O,X,X,X,X,X,X,X,X,X,X
LOZISJT,O,X,O,X,X,X,X,X,X,X,X
LOZJTIS,O,X,O,X,X,X,X,X,X,X,O
LOZJTSI,O,X,O,X,X,X,X,X,X,X,O
