sequence,v115@EhC8IeA8HeD8AeA8CeC8Jex/IvhFihBTkBOqBfsBln?BUrB,v115@EhC8IeA8HeD8AeA8CeC8JeOEJvhFTgBihBfqBRnBUr?BFsB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBcqBimB3n?B1wB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBcqBKrBfs?BlsB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBfsBlnBiq?BUrB,v115@EhC8IeA8HeD8AeA8CeC8JeOEJvhF8kBzgBRnBiqBFs?B3rB,v115@EhC8IeA8HeD8AeA8CeC8JecFJvhFihBTkBRnBFrBXs?BmpB,v115@EhC8IeA8HeD8AeA8CeC8JeT/IvhFylBRnB0lBmpBFs?B3rB
JTLZOSI,O,O,O,O,X,O,X,X
JTLOISZ,O,X,X,X,O,X,X,O
JTLOIZS,O,X,X,X,O,X,X,O
JTLOSIZ,O,X,X,X,O,X,X,X
JTLOSZI,O,X,X,O,O,X,X,X
JTLOZIS,O,X,O,O,O,O,X,X
JTLOZSI,O,X,O,O,O,O,X,X
JTSILZO,O,O,X,O,O,X,O,X
JTSILOZ,O,O,X,X,O,X,O,O
JTSIZLO,O,O,X,X,X,O,O,X
JTSIZOL,O,O,X,X,X,X,O,X
JTSIOLZ,O,O,X,X,O,X,O,O
JTSIOZL,O,O,X,X,O,X,O,X
JTSLIZO,O,O,O,O,O,X,X,X
JTSLIOZ,O,O,X,X,O,X,X,X
JTSLZIO,O,O,O,O,O,X,X,X
JTSLZOI,O,O,O,O,X,X,X,X
JTSLOIZ,O,O,X,X,O,X,X,X
JTSLOZI,O,O,O,O,O,X,X,X
JTSZILO,O,O,O,X,X,O,X,X
JTSZIOL,O,O,O,X,X,X,X,X
JTSZLIO,O,O,O,X,X,O,X,X
JTSZLOI,O,O,O,X,X,O,X,X
JTSZOIL,O,O,O,X,X,X,X,X
JTSZOLI,O,O,O,X,X,X,X,X
JTSOILZ,O,O,X,X,O,X,O,O
JTSOIZL,O,O,X,X,O,X,O,X
JTSOLIZ,O,O,X,X,O,X,X,X
JTSOLZI,O,O,O,O,O,X,X,X
JTSOZIL,O,O,O,X,O,X,X,X
JTSOZLI,O,O,O,X,O,X,X,X
JTZILSO,O,O,O,O,X,O,X,X
JTZILOS,O,O,O,X,X,O,X,O
JTZISLO,O,O,O,X,X,O,X,X
JTZISOL,O,O,O,X,X,X,X,X
JTZIOLS,O,O,O,X,X,O,X,O
JTZIOSL,O,O,O,X,X,X,X,X
JTZLISO,O,O,O,O,X,O,X,X
JTZLIOS,O,O,O,X,X,O,X,X
JTZLSIO,O,O,O,O,X,O,X,X
JTZLSOI,O,O,O,O,X,O,X,X
JTZLOIS,O,X,O,O,X,O,X,X
JTZLOSI,O,O,O,O,X,O,X,X
JTZSILO,O,O,O,X,X,O,X,X
JTZSIOL,O,O,O,X,X,X,X,X
JTZSLIO,O,O,O,O,X,O,X,X
JTZSLOI,O,O,O,O,X,O,X,X
JTZSOIL,O,O,O,X,X,X,X,X
JTZSOLI,O,O,O,X,X,X,X,X
JTZOILS,O,O,O,O,X,O,X,O
JTZOISL,O,O,O,X,X,X,X,X
JTZOLIS,O,X,O,O,X,O,X,X
JTZOLSI,O,O,O,O,X,O,X,X
JTZOSIL,O,O,O,X,X,X,X,X
JTZOSLI,O,O,O,O,X,X,X,X
JTOILSZ,O,O,X,X,O,X,X,O
JTOILZS,O,X,X,X,O,X,X,O
JTOISLZ,O,O,X,X,O,X,X,O
JTOISZL,O,O,X,X,O,X,X,X
JTOIZLS,O,X,X,X,O,O,X,O
JTOIZSL,O,X,X,X,O,X,X,X
JTOLISZ,O,X,X,X,O,X,X,O
JTOLIZS,O,X,X,X,O,X,X,O
JTOLSIZ,O,X,X,X,O,X,X,X
JTOLSZI,O,X,X,O,O,X,X,X
JTOLZIS,O,X,O,O,O,X,X,X
JTOLZSI,O,X,O,O,O,X,X,X
JTOSILZ,O,O,X,X,O,X,O,O
JTOSIZL,O,O,X,X,O,X,O,X
JTOSLIZ,O,O,X,X,O,X,X,X
JTOSLZI,O,O,O,O,O,X,X,X
JTOSZIL,O,O,O,X,O,X,X,X
JTOSZLI,O,O,O,X,O,X,X,X
JTOZILS,O,O,O,O,O,O,X,O
JTOZISL,O,O,O,X,O,X,X,X
JTOZLIS,O,X,O,O,O,O,X,X
JTOZLSI,O,O,O,O,O,O,X,X
JTOZSIL,O,O,O,X,O,X,X,X
JTOZSLI,O,O,O,O,O,X,X,X
JITLSZO,O,O,X,X,X,X,X,X
JITLSOZ,O,O,X,X,X,X,X,O
JITLZSO,O,O,X,X,X,O,X,X
JITLZOS,X,X,X,X,X,O,X,O
JITLOSZ,X,O,X,X,X,X,X,O
JITLOZS,X,X,X,X,X,O,X,O
JITSLZO,O,O,X,X,X,X,X,X
JITSLOZ,O,O,X,X,X,X,X,O
JITSZLO,O,O,X,X,X,O,X,X
JITSZOL,O,O,X,X,X,X,X,X
JITSOLZ,O,O,X,X,X,X,X,O
JITSOZL,O,O,X,X,X,X,X,X
JITZLSO,O,O,X,X,X,O,X,X
JITZLOS,O,O,X,X,X,O,X,O
JITZSLO,O,O,X,X,X,O,X,X
JITZSOL,O,O,X,X,X,X,X,X
JITZOLS,O,O,X,X,X,O,X,O
JITZOSL,O,O,X,X,X,X,X,X
JITOLSZ,O,O,X,X,X,X,X,O
JITOLZS,O,X,X,X,X,X,X,O
JITOSLZ,O,O,X,X,X,X,X,O
JITOSZL,O,O,X,X,X,X,X,X
JITOZLS,O,X,X,X,X,O,X,O
JITOZSL,O,X,X,X,X,X,X,X
JILTSZO,O,O,X,X,X,X,X,X
JILTSOZ,O,O,X,X,X,X,X,O
JILTZSO,O,O,X,X,X,O,X,X
JILTZOS,X,X,X,X,X,O,X,O
JILTOSZ,X,O,X,X,X,X,X,O
JILTOZS,X,X,X,X,X,X,X,O
JILSTZO,O,O,X,X,X,X,X,X
JILSTOZ,O,O,X,X,X,X,X,X
JILSZTO,O,O,X,X,X,X,X,X
JILSZOT,O,O,X,X,X,X,X,X
JILSOTZ,O,O,X,X,X,X,X,O
JILSOZT,O,O,X,X,X,X,X,O
JILZTSO,O,O,X,X,X,O,X,X
JILZTOS,O,X,X,X,X,O,X,X
JILZSTO,O,O,X,X,X,X,X,X
JILZSOT,O,O,X,X,X,O,X,X
JILZOTS,O,X,X,X,X,O,X,O
JILZOST,O,O,X,X,X,O,X,O
JILOTSZ,X,X,X,X,X,X,X,O
JILOTZS,X,X,X,X,X,X,X,O
JILOSTZ,X,O,X,X,X,X,X,O
JILOSZT,X,O,X,X,X,X,X,O
JILOZTS,X,X,X,X,X,O,X,O
JILOZST,X,X,X,X,X,O,X,O
JISTLZO,O,O,X,X,X,X,O,X
JISTLOZ,O,O,X,X,X,X,O,O
JISTZLO,O,O,X,X,X,O,O,X
JISTZOL,O,O,X,X,X,X,O,X
JISTOLZ,O,O,X,X,X,X,O,O
JISTOZL,X,O,X,X,X,X,O,X
JISLTZO,O,O,X,X,X,X,X,X
JISLTOZ,O,O,X,X,X,X,X,X
JISLZTO,O,O,X,X,X,X,X,X
JISLZOT,O,O,X,X,X,X,X,X
JISLOTZ,O,O,X,X,X,X,O,O
JISLOZT,O,O,X,X,X,X,X,O
JISZTLO,O,O,X,X,X,O,X,X
JISZTOL,O,O,X,X,X,X,X,X
JISZLTO,O,O,X,X,X,X,X,X
JISZLOT,O,O,X,X,X,O,X,X
JISZOTL,X,O,X,X,X,X,X,X
JISZOLT,O,O,X,X,X,X,X,X
JISOTLZ,O,O,X,X,X,X,O,O
JISOTZL,X,O,X,X,X,X,O,X
JISOLTZ,O,O,X,X,X,X,O,O
JISOLZT,O,O,X,X,X,X,X,O
JISOZTL,X,O,X,X,X,X,X,X
JISOZLT,O,O,X,X,X,X,X,X
JIZTLSO,O,O,X,X,X,O,X,X
JIZTLOS,O,O,X,X,X,O,X,O
JIZTSLO,O,O,X,X,X,O,X,X
JIZTSOL,O,O,X,X,X,X,X,X
JIZTOLS,O,O,X,X,X,O,X,O
JIZTOSL,O,O,X,X,X,X,X,X
JIZLTSO,O,O,X,X,X,O,X,X
JIZLTOS,O,X,X,X,X,O,X,X
JIZLSTO,O,O,X,X,X,X,X,X
JIZLSOT,O,O,X,X,X,O,X,X
JIZLOTS,O,X,X,X,X,O,X,O
JIZLOST,O,O,X,X,X,O,X,O
JIZSTLO,O,O,X,X,X,O,X,X
JIZSTOL,O,O,X,X,X,X,X,X
JIZSLTO,O,O,X,X,X,X,X,X
JIZSLOT,O,O,X,X,X,O,X,X
JIZSOTL,O,O,X,X,X,X,X,X
JIZSOLT,O,O,X,X,X,X,X,X
JIZOTLS,O,X,X,X,X,O,X,O
JIZOTSL,O,X,X,X,X,X,X,X
JIZOLTS,O,X,X,X,X,O,X,O
JIZOLST,O,O,X,X,X,O,X,O
JIZOSTL,O,O,X,X,X,X,X,X
JIZOSLT,O,O,X,X,X,X,X,X
JIOTLSZ,O,O,X,X,X,X,X,O
JIOTLZS,O,X,X,X,X,X,X,O
JIOTSLZ,O,O,X,X,X,X,X,O
JIOTSZL,O,O,X,X,X,X,X,X
JIOTZLS,O,X,X,X,X,O,X,O
JIOTZSL,O,X,X,X,X,X,X,X
JIOLTSZ,O,X,X,X,X,X,X,O
JIOLTZS,O,X,X,X,X,X,X,O
JIOLSTZ,O,O,X,X,X,X,X,O
JIOLSZT,O,O,X,X,X,X,X,O
JIOLZTS,O,X,X,X,X,X,X,O
JIOLZST,O,X,X,X,X,X,X,O
JIOSTLZ,O,O,X,X,X,X,O,O
JIOSTZL,O,O,X,X,X,X,O,X
JIOSLTZ,O,O,X,X,X,X,O,O
JIOSLZT,O,O,X,X,X,X,X,O
JIOSZTL,O,O,X,X,X,X,X,X
JIOSZLT,O,O,X,X,X,X,X,X
JIOZTLS,O,X,X,X,X,O,X,O
JIOZTSL,O,X,X,X,X,X,X,X
JIOZLTS,O,X,X,X,X,O,X,O
JIOZLST,O,O,X,X,X,O,X,O
JIOZSTL,O,O,X,X,X,X,X,X
JIOZSLT,O,O,X,X,X,X,X,X
JLTISZO,O,O,X,X,O,X,X,X
JLTISOZ,O,O,X,X,O,X,X,O
JLTIZSO,O,O,X,X,O,O,X,X
JLTIZOS,X,X,X,X,O,O,X,O
JLTIOSZ,X,O,X,X,O,X,X,O
JLTIOZS,X,X,X,X,O,O,X,O
JLTSIZO,O,O,X,O,O,X,X,X
JLTSIOZ,O,O,X,X,O,X,X,X
JLTSZIO,O,O,X,O,O,X,X,X
JLTSZOI,O,O,X,O,X,X,X,X
JLTSOIZ,O,O,X,X,O,X,X,X
JLTSOZI,O,O,X,O,O,X,X,X
JLTZISO,O,O,X,O,O,O,X,X
JLTZIOS,X,O,X,X,O,O,X,X
JLTZSIO,O,O,X,O,O,O,X,X
JLTZSOI,O,O,X,O,X,O,X,X
JLTZOIS,O,X,X,O,X,O,X,X
JLTZOSI,O,O,X,O,X,O,X,X
JLTOISZ,O,X,X,X,O,X,X,O
JLTOIZS,O,X,X,X,O,X,X,O
JLTOSIZ,O,X,X,X,O,X,X,X
JLTOSZI,O,X,X,O,O,X,X,X
JLTOZIS,O,X,X,O,O,O,X,X
JLTOZSI,O,X,X,O,O,O,X,X
JLITSZO,O,O,X,X,O,X,X,X
JLITSOZ,O,O,X,X,O,X,X,O
JLITZSO,O,O,X,X,O,O,X,X
JLITZOS,X,X,X,X,O,O,X,O
JLITOSZ,X,O,X,X,O,X,X,O
JLITOZS,X,X,X,X,O,X,X,O
JLISTZO,O,O,X,X,O,X,X,X
JLISTOZ,O,O,X,X,O,X,X,X
JLISZTO,O,O,X,X,O,X,X,X
JLISZOT,O,O,X,X,O,X,X,X
JLISOTZ,O,O,X,X,O,X,X,O
JLISOZT,O,O,X,X,O,X,X,O
JLIZTSO,O,O,X,O,X,O,X,X
JLIZTOS,O,X,X,O,X,O,X,X
JLIZSTO,O,O,X,O,X,X,X,X
JLIZSOT,O,O,X,O,X,O,X,X
JLIZOTS,O,X,X,O,X,O,X,O
JLIZOST,O,O,X,O,X,O,X,O
JLIOTSZ,X,X,X,X,X,X,X,O
JLIOTZS,X,X,X,X,X,X,X,O
JLIOSTZ,X,O,X,X,X,X,X,O
JLIOSZT,X,O,X,X,X,X,X,O
JLIOZTS,X,X,X,X,X,O,X,O
JLIOZST,X,X,X,X,X,O,X,O
JLSTIZO,O,O,X,X,O,X,X,X
JLSTIOZ,O,O,X,X,O,X,X,X
JLSTZIO,X,O,X,X,O,X,X,X
JLSTZOI,X,O,X,X,X,X,X,X
JLSTOIZ,O,O,X,X,O,X,X,X
JLSTOZI,X,O,X,X,X,X,X,X
JLSITZO,O,O,X,X,O,X,X,X
JLSITOZ,O,O,X,X,O,X,X,X
JLSIZTO,O,O,X,O,O,X,X,X
JLSIZOT,O,O,X,O,O,X,X,X
JLSIOTZ,O,O,X,X,O,X,X,O
JLSIOZT,O,O,X,X,O,X,X,O
JLSZTIO,X,O,X,O,X,X,X,X
JLSZTOI,X,O,X,X,X,X,X,X
JLSZITO,O,O,X,O,O,X,X,X
JLSZIOT,O,O,X,O,O,X,X,X
JLSZOTI,X,O,X,O,X,X,X,X
JLSZOIT,O,O,X,O,X,X,X,X
JLSOTIZ,O,O,X,X,O,X,X,X
JLSOTZI,X,O,X,X,X,X,X,X
JLSOITZ,O,O,X,X,O,X,X,O
JLSOIZT,O,O,X,X,O,X,X,O
JLSOZTI,X,O,X,O,X,X,X,X
JLSOZIT,O,O,X,O,O,X,X,X
JLZTISO,O,O,X,O,O,O,X,X
JLZTIOS,O,O,X,O,O,O,X,X
JLZTSIO,O,O,X,O,O,O,X,X
JLZTSOI,O,O,X,O,X,O,X,X
JLZTOIS,O,X,X,O,X,O,X,X
JLZTOSI,O,O,X,O,X,O,X,X
JLZITSO,O,O,X,O,X,O,X,X
JLZITOS,O,X,X,O,X,O,X,X
JLZISTO,O,O,X,O,X,X,X,X
JLZISOT,O,O,X,O,X,O,X,X
JLZIOTS,O,X,X,O,X,O,X,O
JLZIOST,O,O,X,O,X,O,X,O
JLZSTIO,O,O,X,O,X,O,X,X
JLZSTOI,O,O,X,O,X,O,X,X
JLZSITO,O,O,X,O,O,X,X,X
JLZSIOT,O,O,X,O,O,O,X,X
JLZSOTI,O,O,X,O,X,O,X,X
JLZSOIT,O,O,X,O,X,O,X,X
JLZOTIS,O,X,X,O,X,O,X,X
JLZOTSI,O,X,X,O,X,O,X,X
JLZOITS,O,X,X,O,X,O,X,O
JLZOIST,O,X,X,O,X,O,X,O
JLZOSTI,O,O,X,O,X,O,X,X
JLZOSIT,O,O,X,O,X,O,X,X
JLOTISZ,O,X,X,X,O,X,X,O
JLOTIZS,O,X,X,X,O,X,X,O
JLOTSIZ,O,X,X,X,O,X,X,X
JLOTSZI,O,X,X,O,O,X,X,X
JLOTZIS,O,X,X,O,O,O,X,X
JLOTZSI,O,X,X,O,O,O,X,X
JLOITSZ,O,X,X,X,O,X,X,O
JLOITZS,O,X,X,X,O,X,X,O
JLOISTZ,O,X,X,X,O,X,X,O
JLOISZT,O,X,X,X,O,X,X,O
JLOIZTS,O,X,X,X,X,O,X,O
JLOIZST,O,X,X,X,X,O,X,O
JLOSTIZ,O,X,X,X,O,X,X,X
JLOSTZI,X,X,X,X,O,X,X,X
JLOSITZ,O,X,X,X,O,X,X,O
JLOSIZT,O,X,X,X,O,X,X,O
JLOSZTI,X,X,X,O,X,X,X,X
JLOSZIT,O,X,X,O,O,X,X,X
JLOZTIS,O,X,X,O,O,O,X,X
JLOZTSI,O,X,X,O,O,O,X,X
JLOZITS,O,X,X,O,X,O,X,O
JLOZIST,O,X,X,O,X,O,X,O
JLOZSTI,O,X,X,O,X,O,X,X
JLOZSIT,O,X,X,O,O,O,X,X
JSTILZO,O,O,X,X,X,X,O,X
JSTILOZ,O,O,X,X,X,X,O,O
JSTIZLO,O,O,X,X,X,O,O,X
JSTIZOL,O,O,X,X,X,X,O,X
JSTIOLZ,O,O,X,X,X,X,O,O
JSTIOZL,O,O,X,X,X,X,O,X
JSTLIZO,O,O,X,X,X,X,X,X
JSTLIOZ,O,O,X,X,X,X,X,X
JSTLZIO,O,O,X,X,X,X,X,X
JSTLZOI,O,O,X,X,X,X,X,X
JSTLOIZ,O,O,X,X,X,X,X,X
JSTLOZI,O,O,X,X,X,X,X,X
JSTZILO,O,O,X,X,X,O,X,X
JSTZIOL,O,O,X,X,X,X,X,X
JSTZLIO,O,O,X,X,X,O,X,X
JSTZLOI,O,O,X,X,X,O,X,X
JSTZOIL,O,O,X,X,X,X,X,X
JSTZOLI,O,O,X,X,X,X,X,X
JSTOILZ,O,O,X,X,X,X,O,O
JSTOIZL,O,O,X,X,X,X,O,X
JSTOLIZ,O,O,X,X,X,X,X,X
JSTOLZI,O,O,X,X,X,X,X,X
JSTOZIL,O,O,X,X,X,X,X,X
JSTOZLI,O,O,X,X,X,X,X,X
JSITLZO,O,O,X,X,X,X,O,X
JSITLOZ,O,O,X,X,X,X,O,O
JSITZLO,O,O,X,X,X,O,O,X
JSITZOL,O,O,X,X,X,X,O,X
JSITOLZ,O,O,X,X,X,X,O,O
JSITOZL,X,O,X,X,X,X,O,X
JSILTZO,O,O,X,X,O,X,X,X
JSILTOZ,O,O,X,X,O,X,X,X
JSILZTO,O,O,X,O,O,X,X,X
JSILZOT,O,O,X,O,O,X,X,X
JSILOTZ,O,O,X,X,O,X,O,O
JSILOZT,O,O,X,X,O,X,X,O
JSIZTLO,O,O,X,X,X,O,X,X
JSIZTOL,O,O,X,X,X,X,X,X
JSIZLTO,O,O,X,X,X,X,X,X
JSIZLOT,O,O,X,X,X,O,X,X
JSIZOTL,X,O,X,X,X,X,X,X
JSIZOLT,O,O,X,X,X,X,X,X
JSIOTLZ,O,O,X,X,O,X,O,O
JSIOTZL,X,O,X,X,O,X,O,X
JSIOLTZ,O,O,X,X,O,X,O,O
JSIOLZT,O,O,X,X,O,X,X,O
JSIOZTL,X,O,X,X,O,X,X,X
JSIOZLT,O,O,X,X,O,X,X,X
JSLTIZO,O,O,X,X,O,X,X,X
JSLTIOZ,O,O,X,X,O,X,X,X
JSLTZIO,X,O,X,X,X,X,X,X
JSLTZOI,X,O,X,X,X,X,X,X
JSLTOIZ,O,O,X,X,X,X,X,X
JSLTOZI,X,O,X,X,X,X,X,X
JSLITZO,O,O,X,X,O,X,X,X
JSLITOZ,O,O,X,X,O,X,X,X
JSLIZTO,O,O,X,O,O,X,X,X
JSLIZOT,O,O,X,O,O,X,X,X
JSLIOTZ,O,O,X,X,O,X,X,O
JSLIOZT,O,O,X,X,O,X,X,O
JSLZTIO,X,O,X,O,X,X,X,X
JSLZTOI,X,O,X,X,X,X,X,X
JSLZITO,O,O,X,O,O,X,X,X
JSLZIOT,O,O,X,O,O,X,X,X
JSLZOTI,X,O,X,O,X,X,X,X
JSLZOIT,O,O,X,O,X,X,X,X
JSLOTIZ,O,O,X,X,O,X,X,X
JSLOTZI,X,O,X,X,X,X,X,X
JSLOITZ,O,O,X,X,O,X,X,O
JSLOIZT,O,O,X,X,O,X,X,O
JSLOZTI,X,O,X,O,X,X,X,X
JSLOZIT,O,O,X,O,O,X,X,X
JSZTILO,O,O,O,X,X,O,X,X
JSZTIOL,O,O,O,X,X,X,X,X
JSZTLIO,O,O,O,X,X,O,X,X
JSZTLOI,O,O,O,X,X,O,X,X
JSZTOIL,O,O,O,X,X,X,X,X
JSZTOLI,O,O,O,X,X,X,X,X
JSZITLO,O,O,O,X,X,O,X,X
JSZITOL,O,O,O,X,X,X,X,X
JSZILTO,O,O,O,X,X,X,X,X
JSZILOT,O,O,O,X,X,O,X,X
JSZIOTL,O,O,O,X,X,X,X,X
JSZIOLT,O,O,O,X,X,X,X,X
JSZLTIO,O,O,O,X,X,O,X,X
JSZLTOI,O,O,O,X,X,O,X,X
JSZLITO,O,O,O,X,X,X,X,X
JSZLIOT,O,O,O,X,X,O,X,X
JSZLOTI,O,O,X,X,X,O,X,X
JSZLOIT,O,O,X,X,X,O,X,X
JSZOTIL,O,O,O,X,X,X,X,X
JSZOTLI,O,O,O,X,X,X,X,X
JSZOITL,O,O,O,X,X,X,X,X
JSZOILT,O,O,O,X,X,X,X,X
JSZOLTI,O,O,O,X,X,X,X,X
JSZOLIT,O,O,O,X,X,X,X,X
JSOTILZ,O,O,X,X,O,X,O,O
JSOTIZL,O,O,X,X,O,X,O,X
JSOTLIZ,O,O,X,X,O,X,X,X
JSOTLZI,O,O,X,X,X,X,X,X
JSOTZIL,O,O,X,X,X,X,X,X
JSOTZLI,O,O,X,X,X,X,X,X
JSOITLZ,O,O,X,X,O,X,O,O
JSOITZL,O,O,X,X,O,X,O,X
JSOILTZ,O,O,X,X,O,X,O,O
JSOILZT,O,O,X,X,O,X,X,O
JSOIZTL,O,O,X,X,O,X,X,X
JSOIZLT,O,O,X,X,O,X,X,X
JSOLTIZ,O,O,X,X,O,X,X,X
JSOLTZI,X,O,X,X,X,X,X,X
JSOLITZ,O,O,X,X,O,X,X,O
JSOLIZT,O,O,X,X,O,X,X,O
JSOLZTI,X,O,X,O,X,X,X,X
JSOLZIT,O,O,X,O,O,X,X,X
JSOZTIL,O,O,O,X,X,X,X,X
JSOZTLI,O,O,O,X,X,X,X,X
JSOZITL,O,O,O,X,O,X,X,X
JSOZILT,O,O,O,X,O,X,X,X
JSOZLTI,O,O,O,X,X,X,X,X
JSOZLIT,O,O,O,X,O,X,X,X
JZTILSO,O,O,O,O,X,O,X,X
JZTILOS,O,O,O,O,X,O,X,O
JZTISLO,O,O,O,X,X,O,X,X
JZTISOL,O,O,O,X,X,X,X,X
JZTIOLS,O,O,O,O,X,O,X,O
JZTIOSL,O,O,O,X,X,X,X,X
JZTLISO,O,O,O,O,X,O,X,X
JZTLIOS,O,O,O,O,X,O,X,X
JZTLSIO,O,O,O,O,X,O,X,X
JZTLSOI,O,O,O,O,X,O,X,X
JZTLOIS,O,X,O,O,X,O,X,X
JZTLOSI,O,O,O,O,X,O,X,X
JZTSILO,O,O,O,X,X,O,X,X
JZTSIOL,O,O,O,X,X,X,X,X
JZTSLIO,O,O,O,O,X,O,X,X
JZTSLOI,O,O,O,O,X,O,X,X
JZTSOIL,O,O,O,X,X,X,X,X
JZTSOLI,O,O,O,X,X,X,X,X
JZTOILS,O,O,O,O,X,O,X,O
JZTOISL,O,O,O,X,X,X,X,X
JZTOLIS,O,X,O,O,X,O,X,X
JZTOLSI,O,O,O,O,X,O,X,X
JZTOSIL,O,O,O,X,X,X,X,X
JZTOSLI,O,O,O,O,X,X,X,X
JZITLSO,O,O,O,O,X,O,X,X
JZITLOS,O,O,O,O,X,O,X,O
JZITSLO,O,O,O,X,X,O,X,X
JZITSOL,O,O,O,X,X,X,X,X
JZITOLS,O,O,O,O,X,O,X,O
JZITOSL,O,O,O,X,X,X,X,X
JZILTSO,O,O,O,O,X,O,X,X
JZILTOS,O,X,O,O,X,O,X,X
JZILSTO,O,O,O,O,X,X,X,X
JZILSOT,O,O,O,O,X,O,X,X
JZILOTS,O,X,O,O,X,O,X,O
JZILOST,O,O,O,O,X,O,X,O
JZISTLO,O,O,O,X,X,O,X,X
JZISTOL,O,O,O,X,X,X,X,X
JZISLTO,O,O,O,O,X,X,X,X
JZISLOT,O,O,O,O,X,O,X,X
JZISOTL,O,O,O,X,X,X,X,X
JZISOLT,O,O,O,O,X,X,X,X
JZIOTLS,O,X,O,O,X,O,X,O
JZIOTSL,O,X,O,X,X,X,X,X
JZIOLTS,O,X,O,O,X,O,X,O
JZIOLST,O,O,O,O,X,O,X,O
JZIOSTL,O,O,O,X,X,X,X,X
JZIOSLT,O,O,O,O,X,X,X,X
JZLTISO,O,O,O,O,X,O,X,X
JZLTIOS,O,O,O,O,X,O,X,X
JZLTSIO,O,O,O,O,X,O,X,X
JZLTSOI,O,O,O,O,X,O,X,X
JZLTOIS,O,X,O,O,X,O,X,X
JZLTOSI,O,O,X,O,X,O,X,X
JZLITSO,O,O,O,O,X,O,X,X
JZLITOS,O,X,O,O,X,O,X,X
JZLISTO,O,O,O,O,X,X,X,X
JZLISOT,O,O,O,O,X,O,X,X
JZLIOTS,O,X,O,O,X,O,X,O
JZLIOST,O,O,O,O,X,O,X,O
JZLSTIO,O,O,O,O,X,O,X,X
JZLSTOI,O,O,O,O,X,O,X,X
JZLSITO,O,O,O,O,X,X,X,X
JZLSIOT,O,O,O,O,X,O,X,X
JZLSOTI,O,O,X,O,X,O,X,X
JZLSOIT,O,O,X,O,X,O,X,X
JZLOTIS,O,X,X,O,X,O,X,X
JZLOTSI,O,X,X,O,X,O,X,X
JZLOITS,O,X,X,O,X,O,X,O
JZLOIST,O,X,X,O,X,O,X,O
JZLOSTI,O,O,X,O,X,O,X,X
JZLOSIT,O,O,X,O,X,O,X,X
JZSTILO,O,O,O,X,X,O,X,X
JZSTIOL,O,O,O,X,X,X,X,X
JZSTLIO,O,O,O,O,X,O,X,X
JZSTLOI,O,O,O,O,X,O,X,X
JZSTOIL,O,O,O,X,X,X,X,X
JZSTOLI,O,O,O,X,X,X,X,X
JZSITLO,O,O,O,X,X,O,X,X
JZSITOL,O,O,O,X,X,X,X,X
JZSILTO,O,O,O,O,X,X,X,X
JZSILOT,O,O,O,O,X,O,X,X
JZSIOTL,O,O,O,X,X,X,X,X
JZSIOLT,O,O,O,O,X,X,X,X
JZSLTIO,O,O,O,O,X,O,X,X
JZSLTOI,O,O,O,O,X,O,X,X
JZSLITO,O,O,O,O,X,X,X,X
JZSLIOT,O,O,O,O,X,O,X,X
JZSLOTI,O,O,X,X,X,O,X,X
JZSLOIT,O,O,X,O,X,O,X,X
JZSOTIL,O,O,O,X,X,X,X,X
JZSOTLI,O,O,O,X,X,X,X,X
JZSOITL,O,O,O,X,X,X,X,X
JZSOILT,O,O,O,X,X,X,X,X
JZSOLTI,O,O,O,X,X,X,X,X
JZSOLIT,O,O,O,X,X,X,X,X
JZOTILS,O,O,O,O,X,O,X,O
JZOTISL,O,O,O,X,X,X,X,X
JZOTLIS,O,X,O,O,X,O,X,X
JZOTLSI,O,O,O,O,X,O,X,X
JZOTSIL,O,O,O,X,X,X,X,X
JZOTSLI,O,O,O,O,X,X,X,X
JZOITLS,O,X,O,O,X,O,X,O
JZOITSL,O,X,O,X,X,X,X,X
JZOILTS,O,X,O,O,X,O,X,O
JZOILST,O,O,O,O,X,O,X,O
JZOISTL,O,O,O,X,X,X,X,X
JZOISLT,O,O,O,O,X,X,X,X
JZOLTIS,O,X,O,O,X,O,X,X
JZOLTSI,O,X,O,O,X,O,X,X
JZOLITS,O,X,O,O,X,O,X,O
JZOLIST,O,X,O,O,X,O,X,O
JZOLSTI,O,O,O,O,X,O,X,X
JZOLSIT,O,O,O,O,X,O,X,X
JZOSTIL,O,O,O,X,X,X,X,X
JZOSTLI,O,O,O,O,X,X,X,X
JZOSITL,O,O,O,X,X,X,X,X
JZOSILT,O,O,O,O,X,X,X,X
JZOSLTI,O,O,O,O,X,X,X,X
JZOSLIT,O,O,O,O,X,X,X,X
JOTILSZ,O,O,X,X,O,X,X,O
JOTILZS,O,X,X,X,O,X,X,O
JOTISLZ,O,O,X,X,O,X,X,O
JOTISZL,O,O,X,X,O,X,X,X
JOTIZLS,O,X,X,X,O,O,X,O
JOTIZSL,O,X,X,X,O,X,X,X
JOTLISZ,O,X,X,X,O,X,X,O
JOTLIZS,O,X,X,X,O,X,X,O
JOTLSIZ,O,X,X,X,O,X,X,X
JOTLSZI,O,X,X,O,O,X,X,X
JOTLZIS,O,X,O,O,O,X,X,X
JOTLZSI,O,X,O,O,O,X,X,X
JOTSILZ,O,O,X,X,O,X,O,O
