sequence,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeT/IvhF0gB3iBqrBd?tBmmBRvB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeT/IvhF0gBmiBdsBf?tB6rBRvB,v115@GhA8BeA8FeF8DeB8FeA8AeA8Jex/IvhFXhBziBSwBm?sBdsB0pB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeT/IvhF0gB6mB2sBd?tBXsBRvB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeT/IvhFRsB8qB+rBN?sBatBXqB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeT/IvhFumB9nBZoBy?wB8qBXqB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JezAJvhFRsB/pB+rBN?sBatBUqB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeT/IvhFRiB0mBdtBS?vBXsBmqB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JeCBJvhFRsB/pBOsBd?tBTrBUqB,v115@GhA8BeA8FeF8DeB8FeA8AeA8JezAJvhFRiB+rBNsBa?tB/pBUqB
IOSZTJL,X,O,X,X,X,X,X,X,O,X
IOSZLTJ,X,O,X,X,X,X,X,X,O,X
IOSZLJT,X,X,X,X,X,X,X,X,X,X
IOSZJTL,X,O,X,X,O,X,O,X,X,X
IOSZJLT,X,X,X,X,X,X,X,X,X,X
IOZTLJS,O,X,X,O,O,O,X,X,O,X
IOZTLSJ,O,O,X,X,X,X,X,O,O,X
IOZTJLS,O,X,X,O,O,X,X,X,O,X
IOZTJSL,O,O,X,X,O,X,X,X,O,X
IOZTSLJ,O,O,X,X,X,X,X,O,O,X
IOZTSJL,O,O,X,X,X,X,X,O,O,X
IOZLTJS,O,X,X,O,O,O,X,X,O,X
IOZLTSJ,O,O,X,X,X,X,X,X,O,X
IOZLJTS,O,X,X,O,O,X,X,X,X,X
IOZLJST,X,X,X,O,X,X,X,X,X,X
IOZLSTJ,O,O,X,X,X,X,X,X,O,X
IOZLSJT,X,X,X,O,X,X,X,X,X,X
IOZJTLS,O,X,X,O,O,X,O,X,X,X
IOZJTSL,O,O,X,X,O,X,O,X,X,X
IOZJLTS,O,X,X,O,O,X,X,X,X,X
IOZJLST,X,X,X,O,X,X,X,X,X,X
IOZJSTL,X,O,X,X,O,X,O,X,X,X
IOZJSLT,X,X,X,O,X,X,X,X,X,X
IOZSTLJ,O,O,X,X,X,X,X,X,O,X
IOZSTJL,O,O,X,X,X,X,X,X,O,X
IOZSLTJ,O,O,X,X,X,X,X,X,O,X
IOZSLJT,X,X,X,O,X,X,X,X,X,X
IOZSJTL,X,O,X,X,O,X,O,X,X,X
IOZSJLT,X,X,X,O,X,X,X,X,X,X
LTIJSZO,O,X,O,X,X,O,X,X,X,X
LTIJSOZ,O,X,O,X,X,O,X,X,X,X
LTIJZSO,O,X,O,X,X,O,X,X,X,X
LTIJZOS,O,X,O,X,X,O,X,X,X,X
LTIJOSZ,O,X,O,X,X,O,X,X,X,X
LTIJOZS,O,X,O,X,X,O,X,X,X,X
LTISJZO,O,X,O,X,X,O,X,X,X,X
LTISJOZ,O,X,O,X,X,O,X,X,X,X
LTISZJO,O,X,X,X,X,X,X,X,X,X
LTISZOJ,O,X,X,X,X,X,X,X,X,X
LTISOJZ,O,X,X,X,X,O,X,X,X,X
LTISOZJ,O,X,X,X,X,X,X,X,X,X
LTIZJSO,O,X,X,X,X,O,X,X,X,X
LTIZJOS,O,X,X,X,X,O,X,X,X,X
LTIZSJO,O,X,X,X,X,X,X,X,X,X
LTIZSOJ,O,X,X,X,X,X,X,X,X,X
LTIZOJS,O,X,X,X,X,O,X,X,X,X
LTIZOSJ,O,X,X,X,X,X,X,X,X,X
LTIOJSZ,O,X,X,X,X,O,X,X,X,X
LTIOJZS,O,X,X,X,X,O,X,X,X,X
LTIOSJZ,O,X,X,X,X,O,X,X,X,X
LTIOSZJ,O,X,X,X,X,X,X,X,X,X
LTIOZJS,O,X,X,X,X,O,X,X,X,X
LTIOZSJ,O,X,X,X,X,X,X,X,X,X
LTJISZO,X,X,O,X,X,O,X,X,X,X
LTJISOZ,X,X,O,X,X,O,X,X,X,X
LTJIZSO,X,X,O,X,X,O,X,X,X,X
LTJIZOS,X,X,O,X,X,O,X,X,X,X
LTJIOSZ,X,X,O,X,X,O,X,X,X,X
LTJIOZS,X,X,O,X,X,O,X,X,X,X
LTJSIZO,X,X,O,X,X,O,X,X,X,X
LTJSIOZ,X,X,O,X,X,O,X,X,X,X
LTJSZIO,X,X,O,X,X,X,X,X,X,X
LTJSZOI,O,X,O,X,X,X,X,X,X,X
LTJSOIZ,X,X,O,X,X,O,X,X,X,X
LTJSOZI,O,X,O,X,X,X,X,X,X,X
LTJZISO,X,X,O,X,X,O,X,X,X,X
LTJZIOS,X,X,O,X,X,O,X,X,X,X
LTJZSIO,X,X,O,X,X,X,X,X,X,X
LTJZSOI,O,X,O,X,X,X,X,X,X,X
LTJZOIS,X,X,O,X,X,O,X,X,X,X
LTJZOSI,O,X,O,X,X,X,X,X,X,X
LTJOISZ,X,X,O,X,X,O,X,X,X,X
LTJOIZS,X,X,O,X,X,O,X,X,X,X
LTJOSIZ,X,X,O,X,X,O,X,X,X,X
LTJOSZI,O,X,O,X,X,X,X,X,X,X
LTJOZIS,X,X,O,X,X,O,X,X,X,X
LTJOZSI,O,X,O,X,X,X,X,X,X,X
LTSIJZO,O,O,O,X,X,O,X,X,X,X
LTSIJOZ,O,O,O,X,X,O,X,X,X,X
LTSIZJO,O,O,X,X,X,X,X,X,X,X
LTSIZOJ,O,O,X,X,X,X,X,X,X,X
LTSIOJZ,O,O,X,X,X,O,X,X,X,X
LTSIOZJ,O,O,X,X,X,X,X,X,X,X
LTSJIZO,X,O,O,X,X,O,X,X,X,X
LTSJIOZ,X,O,O,X,X,O,X,X,X,X
LTSJZIO,X,O,O,X,X,X,X,X,X,X
LTSJZOI,O,O,O,X,X,X,X,X,X,X
LTSJOIZ,X,O,O,X,X,O,X,X,X,X
LTSJOZI,O,O,O,X,X,X,X,X,X,X
LTSZIJO,O,O,X,X,X,X,X,X,X,X
LTSZIOJ,O,O,X,X,X,X,X,X,X,X
LTSZJIO,X,O,X,X,X,X,X,X,X,X
LTSZJOI,O,O,X,X,X,X,X,X,X,X
LTSZOIJ,O,O,X,X,X,X,X,X,X,X
LTSZOJI,O,O,X,X,X,X,X,X,X,X
LTSOIJZ,O,O,X,X,X,O,X,X,X,X
LTSOIZJ,O,O,X,X,X,X,X,X,X,X
LTSOJIZ,X,O,X,X,X,O,X,X,X,X
LTSOJZI,O,O,X,X,X,X,X,X,X,X
LTSOZIJ,O,O,X,X,X,X,X,X,X,X
LTSOZJI,O,O,X,X,X,X,X,X,X,X
LTZIJSO,O,X,X,X,X,O,X,X,X,X
LTZIJOS,O,X,X,X,X,O,X,X,X,X
LTZISJO,O,X,X,X,X,X,X,O,X,X
LTZISOJ,O,X,X,X,X,X,X,O,X,X
LTZIOJS,O,X,X,X,X,O,X,X,X,X
LTZIOSJ,O,X,X,X,X,X,X,O,X,X
LTZJISO,X,X,X,X,X,O,X,X,X,X
LTZJIOS,X,X,X,X,X,O,X,X,X,X
LTZJSIO,X,X,X,X,X,X,X,O,X,X
LTZJSOI,O,X,X,X,X,X,X,O,X,X
LTZJOIS,X,X,X,X,X,O,X,X,X,X
LTZJOSI,O,X,X,X,X,X,X,O,X,X
LTZSIJO,O,O,X,X,X,X,X,O,X,X
LTZSIOJ,O,O,X,X,X,X,X,O,X,X
LTZSJIO,X,O,X,X,X,X,X,O,X,X
LTZSJOI,O,O,X,X,X,X,X,O,X,X
LTZSOIJ,O,O,X,X,X,X,X,O,X,X
LTZSOJI,O,O,X,X,X,X,X,O,X,X
LTZOIJS,O,X,X,X,X,O,X,X,X,X
LTZOISJ,O,X,X,X,X,X,X,O,X,X
LTZOJIS,X,X,X,X,X,O,X,X,X,X
LTZOJSI,O,X,X,X,X,X,X,O,X,X
LTZOSIJ,O,O,X,X,X,X,X,O,X,X
LTZOSJI,O,O,X,X,X,X,X,O,X,X
LTOIJSZ,O,X,X,X,X,O,X,X,X,X
LTOIJZS,O,X,X,X,X,O,X,X,X,X
LTOISJZ,O,X,X,X,X,O,X,X,X,X
LTOISZJ,O,X,X,X,X,X,X,X,X,X
LTOIZJS,O,X,X,X,X,O,X,X,X,X
LTOIZSJ,O,X,X,X,X,X,X,X,X,X
LTOJISZ,X,X,X,X,X,O,X,X,X,X
LTOJIZS,X,X,X,X,X,O,X,X,X,X
LTOJSIZ,X,X,X,X,X,O,X,X,X,X
LTOJSZI,O,X,X,X,X,X,X,X,X,X
LTOJZIS,X,X,X,X,X,O,X,X,X,X
LTOJZSI,O,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,O,X,X,X,O,X,X,X,X
LTOSIZJ,O,O,X,X,X,X,X,X,X,X
LTOSJIZ,X,O,X,X,X,O,X,X,X,X
LTOSJZI,O,O,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,X,X,X,X,X,X,X,X
LTOSZJI,O,O,X,X,X,X,X,X,X,X
LTOZIJS,O,X,X,X,X,O,X,X,X,X
LTOZISJ,O,X,X,X,X,X,X,O,X,X
LTOZJIS,X,X,X,X,X,O,X,X,X,X
LTOZJSI,O,X,X,X,X,X,X,O,X,X
LTOZSIJ,O,O,X,X,X,X,X,O,X,X
LTOZSJI,O,O,X,X,X,X,X,O,X,X
LITJSZO,X,X,O,X,O,O,O,X,X,X
LITJSOZ,X,X,O,X,O,O,O,X,O,X
LITJZSO,X,X,O,X,O,O,O,X,X,X
LITJZOS,X,X,O,X,O,O,O,X,X,X
LITJOSZ,X,X,O,X,O,O,O,X,O,X
LITJOZS,X,X,O,X,O,O,O,X,O,X
LITSJZO,X,X,O,X,O,O,O,X,X,X
LITSJOZ,X,X,O,X,O,O,O,X,O,X
LITSZJO,X,X,X,X,X,X,O,X,X,X
LITSZOJ,O,X,X,X,X,X,X,X,X,X
LITSOJZ,X,X,X,X,O,O,O,X,O,X
LITSOZJ,O,X,X,X,X,X,X,X,O,X
LITZJSO,X,X,X,X,O,O,O,X,X,X
LITZJOS,X,X,X,X,O,O,O,X,X,X
LITZSJO,X,X,X,X,X,X,O,X,X,X
LITZSOJ,O,X,X,X,X,X,X,X,X,X
LITZOJS,X,X,X,X,O,O,X,X,X,X
LITZOSJ,O,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,O,O,O,X,O,X
LITOJZS,X,X,X,X,O,O,O,X,O,X
LITOSJZ,X,X,X,X,O,O,O,X,O,X
LITOSZJ,O,X,X,X,X,X,X,X,O,X
LITOZJS,X,X,X,X,O,O,X,X,O,X
LITOZSJ,O,X,X,X,X,X,X,X,O,X
LIJTSZO,X,X,O,X,O,O,O,X,X,X
LIJTSOZ,X,X,O,X,O,O,O,X,X,X
LIJTZSO,X,X,O,X,O,O,O,X,X,X
LIJTZOS,X,X,O,X,O,O,O,X,X,X
LIJTOSZ,X,X,O,X,O,O,O,X,X,X
LIJTOZS,X,X,O,X,O,O,O,X,X,X
LIJSTZO,X,X,O,X,X,X,O,X,X,X
LIJSTOZ,X,X,O,X,X,X,O,X,X,X
LIJSZTO,X,X,O,X,X,X,X,X,X,X
LIJSZOT,X,X,O,X,X,X,X,X,X,X
LIJSOTZ,X,X,O,X,X,X,O,X,X,X
LIJSOZT,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,X,O,X,O,X,X,X,X,X
LIJZTOS,X,X,O,X,O,X,X,X,X,X
LIJZSTO,X,X,O,X,X,X,X,X,X,X
LIJZSOT,X,X,O,X,X,X,X,X,X,X
LIJZOTS,X,X,O,X,O,X,X,X,X,X
LIJZOST,X,X,O,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,X,O,O,O,X,X,X
LIJOTZS,X,X,O,X,O,O,O,X,X,X
LIJOSTZ,X,X,O,X,X,X,O,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,O,X,O,X,X,X,X,X
LIJOZST,X,X,O,X,X,X,X,X,X,X
LISTJZO,X,X,O,X,O,O,O,X,X,X
LISTJOZ,X,X,O,X,O,O,O,X,O,X
LISTZJO,X,X,X,X,X,X,O,X,X,X
LISTZOJ,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,X,X,X,O,O,O,X,O,X
LISTOZJ,X,X,X,X,X,X,X,X,O,X
LISJTZO,X,X,O,X,X,X,O,X,X,X
LISJTOZ,X,X,O,X,X,X,O,X,X,X
LISJZTO,X,X,O,X,X,X,X,X,X,X
LISJZOT,X,X,O,X,X,X,X,X,X,X
LISJOTZ,X,X,O,X,X,X,O,X,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,X,X,X,X,X,O,X,X,X
LISZTOJ,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,X,O,X,X,X,X,X,X,X
LISZJOT,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,X,O,O,O,X,O,X
LISOTZJ,X,X,X,X,X,X,X,X,O,X
LISOJTZ,X,X,O,X,X,X,X,X,O,X
LISOJZT,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,X,X,X,X,X,X,O,X
LISOZJT,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,X,X,O,O,O,X,X,X
LIZTJOS,X,X,X,X,O,O,O,X,X,X
LIZTSJO,X,X,X,X,X,X,O,X,X,X
LIZTSOJ,O,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,X,X,O,O,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,O,X,O,X,X,X,X,X
LIZJTOS,X,X,O,X,O,X,X,X,X,X
LIZJSTO,X,X,O,X,X,X,X,X,X,X
LIZJSOT,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,O,X,O,X,X,X,X,X
LIZJOST,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,X,X,X,X,O,X,X,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,X,O,X,X,X,X,X,X,X
LIZSJOT,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,O,X,X,X,X
LIZOTSJ,O,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,O,X,X,X,X,X
LIZOJST,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,O,O,O,X,O,X
LIOTJZS,X,X,X,X,O,O,O,X,O,X
LIOTSJZ,X,X,X,X,O,O,O,X,O,X
LIOTSZJ,O,X,X,X,X,X,X,X,O,X
LIOTZJS,X,X,X,X,O,O,X,X,O,X
LIOTZSJ,O,X,X,X,X,X,X,X,O,X
LIOJTSZ,X,X,O,X,O,O,X,X,O,X
LIOJTZS,X,X,O,X,O,O,X,X,O,X
LIOJSTZ,X,X,O,X,X,X,X,X,O,X
LIOJSZT,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,O,X,O,X,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,X,X,O,O,O,X,O,X
LIOSTZJ,X,X,X,X,X,X,X,X,O,X
LIOSJTZ,X,X,O,X,X,X,X,X,O,X
LIOSJZT,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,X,X,X,X,X,X,O,X
LIOSZJT,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,O,O,X,X,O,X
LIOZTSJ,O,X,X,X,X,X,X,X,O,X
LIOZJTS,X,X,X,X,O,X,X,X,X,X
LIOZJST,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,O,X
LIOZSJT,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,O,X,X,O,X,X,X,O
LJTISOZ,X,X,O,X,X,O,X,X,X,O
LJTIZSO,X,X,O,X,X,O,X,X,X,O
LJTIZOS,X,X,O,X,X,O,X,X,X,O
LJTIOSZ,X,X,O,X,X,O,X,X,X,O
LJTIOZS,X,X,O,X,X,O,X,X,X,O
LJTSIZO,X,X,O,X,X,O,X,X,X,O
LJTSIOZ,X,X,O,X,X,O,X,X,X,O
LJTSZIO,X,X,O,X,X,X,X,X,X,O
LJTSZOI,O,X,O,X,X,X,X,X,X,O
LJTSOIZ,X,X,O,X,X,O,X,X,X,O
LJTSOZI,O,X,O,X,X,X,X,X,X,O
LJTZISO,X,X,O,X,X,O,X,X,X,O
LJTZIOS,X,X,O,X,X,O,X,X,X,O
LJTZSIO,X,X,O,X,X,X,X,X,X,O
LJTZSOI,O,X,O,X,X,X,X,X,X,O
LJTZOIS,X,X,O,X,X,O,X,X,X,O
LJTZOSI,O,X,O,X,X,X,X,X,X,O
LJTOISZ,X,X,O,X,X,O,X,X,X,O
LJTOIZS,X,X,O,X,X,O,X,X,X,O
LJTOSIZ,X,X,O,X,X,O,X,X,X,O
LJTOSZI,O,X,O,X,X,X,X,X,X,O
LJTOZIS,X,X,O,X,X,O,X,X,X,O
LJTOZSI,O,X,O,X,X,X,X,X,X,O
LJITSZO,X,X,O,X,X,O,X,X,X,X
LJITSOZ,X,X,O,X,X,O,X,X,X,X
LJITZSO,X,X,O,X,X,O,X,X,X,X
LJITZOS,X,X,O,X,X,O,X,X,X,X
LJITOSZ,X,X,O,X,X,O,X,X,X,X
LJITOZS,X,X,O,X,X,O,X,X,X,X
LJISTZO,X,X,O,X,X,X,X,X,X,X
LJISTOZ,X,X,O,X,X,X,X,X,X,X
LJISZTO,X,X,O,X,X,X,X,X,X,X
LJISZOT,X,X,O,X,X,X,X,X,X,X
LJISOTZ,X,X,O,X,X,X,X,X,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,X,O,O,X,X,X,X,X,X
LJIZTOS,X,X,O,O,X,X,X,X,X,X
LJIZSTO,X,X,O,O,X,X,X,X,X,X
LJIZSOT,X,X,O,O,X,X,X,X,X,X
LJIZOTS,X,X,O,O,X,X,X,X,X,X
LJIZOST,X,X,O,O,X,X,X,X,X,X
LJIOTSZ,X,X,O,X,X,O,X,X,X,X
LJIOTZS,X,X,O,X,X,O,X,X,X,X
LJIOSTZ,X,X,O,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,O,O,X,X,X,X,X,X
LJIOZST,X,X,O,O,X,X,X,X,X,X
LJSTIZO,X,X,O,X,X,O,X,X,X,X
LJSTIOZ,X,X,O,X,X,O,X,X,X,X
LJSTZIO,X,X,O,X,X,X,X,X,X,X
LJSTZOI,X,X,O,X,X,X,X,X,X,X
LJSTOIZ,X,X,O,X,X,O,X,X,X,X
LJSTOZI,X,X,O,X,X,X,X,X,X,X
LJSITZO,X,X,O,X,X,X,X,X,X,X
LJSITOZ,X,X,O,X,X,X,X,X,X,X
LJSIZTO,X,X,O,X,X,X,X,X,X,X
LJSIZOT,X,X,O,X,X,X,X,X,X,X
LJSIOTZ,X,X,O,X,X,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,X,X,X,X
LJSZTIO,X,X,O,X,X,X,X,X,X,X
LJSZTOI,X,X,O,X,X,X,X,X,X,X
LJSZITO,X,X,O,X,X,X,X,X,X,X
LJSZIOT,X,X,O,X,X,X,X,X,X,X
LJSZOTI,X,X,O,X,X,X,X,X,X,X
LJSZOIT,X,X,O,X,X,X,X,X,X,X
LJSOTIZ,X,X,O,X,X,O,X,X,X,X
LJSOTZI,X,X,O,X,X,X,X,X,X,X
LJSOITZ,X,X,O,X,X,X,X,X,X,X
LJSOIZT,X,X,X,X,X,X,X,X,X,X
LJSOZTI,X,X,O,X,X,X,X,X,X,X
LJSOZIT,X,X,O,X,X,X,X,X,X,X
LJZTISO,X,X,O,O,X,O,X,X,X,X
LJZTIOS,X,X,O,O,X,O,X,X,X,X
LJZTSIO,X,X,O,O,X,X,X,X,X,X
LJZTSOI,O,X,O,O,X,X,X,X,X,X
LJZTOIS,X,X,O,O,X,O,X,X,X,X
LJZTOSI,O,X,O,O,X,X,X,X,X,X
LJZITSO,X,X,O,O,X,X,X,X,X,X
LJZITOS,X,X,O,O,X,X,X,X,X,X
LJZISTO,X,X,O,O,X,X,X,X,X,X
LJZISOT,X,X,O,O,X,X,X,X,X,X
LJZIOTS,X,X,O,O,X,X,X,X,X,X
LJZIOST,X,X,O,O,X,X,X,X,X,X
LJZSTIO,X,X,O,O,X,X,X,X,X,X
LJZSTOI,X,X,O,O,X,X,X,X,X,X
LJZSITO,X,X,O,O,X,X,X,X,X,X
LJZSIOT,X,X,O,O,X,X,X,X,X,X
LJZSOTI,X,X,O,O,X,X,X,X,X,X
LJZSOIT,X,X,O,X,X,X,X,X,X,X
LJZOTIS,X,X,O,O,X,O,X,X,X,X
LJZOTSI,O,X,O,O,X,X,X,X,X,X
LJZOITS,X,X,O,O,X,X,X,X,X,X
LJZOIST,X,X,O,O,X,X,X,X,X,X
LJZOSTI,X,X,O,O,X,X,X,X,X,X
LJZOSIT,X,X,O,X,X,X,X,X,X,X
LJOTISZ,X,X,O,X,X,O,X,X,X,O
LJOTIZS,X,X,O,X,X,O,X,X,X,O
LJOTSIZ,X,X,O,X,X,O,X,X,X,O
LJOTSZI,O,X,O,X,X,X,X,X,X,O
LJOTZIS,X,X,O,X,X,O,X,X,X,O
LJOTZSI,O,X,O,X,X,X,X,X,X,O
LJOITSZ,X,X,O,X,X,O,X,X,X,X
LJOITZS,X,X,O,X,X,O,X,X,X,X
LJOISTZ,X,X,O,X,X,X,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,X
LJOIZTS,X,X,O,O,X,X,X,X,X,X
LJOIZST,X,X,O,O,X,X,X,X,X,X
LJOSTIZ,X,X,O,X,X,O,X,X,X,X
LJOSTZI,X,X,O,X,X,X,X,X,X,X
LJOSITZ,X,X,O,X,X,X,X,X,X,X
LJOSIZT,X,X,X,X,X,X,X,X,X,X
LJOSZTI,X,X,O,X,X,X,X,X,X,X
LJOSZIT,X,X,O,X,X,X,X,X,X,X
LJOZTIS,X,X,O,O,X,O,X,X,X,X
LJOZTSI,O,X,O,O,X,X,X,X,X,X
LJOZITS,X,X,O,O,X,X,X,X,X,X
LJOZIST,X,X,O,O,X,X,X,X,X,X
LJOZSTI,X,X,O,O,X,X,X,X,X,X
LJOZSIT,X,X,O,X,X,X,X,X,X,X
LSTIJZO,X,O,O,X,X,O,X,X,X,X
LSTIJOZ,X,O,O,X,X,O,X,X,X,X
LSTIZJO,X,O,X,X,X,X,X,X,X,X
LSTIZOJ,O,O,X,X,X,X,X,X,X,X
LSTIOJZ,X,O,X,X,X,O,X,X,X,X
LSTIOZJ,O,O,X,X,X,X,X,X,X,X
LSTJIZO,X,O,O,X,X,O,X,X,X,X
LSTJIOZ,X,O,O,X,X,O,X,X,X,X
LSTJZIO,X,O,O,X,X,X,X,X,X,X
LSTJZOI,O,O,O,X,X,X,X,X,X,X
LSTJOIZ,X,O,O,X,X,O,X,X,X,X
LSTJOZI,O,O,O,X,X,X,X,X,X,X
LSTZIJO,X,O,X,X,X,X,X,X,X,X
LSTZIOJ,O,O,X,X,X,X,X,X,X,X
LSTZJIO,X,O,X,X,X,X,X,X,X,X
LSTZJOI,O,O,X,X,X,X,X,X,X,X
LSTZOIJ,O,O,X,X,X,X,X,X,X,X
LSTZOJI,O,O,X,X,X,X,X,X,X,X
LSTOIJZ,X,O,X,X,X,O,X,X,X,X
LSTOIZJ,O,O,X,X,X,X,X,X,X,X
LSTOJIZ,X,O,X,X,X,O,X,X,X,X
LSTOJZI,O,O,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,X,X,X,X,X
LSTOZJI,O,O,X,X,X,X,X,X,X,X
LSITJZO,X,O,O,X,X,O,X,X,X,X
LSITJOZ,X,O,O,X,X,O,X,X,X,X
LSITZJO,X,O,X,X,X,X,X,X,X,X
LSITZOJ,X,O,X,X,X,X,X,X,X,X
LSITOJZ,X,O,X,X,X,O,X,X,X,X
LSITOZJ,X,O,X,X,X,X,X,X,X,X
LSIJTZO,X,O,O,X,X,X,X,X,X,X
LSIJTOZ,X,O,O,X,X,X,X,X,X,X
LSIJZTO,X,X,O,X,X,X,X,X,X,X
LSIJZOT,X,X,O,X,X,X,X,X,X,X
LSIJOTZ,X,O,O,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,X,X,X,X,X,X
LSIZTJO,X,O,X,X,X,X,X,X,X,X
LSIZTOJ,X,O,X,X,X,X,X,X,X,X
LSIZJTO,X,X,O,X,X,X,X,X,X,X
LSIZJOT,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,X,O,X,X,X,X,X,X,X,X
LSIZOJT,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,X,O,X,X,X,O,X,X,X,X
LSIOTZJ,X,O,X,X,X,X,X,X,X,X
LSIOJTZ,X,O,O,X,X,X,X,X,X,X
LSIOJZT,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,X,O,X,X,X,X,X,X,X,X
LSIOZJT,X,X,X,X,X,X,X,X,X,X
LSJTIZO,X,O,O,X,X,O,X,X,X,X
LSJTIOZ,X,O,O,X,X,O,X,X,X,X
LSJTZIO,X,O,O,X,X,X,X,X,X,X
LSJTZOI,X,O,O,X,X,X,X,X,X,X
LSJTOIZ,X,O,O,X,X,O,X,X,X,X
LSJTOZI,X,O,O,X,X,X,X,X,X,X
LSJITZO,X,O,O,X,X,X,X,X,X,X
LSJITOZ,X,O,O,X,X,X,X,X,X,X
LSJIZTO,X,X,O,X,X,X,X,X,X,X
LSJIZOT,X,X,O,X,X,X,X,X,X,X
LSJIOTZ,X,O,O,X,X,X,X,X,X,X
LSJIOZT,X,X,X,X,X,X,X,X,X,X
LSJZTIO,X,X,O,X,X,X,X,X,X,X
LSJZTOI,X,X,O,X,X,X,X,X,X,X
LSJZITO,X,X,O,X,X,X,X,X,X,X
LSJZIOT,X,X,O,X,X,X,X,X,X,X
LSJZOTI,X,X,O,X,X,X,X,X,X,X
LSJZOIT,X,X,O,X,X,X,X,X,X,X
LSJOTIZ,X,O,O,X,X,O,X,X,X,X
LSJOTZI,X,O,O,X,X,X,X,X,X,X
LSJOITZ,X,O,O,X,X,X,X,X,X,X
LSJOIZT,X,X,X,X,X,X,X,X,X,X
LSJOZTI,X,X,O,X,X,X,X,X,X,X
LSJOZIT,X,X,O,X,X,X,X,X,X,X
LSZTIJO,X,O,X,X,X,X,X,X,X,X
LSZTIOJ,O,O,X,X,X,X,X,X,X,X
LSZTJIO,X,O,X,X,X,X,X,X,X,X
LSZTJOI,O,O,X,X,X,X,X,X,X,X
LSZTOIJ,O,O,X,X,X,X,X,X,X,X
LSZTOJI,O,O,X,X,X,X,X,X,X,X
LSZITJO,X,O,X,X,X,X,X,X,X,X
LSZITOJ,X,O,X,X,X,X,X,X,X,X
LSZIJTO,X,X,O,X,X,X,X,X,X,X
LSZIJOT,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,X,O,X,X,X,X,X,X,X,X
LSZIOJT,X,X,X,X,X,X,X,X,X,X
LSZJTIO,X,X,O,X,X,X,X,X,X,X
LSZJTOI,X,X,O,X,X,X,X,X,X,X
LSZJITO,X,X,O,X,X,X,X,X,X,X
LSZJIOT,X,X,O,X,X,X,X,X,X,X
LSZJOTI,X,X,O,X,X,X,X,X,X,X
LSZJOIT,X,X,O,X,X,X,X,X,X,X
