sequence,v115@GhA8BeA8FeD8FeD8CeA8BeA8JeT/IvhFlgBcmBZoB6?sBXnBWwB,v115@GhA8BeA8FeD8FeD8CeA8BeA8JeT/IvhF6lB/mBRiBm?nBVwB0sB,v115@GhA8BeA8FeD8FeD8CeA8BeA8JeT/IvhFxgBqqB/rBF?nB8sBmsB,v115@GhA8BeA8FeD8FeD8CeA8BeA8JeT/IvhFVmBGiBZoB/?sB0lBSwB,v115@GhA8BeA8FeD8FeD8CeA8BeA8JeT/IvhFlgBWnBZoB8?qB6sB3rB
ZIJSOTL,O,X,X,X,X
ZIJSOLT,O,X,X,X,X
ZIJOTLS,O,O,X,X,X
ZIJOTSL,O,O,X,X,X
ZIJOLTS,O,O,X,X,X
ZIJOLST,O,X,O,X,X
ZIJOSTL,O,X,X,X,X
ZIJOSLT,O,X,X,X,X
ZISTLJO,X,X,X,X,O
ZISTLOJ,X,X,X,X,O
ZISTJLO,X,X,X,X,O
ZISTJOL,X,X,X,X,O
ZISTOLJ,X,X,X,X,O
ZISTOJL,X,X,X,X,O
ZISLTJO,X,X,O,O,O
ZISLTOJ,X,X,O,O,O
ZISLJTO,X,X,O,O,O
ZISLJOT,X,X,O,O,O
ZISLOTJ,X,X,O,O,O
ZISLOJT,X,X,O,O,O
ZISJTLO,X,X,X,X,O
ZISJTOL,X,X,X,X,O
ZISJLTO,X,X,X,O,O
ZISJLOT,X,X,X,O,O
ZISJOTL,X,X,X,X,O
ZISJOLT,X,X,X,O,O
ZISOTLJ,X,X,X,X,O
ZISOTJL,X,X,X,X,O
ZISOLTJ,X,X,O,O,O
ZISOLJT,X,X,O,O,O
ZISOJTL,X,X,X,X,O
ZISOJLT,X,X,X,O,O
ZIOTLJS,O,O,X,X,X
ZIOTLSJ,X,O,O,X,X
ZIOTJLS,O,O,X,X,X
ZIOTJSL,O,O,X,X,X
ZIOTSLJ,X,O,X,X,X
ZIOTSJL,X,O,X,X,X
ZIOLTJS,O,O,X,X,X
ZIOLTSJ,X,O,O,O,X
ZIOLJTS,O,O,X,X,X
ZIOLJST,O,X,O,X,X
ZIOLSTJ,X,X,O,O,X
ZIOLSJT,X,X,O,O,X
ZIOJTLS,O,O,X,X,X
ZIOJTSL,O,O,X,X,X
ZIOJLTS,O,O,X,X,X
ZIOJLST,O,X,O,X,X
ZIOJSTL,O,X,X,X,X
ZIOJSLT,O,X,X,X,X
ZIOSTLJ,X,X,X,X,O
ZIOSTJL,X,X,X,X,O
ZIOSLTJ,X,X,O,O,O
ZIOSLJT,X,X,O,O,O
ZIOSJTL,X,X,X,X,O
ZIOSJLT,X,X,X,O,O
ZLTIJSO,O,O,X,X,X
ZLTIJOS,O,O,X,X,X
ZLTISJO,X,O,O,O,X
ZLTISOJ,X,O,O,O,X
ZLTIOJS,O,O,X,X,X
ZLTIOSJ,X,O,O,O,X
ZLTJISO,O,O,X,X,X
ZLTJIOS,O,O,X,X,X
ZLTJSIO,O,O,X,X,X
ZLTJSOI,O,O,X,X,X
ZLTJOIS,O,O,X,X,X
ZLTJOSI,O,O,X,X,X
ZLTSIJO,X,O,O,O,X
ZLTSIOJ,X,O,O,O,X
ZLTSJIO,X,O,O,O,X
ZLTSJOI,X,O,O,O,X
ZLTSOIJ,X,O,O,O,X
ZLTSOJI,X,O,O,O,X
ZLTOIJS,O,O,X,X,X
ZLTOISJ,X,O,O,O,X
ZLTOJIS,O,O,X,X,X
ZLTOJSI,O,O,X,X,X
ZLTOSIJ,X,O,O,O,X
ZLTOSJI,X,O,O,O,X
ZLITJSO,O,O,X,X,X
ZLITJOS,O,O,X,X,X
ZLITSJO,X,O,O,O,X
ZLITSOJ,X,O,O,O,X
ZLITOJS,O,O,X,X,X
ZLITOSJ,X,O,O,O,X
ZLIJTSO,O,O,X,X,X
ZLIJTOS,O,O,X,X,X
ZLIJSTO,O,X,O,X,X
ZLIJSOT,O,X,O,X,X
ZLIJOTS,O,O,X,X,X
ZLIJOST,O,X,O,X,X
ZLISTJO,X,X,O,O,X
ZLISTOJ,X,X,O,O,X
ZLISJTO,X,X,O,O,X
ZLISJOT,X,X,O,O,X
ZLISOTJ,X,X,O,O,X
ZLISOJT,X,X,O,O,X
ZLIOTJS,O,O,X,X,X
ZLIOTSJ,X,O,O,O,X
ZLIOJTS,O,O,X,X,X
ZLIOJST,O,X,O,X,X
ZLIOSTJ,X,X,O,O,X
ZLIOSJT,X,X,O,O,X
ZLJTISO,O,O,X,X,X
ZLJTIOS,O,O,X,X,X
ZLJTSIO,O,O,X,X,X
ZLJTSOI,O,O,X,X,X
ZLJTOIS,O,O,X,X,X
ZLJTOSI,O,O,X,X,X
ZLJITSO,O,O,X,X,X
ZLJITOS,O,O,X,X,X
ZLJISTO,O,X,O,X,X
ZLJISOT,O,X,O,X,X
ZLJIOTS,O,O,X,X,X
ZLJIOST,O,X,O,X,X
ZLJSTIO,O,O,O,X,X
ZLJSTOI,O,O,O,X,X
ZLJSITO,O,X,O,X,X
ZLJSIOT,O,X,O,X,X
ZLJSOTI,O,O,O,X,X
ZLJSOIT,O,X,O,X,X
ZLJOTIS,O,O,X,X,X
ZLJOTSI,O,O,X,X,X
ZLJOITS,O,O,X,X,X
ZLJOIST,O,X,O,X,X
ZLJOSTI,O,O,O,X,X
ZLJOSIT,O,X,O,X,X
ZLSTIJO,X,O,O,O,X
ZLSTIOJ,X,O,O,O,X
ZLSTJIO,X,O,O,O,X
ZLSTJOI,X,O,O,O,X
ZLSTOIJ,X,O,O,O,X
ZLSTOJI,X,O,O,O,X
ZLSITJO,X,X,O,O,X
ZLSITOJ,X,X,O,O,X
ZLSIJTO,X,X,O,O,X
ZLSIJOT,X,X,O,O,X
ZLSIOTJ,X,X,O,O,X
ZLSIOJT,X,X,O,O,X
ZLSJTIO,X,O,O,O,X
ZLSJTOI,X,O,O,O,X
ZLSJITO,X,X,O,O,X
ZLSJIOT,X,X,O,O,X
ZLSJOTI,X,O,O,O,X
ZLSJOIT,X,X,O,O,X
ZLSOTIJ,X,O,O,O,X
ZLSOTJI,X,O,O,O,X
ZLSOITJ,X,X,O,O,X
ZLSOIJT,X,X,O,O,X
ZLSOJTI,X,O,O,O,X
ZLSOJIT,X,X,O,O,X
ZLOTIJS,O,O,X,X,X
ZLOTISJ,X,O,O,O,X
ZLOTJIS,O,O,X,X,X
ZLOTJSI,O,O,X,X,X
ZLOTSIJ,X,O,O,O,X
ZLOTSJI,X,O,O,O,X
ZLOITJS,O,O,X,X,X
ZLOITSJ,X,O,O,O,X
ZLOIJTS,O,O,X,X,X
ZLOIJST,O,X,O,X,X
ZLOISTJ,X,X,O,O,X
ZLOISJT,X,X,O,O,X
ZLOJTIS,O,O,X,X,X
ZLOJTSI,O,O,X,X,X
ZLOJITS,O,O,X,X,X
ZLOJIST,O,X,O,X,X
ZLOJSTI,O,O,O,X,X
ZLOJSIT,O,X,O,X,X
ZLOSTIJ,X,O,O,O,X
ZLOSTJI,X,O,O,O,X
ZLOSITJ,X,X,O,O,X
ZLOSIJT,X,X,O,O,X
ZLOSJTI,X,O,O,O,X
ZLOSJIT,X,X,O,O,X
ZJTILSO,O,O,X,X,X
ZJTILOS,O,O,X,X,X
ZJTISLO,O,O,X,X,X
ZJTISOL,O,O,X,X,X
ZJTIOLS,O,O,X,X,X
ZJTIOSL,O,O,X,X,X
ZJTLISO,O,O,X,X,X
ZJTLIOS,O,O,X,X,X
ZJTLSIO,O,O,X,X,X
ZJTLSOI,O,O,X,X,X
ZJTLOIS,O,O,X,X,X
ZJTLOSI,O,O,X,X,X
ZJTSILO,O,O,X,X,X
ZJTSIOL,O,O,X,X,X
ZJTSLIO,O,O,X,X,X
ZJTSLOI,O,O,X,X,X
ZJTSOIL,O,O,X,X,X
ZJTSOLI,O,O,X,X,X
ZJTOILS,O,O,X,X,X
ZJTOISL,O,O,X,X,X
ZJTOLIS,O,O,X,X,X
ZJTOLSI,O,O,X,X,X
ZJTOSIL,O,O,X,X,X
ZJTOSLI,O,O,X,X,X
ZJITLSO,O,O,X,X,X
ZJITLOS,O,O,X,X,X
ZJITSLO,O,O,X,X,X
ZJITSOL,O,O,X,X,X
ZJITOLS,O,O,X,X,X
ZJITOSL,O,O,X,X,X
ZJILTSO,O,O,X,X,X
ZJILTOS,O,O,X,X,X
ZJILSTO,O,X,O,X,X
ZJILSOT,O,X,O,X,X
ZJILOTS,O,O,X,X,X
ZJILOST,O,X,O,X,X
ZJISTLO,O,X,X,X,X
ZJISTOL,O,X,X,X,X
ZJISLTO,O,X,X,X,X
ZJISLOT,O,X,X,X,X
ZJISOTL,O,X,X,X,X
ZJISOLT,O,X,X,X,X
ZJIOTLS,O,O,X,X,X
ZJIOTSL,O,O,X,X,X
ZJIOLTS,O,O,X,X,X
ZJIOLST,O,X,O,X,X
ZJIOSTL,O,X,X,X,X
ZJIOSLT,O,X,X,X,X
ZJLTISO,O,O,X,X,X
ZJLTIOS,O,O,X,X,X
ZJLTSIO,O,O,X,X,X
ZJLTSOI,O,O,X,X,X
ZJLTOIS,O,O,X,X,X
ZJLTOSI,O,O,X,X,X
ZJLITSO,O,O,X,X,X
ZJLITOS,O,O,X,X,X
ZJLISTO,O,X,O,X,X
ZJLISOT,O,X,O,X,X
ZJLIOTS,O,O,X,X,X
ZJLIOST,O,X,O,X,X
ZJLSTIO,O,O,O,X,X
ZJLSTOI,O,O,O,X,X
ZJLSITO,O,X,O,X,X
ZJLSIOT,O,X,O,X,X
ZJLSOTI,O,O,O,X,X
ZJLSOIT,O,X,O,X,X
ZJLOTIS,O,O,X,X,X
ZJLOTSI,O,O,X,X,X
ZJLOITS,O,O,X,X,X
ZJLOIST,O,X,O,X,X
ZJLOSTI,O,O,O,X,X
ZJLOSIT,O,X,O,X,X
ZJSTILO,O,O,X,X,X
ZJSTIOL,O,O,X,X,X
ZJSTLIO,O,O,X,X,X
ZJSTLOI,O,O,X,X,X
ZJSTOIL,O,O,X,X,X
ZJSTOLI,O,O,X,X,X
ZJSITLO,O,X,X,X,X
ZJSITOL,O,X,X,X,X
ZJSILTO,O,X,X,X,X
ZJSILOT,O,X,X,X,X
ZJSIOTL,O,X,X,X,X
ZJSIOLT,O,X,X,X,X
ZJSLTIO,O,O,X,X,X
ZJSLTOI,O,O,X,X,X
ZJSLITO,O,X,X,X,X
ZJSLIOT,O,X,X,X,X
ZJSLOTI,O,O,X,X,X
ZJSLOIT,O,X,X,X,X
ZJSOTIL,O,O,X,X,X
ZJSOTLI,O,O,X,X,X
ZJSOITL,O,X,X,X,X
ZJSOILT,O,X,X,X,X
ZJSOLTI,O,O,X,X,X
ZJSOLIT,O,X,X,X,X
ZJOTILS,O,O,X,X,X
ZJOTISL,O,O,X,X,X
ZJOTLIS,O,O,X,X,X
ZJOTLSI,O,O,X,X,X
ZJOTSIL,O,O,X,X,X
ZJOTSLI,O,O,X,X,X
ZJOITLS,O,O,X,X,X
ZJOITSL,O,O,X,X,X
ZJOILTS,O,O,X,X,X
ZJOILST,O,X,O,X,X
ZJOISTL,O,X,X,X,X
ZJOISLT,O,X,X,X,X
ZJOLTIS,O,O,X,X,X
ZJOLTSI,O,O,X,X,X
ZJOLITS,O,O,X,X,X
ZJOLIST,O,X,O,X,X
ZJOLSTI,O,O,O,X,X
ZJOLSIT,O,X,O,X,X
ZJOSTIL,O,O,X,X,X
ZJOSTLI,O,O,X,X,X
ZJOSITL,O,X,X,X,X
ZJOSILT,O,X,X,X,X
ZJOSLTI,O,O,X,X,X
ZJOSLIT,O,X,X,X,X
ZSTILJO,X,O,X,X,O
ZSTILOJ,X,O,X,X,O
ZSTIJLO,X,O,X,X,O
ZSTIJOL,X,O,X,X,O
ZSTIOLJ,X,O,X,X,O
ZSTIOJL,X,O,X,X,O
ZSTLIJO,X,O,X,X,O
ZSTLIOJ,X,O,X,X,O
ZSTLJIO,X,O,X,X,O
ZSTLJOI,X,O,X,X,O
ZSTLOIJ,X,O,X,X,O
ZSTLOJI,X,O,X,X,O
ZSTJILO,X,O,X,X,O
ZSTJIOL,X,O,X,X,O
ZSTJLIO,X,O,X,X,O
ZSTJLOI,X,O,X,X,O
ZSTJOIL,X,O,X,X,O
ZSTJOLI,X,O,X,X,O
ZSTOILJ,X,O,X,X,O
ZSTOIJL,X,O,X,X,O
ZSTOLIJ,X,O,X,X,O
ZSTOLJI,X,O,X,X,O
ZSTOJIL,X,O,X,X,O
ZSTOJLI,X,O,X,X,O
ZSITLJO,X,X,X,X,O
ZSITLOJ,X,X,X,X,O
ZSITJLO,X,X,X,X,O
ZSITJOL,X,X,X,X,O
ZSITOLJ,X,X,X,X,O
ZSITOJL,X,X,X,X,O
ZSILTJO,X,X,O,O,O
ZSILTOJ,X,X,O,O,O
ZSILJTO,X,X,O,O,O
ZSILJOT,X,X,O,O,O
ZSILOTJ,X,X,O,O,O
ZSILOJT,X,X,O,O,O
ZSIJTLO,X,X,X,X,O
ZSIJTOL,X,X,X,X,O
ZSIJLTO,X,X,X,O,O
ZSIJLOT,X,X,X,O,O
ZSIJOTL,X,X,X,X,O
ZSIJOLT,X,X,X,O,O
ZSIOTLJ,X,X,X,X,O
ZSIOTJL,X,X,X,X,O
ZSIOLTJ,X,X,O,O,O
ZSIOLJT,X,X,O,O,O
ZSIOJTL,X,X,X,X,O
ZSIOJLT,X,X,X,O,O
ZSLTIJO,X,O,O,O,O
ZSLTIOJ,X,O,O,O,O
ZSLTJIO,X,O,O,O,O
ZSLTJOI,X,O,O,O,O
ZSLTOIJ,X,O,O,O,O
ZSLTOJI,X,O,O,O,O
ZSLITJO,X,X,O,O,O
ZSLITOJ,X,X,O,O,O
ZSLIJTO,X,X,O,O,O
ZSLIJOT,X,X,O,O,O
ZSLIOTJ,X,X,O,O,O
ZSLIOJT,X,X,O,O,O
ZSLJTIO,X,O,O,O,O
ZSLJTOI,X,O,O,O,O
ZSLJITO,X,X,O,O,O
ZSLJIOT,X,X,O,O,O
ZSLJOTI,X,O,O,O,O
ZSLJOIT,X,X,O,O,O
ZSLOTIJ,X,O,O,O,O
ZSLOTJI,X,O,O,O,O
ZSLOITJ,X,X,O,O,O
ZSLOIJT,X,X,O,O,O
ZSLOJTI,X,O,O,O,O
ZSLOJIT,X,X,O,O,O
ZSJTILO,X,O,X,X,O
ZSJTIOL,X,O,X,X,O
ZSJTLIO,X,O,X,X,O
ZSJTLOI,X,O,X,X,O
ZSJTOIL,X,O,X,X,O
ZSJTOLI,X,O,X,X,O
ZSJITLO,X,X,X,X,O
ZSJITOL,X,X,X,X,O
ZSJILTO,X,X,X,O,O
ZSJILOT,X,X,X,O,O
ZSJIOTL,X,X,X,X,O
ZSJIOLT,X,X,X,O,O
ZSJLTIO,X,O,X,O,O
ZSJLTOI,X,O,X,O,O
ZSJLITO,X,X,X,O,O
ZSJLIOT,X,X,X,O,O
ZSJLOTI,X,O,X,O,O
ZSJLOIT,X,X,X,O,O
ZSJOTIL,X,O,X,X,O
ZSJOTLI,X,O,X,X,O
ZSJOITL,X,X,X,X,O
ZSJOILT,X,X,X,O,O
ZSJOLTI,X,O,X,O,O
ZSJOLIT,X,X,X,O,O
ZSOTILJ,X,O,X,X,O
ZSOTIJL,X,O,X,X,O
ZSOTLIJ,X,O,X,X,O
ZSOTLJI,X,O,X,X,O
ZSOTJIL,X,O,X,X,O
ZSOTJLI,X,O,X,X,O
ZSOITLJ,X,X,X,X,O
ZSOITJL,X,X,X,X,O
ZSOILTJ,X,X,O,O,O
ZSOILJT,X,X,O,O,O
ZSOIJTL,X,X,X,X,O
ZSOIJLT,X,X,X,O,O
ZSOLTIJ,X,O,O,O,O
ZSOLTJI,X,O,O,O,O
ZSOLITJ,X,X,O,O,O
ZSOLIJT,X,X,O,O,O
ZSOLJTI,X,O,O,O,O
ZSOLJIT,X,X,O,O,O
ZSOJTIL,X,O,X,X,O
ZSOJTLI,X,O,X,X,O
ZSOJITL,X,X,X,X,O
ZSOJILT,X,X,X,O,O
ZSOJLTI,X,O,X,O,O
ZSOJLIT,X,X,X,O,O
ZOTILJS,O,O,X,X,X
ZOTILSJ,X,O,O,X,X
ZOTIJLS,O,O,X,X,X
ZOTIJSL,O,O,X,X,X
ZOTISLJ,X,O,X,X,X
ZOTISJL,X,O,X,X,X
ZOTLIJS,O,O,X,X,X
ZOTLISJ,X,O,O,X,X
ZOTLJIS,O,O,X,X,X
ZOTLJSI,O,O,X,X,X
ZOTLSIJ,X,O,O,X,X
ZOTLSJI,X,O,O,X,X
ZOTJILS,O,O,X,X,X
ZOTJISL,O,O,X,X,X
ZOTJLIS,O,O,X,X,X
ZOTJLSI,O,O,X,X,X
ZOTJSIL,O,O,X,X,X
ZOTJSLI,O,O,X,X,X
ZOTSILJ,X,O,X,X,X
ZOTSIJL,X,O,X,X,X
ZOTSLIJ,X,O,X,X,X
ZOTSLJI,X,O,X,X,X
ZOTSJIL,X,O,X,X,X
ZOTSJLI,X,O,X,X,X
ZOITLJS,O,O,X,X,X
ZOITLSJ,X,O,O,X,X
ZOITJLS,O,O,X,X,X
ZOITJSL,O,O,X,X,X
ZOITSLJ,X,O,X,X,X
ZOITSJL,X,O,X,X,X
ZOILTJS,O,O,X,X,X
ZOILTSJ,X,O,O,O,X
ZOILJTS,O,O,X,X,X
ZOILJST,O,X,O,X,X
ZOILSTJ,X,X,O,O,X
ZOILSJT,X,X,O,O,X
ZOIJTLS,O,O,X,X,X
ZOIJTSL,O,O,X,X,X
ZOIJLTS,O,O,X,X,X
ZOIJLST,O,X,O,X,X
ZOIJSTL,O,X,X,X,X
ZOIJSLT,O,X,X,X,X
ZOISTLJ,X,X,X,X,O
ZOISTJL,X,X,X,X,O
ZOISLTJ,X,X,O,O,O
ZOISLJT,X,X,O,O,O
ZOISJTL,X,X,X,X,O
ZOISJLT,X,X,X,O,O
ZOLTIJS,O,O,X,X,X
ZOLTISJ,X,O,O,O,X
ZOLTJIS,O,O,X,X,X
ZOLTJSI,O,O,X,X,X
ZOLTSIJ,X,O,O,O,X
ZOLTSJI,X,O,O,O,X
ZOLITJS,O,O,X,X,X
ZOLITSJ,X,O,O,O,X
ZOLIJTS,O,O,X,X,X
ZOLIJST,O,X,O,X,X
ZOLISTJ,X,X,O,O,X
ZOLISJT,X,X,O,O,X
ZOLJTIS,O,O,X,X,X
ZOLJTSI,O,O,X,X,X
ZOLJITS,O,O,X,X,X
ZOLJIST,O,X,O,X,X
ZOLJSTI,O,O,O,X,X
ZOLJSIT,O,X,O,X,X
ZOLSTIJ,X,O,O,O,X
ZOLSTJI,X,O,O,O,X
ZOLSITJ,X,X,O,O,X
ZOLSIJT,X,X,O,O,X
ZOLSJTI,X,O,O,O,X
ZOLSJIT,X,X,O,O,X
ZOJTILS,O,O,X,X,X
ZOJTISL,O,O,X,X,X
ZOJTLIS,O,O,X,X,X
ZOJTLSI,O,O,X,X,X
ZOJTSIL,O,O,X,X,X
ZOJTSLI,O,O,X,X,X
ZOJITLS,O,O,X,X,X
ZOJITSL,O,O,X,X,X
ZOJILTS,O,O,X,X,X
ZOJILST,O,X,O,X,X
ZOJISTL,O,X,X,X,X
ZOJISLT,O,X,X,X,X
ZOJLTIS,O,O,X,X,X
ZOJLTSI,O,O,X,X,X
ZOJLITS,O,O,X,X,X
ZOJLIST,O,X,O,X,X
ZOJLSTI,O,O,O,X,X
ZOJLSIT,O,X,O,X,X
ZOJSTIL,O,O,X,X,X
ZOJSTLI,O,O,X,X,X
ZOJSITL,O,X,X,X,X
ZOJSILT,O,X,X,X,X
ZOJSLTI,O,O,X,X,X
ZOJSLIT,O,X,X,X,X
ZOSTILJ,X,O,X,X,O
ZOSTIJL,X,O,X,X,O
ZOSTLIJ,X,O,X,X,O
ZOSTLJI,X,O,X,X,O
ZOSTJIL,X,O,X,X,O
ZOSTJLI,X,O,X,X,O
ZOSITLJ,X,X,X,X,O
ZOSITJL,X,X,X,X,O
ZOSILTJ,X,X,O,O,O
ZOSILJT,X,X,O,O,O
ZOSIJTL,X,X,X,X,O
ZOSIJLT,X,X,X,O,O
ZOSLTIJ,X,O,O,O,O
ZOSLTJI,X,O,O,O,O
ZOSLITJ,X,X,O,O,O
ZOSLIJT,X,X,O,O,O
ZOSLJTI,X,O,O,O,O
ZOSLJIT,X,X,O,O,O
ZOSJTIL,X,O,X,X,O
ZOSJTLI,X,O,X,X,O
ZOSJITL,X,X,X,X,O
ZOSJILT,X,X,X,O,O
ZOSJLTI,X,O,X,O,O
ZOSJLIT,X,X,X,O,O
OTILJSZ,O,X,X,O,X
OTILJZS,O,X,X,X,X
OTILSJZ,O,O,X,O,X
OTILSZJ,X,O,O,O,X
OTILZJS,O,O,X,X,X
OTILZSJ,X,O,O,O,X
OTIJLSZ,O,X,X,X,X
OTIJLZS,O,X,X,X,X
OTIJSLZ,O,X,X,X,X
OTIJSZL,O,X,X,X,X
OTIJZLS,O,X,X,X,X
OTIJZSL,O,X,X,X,X
OTISLJZ,O,O,X,O,X
OTISLZJ,X,O,X,O,X
OTISJLZ,O,O,X,O,X
OTISJZL,O,X,X,X,O
OTISZLJ,X,O,X,X,O
OTISZJL,X,O,X,X,O
OTIZLJS,O,O,X,X,X
OTIZLSJ,X,O,O,X,X
OTIZJLS,O,O,X,X,X
OTIZJSL,O,O,X,X,X
OTIZSLJ,X,O,X,X,X
OTIZSJL,X,O,X,X,X
OTLIJSZ,O,X,X,O,X
OTLIJZS,O,X,X,X,X
OTLISJZ,O,O,X,O,X
OTLISZJ,X,O,O,O,X
OTLIZJS,O,O,X,X,X
OTLIZSJ,X,O,O,O,X
OTLJISZ,O,X,X,O,X
OTLJIZS,O,X,X,X,X
OTLJSIZ,O,O,X,O,X
OTLJSZI,O,O,X,O,X
OTLJZIS,O,O,X,X,X
OTLJZSI,O,O,X,X,X
OTLSIJZ,O,O,X,O,X
OTLSIZJ,X,O,O,O,X
OTLSJIZ,O,O,X,O,X
OTLSJZI,O,O,X,O,X
OTLSZIJ,X,O,O,O,X
OTLSZJI,X,O,O,O,X
OTLZIJS,O,O,X,X,X
OTLZISJ,X,O,O,O,X
OTLZJIS,O,O,X,X,X
OTLZJSI,O,O,X,X,X
OTLZSIJ,X,O,O,O,X
OTLZSJI,X,O,O,O,X
OTJILSZ,O,X,X,X,X
OTJILZS,O,X,X,X,X
OTJISLZ,O,X,X,X,X
OTJISZL,O,X,X,X,X
OTJIZLS,O,X,X,X,X
OTJIZSL,O,X,X,X,X
OTJLISZ,O,X,X,X,X
OTJLIZS,O,X,X,X,X
OTJLSIZ,O,O,X,X,X
OTJLSZI,O,O,X,X,X
OTJLZIS,O,O,X,X,X
OTJLZSI,O,O,X,X,X
OTJSILZ,O,O,X,X,X
OTJSIZL,O,X,X,X,X
OTJSLIZ,O,O,X,X,X
OTJSLZI,O,O,X,X,X
OTJSZIL,O,O,X,X,X
OTJSZLI,O,O,X,X,X
OTJZILS,O,O,X,X,X
OTJZISL,O,O,X,X,X
OTJZLIS,O,O,X,X,X
OTJZLSI,O,O,X,X,X
OTJZSIL,O,O,X,X,X
OTJZSLI,O,O,X,X,X
OTSILJZ,O,O,X,O,X
OTSILZJ,X,O,X,O,X
OTSIJLZ,O,O,X,O,X
OTSIJZL,O,X,X,X,O
OTSIZLJ,X,O,X,X,O
OTSIZJL,X,O,X,X,O
OTSLIJZ,O,O,X,O,X
OTSLIZJ,X,O,X,O,X
OTSLJIZ,O,O,X,O,X
OTSLJZI,O,O,X,O,X
OTSLZIJ,X,O,X,O,X
OTSLZJI,X,O,X,O,X
OTSJILZ,O,O,X,O,X
OTSJIZL,O,X,X,X,O
OTSJLIZ,O,O,X,O,X
OTSJLZI,O,O,X,O,X
OTSJZIL,O,O,X,X,O
OTSJZLI,O,O,X,X,O
OTSZILJ,X,O,X,X,O
OTSZIJL,X,O,X,X,O
OTSZLIJ,X,O,X,X,O
OTSZLJI,X,O,X,X,O
OTSZJIL,X,O,X,X,O
OTSZJLI,X,O,X,X,O
OTZILJS,O,O,X,X,X
OTZILSJ,X,O,O,X,X
OTZIJLS,O,O,X,X,X
OTZIJSL,O,O,X,X,X
OTZISLJ,X,O,X,X,X
OTZISJL,X,O,X,X,X
OTZLIJS,O,O,X,X,X
OTZLISJ,X,O,O,X,X
OTZLJIS,O,O,X,X,X
OTZLJSI,O,O,X,X,X
OTZLSIJ,X,O,O,X,X
OTZLSJI,X,O,O,X,X
OTZJILS,O,O,X,X,X
OTZJISL,O,O,X,X,X
OTZJLIS,O,O,X,X,X
OTZJLSI,O,O,X,X,X
OTZJSIL,O,O,X,X,X
OTZJSLI,O,O,X,X,X
OTZSILJ,X,O,X,X,X
OTZSIJL,X,O,X,X,X
OTZSLIJ,X,O,X,X,X
OTZSLJI,X,O,X,X,X
OTZSJIL,X,O,X,X,X
OTZSJLI,X,O,X,X,X
OITLJSZ,O,X,X,O,X
OITLJZS,O,X,X,X,X
OITLSJZ,O,O,X,O,X
OITLSZJ,X,O,O,O,X
OITLZJS,O,O,X,X,X
OITLZSJ,X,O,O,O,X
OITJLSZ,O,X,X,X,X
OITJLZS,O,X,X,X,X
OITJSLZ,O,X,X,X,X
OITJSZL,O,X,X,X,X
OITJZLS,O,X,X,X,X
OITJZSL,O,X,X,X,X
OITSLJZ,O,O,X,O,X
OITSLZJ,X,O,X,O,X
OITSJLZ,O,O,X,O,X
OITSJZL,O,X,X,X,O
OITSZLJ,X,O,X,X,O
OITSZJL,X,O,X,X,O
OITZLJS,O,O,X,X,X
OITZLSJ,X,O,O,X,X
OITZJLS,O,O,X,X,X
OITZJSL,O,O,X,X,X
OITZSLJ,X,O,X,X,X
OITZSJL,X,O,X,X,X
OILTJSZ,O,X,X,O,X
OILTJZS,O,X,X,X,X
OILTSJZ,O,X,X,O,X
OILTSZJ,X,X,O,O,X
OILTZJS,O,X,X,X,X
OILTZSJ,X,X,O,O,X
OILJTSZ,O,X,X,O,X
OILJTZS,O,X,X,X,X
OILJSTZ,O,X,X,O,X
OILJSZT,O,X,O,O,X
OILJZTS,O,X,X,X,X
OILJZST,O,X,O,X,X
OILSTJZ,O,X,X,O,X
OILSTZJ,X,X,O,O,X
OILSJTZ,O,X,X,O,X
OILSJZT,O,X,O,O,O
OILSZTJ,X,X,O,O,O
OILSZJT,X,X,O,O,O
OILZTJS,O,O,X,X,X
OILZTSJ,X,O,O,O,X
OILZJTS,O,O,X,X,X
OILZJST,O,X,O,X,X
OILZSTJ,X,X,O,O,X
OILZSJT,X,X,O,O,X
OIJTLSZ,O,X,X,X,X
OIJTLZS,O,X,X,X,X
OIJTSLZ,O,X,X,X,X
OIJTSZL,O,X,X,X,X
OIJTZLS,O,X,X,X,X
OIJTZSL,O,X,X,X,X
OIJLTSZ,O,X,X,O,X
OIJLTZS,O,X,X,X,X
OIJLSTZ,O,X,X,O,X
OIJLSZT,O,X,O,O,X
OIJLZTS,O,X,X,X,X
OIJLZST,O,X,O,X,X
OIJSTLZ,O,X,X,O,X
OIJSTZL,O,X,X,X,O
OIJSLTZ,O,X,X,O,X
OIJSLZT,O,X,X,O,O
OIJSZTL,O,X,X,X,O
OIJSZLT,O,X,X,O,O
OIJZTLS,O,X,X,X,X
OIJZTSL,O,X,X,X,X
OIJZLTS,O,X,X,X,X
OIJZLST,O,X,O,X,X
OIJZSTL,O,X,X,X,X
OIJZSLT,O,X,X,X,X
OISTLJZ,O,X,X,O,X
OISTLZJ,X,X,X,O,X
OISTJLZ,O,X,X,O,X
OISTJZL,O,X,X,X,O
OISTZLJ,X,X,X,X,O
OISTZJL,X,X,X,X,O
OISLTJZ,O,X,X,O,X
OISLTZJ,X,X,O,O,X
OISLJTZ,O,X,X,O,X
OISLJZT,O,X,O,O,O
OISLZTJ,X,X,O,O,O
OISLZJT,X,X,O,O,O
