sequence,v115@KhB8HeC8DeA8BeD8AeB8JeOEJvhFXgBxhB6oBFnB8s?BzpB,v115@KhB8HeC8DeA8BeD8AeB8Jex/IvhFlhBCjBmkB/sBTo?B0pB,v115@KhB8HeC8DeA8BeD8AeB8Jex/IvhFlhBGjBikB/sBUo?BzpB,v115@KhB8HeC8DeA8BeD8AeB8JeXAJvhFxhBTjB2pBFnBCt?B0pB,v115@KhB8HeC8DeA8BeD8AeB8JeOEJvhFXgB0hBSoBzpBxs?BlsB,v115@KhB8HeC8DeA8BeD8AeB8JeT/IvhF0hBxiBypBGoBls?BXqB,v115@KhB8HeC8DeA8BeD8AeB8JeFAJvhF0hBTjBmpBxsB/p?B6sB,v115@KhB8HeC8DeA8BeD8AeB8Jex/IvhFlhBSoBTkBeqB/s?BUtB
JTSLZOI,O,O,O,O,X,O,X,O
JTSLOIZ,X,X,X,O,X,O,X,O
JTSLOZI,X,X,X,O,X,O,X,O
JTSZILO,O,O,O,O,X,O,X,X
JTSZIOL,O,O,O,X,X,X,X,X
JTSZLIO,O,O,O,O,X,O,X,X
JTSZLOI,O,O,O,O,X,O,X,O
JTSZOIL,O,O,O,X,X,X,X,O
JTSZOLI,O,O,O,X,X,X,X,O
JTSOILZ,X,O,X,O,X,X,X,O
JTSOIZL,X,X,O,X,X,X,X,O
JTSOLIZ,X,O,O,O,X,X,X,O
JTSOLZI,X,O,O,O,X,X,X,O
JTSOZIL,X,O,O,X,X,X,X,O
JTSOZLI,X,O,O,X,X,X,X,O
JTZILSO,O,O,X,O,X,O,O,X
JTZILOS,O,X,X,O,X,O,O,X
JTZISLO,O,O,X,O,X,O,O,X
JTZISOL,O,O,X,X,X,X,O,X
JTZIOLS,O,X,X,X,X,O,O,X
JTZIOSL,O,O,X,X,X,X,O,X
JTZLISO,O,O,X,O,X,O,X,X
JTZLIOS,O,X,X,O,X,O,X,X
JTZLSIO,O,O,X,O,X,O,X,X
JTZLSOI,O,O,X,O,X,O,X,X
JTZLOIS,O,X,X,O,X,O,X,X
JTZLOSI,O,X,X,O,X,O,X,X
JTZSILO,O,O,X,O,X,O,X,X
JTZSIOL,O,O,X,X,X,X,X,X
JTZSLIO,O,O,X,O,X,O,X,X
JTZSLOI,O,O,X,O,X,O,X,O
JTZSOIL,O,O,X,X,X,X,X,O
JTZSOLI,O,O,X,X,X,X,X,O
JTZOILS,O,X,X,X,X,O,X,X
JTZOISL,O,O,X,X,X,X,X,O
JTZOLIS,O,X,X,X,X,O,X,X
JTZOLSI,O,X,X,X,X,O,X,X
JTZOSIL,O,O,X,X,X,X,X,O
JTZOSLI,O,O,X,X,X,X,X,O
JTOILSZ,X,X,X,O,X,O,X,O
JTOILZS,X,X,X,O,X,O,X,X
JTOISLZ,X,X,X,O,X,X,X,O
JTOISZL,X,X,O,X,X,X,X,O
JTOIZLS,X,X,X,X,X,O,X,X
JTOIZSL,X,X,X,X,X,X,X,O
JTOLISZ,X,X,O,O,X,O,X,O
JTOLIZS,X,X,X,O,X,O,X,X
JTOLSIZ,X,X,O,O,X,O,X,O
JTOLSZI,X,X,O,O,X,O,X,O
JTOLZIS,X,X,X,O,X,O,X,X
JTOLZSI,X,X,X,O,X,O,X,X
JTOSILZ,X,X,X,O,X,X,X,O
JTOSIZL,X,X,O,X,X,X,X,O
JTOSLIZ,X,X,O,O,X,X,X,O
JTOSLZI,X,X,O,O,X,X,X,O
JTOSZIL,X,X,O,X,X,X,X,O
JTOSZLI,X,X,O,X,X,X,X,O
JTOZILS,X,X,X,X,X,O,X,X
JTOZISL,X,X,X,X,X,X,X,O
JTOZLIS,X,X,X,X,X,O,X,X
JTOZLSI,X,X,X,X,X,O,X,X
JTOZSIL,X,X,X,X,X,X,X,O
JTOZSLI,X,X,X,X,X,X,X,O
JITLSZO,O,X,X,O,X,X,O,X
JITLSOZ,X,X,X,O,X,X,O,X
JITLZSO,X,X,X,O,X,X,O,X
JITLZOS,X,X,X,O,X,X,O,X
JITLOSZ,X,X,X,O,X,X,O,X
JITLOZS,X,X,X,O,X,X,O,X
JITSLZO,O,O,X,O,X,X,O,X
JITSLOZ,X,O,X,O,X,X,O,O
JITSZLO,O,X,O,O,X,X,O,X
JITSZOL,X,X,O,X,X,X,O,X
JITSOLZ,X,O,X,O,X,X,O,O
JITSOZL,X,X,X,X,X,X,O,O
JITZLSO,O,X,X,O,X,X,O,X
JITZLOS,X,X,X,O,X,X,O,X
JITZSLO,O,X,X,O,X,X,O,X
JITZSOL,X,X,X,X,X,X,O,X
JITZOLS,X,X,X,X,X,X,O,X
JITZOSL,X,X,X,X,X,X,O,X
JITOLSZ,X,X,X,O,X,X,O,O
JITOLZS,X,X,X,O,X,X,O,X
JITOSLZ,X,X,X,O,X,X,O,O
JITOSZL,X,X,X,X,X,X,O,O
JITOZLS,X,X,X,X,X,X,O,X
JITOZSL,X,X,X,X,X,X,O,O
JILTSZO,O,X,X,O,X,X,O,X
JILTSOZ,X,X,X,O,X,X,O,X
JILTZSO,X,X,X,O,X,X,O,X
JILTZOS,X,X,X,O,X,X,O,X
JILTOSZ,X,X,X,O,X,X,O,X
JILTOZS,X,X,X,O,X,X,O,X
JILSTZO,O,X,X,O,X,X,O,X
JILSTOZ,X,X,X,O,X,X,O,X
JILSZTO,O,X,X,X,X,X,O,X
JILSZOT,O,X,X,X,X,X,O,X
JILSOTZ,X,X,X,O,X,X,O,X
JILSOZT,O,X,X,X,X,X,O,X
JILZTSO,O,X,X,X,X,X,O,X
JILZTOS,O,X,X,X,X,X,O,X
JILZSTO,O,X,X,X,X,X,O,X
JILZSOT,O,X,X,X,X,X,O,X
JILZOTS,X,X,X,X,O,O,O,X
JILZOST,O,X,X,X,O,X,O,X
JILOTSZ,O,X,X,O,O,X,O,X
JILOTZS,X,X,X,O,O,X,O,X
JILOSTZ,O,X,X,O,O,X,O,X
JILOSZT,O,X,X,X,O,X,O,X
JILOZTS,X,X,X,X,O,O,O,X
JILOZST,O,X,X,X,O,X,O,X
JISTLZO,O,O,X,O,X,X,O,X
JISTLOZ,X,O,X,O,X,X,O,O
JISTZLO,O,X,O,O,X,X,O,X
JISTZOL,X,X,O,X,X,X,O,X
JISTOLZ,X,O,X,O,X,X,O,O
JISTOZL,X,X,X,X,X,X,O,O
JISLTZO,O,O,X,O,X,X,O,X
JISLTOZ,X,O,X,O,X,X,O,O
JISLZTO,O,X,X,X,X,X,O,X
JISLZOT,O,X,X,X,X,X,O,X
JISLOTZ,X,X,X,O,X,X,O,O
JISLOZT,O,X,X,X,X,X,O,O
JISZTLO,O,X,O,O,X,X,O,X
JISZTOL,O,X,O,X,X,X,O,X
JISZLTO,O,X,O,X,X,X,O,X
JISZLOT,O,X,X,X,X,X,O,X
JISZOTL,X,X,O,X,X,X,O,X
JISZOLT,O,X,X,X,X,X,O,X
JISOTLZ,X,O,X,O,X,X,O,O
JISOTZL,X,X,X,X,X,X,O,O
JISOLTZ,X,O,X,X,X,X,O,O
JISOLZT,O,X,X,X,X,X,O,O
JISOZTL,X,X,X,X,X,X,O,O
JISOZLT,O,X,X,X,X,X,O,O
JIZTLSO,O,X,X,O,X,X,O,X
JIZTLOS,O,X,X,O,X,X,O,X
JIZTSLO,O,X,X,O,X,X,O,X
JIZTSOL,O,X,X,X,X,X,O,X
JIZTOLS,O,X,X,X,X,X,O,X
JIZTOSL,O,X,X,X,X,X,O,X
JIZLTSO,O,X,X,X,X,X,O,X
JIZLTOS,O,X,X,X,X,X,O,X
JIZLSTO,O,X,X,X,X,X,O,X
JIZLSOT,O,X,X,X,X,X,O,X
JIZLOTS,O,X,X,X,O,O,O,X
JIZLOST,O,X,X,X,O,X,O,X
JIZSTLO,O,X,X,O,X,X,O,X
JIZSTOL,O,X,X,X,X,X,O,X
JIZSLTO,O,X,X,X,X,X,O,X
JIZSLOT,O,X,X,X,X,X,O,X
JIZSOTL,X,X,X,X,X,X,O,X
JIZSOLT,O,X,X,X,X,X,O,X
JIZOTLS,O,X,X,X,O,X,O,X
JIZOTSL,O,X,X,X,O,X,O,X
JIZOLTS,O,X,X,X,O,X,O,X
JIZOLST,O,X,X,X,O,X,O,X
JIZOSTL,O,X,X,X,O,X,O,X
JIZOSLT,O,X,X,X,O,X,O,X
JIOTLSZ,O,X,X,O,O,X,O,O
JIOTLZS,X,X,X,O,O,X,O,X
JIOTSLZ,O,X,X,O,O,X,O,O
JIOTSZL,O,X,X,X,O,X,O,O
JIOTZLS,O,X,X,X,O,X,O,X
JIOTZSL,O,X,X,X,O,X,O,O
JIOLTSZ,O,X,X,X,O,X,O,O
JIOLTZS,X,X,X,X,O,X,O,X
JIOLSTZ,O,X,X,X,O,X,O,O
JIOLSZT,O,X,X,X,O,X,O,O
JIOLZTS,O,X,X,X,O,X,O,X
JIOLZST,O,X,X,X,O,X,O,X
JIOSTLZ,O,O,X,O,O,X,O,O
JIOSTZL,O,X,X,X,O,X,O,O
JIOSLTZ,O,O,X,X,O,X,O,O
JIOSLZT,O,X,X,X,O,X,O,O
JIOSZTL,O,X,X,X,O,X,O,O
JIOSZLT,O,X,X,X,O,X,O,O
JIOZTLS,O,X,X,X,O,X,O,X
JIOZTSL,O,X,X,X,O,X,O,O
JIOZLTS,O,X,X,X,O,X,O,X
JIOZLST,O,X,X,X,O,X,O,X
JIOZSTL,O,X,X,X,O,X,O,O
JIOZSLT,O,X,X,X,O,X,O,O
JLTISZO,O,X,O,O,X,O,X,X
JLTISOZ,X,X,X,O,X,O,X,X
JLTIZSO,X,X,X,O,X,O,X,X
JLTIZOS,X,X,X,O,X,O,X,X
JLTIOSZ,X,X,X,O,X,O,X,X
JLTIOZS,X,X,X,O,X,O,X,X
JLTSIZO,O,X,O,O,X,O,X,X
JLTSIOZ,X,X,X,O,X,O,X,O
JLTSZIO,O,X,O,O,X,O,X,X
JLTSZOI,O,X,O,O,X,O,X,O
JLTSOIZ,X,X,X,O,X,O,X,O
JLTSOZI,X,X,X,O,X,O,X,O
JLTZISO,O,X,X,O,X,O,X,X
JLTZIOS,O,X,X,O,X,O,X,X
JLTZSIO,O,X,X,O,X,O,X,X
JLTZSOI,O,X,X,O,X,O,X,X
JLTZOIS,O,X,X,O,X,O,X,X
JLTZOSI,O,X,X,O,X,O,X,X
JLTOISZ,X,X,X,O,X,O,X,O
JLTOIZS,X,X,X,O,X,O,X,X
JLTOSIZ,X,X,X,O,X,O,X,O
JLTOSZI,X,X,X,O,X,O,X,O
JLTOZIS,X,X,X,O,X,O,X,X
JLTOZSI,X,X,X,O,X,O,X,X
JLITSZO,O,X,O,O,X,X,O,X
JLITSOZ,X,X,X,O,X,X,O,X
JLITZSO,X,X,X,O,X,X,O,X
JLITZOS,X,X,X,O,X,X,O,X
JLITOSZ,X,X,X,O,X,X,O,X
JLITOZS,X,X,X,O,X,X,O,X
JLISTZO,O,X,O,O,X,X,O,X
JLISTOZ,X,X,X,O,X,X,O,X
JLISZTO,O,X,O,X,X,X,O,X
JLISZOT,O,X,O,X,X,X,O,X
JLISOTZ,X,X,X,O,X,X,O,X
JLISOZT,O,X,X,X,X,X,O,X
JLIZTSO,O,X,X,X,X,X,O,X
JLIZTOS,O,X,X,X,X,X,O,X
JLIZSTO,O,X,X,X,X,X,O,X
JLIZSOT,O,X,X,X,X,X,O,X
JLIZOTS,X,X,X,X,X,O,O,X
JLIZOST,O,X,X,X,X,X,O,X
JLIOTSZ,O,X,X,O,X,X,O,X
JLIOTZS,X,X,X,O,X,X,O,X
JLIOSTZ,O,X,X,O,X,X,O,X
JLIOSZT,O,X,X,X,X,X,O,X
JLIOZTS,X,X,X,X,X,O,O,X
JLIOZST,O,X,X,X,X,X,O,X
JLSTIZO,O,X,O,O,X,X,X,X
JLSTIOZ,X,X,X,O,X,X,X,O
JLSTZIO,O,X,O,O,X,X,X,X
JLSTZOI,O,X,O,O,X,X,X,O
JLSTOIZ,X,X,X,O,X,X,X,O
JLSTOZI,X,X,X,O,X,X,X,O
JLSITZO,O,X,O,O,X,X,X,X
JLSITOZ,X,X,X,O,X,X,X,O
JLSIZTO,O,X,O,X,X,X,X,X
JLSIZOT,O,X,O,X,X,X,X,X
JLSIOTZ,X,X,X,O,X,X,X,O
JLSIOZT,O,X,X,X,X,X,X,O
JLSZTIO,O,X,O,O,X,X,X,X
JLSZTOI,O,X,O,O,X,X,X,O
JLSZITO,O,X,O,X,X,X,X,X
JLSZIOT,O,X,O,X,X,X,X,X
JLSZOTI,O,X,O,O,X,O,X,O
JLSZOIT,O,X,O,X,X,X,X,O
JLSOTIZ,X,X,X,O,X,X,X,O
JLSOTZI,X,X,X,O,X,X,X,O
JLSOITZ,X,X,X,O,X,X,X,O
JLSOIZT,O,X,X,X,X,X,X,O
JLSOZTI,O,X,X,O,X,O,X,O
JLSOZIT,O,X,X,X,X,X,X,O
JLZTISO,O,X,X,O,X,O,X,X
JLZTIOS,O,X,X,O,X,O,X,X
JLZTSIO,O,X,X,O,X,O,X,X
JLZTSOI,O,X,X,O,X,O,X,X
JLZTOIS,O,X,X,O,X,O,X,X
JLZTOSI,O,X,X,O,X,O,X,X
JLZITSO,O,X,X,X,X,X,O,X
JLZITOS,O,X,X,X,X,X,O,X
JLZISTO,O,X,X,X,X,X,O,X
JLZISOT,O,X,X,X,X,X,O,X
JLZIOTS,O,X,X,X,X,O,O,X
JLZIOST,O,X,X,X,X,X,O,X
JLZSTIO,O,X,X,O,X,X,X,X
JLZSTOI,O,X,X,O,X,X,X,X
JLZSITO,O,X,X,X,X,X,X,X
JLZSIOT,O,X,X,X,X,X,X,X
JLZSOTI,O,X,X,O,X,O,X,X
JLZSOIT,O,X,X,X,X,X,X,X
JLZOTIS,O,X,X,O,X,O,X,X
JLZOTSI,O,X,X,O,X,O,X,X
JLZOITS,O,X,X,X,X,O,X,X
JLZOIST,O,X,X,X,X,X,X,X
JLZOSTI,O,X,X,O,X,O,X,X
JLZOSIT,O,X,X,X,X,X,X,X
JLOTISZ,O,X,X,O,X,O,X,O
JLOTIZS,X,X,X,O,X,O,X,X
JLOTSIZ,O,X,X,O,X,O,X,O
JLOTSZI,O,X,X,O,X,O,X,O
JLOTZIS,O,X,X,O,X,O,X,X
JLOTZSI,O,X,X,O,X,O,X,X
JLOITSZ,O,X,X,O,X,X,X,O
JLOITZS,X,X,X,O,X,X,X,X
JLOISTZ,O,X,X,O,X,X,X,O
JLOISZT,O,X,X,X,X,X,X,O
JLOIZTS,O,X,X,X,X,O,X,X
JLOIZST,O,X,X,X,X,X,X,X
JLOSTIZ,O,X,X,O,X,X,X,O
JLOSTZI,O,X,X,O,X,X,X,O
JLOSITZ,O,X,X,O,X,X,X,O
JLOSIZT,O,X,X,X,X,X,X,O
JLOSZTI,O,X,X,O,X,O,X,O
JLOSZIT,O,X,X,X,X,X,X,O
JLOZTIS,O,X,X,O,X,O,X,X
JLOZTSI,O,X,X,O,X,O,X,X
JLOZITS,O,X,X,X,X,O,X,X
JLOZIST,O,X,X,X,X,X,X,X
JLOZSTI,O,X,X,O,X,O,X,X
JLOZSIT,O,X,X,X,X,X,X,X
JSTILZO,O,O,X,O,X,X,X,X
JSTILOZ,X,O,X,O,X,X,X,O
JSTIZLO,O,X,O,O,X,X,X,X
JSTIZOL,X,X,O,X,X,X,X,X
JSTIOLZ,X,O,X,O,X,X,X,O
JSTIOZL,X,X,X,X,X,X,X,O
JSTLIZO,O,O,O,O,X,X,X,X
JSTLIOZ,X,O,X,O,X,X,X,O
JSTLZIO,O,O,O,O,X,X,X,X
JSTLZOI,O,O,O,O,X,X,X,O
JSTLOIZ,X,X,X,O,X,X,X,O
JSTLOZI,X,X,X,O,X,X,X,O
JSTZILO,O,O,O,O,X,X,X,X
JSTZIOL,O,O,O,X,X,X,X,X
JSTZLIO,O,O,O,O,X,X,X,X
JSTZLOI,O,O,O,O,X,X,X,O
JSTZOIL,O,O,O,X,X,X,X,O
JSTZOLI,O,O,O,X,X,X,X,O
JSTOILZ,X,O,X,O,X,X,X,O
JSTOIZL,X,X,O,X,X,X,X,O
JSTOLIZ,X,O,O,O,X,X,X,O
JSTOLZI,X,O,O,O,X,X,X,O
JSTOZIL,X,O,O,X,X,X,X,O
JSTOZLI,X,O,O,X,X,X,X,O
JSITLZO,O,O,X,O,X,X,O,X
JSITLOZ,X,O,X,O,X,X,O,O
JSITZLO,O,X,O,O,X,X,O,X
JSITZOL,X,X,O,X,X,X,O,X
JSITOLZ,X,O,X,O,X,X,O,O
JSITOZL,X,X,X,X,X,X,O,O
JSILTZO,O,O,X,O,X,X,O,X
JSILTOZ,X,O,X,O,X,X,O,O
JSILZTO,O,X,X,X,X,X,O,X
JSILZOT,O,X,X,X,X,X,O,X
JSILOTZ,X,X,X,O,X,X,O,O
JSILOZT,O,X,X,X,X,X,O,O
JSIZTLO,O,X,O,O,X,X,O,X
JSIZTOL,O,X,O,X,X,X,O,X
JSIZLTO,O,X,O,X,X,X,O,X
JSIZLOT,O,X,X,X,X,X,O,X
JSIZOTL,X,X,O,X,X,X,O,X
JSIZOLT,O,X,X,X,X,X,O,X
JSIOTLZ,X,O,X,O,X,X,O,O
JSIOTZL,X,X,X,X,X,X,O,O
JSIOLTZ,X,O,X,X,X,X,O,O
JSIOLZT,O,X,X,X,X,X,O,O
JSIOZTL,X,X,X,X,X,X,O,O
JSIOZLT,O,X,X,X,X,X,O,O
JSLTIZO,O,O,O,O,X,X,X,X
JSLTIOZ,X,O,X,O,X,X,X,O
JSLTZIO,O,O,O,O,X,X,X,X
JSLTZOI,O,O,O,O,X,X,X,O
JSLTOIZ,X,X,X,O,X,X,X,O
JSLTOZI,X,X,X,O,X,X,X,O
JSLITZO,O,O,O,O,X,X,X,X
JSLITOZ,X,O,X,O,X,X,X,O
JSLIZTO,O,X,O,X,X,X,X,X
JSLIZOT,O,X,O,X,X,X,X,X
JSLIOTZ,X,X,X,O,X,X,X,O
JSLIOZT,O,X,X,X,X,X,X,O
JSLZTIO,O,O,O,O,X,X,X,X
JSLZTOI,O,O,O,O,X,X,X,O
JSLZITO,O,O,O,X,X,X,X,X
JSLZIOT,O,O,O,X,X,X,X,X
JSLZOTI,O,O,O,O,X,O,X,O
JSLZOIT,O,O,O,X,X,X,X,O
JSLOTIZ,X,X,X,O,X,X,X,O
JSLOTZI,X,X,X,O,X,X,X,O
JSLOITZ,X,X,X,O,X,X,X,O
JSLOIZT,O,X,X,X,X,X,X,O
JSLOZTI,O,X,X,O,X,O,X,O
JSLOZIT,O,X,X,X,X,X,X,O
JSZTILO,O,O,O,O,X,X,X,X
JSZTIOL,O,O,O,X,X,X,X,X
JSZTLIO,O,O,O,O,X,X,X,X
JSZTLOI,O,O,O,O,X,X,X,O
JSZTOIL,O,O,O,X,X,X,X,O
JSZTOLI,O,O,O,X,X,X,X,O
JSZITLO,O,O,O,O,X,X,O,X
JSZITOL,O,O,O,X,X,X,O,X
JSZILTO,O,O,O,X,X,X,O,X
JSZILOT,O,O,O,X,X,X,O,X
JSZIOTL,X,O,O,X,X,X,O,X
JSZIOLT,O,O,O,X,X,X,O,X
JSZLTIO,O,O,O,O,X,X,X,X
JSZLTOI,O,O,O,O,X,X,X,O
JSZLITO,O,O,O,X,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X,X
JSZLOTI,O,O,O,O,X,O,X,O
JSZLOIT,O,O,O,X,X,X,X,O
JSZOTIL,O,O,O,X,X,X,X,O
JSZOTLI,O,O,O,X,X,X,X,O
JSZOITL,X,O,O,X,X,X,X,O
JSZOILT,O,O,O,X,X,X,X,O
JSZOLTI,O,O,O,X,X,X,X,O
JSZOLIT,O,O,O,X,X,X,X,O
JSOTILZ,X,O,X,O,X,X,X,O
JSOTIZL,X,X,O,X,X,X,X,O
JSOTLIZ,X,O,O,O,X,X,X,O
JSOTLZI,X,O,O,O,X,X,X,O
JSOTZIL,X,O,O,X,X,X,X,O
JSOTZLI,X,O,O,X,X,X,X,O
JSOITLZ,X,O,X,O,X,X,X,O
JSOITZL,X,X,O,X,X,X,X,O
JSOILTZ,X,O,X,X,X,X,X,O
JSOILZT,O,X,X,X,X,X,X,O
JSOIZTL,X,X,O,X,X,X,X,O
JSOIZLT,O,X,O,X,X,X,X,O
JSOLTIZ,X,O,O,O,X,X,X,O
JSOLTZI,X,O,O,O,X,X,X,O
JSOLITZ,X,O,O,O,X,X,X,O
JSOLIZT,O,X,O,X,X,X,X,O
JSOLZTI,O,O,O,O,X,X,X,O
JSOLZIT,O,O,O,X,X,X,X,O
JSOZTIL,O,O,O,X,X,X,X,O
JSOZTLI,O,O,O,X,X,X,X,O
JSOZITL,X,O,O,X,X,X,X,O
JSOZILT,O,O,O,X,X,X,X,O
JSOZLTI,O,O,O,X,X,X,X,O
JSOZLIT,O,O,O,X,X,X,X,O
JZTILSO,O,O,X,O,X,O,O,X
JZTILOS,O,X,X,O,X,O,O,X
JZTISLO,O,O,X,O,X,O,O,X
JZTISOL,O,O,X,X,X,X,O,X
JZTIOLS,O,X,X,X,X,O,O,X
JZTIOSL,O,O,X,X,X,X,O,X
JZTLISO,O,O,X,O,X,O,X,X
JZTLIOS,O,X,X,O,X,O,X,X
JZTLSIO,O,O,X,O,X,O,X,X
JZTLSOI,O,O,X,O,X,O,X,X
JZTLOIS,O,X,X,O,X,O,X,X
JZTLOSI,O,X,X,O,X,O,X,X
JZTSILO,O,O,X,O,X,O,X,X
JZTSIOL,O,O,X,X,X,X,X,X
JZTSLIO,O,O,X,O,X,O,X,X
JZTSLOI,O,O,X,O,X,O,X,O
JZTSOIL,O,O,X,X,X,X,X,O
JZTSOLI,O,O,X,X,X,X,X,O
JZTOILS,O,X,X,X,X,O,X,X
JZTOISL,O,O,X,X,X,X,X,O
JZTOLIS,O,X,X,X,X,O,X,X
JZTOLSI,O,X,X,X,X,O,X,X
JZTOSIL,O,O,X,X,X,X,X,O
JZTOSLI,O,O,X,X,X,X,X,O
JZITLSO,O,O,X,O,X,X,O,X
JZITLOS,O,X,X,O,X,X,O,X
JZITSLO,O,O,X,O,X,X,O,X
JZITSOL,O,O,X,X,X,X,O,X
JZITOLS,O,X,X,X,X,X,O,X
JZITOSL,O,O,X,X,X,X,O,X
JZILTSO,O,O,X,X,X,X,O,X
JZILTOS,O,X,X,X,X,X,O,X
JZILSTO,O,O,X,X,X,X,O,X
JZILSOT,O,O,X,X,X,X,O,X
JZILOTS,O,X,X,X,O,O,O,X
JZILOST,O,O,X,X,O,X,O,X
JZISTLO,O,O,X,O,X,X,O,X
JZISTOL,O,O,X,X,X,X,O,X
JZISLTO,O,O,X,X,X,X,O,X
JZISLOT,O,O,X,X,X,X,O,X
JZISOTL,X,O,X,X,X,X,O,X
JZISOLT,O,O,X,X,X,X,O,X
JZIOTLS,O,X,X,X,O,X,O,X
JZIOTSL,O,O,X,X,O,X,O,X
JZIOLTS,O,X,X,X,O,X,O,X
JZIOLST,O,O,X,X,O,X,O,X
JZIOSTL,O,O,X,X,O,X,O,X
JZIOSLT,O,O,X,X,O,X,O,X
JZLTISO,O,O,X,O,X,O,X,X
JZLTIOS,O,X,X,O,X,O,X,X
JZLTSIO,O,O,X,O,X,O,X,X
JZLTSOI,O,O,X,O,X,O,X,X
JZLTOIS,O,X,X,O,X,O,X,X
JZLTOSI,O,X,X,O,X,O,X,X
JZLITSO,O,O,X,X,X,X,O,X
JZLITOS,O,X,X,X,X,X,O,X
JZLISTO,O,O,X,X,X,X,O,X
JZLISOT,O,O,X,X,X,X,O,X
JZLIOTS,O,X,X,X,X,O,O,X
JZLIOST,O,O,X,X,X,X,O,X
JZLSTIO,O,O,X,O,X,X,X,X
JZLSTOI,O,O,X,O,X,X,X,X
JZLSITO,O,O,X,X,X,X,X,X
JZLSIOT,O,O,X,X,X,X,X,X
JZLSOTI,O,O,X,O,X,O,X,X
JZLSOIT,O,O,X,X,X,X,X,X
JZLOTIS,O,X,X,O,X,O,X,X
JZLOTSI,O,X,X,O,X,O,X,X
JZLOITS,O,X,X,X,X,O,X,X
JZLOIST,O,O,X,X,X,X,X,X
JZLOSTI,O,O,X,O,X,O,X,X
JZLOSIT,O,O,X,X,X,X,X,X
JZSTILO,O,O,X,O,X,X,X,X
JZSTIOL,O,O,X,X,X,X,X,X
JZSTLIO,O,O,X,O,X,X,X,X
JZSTLOI,O,O,X,O,X,X,X,O
JZSTOIL,O,O,X,X,X,X,X,O
JZSTOLI,O,O,X,X,X,X,X,O
JZSITLO,O,O,X,O,X,X,O,X
JZSITOL,O,O,X,X,X,X,O,X
JZSILTO,O,O,X,X,X,X,O,X
JZSILOT,O,O,X,X,X,X,O,X
JZSIOTL,X,O,X,X,X,X,O,X
JZSIOLT,O,O,X,X,X,X,O,X
JZSLTIO,O,O,X,O,X,X,X,X
JZSLTOI,O,O,X,O,X,X,X,O
JZSLITO,O,O,X,X,X,X,X,X
JZSLIOT,O,O,X,X,X,X,X,X
JZSLOTI,O,O,X,O,X,O,X,O
JZSLOIT,O,O,X,X,X,X,X,O
JZSOTIL,O,O,X,X,X,X,X,O
JZSOTLI,O,O,X,X,X,X,X,O
JZSOITL,X,O,X,X,X,X,X,O
JZSOILT,O,O,X,X,X,X,X,O
JZSOLTI,O,O,X,X,X,X,X,O
JZSOLIT,O,O,X,X,X,X,X,O
JZOTILS,O,X,X,X,O,X,X,X
JZOTISL,O,O,X,X,O,X,X,O
JZOTLIS,O,X,X,X,X,X,X,X
JZOTLSI,O,X,X,X,X,X,X,X
JZOTSIL,O,O,X,X,O,X,X,O
JZOTSLI,O,O,X,X,X,X,X,O
JZOITLS,O,X,X,X,O,X,O,X
JZOITSL,O,O,X,X,O,X,O,O
JZOILTS,O,X,X,X,O,X,O,X
JZOILST,O,O,X,X,O,X,O,X
JZOISTL,O,O,X,X,O,X,O,O
JZOISLT,O,O,X,X,O,X,O,O
JZOLTIS,O,X,X,X,X,O,X,X
JZOLTSI,O,X,X,X,X,O,X,X
JZOLITS,O,X,X,X,O,O,X,X
JZOLIST,O,O,X,X,O,X,X,X
JZOLSTI,O,O,X,X,X,O,X,X
JZOLSIT,O,O,X,X,O,X,X,X
JZOSTIL,O,O,X,X,O,X,X,O
JZOSTLI,O,O,X,X,X,X,X,O
JZOSITL,O,O,X,X,O,X,X,O
JZOSILT,O,O,X,X,O,X,X,O
JZOSLTI,O,O,X,X,X,X,X,O
JZOSLIT,O,O,X,X,O,X,X,O
JOTILSZ,O,X,X,O,O,X,X,O
JOTILZS,X,X,X,O,O,X,X,X
JOTISLZ,O,X,X,O,O,X,X,O
JOTISZL,O,X,O,X,O,X,X,O
JOTIZLS,O,X,X,X,O,X,X,X
JOTIZSL,O,X,X,X,O,X,X,O
JOTLISZ,O,X,O,O,X,X,X,O
JOTLIZS,X,X,X,O,X,X,X,X
JOTLSIZ,O,X,O,O,X,X,X,O
JOTLSZI,O,X,O,O,X,X,X,O
JOTLZIS,O,X,X,O,X,X,X,X
JOTLZSI,O,X,X,O,X,X,X,X
JOTSILZ,O,X,X,O,O,X,X,O
JOTSIZL,O,X,O,X,O,X,X,O
JOTSLIZ,O,X,O,O,X,X,X,O
JOTSLZI,O,X,O,O,X,X,X,O
JOTSZIL,O,X,O,X,O,X,X,O
JOTSZLI,O,X,O,X,X,X,X,O
JOTZILS,O,X,X,X,O,X,X,X
JOTZISL,O,X,X,X,O,X,X,O
JOTZLIS,O,X,X,X,X,X,X,X
JOTZLSI,O,X,X,X,X,X,X,X
JOTZSIL,O,X,X,X,O,X,X,O
JOTZSLI,O,X,X,X,X,X,X,O
JOITLSZ,O,X,X,O,O,X,O,O
JOITLZS,X,X,X,O,O,X,O,X
JOITSLZ,O,X,X,O,O,X,O,O
JOITSZL,O,X,O,X,O,X,O,O
JOITZLS,O,X,X,X,O,X,O,X
