sequence,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFzgBfnBxiBu?sBctBFrB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFGiBTjBilBU?nBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFfnBTjBilBW?tBFrB0sB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeFAJvhFXhBxiBCnBT?oBmqB0sB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeFAJvhFxhB6oB3lBc?rBTnBetB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFGiBilBUnBT?oBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFzgBGjBRnBU?nBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFRhB+oBfrB0?mBlnBzsB
LOZIJTS,X,X,X,O,O,O,X,X
LOZIJST,X,O,X,O,O,X,X,X
LOZISTJ,O,O,X,O,O,X,X,X
LOZISJT,X,O,X,O,O,X,X,X
LOZJTIS,O,X,X,O,O,O,X,X
LOZJTSI,O,X,X,O,O,O,X,X
LOZJITS,X,X,X,O,O,O,X,X
LOZJIST,O,O,X,O,O,X,X,X
LOZJSTI,O,O,X,O,O,O,X,X
LOZJSIT,O,O,X,O,O,X,X,X
LOZSTIJ,O,O,X,O,O,X,X,X
LOZSTJI,O,O,X,O,O,X,X,X
LOZSITJ,O,O,X,O,O,X,X,X
LOZSIJT,X,O,X,O,O,X,X,X
LOZSJTI,O,O,X,O,O,O,X,X
LOZSJIT,O,O,X,O,O,X,X,X
JTILSZO,X,O,O,O,O,X,X,O
JTILSOZ,X,O,O,O,O,X,O,X
JTILZSO,X,O,O,O,O,O,X,X
JTILZOS,X,O,O,O,O,O,O,X
JTILOSZ,X,X,O,O,O,X,O,X
JTILOZS,X,X,O,O,O,O,O,X
JTISLZO,X,O,O,O,O,X,X,O
JTISLOZ,X,O,O,O,O,X,O,X
JTISZLO,X,O,X,O,O,X,X,O
JTISZOL,X,O,X,O,O,X,X,O
JTISOLZ,X,O,O,O,O,X,O,X
JTISOZL,X,O,X,O,O,X,X,X
JTIZLSO,X,O,O,O,O,X,X,X
JTIZLOS,X,X,O,O,O,X,O,X
JTIZSLO,X,O,X,O,O,X,X,X
JTIZSOL,X,O,X,O,X,X,X,X
JTIZOLS,X,X,O,O,O,X,O,X
JTIZOSL,X,O,X,O,O,X,X,X
JTIOLSZ,X,X,O,O,O,X,O,X
JTIOLZS,X,X,O,O,O,O,O,X
JTIOSLZ,X,X,O,O,O,X,O,X
JTIOSZL,X,X,X,O,O,X,X,X
JTIOZLS,X,X,O,O,O,X,O,X
JTIOZSL,X,X,X,O,O,X,X,X
JTLISZO,X,O,O,O,O,X,X,O
JTLISOZ,X,O,O,O,O,X,O,X
JTLIZSO,X,O,O,O,O,O,X,X
JTLIZOS,X,O,O,O,O,O,O,X
JTLIOSZ,X,X,O,O,O,X,O,X
JTLIOZS,X,X,O,O,O,O,O,X
JTLSIZO,X,O,O,O,O,X,O,O
JTLSIOZ,O,O,O,O,O,X,O,X
JTLSZIO,O,O,O,O,O,X,O,O
JTLSZOI,O,O,O,O,O,X,O,O
JTLSOIZ,O,O,O,O,O,X,O,X
JTLSOZI,O,O,O,O,O,X,O,O
JTLZISO,O,O,O,O,O,O,X,X
JTLZIOS,O,O,O,O,O,O,X,X
JTLZSIO,O,O,O,O,O,O,X,O
JTLZSOI,O,O,O,O,O,O,X,O
JTLZOIS,O,O,O,O,O,O,X,X
JTLZOSI,O,O,O,O,O,O,X,X
JTLOISZ,X,X,O,O,O,X,O,X
JTLOIZS,X,X,O,O,O,O,O,X
JTLOSIZ,O,X,O,O,O,X,O,X
JTLOSZI,O,X,O,O,O,X,O,O
JTLOZIS,O,X,O,O,O,O,X,X
JTLOZSI,O,X,O,O,O,O,X,X
JTSILZO,X,O,O,O,O,X,O,O
JTSILOZ,O,O,O,O,O,X,O,X
JTSIZLO,X,O,X,O,O,X,O,O
JTSIZOL,X,O,X,O,O,X,O,O
JTSIOLZ,O,O,O,O,O,X,O,X
JTSIOZL,X,O,X,O,O,X,O,X
JTSLIZO,X,O,O,O,O,X,O,O
JTSLIOZ,O,O,O,O,O,X,O,X
JTSLZIO,O,O,O,O,O,X,O,O
JTSLZOI,O,O,O,O,O,X,O,O
JTSLOIZ,O,O,O,O,O,X,O,X
JTSLOZI,O,O,O,O,O,X,O,O
JTSZILO,O,O,X,O,O,X,O,O
JTSZIOL,O,O,X,O,O,X,O,O
JTSZLIO,O,O,O,O,O,X,O,O
JTSZLOI,O,O,O,O,O,X,O,O
JTSZOIL,O,O,X,O,O,X,O,O
JTSZOLI,O,O,O,O,O,X,O,O
JTSOILZ,O,O,O,O,O,X,O,X
JTSOIZL,X,O,X,O,O,X,O,X
JTSOLIZ,O,O,O,O,O,X,O,X
JTSOLZI,O,O,O,O,O,X,O,O
JTSOZIL,O,O,X,O,O,X,O,O
JTSOZLI,O,O,O,O,O,X,O,O
JTZILSO,O,O,O,O,O,O,X,X
JTZILOS,O,O,O,O,O,O,X,X
JTZISLO,O,O,X,O,O,X,X,X
JTZISOL,O,O,X,O,O,X,X,X
JTZIOLS,O,X,O,O,O,O,X,X
JTZIOSL,O,O,X,O,O,X,X,X
JTZLISO,O,O,O,O,O,O,X,X
JTZLIOS,O,O,O,O,O,O,X,X
JTZLSIO,O,O,O,O,O,O,X,O
JTZLSOI,O,O,O,O,O,O,X,O
JTZLOIS,O,O,O,O,O,O,X,X
JTZLOSI,O,O,O,O,O,O,X,X
JTZSILO,O,O,X,O,O,X,X,O
JTZSIOL,O,O,X,O,O,X,X,O
JTZSLIO,O,O,O,O,O,O,X,O
JTZSLOI,O,O,O,O,O,O,X,O
JTZSOIL,O,O,X,O,O,X,X,O
JTZSOLI,O,O,O,O,O,O,X,O
JTZOILS,O,X,O,O,O,O,X,X
JTZOISL,O,O,X,O,O,X,X,X
JTZOLIS,O,O,O,O,O,O,X,X
JTZOLSI,O,O,O,O,O,O,X,X
JTZOSIL,O,O,X,O,O,X,X,X
JTZOSLI,O,O,O,O,O,O,X,X
JTOILSZ,X,X,O,O,O,X,O,X
JTOILZS,X,X,O,O,O,O,O,X
JTOISLZ,X,X,O,O,O,X,O,X
JTOISZL,X,X,X,O,O,X,X,X
JTOIZLS,X,X,O,O,O,X,O,X
JTOIZSL,X,X,X,O,O,X,X,X
JTOLISZ,X,X,O,O,O,X,O,X
JTOLIZS,X,X,O,O,O,O,O,X
JTOLSIZ,O,X,O,O,O,X,O,X
JTOLSZI,O,X,O,O,O,X,O,O
JTOLZIS,O,X,O,O,O,O,X,X
JTOLZSI,O,X,O,O,O,O,X,X
JTOSILZ,O,X,O,O,O,X,O,X
JTOSIZL,X,X,X,O,O,X,O,X
JTOSLIZ,O,X,O,O,O,X,O,X
JTOSLZI,O,X,O,O,O,X,O,O
JTOSZIL,O,X,X,O,O,X,O,O
JTOSZLI,O,X,O,O,O,X,O,O
JTOZILS,O,X,O,O,O,O,X,X
JTOZISL,O,X,X,O,O,X,X,X
JTOZLIS,O,X,O,O,O,O,X,X
JTOZLSI,O,X,O,O,O,O,X,X
JTOZSIL,O,X,X,O,O,X,X,X
JTOZSLI,O,X,O,O,O,O,X,X
JITLSZO,X,O,O,O,O,X,X,O
JITLSOZ,X,O,O,O,O,X,X,X
JITLZSO,X,O,O,O,O,O,X,X
JITLZOS,X,O,O,O,O,O,X,X
JITLOSZ,X,X,O,O,O,X,X,X
JITLOZS,X,X,O,O,O,O,X,X
JITSLZO,X,O,O,O,O,X,X,O
JITSLOZ,X,O,O,O,O,X,X,X
JITSZLO,X,O,X,O,O,X,X,O
JITSZOL,X,O,X,O,O,X,X,O
JITSOLZ,X,O,O,O,O,X,X,X
JITSOZL,X,O,X,O,O,X,X,X
JITZLSO,X,O,O,O,O,X,X,X
JITZLOS,X,X,O,O,O,X,X,X
JITZSLO,X,O,X,O,O,X,X,X
JITZSOL,X,O,X,O,X,X,X,X
JITZOLS,X,X,O,O,O,X,X,X
JITZOSL,X,O,X,O,O,X,X,X
JITOLSZ,X,X,O,O,O,X,X,X
JITOLZS,X,X,O,O,O,O,X,X
JITOSLZ,X,X,O,O,O,X,X,X
JITOSZL,X,X,X,O,O,X,X,X
JITOZLS,X,X,O,O,O,X,X,X
JITOZSL,X,X,X,O,O,X,X,X
JILTSZO,X,X,O,O,O,X,X,O
JILTSOZ,X,X,O,O,O,X,X,X
JILTZSO,X,X,O,O,O,X,X,X
JILTZOS,X,X,O,O,O,X,X,X
JILTOSZ,X,X,O,O,O,X,X,X
JILTOZS,X,X,O,O,O,X,X,X
JILSTZO,X,X,O,O,O,X,X,O
JILSTOZ,X,X,O,O,O,X,X,X
JILSZTO,X,O,X,O,X,X,X,O
JILSZOT,X,O,X,O,X,X,X,O
JILSOTZ,X,X,O,O,O,X,X,X
JILSOZT,X,O,X,O,X,X,X,O
JILZTSO,X,O,O,O,O,X,X,X
JILZTOS,X,X,O,O,O,X,X,X
JILZSTO,X,O,X,O,O,X,X,X
JILZSOT,X,O,X,O,O,X,X,X
JILZOTS,X,X,O,O,O,X,X,X
JILZOST,X,O,X,O,O,X,X,X
JILOTSZ,X,X,O,O,O,X,X,X
JILOTZS,X,X,O,O,O,X,X,X
JILOSTZ,X,X,O,O,O,X,X,X
JILOSZT,X,X,X,O,O,X,X,X
JILOZTS,X,X,O,O,O,X,X,X
JILOZST,X,X,X,O,O,X,X,X
JISTLZO,X,O,O,O,O,X,X,O
JISTLOZ,X,O,O,O,O,X,X,X
JISTZLO,X,O,X,O,O,X,X,O
JISTZOL,X,O,X,O,O,X,X,O
JISTOLZ,X,O,O,O,O,X,X,X
JISTOZL,X,O,X,O,O,X,X,X
JISLTZO,X,X,O,O,O,X,X,O
JISLTOZ,X,X,O,O,O,X,X,X
JISLZTO,X,O,X,O,X,X,X,O
JISLZOT,X,O,X,O,X,X,X,O
JISLOTZ,X,X,O,O,O,X,X,X
JISLOZT,X,O,X,O,X,X,X,O
JISZTLO,X,X,X,O,X,X,X,O
JISZTOL,X,O,X,O,X,X,X,O
JISZLTO,X,X,X,O,X,X,X,O
JISZLOT,X,O,X,O,X,X,X,O
JISZOTL,X,O,X,O,X,X,X,O
JISZOLT,X,O,X,O,X,X,X,O
JISOTLZ,X,O,O,O,O,X,X,X
JISOTZL,X,O,X,O,O,X,X,X
JISOLTZ,X,X,O,O,O,X,X,X
JISOLZT,X,O,X,O,X,X,X,O
JISOZTL,X,O,X,O,X,X,X,O
JISOZLT,X,O,X,X,X,X,X,O
JIZTLSO,X,X,O,O,O,X,X,X
JIZTLOS,X,X,O,O,O,X,X,X
JIZTSLO,X,X,X,O,O,X,X,X
JIZTSOL,X,O,X,O,O,X,X,X
JIZTOLS,X,X,O,O,O,X,X,X
JIZTOSL,X,X,X,O,O,X,X,X
JIZLTSO,X,X,O,O,O,X,X,X
JIZLTOS,X,X,O,O,O,X,X,X
JIZLSTO,X,X,X,O,O,X,X,X
JIZLSOT,X,O,X,O,O,X,X,X
JIZLOTS,X,X,O,O,O,X,X,X
JIZLOST,X,X,X,O,O,X,X,X
JIZSTLO,X,X,X,O,O,X,X,X
JIZSTOL,X,O,X,O,O,X,X,X
JIZSLTO,X,X,X,O,O,X,X,X
JIZSLOT,X,O,X,O,O,X,X,X
JIZSOTL,X,O,X,O,O,X,X,X
JIZSOLT,X,O,X,O,O,X,X,X
JIZOTLS,X,X,O,O,O,X,X,X
JIZOTSL,X,X,X,O,O,X,X,X
JIZOLTS,X,X,O,O,O,X,X,X
JIZOLST,X,X,X,O,O,X,X,X
JIZOSTL,X,O,X,O,O,X,X,X
JIZOSLT,X,O,X,O,O,X,X,X
JIOTLSZ,X,X,O,O,O,X,X,X
JIOTLZS,X,X,O,O,O,O,X,X
JIOTSLZ,X,X,O,O,O,X,X,X
JIOTSZL,X,X,X,O,O,X,X,X
JIOTZLS,X,X,O,O,O,X,X,X
JIOTZSL,X,X,X,O,O,X,X,X
JIOLTSZ,X,X,O,O,O,X,X,X
JIOLTZS,X,X,O,O,O,X,X,X
JIOLSTZ,X,X,O,O,O,X,X,X
JIOLSZT,X,X,X,O,O,X,X,X
JIOLZTS,X,X,O,O,O,X,X,X
JIOLZST,X,X,X,O,O,X,X,X
JIOSTLZ,X,X,O,O,O,X,X,X
JIOSTZL,X,X,X,O,O,X,X,X
JIOSLTZ,X,X,O,O,O,X,X,X
JIOSLZT,X,X,X,O,O,X,X,X
JIOSZTL,X,X,X,O,O,X,X,X
JIOSZLT,X,X,X,X,O,X,X,X
JIOZTLS,X,X,O,O,O,X,X,X
JIOZTSL,X,X,X,O,O,X,X,X
JIOZLTS,X,X,O,O,O,X,X,X
JIOZLST,X,X,X,O,O,X,X,X
JIOZSTL,X,X,X,O,O,X,X,X
JIOZSLT,X,X,X,X,O,X,X,X
JLTISZO,X,X,O,O,O,X,X,O
JLTISOZ,X,X,O,O,O,X,O,X
JLTIZSO,X,X,O,O,O,X,X,X
JLTIZOS,X,X,O,O,O,X,O,X
JLTIOSZ,X,X,O,O,O,X,O,X
JLTIOZS,X,X,O,O,O,X,O,X
JLTSIZO,X,X,O,O,O,X,O,O
JLTSIOZ,O,X,O,O,O,X,O,X
JLTSZIO,O,X,O,O,O,X,O,O
JLTSZOI,O,X,O,O,O,X,O,O
JLTSOIZ,O,X,O,O,O,X,O,X
JLTSOZI,O,X,O,O,O,X,O,O
JLTZISO,O,X,O,O,O,X,X,X
JLTZIOS,O,X,O,O,O,X,X,X
JLTZSIO,O,X,O,O,O,X,X,O
JLTZSOI,O,X,O,O,O,X,X,O
JLTZOIS,O,X,O,O,O,X,X,X
JLTZOSI,O,X,O,O,O,X,X,X
JLTOISZ,X,X,O,O,O,X,O,X
JLTOIZS,X,X,O,O,O,X,O,X
JLTOSIZ,O,X,O,O,O,X,O,X
JLTOSZI,O,X,O,O,O,X,O,O
JLTOZIS,O,X,O,O,O,X,X,X
JLTOZSI,O,X,O,O,O,X,X,X
JLITSZO,X,X,O,O,O,X,X,O
JLITSOZ,X,X,O,O,O,X,X,X
JLITZSO,X,X,O,O,O,X,X,X
JLITZOS,X,X,O,O,O,X,X,X
JLITOSZ,X,X,O,O,O,X,X,X
JLITOZS,X,X,O,O,O,X,X,X
JLISTZO,X,X,O,O,O,X,X,O
JLISTOZ,X,X,O,O,O,X,X,X
JLISZTO,X,O,X,O,X,X,X,O
JLISZOT,X,O,X,O,X,X,X,O
JLISOTZ,X,X,O,O,O,X,X,X
JLISOZT,X,O,X,O,X,X,X,O
JLIZTSO,X,O,O,O,O,X,X,X
JLIZTOS,X,X,O,O,O,X,X,X
JLIZSTO,X,O,X,O,O,X,X,X
JLIZSOT,X,O,X,O,O,X,X,X
JLIZOTS,X,X,O,O,O,X,X,X
JLIZOST,X,O,X,O,O,X,X,X
JLIOTSZ,X,X,O,O,O,X,X,X
JLIOTZS,X,X,O,O,O,X,X,X
JLIOSTZ,X,X,O,O,O,X,X,X
JLIOSZT,X,X,X,O,O,X,X,X
JLIOZTS,X,X,O,O,O,X,X,X
JLIOZST,X,X,X,O,O,X,X,X
JLSTIZO,X,X,O,O,O,X,O,O
JLSTIOZ,O,X,O,O,O,X,O,X
JLSTZIO,O,X,O,O,O,X,O,O
JLSTZOI,O,X,O,O,O,X,O,O
JLSTOIZ,O,X,O,O,O,X,O,X
JLSTOZI,O,X,O,O,O,X,O,O
JLSITZO,X,X,O,O,O,X,O,O
JLSITOZ,O,X,O,O,O,X,O,X
JLSIZTO,X,O,X,O,X,X,O,O
JLSIZOT,X,O,X,O,X,X,X,O
JLSIOTZ,X,X,O,O,O,X,O,X
JLSIOZT,X,O,X,O,X,X,X,O
JLSZTIO,O,O,X,O,O,X,O,O
JLSZTOI,O,O,X,O,O,X,O,O
JLSZITO,O,O,X,O,O,X,O,O
JLSZIOT,O,O,X,O,O,X,X,O
JLSZOTI,O,O,O,O,O,X,X,O
JLSZOIT,O,O,X,O,O,X,X,O
JLSOTIZ,X,X,O,O,O,X,O,X
JLSOTZI,X,X,O,O,O,X,O,O
JLSOITZ,X,X,O,O,O,X,O,X
JLSOIZT,X,O,X,O,O,X,X,O
JLSOZTI,X,O,O,O,O,X,X,O
JLSOZIT,X,O,X,O,O,X,X,O
JLZTISO,O,O,O,O,O,X,X,X
JLZTIOS,O,X,O,O,O,X,X,X
JLZTSIO,O,O,O,O,O,X,X,O
JLZTSOI,O,O,O,O,O,X,X,O
JLZTOIS,O,X,O,O,O,O,X,X
JLZTOSI,O,X,O,O,O,O,X,X
JLZITSO,O,O,O,O,O,X,X,X
JLZITOS,O,X,O,O,O,X,X,X
JLZISTO,O,O,X,O,O,X,X,X
JLZISOT,O,O,X,O,O,X,X,X
JLZIOTS,X,X,O,O,O,O,X,X
JLZIOST,O,O,X,O,O,X,X,X
JLZSTIO,O,O,X,O,O,X,X,O
JLZSTOI,O,O,X,O,O,X,X,O
JLZSITO,O,O,X,O,O,X,X,O
JLZSIOT,O,O,X,O,O,X,X,O
JLZSOTI,O,O,O,O,O,O,X,O
JLZSOIT,O,O,X,O,O,X,X,O
JLZOTIS,O,X,O,O,O,O,X,X
JLZOTSI,O,X,O,O,O,O,X,X
JLZOITS,X,X,O,O,O,O,X,X
JLZOIST,O,O,X,O,O,X,X,X
JLZOSTI,O,O,O,O,O,O,X,X
JLZOSIT,O,O,X,O,O,X,X,X
JLOTISZ,X,X,O,O,O,X,X,X
JLOTIZS,X,X,O,O,O,X,X,X
JLOTSIZ,X,X,O,O,O,X,X,X
JLOTSZI,X,X,O,O,O,X,X,O
JLOTZIS,X,X,O,O,O,X,X,X
JLOTZSI,X,X,O,O,O,X,X,X
JLOITSZ,X,X,O,O,O,X,X,X
JLOITZS,X,X,O,O,O,X,X,X
JLOISTZ,X,X,O,O,O,X,X,X
JLOISZT,X,X,X,O,O,X,X,X
JLOIZTS,X,X,O,O,O,X,X,X
JLOIZST,X,X,X,O,O,X,X,X
JLOSTIZ,X,X,O,O,O,X,X,X
JLOSTZI,X,X,O,O,O,X,X,O
JLOSITZ,X,X,O,O,O,X,X,X
JLOSIZT,X,X,X,O,O,X,X,O
JLOSZTI,X,X,O,O,O,X,X,O
JLOSZIT,X,X,X,O,O,X,X,O
JLOZTIS,X,X,O,O,O,O,X,X
JLOZTSI,X,X,O,O,O,O,X,X
JLOZITS,X,X,O,O,O,O,X,X
JLOZIST,X,X,X,O,O,X,X,X
JLOZSTI,X,X,O,O,O,O,X,X
JLOZSIT,X,X,X,O,O,X,X,X
JSTILZO,X,O,O,O,O,X,O,O
JSTILOZ,O,O,O,O,O,X,O,X
JSTIZLO,X,O,X,O,O,X,O,O
JSTIZOL,X,O,X,O,O,X,O,O
JSTIOLZ,O,O,O,O,O,X,O,X
JSTIOZL,X,O,X,O,O,X,O,X
JSTLIZO,X,O,O,O,O,X,O,O
JSTLIOZ,O,O,O,O,O,X,O,X
JSTLZIO,O,O,O,O,O,X,O,O
JSTLZOI,O,O,O,O,O,X,O,O
JSTLOIZ,O,O,O,O,O,X,O,X
JSTLOZI,O,O,O,O,O,X,O,O
JSTZILO,O,O,X,O,O,X,O,O
JSTZIOL,O,O,X,O,O,X,O,O
JSTZLIO,O,O,O,O,O,X,O,O
JSTZLOI,O,O,O,O,O,X,O,O
JSTZOIL,O,O,X,O,O,X,O,O
JSTZOLI,O,O,O,O,O,X,O,O
JSTOILZ,O,O,O,O,O,X,O,X
JSTOIZL,X,O,X,O,O,X,O,X
JSTOLIZ,O,O,O,O,O,X,O,X
JSTOLZI,O,O,O,O,O,X,O,O
JSTOZIL,O,O,X,O,O,X,O,O
JSTOZLI,O,O,O,O,O,X,O,O
JSITLZO,X,O,O,O,O,X,O,O
JSITLOZ,O,O,O,O,O,X,O,X
JSITZLO,X,O,X,O,O,X,O,O
JSITZOL,X,O,X,O,O,X,O,O
JSITOLZ,O,O,O,O,O,X,O,X
JSITOZL,X,O,X,O,O,X,O,X
JSILTZO,X,X,O,O,O,X,O,O
JSILTOZ,O,X,O,O,O,X,O,X
JSILZTO,X,O,X,O,X,X,O,O
JSILZOT,X,O,X,O,X,X,X,O
JSILOTZ,X,X,O,O,O,X,O,X
JSILOZT,X,O,X,O,X,X,X,O
JSIZTLO,X,X,X,O,X,X,O,O
JSIZTOL,X,O,X,O,X,X,O,O
JSIZLTO,X,X,X,O,X,X,O,O
JSIZLOT,X,O,X,O,X,X,X,O
JSIZOTL,X,O,X,O,X,X,X,O
JSIZOLT,X,O,X,O,X,X,X,O
JSIOTLZ,X,O,O,O,O,X,O,X
JSIOTZL,X,O,X,O,O,X,O,X
JSIOLTZ,X,X,O,O,O,X,O,X
JSIOLZT,X,O,X,O,X,X,X,O
JSIOZTL,X,O,X,O,X,X,X,O
JSIOZLT,X,O,X,X,X,X,X,O
JSLTIZO,X,X,O,O,O,X,O,O
JSLTIOZ,O,X,O,O,O,X,O,X
JSLTZIO,O,X,O,O,O,X,O,O
JSLTZOI,O,X,O,O,O,X,O,O
JSLTOIZ,O,X,O,O,O,X,O,X
JSLTOZI,O,X,O,O,O,X,O,O
JSLITZO,X,X,O,O,O,X,O,O
JSLITOZ,O,X,O,O,O,X,O,X
JSLIZTO,X,O,X,O,X,X,O,O
JSLIZOT,X,O,X,O,X,X,X,O
JSLIOTZ,X,X,O,O,O,X,O,X
JSLIOZT,X,O,X,O,X,X,X,O
JSLZTIO,O,O,X,O,O,X,O,O
JSLZTOI,O,O,X,O,O,X,O,O
JSLZITO,O,O,X,O,O,X,O,O
JSLZIOT,O,O,X,O,O,X,X,O
JSLZOTI,O,O,O,O,O,X,X,O
JSLZOIT,O,O,X,O,O,X,X,O
JSLOTIZ,X,X,O,O,O,X,O,X
JSLOTZI,X,X,O,O,O,X,O,O
JSLOITZ,X,X,O,O,O,X,O,X
JSLOIZT,X,O,X,O,O,X,X,O
JSLOZTI,X,O,O,O,O,X,X,O
JSLOZIT,X,O,X,O,O,X,X,O
JSZTILO,O,O,X,O,O,X,O,O
JSZTIOL,O,O,X,O,O,X,O,O
JSZTLIO,O,O,O,O,O,X,O,O
JSZTLOI,O,O,O,O,O,X,O,O
JSZTOIL,O,O,X,O,O,X,O,O
JSZTOLI,O,O,O,O,O,X,O,O
JSZITLO,O,O,X,O,O,X,O,O
JSZITOL,O,O,X,O,O,X,O,O
JSZILTO,O,O,X,O,O,X,O,O
JSZILOT,O,O,X,O,O,X,X,O
JSZIOTL,O,O,X,O,O,X,X,O
JSZIOLT,O,O,X,O,O,X,X,O
JSZLTIO,O,O,X,O,O,X,O,O
JSZLTOI,O,O,X,O,O,X,O,O
JSZLITO,O,O,X,O,O,X,O,O
JSZLIOT,O,O,X,O,O,X,X,O
JSZLOTI,O,O,O,O,O,X,X,O
JSZLOIT,O,O,X,O,O,X,X,O
JSZOTIL,O,O,X,O,O,X,X,O
JSZOTLI,O,O,O,O,O,X,X,O
JSZOITL,O,O,X,O,O,X,X,O
JSZOILT,O,O,X,O,O,X,X,O
JSZOLTI,O,O,O,O,O,X,X,O
JSZOLIT,O,O,X,O,O,X,X,O
JSOTILZ,X,O,O,O,O,X,O,X
JSOTIZL,X,O,X,O,O,X,O,X
JSOTLIZ,X,O,O,O,O,X,O,X
JSOTLZI,X,O,O,O,O,X,O,O
JSOTZIL,X,O,X,O,O,X,O,O
JSOTZLI,X,O,O,O,O,X,O,O
JSOITLZ,X,O,O,O,O,X,O,X
JSOITZL,X,O,X,O,O,X,O,X
JSOILTZ,X,X,O,O,O,X,O,X
JSOILZT,X,O,X,O,O,X,X,O
JSOIZTL,X,O,X,O,O,X,X,O
JSOIZLT,X,O,X,X,O,X,X,O
JSOLTIZ,X,X,O,O,O,X,O,X
JSOLTZI,X,X,O,O,O,X,O,O
JSOLITZ,X,X,O,O,O,X,O,X
JSOLIZT,X,O,X,O,O,X,X,O
JSOLZTI,X,O,O,O,O,X,X,O
JSOLZIT,X,O,X,O,O,X,X,O
JSOZTIL,X,O,X,O,O,X,X,O
JSOZTLI,X,O,O,O,O,X,X,O
JSOZITL,X,O,X,O,O,X,X,O
JSOZILT,X,O,X,O,O,X,X,O
JSOZLTI,X,O,O,O,O,X,X,O
JSOZLIT,X,O,X,O,O,X,X,O
JZTILSO,O,O,O,O,O,O,X,X
JZTILOS,O,O,O,O,O,O,X,X
JZTISLO,O,O,X,O,O,X,X,X
JZTISOL,O,O,X,O,O,X,X,X
JZTIOLS,O,X,O,O,O,O,X,X
JZTIOSL,O,O,X,O,O,X,X,X
JZTLISO,O,O,O,O,O,O,X,X
JZTLIOS,O,O,O,O,O,O,X,X
JZTLSIO,O,O,O,O,O,O,X,O
JZTLSOI,O,O,O,O,O,O,X,O
JZTLOIS,O,O,O,O,O,O,X,X
JZTLOSI,O,O,O,O,O,O,X,X
JZTSILO,O,O,X,O,O,X,X,O
JZTSIOL,O,O,X,O,O,X,X,O
JZTSLIO,O,O,O,O,O,O,X,O
JZTSLOI,O,O,O,O,O,O,X,O
JZTSOIL,O,O,X,O,O,X,X,O
JZTSOLI,O,O,O,O,O,O,X,O
JZTOILS,O,X,O,O,O,O,X,X
JZTOISL,O,O,X,O,O,X,X,X
JZTOLIS,O,O,O,O,O,O,X,X
JZTOLSI,O,O,O,O,O,O,X,X
JZTOSIL,O,O,X,O,O,X,X,X
JZTOSLI,O,O,O,O,O,O,X,X
JZITLSO,O,O,O,O,O,O,X,X
JZITLOS,O,O,O,O,O,O,X,X
JZITSLO,O,O,X,O,O,X,X,X
JZITSOL,O,O,X,O,O,X,X,X
JZITOLS,O,X,O,O,O,O,X,X
JZITOSL,O,O,X,O,O,X,X,X
JZILTSO,O,O,O,O,O,X,X,X
JZILTOS,O,X,O,O,O,X,X,X
JZILSTO,O,O,X,O,O,X,X,X
JZILSOT,O,O,X,O,O,X,X,X
JZILOTS,X,X,O,O,O,O,X,X
JZILOST,O,O,X,O,O,X,X,X
JZISTLO,O,O,X,O,O,X,X,X
JZISTOL,O,O,X,O,O,X,X,X
JZISLTO,O,O,X,O,O,X,X,X
JZISLOT,O,O,X,O,O,X,X,X
JZISOTL,O,O,X,O,O,X,X,X
JZISOLT,O,O,X,O,O,X,X,X
JZIOTLS,X,X,O,O,O,O,X,X
JZIOTSL,X,X,X,O,O,X,X,X
JZIOLTS,X,X,O,O,O,O,X,X
JZIOLST,O,X,X,O,O,X,X,X
JZIOSTL,O,O,X,O,O,X,X,X
JZIOSLT,O,O,X,O,O,X,X,X
JZLTISO,O,O,O,O,O,O,X,X
JZLTIOS,O,O,O,O,O,O,X,X
JZLTSIO,O,O,O,O,O,O,X,O
JZLTSOI,O,O,O,O,O,O,X,O
JZLTOIS,O,O,O,O,O,O,X,X
JZLTOSI,O,O,O,O,O,O,X,X
JZLITSO,O,O,O,O,O,X,X,X
JZLITOS,O,X,O,O,O,X,X,X
JZLISTO,O,O,X,O,O,X,X,X
JZLISOT,O,O,X,O,O,X,X,X
JZLIOTS,X,X,O,O,O,O,X,X
JZLIOST,O,O,X,O,O,X,X,X
JZLSTIO,O,O,X,O,O,X,X,O
JZLSTOI,O,O,X,O,O,X,X,O
JZLSITO,O,O,X,O,O,X,X,O
JZLSIOT,O,O,X,O,O,X,X,O
JZLSOTI,O,O,O,O,O,O,X,O
JZLSOIT,O,O,X,O,O,X,X,O
JZLOTIS,O,X,O,O,O,O,X,X
JZLOTSI,O,X,O,O,O,O,X,X
JZLOITS,X,X,O,O,O,O,X,X
JZLOIST,O,O,X,O,O,X,X,X
JZLOSTI,O,O,O,O,O,O,X,X
JZLOSIT,O,O,X,O,O,X,X,X
JZSTILO,O,O,X,O,O,X,X,O
JZSTIOL,O,O,X,O,O,X,X,O
