sequence,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBRhB0mB6sBlp?B2wB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFxgBymB0lB+sBlp?B3rB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBamBUiBWsBlp?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF2lBRhBfsB6sBlp?BUrB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBRhBKrBGnBlp?BUsB,v115@EhC8HeB8HeC8AeB8DeB8Je2EJvhFRgBUiBfrB6rBlp?BTsB,v115@EhC8HeB8HeC8AeB8DeB8JeOEJvhFXgBlhBUmBTnBCq?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFmgBqmB/nB0lBlp?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFigBfrBxmBUnBlp?BWxB,v115@EhC8HeB8HeC8AeB8DeB8JeRAJvhFUiBypBGrBTsB/p?BFrB,v115@EhC8HeB8HeC8AeB8DeB8Jel/IvhFclB/pBxmBGrBTs?BirB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBxmBarBUnBlp?BWxB,v115@EhC8HeB8HeC8AeB8DeB8JeSFJvhF/pBxmBmkBlmBUr?BTsB
ISJOZTL,X,X,O,X,X,X,O,X,X,X,X,X,X
ISJOZLT,X,X,O,X,X,X,O,X,X,X,X,X,X
ISZTLJO,X,X,O,X,X,X,O,O,X,X,X,X,O
ISZTLOJ,X,X,O,X,X,X,X,O,O,X,X,X,O
ISZTJLO,X,X,O,X,X,X,O,O,X,X,X,X,X
ISZTJOL,X,X,O,O,X,X,O,O,X,X,X,X,X
ISZTOLJ,O,X,O,X,O,X,X,O,O,X,O,X,X
ISZTOJL,O,X,O,O,X,X,O,O,X,X,O,X,X
ISZLTJO,X,X,O,X,X,X,O,O,X,X,X,X,O
ISZLTOJ,X,X,O,X,X,X,X,O,O,X,X,X,O
ISZLJTO,X,X,O,X,X,X,O,O,X,X,X,X,O
ISZLJOT,X,X,O,X,X,X,X,O,X,X,X,X,O
ISZLOTJ,X,X,X,X,X,X,X,O,X,X,X,X,O
ISZLOJT,X,X,X,X,X,X,X,O,X,X,X,X,O
ISZJTLO,X,X,O,X,X,X,O,O,X,X,X,X,X
ISZJTOL,X,X,O,X,X,X,O,O,X,X,X,X,X
ISZJLTO,X,X,O,X,X,X,O,O,X,X,X,X,O
ISZJLOT,X,X,O,X,X,X,X,O,X,X,X,X,O
ISZJOTL,X,X,O,X,X,X,O,X,X,X,X,X,X
ISZJOLT,X,X,O,X,X,X,X,X,X,X,X,X,X
ISZOTLJ,X,X,X,X,X,X,X,O,X,X,O,X,O
ISZOTJL,X,X,X,X,X,X,O,O,X,X,O,X,X
ISZOLTJ,X,X,X,X,X,X,X,O,X,X,O,X,O
ISZOLJT,X,X,X,X,X,X,X,O,X,X,X,X,O
ISZOJTL,X,X,X,X,X,X,O,X,X,X,O,X,X
ISZOJLT,X,X,X,X,X,X,X,X,X,X,O,X,O
ISOTLJZ,O,X,O,O,O,O,O,O,O,X,X,X,O
ISOTLZJ,O,X,O,X,O,O,O,O,O,X,O,X,O
ISOTJLZ,O,X,O,O,O,O,O,O,O,X,X,X,X
ISOTJZL,O,X,O,O,X,O,O,O,X,X,O,X,X
ISOTZLJ,O,X,O,X,O,O,O,O,O,X,O,X,X
ISOTZJL,O,X,O,O,X,O,O,O,X,X,O,X,X
ISOLTJZ,X,X,O,X,X,O,O,O,O,X,X,X,O
ISOLTZJ,X,X,O,X,X,O,O,O,O,X,O,X,O
ISOLJTZ,X,X,O,X,X,X,O,X,X,X,X,X,O
ISOLJZT,X,X,O,X,X,X,O,X,X,X,O,X,O
ISOLZTJ,X,X,X,X,X,O,O,O,X,X,O,X,O
ISOLZJT,X,X,X,X,X,X,O,O,X,X,X,X,O
ISOJTLZ,X,X,O,X,X,X,O,X,X,X,X,X,X
ISOJTZL,X,X,O,X,X,X,O,X,X,X,O,X,X
ISOJLTZ,X,X,O,X,X,X,O,X,X,X,X,X,O
ISOJLZT,X,X,O,X,X,X,O,X,X,X,O,X,O
ISOJZTL,X,X,O,X,X,X,O,X,X,X,O,X,X
ISOJZLT,X,X,O,X,X,X,O,X,X,X,O,X,X
ISOZTLJ,X,X,X,X,X,O,O,O,X,X,O,X,O
ISOZTJL,X,X,X,X,X,O,O,O,X,X,O,X,X
ISOZLTJ,X,X,X,X,X,X,O,O,X,X,O,X,O
ISOZLJT,X,X,X,X,X,X,O,O,X,X,X,X,O
ISOZJTL,X,X,X,X,X,X,O,X,X,X,O,X,X
ISOZJLT,X,X,X,X,X,X,O,X,X,X,O,X,O
IZTLJSO,X,O,X,O,X,X,O,X,X,X,X,X,X
IZTLJOS,X,O,X,O,X,X,X,X,X,X,X,X,X
IZTLSJO,X,X,X,O,O,X,O,O,X,X,X,X,X
IZTLSOJ,X,O,X,O,O,X,X,O,X,X,X,X,X
IZTLOJS,X,O,X,O,X,X,X,X,X,X,X,X,X
IZTLOSJ,X,O,X,O,O,X,X,O,X,X,X,X,X
IZTJLSO,X,O,O,O,O,X,O,X,X,X,X,X,X
IZTJLOS,X,O,O,O,O,X,X,X,X,X,X,X,X
IZTJSLO,X,O,O,O,X,X,O,O,X,X,X,X,X
IZTJSOL,X,O,O,O,X,X,O,O,X,X,X,X,X
IZTJOLS,X,O,O,O,O,X,X,X,X,X,X,X,X
IZTJOSL,X,O,O,O,X,X,O,O,X,X,X,X,X
IZTSLJO,X,X,O,O,X,X,O,O,X,X,X,X,O
IZTSLOJ,X,O,O,O,X,X,X,O,X,X,X,X,O
IZTSJLO,X,O,O,O,X,X,O,O,X,X,X,X,X
IZTSJOL,X,O,O,O,X,X,O,O,X,X,X,X,X
IZTSOLJ,X,O,O,O,X,X,X,O,X,X,X,X,X
IZTSOJL,X,O,O,O,X,X,O,O,X,X,X,X,X
IZTOLJS,X,O,X,O,X,X,X,X,X,X,X,X,X
IZTOLSJ,X,O,X,O,O,X,X,O,X,X,X,X,X
IZTOJLS,X,O,O,O,O,X,X,X,X,X,X,X,X
IZTOJSL,X,O,O,O,X,X,O,O,X,X,X,X,X
IZTOSLJ,X,O,O,O,X,X,X,O,X,X,X,X,X
IZTOSJL,X,O,O,O,X,X,O,O,X,X,X,X,X
IZLTJSO,X,O,X,O,X,X,O,X,X,X,X,X,X
IZLTJOS,X,O,X,O,X,X,O,X,X,X,X,X,X
IZLTSJO,X,X,X,O,O,X,O,O,X,X,X,X,X
IZLTSOJ,X,O,X,O,O,X,O,O,X,X,X,X,X
IZLTOJS,X,O,X,O,X,X,O,X,X,X,X,X,X
IZLTOSJ,X,O,X,O,O,X,O,O,X,X,X,X,X
IZLJTSO,X,O,O,O,X,X,O,X,X,X,X,X,X
IZLJTOS,X,O,X,O,X,X,O,X,X,X,X,X,X
IZLJSTO,X,O,O,O,O,X,O,X,X,X,X,X,X
IZLJSOT,X,X,O,O,X,X,O,X,X,X,X,X,X
IZLJOTS,X,O,X,X,X,X,O,X,X,X,X,X,X
IZLJOST,X,X,O,X,X,X,O,X,X,X,X,X,X
IZLSTJO,X,X,O,O,O,X,O,O,X,X,X,X,O
IZLSTOJ,X,O,O,O,O,X,O,O,X,X,X,X,O
IZLSJTO,X,X,O,O,O,X,O,O,X,X,X,X,O
IZLSJOT,X,X,O,O,X,X,O,O,X,X,X,X,O
IZLSOTJ,X,X,X,O,O,X,O,O,X,X,X,X,O
IZLSOJT,X,X,X,O,X,X,O,O,X,X,X,X,O
IZLOTJS,X,O,X,X,X,X,O,X,X,X,X,X,X
IZLOTSJ,X,O,X,X,X,X,O,X,X,X,X,X,X
IZLOJTS,X,X,X,X,X,X,O,X,X,X,X,X,X
IZLOJST,X,X,X,X,X,X,O,X,X,X,X,X,X
IZLOSTJ,X,X,X,X,O,X,O,X,X,X,X,X,X
IZLOSJT,X,X,X,X,X,X,O,X,X,X,X,X,X
IZJTLSO,X,O,O,O,O,X,O,X,X,X,X,X,X
IZJTLOS,X,O,O,O,O,X,X,X,X,X,X,X,X
IZJTSLO,X,O,O,O,X,X,O,O,X,X,X,X,X
IZJTSOL,X,O,O,O,X,X,O,O,X,X,X,X,X
IZJTOLS,X,O,O,O,O,X,X,X,X,X,X,X,X
IZJTOSL,X,O,O,O,X,X,O,O,X,X,X,X,X
IZJLTSO,X,O,O,O,O,X,O,X,X,X,X,X,X
IZJLTOS,X,O,O,O,O,X,O,X,X,X,X,X,X
IZJLSTO,X,O,O,O,O,X,O,X,X,X,X,X,X
IZJLSOT,X,X,O,O,O,X,O,X,X,X,X,X,X
IZJLOTS,X,O,X,X,X,X,O,X,X,X,X,X,X
IZJLOST,X,X,O,X,O,X,O,X,X,X,X,X,X
IZJSTLO,X,O,O,O,X,X,O,O,X,X,X,X,X
IZJSTOL,X,O,O,O,X,X,O,O,X,X,X,X,X
IZJSLTO,X,O,O,O,O,X,O,O,X,X,X,X,O
IZJSLOT,X,O,O,X,O,X,X,O,X,X,X,X,O
IZJSOTL,X,O,O,O,X,X,O,X,X,X,X,X,X
IZJSOLT,X,O,O,X,X,X,X,X,X,X,X,X,X
IZJOTLS,X,O,O,O,X,X,O,X,X,X,X,X,X
IZJOTSL,X,O,O,O,X,X,O,X,X,X,X,X,X
IZJOLTS,X,O,X,X,X,X,O,X,X,X,X,X,X
IZJOLST,X,X,O,X,O,X,O,X,X,X,X,X,X
IZJOSTL,X,X,O,X,X,X,O,X,X,X,X,X,X
IZJOSLT,X,X,O,X,X,X,O,X,X,X,X,X,X
IZSTLJO,X,X,O,O,X,X,O,O,X,X,X,X,O
IZSTLOJ,X,O,O,O,X,X,X,O,X,X,X,X,O
IZSTJLO,X,O,O,O,X,X,O,O,X,X,X,X,X
IZSTJOL,X,O,O,O,X,X,O,O,X,X,X,X,X
IZSTOLJ,X,O,O,O,X,X,X,O,X,X,O,X,X
IZSTOJL,X,O,O,O,X,X,O,O,X,X,O,X,X
IZSLTJO,X,X,O,O,X,X,O,O,X,X,X,X,O
IZSLTOJ,X,O,O,O,X,X,X,O,X,X,X,X,O
IZSLJTO,X,X,O,O,X,X,O,O,X,X,X,X,O
IZSLJOT,X,X,O,X,X,X,X,O,X,X,X,X,O
IZSLOTJ,X,X,X,X,X,X,X,O,X,X,X,X,O
IZSLOJT,X,X,X,X,X,X,X,O,X,X,X,X,O
IZSJTLO,X,O,O,O,X,X,O,O,X,X,X,X,X
IZSJTOL,X,O,O,O,X,X,O,O,X,X,X,X,X
IZSJLTO,X,O,O,O,X,X,O,O,X,X,X,X,O
IZSJLOT,X,X,O,X,X,X,X,O,X,X,X,X,O
IZSJOTL,X,X,O,O,X,X,O,X,X,X,X,X,X
IZSJOLT,X,X,O,X,X,X,X,X,X,X,X,X,X
IZSOTLJ,X,X,X,O,X,X,X,O,X,X,O,X,O
IZSOTJL,X,X,X,O,X,X,O,O,X,X,O,X,X
IZSOLTJ,X,X,X,X,X,X,X,O,X,X,O,X,O
IZSOLJT,X,X,X,X,X,X,X,O,X,X,X,X,O
IZSOJTL,X,X,X,O,X,X,O,X,X,X,O,X,X
IZSOJLT,X,X,X,X,X,X,X,X,X,X,O,X,O
IZOTLJS,X,O,X,X,X,X,O,X,X,X,X,X,X
IZOTLSJ,X,O,X,X,X,X,O,O,X,X,X,X,X
IZOTJLS,X,O,X,X,X,X,O,X,X,X,X,X,X
IZOTJSL,X,O,X,X,X,X,O,O,X,X,X,X,X
IZOTSLJ,X,O,X,X,X,X,O,O,X,X,O,X,O
IZOTSJL,X,O,X,X,X,X,O,O,X,X,O,X,X
IZOLTJS,X,O,X,X,X,X,O,X,X,X,X,X,X
IZOLTSJ,X,O,X,X,X,X,O,X,X,X,X,X,X
IZOLJTS,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOLJST,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOLSTJ,X,X,X,X,X,X,O,X,X,X,O,X,O
IZOLSJT,X,X,X,X,X,X,O,X,X,X,X,X,O
IZOJTLS,X,O,X,X,X,X,O,X,X,X,X,X,X
IZOJTSL,X,O,X,X,X,X,O,X,X,X,X,X,X
IZOJLTS,X,O,X,X,X,X,O,X,X,X,X,X,X
IZOJLST,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOJSTL,X,X,X,X,X,X,O,X,X,X,O,X,X
IZOJSLT,X,X,X,X,X,X,O,X,X,X,O,X,O
IZOSTLJ,X,X,X,X,X,X,O,O,X,X,O,X,O
IZOSTJL,X,X,X,X,X,X,O,O,X,X,O,X,X
IZOSLTJ,X,X,X,X,X,X,O,O,X,X,O,X,O
IZOSLJT,X,X,X,X,X,X,O,O,X,X,X,X,O
IZOSJTL,X,X,X,X,X,X,O,X,X,X,O,X,X
IZOSJLT,X,X,X,X,X,X,O,X,X,X,O,X,O
IOTLJSZ,X,X,O,X,X,X,O,X,X,X,X,X,X
IOTLJZS,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTLSJZ,X,X,O,X,X,X,O,O,X,X,X,X,X
IOTLSZJ,X,X,O,X,X,X,O,O,X,X,X,X,X
IOTLZJS,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTLZSJ,X,X,X,X,X,O,O,O,X,X,X,X,X
IOTJLSZ,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTJLZS,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTJSLZ,X,X,O,X,X,O,O,O,X,X,X,X,X
IOTJSZL,X,X,O,X,X,O,O,O,X,X,O,X,X
IOTJZLS,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTJZSL,X,X,O,X,X,O,O,O,X,X,O,X,X
IOTSLJZ,X,X,O,X,X,O,O,O,X,X,X,X,O
IOTSLZJ,X,X,O,X,X,O,O,O,X,X,O,X,O
IOTSJLZ,X,X,O,X,X,O,O,O,X,X,X,X,X
IOTSJZL,X,X,O,X,X,O,O,O,X,X,O,X,X
IOTSZLJ,X,X,O,X,X,O,O,O,X,X,O,X,X
IOTSZJL,X,X,O,X,X,O,O,O,X,X,O,X,X
IOTZLJS,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTZLSJ,X,X,X,X,X,O,O,O,X,X,X,X,X
IOTZJLS,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTZJSL,X,X,O,X,X,O,O,O,X,X,X,X,X
IOTZSLJ,X,X,O,X,X,O,O,O,X,X,O,X,X
IOTZSJL,X,X,O,X,X,O,O,O,X,X,O,X,X
IOLTJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTJZS,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLTSJZ,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTSZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTZJS,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLTZSJ,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLJTSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOLJTZS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOLJSTZ,X,X,O,X,X,X,O,X,X,O,X,X,X
IOLJSZT,X,X,O,X,X,X,O,X,X,O,O,X,X
IOLJZTS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOLJZST,X,X,O,X,X,X,O,X,X,O,O,X,X
IOLSTJZ,X,X,O,X,X,X,O,X,X,X,X,X,O
IOLSTZJ,X,X,O,X,X,X,O,X,X,X,O,X,O
IOLSJTZ,X,X,O,X,X,X,O,X,X,X,X,X,O
IOLSJZT,X,X,O,X,X,X,O,X,X,X,O,X,O
IOLSZTJ,X,X,X,X,X,X,O,X,X,X,O,X,O
IOLSZJT,X,X,X,X,X,X,O,X,X,X,X,X,O
IOLZTJS,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLZTSJ,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLZJTS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOLZJST,X,X,X,X,X,X,O,X,X,O,X,X,X
IOLZSTJ,X,X,X,X,X,O,O,X,X,X,O,X,X
IOLZSJT,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTLSZ,X,X,O,X,X,X,O,X,X,X,X,X,X
IOJTLZS,X,X,O,X,X,X,O,X,X,X,X,X,X
IOJTSLZ,X,X,O,X,X,X,O,X,X,X,X,X,X
IOJTSZL,X,X,O,X,X,X,O,X,X,X,O,X,X
IOJTZLS,X,X,O,X,X,X,O,X,X,X,X,X,X
IOJTZSL,X,X,O,X,X,X,O,X,X,X,O,X,X
IOJLTSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
IOJLTZS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOJLSTZ,X,X,O,X,X,X,O,X,X,O,X,X,X
IOJLSZT,X,X,O,X,X,X,O,X,X,O,O,X,X
IOJLZTS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOJLZST,X,X,O,X,X,X,O,X,X,O,O,X,X
IOJSTLZ,X,X,O,X,X,X,O,X,X,X,X,X,X
IOJSTZL,X,X,O,X,X,X,O,X,X,X,O,X,X
IOJSLTZ,X,X,O,X,X,X,O,X,X,X,X,X,O
IOJSLZT,X,X,O,X,X,X,O,X,X,X,O,X,O
IOJSZTL,X,X,O,X,X,X,O,X,X,X,O,X,X
IOJSZLT,X,X,O,X,X,X,O,X,X,X,O,X,X
IOJZTLS,X,X,O,X,X,X,O,X,X,X,X,X,X
IOJZTSL,X,X,O,X,X,X,O,X,X,X,O,X,X
IOJZLTS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOJZLST,X,X,O,X,X,X,O,X,X,O,O,X,X
IOJZSTL,X,X,O,X,X,X,O,X,X,X,O,X,X
IOJZSLT,X,X,O,X,X,X,O,X,X,X,O,X,X
IOSTLJZ,X,X,O,X,X,O,O,O,X,X,X,X,O
IOSTLZJ,X,X,O,X,X,O,O,O,X,X,O,X,O
IOSTJLZ,X,X,O,X,X,O,O,O,X,X,X,X,X
IOSTJZL,X,X,O,X,X,O,O,O,X,X,O,X,X
IOSTZLJ,X,X,O,X,X,O,O,O,X,X,O,X,X
IOSTZJL,X,X,O,X,X,O,O,O,X,X,O,X,X
IOSLTJZ,X,X,O,X,X,O,O,O,X,X,X,X,O
IOSLTZJ,X,X,O,X,X,O,O,O,X,X,O,X,O
IOSLJTZ,X,X,O,X,X,X,O,X,X,X,X,X,O
IOSLJZT,X,X,O,X,X,X,O,X,X,X,O,X,O
IOSLZTJ,X,X,X,X,X,O,O,O,X,X,O,X,O
IOSLZJT,X,X,X,X,X,X,O,O,X,X,X,X,O
IOSJTLZ,X,X,O,X,X,X,O,X,X,X,X,X,X
IOSJTZL,X,X,O,X,X,X,O,X,X,X,O,X,X
IOSJLTZ,X,X,O,X,X,X,O,X,X,X,X,X,O
IOSJLZT,X,X,O,X,X,X,O,X,X,X,O,X,O
IOSJZTL,X,X,O,X,X,X,O,X,X,X,O,X,X
IOSJZLT,X,X,O,X,X,X,O,X,X,X,O,X,X
IOSZTLJ,X,X,X,X,X,O,O,O,X,X,O,X,O
IOSZTJL,X,X,X,X,X,O,O,O,X,X,O,X,X
IOSZLTJ,X,X,X,X,X,X,O,O,X,X,O,X,O
IOSZLJT,X,X,X,X,X,X,O,O,X,X,X,X,O
IOSZJTL,X,X,X,X,X,X,O,X,X,X,O,X,X
IOSZJLT,X,X,X,X,X,X,O,X,X,X,O,X,O
IOZTLJS,X,X,X,X,X,O,O,X,X,X,X,X,X
IOZTLSJ,X,X,X,X,X,O,O,O,X,X,X,X,X
IOZTJLS,X,X,X,X,X,O,O,X,X,X,X,X,X
IOZTJSL,X,X,X,X,X,O,O,O,X,X,X,X,X
IOZTSLJ,X,X,X,X,X,O,O,O,X,X,O,X,O
IOZTSJL,X,X,X,X,X,O,O,O,X,X,O,X,X
IOZLTJS,X,X,X,X,X,O,O,X,X,X,X,X,X
IOZLTSJ,X,X,X,X,X,O,O,X,X,X,X,X,X
IOZLJTS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOZLJST,X,X,X,X,X,X,O,X,X,O,X,X,X
IOZLSTJ,X,X,X,X,X,O,O,X,X,X,O,X,O
IOZLSJT,X,X,X,X,X,X,O,X,X,X,X,X,O
IOZJTLS,X,X,X,X,X,X,O,X,X,X,X,X,X
IOZJTSL,X,X,X,X,X,X,O,X,X,X,O,X,X
IOZJLTS,X,X,X,X,X,X,O,X,X,O,X,X,X
IOZJLST,X,X,X,X,X,X,O,X,X,O,O,X,X
IOZJSTL,X,X,X,X,X,X,O,X,X,X,O,X,X
IOZJSLT,X,X,X,X,X,X,O,X,X,X,O,X,O
IOZSTLJ,X,X,X,X,X,O,O,O,X,X,O,X,O
IOZSTJL,X,X,X,X,X,O,O,O,X,X,O,X,X
IOZSLTJ,X,X,X,X,X,X,O,O,X,X,O,X,O
IOZSLJT,X,X,X,X,X,X,O,O,X,X,X,X,O
IOZSJTL,X,X,X,X,X,X,O,X,X,X,O,X,X
IOZSJLT,X,X,X,X,X,X,O,X,X,X,O,X,O
LTIJSZO,O,X,O,O,X,X,O,X,X,X,X,X,X
LTIJSOZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LTIJZSO,O,X,O,X,X,O,O,X,X,X,X,X,X
LTIJZOS,O,X,O,X,X,X,O,X,X,X,X,X,X
LTIJOSZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LTIJOZS,O,X,O,X,X,X,O,X,X,X,X,X,X
LTISJZO,O,X,O,O,X,X,O,O,O,X,X,X,X
LTISJOZ,O,X,O,O,O,X,O,O,O,X,X,X,X
LTISZJO,X,X,O,O,O,X,O,O,X,X,X,X,X
LTISZOJ,O,X,O,O,O,X,O,O,O,X,X,X,X
LTISOJZ,O,X,O,O,O,X,O,O,O,X,X,X,X
LTISOZJ,O,X,O,O,O,X,O,O,O,X,X,X,X
LTIZJSO,X,X,X,O,X,O,O,X,X,X,X,X,X
LTIZJOS,X,X,X,O,X,X,O,X,X,X,X,X,X
LTIZSJO,X,X,X,O,O,O,O,O,X,X,X,X,X
LTIZSOJ,X,X,X,O,O,O,O,O,X,X,X,X,X
LTIZOJS,X,X,X,O,X,X,O,X,X,X,X,X,X
LTIZOSJ,X,X,X,O,O,X,O,O,X,X,X,X,X
LTIOJSZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LTIOJZS,O,X,O,X,X,X,O,X,X,X,X,X,X
LTIOSJZ,O,X,O,O,O,X,O,O,O,X,X,X,X
LTIOSZJ,O,X,O,O,O,X,O,O,O,X,X,X,X
LTIOZJS,X,X,X,O,X,X,O,X,X,X,X,X,X
LTIOZSJ,X,X,X,O,O,X,O,O,X,X,X,X,X
LTJISZO,O,X,X,O,X,O,O,X,X,X,X,X,X
LTJISOZ,O,X,X,O,X,O,O,X,X,X,X,O,X
LTJIZSO,O,X,X,X,X,O,O,X,X,X,X,X,X
LTJIZOS,O,X,X,X,X,X,O,X,X,X,X,X,X
LTJIOSZ,O,X,X,O,X,O,O,X,X,X,X,O,X
LTJIOZS,O,X,X,O,X,O,O,X,X,X,X,X,X
LTJSIZO,O,O,X,O,X,O,O,X,O,X,X,X,X
LTJSIOZ,O,O,X,O,O,O,O,X,O,X,X,O,X
LTJSZIO,O,O,X,O,O,O,O,X,O,X,X,X,X
LTJSZOI,O,O,X,O,O,O,O,X,O,X,X,X,X
LTJSOIZ,O,O,X,O,O,O,X,X,O,X,X,O,X
LTJSOZI,O,O,X,O,O,O,X,X,O,X,X,X,X
LTJZISO,O,O,X,O,X,O,O,X,X,X,X,X,X
LTJZIOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJZSIO,O,O,X,O,O,O,O,X,X,X,X,X,X
LTJZSOI,O,O,X,O,O,O,O,X,X,X,X,X,X
LTJZOIS,O,O,X,O,X,X,X,X,X,X,X,X,X
LTJZOSI,O,O,X,O,O,O,O,X,X,X,X,X,X
LTJOISZ,O,X,X,O,X,O,X,X,X,X,X,O,X
LTJOIZS,O,X,X,O,X,O,X,X,X,X,X,X,X
LTJOSIZ,O,O,X,O,O,O,X,X,O,X,X,O,X
LTJOSZI,O,O,X,O,O,O,X,X,O,X,X,X,X
LTJOZIS,O,O,X,O,X,O,X,X,X,X,X,X,X
LTJOZSI,O,O,X,O,O,O,X,X,X,X,X,X,X
LTSIJZO,O,X,O,O,X,O,O,X,O,X,X,X,X
LTSIJOZ,O,X,O,O,O,O,O,X,O,X,X,X,X
LTSIZJO,X,X,O,O,O,O,O,X,X,X,X,X,X
LTSIZOJ,O,X,O,O,O,O,O,X,O,X,X,X,X
LTSIOJZ,O,X,O,O,O,O,O,X,O,X,X,X,X
LTSIOZJ,O,X,O,O,O,O,O,X,O,X,X,X,X
LTSJIZO,O,X,X,O,X,O,O,X,O,X,X,X,X
LTSJIOZ,O,X,X,O,O,O,O,X,O,X,X,O,X
LTSJZIO,O,X,X,O,O,O,O,X,O,X,X,X,X
LTSJZOI,O,X,X,O,O,O,O,X,O,X,X,X,X
LTSJOIZ,O,X,X,O,O,O,X,X,O,X,X,O,X
LTSJOZI,O,X,X,O,O,O,X,X,O,X,X,X,X
LTSZIJO,X,X,X,O,O,O,O,X,X,X,X,X,X
LTSZIOJ,O,X,X,O,O,O,X,X,O,X,X,X,X
LTSZJIO,O,X,X,O,O,O,O,X,O,X,X,X,X
LTSZJOI,O,X,X,O,O,O,O,X,O,X,X,X,X
LTSZOIJ,O,X,X,O,O,O,X,X,O,X,X,X,X
LTSZOJI,O,X,X,O,O,O,O,X,O,X,X,X,X
LTSOIJZ,O,X,O,O,O,O,X,X,O,X,X,X,X
LTSOIZJ,O,X,O,O,O,O,X,X,O,X,X,X,X
LTSOJIZ,O,X,X,O,O,O,X,X,O,X,X,O,X
LTSOJZI,O,X,X,O,O,O,X,X,O,X,X,X,X
LTSOZIJ,O,X,X,O,O,O,X,X,O,X,X,X,X
LTSOZJI,O,X,X,O,O,O,X,X,O,X,X,X,X
LTZIJSO,X,O,X,O,X,O,O,X,X,X,X,X,X
LTZIJOS,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZISJO,X,X,X,O,O,O,O,X,X,X,X,X,X
LTZISOJ,X,O,X,O,O,O,X,X,X,X,X,X,X
LTZIOJS,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,O,X,O,O,X,X,X,X,X,X,X,X
LTZJISO,O,O,X,O,O,O,O,X,X,X,X,X,X
LTZJIOS,O,O,X,O,O,X,X,X,X,X,X,X,X
LTZJSIO,O,O,X,O,O,O,O,X,X,X,X,X,X
LTZJSOI,O,O,X,O,O,O,O,X,X,X,X,X,X
LTZJOIS,O,O,X,O,O,X,X,X,X,X,X,X,X
LTZJOSI,O,O,X,O,O,O,O,X,X,X,X,X,X
LTZSIJO,X,X,X,O,O,O,O,X,X,X,X,X,X
LTZSIOJ,O,O,X,O,O,O,X,X,O,X,X,X,X
LTZSJIO,O,X,X,O,O,O,O,X,O,X,X,X,X
LTZSJOI,O,X,X,O,O,O,O,X,O,X,X,X,X
LTZSOIJ,O,O,X,O,O,O,X,X,O,X,X,X,X
LTZSOJI,O,X,X,O,O,O,O,X,O,X,X,X,X
LTZOIJS,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZOISJ,X,O,X,O,O,X,X,X,X,X,X,X,X
LTZOJIS,O,O,X,O,O,X,X,X,X,X,X,X,X
LTZOJSI,O,O,X,O,O,O,O,X,X,X,X,X,X
LTZOSIJ,O,O,X,O,O,O,X,X,O,X,X,X,X
LTZOSJI,O,X,X,O,O,O,O,X,O,X,X,X,X
LTOIJSZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOIJZS,O,X,O,X,X,O,X,X,X,X,X,X,X
LTOISJZ,O,X,O,O,O,X,X,O,O,X,X,X,X
