sequence,v115@KhB8GeB8EeF8CeB8JeOEJvhF8kBRhBSnBTjBlrB3sB,v115@KhB8GeB8EeF8CeB8Je2EJvhFRhBSnBTjB3kB0rBlsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBRhBGjB1rB8sBXsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBxiB/sBFoB0rB,v115@KhB8GeB8EeF8CeB8Jei/IvhFRhBGjB3kBznBlrBUsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBCjBTkBXoBlrBUsB,v115@KhB8GeB8EeF8CeB8JeKEJvhFzfBGhBcoBxrBXsBlsB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhB3iBcoBTkB1rBSxB,v115@KhB8GeB8EeF8CeB8Jem/IvhFRhBTkBFnBXoB0rBCtB
ZTLJOSI,O,O,O,O,X,X,X,O,X
ZTLSIJO,O,O,O,O,X,X,X,O,X
ZTLSIOJ,O,O,O,O,X,X,X,O,O
ZTLSJIO,O,O,O,O,X,X,X,O,X
ZTLSJOI,O,O,O,O,X,X,X,O,X
ZTLSOIJ,O,O,O,O,X,X,X,O,O
ZTLSOJI,O,O,O,O,X,X,X,O,O
ZTLOIJS,O,O,O,X,X,X,O,O,O
ZTLOISJ,O,O,O,O,X,X,O,O,O
ZTLOJIS,O,O,O,X,X,X,O,O,O
ZTLOJSI,O,O,O,O,X,X,X,O,O
ZTLOSIJ,O,O,O,O,X,X,X,O,O
ZTLOSJI,O,O,O,O,X,X,X,O,O
ZTJILSO,O,O,O,X,X,X,O,O,X
ZTJILOS,O,O,O,X,X,X,O,O,X
ZTJISLO,O,O,O,X,O,O,X,O,X
ZTJISOL,O,O,X,X,X,X,X,O,O
ZTJIOLS,O,O,O,X,X,X,X,O,O
ZTJIOSL,O,O,X,X,X,X,X,O,O
ZTJLISO,O,O,O,X,X,X,O,O,X
ZTJLIOS,O,O,O,X,X,X,O,O,X
ZTJLSIO,O,O,O,O,X,X,X,O,X
ZTJLSOI,O,O,O,O,X,X,X,O,X
ZTJLOIS,O,O,O,X,X,X,O,O,X
ZTJLOSI,O,O,O,O,X,X,X,O,X
ZTJSILO,O,O,O,O,O,O,X,O,X
ZTJSIOL,O,O,X,O,X,X,X,O,O
ZTJSLIO,O,O,O,O,O,O,X,O,X
ZTJSLOI,O,O,O,O,X,X,X,O,X
ZTJSOIL,O,O,X,O,X,X,X,O,O
ZTJSOLI,O,O,X,O,X,X,X,O,O
ZTJOILS,O,O,O,X,X,X,X,O,O
ZTJOISL,O,O,X,X,X,X,X,O,O
ZTJOLIS,O,O,O,X,X,X,X,O,O
ZTJOLSI,O,O,O,X,X,X,X,O,O
ZTJOSIL,O,O,X,X,X,X,X,O,O
ZTJOSLI,O,O,X,X,X,X,X,O,O
ZTSILJO,O,O,O,O,O,O,X,O,X
ZTSILOJ,O,O,O,O,O,O,X,O,O
ZTSIJLO,O,O,O,O,O,O,X,O,X
ZTSIJOL,O,O,X,O,X,X,X,O,O
ZTSIOLJ,O,O,X,O,O,O,X,O,O
ZTSIOJL,O,O,X,O,O,O,X,O,O
ZTSLIJO,O,O,O,O,O,O,X,O,X
ZTSLIOJ,O,O,O,O,O,O,X,O,O
ZTSLJIO,O,O,O,O,O,O,X,O,X
ZTSLJOI,O,O,O,O,X,X,X,O,X
ZTSLOIJ,O,O,O,O,O,O,X,O,O
ZTSLOJI,O,O,O,O,O,O,X,O,O
ZTSJILO,O,O,O,O,O,O,X,O,X
ZTSJIOL,O,O,X,O,X,X,X,O,O
ZTSJLIO,O,O,O,O,O,O,X,O,X
ZTSJLOI,O,O,O,O,X,X,X,O,X
ZTSJOIL,O,O,X,O,X,X,X,O,O
ZTSJOLI,O,O,X,O,X,X,X,O,O
ZTSOILJ,O,O,X,O,O,O,X,O,O
ZTSOIJL,O,O,X,O,O,O,X,O,O
ZTSOLIJ,O,O,X,O,O,O,X,O,O
ZTSOLJI,O,O,X,O,O,O,X,O,O
ZTSOJIL,O,O,X,O,O,O,X,O,O
ZTSOJLI,O,O,X,O,O,O,X,O,O
ZTOILJS,O,O,O,X,X,X,X,O,O
ZTOILSJ,O,O,O,X,X,X,X,O,O
ZTOIJLS,O,O,O,X,X,X,X,O,O
ZTOIJSL,O,O,X,X,O,O,X,O,O
ZTOISLJ,O,O,X,X,O,O,X,O,O
ZTOISJL,O,O,X,X,O,O,X,O,O
ZTOLIJS,O,O,O,X,X,X,X,O,O
ZTOLISJ,O,O,O,X,X,X,X,O,O
ZTOLJIS,O,O,O,X,X,X,X,O,O
ZTOLJSI,O,O,O,X,X,X,X,O,O
ZTOLSIJ,O,O,O,X,X,X,X,O,O
ZTOLSJI,O,O,O,X,X,X,X,O,O
ZTOJILS,O,O,O,X,X,X,X,O,O
ZTOJISL,O,O,X,X,O,O,X,O,O
ZTOJLIS,O,O,O,X,X,X,X,O,O
ZTOJLSI,O,O,O,X,X,X,X,O,O
ZTOJSIL,O,O,X,X,O,O,X,O,O
ZTOJSLI,O,O,X,X,O,O,X,O,O
ZTOSILJ,O,O,X,X,O,O,X,O,O
ZTOSIJL,O,O,X,X,O,O,X,O,O
ZTOSLIJ,O,O,X,X,O,O,X,O,O
ZTOSLJI,O,O,X,X,O,O,X,O,O
ZTOSJIL,O,O,X,X,O,O,X,O,O
ZTOSJLI,O,O,X,X,O,O,X,O,O
ZITLJSO,O,O,O,X,X,X,O,O,X
ZITLJOS,O,O,O,X,X,X,O,O,X
ZITLSJO,O,O,O,X,X,X,O,O,X
ZITLSOJ,O,O,O,X,X,X,O,O,O
ZITLOJS,O,O,O,X,X,X,O,O,O
ZITLOSJ,O,O,O,X,X,X,O,O,O
ZITJLSO,O,O,O,X,X,X,O,O,X
ZITJLOS,O,O,O,X,X,X,O,O,X
ZITJSLO,O,O,O,X,O,O,X,O,X
ZITJSOL,O,O,X,X,X,X,X,O,O
ZITJOLS,O,O,O,X,X,X,X,O,O
ZITJOSL,O,O,X,X,X,X,X,O,O
ZITSLJO,O,O,O,X,O,O,X,O,X
ZITSLOJ,O,O,O,X,O,O,X,O,O
ZITSJLO,O,O,O,X,O,O,X,O,X
ZITSJOL,O,O,X,X,X,X,X,O,O
ZITSOLJ,O,O,X,X,O,O,X,O,O
ZITSOJL,O,O,X,X,O,O,X,O,O
ZITOLJS,O,O,O,X,X,X,X,O,O
ZITOLSJ,O,O,O,X,X,X,X,O,O
ZITOJLS,O,O,O,X,X,X,X,O,O
ZITOJSL,O,O,X,X,O,O,X,O,O
ZITOSLJ,O,O,X,X,O,O,X,O,O
ZITOSJL,O,O,X,X,O,O,X,O,O
ZILTJSO,O,O,O,X,X,X,O,X,X
ZILTJOS,O,O,O,X,X,X,O,X,X
ZILTSJO,O,O,O,X,X,X,O,X,X
ZILTSOJ,O,O,O,X,X,X,O,X,O
ZILTOJS,O,O,O,X,X,X,O,X,O
ZILTOSJ,O,O,O,X,X,X,O,X,O
ZILJTSO,O,O,O,X,X,X,O,X,X
ZILJTOS,O,O,O,X,X,X,O,X,X
ZILJSTO,O,X,X,O,X,X,O,X,X
ZILJSOT,O,O,O,O,X,X,O,X,X
ZILJOTS,X,O,O,X,X,X,O,X,X
ZILJOST,X,O,O,O,X,X,O,X,X
ZILSTJO,O,X,X,O,X,X,O,X,X
ZILSTOJ,O,X,X,O,X,X,O,X,X
ZILSJTO,O,X,X,O,X,X,O,X,X
ZILSJOT,O,O,O,O,X,X,O,X,X
ZILSOTJ,O,X,X,O,X,X,O,X,X
ZILSOJT,O,O,O,O,X,X,O,X,X
ZILOTJS,X,O,O,X,X,X,O,X,O
ZILOTSJ,X,X,O,X,X,X,O,X,O
ZILOJTS,X,O,O,X,X,X,O,X,O
ZILOJST,X,O,O,O,X,X,O,X,X
ZILOSTJ,X,X,X,O,X,X,O,X,X
ZILOSJT,X,O,O,O,X,X,O,X,X
ZIJTLSO,O,O,O,X,X,X,O,O,X
ZIJTLOS,O,O,O,X,X,X,O,O,X
ZIJTSLO,O,O,O,X,X,O,X,O,X
ZIJTSOL,O,O,X,X,X,X,X,O,O
ZIJTOLS,O,O,O,X,X,X,X,X,O
ZIJTOSL,O,O,X,X,X,X,X,O,O
ZIJLTSO,O,O,O,X,X,X,O,X,X
ZIJLTOS,O,O,O,X,X,X,O,X,X
ZIJLSTO,O,X,X,O,X,X,O,X,X
ZIJLSOT,O,O,O,O,X,X,O,X,X
ZIJLOTS,X,O,O,X,X,X,O,X,X
ZIJLOST,X,O,O,O,X,X,O,X,X
ZIJSTLO,O,O,X,O,X,X,X,X,X
ZIJSTOL,O,O,X,O,X,X,X,X,X
ZIJSLTO,O,X,X,O,O,O,O,X,X
ZIJSLOT,O,O,O,O,O,O,O,X,X
ZIJSOTL,O,X,X,X,X,X,X,X,X
ZIJSOLT,O,O,X,O,X,X,X,X,X
ZIJOTLS,O,O,X,X,X,X,X,X,O
ZIJOTSL,O,O,X,X,X,X,X,X,O
ZIJOLTS,X,O,O,X,X,X,O,X,O
ZIJOLST,X,O,O,X,X,X,O,X,X
ZIJOSTL,O,X,X,X,X,X,X,X,O
ZIJOSLT,O,O,X,X,X,X,X,X,X
ZISTLJO,O,O,X,O,O,X,X,X,X
ZISTLOJ,O,O,X,O,O,X,X,X,O
ZISTJLO,O,O,X,O,O,X,X,X,X
ZISTJOL,O,O,X,O,X,X,X,X,O
ZISTOLJ,O,O,X,O,O,X,X,X,O
ZISTOJL,O,O,X,O,O,X,X,X,O
ZISLTJO,O,X,X,O,O,X,O,X,X
ZISLTOJ,O,X,X,O,O,X,O,X,X
ZISLJTO,O,X,X,O,O,O,O,X,X
ZISLJOT,O,O,O,O,O,O,O,X,X
ZISLOTJ,O,X,X,O,X,X,O,X,X
ZISLOJT,O,O,O,O,O,O,O,X,X
ZISJTLO,O,O,X,O,X,X,X,X,X
ZISJTOL,O,O,X,O,X,X,X,X,X
ZISJLTO,O,X,X,O,O,O,O,X,X
ZISJLOT,O,O,O,O,O,O,O,X,X
ZISJOTL,O,X,X,X,X,X,X,X,X
ZISJOLT,O,O,X,O,X,X,X,X,X
ZISOTLJ,O,X,X,X,X,X,X,X,O
ZISOTJL,O,X,X,X,X,X,X,X,O
ZISOLTJ,O,X,X,O,X,X,X,X,X
ZISOLJT,O,O,X,O,O,O,X,X,X
ZISOJTL,O,X,X,X,X,X,X,X,O
ZISOJLT,O,O,X,O,O,O,X,X,X
ZIOTLJS,O,O,X,X,X,X,X,O,O
ZIOTLSJ,O,O,X,X,X,X,X,O,O
ZIOTJLS,O,O,X,X,X,X,X,O,O
ZIOTJSL,O,O,X,X,X,O,X,O,O
ZIOTSLJ,O,O,X,X,X,O,X,O,O
ZIOTSJL,O,O,X,X,X,O,X,O,O
ZIOLTJS,X,O,O,X,X,X,O,X,O
ZIOLTSJ,X,X,X,X,X,X,O,X,O
ZIOLJTS,X,O,O,X,X,X,O,X,O
ZIOLJST,X,O,O,X,X,X,O,X,X
ZIOLSTJ,X,X,X,X,X,X,O,X,X
ZIOLSJT,X,O,O,X,X,X,O,X,X
ZIOJTLS,O,O,X,X,X,X,X,O,O
ZIOJTSL,O,O,X,X,X,O,X,O,O
ZIOJLTS,X,O,O,X,X,X,O,X,O
ZIOJLST,X,O,O,X,X,X,O,X,X
ZIOJSTL,O,X,X,X,X,X,X,X,O
ZIOJSLT,O,O,X,X,O,O,X,X,X
ZIOSTLJ,O,X,X,X,X,X,X,X,O
ZIOSTJL,O,X,X,X,X,X,X,X,O
ZIOSLTJ,O,X,X,X,X,X,X,X,X
ZIOSLJT,O,O,X,X,O,O,X,X,X
ZIOSJTL,O,X,X,X,X,X,X,X,O
ZIOSJLT,O,O,X,X,O,O,X,X,X
ZLTIJSO,O,O,O,X,X,X,O,O,X
ZLTIJOS,O,O,O,X,X,X,O,O,X
ZLTISJO,O,O,O,O,X,X,O,O,X
ZLTISOJ,O,O,O,O,X,X,O,O,O
ZLTIOJS,O,O,O,X,X,X,O,O,O
ZLTIOSJ,O,O,O,O,X,X,O,O,O
ZLTJISO,O,O,O,X,X,X,O,O,X
ZLTJIOS,O,O,O,X,X,X,O,O,X
ZLTJSIO,O,O,O,O,X,X,X,O,X
ZLTJSOI,O,O,O,O,X,X,X,O,X
ZLTJOIS,O,O,O,X,X,X,O,O,X
ZLTJOSI,O,O,O,O,X,X,X,O,X
ZLTSIJO,O,O,O,O,X,X,X,O,X
ZLTSIOJ,O,O,O,O,X,X,X,O,O
ZLTSJIO,O,O,O,O,X,X,X,O,X
ZLTSJOI,O,O,O,O,X,X,X,O,X
ZLTSOIJ,O,O,O,O,X,X,X,O,O
ZLTSOJI,O,O,O,O,X,X,X,O,O
ZLTOIJS,O,O,O,X,X,X,O,O,O
ZLTOISJ,O,O,O,O,X,X,O,O,O
ZLTOJIS,O,O,O,X,X,X,O,O,O
ZLTOJSI,O,O,O,O,X,X,X,O,O
ZLTOSIJ,O,O,O,O,X,X,X,O,O
ZLTOSJI,O,O,O,O,X,X,X,O,O
ZLITJSO,O,O,O,X,X,X,O,X,X
ZLITJOS,O,O,O,X,X,X,O,X,X
ZLITSJO,O,O,O,X,X,X,O,X,X
ZLITSOJ,O,O,O,X,X,X,O,X,O
ZLITOJS,O,O,O,X,X,X,O,X,O
ZLITOSJ,O,O,O,X,X,X,O,X,O
ZLIJTSO,O,O,O,X,X,X,O,X,X
ZLIJTOS,O,O,O,X,X,X,O,X,X
ZLIJSTO,O,X,X,O,X,X,O,X,X
ZLIJSOT,O,O,O,O,X,X,O,X,X
ZLIJOTS,X,O,O,X,X,X,O,X,X
ZLIJOST,X,O,O,O,X,X,O,X,X
ZLISTJO,O,X,X,O,X,X,O,X,X
ZLISTOJ,O,X,X,O,X,X,O,X,X
ZLISJTO,O,X,X,O,X,X,O,X,X
ZLISJOT,O,O,O,O,X,X,O,X,X
ZLISOTJ,O,X,X,O,X,X,O,X,X
ZLISOJT,O,O,O,O,X,X,O,X,X
ZLIOTJS,X,O,O,X,X,X,O,X,O
ZLIOTSJ,X,X,O,X,X,X,O,X,O
ZLIOJTS,X,O,O,X,X,X,O,X,O
ZLIOJST,X,O,O,O,X,X,O,X,X
ZLIOSTJ,X,X,X,O,X,X,O,X,X
ZLIOSJT,X,O,O,O,X,X,O,X,X
ZLJTISO,O,O,O,X,X,X,O,O,X
ZLJTIOS,O,O,O,X,X,X,O,O,X
ZLJTSIO,O,O,O,O,X,X,X,O,X
ZLJTSOI,O,O,O,O,X,X,X,O,X
ZLJTOIS,O,O,O,X,X,X,O,O,X
ZLJTOSI,O,O,O,O,X,X,X,O,X
ZLJITSO,O,O,O,X,X,X,O,X,X
ZLJITOS,O,O,O,X,X,X,O,X,X
ZLJISTO,O,X,X,O,X,X,O,X,X
ZLJISOT,O,O,O,O,X,X,O,X,X
ZLJIOTS,X,O,O,X,X,X,O,X,X
ZLJIOST,X,O,O,O,X,X,O,X,X
ZLJSTIO,O,X,O,O,X,X,X,X,X
ZLJSTOI,O,X,O,O,X,X,X,X,X
ZLJSITO,O,X,X,O,X,X,O,X,X
ZLJSIOT,O,O,O,O,X,X,O,X,X
ZLJSOTI,O,O,O,O,X,X,X,X,X
ZLJSOIT,O,O,O,O,X,X,O,X,X
ZLJOTIS,O,O,O,X,X,X,O,X,X
ZLJOTSI,O,O,O,O,X,X,X,X,X
ZLJOITS,X,O,O,X,X,X,O,X,X
ZLJOIST,X,O,O,O,X,X,O,X,X
ZLJOSTI,O,O,O,O,X,X,X,X,X
ZLJOSIT,O,O,O,O,X,X,O,X,X
ZLSTIJO,O,X,O,O,X,X,X,X,X
ZLSTIOJ,O,X,O,O,X,X,X,X,O
ZLSTJIO,O,X,O,O,X,X,X,X,X
ZLSTJOI,O,X,O,O,X,X,X,X,X
ZLSTOIJ,O,X,O,O,X,X,X,X,O
ZLSTOJI,O,X,O,O,X,X,X,X,O
ZLSITJO,O,X,X,O,X,X,O,X,X
ZLSITOJ,O,X,X,O,X,X,O,X,X
ZLSIJTO,O,X,X,O,X,X,O,X,X
ZLSIJOT,O,O,O,O,X,X,O,X,X
ZLSIOTJ,O,X,X,O,X,X,O,X,X
ZLSIOJT,O,O,O,O,X,X,O,X,X
ZLSJTIO,O,X,O,O,X,X,X,X,X
ZLSJTOI,O,X,O,O,X,X,X,X,X
ZLSJITO,O,X,X,O,X,X,O,X,X
ZLSJIOT,O,O,O,O,X,X,O,X,X
ZLSJOTI,O,O,O,O,X,X,X,X,X
ZLSJOIT,O,O,O,O,X,X,O,X,X
ZLSOTIJ,O,X,O,O,X,X,X,X,O
ZLSOTJI,O,X,O,O,X,X,X,X,O
ZLSOITJ,O,X,X,O,X,X,O,X,X
ZLSOIJT,O,O,O,O,X,X,O,X,X
ZLSOJTI,O,O,O,O,X,X,X,X,O
ZLSOJIT,O,O,O,O,X,X,O,X,X
ZLOTIJS,O,O,O,X,X,X,O,O,O
ZLOTISJ,O,O,O,O,X,X,O,O,O
ZLOTJIS,O,O,O,X,X,X,O,O,O
ZLOTJSI,O,O,O,O,X,X,X,O,O
ZLOTSIJ,O,O,O,O,X,X,X,O,O
ZLOTSJI,O,O,O,O,X,X,X,O,O
ZLOITJS,X,O,O,X,X,X,O,X,O
ZLOITSJ,X,X,O,X,X,X,O,X,O
ZLOIJTS,X,O,O,X,X,X,O,X,O
ZLOIJST,X,O,O,O,X,X,O,X,X
ZLOISTJ,X,X,X,O,X,X,O,X,X
ZLOISJT,X,O,O,O,X,X,O,X,X
ZLOJTIS,O,O,O,X,X,X,O,O,O
ZLOJTSI,O,O,O,O,X,X,X,O,O
ZLOJITS,X,O,O,X,X,X,O,X,O
ZLOJIST,X,O,O,O,X,X,O,X,X
ZLOJSTI,O,O,O,O,X,X,X,X,O
ZLOJSIT,O,O,O,O,X,X,O,X,X
ZLOSTIJ,O,X,O,O,X,X,X,X,O
ZLOSTJI,O,X,O,O,X,X,X,X,O
ZLOSITJ,O,X,X,O,X,X,O,X,X
ZLOSIJT,O,O,O,O,X,X,O,X,X
ZLOSJTI,O,O,O,O,X,X,X,X,O
ZLOSJIT,O,O,O,O,X,X,O,X,X
ZJTILSO,O,O,O,X,X,X,O,O,X
ZJTILOS,O,O,O,X,X,X,O,O,X
ZJTISLO,O,O,O,X,O,O,X,O,X
ZJTISOL,O,O,X,X,X,X,X,O,O
ZJTIOLS,O,O,O,X,X,X,X,O,O
ZJTIOSL,O,O,X,X,X,X,X,O,O
ZJTLISO,O,O,O,X,X,X,O,O,X
ZJTLIOS,O,O,O,X,X,X,O,O,X
ZJTLSIO,O,O,O,O,X,X,X,O,X
ZJTLSOI,O,O,O,O,X,X,X,O,X
ZJTLOIS,O,O,O,X,X,X,O,O,X
ZJTLOSI,O,O,O,O,X,X,X,O,X
ZJTSILO,O,O,O,O,O,O,X,O,X
ZJTSIOL,O,O,X,O,X,X,X,O,O
ZJTSLIO,O,O,O,O,O,O,X,O,X
ZJTSLOI,O,O,O,O,X,X,X,O,X
ZJTSOIL,O,O,X,O,X,X,X,O,O
ZJTSOLI,O,O,X,O,X,X,X,O,O
ZJTOILS,O,O,O,X,X,X,X,O,O
ZJTOISL,O,O,X,X,X,X,X,O,O
ZJTOLIS,O,O,O,X,X,X,X,O,O
ZJTOLSI,O,O,O,X,X,X,X,O,O
ZJTOSIL,O,O,X,X,X,X,X,O,O
ZJTOSLI,O,O,X,X,X,X,X,O,O
ZJITLSO,O,O,O,X,X,X,O,O,X
ZJITLOS,O,O,O,X,X,X,O,O,X
ZJITSLO,O,O,O,X,X,O,X,O,X
ZJITSOL,O,O,X,X,X,X,X,O,O
ZJITOLS,O,O,O,X,X,X,X,X,O
ZJITOSL,O,O,X,X,X,X,X,O,O
ZJILTSO,O,O,O,X,X,X,O,X,X
ZJILTOS,O,O,O,X,X,X,O,X,X
ZJILSTO,O,X,X,O,X,X,O,X,X
ZJILSOT,O,O,O,O,X,X,O,X,X
ZJILOTS,X,O,O,X,X,X,O,X,X
ZJILOST,X,O,O,O,X,X,O,X,X
ZJISTLO,O,O,X,O,X,X,X,X,X
ZJISTOL,O,O,X,O,X,X,X,X,X
ZJISLTO,O,X,X,O,O,O,O,X,X
ZJISLOT,O,O,O,O,O,O,O,X,X
ZJISOTL,O,X,X,X,X,X,X,X,X
ZJISOLT,O,O,X,O,X,X,X,X,X
ZJIOTLS,O,O,X,X,X,X,X,X,O
ZJIOTSL,O,O,X,X,X,X,X,X,O
ZJIOLTS,X,O,O,X,X,X,O,X,O
ZJIOLST,X,O,O,X,X,X,O,X,X
ZJIOSTL,O,X,X,X,X,X,X,X,O
ZJIOSLT,O,O,X,X,X,X,X,X,X
ZJLTISO,O,O,O,X,X,X,O,O,X
ZJLTIOS,O,O,O,X,X,X,O,O,X
ZJLTSIO,O,O,O,O,X,X,X,O,X
ZJLTSOI,O,O,O,O,X,X,X,O,X
ZJLTOIS,O,O,O,X,X,X,O,O,X
ZJLTOSI,O,O,O,O,X,X,X,O,X
ZJLITSO,O,O,O,X,X,X,O,X,X
ZJLITOS,O,O,O,X,X,X,O,X,X
ZJLISTO,O,X,X,O,X,X,O,X,X
ZJLISOT,O,O,O,O,X,X,O,X,X
ZJLIOTS,X,O,O,X,X,X,O,X,X
ZJLIOST,X,O,O,O,X,X,O,X,X
ZJLSTIO,O,X,O,O,X,X,X,X,X
ZJLSTOI,O,X,O,O,X,X,X,X,X
ZJLSITO,O,X,X,O,X,X,O,X,X
ZJLSIOT,O,O,O,O,X,X,O,X,X
ZJLSOTI,O,O,O,O,X,X,X,X,X
ZJLSOIT,O,O,O,O,X,X,O,X,X
ZJLOTIS,O,O,O,X,X,X,O,X,X
ZJLOTSI,O,O,O,O,X,X,X,X,X
ZJLOITS,X,O,O,X,X,X,O,X,X
ZJLOIST,X,O,O,O,X,X,O,X,X
ZJLOSTI,O,O,O,O,X,X,X,X,X
ZJLOSIT,O,O,O,O,X,X,O,X,X
ZJSTILO,O,O,O,O,O,O,X,O,X
ZJSTIOL,O,O,X,O,X,X,X,O,O
ZJSTLIO,O,O,O,O,O,O,X,O,X
ZJSTLOI,O,O,O,O,X,X,X,O,X
ZJSTOIL,O,O,X,O,X,X,X,O,O
ZJSTOLI,O,O,X,O,X,X,X,X,O
ZJSITLO,O,O,X,O,X,X,X,X,X
ZJSITOL,O,O,X,O,X,X,X,X,X
ZJSILTO,O,X,X,O,O,O,O,X,X
ZJSILOT,O,O,O,O,O,O,O,X,X
ZJSIOTL,O,X,X,X,X,X,X,X,X
ZJSIOLT,O,O,X,O,X,X,X,X,X
ZJSLTIO,O,X,O,O,O,O,X,X,X
ZJSLTOI,O,X,O,O,X,X,X,X,X
ZJSLITO,O,X,X,O,O,O,O,X,X
ZJSLIOT,O,O,O,O,O,O,O,X,X
ZJSLOTI,O,O,O,O,O,X,X,X,X
ZJSLOIT,O,O,O,O,O,X,O,X,X
ZJSOTIL,O,O,X,O,O,X,X,X,O
ZJSOTLI,O,O,X,O,O,X,X,X,O
ZJSOITL,O,X,X,X,X,X,X,X,O
ZJSOILT,O,O,X,O,O,X,X,X,X
ZJSOLTI,O,O,X,O,O,X,X,X,O
ZJSOLIT,O,O,X,O,O,X,X,X,X
ZJOTILS,O,O,O,X,X,X,X,O,O
ZJOTISL,O,O,X,X,O,X,X,O,O
ZJOTLIS,O,O,O,X,X,X,X,O,O
ZJOTLSI,O,O,O,X,X,X,X,O,O
ZJOTSIL,O,O,X,X,O,X,X,O,O
ZJOTSLI,O,O,X,X,O,X,X,O,O
ZJOITLS,O,O,X,X,X,X,X,O,O
ZJOITSL,O,O,X,X,X,X,X,O,O
ZJOILTS,X,O,O,X,X,X,O,X,O
ZJOILST,X,O,O,X,X,X,O,X,X
ZJOISTL,O,X,X,X,X,X,X,X,O
ZJOISLT,O,O,X,X,O,X,X,X,X
ZJOLTIS,O,O,O,X,X,X,O,O,O
ZJOLTSI,O,O,O,O,X,X,X,O,O
ZJOLITS,X,O,O,X,X,X,O,X,O
ZJOLIST,X,O,O,O,X,X,O,X,X
ZJOLSTI,O,O,O,O,X,X,X,X,O
ZJOLSIT,O,O,O,O,X,X,O,X,X
ZJOSTIL,O,O,X,O,O,X,X,O,O
ZJOSTLI,O,O,X,O,O,X,X,O,O
ZJOSITL,O,X,X,X,X,X,X,X,O
ZJOSILT,O,O,X,O,O,X,X,X,X
ZJOSLTI,O,O,X,O,O,X,X,X,O
ZJOSLIT,O,O,X,O,O,X,X,X,X
ZSTILJO,O,O,O,O,O,O,X,O,X
ZSTILOJ,O,O,O,O,O,O,X,O,O
ZSTIJLO,O,O,O,O,O,O,X,O,X
ZSTIJOL,O,O,X,O,X,X,X,O,O
ZSTIOLJ,O,O,X,O,O,O,X,O,O
ZSTIOJL,O,O,X,O,O,O,X,O,O
ZSTLIJO,O,O,O,O,O,O,X,O,X
ZSTLIOJ,O,O,O,O,O,O,X,O,O
ZSTLJIO,O,O,O,O,O,O,X,O,X
ZSTLJOI,O,O,O,O,X,X,X,O,X
ZSTLOIJ,O,O,O,O,O,O,X,O,O
ZSTLOJI,O,O,O,O,O,O,X,O,O
ZSTJILO,O,O,O,O,O,O,X,O,X
ZSTJIOL,O,O,X,O,X,X,X,O,O
ZSTJLIO,O,O,O,O,O,O,X,O,X
ZSTJLOI,O,O,O,O,X,X,X,O,X
ZSTJOIL,O,O,X,O,X,X,X,O,O
ZSTJOLI,O,O,X,O,X,X,X,O,O
ZSTOILJ,O,O,X,O,O,O,X,O,O
ZSTOIJL,O,O,X,O,O,O,X,O,O
ZSTOLIJ,O,O,X,O,O,O,X,O,O
ZSTOLJI,O,O,X,O,O,O,X,O,O
ZSTOJIL,O,O,X,O,O,O,X,O,O
ZSTOJLI,O,O,X,O,O,O,X,O,O
ZSITLJO,O,O,X,O,O,X,X,X,X
ZSITLOJ,O,O,X,O,O,X,X,X,O
ZSITJLO,O,O,X,O,O,X,X,X,X
ZSITJOL,O,O,X,O,X,X,X,X,O
ZSITOLJ,O,O,X,O,O,X,X,X,O
ZSITOJL,O,O,X,O,O,X,X,X,O
ZSILTJO,O,X,X,O,O,X,O,X,X
ZSILTOJ,O,X,X,O,O,X,O,X,X
ZSILJTO,O,X,X,O,O,O,O,X,X
ZSILJOT,O,O,O,O,O,O,O,X,X
ZSILOTJ,O,X,X,O,X,X,O,X,X
ZSILOJT,O,O,O,O,O,O,O,X,X
ZSIJTLO,O,O,X,O,X,X,X,X,X
ZSIJTOL,O,O,X,O,X,X,X,X,X
ZSIJLTO,O,X,X,O,O,O,O,X,X
ZSIJLOT,O,O,O,O,O,O,O,X,X
ZSIJOTL,O,X,X,X,X,X,X,X,X
ZSIJOLT,O,O,X,O,X,X,X,X,X
ZSIOTLJ,O,X,X,X,X,X,X,X,O
ZSIOTJL,O,X,X,X,X,X,X,X,O
ZSIOLTJ,O,X,X,O,X,X,X,X,X
ZSIOLJT,O,O,X,O,O,O,X,X,X
ZSIOJTL,O,X,X,X,X,X,X,X,O
ZSIOJLT,O,O,X,O,O,O,X,X,X
ZSLTIJO,O,X,O,O,O,O,X,X,X
ZSLTIOJ,O,X,O,O,O,O,X,X,O
ZSLTJIO,O,X,O,O,O,O,X,X,X
ZSLTJOI,O,X,O,O,X,X,X,X,X
ZSLTOIJ,O,X,O,O,O,O,X,X,O
ZSLTOJI,O,X,O,O,O,O,X,X,O
ZSLITJO,O,X,X,O,O,X,O,X,X
ZSLITOJ,O,X,X,O,O,X,O,X,X
ZSLIJTO,O,X,X,O,O,O,O,X,X
ZSLIJOT,O,O,O,O,O,O,O,X,X
ZSLIOTJ,O,X,X,O,X,X,O,X,X
ZSLIOJT,O,O,O,O,O,O,O,X,X
ZSLJTIO,O,X,O,O,O,O,X,X,X
ZSLJTOI,O,X,O,O,X,X,X,X,X
ZSLJITO,O,X,X,O,O,O,O,X,X
