sequence,v115@QhC8FeG8CeB8JeT/IvhFKlBRhBFjBUmBXsBGsB,v115@QhC8FeG8CeB8JeT/IvhFOlBFjBCmBxrB/sB0rB,v115@QhC8FeG8CeB8JeT/IvhFigBUiBFjB3lBxrBWxB,v115@QhC8FeG8CeB8JeT/IvhFxiB0lBlmB3nBilBWxB,v115@QhC8FeG8CeB8JeT/IvhFfnBxiBllBusBilB0rB
SIJTOLZ,X,O,O,X,X
SIJTOZL,X,X,O,O,X
SIJLTZO,X,O,O,X,X
SIJLTOZ,X,O,O,X,X
SIJLZTO,X,O,O,X,X
SIJLZOT,X,O,O,X,X
SIJLOTZ,X,O,O,X,X
SIJLOZT,X,O,O,X,X
SIJZTLO,X,X,O,X,X
SIJZTOL,X,X,O,O,X
SIJZLTO,X,X,O,X,X
SIJZLOT,X,X,O,X,X
SIJZOTL,X,X,O,O,X
SIJZOLT,X,X,O,X,X
SIJOTLZ,X,O,O,X,X
SIJOTZL,X,X,O,O,X
SIJOLTZ,X,O,O,X,X
SIJOLZT,X,O,O,X,X
SIJOZTL,X,X,O,O,X
SIJOZLT,X,X,O,X,X
SIZTLJO,O,X,O,X,X
SIZTLOJ,O,X,O,O,X
SIZTJLO,O,X,O,X,X
SIZTJOL,X,X,O,O,X
SIZTOLJ,O,X,O,O,X
SIZTOJL,X,X,O,O,X
SIZLTJO,O,X,O,X,X
SIZLTOJ,O,X,O,O,X
SIZLJTO,O,X,O,X,X
SIZLJOT,O,X,O,X,X
SIZLOTJ,O,X,O,O,X
SIZLOJT,O,X,O,X,X
SIZJTLO,O,X,O,X,X
SIZJTOL,X,X,O,O,X
SIZJLTO,O,X,O,X,X
SIZJLOT,O,X,O,X,X
SIZJOTL,X,X,O,O,X
SIZJOLT,X,X,O,X,X
SIZOTLJ,O,X,O,O,X
SIZOTJL,X,X,O,O,X
SIZOLTJ,O,X,O,O,X
SIZOLJT,O,X,O,X,X
SIZOJTL,X,X,O,O,X
SIZOJLT,X,X,O,X,X
SIOTLJZ,X,O,O,X,X
SIOTLZJ,O,X,O,O,X
SIOTJLZ,X,O,O,X,X
SIOTJZL,X,X,O,O,X
SIOTZLJ,X,X,O,O,X
SIOTZJL,X,X,O,O,X
SIOLTJZ,X,O,O,X,X
SIOLTZJ,O,X,O,O,X
SIOLJTZ,X,O,O,X,X
SIOLJZT,X,O,O,X,X
SIOLZTJ,O,X,O,O,X
SIOLZJT,O,X,O,X,X
SIOJTLZ,X,O,O,X,X
SIOJTZL,X,X,O,O,X
SIOJLTZ,X,O,O,X,X
SIOJLZT,X,O,O,X,X
SIOJZTL,X,X,O,O,X
SIOJZLT,X,X,O,X,X
SIOZTLJ,X,X,O,O,X
SIOZTJL,X,X,O,O,X
SIOZLTJ,X,X,O,O,X
SIOZLJT,X,X,O,X,X
SIOZJTL,X,X,O,O,X
SIOZJLT,X,X,O,X,X
SLTIJZO,X,O,O,X,X
SLTIJOZ,X,O,O,X,X
SLTIZJO,O,X,O,X,X
SLTIZOJ,O,X,O,O,X
SLTIOJZ,X,O,O,X,X
SLTIOZJ,O,X,O,O,X
SLTJIZO,X,O,O,X,X
SLTJIOZ,X,O,O,X,X
SLTJZIO,O,X,X,X,X
SLTJZOI,O,X,X,X,X
SLTJOIZ,X,O,O,X,X
SLTJOZI,O,X,X,X,X
SLTZIJO,O,X,O,X,X
SLTZIOJ,O,X,O,O,X
SLTZJIO,O,X,X,X,X
SLTZJOI,O,X,X,X,X
SLTZOIJ,O,X,O,O,X
SLTZOJI,O,X,X,O,X
SLTOIJZ,X,O,O,X,X
SLTOIZJ,O,X,O,O,X
SLTOJIZ,X,O,O,X,X
SLTOJZI,O,X,X,X,X
SLTOZIJ,O,X,O,O,X
SLTOZJI,O,X,X,O,X
SLITJZO,X,O,O,X,X
SLITJOZ,X,O,O,X,X
SLITZJO,O,X,O,X,X
SLITZOJ,O,X,O,O,X
SLITOJZ,X,O,O,X,X
SLITOZJ,O,X,O,O,X
SLIJTZO,X,O,O,X,X
SLIJTOZ,X,O,O,X,X
SLIJZTO,X,O,O,X,X
SLIJZOT,X,O,O,X,X
SLIJOTZ,X,O,O,X,X
SLIJOZT,X,O,O,X,X
SLIZTJO,O,X,O,X,X
SLIZTOJ,O,X,O,O,X
SLIZJTO,O,X,O,X,X
SLIZJOT,O,X,O,X,X
SLIZOTJ,O,X,O,O,X
SLIZOJT,O,X,O,X,X
SLIOTJZ,X,O,O,X,X
SLIOTZJ,O,X,O,O,X
SLIOJTZ,X,O,O,X,X
SLIOJZT,X,O,O,X,X
SLIOZTJ,O,X,O,O,X
SLIOZJT,O,X,O,X,X
SLJTIZO,X,O,O,X,X
SLJTIOZ,X,O,O,X,X
SLJTZIO,O,X,X,X,X
SLJTZOI,O,X,X,X,X
SLJTOIZ,X,O,O,X,X
SLJTOZI,O,X,X,X,X
SLJITZO,X,O,O,X,X
SLJITOZ,X,O,O,X,X
SLJIZTO,X,O,O,X,X
SLJIZOT,X,O,O,X,X
SLJIOTZ,X,O,O,X,X
SLJIOZT,X,O,O,X,X
SLJZTIO,O,X,X,X,X
SLJZTOI,O,X,X,X,X
SLJZITO,O,X,X,X,X
SLJZIOT,O,X,X,X,X
SLJZOTI,O,X,X,X,X
SLJZOIT,O,X,X,X,X
SLJOTIZ,X,O,O,X,X
SLJOTZI,O,X,X,X,X
SLJOITZ,X,O,O,X,X
SLJOIZT,X,O,O,X,X
SLJOZTI,O,X,X,X,X
SLJOZIT,O,X,X,X,X
SLZTIJO,O,X,O,X,X
SLZTIOJ,O,X,O,O,X
SLZTJIO,O,X,X,X,X
SLZTJOI,O,X,X,X,X
SLZTOIJ,O,X,O,O,X
SLZTOJI,O,X,X,O,X
SLZITJO,O,X,O,X,X
SLZITOJ,O,X,O,O,X
SLZIJTO,O,X,O,X,X
SLZIJOT,O,X,O,X,X
SLZIOTJ,O,X,O,O,X
SLZIOJT,O,X,O,X,X
SLZJTIO,O,X,X,X,X
SLZJTOI,O,X,X,X,X
SLZJITO,O,X,X,X,X
SLZJIOT,O,X,X,X,X
SLZJOTI,O,X,X,X,X
SLZJOIT,O,X,X,X,X
SLZOTIJ,O,X,O,O,X
SLZOTJI,O,X,X,O,X
SLZOITJ,O,X,O,O,X
SLZOIJT,O,X,O,X,X
SLZOJTI,O,X,X,X,X
SLZOJIT,O,X,X,X,X
SLOTIJZ,X,O,O,X,X
SLOTIZJ,O,X,O,O,X
SLOTJIZ,X,O,O,X,X
SLOTJZI,O,X,X,X,X
SLOTZIJ,O,X,O,O,X
SLOTZJI,O,X,X,O,X
SLOITJZ,X,O,O,X,X
SLOITZJ,O,X,O,O,X
SLOIJTZ,X,O,O,X,X
SLOIJZT,X,O,O,X,X
SLOIZTJ,O,X,O,O,X
SLOIZJT,O,X,O,X,X
SLOJTIZ,X,O,O,X,X
SLOJTZI,O,X,X,X,X
SLOJITZ,X,O,O,X,X
SLOJIZT,X,O,O,X,X
SLOJZTI,O,X,X,X,X
SLOJZIT,O,X,X,X,X
SLOZTIJ,O,X,O,O,X
SLOZTJI,O,X,X,O,X
SLOZITJ,O,X,O,O,X
SLOZIJT,O,X,O,X,X
SLOZJTI,O,X,X,X,X
SLOZJIT,O,X,X,X,X
SJTILZO,X,O,O,X,X
SJTILOZ,X,O,O,X,X
SJTIZLO,X,X,O,X,X
SJTIZOL,X,X,O,O,X
SJTIOLZ,X,O,O,X,X
SJTIOZL,X,X,O,O,X
SJTLIZO,X,O,O,X,X
SJTLIOZ,X,O,O,X,X
SJTLZIO,O,X,X,X,X
SJTLZOI,O,X,X,X,X
SJTLOIZ,X,O,O,X,X
SJTLOZI,O,X,X,X,X
SJTZILO,O,X,X,X,O
SJTZIOL,X,X,X,O,O
SJTZLIO,O,X,X,X,O
SJTZLOI,O,X,X,X,O
SJTZOIL,X,X,X,O,O
SJTZOLI,X,X,X,O,O
SJTOILZ,X,O,O,X,X
SJTOIZL,X,X,O,O,X
SJTOLIZ,X,O,O,X,X
SJTOLZI,O,X,X,X,X
SJTOZIL,X,X,X,O,O
SJTOZLI,X,X,X,O,O
SJITLZO,X,O,O,X,X
SJITLOZ,X,O,O,X,X
SJITZLO,X,X,O,X,X
SJITZOL,X,X,O,O,X
SJITOLZ,X,O,O,X,X
SJITOZL,X,X,O,O,X
SJILTZO,X,O,O,X,X
SJILTOZ,X,O,O,X,X
SJILZTO,X,O,O,X,X
SJILZOT,X,O,O,X,X
SJILOTZ,X,O,O,X,X
SJILOZT,X,O,O,X,X
SJIZTLO,X,X,O,X,X
SJIZTOL,X,X,O,O,X
SJIZLTO,X,X,O,X,X
SJIZLOT,X,X,O,X,X
SJIZOTL,X,X,O,O,X
SJIZOLT,X,X,O,X,X
SJIOTLZ,X,O,O,X,X
SJIOTZL,X,X,O,O,X
SJIOLTZ,X,O,O,X,X
SJIOLZT,X,O,O,X,X
SJIOZTL,X,X,O,O,X
SJIOZLT,X,X,O,X,X
SJLTIZO,X,O,O,X,X
SJLTIOZ,X,O,O,X,X
SJLTZIO,O,X,X,X,X
SJLTZOI,O,X,X,X,X
SJLTOIZ,X,O,O,X,X
SJLTOZI,O,X,X,X,X
SJLITZO,X,O,O,X,X
SJLITOZ,X,O,O,X,X
SJLIZTO,X,O,O,X,X
SJLIZOT,X,O,O,X,X
SJLIOTZ,X,O,O,X,X
SJLIOZT,X,O,O,X,X
SJLZTIO,O,X,X,X,X
SJLZTOI,O,X,X,X,X
SJLZITO,O,X,X,X,X
SJLZIOT,O,X,X,X,X
SJLZOTI,O,X,X,X,X
SJLZOIT,O,X,X,X,X
SJLOTIZ,X,O,O,X,X
SJLOTZI,O,X,X,X,X
SJLOITZ,X,O,O,X,X
SJLOIZT,X,O,O,X,X
SJLOZTI,O,X,X,X,X
SJLOZIT,O,X,X,X,X
SJZTILO,O,X,X,X,O
SJZTIOL,X,X,X,O,O
SJZTLIO,O,X,X,X,O
SJZTLOI,O,X,X,X,O
SJZTOIL,X,X,X,O,O
SJZTOLI,X,X,X,O,O
SJZITLO,O,X,X,X,O
SJZITOL,X,X,X,O,O
SJZILTO,O,X,X,X,O
SJZILOT,O,X,X,X,O
SJZIOTL,X,X,X,O,O
SJZIOLT,X,X,X,X,O
SJZLTIO,O,X,X,X,O
SJZLTOI,O,X,X,X,O
SJZLITO,O,X,X,X,O
SJZLIOT,O,X,X,X,O
SJZLOTI,O,X,X,X,O
SJZLOIT,O,X,X,X,O
SJZOTIL,X,X,X,O,O
SJZOTLI,X,X,X,O,O
SJZOITL,X,X,X,O,O
SJZOILT,X,X,X,X,O
SJZOLTI,X,X,X,X,O
SJZOLIT,X,X,X,X,O
SJOTILZ,X,O,O,X,X
SJOTIZL,X,X,O,O,X
SJOTLIZ,X,O,O,X,X
SJOTLZI,O,X,X,X,X
SJOTZIL,X,X,X,O,O
SJOTZLI,X,X,X,O,O
SJOITLZ,X,O,O,X,X
SJOITZL,X,X,O,O,X
SJOILTZ,X,O,O,X,X
SJOILZT,X,O,O,X,X
SJOIZTL,X,X,O,O,X
SJOIZLT,X,X,O,X,X
SJOLTIZ,X,O,O,X,X
SJOLTZI,O,X,X,X,X
SJOLITZ,X,O,O,X,X
SJOLIZT,X,O,O,X,X
SJOLZTI,O,X,X,X,X
SJOLZIT,O,X,X,X,X
SJOZTIL,X,X,X,O,O
SJOZTLI,X,X,X,O,O
SJOZITL,X,X,X,O,O
SJOZILT,X,X,X,X,O
SJOZLTI,X,X,X,X,O
SJOZLIT,X,X,X,X,O
SZTILJO,O,X,O,X,X
SZTILOJ,O,X,O,O,X
SZTIJLO,O,X,O,X,O
SZTIJOL,X,X,O,O,O
SZTIOLJ,O,X,O,O,X
SZTIOJL,X,X,O,O,O
SZTLIJO,O,X,O,X,X
SZTLIOJ,O,X,O,O,X
SZTLJIO,O,X,X,X,O
SZTLJOI,O,X,X,X,O
SZTLOIJ,O,X,O,O,X
SZTLOJI,O,X,X,O,O
SZTJILO,O,X,X,X,O
SZTJIOL,X,X,X,O,O
SZTJLIO,O,X,X,X,O
SZTJLOI,O,X,X,X,O
SZTJOIL,X,X,X,O,O
SZTJOLI,X,X,X,O,O
SZTOILJ,O,X,O,O,X
SZTOIJL,X,X,O,O,O
SZTOLIJ,O,X,O,O,X
SZTOLJI,O,X,X,O,O
SZTOJIL,X,X,X,O,O
SZTOJLI,X,X,X,O,O
SZITLJO,O,X,O,X,X
SZITLOJ,O,X,O,O,X
SZITJLO,O,X,O,X,O
SZITJOL,X,X,O,O,O
SZITOLJ,O,X,O,O,X
SZITOJL,X,X,O,O,O
SZILTJO,O,X,O,X,X
SZILTOJ,O,X,O,O,X
SZILJTO,O,X,O,X,X
SZILJOT,O,X,O,X,X
SZILOTJ,O,X,O,O,X
SZILOJT,O,X,O,X,X
SZIJTLO,O,X,O,X,O
SZIJTOL,X,X,O,O,O
SZIJLTO,O,X,O,X,O
SZIJLOT,O,X,O,X,O
SZIJOTL,X,X,O,O,O
SZIJOLT,X,X,O,X,O
SZIOTLJ,O,X,O,O,X
SZIOTJL,X,X,O,O,O
SZIOLTJ,O,X,O,O,X
SZIOLJT,O,X,O,X,X
SZIOJTL,X,X,O,O,O
SZIOJLT,X,X,O,X,O
SZLTIJO,O,X,O,X,X
SZLTIOJ,O,X,O,O,X
SZLTJIO,O,X,X,X,O
SZLTJOI,O,X,X,X,O
SZLTOIJ,O,X,O,O,X
SZLTOJI,O,X,X,O,O
SZLITJO,O,X,O,X,X
SZLITOJ,O,X,O,O,X
SZLIJTO,O,X,O,X,X
SZLIJOT,O,X,O,X,X
SZLIOTJ,O,X,O,O,X
SZLIOJT,O,X,O,X,X
SZLJTIO,O,X,X,X,O
SZLJTOI,O,X,X,X,O
SZLJITO,O,X,X,X,O
SZLJIOT,O,X,X,X,O
SZLJOTI,O,X,X,X,O
SZLJOIT,O,X,X,X,O
SZLOTIJ,O,X,O,O,X
SZLOTJI,O,X,X,O,O
SZLOITJ,O,X,O,O,X
SZLOIJT,O,X,O,X,X
SZLOJTI,O,X,X,X,O
SZLOJIT,O,X,X,X,O
SZJTILO,O,X,X,X,O
SZJTIOL,X,X,X,O,O
SZJTLIO,O,X,X,X,O
SZJTLOI,O,X,X,X,O
SZJTOIL,X,X,X,O,O
SZJTOLI,X,X,X,O,O
SZJITLO,O,X,X,X,O
SZJITOL,X,X,X,O,O
SZJILTO,O,X,X,X,O
SZJILOT,O,X,X,X,O
SZJIOTL,X,X,X,O,O
SZJIOLT,X,X,X,X,O
SZJLTIO,O,X,X,X,O
SZJLTOI,O,X,X,X,O
SZJLITO,O,X,X,X,O
SZJLIOT,O,X,X,X,O
SZJLOTI,O,X,X,X,O
SZJLOIT,O,X,X,X,O
SZJOTIL,X,X,X,O,O
SZJOTLI,X,X,X,O,O
SZJOITL,X,X,X,O,O
SZJOILT,X,X,X,X,O
SZJOLTI,X,X,X,X,O
SZJOLIT,X,X,X,X,O
SZOTILJ,O,X,O,O,X
SZOTIJL,X,X,O,O,O
SZOTLIJ,O,X,O,O,X
SZOTLJI,O,X,X,O,O
SZOTJIL,X,X,X,O,O
SZOTJLI,X,X,X,O,O
SZOITLJ,O,X,O,O,X
SZOITJL,X,X,O,O,O
SZOILTJ,O,X,O,O,X
SZOILJT,O,X,O,X,X
SZOIJTL,X,X,O,O,O
SZOIJLT,X,X,O,X,O
SZOLTIJ,O,X,O,O,X
SZOLTJI,O,X,X,O,O
SZOLITJ,O,X,O,O,X
SZOLIJT,O,X,O,X,X
SZOLJTI,O,X,X,X,O
SZOLJIT,O,X,X,X,O
SZOJTIL,X,X,X,O,O
SZOJTLI,X,X,X,O,O
SZOJITL,X,X,X,O,O
SZOJILT,X,X,X,X,O
SZOJLTI,X,X,X,X,O
SZOJLIT,X,X,X,X,O
SOTILJZ,X,O,O,X,X
SOTILZJ,O,X,O,O,X
SOTIJLZ,X,O,O,X,X
SOTIJZL,X,X,O,O,X
SOTIZLJ,X,X,O,O,X
SOTIZJL,X,X,O,O,X
SOTLIJZ,X,O,O,X,X
SOTLIZJ,O,X,O,O,X
SOTLJIZ,X,O,O,X,X
SOTLJZI,O,X,X,X,X
SOTLZIJ,O,X,O,O,X
SOTLZJI,O,X,X,O,X
SOTJILZ,X,O,O,X,X
SOTJIZL,X,X,O,O,X
SOTJLIZ,X,O,O,X,X
SOTJLZI,O,X,X,X,X
SOTJZIL,X,X,X,O,O
SOTJZLI,X,X,X,O,O
SOTZILJ,O,X,O,O,X
SOTZIJL,X,X,O,O,O
SOTZLIJ,O,X,O,O,X
SOTZLJI,O,X,X,O,O
SOTZJIL,X,X,X,O,O
SOTZJLI,X,X,X,O,O
SOITLJZ,X,O,O,X,X
SOITLZJ,O,X,O,O,X
SOITJLZ,X,O,O,X,X
SOITJZL,X,X,O,O,X
SOITZLJ,X,X,O,O,X
SOITZJL,X,X,O,O,X
SOILTJZ,X,O,O,X,X
SOILTZJ,O,X,O,O,X
SOILJTZ,X,O,O,X,X
SOILJZT,X,O,O,X,X
SOILZTJ,O,X,O,O,X
SOILZJT,O,X,O,X,X
SOIJTLZ,X,O,O,X,X
SOIJTZL,X,X,O,O,X
SOIJLTZ,X,O,O,X,X
SOIJLZT,X,O,O,X,X
SOIJZTL,X,X,O,O,X
SOIJZLT,X,X,O,X,X
SOIZTLJ,X,X,O,O,X
SOIZTJL,X,X,O,O,X
SOIZLTJ,X,X,O,O,X
SOIZLJT,X,X,O,X,X
SOIZJTL,X,X,O,O,X
SOIZJLT,X,X,O,X,X
SOLTIJZ,X,O,O,X,X
SOLTIZJ,O,X,O,O,X
SOLTJIZ,X,O,O,X,X
SOLTJZI,O,X,X,X,X
SOLTZIJ,O,X,O,O,X
SOLTZJI,O,X,X,O,X
SOLITJZ,X,O,O,X,X
SOLITZJ,O,X,O,O,X
SOLIJTZ,X,O,O,X,X
SOLIJZT,X,O,O,X,X
SOLIZTJ,O,X,O,O,X
SOLIZJT,O,X,O,X,X
SOLJTIZ,X,O,O,X,X
SOLJTZI,O,X,X,X,X
SOLJITZ,X,O,O,X,X
SOLJIZT,X,O,O,X,X
SOLJZTI,O,X,X,X,X
SOLJZIT,O,X,X,X,X
SOLZTIJ,O,X,O,O,X
SOLZTJI,O,X,X,O,X
SOLZITJ,O,X,O,O,X
SOLZIJT,O,X,O,X,X
SOLZJTI,O,X,X,X,X
SOLZJIT,O,X,X,X,X
SOJTILZ,X,O,O,X,X
SOJTIZL,X,X,O,O,X
SOJTLIZ,X,O,O,X,X
SOJTLZI,O,X,X,X,X
SOJTZIL,X,X,X,O,O
SOJTZLI,X,X,X,O,O
SOJITLZ,X,O,O,X,X
SOJITZL,X,X,O,O,X
SOJILTZ,X,O,O,X,X
SOJILZT,X,O,O,X,X
SOJIZTL,X,X,O,O,X
SOJIZLT,X,X,O,X,X
SOJLTIZ,X,O,O,X,X
SOJLTZI,O,X,X,X,X
SOJLITZ,X,O,O,X,X
SOJLIZT,X,O,O,X,X
SOJLZTI,O,X,X,X,X
SOJLZIT,O,X,X,X,X
SOJZTIL,X,X,X,O,O
SOJZTLI,X,X,X,O,O
SOJZITL,X,X,X,O,O
SOJZILT,X,X,X,X,O
SOJZLTI,X,X,X,X,O
SOJZLIT,X,X,X,X,O
SOZTILJ,O,X,O,O,X
SOZTIJL,X,X,O,O,O
SOZTLIJ,O,X,O,O,X
SOZTLJI,O,X,X,O,O
SOZTJIL,X,X,X,O,O
SOZTJLI,X,X,X,O,O
SOZITLJ,O,X,O,O,X
SOZITJL,X,X,O,O,O
SOZILTJ,O,X,O,O,X
SOZILJT,O,X,O,X,X
SOZIJTL,X,X,O,O,O
SOZIJLT,X,X,O,X,O
SOZLTIJ,O,X,O,O,X
SOZLTJI,O,X,X,O,O
SOZLITJ,O,X,O,O,X
SOZLIJT,O,X,O,X,X
SOZLJTI,O,X,X,X,O
SOZLJIT,O,X,X,X,O
SOZJTIL,X,X,X,O,O
SOZJTLI,X,X,X,O,O
SOZJITL,X,X,X,O,O
SOZJILT,X,X,X,X,O
SOZJLTI,X,X,X,X,O
SOZJLIT,X,X,X,X,O
ZTILJSO,X,O,X,X,X
ZTILJOS,O,O,X,X,X
ZTILSJO,O,X,O,X,X
ZTILSOJ,O,X,O,X,X
ZTILOJS,O,O,X,X,X
ZTILOSJ,O,X,O,X,X
ZTIJLSO,X,O,X,X,X
ZTIJLOS,O,O,X,X,X
ZTIJSLO,X,X,O,X,O
ZTIJSOL,X,X,O,X,O
ZTIJOLS,X,O,X,X,X
ZTIJOSL,X,X,O,X,O
ZTISLJO,O,X,O,X,X
ZTISLOJ,O,X,O,O,X
ZTISJLO,O,X,O,X,O
ZTISJOL,X,X,O,O,O
ZTISOLJ,O,X,O,O,X
ZTISOJL,X,X,O,O,O
ZTIOLJS,O,O,X,X,X
ZTIOLSJ,O,X,O,X,X
ZTIOJLS,X,O,X,X,X
ZTIOJSL,X,X,O,X,O
ZTIOSLJ,X,X,O,O,X
ZTIOSJL,X,X,O,O,O
ZTLIJSO,X,O,X,X,X
ZTLIJOS,O,O,X,X,X
ZTLISJO,O,X,X,X,X
ZTLISOJ,O,X,X,X,X
ZTLIOJS,O,O,X,X,X
ZTLIOSJ,O,X,X,X,X
ZTLJISO,X,O,X,X,X
ZTLJIOS,O,O,X,X,X
ZTLJSIO,O,X,X,X,O
ZTLJSOI,O,X,X,X,O
ZTLJOIS,O,O,X,X,X
ZTLJOSI,O,X,X,X,O
ZTLSIJO,O,X,X,X,X
ZTLSIOJ,O,X,X,O,X
ZTLSJIO,O,X,X,X,O
ZTLSJOI,O,X,X,X,O
ZTLSOIJ,O,X,X,O,X
ZTLSOJI,O,X,X,O,O
ZTLOIJS,O,O,X,X,X
ZTLOISJ,O,X,X,X,X
ZTLOJIS,O,O,X,X,X
ZTLOJSI,O,X,X,X,O
ZTLOSIJ,O,X,X,O,X
ZTLOSJI,O,X,X,O,O
ZTJILSO,X,O,X,X,X
ZTJILOS,O,O,X,X,X
ZTJISLO,X,X,X,X,O
ZTJISOL,X,X,X,X,O
ZTJIOLS,X,O,X,X,X
ZTJIOSL,X,X,X,X,O
ZTJLISO,X,O,X,X,X
ZTJLIOS,O,O,X,X,X
ZTJLSIO,O,X,X,X,O
ZTJLSOI,O,X,X,X,O
ZTJLOIS,O,O,X,X,X
ZTJLOSI,O,X,X,X,O
ZTJSILO,O,X,X,X,O
ZTJSIOL,X,X,X,O,O
ZTJSLIO,O,X,X,X,O
ZTJSLOI,O,X,X,X,O
ZTJSOIL,X,X,X,O,O
ZTJSOLI,X,X,X,O,O
ZTJOILS,X,O,X,X,X
ZTJOISL,X,X,X,X,O
ZTJOLIS,X,O,X,X,X
ZTJOLSI,X,X,X,X,O
ZTJOSIL,X,X,X,O,O
ZTJOSLI,X,X,X,O,O
ZTSILJO,O,X,O,X,X
ZTSILOJ,O,X,O,O,X
ZTSIJLO,O,X,O,X,O
ZTSIJOL,X,X,O,O,O
ZTSIOLJ,O,X,O,O,X
ZTSIOJL,X,X,O,O,O
ZTSLIJO,O,X,O,X,X
ZTSLIOJ,O,X,O,O,X
ZTSLJIO,O,X,X,X,O
ZTSLJOI,O,X,X,X,O
ZTSLOIJ,O,X,O,O,X
ZTSLOJI,O,X,X,O,O
ZTSJILO,O,X,X,X,O
ZTSJIOL,X,X,X,O,O
ZTSJLIO,O,X,X,X,O
ZTSJLOI,O,X,X,X,O
ZTSJOIL,X,X,X,O,O
ZTSJOLI,X,X,X,O,O
ZTSOILJ,O,X,O,O,X
ZTSOIJL,X,X,O,O,O
ZTSOLIJ,O,X,O,O,X
ZTSOLJI,O,X,X,O,O
ZTSOJIL,X,X,X,O,O
ZTSOJLI,X,X,X,O,O
ZTOILJS,O,O,X,X,X
ZTOILSJ,O,X,O,X,X
ZTOIJLS,X,O,X,X,X
ZTOIJSL,X,X,O,X,O
ZTOISLJ,X,X,O,O,X
ZTOISJL,X,X,O,O,O
ZTOLIJS,O,O,X,X,X
ZTOLISJ,O,X,X,X,X
ZTOLJIS,O,O,X,X,X
ZTOLJSI,O,X,X,X,O
ZTOLSIJ,O,X,X,O,X
ZTOLSJI,O,X,X,O,O
ZTOJILS,X,O,X,X,X
ZTOJISL,X,X,X,X,O
ZTOJLIS,X,O,X,X,X
ZTOJLSI,X,X,X,X,O
ZTOJSIL,X,X,X,O,O
ZTOJSLI,X,X,X,O,O
ZTOSILJ,O,X,O,O,X
ZTOSIJL,X,X,O,O,O
ZTOSLIJ,O,X,O,O,X
ZTOSLJI,O,X,X,O,O
ZTOSJIL,X,X,X,O,O
ZTOSJLI,X,X,X,O,O
ZITLJSO,X,O,X,X,X
ZITLJOS,O,O,X,X,X
ZITLSJO,O,X,O,X,X
ZITLSOJ,O,X,O,X,X
ZITLOJS,O,O,X,X,X
ZITLOSJ,O,X,O,X,X
ZITJLSO,X,O,X,X,X
ZITJLOS,O,O,X,X,X
ZITJSLO,X,X,O,X,O
ZITJSOL,X,X,O,X,O
ZITJOLS,X,O,X,X,X
ZITJOSL,X,X,O,X,O
ZITSLJO,O,X,O,X,X
ZITSLOJ,O,X,O,O,X
ZITSJLO,O,X,O,X,O
ZITSJOL,X,X,O,O,O
ZITSOLJ,O,X,O,O,X
ZITSOJL,X,X,O,O,O
ZITOLJS,O,O,X,X,X
ZITOLSJ,O,X,O,X,X
ZITOJLS,X,O,X,X,X
ZITOJSL,X,X,O,X,O
ZITOSLJ,X,X,O,O,X
ZITOSJL,X,X,O,O,O
ZILTJSO,X,O,X,X,X
ZILTJOS,O,O,X,X,X
ZILTSJO,O,X,O,X,X
ZILTSOJ,O,X,O,X,X
ZILTOJS,O,O,X,X,X
ZILTOSJ,O,X,O,X,X
ZILJTSO,X,O,X,X,X
ZILJTOS,O,O,X,X,X
ZILJSTO,O,O,X,X,X
ZILJSOT,O,O,X,X,X
ZILJOTS,O,O,X,X,X
ZILJOST,O,O,X,X,X
ZILSTJO,O,X,O,X,X
ZILSTOJ,O,X,O,O,X
ZILSJTO,O,X,O,X,X
ZILSJOT,O,X,O,X,X
ZILSOTJ,O,X,O,O,X
ZILSOJT,O,X,O,X,X
ZILOTJS,O,O,X,X,X
ZILOTSJ,O,X,O,X,X
ZILOJTS,O,O,X,X,X
ZILOJST,O,O,X,X,X
ZILOSTJ,O,X,O,O,X
ZILOSJT,O,X,O,X,X
ZIJTLSO,X,O,X,X,X
ZIJTLOS,O,O,X,X,X
ZIJTSLO,X,X,O,X,O
ZIJTSOL,X,X,O,X,O
ZIJTOLS,X,O,X,X,X
ZIJTOSL,X,X,O,X,O
ZIJLTSO,X,O,X,X,X
ZIJLTOS,O,O,X,X,X
ZIJLSTO,O,O,X,X,X
ZIJLSOT,O,O,X,X,X
ZIJLOTS,O,O,X,X,X
ZIJLOST,O,O,X,X,X
ZIJSTLO,O,X,O,X,O
ZIJSTOL,X,X,O,O,O
ZIJSLTO,O,X,O,X,O
ZIJSLOT,O,X,O,X,O
ZIJSOTL,X,X,O,O,O
ZIJSOLT,X,X,O,X,O
ZIJOTLS,X,O,X,X,X
ZIJOTSL,X,X,O,X,O
ZIJOLTS,X,O,X,X,X
ZIJOLST,X,O,X,X,X
ZIJOSTL,X,X,O,O,O
ZIJOSLT,X,X,O,X,O
ZISTLJO,O,X,O,X,X
ZISTLOJ,O,X,O,O,X
ZISTJLO,O,X,O,X,O
ZISTJOL,X,X,O,O,O
ZISTOLJ,O,X,O,O,X
ZISTOJL,X,X,O,O,O
ZISLTJO,O,X,O,X,X
ZISLTOJ,O,X,O,O,X
ZISLJTO,O,X,O,X,X
ZISLJOT,O,X,O,X,X
ZISLOTJ,O,X,O,O,X
ZISLOJT,O,X,O,X,X
ZISJTLO,O,X,O,X,O
ZISJTOL,X,X,O,O,O
ZISJLTO,O,X,O,X,O
