sequence,v115@PhC8HeC8BeF8JeT/IvhF/lBxiBimB1sBGmBUqB,v115@PhC8HeC8BeF8Je/EJvhFUgBxiBimB1sBGmBTqB,v115@PhC8HeC8BeF8Je2EJvhFXhBxiB1rB0nBClBTqB,v115@PhC8HeC8BeF8Je/EJvhFFgBSmBxiB0nB2rBTqB,v115@PhC8HeC8BeF8JeaGJvhFumBcnBxkBlkBXoBTqB,v115@PhC8HeC8BeF8Je2EJvhFRgBzlBCnBFnBXoBUqB,v115@PhC8HeC8BeF8Je/EJvhFRgBmlBCnBUnBFoBTqB,v115@PhC8HeC8BeF8JeeGJvhFxkBFnB0kBCnBXoBTqB
LJTISZO,X,X,X,X,X,X,X,O
LJTISOZ,X,X,X,X,X,X,X,O
LJTIZSO,X,X,X,X,O,X,X,O
LJTIZOS,X,X,X,X,O,X,X,O
LJTIOSZ,X,X,X,X,X,X,X,O
LJTIOZS,X,X,X,X,X,X,X,O
LJTSIZO,X,X,X,X,X,X,O,X
LJTSIOZ,X,X,X,X,X,X,O,X
LJTSZIO,X,X,O,X,X,X,O,X
LJTSZOI,X,X,O,X,X,X,O,X
LJTSOIZ,X,X,X,X,X,X,O,X
LJTSOZI,X,X,X,X,X,X,O,X
LJTZISO,X,X,O,X,O,X,X,X
LJTZIOS,X,X,X,X,O,X,X,X
LJTZSIO,X,X,O,X,X,X,X,X
LJTZSOI,X,X,O,X,X,X,X,X
LJTZOIS,X,X,X,X,O,O,X,X
LJTZOSI,X,X,X,X,X,O,X,X
LJTOISZ,X,X,X,X,X,O,X,X
LJTOIZS,X,X,X,X,O,O,X,X
LJTOSIZ,X,X,X,X,X,O,X,X
LJTOSZI,X,X,X,X,X,O,X,X
LJTOZIS,X,X,X,X,O,O,X,X
LJTOZSI,X,X,X,X,X,O,X,X
LJITSZO,X,X,X,X,X,X,X,O
LJITSOZ,X,X,X,X,X,X,X,O
LJITZSO,X,X,X,X,O,X,X,O
LJITZOS,X,X,X,X,O,X,X,O
LJITOSZ,X,X,X,X,X,X,X,O
LJITOZS,X,X,X,X,X,X,X,O
LJISTZO,X,X,X,X,X,X,O,X
LJISTOZ,X,X,X,X,X,X,O,X
LJISZTO,X,X,X,X,O,X,O,X
LJISZOT,X,X,X,X,O,X,O,X
LJISOTZ,X,X,X,X,X,X,O,X
LJISOZT,X,X,X,X,X,X,O,X
LJIZTSO,X,X,O,X,O,X,X,X
LJIZTOS,X,X,X,X,O,X,X,X
LJIZSTO,X,X,X,X,O,X,X,X
LJIZSOT,X,X,X,X,O,X,X,X
LJIZOTS,X,X,X,X,O,O,X,X
LJIZOST,X,X,X,X,O,O,X,X
LJIOTSZ,X,X,X,X,X,O,X,X
LJIOTZS,X,X,X,X,O,O,X,X
LJIOSTZ,X,X,X,X,X,O,X,X
LJIOSZT,X,X,X,X,O,O,X,X
LJIOZTS,X,X,X,X,O,O,X,X
LJIOZST,X,X,X,X,O,O,X,X
LJSTIZO,X,X,X,X,X,X,O,X
LJSTIOZ,X,X,X,X,X,X,O,X
LJSTZIO,X,X,X,X,X,X,O,X
LJSTZOI,X,X,X,X,X,X,O,X
LJSTOIZ,X,X,X,X,X,X,O,X
LJSTOZI,X,X,X,X,X,X,O,X
LJSITZO,X,X,X,X,X,X,O,X
LJSITOZ,X,X,X,X,X,X,O,X
LJSIZTO,X,X,X,X,O,X,O,X
LJSIZOT,X,X,X,X,O,X,O,X
LJSIOTZ,X,X,X,X,X,X,O,X
LJSIOZT,X,X,X,X,X,X,O,X
LJSZTIO,X,X,X,X,X,X,O,X
LJSZTOI,X,X,X,X,X,X,O,X
LJSZITO,X,X,X,X,O,X,O,X
LJSZIOT,X,X,X,X,O,X,O,X
LJSZOTI,X,X,X,X,X,O,O,X
LJSZOIT,X,X,X,X,O,O,O,X
LJSOTIZ,X,X,X,X,X,O,O,X
LJSOTZI,X,X,X,X,X,O,O,X
LJSOITZ,X,X,X,X,X,O,O,X
LJSOIZT,X,X,X,X,O,O,O,X
LJSOZTI,X,X,X,X,X,O,O,X
LJSOZIT,X,X,X,X,O,O,O,X
LJZTISO,X,X,O,X,O,X,X,X
LJZTIOS,X,X,X,X,O,X,X,X
LJZTSIO,X,X,O,X,X,X,X,X
LJZTSOI,X,X,O,X,X,X,X,X
LJZTOIS,X,X,X,X,O,O,X,X
LJZTOSI,X,X,X,X,X,O,X,X
LJZITSO,X,X,O,X,O,X,X,X
LJZITOS,X,X,X,X,O,X,X,X
LJZISTO,X,X,X,X,O,X,X,X
LJZISOT,X,X,X,X,O,X,X,X
LJZIOTS,X,X,X,X,O,O,X,X
LJZIOST,X,X,X,X,O,O,X,X
LJZSTIO,X,X,X,X,X,X,O,X
LJZSTOI,X,X,X,X,X,X,O,X
LJZSITO,X,X,X,X,O,X,O,X
LJZSIOT,X,X,X,X,O,X,O,X
LJZSOTI,X,X,X,X,X,O,O,X
LJZSOIT,X,X,X,X,O,O,O,X
LJZOTIS,X,X,X,X,O,O,X,X
LJZOTSI,X,X,X,X,X,O,X,X
LJZOITS,X,X,X,X,O,O,X,X
LJZOIST,X,X,X,X,O,O,X,X
LJZOSTI,X,X,X,X,X,O,X,X
LJZOSIT,X,X,X,X,O,O,X,X
LJOTISZ,X,X,X,X,X,O,X,X
LJOTIZS,X,X,X,X,O,O,X,X
LJOTSIZ,X,X,X,X,X,O,O,X
LJOTSZI,X,X,X,X,X,O,O,X
LJOTZIS,X,X,X,X,O,O,X,X
LJOTZSI,X,X,X,X,X,O,X,X
LJOITSZ,X,X,X,X,X,O,X,X
LJOITZS,X,X,X,X,O,O,X,X
LJOISTZ,X,X,X,X,X,O,O,X
LJOISZT,X,X,X,X,O,O,O,X
LJOIZTS,X,X,X,X,O,O,X,X
LJOIZST,X,X,X,X,O,O,X,X
LJOSTIZ,X,X,X,X,X,O,O,X
LJOSTZI,X,X,X,X,X,O,O,X
LJOSITZ,X,X,X,X,X,O,O,X
LJOSIZT,X,X,X,X,O,O,O,X
LJOSZTI,X,X,X,X,X,O,O,X
LJOSZIT,X,X,X,X,O,O,O,X
LJOZTIS,X,X,X,X,O,O,X,X
LJOZTSI,X,X,X,X,X,O,X,X
LJOZITS,X,X,X,X,O,O,X,X
LJOZIST,X,X,X,X,O,O,X,X
LJOZSTI,X,X,X,X,X,O,O,X
LJOZSIT,X,X,X,X,O,O,O,X
LSTIJZO,X,O,X,X,X,X,X,X
LSTIJOZ,X,O,X,X,X,X,X,X
LSTIZJO,X,O,X,X,X,X,X,X
LSTIZOJ,X,O,X,X,X,X,X,X
LSTIOJZ,X,O,X,X,X,X,X,X
LSTIOZJ,X,O,X,X,X,X,X,X
LSTJIZO,X,O,X,X,X,X,O,X
LSTJIOZ,X,O,X,X,X,X,O,X
LSTJZIO,X,O,X,X,X,X,O,X
LSTJZOI,X,O,X,X,X,X,O,X
LSTJOIZ,X,O,X,X,X,X,O,X
LSTJOZI,X,O,X,X,X,X,O,X
LSTZIJO,X,O,X,X,X,X,X,X
LSTZIOJ,X,O,X,X,X,X,X,X
LSTZJIO,X,O,X,X,X,X,X,X
LSTZJOI,X,O,X,X,X,X,X,X
LSTZOIJ,X,O,X,X,X,X,X,X
LSTZOJI,X,O,X,X,X,X,X,X
LSTOIJZ,X,O,X,X,X,X,X,X
LSTOIZJ,X,O,X,X,X,X,X,X
LSTOJIZ,X,O,X,X,X,X,O,X
LSTOJZI,X,O,X,X,X,X,O,X
LSTOZIJ,X,O,X,X,X,X,X,X
LSTOZJI,X,O,X,X,X,X,X,X
LSITJZO,X,O,X,X,X,X,X,X
LSITJOZ,X,O,X,X,X,X,X,X
LSITZJO,X,O,X,X,X,X,X,X
LSITZOJ,X,O,X,X,X,X,X,X
LSITOJZ,X,O,X,X,X,X,X,X
LSITOZJ,X,O,X,X,X,X,X,X
LSIJTZO,X,X,X,X,X,X,O,X
LSIJTOZ,X,X,X,X,X,X,O,X
LSIJZTO,X,X,X,X,O,X,O,X
LSIJZOT,X,X,X,X,O,X,O,X
LSIJOTZ,X,X,X,X,X,X,O,X
LSIJOZT,X,X,X,X,X,X,O,X
LSIZTJO,X,O,X,X,X,X,X,X
LSIZTOJ,X,O,X,X,X,X,X,X
LSIZJTO,X,X,X,X,O,X,X,X
LSIZJOT,X,X,X,X,O,X,X,X
LSIZOTJ,X,X,X,O,X,X,X,X
LSIZOJT,X,X,X,O,X,X,X,X
LSIOTJZ,X,O,X,X,X,X,X,X
LSIOTZJ,X,O,X,O,X,X,X,X
LSIOJTZ,X,X,X,X,X,X,O,X
LSIOJZT,X,X,X,X,X,X,O,X
LSIOZTJ,X,O,X,O,X,X,X,X
LSIOZJT,X,X,X,O,X,X,X,X
LSJTIZO,X,X,X,X,X,X,O,X
LSJTIOZ,X,X,X,X,X,X,O,X
LSJTZIO,X,X,X,X,X,X,O,X
LSJTZOI,X,X,X,X,X,X,O,X
LSJTOIZ,X,X,X,X,X,X,O,X
LSJTOZI,X,X,X,X,X,X,O,X
LSJITZO,X,X,X,X,X,X,O,X
LSJITOZ,X,X,X,X,X,X,O,X
LSJIZTO,X,X,X,X,O,X,O,X
LSJIZOT,X,X,X,X,O,X,O,X
LSJIOTZ,X,X,X,X,X,X,O,X
LSJIOZT,X,X,X,X,X,X,O,X
LSJZTIO,X,X,X,X,X,X,O,X
LSJZTOI,X,X,X,X,X,X,O,X
LSJZITO,X,X,X,X,O,X,O,X
LSJZIOT,X,X,X,X,O,X,O,X
LSJZOTI,X,X,X,X,X,O,O,X
LSJZOIT,X,X,X,X,O,O,O,X
LSJOTIZ,X,X,X,X,X,O,O,X
LSJOTZI,X,X,X,X,X,O,O,X
LSJOITZ,X,X,X,X,X,O,O,X
LSJOIZT,X,X,X,X,O,O,O,X
LSJOZTI,X,X,X,X,X,O,O,X
LSJOZIT,X,X,X,X,O,O,O,X
LSZTIJO,X,O,X,X,X,X,X,X
LSZTIOJ,X,O,X,X,X,X,X,X
LSZTJIO,X,O,X,X,X,X,X,X
LSZTJOI,X,O,X,X,X,X,X,X
LSZTOIJ,X,O,X,X,X,X,X,X
LSZTOJI,X,O,X,X,X,X,X,X
LSZITJO,X,O,X,X,X,X,X,X
LSZITOJ,X,O,X,X,X,X,X,X
LSZIJTO,X,X,X,X,O,X,X,X
LSZIJOT,X,X,X,X,O,X,X,X
LSZIOTJ,X,X,X,O,X,X,X,X
LSZIOJT,X,X,X,O,X,X,X,X
LSZJTIO,X,X,X,X,X,X,O,X
LSZJTOI,X,X,X,X,X,X,O,X
LSZJITO,X,X,X,X,O,X,O,X
LSZJIOT,X,X,X,X,O,X,O,X
LSZJOTI,X,X,X,X,X,O,O,X
LSZJOIT,X,X,X,X,O,O,O,X
LSZOTIJ,X,X,X,O,X,X,X,X
LSZOTJI,X,X,X,O,X,X,X,X
LSZOITJ,X,X,X,O,X,X,X,X
LSZOIJT,X,X,X,O,O,O,X,X
LSZOJTI,X,X,X,O,X,O,O,X
LSZOJIT,X,X,X,O,O,O,O,X
LSOTIJZ,X,O,X,X,X,X,X,X
LSOTIZJ,X,O,X,O,X,X,X,X
LSOTJIZ,X,O,X,X,X,X,O,X
LSOTJZI,X,O,X,O,X,X,O,X
LSOTZIJ,X,O,X,O,X,X,X,X
LSOTZJI,X,O,X,O,X,X,X,X
LSOITJZ,X,O,X,X,X,X,X,X
LSOITZJ,X,O,X,O,X,X,X,X
LSOIJTZ,X,X,X,X,X,O,O,X
LSOIJZT,X,X,X,X,O,O,O,X
LSOIZTJ,X,O,X,O,X,X,X,X
LSOIZJT,X,X,X,O,O,X,X,X
LSOJTIZ,X,X,X,X,X,O,O,X
LSOJTZI,X,X,X,O,X,O,O,X
LSOJITZ,X,X,X,X,X,O,O,X
LSOJIZT,X,X,X,X,O,O,O,X
LSOJZTI,X,X,X,O,X,O,O,X
LSOJZIT,X,X,X,O,O,O,O,X
LSOZTIJ,X,O,X,O,X,X,X,X
LSOZTJI,X,O,X,O,X,X,X,X
LSOZITJ,X,O,X,O,X,X,X,X
LSOZIJT,X,X,X,O,O,X,X,X
LSOZJTI,X,X,X,O,X,X,O,X
LSOZJIT,X,X,X,O,O,X,O,X
LZTIJSO,O,X,O,X,O,X,X,X
LZTIJOS,O,X,X,X,O,X,X,X
LZTISJO,O,X,O,X,X,X,X,X
LZTISOJ,O,X,X,X,X,X,X,X
LZTIOJS,O,X,O,X,X,X,X,X
LZTIOSJ,O,X,O,X,X,X,X,X
LZTJISO,O,X,O,X,O,X,X,X
LZTJIOS,O,X,X,X,O,X,X,X
LZTJSIO,O,X,O,X,X,X,X,X
LZTJSOI,O,X,O,X,X,X,X,X
LZTJOIS,O,X,X,X,O,O,X,X
LZTJOSI,O,X,X,X,X,O,X,X
LZTSIJO,O,X,O,X,X,X,X,X
LZTSIOJ,O,X,X,X,X,X,X,X
LZTSJIO,O,X,O,X,X,X,X,X
LZTSJOI,O,X,O,X,X,X,X,X
LZTSOIJ,O,X,X,X,X,X,X,X
LZTSOJI,O,X,X,X,X,X,X,X
LZTOIJS,O,X,O,X,O,O,X,X
LZTOISJ,O,X,O,X,X,X,X,X
LZTOJIS,O,X,O,X,O,O,X,X
LZTOJSI,O,X,O,X,X,O,X,X
LZTOSIJ,O,X,O,X,X,X,X,X
LZTOSJI,O,X,O,X,X,X,X,X
LZITJSO,O,X,O,X,O,X,X,X
LZITJOS,O,X,X,X,O,X,X,X
LZITSJO,O,X,O,X,X,X,X,X
LZITSOJ,O,X,X,X,X,X,X,X
LZITOJS,O,X,O,X,X,X,X,X
LZITOSJ,O,X,O,X,X,X,X,X
LZIJTSO,X,X,O,X,O,X,X,X
LZIJTOS,X,X,X,X,O,X,X,X
LZIJSTO,X,X,X,X,O,X,X,X
LZIJSOT,X,X,X,X,O,X,X,X
LZIJOTS,X,X,X,X,O,O,X,X
LZIJOST,X,X,X,X,O,O,X,X
LZISTJO,O,X,X,X,X,X,X,X
LZISTOJ,O,X,X,X,X,X,X,X
LZISJTO,X,X,X,X,O,X,X,X
LZISJOT,X,X,X,X,O,X,X,X
LZISOTJ,O,X,X,O,X,X,X,X
LZISOJT,X,X,X,O,X,X,X,X
LZIOTJS,O,X,X,X,O,O,X,X
LZIOTSJ,O,X,X,O,X,X,X,X
LZIOJTS,X,X,X,X,O,O,X,X
LZIOJST,X,X,X,O,O,O,X,X
LZIOSTJ,O,X,X,O,X,X,X,X
LZIOSJT,X,X,X,O,O,O,X,X
LZJTISO,X,X,O,X,O,X,X,X
LZJTIOS,X,X,X,X,O,X,X,X
LZJTSIO,X,X,O,X,X,X,X,X
LZJTSOI,X,X,O,X,X,X,X,X
LZJTOIS,X,X,X,X,O,O,X,X
LZJTOSI,X,X,X,X,X,O,X,X
LZJITSO,X,X,O,X,O,X,X,X
LZJITOS,X,X,X,X,O,X,X,X
LZJISTO,X,X,X,X,O,X,X,X
LZJISOT,X,X,X,X,O,X,X,X
LZJIOTS,X,X,X,X,O,O,X,X
LZJIOST,X,X,X,X,O,O,X,X
LZJSTIO,X,X,X,X,X,X,O,X
LZJSTOI,X,X,X,X,X,X,O,X
LZJSITO,X,X,X,X,O,X,O,X
LZJSIOT,X,X,X,X,O,X,O,X
LZJSOTI,X,X,X,X,X,O,O,X
LZJSOIT,X,X,X,X,O,O,O,X
LZJOTIS,X,X,X,X,O,O,X,X
LZJOTSI,X,X,X,X,X,O,X,X
LZJOITS,X,X,X,X,O,O,X,X
LZJOIST,X,X,X,X,O,O,X,X
LZJOSTI,X,X,X,X,X,O,X,X
LZJOSIT,X,X,X,X,O,O,X,X
LZSTIJO,O,X,X,X,X,X,X,X
LZSTIOJ,O,X,X,X,X,X,X,X
LZSTJIO,O,X,X,X,X,X,X,X
LZSTJOI,O,X,X,X,X,X,X,X
LZSTOIJ,O,X,X,X,X,X,X,X
LZSTOJI,O,X,X,X,X,X,X,X
LZSITJO,O,X,X,X,X,X,X,X
LZSITOJ,O,X,X,X,X,X,X,X
LZSIJTO,X,X,X,X,O,X,X,X
LZSIJOT,X,X,X,X,O,X,X,X
LZSIOTJ,O,X,X,O,X,X,X,X
LZSIOJT,X,X,X,O,X,X,X,X
LZSJTIO,X,X,X,X,X,X,O,X
LZSJTOI,X,X,X,X,X,X,O,X
LZSJITO,X,X,X,X,O,X,O,X
LZSJIOT,X,X,X,X,O,X,O,X
LZSJOTI,X,X,X,X,X,O,O,X
LZSJOIT,X,X,X,X,O,O,O,X
LZSOTIJ,O,X,X,O,X,X,X,X
LZSOTJI,O,X,X,O,X,X,X,X
LZSOITJ,O,X,X,O,X,X,X,X
LZSOIJT,X,X,X,O,O,O,X,X
LZSOJTI,X,X,X,O,X,O,O,X
LZSOJIT,X,X,X,O,O,O,O,X
LZOTIJS,O,X,X,X,O,O,X,X
LZOTISJ,O,X,X,O,X,X,X,X
LZOTJIS,O,X,X,X,O,O,X,X
LZOTJSI,O,X,X,X,X,O,X,X
LZOTSIJ,O,X,X,O,X,X,X,X
LZOTSJI,O,X,X,O,X,X,X,X
LZOITJS,O,X,X,X,O,O,X,X
LZOITSJ,O,X,X,O,X,X,X,X
LZOIJTS,X,X,X,X,O,O,X,X
LZOIJST,X,X,X,O,O,O,X,X
LZOISTJ,O,X,X,O,X,X,X,X
LZOISJT,X,X,X,O,O,O,X,X
LZOJTIS,X,X,X,X,O,O,X,X
LZOJTSI,X,X,X,X,X,O,X,X
LZOJITS,X,X,X,X,O,O,X,X
LZOJIST,X,X,X,O,O,O,X,X
LZOJSTI,X,X,X,O,X,O,O,X
LZOJSIT,X,X,X,O,O,O,O,X
LZOSTIJ,O,X,X,O,X,X,X,X
LZOSTJI,O,X,X,O,X,X,X,X
LZOSITJ,O,X,X,O,X,X,X,X
LZOSIJT,X,X,X,O,O,O,X,X
LZOSJTI,X,X,X,O,X,O,O,X
LZOSJIT,X,X,X,O,O,O,O,X
LOTIJSZ,X,O,X,X,X,O,X,X
LOTIJZS,O,X,X,X,O,O,X,X
LOTISJZ,X,O,X,X,X,X,X,X
LOTISZJ,O,O,X,X,X,X,X,X
LOTIZJS,O,X,X,X,O,X,X,X
LOTIZSJ,O,O,X,X,X,X,X,X
LOTJISZ,X,O,X,X,X,O,X,X
LOTJIZS,O,X,X,X,O,O,X,X
LOTJSIZ,X,O,X,X,X,O,O,X
LOTJSZI,X,O,O,X,X,O,O,X
LOTJZIS,O,X,O,X,O,O,X,X
LOTJZSI,O,X,O,X,X,O,X,X
LOTSIJZ,X,O,X,X,X,X,X,X
LOTSIZJ,O,O,X,O,X,X,X,X
LOTSJIZ,X,O,X,X,X,X,O,X
LOTSJZI,X,O,O,O,X,X,O,X
LOTSZIJ,O,O,O,O,X,X,X,X
LOTSZJI,O,O,O,O,X,X,X,X
LOTZIJS,O,X,O,X,O,X,X,X
LOTZISJ,O,O,O,O,X,X,X,X
LOTZJIS,O,X,O,X,O,X,X,X
LOTZJSI,O,X,O,X,X,X,X,X
LOTZSIJ,O,O,O,O,X,X,X,X
LOTZSJI,O,O,O,O,X,X,X,X
LOITJSZ,X,O,X,X,X,O,X,X
LOITJZS,O,X,X,X,O,O,X,X
LOITSJZ,X,O,X,X,X,X,X,X
LOITSZJ,O,O,X,X,X,X,X,X
LOITZJS,O,X,X,X,O,X,X,X
LOITZSJ,O,O,X,X,X,X,X,X
LOIJTSZ,X,X,X,X,X,O,X,X
LOIJTZS,X,X,X,X,O,O,X,X
LOIJSTZ,X,X,X,X,X,O,O,X
LOIJSZT,X,X,X,X,O,O,O,X
LOIJZTS,X,X,X,X,O,O,X,X
LOIJZST,X,X,X,X,O,O,X,X
LOISTJZ,X,O,X,X,X,X,X,X
LOISTZJ,X,O,X,O,X,X,X,X
LOISJTZ,X,X,X,X,X,O,O,X
LOISJZT,X,X,X,X,O,O,O,X
LOISZTJ,X,O,X,O,X,X,X,X
LOISZJT,X,X,X,O,O,X,X,X
LOIZTJS,O,X,X,X,O,X,X,X
LOIZTSJ,O,X,X,O,X,X,X,X
LOIZJTS,X,X,X,X,O,O,X,X
LOIZJST,X,X,X,O,O,O,X,X
LOIZSTJ,O,X,X,O,X,X,X,X
LOIZSJT,X,X,X,O,O,X,X,X
LOJTISZ,X,X,X,X,X,O,X,X
LOJTIZS,X,X,X,X,O,O,X,X
LOJTSIZ,X,X,X,X,X,O,O,X
LOJTSZI,X,X,O,X,X,O,O,X
LOJTZIS,X,X,O,X,O,O,X,X
LOJTZSI,X,X,O,X,X,O,X,X
LOJITSZ,X,X,X,X,X,O,X,X
LOJITZS,X,X,X,X,O,O,X,X
LOJISTZ,X,X,X,X,X,O,O,X
LOJISZT,X,X,X,X,O,O,O,X
LOJIZTS,X,X,X,X,O,O,X,X
LOJIZST,X,X,X,X,O,O,X,X
LOJSTIZ,X,X,X,X,X,O,O,X
LOJSTZI,X,X,O,O,X,O,O,X
LOJSITZ,X,X,X,X,X,O,O,X
LOJSIZT,X,X,X,X,O,O,O,X
LOJSZTI,X,X,X,O,X,O,O,X
LOJSZIT,X,X,X,O,O,O,O,X
LOJZTIS,X,X,X,X,O,O,X,X
LOJZTSI,X,X,X,X,X,O,X,X
LOJZITS,X,X,X,X,O,O,X,X
LOJZIST,X,X,X,O,O,O,X,X
LOJZSTI,X,X,X,O,X,O,O,X
LOJZSIT,X,X,X,O,O,O,O,X
LOSTIJZ,X,O,X,X,X,X,X,X
LOSTIZJ,X,O,X,O,X,X,X,X
LOSTJIZ,X,O,X,X,X,X,O,X
LOSTJZI,X,O,O,O,X,X,O,X
LOSTZIJ,X,O,O,O,X,X,X,X
LOSTZJI,X,O,O,O,X,X,X,X
LOSITJZ,X,O,X,X,X,X,X,X
LOSITZJ,X,O,X,O,X,X,X,X
LOSIJTZ,X,X,X,X,X,O,O,X
LOSIJZT,X,X,X,X,O,O,O,X
LOSIZTJ,X,O,X,O,X,X,X,X
LOSIZJT,X,X,X,O,O,X,X,X
LOSJTIZ,X,X,X,X,X,O,O,X
LOSJTZI,X,X,O,O,X,O,O,X
LOSJITZ,X,X,X,X,X,O,O,X
LOSJIZT,X,X,X,X,O,O,O,X
LOSJZTI,X,X,X,O,X,O,O,X
LOSJZIT,X,X,X,O,O,O,O,X
LOSZTIJ,X,O,X,O,X,X,X,X
LOSZTJI,X,O,X,O,X,X,X,X
LOSZITJ,X,O,X,O,X,X,X,X
LOSZIJT,X,X,X,O,O,X,X,X
LOSZJTI,X,X,X,O,X,X,O,X
LOSZJIT,X,X,X,O,O,X,O,X
LOZTIJS,O,X,X,X,O,O,X,X
LOZTISJ,O,X,X,O,X,X,X,X
LOZTJIS,O,X,X,X,O,O,X,X
LOZTJSI,O,X,X,X,X,O,X,X
LOZTSIJ,O,X,X,O,X,X,X,X
LOZTSJI,O,X,X,O,X,X,X,X
LOZITJS,O,X,X,X,O,O,X,X
LOZITSJ,O,X,X,O,X,X,X,X
LOZIJTS,X,X,X,X,O,O,X,X
LOZIJST,X,X,X,O,O,O,X,X
LOZISTJ,O,X,X,O,X,X,X,X
LOZISJT,X,X,X,O,O,O,X,X
LOZJTIS,X,X,X,X,O,O,X,X
LOZJTSI,X,X,X,X,X,O,X,X
LOZJITS,X,X,X,X,O,O,X,X
LOZJIST,X,X,X,O,O,O,X,X
LOZJSTI,X,X,X,O,X,O,O,X
LOZJSIT,X,X,X,O,O,O,O,X
LOZSTIJ,O,X,X,O,X,X,X,X
LOZSTJI,O,X,X,O,X,X,X,X
LOZSITJ,O,X,X,O,X,X,X,X
LOZSIJT,X,X,X,O,O,O,X,X
LOZSJTI,X,X,X,O,X,O,O,X
LOZSJIT,X,X,X,O,O,O,O,X
JTILSZO,X,O,X,X,X,X,X,O
JTILSOZ,X,O,X,X,X,X,X,O
JTILZSO,O,X,X,X,O,X,X,O
JTILZOS,O,X,X,X,O,X,X,O
JTILOSZ,X,O,X,X,X,X,X,O
JTILOZS,O,X,X,X,X,X,X,O
JTISLZO,X,O,X,X,X,X,X,O
JTISLOZ,X,O,X,X,X,X,X,O
JTISZLO,X,O,O,X,X,X,X,O
JTISZOL,X,X,O,X,X,X,X,O
JTISOLZ,X,O,X,X,X,X,X,O
JTISOZL,X,O,X,X,X,X,X,O
JTIZLSO,O,X,O,X,O,X,X,O
JTIZLOS,O,X,X,X,O,X,X,O
JTIZSLO,O,X,O,X,X,X,X,O
JTIZSOL,O,X,O,X,X,X,X,O
JTIZOLS,O,X,X,X,X,O,X,O
JTIZOSL,O,X,O,X,X,X,X,O
JTIOLSZ,X,O,X,X,X,O,X,O
JTIOLZS,O,X,X,X,X,O,X,O
JTIOSLZ,X,O,X,X,X,X,X,O
JTIOSZL,X,O,X,X,X,X,X,O
JTIOZLS,O,X,X,X,X,X,X,O
JTIOZSL,O,X,X,X,X,X,X,O
JTLISZO,X,O,X,X,X,X,X,O
JTLISOZ,X,O,X,X,X,X,X,O
JTLIZSO,O,X,X,X,O,X,X,O
JTLIZOS,O,X,X,X,O,X,X,O
JTLIOSZ,X,O,X,X,X,X,X,O
JTLIOZS,O,X,X,X,X,X,X,O
JTLSIZO,X,O,X,X,X,X,O,X
JTLSIOZ,X,O,X,X,X,X,O,X
JTLSZIO,X,O,O,X,X,X,O,X
JTLSZOI,X,O,O,X,X,X,O,X
JTLSOIZ,X,O,X,X,X,X,O,X
JTLSOZI,X,O,X,X,X,X,O,X
JTLZISO,O,X,O,X,O,X,X,X
JTLZIOS,O,X,X,X,O,X,X,X
JTLZSIO,O,X,O,X,X,X,X,X
JTLZSOI,O,X,O,X,X,X,X,X
JTLZOIS,O,X,X,X,O,O,X,X
JTLZOSI,O,X,X,X,X,O,X,X
JTLOISZ,X,O,X,X,X,O,X,X
JTLOIZS,O,X,X,X,O,O,X,X
JTLOSIZ,X,O,X,X,X,O,X,X
JTLOSZI,X,O,X,X,X,O,X,X
JTLOZIS,O,X,X,X,O,O,X,X
JTLOZSI,O,X,X,X,X,O,X,X
JTSILZO,X,O,X,X,X,X,O,O
JTSILOZ,X,O,X,X,X,X,O,O
JTSIZLO,X,O,O,X,X,X,X,O
JTSIZOL,X,X,O,X,X,X,X,O
JTSIOLZ,X,O,X,X,X,X,X,O
JTSIOZL,X,O,X,X,X,X,X,O
JTSLIZO,X,O,X,X,X,X,O,X
JTSLIOZ,X,O,X,X,X,X,O,X
JTSLZIO,X,O,O,X,X,X,O,X
JTSLZOI,X,O,O,X,X,X,O,X
JTSLOIZ,X,O,X,X,X,X,O,X
JTSLOZI,X,O,X,X,X,X,O,X
JTSZILO,X,O,O,X,X,X,X,X
JTSZIOL,X,X,O,X,X,X,X,X
JTSZLIO,X,O,O,X,X,X,X,X
JTSZLOI,X,O,O,X,X,X,X,X
JTSZOIL,X,X,O,X,X,X,X,X
JTSZOLI,X,X,O,X,X,X,X,X
JTSOILZ,X,O,X,X,X,X,X,X
JTSOIZL,X,O,X,X,X,X,X,X
JTSOLIZ,X,O,X,X,X,X,X,X
JTSOLZI,X,O,X,X,X,X,X,X
JTSOZIL,X,O,O,X,X,X,X,X
JTSOZLI,X,O,O,X,X,X,X,X
JTZILSO,O,X,O,X,O,X,X,O
JTZILOS,O,X,X,X,O,X,X,O
JTZISLO,O,X,O,X,X,X,X,O
JTZISOL,O,X,O,X,X,X,X,O
JTZIOLS,O,X,O,X,X,O,X,O
JTZIOSL,O,X,O,X,X,X,X,O
JTZLISO,O,X,O,X,O,X,X,X
JTZLIOS,O,X,X,X,O,X,X,X
JTZLSIO,O,X,O,X,X,X,X,X
JTZLSOI,O,X,O,X,X,X,X,X
JTZLOIS,O,X,X,X,O,O,X,X
JTZLOSI,O,X,X,X,X,O,X,X
JTZSILO,O,X,O,X,X,X,X,X
JTZSIOL,O,X,O,X,X,X,X,X
JTZSLIO,O,X,O,X,X,X,X,X
JTZSLOI,O,X,O,X,X,X,X,X
JTZSOIL,O,X,O,X,X,X,X,X
