sequence,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFUgBFhB6nB3?mBzpBWwB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFFgB0hB6nB3?lBWvBTrB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFGgB6nB8pBl?mB3qBTrB,v115@FhB8AeA8FeB8FeA8AeB8FeD8Jei/IvhFclBxhB/rBG?nBTpB1vB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeZEJvhFclB6nBlmBu?pB3qBTrB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeOEJvhF6nB0lBlmBX?lBTrBxuB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JeOEJvhFxgB6nBlmB3?pBUrBTqB,v115@FhB8AeA8FeB8FeA8AeB8FeD8JexAJvhF6nBTlB0pBX?rBOpBlrB
JOTISLZ,O,O,X,O,X,X,X,X
JOTISZL,O,O,X,O,X,X,X,X
JOTIZLS,O,O,X,X,X,O,X,X
JOTIZSL,O,O,X,X,X,X,X,X
JOTLISZ,O,O,X,X,X,X,X,X
JOTLIZS,O,O,X,X,X,O,X,X
JOTLSIZ,O,O,X,X,X,X,X,X
JOTLSZI,O,O,X,X,X,X,X,X
JOTLZIS,O,O,X,X,X,X,X,X
JOTLZSI,O,O,X,X,X,X,X,X
JOTSILZ,O,O,X,O,X,X,X,X
JOTSIZL,O,O,X,O,X,X,X,X
JOTSLIZ,O,O,X,O,X,X,X,X
JOTSLZI,O,O,X,O,X,X,X,X
JOTSZIL,O,O,X,O,X,X,X,X
JOTSZLI,O,O,X,O,X,X,X,X
JOTZILS,O,O,X,X,X,X,X,X
JOTZISL,O,O,X,X,X,X,X,X
JOTZLIS,O,O,X,X,X,X,X,X
JOTZLSI,O,O,X,O,X,X,X,X
JOTZSIL,O,O,X,O,X,X,X,X
JOTZSLI,O,O,X,O,X,X,X,X
JOITLSZ,O,O,X,X,X,X,X,X
JOITLZS,O,O,X,X,X,O,X,X
JOITSLZ,O,O,X,O,X,X,X,X
JOITSZL,O,O,X,O,X,X,X,X
JOITZLS,O,O,X,X,X,O,X,X
JOITZSL,O,O,X,X,X,X,X,X
JOILTSZ,O,O,X,X,X,X,X,X
JOILTZS,O,O,X,X,X,O,X,X
JOILSTZ,O,O,X,O,X,X,X,X
JOILSZT,O,O,X,X,X,X,X,X
JOILZTS,O,O,X,X,X,O,X,X
JOILZST,O,O,O,X,X,X,X,X
JOISTLZ,O,O,X,O,X,X,X,X
JOISTZL,O,O,X,O,X,X,X,X
JOISLTZ,O,O,X,O,X,X,X,X
JOISLZT,O,O,X,X,X,X,X,X
JOISZTL,O,O,X,O,X,X,X,X
JOISZLT,O,O,X,X,X,X,X,X
JOIZTLS,O,O,X,X,X,O,X,X
JOIZTSL,O,O,X,X,X,X,X,X
JOIZLTS,O,O,X,X,X,O,X,X
JOIZLST,O,O,O,X,X,X,X,X
JOIZSTL,O,O,O,O,X,X,X,X
JOIZSLT,O,O,O,X,X,X,X,X
JOLTISZ,O,O,X,X,X,X,X,X
JOLTIZS,O,O,X,X,X,O,X,X
JOLTSIZ,O,O,X,X,X,X,X,X
JOLTSZI,O,O,X,X,X,X,X,X
JOLTZIS,O,O,X,X,X,X,X,X
JOLTZSI,O,O,X,X,X,X,X,X
JOLITSZ,O,O,X,X,X,X,X,X
JOLITZS,O,O,X,X,X,O,X,X
JOLISTZ,O,O,X,O,X,X,X,X
JOLISZT,O,O,X,X,X,X,X,X
JOLIZTS,O,O,X,X,X,O,X,X
JOLIZST,O,O,O,X,X,X,X,X
JOLSTIZ,O,O,X,O,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,X
JOLSITZ,O,O,X,O,X,X,X,X
JOLSIZT,O,O,X,X,X,X,X,X
JOLSZTI,O,O,X,X,X,X,O,X
JOLSZIT,O,O,X,X,X,X,X,X
JOLZTIS,O,O,X,X,X,X,X,X
JOLZTSI,O,O,X,X,X,X,X,X
JOLZITS,O,O,X,X,X,X,X,X
JOLZIST,O,O,O,X,X,X,X,X
JOLZSTI,O,O,O,X,X,X,X,X
JOLZSIT,O,O,O,X,X,X,X,X
JOSTILZ,O,O,X,O,X,X,X,X
JOSTIZL,O,O,X,O,X,X,X,X
JOSTLIZ,O,O,X,O,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,X
JOSTZIL,O,O,X,O,X,X,X,X
JOSTZLI,O,O,X,O,X,X,X,X
JOSITLZ,O,O,X,O,X,X,X,X
JOSITZL,O,O,X,O,X,X,X,X
JOSILTZ,O,O,X,O,X,X,X,X
JOSILZT,O,O,X,X,X,X,X,X
JOSIZTL,O,O,X,O,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X
JOSLTIZ,O,O,X,O,X,X,X,X
JOSLTZI,O,O,X,O,X,X,X,X
JOSLITZ,O,O,X,O,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X
JOSLZTI,O,O,X,X,X,X,O,X
JOSLZIT,O,O,X,X,X,X,X,X
JOSZTIL,O,O,X,O,X,X,O,X
JOSZTLI,O,O,X,O,X,X,O,X
JOSZITL,O,O,X,O,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X
JOSZLTI,O,O,X,X,X,X,O,X
JOSZLIT,O,O,X,X,X,X,X,X
JOZTILS,O,O,X,X,X,X,X,X
JOZTISL,O,O,X,X,X,X,X,X
JOZTLIS,O,O,X,X,X,X,X,X
JOZTLSI,O,O,X,X,X,X,X,X
JOZTSIL,O,O,X,X,X,X,X,X
JOZTSLI,O,O,X,X,X,X,X,X
JOZITLS,O,O,X,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,X,X
JOZILTS,O,O,X,X,X,X,X,X
JOZILST,O,O,O,X,X,X,X,X
JOZISTL,O,O,O,O,X,X,X,X
JOZISLT,O,O,O,X,X,X,X,X
JOZLTIS,O,O,X,X,X,X,X,X
JOZLTSI,O,O,X,X,X,X,X,X
JOZLITS,O,O,X,X,X,X,X,X
JOZLIST,O,O,O,X,X,X,X,X
JOZLSTI,O,O,O,X,X,X,X,X
JOZLSIT,O,O,O,X,X,X,X,X
JOZSTIL,O,O,O,O,X,X,X,X
JOZSTLI,O,O,O,O,X,X,X,X
JOZSITL,O,O,O,O,X,X,X,X
JOZSILT,O,O,O,X,X,X,X,X
JOZSLTI,O,O,O,X,X,X,X,X
JOZSLIT,O,O,O,X,X,X,X,X
STILJZO,O,O,O,X,O,O,X,X
STILJOZ,O,O,X,X,X,X,X,X
STILZJO,O,O,O,O,O,O,X,X
STILZOJ,O,O,O,O,O,X,X,X
STILOJZ,O,X,X,X,X,X,X,X
STILOZJ,O,O,O,X,O,X,X,X
STIJLZO,O,O,O,O,O,O,X,X
STIJLOZ,O,O,X,X,X,X,X,X
STIJZLO,O,O,O,O,O,O,X,X
STIJZOL,O,O,O,O,X,X,X,X
STIJOLZ,O,O,X,X,X,X,X,X
STIJOZL,O,O,X,O,X,X,X,X
STIZLJO,O,O,O,O,O,O,X,X
STIZLOJ,O,O,O,O,O,X,X,X
STIZJLO,O,X,O,O,O,O,X,X
STIZJOL,X,X,O,O,X,X,X,X
STIZOLJ,O,X,O,O,O,X,X,X
STIZOJL,X,X,O,X,X,X,X,X
STIOLJZ,O,X,X,X,X,X,X,X
STIOLZJ,O,O,O,O,O,X,X,X
STIOJLZ,O,X,X,X,X,X,X,X
STIOJZL,O,X,X,O,X,X,X,X
STIOZLJ,O,O,O,O,O,X,X,X
STIOZJL,O,X,O,O,X,X,X,X
STLIJZO,O,O,O,X,O,O,X,X
STLIJOZ,O,O,X,X,X,X,X,X
STLIZJO,O,O,O,O,O,O,X,X
STLIZOJ,O,O,O,O,O,X,X,X
STLIOJZ,O,X,X,X,X,X,X,X
STLIOZJ,O,O,O,X,O,X,X,X
STLJIZO,O,O,O,O,O,O,X,X
STLJIOZ,O,O,X,X,X,X,X,X
STLJZIO,O,O,X,O,O,X,O,X
STLJZOI,O,O,X,O,X,X,O,X
STLJOIZ,O,O,X,X,X,X,X,X
STLJOZI,O,O,X,X,X,X,X,X
STLZIJO,O,O,O,O,O,X,O,X
STLZIOJ,O,O,O,O,O,X,O,X
STLZJIO,O,X,X,O,O,X,O,X
STLZJOI,O,X,X,O,X,X,O,X
STLZOIJ,O,X,X,O,O,X,O,O
STLZOJI,X,X,X,O,X,X,O,O
STLOIJZ,O,X,X,X,X,X,X,X
STLOIZJ,O,O,O,X,O,X,X,X
STLOJIZ,O,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,X,X,X,X
STLOZIJ,O,O,X,X,O,X,X,X
STLOZJI,O,X,X,X,X,X,X,X
STJILZO,O,O,O,O,O,O,X,X
STJILOZ,O,O,X,X,X,X,X,X
STJIZLO,O,O,O,O,O,O,X,X
STJIZOL,O,O,O,O,X,X,X,X
STJIOLZ,O,O,X,O,X,X,X,X
STJIOZL,O,O,X,O,X,X,X,X
STJLIZO,O,O,O,O,O,O,X,X
STJLIOZ,O,O,X,X,X,X,X,X
STJLZIO,O,O,X,O,O,X,O,X
STJLZOI,O,O,X,O,X,X,O,X
STJLOIZ,O,O,X,X,X,X,X,X
STJLOZI,O,O,X,X,X,X,X,X
STJZILO,O,O,X,O,O,X,O,X
STJZIOL,O,O,X,O,X,X,O,X
STJZLIO,O,O,X,O,O,X,O,X
STJZLOI,O,O,X,O,X,X,O,X
STJZOIL,O,O,X,O,X,X,O,X
STJZOLI,O,O,X,O,X,X,O,X
STJOILZ,O,O,X,O,X,X,X,X
STJOIZL,O,O,X,O,X,X,X,X
STJOLIZ,O,O,X,O,X,X,X,X
STJOLZI,O,O,X,O,X,X,X,X
STJOZIL,O,O,X,O,X,X,X,X
STJOZLI,O,O,X,O,X,X,X,X
STZILJO,O,O,O,O,O,X,O,X
STZILOJ,O,O,O,O,O,X,O,X
STZIJLO,O,X,O,O,O,X,O,X
STZIJOL,X,X,O,O,X,X,O,X
STZIOLJ,O,X,O,O,O,X,O,X
STZIOJL,X,X,O,X,X,X,O,X
STZLIJO,O,O,O,O,O,X,O,X
STZLIOJ,O,O,O,O,O,X,O,X
STZLJIO,O,X,X,O,O,X,O,X
STZLJOI,O,X,X,O,X,X,O,X
STZLOIJ,O,X,X,O,O,X,O,O
STZLOJI,X,X,X,O,X,X,O,O
STZJILO,O,X,X,O,O,X,O,X
STZJIOL,O,X,X,O,X,X,O,X
STZJLIO,O,X,X,O,O,X,O,X
STZJLOI,O,X,X,O,X,X,O,X
STZJOIL,O,X,X,O,X,X,O,X
STZJOLI,O,X,X,O,X,X,O,X
STZOILJ,O,X,X,O,O,X,O,O
STZOIJL,X,X,X,X,X,X,O,X
STZOLIJ,O,X,X,O,O,X,O,O
STZOLJI,X,X,X,O,X,X,O,O
STZOJIL,X,X,X,O,X,X,O,X
STZOJLI,X,X,X,O,X,X,O,X
STOILJZ,O,X,X,X,X,X,X,X
STOILZJ,O,O,O,O,O,X,X,X
STOIJLZ,O,X,X,O,X,X,X,X
STOIJZL,O,X,X,O,X,X,X,X
STOIZLJ,O,O,O,O,O,X,X,X
STOIZJL,O,X,O,O,X,X,X,X
STOLIJZ,O,X,X,X,X,X,X,X
STOLIZJ,O,O,O,O,O,X,X,X
STOLJIZ,O,X,X,O,X,X,X,X
STOLJZI,O,X,X,O,X,X,X,X
STOLZIJ,O,O,X,O,O,X,X,X
STOLZJI,O,X,X,O,X,X,X,X
STOJILZ,O,X,X,O,X,X,X,X
STOJIZL,O,X,X,O,X,X,X,X
STOJLIZ,O,X,X,O,X,X,X,X
STOJLZI,O,X,X,O,X,X,X,X
STOJZIL,O,X,X,O,X,X,X,X
STOJZLI,O,X,X,O,X,X,X,X
STOZILJ,O,O,X,O,O,X,X,X
STOZIJL,O,X,X,O,X,X,X,X
STOZLIJ,O,O,X,O,O,X,X,X
STOZLJI,O,X,X,O,X,X,X,X
STOZJIL,O,X,X,O,X,X,X,X
STOZJLI,O,X,X,O,X,X,X,X
SITLJZO,O,O,O,X,O,O,X,X
SITLJOZ,O,O,X,X,X,X,X,X
SITLZJO,O,O,O,O,O,O,X,X
SITLZOJ,O,O,O,O,O,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X
SITLOZJ,O,O,O,X,O,X,X,X
SITJLZO,O,O,O,O,O,O,X,X
SITJLOZ,O,O,X,X,X,X,X,X
SITJZLO,O,O,O,O,O,O,X,X
SITJZOL,O,O,O,O,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X,X
SITJOZL,O,O,X,O,X,X,X,X
SITZLJO,O,O,O,O,O,O,X,X
SITZLOJ,O,O,O,O,O,X,X,X
SITZJLO,O,X,O,O,O,O,X,X
SITZJOL,X,X,O,O,X,X,X,X
SITZOLJ,O,X,O,O,O,X,X,X
SITZOJL,X,X,O,X,X,X,X,X
SITOLJZ,O,X,X,X,X,X,X,X
SITOLZJ,O,O,O,O,O,X,X,X
SITOJLZ,O,X,X,X,X,X,X,X
SITOJZL,O,X,X,O,X,X,X,X
SITOZLJ,O,O,O,O,O,X,X,X
SITOZJL,O,X,O,O,X,X,X,X
SILTJZO,O,O,O,X,O,O,X,X
SILTJOZ,O,O,X,X,X,X,X,X
SILTZJO,O,O,O,O,O,O,X,X
SILTZOJ,O,O,O,O,O,X,X,X
SILTOJZ,O,X,X,X,X,X,X,X
SILTOZJ,O,O,O,X,O,X,X,X
SILJTZO,O,O,O,X,O,O,X,X
SILJTOZ,O,O,X,X,X,X,X,X
SILJZTO,O,O,O,X,O,O,O,X
SILJZOT,O,O,O,X,X,X,X,X
SILJOTZ,O,O,X,X,X,X,X,X
SILJOZT,O,O,X,X,X,X,X,X
SILZTJO,O,O,O,X,O,O,O,X
SILZTOJ,O,O,O,X,O,X,O,X
SILZJTO,O,O,O,X,O,O,O,X
SILZJOT,O,O,O,X,X,X,X,X
SILZOTJ,O,O,O,X,O,X,X,O
SILZOJT,O,O,O,X,X,X,X,O
SILOTJZ,O,O,X,X,X,X,X,X
SILOTZJ,O,O,O,O,O,X,X,X
SILOJTZ,O,O,X,X,X,X,X,X
SILOJZT,O,O,X,X,X,X,X,X
SILOZTJ,O,O,O,X,O,X,X,X
SILOZJT,O,O,O,X,X,X,X,X
SIJTLZO,O,O,O,O,O,O,X,X
SIJTLOZ,O,O,X,X,X,X,X,X
SIJTZLO,O,O,O,O,O,O,X,X
SIJTZOL,O,O,O,O,X,X,X,X
SIJTOLZ,O,O,X,O,X,X,X,X
SIJTOZL,O,O,X,O,X,X,X,X
SIJLTZO,O,O,O,O,O,O,X,X
SIJLTOZ,O,O,X,X,X,X,X,X
SIJLZTO,O,O,O,X,O,O,O,X
SIJLZOT,O,O,O,X,X,X,X,X
SIJLOTZ,O,O,X,O,X,X,X,X
SIJLOZT,O,O,X,X,X,X,X,X
SIJZTLO,O,O,O,O,O,O,O,X
SIJZTOL,O,O,O,O,X,X,O,X
SIJZLTO,O,O,O,X,O,O,O,X
SIJZLOT,O,O,O,X,X,X,X,X
SIJZOTL,O,O,O,O,X,X,X,X
SIJZOLT,O,O,O,X,X,X,X,X
SIJOTLZ,O,O,X,O,X,X,X,X
SIJOTZL,O,O,X,O,X,X,X,X
SIJOLTZ,O,O,X,O,X,X,X,X
SIJOLZT,O,O,X,X,X,X,X,X
SIJOZTL,O,O,X,O,X,X,X,X
SIJOZLT,O,O,X,X,X,X,X,X
SIZTLJO,O,O,O,O,O,O,O,X
SIZTLOJ,O,O,O,O,O,X,O,X
SIZTJLO,O,X,O,O,O,O,O,X
SIZTJOL,X,X,O,X,X,X,O,X
SIZTOLJ,O,X,O,O,O,X,O,X
SIZTOJL,X,X,O,X,X,X,O,X
SIZLTJO,O,O,O,X,O,O,O,X
SIZLTOJ,O,O,O,X,O,X,O,X
SIZLJTO,O,O,O,X,O,O,O,X
SIZLJOT,O,O,O,X,X,X,X,X
SIZLOTJ,O,O,O,X,O,X,X,O
SIZLOJT,O,O,O,X,X,X,X,O
SIZJTLO,O,O,O,X,O,O,O,X
SIZJTOL,O,O,O,X,X,X,O,X
SIZJLTO,O,O,O,X,O,O,O,X
SIZJLOT,O,O,O,X,X,X,X,X
SIZJOTL,O,O,O,X,X,X,X,X
SIZJOLT,O,O,O,X,X,X,X,X
SIZOTLJ,O,O,O,O,O,X,X,O
SIZOTJL,O,O,O,O,X,X,X,X
SIZOLTJ,O,O,O,X,O,X,X,O
SIZOLJT,O,O,O,X,X,X,X,O
SIZOJTL,O,O,O,X,X,X,X,X
SIZOJLT,O,O,O,X,X,X,X,O
SIOTLJZ,O,O,X,X,X,X,X,X
SIOTLZJ,O,O,O,O,O,X,X,X
SIOTJLZ,O,O,X,O,X,X,X,X
SIOTJZL,O,O,X,O,X,X,X,X
SIOTZLJ,O,O,O,O,O,X,X,X
SIOTZJL,O,O,O,O,X,X,X,X
SIOLTJZ,O,O,X,X,X,X,X,X
SIOLTZJ,O,O,O,O,O,X,X,X
SIOLJTZ,O,O,X,X,X,X,X,X
SIOLJZT,O,O,X,X,X,X,X,X
SIOLZTJ,O,O,O,X,O,X,X,X
SIOLZJT,O,O,O,X,X,X,X,X
SIOJTLZ,O,O,X,O,X,X,X,X
SIOJTZL,O,O,X,O,X,X,X,X
SIOJLTZ,O,O,X,O,X,X,X,X
SIOJLZT,O,O,X,X,X,X,X,X
SIOJZTL,O,O,X,O,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X
SIOZTLJ,O,O,O,O,O,X,X,X
SIOZTJL,O,O,O,O,X,X,X,X
SIOZLTJ,O,O,O,X,O,X,X,X
SIOZLJT,O,O,O,X,X,X,X,X
SIOZJTL,O,O,O,X,X,X,X,X
SIOZJLT,O,O,O,X,X,X,X,X
SLTIJZO,O,O,O,X,O,O,X,X
SLTIJOZ,O,O,X,X,X,X,X,X
SLTIZJO,O,O,O,O,O,O,X,X
SLTIZOJ,O,O,O,O,O,X,X,X
SLTIOJZ,O,X,X,X,X,X,X,X
SLTIOZJ,O,O,O,X,O,X,X,X
SLTJIZO,O,O,O,O,O,O,X,X
SLTJIOZ,O,O,X,X,X,X,X,X
SLTJZIO,O,O,X,O,O,X,O,X
SLTJZOI,O,O,X,O,X,X,O,X
SLTJOIZ,O,O,X,X,X,X,X,X
SLTJOZI,O,O,X,X,X,X,X,X
SLTZIJO,O,O,O,O,O,X,O,X
SLTZIOJ,O,O,O,O,O,X,O,X
SLTZJIO,O,X,X,O,O,X,O,X
SLTZJOI,O,X,X,O,X,X,O,X
SLTZOIJ,O,X,X,O,O,X,O,O
SLTZOJI,X,X,X,O,X,X,O,O
SLTOIJZ,O,X,X,X,X,X,X,X
SLTOIZJ,O,O,O,X,O,X,X,X
SLTOJIZ,O,X,X,X,X,X,X,X
SLTOJZI,O,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,O,X,X,X
SLTOZJI,O,X,X,X,X,X,X,X
SLITJZO,O,O,O,X,O,O,X,X
SLITJOZ,O,O,X,X,X,X,X,X
SLITZJO,O,O,O,O,O,O,X,X
SLITZOJ,O,O,O,O,O,X,X,X
SLITOJZ,O,X,X,X,X,X,X,X
SLITOZJ,O,O,O,X,O,X,X,X
SLIJTZO,O,O,O,X,O,O,X,X
SLIJTOZ,O,O,X,X,X,X,X,X
SLIJZTO,O,O,O,X,O,O,O,X
SLIJZOT,O,O,O,X,X,X,X,X
SLIJOTZ,O,O,X,X,X,X,X,X
SLIJOZT,O,O,X,X,X,X,X,X
SLIZTJO,O,O,O,X,O,O,O,X
SLIZTOJ,O,O,O,X,O,X,O,X
SLIZJTO,O,O,O,X,O,O,O,X
SLIZJOT,O,O,O,X,X,X,X,X
SLIZOTJ,O,O,O,X,O,X,X,O
SLIZOJT,O,O,O,X,X,X,X,O
SLIOTJZ,O,O,X,X,X,X,X,X
SLIOTZJ,O,O,O,O,O,X,X,X
SLIOJTZ,O,O,X,X,X,X,X,X
SLIOJZT,O,O,X,X,X,X,X,X
SLIOZTJ,O,O,O,X,O,X,X,X
SLIOZJT,O,O,O,X,X,X,X,X
SLJTIZO,O,O,O,O,O,O,X,X
SLJTIOZ,O,O,X,X,X,X,X,X
SLJTZIO,O,O,X,O,O,X,O,X
SLJTZOI,O,O,X,O,X,X,O,X
SLJTOIZ,O,O,X,X,X,X,X,X
SLJTOZI,O,O,X,X,X,X,X,X
SLJITZO,O,O,O,O,O,O,X,X
SLJITOZ,O,O,X,X,X,X,X,X
SLJIZTO,O,O,O,X,O,O,O,X
SLJIZOT,O,O,O,X,X,X,X,X
SLJIOTZ,O,O,X,O,X,X,X,X
SLJIOZT,O,O,X,X,X,X,X,X
SLJZTIO,O,O,O,X,O,X,O,X
SLJZTOI,O,O,O,X,X,X,O,X
SLJZITO,O,O,O,X,O,X,O,X
SLJZIOT,O,O,O,X,X,X,X,X
SLJZOTI,O,O,O,X,X,X,O,O
SLJZOIT,O,O,O,X,X,X,X,O
SLJOTIZ,O,O,X,O,X,X,X,X
SLJOTZI,O,O,X,O,X,X,X,X
SLJOITZ,O,O,X,O,X,X,X,X
SLJOIZT,O,O,X,X,X,X,X,X
SLJOZTI,O,O,X,X,X,X,O,X
SLJOZIT,O,O,X,X,X,X,X,X
SLZTIJO,O,O,O,X,O,X,O,X
SLZTIOJ,O,O,O,X,O,X,O,X
SLZTJIO,O,X,O,X,O,X,O,X
SLZTJOI,O,X,O,X,X,X,O,X
SLZTOIJ,O,X,O,X,O,X,O,O
SLZTOJI,X,X,O,X,X,X,O,O
SLZITJO,O,O,O,X,O,X,O,X
SLZITOJ,O,O,O,X,O,X,O,X
SLZIJTO,O,O,O,X,O,X,O,X
SLZIJOT,O,O,O,X,X,X,X,X
SLZIOTJ,O,O,O,X,O,X,X,O
SLZIOJT,O,O,O,X,X,X,X,O
SLZJTIO,O,O,O,X,O,X,O,X
SLZJTOI,O,O,O,X,X,X,O,X
SLZJITO,O,O,O,X,O,X,O,X
SLZJIOT,O,O,O,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,O,O
SLZJOIT,O,O,O,X,X,X,X,O
SLZOTIJ,O,O,O,X,O,X,O,O
SLZOTJI,O,O,O,X,X,X,O,O
SLZOITJ,O,O,O,X,O,X,X,O
SLZOIJT,O,O,O,X,X,X,X,O
SLZOJTI,O,O,O,X,X,X,O,O
SLZOJIT,O,O,O,X,X,X,X,O
SLOTIJZ,O,O,X,X,X,X,X,X
SLOTIZJ,O,O,O,O,O,X,X,X
SLOTJIZ,O,O,X,O,X,X,X,X
SLOTJZI,O,O,X,O,X,X,X,X
SLOTZIJ,O,O,X,O,O,X,X,X
SLOTZJI,O,O,X,O,X,X,X,X
SLOITJZ,O,O,X,X,X,X,X,X
SLOITZJ,O,O,O,O,O,X,X,X
SLOIJTZ,O,O,X,X,X,X,X,X
SLOIJZT,O,O,X,X,X,X,X,X
SLOIZTJ,O,O,O,X,O,X,X,X
SLOIZJT,O,O,O,X,X,X,X,X
SLOJTIZ,O,O,X,O,X,X,X,X
SLOJTZI,O,O,X,O,X,X,X,X
SLOJITZ,O,O,X,O,X,X,X,X
SLOJIZT,O,O,X,X,X,X,X,X
SLOJZTI,O,O,X,X,X,X,O,X
SLOJZIT,O,O,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,O,X,O,O
SLOZTJI,O,O,X,X,X,X,O,O
SLOZITJ,O,O,X,X,O,X,X,O
SLOZIJT,O,O,X,X,X,X,X,O
SLOZJTI,O,O,X,X,X,X,O,O
SLOZJIT,O,O,X,X,X,X,X,O
SJTILZO,O,O,O,O,O,O,X,X
SJTILOZ,O,O,X,X,X,X,X,X
SJTIZLO,O,O,O,O,O,O,X,X
SJTIZOL,O,O,O,O,X,X,X,X
SJTIOLZ,O,O,X,O,X,X,X,X
SJTIOZL,O,O,X,O,X,X,X,X
SJTLIZO,O,O,O,O,O,O,X,X
SJTLIOZ,O,O,X,X,X,X,X,X
SJTLZIO,O,O,X,O,O,X,O,X
SJTLZOI,O,O,X,O,X,X,O,X
SJTLOIZ,O,O,X,X,X,X,X,X
SJTLOZI,O,O,X,X,X,X,X,X
SJTZILO,O,O,X,O,O,X,O,X
SJTZIOL,O,O,X,O,X,X,O,X
SJTZLIO,O,O,X,O,O,X,O,X
SJTZLOI,O,O,X,O,X,X,O,X
SJTZOIL,O,O,X,O,X,X,O,X
SJTZOLI,O,O,X,O,X,X,O,X
SJTOILZ,O,O,X,O,X,X,X,X
SJTOIZL,O,O,X,O,X,X,X,X
SJTOLIZ,O,O,X,O,X,X,X,X
SJTOLZI,O,O,X,O,X,X,X,X
SJTOZIL,O,O,X,O,X,X,X,X
SJTOZLI,O,O,X,O,X,X,X,X
SJITLZO,O,O,O,O,O,O,X,X
SJITLOZ,O,O,X,X,X,X,X,X
SJITZLO,O,O,O,O,O,O,X,X
SJITZOL,O,O,O,O,X,X,X,X
SJITOLZ,O,O,X,O,X,X,X,X
SJITOZL,O,O,X,O,X,X,X,X
SJILTZO,O,O,O,O,O,O,X,X
SJILTOZ,O,O,X,X,X,X,X,X
SJILZTO,O,O,O,X,O,O,O,X
SJILZOT,O,O,O,X,X,X,X,X
SJILOTZ,O,O,X,O,X,X,X,X
SJILOZT,O,O,X,X,X,X,X,X
SJIZTLO,O,O,O,O,O,O,O,X
SJIZTOL,O,O,O,O,X,X,O,X
SJIZLTO,O,O,O,X,O,O,O,X
SJIZLOT,O,O,O,X,X,X,X,X
SJIZOTL,O,O,O,O,X,X,X,X
SJIZOLT,O,O,O,X,X,X,X,X
SJIOTLZ,O,O,X,O,X,X,X,X
SJIOTZL,O,O,X,O,X,X,X,X
SJIOLTZ,O,O,X,O,X,X,X,X
SJIOLZT,O,O,X,X,X,X,X,X
SJIOZTL,O,O,X,O,X,X,X,X
SJIOZLT,O,O,X,X,X,X,X,X
SJLTIZO,O,O,O,O,O,O,X,X
SJLTIOZ,O,O,X,X,X,X,X,X
SJLTZIO,O,O,X,O,O,X,O,X
SJLTZOI,O,O,X,O,X,X,O,X
SJLTOIZ,O,O,X,X,X,X,X,X
SJLTOZI,O,O,X,X,X,X,X,X
SJLITZO,O,O,O,O,O,O,X,X
SJLITOZ,O,O,X,X,X,X,X,X
SJLIZTO,O,O,O,X,O,O,O,X
SJLIZOT,O,O,O,X,X,X,X,X
SJLIOTZ,O,O,X,O,X,X,X,X
SJLIOZT,O,O,X,X,X,X,X,X
SJLZTIO,O,O,O,X,O,X,O,X
SJLZTOI,O,O,O,X,X,X,O,X
SJLZITO,O,O,O,X,O,X,O,X
SJLZIOT,O,O,O,X,X,X,X,X
SJLZOTI,O,O,O,X,X,X,O,O
SJLZOIT,O,O,O,X,X,X,X,O
SJLOTIZ,O,O,X,O,X,X,X,X
SJLOTZI,O,O,X,O,X,X,X,X
SJLOITZ,O,O,X,O,X,X,X,X
SJLOIZT,O,O,X,X,X,X,X,X
SJLOZTI,O,O,X,X,X,X,O,X
SJLOZIT,O,O,X,X,X,X,X,X
SJZTILO,O,O,O,O,O,X,O,X
SJZTIOL,O,O,O,O,X,X,O,X
SJZTLIO,O,O,O,O,O,X,O,X
SJZTLOI,O,O,O,O,X,X,O,X
SJZTOIL,O,O,O,O,X,X,O,X
SJZTOLI,O,O,O,O,X,X,O,X
SJZITLO,O,O,O,O,O,X,O,X
SJZITOL,O,O,O,O,X,X,O,X
SJZILTO,O,O,O,X,O,X,O,X
SJZILOT,O,O,O,X,X,X,X,X
SJZIOTL,O,O,O,O,X,X,X,X
SJZIOLT,O,O,O,X,X,X,X,X
SJZLTIO,O,O,O,X,O,X,O,X
SJZLTOI,O,O,O,X,X,X,O,X
SJZLITO,O,O,O,X,O,X,O,X
SJZLIOT,O,O,O,X,X,X,X,X
SJZLOTI,O,O,O,X,X,X,O,O
SJZLOIT,O,O,O,X,X,X,X,O
SJZOTIL,O,O,O,O,X,X,O,X
