sequence,v115@GhA8AeA8GeA8AeD8DeA8AeB8EeB8JeZEJvhFFgBXhB?TiBeoBUsBSwB,v115@GhA8AeA8GeA8AeD8DeA8AeB8EeB8JeZEJvhFUgBFhB?enBziB3sBSwB,v115@GhA8AeA8GeA8AeD8DeA8AeB8EeB8JeZEJvhFFgB/mB?UiBaoBTsBWwB,v115@GhA8AeA8GeA8AeD8DeA8AeB8EeB8JeZEJvhFFgBiiB?znBUsBGrBXrB,v115@GhA8AeA8GeA8AeD8DeA8AeB8EeB8JeZEJvhFFgBaoB?zmB+sB8qB3rB,v115@GhA8AeA8GeA8AeD8DeA8AeB8EeB8JeZEJvhFFgBzhB?aoB+sB3rB8qB
OJIZSLT,O,X,X,O,X,X
OJLTISZ,X,X,O,X,O,X
OJLTIZS,X,X,X,X,O,X
OJLTSIZ,X,X,O,X,O,X
OJLTSZI,X,X,O,X,X,X
OJLTZIS,X,X,X,X,O,X
OJLTZSI,X,X,X,X,X,X
OJLITSZ,X,X,O,X,O,X
OJLITZS,X,X,X,X,O,X
OJLISTZ,X,X,O,X,O,O
OJLISZT,X,X,O,X,O,O
OJLIZTS,X,X,X,X,O,X
OJLIZST,X,X,X,X,O,X
OJLSTIZ,X,X,O,X,O,O
OJLSTZI,X,X,O,X,X,X
OJLSITZ,X,X,O,X,O,O
OJLSIZT,X,X,O,X,O,O
OJLSZTI,X,X,O,X,X,X
OJLSZIT,X,X,O,X,X,O
OJLZTIS,X,X,X,X,O,X
OJLZTSI,X,X,X,X,X,X
OJLZITS,X,X,X,X,O,X
OJLZIST,X,X,X,X,O,X
OJLZSTI,X,X,X,X,X,X
OJLZSIT,X,X,X,X,X,X
OJSTILZ,X,X,O,X,O,O
OJSTIZL,O,X,O,X,X,X
OJSTLIZ,X,X,O,X,O,O
OJSTLZI,X,X,O,X,X,X
OJSTZIL,O,X,O,X,X,X
OJSTZLI,O,X,O,X,X,X
OJSITLZ,X,X,O,X,O,O
OJSITZL,O,X,O,X,X,X
OJSILTZ,X,X,O,X,O,O
OJSILZT,X,X,O,X,O,O
OJSIZTL,O,X,O,X,X,X
OJSIZLT,O,X,O,X,X,O
OJSLTIZ,X,X,O,X,O,O
OJSLTZI,X,X,O,X,X,X
OJSLITZ,X,X,O,X,O,O
OJSLIZT,X,X,O,X,O,O
OJSLZTI,X,X,O,X,X,X
OJSLZIT,X,X,O,X,X,O
OJSZTIL,O,X,O,X,X,X
OJSZTLI,O,X,O,X,X,X
OJSZITL,O,X,O,X,X,X
OJSZILT,O,X,O,X,X,O
OJSZLTI,O,X,O,X,X,X
OJSZLIT,O,X,O,X,X,O
OJZTILS,O,X,X,O,O,X
OJZTISL,O,X,X,O,X,X
OJZTLIS,O,X,X,O,O,X
OJZTLSI,O,X,X,X,X,X
OJZTSIL,O,X,X,X,X,X
OJZTSLI,O,X,X,X,X,X
OJZITLS,O,X,X,O,O,X
OJZITSL,O,X,X,O,X,X
OJZILTS,O,X,X,O,O,X
OJZILST,O,X,X,O,O,X
OJZISTL,O,X,X,O,X,X
OJZISLT,O,X,X,O,X,X
OJZLTIS,O,X,X,O,O,X
OJZLTSI,O,X,X,X,X,X
OJZLITS,O,X,X,O,O,X
OJZLIST,O,X,X,O,O,X
OJZLSTI,O,X,X,X,X,X
OJZLSIT,O,X,X,X,X,X
OJZSTIL,O,X,X,X,X,X
OJZSTLI,O,X,X,X,X,X
OJZSITL,O,X,X,X,X,X
OJZSILT,O,X,X,X,X,X
OJZSLTI,O,X,X,X,X,X
OJZSLIT,O,X,X,X,X,X
OSTILJZ,X,O,O,X,X,X
OSTILZJ,X,O,O,X,X,X
OSTIJLZ,X,O,O,X,X,O
OSTIJZL,O,O,O,X,X,X
OSTIZLJ,X,O,O,O,X,X
OSTIZJL,O,O,O,O,X,X
OSTLIJZ,X,O,O,X,X,X
OSTLIZJ,X,O,O,X,X,X
OSTLJIZ,X,O,O,X,X,X
OSTLJZI,X,O,O,X,X,X
OSTLZIJ,X,O,O,X,X,X
OSTLZJI,X,O,O,X,X,X
OSTJILZ,X,O,O,X,X,O
OSTJIZL,O,O,O,X,X,X
OSTJLIZ,X,O,O,X,X,O
OSTJLZI,X,O,O,X,X,X
OSTJZIL,O,O,O,X,X,X
OSTJZLI,O,O,O,X,X,X
OSTZILJ,X,O,O,O,X,X
OSTZIJL,O,O,O,O,X,X
OSTZLIJ,X,O,O,O,X,X
OSTZLJI,X,O,O,X,X,X
OSTZJIL,O,O,O,X,X,X
OSTZJLI,O,O,O,X,X,X
OSITLJZ,X,O,O,X,X,X
OSITLZJ,X,O,O,X,X,X
OSITJLZ,X,O,O,X,X,O
OSITJZL,O,O,O,X,X,X
OSITZLJ,X,O,O,O,X,X
OSITZJL,O,O,O,O,X,X
OSILTJZ,X,O,O,X,X,X
OSILTZJ,X,O,O,X,X,X
OSILJTZ,X,O,O,X,X,O
OSILJZT,X,O,O,X,X,O
OSILZTJ,X,O,O,X,X,X
OSILZJT,X,O,O,X,X,X
OSIJTLZ,X,O,O,X,X,O
OSIJTZL,O,O,O,X,X,X
OSIJLTZ,X,O,O,X,X,O
OSIJLZT,X,O,O,X,X,O
OSIJZTL,O,O,O,X,X,X
OSIJZLT,O,O,O,X,X,O
OSIZTLJ,X,O,O,O,X,X
OSIZTJL,O,O,O,O,X,X
OSIZLTJ,X,O,O,O,X,X
OSIZLJT,X,O,O,O,X,X
OSIZJTL,O,O,O,O,X,X
OSIZJLT,O,O,O,O,X,O
OSLTIJZ,X,O,O,X,X,X
OSLTIZJ,X,O,O,X,X,X
OSLTJIZ,X,O,O,X,X,X
OSLTJZI,X,O,O,X,X,X
OSLTZIJ,X,O,O,X,X,X
OSLTZJI,X,O,O,X,X,X
OSLITJZ,X,O,O,X,X,X
OSLITZJ,X,O,O,X,X,X
OSLIJTZ,X,O,O,X,X,O
OSLIJZT,X,O,O,X,X,O
OSLIZTJ,X,O,O,X,X,X
OSLIZJT,X,O,O,X,X,X
OSLJTIZ,X,O,O,X,X,O
OSLJTZI,X,O,O,X,X,X
OSLJITZ,X,O,O,X,X,O
OSLJIZT,X,O,O,X,X,O
OSLJZTI,X,O,O,X,X,X
OSLJZIT,X,O,O,X,X,O
OSLZTIJ,X,O,O,X,X,X
OSLZTJI,X,O,O,X,X,X
OSLZITJ,X,O,O,X,X,X
OSLZIJT,X,O,O,X,X,X
OSLZJTI,X,O,O,X,X,X
OSLZJIT,X,O,O,X,X,X
OSJTILZ,X,O,O,X,X,O
OSJTIZL,O,O,O,X,X,X
OSJTLIZ,X,O,O,X,X,O
OSJTLZI,X,O,O,X,X,X
OSJTZIL,O,O,O,X,X,X
OSJTZLI,O,O,O,X,X,X
OSJITLZ,X,O,O,X,X,O
OSJITZL,O,O,O,X,X,X
OSJILTZ,X,O,O,X,X,O
OSJILZT,X,O,O,X,X,O
OSJIZTL,O,O,O,X,X,X
OSJIZLT,O,O,O,X,X,O
OSJLTIZ,X,O,O,X,X,O
OSJLTZI,X,O,O,X,X,X
OSJLITZ,X,O,O,X,X,O
OSJLIZT,X,O,O,X,X,O
OSJLZTI,X,O,O,X,X,X
OSJLZIT,X,O,O,X,X,O
OSJZTIL,O,O,O,X,X,X
OSJZTLI,O,O,O,X,X,X
OSJZITL,O,O,O,X,X,X
OSJZILT,O,O,O,X,X,O
OSJZLTI,O,O,O,X,X,X
OSJZLIT,O,O,O,X,X,O
OSZTILJ,X,O,O,O,X,X
OSZTIJL,O,O,O,O,X,X
OSZTLIJ,X,O,O,O,X,X
OSZTLJI,X,O,O,X,X,X
OSZTJIL,O,O,O,X,X,X
OSZTJLI,O,O,O,X,X,X
OSZITLJ,X,O,O,O,X,X
OSZITJL,O,O,O,O,X,X
OSZILTJ,X,O,O,O,X,X
OSZILJT,X,O,O,O,X,X
OSZIJTL,O,O,O,O,X,X
OSZIJLT,O,O,O,O,X,O
OSZLTIJ,X,O,O,O,X,X
OSZLTJI,X,O,O,X,X,X
OSZLITJ,X,O,O,O,X,X
OSZLIJT,X,O,O,O,X,X
OSZLJTI,X,O,O,X,X,X
OSZLJIT,X,O,O,X,X,X
OSZJTIL,O,O,O,X,X,X
OSZJTLI,O,O,O,X,X,X
OSZJITL,O,O,O,X,X,X
OSZJILT,O,O,O,X,X,O
OSZJLTI,O,O,O,X,X,X
OSZJLIT,O,O,O,X,X,O
OZTILJS,X,X,X,O,X,X
OZTILSJ,X,X,O,O,X,X
OZTIJLS,O,X,X,O,X,X
OZTIJSL,O,X,X,O,X,X
OZTISLJ,X,O,O,O,X,X
OZTISJL,O,O,O,O,X,X
OZTLIJS,X,X,X,O,X,X
OZTLISJ,X,X,O,O,X,X
OZTLJIS,X,X,X,O,X,X
OZTLJSI,X,X,X,X,X,X
OZTLSIJ,X,X,O,O,X,X
OZTLSJI,X,X,O,X,X,X
OZTJILS,O,X,X,O,X,X
OZTJISL,O,X,X,O,X,X
OZTJLIS,O,X,X,O,X,X
OZTJLSI,O,X,X,X,X,X
OZTJSIL,O,X,X,X,X,X
OZTJSLI,O,X,X,X,X,X
OZTSILJ,X,O,O,O,X,X
OZTSIJL,O,O,O,O,X,X
OZTSLIJ,X,O,O,O,X,X
OZTSLJI,X,O,O,X,X,X
OZTSJIL,O,O,O,X,X,X
OZTSJLI,O,O,O,X,X,X
OZITLJS,X,X,X,O,X,X
OZITLSJ,X,X,O,O,X,X
OZITJLS,O,X,X,O,X,X
OZITJSL,O,X,X,O,X,X
OZITSLJ,X,O,O,O,X,X
OZITSJL,O,O,O,O,X,X
OZILTJS,X,X,X,O,X,X
OZILTSJ,X,X,O,O,X,X
OZILJTS,X,X,X,O,X,X
OZILJST,X,X,X,O,X,X
OZILSTJ,X,X,O,O,X,X
OZILSJT,X,X,O,O,X,X
OZIJTLS,O,X,X,O,X,X
OZIJTSL,O,X,X,O,X,X
OZIJLTS,O,X,X,O,X,X
OZIJLST,O,X,X,O,X,X
OZIJSTL,O,X,X,O,X,X
OZIJSLT,O,X,X,O,X,X
OZISTLJ,X,O,O,O,X,X
OZISTJL,O,O,O,O,X,X
OZISLTJ,X,O,O,O,X,X
OZISLJT,X,O,O,O,X,X
OZISJTL,O,O,O,O,X,X
OZISJLT,O,O,O,O,X,X
OZLTIJS,X,X,X,O,X,X
OZLTISJ,X,X,O,O,X,X
OZLTJIS,X,X,X,O,X,X
OZLTJSI,X,X,X,X,X,X
OZLTSIJ,X,X,O,O,X,X
OZLTSJI,X,X,O,X,X,X
OZLITJS,X,X,X,O,X,X
OZLITSJ,X,X,O,O,X,X
OZLIJTS,X,X,X,O,X,X
OZLIJST,X,X,X,O,X,X
OZLISTJ,X,X,O,O,X,X
OZLISJT,X,X,O,O,X,X
OZLJTIS,X,X,X,O,X,X
OZLJTSI,X,X,X,X,X,X
OZLJITS,X,X,X,O,X,X
OZLJIST,X,X,X,O,X,X
OZLJSTI,X,X,X,X,X,X
OZLJSIT,X,X,X,X,X,X
OZLSTIJ,X,X,O,O,X,X
OZLSTJI,X,X,O,X,X,X
OZLSITJ,X,X,O,O,X,X
OZLSIJT,X,X,O,O,X,X
OZLSJTI,X,X,O,X,X,X
OZLSJIT,X,X,O,X,X,X
OZJTILS,O,X,X,O,X,X
OZJTISL,O,X,X,O,X,X
OZJTLIS,O,X,X,O,X,X
OZJTLSI,O,X,X,X,X,X
OZJTSIL,O,X,X,X,X,X
OZJTSLI,O,X,X,X,X,X
OZJITLS,O,X,X,O,X,X
OZJITSL,O,X,X,O,X,X
OZJILTS,O,X,X,O,X,X
OZJILST,O,X,X,O,X,X
OZJISTL,O,X,X,O,X,X
OZJISLT,O,X,X,O,X,X
OZJLTIS,O,X,X,O,X,X
OZJLTSI,O,X,X,X,X,X
OZJLITS,O,X,X,O,X,X
OZJLIST,O,X,X,O,X,X
OZJLSTI,O,X,X,X,X,X
OZJLSIT,O,X,X,X,X,X
OZJSTIL,O,X,X,X,X,X
OZJSTLI,O,X,X,X,X,X
OZJSITL,O,X,X,X,X,X
OZJSILT,O,X,X,X,X,X
OZJSLTI,O,X,X,X,X,X
OZJSLIT,O,X,X,X,X,X
OZSTILJ,X,O,O,O,X,X
OZSTIJL,O,O,O,O,X,X
OZSTLIJ,X,O,O,O,X,X
OZSTLJI,X,O,O,X,X,X
OZSTJIL,O,O,O,X,X,X
OZSTJLI,O,O,O,X,X,X
OZSITLJ,X,O,O,O,X,X
OZSITJL,O,O,O,O,X,X
OZSILTJ,X,O,O,O,X,X
OZSILJT,X,O,O,O,X,X
OZSIJTL,O,O,O,O,X,X
OZSIJLT,O,O,O,O,X,X
OZSLTIJ,X,O,O,O,X,X
OZSLTJI,X,O,O,X,X,X
OZSLITJ,X,O,O,O,X,X
OZSLIJT,X,O,O,O,X,X
OZSLJTI,X,O,O,X,X,X
OZSLJIT,X,O,O,X,X,X
OZSJTIL,O,O,O,X,X,X
OZSJTLI,O,O,O,X,X,X
OZSJITL,O,O,O,X,X,X
OZSJILT,O,O,O,X,X,X
OZSJLTI,O,O,O,X,X,X
OZSJLIT,O,O,O,X,X,X
