sequence,v115@RhD8FeE8BeC8Jei/IvhF8mBziB+oBRlBFmBXsB,v115@RhD8FeE8BeC8Jei/IvhFXiB8nB+oBRlBFmBzrB,v115@RhD8FeE8BeC8JeT/IvhFigBRmBGoBFnBXoB0rB,v115@RhD8FeE8BeC8JeT/IvhFxgBfoB6oBmlBFsB8rB,v115@RhD8FeE8BeC8Jei/IvhFzhBRlBFoBUmBGoBXsB,v115@RhD8FeE8BeC8JeT/IvhFXjBxlB8rBStBmlBFsB
JZSLITO,O,O,X,X,X,X
JZSLIOT,O,O,O,X,X,X
JZSLOTI,O,O,X,O,X,X
JZSLOIT,O,O,O,X,X,X
JZSOTIL,O,O,X,X,X,X
JZSOTLI,O,O,X,O,X,X
JZSOITL,O,O,X,X,X,X
JZSOILT,O,O,O,X,X,X
JZSOLTI,O,O,X,O,X,X
JZSOLIT,O,O,O,X,X,X
JZOTILS,X,O,O,X,X,X
JZOTISL,X,O,X,X,X,X
JZOTLIS,X,O,O,X,X,X
JZOTLSI,X,O,X,X,X,X
JZOTSIL,X,O,X,X,X,X
JZOTSLI,X,O,X,O,X,X
JZOITLS,X,O,O,X,X,X
JZOITSL,X,O,X,X,X,X
JZOILTS,X,O,O,X,X,X
JZOILST,O,O,O,X,X,O
JZOISTL,O,O,X,X,X,X
JZOISLT,O,O,O,X,X,X
JZOLTIS,X,O,O,X,X,X
JZOLTSI,X,O,X,X,X,X
JZOLITS,X,O,O,X,X,X
JZOLIST,O,O,O,X,X,O
JZOLSTI,O,O,X,O,X,X
JZOLSIT,O,O,O,X,X,O
JZOSTIL,O,O,X,X,X,X
JZOSTLI,O,O,X,O,X,X
JZOSITL,O,O,X,X,X,X
JZOSILT,O,O,O,X,X,X
JZOSLTI,O,O,X,O,X,X
JZOSLIT,O,O,O,X,X,X
JOTILSZ,O,X,O,X,X,X
JOTILZS,X,O,O,X,X,X
JOTISLZ,O,X,X,O,X,X
JOTISZL,O,X,X,X,X,X
JOTIZLS,X,O,X,X,X,X
JOTIZSL,X,O,X,X,X,X
JOTLISZ,O,X,O,X,X,X
JOTLIZS,X,O,O,X,X,X
JOTLSIZ,O,X,X,O,X,X
JOTLSZI,O,X,X,O,X,X
JOTLZIS,X,O,O,X,X,X
JOTLZSI,X,O,X,X,X,X
JOTSILZ,O,X,X,O,X,X
JOTSIZL,O,X,X,X,X,X
JOTSLIZ,O,X,X,O,X,X
JOTSLZI,O,X,X,O,X,X
JOTSZIL,O,X,X,X,X,X
JOTSZLI,O,X,X,O,X,X
JOTZILS,X,O,O,X,X,X
JOTZISL,X,O,X,X,X,X
JOTZLIS,X,O,O,X,X,X
JOTZLSI,X,O,X,X,X,X
JOTZSIL,X,O,X,X,X,X
JOTZSLI,X,O,X,O,X,X
JOITLSZ,O,X,O,X,X,X
JOITLZS,X,O,O,X,X,X
JOITSLZ,O,X,X,O,X,X
JOITSZL,O,X,X,X,X,X
JOITZLS,X,O,X,X,X,X
JOITZSL,X,O,X,X,X,X
JOILTSZ,O,X,O,X,X,X
JOILTZS,X,O,O,X,X,X
JOILSTZ,O,X,O,O,X,X
JOILSZT,O,O,O,X,X,X
JOILZTS,X,O,O,X,X,X
JOILZST,O,O,O,X,X,X
JOISTLZ,O,X,X,O,X,X
JOISTZL,O,X,X,X,X,X
JOISLTZ,O,X,O,O,X,X
JOISLZT,O,O,O,X,X,X
JOISZTL,O,O,X,X,X,X
JOISZLT,O,O,X,X,X,X
JOIZTLS,X,O,O,X,X,X
JOIZTSL,X,O,X,X,X,X
JOIZLTS,X,O,O,X,X,X
JOIZLST,O,O,O,X,X,O
JOIZSTL,O,O,X,X,X,X
JOIZSLT,O,O,O,X,X,X
JOLTISZ,O,X,O,X,X,X
JOLTIZS,X,O,O,X,X,X
JOLTSIZ,O,X,X,O,X,X
JOLTSZI,O,X,X,O,X,X
JOLTZIS,X,O,O,X,X,X
JOLTZSI,X,O,X,X,X,X
JOLITSZ,O,X,O,X,X,X
JOLITZS,X,O,O,X,X,X
JOLISTZ,O,X,O,O,X,X
JOLISZT,O,O,O,X,X,X
JOLIZTS,X,O,O,X,X,X
JOLIZST,O,O,O,X,X,X
JOLSTIZ,O,X,X,O,X,X
JOLSTZI,O,X,X,O,X,X
JOLSITZ,O,X,O,O,X,X
JOLSIZT,O,O,O,X,X,X
JOLSZTI,O,O,X,O,X,X
JOLSZIT,O,O,O,X,X,O
JOLZTIS,X,O,O,X,X,X
JOLZTSI,X,O,X,X,X,X
JOLZITS,X,O,O,X,X,X
JOLZIST,O,O,O,X,X,O
JOLZSTI,O,O,X,O,X,X
JOLZSIT,O,O,O,X,X,O
JOSTILZ,O,X,X,O,X,X
JOSTIZL,O,X,X,X,X,X
JOSTLIZ,O,X,X,O,X,X
JOSTLZI,O,X,X,O,X,X
JOSTZIL,O,X,X,X,X,X
JOSTZLI,O,X,X,O,X,X
JOSITLZ,O,X,X,O,X,X
JOSITZL,O,X,X,X,X,X
JOSILTZ,O,X,O,O,X,X
JOSILZT,O,O,O,X,X,X
JOSIZTL,O,O,X,X,X,X
JOSIZLT,O,O,X,X,X,X
JOSLTIZ,O,X,X,O,X,X
JOSLTZI,O,X,X,O,X,X
JOSLITZ,O,X,O,O,X,X
JOSLIZT,O,O,O,X,X,X
JOSLZTI,O,O,X,O,X,X
JOSLZIT,O,O,O,X,X,X
JOSZTIL,O,O,X,X,X,X
JOSZTLI,O,O,X,O,X,X
JOSZITL,O,O,X,X,X,X
JOSZILT,O,O,O,X,X,X
JOSZLTI,O,O,X,O,X,X
JOSZLIT,O,O,O,X,X,X
JOZTILS,X,O,O,X,X,X
JOZTISL,X,O,X,X,X,X
JOZTLIS,X,O,O,X,X,X
JOZTLSI,X,O,X,X,X,X
JOZTSIL,X,O,X,X,X,X
JOZTSLI,X,O,X,O,X,X
JOZITLS,X,O,O,X,X,X
JOZITSL,X,O,X,X,X,X
JOZILTS,X,O,O,X,X,X
JOZILST,O,O,O,X,X,O
JOZISTL,O,O,X,X,X,X
JOZISLT,O,O,O,X,X,X
JOZLTIS,X,O,O,X,X,X
JOZLTSI,X,O,X,X,X,X
JOZLITS,X,O,O,X,X,X
JOZLIST,O,O,O,X,X,O
JOZLSTI,O,O,X,O,X,X
JOZLSIT,O,O,O,X,X,O
JOZSTIL,O,O,X,X,X,X
JOZSTLI,O,O,X,O,X,X
JOZSITL,O,O,X,X,X,X
JOZSILT,O,O,O,X,X,X
JOZSLTI,O,O,X,O,X,X
JOZSLIT,O,O,O,X,X,X
STILJZO,O,X,X,O,X,X
STILJOZ,O,X,X,O,O,X
STILZJO,O,X,X,X,X,X
STILZOJ,X,X,X,X,O,X
STILOJZ,X,X,X,O,O,X
STILOZJ,X,X,X,X,O,X
STIJLZO,O,X,X,O,X,X
STIJLOZ,O,X,X,O,O,X
STIJZLO,O,X,X,X,X,X
STIJZOL,O,X,X,X,X,X
STIJOLZ,O,X,X,O,O,X
STIJOZL,O,X,X,X,X,X
STIZLJO,O,X,X,X,X,X
STIZLOJ,X,X,X,X,O,X
STIZJLO,O,X,X,X,X,X
STIZJOL,O,X,X,X,X,X
STIZOLJ,X,X,X,X,O,X
STIZOJL,X,X,X,X,X,X
STIOLJZ,X,X,X,O,O,X
STIOLZJ,X,X,X,X,O,X
STIOJLZ,X,X,X,O,O,X
STIOJZL,X,X,X,X,X,X
STIOZLJ,X,X,X,X,O,X
STIOZJL,X,X,X,X,X,X
STLIJZO,O,X,X,O,X,X
STLIJOZ,O,X,X,O,O,X
STLIZJO,O,X,X,X,X,X
STLIZOJ,X,X,X,X,O,X
STLIOJZ,X,X,X,O,O,X
STLIOZJ,X,X,X,X,O,X
STLJIZO,O,X,X,O,X,X
STLJIOZ,O,X,X,O,O,X
STLJZIO,O,X,X,O,X,X
STLJZOI,O,X,X,O,X,X
STLJOIZ,O,X,X,O,O,X
STLJOZI,O,X,X,O,X,X
STLZIJO,O,X,X,X,X,X
STLZIOJ,X,X,X,X,O,X
STLZJIO,O,X,X,O,X,X
STLZJOI,O,X,X,O,X,X
STLZOIJ,X,X,X,X,O,X
STLZOJI,X,X,X,O,X,X
STLOIJZ,X,X,X,O,O,X
STLOIZJ,X,X,X,X,O,X
STLOJIZ,X,X,X,O,O,X
STLOJZI,X,X,X,O,X,X
STLOZIJ,X,X,X,X,O,X
STLOZJI,X,X,X,O,X,X
STJILZO,O,X,X,O,X,X
STJILOZ,O,X,X,O,O,X
STJIZLO,O,X,X,X,X,X
STJIZOL,O,X,X,X,X,X
STJIOLZ,O,X,X,O,O,X
STJIOZL,O,X,X,X,X,X
STJLIZO,O,X,X,O,X,X
STJLIOZ,O,X,X,O,O,X
STJLZIO,O,X,X,O,X,X
STJLZOI,O,X,X,O,X,X
STJLOIZ,O,X,X,O,O,X
STJLOZI,O,X,X,O,X,X
STJZILO,O,X,X,X,X,X
STJZIOL,O,X,X,X,X,X
STJZLIO,O,X,X,O,X,X
STJZLOI,O,X,X,O,X,X
STJZOIL,O,X,X,X,X,X
STJZOLI,O,X,X,O,X,X
STJOILZ,O,X,X,O,O,X
STJOIZL,O,X,X,X,X,X
STJOLIZ,O,X,X,O,O,X
STJOLZI,O,X,X,O,X,X
STJOZIL,O,X,X,X,X,X
STJOZLI,O,X,X,O,X,X
STZILJO,O,X,X,X,X,X
STZILOJ,X,X,X,X,O,X
STZIJLO,O,X,X,X,X,X
STZIJOL,O,X,X,X,X,X
STZIOLJ,X,X,X,X,O,X
STZIOJL,X,X,X,X,X,X
STZLIJO,O,X,X,X,X,X
STZLIOJ,X,X,X,X,O,X
STZLJIO,O,X,X,O,X,X
STZLJOI,O,X,X,O,X,X
STZLOIJ,X,X,X,X,O,X
STZLOJI,X,X,X,O,X,X
STZJILO,O,X,X,X,X,X
STZJIOL,O,X,X,X,X,X
STZJLIO,O,X,X,O,X,X
STZJLOI,O,X,X,O,X,X
STZJOIL,O,X,X,X,X,X
STZJOLI,O,X,X,O,X,X
STZOILJ,X,X,X,X,O,X
STZOIJL,X,X,X,X,X,X
STZOLIJ,X,X,X,X,O,X
STZOLJI,X,X,X,O,X,X
STZOJIL,X,X,X,X,X,X
STZOJLI,X,X,X,O,X,X
STOILJZ,X,X,X,O,O,X
STOILZJ,X,X,X,X,O,X
STOIJLZ,X,X,X,O,O,X
STOIJZL,X,X,X,X,X,X
STOIZLJ,X,X,X,X,O,X
STOIZJL,X,X,X,X,X,X
STOLIJZ,X,X,X,O,O,X
STOLIZJ,X,X,X,X,O,X
STOLJIZ,X,X,X,O,O,X
STOLJZI,X,X,X,O,X,X
STOLZIJ,X,X,X,X,O,X
STOLZJI,X,X,X,O,X,X
STOJILZ,X,X,X,O,O,X
STOJIZL,X,X,X,X,X,X
STOJLIZ,X,X,X,O,O,X
STOJLZI,X,X,X,O,X,X
STOJZIL,X,X,X,X,X,X
STOJZLI,X,X,X,O,X,X
STOZILJ,X,X,X,X,O,X
STOZIJL,X,X,X,X,X,X
STOZLIJ,X,X,X,X,O,X
STOZLJI,X,X,X,O,X,X
STOZJIL,X,X,X,X,X,X
STOZJLI,X,X,X,O,X,X
SITLJZO,O,X,X,O,X,X
SITLJOZ,O,X,X,O,O,X
SITLZJO,O,X,X,X,X,X
SITLZOJ,X,X,X,X,O,X
SITLOJZ,X,X,X,O,O,X
SITLOZJ,X,X,X,X,O,X
SITJLZO,O,X,X,O,X,X
SITJLOZ,O,X,X,O,O,X
SITJZLO,O,X,X,X,X,X
SITJZOL,O,X,X,X,X,X
SITJOLZ,O,X,X,O,O,X
SITJOZL,O,X,X,X,X,X
SITZLJO,O,X,X,X,X,X
SITZLOJ,X,X,X,X,O,X
SITZJLO,O,X,X,X,X,X
SITZJOL,O,X,X,X,X,X
SITZOLJ,X,X,X,X,O,X
SITZOJL,X,X,X,X,X,X
SITOLJZ,X,X,X,O,O,X
SITOLZJ,X,X,X,X,O,X
SITOJLZ,X,X,X,O,O,X
SITOJZL,X,X,X,X,X,X
SITOZLJ,X,X,X,X,O,X
SITOZJL,X,X,X,X,X,X
SILTJZO,O,X,X,O,X,X
SILTJOZ,O,X,X,O,O,X
SILTZJO,O,X,X,X,X,X
SILTZOJ,X,X,X,X,O,X
SILTOJZ,X,X,X,O,O,X
SILTOZJ,X,X,X,X,O,X
SILJTZO,O,X,X,O,X,X
SILJTOZ,O,X,X,O,O,X
SILJZTO,O,O,X,X,X,X
SILJZOT,O,O,X,X,X,X
SILJOTZ,O,X,O,O,O,X
SILJOZT,O,O,O,X,X,X
SILZTJO,O,X,X,X,X,X
SILZTOJ,X,X,X,X,O,X
SILZJTO,O,X,X,X,X,X
SILZJOT,O,X,X,X,X,X
SILZOTJ,X,X,X,X,O,X
SILZOJT,O,X,X,X,X,X
SILOTJZ,X,X,X,O,O,X
SILOTZJ,X,X,X,X,O,X
SILOJTZ,O,X,O,O,O,X
SILOJZT,O,O,O,X,X,X
SILOZTJ,X,X,X,X,O,X
SILOZJT,O,X,X,X,X,X
SIJTLZO,O,X,X,O,X,X
SIJTLOZ,O,X,X,O,O,X
SIJTZLO,O,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X
SIJTOLZ,O,X,X,O,O,X
SIJTOZL,O,X,X,X,X,X
SIJLTZO,O,X,X,O,X,X
SIJLTOZ,O,X,X,O,O,X
SIJLZTO,O,O,X,X,X,X
SIJLZOT,O,O,X,X,X,X
SIJLOTZ,O,X,O,O,O,X
SIJLOZT,O,O,O,X,X,X
SIJZTLO,O,O,X,X,X,X
SIJZTOL,O,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X
SIJZLOT,O,O,X,X,X,X
SIJZOTL,O,O,X,X,X,X
SIJZOLT,O,O,X,X,X,X
SIJOTLZ,O,X,X,O,O,X
SIJOTZL,O,X,X,X,X,X
SIJOLTZ,O,X,O,O,O,X
SIJOLZT,O,O,O,X,X,X
SIJOZTL,O,O,X,X,X,X
SIJOZLT,O,O,X,X,X,X
SIZTLJO,O,X,X,X,X,X
SIZTLOJ,X,X,X,X,O,X
SIZTJLO,O,X,X,X,X,X
SIZTJOL,O,X,X,X,X,X
SIZTOLJ,X,X,X,X,O,X
SIZTOJL,X,X,X,X,X,X
SIZLTJO,O,X,X,X,X,X
SIZLTOJ,X,X,X,X,O,O
SIZLJTO,O,X,X,X,X,X
SIZLJOT,O,X,X,X,X,O
SIZLOTJ,X,X,X,X,O,O
SIZLOJT,O,X,X,X,X,O
SIZJTLO,O,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X
SIZJLTO,O,X,X,X,X,X
SIZJLOT,O,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X
SIZJOLT,O,X,X,X,X,X
SIZOTLJ,X,X,X,X,O,X
SIZOTJL,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,O,O
SIZOLJT,O,X,X,X,X,O
SIZOJTL,O,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X
SIOTLJZ,X,X,X,O,O,X
SIOTLZJ,X,X,X,X,O,X
SIOTJLZ,X,X,X,O,O,X
SIOTJZL,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,O,X
SIOTZJL,X,X,X,X,X,X
SIOLTJZ,X,X,X,O,O,X
SIOLTZJ,X,X,X,X,O,X
SIOLJTZ,O,X,O,O,O,X
SIOLJZT,O,O,O,X,X,X
SIOLZTJ,X,X,X,X,O,X
SIOLZJT,O,X,X,X,X,X
SIOJTLZ,O,X,X,O,O,X
SIOJTZL,O,X,X,X,X,X
SIOJLTZ,O,X,O,O,O,X
SIOJLZT,O,O,O,X,X,X
SIOJZTL,O,O,X,X,X,X
SIOJZLT,O,O,X,X,X,X
SIOZTLJ,X,X,X,X,O,X
SIOZTJL,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,O,O
SIOZLJT,O,X,X,X,X,O
SIOZJTL,O,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X
SLTIJZO,O,X,X,O,X,X
SLTIJOZ,O,X,X,O,O,X
SLTIZJO,O,X,X,X,X,X
SLTIZOJ,X,X,X,X,O,X
SLTIOJZ,X,X,X,O,O,X
SLTIOZJ,X,X,X,X,O,X
SLTJIZO,O,X,X,O,X,X
SLTJIOZ,O,X,X,O,O,X
SLTJZIO,O,X,X,O,X,X
SLTJZOI,O,X,X,O,X,X
SLTJOIZ,O,X,X,O,O,X
SLTJOZI,O,X,X,O,X,X
SLTZIJO,O,X,X,X,X,X
SLTZIOJ,X,X,X,X,O,O
SLTZJIO,O,X,X,O,X,X
SLTZJOI,O,X,X,O,X,X
SLTZOIJ,X,X,X,X,O,O
SLTZOJI,X,X,X,O,X,X
SLTOIJZ,X,X,X,O,O,X
SLTOIZJ,X,X,X,X,O,X
SLTOJIZ,X,X,X,O,O,X
SLTOJZI,X,X,X,O,X,X
SLTOZIJ,X,X,X,X,O,O
SLTOZJI,X,X,X,O,X,X
SLITJZO,O,X,X,O,X,X
SLITJOZ,O,X,X,O,O,X
SLITZJO,O,X,X,X,X,X
SLITZOJ,X,X,X,X,O,X
SLITOJZ,X,X,X,O,O,X
SLITOZJ,X,X,X,X,O,X
SLIJTZO,O,X,X,O,X,X
SLIJTOZ,O,X,X,O,O,X
SLIJZTO,O,O,X,X,X,X
SLIJZOT,O,O,X,X,X,X
SLIJOTZ,O,X,O,O,O,X
SLIJOZT,O,O,O,X,X,X
SLIZTJO,O,X,X,X,X,X
SLIZTOJ,X,X,X,X,O,O
SLIZJTO,O,X,X,X,X,X
SLIZJOT,O,X,X,X,X,O
SLIZOTJ,X,X,X,X,O,O
SLIZOJT,O,X,X,X,X,O
SLIOTJZ,X,X,X,O,O,X
SLIOTZJ,X,X,X,X,O,X
SLIOJTZ,O,X,O,O,O,X
SLIOJZT,O,O,O,X,X,X
SLIOZTJ,X,X,X,X,O,O
SLIOZJT,O,X,X,X,X,O
SLJTIZO,O,X,X,O,X,X
SLJTIOZ,O,X,X,O,O,X
SLJTZIO,O,X,X,O,X,X
SLJTZOI,O,X,X,O,X,X
SLJTOIZ,O,X,X,O,O,X
SLJTOZI,O,X,X,O,X,X
SLJITZO,O,X,X,O,X,X
SLJITOZ,O,X,X,O,O,X
SLJIZTO,O,O,X,X,X,X
SLJIZOT,O,O,X,X,X,X
SLJIOTZ,O,X,O,O,O,X
SLJIOZT,O,O,O,X,X,X
SLJZTIO,O,O,X,O,X,X
SLJZTOI,O,X,X,O,X,X
SLJZITO,O,O,X,X,X,X
SLJZIOT,O,O,O,X,X,O
SLJZOTI,O,O,X,O,X,X
SLJZOIT,O,O,O,X,X,O
SLJOTIZ,O,X,X,O,O,X
SLJOTZI,O,X,X,O,X,X
SLJOITZ,O,X,O,O,O,X
SLJOIZT,O,O,O,X,X,X
SLJOZTI,O,O,X,O,X,X
SLJOZIT,O,O,O,X,X,O
SLZTIJO,O,X,X,X,X,X
SLZTIOJ,X,X,X,X,O,O
SLZTJIO,O,X,X,O,X,X
SLZTJOI,O,X,X,O,X,X
SLZTOIJ,X,X,X,X,O,O
SLZTOJI,X,X,X,O,X,X
SLZITJO,O,X,X,X,X,X
SLZITOJ,X,X,X,X,O,O
SLZIJTO,O,X,X,X,X,X
SLZIJOT,O,X,O,X,X,O
SLZIOTJ,X,X,X,X,O,O
SLZIOJT,O,X,O,X,X,O
SLZJTIO,O,X,X,O,X,X
SLZJTOI,O,X,X,O,X,X
SLZJITO,O,X,X,X,X,X
SLZJIOT,O,X,O,X,X,O
SLZJOTI,O,X,X,O,X,X
SLZJOIT,O,X,O,X,X,O
SLZOTIJ,X,X,X,X,O,O
SLZOTJI,X,X,X,O,X,X
SLZOITJ,X,X,X,X,O,O
SLZOIJT,O,X,O,X,X,O
SLZOJTI,O,X,X,O,X,X
SLZOJIT,O,X,O,X,X,O
SLOTIJZ,X,X,X,O,O,X
SLOTIZJ,X,X,X,X,O,X
SLOTJIZ,X,X,X,O,O,X
SLOTJZI,X,X,X,O,X,X
SLOTZIJ,X,X,X,X,O,O
SLOTZJI,X,X,X,O,X,X
SLOITJZ,X,X,X,O,O,X
SLOITZJ,X,X,X,X,O,X
SLOIJTZ,O,X,O,O,O,X
SLOIJZT,O,O,O,X,X,X
SLOIZTJ,X,X,X,X,O,O
SLOIZJT,O,X,X,X,X,O
SLOJTIZ,O,X,X,O,O,X
SLOJTZI,O,X,X,O,X,X
SLOJITZ,O,X,O,O,O,X
SLOJIZT,O,O,O,X,X,X
SLOJZTI,O,O,X,O,X,X
SLOJZIT,O,O,O,X,X,O
SLOZTIJ,X,X,X,X,O,O
SLOZTJI,X,X,X,O,X,X
SLOZITJ,X,X,X,X,O,O
SLOZIJT,O,X,O,X,X,O
SLOZJTI,O,X,X,O,X,X
SLOZJIT,O,X,O,X,X,O
SJTILZO,O,X,X,O,X,X
SJTILOZ,O,X,X,O,O,X
SJTIZLO,O,X,X,X,X,X
SJTIZOL,O,X,X,X,X,X
SJTIOLZ,O,X,X,O,O,X
SJTIOZL,O,X,X,X,X,X
SJTLIZO,O,X,X,O,X,X
SJTLIOZ,O,X,X,O,O,X
SJTLZIO,O,X,X,O,X,X
SJTLZOI,O,X,X,O,X,X
SJTLOIZ,O,X,X,O,O,X
SJTLOZI,O,X,X,O,X,X
SJTZILO,O,X,X,X,X,X
SJTZIOL,O,X,X,X,X,X
SJTZLIO,O,X,X,O,X,X
SJTZLOI,O,X,X,O,X,X
SJTZOIL,O,X,X,X,X,X
SJTZOLI,O,X,X,O,X,X
SJTOILZ,O,X,X,O,O,X
SJTOIZL,O,X,X,X,X,X
SJTOLIZ,O,X,X,O,O,X
SJTOLZI,O,X,X,O,X,X
SJTOZIL,O,X,X,X,X,X
SJTOZLI,O,X,X,O,X,X
SJITLZO,O,X,X,O,X,X
SJITLOZ,O,X,X,O,O,X
SJITZLO,O,X,X,X,X,X
SJITZOL,O,X,X,X,X,X
SJITOLZ,O,X,X,O,O,X
SJITOZL,O,X,X,X,X,X
SJILTZO,O,X,X,O,X,X
SJILTOZ,O,X,X,O,O,X
SJILZTO,O,O,X,X,X,X
SJILZOT,O,O,X,X,X,X
SJILOTZ,O,X,O,O,O,X
SJILOZT,O,O,O,X,X,X
SJIZTLO,O,O,X,X,X,X
SJIZTOL,O,X,X,X,X,X
SJIZLTO,O,O,X,X,X,X
SJIZLOT,O,O,X,X,X,X
SJIZOTL,O,O,X,X,X,X
SJIZOLT,O,O,X,X,X,X
SJIOTLZ,O,X,X,O,O,X
SJIOTZL,O,X,X,X,X,X
SJIOLTZ,O,X,O,O,O,X
SJIOLZT,O,O,O,X,X,X
SJIOZTL,O,O,X,X,X,X
SJIOZLT,O,O,X,X,X,X
SJLTIZO,O,X,X,O,X,X
SJLTIOZ,O,X,X,O,O,X
SJLTZIO,O,X,X,O,X,X
SJLTZOI,O,X,X,O,X,X
SJLTOIZ,O,X,X,O,O,X
SJLTOZI,O,X,X,O,X,X
SJLITZO,O,X,X,O,X,X
SJLITOZ,O,X,X,O,O,X
SJLIZTO,O,O,X,X,X,X
SJLIZOT,O,O,X,X,X,X
SJLIOTZ,O,X,O,O,O,X
SJLIOZT,O,O,O,X,X,X
SJLZTIO,O,O,X,O,X,X
SJLZTOI,O,X,X,O,X,X
SJLZITO,O,O,X,X,X,X
SJLZIOT,O,O,O,X,X,X
SJLZOTI,O,O,X,O,X,X
SJLZOIT,O,O,O,X,X,X
SJLOTIZ,O,X,X,O,O,X
SJLOTZI,O,X,X,O,X,X
SJLOITZ,O,X,O,O,O,X
SJLOIZT,O,O,O,X,X,X
SJLOZTI,O,O,X,O,X,X
SJLOZIT,O,O,O,X,X,X
SJZTILO,O,O,X,X,X,X
SJZTIOL,O,X,X,X,X,X
SJZTLIO,O,O,X,O,X,X
SJZTLOI,O,X,X,O,X,X
SJZTOIL,O,X,X,X,X,X
SJZTOLI,O,X,X,O,X,X
SJZITLO,O,O,X,X,X,X
SJZITOL,O,X,X,X,X,X
SJZILTO,O,O,X,X,X,X
SJZILOT,O,O,O,X,X,X
SJZIOTL,O,O,X,X,X,X
SJZIOLT,O,O,O,X,X,X
SJZLTIO,O,O,X,O,X,X
SJZLTOI,O,X,X,O,X,X
SJZLITO,O,O,X,X,X,X
SJZLIOT,O,O,O,X,X,X
SJZLOTI,O,O,X,O,X,X
SJZLOIT,O,O,O,X,X,X
SJZOTIL,O,O,X,X,X,X
SJZOTLI,O,O,X,O,X,X
SJZOITL,O,O,X,X,X,X
SJZOILT,O,O,O,X,X,X
SJZOLTI,O,O,X,O,X,X
SJZOLIT,O,O,O,X,X,X
SJOTILZ,O,X,X,O,O,X
SJOTIZL,O,X,X,X,X,X
SJOTLIZ,O,X,X,O,O,X
SJOTLZI,O,X,X,O,X,X
SJOTZIL,O,X,X,X,X,X
SJOTZLI,O,X,X,O,X,X
SJOITLZ,O,X,X,O,O,X
SJOITZL,O,X,X,X,X,X
SJOILTZ,O,X,O,O,O,X
SJOILZT,O,O,O,X,X,X
SJOIZTL,O,O,X,X,X,X
SJOIZLT,O,O,X,X,X,X
SJOLTIZ,O,X,X,O,O,X
SJOLTZI,O,X,X,O,X,X
SJOLITZ,O,X,O,O,O,X
SJOLIZT,O,O,O,X,X,X
SJOLZTI,O,O,X,O,X,X
SJOLZIT,O,O,O,X,X,X
SJOZTIL,O,O,X,X,X,X
SJOZTLI,O,O,X,O,X,X
SJOZITL,O,O,X,X,X,X
SJOZILT,O,O,O,X,X,X
SJOZLTI,O,O,X,O,X,X
SJOZLIT,O,O,O,X,X,X
SZTILJO,O,X,X,X,X,X
SZTILOJ,X,X,X,X,O,X
SZTIJLO,O,X,X,X,X,X
SZTIJOL,O,X,X,X,X,X
SZTIOLJ,X,X,X,X,O,X
SZTIOJL,X,X,X,X,X,X
SZTLIJO,O,X,X,X,X,X
SZTLIOJ,X,X,X,X,O,X
SZTLJIO,O,X,X,O,X,X
SZTLJOI,O,X,X,O,X,X
SZTLOIJ,X,X,X,X,O,X
SZTLOJI,X,X,X,O,X,X
SZTJILO,O,X,X,X,X,X
SZTJIOL,O,X,X,X,X,X
SZTJLIO,O,X,X,O,X,X
SZTJLOI,O,X,X,O,X,X
SZTJOIL,O,X,X,X,X,X
SZTJOLI,O,X,X,O,X,X
SZTOILJ,X,X,X,X,O,X
SZTOIJL,X,X,X,X,X,X
SZTOLIJ,X,X,X,X,O,X
SZTOLJI,X,X,X,O,X,X
SZTOJIL,X,X,X,X,X,X
SZTOJLI,X,X,X,O,X,X
SZITLJO,O,X,X,X,X,X
SZITLOJ,X,X,X,X,O,X
SZITJLO,O,X,X,X,X,X
SZITJOL,O,X,X,X,X,X
SZITOLJ,X,X,X,X,O,X
SZITOJL,X,X,X,X,X,X
SZILTJO,O,X,X,X,X,X
SZILTOJ,X,X,X,X,O,O
SZILJTO,O,X,X,X,X,X
SZILJOT,O,X,O,X,X,O
SZILOTJ,X,X,X,X,O,O
SZILOJT,O,X,O,X,X,O
SZIJTLO,O,X,X,X,X,X
SZIJTOL,O,X,X,X,X,X
SZIJLTO,O,X,X,X,X,X
SZIJLOT,O,X,O,X,X,X
SZIJOTL,O,X,X,X,X,X
SZIJOLT,O,X,O,X,X,X
SZIOTLJ,X,X,X,X,O,X
SZIOTJL,X,X,X,X,X,X
SZIOLTJ,X,X,X,X,O,O
SZIOLJT,O,X,O,X,X,O
SZIOJTL,O,X,X,X,X,X
SZIOJLT,O,X,O,X,X,X
SZLTIJO,O,X,X,X,X,X
SZLTIOJ,X,X,X,X,O,O
SZLTJIO,O,X,X,O,X,X
SZLTJOI,O,X,X,O,X,X
SZLTOIJ,X,X,X,X,O,O
SZLTOJI,X,X,X,O,X,X
SZLITJO,O,X,X,X,X,X
SZLITOJ,X,X,X,X,O,O
SZLIJTO,O,X,X,X,X,X
SZLIJOT,O,X,O,X,X,O
SZLIOTJ,X,X,X,X,O,O
