sequence,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF0gBxhBeqBFnBCr?B3sB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFOlBxhBUmBFnBSv?B3sB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFmhBqnBxlBlqBUs?BXqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFlgBeqB8qBRsBfs?B6sB,v115@FhB8HeD8GeB8CeB8BeB8Jei/IvhFRhBcnBGlBTmBVv?B3sB,v115@FhB8HeD8GeB8CeB8BeB8Jei/IvhFRhBcnBGmBlqB3s?BzpB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF2lBlhBcnBxqB3s?BSvB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFylBGiBlqBRsBUs?BXqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFGiByqBRsBXqBUs?BlqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFmgBSnBlqBRsBXq?BUsB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF/lBRhBqnB2rBVv?BUsB
IZOSLTJ,X,X,X,X,X,X,O,X,X,X,X
IZOSLJT,X,O,O,X,X,X,O,X,X,X,X
IZOSJTL,X,O,X,O,X,X,O,X,X,X,X
IZOSJLT,X,O,X,O,X,X,O,X,X,X,X
IOTLJSZ,X,X,X,X,O,X,X,X,X,O,X
IOTLJZS,X,X,X,X,X,X,X,O,X,X,X
IOTLSJZ,X,X,X,X,O,X,X,X,X,O,X
IOTLSZJ,X,X,X,X,O,X,X,O,O,O,X
IOTLZJS,X,X,O,X,X,X,X,O,O,X,X
IOTLZSJ,X,X,O,X,X,X,X,O,O,X,X
IOTJLSZ,X,X,X,X,O,X,X,X,X,O,X
IOTJLZS,X,X,X,X,X,X,X,O,X,X,X
IOTJSLZ,X,X,X,X,O,X,X,X,X,O,X
IOTJSZL,X,X,X,X,O,X,O,X,X,O,X
IOTJZLS,X,X,O,O,X,X,X,O,X,X,X
IOTJZSL,X,X,X,O,X,X,X,O,X,X,X
IOTSLJZ,X,X,X,X,O,X,X,X,X,O,X
IOTSLZJ,X,X,X,X,O,X,X,O,X,O,X
IOTSJLZ,X,X,X,X,O,X,X,X,X,O,X
IOTSJZL,X,X,X,X,O,X,O,X,X,O,X
IOTSZLJ,X,X,O,X,O,X,O,O,X,O,X
IOTSZJL,X,X,X,X,O,X,O,O,X,O,X
IOTZLJS,X,X,O,X,X,X,X,O,X,X,X
IOTZLSJ,X,X,O,X,X,X,X,O,X,X,X
IOTZJLS,X,X,O,O,X,X,X,O,X,X,X
IOTZJSL,X,X,X,O,X,X,X,O,X,X,X
IOTZSLJ,X,X,O,X,X,X,X,O,X,X,X
IOTZSJL,X,X,X,X,X,X,X,O,X,X,X
IOLTJSZ,O,X,X,X,X,X,X,X,X,O,X
IOLTJZS,O,X,X,X,X,X,X,O,X,X,X
IOLTSJZ,O,X,X,X,X,X,X,X,X,O,X
IOLTSZJ,X,X,X,X,X,X,X,O,O,O,X
IOLTZJS,O,X,X,X,X,X,X,O,O,X,X
IOLTZSJ,X,X,X,X,X,X,X,O,O,X,X
IOLJTSZ,O,X,X,X,X,X,X,X,X,X,O
IOLJTZS,O,X,X,X,X,X,X,X,X,X,X
IOLJSTZ,O,X,X,X,X,X,X,X,X,X,X
IOLJSZT,O,X,X,X,X,X,O,X,O,X,X
IOLJZTS,O,X,X,O,X,X,X,X,O,X,X
IOLJZST,O,X,X,O,X,X,X,X,O,X,X
IOLSTJZ,O,X,X,X,X,X,X,X,X,X,X
IOLSTZJ,O,X,X,X,X,X,X,X,O,X,X
IOLSJTZ,O,X,X,X,X,X,X,X,X,X,X
IOLSJZT,O,X,X,X,X,X,O,X,O,X,X
IOLSZTJ,X,X,X,X,O,X,O,X,O,X,X
IOLSZJT,X,X,X,X,O,X,O,X,O,X,X
IOLZTJS,X,X,X,X,X,X,X,X,O,X,X
IOLZTSJ,X,X,X,X,X,X,X,X,O,X,X
IOLZJTS,X,X,X,O,X,X,X,X,O,X,X
IOLZJST,X,X,X,O,X,X,X,X,O,X,X
IOLZSTJ,X,X,X,X,X,X,X,X,O,X,X
IOLZSJT,X,X,X,X,X,X,X,X,O,X,X
IOJTLSZ,X,X,X,X,X,X,X,X,X,X,O
IOJTLZS,X,X,X,X,X,X,X,O,X,X,X
IOJTSLZ,X,X,X,X,X,X,X,X,X,X,O
IOJTSZL,X,X,X,X,X,X,O,X,X,X,X
IOJTZLS,X,X,X,O,X,X,X,O,X,X,X
IOJTZSL,X,X,X,O,X,X,X,O,X,X,X
IOJLTSZ,O,X,X,X,X,X,X,X,X,X,O
IOJLTZS,O,X,X,X,X,X,X,X,X,X,X
IOJLSTZ,O,X,X,X,X,X,X,X,X,X,X
IOJLSZT,O,X,X,X,X,X,O,X,O,X,X
IOJLZTS,O,X,X,O,X,X,X,X,O,X,X
IOJLZST,O,X,X,O,X,X,X,X,O,X,X
IOJSTLZ,O,X,X,X,X,X,X,X,X,X,X
IOJSTZL,O,X,X,X,X,X,O,X,X,X,X
IOJSLTZ,O,X,X,X,X,X,X,X,X,X,X
IOJSLZT,O,X,X,X,X,X,O,X,X,X,X
IOJSZTL,O,X,X,O,X,X,O,X,X,X,X
IOJSZLT,O,X,X,O,X,X,O,X,X,X,X
IOJZTLS,O,X,X,O,X,X,X,X,X,X,X
IOJZTSL,O,X,X,O,X,X,X,X,X,X,X
IOJZLTS,O,X,X,O,X,X,X,X,X,X,X
IOJZLST,O,X,X,O,X,X,X,X,X,X,X
IOJZSTL,O,X,X,O,X,X,O,X,X,X,X
IOJZSLT,O,X,X,O,X,X,O,X,X,X,X
IOSTLJZ,O,X,X,X,O,X,X,X,X,X,X
IOSTLZJ,O,O,X,X,O,X,X,O,X,X,X
IOSTJLZ,O,X,X,X,O,X,X,X,X,X,X
IOSTJZL,O,O,X,X,O,X,O,X,X,X,X
IOSTZLJ,O,O,X,X,O,X,O,O,X,X,X
IOSTZJL,O,O,X,X,O,X,O,O,X,X,X
IOSLTJZ,O,X,X,X,X,X,X,X,X,X,X
IOSLTZJ,O,X,X,X,X,X,X,X,O,X,X
IOSLJTZ,O,X,X,X,X,X,X,X,X,X,X
IOSLJZT,O,X,X,X,X,X,O,X,O,X,X
IOSLZTJ,X,X,X,X,O,X,O,X,O,X,X
IOSLZJT,X,X,X,X,O,X,O,X,O,X,X
IOSJTLZ,O,X,X,X,X,X,X,X,X,X,X
IOSJTZL,O,X,X,X,X,X,O,X,X,X,X
IOSJLTZ,O,X,X,X,X,X,X,X,X,X,X
IOSJLZT,O,X,X,X,X,X,O,X,X,X,X
IOSJZTL,O,X,X,O,X,X,O,X,X,X,X
IOSJZLT,O,X,X,O,X,X,O,X,X,X,X
IOSZTLJ,X,O,X,X,O,X,O,X,X,X,X
IOSZTJL,X,O,X,X,O,X,O,X,X,X,X
IOSZLTJ,X,X,X,X,O,X,O,X,X,X,X
IOSZLJT,X,O,X,X,O,X,O,X,X,X,X
IOSZJTL,X,O,X,O,O,X,O,X,X,X,X
IOSZJLT,X,O,X,O,O,X,O,X,X,X,X
IOZTLJS,X,O,O,X,X,X,X,O,X,X,X
IOZTLSJ,X,X,O,X,X,X,X,O,X,X,X
IOZTJLS,X,O,O,O,X,X,X,O,X,X,X
IOZTJSL,X,O,X,O,X,X,X,O,X,X,X
IOZTSLJ,X,X,O,X,X,X,X,O,X,X,X
IOZTSJL,X,O,X,X,X,X,X,O,X,X,X
IOZLTJS,X,X,O,X,X,X,X,X,O,X,X
IOZLTSJ,X,X,O,X,X,X,X,X,O,X,X
IOZLJTS,X,O,O,O,X,X,X,X,O,X,X
IOZLJST,X,O,O,O,X,X,X,X,O,X,X
IOZLSTJ,X,X,X,X,X,X,X,X,O,X,X
IOZLSJT,X,X,O,X,X,X,X,X,O,X,X
IOZJTLS,X,O,X,O,X,X,X,X,X,X,X
IOZJTSL,X,O,X,O,X,X,X,X,X,X,X
IOZJLTS,X,O,O,O,X,X,X,X,X,X,X
IOZJLST,X,O,O,O,X,X,X,X,X,X,X
IOZJSTL,X,O,X,O,X,X,O,X,X,X,X
IOZJSLT,X,O,X,O,X,X,O,X,X,X,X
IOZSTLJ,X,O,X,X,X,X,O,X,X,X,X
IOZSTJL,X,O,X,X,X,X,O,X,X,X,X
IOZSLTJ,X,X,X,X,X,X,O,X,X,X,X
IOZSLJT,X,O,O,X,X,X,O,X,X,X,X
IOZSJTL,X,O,X,O,X,X,O,X,X,X,X
IOZSJLT,X,O,X,O,X,X,O,X,X,X,X
LTIJSZO,O,X,X,X,X,O,X,X,X,O,X
LTIJSOZ,O,X,X,X,X,X,X,X,X,O,X
LTIJZSO,O,X,X,X,X,X,X,O,X,O,X
LTIJZOS,O,X,X,X,X,X,X,O,X,X,X
LTIJOSZ,O,X,X,X,X,X,X,X,X,O,X
LTIJOZS,O,X,X,X,X,X,X,O,X,X,X
LTISJZO,O,X,X,X,X,O,X,X,X,O,X
LTISJOZ,O,X,X,X,X,X,X,X,X,O,X
LTISZJO,X,X,X,X,X,O,X,O,O,O,X
LTISZOJ,X,X,X,X,X,O,X,O,O,O,X
LTISOJZ,O,X,X,X,X,X,X,X,X,O,X
LTISOZJ,X,X,X,X,X,X,X,O,O,O,X
LTIZJSO,O,X,O,X,X,X,X,O,O,O,X
LTIZJOS,O,X,O,X,X,X,X,O,O,X,X
LTIZSJO,X,X,O,X,X,X,X,O,O,O,X
LTIZSOJ,X,X,O,X,X,X,X,O,O,O,X
LTIZOJS,O,X,O,X,X,X,X,O,O,X,X
LTIZOSJ,X,X,O,X,X,X,X,O,O,X,X
LTIOJSZ,O,X,X,X,X,X,X,X,X,O,X
LTIOJZS,O,X,X,X,X,X,X,O,X,X,X
LTIOSJZ,O,X,X,X,X,X,X,X,X,O,X
LTIOSZJ,X,X,X,X,X,X,X,O,O,O,X
LTIOZJS,O,X,O,X,X,X,X,O,O,X,X
LTIOZSJ,X,X,O,X,X,X,X,O,O,X,X
LTJISZO,O,X,X,X,X,O,X,X,X,O,O
LTJISOZ,O,X,X,X,X,X,X,X,X,O,O
LTJIZSO,O,X,X,X,X,X,X,O,X,O,X
LTJIZOS,O,X,X,X,X,X,X,O,X,X,X
LTJIOSZ,O,X,X,X,X,X,X,X,X,O,O
LTJIOZS,O,X,X,X,X,X,X,O,X,X,X
LTJSIZO,O,X,X,X,X,O,X,X,X,X,O
LTJSIOZ,O,X,X,X,X,X,X,X,X,X,O
LTJSZIO,O,X,X,X,X,O,X,X,X,X,O
LTJSZOI,O,X,X,X,X,O,X,X,X,X,O
LTJSOIZ,O,X,X,X,X,X,X,X,X,X,O
LTJSOZI,O,X,X,X,X,O,X,X,X,X,O
LTJZISO,O,X,X,X,X,X,X,X,X,X,X
LTJZIOS,O,X,X,X,X,X,X,X,X,X,X
LTJZSIO,O,X,X,X,X,O,X,X,X,X,O
LTJZSOI,O,X,X,X,X,O,X,X,X,X,O
LTJZOIS,O,X,X,X,X,X,X,X,X,X,X
LTJZOSI,O,X,X,X,X,X,X,X,X,X,O
LTJOISZ,O,X,X,X,X,X,X,X,X,X,O
LTJOIZS,O,X,X,X,X,X,X,O,X,X,X
LTJOSIZ,O,X,X,X,X,X,X,X,X,X,O
LTJOSZI,O,X,X,X,X,O,X,X,X,X,O
LTJOZIS,O,X,X,X,X,X,X,X,X,X,X
LTJOZSI,O,X,X,X,X,X,X,X,X,X,O
LTSIJZO,O,X,X,X,X,O,X,X,X,X,X
LTSIJOZ,O,X,X,X,X,X,X,X,X,X,X
LTSIZJO,O,X,X,X,X,O,X,O,X,X,X
LTSIZOJ,O,X,X,X,X,O,X,O,X,X,X
LTSIOJZ,O,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,O,X,X,X,X,X,X,O,X,X,X
LTSJIZO,O,X,X,X,X,O,X,X,X,X,X
LTSJIOZ,O,X,X,X,X,X,X,X,X,X,X
LTSJZIO,O,X,X,X,X,O,X,X,X,X,X
LTSJZOI,O,X,X,X,X,O,X,X,X,X,X
LTSJOIZ,O,X,X,X,X,X,X,X,X,X,X
LTSJOZI,O,X,X,X,X,O,X,X,X,X,X
LTSZIJO,O,X,X,X,X,O,X,X,X,X,X
LTSZIOJ,O,X,X,X,O,O,X,X,X,X,X
LTSZJIO,O,X,X,X,X,O,X,X,X,X,X
LTSZJOI,O,X,X,X,X,O,X,X,X,X,X
LTSZOIJ,O,X,X,X,O,O,X,X,X,X,X
LTSZOJI,O,X,X,X,X,O,X,X,X,X,X
LTSOIJZ,O,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,X,X,X,X,X,X,O,X,X,X
LTSOJIZ,O,X,X,X,X,X,X,X,X,X,X
LTSOJZI,O,X,X,X,X,O,X,X,X,X,X
LTSOZIJ,O,X,X,X,O,O,X,X,X,X,X
LTSOZJI,O,X,X,X,X,O,X,X,X,X,X
LTZIJSO,O,X,O,X,X,X,X,O,X,X,X
LTZIJOS,O,X,O,X,X,X,X,O,X,X,X
LTZISJO,X,X,O,X,X,X,X,O,X,X,X
LTZISOJ,X,X,O,X,X,X,X,O,X,X,X
LTZIOJS,O,X,O,X,X,X,X,O,X,X,X
LTZIOSJ,X,X,O,X,X,X,X,O,X,X,X
LTZJISO,O,X,O,X,X,X,X,X,X,X,X
LTZJIOS,O,X,O,X,X,X,X,X,X,X,X
LTZJSIO,O,X,O,X,X,O,X,X,X,X,X
LTZJSOI,O,X,O,X,X,O,X,X,X,X,X
LTZJOIS,O,X,O,X,X,X,X,X,X,X,X
LTZJOSI,O,X,O,X,X,X,X,X,X,X,X
LTZSIJO,X,X,O,X,X,O,X,X,X,X,X
LTZSIOJ,X,X,O,X,X,O,X,X,X,X,X
LTZSJIO,X,X,O,X,X,O,X,X,X,X,X
LTZSJOI,X,X,O,X,X,O,X,X,X,X,X
LTZSOIJ,X,X,O,X,X,O,X,X,X,X,X
LTZSOJI,X,X,O,X,X,O,X,X,X,X,X
LTZOIJS,O,X,O,X,X,X,X,O,X,X,X
LTZOISJ,X,X,O,X,X,X,X,O,X,X,X
LTZOJIS,O,X,O,X,X,X,X,X,X,X,X
LTZOJSI,O,X,O,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,O,X,X,X,X,X,X,X,X
LTZOSJI,X,X,O,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,X,X,X,X,X,X,X,X,X
LTOIJZS,O,X,X,X,X,X,X,O,X,X,X
LTOISJZ,O,X,X,X,X,X,X,X,X,X,X
LTOISZJ,X,X,X,X,X,X,X,O,O,X,X
LTOIZJS,O,X,O,X,X,X,X,O,O,X,X
LTOIZSJ,X,X,O,X,X,X,X,O,O,X,X
LTOJISZ,O,X,X,X,X,X,X,X,X,X,O
LTOJIZS,O,X,X,X,X,X,X,O,X,X,X
LTOJSIZ,O,X,X,X,X,X,X,X,X,X,O
LTOJSZI,O,X,X,X,X,O,X,X,X,X,O
LTOJZIS,O,X,X,X,X,X,X,X,X,X,X
LTOJZSI,O,X,X,X,X,X,X,X,X,X,O
LTOSIJZ,O,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,X,X,X,X,X,X,O,X,X,X
LTOSJIZ,O,X,X,X,X,X,X,X,X,X,X
LTOSJZI,O,X,X,X,X,O,X,X,X,X,X
LTOSZIJ,O,X,X,X,O,O,X,X,X,X,X
LTOSZJI,O,X,X,X,X,O,X,X,X,X,X
LTOZIJS,O,X,O,X,X,X,X,O,X,X,X
LTOZISJ,X,X,O,X,X,X,X,O,X,X,X
LTOZJIS,O,X,O,X,X,X,X,X,X,X,X
LTOZJSI,O,X,O,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,O,X,X,X,X,X,X,X,X
LTOZSJI,X,X,O,X,X,X,X,X,X,X,X
LITJSZO,O,X,X,X,X,O,X,X,X,O,X
LITJSOZ,O,X,X,X,X,X,X,X,X,O,X
LITJZSO,O,X,X,X,X,X,X,O,X,O,X
LITJZOS,O,X,X,X,X,X,X,O,X,X,X
LITJOSZ,O,X,X,X,X,X,X,X,X,O,X
LITJOZS,O,X,X,X,X,X,X,O,X,X,X
LITSJZO,O,X,X,X,X,O,X,X,X,O,X
LITSJOZ,O,X,X,X,X,X,X,X,X,O,X
LITSZJO,X,X,X,X,X,O,X,O,O,O,X
LITSZOJ,X,X,X,X,X,O,X,O,O,O,X
LITSOJZ,O,X,X,X,X,X,X,X,X,O,X
LITSOZJ,X,X,X,X,X,X,X,O,O,O,X
LITZJSO,O,X,X,X,X,X,X,O,O,O,X
LITZJOS,O,X,X,X,X,X,X,O,O,X,X
LITZSJO,X,X,X,X,X,X,X,O,O,O,X
LITZSOJ,X,X,X,X,X,X,X,O,O,O,X
LITZOJS,O,X,X,X,X,X,X,O,O,X,X
LITZOSJ,X,X,X,X,X,X,X,O,O,X,X
LITOJSZ,O,X,X,X,X,X,X,X,X,O,X
LITOJZS,O,X,X,X,X,X,X,O,X,X,X
LITOSJZ,O,X,X,X,X,X,X,X,X,O,X
LITOSZJ,X,X,X,X,X,X,X,O,O,O,X
LITOZJS,O,X,X,X,X,X,X,O,O,X,X
LITOZSJ,X,X,X,X,X,X,X,O,O,X,X
LIJTSZO,O,X,X,X,X,X,X,X,X,O,O
LIJTSOZ,O,X,X,X,X,X,X,X,X,O,O
LIJTZSO,O,X,X,X,X,X,X,X,X,O,X
LIJTZOS,O,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,X,O,O
LIJTOZS,O,X,X,X,X,X,X,X,X,X,X
LIJSTZO,O,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,X,X,X,X,X,X,X
LIJSZTO,O,X,X,X,X,X,O,X,O,X,X
LIJSZOT,O,X,X,X,X,X,O,X,O,X,X
LIJSOTZ,O,X,X,X,X,X,X,X,X,X,X
LIJSOZT,O,X,X,X,X,X,O,X,O,X,X
LIJZTSO,O,X,X,O,X,X,X,X,O,X,X
LIJZTOS,O,X,X,O,X,X,X,X,O,X,X
LIJZSTO,O,X,X,O,X,X,X,X,O,X,X
LIJZSOT,O,X,X,O,X,X,X,X,O,X,X
LIJZOTS,O,X,X,O,X,X,X,X,O,X,X
LIJZOST,O,X,X,O,X,X,X,X,O,X,X
LIJOTSZ,O,X,X,X,X,X,X,X,X,X,O
LIJOTZS,O,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,X,X,X,X,X,X,X,X,X
LIJOSZT,O,X,X,X,X,X,O,X,O,X,X
LIJOZTS,O,X,X,O,X,X,X,X,O,X,X
LIJOZST,O,X,X,O,X,X,X,X,O,X,X
LISTJZO,O,X,X,X,X,O,X,X,X,O,X
LISTJOZ,O,X,X,X,X,X,X,X,X,O,X
LISTZJO,O,X,X,X,X,O,X,X,O,O,X
LISTZOJ,O,X,X,X,X,O,X,X,O,O,X
LISTOJZ,O,X,X,X,X,X,X,X,X,O,X
LISTOZJ,O,X,X,X,X,X,X,X,O,O,X
LISJTZO,O,X,X,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,X,O,X,O,X,X
LISJZOT,O,X,X,X,X,X,O,X,O,X,X
LISJOTZ,O,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,O,X,O,X,X
LISZTJO,X,X,X,X,X,O,O,X,O,X,X
LISZTOJ,X,X,X,X,O,O,O,X,O,X,X
LISZJTO,X,X,X,X,X,O,O,X,O,X,X
LISZJOT,X,X,X,X,O,X,O,X,O,X,X
LISZOTJ,X,X,X,X,O,O,O,X,O,X,X
LISZOJT,X,X,X,X,O,X,O,X,O,X,X
LISOTJZ,O,X,X,X,X,X,X,X,X,X,X
LISOTZJ,O,X,X,X,X,X,X,X,O,X,X
LISOJTZ,O,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,X,X,X,O,X,O,X,X
LISOZTJ,X,X,X,X,O,X,O,X,O,X,X
LISOZJT,X,X,X,X,O,X,O,X,O,X,X
LIZTJSO,X,X,X,X,X,X,X,X,O,O,X
LIZTJOS,X,X,X,X,X,X,X,X,O,X,X
LIZTSJO,X,X,X,X,X,X,X,X,O,O,X
LIZTSOJ,X,X,X,X,X,X,X,X,O,O,X
LIZTOJS,X,X,X,X,X,X,X,X,O,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,O,X,X
LIZJTSO,X,X,X,O,X,X,X,X,O,X,X
LIZJTOS,X,X,X,O,X,X,X,X,O,X,X
LIZJSTO,X,X,X,O,X,X,X,X,O,X,X
LIZJSOT,X,X,X,O,X,X,X,X,O,X,X
LIZJOTS,X,X,X,O,X,X,X,X,O,X,X
LIZJOST,X,X,X,O,X,X,X,X,O,X,X
LIZSTJO,X,X,X,X,X,X,X,X,O,X,X
LIZSTOJ,X,X,X,X,X,X,X,X,O,X,X
LIZSJTO,X,X,X,X,X,X,X,X,O,X,X
LIZSJOT,X,X,X,X,X,X,X,X,O,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,O,X,X
LIZSOJT,X,X,X,X,X,X,X,X,O,X,X
LIZOTJS,X,X,X,X,X,X,X,X,O,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,O,X,X
LIZOJTS,X,X,X,O,X,X,X,X,O,X,X
LIZOJST,X,X,X,O,X,X,X,X,O,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,O,X,X
LIZOSJT,X,X,X,X,X,X,X,X,O,X,X
LIOTJSZ,O,X,X,X,X,X,X,X,X,O,X
LIOTJZS,O,X,X,X,X,X,X,O,X,X,X
LIOTSJZ,O,X,X,X,X,X,X,X,X,O,X
LIOTSZJ,X,X,X,X,X,X,X,O,O,O,X
LIOTZJS,O,X,X,X,X,X,X,O,O,X,X
LIOTZSJ,X,X,X,X,X,X,X,O,O,X,X
LIOJTSZ,O,X,X,X,X,X,X,X,X,X,O
LIOJTZS,O,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,X,X,X,X,X,O,X,O,X,X
LIOJZTS,O,X,X,O,X,X,X,X,O,X,X
LIOJZST,O,X,X,O,X,X,X,X,O,X,X
LIOSTJZ,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,X,X,X,X,X,X,O,X,X
LIOSJTZ,O,X,X,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,X,X,X,O,X,O,X,X
LIOSZTJ,X,X,X,X,O,X,O,X,O,X,X
LIOSZJT,X,X,X,X,O,X,O,X,O,X,X
LIOZTJS,X,X,X,X,X,X,X,X,O,X,X
LIOZTSJ,X,X,X,X,X,X,X,X,O,X,X
LIOZJTS,X,X,X,O,X,X,X,X,O,X,X
LIOZJST,X,X,X,O,X,X,X,X,O,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,O,X,X
LIOZSJT,X,X,X,X,X,X,X,X,O,X,X
LJTISZO,O,X,X,X,X,O,X,X,X,X,O
LJTISOZ,O,X,X,X,X,X,X,X,X,X,O
LJTIZSO,O,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,X,X,X,X,X,O
LJTIOZS,O,X,X,X,X,X,X,X,X,X,X
LJTSIZO,O,X,X,X,X,O,X,X,X,X,O
LJTSIOZ,O,X,X,X,X,X,X,X,X,X,O
LJTSZIO,O,X,X,X,X,O,X,X,X,X,O
LJTSZOI,O,X,X,X,X,O,X,X,X,X,O
LJTSOIZ,O,X,X,X,X,X,X,X,X,X,O
LJTSOZI,O,X,X,X,X,O,X,X,X,X,O
LJTZISO,O,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,X,X,X,X,X,X,X,X,X,X
LJTZSIO,O,X,X,X,X,O,X,X,X,X,O
LJTZSOI,O,X,X,X,X,O,X,X,X,X,O
LJTZOIS,O,X,X,X,X,X,X,X,X,X,X
LJTZOSI,O,X,X,X,X,X,X,X,X,X,O
LJTOISZ,O,X,X,X,X,X,X,X,X,X,O
LJTOIZS,O,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,X,X,X,X,X,X,X,X,O
LJTOSZI,O,X,X,X,X,O,X,X,X,X,O
LJTOZIS,O,X,X,X,X,X,X,X,X,X,X
LJTOZSI,O,X,X,X,X,X,X,X,X,X,O
LJITSZO,O,X,X,X,X,X,X,X,X,X,O
LJITSOZ,O,X,X,X,X,X,X,X,X,X,O
LJITZSO,O,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,X,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,X,X,O
LJITOZS,O,X,X,X,X,X,X,X,X,X,X
LJISTZO,O,X,X,X,X,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,X,X,X,X,X,X
LJISZTO,O,X,X,X,X,X,X,X,O,X,X
LJISZOT,O,X,X,X,X,X,X,X,O,X,X
LJISOTZ,O,X,X,X,X,X,X,X,X,X,X
LJISOZT,O,X,X,X,X,X,X,X,O,X,X
LJIZTSO,O,X,X,O,X,X,X,X,O,X,X
LJIZTOS,O,X,X,O,X,X,X,X,O,X,X
LJIZSTO,O,X,X,O,X,X,X,X,O,X,X
LJIZSOT,O,X,X,O,X,X,X,X,O,X,X
LJIZOTS,O,X,X,O,X,X,X,X,O,X,X
LJIZOST,O,X,X,O,X,X,X,X,O,X,X
LJIOTSZ,O,X,X,X,X,X,X,X,X,X,O
LJIOTZS,O,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,O,X,X,X,X,X,X,X,X,X,X
LJIOSZT,O,X,X,X,X,X,X,X,O,X,X
LJIOZTS,O,X,X,O,X,X,X,X,O,X,X
LJIOZST,O,X,X,O,X,X,X,X,O,X,X
LJSTIZO,O,X,X,X,X,O,X,X,X,X,O
LJSTIOZ,O,X,X,X,X,X,X,X,X,X,O
LJSTZIO,O,X,X,X,X,O,X,X,X,X,O
LJSTZOI,O,X,X,X,X,O,X,X,X,X,O
LJSTOIZ,O,X,X,X,X,X,X,X,X,X,O
LJSTOZI,O,X,X,X,X,O,X,X,X,X,O
LJSITZO,O,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,O,X,X,X,X,X,X,X,X,X,X
LJSIOZT,O,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,X,X,X,X,O,X,X,X,X,X
LJSZTOI,O,X,X,X,X,O,X,X,X,X,X
LJSZITO,O,X,X,X,X,O,X,X,X,X,X
LJSZIOT,O,X,X,X,O,X,X,X,X,X,X
LJSZOTI,O,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,X,X,X,O,X,X,X,X,X,X
LJSOTIZ,O,X,X,X,X,X,X,X,X,X,O
LJSOTZI,O,X,X,X,X,X,X,X,X,X,O
LJSOITZ,O,X,X,X,X,X,X,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,X,X,X,X
LJSOZTI,O,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,X,X,X,O,X,X,X,X,X,X
LJZTISO,O,X,X,O,X,X,X,X,X,X,X
LJZTIOS,O,X,X,O,X,X,X,X,X,X,X
LJZTSIO,O,X,X,X,X,X,X,X,X,X,O
LJZTSOI,O,X,X,X,X,X,X,X,X,X,O
LJZTOIS,O,X,X,O,X,X,X,X,X,X,X
LJZTOSI,O,X,X,X,X,X,X,X,X,X,O
LJZITSO,O,X,X,O,X,X,X,X,X,X,X
LJZITOS,O,X,X,O,X,X,X,X,X,X,X
LJZISTO,O,X,X,O,X,X,X,X,X,X,X
